energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.52576288,2.11790907,0.02107289,0.22405309,1.20585650,0.62505581,0.00992059,1.10919793,0.42710900,0.11887103
-5.51975988,2.11963889,0.02059207,0.22961328,1.20896250,0.62812491,0.01039345,1.10309129,0.42567096,0.11732740
-5.51375688,2.11917680,0.02014034,0.23397944,1.20680840,0.63097791,0.01083107,1.09687479,0.42336081,0.11611813
-5.50775388,2.11613298,0.01970965,0.23707203,1.19921890,0.63351825,0.01122402,1.09037715,0.42010808,0.11522979
-5.50175088,2.11017915,0.01929154,0.23883699,1.18612841,0.63565989,0.01156371,1.08343944,0.41586318,0.11464504
-5.49574787,2.10106881,0.01887764,0.23924848,1.16758876,0.63733339,0.01184265,1.07592426,0.41060110,0.11434368
-5.48974487,2.08865423,0.01845998,0.23831071,1.14377318,0.63849137,0.01205474,1.06772391,0.40432428,0.11430377
-5.48374187,2.07289957,0.01803138,0.23605888,1.11497626,0.63911281,0.01219546,1.05876700,0.39706447,0.11450269
-5.47773887,2.05388925,0.01758578,0.23255910,1.08160993,0.63920612,0.01226203,1.04902315,0.38888359,0.11491813
-5.47173587,2.03183120,0.01711851,0.22790738,1.04419557,0.63881059,0.01225353,1.03850572,0.37987339,0.11552905
-5.46573287,2.00705475,0.01662648,0.22222767,1.00335261,0.63799617,0.01217091,1.02727247,0.37015415,0.11631651
-5.45972986,1.98000343,0.01610832,0.21566902,0.95978411,0.63686159,0.01201694,1.01542405,0.35987236,0.11726434
-5.45372686,1.95122291,0.01556437,0.20840199,0.91426001,0.63553088,0.01179614,1.00310068,0.34919746,0.11835967
-5.44772386,1.92134479,0.01499671,0.20061449,0.86759870,0.63414847,0.01151458,0.99047713,0.33831802,0.11959336
-5.44172086,1.89106706,0.01440896,0.19250716,0.82064759,0.63287304,0.01117965,0.97775643,0.32743723,0.12096019
-5.43571786,1.86113213,0.01380612,0.18428848,0.77426363,0.63187057,0.01079982,0.96516253,0.31676821,0.12245898
-5.42971486,1.83230351,0.01319427,0.17616988,0.72929421,0.63130685,0.01038431,0.95293250,0.30652906,0.12409251
-5.42371186,1.80534216,0.01258033,0.16836081,0.68655924,0.63133981,0.00994276,0.94130842,0.29693800,0.12586735
-5.41770885,1.78098346,0.01197164,0.16106424,0.64683480,0.63211219,0.00948491,0.93052963,0.28820871,0.12779353
-5.41170585,1.75991582,0.01137568,0.15447237,0.61083874,0.63374475,0.00902030,0.92082528,0.28054591,0.12988418
-5.40570285,1.74276165,0.01079970,0.14876296,0.57921854,0.63633053,0.00855793,0.91240785,0.27414138,0.13215502
-5.39969985,1.73006133,0.01025041,0.14409622,0.55254136,0.63993027,0.00810602,0.90546743,0.26917043,0.13462381
-5.39369685,1.72226062,0.00973372,0.14061221,0.53128644,0.64456940,0.00767181,0.90016729,0.26578885,0.13730981
-5.38769385,1.71970189,0.00925448,0.13842908,0.51583964,0.65023665,0.00726134,0.89664041,0.26413025,0.14023312
-5.38169085,1.72261909,0.00881639,0.13764172,0.50648993,0.65688436,0.00687938,0.89498733,0.26430396,0.14341413
-5.37568784,1.73113657,0.00842181,0.13832122,0.50342760,0.66443050,0.00652939,0.89527497,0.26639326,0.14687291
-5.36968484,1.74527147,0.00807181,0.14051478,0.50674406,0.67276235,0.00621348,0.89753650,0.27045405,0.15062871
-5.36368184,1.76493934,0.00776617,0.14424616,0.51643280,0.68174166,0.00593248,0.90177213,0.27651380,0.15469950
-5.35767884,1.78996261,0.00750347,0.14951658,0.53239157,0.69121099,0.00568607,0.90795059,0.28457092,0.15910159
-5.35167584,1.82008140,0.00728126,0.15630604,0.55442546,0.70100109,0.00547292,0.91601123,0.29459446,0.16384934
-5.34567284,1.85496623,0.00709622,0.16457495,0.58225094,0.71093890,0.00529084,0.92586663,0.30652412,0.16895508
-5.33966983,1.89423196,0.00694439,0.17426607,0.61550084,0.72085573,0.00513700,0.93740552,0.32027080,0.17442900
-5.33366683,1.93745262,0.00682139,0.18530661,0.65373021,0.73059552,0.00500815,0.95049602,0.33571749,0.18027926
-5.32766383,1.98417651,0.00672266,0.19761060,0.69642338,0.74002251,0.00490081,0.96498900,0.35272085,0.18651221
-5.32166083,2.03394113,0.00664367,0.21108138,0.74300217,0.74902822,0.00481147,0.98072166,0.37111326,0.19313261
-5.31565783,2.08628759,0.00658016,0.22561411,0.79283527,0.75753723,0.00473680,0.99752116,0.39070566,0.20014405
-5.30965483,2.14077398,0.00652825,0.24109841,0.84524915,0.76551172,0.00467378,1.01520832,0.41129104,0.20754929
-5.30365183,2.19698756,0.00648467,0.25742097,0.89954016,0.77295438,0.00461988,1.03360146,0.43264859,0.21535064
-5.29764882,2.25455522,0.00644677,0.27446806,0.95498794,0.77990967,0.00457309,1.05252019,0.45454859,0.22355032
-5.29164582,2.31315216,0.00641263,0.29212794,1.01086992,0.78646328,0.00453204,1.07178923,0.47675781,0.23215064
-5.28564282,2.37250833,0.00638110,0.31029303,1.06647649,0.79273989,0.00449601,1.09124222,0.49904532,0.24115412
-5.27963982,2.43241261,0.00635171,0.32886181,1.12112666,0.79889921,0.00446489,1.11072527,0.52118860,0.25056334
-5.27363682,2.49271437,0.00632466,0.34774033,1.17418346,0.80513042,0.00443918,1.13010036,0.54297958,0.26038058
-5.26763382,2.55332234,0.00630075,0.36684331,1.22506873,0.81164525,0.00441989,1.14924828,0.56423041,0.27060721
-5.26163082,2.61420074,0.00628124,0.38609465,1.27327653,0.81866993,0.00440845,1.16807103,0.58477875,0.28124278
-5.25562781,2.67536250,0.00626775,0.40542749,1.31838465,0.82643616,0.00440659,1.18649351,0.60449210,0.29228381
-5.24962481,2.73685984,0.00626212,0.42478362,1.36006366,0.83517156,0.00441620,1.20446428,0.62327117,0.30372233
-5.24362181,2.79877219,0.00626633,0.44411231,1.39808287,0.84508974,0.00443921,1.22195540,0.64105175,0.31554426
-5.23761881,2.86119186,0.00628232,0.46336860,1.43231296,0.85638046,0.00447742,1.23896101,0.65780520,0.32772754
-5.23161581,2.92420787,0.00631194,0.48251122,1.46272497,0.86920012,0.00453239,1.25549488,0.67353726,0.34024024
-5.22561281,2.98788844,0.00635686,0.50149997,1.48938556,0.88366294,0.00460530,1.27158666,0.68828527,0.35303875
-5.21960980,3.05226289,0.00641848,0.52029300,1.51244867,0.89983313,0.00469686,1.28727712,0.70211383,0.36606606
-5.21360680,3.11730376,0.00649795,0.53884400,1.53214397,0.91771836,0.00480719,1.30261243,0.71510908,0.37925037
-5.20760380,3.18290988,0.00659607,0.55709946,1.54876239,0.93726480,0.00493579,1.31763777,0.72737187,0.39250407
-5.20160080,3.24889151,0.00671337,0.57499625,1.56263953,0.95835394,0.00508149,1.33239049,0.73901015,0.40572332
-5.19559780,3.31495832,0.00685010,0.59245966,1.57413763,0.98080141,0.00524243,1.34689328,0.75013093,0.41878812
-5.18959480,3.38071100,0.00700625,0.60940204,1.58362692,1.00435791,0.00541609,1.36114761,0.76083226,0.43156325
-5.18359180,3.44563749,0.00718164,0.62572228,1.59146731,1.02871233,0.00559934,1.37512790,0.77119573,0.44389985
-5.17758879,3.50911404,0.00737593,0.64130610,1.59799117,1.05349715,0.00578851,1.38877684,0.78127974,0.45563777
-5.17158579,3.57041185,0.00758865,0.65602727,1.60348806,1.07829582,0.00597948,1.40200203,0.79111410,0.46660870
-5.16558279,3.62870899,0.00781933,0.66974981,1.60819215,1.10265232,0.00616780,1.41467443,0.80069620,0.47663991
-5.15957979,3.68310786,0.00806741,0.68233099,1.61227278,1.12608231,0.00634885,1.42662859,0.80998889,0.48555853
-5.15357679,3.73265742,0.00833237,0.69362527,1.61582867,1.14808588,0.00651790,1.43766492,0.81892034,0.49319625
-5.14757379,3.77637968,0.00861367,0.70348873,1.61888590,1.16816131,0.00667036,1.44755385,0.82738587,0.49939421
-5.14157079,3.81329946,0.00891075,0.71178409,1.62139961,1.18581948,0.00680183,1.45604190,0.83525155,0.50400793
-5.13556778,3.84247624,0.00922299,0.71838598,1.62325947,1.20059861,0.00690831,1.46285920,0.84235957,0.50691205
-5.12956478,3.86303690,0.00954969,0.72318620,1.62429815,1.21207849,0.00698627,1.46772839,0.84853487,0.50800466
-5.12356178,3.87420793,0.00988999,0.72609884,1.62430275,1.21989408,0.00703278,1.47037435,0.85359295,0.50721107
-5.11755878,3.87534574,0.01024279,0.72706496,1.62302806,1.22374776,0.00704563,1.47053435,0.85734820,0.50448678
-5.11155578,3.86596384,0.01060668,0.72605660,1.62021141,1.22341977,0.00702334,1.46796818,0.85962247,0.49981963
-5.10555278,3.84575561,0.01097987,0.72308003,1.61558795,1.21877663,0.00696524,1.46246777,0.86025346,0.49323091
-5.09954977,3.81461185,0.01136010,0.71817798,1.60890592,1.20977703,0.00687147,1.45386592,0.85910240,0.48477542
-5.09354677,3.77263223,0.01174459,0.71143087,1.59994106,1.19647514,0.00674297,1.44204375,0.85606083,0.47454056
-5.08754377,3.72013034,0.01213000,0.70295691,1.58850958,1.17902106,0.00658147,1.42693653,0.85105605,0.46264436
-5.08154077,3.65763219,0.01251237,0.69291106,1.57447926,1.15765857,0.00638937,1.40853781,0.84405511,0.44923262
-5.07553777,3.58586826,0.01288718,0.68148302,1.55777824,1.13272019,0.00616974,1.38690163,0.83506727,0.43447535
-5.06953477,3.50575965,0.01324935,0.66889414,1.53840134,1.10461978,0.00592615,1.36214288,0.82414475,0.41856248
-5.06353177,3.41839900,0.01359332,0.65539363,1.51641383,1.07384304,0.00566265,1.33443585,0.81138203,0.40169923
-5.05752876,3.32502714,0.01391314,0.64125396,1.49195263,1.04093620,0.00538356,1.30401124,0.79691365,0.38410123
-5.05152576,3.22700643,0.01420265,0.62676588,1.46522524,1.00649342,0.00509344,1.27115176,0.78091087,0.36598958
-5.04552276,3.12579208,0.01445560,0.61223297,1.43650652,0.97114343,0.00479694,1.23618668,0.76357736,0.34758609
-5.03951976,3.02290241,0.01466589,0.59796620,1.40613374,0.93553572,0.00449867,1.19948558,0.74514420,0.32910883
-5.03351676,2.91988936,0.01482772,0.58427839,1.37450012,0.90032698,0.00420314,1.16145167,0.72586443,0.31076810
-5.02751376,2.81831004,0.01493588,0.57147888,1.34204735,0.86616809,0.00391466,1.12251495,0.70600755,0.29276306
-5.02151076,2.71970029,0.01498592,0.55986845,1.30925724,0.83369206,0.00363722,1.08312540,0.68585402,0.27527892
-5.01550775,2.62555087,0.01497438,0.54973473,1.27664288,0.80350341,0.00337452,1.04374650,0.66569012,0.25848484
-5.00950475,2.53728666,0.01489895,0.54134786,1.24473953,0.77616894,0.00312983,1.00484909,0.64580318,0.24253257
-5.00350175,2.45624918,0.01475864,0.53495685,1.21409530,0.75221031,0.00290602,0.96690580,0.62647736,0.22755562
-4.99749875,2.38368243,0.01455390,0.53078622,1.18526182,0.73209838,0.00270553,0.93038595,0.60799000,0.21366915
-4.99149575,2.32072186,0.01428667,0.52903335,1.15878493,0.71624923,0.00253035,0.89575088,0.59060849,0.20097025
-4.98549275,2.26838619,0.01396035,0.52986607,1.13519534,0.70502182,0.00238205,0.86344975,0.57458761,0.18953874
-4.97948974,2.22757163,0.01357982,0.53342086,1.11499946,0.69871710,0.00226180,0.83391554,0.56016734,0.17943812
-4.97348674,2.19904807,0.01315128,0.53980134,1.09867020,0.69757829,0.00217037,0.80756128,0.54757095,0.17071681
-4.96748374,2.18345653,0.01268211,0.54907710,1.08663791,0.70179204,0.00210817,0.78477626,0.53700322,0.16340944
-4.96148074,2.18130751,0.01218065,0.56128287,1.07928150,0.71149018,0.00207530,0.76592220,0.52864886,0.15753803
-4.95547774,2.19297969,0.01165598,0.57641793,1.07691987,0.72675173,0.00207155,0.75132927,0.52267081,0.15311315
-4.94947474,2.21871839,0.01111761,0.59444575,1.07980376,0.74760483,0.00209645,0.74129187,0.51920853,0.15013485
-4.94347174,2.25863376,0.01057522,0.61529379,1.08810825,0.77402835,0.00214927,0.73606422,0.51837606,0.14859340
-4.93746873,2.31269823,0.01003832,0.63885360,1.10192623,0.80595297,0.00222906,0.73585578,0.52026001,0.14846972
-4.93146573,2.38074321,0.00951601,0.66498097,1.12126289,0.84326141,0.00233468,0.74082656,0.52491736,0.14973562
-4.92546273,2.46245526,0.00901666,0.69349634,1.14603174,0.88578801,0.00246474,0.75108241,0.53237308,0.15235385
-4.91945973,2.55737162,0.00854769,0.72418545,1.17605227,0.93331733,0.00261768,0.76667056,0.54261789,0.15627782
-4.91345673,2.66487575,0.00811536,0.75680018,1.21104947,0.98558209,0.00279172,0.78757544,0.55560586,0.16145134
-4.90745373,2.78419318,0.00772462,0.79105970,1.25065548,1.04226055,0.00298488,0.81371508,0.57125245,0.16780822
-4.90145073,2.91438818,0.00737900,0.82665200,1.29441345,1.10297361,0.00319495,0.84493827,0.58943267,0.17527184
-4.89544772,3.05436204,0.00708053,0.86323576,1.34178362,1.16728188,0.00341952,0.88102270,0.60997993,0.18375483
-4.88944472,3.20285351,0.00682979,0.90044282,1.39215164,1.23468329,0.00365593,0.92167424,0.63268541,0.19315893
-4.88344172,3.35844209,0.00662591,0.93788112,1.44483894,1.30461148,0.00390133,0.96652757,0.65729834,0.20337499
-4.87743872,3.51955482,0.00646671,0.97513831,1.49911507,1.37643556,0.00415262,1.01514825,0.68352718,0.21428326
-4.87143572,3.68447708,0.00634880,1.01178605,1.55421156,1.44946155,0.00440654,1.06703638,0.71104187,0.22575405
-4.86543272,3.85136781,0.00626780,1.04738500,1.60933696,1.52293582,0.00465963,1.12163184,0.73947731,0.23764865
-4.85942971,4.01827931,0.00621849,1.08149052,1.66369281,1.59605102,0.00490833,1.17832108,0.76843788,0.24982066
-4.85342671,4.18318171,0.00619509,1.11365909,1.71648973,1.66795433,0.00514899,1.23644542,0.79750324,0.26211763
-4.84742371,4.34399173,0.00619142,1.14345530,1.76696348,1.73775846,0.00537792,1.29531066,0.82623519,0.27438302
-4.84142071,4.49860539,0.00620116,1.17045925,1.81439019,1.80455489,0.00559151,1.35419782,0.85418544,0.28645846
-4.83541771,4.64493383,0.00621807,1.19427439,1.85810043,1.86742944,0.00578623,1.41237480,0.88090419,0.29818616
-4.82941471,4.78094133,0.00623617,1.21453526,1.89749165,1.92547957,0.00595879,1.46910847,0.90594926,0.30941153
-4.82341171,4.90468431,0.00624994,1.23091525,1.93203846,1.97783298,0.00610617,1.52367713,0.92889534,0.31998576
-4.81740870,5.01435018,0.00625444,1.24313376,1.96130067,2.02366685,0.00622568,1.57538274,0.94934332,0.32976842
-4.81140570,5.10829462,0.00624543,1.25096280,1.98492865,2.06222704,0.00631510,1.62356267,0.96692909,0.33862994
-4.80540270,5.18507588,0.00621948,1.25423251,2.00266611,2.09284650,0.00637268,1.66760072,0.98133168,0.34645380
-4.79939970,5.24348504,0.00617398,1.25283554,2.01435019,2.11496217,0.00639723,1.70693689,0.99228035,0.35313853
-4.79339670,5.28257099,0.00610717,1.24672995,2.01990904,2.12812973,0.00638814,1.74107601,0.99956037,0.35859929
-4.78739370,5.30165930,0.00601811,1.23594060,2.01935719,2.13203547,0.00634538,1.76959459,1.00301732,0.36276906
-4.78139070,5.30036430,0.00590665,1.22055890,2.01278903,2.12650496,0.00626956,1.79214631,1.00255975,0.36559948
-4.77538769,5.27859424,0.00577334,1.20074086,2.00037084,2.11150801,0.00616183,1.80846563,0.99816012,0.36706116
-4.76938469,5.23654924,0.00561935,1.17670358,1.98233181,2.08715985,0.00602392,1.81836988,0.98985404,0.36714363
-4.76338169,5.17471251,0.00544636,1.14872031,1.95895466,2.05371845,0.00585804,1.82175984,0.97773795,0.36585493
-4.75737869,5.09383534,0.00525646,1.11711421,1.93056624,2.01157812,0.00566683,1.81861882,0.96196527,0.36322079
-4.75137569,4.99491663,0.00505203,1.08225107,1.89752858,1.96125968,0.00545329,1.80901072,0.94274140,0.35928358
-4.74537269,4.87917787,0.00483562,1.04453131,1.86023083,1.90339767,0.00522066,1.79307688,0.92031772,0.35410098
-4.73936968,4.74803466,0.00460989,1.00438150,1.81908223,1.83872500,0.00497240,1.77103226,0.89498482,0.34774453
-4.73336668,4.60306588,0.00437748,0.96224570,1.77450641,1.76805580,0.00471201,1.74316088,0.86706542,0.34029799
-4.72736368,4.44598141,0.00414095,0.91857691,1.72693692,1.69226697,0.00444303,1.70981079,0.83690709,0.33185577
-4.72136068,4.27858951,0.00390272,0.87382878,1.67681392,1.61227912,0.00416889,1.67138857,0.80487506,0.32252117
-4.71535768,4.10276466,0.00366501,0.82844796,1.62458193,1.52903762,0.00389290,1.62835345,0.77134531,0.31240473
-4.70935468,3.92041645,0.00342986,0.78286708,1.57068821,1.44349410,0.00361814,1.58121108,0.73669825,0.30162261
-4.70335168,3.73346008,0.00319904,0.73749846,1.51558144,1.35658917,0.00334744,1.53050678,0.70131277,0.29029494
-4.69734867,3.54378883,0.00297412,0.69272880,1.45971037,1.26923658,0.00308333,1.47681842,0.66556105,0.27854424
-4.69134567,3.35324865,0.00275642,0.64891459,1.40352202,1.18230923,0.00282804,1.42074864,0.62980393,0.26649382
-4.68534267,3.16361495,0.00254707,0.60637843,1.34745906,1.09662719,0.00258347,1.36291652,0.59438689,0.25426624
-4.67933967,2.97657156,0.00234699,0.56540616,1.29195626,1.01294798,0.00235121,1.30394861,0.55963653,0.24198174
-4.67333667,2.79369191,0.00215695,0.52624471,1.23743565,0.93195892,0.00213251,1.24446936,0.52585756,0.22975668
-4.66733367,2.61642218,0.00197755,0.48910059,1.18430062,0.85427169,0.00192835,1.18509104,0.49333015,0.21770192
-4.66133067,2.44606661,0.00180929,0.45413909,1.13292885,0.78041899,0.00173942,1.12640332,0.46230753,0.20592134
-4.65532766,2.28377479,0.00165255,0.42148397,1.08366448,0.71085290,0.00156617,1.06896275,0.43301392,0.19451027
-4.64932466,2.13053108,0.00150761,0.39121778,1.03680987,0.64594505,0.00140883,1.01328237,0.40564264,0.18355406
-4.64332166,1.98714637,0.00137467,0.36338264,0.99261733,0.58598807,0.00126744,0.95982185,0.38035440,0.17312678
