energy_ev,total_up,total_down,Bi_p_up,Bi_p_down,Bi_d_up,Bi_d_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.86193097,0.74019062,-0.74019063,0.04520406,-0.04520406,0.00365075,-0.00365075,0.27496961,-0.27496961,0.21717401,-0.21717401,0.44066090,-0.44066091,0.00000000,-0.00000000
-5.85592796,0.78928928,-0.78928929,0.04681995,-0.04681995,0.00399585,-0.00399585,0.29864828,-0.29864829,0.23162419,-0.23162419,0.47156887,-0.47156888,0.00000000,-0.00000000
-5.84992496,0.85058940,-0.85058942,0.04939619,-0.04939619,0.00438884,-0.00438884,0.32803796,-0.32803796,0.24976048,-0.24976048,0.50967967,-0.50967968,0.00000000,-0.00000000
-5.84392196,0.92413279,-0.92413280,0.05296486,-0.05296486,0.00482708,-0.00482709,0.36317996,-0.36317997,0.27163730,-0.27163730,0.55499252,-0.55499253,0.00000000,-0.00000000
-5.83791896,1.00984654,-1.00984656,0.05754872,-0.05754872,0.00530760,-0.00530760,0.40407977,-0.40407978,0.29727186,-0.29727186,0.60744122,-0.60744123,0.00000000,-0.00000000
-5.83191596,1.10752370,-1.10752372,0.06315919,-0.06315919,0.00582694,-0.00582694,0.45069438,-0.45069439,0.32663787,-0.32663787,0.66688283,-0.66688284,0.00000000,-0.00000000
-5.82591296,1.21680322,-1.21680324,0.06979412,-0.06979412,0.00638115,-0.00638115,0.50291893,-0.50291894,0.35965905,-0.35965906,0.73308606,-0.73308607,0.00000000,-0.00000000
-5.81990995,1.33715026,-1.33715028,0.07743564,-0.07743564,0.00696575,-0.00696575,0.56057296,-0.56057297,0.39620272,-0.39620273,0.80571978,-0.80571980,0.00000000,-0.00000000
-5.81390695,1.46783789,-1.46783792,0.08604804,-0.08604804,0.00757564,-0.00757564,0.62338730,-0.62338731,0.43607378,-0.43607378,0.88434236,-0.88434237,0.00000000,-0.00000000
-5.80790395,1.60793142,-1.60793144,0.09557599,-0.09557599,0.00820514,-0.00820514,0.69099211,-0.69099212,0.47900948,-0.47900949,0.96839248,-0.96839250,0.00000000,-0.00000000
-5.80190095,1.75627652,-1.75627654,0.10594306,-0.10594306,0.00884792,-0.00884792,0.76290700,-0.76290701,0.52467541,-0.52467542,1.05718230,-1.05718232,0.00000000,-0.00000000
-5.79589795,1.91149263,-1.91149266,0.11705074,-0.11705074,0.00949705,-0.00949705,0.83853400,-0.83853401,0.57266300,-0.57266301,1.14989350,-1.14989351,0.00000000,-0.00000000
-5.78989495,2.07197271,-2.07197273,0.12877818,-0.12877818,0.01014507,-0.01014507,0.91715413,-0.91715414,0.62248908,-0.62248908,1.24557707,-1.24557708,0.00000000,-0.00000000
-5.78389195,2.23589043,-2.23589045,0.14098259,-0.14098259,0.01078399,-0.01078399,0.99792814,-0.99792815,0.67359779,-0.67359780,1.34315746,-1.34315748,0.00000000,-0.00000000
-5.77788894,2.40121580,-2.40121583,0.15350053,-0.15350054,0.01140546,-0.01140546,1.07990208,-1.07990209,0.72536515,-0.72536516,1.44144156,-1.44144158,0.00000000,-0.00000000
-5.77188594,2.56573970,-2.56573972,0.16615011,-0.16615011,0.01200084,-0.01200085,1.16201793,-1.16201794,0.77710641,-0.77710642,1.53913279,-1.53913280,0.00000000,-0.00000000
-5.76588294,2.72710737,-2.72710739,0.17873402,-0.17873402,0.01256141,-0.01256141,1.24312941,-1.24312942,0.82808640,-0.82808641,1.63485049,-1.63485050,0.00000000,-0.00000000
-5.75987994,2.88286089,-2.88286091,0.19104353,-0.19104354,0.01307847,-0.01307847,1.32202284,-1.32202285,0.87753271,-0.87753272,1.72715444,-1.72715446,0.00000000,-0.00000000
-5.75387694,3.03048955,-3.03048958,0.20286322,-0.20286322,0.01354359,-0.01354359,1.39744270,-1.39744271,0.92465146,-0.92465147,1.81457404,-1.81457405,0.00000000,-0.00000000
-5.74787394,3.16748711,-3.16748713,0.21397629,-0.21397630,0.01394883,-0.01394883,1.46812105,-1.46812106,0.96864543,-0.96864543,1.89564144,-1.89564145,0.00000000,-0.00000000
-5.74187094,3.29141403,-3.29141405,0.22417046,-0.22417046,0.01428686,-0.01428686,1.53281006,-1.53281007,1.00873376,-1.00873377,1.96892771,-1.96892772,0.00000000,-0.00000000
-5.73586793,3.39996268,-3.39996270,0.23324400,-0.23324400,0.01455127,-0.01455127,1.59031626,-1.59031626,1.04417287,-1.04417288,2.03308072,-2.03308073,0.00000000,-0.00000000
-5.72986493,3.49102295,-3.49102296,0.24101177,-0.24101177,0.01473669,-0.01473669,1.63953540,-1.63953541,1.07427745,-1.07427746,2.08686334,-2.08686335,0.00000000,-0.00000000
-5.72386193,3.56274559,-3.56274560,0.24731104,-0.24731105,0.01483901,-0.01483901,1.67948630,-1.67948631,1.09844103,-1.09844104,2.12919042,-2.12919042,0.00000000,-0.00000000
-5.71785893,3.61360051,-3.61360052,0.25200672,-0.25200672,0.01485549,-0.01485549,1.70934217,-1.70934217,1.11615496,-1.11615496,2.15916291,-2.15916292,0.00000000,-0.00000000
-5.71185593,3.64242739,-3.64242739,0.25499577,-0.25499577,0.01478488,-0.01478488,1.72845813,-1.72845813,1.12702503,-1.12702503,2.17609763,-2.17609763,0.00000000,-0.00000000
-5.70585293,3.64847601,-3.64847601,0.25621068,-0.25621068,0.01462751,-0.01462751,1.73639347,-1.73639347,1.13078506,-1.13078506,2.17955105,-2.17955104,0.00000000,-0.00000000
-5.69984992,3.63143443,-3.63143443,0.25562172,-0.25562172,0.01438528,-0.01438527,1.73292753,-1.73292753,1.12730648,-1.12730648,2.16933614,-2.16933614,0.00000000,-0.00000000
-5.69384692,3.59144331,-3.59144330,0.25323791,-0.25323791,0.01406162,-0.01406162,1.71806851,-1.71806850,1.11660374,-1.11660374,2.14553119,-2.14553118,0.00000000,-0.00000000
-5.68784392,3.52909551,-3.52909550,0.24910666,-0.24910666,0.01366145,-0.01366145,1.69205458,-1.69205457,1.09883492,-1.09883492,2.10847996,-2.10847995,0.00000000,-0.00000000
-5.68184092,3.44542080,-3.44542078,0.24331202,-0.24331202,0.01319104,-0.01319104,1.65534722,-1.65534721,1.07429765,-1.07429764,2.05878326,-2.05878325,0.00000000,-0.00000000
-5.67583792,3.34185602,-3.34185600,0.23597174,-0.23597174,0.01265782,-0.01265782,1.60861706,-1.60861705,1.04342035,-1.04342035,1.99728199,-1.99728197,0.00000000,-0.00000000
-5.66983492,3.22020210,-3.22020207,0.22723316,-0.22723316,0.01207021,-0.01207021,1.55272275,-1.55272274,1.00674923,-1.00674923,1.92503227,-1.92503226,0.00000000,-0.00000000
-5.66383192,3.08256946,-3.08256944,0.21726823,-0.21726823,0.01143735,-0.01143735,1.48868393,-1.48868392,0.96493149,-0.96493148,1.84327399,-1.84327397,0.00000000,-0.00000000
-5.65782891,2.93131452,-2.93131449,0.20626780,-0.20626780,0.01076890,-0.01076890,1.41764936,-1.41764934,0.91869555,-0.91869554,1.75339372,-1.75339371,0.00000000,-0.00000000
-5.65182591,2.76896967,-2.76896964,0.19443548,-0.19443548,0.01007473,-0.01007472,1.34086172,-1.34086170,0.86882919,-0.86882918,1.65688394,-1.65688392,0.00000000,-0.00000000
-5.64582291,2.59816999,-2.59816996,0.18198142,-0.18198142,0.00936469,-0.00936469,1.25962065,-1.25962063,0.81615640,-0.81615639,1.55530001,-1.55530000,0.00000000,-0.00000000
-5.63981991,2.42157961,-2.42157958,0.16911611,-0.16911610,0.00864840,-0.00864840,1.17524546,-1.17524545,0.76151406,-0.76151406,1.45021694,-1.45021692,0.00000000,-0.00000000
-5.63381691,2.24182071,-2.24182068,0.15604458,-0.15604458,0.00793493,-0.00793493,1.08903916,-1.08903914,0.70572933,-0.70572932,1.34318746,-1.34318744,0.00000000,-0.00000000
-5.62781391,2.06140780,-2.06140777,0.14296123,-0.14296123,0.00723273,-0.00723273,1.00225507,-1.00225506,0.64959854,-0.64959853,1.23570314,-1.23570312,0.00000000,-0.00000000
-5.62181091,1.88268970,-1.88268967,0.13004534,-0.13004534,0.00654935,-0.00654935,0.91606735,-0.91606734,0.59386855,-0.59386854,1.12915986,-1.12915984,0.00000000,-0.00000000
-5.61580790,1.70780091,-1.70780088,0.11745749,-0.11745748,0.00589140,-0.00589140,0.83154615,-0.83154614,0.53922090,-0.53922089,1.02482874,-1.02482872,0.00000000,-0.00000000
-5.60980490,1.53862373,-1.53862370,0.10533696,-0.10533696,0.00526443,-0.00526443,0.74963827,-0.74963826,0.48625939,-0.48625939,0.92383329,-0.92383327,0.00000000,-0.00000000
-5.60380190,1.37676173,-1.37676170,0.09380014,-0.09380013,0.00467291,-0.00467291,0.67115351,-0.67115350,0.43550121,-0.43550120,0.82713326,-0.82713325,0.00000000,-0.00000000
-5.59779890,1.22352477,-1.22352474,0.08293980,-0.08293979,0.00412019,-0.00412019,0.59675681,-0.59675679,0.38737169,-0.38737168,0.73551520,-0.73551518,0.00000000,-0.00000000
-5.59179590,1.07992507,-1.07992505,0.07282540,-0.07282540,0.00360856,-0.00360856,0.52696602,-0.52696601,0.34220265,-0.34220265,0.64958955,-0.64958953,0.00000000,-0.00000000
-5.58579290,0.94668348,-0.94668346,0.06350413,-0.06350413,0.00313931,-0.00313931,0.46215481,-0.46215480,0.30023395,-0.30023394,0.56979382,-0.56979381,0.00000000,-0.00000000
-5.57978989,0.82424469,-0.82424467,0.05500261,-0.05500261,0.00271281,-0.00271281,0.40256007,-0.40256006,0.26161790,-0.26161789,0.49640104,-0.49640103,0.00000000,-0.00000000
-5.57378689,0.71279983,-0.71279982,0.04732921,-0.04732921,0.00232860,-0.00232860,0.34829313,-0.34829312,0.22642617,-0.22642616,0.42953265,-0.42953264,0.00000000,-0.00000000
-5.56778389,0.61231490,-0.61231488,0.04047674,-0.04047674,0.00198554,-0.00198554,0.29935381,-0.29935380,0.19465848,-0.19465848,0.36917483,-0.36917482,0.00000000,-0.00000000
-5.56178089,0.52256309,-0.52256308,0.03442537,-0.03442537,0.00168192,-0.00168192,0.25564664,-0.25564663,0.16625270,-0.16625270,0.31519731,-0.31519731,0.00000000,-0.00000000
-5.55577789,0.44315958,-0.44315956,0.02914573,-0.02914572,0.00141556,-0.00141556,0.21699816,-0.21699816,0.14109572,-0.14109572,0.26737357,-0.26737357,0.00000000,-0.00000000
-5.54977489,0.37359696,-0.37359695,0.02460200,-0.02460200,0.00118400,-0.00118400,0.18317477,-0.18317477,0.11903461,-0.11903461,0.22540156,-0.22540155,0.00000000,-0.00000000
-5.54377189,0.31328017,-0.31328016,0.02075494,-0.02075494,0.00098453,-0.00098453,0.15390022,-0.15390021,0.09988771,-0.09988770,0.18892406,-0.18892406,0.00000000,-0.00000000
-5.53776888,0.26155957,-0.26155957,0.01756471,-0.01756471,0.00081439,-0.00081439,0.12887225,-0.12887224,0.08345510,-0.08345510,0.15754815,-0.15754814,0.00000000,-0.00000000
-5.53176588,0.21776140,-0.21776140,0.01499351,-0.01499351,0.00067078,-0.00067078,0.10777799,-0.10777799,0.06952840,-0.06952839,0.13086290,-0.13086290,0.00000000,-0.00000000
-5.52576288,0.18121486,-0.18121485,0.01300789,-0.01300789,0.00055098,-0.00055098,0.09030761,-0.09030761,0.05789940,-0.05789939,0.10845532,-0.10845532,0.00000000,-0.00000000
-5.51975988,0.15127540,-0.15127539,0.01158083,-0.01158083,0.00045243,-0.00045243,0.07616610,-0.07616610,0.04836764,-0.04836764,0.08992388,-0.08992388,0.00000000,-0.00000000
-5.51375688,0.12734408,-0.12734407,0.01069345,-0.01069345,0.00037274,-0.00037274,0.06508304,-0.06508304,0.04074668,-0.04074668,0.07488980,-0.07488979,0.00000000,-0.00000000
-5.50775388,0.10888280,-0.10888280,0.01033640,-0.01033640,0.00030977,-0.00030977,0.05682027,-0.05682027,0.03486910,-0.03486910,0.06300585,-0.06300585,0.00000000,-0.00000000
-5.50175088,0.09542561,-0.09542561,0.01051094,-0.01051094,0.00026162,-0.00026162,0.05117754,-0.05117754,0.03059029,-0.03059029,0.05396292,-0.05396292,0.00000000,-0.00000000
-5.49574787,0.08658623,-0.08658622,0.01122962,-0.01122962,0.00022666,-0.00022666,0.04799610,-0.04799610,0.02779098,-0.02779098,0.04749425,-0.04749425,0.00000000,-0.00000000
-5.48974487,0.08206195,-0.08206195,0.01251667,-0.01251667,0.00020353,-0.00020353,0.04716042,-0.04716042,0.02637870,-0.02637870,0.04337773,-0.04337773,0.00000000,-0.00000000
-5.48374187,0.08163441,-0.08163442,0.01440799,-0.01440799,0.00019116,-0.00019116,0.04859809,-0.04859809,0.02628817,-0.02628817,0.04143625,-0.04143625,0.00000000,-0.00000000
-5.47773887,0.08516718,-0.08516718,0.01695080,-0.01695080,0.00018871,-0.00018871,0.05227805,-0.05227805,0.02748069,-0.02748069,0.04153643,-0.04153643,0.00000000,-0.00000000
-5.47173587,0.09260072,-0.09260072,0.02020286,-0.02020286,0.00019559,-0.00019559,0.05820721,-0.05820721,0.02994270,-0.02994270,0.04358583,-0.04358583,0.00000000,-0.00000000
-5.46573287,0.10394478,-0.10394478,0.02423131,-0.02423131,0.00021142,-0.00021142,0.06642558,-0.06642558,0.03368348,-0.03368348,0.04752890,-0.04752890,0.00000000,-0.00000000
-5.45972986,0.11926859,-0.11926859,0.02911110,-0.02911110,0.00023602,-0.00023602,0.07700011,-0.07700012,0.03873209,-0.03873209,0.05334175,-0.05334175,0.00000000,-0.00000000
-5.45372686,0.13868899,-0.13868900,0.03492303,-0.03492303,0.00026938,-0.00026938,0.09001731,-0.09001731,0.04513369,-0.04513369,0.06102596,-0.06102596,0.00000000,-0.00000000
-5.44772386,0.16235675,-0.16235675,0.04175129,-0.04175129,0.00031160,-0.00031160,0.10557470,-0.10557470,0.05294519,-0.05294519,0.07060156,-0.07060156,0.00000000,-0.00000000
-5.44172086,0.19044139,-0.19044140,0.04968072,-0.04968072,0.00036290,-0.00036290,0.12377154,-0.12377154,0.06223038,-0.06223039,0.08209940,-0.08209940,0.00000000,-0.00000000
-5.43571786,0.22311486,-0.22311486,0.05879371,-0.05879371,0.00042356,-0.00042356,0.14469876,-0.14469876,0.07305466,-0.07305467,0.09555300,-0.09555300,0.00000000,-0.00000000
-5.42971486,0.26053428,-0.26053429,0.06916677,-0.06916678,0.00049390,-0.00049390,0.16842860,-0.16842860,0.08547937,-0.08547938,0.11099010,-0.11099011,0.00000000,-0.00000000
-5.42371186,0.30282442,-0.30282442,0.08086701,-0.08086701,0.00057425,-0.00057425,0.19500415,-0.19500416,0.09955602,-0.09955602,0.12842422,-0.12842422,0.00000000,-0.00000000
-5.41770885,0.35006024,-0.35006024,0.09394849,-0.09394849,0.00066490,-0.00066490,0.22442923,-0.22442923,0.11532043,-0.11532044,0.14784631,-0.14784632,0.00000000,-0.00000000
-5.41170585,0.40225024,-0.40225025,0.10844870,-0.10844870,0.00076612,-0.00076612,0.25665891,-0.25665892,0.13278712,-0.13278712,0.16921702,-0.16921702,0.00000000,-0.00000000
-5.40570285,0.45932121,-0.45932122,0.12438523,-0.12438523,0.00087809,-0.00087809,0.29159136,-0.29159136,0.15194397,-0.15194397,0.19245957,-0.19245957,0.00000000,-0.00000000
-5.39969985,0.52110497,-0.52110498,0.14175284,-0.14175285,0.00100089,-0.00100089,0.32906113,-0.32906113,0.17274761,-0.17274761,0.21745386,-0.21745387,0.00000000,-0.00000000
-5.39369685,0.58732801,-0.58732803,0.16052112,-0.16052112,0.00113452,-0.00113452,0.36883462,-0.36883463,0.19511959,-0.19511959,0.24403192,-0.24403193,0.00000000,-0.00000000
-5.38769385,0.65760450,-0.65760452,0.18063276,-0.18063276,0.00127884,-0.00127884,0.41060794,-0.41060795,0.21894360,-0.21894360,0.27197504,-0.27197505,0.00000000,-0.00000000
-5.38169085,0.73143324,-0.73143325,0.20200275,-0.20200276,0.00143362,-0.00143362,0.45400750,-0.45400751,0.24406399,-0.24406400,0.30101293,-0.30101293,0.00000000,-0.00000000
-5.37568784,0.80819909,-0.80819910,0.22451847,-0.22451847,0.00159849,-0.00159849,0.49859364,-0.49859365,0.27028573,-0.27028573,0.33082495,-0.33082495,0.00000000,-0.00000000
-5.36968484,0.88717910,-0.88717911,0.24804070,-0.24804070,0.00177300,-0.00177300,0.54386725,-0.54386725,0.29737582,-0.29737582,0.36104371,-0.36104371,0.00000000,-0.00000000
-5.36368184,0.96755337,-0.96755338,0.27240574,-0.27240574,0.00195657,-0.00195657,0.58927942,-0.58927942,0.32506640,-0.32506641,0.39126093,-0.39126093,0.00000000,-0.00000000
-5.35767884,1.04842051,-1.04842052,0.29742835,-0.29742835,0.00214858,-0.00214858,0.63424388,-0.63424389,0.35305936,-0.35305937,0.42103549,-0.42103550,0.00000000,-0.00000000
-5.35167584,1.12881723,-1.12881725,0.32290558,-0.32290559,0.00234833,-0.00234833,0.67815181,-0.67815181,0.38103235,-0.38103236,0.44990361,-0.44990361,0.00000000,-0.00000000
-5.34567284,1.20774156,-1.20774157,0.34862126,-0.34862126,0.00255508,-0.00255508,0.72038842,-0.72038843,0.40864615,-0.40864616,0.47739061,-0.47739061,0.00000000,-0.00000000
-5.33966983,1.28417851,-1.28417853,0.37435091,-0.37435092,0.00276807,-0.00276807,0.76035087,-0.76035087,0.43555293,-0.43555294,0.50302410,-0.50302410,0.00000000,-0.00000000
-5.33366683,1.35712754,-1.35712755,0.39986697,-0.39986697,0.00298651,-0.00298651,0.79746637,-0.79746638,0.46140527,-0.46140527,0.52634785,-0.52634785,0.00000000,-0.00000000
-5.32766383,1.42563019,-1.42563020,0.42494388,-0.42494388,0.00320965,-0.00320965,0.83121001,-0.83121002,0.48586539,-0.48586540,0.54693595,-0.54693595,0.00000000,-0.00000000
-5.32166083,1.48879706,-1.48879707,0.44936298,-0.44936298,0.00343672,-0.00343672,0.86112118,-0.86112119,0.50861437,-0.50861437,0.56440650,-0.56440650,0.00000000,-0.00000000
-5.31565783,1.54583254,-1.54583255,0.47291681,-0.47291681,0.00366695,-0.00366695,0.88681790,-0.88681790,0.52936075,-0.52936075,0.57843434,-0.57843434,0.00000000,-0.00000000
-5.30965483,1.59605640,-1.59605641,0.49541272,-0.49541272,0.00389957,-0.00389957,0.90800832,-0.90800832,0.54784833,-0.54784834,0.58876208,-0.58876208,0.00000000,-0.00000000
-5.30365183,1.63892111,-1.63892112,0.51667558,-0.51667558,0.00413378,-0.00413378,0.92449881,-0.92449882,0.56386273,-0.56386274,0.59520909,-0.59520909,0.00000000,-0.00000000
-5.29764882,1.67402430,-1.67402430,0.53654950,-0.53654951,0.00436875,-0.00436875,0.93619823,-0.93619823,0.57723640,-0.57723640,0.59767781,-0.59767781,0.00000000,-0.00000000
-5.29164582,1.70111563,-1.70111564,0.55489864,-0.55489864,0.00460357,-0.00460357,0.94311813,-0.94311813,0.58785202,-0.58785202,0.59615731,-0.59615731,0.00000000,-0.00000000
-5.28564282,1.72009831,-1.72009831,0.57160699,-0.57160699,0.00483720,-0.00483720,0.94536907,-0.94536907,0.59564414,-0.59564414,0.59072377,-0.59072377,0.00000000,-0.00000000
-5.27963982,1.73102501,-1.73102501,0.58657747,-0.58657747,0.00506850,-0.00506850,0.94315319,-0.94315319,0.60059904,-0.60059904,0.58153792,-0.58153792,0.00000000,-0.00000000
-5.27363682,1.73408902,-1.73408902,0.59973040,-0.59973040,0.00529616,-0.00529616,0.93675353,-0.93675352,0.60275302,-0.60275302,0.56883967,-0.56883967,0.00000000,-0.00000000
-5.26763382,1.72961118,-1.72961118,0.61100162,-0.61100163,0.00551869,-0.00551869,0.92652081,-0.92652080,0.60218922,-0.60218922,0.55294017,-0.55294016,0.00000000,-0.00000000
-5.26163082,1.71802363,-1.71802363,0.62034059,-0.62034059,0.00573442,-0.00573442,0.91285844,-0.91285844,0.59903337,-0.59903337,0.53421169,-0.53421169,0.00000000,-0.00000000
-5.25562781,1.69985161,-1.69985161,0.62770864,-0.62770864,0.00594150,-0.00594150,0.89620668,-0.89620668,0.59344868,-0.59344868,0.51307600,-0.51307599,0.00000000,-0.00000000
-5.24962481,1.67569433,-1.67569432,0.63307775,-0.63307775,0.00613793,-0.00613793,0.87702676,-0.87702676,0.58563032,-0.58563032,0.48999161,-0.48999161,0.00000000,-0.00000000
-5.24362181,1.64620623,-1.64620622,0.63643005,-0.63643005,0.00632158,-0.00632158,0.85578608,-0.85578608,0.57579978,-0.57579978,0.46544076,-0.46544076,0.00000000,-0.00000000
-5.23761881,1.61207974,-1.61207973,0.63775810,-0.63775810,0.00649027,-0.00649027,0.83294503,-0.83294503,0.56419953,-0.56419953,0.43991652,-0.43991652,0.00000000,-0.00000000
-5.23161581,1.57403040,-1.57403039,0.63706627,-0.63706627,0.00664184,-0.00664184,0.80894635,-0.80894635,0.55108820,-0.55108820,0.41391078,-0.41391078,0.00000000,-0.00000000
-5.22561281,1.53278504,-1.53278503,0.63437297,-0.63437297,0.00677424,-0.00677424,0.78420733,-0.78420733,0.53673648,-0.53673648,0.38790348,-0.38790348,0.00000000,-0.00000000
-5.21960980,1.48907358,-1.48907357,0.62971389,-0.62971389,0.00688563,-0.00688563,0.75911529,-0.75911529,0.52142399,-0.52142399,0.36235357,-0.36235357,0.00000000,-0.00000000
-5.21360680,1.44362448,-1.44362447,0.62314594,-0.62314594,0.00697451,-0.00697451,0.73402635,-0.73402635,0.50543712,-0.50543712,0.33769191,-0.33769190,0.00000000,-0.00000000
-5.20760380,1.39716385,-1.39716384,0.61475179,-0.61475179,0.00703984,-0.00703984,0.70926742,-0.70926742,0.48906775,-0.48906775,0.31431626,-0.31431626,0.00000000,-0.00000000
-5.20160080,1.35041771,-1.35041770,0.60464460,-0.60464460,0.00708116,-0.00708116,0.68514100,-0.68514100,0.47261292,-0.47261292,0.29258849,-0.29258848,0.00000000,-0.00000000
-5.19559780,1.30411695,-1.30411694,0.59297275,-0.59297275,0.00709871,-0.00709871,0.66193241,-0.66193240,0.45637512,-0.45637512,0.27283367,-0.27283367,0.00000000,-0.00000000
-5.18959480,1.25900411,-1.25900410,0.57992419,-0.57992419,0.00709356,-0.00709356,0.63991865,-0.63991865,0.44066310,-0.44066309,0.25534115,-0.25534115,0.00000000,-0.00000000
-5.18359180,1.21584112,-1.21584112,0.56573002,-0.56573002,0.00706766,-0.00706766,0.61937841,-0.61937841,0.42579287,-0.42579287,0.24036702,-0.24036702,0.00000000,-0.00000000
-5.17758879,1.17541715,-1.17541714,0.55066709,-0.55066709,0.00702397,-0.00702397,0.60060218,-0.60060218,0.41208874,-0.41208874,0.22813781,-0.22813781,0.00000000,-0.00000000
-5.17158579,1.13855539,-1.13855538,0.53505924,-0.53505924,0.00696647,-0.00696647,0.58390185,-0.58390185,0.39988399,-0.39988399,0.21885495,-0.21885495,0.00000000,-0.00000000
-5.16558279,1.10611823,-1.10611822,0.51927701,-0.51927701,0.00690018,-0.00690018,0.56961903,-0.56961903,0.38952108,-0.38952108,0.21269953,-0.21269953,0.00000000,-0.00000000
