energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-5.88594297,6.48692019,0.03843500,0.69158976,1.07432228,0.61476297,2.68455592,2.30637594,0.07044680,2.73910253
-5.87993997,6.43199261,0.03782317,0.69404337,1.05175344,0.61125311,2.66396183,2.29492580,0.06883456,2.70465002
-5.87393697,6.37917417,0.03719473,0.69607978,1.03064240,0.60830011,2.64009685,2.28595143,0.06715681,2.67128724
-5.86793397,6.32921281,0.03655787,0.69772689,1.01105416,0.60586514,2.61331811,2.27976829,0.06543648,2.63930119
-5.86193097,6.28284686,0.03592092,0.69903221,0.99303424,0.60390617,2.58407467,2.27664557,0.06369729,2.60897584
-5.85592796,6.24077610,0.03529211,0.70005939,0.97660805,0.60237853,2.55289217,2.27679301,0.06196304,2.58058223
-5.84992496,6.20363263,0.03467931,0.70088433,0.96178048,0.60123508,2.52035462,2.28034909,0.06025684,2.55436810
-5.84392196,6.17195260,0.03408983,0.70159104,0.94853561,0.60042624,2.48708402,2.28737118,0.05860047,2.53054773
-5.83791896,6.14615036,0.03353019,0.70226718,0.93683672,0.59989994,2.45371852,2.29782795,0.05701374,2.50929216
-5.83191596,6.12649577,0.03300595,0.70299970,0.92662669,0.59960143,2.42088988,2.31159458,0.05551393,2.49072054
-5.82591296,6.11309590,0.03252150,0.70387061,0.91782859,0.59947325,2.38920099,2.32845086,0.05411540,2.47489276
-5.81990995,6.10588174,0.03207998,0.70495298,0.91034675,0.59945518,2.35920427,2.34808257,0.05282925,2.46180385
-5.81390695,6.10460059,0.03168317,0.70630740,0.90406818,0.59948434,2.33138172,2.37008588,0.05166311,2.45138031
-5.80790395,6.10881459,0.03133147,0.70797894,0.89886425,0.59949550,2.30612731,2.39397503,0.05062111,2.44347861
-5.80190095,6.11790550,0.03102386,0.70999481,0.89459282,0.59942142,2.28373243,2.41919288,0.04970392,2.43788599
-5.79589795,6.13108582,0.03075799,0.71236273,0.89110064,0.59919347,2.26437495,2.44512416,0.04890888,2.43432348
-5.78989495,6.14741609,0.03053026,0.71507005,0.88822609,0.59874226,2.24811237,2.47111106,0.04823032,2.43245136
-5.78389195,6.16582788,0.03033592,0.71808387,0.88580220,0.59799850,2.23487931,2.49647071,0.04765989,2.43187664
-5.77788894,6.18515214,0.03016931,0.72135188,0.88365996,0.59689385,2.22448965,2.52051409,0.04718696,2.43216275
-5.77188594,6.20415193,0.03002397,0.72480418,0.88163185,0.59536197,2.21664314,2.54256569,0.04679911,2.43284093
-5.76588294,6.22155878,0.02989294,0.72835586,0.87955557,0.59333955,2.21093638,2.56198346,0.04648265,2.43342321
-5.75987994,6.23611164,0.02976892,0.73191029,0.87727799,0.59076749,2.20687782,2.57817839,0.04622310,2.43341661
-5.75387694,6.24659714,0.02964459,0.73536310,0.87465907,0.58759214,2.20390617,2.59063303,0.04600568,2.43233815
-5.74787394,6.25189000,0.02951277,0.73860651,0.87157585,0.58376661,2.20141155,2.59891843,0.04581584,2.42973024
-5.74187094,6.25099215,0.02936669,0.74153397,0.86792634,0.57925221,2.19875857,2.60270884,0.04563969,2.42517608
-5.73586793,6.24306924,0.02920021,0.74404485,0.86363308,0.57401995,2.19531036,2.60179367,0.04546436,2.41831442
-5.72986493,6.22748324,0.02900800,0.74604901,0.85864641,0.56805211,2.19045273,2.59608632,0.04527836,2.40885333
-5.72386193,6.20381970,0.02878569,0.74747088,0.85294719,0.56134389,2.18361719,2.58562933,0.04507186,2.39658239
-5.71785893,6.17190870,0.02853004,0.74825302,0.84654875,0.55390504,2.17430230,2.57059584,0.04483688,2.38138287
-5.71185593,6.13183840,0.02823902,0.74835892,0.83949813,0.54576143,2.16209206,2.55128691,0.04456739,2.36323543
-5.70585293,6.08396048,0.02791189,0.74777475,0.83187622,0.53695656,2.14667103,2.52812503,0.04425941,2.34222507
-5.69984992,6.02888711,0.02754925,0.74651018,0.82379696,0.52755279,2.12783521,2.50164360,0.04391099,2.31854288
-5.69384692,5.96747908,0.02715301,0.74459804,0.81540529,0.51763233,2.10549872,2.47247297,0.04352212,2.29248455
-5.68784392,5.90082560,0.02672643,0.74209282,0.80687396,0.50729781,2.07969571,2.44132316,0.04309464,2.26444553
-5.68184092,5.83021613,0.02627402,0.73906829,0.79839929,0.49667241,2.05057786,2.40896405,0.04263203,2.23491285
-5.67583792,5.75710510,0.02580147,0.73561397,0.79019576,0.48589945,2.01840749,2.37620355,0.04213923,2.20445392
-5.66983492,5.68307098,0.02531555,0.73183110,0.78248982,0.47514140,1.98354683,2.34386447,0.04162242,2.17370242
-5.66383192,5.60977096,0.02482399,0.72782788,0.77551291,0.46457819,1.94644400,2.31276106,0.04108871,2.14334201
-5.65782891,5.53889309,0.02433532,0.72371454,0.76949410,0.45440507,1.90761636,2.28367597,0.04054593,2.11408817
-5.65182591,5.47210765,0.02385871,0.71959840,0.76465255,0.44482968,1.86763213,2.25733840,0.04000232,2.08666888
-5.64582291,5.41101974,0.02340383,0.71557910,0.76119005,0.43606874,1.82709101,2.23440451,0.03946632,2.06180495
-5.63981991,5.35712480,0.02298058,0.71174445,0.75928403,0.42834418,1.78660469,2.21544047,0.03894629,2.04019044
-5.63381691,5.31176881,0.02259898,0.70816698,0.75908138,0.42187894,1.74677804,2.20090905,0.03845031,2.02247419
-5.62781391,5.27611464,0.02226891,0.70490135,0.76069315,0.41689247,1.70819168,2.19116005,0.03798599,2.00924273
-5.62181091,5.25111556,0.02199992,0.70198287,0.76419060,0.41359619,1.67138644,2.18642491,0.03756033,2.00100544
-5.61580790,5.23749673,0.02180105,0.69942709,0.76960253,0.41218873,1.63685033,2.18681547,0.03717956,1.99818222
-5.60980490,5.23574495,0.02168057,0.69723042,0.77691415,0.41285145,1.60500817,2.19232696,0.03684912,2.00109392
-5.60380190,5.24610644,0.02164584,0.69537186,0.78606748,0.41574397,1.57621407,2.20284465,0.03657356,2.00995590
-5.59779890,5.26859232,0.02170306,0.69381549,0.79696312,0.42100008,1.55074677,2.21815387,0.03635656,2.02487444
-5.59179590,5.30299063,0.02185714,0.69251372,0.80946335,0.42872386,1.52880775,2.23795266,0.03620095,2.04584618
-5.58579290,5.34888391,0.02211154,0.69141094,0.82339638,0.43898637,1.51052176,2.26186624,0.03610876,2.07276005
-5.57978989,5.40567086,0.02246804,0.69044742,0.83856145,0.45182258,1.49593948,2.28946270,0.03608126,2.10540157
-5.57378689,5.47259061,0.02292674,0.68956316,0.85473455,0.46722899,1.48504195,2.32026882,0.03611911,2.14345909
-5.56778389,5.54874822,0.02348584,0.68870140,0.87167448,0.48516160,1.47774635,2.35378557,0.03622237,2.18653143
-5.56178089,5.63314002,0.02414164,0.68781176,0.88912890,0.50553464,1.47391268,2.38950234,0.03639067,2.23413674
-5.55577789,5.72467781,0.02488851,0.68685261,0.90684027,0.52821982,1.47335102,2.42690965,0.03662326,2.28572202
-5.54977489,5.82221106,0.02571884,0.68579277,0.92455129,0.55304626,1.47582907,2.46550974,0.03691912,2.34067318
-5.54377189,5.92454658,0.02662313,0.68461226,0.94200982,0.57980122,1.48107961,2.50482507,0.03727703,2.39832525
-5.53776888,6.03046567,0.02759010,0.68330236,0.95897302,0.60823163,1.48880785,2.54440464,0.03769562,2.45797286
-5.53176588,6.13873879,0.02860679,0.68186481,0.97521080,0.63804639,1.49869844,2.58382830,0.03817349,2.51888060
-5.52576288,6.24813824,0.02965878,0.68031035,0.99050853,0.66891969,1.51042216,2.62270941,0.03870917,2.58029365
-5.51975988,6.35744935,0.03073047,0.67865675,1.00466898,0.70049518,1.52364218,2.66069619,0.03930123,2.64144833
-5.51375688,6.46548099,0.03180532,0.67692645,1.01751367,0.73239106,1.53802011,2.69747227,0.03994827,2.70158299
-5.50775388,6.57107597,0.03286623,0.67514403,1.02888368,0.76420612,1.55322163,2.73275679,0.04064894,2.75994898
-5.50175088,6.67312190,0.03389588,0.67333358,1.03864008,0.79552658,1.56892193,2.76630452,0.04140199,2.81582181
-5.49574787,6.77056293,0.03487717,0.67151631,1.04666401,0.82593357,1.58481088,2.79790631,0.04220621,2.86851251
-5.48974487,6.86241248,0.03579357,0.66970837,1.05285662,0.85501123,1.60059793,2.82738991,0.04306053,2.91737887
-5.48374187,6.94776687,0.03662954,0.66791900,1.05713883,0.88235509,1.61601669,2.85462141,0.04396390,2.96183641
-5.47773887,7.02581951,0.03737095,0.66614925,1.05945109,0.90758059,1.63082913,2.87950699,0.04491538,3.00136886
-5.47173587,7.09587497,0.03800534,0.66439107,1.05975304,0.93033139,1.64482929,2.90199502,0.04591403,3.03553763
-5.46573287,7.15736230,0.03852232,0.66262700,1.05802324,0.95028727,1.65784636,2.92207793,0.04695887,3.06399010
-5.45972986,7.20984659,0.03891370,0.66083033,1.05425877,0.96717123,1.66974704,2.93979366,0.04804888,3.08646615
-5.45372686,7.25303809,0.03917375,0.65896565,1.04847482,0.98075573,1.68043696,2.95522637,0.04918281,3.10280273
-5.44772386,7.28679794,0.03929922,0.65698995,1.04070417,0.99086754,1.68986132,2.96850577,0.05035918,3.11293617
-5.44172086,7.31113996,0.03928937,0.65485393,1.03099657,0.99739134,1.69800431,2.97980514,0.05157607,3.11690199
-5.43571786,7.32622809,0.03914589,0.65250372,1.01941795,1.00027164,1.70488763,2.98933760,0.05283104,3.11483218
-5.42971486,7.33236935,0.03887278,0.64988269,1.00604948,0.99951316,1.71056796,2.99735061,0.05412098,3.10694999
-5.42371186,7.33000239,0.03847610,0.64693358,0.99098645,0.99517955,1.71513344,3.00411893,0.05544198,3.09356242
-5.41770885,7.31968202,0.03796374,0.64360056,0.97433700,0.98739059,1.71869935,3.00993596,0.05678917,3.07505056
-5.41170585,7.30206049,0.03734511,0.63983145,0.95622072,0.97631793,1.72140298,3.01510402,0.05815665,3.05185839
-5.40570285,7.27786615,0.03663080,0.63557983,0.93676713,0.96217962,1.72339808,3.01992391,0.05953740,3.02448015
-5.39969985,7.24788053,0.03583226,0.63080709,0.91611404,0.94523361,1.72484875,3.02468409,0.06092325,2.99344709
-5.39369685,7.21291480,0.03496150,0.62548431,0.89440592,0.92577059,1.72592322,3.02965019,0.06230485,2.95931383
-5.38769385,7.17378655,0.03403074,0.61959389,0.87179219,0.90410624,1.72678749,3.03505517,0.06367178,2.92264491
-5.38169085,7.13129780,0.03305219,0.61313094,0.84842548,0.88057345,1.72759918,3.04109063,0.06501260,2.88400193
-5.37568784,7.08621489,0.03203778,0.60610428,0.82445999,0.85551453,1.72850148,3.04789966,0.06631504,2.84393167
-5.36968484,7.03925092,0.03099898,0.59853699,0.80004969,0.82927386,1.72961761,3.05557147,0.06756616,2.80295532
-5.36368184,6.99105102,0.02994669,0.59046660,0.77534673,0.80219095,1.73104572,3.06413800,0.06875262,2.76155927
-5.35767884,6.94218076,0.02889108,0.58194464,0.75049966,0.77459437,1.73285441,3.07357255,0.06986090,2.72018735
-5.35167584,6.89311771,0.02784161,0.57303585,0.72565184,0.74679638,1.73507897,3.08379051,0.07087764,2.67923466
-5.34567284,6.84424604,0.02680693,0.56381673,0.70093972,0.71908851,1.73771855,3.09465194,0.07178985,2.63904303
-5.33966983,6.79585404,0.02579492,0.55437370,0.67649129,0.69173800,1.74073411,3.10596600,0.07258525,2.59989801
-5.33366683,6.74813440,0.02481270,0.54480087,0.65242448,0.66498522,1.74404763,3.11749692,0.07325251,2.56202724
-5.32766383,6.70118692,0.02386668,0.53519737,0.62884576,0.63904178,1.74754230,3.12897126,0.07378149,2.52560031
-5.32166083,6.65502351,0.02296252,0.52566461,0.60584880,0.61408952,1.75106407,3.14008635,0.07416345,2.49072977
-5.31565783,6.60957524,0.02210525,0.51630324,0.58351340,0.59028015,1.75442451,3.15051953,0.07439125,2.45747338
-5.30965483,6.56470138,0.02129922,0.50721031,0.56190469,0.56773539,1.75740499,3.15993799,0.07445944,2.42583741
-5.30365183,6.52020013,0.02054812,0.49847646,0.54107259,0.54654765,1.75976222,3.16800911,0.07436439,2.39578100
-5.29764882,6.47582105,0.01985501,0.49018342,0.52105170,0.52678115,1.76123508,3.17441089,0.07410431,2.36722139
-5.29164582,6.43127898,0.01922227,0.48240190,0.50186160,0.50847325,1.76155263,3.17884242,0.07367932,2.34003997
-5.28564282,6.38626925,0.01865159,0.47519001,0.48350758,0.49163619,1.76044298,3.18103413,0.07309140,2.31408912
-5.27963982,6.34048389,0.01814400,0.46859211,0.46598184,0.47625897,1.75764300,3.18075753,0.07234436,2.28919963
-5.27363682,6.29362859,0.01769975,0.46263838,0.44926503,0.46230953,1.75290825,3.17783435,0.07144378,2.26518853
-5.26763382,6.24543989,0.01731839,0.45734486,0.43332831,0.44973706,1.74602304,3.17214460,0.07039693,2.24186726
-5.26163082,6.19570211,0.01699872,0.45271417,0.41813561,0.43847460,1.73680997,3.16363359,0.06921267,2.21904987
-5.25562781,6.14426345,0.01673880,0.44873660,0.40364620,0.42844175,1.72513864,3.15231734,0.06790132,2.19656112
-5.24962481,6.09105057,0.01653599,0.44539177,0.38981733,0.41954764,1.71093320,3.13828629,0.06647457,2.17424409
-5.24362181,6.03608111,0.01638698,0.44265050,0.37660703,0.41169404,1.69417808,3.12170711,0.06494529,2.15196728
-5.23761881,5.97947338,0.01628786,0.44047693,0.36397668,0.40477864,1.67492196,3.10282224,0.06332742,2.12963072
-5.23161581,5.92145288,0.01623417,0.43883083,0.35189356,0.39869845,1.65327934,3.08194721,0.06163577,2.10717108
-5.22561281,5.86235502,0.01622104,0.43766977,0.34033307,0.39335322,1.62942994,3.05946557,0.05988586,2.08456550
-5.21960980,5.80262391,0.01624325,0.43695129,0.32928062,0.38864889,1.60361562,3.03582154,0.05809373,2.06183405
-5.21360680,5.74280704,0.01629536,0.43663482,0.31873315,0.38450096,1.57613501,3.01151037,0.05627571,2.03904068
-5.20760380,5.68354595,0.01637184,0.43668345,0.30870022,0.38083767,1.54733614,2.98706678,0.05444822,2.01629277
-5.20160080,5.62556320,0.01646715,0.43706529,0.29920467,0.37760289,1.51760716,2.96305174,0.05262756,1.99373916
-5.19559780,5.56964600,0.01657589,0.43775462,0.29028284,0.37475874,1.48736577,2.94003784,0.05082966,1.97156692
-5.18959480,5.51662719,0.01669290,0.43873270,0.28198438,0.37228765,1.45704769,2.91859402,0.04906989,1.94999686
-5.18359180,5.46736424,0.01681331,0.43998826,0.27437171,0.37019399,1.42709465,2.89926985,0.04736280,1.92927808
-5.17758879,5.42271710,0.01693268,0.44151773,0.26751905,0.36850499,1.39794250,2.88258005,0.04572196,1.90968164
-5.17158579,5.38352563,0.01704704,0.44332528,0.26151125,0.36727111,1.37000982,2.86898987,0.04415975,1.89149376
-5.16558279,5.35058759,0.01715290,0.44542253,0.25644228,0.36656556,1.34368759,2.85890159,0.04268721,1.87500858
-5.15957979,5.32463775,0.01724733,0.44782819,0.25241353,0.36648320,1.31933015,2.85264284,0.04131389,1.86052089
-5.15357679,5.30632885,0.01732798,0.45056741,0.24953184,0.36713864,1.29724784,2.85045706,0.04004776,1.84831877
-5.14757379,5.29621487,0.01739302,0.45367100,0.24790739,0.36866355,1.27770138,2.85249627,0.03889514,1.83867664
-5.14157079,5.29473701,0.01744118,0.45717453,0.24765136,0.37120333,1.26089821,2.85881660,0.03786067,1.83184851
-5.13556778,5.30221254,0.01747171,0.46111708,0.24887334,0.37491307,1.24699060,2.86937643,0.03694727,1.82806173
-5.12956478,5.31882651,0.01748433,0.46553995,0.25167863,0.37995287,1.23607543,2.88403731,0.03615622,1.82751126
-5.12356178,5.34462625,0.01747923,0.47048501,0.25616522,0.38648272,1.22819551,2.90256740,0.03548717,1.83035440
-5.11755878,5.37951846,0.01745697,0.47599288,0.26242065,0.39465679,1.22334204,2.92464738,0.03493823,1.83670604
-5.11155578,5.42326850,0.01741849,0.48210090,0.27051863,0.40461755,1.22145803,2.94987835,0.03450607,1.84663442
-5.10555278,5.47550170,0.01736499,0.48884078,0.28051556,0.41648960,1.22244225,2.97779152,0.03418601,1.86015734
-5.09954977,5.53570612,0.01729794,0.49623623,0.29244694,0.43037346,1.22615348,3.00785913,0.03397215,1.87723884
-5.09354677,5.60323672,0.01721900,0.50430042,0.30632380,0.44633954,1.23241483,3.03950642,0.03385748,1.89778636
-5.08754377,5.67732050,0.01712994,0.51303340,0.32212932,0.46442231,1.24101782,3.07212394,0.03383397,1.92164844
-5.08154077,5.75706272,0.01703260,0.52241977,0.33981570,0.48461505,1.25172624,3.10508002,0.03389275,1.94861299
-5.07553777,5.84145393,0.01692884,0.53242650,0.35930147,0.50686526,1.26427954,3.13773292,0.03402414,1.97840629
-5.06953477,5.92937818,0.01682045,0.54300116,0.38046954,0.53107106,1.27839601,3.16944248,0.03421781,2.01069292
-5.06353177,6.01962242,0.01670910,0.55407073,0.40316593,0.55707858,1.29377554,3.19958083,0.03446289,2.04507668
-5.05752876,6.11088752,0.01659628,0.56554106,0.42719966,0.58468088,1.31010232,3.22754217,0.03474803,2.08110282
-5.05152576,6.20180109,0.01648324,0.57729705,0.45234366,0.61361825,1.32704749,3.25275149,0.03506156,2.11826163
-5.04552276,6.29093248,0.01637091,0.58920372,0.47833707,0.64358021,1.34427195,3.27467202,0.03539157,2.15599380
-5.03951976,6.37681027,0.01625990,0.60110814,0.50488874,0.67420933,1.36142945,3.29281168,0.03572607,2.19369730
-5.03351676,6.45794214,0.01615039,0.61284217,0.53168219,0.70510683,1.37817012,3.30672837,0.03605311,2.23073629
-5.02751376,6.53283745,0.01604219,0.62422599,0.55838177,0.73583996,1.39414442,3.31603427,0.03636093,2.26645155
-5.02151076,6.60003202,0.01593466,0.63507230,0.58463996,0.76595104,1.40900764,3.32039927,0.03663813,2.30017275
-5.01550775,6.65811485,0.01582673,0.64519100,0.61010559,0.79496802,1.42242475,3.31955358,0.03687384,2.33123204
-5.00950475,6.70575619,0.01571695,0.65439415,0.63443277,0.82241625,1.43407559,3.31328959,0.03705790,2.35897870
-5.00350175,6.74173610,0.01560349,0.66250102,0.65729004,0.84783102,1.44366023,3.30146310,0.03718106,2.38279453
-4.99749875,6.76497254,0.01548424,0.66934301,0.67836961,0.87077059,1.45090420,3.28399386,0.03723511,2.40210925
-4.99149575,6.77454793,0.01535685,0.67476815,0.69739604,0.89082917,1.45556344,3.26086556,0.03721311,2.41641559
-4.98549275,6.76973306,0.01521884,0.67864511,0.71413422,0.90764924,1.45742877,3.23212501,0.03710948,2.42528326
-4.97948974,6.75000725,0.01506767,0.68086638,0.72839612,0.92093287,1.45632948,3.19788074,0.03692016,2.42837126
-4.97348674,6.71507367,0.01490087,0.68135068,0.74004609,0.93045143,1.45213617,3.15830070,0.03664266,2.42543807
-4.96748374,6.66486899,0.01471609,0.68004435,0.74900439,0.93605318,1.44476238,3.11360914,0.03627611,2.41634902
-4.96148074,6.59956668,0.01451127,0.67692189,0.75524888,0.93766855,1.43416517,3.06408262,0.03582130,2.40108060
-4.95547774,6.51957368,0.01428466,0.67198550,0.75881461,0.93531264,1.42034460,3.01004496,0.03528057,2.37972141
-4.94947474,6.42552008,0.01403490,0.66526381,0.75979158,0.92908486,1.40334206,2.95186137,0.03465778,2.35246951
-4.94347174,6.31824235,0.01376111,0.65680992,0.75832046,0.91916571,1.38323777,2.88993162,0.03395812,2.31962639
-4.93746873,6.19876047,0.01346292,0.64669885,0.75458674,0.90581064,1.36014745,2.82468251,0.03318799,2.28158755
-4.93146573,6.06824984,0.01314044,0.63502457,0.74881344,0.88934144,1.33421845,2.75655970,0.03235474,2.23883016
-4.92546273,5.92800906,0.01279432,0.62189686,0.74125269,0.87013527,1.30562551,2.68601924,0.03146650,2.19189827
-4.91945973,5.77942490,0.01242572,0.60743807,0.73217660,0.84861198,1.27456644,2.61351892,0.03053188,2.14138603
-4.91345673,5.62393577,0.01203623,0.59177989,0.72186779,0.82522010,1.24125781,2.53951000,0.02955978,2.08791979
-4.90745373,5.46299536,0.01162786,0.57506048,0.71060999,0.80042220,1.20593088,2.46442938,0.02855908,2.03213964
-4.90145073,5.29803763,0.01120297,0.55742168,0.69867903,0.77468013,1.16882793,2.38869276,0.02753851,1.97468118
-4.89544772,5.13044473,0.01076419,0.53900672,0.68633463,0.74844081,1.13019896,2.31268889,0.02650635,1.91615833
-4.88944472,4.96151894,0.01031434,0.51995822,0.67381319,0.72212318,1.09029886,2.23677541,0.02547035,1.85714768
-4.88344172,4.79245948,0.00985636,0.50041651,0.66132191,0.69610667,1.04938503,2.16127611,0.02443753,1.79817506
-4.87743872,4.62434505,0.00939326,0.48051835,0.64903437,0.67072173,1.00771536,2.08648003,0.02341415,1.73970481
-4.87143572,4.45812225,0.00892799,0.46039591,0.63708763,0.64624278,0.96554649,2.01264210,0.02240563,1.68213198
-4.86543272,4.29460006,0.00846342,0.44017592,0.62558093,0.62288357,0.92313228,1.93998534,0.02141654,1.62577778
-4.85942971,4.13445004,0.00800228,0.41997904,0.61457592,0.60079526,0.88072233,1.86870426,0.02045066,1.57088808
-4.85342671,3.97821161,0.00754709,0.39991935,0.60409834,0.58006698,0.83856053,1.79896922,0.01951099,1.51763511
-4.84742371,3.82630171,0.00710015,0.38010388,0.59414101,0.56072887,0.79688342,1.73093117,0.01859991,1.46612187
-4.84142071,3.67902779,0.00666349,0.36063221,0.58466782,0.54275718,0.75591844,1.66472652,0.01771920,1.41638898
-4.83541771,3.53660289,0.00623888,0.34159600,0.57561867,0.52608115,0.71588198,1.60048147,0.01687022,1.36842335
-4.82941471,3.39916185,0.00582778,0.32307865,0.56691484,0.51059124,0.67697723,1.53831551,0.01605400,1.32216830
-4.82341171,3.26677732,0.00543141,0.30515488,0.55846483,0.49614823,0.63939188,1.47834365,0.01527135,1.27753432
-4.81740870,3.13947469,0.00505069,0.28789034,0.55017001,0.48259277,0.60329573,1.42067715,0.01452297,1.23441004
-4.81140570,3.01724502,0.00468632,0.27134127,0.54193020,0.46975477,0.56883831,1.36542262,0.01380955,1.19267270
-4.80540270,2.90005539,0.00433875,0.25555423,0.53364865,0.45746237,0.53614663,1.31267955,0.01313181,1.15219775
-4.79939970,2.78785637,0.00400825,0.24056592,0.52523631,0.44555002,0.50532322,1.26253634,0.01249060,1.11286704
-4.79339670,2.68058644,0.00369489,0.22640307,0.51661534,0.43386533,0.47644443,1.21506535,0.01188689,1.07457540
-4.78739370,2.57817373,0.00339863,0.21308252,0.50772157,0.42227455,0.44955940,1.17031719,0.01132187,1.03723545
-4.78139070,2.48053547,0.00311930,0.20061146,0.49850603,0.41066652,0.42468948,1.12831498,0.01079688,1.00078044
-4.77538769,2.38757574,0.00285668,0.18898773,0.48893549,0.39895506,0.40182849,1.08904909,0.01031350,0.96516548
-4.76938469,2.29918250,0.00261047,0.17820046,0.47899208,0.38707979,0.38094362,1.05247298,0.00987352,0.93036712
-4.76338169,2.21522466,0.00238034,0.16823075,0.46867224,0.37500569,0.36197725,1.01850068,0.00947895,0.89638164
-4.75737869,2.13554998,0.00216599,0.15905258,0.45798495,0.36272133,0.34484948,0.98700630,0.00913209,0.86322258
-4.75137569,2.05998472,0.00196710,0.15063387,0.44694968,0.35023637,0.32946139,0.95782611,0.00883551,0.83091752
-4.74537269,1.98833546,0.00178340,0.14293772,0.43559412,0.33757822,0.31569902,0.93076295,0.00859213,0.79950497
-4.73936968,1.92039355,0.00161465,0.13592366,0.42395188,0.32478848,0.30343781,0.90559338,0.00840524,0.76903127
-4.73336668,1.85594227,0.00146069,0.12954911,0.41206045,0.31191920,0.29254747,0.88207692,0.00827855,0.73954814
-4.72736368,1.79476650,0.00132140,0.12377081,0.39995948,0.29902934,0.28289698,0.85996732,0.00821626,0.71111086
-4.72136068,1.73666453,0.00119674,0.11854626,0.38768950,0.28618161,0.27435963,0.83902495,0.00822307,0.68377727
-4.71535768,1.68146122,0.00108676,0.11383507,0.37529118,0.27343968,0.26681775,0.81903002,0.00830424,0.65760770
-4.70935468,1.62902182,0.00099157,0.10960029,0.36280496,0.26086617,0.26016703,0.79979546,0.00846552,0.63266551
-4.70335168,1.57926533,0.00091138,0.10580953,0.35027127,0.24852107,0.25432019,0.78117906,0.00871318,0.60901826
-4.69734867,1.53217647,0.00084652,0.10243580,0.33773096,0.23646091,0.24920978,0.76309393,0.00905386,0.58673925
-4.69134567,1.48781526,0.00079739,0.09945824,0.32522600,0.22473833,0.24479005,0.74551663,0.00949450,0.56590901
-4.68534267,1.44632340,0.00076451,0.09686243,0.31280018,0.21340216,0.24103770,0.72849265,0.01004212,0.54661662
-4.67933967,1.40792677,0.00074855,0.09464048,0.30049978,0.20249776,0.23795154,0.71213866,0.01070363,0.52896055
-4.67333667,1.37293363,0.00075027,0.09279070,0.28837394,0.19206754,0.23555110,0.69664154,0.01148553,0.51304865
-4.66733367,1.34172838,0.00077057,0.09131709,0.27647471,0.18215150,0.23387409,0.68225415,0.01239365,0.49899739
-4.66133067,1.31476106,0.00081049,0.09022842,0.26485670,0.17278770,0.23297308,0.66928800,0.01343275,0.48692994
-4.65532766,1.29253296,0.00087123,0.08953717,0.25357626,0.16401259,0.23291138,0.65810333,0.01460626,0.47697348
-4.64932466,1.27557901,0.00095410,0.08925817,0.24269020,0.15586107,0.23375849,0.64909696,0.01591589,0.46925544
-4.64332166,1.26444783,0.00106054,0.08940727,0.23225423,0.14836637,0.23558514,0.64268855,0.01736134,0.46389913
