energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.62781391,2.59705595,0.01146000,0.25361889,1.84055487,0.97906032,0.02413898,0.70770411,0.84395010,0.11173554
-5.62181091,2.51132097,0.01077931,0.24804132,1.77993579,0.95657141,0.02250093,0.67332928,0.82041811,0.10674757
-5.61580790,2.42539590,0.01009109,0.24259988,1.71759380,0.93465483,0.02088216,0.63843668,0.79608554,0.10168612
-5.60980490,2.34041727,0.00940179,0.23741014,1.65463050,0.91359424,0.01930291,0.60344427,0.77127769,0.09661087
-5.60380190,2.25742552,0.00871748,0.23257202,1.59209984,0.89362940,0.01778095,0.56875171,0.74630873,0.09157856
-5.59779890,2.17734949,0.00804383,0.22816830,1.53098643,0.87495421,0.01633131,0.53473399,0.72147718,0.08664191
-5.59179590,2.10099611,0.00738602,0.22426384,1.47218760,0.85771669,0.01496618,0.50173638,0.69706262,0.08184868
-5.58579290,2.02904535,0.00674869,0.22090563,1.41649984,0.84202074,0.01369490,0.47007083,0.67332375,0.07724100
-5.57978989,1.96205013,0.00613588,0.21812343,1.36460949,0.82792959,0.01252405,0.44001364,0.65049760,0.07285489
-5.57378689,1.90044085,0.00555103,0.21593106,1.31708785,0.81547069,0.01145761,0.41180447,0.62879973,0.06872009
-5.56778389,1.84453388,0.00499691,0.21432817,1.27439018,0.80464159,0.01049718,0.38564645,0.60842527,0.06486003
-5.56178089,1.79454296,0.00447571,0.21330236,1.23685837,0.79541676,0.00964232,0.36170720,0.58955048,0.06129206
-5.55577789,1.75059281,0.00398896,0.21283153,1.20472648,0.78775450,0.00889081,0.34012060,0.57233447,0.05802780
-5.54977489,1.71273374,0.00353761,0.21288634,1.17812861,0.78160399,0.00823901,0.32098889,0.55692087,0.05507369
-5.54377189,1.68095619,0.00312207,0.21343262,1.15710815,0.77691172,0.00768216,0.30438510,0.54343907,0.05243153
-5.53776888,1.65520444,0.00274223,0.21443359,1.14162793,0.77362712,0.00721472,0.29035535,0.53200485,0.05009916
-5.53176588,1.63538841,0.00239755,0.21585181,1.13158028,0.77170700,0.00683060,0.27892100,0.52272022,0.04807108
-5.52576288,1.62139307,0.00208709,0.21765081,1.12679652,0.77111868,0.00652343,0.27008038,0.51567222,0.04633907
-5.51975988,1.61308494,0.00180961,0.21979625,1.12705528,0.77184152,0.00628674,0.26381018,0.51093087,0.04489273
-5.51375688,1.61031563,0.00156362,0.22225666,1.13208946,0.77386698,0.00611415,0.26006626,0.50854622,0.04371994
-5.50775388,1.61292233,0.00134744,0.22500374,1.14159135,0.77719730,0.00599940,0.25878416,0.50854465,0.04280727
-5.50175088,1.62072582,0.00115929,0.22801226,1.15521631,0.78184284,0.00593648,0.25987923,0.51092478,0.04214020
-5.49574787,1.63352654,0.00099734,0.23125953,1.17258487,0.78781866,0.00591965,0.26324670,0.51565318,0.04170333
-5.48974487,1.65109944,0.00085978,0.23472472,1.19328378,0.79514046,0.00594344,0.26876164,0.52266045,0.04148051
-5.48374187,1.67318869,0.00074487,0.23838793,1.21686658,0.80382056,0.00600264,0.27627939,0.53183787,0.04145486
-5.47773887,1.69950317,0.00065098,0.24222920,1.24285408,0.81386418,0.00609228,0.28563627,0.54303523,0.04160881
-5.47173587,1.72971380,0.00057665,0.24622768,1.27073562,0.82526664,0.00620759,0.29665111,0.55606007,0.04192418
-5.46573287,1.76345345,0.00052065,0.25036083,1.29997165,0.83801172,0.00634403,0.30912750,0.57067877,0.04238217
-5.45972986,1.80032029,0.00048196,0.25460401,1.32999811,0.85207161,0.00649725,0.32285712,0.58661964,0.04296353
-5.45372686,1.83988495,0.00045985,0.25893036,1.36023325,0.86740850,0.00666310,0.33762389,0.60357814,0.04364873
-5.44772386,1.88170152,0.00045386,0.26331102,1.39008689,0.88397796,0.00683770,0.35320918,0.62122431,0.04441822
-5.44172086,1.92532225,0.00046386,0.26771581,1.41897236,0.90173390,0.00701746,0.36939778,0.63921207,0.04525280
-5.43571786,1.97031533,0.00049003,0.27211420,1.44632071,0.92063478,0.00719919,0.38598444,0.65719026,0.04613405
-5.42971486,2.01628480,0.00053287,0.27647656,1.47159691,0.94065078,0.00738016,0.40278076,0.67481490,0.04704483
-5.42371186,2.06289140,0.00059320,0.28077562,1.49431725,0.96177115,0.00755823,0.41962198,0.69176214,0.04796976
-5.41770885,2.10987292,0.00067215,0.28498791,1.51406698,0.98401135,0.00773194,0.43637345,0.70774126,0.04889582
-5.41170585,2.15706261,0.00077113,0.28909521,1.53051743,1.00741908,0.00790063,0.45293616,0.72250709,0.04981280
-5.40570285,2.20440406,0.00089183,0.29308565,1.54344128,1.03207872,0.00806454,0.46925115,0.73587111,0.05071375
-5.39969985,2.25196127,0.00103614,0.29695456,1.55272504,1.05811348,0.00822484,0.48530238,0.74771062,0.05159529
-5.39369685,2.29992275,0.00120614,0.30070475,1.55837787,1.08568498,0.00838376,0.50111774,0.75797548,0.05245783
-5.38769385,2.34859899,0.00140400,0.30434634,1.56053575,1.11498982,0.00854454,0.51676817,0.76669193,0.05330558
-5.38169085,2.39841279,0.00163196,0.30789595,1.55946062,1.14625322,0.00871145,0.53236468,0.77396312,0.05414643
-5.37568784,2.44988275,0.00189218,0.31137537,1.55553427,1.17971989,0.00888970,0.54805337,0.77996652,0.05499163
-5.36968484,2.50360049,0.00218674,0.31480972,1.54924679,1.21564238,0.00908539,0.56400867,0.78494797,0.05585533
-5.36368184,2.56020264,0.00251744,0.31822531,1.54118032,1.25426777,0.00930530,0.58042508,0.78921281,0.05675395
-5.35767884,2.62033901,0.00288578,0.32164713,1.53198847,1.29582311,0.00955676,0.59750769,0.79311442,0.05770542
-5.35167584,2.68463875,0.00329280,0.32509644,1.52237243,1.34050087,0.00984741,0.61546206,0.79704079,0.05872840
-5.34567284,2.75367631,0.00373897,0.32858835,1.51305504,1.38844490,0.01018497,0.63448397,0.80139962,0.05984135
-5.33966983,2.82793909,0.00422415,0.33212978,1.50475382,1.43973816,0.01057694,0.65474939,0.80660276,0.06106172
-5.33366683,2.90779867,0.00474741,0.33571782,1.49815434,1.49439273,0.01103032,0.67640536,0.81305066,0.06240510
-5.32766383,2.99348699,0.00530699,0.33933868,1.49388524,1.55234299,0.01155133,0.69956211,0.82111738,0.06388444
-5.32166083,3.08507888,0.00590027,0.34296730,1.49249577,1.61344217,0.01214511,0.72428676,0.83113696,0.06550945
-5.31565783,3.18248154,0.00652366,0.34656759,1.49443698,1.67746277,0.01281543,0.75059898,0.84339145,0.06728611
-5.30965483,3.28543136,0.00717263,0.35009342,1.50004708,1.74410052,0.01356444,0.77846862,0.85810098,0.06921625
-5.30365183,3.39349787,0.00784172,0.35349005,1.50954141,1.81298178,0.01439244,0.80781543,0.87541627,0.07129743
-5.29764882,3.50609428,0.00852458,0.35669615,1.52300717,1.88367387,0.01529769,0.83851069,0.89541345,0.07352281
-5.29164582,3.62249347,0.00921407,0.35964603,1.54040281,1.95569750,0.01627627,0.87038072,0.91809132,0.07588130
-5.28564282,3.74184840,0.00990234,0.36227212,1.56156162,2.02854064,0.01732203,0.90321185,0.94337087,0.07835774
-5.27963982,3.86321527,0.01058102,0.36450733,1.58619921,2.10167289,0.01842651,0.93675652,0.97109684,0.08093322
-5.27363682,3.98557820,0.01124135,0.36628733,1.61392410,2.17455944,0.01957906,0.97074034,1.00104108,0.08358545
-5.26763382,4.10787391,0.01187441,0.36755246,1.64425072,2.24667391,0.02076689,1.00486943,1.03290756,0.08628924
-5.26163082,4.22901517,0.01247133,0.36824935,1.67661425,2.31750939,0.02197537,1.03883802,1.06633845,0.08901697
-5.25562781,4.34791222,0.01302349,0.36833197,1.71038649,2.38658710,0.02318819,1.07233570,1.10092144,0.09173910
-5.24962481,4.46349130,0.01352278,0.36776236,1.74489234,2.45346250,0.02438777,1.10505431,1.13619768,0.09442468
-5.24362181,4.57471020,0.01396178,0.36651086,1.77942622,2.51772869,0.02555564,1.13669414,1.17167058,0.09704192
-5.23761881,4.68057060,0.01433400,0.36455612,1.81326824,2.57901730,0.02667288,1.16696928,1.20681495,0.09955872
-5.23161581,4.78012762,0.01463402,0.36188471,1.84569978,2.63699713,0.02772059,1.19561219,1.24108673,0.10194315
-5.22561281,4.87249703,0.01485767,0.35849075,1.87601820,2.69137099,0.02868047,1.22237743,1.27393300,0.10416410
-5.21960980,4.95686061,0.01500213,0.35437545,1.90355080,2.74187141,0.02953525,1.24704452,1.30480231,0.10619175
-5.21360680,5.03247049,0.01506598,0.34954675,1.92766770,2.78825567,0.03026922,1.26942007,1.33315531,0.10799819
-5.20760380,5.09865296,0.01504925,0.34401906,1.94779378,2.83030092,0.03086874,1.28933930,1.35847528,0.10955793
-5.20160080,5.15481225,0.01495338,0.33781328,1.96341944,2.86779977,0.03132258,1.30666689,1.38027884,0.11084851
-5.19559780,5.20043469,0.01478117,0.33095694,1.97411022,2.90055691,0.03162233,1.32129740,1.39812617,0.11185098
-5.18959480,5.23509335,0.01453668,0.32348455,1.97951499,2.92838714,0.03176263,1.33315520,1.41163090,0.11255042
-5.18359180,5.25845306,0.01422505,0.31543799,1.97937259,2.95111480,0.03174135,1.34219401,1.42046903,0.11293632
-5.17758879,5.27027565,0.01385239,0.30686703,1.97351673,2.96857481,0.03155965,1.34839604,1.42438682,0.11300299
-5.17158579,5.27042482,0.01342558,0.29782959,1.96187885,2.98061520,0.03122191,1.35177073,1.42320724,0.11274971
-5.16558279,5.25887035,0.01295201,0.28839192,1.94448873,2.98710075,0.03073564,1.35235309,1.41683462,0.11218087
-5.15957979,5.23569085,0.01243946,0.27862840,1.92147274,2.98791767,0.03011117,1.35020165,1.40525735,0.11130589
-5.15357679,5.20107470,0.01189583,0.26862094,1.89304956,2.98297871,0.02936133,1.34539596,1.38854837,0.11013898
-5.14757379,5.15531857,0.01132899,0.25845793,1.85952340,2.97222845,0.02850102,1.33803374,1.36686335,0.10869881
-5.14157079,5.09882336,0.01074657,0.24823265,1.82127481,2.95564827,0.02754676,1.32822771,1.34043654,0.10700791
-5.13556778,5.03208732,0.01015582,0.23804130,1.77874924,2.93326084,0.02651614,1.31610210,1.30957443,0.10509199
-5.12956478,4.95569644,0.00956350,0.22798055,1.73244382,2.90513355,0.02542729,1.30178907,1.27464738,0.10297917
-5.12356178,4.87031248,0.00897573,0.21814474,1.68289276,2.87138103,0.02429834,1.28542504,1.23607944,0.10069907
-5.11755878,4.77665907,0.00839796,0.20862302,1.63065179,2.83216637,0.02314695,1.26714720,1.19433698,0.09828182
-5.11155578,4.67550643,0.00783488,0.19949630,1.57628251,2.78770120,0.02198977,1.24709034,1.14991626,0.09575722
-5.10555278,4.56765566,0.00729044,0.19083445,1.52033707,2.73824466,0.02084206,1.22538404,1.10333065,0.09315375
-5.09954977,4.45392323,0.00676784,0.18269375,1.46334385,2.68410138,0.01971737,1.20215059,1.05509797,0.09049780
-5.09354677,4.33512655,0.00626953,0.17511479,1.40579486,2.62561871,0.01862724,1.17750359,1.00572829,0.08781296
-5.08754377,4.21207126,0.00579727,0.16812097,1.34813516,2.56318329,0.01758102,1.15154738,0.95571281,0.08511947
-5.08154077,4.08554097,0.00535218,0.16171769,1.29075488,2.49721736,0.01658583,1.12437732,0.90551407,0.08243391
-5.07553777,3.95628964,0.00493482,0.15589228,1.23398397,2.42817478,0.01564651,1.09608095,0.85555787,0.07976899
-5.06953477,3.82503702,0.00454524,0.15061475,1.17808986,2.35653707,0.01476572,1.06673996,0.80622700,0.07713359
-5.06353177,3.69246693,0.00418305,0.14583922,1.12327793,2.28280933,0.01394409,1.03643270,0.75785696,0.07453299
-5.05752876,3.55922818,0.00384754,0.14150609,1.06969467,2.20751631,0.01318044,1.00523733,0.71073370,0.07196926
-5.05152576,3.42593768,0.00353770,0.13754477,1.01743320,2.13119830,0.01247202,0.97323505,0.66509310,0.06944178
-5.04552276,3.29318510,0.00325234,0.13387685,0.96654064,2.05440692,0.01181484,0.94051355,0.62112232,0.06694787
-5.03951976,3.16153825,0.00299015,0.13041954,0.91702690,1.97770042,0.01120396,0.90717006,0.57896245,0.06448349
-5.03351676,3.03154842,0.00274975,0.12708926,0.86887439,1.90163866,0.01063381,0.87331401,0.53871240,0.06204397
-5.02751376,2.90375490,0.00252978,0.12380509,0.82204789,1.82677716,0.01009854,0.83906899,0.50043362,0.05962470
-5.02151076,2.77868787,0.00232894,0.12049206,0.77650427,1.75366047,0.00959228,0.80457379,0.46415538,0.05722175
-5.01550775,2.65686920,0.00214605,0.11708399,0.73220140,1.68281456,0.00910942,0.76998244,0.42988018,0.05483245
-5.00950475,2.53881061,0.00198008,0.11352588,0.68910588,1.61473833,0.00864481,0.73546319,0.39758920,0.05245577
-5.00350175,2.42500918,0.00183024,0.10977569,0.64719931,1.54989437,0.00819399,0.70119639,0.36724733,0.05009264
-4.99749875,2.31594020,0.00169594,0.10580538,0.60648287,1.48869920,0.00775324,0.66737139,0.33880780,0.04774607
-4.99149575,2.21204776,0.00157688,0.10160141,0.56698009,1.43151328,0.00731974,0.63418256,0.31221608,0.04542114
-4.98549275,2.11373361,0.00147306,0.09716448,0.52873787,1.37863138,0.00689155,0.60182467,0.28741315,0.04312482
-4.97948974,2.02134505,0.00138478,0.09250871,0.49182578,1.33027364,0.00646761,0.57048790,0.26433795,0.04086575
-4.97348674,1.93516273,0.00131265,0.08766025,0.45633398,1.28657805,0.00604768,0.54035269,0.24292917,0.03865382
-4.96748374,1.85538940,0.00125761,0.08265553,0.42236987,1.24759482,0.00563225,0.51158478,0.22312641,0.03649977
-4.96148074,1.78214042,0.00122092,0.07753913,0.39005389,1.21328314,0.00522245,0.48433071,0.20487068,0.03441468
-4.95547774,1.71543697,0.00120412,0.07236148,0.35951465,1.18351087,0.00481987,0.45871398,0.18810463,0.03240954
-4.94947474,1.65520268,0.00120902,0.06717652,0.33088386,1.15805730,0.00442649,0.43483219,0.17277224,0.03049473
-4.94347174,1.60126411,0.00123768,0.06203939,0.30429122,1.13661929,0.00404446,0.41275519,0.15881851,0.02867968
-4.93746873,1.55335537,0.00129232,0.05700423,0.27985954,1.11882062,0.00367603,0.39252436,0.14618894,0.02697245
-4.93146573,1.51112675,0.00137529,0.05212229,0.25770033,1.10422432,0.00332339,0.37415307,0.13482897,0.02537956
-4.92546273,1.47415706,0.00148898,0.04744026,0.23790988,1.09234769,0.00298858,0.35762808,0.12468357,0.02390574
-4.91945973,1.44196918,0.00163574,0.04299902,0.22056598,1.08267914,0.00267337,0.34291205,0.11569687,0.02255390
-4.91345673,1.41404773,0.00181778,0.03883264,0.20572537,1.07469636,0.00237924,0.32994657,0.10781187,0.02132515
-4.90745373,1.38985814,0.00203703,0.03496783,0.19342163,1.06788478,0.00210729,0.31865580,0.10097035,0.02021884
-4.90145073,1.36886585,0.00229507,0.03142366,0.18366381,1.06175553,0.00185825,0.30895034,0.09511284,0.01923273
-4.89544772,1.35055465,0.00259297,0.02821168,0.17643535,1.05586194,0.00163244,0.30073098,0.09017865,0.01836318
-4.88944472,1.33444299,0.00293119,0.02533615,0.17169355,1.04981378,0.00142984,0.29389229,0.08610598,0.01760536
-4.88344172,1.32009743,0.00330942,0.02279464,0.16936924,1.04328856,0.00125004,0.28832564,0.08283204,0.01695344
-4.87743872,1.30714261,0.00372652,0.02057866,0.16936677,1.03603932,0.00109235,0.28392170,0.08029318,0.01640088
-4.87143572,1.29526707,0.00418039,0.01867450,0.17156422,1.02789856,0.00095579,0.28057209,0.07842502,0.01594054
-4.86543272,1.28422497,0.00466790,0.01706406,0.17581382,1.01877824,0.00083921,0.27817040,0.07716252,0.01556492
-4.85942971,1.27383370,0.00518487,0.01572573,0.18194267,1.00866596,0.00074126,0.27661242,0.07644010,0.01526625
-4.85342671,1.26396779,0.00572604,0.01463525,0.18975379,0.99761761,0.00066055,0.27579580,0.07619181,0.01503660
-4.84742371,1.25454982,0.00628511,0.01376651,0.19902752,0.98574712,0.00059560,0.27561925,0.07635143,0.01486796
-4.84142071,1.24553901,0.00685481,0.01309236,0.20952350,0.97321383,0.00054498,0.27598150,0.07685284,0.01475228
-4.83541771,1.23691861,0.00742702,0.01258522,0.22098312,0.96020851,0.00050732,0.27678013,0.07763037,0.01468151
-4.82941471,1.22868293,0.00799293,0.01221774,0.23313267,0.94693864,0.00048136,0.27791067,0.07861935,0.01464764
-4.82341171,1.22082513,0.00854322,0.01196332,0.24568713,0.93361403,0.00046600,0.27926593,0.07975689,0.01464269
-4.81740870,1.21332654,0.00906835,0.01179653,0.25835461,0.92043341,0.00046032,0.28073598,0.08098278,0.01465879
-4.81140570,1.20614834,0.00955877,0.01169353,0.27084145,0.90757284,0.00046365,0.28220865,0.08224060,0.01468824
-4.80540270,1.19922613,0.01000520,0.01163237,0.28285771,0.89517637,0.00047557,0.28357081,0.08347895,0.01472359
-4.79939970,1.19246768,0.01039897,0.01159319,0.29412318,0.88334950,0.00049593,0.28471029,0.08465280,0.01475777
-4.79339670,1.18575400,0.01073225,0.01155849,0.30437343,0.87215555,0.00052488,0.28551846,0.08572494,0.01478420
-4.78739370,1.17894350,0.01099832,0.01151320,0.31336591,0.86161502,0.00056289,0.28589335,0.08666725,0.01479699
-4.78139070,1.17187890,0.01119183,0.01144479,0.32088567,0.85170780,0.00061074,0.28574301,0.08746199,0.01479109
-4.77538769,1.16439635,0.01130893,0.01134328,0.32675065,0.84237786,0.00066949,0.28498912,0.08810284,0.01476243
-4.76938469,1.15633595,0.01134750,0.01120126,0.33081609,0.83354011,0.00074054,0.28357038,0.08859554,0.01470813
-4.76338169,1.14755306,0.01130714,0.01101377,0.33297802,0.82508874,0.00082552,0.28144567,0.08895832,0.01462659
-4.75737869,1.13792934,0.01118924,0.01077823,0.33317558,0.81690658,0.00092630,0.27859653,0.08922173,0.01451762
-4.75137569,1.12738296,0.01099690,0.01049424,0.33139206,0.80887474,0.00104495,0.27502899,0.08942801,0.01438244
-4.74537269,1.11587710,0.01073487,0.01016339,0.32765462,0.80088202,0.00118362,0.27077435,0.08962998,0.01422374
-4.73936968,1.10342614,0.01040930,0.00978906,0.32203263,0.79283345,0.00134454,0.26588907,0.08988933,0.01404555
-4.73336668,1.09009923,0.01002763,0.00937608,0.31463485,0.78465759,0.00152987,0.26045344,0.09027445,0.01385315
-4.72736368,1.07602073,0.00959824,0.00893053,0.30560542,0.77631201,0.00174162,0.25456934,0.09085781,0.01365287
-4.72136068,1.06136769,0.00913022,0.00845937,0.29511893,0.76778691,0.00198154,0.24835688,0.09171299,0.01345181
-4.71535768,1.04636427,0.00863306,0.00797022,0.28337480,0.75910654,0.00225101,0.24195033,0.09291146,0.01325761
-4.70935468,1.03127346,0.00811635,0.00747100,0.27059126,0.75032853,0.00255092,0.23549329,0.09451926,0.01307805
-4.70335168,1.01638661,0.00758949,0.00696972,0.25699906,0.74154120,0.00288153,0.22913351,0.09659372,0.01292077
-4.69734867,1.00201119,0.00706141,0.00647425,0.24283545,0.73285900,0.00324239,0.22301745,0.09918034,0.01279286
-4.69134567,0.98845765,0.00654036,0.00599210,0.22833836,0.72441648,0.00363226,0.21728504,0.10231012,0.01270057
-4.68534267,0.97602595,0.00603371,0.00553027,0.21374132,0.71636121,0.00404899,0.21206465,0.10599732,0.01264896
-4.67933967,0.96499262,0.00554778,0.00509521,0.19926909,0.70884596,0.00448950,0.20746880,0.11023789,0.01264172
-4.67333667,0.95559909,0.00508777,0.00469268,0.18513422,0.70202082,0.00494978,0.20359049,0.11500870,0.01268088
-4.66733367,0.94804192,0.00465768,0.00432783,0.17153469,0.69602563,0.00542486,0.20050074,0.12026760,0.01276677
-4.66133067,0.94246558,0.00426032,0.00400521,0.15865255,0.69098316,0.00590894,0.19824702,0.12595437,0.01289795
-4.65532766,0.93895816,0.00389734,0.00372889,0.14665358,0.68699359,0.00639539,0.19685296,0.13199263,0.01307128
-4.64932466,0.93755040,0.00356933,0.00350255,0.13568793,0.68413052,0.00687697,0.19631927,0.13829257,0.01328202
-4.64332166,0.93821799,0.00327589,0.00332970,0.12589152,0.68243882,0.00734597,0.19662570,0.14475450,0.01352410
