energy_ev,total_up,Cd_p_up,Cd_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-4.95547774,1.45261694,0.10781421,0.07437256,1.27165125,0.45267273,0.00755130,0.01991729,0.00227473,1.14713108
-4.94947474,1.42277827,0.10420907,0.07057398,1.25204687,0.44800777,0.00690478,0.01934762,0.00207963,1.12644703
-4.94347174,1.39089694,0.10043662,0.06680564,1.23036708,0.44253127,0.00626838,0.01873637,0.00188770,1.10400224
-4.93746873,1.35727033,0.09653940,0.06310880,1.20679668,0.43627735,0.00564984,0.01809049,0.00170125,1.08000052
-4.93146573,1.32214645,0.09255545,0.05951764,1.18148622,0.42927250,0.00505582,0.01741635,0.00152225,1.05461093
-4.92546273,1.28572127,0.08851792,0.05605888,1.15455094,0.42153511,0.00449179,0.01671973,0.00135234,1.02796612
-4.91945973,1.24814037,0.08445503,0.05275187,1.12607313,0.41307613,0.00396205,0.01600582,0.00119281,1.00016402
-4.91345673,1.20950459,0.08039028,0.04960882,1.09610763,0.40390082,0.00346970,0.01527922,0.00104458,0.97127238
-4.90745373,1.16987880,0.07634293,0.04663554,1.06468985,0.39401132,0.00301672,0.01454404,0.00090825,0.94133580
-4.90145073,1.12930322,0.07232863,0.04383227,1.03184550,0.38340982,0.00260405,0.01380395,0.00078409,0.91038449
-4.89544772,1.08780612,0.06836017,0.04119473,0.99760149,0.37210216,0.00223169,0.01306234,0.00067212,0.87844405
-4.88944472,1.04541706,0.06444821,0.03871524,0.96199690,0.36010145,0.00189885,0.01232241,0.00057211,0.84554564
-4.88344172,1.00217966,0.06060211,0.03638390,0.92509332,0.34743153,0.00160404,0.01158725,0.00048362,0.81173555
-4.87743872,0.95816301,0.05683062,0.03418971,0.88698381,0.33412984,0.00134528,0.01085998,0.00040609,0.77708370
-4.87143572,0.91347096,0.05314246,0.03212158,0.84779984,0.32024978,0.00112016,0.01014382,0.00033882,0.74169039
-4.86543272,0.86824881,0.04954680,0.03016922,0.80771575,0.30586198,0.00092601,0.00944215,0.00028106,0.70569094
-4.85942971,0.82268688,0.04605357,0.02832387,0.76695041,0.29105479,0.00076001,0.00875857,0.00023201,0.66925775
-4.85342671,0.77702092,0.04267365,0.02657887,0.72576599,0.27593358,0.00061930,0.00809693,0.00019088,0.63259999
-4.84742371,0.73152944,0.03941888,0.02492992,0.68446390,0.26061915,0.00050101,0.00746137,0.00015692,0.59596062
-4.84142071,0.68652806,0.03630195,0.02337530,0.64337822,0.24524514,0.00040240,0.00685633,0.00012940,0.55961123
-4.83541771,0.64236141,0.03333622,0.02191583,0.60286689,0.22995475,0.00032088,0.00628654,0.00010771,0.52384484
-4.82941471,0.59939306,0.03053543,0.02055467,0.56330119,0.21489674,0.00025404,0.00575706,0.00009131,0.48896722
-4.82341171,0.55799413,0.02791340,0.01929705,0.52505417,0.20022112,0.00019968,0.00527330,0.00007975,0.45528714
-4.81740870,0.51853116,0.02548368,0.01814985,0.48848850,0.18607466,0.00015582,0.00484104,0.00007271,0.42310607
-4.81140570,0.48135397,0.02325928,0.01712119,0.45394448,0.17259641,0.00012072,0.00446646,0.00007001,0.39270802
-4.80540270,0.44678406,0.02125235,0.01621989,0.42172861,0.15991350,0.00009286,0.00415621,0.00007155,0.36434978
-4.79939970,0.41510414,0.01947401,0.01545506,0.39210345,0.14813736,0.00007091,0.00391745,0.00007740,0.33825217
-4.79339670,0.38654915,0.01793414,0.01483554,0.36527894,0.13736060,0.00005377,0.00375789,0.00008773,0.31459264
-4.78739370,0.36129924,0.01664130,0.01436960,0.34140574,0.12765450,0.00004047,0.00368587,0.00010284,0.29349947
-4.78139070,0.33947475,0.01560268,0.01406448,0.32057065,0.11906734,0.00003025,0.00371035,0.00012316,0.27504779
-4.77538769,0.32113349,0.01482410,0.01392615,0.30279428,0.11162356,0.00002244,0.00384092,0.00014921,0.25925751
-4.76938469,0.30627010,0.01431005,0.01395905,0.28803109,0.10532372,0.00001653,0.00408778,0.00018162,0.24609316
-4.76338169,0.29481756,0.01406371,0.01416594,0.27617146,0.10014520,0.00001209,0.00446164,0.00022111,0.23546568
-4.75737869,0.28665054,0.01408701,0.01454778,0.26704598,0.09604365,0.00000878,0.00497354,0.00026845,0.22723578
-4.75137569,0.28159043,0.01438061,0.01510370,0.26043147,0.09295508,0.00000633,0.00563468,0.00032447,0.22121900
-4.74537269,0.27941167,0.01494387,0.01583091,0.25605856,0.09079836,0.00000453,0.00645609,0.00038999,0.21719194
-4.73936968,0.27984904,0.01577478,0.01672479,0.25362052,0.08947821,0.00000322,0.00744823,0.00046581,0.21489958
-4.73336668,0.28260569,0.01686977,0.01777885,0.25278301,0.08888838,0.00000227,0.00862060,0.00055271,0.21406330
-4.72736368,0.28736143,0.01822351,0.01898477,0.25319431,0.08891501,0.00000159,0.00998119,0.00065133,0.21438934
-4.72136068,0.29378104,0.01982859,0.02033241,0.25449580,0.08943998,0.00000111,0.01153587,0.00076220,0.21557738
-4.71535768,0.30152229,0.02167521,0.02180985,0.25633221,0.09034413,0.00000076,0.01328788,0.00088564,0.21732900
-4.70935468,0.31024347,0.02375078,0.02340337,0.25836137,0.09151034,0.00000052,0.01523713,0.00102175,0.21935561
-4.70335168,0.31961011,0.02603957,0.02509743,0.26026319,0.09282631,0.00000036,0.01737963,0.00117038,0.22138579
-4.69734867,0.32930088,0.02852231,0.02687472,0.26174754,0.09418689,0.00000024,0.01970699,0.00133104,0.22317170
-4.69134567,0.33901253,0.03117590,0.02871613,0.26256077,0.09549615,0.00000016,0.02220594,0.00150292,0.22449440
-4.68534267,0.34846377,0.03397320,0.03060080,0.26249086,0.09666890,0.00000011,0.02485800,0.00168483,0.22516801
-4.67933967,0.35739817,0.03688292,0.03250620,0.26137089,0.09763178,0.00000007,0.02763936,0.00187524,0.22504257
-4.67333667,0.36558617,0.03986966,0.03440824,0.25908091,0.09832393,0.00000005,0.03052086,0.00207221,0.22400559
-4.66733367,0.37282617,0.04289421,0.03628147,0.25554819,0.09869719,0.00000003,0.03346826,0.00227349,0.22198232
-4.66133067,0.37894501,0.04591393,0.03809940,0.25074592,0.09871594,0.00000002,0.03644273,0.00247648,0.21893481
-4.65532766,0.38379782,0.04888343,0.03983477,0.24469051,0.09835659,0.00000001,0.03940150,0.00267832,0.21485986
-4.64932466,0.38726751,0.05175540,0.04146011,0.23743762,0.09760679,0.00000001,0.04229880,0.00287595,0.20978607
-4.64332166,0.38926399,0.05448169,0.04294817,0.22907725,0.09646445,0.00000001,0.04508702,0.00306618,0.20377001
