energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.57378689,4.41929780,0.70865641,0.57622587,0.05486034,0.07991798,0.18848959,1.78327555,0.39802412,1.03767821
-5.56778389,4.50114129,0.75486481,0.58462765,0.05547020,0.08834119,0.18116610,1.81691278,0.42344685,1.03878656
-5.56178089,4.58821309,0.80345236,0.59328626,0.05613331,0.09755706,0.17323629,1.85182253,0.45061838,1.04053136
-5.55577789,4.68128529,0.85418577,0.60232042,0.05687454,0.10753235,0.16482242,1.88823601,0.47944983,1.04328644
-5.54977489,4.78076255,0.90671853,0.61180990,0.05771517,0.11821480,0.15605050,1.92624086,0.50978973,1.04736056
-5.54377189,4.88663076,0.96058783,0.62178858,0.05867187,0.12953281,0.14704686,1.96576204,0.54142203,1.05298229
-5.53776888,4.99842399,1.01521672,0.63223962,0.05975598,0.14139578,0.13793477,2.00655034,0.57406669,1.06028838
-5.53176588,5.11521223,1.06992198,0.64309316,0.06097293,0.15369501,0.12883134,2.04817952,0.60738287,1.06931618
-5.52576288,5.23561145,1.12392765,0.65422678,0.06232210,0.16630520,0.11984476,2.09005270,0.64097499,1.08000054
-5.51975988,5.35781614,1.17638415,0.66546868,0.06379681,0.17908658,0.11107207,2.13141805,0.67440128,1.09217538
-5.51375688,5.47965337,1.22639216,0.67660350,0.06538467,0.19188754,0.10259736,2.17139318,0.70718479,1.10557991
-5.50775388,5.59865609,1.27303073,0.68738051,0.06706816,0.20454782,0.09449070,2.20899737,0.73882622,1.11986899
-5.50175088,5.71215231,1.31538818,0.69752383,0.06882537,0.21690194,0.08680752,2.24319010,0.76881826,1.13462730
-5.49574787,5.81736588,1.35259456,0.70674397,0.07063095,0.22878305,0.07958858,2.27291386,0.79666069,1.14938644
-5.48974487,5.91152392,1.38385418,0.71475034,0.07245708,0.24002681,0.07286057,2.29713933,0.82187565,1.16364408
-5.48374187,5.99196577,1.40847671,0.72126383,0.07427458,0.25047538,0.06663696,2.31491037,0.84402245,1.17688431
-5.47773887,6.05624797,1.42590521,0.72602898,0.07605388,0.25998121,0.06091939,2.32538682,0.86271115,1.18859804
-5.47173587,6.10224050,1.43573982,0.72882516,0.07776604,0.26841064,0.05569920,2.32788262,0.87761453,1.19830267
-5.46573287,6.12820979,1.43775598,0.72947598,0.07938360,0.27564713,0.05095920,2.32189766,0.88847776,1.20556006
-5.45972986,6.13288491,1.43191613,0.72785687,0.08088131,0.28159409,0.04667549,2.30714171,0.89512567,1.20999202
-5.45372686,6.11550447,1.41837445,0.72390023,0.08223676,0.28617712,0.04281923,2.28354941,0.89746708,1.21129299
-5.44772386,6.07584269,1.39747440,0.71759810,0.08343073,0.28934573,0.03935841,2.25128579,0.89549652,1.20923924
-5.44172086,6.01421432,1.36973912,0.70900233,0.08444756,0.29107446,0.03625936,2.21074224,0.88929301,1.20369464
-5.43571786,5.93145914,1.33585527,0.69822239,0.08527518,0.29136340,0.03348814,2.16252350,0.87901643,1.19461284
-5.42971486,5.82890758,1.29665103,0.68542090,0.08590522,0.29023804,0.03101168,2.10742644,0.86490153,1.18203615
-5.42371186,5.70833004,1.25306931,0.67080733,0.08633285,0.28774867,0.02879871,2.04641190,0.84725016,1.16609125
-5.41770885,5.57187266,1.20613735,0.65463020,0.08655665,0.28396912,0.02682036,1.98057121,0.82642195,1.14698231
-5.41170585,5.42198307,1.15693404,0.63716810,0.08657835,0.27899509,0.02505069,1.91108883,0.80282412,1.12498179
-5.40570285,5.26132931,1.10655633,0.61872011,0.08640259,0.27294201,0.02346683,1.83920305,0.77690057,1.10041960
-5.39969985,5.09271547,1.05608598,0.59959588,0.08603659,0.26594247,0.02204910,1.76616624,0.74912091,1.07367091
-5.39369685,4.91899709,1.00655791,0.58010584,0.08548986,0.25814340,0.02078084,1.69320630,0.71996954,1.04514330
-5.38769385,4.74299912,0.95893121,0.56055183,0.08477385,0.24970290,0.01964824,1.62149058,0.68993527,1.01526349
-5.38169085,4.56743885,0.91406363,0.54121839,0.08390158,0.24078688,0.01863999,1.55209347,0.65950145,0.98446426
-5.37568784,4.39485580,0.87269031,0.52236508,0.08288728,0.23156551,0.01774690,1.48596845,0.62913693,0.95317165
-5.36968484,4.22754999,0.83540723,0.50421979,0.08174599,0.22220963,0.01696151,1.42392531,0.59928787,0.92179304
-5.36368184,4.06752982,0.80265951,0.48697334,0.08049310,0.21288702,0.01627765,1.36661282,0.57037031,0.89070621
-5.35767884,3.91647032,0.77473484,0.47077538,0.07914397,0.20375886,0.01569003,1.31450715,0.54276371,0.86024958
-5.35167584,3.77568222,0.75176186,0.45573165,0.07771345,0.19497612,0.01519382,1.26790588,0.51680527,0.83071400
-5.34567284,3.64609219,0.73371326,0.44190259,0.07621540,0.18667630,0.01478437,1.22692756,0.49278502,0.80233621
-5.33966983,3.52823420,0.72041333,0.42930338,0.07466232,0.17898034,0.01445684,1.19151647,0.47094178,0.77529404
-5.33366683,3.42225198,0.71154944,0.41790525,0.07306491,0.17198991,0.01420597,1.16145215,0.45145990,0.74970363
-5.32766383,3.32791214,0.70668713,0.40763816,0.07143179,0.16578521,0.01402592,1.13636339,0.43446681,0.72561866
-5.32166083,3.24462762,0.70528795,0.39839462,0.06976923,0.16042314,0.01391012,1.11574597,0.42003150,0.70303170
-5.31565783,3.17149064,0.70672983,0.39003471,0.06808106,0.15593616,0.01385122,1.09898363,0.40816395,0.68187755
-5.30965483,3.10731424,0.71032900,0.38239195,0.06636865,0.15233177,0.01384109,1.08537167,0.39881559,0.66203859
-5.30365183,3.05068126,0.71536294,0.37528005,0.06463105,0.14959260,0.01387090,1.07414242,0.39188092,0.64335193
-5.29764882,2.99999922,0.72109383,0.36850017,0.06286527,0.14767720,0.01393123,1.06449174,0.38720027,0.62561809
-5.29164582,2.95355961,0.72679143,0.36184857,0.06106665,0.14652158,0.01401222,1.05560599,0.38456387,0.60861087
-5.28564282,2.90959939,0.73175522,0.35512427,0.05922939,0.14604132,0.01410380,1.04668839,0.38371710,0.59208813
-5.27963982,2.86636295,0.73533468,0.34813656,0.05734711,0.14613430,0.01419592,1.03698416,0.38436699,0.57580284
-5.27363682,2.82216222,0.73694746,0.34071191,0.05541349,0.14668396,0.01427879,1.02580353,0.38618977,0.55951414
-5.26763382,2.77543293,0.73609477,0.33270020,0.05342291,0.14756304,0.01434319,1.01254190,0.38883942,0.54299783
-5.26163082,2.72478501,0.73237360,0.32397992,0.05137104,0.14863754,0.01438069,0.99669663,0.39195699,0.52605580
-5.25562781,2.66904535,0.72548541,0.31446206,0.04925542,0.14977095,0.01438393,0.97787975,0.39518035,0.50852415
-5.24962481,2.60729160,0.71524118,0.30409277,0.04707587,0.15082850,0.01434686,0.95582646,0.39815420,0.49027951
-5.24362181,2.53887590,0.70156272,0.29285445,0.04483483,0.15168132,0.01426497,0.93039904,0.40053995,0.47124342
-5.23761881,2.46343800,0.68448039,0.28076543,0.04253751,0.15221039,0.01413540,0.90158634,0.40202516,0.45138467
-5.23161581,2.38090773,0.66412744,0.26787826,0.04019191,0.15231007,0.01395717,0.86949896,0.40233209,0.43071946
-5.22561281,2.29149721,0.64073134,0.25427670,0.03780869,0.15189123,0.01373120,0.83436059,0.40122533,0.40930958
-5.21960980,2.19568364,0.61460262,0.24007162,0.03540087,0.15088372,0.01346040,0.79649597,0.39851786,0.38725880
-5.21360680,2.09418400,0.58612181,0.22539610,0.03298345,0.14923822,0.01314968,0.75631626,0.39407565,0.36470762
-5.20760380,1.98792307,0.55572506,0.21039988,0.03057287,0.14692733,0.01280590,0.71430246,0.38782043,0.34182697
-5.20160080,1.87799674,0.52388906,0.19524365,0.02818645,0.14394598,0.01243786,0.67098785,0.37973061,0.31881090
-5.19559780,1.76563231,0.49111599,0.18009324,0.02584181,0.14031103,0.01205617,0.62694014,0.36984039,0.29586895
-5.18959480,1.65214774,0.45791900,0.16511411,0.02355621,0.13606020,0.01167318,0.58274419,0.35823704,0.27321851
-5.18359180,1.53891155,0.42480875,0.15046647,0.02134605,0.13125039,0.01130286,0.53898592,0.34505659,0.25107736
-5.17758879,1.42730497,0.39228140,0.13630101,0.01922629,0.12595536,0.01096068,0.49623803,0.33047801,0.22965698
-5.17158579,1.31868759,0.36080836,0.12275558,0.01721006,0.12026306,0.01066354,0.45504798,0.31471640,0.20915658
-5.16558279,1.21436750,0.33082793,0.10995283,0.01530834,0.11427248,0.01042966,0.41592844,0.29801510,0.18975827
-5.15957979,1.11557656,0.30273892,0.09799890,0.01352968,0.10809043,0.01027850,0.37935038,0.28063752,0.17162331
-5.15357679,1.02345109,0.27689613,0.08698306,0.01188017,0.10182811,0.01023078,0.34573877,0.26285860,0.15488947
-5.14757379,0.93901795,0.25360753,0.07697832,0.01036334,0.09559778,0.01030847,0.31547070,0.24495651,0.13966954
-5.14157079,0.86318567,0.23313297,0.06804288,0.00898032,0.08950949,0.01053479,0.28887562,0.22720475,0.12605084
-5.13556778,0.79674023,0.21568392,0.06022220,0.00772998,0.08366815,0.01093437,0.26623736,0.20986493,0.11409555
-5.12956478,0.74034448,0.20142423,0.05355169,0.00660915,0.07817079,0.01153326,0.24779751,0.19318046,0.10384175
-5.12356178,0.69454073,0.19047128,0.04805963,0.00561294,0.07310427,0.01235914,0.23375959,0.17737128,0.09530504
-5.11755878,0.65975541,0.18289736,0.04377035,0.00473501,0.06854337,0.01344143,0.22429371,0.16262970,0.08848036
-5.11155578,0.63630498,0.17873116,0.04070726,0.00396796,0.06454934,0.01481144,0.21954110,0.14911740,0.08334410
-5.10555278,0.62440242,0.17795889,0.03889577,0.00330359,0.06116882,0.01650248,0.21961831,0.13696362,0.07985615
-5.09954977,0.62416354,0.18052521,0.03836580,0.00273324,0.05843329,0.01854990,0.22462050,0.12626435,0.07796192
-5.09354677,0.63561253,0.18633384,0.03915379,0.00224807,0.05635886,0.02099109,0.23462385,0.11708257,0.07759416
-5.08754377,0.65868658,0.19524786,0.04130404,0.00183931,0.05494645,0.02386537,0.24968670,0.10944928,0.07867453
-5.08154077,0.69323912,0.20708992,0.04486940,0.00149848,0.05418234,0.02721366,0.26984937,0.10336531,0.08111500
-5.07553777,0.73904181,0.22164250,0.04991113,0.00121756,0.05403903,0.03107808,0.29513279,0.09880360,0.08481898
-5.06953477,0.79578536,0.23864851,0.05649800,0.00098910,0.05447637,0.03550126,0.32553586,0.09571205,0.08968229
-5.06353177,0.86307931,0.25781241,0.06470448,0.00080635,0.05544291,0.04052545,0.36103174,0.09401651,0.09559402
-5.05752876,0.94045128,0.27880215,0.07460831,0.00066332,0.05687747,0.04619145,0.40156333,0.09362410,0.10243730
-5.05152576,1.02734592,0.30125217,0.08628725,0.00055480,0.05871093,0.05253714,0.44703814,0.09442648,0.11009007
-5.04552276,1.12312414,0.32476754,0.09981530,0.00047637,0.06086804,0.05959596,0.49732287,0.09630328,0.11842595
-5.03951976,1.22706306,0.34892946,0.11525851,0.00042443,0.06326946,0.06739503,0.55223809,0.09912534,0.12731519
-5.03351676,1.33835710,0.37330207,0.13267054,0.00039614,0.06583378,0.07595319,0.61155326,0.10275800,0.13662582
-5.02751376,1.45612072,0.39744050,0.15208815,0.00038941,0.06847963,0.08527894,0.67498257,0.10706411,0.14622493
-5.02151076,1.57939308,0.42090000,0.17352697,0.00040289,0.07112775,0.09536828,0.74218183,0.11190705,0.15598020
-5.01550775,1.70714506,0.44324587,0.19697769,0.00043590,0.07370307,0.10620275,0.81274693,0.11715350,0.16576154
-5.00950475,1.83828872,0.46406391,0.22240303,0.00048844,0.07613662,0.11774755,0.88621387,0.12267606,0.17544292
-5.00350175,1.97168950,0.48297088,0.24973565,0.00056114,0.07836743,0.12995002,0.96206094,0.12835572,0.18490425
-4.99749875,2.10618095,0.49962465,0.27887728,0.00065524,0.08034414,0.14273850,1.03971300,0.13408406,0.19403340
-4.99149575,2.24058220,0.51373353,0.30969928,0.00077258,0.08202654,0.15602177,1.11854805,0.13976532,0.20272808
-4.98549275,2.37371767,0.52506433,0.34204464,0.00091562,0.08338672,0.16968899,1.19790615,0.14531818,0.21089775
-4.97948974,2.50443885,0.53344880,0.37573158,0.00108734,0.08441005,0.18361048,1.27710053,0.15067734,0.21846533
-4.97348674,2.63164762,0.53878817,0.41055873,0.00129134,0.08509583,0.19763915,1.35543075,0.15579475,0.22536871
-4.96748374,2.75432057,0.54105542,0.44631160,0.00153173,0.08545755,0.21161264,1.43219763,0.16064066,0.23156199
-4.96148074,2.87153349,0.54029535,0.48277034,0.00181317,0.08552296,0.22535632,1.50671938,0.16520423,0.23701646
-4.95547774,2.98248526,0.53662226,0.51971820,0.00214077,0.08533362,0.23868680,1.57834861,0.16949389,0.24172111
-4.94947474,3.08652025,0.53021548,0.55695056,0.00252013,0.08494427,0.25141607,1.64648939,0.17353734,0.24568288
-4.94347174,3.18314814,0.52131287,0.59428380,0.00295718,0.08442181,0.26335612,1.71061385,0.17738116,0.24892640
-4.93746873,3.27206023,0.51020260,0.63156369,0.00345812,0.08384398,0.27432371,1.77027744,0.18109006,0.25149332
-4.93146573,3.35314123,0.49721362,0.66867256,0.00402929,0.08329779,0.28414527,1.82513215,0.18474579,0.25344126
-4.92546273,3.42647561,0.48270520,0.70553490,0.00467704,0.08287769,0.29266175,1.87493698,0.18844564,0.25484224
-4.91945973,3.49234771,0.46705599,0.74212081,0.00540746,0.08268356,0.29973306,1.91956506,0.19230063,0.25578081
-4.91345673,3.55123518,0.45065305,0.77844692,0.00622626,0.08281851,0.30524207,1.95900679,0.19643331,0.25635171
-4.90745373,3.60379521,0.43388122,0.81457455,0.00713843,0.08338658,0.30909797,1.99336878,0.20097526,0.25665720
-4.90145073,3.65084376,0.41711331,0.85060500,0.00814800,0.08449036,0.31123880,2.02286829,0.20606435,0.25680419
-4.89544772,3.69332803,0.40070126,0.88667197,0.00925774,0.08622858,0.31163315,2.04782326,0.21184169,0.25690099
-4.88944472,3.73229281,0.38496862,0.92293139,0.01046885,0.08869371,0.31028083,2.06863831,0.21844845,0.25705411
-4.88344172,3.76884192,0.37020450,0.95954912,0.01178063,0.09196965,0.30721269,2.08578696,0.22602242,0.25736485
-4.87743872,3.80409601,0.35665899,0.99668704,0.01319023,0.09612956,0.30248938,2.09979116,0.23469462,0.25792602
-4.87143572,3.83914853,0.34454014,1.03448834,0.01469239,0.10123376,0.29619934,2.11119870,0.24458580,0.25881886
-4.86543272,3.87502160,0.33401244,1.07306288,0.01627923,0.10732799,0.28845599,2.12055983,0.25580301,0.26011012
-4.85942971,3.91262408,0.32519657,1.11247352,0.01794011,0.11444177,0.27939425,2.12840413,0.26843625,0.26184972
-4.85342671,3.95271370,0.31817047,1.15272438,0.01966161,0.12258721,0.26916662,2.13521885,0.28255539,0.26406872
-4.84742371,3.99586526,0.31297136,1.19375195,0.02142754,0.13175800,0.25793891,2.14142993,0.29820719,0.26677803
-4.84142071,4.04244682,0.30959870,1.23541983,0.02321917,0.14192881,0.24588582,2.14738676,0.31541276,0.26996774
-4.83541771,4.09260515,0.30801770,1.27751780,0.02501544,0.15305508,0.23318645,2.15335154,0.33416533,0.27360720
-4.82941471,4.14626154,0.30816346,1.31976554,0.02679335,0.16507312,0.22002011,2.15949401,0.35442839,0.27764583
-4.82341171,4.20311859,0.30994529,1.36182134,0.02852855,0.17790060,0.20656222,2.16589183,0.37613438,0.28201470
-4.81740870,4.26267786,0.31325131,1.40329551,0.03019583,0.19143737,0.19298079,2.17253687,0.39918382,0.28662886
-4.81140570,4.32426800,0.31795317,1.44376830,0.03176988,0.20556668,0.17943320,2.17934705,0.42344501,0.29139017
-4.80540270,4.38708205,0.32391062,1.48281148,0.03322603,0.22015663,0.16606369,2.18618331,0.44875429,0.29619083
-4.79939970,4.45022255,0.33097621,1.52001279,0.03454100,0.23506201,0.15300131,2.19287085,0.47491697,0.30091717
-4.79339670,4.51275231,0.33899971,1.55500203,0.03569370,0.25012631,0.14035848,2.19922354,0.50170888,0.30545379
-4.78739370,4.57374856,0.34783252,1.58747748,0.03666597,0.26518408,0.12823022,2.20507029,0.52887866,0.30968769
-4.78139070,4.63235799,0.35733193,1.61723130,0.03744328,0.28006349,0.11669380,2.21028197,0.55615078,0.31351243
-4.77538769,4.68785000,0.36736520,1.64417236,0.03801529,0.29458904,0.10580898,2.21479738,0.58322933,0.31683195
-4.76938469,4.73966571,0.37781347,1.66834525,0.03837634,0.30858456,0.09561871,2.21864680,0.60980255,0.31956407
-4.76338169,4.78746028,0.38857558,1.68994411,0.03852577,0.32187634,0.08615012,2.22197191,0.63554825,0.32164344
-4.75737869,4.83113652,0.39957156,1.70932028,0.03846805,0.33429635,0.07741592,2.22504064,0.66013986,0.32302389
-4.75137569,4.87086796,0.41074597,1.72698294,0.03821281,0.34568567,0.06941600,2.22825620,0.68325318,0.32368010
-4.74537269,4.90711027,0.42207073,1.74359231,0.03777462,0.35589787,0.06213915,2.23215938,0.70457370,0.32360848
-4.73936968,4.94060001,0.43354764,1.75994516,0.03717265,0.36480242,0.05556491,2.23742376,0.72380429,0.32282735
-4.73336668,4.97234065,0.44521023,1.77695300,0.03643016,0.37228803,0.04966541,2.24484365,0.74067305,0.32137634
-4.72736368,5.00357590,0.45712483,1.79561333,0.03557386,0.37826568,0.04440721,2.25531510,0.75494112,0.31931512
-4.72136068,5.03575111,0.46939083,1.81697498,0.03463315,0.38267147,0.03975303,2.26981018,0.76641006,0.31672148
-4.71535768,5.07046389,0.48213976,1.84209866,0.03363928,0.38546889,0.03566328,2.28934560,0.77492853,0.31368878
-4.70935468,5.10940550,0.49553323,1.87201431,0.03262446,0.38665061,0.03209753,2.31494652,0.78039802,0.31032299
-4.70335168,5.15429494,0.50975937,1.90767665,0.03162093,0.38623949,0.02901568,2.34760684,0.78277713,0.30673932
-4.69734867,5.20680792,0.52502796,1.94992102,0.03066003,0.38428878,0.02637899,2.38824737,0.78208429,0.30305851
-4.69134567,5.26850325,0.54156386,1.99942106,0.02977133,0.38088149,0.02415080,2.43767339,0.77839865,0.29940295
-4.68534267,5.34074912,0.55959911,2.05665021,0.02898174,0.37612866,0.02229714,2.49653321,0.77185893,0.29589278
-4.67933967,5.42465212,0.57936349,2.12184865,0.02831485,0.37016681,0.02078699,2.56527934,0.76266026,0.29264193
-4.67333667,5.52099170,0.60107395,2.19499726,0.02779016,0.36315438,0.01959243,2.64413371,0.75104902,0.28975432
-4.66733367,5.63016258,0.62492307,2.27579982,0.02742261,0.35526740,0.01868855,2.73305860,0.73731581,0.28732026
-4.66133067,5.75212783,0.65106698,2.36367452,0.02722212,0.34669444,0.01805323,2.83173438,0.72178692,0.28541334
-4.65532766,5.88638464,0.67961307,2.45775524,0.02719335,0.33763112,0.01766676,2.93954529,0.70481456,0.28408754
-4.64932466,6.03194481,0.71060822,2.55690309,0.02733554,0.32827438,0.01751132,3.05557409,0.68676629,0.28337513
-4.64332166,6.18733126,0.74402790,2.65972782,0.02764252,0.31881672,0.01757050,3.17860611,0.66801421,0.28328505
