energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.79589795,0.99147937,0.03767272,0.07923710,0.14362934,0.43784299,0.00000000,0.38640801,0.09715869
-5.78989495,0.99610771,0.04086653,0.07910433,0.14402424,0.43341652,0.00000000,0.37797263,0.10058495
-5.78389195,0.99825589,0.04411011,0.07877695,0.14451702,0.42771095,0.00000000,0.36894750,0.10384133
-5.77788894,0.99799753,0.04734581,0.07828441,0.14506576,0.42086178,0.00000000,0.35961122,0.10688440
-5.77188594,0.99547476,0.05051455,0.07766273,0.14562713,0.41304210,0.00000000,0.35026601,0.10967332
-5.76588294,0.99089628,0.05355717,0.07695431,0.14615668,0.40445854,0.00000000,0.34123383,0.11217098
-5.75987994,0.98453559,0.05641594,0.07620780,0.14660963,0.39534699,0.00000000,0.33285276,0.11434541
-5.75387694,0.97672939,0.05903615,0.07547795,0.14694226,0.38596826,0.00000000,0.32547395,0.11617117
-5.74787394,0.96787625,0.06136777,0.07482547,0.14711363,0.37660374,0.00000000,0.31945884,0.11763088
-5.74187094,0.95843527,0.06336709,0.07431696,0.14708771,0.36755124,0.00000000,0.31517688,0.11871670
-5.73586793,0.94892470,0.06499821,0.07402475,0.14683555,0.35912094,0.00000000,0.31300340,0.11943166
-5.72986493,0.93992008,0.06623447,0.07402668,0.14633749,0.35163161,0.00000000,0.31331757,0.11979089
-5.72386193,0.93205148,0.06705949,0.07440580,0.14558504,0.34540683,0.00000000,0.31650025,0.11982245
-5.71785893,0.92599956,0.06746801,0.07524988,0.14458251,0.34077132,0.00000000,0.32293136,0.11956790
-5.71185593,0.92248992,0.06746637,0.07665080,0.14334795,0.33804725,0.00000000,0.33298686,0.11908240
-5.70585293,0.92228541,0.06707250,0.07870356,0.14191361,0.33755030,0.00000000,0.34703471,0.11843430
-5.69984992,0.92617603,0.06631568,0.08150507,0.14032552,0.33958550,0.00000000,0.36542998,0.11770422
-5.69384692,0.93496627,0.06523570,0.08515265,0.13864242,0.34444274,0.00000000,0.38850885,0.11698360
-5.68784392,0.94945966,0.06388180,0.08974203,0.13693392,0.35239170,0.00000000,0.41658136,0.11637268
-5.68184092,0.97044073,0.06231116,0.09536516,0.13527800,0.36367644,0.00000000,0.44992303,0.11597801
-5.67583792,0.99865442,0.06058716,0.10210755,0.13375787,0.37850948,0.00000000,0.48876545,0.11590954
-5.66983492,1.03478346,0.05877731,0.11004539,0.13245846,0.39706541,0.00000000,0.53328579,0.11627722
-5.66383192,1.07942410,0.05695116,0.11924235,0.13146262,0.41947428,0.00000000,0.58359587,0.11718751
-5.65782891,1.13306104,0.05517802,0.12974626,0.13084717,0.44581489,0.00000000,0.63973072,0.11873959
-5.65182591,1.19604220,0.05352469,0.14158571,0.13067906,0.47610812,0.00000000,0.70163739,0.12102166
-5.64582291,1.26855455,0.05205332,0.15476671,0.13101189,0.51031069,0.00000000,0.76916427,0.12410721
-5.63981991,1.35060169,0.05081937,0.16926957,0.13188270,0.54830969,0.00000000,0.84205156,0.12805172
-5.63381691,1.44198457,0.04986984,0.18504612,0.13330955,0.58991800,0.00000000,0.91992346,0.13288958
-5.62781391,1.54228621,0.04924171,0.20201744,0.13528974,0.63487123,0.00000000,1.00228257,0.13863162
-5.62181091,1.65086162,0.04896078,0.22007231,0.13779883,0.68282632,0.00000000,1.08850711,0.14526329
-5.61580790,1.76683365,0.04904085,0.23906640,0.14079065,0.73336211,0.00000000,1.17785149,0.15274346
-5.60980490,1.88909569,0.04948330,0.25882249,0.14419810,0.78598229,0.00000000,1.26945051,0.16100417
-5.60380190,2.01632173,0.05027704,0.27913174,0.14793490,0.84012060,0.00000000,1.36232761,0.16995115
-5.59779890,2.14698397,0.05139896,0.29975597,0.15189810,0.89514870,0.00000000,1.45540725,0.17946531
-5.59179590,2.27937812,0.05281466,0.32043126,0.15597137,0.95038644,0.00000000,1.54753148,0.18940498
-5.58579290,2.41165590,0.05447966,0.34087254,0.16002878,1.00511439,0.00000000,1.63748042,0.19960914
-5.57978989,2.54186417,0.05634086,0.36077923,0.16393908,1.05858853,0.00000000,1.72399629,0.20990128
-5.57378689,2.66798951,0.05833833,0.37984192,0.16757018,1.11005649,0.00000000,1.80581045,0.22009394
-5.56778389,2.78800701,0.06040731,0.39774960,0.17079367,1.15877496,0.00000000,1.88167261,0.22999378
-5.56178089,2.89993164,0.06248035,0.41419753,0.17348927,1.20402764,0.00000000,1.95038136,0.23940686
-5.55577789,3.00187023,0.06448957,0.42889530,0.17554890,1.24514300,0.00000000,2.01081487,0.24814417
-5.54977489,3.09207227,0.06636890,0.44157484,0.17688026,1.28151134,0.00000000,2.06196082,0.25602698
-5.54377189,3.16897742,0.06805620,0.45199804,0.17740982,1.31260015,0.00000000,2.10294414,0.26289197
-5.53776888,3.23125779,0.06949530,0.45996377,0.17708505,1.33796747,0.00000000,2.13305166,0.26859581
-5.53176588,3.27785338,0.07063772,0.46531383,0.17587581,1.35727239,0.00000000,2.15175258,0.27301912
-5.52576288,3.30799899,0.07144411,0.46793783,0.17377485,1.37028242,0.00000000,2.15871379,0.27606956
-5.51975988,3.32124174,0.07188539,0.46777648,0.17079754,1.37687733,0.00000000,2.15380944,0.27768403
-5.51375688,3.31744834,0.07194338,0.46482341,0.16698068,1.37704940,0.00000000,2.13712431,0.27782981
-5.50775388,3.29680198,0.07161115,0.45912532,0.16238061,1.37090006,0.00000000,2.10895073,0.27650466
-5.50175088,3.25978917,0.07089276,0.45078040,0.15707066,1.35863312,0.00000000,2.06977929,0.27373591
-5.49574787,3.20717717,0.06980278,0.43993516,0.15113815,1.34054512,0.00000000,2.02028359,0.26957859
-5.48974487,3.13998336,0.06836531,0.42677983,0.14468094,1.31701301,0.00000000,1.96129972,0.26411275
-5.48374187,3.05943794,0.06661273,0.41154247,0.13780393,1.28848020,0.00000000,1.89380141,0.25743999
-5.47773887,2.96694183,0.06458412,0.39448201,0.13061536,1.25544128,0.00000000,1.81887181,0.24967961
-5.47173587,2.86402168,0.06232359,0.37588059,0.12322342,1.21842636,0.00000000,1.73767309,0.24096437
-5.46573287,2.75228401,0.05987845,0.35603558,0.11573293,1.17798563,0.00000000,1.65141510,0.23143603
-5.45972986,2.63337035,0.05729735,0.33525134,0.10824258,1.13467482,0.00000000,1.56132428,0.22124115
-5.45372686,2.50891506,0.05462849,0.31383136,0.10084249,1.08904209,0.00000000,1.46861402,0.21052692
-5.44772386,2.38050744,0.05191802,0.29207081,0.09361236,1.04161668,0.00000000,1.37445731,0.19943750
-5.44172086,2.24965904,0.04920856,0.27024991,0.08662022,0.99289971,0.00000000,1.27996276,0.18811080
-5.43571786,2.11777715,0.04653804,0.24862817,0.07992160,0.94335733,0.00000000,1.18615440,0.17667586
-5.42971486,1.98614468,0.04393877,0.22743985,0.07355939,0.89341590,0.00000000,1.09395587,0.16525079
-5.42371186,1.85590663,0.04143693,0.20689048,0.06756409,0.84345953,0.00000000,1.00417898,0.15394137
-5.41770885,1.72806265,0.03905224,0.18715461,0.06195449,0.79382934,0.00000000,0.91751676,0.14284031
-5.41170585,1.60346529,0.03679804,0.16837479,0.05673871,0.74482440,0.00000000,0.83454079,0.13202686
-5.40570285,1.48282312,0.03468160,0.15066155,0.05191550,0.69670391,0.00000000,0.75570229,0.12156713
-5.39969985,1.36670777,0.03270470,0.13409441,0.04747569,0.64969019,0.00000000,0.68133662,0.11151457
-5.39369685,1.25556395,0.03086433,0.11872370,0.04340372,0.60397229,0.00000000,0.61167045,0.10191090
-5.38769385,1.14972152,0.02915366,0.10457300,0.03967922,0.55970973,0.00000000,0.54683114,0.09278713
-5.38169085,1.04940873,0.02756301,0.09164213,0.03627853,0.51703621,0.00000000,0.48685754,0.08416476
-5.37568784,0.95476582,0.02608084,0.07991035,0.03317603,0.47606302,0.00000000,0.43171171,0.07605696
-5.36968484,0.86585831,0.02469482,0.06933984,0.03034542,0.43688210,0.00000000,0.38129093,0.06846980
-5.36368184,0.78268962,0.02339277,0.05987904,0.02776079,0.39956859,0.00000000,0.33543963,0.06140332
-5.35767884,0.70521258,0.02216353,0.05146596,0.02539745,0.36418288,0.00000000,0.29396073,0.05485260
-5.35167584,0.63333974,0.02099772,0.04403127,0.02323262,0.33077227,0.00000000,0.25662620,0.04880866
-5.34567284,0.56695225,0.01988836,0.03750105,0.02124592,0.29937225,0.00000000,0.22318658,0.04325922
-5.33966983,0.50590770,0.01883137,0.03179922,0.01941962,0.27000746,0.00000000,0.19337936,0.03818945
-5.33366683,0.45004658,0.01782588,0.02684963,0.01773885,0.24269260,0.00000000,0.16693617,0.03358251
-5.32766383,0.39919796,0.01687443,0.02257775,0.01619156,0.21743319,0.00000000,0.14358879,0.02942008
-5.32166083,0.35318420,0.01598307,0.01891200,0.01476843,0.19422639,0.00000000,0.12307401,0.02568281
-5.31565783,0.31182514,0.01516128,0.01578480,0.01346269,0.17306193,0.00000000,0.10513749,0.02235069
-5.30965483,0.27494159,0.01442184,0.01313322,0.01226991,0.15392315,0.00000000,0.08953670,0.01940345
-5.30365183,0.24235857,0.01378062,0.01089944,0.01118766,0.13678815,0.00000000,0.07604299,0.01682083
-5.29764882,0.21390802,0.01325625,0.00903099,0.01021525,0.12163107,0.00000000,0.06444303,0.01458291
-5.29164582,0.18943122,0.01286977,0.00748074,0.00935341,0.10842341,0.00000000,0.05453964,0.01267041
-5.28564282,0.16878066,0.01264422,0.00620682,0.00860401,0.09713527,0.00000000,0.04615213,0.01106487
-5.27963982,0.15182158,0.01260417,0.00517237,0.00796973,0.08773657,0.00000000,0.03911624,0.00974892
-5.27363682,0.13843271,0.01277518,0.00434526,0.00745377,0.08019796,0.00000000,0.03328379,0.00870640
-5.26763382,0.12850648,0.01318323,0.00369770,0.00705965,0.07449145,0.00000000,0.02852204,0.00792249
-5.26163082,0.12194832,0.01385406,0.00320583,0.00679086,0.07059067,0.00000000,0.02471283,0.00738371
-5.25562781,0.11867512,0.01481251,0.00284934,0.00665067,0.06847062,0.00000000,0.02175157,0.00707794
-5.24962481,0.11861279,0.01608166,0.00261104,0.00664188,0.06810694,0.00000000,0.01954614,0.00699428
-5.24362181,0.12169281,0.01768205,0.00247639,0.00676655,0.06947458,0.00000000,0.01801561,0.00712289
-5.23761881,0.12784799,0.01963074,0.00243317,0.00702577,0.07254607,0.00000000,0.01708895,0.00745472
-5.23161581,0.13700740,0.02194040,0.00247108,0.00741944,0.07728917,0.00000000,0.01670374,0.00798122
-5.22561281,0.14909077,0.02461832,0.00258135,0.00794603,0.08366423,0.00000000,0.01680482,0.00869395
-5.21960980,0.16400238,0.02766544,0.00275647,0.00860237,0.09162130,0.00000000,0.01734300,0.00958420
-5.21360680,0.18162502,0.03107550,0.00298991,0.00938345,0.10109703,0.00000000,0.01827391,0.01064256
-5.20760380,0.20181407,0.03483420,0.00327585,0.01028229,0.11201174,0.00000000,0.01955690,0.01185849
-5.20160080,0.22439225,0.03891856,0.00360903,0.01128984,0.12426669,0.00000000,0.02115408,0.01322000
-5.19559780,0.24914521,0.04329647,0.00398462,0.01239490,0.13774183,0.00000000,0.02302968,0.01471327
-5.18959480,0.27581858,0.04792648,0.00439810,0.01358420,0.15229424,0.00000000,0.02514947,0.01632241
-5.18359180,0.30411657,0.05275790,0.00484532,0.01484250,0.16775740,0.00000000,0.02748053,0.01802932
-5.17758879,0.33370248,0.05773123,0.00532248,0.01615280,0.18394143,0.00000000,0.02999134,0.01981370
-5.17158579,0.36420140,0.06277894,0.00582626,0.01749670,0.20063457,0.00000000,0.03265198,0.02165308
-5.16558279,0.39520511,0.06782665,0.00635396,0.01885475,0.21760574,0.00000000,0.03543478,0.02352312
-5.15957979,0.42627911,0.07279456,0.00690373,0.02020703,0.23460834,0.00000000,0.03831509,0.02539795
-5.15357679,0.45697191,0.07759933,0.00747480,0.02153368,0.25138519,0.00000000,0.04127237,0.02725070
-5.14757379,0.48682599,0.08215614,0.00806774,0.02281563,0.26767453,0.00000000,0.04429132,0.02905415
-5.14157079,0.51539030,0.08638099,0.00868473,0.02403519,0.28321670,0.00000000,0.04736321,0.03078141
-5.13556778,0.54223379,0.09019310,0.00932987,0.02517684,0.29776159,0.00000000,0.05048717,0.03240671
-5.12956478,0.56695923,0.09351734,0.01000936,0.02622784,0.31107615,0.00000000,0.05367141,0.03390625
-5.12356178,0.58921689,0.09628658,0.01073174,0.02717887,0.32295196,0.00000000,0.05693429,0.03525898
-5.11755878,0.60871730,0.09844385,0.01150800,0.02802454,0.33321235,0.00000000,0.06030505,0.03644740
-5.11155578,0.62524247,0.09994423,0.01235157,0.02876375,0.34171875,0.00000000,0.06382428,0.03745816
-5.10555278,0.63865490,0.10075633,0.01327827,0.02939994,0.34837586,0.00000000,0.06754385,0.03828269
-5.09954977,0.64890395,0.10086337,0.01430611,0.02994113,0.35313555,0.00000000,0.07152633,0.03891756
-5.09354677,0.65602905,0.10026375,0.01545491,0.03039974,0.35599906,0.00000000,0.07584389,0.03936465
-5.08754377,0.66015951,0.09897110,0.01674584,0.03079228,0.35701743,0.00000000,0.08057654,0.03963121
-5.08154077,0.66151085,0.09701376,0.01820081,0.03113873,0.35629015,0.00000000,0.08580988,0.03972964
-5.07553777,0.66037769,0.09443387,0.01984171,0.03146187,0.35396192,0.00000000,0.09163221,0.03967708
-5.06953477,0.65712344,0.09128588,0.02168961,0.03178633,0.35021774,0.00000000,0.09813128,0.03949479
-5.06353177,0.65216723,0.08763476,0.02376381,0.03213760,0.34527653,0.00000000,0.10539065,0.03920740
-5.05752876,0.64596859,0.08355386,0.02608092,0.03254094,0.33938349,0.00000000,0.11348590,0.03884204
-5.05152576,0.63901068,0.07912263,0.02865394,0.03302024,0.33280158,0.00000000,0.12248079,0.03842727
-5.04552276,0.63178264,0.07442416,0.03149133,0.03359692,0.32580250,0.00000000,0.13242363,0.03799211
-5.03951976,0.62476206,0.06954278,0.03459630,0.03428891,0.31865757,0.00000000,0.14334400,0.03756492
-5.03351676,0.61839825,0.06456174,0.03796616,0.03510975,0.31162891,0.00000000,0.15525007,0.03717247
-5.02751376,0.61309712,0.05956105,0.04159189,0.03606786,0.30496126,0.00000000,0.16812666,0.03683897
-5.02151076,0.60920823,0.05461561,0.04545797,0.03716607,0.29887481,0.00000000,0.18193419,0.03658534
-5.01550775,0.60701471,0.04979362,0.04954247,0.03840130,0.29355931,0.00000000,0.19660869,0.03642856
-5.00950475,0.60672622,0.04515533,0.05381740,0.03976461,0.28916960,0.00000000,0.21206280,0.03638126
-5.00350175,0.60847529,0.04075216,0.05824932,0.04124145,0.28582274,0.00000000,0.22818792,0.03645148
-4.99749875,0.61231696,0.03662617,0.06280028,0.04281214,0.28359670,0.00000000,0.24485727,0.03664266
-4.99149575,0.61823161,0.03280987,0.06742888,0.04445266,0.28253060,0.00000000,0.26192983,0.03695375
-4.98549275,0.62613059,0.02932628,0.07209156,0.04613558,0.28262631,0.00000000,0.27925497,0.03737962
-4.97948974,0.63586417,0.02618939,0.07674402,0.04783110,0.28385125,0.00000000,0.29667743,0.03791145
-4.97348674,0.64723120,0.02340467,0.08134257,0.04950828,0.28614217,0.00000000,0.31404243,0.03853737
-4.96748374,0.65998996,0.02096987,0.08584555,0.05113620,0.28940948,0.00000000,0.33120062,0.03924307
-4.96148074,0.67386924,0.01887588,0.09021451,0.05268514,0.29354208,0.00000000,0.34801248,0.04001248
-4.95547774,0.68857934,0.01710771,0.09441527,0.05412760,0.29841213,0.00000000,0.36435197,0.04082845
-4.94947474,0.70382211,0.01564547,0.09841862,0.05543930,0.30387983,0.00000000,0.38010912,0.04167333
-4.94347174,0.71929966,0.01446532,0.10220074,0.05659982,0.30979763,0.00000000,0.39519148,0.04252955
-4.93746873,0.73472151,0.01354047,0.10574331,0.05759312,0.31601405,0.00000000,0.40952420,0.04338000
-4.93146573,0.74980971,0.01284209,0.10903318,0.05840779,0.32237681,0.00000000,0.42304886,0.04420840
-4.92546273,0.76430218,0.01234009,0.11206180,0.05903704,0.32873532,0.00000000,0.43572113,0.04499949
-4.91945973,0.77795414,0.01200396,0.11482426,0.05947846,0.33494249,0.00000000,0.44750734,0.04573912
-4.91345673,0.79053814,0.01180342,0.11731823,0.05973355,0.34085607,0.00000000,0.45838042,0.04641426
-4.90745373,0.80184278,0.01170901,0.11954269,0.05980714,0.34633946,0.00000000,0.46831532,0.04701293
-4.90145073,0.81167082,0.01169266,0.12149664,0.05970661,0.35126230,0.00000000,0.47728452,0.04752411
-4.89544772,0.81983700,0.01172812,0.12317794,0.05944112,0.35550092,0.00000000,0.48525386,0.04793753
-4.88944472,0.82616606,0.01179133,0.12458223,0.05902077,0.35893881,0.00000000,0.49217906,0.04824363
-4.88344172,0.83049147,0.01186073,0.12570215,0.05845588,0.36146721,0.00000000,0.49800346,0.04843339
-4.87743872,0.83265508,0.01191749,0.12652697,0.05775629,0.36298602,0.00000000,0.50265691,0.04849834
-4.87143572,0.83250801,0.01194566,0.12704243,0.05693088,0.36340493,0.00000000,0.50605629,0.04843057
-4.86543272,0.82991281,0.01193227,0.12723113,0.05598720,0.36264499,0.00000000,0.50810747,0.04822281
-4.85942971,0.82474688,0.01186735,0.12707323,0.05493128,0.36064029,0.00000000,0.50870882,0.04786865
-4.85342671,0.81690694,0.01174389,0.12654752,0.05376768,0.35733995,0.00000000,0.50775592,0.04736271
-4.84742371,0.80631421,0.01155770,0.12563276,0.05249966,0.35271013,0.00000000,0.50514738,0.04670101
-4.84142071,0.79292003,0.01130726,0.12430922,0.05112947,0.34673590,0.00000000,0.50079123,0.04588118
-4.83541771,0.77671133,0.01099352,0.12256030,0.04965887,0.33942296,0.00000000,0.49461160,0.04490287
-4.82941471,0.75771557,0.01061958,0.12037414,0.04808952,0.33079882,0.00000000,0.48655511,0.04376793
-4.82341171,0.73600464,0.01019039,0.11774510,0.04642363,0.32091354,0.00000000,0.47659674,0.04248070
-4.81740870,0.71169745,0.00971245,0.11467499,0.04466433,0.30983973,0.00000000,0.46474450,0.04104812
-4.81140570,0.68496069,0.00919339,0.11117398,0.04281624,0.29767179,0.00000000,0.45104288,0.03947980
-4.80540270,0.65600782,0.00864168,0.10726114,0.04088571,0.28452441,0.00000000,0.43557454,0.03778796
-4.79939970,0.62509600,0.00806622,0.10296456,0.03888111,0.27053032,0.00000000,0.41846038,0.03598727
-4.79339670,0.59252122,0.00747606,0.09832100,0.03681285,0.25583728,0.00000000,0.39985773,0.03409456
-4.78739370,0.55861162,0.00688004,0.09337513,0.03469339,0.24060455,0.00000000,0.37995692,0.03212849
-4.78139070,0.52371949,0.00628656,0.08817848,0.03253701,0.22499893,0.00000000,0.35897632,0.03010903
-4.77538769,0.48821214,0.00570337,0.08278789,0.03035947,0.20919047,0.00000000,0.33715616,0.02805703
-4.76938469,0.45246227,0.00513736,0.07726394,0.02817765,0.19334819,0.00000000,0.31475147,0.02599359
-4.76338169,0.41683814,0.00459445,0.07166912,0.02600902,0.17763587,0.00000000,0.29202449,0.02393960
-4.75737869,0.38169409,0.00407951,0.06606595,0.02387114,0.16220809,0.00000000,0.26923700,0.02191510
-4.75137569,0.34736180,0.00359634,0.06051519,0.02178111,0.14720683,0.00000000,0.24664283,0.01993889
-4.74537269,0.31414266,0.00314768,0.05507423,0.01975509,0.13275850,0.00000000,0.22448110,0.01802800
-4.73936968,0.28230158,0.00273523,0.04979554,0.01780782,0.11897180,0.00000000,0.20297019,0.01619741
-4.73336668,0.25206228,0.00235979,0.04472556,0.01595223,0.10593609,0.00000000,0.18230294,0.01445975
-4.72736368,0.22360445,0.00202127,0.03990373,0.01419919,0.09372074,0.00000000,0.16264303,0.01282513
-4.72136068,0.19706239,0.00171888,0.03536197,0.01255722,0.08237495,0.00000000,0.14412270,0.01130110
-4.71535768,0.17252548,0.00145125,0.03112440,0.01103249,0.07192839,0.00000000,0.12684179,0.00989264
-4.70935468,0.15003994,0.00121648,0.02720734,0.00962875,0.06239234,0.00000000,0.11086794,0.00860227
-4.70335168,0.12961191,0.00101238,0.02361968,0.00834742,0.05376132,0.00000000,0.09623799,0.00743024
-4.69734867,0.11121157,0.00083647,0.02036338,0.00718776,0.04601506,0.00000000,0.08296026,0.00637476
-4.69134567,0.09477788,0.00068616,0.01743419,0.00614711,0.03912074,0.00000000,0.07101748,0.00543224
-4.68534267,0.08022383,0.00055883,0.01482252,0.00522112,0.03303533,0.00000000,0.06037041,0.00459763
-4.67933967,0.06744192,0.00045185,0.01251435,0.00440406,0.02770796,0.00000000,0.05096162,0.00386471
-4.67333667,0.05630949,0.00036273,0.01049217,0.00368913,0.02308220,0.00000000,0.04271944,0.00322640
-4.66733367,0.04669389,0.00028910,0.00873598,0.00306875,0.01909826,0.00000000,0.03556186,0.00267504
-4.66133067,0.03845719,0.00022876,0.00722415,0.00253486,0.01569490,0.00000000,0.02940025,0.00220269
-4.65532766,0.03146041,0.00017971,0.00593427,0.00207918,0.01281109,0.00000000,0.02414272,0.00180133
-4.64932466,0.02556713,0.00014016,0.00484389,0.00169341,0.01038752,0.00000000,0.01969713,0.00146308
-4.64332166,0.02064650,0.00010854,0.00393116,0.00136949,0.00836767,0.00000000,0.01597371,0.00118037
-4.63731866,0.01657555,0.00008344,0.00317539,0.00109971,0.00669872,0.00000000,0.01288716,0.00094606
-4.63131566,0.01324108,0.00006369,0.00255743,0.00087681,0.00533221,0.00000000,0.01035841,0.00075356
-4.62531266,0.01054084,0.00004826,0.00206009,0.00069413,0.00422442,0.00000000,0.00831600,0.00059685
-4.61930965,0.00838440,0.00003631,0.00166837,0.00054561,0.00333657,0.00000000,0.00669700,0.00047056
-4.61330665,0.00669357,0.00002712,0.00136968,0.00042582,0.00263495,0.00000000,0.00544786,0.00036998
-4.60730365,0.00540256,0.00002011,0.00115398,0.00032996,0.00209079,0.00000000,0.00452488,0.00029102
-4.60130065,0.00445795,0.00001481,0.00101397,0.00025385,0.00168021,0.00000000,0.00389459,0.00023022
-4.59529765,0.00381851,0.00001083,0.00094514,0.00019391,0.00138393,0.00000000,0.00353409,0.00018472
-4.58929465,0.00345499,0.00000786,0.00094591,0.00014706,0.00118714,0.00000000,0.00343131,0.00015222
-4.58329165,0.00334988,0.00000566,0.00101775,0.00011074,0.00107921,0.00000000,0.00358526,0.00013097
-4.57728864,0.00349719,0.00000405,0.00116533,0.00008280,0.00105351,0.00000000,0.00400637,0.00011967
-4.57128564,0.00390230,0.00000288,0.00139661,0.00006147,0.00110720,0.00000000,0.00471678,0.00011751
-4.56528264,0.00458186,0.00000204,0.00172303,0.00004532,0.00124106,0.00000000,0.00575075,0.00012410
-4.55927964,0.00556367,0.00000143,0.00215963,0.00003319,0.00145934,0.00000000,0.00715500,0.00013943
-4.55327664,0.00688666,0.00000101,0.00272519,0.00002417,0.00176962,0.00000000,0.00898902,0.00016387
-4.54727364,0.00860077,0.00000071,0.00344234,0.00001751,0.00218269,0.00000000,0.01132530,0.00019814
-4.54127064,0.01076668,0.00000052,0.00433754,0.00001268,0.00271240,0.00000000,0.01424936,0.00024327
-4.53526763,0.01345549,0.00000040,0.00544106,0.00000922,0.00337550,0.00000000,0.01785946,0.00030060
-4.52926463,0.01674806,0.00000034,0.00678682,0.00000683,0.00419141,0.00000000,0.02226601,0.00037173
-4.52326163,0.02073401,0.00000033,0.00841203,0.00000528,0.00518194,0.00000000,0.02759041,0.00045851
-4.51725863,0.02551043,0.00000038,0.01035668,0.00000443,0.00637090,0.00000000,0.03396340,0.00056296
-4.51125563,0.03117996,0.00000049,0.01266289,0.00000420,0.00778363,0.00000000,0.04152270,0.00068727
-4.50525263,0.03784844,0.00000069,0.01537391,0.00000459,0.00944635,0.00000000,0.05040990,0.00083373
-4.49924962,0.04562200,0.00000099,0.01853297,0.00000567,0.01138546,0.00000000,0.06076655,0.00100464
-4.49324662,0.05460351,0.00000144,0.02218186,0.00000760,0.01362663,0.00000000,0.07272960,0.00120224
