energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.79589795,8.93462933,0.03749600,0.86226061,0.93673012,0.41607874,6.85604328,4.22734449,0.09568215,2.71375614
-5.78989495,8.89935301,0.03742988,0.85456255,0.92518024,0.42494073,6.88894872,4.20786567,0.09389897,2.69565328
-5.78389195,8.88947248,0.03730443,0.85201281,0.91337536,0.43485052,6.93535739,4.20583993,0.09222631,2.67972955
-5.77788894,8.90855044,0.03713450,0.85489813,0.90178910,0.44586390,6.99897421,4.22274153,0.09070793,2.66712061
-5.77188594,8.95974900,0.03693451,0.86345581,0.89087913,0.45800641,7.08335730,4.25980027,0.08938312,2.65887821
-5.76588294,9.04566756,0.03671782,0.87785602,0.88107123,0.47126878,7.19176165,4.31792829,0.08828497,2.65592610
-5.75987994,9.16819594,0.03649618,0.89818523,0.87274420,0.48560382,7.32698816,4.39765453,0.08743907,2.65902041
-5.75387694,9.32838921,0.03627924,0.92443160,0.86621645,0.50092486,7.49124432,4.49907021,0.08686248,2.66871641
-5.74787394,9.52637017,0.03607425,0.95647320,0.86173473,0.51710578,7.68602267,4.62178787,0.08656301,2.68534272
-5.74187094,9.76126408,0.03588579,0.99406968,0.85946534,0.53398278,7.91200236,4.76491635,0.08653904,2.70898419
-5.73586793,10.03116873,0.03571575,1.03685792,0.85948832,0.55135764,8.16897822,4.92705314,0.08677954,2.73947381
-5.72986493,10.33316168,0.03556329,1.08435215,0.86179471,0.56900244,8.45582034,5.10629487,0.08726463,2.77639415
-5.72386193,10.66334467,0.03542511,1.13594856,0.86628706,0.58666542,8.77046619,5.30026587,0.08796634,2.81908785
-5.71785893,11.01692361,0.03529568,1.19093441,0.87278309,0.60407784,9.10994556,5.50616407,0.08884977,2.86667681
-5.71185593,11.38832105,0.03516763,1.24850146,0.88102235,0.62096146,9.47043736,5.72082245,0.08987444,2.91808912
-5.70585293,11.77131669,0.03503223,1.30776321,0.89067559,0.63703635,9.84735594,5.94078390,0.09099577,2.97209243
-5.69984992,12.15921035,0.03487987,1.36777534,0.90135633,0.65202866,10.23546331,6.16238649,0.09216673,3.02733248
-5.69384692,12.54500069,0.03470061,1.42755854,0.91263427,0.66567820,10.62900265,6.38185587,0.09333951,3.08237503
-5.68784392,12.92157290,0.03448467,1.48612293,0.92404986,0.67774539,11.02184779,6.59540115,0.09446712,3.13574972
-5.68184092,13.28188786,0.03422297,1.54249307,0.93512951,0.68801734,11.40766287,6.79931060,0.09550498,3.18599385
-5.67583792,13.61916577,0.03390760,1.59573254,0.94540074,0.69631309,11.78006594,6.99004360,0.09641226,3.23169484
-5.66983492,13.92705766,0.03353214,1.64496728,0.95440679,0.70248754,12.13279087,7.16431538,0.09715314,3.27152954
-5.66383192,14.19979886,0.03309208,1.68940673,0.96172014,0.70643427,12.45984191,7.31917178,0.09769777,3.30429936
-5.65782891,14.43233972,0.03258500,1.72836209,0.96695443,0.70808707,12.75563604,7.45205162,0.09802300,3.32896004
-5.65182591,14.62044998,0.03201075,1.76126114,0.96977448,0.70742029,13.01512915,7.56083501,0.09811286,3.34464534
-5.64582291,14.76079464,0.03137153,1.78765908,0.96990415,0.70444798,13.23392299,7.64387667,0.09795878,3.35068422
-5.63981991,14.85098041,0.03067185,1.80724540,0.96713196,0.69922208,13.40835074,7.70002392,0.09755950,3.34661133
-5.63381691,14.88957331,0.02991846,1.81984656,0.96131435,0.69182974,13.53554026,7.72861999,0.09692079,3.33217095
-5.62781391,14.87608901,0.02912019,1.82542471,0.95237670,0.68238991,13.61345492,7.72949352,0.09605491,3.30731478
-5.62181091,14.81095862,0.02828771,1.82407271,0.94031241,0.67104944,13.64091262,7.70293595,0.09497989,3.27219417
-5.61580790,14.69547334,0.02743324,1.81600593,0.92518010,0.65797889,13.61758455,7.64966879,0.09371865,3.22714756
-5.60980490,14.53171201,0.02657028,1.80155134,0.90709935,0.64336818,13.54397539,7.57080287,0.09229797,3.17268411
-5.60380190,14.32245557,0.02571321,1.78113440,0.88624532,0.62742231,13.42138725,7.46779199,0.09074744,3.10946439
-5.59779890,14.07109283,0.02487692,1.75526440,0.86284258,0.61035720,13.25186957,7.34238302,0.08909826,3.03827911
-5.59179590,13.78152136,0.02407644,1.72451884,0.83715844,0.59239587,13.03815730,7.19656473,0.08738218,2.96002693
-5.58579290,13.45804710,0.02332655,1.68952734,0.80949610,0.57376502,12.78359955,7.03251685,0.08563034,2.87569200
-5.57978989,13.10528560,0.02264143,1.65095555,0.78018797,0.55469197,12.49208059,6.85256115,0.08387230,2.78632220
-5.57378689,12.72806745,0.02203426,1.60948959,0.74958923,0.53540218,12.16793518,6.65911520,0.08213509,2.69300856
-5.56778389,12.33134950,0.02151698,1.56582114,0.71807178,0.51611717,11.81585965,6.45464992,0.08044249,2.59686627
-5.56178089,11.92013319,0.02109993,1.52063361,0.68601885,0.49705289,11.44082023,6.24165098,0.07881440,2.49901778
-5.55577789,11.49939049,0.02079174,1.47458951,0.65382000,0.47841860,11.04796006,6.02258442,0.07726644,2.40057801
-5.54977489,11.07399792,0.02059906,1.42831910,0.62186680,0.46041599,10.64250617,5.79986607,0.07580973,2.30264183
-5.54377189,10.64867829,0.02052659,1.38241051,0.59054891,0.44323873,10.22967782,5.57583478,0.07445083,2.20627362
-5.53776888,10.22795014,0.02057695,1.33740129,0.56025055,0.42707222,9.81459781,5.35272897,0.07319199,2.11249897
-5.53176588,9.81608423,0.02075085,1.29377150,0.53134731,0.41209346,9.40220811,5.13266623,0.07203141,2.02229806
-5.52576288,9.41706682,0.02104713,1.25193832,0.50420311,0.39847115,8.99719167,4.91762551,0.07096381,1.93660062
-5.51975988,9.03456908,0.02146300,1.21225215,0.47916724,0.38636573,8.60390195,4.70943190,0.06998106,1.85628202
-5.51375688,8.67192243,0.02199430,1.17499436,0.45657143,0.37592943,8.22630179,4.50974361,0.06907289,1.78216031
-5.50775388,8.33209911,0.02263575,1.14037649,0.43672674,0.36730621,7.86791304,4.32004118,0.06822775,1.71499362
-5.50175088,8.01769793,0.02338135,1.10854099,0.41992042,0.36063157,7.53177803,4.14161890,0.06743358,1.65547790
-5.49574787,7.73093449,0.02422464,1.07956342,0.40641248,0.35603207,7.22043377,3.97557839,0.06667864,1.60424433
-5.48974487,7.47363566,0.02515910,1.05345601,0.39643222,0.35362465,6.93589901,3.82282443,0.06595223,1.56185642
-5.48374187,7.24723782,0.02617838,1.03017240,0.39017449,0.35351558,6.67967395,3.68406315,0.06524533,1.52880640
-5.47773887,7.05278835,0.02727661,1.00961356,0.38779595,0.35579905,6.45275192,3.55980232,0.06455111,1.50551078
-5.47173587,6.89094982,0.02844857,0.99163445,0.38941130,0.36055536,6.25564153,3.45035400,0.06386526,1.49230495
-5.46573287,6.76200642,0.02968979,0.97605140,0.39508960,0.36784877,6.08839769,3.35583918,0.06318613,1.48943688
-5.45972986,6.66587215,0.03099658,0.96264981,0.40485085,0.37772496,5.95065924,3.27619451,0.06251479,1.49705998
-5.45372686,6.60210023,0.03236596,0.95119194,0.41866290,0.39020816,5.84169099,3.21118061,0.06185476,1.51522526
-5.44772386,6.56989357,0.03379551,0.94142459,0.43643890,0.40529803,5.76042776,3.16039213,0.06121168,1.54387322
-5.44172086,6.56811604,0.03528311,0.93308633,0.45803541,0.42296645,5.70551805,3.12326900,0.06059285,1.58282565
-5.43571786,6.59530467,0.03682665,0.92591408,0.48325139,0.44315428,5.67536559,3.09910889,0.06000654,1.63177809
-5.42971486,6.64968293,0.03842364,0.91964891,0.51182804,0.46576828,5.66816693,3.08708062,0.05946142,1.69029317
-5.42371186,6.72917552,0.04007081,0.91404100,0.54344982,0.49067831,5.68194416,3.08623834,0.05896575,1.75779566
-5.41770885,6.83142534,0.04176372,0.90885347,0.57774666,0.51771520,5.71457231,3.09553655,0.05852675,1.83356964
-5.41170585,6.95381319,0.04349636,0.90386537,0.61429730,0.54666917,5.76380132,3.11384563,0.05814992,1.91675843
-5.40570285,7.09348107,0.04526084,0.89887371,0.65263399,0.57728925,5.82727345,3.13996819,0.05783850,2.00636774
-5.39969985,7.24735972,0.04704704,0.89369462,0.69224846,0.60928381,5.90253721,3.17265589,0.05759303,2.10127241
-5.39369685,7.41220125,0.04884251,0.88816396,0.73259894,0.64232219,5.98705930,3.21062710,0.05741107,2.20022711
-5.38769385,7.58461713,0.05063232,0.88213730,0.77311838,0.67603780,6.07823634,3.25258506,0.05728705,2.30188104
-5.38169085,7.76112204,0.05239912,0.87548968,0.81322359,0.71003248,6.17340829,3.29723684,0.05721235,2.40479670
-5.37568784,7.93818353,0.05412331,0.86811528,0.85232507,0.74388233,6.26987520,3.34331277,0.05717546,2.50747244
-5.36968484,8.11227733,0.05578327,0.85992701,0.88983740,0.77714486,6.36491897,3.38958655,0.05716236,2.60836854
-5.36368184,8.27994758,0.05735579,0.85085656,0.92519000,0.80936731,6.45583103,3.43489564,0.05715700,2.70593623
-5.35767884,8.43787118,0.05881651,0.84085454,0.95783785,0.84009613,6.53994689,3.47816196,0.05714189,2.79864900
-5.35167584,8.58292510,0.06014055,0.82989133,0.98727210,0.86888712,6.61468730,3.51841252,0.05709875,2.88503532
-5.34567284,8.71225495,0.06130310,0.81795821,1.01303013,0.89531625,6.67760575,3.55479966,0.05700923,2.96371206
-5.33966983,8.82334323,0.06228014,0.80506910,1.03470502,0.91899061,6.72644103,3.58662072,0.05685560,3.03341732
-5.33366683,8.91407515,0.06304909,0.79126275,1.05195401,0.93955919,6.75917327,3.61333637,0.05662143,3.09304195
-5.32766383,8.98279994,0.06358952,0.77660519,1.06450584,0.95672317,6.77408112,3.63458744,0.05629218,3.14165847
-5.32166083,9.02838545,0.06388381,0.76119251,1.07216676,0.97024527,6.76979780,3.65020934,0.05585578,3.17854657
-5.31565783,9.05026370,0.06391771,0.74515361,1.07482507,0.97995780,6.74536299,3.66024371,0.05530303,3.20321415
-5.30965483,9.04846531,0.06368085,0.72865273,1.07245398,0.98576908,6.70026791,3.66494647,0.05462788,3.21541305
-5.30365183,9.02364068,0.06316719,0.71189168,1.06511283,0.98766791,6.63449091,3.66479166,0.05382765,3.21514886
-5.29764882,8.97706620,0.06237525,0.69511125,1.05294644,0.98572581,6.54852096,3.66047022,0.05290309,3.20268413
-5.29164582,8.91063395,0.06130830,0.67859184,1.03618271,0.98009693,6.44336708,3.65288335,0.05185825,3.17853483
-5.28564282,8.82682381,0.05997440,0.66265273,1.01512841,0.97101542,6.32055224,3.64312956,0.05070037,3.14345967
-5.27963982,8.72865751,0.05838628,0.64765006,0.99016324,0.95879033,6.18209066,3.63248526,0.04943956,3.09844265
-5.27363682,8.61963455,0.05656109,0.63397313,0.96173225,0.94379811,6.03044863,3.62237836,0.04808847,3.04466901
-5.26763382,8.50365062,0.05452002,0.62203884,0.93033673,0.92647288,5.86848905,3.61435514,0.04666184,2.98349514
-5.26163082,8.38489998,0.05228786,0.61228434,0.89652389,0.90729469,5.69940122,3.61004041,0.04517606,2.91641341
-5.25562781,8.26776366,0.04989236,0.60515778,0.86087533,0.88677628,5.52661779,3.61109161,0.04364869,2.84501276
-5.24962481,8.15668641,0.04736359,0.60110710,0.82399479,0.86544860,5.35372128,3.61914784,0.04209799,2.77093630
-5.24362181,8.05604556,0.04473322,0.60056730,0.78649535,0.84384568,5.18434350,3.63577487,0.04054240,2.69583728
-5.23761881,7.97001594,0.04203376,0.60394623,0.74898634,0.82248936,5.02206104,3.66240794,0.03900019,2.62133483
-5.23161581,7.90243522,0.03929779,0.61160940,0.71206051,0.80187451,4.87029072,3.70029403,0.03748896,2.54897086
-5.22561281,7.85667433,0.03655722,0.62386417,0.67628160,0.78245515,4.73218864,3.75043600,0.03602536,2.48016977
-5.21960980,7.83551815,0.03384256,0.64094404,0.64217267,0.76463212,4.61055655,3.81354068,0.03462476,2.41620216
-5.21360680,7.84106106,0.03118235,0.66299360,0.61020565,0.74874280,4.50775901,3.88997351,0.03330103,2.35815398
-5.20760380,7.87462233,0.02860252,0.69005478,0.58079234,0.73505318,4.42565456,3.97972213,0.03206629,2.30690208
-5.20160080,7.93668532,0.02612600,0.72205525,0.55427703,0.72375273,4.36554340,4.08237108,0.03093088,2.26309729
-5.19559780,8.02686425,0.02377236,0.75879962,0.53093115,0.71495229,4.32813379,4.19708965,0.02990321,2.22715535
-5.18959480,8.14390116,0.02155758,0.79996408,0.51095004,0.70868493,4.31352857,4.32263462,0.02898978,2.19925638
-5.18359180,8.28569465,0.01949398,0.84509513,0.49445191,0.70491003,4.32123253,4.45736871,0.02819519,2.17935267
-5.17758879,8.44936096,0.01759022,0.89361280,0.48147917,0.70352016,4.35018051,4.59929537,0.02752225,2.16718470
-5.17158579,8.63132634,0.01585143,0.94481864,0.47200198,0.70435075,4.39878549,4.74610969,0.02697208,2.16230474
-5.16558279,8.82744863,0.01427949,0.99790862,0.46592404,0.70719187,4.46500506,4.89526426,0.02654429,2.16410705
-5.15957979,9.03316415,0.01287330,1.05199077,0.46309031,0.71180184,4.54642388,5.04404836,0.02623720,2.17186379
-5.15357679,9.24365518,0.01162921,1.10610709,0.46329658,0.71792205,4.64034916,5.18967782,0.02604805,2.18476477
-5.14757379,9.45403162,0.01054146,1.15925929,0.46630035,0.72529214,4.74391556,5.32939243,0.02597325,2.20195990
-5.14157079,9.65951983,0.00960267,1.21043728,0.47183288,0.73366504,4.85419534,5.46055712,0.02600869,2.22260218
-5.13556778,9.85565085,0.00880430,1.25864964,0.47961162,0.74282104,4.96830930,5.58076258,0.02614997,2.24588955
-5.12956478,10.03843953,0.00813720,1.30295447,0.48935289,0.75258021,5.08353404,5.68792105,0.02639270,2.27110371
-5.12356178,10.20454659,0.00759200,1.34248976,0.50078390,0.76281244,5.19740062,5.78035265,0.02673272,2.29764403
-5.11755878,10.35141572,0.00715961,1.37650150,0.51365391,0.77344469,5.30778054,5.85685815,0.02716630,2.32505504
-5.11155578,10.47737854,0.00683154,1.40436856,0.52774374,0.78446483,5.41295480,5.91677417,0.02769032,2.35304579
-5.10555278,10.58172194,0.00660022,1.42562290,0.54287335,0.79592180,5.51166282,5.96000784,0.02830234,2.38150035
-5.09954977,10.66471327,0.00645923,1.43996426,0.55890696,0.80792207,5.60312869,5.98704842,0.02900061,2.41047835
-5.09354677,10.72758131,0.00640350,1.44726844,0.57575552,0.82062227,5.68706333,5.99895472,0.02978402,2.44020543
-5.08754377,10.77245254,0.00642930,1.44758884,0.59337625,0.83421835,5.76364212,5.99731799,0.03065193,2.47105387
-5.08154077,10.80224484,0.00653432,1.44115100,0.61176930,0.84893167,5.83345894,5.98420147,0.03160393,2.50351382
-5.07553777,10.82052261,0.00671750,1.42834048,0.63097161,0.86499265,5.89745878,5.96205863,0.03263957,2.53815660
-5.06953477,10.83131953,0.00697895,1.40968460,0.65104823,0.88262275,5.95685212,5.93363330,0.03375791,2.57559140
-5.06353177,10.83893692,0.00731964,1.38582890,0.67208159,0.90201564,6.01301557,5.90184618,0.03495719,2.61641777
-5.05752876,10.84772708,0.00774118,1.35750956,0.69415915,0.92331867,6.06738388,5.86967234,0.03623431,2.66117591
-5.05152576,10.86187204,0.00824547,1.32552312,0.71736025,0.94661553,6.12133915,5.84001547,0.03758448,2.71029759
-5.04552276,10.88516838,0.00883434,1.29069486,0.74174279,0.97191126,6.17610336,5.81558448,0.03900075,2.76406019
-5.03951976,10.92082891,0.00950918,1.25384760,0.76733050,0.99912036,6.23264022,5.79877816,0.04047377,2.82254662
-5.03351676,10.97131127,0.01027059,1.21577213,0.79410171,1.02805905,6.29157194,5.79158324,0.04199150,2.88561328
-5.02751376,11.03818191,0.01111802,1.17720090,0.82198021,1.05844203,6.35311585,5.79549053,0.04353910,2.95286842
-5.02151076,11.12202279,0.01204947,1.13878577,0.85082878,1.08988447,6.41704466,5.81143308,0.04509902,3.02366224
-5.01550775,11.22238545,0.01306125,1.10108099,0.88044608,1.12190911,6.48267287,5.83974906,0.04665112,3.09708993
-5.00950475,11.33779512,0.01414779,1.06453180,0.91056701,1.15395847,6.54887045,5.88017103,0.04817305,3.17200801
-5.00350175,11.46580475,0.01530152,1.02946891,0.94086677,1.18541188,6.61410331,5.93184200,0.04964072,3.24706366
-4.99749875,11.60309655,0.01651292,0.99610880,0.97096859,1.21560648,6.67649854,5.99335718,0.05102892,3.32073607
-4.99149575,11.74562605,0.01777055,0.96455937,1.00045470,1.24386158,6.73393115,6.06282955,0.05231208,3.39138838
-4.98549275,11.88880178,0.01906132,0.93483036,1.02888034,1.26950505,6.78412754,6.13797577,0.05346509,3.45732771
-4.97948974,12.02769183,0.02037070,0.90684755,1.05578988,1.29190083,6.82478041,6.21621850,0.05446420,3.51687108
-4.97348674,12.15724752,0.02168321,0.88046977,1.08073458,1.31047609,6.85366880,6.29480036,0.05528791,3.56841389
-4.96748374,12.27253343,0.02298282,0.85550763,1.10329092,1.32474693,6.86877704,6.37090407,0.05591781,3.61049817
-4.96148074,12.36895328,0.02425353,0.83174273,1.12307880,1.33434145,6.86840649,6.44177374,0.05633946,3.64187724
-4.95547774,12.44246128,0.02547993,0.80894643,1.13977852,1.33901904,6.85127422,6.50483174,0.05654301,3.66157402
-4.94947474,12.48974977,0.02664783,0.78689708,1.15314590,1.33868510,6.81659384,6.55778637,0.05652385,3.66893023
-4.94347174,12.50840498,0.02774487,0.76539506,1.16302459,1.33340063,6.76413473,6.59872595,0.05628297,3.66364430
-4.93746873,12.49702497,0.02876108,0.74427493,1.16935515,1.32338616,6.69425694,6.62619572,0.05582719,3.64579631
-4.93146573,12.45529524,0.02968937,0.72341434,1.17218032,1.30901999,6.60792059,6.63925489,0.05516924,3.61585896
-4.92546273,12.38401984,0.03052605,0.70273953,1.17164616,1.29083091,6.50666976,6.63751207,0.05432754,3.57469397
-4.91945973,12.28510798,0.03127106,0.68222744,1.16799913,1.26948568,6.39259215,6.62113839,0.05332594,3.52353430
-4.91345673,12.16151768,0.03192823,0.66190465,1.16157902,1.24577195,6.26825693,6.59085861,0.05219310,3.46395285
-4.90745373,12.01716025,0.03250533,0.64184358,1.15280814,1.22057723,6.13663394,6.54792136,0.05096189,3.39781908
-4.90145073,11.85677035,0.03301396,0.62215622,1.14217718,1.19486499,6.00099824,6.49405055,0.04966856,3.32724515
-4.89544772,11.68574802,0.03346932,0.60298620,1.13022821,1.16964844,5.86482420,6.43138058,0.04835179,3.25452395
-4.88944472,11.50997934,0.03388983,0.58449961,1.11753566,1.14596328,5.73167367,6.36237851,0.04705172,3.18206108
-4.88344172,11.33564322,0.03429657,0.56687517,1.10468589,1.12484006,5.60508248,6.28975672,0.04580891,3.11230341
-4.87743872,11.16901148,0.03471261,0.55029432,1.09225624,1.10727700,5.48844936,6.21637953,0.04466327,3.04766669
-4.87143572,11.01624952,0.03516228,0.53493169,1.08079430,1.09421412,5.38493098,6.14516761,0.04365304,2.99046446
-4.86543272,10.88322404,0.03567030,0.52094632,1.07079820,1.08650905,5.29734610,6.07900334,0.04281372,2.94284055
-4.85942971,10.77532367,0.03626086,0.50847399,1.06269865,1.08491524,5.22809146,6.02064050,0.04217722,2.90670716
-4.85342671,10.69729770,0.03695675,0.49762084,1.05684333,1.09006278,5.17907127,5.97262079,0.04177093,2.88369019
-4.84742371,10.65311676,0.03777839,0.48845841,1.05348425,1.10244216,5.15164169,5.93719967,0.04161700,2.87508323
-4.84142071,10.64585874,0.03874301,0.48102018,1.05276845,1.12239112,5.14657116,5.91628317,0.04173172,2.88181128
-4.83541771,10.67762216,0.03986382,0.47529959,1.05473239,1.15008484,5.16401692,5.91137693,0.04212500,2.90440497
-4.82941471,10.74946805,0.04114938,0.47124945,1.05930015,1.18552932,5.20351791,5.92354835,0.04280003,2.94298578
-4.82341171,10.86139111,0.04260295,0.46878268,1.06628562,1.22855820,5.26400360,5.95340218,0.04375312,2.99726230
-4.81740870,11.01231962,0.04422216,0.46777427,1.07539836,1.27883296,5.34381822,6.00106930,0.04497360,3.06653751
-4.81140570,11.20014326,0.04599875,0.46806423,1.08625311,1.33584646,5.44075980,6.06620848,0.04644400,3.14972667
-4.80540270,11.42176733,0.04791849,0.46946152,1.09838253,1.39893004,5.55213276,6.14802024,0.04814033,3.24538513
-4.79939970,11.67319128,0.04996134,0.47174872,1.11125265,1.46726384,5.67481306,6.24527182,0.05003250,3.35174521
-4.79339670,11.94960907,0.05210175,0.47468732,1.12428052,1.53989059,5.80532441,6.35633219,0.05208499,3.46676115
-4.78739370,12.24552846,0.05430914,0.47802350,1.13685351,1.61573260,5.93992383,6.47921560,0.05425750,3.58816072
-4.78139070,12.55490598,0.05654862,0.48149433,1.14834934,1.69361184,6.07469472,6.61163240,0.05650594,3.71350224
-4.77538769,12.87129401,0.05878175,0.48483407,1.15815635,1.77227293,6.20564521,6.75104554,0.05878333,3.84023534
-4.76938469,13.18799623,0.06096754,0.48778068,1.16569317,1.85040855,6.32880945,6.89473121,0.06104090,3.96576377
-4.76338169,13.49822732,0.06306345,0.49008213,1.17042710,1.92668697,6.44034917,7.03984204,0.06322926,4.08750868
-4.75737869,13.79527302,0.06502652,0.49150266,1.17189053,1.99978109,6.53665269,7.18347141,0.06529952,4.20297052
-4.75137569,14.07264632,0.06681456,0.49182850,1.16969488,2.06839830,6.61442871,7.32271724,0.06720449,4.30978788
-4.74537269,14.32423576,0.06838724,0.49087321,1.16354157,2.13131050,6.67079195,7.45474396,0.06889985,4.40579172
-4.73936968,14.54444214,0.06970722,0.48848228,1.15322972,2.18738328,6.70333790,7.57684124,0.07034518,4.48905344
-4.73336668,14.72830017,0.07074121,0.48453699,1.13866022,2.23560360,6.71020449,7.68647820,0.07150496,4.55792559
-4.72736368,14.87158181,0.07146087,0.47895727,1.11983642,2.27510498,6.69011833,7.78135225,0.07234945,4.61107413
-4.72136068,14.97087902,0.07184360,0.47170358,1.09686122,2.30518923,6.64242417,7.85943132,0.07285538,4.64750148
-4.71535768,15.02366392,0.07187317,0.46277772,1.06993097,2.32534423,6.56709636,7.91898898,0.07300645,4.66655993
-4.70935468,15.02832504,0.07154019,0.45222241,1.03932659,2.33525669,6.46473211,7.95863177,0.07279371,4.66795522
-4.70335168,14.98417935,0.07084231,0.44011983,1.00540216,2.33481974,6.33652657,7.97731840,0.07221567,4.65174057
-4.69734867,14.89146015,0.06978427,0.42658897,0.96857174,2.32413460,6.18423081,7.97437061,0.07127824,4.61830145
-4.69134567,14.75128192,0.06837777,0.41178203,0.92929503,2.30350644,6.01009416,7.94947576,0.06999443,4.56833213
-4.68534267,14.56558359,0.06664108,0.39587984,0.88806224,2.27343437,5.81679305,7.90268127,0.06838390,4.50280481
-4.67933967,14.33705273,0.06459853,0.37908658,0.84537910,2.23459574,5.60734887,7.83438140,0.06647231,4.42293273
-4.67333667,14.06903323,0.06227980,0.36162385,0.80175241,2.18782542,5.38503790,7.74529680,0.06429051,4.33012851
-4.66733367,13.76541981,0.05971909,0.34372437,0.75767661,2.13409047,5.15329640,7.63644753,0.06187367,4.22595935
-4.66133067,13.43054283,0.05695420,0.32562555,0.71362191,2.07446139,4.91562415,7.50912050,0.05926019,4.11210054
-4.65532766,13.06904712,0.05402554,0.30756300,0.67002426,2.01008059,4.67548977,7.36483218,0.05649068,3.99028876
-4.64932466,12.68576859,0.05097508,0.28976433,0.62727732,1.94212949,4.43624083,7.20528763,0.05360687,3.86227679
-4.64332166,12.28561232,0.04784536,0.27244342,0.58572661,1.87179517,4.20102146,7.03233711,0.05065055,3.72979069
