energy_ev,total_up,Mg_p_up,Mg_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.65182591,0.68437496,0.18070226,0.00000000,0.37386431,0.19748539,0.00328300,0.28204914,0.20368847,0.00000000
-5.64582291,0.70524446,0.18185471,0.00000000,0.37734121,0.20915487,0.00277812,0.29104773,0.20599287,0.00000000
-5.63981991,0.73000224,0.18539290,0.00000000,0.38163739,0.22221377,0.00234849,0.29980759,0.21103820,0.00000000
-5.63381691,0.75834415,0.19113222,0.00000000,0.38668269,0.23660856,0.00198753,0.30827320,0.21863314,0.00000000
-5.62781391,0.78995387,0.19888341,0.00000000,0.39241614,0.25227456,0.00168847,0.31639499,0.22857618,0.00000000
-5.62181091,0.82449773,0.20845147,0.00000000,0.39878231,0.26913320,0.00144456,0.32412728,0.24065507,0.00000000
-5.61580790,0.86161873,0.21963405,0.00000000,0.40572700,0.28708940,0.00124921,0.33142601,0.25464589,0.00000000
-5.60980490,0.90093063,0.23221964,0.00000000,0.41319268,0.30602923,0.00109613,0.33824652,0.27031173,0.00000000
-5.60380190,0.94201287,0.24598596,0.00000000,0.42111417,0.32581840,0.00097939,0.34454141,0.28740158,0.00000000
-5.59779890,0.98440699,0.26069875,0.00000000,0.42941486,0.34630148,0.00089347,0.35025898,0.30564951,0.00000000
-5.59179590,1.02761538,0.27611127,0.00000000,0.43800397,0.36730220,0.00083333,0.35534208,0.32477474,0.00000000
-5.58579290,1.07110265,0.29196474,0.00000000,0.44677501,0.38862486,0.00079438,0.35972773,0.34448252,0.00000000
-5.57978989,1.11430012,0.30798991,0.00000000,0.45560559,0.41005701,0.00077250,0.36334751,0.36446625,0.00000000
-5.57378689,1.15661340,0.32390976,0.00000000,0.46435888,0.43137312,0.00076403,0.36612875,0.38441078,0.00000000
-5.56778389,1.19743292,0.33944341,0.00000000,0.47288636,0.45233939,0.00076574,0.36799650,0.40399688,0.00000000
-5.56178089,1.23614713,0.35431103,0.00000000,0.48103199,0.47271929,0.00077485,0.36887620,0.42290694,0.00000000
-5.55577789,1.27215778,0.36823981,0.00000000,0.48863745,0.49227966,0.00078893,0.36869687,0.44083143,0.00000000
-5.54977489,1.30489646,0.38097050,0.00000000,0.49554819,0.51079707,0.00080597,0.36739472,0.45747617,0.00000000
-5.54377189,1.33384169,0.39226443,0.00000000,0.50161985,0.52806402,0.00082431,0.36491690,0.47256987,0.00000000
-5.53776888,1.35853554,0.40191056,0.00000000,0.50672478,0.54389476,0.00084266,0.36122515,0.48587161,0.00000000
-5.53176588,1.37859895,0.40973236,0.00000000,0.51075830,0.55813028,0.00086007,0.35629924,0.49717798,0.00000000
-5.52576288,1.39374488,0.41559395,0.00000000,0.51364420,0.57064235,0.00087592,0.35013985,0.50632939,0.00000000
-5.51975988,1.40378851,0.41940548,0.00000000,0.51533934,0.58133625,0.00088993,0.34277080,0.51321535,0.00000000
-5.51375688,1.40865409,0.42112722,0.00000000,0.51583713,0.59015214,0.00090218,0.33424046,0.51777829,0.00000000
-5.50775388,1.40837795,0.42077229,0.00000000,0.51516962,0.59706510,0.00091304,0.32462221,0.52001583,0.00000000
-5.50175088,1.40310763,0.41840780,0.00000000,0.51340827,0.60208376,0.00092323,0.31401398,0.51998133,0.00000000
-5.49574787,1.39309724,0.41415441,0.00000000,0.51066332,0.60524779,0.00093378,0.30253684,0.51778275,0.00000000
-5.48974487,1.37869928,0.40818414,0.00000000,0.50708197,0.60662435,0.00094603,0.29033271,0.51357975,0.00000000
-5.48374187,1.36035359,0.40071676,0.00000000,0.50284540,0.60630395,0.00096160,0.27756123,0.50757929,0.00000000
-5.47773887,1.33857380,0.39201463,0.00000000,0.49816482,0.60439583,0.00098238,0.26439616,0.50002986,0.00000000
-5.47173587,1.31393221,0.38237632,0.00000000,0.49327685,0.60102329,0.00101048,0.25102111,0.49121467,0.00000000
-5.46573287,1.28704370,0.37212917,0.00000000,0.48843825,0.59631921,0.00104821,0.23762515,0.48144388,0.00000000
-5.45972986,1.25854929,0.36162110,0.00000000,0.48392029,0.59042205,0.00109805,0.22439823,0.47104647,0.00000000
-5.45372686,1.22910019,0.35121178,0.00000000,0.48000286,0.58347242,0.00116254,0.21152666,0.46036167,0.00000000
-5.44772386,1.19934253,0.34126361,0.00000000,0.47696836,0.57561041,0.00124426,0.19918885,0.44973049,0.00000000
-5.44172086,1.16990332,0.33213248,0.00000000,0.47509546,0.56697367,0.00134575,0.18755131,0.43948740,0.00000000
-5.43571786,1.14137778,0.32415876,0.00000000,0.47465269,0.55769616,0.00146942,0.17676513,0.42995232,0.00000000
-5.42971486,1.11431816,0.31765857,0.00000000,0.47589196,0.54790740,0.00161745,0.16696296,0.42142321,0.00000000
-5.42371186,1.08922389,0.31291548,0.00000000,0.47904190,0.53773224,0.00179172,0.15825642,0.41416913,0.00000000
-5.41770885,1.06653312,0.31017295,0.00000000,0.48430101,0.52729065,0.00199371,0.15073419,0.40842405,0.00000000
-5.41170585,1.04661538,0.30962741,0.00000000,0.49183079,0.51669755,0.00222440,0.14446055,0.40438130,0.00000000
-5.40570285,1.02976533,0.31142236,0.00000000,0.50174886,0.50606244,0.00248415,0.13947447,0.40218884,0.00000000
-5.39969985,1.01619745,0.31564348,0.00000000,0.51412229,0.49548864,0.00277269,0.13578920,0.40194529,0.00000000
-5.39369685,1.00604170,0.32231495,0.00000000,0.52896129,0.48507206,0.00308894,0.13339240,0.40369701,0.00000000
-5.38769385,0.99934026,0.33139714,0.00000000,0.54621383,0.47489959,0.00343108,0.13224669,0.40743608,0.00000000
-5.38169085,0.99604562,0.34278587,0.00000000,0.56576119,0.46504703,0.00379639,0.13229070,0.41309954,0.00000000
-5.37568784,0.99602019,0.35631329,0.00000000,0.58741526,0.45557691,0.00418135,0.13344065,0.42056990,0.00000000
-5.36968484,0.99903787,0.37175060,0.00000000,0.61091772,0.44653611,0.00458159,0.13559232,0.42967714,0.00000000
-5.36368184,1.00478802,0.38881279,0.00000000,0.63594159,0.43795382,0.00499196,0.13862364,0.44020232,0.00000000
-5.35767884,1.01288206,0.40716523,0.00000000,0.66209556,0.42983994,0.00540661,0.14239766,0.45188287,0.00000000
-5.35167584,1.02286308,0.42643232,0.00000000,0.68893111,0.42218415,0.00581912,0.14676608,0.46441966,0.00000000
-5.34567284,1.03421855,0.44620800,0.00000000,0.71595276,0.41495594,0.00622265,0.15157324,0.47748573,0.00000000
-5.33966983,1.04639621,0.46606790,0.00000000,0.74263115,0.40810581,0.00661005,0.15666043,0.49073668,0.00000000
-5.33366683,1.05882272,0.48558288,0.00000000,0.76841872,0.40156751,0.00697415,0.16187062,0.50382238,0.00000000
-5.32766383,1.07092476,0.50433358,0.00000000,0.79276763,0.39526157,0.00730788,0.16705333,0.51639968,0.00000000
-5.32166083,1.08215190,0.52192537,0.00000000,0.81514918,0.38909984,0.00760453,0.17206954,0.52814575,0.00000000
-5.31565783,1.09200017,0.53800326,0.00000000,0.83507392,0.38299090,0.00785795,0.17679659,0.53877144,0.00000000
-5.30965483,1.10003554,0.55226605,0.00000000,0.85211161,0.37684609,0.00806275,0.18113261,0.54803420,0.00000000
-5.30365183,1.10591590,0.56447913,0.00000000,0.86591002,0.37058577,0.00821448,0.18500056,0.55574975,0.00000000
-5.29764882,1.10941044,0.57448514,0.00000000,0.87621152,0.36414547,0.00830977,0.18835155,0.56180204,0.00000000
-5.29164582,1.11041528,0.58221214,0.00000000,0.88286666,0.35748149,0.00834646,0.19116714,0.56615083,0.00000000
-5.28564282,1.10896418,0.58767852,0.00000000,0.88584363,0.35057566,0.00832368,0.19346067,0.56883641,0.00000000
-5.27963982,1.10523358,0.59099440,0.00000000,0.88523327,0.34343871,0.00824184,0.19527734,0.56998101,0.00000000
-5.27363682,1.09954115,0.59235923,0.00000000,0.88124888,0.33611231,0.00810267,0.19669290,0.56978671,0.00000000
-5.26763382,1.09233773,0.59205553,0.00000000,0.87422074,0.32866923,0.00790909,0.19781114,0.56852961,0.00000000
-5.26163082,1.08419253,0.59043883,0.00000000,0.86458532,0.32121178,0.00766517,0.19875990,0.56655053,0.00000000
-5.25562781,1.07577204,0.58792414,0.00000000,0.85286961,0.31386846,0.00737593,0.19968599,0.56424232,0.00000000
-5.24962481,1.06781329,0.58496941,0.00000000,0.83967104,0.30678895,0.00704723,0.20074895,0.56203432,0.00000000
-5.24362181,1.06109259,0.58205665,0.00000000,0.82563386,0.30013767,0.00668551,0.20211400,0.56037458,0.00000000
-5.23761881,1.05639106,0.57967142,0.00000000,0.81142301,0.29408625,0.00629762,0.20394437,0.55971047,0.00000000
-5.23161581,1.05445846,0.57828164,0.00000000,0.79769662,0.28880533,0.00589062,0.20639337,0.56046875,0.00000000
-5.22561281,1.05597711,0.57831659,0.00000000,0.78507848,0.28445599,0.00547154,0.20959653,0.56303575,0.00000000
-5.21960980,1.06152755,0.58014718,0.00000000,0.77413162,0.28118153,0.00504722,0.21366418,0.56773885,0.00000000
-5.21360680,1.07155775,0.58406824,0.00000000,0.76533439,0.27909978,0.00462414,0.21867474,0.57483003,0.00000000
-5.20760380,1.08635755,0.59028392,0.00000000,0.75906011,0.27829660,0.00420825,0.22466918,0.58447235,0.00000000
-5.20160080,1.10603955,0.59889674,0.00000000,0.75556126,0.27882083,0.00380489,0.23164689,0.59673021,0.00000000
-5.19559780,1.13052780,0.60990093,0.00000000,0.75495900,0.28068100,0.00341869,0.23956318,0.61156381,0.00000000
-5.18959480,1.15955494,0.62318057,0.00000000,0.75723853,0.28384414,0.00305353,0.24832861,0.62882833,0.00000000
-5.18359180,1.19266824,0.63851252,0.00000000,0.76225055,0.28823659,0.00271252,0.25781031,0.64827793,0.00000000
-5.17758879,1.22924443,0.65557422,0.00000000,0.76971871,0.29374701,0.00239804,0.26783520,0.66957450,0.00000000
-5.17158579,1.26851296,0.67395603,0.00000000,0.77925283,0.30023138,0.00211172,0.27819513,0.69230100,0.00000000
-5.16558279,1.30958663,0.69317761,0.00000000,0.79036713,0.30751971,0.00185457,0.28865373,0.71597861,0.00000000
-5.15957979,1.35149844,0.71270761,0.00000000,0.80250279,0.31542430,0.00162700,0.29895472,0.74008723,0.00000000
-5.15357679,1.39324279,0.73198590,0.00000000,0.81505364,0.32374898,0.00142892,0.30883139,0.76408822,0.00000000
-5.14757379,1.43381944,0.75044712,0.00000000,0.82739391,0.33229895,0.00125983,0.31801684,0.78744836,0.00000000
-5.14157079,1.47227787,0.76754465,0.00000000,0.83890660,0.34089068,0.00111892,0.32625450,0.80966402,0.00000000
-5.13556778,1.50776000,0.78277385,0.00000000,0.84901135,0.34936138,0.00100510,0.33330858,0.83028408,0.00000000
-5.12956478,1.53953922,0.79569333,0.00000000,0.85719030,0.35757754,0.00091714,0.33897390,0.84893078,0.00000000
-5.12356178,1.56705376,0.80594346,0.00000000,0.86301091,0.36544201,0.00085369,0.34308466,0.86531721,0.00000000
-5.11755878,1.58993264,0.81326108,0.00000000,0.86614473,0.37289934,0.00081335,0.34552189,0.87926063,0.00000000
-5.11155578,1.60801300,0.81748985,0.00000000,0.86638114,0.37993906,0.00079470,0.34621897,0.89069087,0.00000000
-5.10555278,1.62134789,0.81858571,0.00000000,0.86363569,0.38659662,0.00079633,0.34516528,0.89965349,0.00000000
-5.09954977,1.63020406,0.81661727,0.00000000,0.85795255,0.39295213,0.00081686,0.34240762,0.90630724,0.00000000
-5.09354677,1.63504994,0.81176122,0.00000000,0.84950126,0.39912676,0.00085493,0.33804931,0.91091621,0.00000000
-5.08754377,1.63653441,0.80429300,0.00000000,0.83856780,0.40527715,0.00090921,0.33224720,0.91383691,0.00000000
-5.08154077,1.63545733,0.79457327,0.00000000,0.82554080,0.41158804,0.00097839,0.32520649,0.91550084,0.00000000
-5.07553777,1.63273351,0.78303100,0.00000000,0.81089329,0.41826359,0.00106118,0.31717379,0.91639361,0.00000000
-5.06953477,1.62935181,0.77014398,0.00000000,0.79516124,0.42551782,0.00115628,0.30842855,0.91703149,0.00000000
-5.06353177,1.62633138,0.75641778,0.00000000,0.77891979,0.43356470,0.00126237,0.29927334,0.91793669,0.00000000
-5.05752876,1.62467729,0.74236423,0.00000000,0.76275827,0.44260844,0.00137812,0.29002329,0.91961241,0.00000000
-5.05152576,1.62533757,0.72848044,0.00000000,0.74725525,0.45283446,0.00150219,0.28099521,0.92251914,0.00000000
-5.04552276,1.62916367,0.71522931,0.00000000,0.73295476,0.46440152,0.00163321,0.27249672,0.92705304,0.00000000
-5.03951976,1.63687617,0.70302239,0.00000000,0.72034449,0.47743534,0.00176981,0.26481582,0.93352767,0.00000000
-5.03351676,1.64903703,0.69220576,0.00000000,0.70983707,0.49202414,0.00191065,0.25821135,0.94215966,0.00000000
-5.02751376,1.66602959,0.68304951,0.00000000,0.70175499,0.50821605,0.00205440,0.25290447,0.95305910,0.00000000
-5.02151076,1.68804681,0.67574099,0.00000000,0.69631966,0.52601861,0.00219980,0.24907174,0.96622479,0.00000000
-5.01550775,1.71508808,0.67038204,0.00000000,0.69364504,0.54540028,0.00234571,0.24683967,0.98154467,0.00000000
-5.00950475,1.74696416,0.66699002,0.00000000,0.69373566,0.56629362,0.00249105,0.24628111,0.99880101,0.00000000
-5.00350175,1.78330990,0.66550233,0.00000000,0.69648926,0.58860012,0.00263492,0.24741346,1.01768025,0.00000000
-4.99749875,1.82360355,0.66578412,0.00000000,0.70170347,0.61219611,0.00277657,0.25019878,1.03778664,0.00000000
-4.99149575,1.86719168,0.66763845,0.00000000,0.70908621,0.63693949,0.00291540,0.25454556,1.05865916,0.00000000
-4.98549275,1.91331815,0.67081836,0.00000000,0.71826928,0.66267682,0.00305102,0.26031236,1.07979074,0.00000000
-4.97948974,1.96115583,0.67504028,0.00000000,0.72882438,0.68925049,0.00318317,0.26731278,1.10064894,0.00000000
-4.97348674,2.00983955,0.67999788,0.00000000,0.74028094,0.71650539,0.00331176,0.27532189,1.12069714,0.00000000
-4.96748374,2.05849892,0.68537595,0.00000000,0.75214491,0.74429506,0.00343683,0.28408364,1.13941537,0.00000000
-4.96148074,2.10628962,0.69086363,0.00000000,0.76391787,0.77248693,0.00355851,0.29331912,1.15632000,0.00000000
-4.95547774,2.15242236,0.69616654,0.00000000,0.77511567,0.80096649,0.00367695,0.30273535,1.17098146,0.00000000
-4.94947474,2.19618818,0.70101734,0.00000000,0.78528592,0.82964039,0.00379235,0.31203423,1.18303955,0.00000000
-4.94347174,2.23697993,0.70518455,0.00000000,0.79402379,0.85843856,0.00390484,0.32092146,1.19221579,0.00000000
-4.93746873,2.27430892,0.70847937,0.00000000,0.80098562,0.88731509,0.00401447,0.32911511,1.19832241,0.00000000
-4.93146573,2.30781695,0.71076042,0.00000000,0.80589976,0.91624839,0.00412115,0.33635351,1.20126805,0.00000000
-4.92546273,2.33728328,0.71193630,0.00000000,0.80857456,0.94524036,0.00422466,0.34240226,1.20105982,0.00000000
-4.91945973,2.36262675,0.71196626,0.00000000,0.80890308,0.97431492,0.00432456,0.34706022,1.19780197,0.00000000
-4.91345673,2.38390315,0.71085885,0.00000000,0.80686466,1.00351588,0.00442024,0.35016418,1.19169134,0.00000000
-4.90745373,2.40129824,0.70866887,0.00000000,0.80252305,1.03290419,0.00451090,0.35159223,1.18300969,0.00000000
-4.90145073,2.41511645,0.70549275,0.00000000,0.79602162,1.06255466,0.00459557,0.35126568,1.17211339,0.00000000
-4.89544772,2.42576603,0.70146266,0.00000000,0.78757551,1.09255207,0.00467312,0.34914958,1.15942078,0.00000000
-4.88944472,2.43374068,0.69673951,0.00000000,0.77746129,1.12298658,0.00474233,0.34525184,1.14539755,0.00000000
-4.88344172,2.43959850,0.69150510,0.00000000,0.76600446,1.15394848,0.00480191,0.33962114,1.13054079,0.00000000
-4.87743872,2.44393847,0.68595377,0.00000000,0.75356525,1.18552218,0.00485060,0.33234362,1.11536191,0.00000000
-4.87143572,2.44737538,0.68028366,0.00000000,0.74052332,1.21777940,0.00488716,0.32353875,1.10036919,0.00000000
-4.86543272,2.45051355,0.67468804,0.00000000,0.72726191,1.25077166,0.00491048,0.31335430,1.08605032,0.00000000
-4.85942971,2.45392039,0.66934674,0.00000000,0.71415211,1.28452226,0.00491961,0.30196091,1.07285549,0.00000000
-4.85342671,2.45810048,0.66441822,0.00000000,0.70153770,1.31901787,0.00491379,0.28954632,1.06118155,0.00000000
-4.84742371,2.46347112,0.66003238,0.00000000,0.68972142,1.35420015,0.00489252,0.27630952,1.05135782,0.00000000
-4.84142071,2.47034032,0.65628438,0.00000000,0.67895293,1.38995796,0.00485555,0.26245502,1.04363392,0.00000000
-4.83541771,2.47888829,0.65322980,0.00000000,0.66941910,1.42612042,0.00480289,0.24818744,1.03817022,0.00000000
-4.82941471,2.48915315,0.65088131,0.00000000,0.66123703,1.46245172,0.00473484,0.23370658,1.03503116,0.00000000
-4.82341171,2.50102211,0.64920698,0.00000000,0.65444996,1.49864799,0.00465192,0.21920304,1.03418195,0.00000000
-4.81740870,2.51422838,0.64813048,0.00000000,0.64902638,1.53433698,0.00455490,0.20485451,1.03548866,0.00000000
-4.81140570,2.52835476,0.64753306,0.00000000,0.64486225,1.56908092,0.00444475,0.19082278,1.03872202,0.00000000
-4.80540270,2.54284383,0.64725748,0.00000000,0.64178633,1.60238287,0.00432260,0.17725149,1.04356477,0.00000000
-4.79939970,2.55701479,0.64711358,0.00000000,0.63956829,1.63369672,0.00418968,0.16426456,1.04962236,0.00000000
-4.79339670,2.57008662,0.64688555,0.00000000,0.63792928,1.66244073,0.00404733,0.15196527,1.05643688,0.00000000
-4.78739370,2.58120669,0.64634040,0.00000000,0.63655453,1.68801440,0.00389691,0.14043606,1.06350345,0.00000000
-4.78139070,2.58948381,0.64523744,0.00000000,0.63510730,1.70981789,0.00373982,0.12973870,1.07028871,0.00000000
-4.77538769,2.59402436,0.64333834,0.00000000,0.63324367,1.72727351,0.00357741,0.11991507,1.07625057,0.00000000
-4.76938469,2.59396992,0.64041731,0.00000000,0.63062750,1.73984813,0.00341103,0.11098819,1.08085848,0.00000000
-4.76338169,2.58853470,0.63627095,0.00000000,0.62694474,1.74707560,0.00324197,0.10296362,1.08361335,0.00000000
-4.75737869,2.57704107,0.63072739,0.00000000,0.62191676,1.74857798,0.00307143,0.09583101,1.08406628,0.00000000
-4.75137569,2.55895149,0.62365418,0.00000000,0.61531182,1.74408460,0.00290061,0.08956583,1.08183539,0.00000000
-4.74537269,2.53389528,0.61496472,0.00000000,0.60695453,1.73344786,0.00273059,0.08413120,1.07661999,0.00000000
-4.73936968,2.50168924,0.60462284,0.00000000,0.59673267,1.71665498,0.00256244,0.07947969,1.06821155,0.00000000
-4.73336668,2.46235089,0.59264544,0.00000000,0.58460135,1.69383515,0.00239716,0.07555519,1.05650108,0.00000000
-4.72736368,2.41610416,0.57910303,0.00000000,0.57058440,1.66526156,0.00223571,0.07229474,1.04148276,0.00000000
-4.72136068,2.36337717,0.56411827,0.00000000,0.55477300,1.63134841,0.00207901,0.06963029,1.02325361,0.00000000
-4.71535768,2.30479252,0.54786255,0.00000000,0.53732179,1.59264285,0.00192796,0.06749041,1.00200965,0.00000000
-4.70935468,2.24115084,0.53055090,0.00000000,0.51844278,1.54981253,0.00178340,0.06580197,0.97803853,0.00000000
-4.70335168,2.17340829,0.51243550,0.00000000,0.49839742,1.50362917,0.00164615,0.06449170,0.95170943,0.00000000
-4.69734867,2.10264954,0.49379804,0.00000000,0.47748730,1.45494913,0.00151698,0.06348763,0.92346054,0.00000000
-4.69134567,2.03005735,0.47494141,0.00000000,0.45604403,1.40469178,0.00139658,0.06272053,0.89378490,0.00000000
-4.68534267,1.95688015,0.45618099,0.00000000,0.43441866,1.35381665,0.00128562,0.06212509,0.86321522,0.00000000
-4.67933967,1.88439912,0.43783596,0.00000000,0.41297121,1.30330026,0.00118465,0.06164109,0.83230832,0.00000000
-4.67333667,1.81389580,0.42022082,0.00000000,0.39206069,1.25411358,0.00109414,0.06121431,0.80162981,0.00000000
-4.66733367,1.74662142,0.40363757,0.00000000,0.37203595,1.20720063,0.00101446,0.06079735,0.77173950,0.00000000
-4.66133067,1.68376882,0.38836858,0.00000000,0.35322755,1.16345907,0.00094585,0.06035017,0.74317796,0.00000000
-4.65532766,1.62644737,0.37467033,0.00000000,0.33594096,1.12372297,0.00088843,0.05984045,0.71645453,0.00000000
-4.64932466,1.57566161,0.36276821,0.00000000,0.32045104,1.08874812,0.00084216,0.05924375,0.69203700,0.00000000
-4.64332166,1.53229338,0.35285231,0.00000000,0.30699783,1.05920001,0.00080689,0.05854340,0.67034305,0.00000000
