energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.58579290,3.16862005,0.01440460,0.62238975,0.99631335,1.45681419,0.00779917,1.05570523,0.84408014,0.17899615
-5.57978989,3.20519020,0.01517860,0.62180860,1.01800023,1.46973338,0.00793041,1.07719273,0.87080765,0.18034451
-5.57378689,3.23476758,0.01592599,0.61881885,1.03716662,1.47875823,0.00803623,1.09691853,0.89606978,0.18185980
-5.56778389,3.25640210,0.01663609,0.61342218,1.05343936,1.48344462,0.00811347,1.11448263,0.91953347,0.18345806
-5.56178089,3.26941600,0.01729827,0.60567847,1.06652004,1.48348635,0.00815986,1.12956759,0.94092481,0.18506708
-5.55577789,3.27340608,0.01790224,0.59570145,1.07619158,1.47871451,0.00817399,1.14194285,0.96003314,0.18662733
-5.54977489,3.26823710,0.01843829,0.58365289,1.08232216,1.46909302,0.00815540,1.15146591,0.97671285,0.18809232
-5.54377189,3.25402690,0.01889752,0.56973531,1.08486608,1.45471049,0.00810447,1.15808043,0.99088263,0.18942845
-5.53776888,3.23112402,0.01927212,0.55418381,1.08386188,1.43576908,0.00802240,1.16181142,1.00252242,0.19061425
-5.53176588,3.20007888,0.01955559,0.53725720,1.07942757,1.41257048,0.00791112,1.16275768,1.01166808,0.19163923
-5.52576288,3.16160977,0.01974293,0.51922892,1.07175325,1.38549995,0.00777317,1.16108191,1.01840408,0.19250232
-5.51975988,3.11656517,0.01983082,0.50037790,1.06109143,1.35500873,0.00761159,1.15699895,1.02285470,0.19320999
-5.51375688,3.06588379,0.01981773,0.48098000,1.04774553,1.32159567,0.00742975,1.15076272,1.02517403,0.19377420
-5.50775388,3.01055397,0.01970397,0.46129998,1.03205689,1.28578857,0.00723122,1.14265226,1.02553532,0.19421025
-5.50175088,2.95157415,0.01949172,0.44158454,1.01439095,1.24812605,0.00701964,1.13295773,1.02412025,0.19453466
-5.49574787,2.88991569,0.01918496,0.42205642,0.99512323,1.20914044,0.00679857,1.12196686,1.02110867,0.19476311
-5.48974487,2.82648963,0.01878934,0.40290982,0.97462552,1.16934227,0.00657138,1.10995237,1.01666921,0.19490864
-5.48374187,2.76211847,0.01831201,0.38430722,0.95325304,1.12920691,0.00634115,1.09716109,1.01095137,0.19498014
-5.47773887,2.69751400,0.01776144,0.36637757,0.93133306,1.08916370,0.00611059,1.08380501,1.00407938,0.19498120
-5.47173587,2.63326183,0.01714707,0.34921581,0.90915536,1.04958779,0.00588196,1.07005485,0.99614819,0.19490935
-5.46573287,2.56981296,0.01647912,0.33288373,0.88696501,1.01079495,0.00565711,1.05603616,0.98722165,0.19475581
-5.45972986,2.50748249,0.01576820,0.31741192,0.86495765,0.97303934,0.00543740,1.04182818,0.97733306,0.19450562
-5.45372686,2.44645511,0.01502507,0.30280275,0.84327743,0.93651403,0.00522377,1.02746545,0.96648785,0.19413827
-5.44772386,2.38679683,0.01426028,0.28903412,0.82201765,0.90135421,0.00501676,1.01294189,0.95466830,0.19362872
-5.44172086,2.32847203,0.01348395,0.27606374,0.80122377,0.86764260,0.00481656,0.99821708,0.94183980,0.19294873
-5.43571786,2.27136460,0.01270552,0.26383381,0.78089878,0.83541677,0.00462311,0.98322442,0.92795844,0.19206852
-5.42971486,2.21530206,0.01193354,0.25227580,0.76101037,0.80467769,0.00443612,0.96788051,0.91297913,0.19095857
-5.42371186,2.16008106,0.01117554,0.24131511,0.74149937,0.77539922,0.00425518,0.95209531,0.89686394,0.18959146
-5.41770885,2.10549286,0.01043792,0.23087552,0.72228919,0.74753773,0.00407985,0.93578240,0.87958998,0.18794373
-5.41170585,2.05134744,0.00972593,0.22088309,0.70329533,0.72104153,0.00390966,0.91886882,0.86115634,0.18599761
-5.40570285,1.99749476,0.00904366,0.21126958,0.68443471,0.69585947,0.00374422,0.90130380,0.84158962,0.18374241
-5.39969985,1.94384236,0.00839407,0.20197505,0.66563408,0.67194836,0.00358326,0.88306605,0.82094759,0.18117571
-5.39369685,1.89036806,0.00777910,0.19294986,0.64683714,0.64927884,0.00342662,0.86416907,0.79932093,0.17830410
-5.38769385,1.83712754,0.00719979,0.18415578,0.62800994,0.62783948,0.00327428,0.84466427,0.77683266,0.17514342
-5.38169085,1.78425630,0.00665635,0.17556643,0.60914445,0.60763892,0.00312636,0.82464171,0.75363555,0.17171865
-5.37568784,1.73196610,0.00614835,0.16716694,0.59025989,0.58870618,0.00298311,0.80422848,0.72990741,0.16806323
-5.36968484,1.68053637,0.00567484,0.15895309,0.57140221,0.57108897,0.00284485,0.78358480,0.70584476,0.16421802
-5.36368184,1.63030103,0.00523449,0.15092983,0.55264144,0.55485051,0.00271199,0.76289812,0.68165517,0.16022983
-5.35767884,1.58163188,0.00482571,0.14310954,0.53406753,0.54006481,0.00258493,0.74237559,0.65754868,0.15614969
-5.35167584,1.53491928,0.00444675,0.13550993,0.51578479,0.52681102,0.00246407,0.72223528,0.63372906,0.15203083
-5.34567284,1.49055172,0.00409577,0.12815191,0.49790542,0.51516706,0.00234972,0.70269680,0.61038514,0.14792663
-5.33966983,1.44889503,0.00377096,0.12105740,0.48054263,0.50520298,0.00224213,0.68397173,0.58768298,0.14388854
-5.33366683,1.41027289,0.00347053,0.11424743,0.46380377,0.49697451,0.00214140,0.66625436,0.56575928,0.13996403
-5.32766383,1.37494934,0.00319279,0.10774031,0.44778391,0.49051709,0.00204747,0.64971348,0.54471633,0.13619485
-5.32166083,1.34311450,0.00293615,0.10155024,0.43256029,0.48584083,0.00196016,0.63448529,0.52461886,0.13261553
-5.31565783,1.31487401,0.00269909,0.09568630,0.41818804,0.48292658,0.00187911,0.62066814,0.50549292,0.12925218
-5.30965483,1.29024286,0.00248024,0.09015182,0.40469721,0.48172338,0.00180381,0.60831902,0.48732685,0.12612184
-5.30365183,1.26914367,0.00227827,0.08494413,0.39209145,0.48214743,0.00173365,0.59745221,0.47007416,0.12323210
-5.29764882,1.25140948,0.00209198,0.08005482,0.38034821,0.48408252,0.00166788,0.58803979,0.45365812,0.12058128
-5.29164582,1.23679074,0.00192020,0.07547019,0.36942053,0.48738207,0.00160572,0.58001422,0.43797781,0.11815895
-5.28564282,1.22496585,0.00176185,0.07117213,0.35924004,0.49187248,0.00154633,0.57327247,0.42291516,0.11594687
-5.27963982,1.21555481,0.00161590,0.06713908,0.34972116,0.49735762,0.00148889,0.56768163,0.40834249,0.11392020
-5.27363682,1.20813483,0.00148136,0.06334722,0.34076602,0.50362436,0.00143260,0.56308550,0.39413029,0.11204895
-5.26763382,1.20225724,0.00135729,0.05977164,0.33226983,0.51044862,0.00137676,0.55931179,0.38015452,0.11029961
-5.26163082,1.19746457,0.00124280,0.05638755,0.32412640,0.51760178,0.00132075,0.55617950,0.36630330,0.10863676
-5.25562781,1.19330700,0.00113707,0.05317130,0.31623333,0.52485708,0.00126408,0.55350613,0.35248239,0.10702478
-5.24962481,1.18935731,0.00103932,0.05010132,0.30849672,0.53199563,0.00120640,0.55111421,0.33861948,0.10542932
-5.24362181,1.18522364,0.00094884,0.04715885,0.30083511,0.53881183,0.00114750,0.54883699,0.32466686,0.10381868
-5.23761881,1.18055948,0.00086499,0.04432842,0.29318239,0.54511787,0.00108733,0.54652295,0.31060265,0.10216491
-5.23161581,1.17507062,0.00078719,0.04159815,0.28548964,0.55074724,0.00102596,0.54403902,0.29643042,0.10044465
-5.22561281,1.16851889,0.00071494,0.03895974,0.27772586,0.55555695,0.00096361,0.54127241,0.28217749,0.09863968
-5.21960980,1.16072266,0.00064781,0.03640836,0.26987755,0.55942869,0.00090059,0.53813107,0.26789201,0.09673717
-5.21360680,1.15155450,0.00058543,0.03394229,0.26194736,0.56226863,0.00083732,0.53454297,0.25363910,0.09472962
-5.20760380,1.14093620,0.00052748,0.03156245,0.25395181,0.56400630,0.00077427,0.53045426,0.23949635,0.09261455
-5.20160080,1.12883194,0.00047373,0.02927181,0.24591842,0.56459249,0.00071197,0.52582664,0.22554898,0.09039400
-5.19559780,1.11523998,0.00042395,0.02707477,0.23788242,0.56399646,0.00065097,0.52063413,0.21188493,0.08807385
-5.18959480,1.10018371,0.00037799,0.02497654,0.22988319,0.56220275,0.00059181,0.51485973,0.19859024,0.08566299
-5.18359180,1.08370273,0.00033571,0.02298251,0.22196086,0.55920785,0.00053504,0.50849191,0.18574484,0.08317251
-5.17758879,1.06584456,0.00029700,0.02109772,0.21415312,0.55501701,0.00048117,0.50152168,0.17341905,0.08061486
-5.17158579,1.04665754,0.00026178,0.01932639,0.20649243,0.54964131,0.00043068,0.49393998,0.16167090,0.07800304
-5.16558279,1.02618542,0.00022997,0.01767158,0.19900395,0.54309552,0.00038402,0.48573604,0.15054421,0.07535000
-5.15957979,1.00446399,0.00020153,0.01613491,0.19170405,0.53539654,0.00034161,0.47689640,0.14006776,0.07266802
-5.15357679,0.98151976,0.00017640,0.01471651,0.18459966,0.52656277,0.00030385,0.46740507,0.13025509,0.06996845
-5.14757379,0.95737084,0.00015457,0.01341492,0.17768828,0.51661439,0.00027115,0.45724439,0.12110531,0.06726143
-5.14157079,0.93202990,0.00013604,0.01222724,0.17095881,0.50557445,0.00024392,0.44639683,0.11260438,0.06455594
-5.13556778,0.90550869,0.00012084,0.01114927,0.16439286,0.49347069,0.00022260,0.43484747,0.10472704,0.06185990
-5.12956478,0.87782409,0.00010903,0.01017574,0.15796669,0.48033796,0.00020771,0.42258687,0.09743909,0.05918050
-5.12356178,0.84900483,0.00010073,0.00930065,0.15165339,0.46622101,0.00019987,0.40961427,0.09069982,0.05652456
-5.11755878,0.81909860,0.00009611,0.00851751,0.14542533,0.45117737,0.00019981,0.39594081,0.08446461,0.05389903
-5.11155578,0.78817896,0.00009540,0.00781972,0.13925663,0.43528017,0.00020840,0.38159248,0.07868735,0.05131147
-5.10555278,0.75635149,0.00009890,0.00720084,0.13312547,0.41862052,0.00022672,0.36661265,0.07332276,0.04877055
-5.09954977,0.72375866,0.00010702,0.00665493,0.12701622,0.40130934,0.00025604,0.35106399,0.06832833,0.04628656
-5.09354677,0.69058328,0.00012024,0.00617676,0.12092115,0.38347840,0.00029786,0.33502959,0.06366602,0.04387171
-5.08754377,0.65704999,0.00013914,0.00576205,0.11484180,0.36528044,0.00035391,0.31861319,0.05930346,0.04154052
-5.08154077,0.62342474,0.00016439,0.00540765,0.10878975,0.34688830,0.00042617,0.30193855,0.05521483,0.03930990
-5.07553777,0.59001235,0.00019677,0.00511163,0.10278700,0.32849299,0.00051687,0.28514793,0.05138127,0.03719924
-5.06953477,0.55715195,0.00023715,0.00487337,0.09686584,0.31030080,0.00062845,0.26839968,0.04779103,0.03523028
-5.06353177,0.52521076,0.00028645,0.00469358,0.09106825,0.29252950,0.00076352,0.25186522,0.04443915,0.03342684
-5.05752876,0.49457630,0.00034566,0.00457427,0.08544505,0.27540377,0.00092484,0.23572545,0.04132702,0.03181449
-5.05152576,0.46564745,0.00041580,0.00451870,0.08005464,0.25914999,0.00111525,0.22016672,0.03846164,0.03042002
-5.04552276,0.43882465,0.00049790,0.00453130,0.07496164,0.24399064,0.00133755,0.20537673,0.03585474,0.02927084
-5.03951976,0.41449969,0.00059294,0.00461750,0.07023543,0.23013853,0.00159444,0.19154032,0.03352189,0.02839431
-5.03351676,0.39304554,0.00070180,0.00478366,0.06594860,0.21779096,0.00188840,0.17883547,0.03148146,0.02781702
-5.02751376,0.37480639,0.00082526,0.00503686,0.06217554,0.20712416,0.00222152,0.16742963,0.02975372,0.02756398
-5.02151076,0.36008851,0.00096391,0.00538475,0.05899107,0.19828810,0.00259541,0.15747645,0.02835987,0.02765786
-5.01550775,0.34915191,0.00111807,0.00583537,0.05646933,0.19140188,0.00301103,0.14911305,0.02732127,0.02811828
-5.00950475,0.34220333,0.00128782,0.00639697,0.05468267,0.18654984,0.00346853,0.14245788,0.02665864,0.02896102
-5.00350175,0.33939060,0.00147285,0.00707780,0.05370085,0.18377854,0.00396716,0.13760911,0.02639147,0.03019741
-4.99749875,0.34079840,0.00167250,0.00788598,0.05359033,0.18309468,0.00450511,0.13464369,0.02653748,0.03183379
-4.99149575,0.34644582,0.00188566,0.00882923,0.05441365,0.18446402,0.00507942,0.13361680,0.02711218,0.03387100
-4.98549275,0.35628534,0.00211078,0.00991478,0.05622888,0.18781147,0.00568594,0.13456195,0.02812851,0.03630411
-4.97948974,0.37020365,0.00234586,0.01114911,0.05908913,0.19302209,0.00631926,0.13749129,0.02959655,0.03912221
-4.97348674,0.38802386,0.00258843,0.01253780,0.06304195,0.19994339,0.00697274,0.14239637,0.03152328,0.04230836
-4.96748374,0.40950932,0.00283559,0.01408537,0.06812873,0.20838846,0.00763858,0.14924905,0.03391236,0.04583971
-4.96148074,0.43436876,0.00308406,0.01579509,0.07438388,0.21814026,0.00830794,0.15800260,0.03676395,0.04968780
-4.95547774,0.46226264,0.00333023,0.01766879,0.08183400,0.22895663,0.00897109,0.16859281,0.04007453,0.05381893
-4.94947474,0.49281050,0.00357023,0.01970677,0.09049677,0.24057615,0.00961762,0.18093918,0.04383666,0.05819477
-4.94347174,0.52559915,0.00380004,0.02190759,0.10037982,0.25272456,0.01023671,0.19494603,0.04803887,0.06277300
-4.93746873,0.56019140,0.00401560,0.02426798,0.11147941,0.26512151,0.01081741,0.21050357,0.05266541,0.06750815
-4.93146573,0.59613501,0.00421293,0.02678269,0.12377910,0.27748761,0.01134898,0.22748887,0.05769607,0.07235242
-4.92546273,0.63297181,0.00438820,0.02944444,0.13724844,0.28955134,0.01182116,0.24576680,0.06310605,0.07725662
-4.91945973,0.67024640,0.00453795,0.03224382,0.15184170,0.30105574,0.01222458,0.26519083,0.06886581,0.08217108
-4.91345673,0.70751448,0.00465911,0.03516929,0.16749685,0.31176453,0.01255100,0.28560391,0.07494099,0.08704656
-4.90745373,0.74435030,0.00474915,0.03820719,0.18413470,0.32146762,0.01279361,0.30683923,0.08129243,0.09183516
-4.90145073,0.78035327,0.00480617,0.04134178,0.20165849,0.32998553,0.01294729,0.32872113,0.08787628,0.09649105
-4.89544772,0.81515340,0.00482894,0.04455539,0.21995385,0.33717286,0.01300875,0.35106608,0.09464417,0.10097121
-4.88944472,0.84841546,0.00481698,0.04782856,0.23888930,0.34292055,0.01297670,0.37368372,0.10154360,0.10523600
-4.88344172,0.87984203,0.00477055,0.05114027,0.25831725,0.34715678,0.01285184,0.39637822,0.10851840,0.10924962
-4.87743872,0.90917517,0.00469064,0.05446828,0.27807566,0.34984677,0.01263690,0.41894976,0.11550936,0.11298044
-4.87143572,0.93619701,0.00457895,0.05778944,0.29799015,0.35099127,0.01233648,0.44119633,0.12245505,0.11640123
-4.86543272,0.96072936,0.00443782,0.06108015,0.31787685,0.35062401,0.01195694,0.46291574,0.12929272,0.11948920
-4.85942971,0.98263239,0.00427017,0.06431683,0.33754558,0.34880822,0.01150617,0.48390794,0.13595936,0.12222605
-4.85342671,1.00180289,0.00407935,0.06747645,0.35680360,0.34563242,0.01099333,0.50397763,0.14239291,0.12459787
-4.84742371,1.01817198,0.00386908,0.07053711,0.37545968,0.34120579,0.01042854,0.52293708,0.14853350,0.12659501
-4.84142071,1.03170288,0.00364332,0.07347863,0.39332833,0.33565320,0.00982258,0.54060911,0.15432477,0.12821190
-4.83541771,1.04238866,0.00340612,0.07628316,0.41023424,0.32911032,0.00918655,0.55683033,0.15971522,0.12944688
-4.82941471,1.05025038,0.00316153,0.07893577,0.42601661,0.32171897,0.00853158,0.57145431,0.16465951,0.13030200
-4.82341171,1.05533567,0.00291347,0.08142501,0.44053331,0.31362292,0.00786854,0.58435481,0.16911973,0.13078292
-4.81740870,1.05771775,0.00266566,0.08374345,0.45366471,0.30496426,0.00720775,0.59542890,0.17306653,0.13089872
-4.81140570,1.05749510,0.00242149,0.08588804,0.46531707,0.29588060,0.00655880,0.60459979,0.17648011,0.13066184
-4.80540270,1.05479158,0.00218399,0.08786049,0.47542523,0.28650297,0.00593039,0.61181934,0.17935105,0.13008801
-4.79939970,1.04975688,0.00195578,0.08966746,0.48395467,0.27695469,0.00533015,0.61707014,0.18168082,0.12919615
-4.79339670,1.04256717,0.00173902,0.09132054,0.49090269,0.26735085,0.00476466,0.62036692,0.18348214,0.12800833
-4.78739370,1.03342575,0.00153541,0.09283620,0.49629866,0.25779865,0.00423936,0.62175728,0.18477894,0.12654971
-4.78139070,1.02256332,0.00134620,0.09423540,0.50020330,0.24839817,0.00375862,0.62132168,0.18560606,0.12484832
-4.77538769,1.01023771,0.00117221,0.09554315,0.50270699,0.23924368,0.00332579,0.61917243,0.18600861,0.12293494
-4.76938469,0.99673273,0.00101385,0.09678773,0.50392708,0.23042506,0.00294328,0.61545183,0.18604100,0.12084276
-4.76338169,0.98235597,0.00087118,0.09799987,0.50400417,0.22202935,0.00261268,0.61032922,0.18576559,0.11860695
-4.75737869,0.96743524,0.00074395,0.09921164,0.50309760,0.21414207,0.00233488,0.60399719,0.18525114,0.11626422
-4.75137569,0.95231375,0.00063165,0.10045523,0.50138014,0.20684829,0.00211020,0.59666674,0.18457087,0.11385207
-4.74537269,0.93734371,0.00053356,0.10176165,0.49903209,0.20023313,0.00193850,0.58856175,0.18380038,0.11140812
-4.73936968,0.92287867,0.00044882,0.10315934,0.49623488,0.19438181,0.00181929,0.57991263,0.18301528,0.10896923
-4.73336668,0.90926458,0.00037644,0.10467274,0.49316461,0.18937888,0.00175180,0.57094959,0.18228885,0.10657055
-4.72736368,0.89682989,0.00031540,0.10632090,0.48998544,0.18530688,0.00173506,0.56189554,0.18168952,0.10424457
-4.72136068,0.88587507,0.00026462,0.10811629,0.48684348,0.18224426,0.00176790,0.55295904,0.18127850,0.10202012
-4.71535768,0.87666183,0.00022304,0.11006361,0.48386103,0.18026269,0.00184901,0.54432743,0.18110750,0.09992149
-4.70935468,0.86940268,0.00018964,0.11215900,0.48113179,0.17942391,0.00197689,0.53616055,0.18121664,0.09796752
-4.70335168,0.86425120,0.00016344,0.11438936,0.47871699,0.17977619,0.00214981,0.52858522,0.18163274,0.09617098
-4.69734867,0.86129353,0.00014351,0.11673215,0.47664279,0.18135063,0.00236577,0.52169083,0.18236789,0.09453794
-4.69134567,0.86054173,0.00012901,0.11915543,0.47489909,0.18415751,0.00262243,0.51552615,0.18341858,0.09306758
-4.68534267,0.86192912,0.00011916,0.12161833,0.47343971,0.18818294,0.00291702,0.51009766,0.18476525,0.09175204
-4.67933967,0.86530832,0.00011326,0.12407192,0.47218414,0.19338591,0.00324628,0.50536938,0.18637241,0.09057663
-4.67333667,0.87045197,0.00011066,0.12646033,0.47102072,0.19969613,0.00360642,0.50126440,0.18818930,0.08952034
-4.66733367,0.87705642,0.00011079,0.12872237,0.46981116,0.20701274,0.00399302,0.49766792,0.19015112,0.08855651
-4.66133067,0.88474826,0.00011314,0.13079325,0.46839619,0.21520408,0.00440106,0.49443180,0.19218077,0.08765381
-4.65532766,0.89309382,0.00011723,0.13260663,0.46660214,0.22410865,0.00482487,0.49138043,0.19419107,0.08677736
-4.64932466,0.90161102,0.00012266,0.13409675,0.46424825,0.23353732,0.00525821,0.48831769,0.19608736,0.08589007
-4.64332166,0.90978355,0.00012903,0.13520066,0.46115417,0.24327673,0.00569432,0.48503470,0.19777045,0.08495401
