energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.52576288,0.79416830,0.00108973,0.12052970,0.34699335,0.34548532,0.00429761,0.16389054,0.24183254,0.02001341
-5.51975988,0.82599027,0.00097131,0.12203969,0.34492394,0.36817975,0.00444944,0.16757472,0.25461839,0.02013616
-5.51375688,0.86511267,0.00087709,0.12454908,0.34634314,0.39370555,0.00465376,0.17305146,0.26925344,0.02053074
-5.50775388,0.91054113,0.00080425,0.12795625,0.35081129,0.42168091,0.00490419,0.18004675,0.28539251,0.02116202
-5.50175088,0.96121638,0.00075022,0.13214706,0.35787218,0.45168146,0.00519415,0.18828525,0.30268136,0.02199441
-5.49574787,1.01603580,0.00071269,0.13699787,0.36706496,0.48324779,0.00551703,0.19749648,0.32076428,0.02299245
-5.48974487,1.07387669,0.00068972,0.14237883,0.37793618,0.51589429,0.00586626,0.20742095,0.33929220,0.02412141
-5.48374187,1.13362114,0.00067977,0.14815745,0.39005181,0.54911946,0.00623551,0.21781636,0.35793091,0.02534784
-5.47773887,1.19418210,0.00068171,0.15420222,0.40300892,0.58241723,0.00661881,0.22846353,0.37636952,0.02664009
-5.47173587,1.25453002,0.00069487,0.16038628,0.41644679,0.61528942,0.00701066,0.23917225,0.39432867,0.02796884
-5.46573287,1.31371946,0.00071907,0.16659096,0.43005706,0.64725858,0.00740625,0.24978659,0.41156833,0.02930757
-5.45972986,1.37091478,0.00075459,0.17270920,0.44359260,0.67788124,0.00780154,0.26018973,0.42789494,0.03063304
-5.45372686,1.42541387,0.00080224,0.17864860,0.45687467,0.70676079,0.00819342,0.27030795,0.44316737,0.03192567
-5.44772386,1.47666926,0.00086330,0.18433405,0.46979814,0.73355965,0.00857979,0.28011365,0.45730172,0.03316990
-5.44172086,1.52430519,0.00093953,0.18970984,0.48233430,0.75801027,0.00895973,0.28962719,0.47027432,0.03435449
-5.43571786,1.56813016,0.00103314,0.19474115,0.49453113,0.77992432,0.00933346,0.29891728,0.48212291,0.03547261
-5.42971486,1.60814380,0.00114675,0.19941486,0.50651075,0.79919972,0.00970245,0.30809990,0.49294575,0.03652202
-5.42371186,1.64453761,0.00128337,0.20373961,0.51846397,0.81582512,0.01006934,0.31733555,0.50289849,0.03750490
-5.41770885,1.67768913,0.00144628,0.20774506,0.53064209,0.82988146,0.01043790,0.32682474,0.51218892,0.03842771
-5.41170585,1.70814928,0.00163901,0.21148037,0.54334589,0.84154047,0.01081290,0.33680198,0.52106945,0.03930083
-5.40570285,1.73662311,0.00186519,0.21501205,0.55691226,0.85105998,0.01119991,0.34752804,0.52982773,0.04013812
-5.39969985,1.76394430,0.00212847,0.21842094,0.57169878,0.85877617,0.01160510,0.35928091,0.53877551,0.04095623
-5.39369685,1.79104429,0.00243242,0.22179880,0.58806683,0.86509293,0.01203494,0.37234572,0.54823624,0.04177397
-5.38769385,1.81891685,0.00278032,0.22524435,0.60636379,0.87046867,0.01249589,0.38700370,0.55853171,0.04261142
-5.38169085,1.84857962,0.00317508,0.22885902,0.62690506,0.87540101,0.01299406,0.40352097,0.56996841,0.04348909
-5.37568784,1.88103394,0.00361908,0.23274263,0.64995675,0.88041001,0.01353479,0.42213712,0.58282407,0.04442696
-5.36968484,1.91722460,0.00411395,0.23698904,0.67571959,0.88602045,0.01412238,0.44305455,0.59733496,0.04544361
-5.36368184,1.95800131,0.00466052,0.24168218,0.70431507,0.89274400,0.01475964,0.46642851,0.61368459,0.04655533
-5.35767884,2.00408342,0.00525860,0.24689236,0.73577431,0.90106192,0.01544762,0.49235877,0.63199424,0.04777533
-5.35167584,2.05602952,0.00590688,0.25267329,0.77003034,0.91140893,0.01618536,0.52088292,0.65231585,0.04911306
-5.34567284,2.11421319,0.00660286,0.25905980,0.80691429,0.92415898,0.01696965,0.55197191,0.67462761,0.05057373
-5.33966983,2.17880611,0.00734271,0.26606630,0.84615569,0.93961346,0.01779494,0.58552793,0.69883253,0.05215793
-5.33366683,2.24976911,0.00812131,0.27368626,0.88738704,0.95799223,0.01865332,0.62138488,0.72476005,0.05386148
-5.32766383,2.32685170,0.00893217,0.28189243,0.93015262,0.97942777,0.01953462,0.65931139,0.75217072,0.05567553
-5.32166083,2.40959991,0.00976755,0.29063795,0.97392119,1.00396267,0.02042654,0.69901639,0.78076370,0.05758672
-5.31565783,2.49737214,0.01061850,0.29985824,1.01810206,1.03155042,0.02131502,0.74015700,0.81018689,0.05957771
-5.30965483,2.58936208,0.01147502,0.30947345,1.06206400,1.06205928,0.02218457,0.78234852,0.84004912,0.06162775
-5.30365183,2.68462777,0.01232621,0.31939133,1.10515610,1.09527911,0.02301876,0.82517602,0.86993392,0.06371341
-5.29764882,2.78212514,0.01316054,0.32951041,1.14672968,1.13093062,0.02380072,0.86820716,0.89941434,0.06580945
-5.29164582,2.88074483,0.01396603,0.33972323,1.18616036,1.16867660,0.02451378,0.91100573,0.92806798,0.06788976
-5.28564282,2.97935028,0.01473062,0.34991946,1.22286931,1.20813467,0.02514200,0.95314527,0.95549180,0.06992826
-5.27963982,3.07681573,0.01544240,0.35998873,1.25634276,1.24889087,0.02567078,0.99422241,0.98131590,0.07189985
-5.27363682,3.17206242,0.01608994,0.36982307,1.28614901,1.29051360,0.02608741,1.03386914,1.00521585,0.07378128
-5.26763382,3.26409173,0.01666263,0.37931890,1.31195215,1.33256745,0.02638154,1.07176385,1.02692305,0.07555192
-5.26163082,3.35201398,0.01715093,0.38837842,1.33352220,1.37462624,0.02654563,1.10764045,1.04623281,0.07719444
-5.25562781,3.43507214,0.01754665,0.39691062,1.35074110,1.41628513,0.02657525,1.14129540,1.06300981,0.07869532
-5.24962481,3.51265984,0.01784319,0.40483175,1.36360461,1.45717123,0.02646928,1.17259239,1.07719104,0.08004522
-5.24362181,3.58433326,0.01803577,0.41206549,1.37222015,1.49695264,0.02622996,1.20146445,1.08878605,0.08123923
-5.23761881,3.64981705,0.01812151,0.41854292,1.37680073,1.53534564,0.02586295,1.22791358,1.09787481,0.08227687
-5.23161581,3.70900436,0.01809955,0.42420241,1.37765554,1.57211995,0.02537707,1.25200780,1.10460320,0.08316204
-5.22561281,3.76195142,0.01797109,0.42898951,1.37517748,1.60710204,0.02478414,1.27387583,1.10917664,0.08390276
-5.21960980,3.80886717,0.01773935,0.43285709,1.36982853,1.64017653,0.02409854,1.29369969,1.11185203,0.08451082
-5.21360680,3.85009863,0.01740948,0.43576569,1.36212322,1.67128562,0.02333688,1.31170528,1.11292834,0.08500131
-5.20760380,3.88611258,0.01698840,0.43768419,1.35261119,1.70042683,0.02251744,1.32815155,1.11273637,0.08539204
-5.20160080,3.91747435,0.01648465,0.43859076,1.34185923,1.72764897,0.02165968,1.34331844,1.11162774,0.08570292
-5.19559780,3.94482434,0.01590812,0.43847404,1.33043353,1.75304667,0.02078370,1.35749409,1.10996363,0.08595526
-5.18959480,3.96885294,0.01526982,0.43733456,1.31888255,1.77675353,0.01990972,1.37096178,1.10810341,0.08617103
-5.18359180,3.99027455,0.01458155,0.43518605,1.30772100,1.79893417,0.01905754,1.38398699,1.10639345,0.08637215
-5.17758879,4.00980124,0.01385562,0.43205673,1.29741533,1.81977534,0.01824605,1.39680517,1.10515630,0.08657970
-5.17158579,4.02811679,0.01310454,0.42799023,1.28837105,1.83947645,0.01749284,1.40961051,1.10468049,0.08681317
-5.16558279,4.04585165,0.01234072,0.42304610,1.28092199,1.85823971,0.01681374,1.42254627,1.10521108,0.08708984
-5.15957979,4.06355952,0.01157620,0.41729971,1.27532190,1.87626025,0.01622255,1.43569695,1.10694119,0.08742401
-5.15357679,4.08169614,0.01082235,0.41084151,1.27173840,1.89371648,0.01573077,1.44908278,1.11000476,0.08782654
-5.14757379,4.10060095,0.01008965,0.40377551,1.27024932,1.91076111,0.01534735,1.46265663,1.11447071,0.08830428
-5.14157079,4.12048230,0.00938753,0.39621708,1.27084171,1.92751298,0.01507861,1.47630368,1.12033875,0.08885975
-5.13556778,4.14140667,0.00872415,0.38829006,1.27341329,1.94405009,0.01492810,1.48984374,1.12753702,0.08949087
-5.12956478,4.16329238,0.00810633,0.38012333,1.27777646,1.96040417,0.01489662,1.50303644,1.13592184,0.09019087
-5.12356178,4.18590831,0.00753944,0.37184702,1.28366476,1.97655669,0.01498225,1.51558888,1.14527964,0.09094839
-5.11755878,4.20887759,0.00702738,0.36358842,1.29074154,1.99243679,0.01518040,1.52716569,1.15533122,0.09174764
-5.11155578,4.23168647,0.00657261,0.35546799,1.29861084,2.00792095,0.01548400,1.53740093,1.16573833,0.09256887
-5.10555278,4.25369810,0.00617612,0.34759551,1.30682988,2.02283455,0.01588363,1.54591152,1.17611255,0.09338885
-5.09954977,4.27417086,0.00583759,0.34006669,1.31492309,2.03695520,0.01636779,1.55231159,1.18602621,0.09418160
-5.09354677,4.29228063,0.00555541,0.33296028,1.32239709,2.05001771,0.01692314,1.55622698,1.19502513,0.09491921
-5.08754377,4.30714616,0.00532689,0.32633595,1.32875613,2.06172058,0.01753484,1.55730953,1.20264273,0.09557270
-5.08154077,4.31785677,0.00514834,0.32023297,1.33351750,2.07173369,0.01818684,1.55525032,1.20841505,0.09611298
-5.07553777,4.32350113,0.00501527,0.31466960,1.33622642,2.07970717,0.01886227,1.54979131,1.21189614,0.09651184
-5.06953477,4.32319622,0.00492254,0.30964343,1.33646963,2.08528083,0.01954385,1.54073495,1.21267313,0.09674286
-5.06353177,4.31611529,0.00486453,0.30513241,1.33388753,2.08809429,0.02021420,1.52795128,1.21038042,0.09678228
-5.05752876,4.30151381,0.00483535,0.30109650,1.32818407,2.08779724,0.02085632,1.51138231,1.20471239,0.09660976
-5.05152576,4.27875256,0.00482896,0.29747989,1.31913432,2.08405968,0.02145389,1.49104346,1.19543401,0.09620901
-5.04552276,4.24731710,0.00483936,0.29421362,1.30658924,2.07658197,0.02199169,1.46702228,1.18238895,0.09556826
-5.03951976,4.20683308,0.00486072,0.29121839,1.29047783,2.06510432,0.02245591,1.43947436,1.16550494,0.09468050
-5.03351676,4.15707711,0.00488755,0.28840749,1.27080633,2.04941566,0.02283441,1.40861705,1.14479592,0.09354362
-5.02751376,4.09798298,0.00491478,0.28568975,1.24765499,2.02936155,0.02311700,1.37472120,1.12036120,0.09216034
-5.02151076,4.02964356,0.00493789,0.28297228,1.22117240,2.00485112,0.02329561,1.33810151,1.09238160,0.09053790
-5.01550775,3.95230840,0.00495294,0.28016311,1.19156799,1.97586277,0.02336442,1.29910618,1.06111286,0.08868777
-5.00950475,3.86637776,0.00495673,0.27717346,1.15910297,1.94244853,0.02331989,1.25810623,1.02687660,0.08662507
-5.00350175,3.77239340,0.00494674,0.27391985,1.12408040,1.90473693,0.02316082,1.21548527,0.99004947,0.08436805
-4.99749875,3.67102689,0.00492124,0.27032585,1.08683481,1.86293443,0.02288824,1.17163009,0.95105090,0.08193746
-4.99149575,3.56306605,0.00487925,0.26632359,1.04772184,1.81732512,0.02250530,1.12692254,0.91033007,0.07935591
-4.98549275,3.44940015,0.00482056,0.26185499,1.00710851,1.76826881,0.02201715,1.08173301,0.86835277,0.07664728
-4.97948974,3.33100429,0.00474573,0.25687282,0.96536431,1.71619745,0.02143065,1.03641562,0.82558851,0.07383617
-4.97348674,3.20892361,0.00465602,0.25134149,0.92285354,1.66160995,0.02075419,0.99130523,0.78249863,0.07094742
-4.96748374,3.08425747,0.00455339,0.24523767,0.87992897,1.60506532,0.01999740,0.94671607,0.73952562,0.06800570
-4.96148074,2.95814397,0.00444045,0.23855073,0.83692695,1.54717439,0.01917087,0.90294191,0.69708402,0.06503522
-4.95547774,2.83174479,0.00432042,0.23128293,0.79416392,1.48859022,0.01828586,0.86025733,0.65555316,0.06205946
-4.94947474,2.70623039,0.00419705,0.22344948,0.75193413,1.42999724,0.01735404,0.81891974,0.61527171,0.05910103
-4.94347174,2.58276557,0.00407460,0.21507826,0.71050852,1.37209939,0.01638718,0.77917177,0.57653420,0.05618157
-4.93746873,2.46249514,0.00395772,0.20620938,0.67013431,1.31560761,0.01539694,0.74124354,0.53958922,0.05332168
-4.93146573,2.34652963,0.00385145,0.19689439,0.63103525,1.26122662,0.01439463,0.70535449,0.50463921,0.05054090
-4.92546273,2.23593094,0.00376111,0.18719525,0.59341206,1.20964157,0.01339099,0.67171436,0.47184165,0.04785762
-4.91945973,2.13169780,0.00369223,0.17718300,0.55744303,1.16150451,0.01239607,0.64052304,0.44131130,0.04528905
-4.91345673,2.03475109,0.00365044,0.16693614,0.52328441,1.11742124,0.01141903,0.61196932,0.41312323,0.04285116
-4.90745373,1.94591899,0.00364141,0.15653883,0.49107054,1.07793849,0.01046809,0.58622820,0.38731636,0.04055849
-4.90145073,1.86592231,0.00367069,0.14607884,0.46091366,1.04353194,0.00955047,0.56345710,0.36389731,0.03842406
-4.89544772,1.79536002,0.00374364,0.13564542,0.43290333,1.01459519,0.00867226,0.54379096,0.34284420,0.03645913
-4.88944472,1.73469558,0.00386525,0.12532710,0.40710558,0.99142986,0.00783851,0.52733661,0.32411036,0.03467297
-4.88344172,1.68424435,0.00404001,0.11520950,0.38356184,0.97423724,0.00705317,0.51416663,0.30762771,0.03307265
-4.87743872,1.64416255,0.00427177,0.10537333,0.36228779,0.96311149,0.00631916,0.50431324,0.29330977,0.03166278
-4.87143572,1.61443845,0.00456352,0.09589244,0.34327240,0.95803471,0.00563837,0.49776247,0.28105420,0.03044531
-4.86543272,1.59488607,0.00491729,0.08683229,0.32647712,0.95887404,0.00501179,0.49444916,0.27074496,0.02941929
-4.85942971,1.58514209,0.00533393,0.07824861,0.31183561,0.96538095,0.00443952,0.49425310,0.26225400,0.02858080
-4.85342671,1.58466638,0.00581298,0.07018645,0.29925396,0.97719288,0.00392090,0.49699668,0.25544267,0.02792284
-4.84742371,1.59274643,0.00635253,0.06267964,0.28861166,0.99383739,0.00345459,0.50244436,0.25016284,0.02743533
-4.84142071,1.60850604,0.00694913,0.05575063,0.27976326,1.01473878,0.00303866,0.51030401,0.24625783,0.02710528
-4.83541771,1.63091846,0.00759770,0.04941060,0.27254079,1.03922742,0.00267066,0.52023047,0.24356341,0.02691690
-4.82941471,1.65882379,0.00829148,0.04366006,0.26675696,1.06655154,0.00234776,0.53183103,0.24190871,0.02685191
-4.82341171,1.69095074,0.00902212,0.03848963,0.26220899,1.09589151,0.00206682,0.54467295,0.24111739,0.02688993
-4.81740870,1.72594222,0.00977971,0.03388111,0.25868305,1.12637648,0.00182448,0.55829279,0.24100898,0.02700890
-4.81140570,1.76238438,0.01055293,0.02980868,0.25595903,1.15710294,0.00161723,0.57220711,0.24140059,0.02718560
-4.80540270,1.79883833,0.01132928,0.02624034,0.25381566,1.18715493,0.00144151,0.58592443,0.24210888,0.02739620
-4.79939970,1.83387385,0.01209533,0.02313921,0.25203572,1.21562545,0.00129376,0.59895786,0.24295235,0.02761686
-4.79339670,1.86610401,0.01283706,0.02046504,0.25041109,1.24163842,0.00117050,0.61083792,0.24375407,0.02782431
-4.78739370,1.89421966,0.01354017,0.01817552,0.24874756,1.26437066,0.00106836,0.62112526,0.24434447,0.02799643
-4.78139070,1.91702271,0.01419054,0.01622758,0.24686924,1.28307299,0.00098413,0.62942264,0.24456446,0.02811284
-4.77538769,1.93345693,0.01477460,0.01457848,0.24462233,1.29708997,0.00091485,0.63538570,0.24426853,0.02815536
-4.76938469,1.94263519,0.01527977,0.01318686,0.24187818,1.30587736,0.00085774,0.63873224,0.24332777,0.02810848
-4.76338169,1.94386209,0.01569485,0.01201350,0.23853555,1.30901663,0.00081032,0.63924948,0.24163270,0.02795969
-4.75737869,1.93665091,0.01601035,0.01102202,0.23452201,1.30622589,0.00077035,0.63679919,0.23909576,0.02769974
-4.75137569,1.92073436,0.01621887,0.01017933,0.22979437,1.29736685,0.00073591,0.63132026,0.23565327,0.02732279
-4.74537269,1.89606835,0.01631529,0.00945591,0.22433826,1.28244718,0.00070532,0.62282890,0.23126680,0.02682648
-4.73936968,1.86282874,0.01629693,0.00882605,0.21816678,1.26161833,0.00067721,0.61141617,0.22592384,0.02621183
-4.73336668,1.82140095,0.01616370,0.00826779,0.21131835,1.23516860,0.00065044,0.59724318,0.21963769,0.02548309
-4.72736368,1.77236291,0.01591801,0.00776289,0.20385386,1.20351186,0.00062415,0.58053400,0.21244657,0.02464747
-4.72136068,1.71646188,0.01556472,0.00729659,0.19585324,1.16717209,0.00059769,0.56156671,0.20441192,0.02371481
-4.71535768,1.65458610,0.01511096,0.00685739,0.18741149,1.12676449,0.00057063,0.54066289,0.19561605,0.02269715
-4.70935468,1.58773243,0.01456584,0.00643671,0.17863449,1.08297390,0.00054272,0.51817592,0.18615903,0.02160824
-4.70335168,1.51697126,0.01394015,0.00602855,0.16963467,1.03653135,0.00051387,0.49447874,0.17615521,0.02046309
-4.69734867,1.44341013,0.01324599,0.00562909,0.16052668,0.98818967,0.00048412,0.46995145,0.16572927,0.01927741
-4.69134567,1.36815763,0.01249637,0.00523633,0.15142323,0.93869935,0.00045361,0.44496916,0.15501213,0.01806711
-4.68534267,1.29228891,0.01170479,0.00484975,0.14243135,0.88878536,0.00042256,0.41989080,0.14413683,0.01684785
-4.67933967,1.21681418,0.01088483,0.00446988,0.13364903,0.83912612,0.00039124,0.39504900,0.13323452,0.01563454
-4.67333667,1.14265142,0.01004979,0.00409807,0.12516250,0.79033522,0.00035996,0.37074168,0.12243077,0.01444101
-4.66733367,1.07060423,0.00921229,0.00373617,0.11704408,0.74294664,0.00032903,0.34722533,0.11184232,0.01327967
-4.66133067,1.00134537,0.00838405,0.00338625,0.10935084,0.69740398,0.00029877,0.32471041,0.10157434,0.01216127
-4.65532766,0.93540659,0.00757554,0.00305046,0.10212387,0.65405379,0.00026947,0.30335874,0.09171835,0.01109471
-4.64932466,0.87317465,0.00679590,0.00273082,0.09538829,0.61314330,0.00024138,0.28328303,0.08235070,0.01008701
-4.64332166,0.81489328,0.00605276,0.00242912,0.08915393,0.57482220,0.00021473,0.26454825,0.07353183,0.00914324
