energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.77188594,3.76627028,0.01772451,0.25780866,2.24724990,1.56184986,0.00622371,1.63121065,0.70568547,0.28252817
-5.76588294,3.92516619,0.01722101,0.27936614,2.36957448,1.64422511,0.00649504,1.67949437,0.72176471,0.29235065
-5.75987994,4.08315290,0.01674802,0.30183792,2.49460524,1.72523568,0.00679707,1.72655984,0.73846537,0.30194967
-5.75387694,4.23770008,0.01630069,0.32499783,2.62047761,1.80376468,0.00712817,1.77136624,0.75528745,0.31116472
-5.74787394,4.38623119,0.01587333,0.34859168,2.74519699,1.87869871,0.00748588,1.81287513,0.77170718,0.31983752
-5.74187094,4.52619830,0.01545983,0.37234249,2.86669310,1.94895782,0.00786686,1.85008538,0.78719548,0.32781678
-5.73586793,4.65515848,0.01505402,0.39595690,2.98287980,2.01352566,0.00826694,1.88206758,0.80123691,0.33496295
-5.72986493,4.77084862,0.01464999,0.41913250,3.09171848,2.07147865,0.00868108,1.90799648,0.81334807,0.34115252
-5.72386193,4.87125570,0.01424240,0.44156590,3.19128242,2.12201295,0.00910351,1.92717989,0.82309464,0.34628173
-5.71785893,4.95467962,0.01382670,0.46296129,3.27981957,2.16446820,0.00952777,1.93908295,0.83010660,0.35026970
-5.71185593,5.01978617,0.01339937,0.48303919,3.35581134,2.19834695,0.00994684,1.94334652,0.83409066,0.35306056
-5.70585293,5.06564797,0.01295797,0.50154495,3.41802466,2.22332928,0.01035329,1.93979920,0.83483971,0.35462484
-5.69984992,5.09177203,0.01250125,0.51825687,3.46555539,2.23928168,0.01073945,1.92846233,0.83223887,0.35495978
-5.69384692,5.09811277,0.01202910,0.53299341,3.49786083,2.24626024,0.01109763,1.90954794,0.82626786,0.35408884
-5.68784392,5.08507039,0.01154255,0.54561932,3.51478008,2.24450786,0.01142029,1.88344986,0.81699991,0.35206025
-5.68184092,5.05347479,0.01104360,0.55605034,3.51654111,2.23444580,0.01170026,1.85072856,0.80459718,0.34894481
-5.67583792,5.00455591,0.01053510,0.56425625,3.50375421,2.21665988,0.01193100,1.81209039,0.78930310,0.34483306
-5.66983492,4.93990198,0.01002059,0.57026222,3.47739191,2.19188201,0.01210676,1.76836244,0.77143202,0.33983196
-5.66383192,4.86140742,0.00950410,0.57414817,3.43875600,2.16096781,0.01222277,1.72046396,0.75135673,0.33406115
-5.65782891,4.77121254,0.00898996,0.57604627,3.38943311,2.12487116,0.01227546,1.66937578,0.72949438,0.32764910
-5.65182591,4.67163742,0.00848262,0.57613659,3.33124039,2.08461658,0.01226252,1.61610898,0.70629151,0.32072927
-5.64582291,4.56511237,0.00798642,0.57464100,3.26616343,2.04127053,0.01218303,1.56167400,0.68220875,0.31343630
-5.63981991,4.45410745,0.00750551,0.57181553,3.19628901,1.99591238,0.01203748,1.50705141,0.65770584,0.30590253
-5.63381691,4.34106328,0.00704364,0.56794148,3.12373501,1.94960607,0.01182777,1.45316530,0.63322749,0.29825487
-5.62781391,4.22832535,0.00660410,0.56331562,3.05058046,1.90337313,0.01155717,1.40086009,0.60919064,0.29061208
-5.62181091,4.11808368,0.00618960,0.55823968,2.97879818,1.85816789,0.01123019,1.35088139,0.58597337,0.28308256
-5.61580790,4.01231941,0.00580225,0.55300983,2.91019258,1.81485533,0.01085245,1.30386124,0.56390590,0.27576264
-5.60980490,3.91275971,0.00544351,0.54790622,2.84634498,1.77419209,0.01043052,1.26030800,0.54326384,0.26873540
-5.60380190,3.82084194,0.00511421,0.54318324,2.78856827,1.73681116,0.00997168,1.22060073,0.52426366,0.26206991
-5.59779890,3.73768778,0.00481455,0.53906088,2.73787265,1.70321029,0.00948371,1.18498810,0.50706067,0.25582103
-5.59179590,3.66408787,0.00454417,0.53571731,2.69494344,1.67374458,0.00897465,1.15359122,0.49174913,0.25002959
-5.58579290,3.60049694,0.00430218,0.53328341,2.66013173,1.64862322,0.00845257,1.12641028,0.47836454,0.24472287
-5.57978989,3.54703952,0.00408727,0.53183914,2.63345798,1.62791047,0.00792539,1.10333423,0.46688788,0.23991557
-5.57378689,3.50352582,0.00389777,0.53141207,2.61462831,1.61153093,0.00740060,1.08415325,0.45725150,0.23561086
-5.56778389,3.46947716,0.00373173,0.53197829,2.60306254,1.59927887,0.00688518,1.06857321,0.44934640,0.23180183
-5.56178089,3.44416025,0.00358703,0.53346540,2.59793286,1.59083156,0.00638539,1.05623182,0.44303068,0.22847303
-5.55577789,3.42662913,0.00346147,0.53575779,2.59821134,1.58576609,0.00590675,1.04671569,0.43813862,0.22560219
-5.54977489,3.41577348,0.00335285,0.53870371,2.60272422,1.58357954,0.00545393,1.03957809,0.43449036,0.22316202
-5.54377189,3.41037183,0.00325908,0.54212408,2.61021082,1.58371157,0.00503073,1.03435660,0.43190153,0.22112216
-5.53776888,3.40914779,0.00317824,0.54582245,2.61938428,1.58556910,0.00464016,1.03059050,0.43019275,0.21945101
-5.53176588,3.41082731,0.00310865,0.54959574,2.62899189,1.58855201,0.00428441,1.02783715,0.42919849,0.21811764
-5.52576288,3.41419491,0.00304897,0.55324524,2.63787204,1.59207901,0.00396502,1.02568723,0.42877509,0.21709353
-5.51975988,3.41814668,0.00299819,0.55658735,2.64500569,1.59561272,0.00368291,1.02377813,0.42880762,0.21635425
-5.51375688,3.42173780,0.00295573,0.55946339,2.64955988,1.59868283,0.00343853,1.02180532,0.42921524,0.21588080
-5.50775388,3.42422253,0.00292143,0.56174814,2.65092161,1.60090639,0.00323195,1.01953132,0.42995504,0.21566079
-5.50175088,3.42508481,0.00289555,0.56335660,2.64872047,1.60200408,0.00306303,1.01679184,0.43102393,0.21568919
-5.49574787,3.42405789,0.00287878,0.56424854,2.64283925,1.60181188,0.00293149,1.01349899,0.43245865,0.21596871
-5.48974487,3.42113185,0.00287218,0.56443058,2.63341211,1.60028707,0.00283699,1.00964140,0.43433380,0.21650979
-5.48374187,3.41654846,0.00287717,0.56395582,2.62081039,1.59750852,0.00277927,1.00528111,0.43675793,0.21733001
-5.47773887,3.41078319,0.00289544,0.56292080,2.60561710,1.59367073,0.00275814,1.00054735,0.43986773,0.21845316
-5.47173587,3.40451512,0.00292884,0.56146000,2.58859109,1.58907191,0.00277354,0.99562743,0.44382058,0.21990774
-5.46573287,3.39858572,0.00297933,0.55973823,2.57062300,1.58409658,0.00282555,0.99075492,0.44878573,0.22172511
-5.45972986,3.39394841,0.00304887,0.55794116,2.55268491,1.57919323,0.00291436,0.98619575,0.45493433,0.22393724
-5.45372686,3.39161118,0.00313924,0.55626454,2.53577631,1.57484819,0.00304022,0.98223258,0.46242891,0.22657426
-5.44772386,3.39257479,0.00325201,0.55490270,2.52086897,1.57155692,0.00320336,0.97914821,0.47141255,0.22966176
-5.44172086,3.39776983,0.00338833,0.55403684,2.50885334,1.56979414,0.00340395,0.97720873,0.48199837,0.23321813
-5.43571786,3.40799543,0.00354888,0.55382384,2.50048908,1.56998427,0.00364197,0.97664708,0.49425977,0.23725196
-5.42971486,3.42386309,0.00373376,0.55438609,2.49636200,1.57247378,0.00391709,0.97764789,0.50822197,0.24175972
-5.42371186,3.44574827,0.00394236,0.55580295,2.49684962,1.57750689,0.00422862,0.98033430,0.52385523,0.24672371
-5.41770885,3.47375253,0.00417335,0.55810428,2.50209664,1.58520592,0.00457534,0.98475737,0.54107018,0.25211065
-5.41170585,3.50767829,0.00442462,0.56126643,2.51200185,1.59555746,0.00495545,0.99088868,0.55971570,0.25787073
-5.40570285,3.54701768,0.00469327,0.56521085,2.52621671,1.60840512,0.00536647,0.99861658,0.57957934,0.26393742
-5.39969985,3.59095646,0.00497562,0.56980547,2.54415593,1.62344931,0.00580521,1.00774630,0.60039063,0.27022801
-5.39369685,3.63839295,0.00526733,0.57486882,2.56501934,1.64025425,0.00626771,1.01800401,0.62182718,0.27664486
-5.38769385,3.68797147,0.00556342,0.58017667,2.58782422,1.65826186,0.00674922,1.02904481,0.64352335,0.28307745
-5.38169085,3.73812879,0.00585842,0.58547084,2.61144640,1.67681197,0.00724429,1.04046425,0.66508136,0.28940509
-5.37568784,3.78715170,0.00614652,0.59046985,2.63466841,1.69516787,0.00774677,1.05181300,0.68608432,0.29550022
-5.36968484,3.83324290,0.00642175,0.59488082,2.65623239,1.71254594,0.00824995,1.06261408,0.70611075,0.30123221
-5.36368184,3.87459236,0.00667815,0.59841205,2.67489533,1.72814802,0.00874665,1.07238180,0.72474991,0.30647154
-5.35767884,3.90945074,0.00690994,0.60078571,2.68948417,1.74119480,0.00922941,1.08064160,0.74161734,0.31109411
-5.35167584,3.93620142,0.00711178,0.60175005,2.69894817,1.75095869,0.00969062,1.08694996,0.75636988,0.31498555
-5.34567284,3.95342778,0.00727887,0.60109040,2.70240625,1.75679462,0.01012277,1.09091331,0.76871946,0.31804535
-5.33966983,3.95997263,0.00740718,0.59863869,2.69918708,1.75816723,0.01051862,1.09220524,0.77844498,0.32019066
-5.33366683,3.95498695,0.00749354,0.59428086,2.68886004,1.75467318,0.01087144,1.09058099,0.78540181,0.32135948
-5.32766383,3.93796580,0.00753578,0.58796191,2.67125578,1.74605769,0.01117517,1.08588865,0.78952822,0.32151317
-5.32166083,3.90876969,0.00753280,0.57968839,2.64647535,1.73222446,0.01142464,1.07807656,0.79084854,0.32063819
-5.31565783,3.86763070,0.00748457,0.56952828,2.61488746,1.71323879,0.01161573,1.06719644,0.78947287,0.31874693
-5.30965483,3.81514304,0.00739213,0.55760818,2.57711414,1.68932376,0.01174548,1.05340209,0.78559314,0.31587751
-5.30365183,3.75223886,0.00725758,0.54410819,2.53400543,1.66084986,0.01181222,1.03694389,0.77947588,0.31209275
-5.29764882,3.68015042,0.00708392,0.52925462,2.48660422,1.62831880,0.01181558,1.01815909,0.77145183,0.30747811
-5.29164582,3.60036077,0.00687498,0.51331097,2.43610304,1.59234230,0.01175654,0.99745854,0.76190294,0.30213893
-5.28564282,3.51454519,0.00663526,0.49656759,2.38379461,1.55361713,0.01163733,0.97531042,0.75124734,0.29619679
-5.27963982,3.42450641,0.00636973,0.47933058,2.33101867,1.51289744,0.01146142,0.95222171,0.73992295,0.28978544
-5.27363682,3.33210643,0.00608371,0.46191046,2.27910723,1.47096608,0.01123334,0.92871829,0.72837042,0.28304629
-5.26763382,3.23919817,0.00578264,0.44461095,2.22933097,1.42860583,0.01095851,0.90532450,0.71701631,0.27612366
-5.26163082,3.14755985,0.00547190,0.42771867,2.18284898,1.38657211,0.01064308,0.88254325,0.70625709,0.26916010
-5.25562781,3.05883486,0.00515671,0.41149375,2.14066405,1.34556810,0.01029372,0.86083736,0.69644476,0.26229181
-5.24962481,2.97447940,0.00484189,0.39616210,2.10358544,1.30622327,0.00991736,0.84061301,0.68787466,0.25564447
-5.24362181,2.89571985,0.00453185,0.38190934,2.07220044,1.26907597,0.00952100,0.82220599,0.68077589,0.24932957
-5.23761881,2.82352102,0.00423039,0.36887663,2.04685592,1.23456062,0.00911150,0.80587125,0.67530481,0.24344136
-5.23161581,2.75856620,0.00394071,0.35715848,2.02765019,1.20299957,0.00869535,0.79177602,0.67154164,0.23805455
-5.22561281,2.70124894,0.00366535,0.34680247,2.01443531,1.17459969,0.00827855,0.77999675,0.66949030,0.23322279
-5.21960980,2.65167635,0.00340621,0.33781079,2.00682936,1.14945346,0.00786641,0.77051980,0.66908126,0.22897796
-5.21360680,2.60968279,0.00316451,0.33014335,2.00423761,1.12754406,0.00746352,0.76324571,0.67017726,0.22533021
-5.20760380,2.57485282,0.00294092,0.32372229,2.00588153,1.10875384,0.00707363,0.75799656,0.67258141,0.22226881
-5.20160080,2.54655175,0.00273554,0.31843748,2.01083377,1.09287568,0.00669967,0.75452615,0.67604713,0.21976356
-5.19559780,2.52396176,0.00254802,0.31415278,2.01805753,1.07962634,0.00634373,0.75253220,0.68028964,0.21776687
-5.18959480,2.50612201,0.00237764,0.31071272,2.02644822,1.06866116,0.00600713,0.75167008,0.68499810,0.21621619
-5.18359180,2.49197054,0.00222338,0.30794923,2.03487570,1.05958942,0.00569052,0.75156731,0.68984811,0.21503684
-5.17758879,2.48038633,0.00208399,0.30568816,2.04222507,1.05198968,0.00539391,0.75183816,0.69451388,0.21414497
-5.17158579,2.47022989,0.00195811,0.30375544,2.04743460,1.04542470,0.00511686,0.75209791,0.69867967,0.21345069
-5.16558279,2.46038096,0.00184431,0.30198255,2.04952932,1.03945528,0.00485859,0.75197596,0.70205008,0.21286107
-5.15957979,2.44977249,0.00174118,0.30021119,2.04764917,1.03365301,0.00461808,0.75112764,0.70435892,0.21228316
-5.15357679,2.43741976,0.00164734,0.29829714,2.04107119,1.02761142,0.00439422,0.74924414,0.70537635,0.21162666
-5.14757379,2.42244461,0.00156151,0.29611322,2.02922510,1.02095562,0.00418592,0.74606054,0.70491440,0.21080642
-5.14157079,2.40409429,0.00148256,0.29355136,2.01170245,1.01335030,0.00399222,0.74136167,0.70283062,0.20974464
-5.13556778,2.38175514,0.00140947,0.29052383,1.98825957,1.00450620,0.00381235,0.73498598,0.69903009,0.20837271
-5.12956478,2.35496124,0.00134140,0.28696373,1.95881475,0.99418503,0.00364578,0.72682730,0.69346585,0.20663265
-5.12356178,2.32339859,0.00127766,0.28282486,1.92344047,0.98220299,0.00349230,0.71683479,0.68613799,0.20447828
-5.11755878,2.28690506,0.00121772,0.27808104,1.88235147,0.96843303,0.00335198,0.70501131,0.67709144,0.20187598
-5.11155578,2.24546676,0.00116118,0.27272500,1.83588972,0.95280590,0.00322520,0.69141032,0.66641294,0.19880508
-5.10555278,2.19921136,0.00110781,0.26676698,1.78450700,0.93531003,0.00311260,0.67613165,0.65422708,0.19525801
-5.09954977,2.14839869,0.00105746,0.26023308,1.72874627,0.91599043,0.00301503,0.65931645,0.64069187,0.19124000
-5.09354677,2.09340921,0.00101012,0.25316352,1.66922239,0.89494651,0.00293351,0.64114141,0.62599385,0.18676861
-5.08754377,2.03473054,0.00096589,0.24561074,1.60660306,0.87232899,0.00286912,0.62181260,0.61034282,0.18187288
-5.08154077,1.97294265,0.00092493,0.23763753,1.54159045,0.84833573,0.00282293,0.60155905,0.59396656,0.17659230
-5.07553777,1.90870164,0.00088750,0.22931511,1.47490400,0.82320681,0.00279593,0.58062628,0.57710524,0.17097549
-5.06953477,1.84272280,0.00085390,0.22072121,1.40726467,0.79721857,0.00278894,0.55926982,0.56000600,0.16507878
-5.06353177,1.77576283,0.00082450,0.21193823,1.33938080,0.77067703,0.00280251,0.53774899,0.54291743,0.15896448
-5.05752876,1.70860192,0.00079974,0.20305135,1.27193581,0.74391051,0.00283687,0.51632096,0.52608425,0.15269925
-5.05152576,1.64202571,0.00078005,0.19414677,1.20557762,0.71726184,0.00289184,0.49523515,0.50974212,0.14635218
-5.04552276,1.57680778,0.00076594,0.18530994,1.14090978,0.69108027,0.00296681,0.47472815,0.49411284,0.13999305
-5.03951976,1.51369293,0.00075790,0.17662392,1.07848452,0.66571330,0.00306069,0.45501929,0.47939980,0.13369049
-5.03351676,1.45338176,0.00075646,0.16816787,1.01879727,0.64149876,0.00317190,0.43630674,0.46578410,0.12751040
-5.02751376,1.39651711,0.00076211,0.16001563,0.96228295,0.61875733,0.00329837,0.41876454,0.45342115,0.12151435
-5.02151076,1.34367254,0.00077536,0.15223452,0.90931378,0.59778583,0.00343756,0.40254032,0.44243811,0.11575838
-5.01550775,1.29534354,0.00079666,0.14488438,0.86019852,0.57885159,0.00358655,0.38775401,0.43293214,0.11029193
-5.00950475,1.25194145,0.00082642,0.13801678,0.81518320,0.56218789,0.00374203,0.37449740,0.42496952,0.10515711
-5.00350175,1.21379048,0.00086498,0.13167456,0.77445306,0.54799088,0.00390042,0.36283463,0.41858572,0.10038833
-4.99749875,1.18112772,0.00091260,0.12589158,0.73813565,0.53641784,0.00405798,0.35280354,0.41378642,0.09601212
-4.99149575,1.15410605,0.00096946,0.12069276,0.70630487,0.52758693,0.00421088,0.34441785,0.41054937,0.09204743
-4.98549275,1.13279967,0.00103560,0.11609436,0.67898578,0.52157825,0.00435531,0.33766992,0.40882701,0.08850606
-4.97948974,1.11721183,0.00111096,0.11210446,0.65615988,0.51843611,0.00448764,0.33253407,0.40854971,0.08539339
-4.97348674,1.10728412,0.00119533,0.10872357,0.63777059,0.51817226,0.00460446,0.32897025,0.40962941,0.08270930
-4.96748374,1.10290687,0.00128836,0.10594539,0.62372870,0.52076982,0.00470276,0.32692775,0.41196357,0.08044923
-4.96148074,1.10392978,0.00138956,0.10375761,0.61391755,0.52618756,0.00477995,0.32634893,0.41543904,0.07860517
-4.95547774,1.11017226,0.00149828,0.10214273,0.60819758,0.53436427,0.00483398,0.32717258,0.41993576,0.07716684
-4.94947474,1.12143272,0.00161371,0.10107882,0.60641024,0.54522278,0.00486338,0.32933688,0.42533014,0.07612257
-4.94347174,1.13749638,0.00173493,0.10054018,0.60838107,0.55867354,0.00486730,0.33278175,0.43149783,0.07546023
-4.93746873,1.15814113,0.00186085,0.10049798,0.61392190,0.57461726,0.00484553,0.33745048,0.43831589,0.07516785
-4.93146573,1.18314112,0.00199027,0.10092068,0.62283225,0.59294667,0.00479845,0.34329059,0.44566429,0.07523414
-4.92546273,1.21226813,0.00212187,0.10177445,0.63490006,0.61354717,0.00472708,0.35025404,0.45342671,0.07564865
-4.91945973,1.24529069,0.00225426,0.10302340,0.64990195,0.63629634,0.00463292,0.35829656,0.46149072,0.07640186
-4.91345673,1.28197114,0.00238594,0.10462987,0.66760318,0.66106247,0.00451796,0.36737655,0.46974738,0.07748493
-4.90745373,1.32206122,0.00251538,0.10655460,0.68775771,0.68770222,0.00438458,0.37745339,0.47809058,0.07888937
-4.90145073,1.36529651,0.00264103,0.10875696,0.71010851,0.71605753,0.00423541,0.38848551,0.48641599,0.08060654
-4.89544772,1.41139030,0.00276130,0.11119525,0.73438848,0.74595223,0.00407330,0.40042827,0.49462014,0.08262703
-4.88944472,1.46002768,0.00287464,0.11382707,0.76032199,0.77718851,0.00390115,0.41323198,0.50259948,0.08494008
-4.88344172,1.51086019,0.00297955,0.11660979,0.78762745,0.80954372,0.00372189,0.42684005,0.51024982,0.08753297
-4.87743872,1.56350185,0.00307459,0.11950115,0.81602066,0.84276761,0.00353830,0.44118757,0.51746612,0.09039048
-4.87143572,1.61752677,0.00315839,0.12245998,0.84521901,0.87658068,0.00335302,0.45620033,0.52414282,0.09349449
-4.86543272,1.67246895,0.00322975,0.12544695,0.87494643,0.91067345,0.00316842,0.47179439,0.53017465,0.09682372
-4.85942971,1.72782426,0.00328756,0.12842543,0.90493869,0.94470730,0.00298660,0.48787630,0.53545802,0.10035361
-4.85342671,1.78305475,0.00333092,0.13136234,0.93494884,0.97831669,0.00280932,0.50434372,0.53989284,0.10405641
-4.84742371,1.83759522,0.00335907,0.13422888,0.96475242,1.01111300,0.00263799,0.52108676,0.54338477,0.10790140
-4.84142071,1.89086178,0.00337148,0.13700123,0.99415196,1.04268982,0.00247370,0.53798949,0.54584764,0.11185534
-4.83541771,1.94226200,0.00336781,0.13966102,1.02298056,1.07262976,0.00231717,0.55493194,0.54720605,0.11588291
-4.82941471,1.99120624,0.00334798,0.14219564,1.05110401,1.10051238,0.00216884,0.57179207,0.54739790,0.11994743
-4.82341171,2.03711966,0.00331209,0.14459820,1.07842137,1.12592303,0.00202887,0.58844787,0.54637659,0.12401142
-4.81740870,2.07945424,0.00326051,0.14686726,1.10486371,1.14846243,0.00189717,0.60477918,0.54411297,0.12803736
-4.81140570,2.11770029,0.00319382,0.14900630,1.13039098,1.16775635,0.00177348,0.62066934,0.54059665,0.13198828
-4.80540270,2.15139698,0.00311282,0.15102287,1.15498720,1.18346526,0.00165736,0.63600639,0.53583674,0.13582833
-4.79939970,2.18014138,0.00301850,0.15292745,1.17865385,1.19529334,0.00154831,0.65068379,0.52986190,0.13952330
-4.79339670,2.20359558,0.00291205,0.15473222,1.20140215,1.20299672,0.00144573,0.66460080,0.52271961,0.14304091
-4.78739370,2.22149173,0.00279481,0.15644960,1.22324426,1.20639037,0.00134904,0.67766218,0.51447478,0.14635104
-4.78139070,2.23363486,0.00266825,0.15809076,1.24418423,1.20535356,0.00125765,0.68977768,0.50520767,0.14942584
-4.77538769,2.23990341,0.00253395,0.15966420,1.26420885,1.19983358,0.00117102,0.70086103,0.49501126,0.15223964
-4.76938469,2.24024771,0.00239355,0.16117434,1.28327939,1.18984767,0.00108865,0.71082883,0.48398821,0.15476887
-4.76338169,2.23468649,0.00224872,0.16262040,1.30132435,1.17548299,0.00101014,0.71959930,0.47224745,0.15699181
-4.75737869,2.22330191,0.00210113,0.16399544,1.31823401,1.15689480,0.00093516,0.72709121,0.45990071,0.15888833
-4.75137569,2.20623346,0.00195241,0.16528584,1.33385709,1.13430287,0.00086345,0.73322291,0.44705910,0.16043973
-4.74537269,2.18367110,0.00180414,0.16647102,1.34799984,1.10798638,0.00079485,0.73791192,0.43382983,0.16162845
-4.73936968,2.15584816,0.00165777,0.16752365,1.36042772,1.07827740,0.00072925,0.74107487,0.42031339,0.16243799
-4.73336668,2.12303447,0.00151465,0.16841020,1.37086988,1.04555346,0.00066661,0.74262819,0.40660113,0.16285292
-4.72736368,2.08552997,0.00137600,0.16909193,1.37902613,1.01022923,0.00060695,0.74248936,0.39277348,0.16285894
-4.72136068,2.04365919,0.00124286,0.16952615,1.38457636,0.97274786,0.00055031,0.74057887,0.37889885,0.16244319
-4.71535768,1.99776687,0.00111611,0.16966791,1.38719210,0.93357214,0.00049676,0.73682282,0.36503317,0.16159458
-4.70935468,1.94821468,0.00099646,0.16947176,1.38654946,0.89317581,0.00044640,0.73115608,0.35122020,0.16030437
-4.70335168,1.89537919,0.00088445,0.16889380,1.38234333,0.85203521,0.00039931,0.72352582,0.33749239,0.15856675
-4.69734867,1.83965095,0.00078045,0.16789373,1.37430187,0.81062155,0.00035558,0.71389539,0.32387238,0.15637955
-4.69134567,1.78143439,0.00068466,0.16643690,1.36220081,0.76939384,0.00031529,0.70224818,0.31037492,0.15374500
-4.68534267,1.72114851,0.00059717,0.16449624,1.34587695,0.72879270,0.00027851,0.68859142,0.29700920,0.15067039
-4.67933967,1.65922782,0.00051790,0.16205402,1.32524014,0.68923493,0.00024530,0.67295961,0.28378125,0.14716881
-4.67333667,1.59612324,0.00044668,0.15910328,1.30028324,0.65110905,0.00021570,0.65541736,0.27069657,0.14325966
-4.66733367,1.53230278,0.00038325,0.15564899,1.27108962,0.61477159,0.00018977,0.63606160,0.25776253,0.13896911
-4.66133067,1.46825146,0.00032728,0.15170879,1.23783784,0.58054422,0.00016757,0.61502278,0.24499060,0.13433033
-4.65532766,1.40447031,0.00027837,0.14731336,1.20080318,0.54871152,0.00014914,0.59246511,0.23239830,0.12938353
-4.64932466,1.34147433,0.00023610,0.14250630,1.16035600,0.51951949,0.00013460,0.56858576,0.22001067,0.12417580
-4.64332166,1.27978912,0.00020004,0.13734358,1.11695695,0.49317453,0.00012404,0.54361288,0.20786126,0.11876065
