energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Te_p_up,Te_d_up
-5.23161581,10.41558801,0.54040000,9.33976787,0.01562566,0.11697874,0.20345755,0.35534636,0.63833994,0.00000000
-5.22561281,10.28601373,0.54029906,9.18289636,0.01764803,0.11582469,0.21439049,0.36628770,0.65069329,0.00000000
-5.21960980,10.15046199,0.54077868,9.01986731,0.01982875,0.11434462,0.22538311,0.37726834,0.66319257,0.00000000
-5.21360680,10.01232537,0.54210259,8.85400529,0.02216475,0.11258867,0.23633393,0.38828027,0.67591055,0.00000000
-5.20760380,9.87469454,0.54450655,8.68837634,0.02465064,0.11060784,0.24713025,0.39930144,0.68889606,0.00000000
-5.20160080,9.74027973,0.54818996,8.52571382,0.02727860,0.10845246,0.25765043,0.41029500,0.70217084,0.00000000
-5.19559780,9.61135270,0.55330903,8.36836231,0.03003837,0.10617068,0.26776681,0.42120928,0.71572766,0.00000000
-5.18959480,9.48971053,0.55997159,8.21824093,0.03291728,0.10380731,0.27734914,0.43197858,0.72952988,0.00000000
-5.18359180,9.37666139,0.56823389,8.07682617,0.03590033,0.10140276,0.28626832,0.44252446,0.74351229,0.00000000
-5.17758879,9.27303120,0.57809929,7.94515367,0.03897036,0.09899238,0.29440027,0.45275770,0.75758323,0.00000000
-5.17158579,9.17918937,0.58951894,7.82383714,0.04210823,0.09660595,0.30162993,0.46258068,0.77162776,0.00000000
-5.16558279,9.09509087,0.60239435,7.71310247,0.04529309,0.09426759,0.30785490,0.47188999,0.78551158,0.00000000
-5.15957979,9.02033151,0.61658162,7.61283398,0.04850270,0.09199580,0.31298884,0.48057925,0.79908564,0.00000000
-5.15357679,8.95421272,0.63189715,7.52262990,0.05171379,0.08980381,0.31696428,0.48854202,0.81219096,0.00000000
-5.14757379,8.89581233,0.64812447,7.44186378,0.05490241,0.08770009,0.31973481,0.49567448,0.82466372,0.00000000
-5.14157079,8.84405755,0.66502209,7.36974847,0.05804437,0.08568903,0.32127653,0.50187808,0.83634008,0.00000000
-5.13556778,8.79779678,0.68233168,7.30539967,0.06111564,0.08377172,0.32158872,0.50706188,0.84706087,0.00000000
-5.12956478,8.75586703,0.69978664,7.24789604,0.06409280,0.08194682,0.32069372,0.51114462,0.85667580,0.00000000
-5.12356178,8.71715435,0.71712044,7.19633325,0.06695337,0.08021140,0.31863609,0.51405649,0.86504724,0.00000000
-5.11755878,8.68064492,0.73407452,7.14987004,0.06967623,0.07856184,0.31548113,0.51574065,0.87205346,0.00000000
-5.11155578,8.64546515,0.75040561,7.10776426,0.07224195,0.07699459,0.31131274,0.51615440,0.87759129,0.00000000
-5.10555278,8.61090962,0.76589198,7.06939798,0.07463300,0.07550689,0.30623101,0.51527019,0.88157830,0.00000000
-5.09954977,8.57645628,0.78033872,7.03429091,0.07683402,0.07409741,0.30034939,0.51307633,0.88395446,0.00000000
-5.09354677,8.54176902,0.79358172,7.00210196,0.07883189,0.07276674,0.29379178,0.50957751,0.88468331,0.00000000
-5.08754377,8.50668796,0.80549040,6.97261963,0.08061586,0.07151772,0.28668959,0.50479521,0.88375273,0.00000000
-5.08154077,8.47120895,0.81596915,6.94574205,0.08217745,0.07035570,0.27917893,0.49876785,0.88117537,0.00000000
-5.07553777,8.43545364,0.82495758,6.92144837,0.08351046,0.06928859,0.27139791,0.49155076,0.87698863,0.00000000
-5.06953477,8.39963243,0.83242962,6.89976352,0.08461076,0.06832688,0.26348434,0.48321604,0.87125449,0.00000000
-5.06353177,8.36400273,0.83839165,6.88071872,0.08547616,0.06748344,0.25557361,0.47385215,0.86405898,0.00000000
-5.05752876,8.32882543,0.84287996,6.86431052,0.08610620,0.06677331,0.24779701,0.46356334,0.85551143,0.00000000
-5.05152576,8.29432242,0.84595753,6.85046120,0.08650194,0.06621333,0.24028024,0.45246887,0.84574358,0.00000000
-5.04552276,8.26063810,0.84771056,6.83898340,0.08666577,0.06582175,0.23314236,0.44070205,0.83490850,0.00000000
-5.03951976,8.22780772,0.84824491,6.82955164,0.08660125,0.06561771,0.22649483,0.42840908,0.82317945,0.00000000
-5.03351676,8.19573480,0.84768255,6.82168300,0.08631303,0.06562079,0.22044088,0.41574782,0.81074854,0.00000000
-5.02751376,8.16417959,0.84615832,6.81472897,0.08580676,0.06585040,0.21507490,0.40288637,0.79782556,0.00000000
-5.02151076,8.13275975,0.84381701,6.80787923,0.08508922,0.06632521,0.21048202,0.39000174,0.78463659,0.00000000
-5.01550775,8.10096355,0.84081084,6.80017818,0.08416832,0.06706251,0.20673759,0.37727840,0.77142276,0.00000000
-5.00950475,8.06817534,0.83729747,6.79055335,0.08305336,0.06807766,0.20390678,0.36490700,0.75843892,0.00000000
-5.00350175,8.03371183,0.83343828,6.77785481,0.08175527,0.06938337,0.20204401,0.35308312,0.74595237,0.00000000
-4.99749875,7.99686720,0.82939703,6.76090323,0.08028685,0.07098909,0.20119246,0.34200615,0.73424151,0.00000000
-4.99149575,7.95696438,0.82533874,6.73854424,0.07866308,0.07290040,0.20138343,0.33187835,0.72359433,0.00000000
-4.98549275,7.91340916,0.82142852,6.70970574,0.07690148,0.07511833,0.20263569,0.32290391,0.71430680,0.00000000
-4.97948974,7.86574381,0.81783051,6.67345500,0.07502228,0.07763878,0.20495488,0.31528816,0.70668096,0.00000000
-4.97348674,7.81369672,0.81470650,6.62905206,0.07304864,0.08045199,0.20833291,0.30923665,0.70102266,0.00000000
-4.96748374,7.75722473,0.81221441,6.57599634,0.07100676,0.08354206,0.21274750,0.30495423,0.69763895,0.00000000
-4.96148074,7.69654554,0.81050646,6.51406374,0.06892583,0.08688660,0.21816193,0.30264383,0.69683489,0.00000000
-4.95547774,7.63215798,0.80972709,6.44333224,0.06683791,0.09045652,0.22452500,0.30250499,0.69891001,0.00000000
-4.94947474,7.56484901,0.81001072,6.36419458,0.06477755,0.09421598,0.23177135,0.30473196,0.70415415,0.00000000
-4.94347174,7.49568687,0.81147952,6.27735760,0.06278142,0.09812263,0.23982217,0.30951131,0.71284296,0.00000000
-4.93746873,7.42600109,0.81424124,6.18382872,0.06088770,0.10212800,0.24858639,0.31701908,0.72523296,0.00000000
-4.93146573,7.35735054,0.81838742,6.08489045,0.05913534,0.10617826,0.25796228,0.32741732,0.74155642,0.00000000
-4.92546273,7.29148165,0.82399217,5.98206503,0.05756329,0.11021522,0.26783961,0.34085023,0.76201612,0.00000000
-4.91945973,7.23027920,0.83111160,5.87707128,0.05620966,0.11417759,0.27810230,0.35743982,0.78678021,0.00000000
-4.91345673,7.17571272,0.83978417,5.77177618,0.05511075,0.11800256,0.28863147,0.37728135,0.81597743,0.00000000
-4.90745373,7.12978111,0.85003208,5.66814404,0.05430023,0.12162760,0.29930885,0.40043863,0.84969269,0.00000000
-4.90145073,7.09445847,0.86186358,5.56818553,0.05380827,0.12499240,0.31002049,0.42693946,0.88796351,0.00000000
-4.89544772,7.07164334,0.87527635,5.47390877,0.05366082,0.12804096,0.32066060,0.45677142,0.93077720,0.00000000
-4.88944472,7.06311337,0.89026169,5.38727443,0.05387893,0.13072370,0.33113532,0.48987820,0.97806909,0.00000000
-4.88344172,7.07048651,0.90680936,5.31015576,0.05447834,0.13299948,0.34136633,0.52615678,1.02972184,0.00000000
-4.87743872,7.09518961,0.92491288,5.24430441,0.05546913,0.13483747,0.35129413,0.56545571,1.08556593,0.00000000
-4.87143572,7.13843430,0.94457475,5.19132216,0.05685559,0.13621881,0.36088073,0.60757452,1.14538119,0.00000000
-4.86543272,7.20119966,0.96581149,5.15263807,0.05863633,0.13713781,0.37011175,0.65226454,1.20889946,0.00000000
-4.85942971,7.28422093,0.98865788,5.12949060,0.06080442,0.13760288,0.37899763,0.69923112,1.27580821,0.00000000
-4.85342671,7.38798287,1.01317022,5.12291359,0.06334787,0.13763684,0.38757396,0.74813723,1.34575483,0.00000000
-4.84742371,7.51271660,1.03942805,5.13372538,0.06625007,0.13727681,0.39590089,0.79860837,1.41835156,0.00000000
-4.84142071,7.65839859,1.06753422,5.16251989,0.06949045,0.13657356,0.40406147,0.85023864,1.49318074,0.00000000
-4.83541771,7.82475076,1.09761301,5.20965911,0.07304509,0.13559027,0.41215908,0.90259770,1.56980006,0.00000000
-4.82941471,8.01124062,1.12980610,5.27526644,0.07688741,0.13440092,0.42031395,0.95523835,1.64774776,0.00000000
-4.82341171,8.21708128,1.16426644,5.35922067,0.08098879,0.13308817,0.42865890,1.00770443,1.72654730,0.00000000
-4.81740870,8.44123078,1.20115003,5.46115061,0.08531912,0.13174096,0.43733437,1.05953863,1.80571151,0.00000000
-4.81140570,8.68239124,1.24060581,5.58043093,0.08984723,0.13045182,0.44648306,1.11029000,1.88474606,0.00000000
-4.80540270,8.93900820,1.28276396,5.71617954,0.09454114,0.12931401,0.45624419,1.15952075,1.96315203,0.00000000
-4.79939970,9.20927094,1.32772299,5.86725742,0.09936827,0.12841870,0.46674779,1.20681212,2.04042776,0.00000000
-4.79339670,9.49111476,1.37553617,6.03227161,0.10429532,0.12785212,0.47810901,1.25176924,2.11606997,0.00000000
-4.78739370,9.78222634,1.42619784,6.20958209,0.10928814,0.12769296,0.49042286,1.29402472,2.18957436,0.00000000
-4.78139070,10.08005303,1.47963029,6.39731324,0.11431141,0.12800994,0.50375947,1.33324117,2.26043586,0.00000000
-4.77538769,10.38181734,1.53567192,6.59337043,0.11932822,0.12885977,0.51816008,1.36911257,2.32814885,0.00000000
-4.76938469,10.68453724,1.59406738,6.79546181,0.12429964,0.13028554,0.53363396,1.40136469,2.39220774,0.00000000
-4.76338169,10.98505298,1.65446042,7.00112567,0.12918433,0.13231549,0.55015635,1.42975494,2.45210817,0.00000000
-4.75737869,11.28006081,1.71638999,7.20776283,0.13393819,0.13496231,0.56766751,1.45407170,2.50734913,0.00000000
-4.75137569,11.56615363,1.77929029,7.41267395,0.13851413,0.13822289,0.58607306,1.47413350,2.55743644,0.00000000
-4.74537269,11.83986838,1.84249504,7.61310091,0.14286217,0.14207863,0.60524544,1.48978846,2.60188763,0.00000000
-4.73936968,12.09773949,1.90524624,7.80627168,0.14692960,0.14649612,0.62502668,1.50091392,2.64023843,0.00000000
-4.73336668,12.33635764,1.96670753,7.98944750,0.15066160,0.15142832,0.64523219,1.50741677,2.67205081,0.00000000
-4.72736368,12.55243245,2.02598178,8.15997157,0.15400204,0.15681606,0.66565570,1.50923433,2.69692250,0.00000000
-4.72136068,12.74285766,2.08213271,8.31531798,0.15689461,0.16258985,0.68607489,1.50633589,2.71449763,0.00000000
-4.71535768,12.90477710,2.13420973,8.45313977,0.15928422,0.16867196,0.70625786,1.49872479,2.72447819,0.00000000
-4.70935468,13.03564919,2.18127515,8.57131492,0.16111862,0.17497858,0.72596985,1.48644097,2.72663569,0.00000000
-4.70335168,13.13330825,2.22243281,8.66798902,0.16235012,0.18142207,0.74498025,1.46956356,2.72082254,0.00000000
-4.69734867,13.19601996,2.25685685,8.74161353,0.16293745,0.18791314,0.76306939,1.44821345,2.70698248,0.00000000
-4.69134567,13.22252926,2.28381941,8.79097840,0.16284753,0.19436303,0.78003504,1.42255534,2.68515937,0.00000000
-4.68534267,13.21209829,2.30271607,8.81523807,0.16205718,0.20068531,0.79569819,1.39279915,2.65550382,0.00000000
-4.67933967,13.16453281,2.31308779,8.81392986,0.16055453,0.20679763,0.80990801,1.35920032,2.61827712,0.00000000
-4.67333667,13.08019563,2.31463825,8.78698408,0.15834019,0.21262301,0.82254574,1.32205897,2.57385206,0.00000000
-4.66733367,12.96000595,2.30724594,8.73472511,0.15542801,0.21809095,0.83352734,1.28171769,2.52271039,0.00000000
-4.66133067,12.80542439,2.29097015,8.65786334,0.15184543,0.22313809,0.84280491,1.23855791,2.46543689,0.00000000
-4.65532766,12.61842352,2.26605085,8.55747789,0.14763328,0.22770865,0.85036685,1.19299491,2.40271014,0.00000000
-4.64932466,12.40144497,2.23290223,8.43499030,0.14284522,0.23175450,0.85623670,1.14547165,2.33529022,0.00000000
-4.64332166,12.15734409,2.19210042,8.29212998,0.13754662,0.23523515,0.86047095,1.09645157,2.26400389,0.00000000
