energy_ev,total_up,Pd_p_up,Pd_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-5.87993997,3.37624775,1.38010704,1.15275297,0.74427230,0.00562969,0.02247157,1.57197588
-5.87393697,3.39235091,1.37924438,1.16539255,0.74717515,0.00559239,0.02188034,1.57729928
-5.86793397,3.40682434,1.38296934,1.17847839,0.75160817,0.00558119,0.02127129,1.57798449
-5.86193097,3.41819721,1.39004620,1.19129404,0.75696829,0.00559025,0.02064171,1.57391377
-5.85592796,3.42513831,1.39925560,1.20315677,0.76266550,0.00561388,0.01999057,1.56507756
-5.84992496,3.42648275,1.40942511,1.21343303,0.76813769,0.00564671,0.01931856,1.55156767
-5.84392196,3.42125248,1.41945705,1.22155217,0.77286434,0.00568375,0.01862799,1.53356738
-5.83791896,3.40867089,1.42835307,1.22701821,0.77637844,0.00572053,0.01792275,1.51133911
-5.83191596,3.38817182,1.43523528,1.22941956,0.77827672,0.00575315,0.01720807,1.48521055
-5.82591296,3.35940345,1.43936351,1.22843667,0.77822789,0.00577832,0.01649030,1.45556008
-5.81990995,3.32222767,1.44014856,1.22384754,0.77597877,0.00579341,0.01577662,1.42280224
-5.81390695,3.27671555,1.43716142,1.21553111,0.77135828,0.00579648,0.01507476,1.38737404
-5.80790395,3.22313949,1.43013835,1.20346865,0.76427932,0.00578626,0.01439272,1.34972272
-5.80190095,3.16196273,1.41898203,1.18774315,0.75473853,0.00576212,0.01373845,1.31029534
-5.79589795,3.09382662,1.40375895,1.16853697,0.74281411,0.00572411,0.01311956,1.26953054
-5.78989495,3.01953636,1.38469345,1.14612778,0.72866183,0.00567284,0.01254319,1.22785262
-5.78389195,2.94004542,1.36215876,1.12088304,0.71250956,0.00560950,0.01201572,1.18566764
-5.77788894,2.85643922,1.33666557,1.09325333,0.69465052,0.00553574,0.01154271,1.14336167
-5.77188594,2.76991822,1.30884872,1.06376461,0.67543549,0.00545369,0.01112884,1.10130047
-5.76588294,2.68178084,1.27945252,1.03300984,0.65526455,0.00536582,0.01077788,1.05983045
-5.75987994,2.59340632,1.24931543,1.00164003,0.63457841,0.00527492,0.01049279,1.01928026
-5.75387694,2.50623777,1.21935443,0.97035517,0.61384980,0.00518402,0.01027582,0.97996265
-5.74787394,2.42176556,1.19054983,0.93989502,0.59357516,0.00509635,0.01012876,0.94217611
-5.74187094,2.34151114,1.16393063,0.91103021,0.57426680,0.00501526,0.01005310,0.90620592
-5.73586793,2.26701133,1.14056096,0.88455355,0.55644582,0.00494418,0.01005041,0.87232433
-5.72986493,2.19980323,1.12152750,0.86127177,0.54063575,0.00488656,0.01012258,0.84078985
-5.72386193,2.14140957,1.10792814,0.84199774,0.52735705,0.00484586,0.01027221,0.81184536
-5.71785893,2.09332464,1.10086144,0.82754301,0.51712235,0.00482548,0.01050295,0.78571535
-5.71185593,2.05700056,1.10141702,0.81871080,0.51043235,0.00482872,0.01081982,0.76260239
-5.70585293,2.03383393,1.11066620,0.81628917,0.50777228,0.00485881,0.01122953,0.74268303
-5.69984992,2.02515261,1.12965273,0.82104423,0.50960859,0.00491879,0.01174078,0.72610356
-5.69384692,2.03220262,1.15938315,0.83371337,0.51638584,0.00501157,0.01236441,0.71297587
-5.68784392,2.05613491,1.20081637,0.85499819,0.52852334,0.00513983,0.01311359,0.70337389
-5.68184092,2.09799205,1.25485218,0.88555703,0.54641163,0.00530605,0.01400383,0.69733081
-5.67583792,2.15869463,1.32231847,0.92599703,0.57040837,0.00551245,0.01505296,0.69483734
-5.66983492,2.23902752,1.40395707,0.97686554,0.60083369,0.00576096,0.01628094,0.69584134
-5.66383192,2.33962583,1.50040827,1.03864099,0.63796485,0.00605320,0.01770955,0.70024880
-5.65782891,2.46096094,1.61219416,1.11172314,0.68203039,0.00639046,0.01936202,0.70792613
-5.65182591,2.60332650,1.73970131,1.19642283,0.73320361,0.00677364,0.02126245,0.71870380
-5.64582291,2.76682493,1.88316306,1.29295154,0.79159573,0.00720327,0.02343516,0.73238109
-5.63981991,2.95135441,2.04264221,1.40141075,0.85724891,0.00767944,0.02590392,0.74873161
-5.63381691,3.15659705,2.21801472,1.52178164,0.93012925,0.00820184,0.02869107,0.76750942
-5.62781391,3.38200836,2.40895508,1.65391522,1.01012033,0.00876970,0.03181657,0.78845527
-5.62181091,3.62680854,2.61492422,1.79752354,1.09701726,0.00938181,0.03529701,0.81130270
-5.61580790,3.88997609,2.83516041,1.95217202,1.19052187,0.01003654,0.03914456,0.83578357
-5.60980490,4.17024403,3.06867396,2.11727362,1.29023915,0.01073184,0.04336600,0.86163282
-5.60380190,4.46609928,3.31424606,2.29208496,1.39567530,0.01146527,0.04796173,0.88859217
-5.59779890,4.77578551,3.57043216,2.47570497,1.50623749,0.01223403,0.05292488,0.91641257
-5.59179590,5.09730988,3.83557008,2.66707616,1.62123577,0.01303500,0.05824062,0.94485545
-5.58579290,5.42845397,4.10779289,2.86498905,1.73988692,0.01386478,0.06388560,0.97369271
-5.57978989,5.76678918,4.38504647,3.06808971,1.86132061,0.01471975,0.06982755,1.00270560
-5.57378689,6.10969679,4.66511157,3.27489075,1.98458764,0.01559611,0.07602520,1.03168278
-5.56778389,6.45439277,4.94562992,3.48378576,2.10867037,0.01648994,0.08242849,1.06041766
-5.56178089,6.79795745,5.22413411,3.69306713,2.23249513,0.01739726,0.08897897,1.08870559
-5.55577789,7.13736977,5.49808053,3.90094726,2.35494646,0.01831405,0.09561060,1.11634104
-5.54977489,7.46954603,5.76488504,4.10558275,2.47488296,0.01923633,0.10225081,1.14311521
-5.54377189,7.79138259,6.02196049,4.30510145,2.59115445,0.02016021,0.10882180,1.16881435
-5.53776888,8.09980201,6.26675569,4.49763174,2.70262021,0.02108188,0.11524218,1.19321912
-5.53176588,8.39180176,6.49679499,4.68133353,2.80816784,0.02199769,0.12142869,1.21610505
-5.52576288,8.66450457,6.70971792,4.85443037,2.90673231,0.02290417,0.12729821,1.23724424
-5.51975988,8.91520925,6.90331798,5.01524177,2.99731494,0.02379804,0.13276973,1.25640839
-5.51375688,9.14144069,7.07558007,5.16221503,3.07900170,0.02467620,0.13776641,1.27337283
-5.50775388,9.34099755,7.22471564,5.29395550,3.15098038,0.02553583,0.14221754,1.28792165
-5.50175088,9.51199625,7.34919490,5.40925453,3.21255625,0.02637429,0.14606042,1.29985335
-5.49574787,9.65290971,7.44777527,5.50711412,3.26316567,0.02718919,0.14924193,1.30898698
-5.48974487,9.76259953,7.51952534,5.58676747,3.30238727,0.02797837,0.15171997,1.31516811
-5.48374187,9.84034031,7.56384370,5.64769468,3.32995032,0.02873991,0.15346442,1.31827461
-5.47773887,9.88583520,7.58047202,5.68963307,3.34574002,0.02947210,0.15445787,1.31822154
-5.47173587,9.89922197,7.56950181,5.71258181,3.34979951,0.03017347,0.15469590,1.31496514
-5.46573287,9.88106928,7.53137461,5.71680055,3.34232845,0.03084278,0.15418699,1.30850551
-5.45972986,9.83236334,7.46687536,5.70280227,3.32367825,0.03147903,0.15295204,1.29888797
-5.45372686,9.75448526,7.37711913,5.67134063,3.29434412,0.03208150,0.15102357,1.28620281
-5.44772386,9.64918020,7.26353116,5.62339236,3.25495414,0.03264974,0.14844456,1.27058370
-5.44172086,9.51851938,7.12782107,5.56013541,3.20625578,0.03318366,0.14526714,1.25220469
-5.43571786,9.36485652,6.97195157,5.48292381,3.14910031,0.03368353,0.14155095,1.23127598
-5.42971486,9.19078036,6.79810277,5.39326022,3.08442567,0.03415012,0.13736153,1.20803877
-5.42371186,8.99906509,6.60863296,5.29276715,3.01323843,0.03458470,0.13276855,1.18275930
-5.41770885,8.79262027,6.40603713,5.18315801,2.93659531,0.03498920,0.12784407,1.15572249
-5.41170585,8.57444208,6.19290420,5.06620871,2.85558493,0.03536628,0.12266094,1.12722535
-5.40570285,8.34756694,5.97187428,4.94373080,2.77131030,0.03571942,0.11729122,1.09757043
-5.39969985,8.11502891,5.74559700,4.81754659,2.68487242,0.03605303,0.11180483,1.06705956
-5.39369685,7.87982124,5.51669186,4.68946666,2.59735532,0.03637256,0.10626837,1.03598799
-5.38769385,7.64486264,5.28771134,4.56126992,2.50981279,0.03668452,0.10074413,1.00463917
-5.38169085,7.41296798,5.06110755,4.43468611,2.42325678,0.03699655,0.09528935,0.97328012
-5.37568784,7.18682320,4.83920261,4.31138041,2.33864748,0.03731738,0.08995560,0.94215760
-5.36968484,6.96896365,4.62416304,4.19293974,2.25688496,0.03765685,0.08478848,0.91149494
-5.36368184,6.76175494,4.41797816,4.08086012,2.17880202,0.03802572,0.07982734,0.88148965
-5.35767884,6.56737550,4.22244223,3.97653458,2.10515804,0.03843556,0.07510530,0.85231176
-5.35167584,6.38779968,4.03914002,3.88124083,2.03663358,0.03889851,0.07064931,0.82410277
-5.34567284,6.22478068,3.86943541,3.79612841,1.97382523,0.03942699,0.06648027,0.79697527
-5.33966983,6.07983268,3.71446254,3.72220474,1.91724073,0.04003331,0.06261335,0.77101314
-5.33366683,5.95421168,3.57511915,3.66032005,1.86729394,0.04072932,0.05905826,0.74627226
-5.32766383,5.84889515,3.45206154,3.61115109,1.82429976,0.04152587,0.05581961,0.72278175
-5.32166083,5.76456070,3.34570112,3.57518413,1.78846888,0.04243239,0.05289724,0.70054560
-5.31565783,5.70156454,3.25620219,3.55269751,1.75990260,0.04345632,0.05028664,0.67954475
-5.30965483,5.65992066,3.18348115,3.54374481,1.73858802,0.04460264,0.04797933,0.65973938
-5.30365183,5.63928205,3.12720706,3.54813929,1.72439371,0.04587335,0.04596322,0.64107160
-5.29764882,5.63892542,3.08680413,3.56544097,1.71706660,0.04726702,0.04422302,0.62346819
-5.29164582,5.65774099,3.06145632,3.59494723,1.71623024,0.04877844,0.04274063,0.60684356
-5.28564282,5.69422898,3.05011467,3.63568838,1.72138521,0.05039832,0.04149552,0.59110261
-5.27963982,5.74650434,3.05150788,3.68642895,1.73191184,0.05211307,0.04046515,0.57614367
-5.27363682,5.81231086,3.06415667,3.74567596,1.74707582,0.05390482,0.03962533,0.56186117
-5.26763382,5.88904586,3.08639243,3.81169465,1.76603696,0.05575144,0.03895069,0.54814827
-5.26163082,5.97379590,3.11638040,3.88253216,1.78786124,0.05762684,0.03841502,0.53489910
-5.25562781,6.06338379,3.15214773,3.95604936,1.81153617,0.05950133,0.03799174,0.52201086
-5.24962481,6.15442643,3.19161624,4.02996036,1.83598941,0.06134216,0.03765430,0.50938559
-5.24362181,6.24340270,3.23263974,4.10187931,1.86011026,0.06311427,0.03737660,0.49693169
-5.23761881,6.32672997,3.27304532,4.16937321,1.88277360,0.06478104,0.03713341,0.48456529
-5.23161581,6.40084723,3.31067785,4.23001963,1.90286569,0.06630529,0.03690075,0.47221133
-5.22561281,6.46230271,3.34344667,4.28146740,1.91931098,0.06765022,0.03665632,0.45980467
-5.21960980,6.50784312,3.36937319,4.32149858,1.93109921,0.06878050,0.03637979,0.44729104
-5.21360680,6.53450160,3.38663804,4.34808946,1.93731174,0.06966334,0.03605322,0.43462811
-5.20760380,6.53968150,3.39362611,4.35946848,1.93714636,0.07026948,0.03566127,0.42178657
-5.20160080,6.52123264,3.38896803,4.35416902,1.92993935,0.07057420,0.03519151,0.40875136
-5.19559780,6.47751746,3.37157647,4.33107480,1.91518429,0.07055813,0.03463460,0.39552298
-5.18959480,6.40746429,3.34067578,4.28945638,1.89254656,0.07020800,0.03398442,0.38211901
-5.18359180,6.31060568,3.29582386,4.22899703,1.86187311,0.06951717,0.03323816,0.36857563
-5.17758879,6.18710002,3.23692510,4.14980699,1.82319702,0.06848595,0.03239636,0.35494928
-5.17158579,6.03773568,3.16423384,4.05242552,1.77673659,0.06712178,0.03146285,0.34131821
-5.16558279,5.86391713,3.07834803,3.93781033,1.72288901,0.06543908,0.03044462,0.32778401
-5.15957979,5.66763355,2.98019317,3.80731512,1.66221883,0.06345901,0.02935167,0.31447283
-5.15357679,5.45141097,2.87099696,3.66265557,1.59544154,0.06120890,0.02819678,0.30153631
-5.14757379,5.21824956,2.75225548,3.50586543,1.52340313,0.05872159,0.02699520,0.28915212
-5.14157079,4.97154845,2.62569223,3.33924407,1.44705607,0.05603455,0.02576428,0.27752383
-5.13556778,4.71502058,2.49321117,3.16529747,1.36743287,0.05318889,0.02452314,0.26688020
-5.12956478,4.45260053,2.35684561,2.98667480,1.28561811,0.05022830,0.02329220,0.25747372
-5.12356178,4.18834853,2.21870457,2.80610266,1.20271984,0.04719787,0.02209275,0.24957825
-5.11755878,3.92635358,2.08091840,2.62631915,1.11984149,0.04414302,0.02094646,0.24348582
-5.11155578,3.67063861,1.94558532,2.45000995,1.03805504,0.04110833,0.01987491,0.23950248
-5.10555278,3.42507040,1.81472051,2.27974799,0.95837640,0.03813649,0.01889910,0.23794324
-5.09954977,3.19327646,1.69020915,2.11793848,0.88174358,0.03526741,0.01803897,0.23912603
-5.09354677,2.97857079,1.57376450,1.96677047,0.80899817,0.03253732,0.01731297,0.24336489
-5.08754377,2.78388982,1.46689199,1.82817580,0.74087052,0.02997808,0.01673757,0.25096232
-5.08154077,2.61173963,1.37086001,1.70379606,0.67796882,0.02761667,0.01632688,0.26220102
-5.07553777,2.46415472,1.28667764,1.59495785,0.62077197,0.02547481,0.01609229,0.27733519
-5.06953477,2.34266876,1.21507964,1.50265620,0.56962636,0.02356867,0.01604213,0.29658155
-5.06353177,2.24829685,1.15651852,1.42754603,0.52474607,0.02190884,0.01618143,0.32011039
-5.05752876,2.18152909,1.11116349,1.36994115,0.48621632,0.02050041,0.01651167,0.34803691
-5.05152576,2.14233480,1.07890597,1.32982028,0.45399973,0.01934311,0.01703068,0.38041311
-5.04552276,2.13017670,1.05937108,1.30683955,0.42794495,0.01843164,0.01773254,0.41722069
-5.03951976,2.14403440,1.05193469,1.30035075,0.40779727,0.01775612,0.01860765,0.45836515
-5.03351676,2.18243641,1.05574533,1.30942478,0.39321067,0.01730252,0.01964279,0.50367145
-5.02751376,2.24349995,1.06975043,1.33287973,0.38376099,0.01705323,0.02082131,0.55288156
-5.02151076,2.32497779,1.09272602,1.36931292,0.37895988,0.01698771,0.02212346,0.60565407
-5.01550775,2.42431136,1.12330954,1.41713642,0.37826902,0.01708310,0.02352670,0.66156609
-5.00950475,2.53868930,1.16003467,1.47461544,0.38111453,0.01731488,0.02500619,0.72011743
-5.00350175,2.66511046,1.20136764,1.53990899,0.38690112,0.01765756,0.02653531,0.78073721
-4.99749875,2.80045029,1.24574422,1.61111212,0.39502587,0.01808537,0.02808623,0.84279268
-4.99149575,2.94152943,1.29160643,1.68629917,0.40489140,0.01857287,0.02963057,0.90560010
-4.98549275,3.08518319,1.33743829,1.76356697,0.41591822,0.01909562,0.03114005,0.96843736
-4.97948974,3.22833025,1.38179964,1.84107746,0.42755610,0.01963073,0.03258717,1.03055807
-4.97348674,3.36803918,1.42335727,1.91709851,0.43929436,0.02015738,0.03394585,1.09120650
-4.96748374,3.50159096,1.46091257,1.99004207,0.45067075,0.02065730,0.03519210,1.14963308
-4.96148074,3.62653603,1.49342499,2.05849880,0.46127913,0.02111516,0.03630457,1.20510985
-4.95547774,3.74074405,1.52003071,2.12126803,0.47077537,0.02151882,0.03726503,1.25694531
-4.94947474,3.84244525,1.54005614,2.17738238,0.47888184,0.02185957,0.03805884,1.30449841
-4.94347174,3.93026201,1.55302592,2.22612625,0.48539011,0.02213223,0.03867521,1.34719095
-4.93746873,4.00322997,1.55866537,2.26704760,0.49016191,0.02233514,0.03910743,1.38451841
-4.93146573,4.06080797,1.55689744,2.29996275,0.49312847,0.02247007,0.03935296,1.41605855
-4.92546273,4.10287691,1.54783453,2.32495408,0.49428814,0.02254206,0.03941338,1.44147808
-4.91945973,4.12972766,1.53176557,2.34236065,0.49370242,0.02255909,0.03929427,1.46053681
-4.91345673,4.14203868,1.50913903,2.35276225,0.49149067,0.02253178,0.03900498,1.47308982
-4.90745373,4.14084440,1.48054254,2.35695736,0.48782341,0.02247296,0.03855831,1.47908733
-4.90145073,4.12749560,1.44667998,2.35593589,0.48291472,0.02239721,0.03797009,1.47857270
-4.89544772,4.10361319,1.40834686,2.35084748,0.47701373,0.02232038,0.03725876,1.47167865
-4.88944472,4.07103728,1.36640486,2.34296667,0.47039568,0.02225903,0.03644485,1.45862203
-4.88344172,4.03177300,1.32175640,2.33365582,0.46335259,0.02223002,0.03555050,1.43969727
-4.87743872,3.98793496,1.27531990,2.32432715,0.45618407,0.02224992,0.03459887,1.41526891
-4.87143572,3.94169195,1.22800658,2.31640488,0.44918835,0.02233462,0.03361370,1.38576337
-4.86543272,3.89521350,1.18069918,2.31128875,0.44265392,0.02249887,0.03261877,1.35166014
-4.85942971,3.85061954,1.13423318,2.31031967,0.43685193,0.02275596,0.03163740,1.31348264
-4.85342671,3.80993445,1.08938089,2.31474871,0.43202967,0.02311736,0.03069211,1.27178885
-4.84742371,3.77504643,1.04683848,2.32570980,0.42840518,0.02359255,0.02980413,1.22716189
-4.84142071,3.74767291,1.00721619,2.34419711,0.42616327,0.02418880,0.02899314,1.18020057
-4.83541771,3.72933249,0.97103174,2.37104719,0.42545286,0.02491109,0.02827695,1.13151008
-4.82941471,3.72132375,0.93870670,2.40692637,0.42638587,0.02576208,0.02767128,1.08169285
-4.82341171,3.72471090,0.91056585,2.45232336,0.42903746,0.02674215,0.02718955,1.03133975
-4.81740870,3.74031624,0.88683908,2.50754704,0.43344761,0.02784944,0.02684276,0.98102160
-4.81140570,3.76871901,0.86766576,2.57272911,0.43962399,0.02908005,0.02663942,0.93128116
-4.80540270,3.81026021,0.85310104,2.64783132,0.44754573,0.03042817,0.02658546,0.88262581
-4.79939970,3.86505276,0.84312382,2.73265660,0.45716805,0.03188634,0.02668426,0.83552085
-4.79339670,3.93299609,0.83764587,2.82686353,0.46842738,0.03344565,0.02693663,0.79038364
-4.78739370,4.01379448,0.83652186,2.92998333,0.48124669,0.03509602,0.02734091,0.74757881
-4.78139070,4.10697796,0.83955964,3.04143863,0.49554070,0.03682647,0.02789304,0.70741440
-4.77538769,4.21192486,0.84653046,3.16056291,0.51122072,0.03862539,0.02858662,0.67013922
-4.76938469,4.32788494,0.85717884,3.28662003,0.52819874,0.04048075,0.02941312,0.63594145
-4.76338169,4.45400200,0.87123141,3.41882263,0.54639063,0.04238042,0.03036193,0.60494836
-4.75737869,4.58933501,0.88840476,3.55634888,0.56571807,0.04431228,0.03142061,0.57722741
-4.75137569,4.73287695,0.90841174,3.69835670,0.58610927,0.04626449,0.03257500,0.55278834
-4.74537269,4.88357058,0.93096618,3.84399492,0.60749829,0.04822556,0.03380944,0.53158651
-4.73936968,5.04032070,0.95578586,3.99241111,0.62982291,0.05018452,0.03510701,0.51352705
-4.73336668,5.20200255,0.98259376,4.14275580,0.65302137,0.05213090,0.03644970,0.49846998
-4.72736368,5.36746654,1.01111762,4.29418326,0.67702797,0.05405480,0.03781873,0.48623584
-4.72136068,5.53553942,1.04108797,4.44584910,0.70176789,0.05594681,0.03919474,0.47661194
-4.71535768,5.70502271,1.07223502,4.59690544,0.72715153,0.05779801,0.04055817,0.46935885
-4.70935468,5.87468910,1.10428458,4.74649425,0.75306882,0.05959979,0.04188948,0.46421702
-4.70335168,6.04327802,1.13695355,4.89373998,0.77938386,0.06134382,0.04316954,0.46091345
-4.69734867,6.20949166,1.16994544,5.03774265,0.80593037,0.06302182,0.04437995,0.45916819
-4.69134567,6.37199274,1.20294633,5.17757249,0.83250831,0.06462552,0.04550340,0.45870052
-4.68534267,6.52940552,1.23562180,5.31226741,0.85888214,0.06614651,0.04652403,0.45923488
-4.67933967,6.68032114,1.26761529,5.44083430,0.88478084,0.06757614,0.04742779,0.46050621
-4.67333667,6.82330843,1.29854821,5.56225517,0.90990011,0.06890549,0.04820282,0.46226491
-4.66733367,6.95693095,1.32802214,5.67549868,0.93390674,0.07012537,0.04883975,0.46428116
-4.66133067,7.07977042,1.35562331,5.77953729,0.95644503,0.07122641,0.04933206,0.46634870
-4.65532766,7.19045653,1.38092933,5.87337011,0.97714535,0.07219914,0.04967633,0.46828794
-4.64932466,7.28770245,1.40351813,5.95605066,0.99563432,0.07303421,0.04987248,0.46994847
-4.64332166,7.37034482,1.42297881,6.02671888,1.01154640,0.07372263,0.04992396,0.47121089
-4.63731866,7.43738672,1.43892402,6.08463574,1.02453622,0.07425609,0.04983782,0.47198798
-4.63131566,7.48804151,1.45100340,6.12921906,1.03429133,0.07462727,0.04962483,0.47222514
-4.62531266,7.52177526,1.45891731,6.16007848,1.04054450,0.07483021,0.04929935,0.47190019
-4.61930965,7.53834542,1.46243036,6.17704750,1.04308520,0.07486067,0.04887924,0.47102243
-4.61330665,7.53783313,1.46138383,6.18021074,1.04176947,0.07471648,0.04838567,0.46963109
-4.60730365,7.52066700,1.45570641,6.16992428,1.03652788,0.07439782,0.04784272,0.46779305
-4.60130065,7.48763636,1.44542255,6.14682760,1.02737086,0.07390746,0.04727708,0.46560004
-4.59529765,7.43989245,1.43065791,6.11184577,1.01439139,0.07325092,0.04671749,0.46316523
-4.58929465,7.37893666,1.41164145,6.06618110,0.99776469,0.07243653,0.04619422,0.46061942
-4.58329165,7.30659545,1.38870394,6.01129399,0.97774489,0.07147536,0.04573839,0.45810684
-4.57728864,7.22498253,1.36227294,5.94887327,0.95465883,0.07038110,0.04538133,0.45578074
-4.57128564,7.13644922,1.33286412,5.88079695,0.92889733,0.06916979,0.04515385,0.45379883
-4.56528264,7.04352490,1.30106951,5.80908466,0.90090410,0.06785945,0.04508546,0.45231878
-4.55927964,6.94884960,1.26754294,5.73584377,0.87116298,0.06646965,0.04520369,0.45149385
-4.55327664,6.85510179,1.23298345,5.66321125,0.84018394,0.06502100,0.04553335,0.45146882
-4.54727364,6.76492389,1.19811717,5.59329374,0.80848853,0.06353464,0.04609585,0.45237637
-4.54127064,6.68084892,1.16367870,5.52810822,0.77659522,0.06203161,0.04690868,0.45433389
-4.53526763,6.60523109,1.13039252,5.46952593,0.74500544,0.06053239,0.04798484,0.45744098
-4.52926463,6.54018317,1.09895529,5.41922159,0.71419060,0.05905627,0.04933254,0.46177754
-4.52326163,6.48752293,1.07001973,5.37862994,0.68458075,0.05762098,0.05095493,0.46740257
-4.51725863,6.44873075,1.04418050,5.34891133,0.65655507,0.05624224,0.05284998,0.47435362
-4.51125563,6.42491953,1.02196269,5.33092733,0.63043450,0.05493346,0.05501058,0.48264689
-4.50525263,6.41681781,1.00381301,5.32522708,0.60647675,0.05370554,0.05742476,0.49227795
-4.49924962,6.42476624,0.99009389,5.33204465,0.58487348,0.05256675,0.06007603,0.50322295
-4.49324662,6.44872685,0.98108046,5.35130692,0.56574982,0.05152271,0.06294387,0.51544019
-4.48724362,6.48830426,0.97696022,5.38265139,0.54916599,0.05057646,0.06600444,0.52887211
-4.48124062,6.54277744,0.97783512,5.42545282,0.53512070,0.04972862,0.06923123,0.54344738
-4.47523762,6.61114024,0.98372571,5.47885716,0.52355627,0.04897763,0.07259593,0.55908317
-4.46923462,6.69214867,0.99457700,5.54182140,0.51436495,0.04831997,0.07606926,0.57568733
-4.46323162,6.78437301,1.01026555,5.61315743,0.50739621,0.04775053,0.07962186,0.59316057
-4.45722861,6.88625237,1.03060744,5.69157822,0.50246472,0.04726290,0.08322514,0.61139846
-4.45122561,6.99614994,1.05536676,5.77574460,0.49935862,0.04684973,0.08685208,0.63029322
-4.44522261,7.11240681,1.08426424,5.86431100,0.49784779,0.04650303,0.09047797,0.64973538
-4.43921961,7.23339287,1.11698596,5.95596871,0.49769199,0.04621446,0.09408101,0.66961518
-4.43321661,7.35755334,1.15319167,6.04948542,0.49864846,0.04597567,0.09764281,0.68982381
-4.42721361,7.48344979,1.19252298,6.14373996,0.50047893,0.04577848,0.10114874,0.71025457
-4.42121061,7.60979496,1.23461108,6.23775154,0.50295585,0.04561511,0.10458815,0.73080392
-4.41520760,7.73548081,1.27908410,6.33070294,0.50586771,0.04547835,0.10795437,0.75137254
-4.40920460,7.85959965,1.32557415,6.42195736,0.50902342,0.04536169,0.11124463,0.77186643
-4.40320160,7.98145829,1.37372404,6.51106893,0.51225570,0.04525945,0.11445983,0.79219811
-4.39719860,8.10058551,1.42319357,6.59778699,0.51542344,0.04516683,0.11760419,0.81228801
-4.39119560,8.21673321,1.47366563,6.68205440,0.51841306,0.04507996,0.12068475,0.83206590
-4.38519260,8.32987168,1.52485177,6.76400048,0.52113902,0.04499595,0.12371089,0.85147258
-4.37918959,8.44017955,1.57649734,6.84392891,0.52354336,0.04491293,0.12669370,0.87046154
-4.37318659,8.54802906,1.62838594,6.92230135,0.52559449,0.04482999,0.12964543,0.88900074
-4.36718359,8.65396703,1.68034316,6.99971728,0.52728531,0.04474721,0.13257884,0.90707425
-4.36118059,8.75869227,1.73223917,7.07689076,0.52863074,0.04466564,0.13550663,0.92468370
-4.35517759,8.86302971,1.78399028,7.15462461,0.52966476,0.04458723,0.13844092,0.94184944
-4.34917459,8.96790189,1.83555899,7.23378277,0.53043716,0.04451477,0.14139271,0.95861113
-4.34317159,9.07429809,1.88695263,7.31526111,0.53101000,0.04445184,0.14437154,0.97502783
-4.33716858,9.18324173,1.93822033,7.39995756,0.53145403,0.04440267,0.14738501,0.99117729
-4.33116558,9.29575622,1.98944838,7.48874181,0.53184508,0.04437202,0.15043859,1.00715449
-4.32516258,9.41283025,2.04075407,7.58242540,0.53226052,0.04436506,0.15353533,1.02306923
-4.31915958,9.53538270,2.09227813,7.68173262,0.53277599,0.04438715,0.15667572,1.03904302
-4.31315658,9.66422831,2.14417603,7.78727293,0.53346231,0.04444366,0.15985754,1.05520504
-4.30715358,9.80004482,2.19660850,7.89951568,0.53438286,0.04453976,0.16307581,1.07168746
