energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.77188594,3.01595418,0.05476222,0.10146881,0.54546079,0.57552398,0.11747557,1.72932451,0.32492523,0.13352467
-5.76588294,3.05269289,0.05616471,0.10229209,0.55311283,0.58254508,0.11856631,1.75105776,0.32743272,0.13587327
-5.75987994,3.07626985,0.05720806,0.10265825,0.55861426,0.58699274,0.11911793,1.76533917,0.32933468,0.13743915
-5.75387694,3.08606848,0.05787324,0.10256286,0.56182687,0.58872524,0.11909972,1.77179007,0.33061797,0.13819631
-5.74787394,3.08178656,0.05814938,0.10201337,0.56266507,0.58765919,0.11849242,1.77020896,0.33129304,0.13813743
-5.74187094,3.06346428,0.05803416,0.10102953,0.56110249,0.58377552,0.11728948,1.76058857,0.33139701,0.13727469
-5.73586793,3.03149878,0.05753400,0.09964337,0.55717619,0.57712281,0.11549787,1.74312520,0.33099556,0.13563983
-5.72986493,2.98664428,0.05666393,0.09789866,0.55098830,0.56781804,0.11313830,1.71821984,0.33018323,0.13328355
-5.72386193,2.92999755,0.05544711,0.09584995,0.54270491,0.55604436,0.11024497,1.68647082,0.32908209,0.13027428
-5.71785893,2.86296933,0.05391412,0.09356109,0.53255234,0.54204636,0.10686468,1.64865836,0.32783900,0.12669629
-5.71185593,2.78724323,0.05210205,0.09110355,0.52081096,0.52612267,0.10305554,1.60572179,0.32662134,0.12264737
-5.70585293,2.70472418,0.05005333,0.08855431,0.50780691,0.50861665,0.09888513,1.55873063,0.32561163,0.11823604
-5.69984992,2.61747902,0.04781442,0.08599372,0.49390223,0.48990531,0.09442846,1.50885103,0.32500135,0.11357859
-5.69384692,2.52767264,0.04543448,0.08350323,0.47948396,0.47038730,0.08976558,1.45730946,0.32498422,0.10879596
-5.68784392,2.43750267,0.04296396,0.08116323,0.46495279,0.45047044,0.08497912,1.40535536,0.32574961,0.10401065
-5.68184092,2.34913614,0.04045319,0.07905107,0.45071202,0.43055935,0.08015181,1.35422481,0.32747630,0.09934388
-5.67583792,2.26465136,0.03795119,0.07723938,0.43715726,0.41104391,0.07536410,1.30510691,0.33032710,0.09491298
-5.66983492,2.18598751,0.03550438,0.07579475,0.42466752,0.39228897,0.07069202,1.25911453,0.33444478,0.09082923
-5.66383192,2.11490428,0.03315572,0.07477683,0.41359815,0.37462569,0.06620524,1.21726058,0.33994948,0.08719617
-5.65782891,2.05295302,0.03094376,0.07423799,0.40427584,0.35834490,0.06196556,1.18044082,0.34693787,0.08410846
-5.65182591,2.00146022,0.02890212,0.07422340,0.39699583,0.34369264,0.05802577,1.14942353,0.35548417,0.08165129
-5.64582291,1.96152316,0.02705901,0.07477162,0.39202146,0.33086785,0.05442891,1.12484618,0.36564286,0.07990025
-5.63981991,1.93401716,0.02543699,0.07591561,0.38958565,0.32002227,0.05120792,1.10721852,0.37745305,0.07892180
-5.63381691,1.91961284,0.02405293,0.07768407,0.38989418,0.31126214,0.04838567,1.09693142,0.39094407,0.07877404
-5.62781391,1.91880130,0.02291810,0.08010312,0.39313022,0.30465169,0.04597540,1.09427022,0.40614197,0.07950776
-5.62181091,1.93192480,0.02203831,0.08319797,0.39945950,0.30021773,0.04398136,1.09943117,0.42307629,0.08116776
-5.61580790,1.95920995,0.02141432,0.08699469,0.40903563,0.29795518,0.04239972,1.11253937,0.44178669,0.08379407
-5.60980490,2.00080065,0.02104211,0.09152174,0.42200472,0.29783297,0.04121964,1.13366661,0.46232868,0.08742318
-5.60380190,2.05678768,0.02091336,0.09681126,0.43850884,0.29979990,0.04042442,1.16284745,0.48477798,0.09208897
-5.59779890,2.12723245,0.02101588,0.10289985,0.45868760,0.30379010,0.03999269,1.20009210,0.50923292,0.09782324
-5.59179590,2.21218259,0.02133402,0.10982881,0.48267753,0.30972769,0.03989954,1.24539494,0.53581447,0.10465585
-5.58579290,2.31167766,0.02184915,0.11764367,0.51060871,0.31753047,0.04011765,1.29873763,0.56466352,0.11261427
-5.57978989,2.42574411,0.02254009,0.12639300,0.54259879,0.32711231,0.04061822,1.36008655,0.59593540,0.12172249
-5.57378689,2.55437897,0.02338348,0.13612647,0.57874417,0.33838438,0.04137177,1.42938415,0.62979139,0.13199941
-5.56778389,2.69752310,0.02435424,0.14689211,0.61910874,0.35125500,0.04234883,1.50653486,0.66638780,0.14345658
-5.56178089,2.85502499,0.02542594,0.15873290,0.66371072,0.36562833,0.04352039,1.59138610,0.70586266,0.15609549
-5.55577789,3.02659742,0.02657118,0.17168286,0.71250799,0.38140217,0.04485825,1.68370574,0.74832087,0.16990444
-5.54977489,3.21176954,0.02776203,0.18576264,0.76538304,0.39846492,0.04633517,1.78315736,0.79381842,0.18485523
-5.54377189,3.40983748,0.02897038,0.20097503,0.82212830,0.41669219,0.04792489,1.88927513,0.84234662,0.20089980
-5.53776888,3.61981723,0.03016840,0.21730044,0.88243292,0.43594329,0.04960206,2.00144023,0.89381727,0.21796703
-5.53176588,3.84040324,0.03132895,0.23469282,0.94587213,0.45605801,0.05134208,2.11886081,0.94804975,0.23595997
-5.52576288,4.06993650,0.03242601,0.25307605,1.01190005,0.47685404,0.05312087,2.24055726,1.00476098,0.25475374
-5.51975988,4.30638528,0.03343508,0.27234136,1.07984700,0.49812523,0.05491462,2.36535464,1.06355916,0.27419426
-5.51375688,4.54734136,0.03433365,0.29234576,1.14892184,0.51964106,0.05669957,2.49188349,1.12394193,0.29409803
-5.50775388,4.79003381,0.03510154,0.31291186,1.21822007,0.54114752,0.05845180,2.61859020,1.18529955,0.31425318
-5.50175088,5.03136144,0.03572132,0.33382917,1.28673763,0.56236939,0.06014711,2.74375729,1.24692320,0.33442177
-5.49574787,5.26794421,0.03617856,0.35485694,1.35339054,0.58301409,0.06176093,2.86553358,1.30801861,0.35434351
-5.48974487,5.49619254,0.03646213,0.37572856,1.41703972,0.60277690,0.06326839,2.98197365,1.36772452,0.37374068
-5.48374187,5.71239273,0.03656437,0.39615738,1.47652046,0.62134750,0.06464446,3.09108547,1.42513542,0.39232438
-5.47773887,5.91280532,0.03648119,0.41584391,1.53067531,0.63841752,0.06586421,3.19088424,1.47932777,0.40980165
-5.47173587,6.09377264,0.03621209,0.43448387,1.57838919,0.65368883,0.06690317,3.27945065,1.52938845,0.42588348
-5.46573287,6.25183092,0.03576006,0.45177710,1.61862521,0.66688218,0.06773782,3.35499077,1.57444430,0.44029313
-5.45972986,6.38382196,0.03513149,0.46743663,1.65045963,0.67774576,0.06834611,3.41589495,1.61369135,0.45277462
-5.45372686,6.48699914,0.03433586,0.48119769,1.67311435,0.68606333,0.06870808,3.46079312,1.64642225,0.46310084
-5.44772386,6.55912275,0.03338548,0.49282615,1.68598535,0.69166149,0.06880651,3.48860368,1.67205070,0.47108105
-5.44172086,6.59853994,0.03229507,0.50212603,1.68866581,0.69441563,0.06862751,3.49857365,1.69013162,0.47656730
-5.43571786,6.60424549,0.03108136,0.50894568,1.68096276,0.69425451,0.06816119,3.49030820,1.70037608,0.47945948
-5.42971486,6.57592025,0.02976263,0.51318232,1.66290635,0.69116290,0.06740211,3.46378804,1.70266040,0.47970880
-5.42371186,6.51394573,0.02835822,0.51478480,1.63475153,0.68518244,0.06634981,3.41937385,1.69702897,0.47731948
-5.41770885,6.41939398,0.02688806,0.51375437,1.59697182,0.67641058,0.06500906,3.35779766,1.68369083,0.47234858
-5.41170585,6.29399374,0.02537220,0.51014357,1.55024573,0.66499759,0.06339003,3.28014169,1.66301038,0.46490397
-5.40570285,6.14007461,0.02383035,0.50405324,1.49543640,0.65114199,0.06150835,3.18780576,1.63549274,0.45514063
-5.39969985,5.96049244,0.02228152,0.49562785,1.43356545,0.63508455,0.05938491,3.08246499,1.60176485,0.44325535
-5.39369685,5.75853983,0.02074365,0.48504955,1.36578241,0.61710117,0.05704560,2.96602004,1.56255335,0.42948028
-5.38769385,5.53784617,0.01923332,0.47253115,1.29333107,0.59749514,0.05452085,2.84054220,1.51866039,0.41407542
-5.38169085,5.30227228,0.01776554,0.45830846,1.21751425,0.57658900,0.05184505,2.70821598,1.47093888,0.39732071
-5.37568784,5.05580434,0.01635361,0.44263240,1.13965852,0.55471658,0.04905595,2.57128179,1.42026807,0.37950779
-5.36968484,4.80245173,0.01500899,0.42576125,1.06108027,0.53221541,0.04619392,2.43198101,1.36753092,0.36093204
-5.36368184,4.54615290,0.01374133,0.40795343,0.98305426,0.50941988,0.04330123,2.29250560,1.31359378,0.34188511
-5.35767884,4.29069228,0.01255846,0.38946104,0.90678582,0.48665536,0.04042138,2.15495375,1.25928933,0.32264816
-5.35167584,4.03963066,0.01146652,0.37052435,0.83338718,0.46423344,0.03759839,2.02129284,1.20540288,0.30348619
-5.34567284,3.79625034,0.01047006,0.35136756,0.76385862,0.44244823,0.03487627,1.89333021,1.15266232,0.28464343
-5.33966983,3.56351520,0.00957220,0.33219566,0.69907437,0.42157390,0.03229852,1.77269189,1.10173138,0.26633995
-5.33366683,3.34404508,0.00877483,0.31319251,0.63977333,0.40186299,0.02990774,1.66080869,1.05320580,0.24876940
-5.32766383,3.14010311,0.00807877,0.29451999,0.58655410,0.38354570,0.02774539,1.55890913,1.00761200,0.23209789
-5.32166083,2.95359372,0.00748398,0.27631815,0.53987391,0.36682962,0.02585159,1.46801778,0.96540729,0.21646379
-5.31565783,2.78606909,0.00698974,0.25870602,0.50005087,0.35189980,0.02426501,1.38895791,0.92698113,0.20197837
-5.30965483,2.63874130,0.00659475,0.24178302,0.46726863,0.33891887,0.02302287,1.32235703,0.89265666,0.18872696
-5.30365183,2.51249766,0.00629733,0.22563072,0.44158310,0.32802702,0.02216083,1.26865389,0.86269183,0.17677059
-5.29764882,2.40791704,0.00609544,0.21031463,0.42293028,0.31934159,0.02171295,1.22810606,0.83727997,0.16614782
-5.29164582,2.32528530,0.00598681,0.19588607,0.41113492,0.31295624,0.02171156,1.20079688,0.81654917,0.15687663
-5.28564282,2.26460850,0.00596890,0.18238379,0.40591950,0.30893960,0.02218696,1.18664144,0.80056081,0.14895624
-5.27963982,2.22562343,0.00603894,0.16983529,0.40691325,0.30733343,0.02316712,1.18539116,0.78930706,0.14236875
-5.27363682,2.20780510,0.00619390,0.15825788,0.41366119,0.30815038,0.02467705,1.19663722,0.78270795,0.13708064
-5.26763382,2.21037211,0.00643037,0.14765937,0.42563308,0.31137159,0.02673814,1.21981303,0.78060833,0.13304395
-5.26163082,2.23229053,0.00674458,0.13803848,0.44223252,0.31694421,0.02936728,1.25419654,0.78277538,0.13019737
-5.25562781,2.27227794,0.00713223,0.12938497,0.46280627,0.32477921,0.03257580,1.29891305,0.78889715,0.12846715
-5.24962481,2.32880909,0.00758851,0.12167970,0.48665406,0.33474965,0.03636840,1.35293964,0.79858301,0.12776791
-5.24362181,2.40012469,0.00810795,0.11489455,0.51303905,0.34668971,0.04074193,1.41511186,0.81136616,0.12800358
-5.23761881,2.48424514,0.00868445,0.10899239,0.54119915,0.36039480,0.04568422,1.48413371,0.82670888,0.12906831
-5.23161581,2.57899007,0.00931121,0.10392721,0.57035927,0.37562272,0.05117305,1.55859154,0.84401068,0.13084766
-5.22561281,2.68200487,0.00998079,0.09964441,0.59974437,0.39209623,0.05717518,1.63697214,0.86261925,0.13322003
-5.21960980,2.79079448,0.01068512,0.09608134,0.62859339,0.40950697,0.06364578,1.71768542,0.88184429,0.13605824
-5.21360680,2.90276436,0.01141565,0.09316812,0.65617356,0.42752081,0.07052804,1.79909132,0.90097362,0.13923157
-5.20760380,3.01526807,0.01216343,0.09082875,0.68179491,0.44578437,0.07775338,1.87953055,0.91929120,0.14260788
-5.20160080,3.12566025,0.01291931,0.08898249,0.70482451,0.46393277,0.08524195,1.95735843,0.93609624,0.14605612
-5.19559780,3.23135348,0.01367415,0.08754542,0.72469984,0.48159823,0.09290374,2.03098066,0.95072273,0.14944885
-5.18959480,3.32987698,0.01441900,0.08643226,0.74094085,0.49841921,0.10064015,2.09889001,0.96255846,0.15266494
-5.18359180,3.41893507,0.01514537,0.08555823,0.75316014,0.51404988,0.10834605,2.15970224,0.97106270,0.15559213
-5.17758879,3.49646294,0.01584545,0.08484091,0.76107083,0.52816935,0.11591227,2.21219011,0.97578175,0.15812952
-5.17158579,3.56067736,0.01651232,0.08420218,0.76449166,0.54049049,0.12322845,2.25531376,0.97636167,0.16018981
-5.16558279,3.61012019,0.01714020,0.08356986,0.76334908,0.55076779,0.13018608,2.28824635,0.97255756,0.16170114
-5.15957979,3.64369270,0.01772457,0.08287933,0.75767619,0.55880402,0.13668166,2.31039356,0.96423915,0.16260855
-5.15357679,3.66067896,0.01826227,0.08207477,0.74760844,0.56445535,0.14261984,2.32140623,0.95139231,0.16287489
-5.14757379,3.66075742,0.01875162,0.08111016,0.73337639,0.56763466,0.14791633,2.32118529,0.93411657,0.16248119
-5.14157079,3.64399969,0.01919237,0.07994994,0.71529564,0.56831294,0.15250044,2.30987885,0.91261891,0.16142647
-5.13556778,3.61085685,0.01958563,0.07856932,0.69375444,0.56651867,0.15631721,2.28787129,0.88720400,0.15972694
-5.12956478,3.56213352,0.01993375,0.07695423,0.66919948,0.56233521,0.15932885,2.25576500,0.85826162,0.15741470
-5.12356178,3.49895092,0.02024012,0.07510099,0.64212047,0.55589631,0.16151555,2.21435530,0.82625170,0.15453591
-5.11755878,3.42270056,0.02050891,0.07301564,0.61303406,0.54737996,0.16287560,2.16459969,0.79168790,0.15114859
-5.11155578,3.33499051,0.02074476,0.07071299,0.58246790,0.53700081,0.16342466,2.10758286,0.75512034,0.14732013
-5.10555278,3.23758673,0.02095252,0.06821557,0.55094527,0.52500167,0.16319452,2.04447881,0.71711835,0.14312456
-5.09954977,3.13235212,0.02113687,0.06555230,0.51897099,0.51164436,0.16223105,1.97651190,0.67825395,0.13863981
-5.09354677,3.02118592,0.02130207,0.06275723,0.48701909,0.49720036,0.16059183,1.90491853,0.63908675,0.13394499
-5.08754377,2.90596631,0.02145162,0.05986816,0.45552253,0.48194185,0.15834333,1.83091102,0.60015084,0.12911792
-5.08154077,2.78849859,0.02158812,0.05692541,0.42486531,0.46613348,0.15555791,1.75564539,0.56194415,0.12423289
-5.07553777,2.67047129,0.02171310,0.05397062,0.39537723,0.45002525,0.15231082,1.68019431,0.52492060,0.11935886
-5.06953477,2.55342192,0.02182694,0.05104576,0.36733111,0.43384690,0.14867736,1.60552636,0.48948525,0.11455812
-5.06353177,2.43871382,0.02192894,0.04819240,0.34094263,0.41780412,0.14473025,1.53249225,0.45599245,0.10988554
-5.05752876,2.32752457,0.02201748,0.04545112,0.31637242,0.40207657,0.14053756,1.46181867,0.42474696,0.10538828
-5.05152576,2.22084647,0.02209018,0.04286124,0.29373031,0.38681796,0.13616102,1.39410945,0.39600785,0.10110615
-5.04552276,2.11949822,0.02214430,0.04046079,0.27308125,0.37215807,0.13165501,1.32985396,0.36999466,0.09707248
-5.03951976,2.02414706,0.02217711,0.03828669,0.25445262,0.35820649,0.12706610,1.26944195,0.34689570,0.09331539
-5.03351676,1.93533957,0.02218634,0.03637518,0.23784242,0.34505794,0.12243316,1.21318374,0.32687767,0.08985960
-5.02751376,1.85353923,0.02217066,0.03476236,0.22322805,0.33279876,0.11778800,1.16133461,0.31009627,0.08672839
-5.02151076,1.77916834,0.02213018,0.03348487,0.21057507,0.32151421,0.11315645,1.11412184,0.29670711,0.08394581
-5.01550775,1.71265185,0.02206690,0.03258066,0.19984576,0.31129605,0.10855973,1.07177276,0.28687634,0.08153896
-5.00950475,1.65446028,0.02198512,0.03208964,0.19100688,0.30225003,0.10401601,1.03454230,0.28079038,0.07954014
-5.00350175,1.60514936,0.02189173,0.03205430,0.18403662,0.29450268,0.09954208,1.00273838,0.27866431,0.07798882
-4.99749875,1.56539381,0.02179648,0.03252018,0.17893018,0.28820713,0.09515485,0.97674363,0.28074823,0.07693331
-4.99149575,1.53601324,0.02171202,0.03353606,0.17570404,0.28354732,0.09087277,0.95703219,0.28733132,0.07643200
-4.98549275,1.51798827,0.02165382,0.03515388,0.17439869,0.28074045,0.08671685,0.94418053,0.29874318,0.07655400
-4.97948974,1.51246563,0.02164002,0.03742831,0.17507977,0.28003722,0.08271146,0.93887139,0.31535218,0.07737932
-4.97348674,1.52075138,0.02169099,0.04041595,0.17783766,0.28171990,0.07888457,0.94189054,0.33756062,0.07899827
-4.96748374,1.54429189,0.02182887,0.04417411,0.18278553,0.28609785,0.07526767,0.95411588,0.36579678,0.08151030
-4.96148074,1.58464272,0.02207684,0.04875919,0.19005600,0.29350084,0.07189524,0.97649936,0.40050387,0.08502213
-4.95547774,1.64342628,0.02245839,0.05422468,0.19979657,0.30427000,0.06880385,1.01004186,0.44212596,0.08964525
-4.94947474,1.72227929,0.02299643,0.06061884,0.21216396,0.31874682,0.06603089,1.05576192,0.49109153,0.09549285
-4.94347174,1.82279182,0.02371233,0.06798203,0.22731755,0.33726047,0.06361314,1.11465929,0.54779471,0.10267624
-4.93746873,1.94643995,0.02462497,0.07634393,0.24541221,0.36011388,0.06158511,1.18767450,0.61257509,0.11130088
-4.93146573,2.09451445,0.02574973,0.08572066,0.26659071,0.38756902,0.05997728,1.27564586,0.68569659,0.12146217
-4.92546273,2.26804818,0.02709763,0.09611186,0.29097593,0.41983200,0.05881447,1.37926551,0.76732627,0.13324102
-4.91945973,2.46774499,0.02867441,0.10749810,0.31866311,0.45703867,0.05811423,1.49903619,0.85751384,0.14669957
-4.91345673,2.69391331,0.03047991,0.11983846,0.34971242,0.49924121,0.05788544,1.63523037,0.95617283,0.16187705
-4.90745373,2.94640709,0.03250742,0.13306875,0.38414204,0.54639646,0.05812722,1.78785361,1.06306423,0.17878598
-4.90145073,3.22457715,0.03474339,0.14710022,0.42192190,0.59835657,0.05882812,1.95661367,1.17778362,0.19740899
-4.89544772,3.52723551,0.03716725,0.16181914,0.46296844,0.65486257,0.05996571,2.14089699,1.29975246,0.21769630
-4.88944472,3.85263486,0.03975150,0.17708721,0.50714042,0.71554127,0.06150652,2.33975389,1.42821432,0.23956410
-4.88344172,4.19846509,0.04246208,0.19274294,0.55423610,0.77990589,0.06340645,2.55189343,1.56223665,0.26289384
-4.87743872,4.56186798,0.04525894,0.20860401,0.60399180,0.84736059,0.06561155,2.77568887,1.70071840,0.28753269
-4.87143572,4.93947063,0.04809684,0.22447071,0.65608209,0.91720909,0.06805913,3.00919397,1.84240367,0.31329507
-4.86543272,5.32743747,0.05092648,0.24013024,0.71012164,0.98866703,0.07067930,3.25017019,1.98590129,0.33996533
-4.85942971,5.72153972,0.05369565,0.25536196,0.76566887,1.06087798,0.07339675,3.49612425,2.12970997,0.36730156
-4.85342671,6.11724067,0.05635071,0.26994332,0.82223123,1.13293246,0.07613271,3.74435514,2.27224843,0.39504040
-4.84742371,6.50979417,0.05883802,0.28365630,0.87927235,1.20388946,0.07880718,3.99200928,2.41188950,0.42290275
-4.84142071,6.89435311,0.06110557,0.29629419,0.93622070,1.27279948,0.08134114,4.23614208,2.54699721,0.45060017
-4.83541771,7.26608429,0.06310445,0.30766832,0.99247977,1.33872844,0.08365881,4.47378381,2.67596555,0.47784176
-4.82941471,7.62028537,0.06479039,0.31761467,1.04743954,1.40078127,0.08568977,4.70200762,2.79725735,0.50434131
-4.82341171,7.95249985,0.06612511,0.32599978,1.10048886,1.45812447,0.08737100,4.91799711,2.90944202,0.52982441
-4.81740870,8.25862562,0.06707749,0.33272595,1.15102855,1.51000655,0.08864860,5.11911133,3.01123044,0.55403526
-4.81140570,8.53501317,0.06762450,0.33773540,1.19848476,1.55577562,0.08947925,5.30294463,3.10150583,0.57674291
-4.80540270,8.77854989,0.06775196,0.34101302,1.24232220,1.59489353,0.08983133,5.46737953,3.17934931,0.59774675
-4.79939970,8.98672758,0.06745483,0.34258783,1.28205680,1.62694602,0.08968557,5.61063075,3.24405922,0.61688100
-4.79339670,9.15769096,0.06673741,0.34253280,1.31726748,1.65164858,0.08903541,5.73127914,3.29516350,0.63401798
-4.78739370,9.29026602,0.06561300,0.34096317,1.34760640,1.66884810,0.08788679,5.82829470,3.33242490,0.64907025
-4.78139070,9.38396790,0.06410348,0.33803317,1.37280761,1.67852036,0.08625771,5.90104833,3.35583892,0.66199134
-4.77538769,9.43898885,0.06223843,0.33393143,1.39269354,1.68076383,0.08417726,5.94931254,3.36562496,0.67277530
-4.76938469,9.45616784,0.06005419,0.32887508,1.40717923,1.67579021,0.08168437,5.97325172,3.36221134,0.68145495
-4.76338169,9.43694392,0.05759255,0.32310293,1.41627413,1.66391242,0.07882635,5.97340299,3.34621513,0.68809916
-4.75737869,9.38329610,0.05489950,0.31686784,1.42008138,1.64553088,0.07565712,5.95064905,3.31841797,0.69280912
-4.75137569,9.29767306,0.05202373,0.31042890,1.41879465,1.62111860,0.07223538,5.90618457,3.27973929,0.69571400
-4.74537269,9.18291572,0.04901523,0.30404335,1.41269263,1.59120605,0.06862267,5.84147781,3.23120820,0.69696605
-4.73936968,9.04217641,0.04592391,0.29795900,1.40213154,1.55636628,0.06488147,5.75822913,3.17393544,0.69673550
-4.73336668,8.87883738,0.04279826,0.29240712,1.38753577,1.51720102,0.06107341,5.65832804,3.10908664,0.69520542
-4.72736368,8.69643181,0.03968420,0.28759635,1.36938720,1.47432797,0.05725760,5.54381020,3.03785787,0.69256676
-4.72136068,8.49856954,0.03662414,0.28370770,1.34821359,1.42836974,0.05348911,5.41681563,2.96145448,0.68901378
-4.71535768,8.28886934,0.03365614,0.28089092,1.32457642,1.37994443,0.04981783,5.27954902,2.88107355,0.68474000
-4.70935468,8.07089918,0.03081339,0.27926231,1.29905874,1.32965785,0.04628742,5.13424300,2.79789039,0.67993485
-4.70335168,7.84812521,0.02812387,0.27890410,1.27225345,1.27809742,0.04293473,4.98312467,2.71304902,0.67478094
-4.69734867,7.62386968,0.02561020,0.27986523,1.24475227,1.22582727,0.03978935,4.82838580,2.62765629,0.66945226
-4.69134567,7.40127776,0.02328979,0.28216355,1.21713601,1.17338456,0.03687350,4.67215669,2.54277914,0.66411298
-4.68534267,7.18329268,0.02117501,0.28578926,1.18996608,1.12127659,0.03420222,4.51648357,2.45944431,0.65891707
-4.67933967,6.97263847,0.01927369,0.29070927,1.16377772,1.06997856,0.03178367,4.36330956,2.37863960,0.65400858
-4.67333667,6.77180923,0.01758957,0.29687232,1.13907482,1.01993162,0.02961973,4.21445875,2.30131576,0.64952238
-4.66733367,6.58306400,0.01612294,0.30421445,1.11632636,0.97154132,0.02770671,4.07162331,2.22838818,0.64558536
-4.66133067,6.40842596,0.01487125,0.31266460,1.09596448,0.92517608,0.02603612,3.93635338,2.16073737,0.64231786
-4.65532766,6.24968490,0.01382976,0.32214985,1.07838377,0.88116584,0.02459563,3.81004933,2.09920760,0.63983517
-4.64932466,6.10840176,0.01299215,0.33260011,1.06394175,0.83980093,0.02336988,3.69395641,2.04460298,0.63824894
-4.64332166,5.98591437,0.01235105,0.34395191,1.05296004,0.80133113,0.02234147,3.58916126,1.99768078,0.63766830
