energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.47173587,4.96399405,0.57619872,0.88781623,0.14104786,0.21004003,0.07411169,1.86349315,0.82694168,0.73970838
-5.46573287,4.93652685,0.56422750,0.90740094,0.14225682,0.19991701,0.07758267,1.87000527,0.79570815,0.72341728
-5.45972986,4.91625892,0.55432567,0.92540356,0.14348402,0.19122992,0.08097309,1.87691566,0.76646810,0.70972794
-5.45372686,4.90252742,0.54655933,0.94141071,0.14466706,0.18409931,0.08420384,1.88375062,0.73946487,0.69862989
-5.44772386,4.89442227,0.54093031,0.95502026,0.14574209,0.17860930,0.08719967,1.88998301,0.71486519,0.69005779
-5.44172086,4.89083522,0.53737899,0.96585521,0.14664652,0.17480745,0.08989121,1.89505327,0.69276253,0.68389818
-5.43571786,4.89051172,0.53578852,0.97357706,0.14732165,0.17270516,0.09221665,1.89839137,0.67318206,0.67999638
-5.42971486,4.89210261,0.53598996,0.97789817,0.14771488,0.17227870,0.09412341,1.89943841,0.65608676,0.67816315
-5.42371186,4.89421313,0.53776842,0.97859218,0.14778164,0.17347064,0.09556947,1.89766683,0.64138427,0.67818071
-5.41770885,4.89544720,0.54086976,0.97550232,0.14748675,0.17619170,0.09652439,1.89259849,0.62893405,0.67980823
-5.41170585,4.89444545,0.54500787,0.96854694,0.14680532,0.18032296,0.09696996,1.88381968,0.61855459,0.68278638
-5.40570285,4.88991607,0.54987221,0.95772214,0.14572307,0.18571833,0.09690041,1.87099270,0.61003040,0.68684119
-5.39969985,4.88065825,0.55513559,0.94310131,0.14423619,0.19220743,0.09632223,1.85386375,0.60311858,0.69168723
-5.39369685,4.86557851,0.56046208,0.92483185,0.14235061,0.19959874,0.09525356,1.83226692,0.59755508,0.69703038
-5.38769385,4.84370063,0.56551485,0.90312899,0.14008102,0.20768317,0.09372323,1.80612472,0.59306043,0.70257030
-5.38169085,4.81417043,0.56996394,0.87826744,0.13744943,0.21623794,0.09176938,1.77544524,0.58934520,0.70800297
-5.37568784,4.77625674,0.57349372,0.85057106,0.13448359,0.22503080,0.08943792,1.74031674,0.58611515,0.71302350
-5.36968484,4.72935002,0.57581011,0.82040132,0.13121534,0.23382465,0.08678069,1.70089995,0.58307631,0.71732932
-5.36368184,4.67296006,0.57664720,0.78814506,0.12767886,0.24238239,0.08385359,1.65741909,0.57993989,0.72062409
-5.35767884,4.60671389,0.57577330,0.75420220,0.12390916,0.25047196,0.08071464,1.61015196,0.57642733,0.72262219
-5.35167584,4.53035485,0.57299621,0.71897403,0.11994069,0.25787147,0.07742206,1.55941988,0.57227526,0.72305385
-5.34567284,4.44374329,0.56816745,0.68285243,0.11580620,0.26437431,0.07403255,1.50557791,0.56724059,0.72167087
-5.33966983,4.34685905,0.56118559,0.64621062,0.11153597,0.26979395,0.07059970,1.44900579,0.56110540,0.71825257
-5.33366683,4.23980538,0.55199815,0.60939566,0.10715727,0.27396850,0.06717264,1.39009982,0.55368169,0.71261189
-5.32766383,4.12281372,0.54060242,0.57272273,0.10269423,0.27676451,0.06379499,1.32926589,0.54481572,0.70460115
-5.32166083,3.99624847,0.52704478,0.53647150,0.09816792,0.27808023,0.06050410,1.26691358,0.53439172,0.69411726
-5.31565783,3.86061063,0.51141870,0.50088428,0.09359666,0.27784785,0.05733055,1.20345135,0.52233486,0.68110590
-5.30965483,3.71653937,0.49386144,0.46616589,0.08899660,0.27603485,0.05429795,1.13928260,0.50861318,0.66556454
-5.30365183,3.56481037,0.47454958,0.43248497,0.08438229,0.27264421,0.05142307,1.07480241,0.49323839,0.64754384
-5.29764882,3.40633028,0.45369339,0.39997638,0.07976735,0.26771359,0.04871607,1.01039478,0.47626537,0.62714741
-5.29164582,3.24212670,0.43153043,0.36874449,0.07516513,0.26131342,0.04618109,0.94643007,0.45779037,0.60452982
-5.28564282,3.07333339,0.40831852,0.33886687,0.07058920,0.25354401,0.04381685,0.88326267,0.43794791,0.57989273
-5.27963982,2.90117110,0.38432831,0.31039820,0.06605381,0.24453180,0.04161750,0.82122849,0.41690640,0.55347951
-5.27363682,2.72692430,0.35983583,0.28337408,0.06157412,0.23442489,0.03957342,0.76064255,0.39486277,0.52556838
-5.26763382,2.55191485,0.33511521,0.25781456,0.05716630,0.22338806,0.03767220,0.70179644,0.37203620,0.49646433
-5.26163082,2.37747349,0.31043185,0.23372722,0.05284741,0.21159748,0.03589947,0.64495582,0.34866128,0.46649045
-5.25562781,2.20491069,0.28603630,0.21110977,0.04863516,0.19923539,0.03423987,0.59035804,0.32498087,0.43597867
-5.24962481,2.03548794,0.26215895,0.18995206,0.04454756,0.18648481,0.03267787,0.53821013,0.30123894,0.40526065
-5.24362181,1.87039099,0.23900585,0.17023765,0.04060238,0.17352469,0.03119853,0.48868713,0.27767379,0.37465898
-5.23761881,1.71070618,0.21675550,0.15194489,0.03681670,0.16052545,0.02978828,0.44193114,0.25451171,0.34447927
-5.23161581,1.55740095,0.19555685,0.13504774,0.03320631,0.14764527,0.02843552,0.39805106,0.23196159,0.31500314
-5.22561281,1.41130917,0.17552843,0.11951622,0.02978522,0.13502700,0.02713119,0.35712321,0.21021040,0.28648259
-5.21960980,1.27312207,0.15675845,0.10531693,0.02656520,0.12279596,0.02586925,0.31919288,0.18941982,0.25913577
-5.21360680,1.14338458,0.13930596,0.09241341,0.02355544,0.11105848,0.02464709,0.28427680,0.16972409,0.23314429
-5.20760380,1.02249738,0.12320270,0.08076670,0.02076226,0.09990129,0.02346586,0.25236655,0.15122891,0.20865195
-5.20160080,0.91072402,0.10845568,0.07033594,0.01818901,0.08939152,0.02233076,0.22343271,0.13401157,0.18576491
-5.19559780,0.80820260,0.09505025,0.06107930,0.01583602,0.07957749,0.02125126,0.19742988,0.11812201,0.16455316
-5.18959480,0.71496130,0.08295339,0.05295496,0.01370074,0.07048996,0.02024123,0.17430204,0.10358485,0.14505297
-5.18359180,0.63093682,0.07211731,0.04592246,0.01177791,0.06214378,0.01931919,0.15398843,0.09040202,0.12727030
-5.17758879,0.55599474,0.06248287,0.03994408,0.01005988,0.05453996,0.01850828,0.13642957,0.07855604,0.11118479
-5.17158579,0.48995098,0.05398305,0.03498640,0.00853693,0.04766781,0.01783648,0.12157313,0.06801357,0.09675408
-5.16558279,0.43259323,0.04654612,0.03102193,0.00719769,0.04150729,0.01733650,0.10937975,0.05872924,0.08391841
-5.15957979,0.38370168,0.04009847,0.02803066,0.00602955,0.03603124,0.01704591,0.09982820,0.05064945,0.07260510
-5.15357679,0.34306823,0.03456719,0.02600156,0.00501907,0.03120765,0.01700696,0.09291999,0.04371612,0.06273287
-5.14757379,0.31051342,0.02988217,0.02493382,0.00415239,0.02700170,0.01726650,0.08868315,0.03787023,0.05421578
-5.14157079,0.28590070,0.02597788,0.02483794,0.00341560,0.02337766,0.01787572,0.08717493,0.03305510,0.04696679
-5.13556778,0.26914755,0.02279473,0.02573630,0.00279507,0.02030059,0.01888970,0.08848337,0.02921928,0.04090072
-5.12956478,0.26023315,0.02028007,0.02766348,0.00227771,0.01773779,0.02036695,0.09272754,0.02631917,0.03593673
-5.12356178,0.25920246,0.01838892,0.03066603,0.00185121,0.01566005,0.02236860,0.10005640,0.02432115,0.03200022
-5.11755878,0.26616660,0.01708437,0.03480175,0.00150423,0.01404272,0.02495742,0.11064621,0.02320348,0.02902413
-5.11155578,0.28129957,0.01633780,0.04013842,0.00122649,0.01286649,0.02819664,0.12469633,0.02295772,0.02694981
-5.10555278,0.30483151,0.01612886,0.04675206,0.00100888,0.01211811,0.03214842,0.14242367,0.02358990,0.02572739
-5.09954977,0.33703867,0.01644543,0.05472465,0.00084349,0.01179083,0.03687215,0.16405566,0.02512133,0.02531567
-5.09354677,0.37823054,0.01728339,0.06414138,0.00072360,0.01188478,0.04242241,0.18982198,0.02758918,0.02568174
-5.08754377,0.42873444,0.01864645,0.07508752,0.00064369,0.01240719,0.04884680,0.21994524,0.03104677,0.02680027
-5.08154077,0.48887836,0.02054600,0.08764503,0.00059938,0.01337241,0.05618357,0.25463087,0.03556354,0.02865261
-5.07553777,0.55897247,0.02300089,0.10188895,0.00058737,0.01480189,0.06445919,0.29405664,0.04122485,0.03122565
-5.06953477,0.63929021,0.02603749,0.11788380,0.00060540,0.01672399,0.07368588,0.33836212,0.04813141,0.03451067
-5.06353177,0.73004954,0.02968961,0.13568003,0.00065218,0.01917362,0.08385931,0.38763856,0.05639848,0.03850207
-5.05752876,0.83139539,0.03399876,0.15531085,0.00072730,0.02219173,0.09495649,0.44191967,0.06615461,0.04319619
-5.05152576,0.94338381,0.03901428,0.17678937,0.00083119,0.02582462,0.10693407,0.50117384,0.07754009,0.04859006
-5.04552276,1.06596879,0.04479369,0.20010640,0.00096504,0.03012309,0.11972703,0.56529802,0.09070489,0.05468038
-5.03951976,1.19899212,0.05140301,0.22522894,0.00113078,0.03514129,0.13324807,0.63411392,0.10580605,0.06146250
-5.03351676,1.34217693,0.05891695,0.25209941,0.00133094,0.04093542,0.14738760,0.70736660,0.12300459,0.06892962
-5.02751376,1.49512509,0.06741917,0.28063582,0.00156869,0.04756215,0.16201454,0.78472574,0.14246177,0.07707210
-5.02151076,1.65731849,0.07700209,0.31073270,0.00184770,0.05507682,0.17697789,0.86578957,0.16433465,0.08587691
-5.01550775,1.82812405,0.08776655,0.34226292,0.00217212,0.06353138,0.19210913,0.95009133,0.18877109,0.09532731
-5.00950475,2.00680202,0.09982092,0.37508014,0.00254651,0.07297217,0.20722531,1.03710810,0.21590404,0.10540252
-5.00350175,2.19251686,0.11327966,0.40902192,0.00297574,0.08343749,0.22213294,1.12627135,0.24584535,0.11607758
-4.99749875,2.38435007,0.12826122,0.44391314,0.00346492,0.09495509,0.23663228,1.21697892,0.27867898,0.12732326
-4.99149575,2.58131366,0.14488512,0.47956960,0.00401928,0.10753960,0.25052222,1.30860760,0.31445402,0.13910597
-4.98549275,2.78236369,0.16326823,0.51580155,0.00464405,0.12118994,0.26360526,1.40052569,0.35317742,0.15138766
-4.97948974,2.98641250,0.18352019,0.55241693,0.00534431,0.13588694,0.27569256,1.49210479,0.39480701,0.16412572
-4.97348674,3.19233906,0.20573798,0.58922400,0.00612486,0.15159115,0.28660885,1.58273022,0.43924471,0.17727270
-4.96748374,3.39899659,0.22999971,0.62603336,0.00698998,0.16824094,0.29619699,1.67180947,0.48633055,0.19077609
-4.96148074,3.60521702,0.25635793,0.66265904,0.00794325,0.18575112,0.30432192,1.75877819,0.53583776,0.20457785
-4.95547774,3.80981232,0.28483247,0.69891869,0.00898736,0.20401207,0.31087395,1.84310361,0.58746915,0.21861391
-4.94947474,4.01157279,0.31540323,0.73463290,0.01012382,0.22288948,0.31577127,1.92428526,0.64085530,0.23281368
-4.94347174,4.20926289,0.34800330,0.76962361,0.01135275,0.24222493,0.31896146,2.00185319,0.69555477,0.24709938
-4.93746873,4.40161563,0.38251265,0.80371194,0.01267263,0.26183709,0.32042218,2.07536413,0.75105662,0.26138553
-4.93146573,4.58732653,0.41875297,0.83671554,0.01408005,0.28152387,0.32016081,2.14439603,0.80678550,0.27557851
-4.92546273,4.76504858,0.45648400,0.86844576,0.01556953,0.30106529,0.31821331,2.20854190,0.86210922,0.28957623
-4.91945973,4.93338969,0.49540171,0.89870508,0.01713334,0.32022723,0.31464222,2.26740357,0.91634911,0.30326817
-4.91345673,5.09091383,0.53513885,0.92728499,0.01876132,0.33876580,0.30953407,2.32058636,0.96879276,0.31653563
-4.90745373,5.23614745,0.57526789,0.95396473,0.02044087,0.35643239,0.30299611,2.36769542,1.01870913,0.32925253
-4.90145073,5.36759187,0.61530679,0.97851118,0.02215691,0.37297921,0.29515285,2.40833439,1.06536552,0.34128648
-4.89544772,5.48374255,0.65472746,1.00068015,0.02389198,0.38816519,0.28614221,2.44210710,1.10804601,0.35250056
-4.88944472,5.58311530,0.69296689,1.02021922,0.02562642,0.40176198,0.27611171,2.46862250,1.14607081,0.36275543
-4.88344172,5.66427924,0.72944074,1.03687219,0.02733860,0.41355999,0.26521469,2.48750303,1.17881581,0.37191201
-4.87743872,5.72589575,0.76355897,1.05038513,0.02900536,0.42337421,0.25360667,2.49839622,1.20573166,0.37983462
-4.87143572,5.76676205,0.79474297,1.06051388,0.03060243,0.43104950,0.24144214,2.50098915,1.22636170,0.38639444
-4.86543272,5.78585794,0.82244365,1.06703276,0.03210500,0.43646543,0.22887155,2.49502514,1.24035786,0.39147325
-4.85942971,5.78239337,0.84615970,1.06974411,0.03348831,0.43954018,0.21603887,2.48032177,1.24749416,0.39496731
-4.85342671,5.75585483,0.86545526,1.06848831,0.03472841,0.44023361,0.20307947,2.45678925,1.24767685,0.39679118
-4.84742371,5.70604796,0.87997622,1.06315375,0.03580278,0.43854921,0.19011854,2.42444814,1.24095108,0.39688139
-4.84142071,5.63313420,0.88946449,1.05368627,0.03669109,0.43453494,0.17726994,2.38344515,1.22750345,0.39519973
-4.83541771,5.53765907,0.89376935,1.04009763,0.03737591,0.42828286,0.16463537,2.33406622,1.20766040,0.39173604
-4.82941471,5.42057038,0.89285560,1.02247235,0.03784331,0.41992762,0.15230409,2.27674562,1.18188248,0.38651028
-4.82341171,5.28322471,0.88680783,1.00097275,0.03808340,0.40964370,0.14035275,2.21207067,1.15075441,0.37957385
-4.81740870,5.12738133,0.87583067,0.97584168,0.03809082,0.39764169,0.12884573,2.14078118,1.11497142,0.37100995
-4.81140570,4.95518295,0.86024497,0.94740274,0.03786501,0.38416347,0.11783551,2.06376361,1.07532222,0.36093304
-4.80540270,4.76912358,0.84047992,0.91605784,0.03741041,0.36947667,0.10736338,1.98203971,1.03266920,0.34948726
-4.79939970,4.57200419,0.81706147,0.88228214,0.03673641,0.35386841,0.09746017,1.89674994,0.98792642,0.33684390
-4.79339670,4.36687738,0.79059746,0.84661637,0.03585725,0.33763858,0.08814712,1.80913218,0.94203625,0.32319801
-4.78739370,4.15698283,0.76176003,0.80965684,0.03479166,0.32109281,0.07943686,1.72049626,0.89594531,0.30876411
-4.78139070,3.94567567,0.73126606,0.77204332,0.03356245,0.30453546,0.07133433,1.63219533,0.85058051,0.29377135
-4.77538769,3.73634996,0.69985623,0.73444521,0.03219590,0.28826266,0.06383770,1.54559494,0.80682595,0.27845817
-4.76938469,3.53236003,0.66827370,0.69754648,0.03072109,0.27255569,0.05693936,1.46204087,0.76550135,0.26306656
-4.76338169,3.33694194,0.63724300,0.66202971,0.02916916,0.25767489,0.05062679,1.38282685,0.72734258,0.24783637
-4.75737869,3.15313782,0.60744992,0.62855981,0.02757251,0.24385424,0.04488336,1.30916312,0.69298495,0.23299959
-4.75137569,2.98372509,0.57952315,0.59776786,0.02596403,0.23129673,0.03968912,1.24214685,0.66294959,0.21877500
-4.74537269,2.83115279,0.55401802,0.57023544,0.02437629,0.22017063,0.03502149,1.18273535,0.63763321,0.20536324
-4.73936968,2.69748671,0.53140306,0.54648000,0.02284087,0.21060680,0.03085591,1.13172265,0.61730164,0.19294258
-4.73336668,2.58436462,0.51204952,0.52694147,0.02138766,0.20269704,0.02716634,1.08972030,0.60208705,0.18166526
-4.72736368,2.49296272,0.49622413,0.51197061,0.02004437,0.19649344,0.02392575,1.05714270,0.59198892,0.17165491
-4.72136068,2.42397397,0.48408520,0.50181921,0.01883607,0.19200892,0.02110658,1.03419730,0.58687873,0.16300460
-4.71535768,2.37759853,0.47568205,0.49663252,0.01778485,0.18921868,0.01868099,1.02087994,0.58650805,0.15577600
-4.70935468,2.35354646,0.47095761,0.49644401,0.01690965,0.18806265,0.01662125,1.01697537,0.59051982,0.14999930
-4.70335168,2.35105231,0.46975400,0.50117269,0.01622616,0.18844886,0.01489988,1.02206291,0.59846236,0.14567407
-4.69734867,2.36890107,0.47182079,0.51062302,0.01574681,0.19025745,0.01348992,1.03552704,0.60980576,0.14277089
-4.69134567,2.40546476,0.47682571,0.52448764,0.01548092,0.19334539,0.01236505,1.05657278,0.62396006,0.14123360
-4.68534267,2.45874870,0.48436717,0.54235280,0.01543487,0.19755166,0.01149973,1.08424552,0.64029464,0.14098231
-4.67933967,2.52644627,0.49398848,0.56370663,0.01561230,0.20270268,0.01086928,1.11745477,0.65815826,0.14191671
-4.67333667,2.60600090,0.50519311,0.58795008,0.01601444,0.20861789,0.01045003,1.15500153,0.67689912,0.14391982
-4.66733367,2.69467378,0.51746063,0.61441053,0.01664033,0.21511528,0.01021933,1.19560847,0.69588428,0.14686198
-4.66133067,2.78961571,0.53026284,0.64235770,0.01748714,0.22201672,0.01015564,1.23795255,0.71451786,0.15060489
-4.65532766,2.88794136,0.54307976,0.67102178,0.01855036,0.22915279,0.01023859,1.28069907,0.73225737,0.15500557
-4.64932466,2.98680413,0.55541495,0.69961314,0.01982408,0.23636717,0.01044904,1.32253652,0.74862785,0.15992028
-4.64332166,3.08346963,0.56680977,0.72734347,0.02130105,0.24352024,0.01076911,1.36221140,0.76323316,0.16520808
