energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.89194597,3.90985224,0.52585983,1.69052457,0.08384035,0.06165850,0.04966159,1.10532837,0.46633327,0.23123506
-5.88594297,4.01382780,0.54350180,1.72159584,0.08511912,0.06364048,0.05164940,1.14331992,0.48246263,0.23984873
-5.87993997,4.11567683,0.56099532,1.75119366,0.08643229,0.06558242,0.05366869,1.18122586,0.49953166,0.24857290
-5.87393697,4.21434495,0.57815721,1.77902694,0.08775547,0.06747467,0.05569983,1.21864498,0.51749905,0.25726642
-5.86793397,4.30884004,0.59481975,1.80482874,0.08906374,0.06931091,0.05772207,1.25519219,0.53632812,0.26579081
-5.86193097,4.39825364,0.61083588,1.82836016,0.09033185,0.07108854,0.05971401,1.29050738,0.55598697,0.27401345
-5.85592796,4.48177983,0.62608359,1.84941363,0.09153462,0.07280889,0.06165402,1.32426339,0.57644796,0.28181069
-5.84992496,4.55873053,0.64046932,1.86781537,0.09264717,0.07447729,0.06352080,1.35617260,0.59768646,0.28907069
-5.84392196,4.62854641,0.65392998,1.88342678,0.09364537,0.07610297,0.06529382,1.38599195,0.61967876,0.29569590
-5.83791896,4.69080260,0.66643370,1.89614464,0.09450618,0.07769865,0.06695383,1.41352612,0.64239934,0.30160502
-5.83191596,4.74520920,0.67797885,1.90590001,0.09520801,0.07928010,0.06848326,1.43862870,0.66581747,0.30673459
-5.82591296,4.79160635,0.68859174,1.91265597,0.09573110,0.08086536,0.06986666,1.46120155,0.68989340,0.31103981
-5.81990995,4.82995446,0.69832281,1.91640431,0.09605786,0.08247393,0.07109101,1.48119218,0.71457433,0.31449494
-5.81390695,4.86032024,0.70724170,1.91716141,0.09617316,0.08412574,0.07214593,1.49858964,0.73979042,0.31709304
-5.80790395,4.88285942,0.71543132,1.91496365,0.09606462,0.08584016,0.07302393,1.51341902,0.76545103,0.31884514
-5.80190095,4.89779752,0.72298141,1.90986269,0.09572282,0.08763487,0.07372044,1.52573505,0.79144172,0.31977897
-5.79589795,4.90540975,0.72998180,1.90192088,0.09514150,0.08952489,0.07423388,1.53561525,0.81762197,0.31993725
-5.78989495,4.90600145,0.73651599,1.89120738,0.09431770,0.09152163,0.07456554,1.54315292,0.84382417,0.31937566
-5.78389195,4.89989033,0.74265518,1.87779492,0.09325188,0.09363207,0.07471953,1.54845060,0.86985383,0.31816060
-5.77788894,4.88739141,0.74845332,1.86175781,0.09194794,0.09585826,0.07470250,1.55161415,0.89549138,0.31636676
-5.77188594,4.86880575,0.75394340,1.84317106,0.09041325,0.09819687,0.07452348,1.55274802,0.92049534,0.31407482
-5.76588294,4.84441333,0.75913511,1.82211067,0.08865862,0.10063916,0.07419353,1.55195172,0.94460715,0.31136903
-5.75987994,4.81447033,0.76401419,1.79865526,0.08669817,0.10317110,0.07372548,1.54931779,0.96755720,0.30833515
-5.75387694,4.77921090,0.76854329,1.77288851,0.08454922,0.10577382,0.07313356,1.54493117,0.98907208,0.30505838
-5.74787394,4.73885272,0.77266438,1.74490254,0.08223207,0.10842426,0.07243308,1.53886999,1.00888268,0.30162175
-5.74187094,4.69360595,0.77630258,1.71480165,0.07976973,0.11109603,0.07164005,1.53120750,1.02673276,0.29810463
-5.73586793,4.64368440,0.77937096,1.68270622,0.07718758,0.11376046,0.07077084,1.52201498,1.04238755,0.29458157
-5.72986493,4.58931806,0.78177623,1.64875642,0.07451298,0.11638770,0.06984188,1.51136526,1.05564212,0.29112141
-5.72386193,4.53076563,0.78342477,1.61311525,0.07177481,0.11894792,0.06886925,1.49933643,1.06632887,0.28778655
-5.71785893,4.46832618,0.78422871,1.57597080,0.06900297,0.12141247,0.06786844,1.48601547,1.07432392,0.28463244
-5.71185593,4.40234855,0.78411168,1.53753727,0.06622778,0.12375493,0.06685402,1.47150140,1.07955199,0.28170722
-5.70585293,4.33323787,0.78301383,1.49805479,0.06347940,0.12595206,0.06583939,1.45590753,1.08198952,0.27905141
-5.69984992,4.26145840,0.78089590,1.45778770,0.06078724,0.12798455,0.06483651,1.43936281,1.08166584,0.27669765
-5.69384692,4.18753229,0.77774208,1.41702150,0.05817933,0.12983758,0.06385571,1.42201184,1.07866242,0.27467051
-5.68784392,4.11203418,0.77356151,1.37605840,0.05568169,0.13150106,0.06290551,1.40401363,1.07311007,0.27298627
-5.68184092,4.03558172,0.76838846,1.33521181,0.05331785,0.13296972,0.06199246,1.38553909,1.06518435,0.27165274
-5.67583792,3.95882256,0.76228104,1.29479977,0.05110832,0.13424291,0.06112109,1.36676736,1.05509945,0.27066909
-5.66983492,3.88241845,0.75531879,1.25513781,0.04907021,0.13532411,0.06029384,1.34788128,1.04310079,0.27002576
-5.66383192,3.80702738,0.74759918,1.21653158,0.04721695,0.13622038,0.05951107,1.32906208,1.02945663,0.26970446
-5.65782891,3.73328466,0.73923324,1.17926944,0.04555810,0.13694156,0.05877117,1.31048387,1.01444938,0.26967835
-5.65182591,3.66178429,0.73034078,1.14361551,0.04409935,0.13749939,0.05807070,1.29230813,0.99836670,0.26991238
-5.64582291,3.59306148,0.72104530,1.10980355,0.04284260,0.13790661,0.05740457,1.27467861,0.98149307,0.27036396
-5.63981991,3.52757750,0.71146901,1.07803179,0.04178619,0.13817605,0.05676634,1.25771704,0.96410198,0.27098378
-5.63381691,3.46570774,0.70172819,1.04845915,0.04092527,0.13831975,0.05614852,1.24151984,0.94644930,0.27171711
-5.62781391,3.40773375,0.69192913,1.02120297,0.04025230,0.13834828,0.05554301,1.22615625,0.92876787,0.27250524
-5.62181091,3.35383968,0.68216490,0.99633834,0.03975758,0.13827010,0.05494144,1.21166784,0.91126362,0.27328733
-5.61580790,3.30411354,0.67251308,0.97389906,0.03942995,0.13809116,0.05433569,1.19806964,0.89411320,0.27400246
-5.60980490,3.25855317,0.66303441,0.95388029,0.03925744,0.13781470,0.05371831,1.18535281,0.87746330,0.27459186
-5.60380190,3.21707667,0.65377264,0.93624261,0.03922795,0.13744126,0.05308299,1.17348873,0.86143128,0.27500128
-5.59779890,3.17953682,0.64475524,0.92091748,0.03932999,0.13696890,0.05242497,1.16243425,0.84610729,0.27518333
-5.59179590,3.14573865,0.63599509,0.90781361,0.03955321,0.13639358,0.05174149,1.15213796,0.83155737,0.27509974
-5.58579290,3.11545934,0.62749293,0.89682416,0.03988901,0.13570975,0.05103204,1.14254701,0.81782742,0.27472340
-5.57978989,3.08846918,0.61924033,0.88783421,0.04033091,0.13491109,0.05029866,1.13361412,0.80494772,0.27404014
-5.57378689,3.06455256,0.61122310,0.88072823,0.04087484,0.13399127,0.04954608,1.12530431,0.79293760,0.27304997
-5.56778389,3.04352760,0.60342472,0.87539709,0.04151925,0.13294485,0.04878181,1.11760103,0.78180997,0.27176795
-5.56178089,3.02526334,0.59582976,0.87174423,0.04226507,0.13176808,0.04801603,1.11051117,0.77157544,0.27022437
-5.55577789,3.00969325,0.58842694,0.86969061,0.04311550,0.13045975,0.04726147,1.10406861,0.76224572,0.26846440
-5.54977489,2.99682415,0.58121161,0.86917815,0.04407560,0.12902183,0.04653312,1.09833602,0.75383608,0.26654706
-5.54377189,2.98673978,0.57418764,0.87017138,0.04515178,0.12746006,0.04584781,1.09340465,0.74636670,0.26454355
-5.53776888,2.97959847,0.56736837,0.87265715,0.04635111,0.12578426,0.04522377,1.08939204,0.73986279,0.26253504
-5.53176588,2.97562486,0.56077673,0.87664234,0.04768061,0.12400851,0.04467999,1.08643757,0.73435354,0.26060993
-5.52576288,2.97509561,0.55444445,0.88214958,0.04914637,0.12215107,0.04423566,1.08469598,0.72986982,0.25886063
-5.51975988,2.97831986,0.54841036,0.88921124,0.05075274,0.12023401,0.04390940,1.08432916,0.72644096,0.25738018
-5.51375688,2.98561514,0.54271795,0.89786178,0.05250149,0.11828274,0.04371863,1.08549646,0.72409061,0.25625850
-5.50775388,2.99727997,0.53741226,0.90812915,0.05439105,0.11632520,0.04367882,1.08834403,0.72283210,0.25557885
-5.50175088,3.01356464,0.53253639,0.92002533,0.05641588,0.11439101,0.04380287,1.09299377,0.72266357,0.25541425
-5.49574787,3.03464182,0.52812778,0.93353700,0.05856595,0.11251040,0.04410049,1.09953249,0.72356328,0.25582429
-5.48974487,3.06057875,0.52421456,0.94861649,0.06082644,0.11071312,0.04457772,1.10800187,0.72548536,0.25685246
-5.48374187,3.09131301,0.52081221,0.96517403,0.06317762,0.10902736,0.04523657,1.11839001,0.72835650,0.25852393
-5.47773887,3.12663333,0.51792077,0.98307153,0.06559500,0.10747866,0.04607478,1.13062505,0.73207378,0.26084425
-5.47173587,3.16616723,0.51552284,1.00211867,0.06804967,0.10608900,0.04708576,1.14457145,0.73650401,0.26379873
-5.46573287,3.20937660,0.51358251,1.02207154,0.07050890,0.10487599,0.04825873,1.16002936,0.74148473,0.26735282
-5.45972986,3.25556200,0.51204541,1.04263415,0.07293695,0.10385234,0.04957900,1.17673732,0.74682689,0.27145331
-5.45372686,3.30387616,0.51083983,1.06346306,0.07529603,0.10302551,0.05102843,1.19437843,0.75231942,0.27603054
-5.44772386,3.35334638,0.50987899,1.08417482,0.07754747,0.10239760,0.05258610,1.21258974,0.75773527,0.28100139
-5.44172086,3.40290517,0.50906428,1.10435627,0.07965293,0.10196560,0.05422910,1.23097485,0.76283900,0.28627302
-5.43571786,3.45142788,0.50828940,1.12357713,0.08157568,0.10172176,0.05593337,1.24911885,0.76739531,0.29174721
-5.42971486,3.49777557,0.50744512,1.14140431,0.08328186,0.10165425,0.05767471,1.26660532,0.77117839,0.29732513
-5.42371186,3.54084106,0.50642441,1.15741738,0.08474168,0.10174797,0.05942978,1.28303430,0.77398129,0.30291228
-5.41770885,3.57959575,0.50512767,1.17122426,0.08593046,0.10198549,0.06117704,1.29804045,0.77562519,0.30842339
-5.41170585,3.61313474,0.50346774,1.18247648,0.08682950,0.10234803,0.06289764,1.31131048,0.77596766,0.31378711
-5.40570285,3.64071775,0.50137440,1.19088304,0.08742677,0.10281647,0.06457622,1.32259878,0.77490981,0.31895004
-5.39969985,3.66180344,0.49879813,1.19622218,0.08771724,0.10337229,0.06620152,1.33174053,0.77240164,0.32388017
-5.39369685,3.67607534,0.49571289,1.19835042,0.08770300,0.10399843,0.06776673,1.33866132,0.76844541,0.32856921
-5.38769385,3.68345762,0.49211780,1.19720836,0.08739312,0.10467998,0.06926966,1.34338286,0.76309680,0.33303395
-5.38169085,3.68411979,0.48803758,1.19282280,0.08680313,0.10540468,0.07071263,1.34602429,0.75646367,0.33731628
-5.37568784,3.67846999,0.48352186,1.18530523,0.08595435,0.10616325,0.07210214,1.34679884,0.74870263,0.34148200
-5.36968484,3.66713702,0.47864328,1.17484666,0.08487295,0.10694954,0.07344820,1.34600612,0.74001341,0.34561831
-5.36368184,3.65094220,0.47349461,1.16170903,0.08358883,0.10776046,0.07476353,1.34402014,0.73063143,0.34983011
-5.35767884,3.63086223,0.46818512,1.14621381,0.08213439,0.10859572,0.07606253,1.34127374,0.72081894,0.35423528
-5.35167584,3.60798538,0.46283619,1.12872838,0.08054327,0.10945754,0.07736016,1.33824014,0.71085519,0.35895898
-5.34567284,3.58346302,0.45757678,1.10965080,0.07884908,0.11035016,0.07867072,1.33541251,0.70102612,0.36412743
-5.33966983,3.55845938,0.45253857,1.08939399,0.07708418,0.11127930,0.08000668,1.33328260,0.69161418,0.36986129
-5.33366683,3.53410181,0.44785144,1.06837008,0.07527863,0.11225171,0.08137754,1.33231941,0.68288869,0.37626899
-5.32766383,3.51143446,0.44363917,1.04697566,0.07345931,0.11327457,0.08278890,1.33294908,0.67509731,0.38344033
-5.32166083,3.49137742,0.44001564,1.02557873,0.07164922,0.11435510,0.08424169,1.33553682,0.66845892,0.39144073
-5.31565783,3.47469338,0.43708175,1.00450800,0.06986707,0.11550009,0.08573172,1.34037191,0.66315834,0.40030630
-5.30965483,3.46196324,0.43492297,0.98404485,0.06812712,0.11671560,0.08724943,1.34765632,0.65934286,0.41004007
-5.30365183,3.45357165,0.43360755,0.96441825,0.06643924,0.11800670,0.08878013,1.35749743,0.65712090,0.42060953
-5.29764882,3.44970263,0.43318556,0.94580282,0.06480925,0.11937724,0.09030438,1.36990523,0.65656244,0.43194574
-5.29164582,3.45034522,0.43368839,0.92831975,0.06323942,0.12082975,0.09179880,1.38479393,0.65770136,0.44394389
-5.28564282,3.45530820,0.43512882,0.91204041,0.06172914,0.12236533,0.09323707,1.40198766,0.66053917,0.45646547
-5.27963982,3.46424264,0.43750157,0.89699219,0.06027575,0.12398354,0.09459121,1.42123011,0.66504984,0.46934200
-5.27363682,3.47667056,0.44078399,0.88316598,0.05887537,0.12568231,0.09583293,1.44219725,0.67118542,0.48237998
-5.26763382,3.49201784,0.44493709,0.87052471,0.05752372,0.12745791,0.09693511,1.46451246,0.67888189,0.49536709
-5.26163082,3.50964918,0.44990658,0.85901232,0.05621696,0.12930477,0.09787324,1.48776327,0.68806487,0.50807923
-5.25562781,3.52890314,0.45562401,0.84856246,0.05495233,0.13121539,0.09862672,1.51151881,0.69865475,0.52028816
-5.24962481,3.54912518,0.46200781,0.83910644,0.05372867,0.13318022,0.09918011,1.53534702,0.71057104,0.53176944
-5.24362181,3.56969710,0.46896447,0.83057980,0.05254681,0.13518752,0.09952397,1.55883089,0.72373541,0.54231026
-5.23761881,3.59006135,0.47638956,0.82292729,0.05140968,0.13722329,0.09965561,1.58158288,0.73807352,0.55171691
-5.23161581,3.60973925,0.48416895,0.81610584,0.05032227,0.13927117,0.09957935,1.60325712,0.75351537,0.55982161
-5.22561281,3.62834260,0.49217996,0.81008566,0.04929134,0.14131253,0.09930653,1.62355881,0.76999434,0.56648833
-5.21960980,3.64557850,0.50029271,0.80484926,0.04832502,0.14332655,0.09885517,1.64225061,0.78744492,0.57161752
-5.21360680,3.66124776,0.50837165,0.80038878,0.04743219,0.14529045,0.09824934,1.65915599,0.80579947,0.57514959
-5.20760380,3.67523751,0.51627723,0.79670188,0.04662180,0.14717986,0.09751819,1.67415972,0.82498425,0.57706688
-5.20160080,3.68750919,0.52386780,0.79378653,0.04590209,0.14896923,0.09669484,1.68720567,0.84491500,0.57739445
-5.19559780,3.69808313,0.53100174,0.79163530,0.04527988,0.15063247,0.09581509,1.69829236,0.86549264,0.57619933
-5.18959480,3.70702107,0.53753972,0.79022944,0.04475982,0.15214358,0.09491600,1.70746686,0.88659927,0.57358868
-5.18359180,3.71440828,0.54334711,0.78953350,0.04434374,0.15347738,0.09403453,1.71481756,0.90809497,0.56970681
-5.17758879,3.72033659,0.54829648,0.78949069,0.04403024,0.15461032,0.09320617,1.72046639,0.92981571,0.56473133
-5.17158579,3.72488963,0.55227005,0.79001959,0.04381426,0.15552121,0.09246375,1.72456109,0.95157259,0.55886860
-5.16558279,3.72813137,0.55516208,0.79101231,0.04368705,0.15619200,0.09183632,1.72726808,0.97315268,0.55234872
-5.15957979,3.73009879,0.55688113,0.79233450,0.04363620,0.15660839,0.09134837,1.72876633,0.99432146,0.54542029
-5.15357679,3.73079904,0.55735198,0.79382714,0.04364592,0.15676039,0.09101916,1.72924250,1.01482699,0.53834509
-5.14757379,3.73021138,0.55651743,0.79531013,0.04369755,0.15664273,0.09086239,1.72888770,1.03440553,0.53139286
-5.14157079,3.72829351,0.55433955,0.79658758,0.04377017,0.15625509,0.09088610,1.72789572,1.05278861,0.52483641
-5.13556778,3.72499188,0.55080071,0.79745443,0.04384141,0.15560215,0.09109274,1.72646281,1.06971110,0.51894694
-5.12956478,3.72025522,0.54590410,0.79770421,0.04388836,0.15469352,0.09147958,1.72478874,1.08492003,0.51398989
-5.12356178,3.71405017,0.53967394,0.79713740,0.04388847,0.15354344,0.09203918,1.72307885,1.09818372,0.51022116
-5.11755878,3.70637804,0.53215521,0.79557007,0.04382048,0.15217038,0.09276008,1.72154682,1.10930081,0.50788377
-5.11155578,3.69729140,0.52341307,0.79284225,0.04366541,0.15059651,0.09362757,1.72041755,1.11810872,0.50720490
-5.10555278,3.68690941,0.51353192,0.78882573,0.04340727,0.14884706,0.09462449,1.71993000,1.12449125,0.50839334
-5.09954977,3.67543085,0.50261412,0.78343070,0.04303383,0.14694969,0.09573217,1.72033935,1.12838481,0.51163712
-5.09354677,3.66314385,0.49077852,0.77661110,0.04253713,0.14493380,0.09693120,1.72191831,1.12978311,0.51710156
-5.08754377,3.65043173,0.47815867,0.76836834,0.04191385,0.14282991,0.09820230,1.72495720,1.12874013,0.52492736
-5.08154077,3.63777452,0.46490090,0.75875312,0.04116548,0.14066902,0.09952702,1.72976268,1.12537110,0.53522897
-5.07553777,3.62574574,0.45116227,0.74786549,0.04029829,0.13848221,0.10088846,1.73665494,1.11985173,0.54809305
-5.06953477,3.61500487,0.43710836,0.73585296,0.03932319,0.13630017,0.10227176,1.74596354,1.11241551,0.56357714
-5.06353177,3.60628543,0.42291101,0.72290693,0.03825530,0.13415302,0.10366463,1.75802169,1.10334951,0.58170837
-5.05752876,3.60037942,0.40874607,0.70925750,0.03711348,0.13207013,0.10505762,1.77315954,1.09298865,0.60248251
-5.05152576,3.59811865,0.39479110,0.69516699,0.03591971,0.13008015,0.10644439,1.79169631,1.08170898,0.62586311
-5.04552276,3.60035378,0.38122319,0.68092243,0.03469844,0.12821108,0.10782178,1.81393193,1.06992008,0.65178092
-5.03951976,3.60793187,0.36821673,0.66682735,0.03347577,0.12649045,0.10918979,1.84013818,1.05805704,0.68013362
-5.03351676,3.62167329,0.35594146,0.65319322,0.03227877,0.12494556,0.11055144,1.87054993,1.04657220,0.71078588
-5.02751376,3.64234878,0.34456050,0.64033085,0.03113475,0.12360373,0.11191254,1.90535659,1.03592704,0.74356976
-5.02151076,3.67065751,0.33422860,0.62854200,0.03007055,0.12249252,0.11328126,1.94469423,1.02658427,0.77828554
-5.01550775,3.70720658,0.32509058,0.61811165,0.02911195,0.12163988,0.11466770,1.98863852,1.01900042,0.81470295
-5.00950475,3.75249282,0.31727990,0.60930097,0.02828314,0.12107428,0.11608329,2.03719884,1.01361889,0.85256291
-5.00350175,3.80688708,0.31091747,0.60234123,0.02760631,0.12082468,0.11754013,2.09031360,1.01086357,0.89157966
-4.99749875,3.87062145,0.30611053,0.59742888,0.02710129,0.12092031,0.11905023,2.14784712,1.01113291,0.93144346
-4.99149575,3.94377973,0.30295180,0.59472174,0.02678533,0.12139044,0.12062481,2.20958794,1.01479440,0.97182374
-4.98549275,4.02629113,0.30151868,0.59433640,0.02667293,0.12226387,0.12227341,2.27524888,1.02217944,1.01237273
-4.97948974,4.11792740,0.30187264,0.59634692,0.02677581,0.12356836,0.12400319,2.34446860,1.03357827,1.05272965
-4.97348674,4.21830336,0.30405867,0.60078452,0.02710289,0.12532992,0.12581815,2.41681492,1.04923517,1.09252525
-4.96748374,4.32688066,0.30810480,0.60763847,0.02766030,0.12757199,0.12771857,2.49178961,1.06934354,1.13138686
-4.96148074,4.44297477,0.31402172,0.61685792,0.02845153,0.13031458,0.12970043,2.56883469,1.09404114,1.16894369
-4.95547774,4.56576493,0.32180244,0.62835451,0.02947748,0.13357340,0.13175515,2.64734008,1.12340525,1.20483250
-4.94947474,4.69430680,0.33142198,0.64200578,0.03073663,0.13735905,0.13386940,2.72665242,1.15744801,1.23870332
-4.94347174,4.82754756,0.34283724,0.65765906,0.03222508,0.14167619,0.13602524,2.80608485,1.19611203,1.27022519
-4.93746873,4.96434302,0.35598680,0.67513578,0.03393674,0.14652294,0.13820044,2.88492754,1.23926646,1.29909181
-4.93146573,5.10347645,0.37079101,0.69423601,0.03586339,0.15189038,0.14036902,2.96245869,1.28670369,1.32502673
-4.92546273,5.24367852,0.38715213,0.71474320,0.03799473,0.15776222,0.14250206,3.03795576,1.33813709,1.34778815
-4.91945973,5.38364808,0.40495478,0.73642873,0.04031854,0.16411480,0.14456869,3.11070664,1.39319994,1.36717297
-4.91345673,5.52207316,0.42406660,0.75905648,0.04282065,0.17091714,0.14653723,3.18002043,1.45144583,1.38301994
-4.90745373,5.65765173,0.44433924,0.78238703,0.04548506,0.17813138,0.14837648,3.24523776,1.51235083,1.39521191
-4.90145073,5.78911188,0.46560970,0.80618161,0.04829399,0.18571339,0.15005699,3.30574021,1.57531756,1.40367692
-4.89544772,5.91523085,0.48770211,0.83020557,0.05122794,0.19361355,0.15155239,3.36095882,1.63968130,1.40838815
-4.88944472,6.03485275,0.51042985,0.85423149,0.05426583,0.20177779,0.15284060,3.41038146,1.70471821,1.40936278
-4.88344172,6.14690448,0.53359807,0.87804181,0.05738506,0.21014869,0.15390489,3.45355909,1.76965562,1.40665975
-4.87743872,6.25040981,0.55700664,0.90143098,0.06056172,0.21866680,0.15473474,3.49011068,1.83368425,1.40037660
-4.87143572,6.34450140,0.58045334,0.92420724,0.06377073,0.22727187,0.15532642,3.51972704,1.89597210,1.39064541
-4.86543272,6.42843055,0.60373734,0.94619391,0.06698612,0.23590425,0.15568334,3.54217336,1.95567979,1.37762833
-4.85942971,6.50157491,0.62666273,0.96723043,0.07018127,0.24450612,0.15581593,3.55729066,2.01197688,1.36151261
-4.85342671,6.56344385,0.64904221,0.98717300,0.07332923,0.25302271,0.15574138,3.56499626,2.06405867,1.34250558
-4.84742371,6.61368170,0.67070046,1.00589499,0.07640303,0.26140334,0.15548286,3.56528313,2.11116313,1.32082972
-4.84142071,6.65206890,0.69147746,1.02328714,0.07937609,0.26960227,0.15506862,3.55821851,2.15258722,1.29671810
-4.83541771,6.67852096,0.71123129,1.03925759,0.08222260,0.27757944,0.15453069,3.54394152,2.18770222,1.27041025
-4.82941471,6.69308548,0.72984042,1.05373174,0.08491791,0.28530080,0.15390350,3.52266014,2.21596750,1.24214874
-4.82341171,6.69593724,0.74720549,1.06665197,0.08743892,0.29273857,0.15322228,3.49464734,2.23694221,1.21217636
-4.81740870,6.68737134,0.76325030,1.07797727,0.08976450,0.29987108,0.15252149,3.46023653,2.25029459,1.18073413
-4.81140570,6.66779470,0.77792214,1.08768275,0.09187583,0.30668250,0.15183320,3.41981635,2.25580849,1.14805989
-4.80540270,6.63771596,0.79119138,1.09575899,0.09375678,0.31316224,0.15118562,3.37382489,2.25338704,1.11438756
-4.79939970,6.59773393,0.80305036,1.10221133,0.09539414,0.31930423,0.15060184,3.32274329,2.24305316,1.07994683
-4.79339670,6.54852503,0.81351171,1.10705900,0.09677792,0.32510595,0.15009870,3.26708893,2.22494715,1.04496321
-4.78739370,6.49082982,0.82260608,1.11033404,0.09790150,0.33056744,0.14968611,3.20740834,2.19932143,1.00965825
-4.78139070,6.42543903,0.83037956,1.11208024,0.09876176,0.33569025,0.14936664,3.14426981,2.16653257,0.97424980
-4.77538769,6.35317953,0.83689077,1.11235180,0.09935911,0.34047632,0.14913541,3.07825606,2.12703119,0.93895216
-4.76938469,6.27490048,0.84220790,1.11121197,0.09969748,0.34492700,0.14898051,3.00995705,2.08134988,0.90397594
-4.76338169,6.19146015,0.84640568,1.10873156,0.09978419,0.34904217,0.14888360,2.93996299,2.03008980,0.86952773
-4.75737869,6.10371367,0.84956265,1.10498741,0.09962979,0.35281952,0.14882098,2.86885787,1.97390636,0.83580930
-4.75137569,6.01250191,0.85175848,1.10006078,0.09924780,0.35625399,0.14876482,2.79721356,1.91349450,0.80301648
-4.74537269,5.91864186,0.85307173,1.09403578,0.09865439,0.35933757,0.14868462,2.72558444,1.84957400,0.77133772
-4.73936968,5.82291836,0.85357795,1.08699783,0.09786799,0.36205914,0.14854886,2.65450273,1.78287537,0.74095228
-4.73336668,5.72607730,0.85334807,1.07903212,0.09690887,0.36440474,0.14832660,2.58447444,1.71412646,0.71202826
-4.72736368,5.62882017,0.85244727,1.07022226,0.09579865,0.36635795,0.14798906,2.51597587,1.64404035,0.68472043
-4.72136068,5.53179971,0.85093407,1.06064891,0.09455980,0.36790052,0.14751108,2.44945049,1.57330457,0.65916807
-4.71535768,5.43561654,0.84885977,1.05038866,0.09321515,0.36901309,0.14687233,2.38530620,1.50257183,0.63549283
-4.70935468,5.34081640,0.84626808,1.03951301,0.09178734,0.36967611,0.14605826,2.32391270,1.43245239,0.61379672
-4.70335168,5.24788777,0.84319505,1.02808746,0.09029833,0.36987079,0.14506069,2.26559900,1.36350795,0.59416037
-4.69734867,5.15725976,0.83966901,1.01617087,0.08876893,0.36958004,0.14387804,2.21065082,1.29624715,0.57664157
-4.69134567,5.06930012,0.83571074,1.00381495,0.08721842,0.36878941,0.14251519,2.15930804,1.23112252,0.56127414
-4.68534267,4.98431323,0.83133381,0.99106397,0.08566416,0.36748800,0.14098295,2.11176201,1.16852865,0.54806728
-4.67933967,4.90253833,0.82654494,0.97795465,0.08412135,0.36566920,0.13929726,2.06815304,1.10880168,0.53700525
-4.67333667,4.82414800,0.82134464,0.96451634,0.08260281,0.36333134,0.13747804,2.02856806,1.05221970,0.52804765
-4.66733367,4.74924728,0.81572793,0.95077138,0.08111896,0.36047824,0.13554791,1.99303873,0.99900413,0.52113001
-4.66133067,4.67787357,0.80968538,0.93673571,0.07967774,0.35711956,0.13353081,1.96154024,0.94932179,0.51616498
-4.65532766,4.60999793,0.80320428,0.92241976,0.07828479,0.35327103,0.13145055,1.93399098,0.90328765,0.51304382
-4.64932466,4.54552768,0.79627008,0.90782949,0.07694355,0.34895457,0.12932949,1.91025350,0.86096814,0.51163841
-4.64332166,4.48431103,0.78886812,0.89296771,0.07565561,0.34419820,0.12718739,1.89013671,0.82238485,0.51180357
