energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Na_s_up,Na_s_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,0.31946527,-0.31946577,0.00005686,-0.00005693,0.12860514,-0.12860477,0.09264877,-0.09264698,0.23213156,-0.23213333,0.00077243,-0.00077287,0.02523117,-0.02523052,0.00000000,-0.00000000
-5.93396698,0.31757124,-0.31756413,0.00007158,-0.00007167,0.12814798,-0.12814435,0.09069262,-0.09068908,0.23141904,-0.23141492,0.00082009,-0.00082072,0.02452931,-0.02452835,0.00000000,-0.00000000
-5.92796398,0.31377878,-0.31376418,0.00009138,-0.00009149,0.12682539,-0.12681856,0.08855177,-0.08854648,0.22912086,-0.22911096,0.00092550,-0.00092635,0.02384096,-0.02383967,0.00000000,-0.00000000
-5.92196098,0.30810203,-0.30808023,0.00011728,-0.00011742,0.12465641,-0.12464652,0.08617345,-0.08616646,0.22527481,-0.22525935,0.00109393,-0.00109506,0.02314305,-0.02314143,0.00000000,-0.00000000
-5.91595798,0.30061461,-0.30058609,0.00015050,-0.00015069,0.12168081,-0.12166806,0.08353170,-0.08352314,0.21995579,-0.21993511,0.00133312,-0.00133458,0.02242226,-0.02242035,0.00000000,-0.00000000
-5.90995498,0.29144502,-0.29141044,0.00019255,-0.00019278,0.11795749,-0.11794214,0.08062516,-0.08061520,0.21327297,-0.21324753,0.00165329,-0.00165514,0.02167418,-0.02167202,0.00000000,-0.00000000
-5.90395198,0.28077077,-0.28073093,0.00024513,-0.00024541,0.11356241,-0.11354477,0.07747464,-0.07746350,0.20536604,-0.20533639,0.00206726,-0.00206957,0.02090235,-0.02090001,0.00000000,-0.00000000
-5.89794897,0.26881171,-0.26876753,0.00031025,-0.00031059,0.10858610,-0.10856654,0.07412049,-0.07410846,0.19640071,-0.19636750,0.00259045,-0.00259330,0.02011742,-0.02011498,0.00000000,-0.00000000
-5.89194597,0.25582273,-0.25577523,0.00039013,-0.00039056,0.10313092,-0.10310984,0.07062013,-0.07060750,0.18656372,-0.18652765,0.00324090,-0.00324438,0.01933634,-0.01933389,0.00000000,-0.00000000
-5.88594297,0.24208626,-0.24203654,0.00048730,-0.00048781,0.09730813,-0.09728595,0.06704552,-0.06703263,0.17605763,-0.17601946,0.00403924,-0.00404347,0.01858154,-0.01857920,0.00000000,-0.00000000
-5.87993997,0.22790493,-0.22785414,0.00060447,-0.00060509,0.09123504,-0.09121218,0.06348095,-0.06346815,0.16509558,-0.16505608,0.00500860,-0.00501369,0.01788034,-0.01787820,0.00000000,-0.00000000
-5.87393697,0.21359466,-0.21354395,0.00074459,-0.00074532,0.08503224,-0.08500916,0.06002107,-0.06000874,0.15389637,-0.15385633,0.00617439,-0.00618045,0.01726433,-0.01726253,0.00000000,-0.00000000
-5.86793397,0.19947849,-0.19942903,0.00091075,-0.00091162,0.07882120,-0.07879832,0.05676934,-0.05675787,0.14268001,-0.14264021,0.00756406,-0.00757122,0.01676901,-0.01676768,0.00000000,-0.00000000
-5.86193097,0.18588146,-0.18583440,0.00110617,-0.00110718,0.07272212,-0.07269986,0.05383687,-0.05382667,0.13166395,-0.13162516,0.00920671,-0.00921510,0.01643352,-0.01643279,0.00000000,-0.00000000
-5.85592796,0.17312661,-0.17308308,0.00133407,-0.00133524,0.06685234,-0.06683112,0.05134180,-0.05133326,0.12106013,-0.12102308,0.01113263,-0.01114238,0.01630051,-0.01630051,0.00000000,-0.00000000
-5.84992496,0.16153227,-0.16149334,0.00159761,-0.00159896,0.06132520,-0.06130540,0.04940904,-0.04940257,0.11107292,-0.11103832,0.01337270,-0.01338394,0.01641619,-0.01641706,0.00000000,-0.00000000
-5.84392196,0.15141058,-0.15137728,0.00189979,-0.00190133,0.05624937,-0.05623137,0.04817055,-0.04816657,0.10189794,-0.10186646,0.01595774,-0.01597057,0.01683052,-0.01683240,0.00000000,-0.00000000
-5.83791896,0.14306724,-0.14304056,0.00224332,-0.00224505,0.05172870,-0.05171284,0.04776596,-0.04776490,0.09372179,-0.09369405,0.01891770,-0.01893223,0.01759754,-0.01760057,0.00000000,-0.00000000
-5.83191596,0.13680227,-0.13678314,0.00263047,-0.00263241,0.04786242,-0.04784904,0.04834350,-0.04834577,0.08672246,-0.08669905,0.02228083,-0.02229716,0.01877579,-0.01878010,0.00000000,-0.00000000
-5.82591296,0.13291155,-0.13290087,0.00306299,-0.00306514,0.04474571,-0.04473513,0.05006106,-0.05006710,0.08107037,-0.08105186,0.02607285,-0.02609102,0.02042877,-0.02043451,0.00000000,-0.00000000
-5.81990995,0.13168887,-0.13168748,0.00354190,-0.00354427,0.04247044,-0.04246294,0.05308734,-0.05309759,0.07692981,-0.07691673,0.03031596,-0.03033601,0.02262551,-0.02263281,0.00000000,-0.00000000
-5.81390695,0.13342804,-0.13343675,0.00406743,-0.00407001,0.04112594,-0.04112182,0.05760276,-0.05761768,0.07446046,-0.07445333,0.03502808,-0.03505000,0.02544097,-0.02544997,0.00000000,-0.00000000
-5.80790395,0.13842483,-0.13844442,0.00463887,-0.00464164,0.04079976,-0.04079930,0.06380010,-0.06382014,0.07381886,-0.07381818,0.04022196,-0.04024572,0.02895649,-0.02896732,0.00000000,-0.00000000
-5.80190095,0.14697812,-0.14700933,0.00525444,-0.00525739,0.04157815,-0.04158162,0.07188450,-0.07191013,0.07515943,-0.07516568,0.04590456,-0.04593007,0.03325990,-0.03327270,0.00000000,-0.00000000
-5.79589795,0.15939006,-0.15943361,0.00591128,-0.00591440,0.04354619,-0.04355385,0.08207275,-0.08210444,0.07863490,-0.07864855,0.05207641,-0.05210354,0.03844547,-0.03846037,0.00000000,-0.00000000
-5.78989495,0.17596473,-0.17602129,0.00660538,-0.00660863,0.04678738,-0.04679949,0.09459155,-0.09462976,0.08439586,-0.08441735,0.05873127,-0.05875985,0.04461350,-0.04463063,0.00000000,-0.00000000
-5.78389195,0.19700498,-0.19707516,0.00733156,-0.00733492,0.05138271,-0.05139950,0.10967465,-0.10971982,0.09258920,-0.09261898,0.06585592,-0.06588573,0.05186944,-0.05188892,0.00000000,-0.00000000
-5.77788894,0.22280725,-0.22289161,0.00808354,-0.00808697,0.05740900,-0.05743069,0.12755863,-0.12761120,0.10335547,-0.10339392,0.07343013,-0.07346091,0.06032247,-0.06034441,0.00000000,-0.00000000
-5.77188594,0.25365422,-0.25375323,0.00885401,-0.00885746,0.06493658,-0.06496336,0.14847733,-0.14853767,0.11682484,-0.11687231,0.08142685,-0.08145830,0.07008352,-0.07010803,0.00000000,-0.00000000
-5.76588294,0.28980515,-0.28991916,0.00963477,-0.00963819,0.07402626,-0.07405827,0.17265473,-0.17272316,0.13311196,-0.13316873,0.08981258,-0.08984436,0.08126266,-0.08128982,0.00000000,-0.00000000
-5.75987994,0.33148410,-0.33161332,0.01041686,-0.01042021,0.08472574,-0.08476309,0.20029650,-0.20037325,0.15230955,-0.15237582,0.09854787,-0.09857963,0.09396574,-0.09399562,0.00000000,-0.00000000
-5.75387694,0.37886626,-0.37901072,0.01119081,-0.01119404,0.09706549,-0.09710820,0.23158017,-0.23166539,0.17448115,-0.17455701,0.10758792,-0.10761928,0.10829041,-0.10832306,0.00000000,-0.00000000
-5.74787394,0.43206274,-0.43222224,0.01194687,-0.01194992,0.11105430,-0.11110233,0.26664430,-0.26673799,0.19965316,-0.19973854,0.11688326,-0.11691384,0.12432150,-0.12435691,0.00000000,-0.00000000
-5.74187094,0.49110438,-0.49127848,0.01267522,-0.01267804,0.12667474,-0.12672794,0.30557686,-0.30567888,0.22780651,-0.22790120,0.12638041,-0.12640983,0.14212582,-0.14216398,0.00000000,-0.00000000
-5.73586793,0.55592537,-0.55611335,0.01336627,-0.01336881,0.14387873,-0.14393684,0.34840329,-0.34851332,0.25886858,-0.25897220,0.13602248,-0.13605036,0.16174665,-0.16178747,0.00000000,-0.00000000
-5.72986493,0.62634740,-0.62654820,0.01401091,-0.01401314,0.16258350,-0.16264615,0.39507475,-0.39519228,0.29270565,-0.29281758,0.14574969,-0.14577569,0.18319792,-0.18324128,0.00000000,-0.00000000
-5.72386193,0.70206524,-0.70227748,0.01460076,-0.01460263,0.18266832,-0.18273500,0.44545722,-0.44558152,0.32911648,-0.32923589,0.15549976,-0.15552356,0.20645847,-0.20650418,0.00000000,-0.00000000
-5.71785893,0.78263495,-0.78285687,0.01512836,-0.01512984,0.20397213,-0.20404220,0.49932198,-0.49945211,0.36782756,-0.36795340,0.16520811,-0.16522942,0.23146669,-0.23151449,0.00000000,-0.00000000
-5.71185593,0.86746535,-0.86769483,0.01558738,-0.01558845,0.22629243,-0.22636513,0.55633825,-0.55647303,0.40849051,-0.40862149,0.17480795,-0.17482654,0.25811569,-0.25816527,0.00000000,-0.00000000
-5.70585293,0.95581404,-0.95604860,0.01597277,-0.01597340,0.24938571,-0.24946015,0.61606865,-0.61620666,0.45068205,-0.45081665,0.18423021,-0.18424588,0.28624958,-0.28630054,0.00000000,-0.00000000
-5.69984992,1.04678858,-1.04702542,0.01628079,-0.01628099,0.27296949,-0.27304465,0.67796801,-0.67810763,0.49390684,-0.49404335,0.19340341,-0.19341602,0.31566101,-0.31571287,0.00000000,-0.00000000
-5.69384692,1.13935356,-1.13958957,0.01650914,-0.01650890,0.29672607,-0.29680083,0.74138617,-0.74152559,0.53760357,-0.53774007,0.20225346,-0.20226294,0.34609037,-0.34614259,0.00000000,-0.00000000
-5.68784392,1.23234396,-1.23257579,0.01665685,-0.01665619,0.32030809,-0.32038126,0.80557509,-0.80571232,0.58115411,-0.58128856,0.21070360,-0.21070990,0.37722698,-0.37727895,0.00000000,-0.00000000
-5.68184092,1.32448500,-1.32470912,0.01672429,-0.01672324,0.34334582,-0.34341616,0.86970044,-0.86983337,0.62389593,-0.62402617,0.21867439,-0.21867751,0.40871244,-0.40876349,0.00000000,-0.00000000
-5.67583792,1.41441825,-1.41463106,0.01671306,-0.01671163,0.36545585,-0.36552211,0.93285774,-0.93298418,0.66513728,-0.66526112,0.22608394,-0.22608395,0.44014622,-0.44019564,0.00000000,-0.00000000
-5.66983492,1.50073357,-1.50093145,0.01662582,-0.01662405,0.38625115,-0.38631207,0.99409285,-0.99421059,0.70417486,-0.70429012,0.23284855,-0.23284553,0.47109369,-0.47114073,0.00000000,-0.00000000
-5.66383192,1.58200589,-1.58218532,0.01646616,-0.01646409,0.40535192,-0.40540632,1.05242619,-1.05253304,0.74031335,-0.74041792,0.23888357,-0.23887763,0.50109634,-0.50114024,0.00000000,-0.00000000
-5.65782891,1.65683591,-1.65699357,0.01623843,-0.01623610,0.42239701,-0.42244378,1.10688016,-1.10697406,0.77288599,-0.77297789,0.24410473,-0.24409603,0.52968401,-0.52972402,0.00000000,-0.00000000
-5.65182591,1.72389303,-1.72402592,0.01594756,-0.01594501,0.43705525,-0.43709343,1.15650880,-1.15658784,0.80127549,-0.80135297,0.24842994,-0.24841864,0.55638895,-0.55642436,0.00000000,-0.00000000
-5.64582291,1.78195907,-1.78206460,0.01559890,-0.01559618,0.44903636,-0.44906512,1.20042856,-1.20049108,0.82493445,-0.82499600,0.25178135,-0.25176763,0.58076102,-0.58079116,0.00000000,-0.00000000
-5.63981991,1.82997090,-1.83004698,0.01519807,-0.01519522,0.45810084,-0.45811956,1.23784905,-1.23789368,0.84340414,-0.84344857,0.25408783,-0.25407188,0.60238368,-0.60240797,0.00000000,-0.00000000
-5.63381691,1.86706018,-1.86710530,0.01475081,-0.01474788,0.46406843,-0.46407668,1.26810246,-1.26812817,0.85633106,-0.85635755,0.25528757,-0.25526960,0.62089007,-0.62090802,0.00000000,-0.00000000
-5.62781391,1.89258845,-1.89260173,0.01426292,-0.01425994,0.46682469,-0.46682226,1.29067035,-1.29067651,0.86348039,-0.86348847,0.25533089,-0.25531109,0.63597846,-0.63598973,0.00000000,-0.00000000
-5.62181091,1.90617594,-1.90615721,0.01374014,-0.01373716,0.46632546,-0.46631240,1.30520670,-1.30519308,0.86474564,-0.86473528,0.25418285,-0.25416143,0.64742652,-0.64743090,0.00000000,-0.00000000
-5.61580790,1.90772286,-1.90767264,0.01318814,-0.01318518,0.46259893,-0.46257550,1.31155601,-1.31152285,0.86015420,-0.86012576,0.25182574,-0.25180291,0.65510365,-0.65510109,0.00000000,-0.00000000
-5.60980490,1.89742187,-1.89734136,0.01261244,-0.01260955,0.45574518,-0.45571187,1.30976576,-1.30971372,0.84986831,-0.84982254,0.24826117,-0.24823711,0.65898074,-0.65897135,0.00000000,-0.00000000
-5.60380190,1.87576125,-1.87565235,0.01201848,-0.01201567,0.44593329,-0.44589079,1.30009238,-1.30002256,0.83418159,-0.83411962,0.24351154,-0.24348648,0.65913698,-0.65912107,0.00000000,-0.00000000
-5.59779890,1.84351852,-1.84338375,0.01141155,-0.01140885,0.43339611,-0.43334530,1.28300049,-1.28291441,0.81351111,-0.81343439,0.23762105,-0.23759518,0.65576326,-0.65574129,0.00000000,-0.00000000
-5.59179590,1.80174440,-1.80158683,0.01079684,-0.01079427,0.41842293,-0.41836484,1.25915538,-1.25905492,0.78838547,-0.78829577,0.23065571,-0.23062924,0.64916177,-0.64913439,0.00000000,-0.00000000
-5.58579290,1.75173798,-1.75156114,0.01017947,-0.01017704,0.40135036,-0.40128615,1.22940873,-1.22929610,0.75942938,-0.75932867,0.22270280,-0.22267593,0.63974199,-0.63970998,0.00000000,-0.00000000
-5.57978989,1.69501370,-1.69482152,0.00956448,-0.00956219,0.38255195,-0.38248284,1.19477829,-1.19465595,0.72734532,-0.72723576,0.21386933,-0.21384228,0.62801275,-0.62797707,0.00000000,-0.00000000
-5.57378689,1.63326158,-1.63305822,0.00895682,-0.00895468,0.36242679,-0.36235407,1.15642201,-1.15629262,0.69289317,-0.69277702,0.20427989,-0.20425285,0.61457091,-0.61453259,0.00000000,-0.00000000
-5.56778389,1.56830191,-1.56809170,0.00836139,-0.00835941,0.34138781,-0.34131277,1.11560767,-1.11547400,0.65686857,-0.65674814,0.19407368,-0.19404686,0.60008661,-0.60004680,0.00000000,-0.00000000
-5.56178089,1.50203613,-1.50182341,0.00778296,-0.00778114,0.31985000,-0.31977392,1.07367900,-1.07354387,0.62008076,-0.61995833,0.18340110,-0.18337469,0.58528588,-0.58524577,0.00000000,-0.00000000
-5.55577789,1.43639547,-1.43618451,0.00722620,-0.00722454,0.29821924,-0.29814331,1.03201936,-1.03188556,0.58333082,-0.58320858,0.17241982,-0.17239402,0.57093084,-0.57089167,0.00000000,-0.00000000
-5.54977489,1.37328898,-1.37308384,0.00669557,-0.00669407,0.27688186,-0.27680720,0.99201422,-0.99188443,0.54739092,-0.54727094,0.16129070,-0.16126570,0.55779832,-0.55776131,0.00000000,-0.00000000
-5.54377189,1.31455252,-1.31435699,0.00619533,-0.00619398,0.25619544,-0.25612306,0.95501355,-0.95489029,0.51298526,-0.51286943,0.15017361,-0.15014956,0.54665738,-0.54662372,0.00000000,-0.00000000
-5.53776888,1.26190025,-1.26171775,0.00572941,-0.00572821,0.23648105,-0.23641184,0.92229524,-0.92218080,0.48077317,-0.48066315,0.13922330,-0.13920037,0.53824652,-0.53821732,0.00000000,-0.00000000
-5.53176588,1.21687970,-1.21671320,0.00530141,-0.00530035,0.21801703,-0.21795170,0.89503053,-0.89492691,0.45133476,-0.45123197,0.12858568,-0.12856400,0.53325121,-0.53322747,0.00000000,-0.00000000
-5.52576288,1.18083178,-1.18068375,0.00491448,-0.00491356,0.20103439,-0.20097353,0.87425234,-0.87416123,0.42515934,-0.42506495,0.11839439,-0.11837407,0.53228237,-0.53226497,0.00000000,-0.00000000
-5.51975988,1.15485646,-1.15472884,0.00457133,-0.00457054,0.18571394,-0.18565800,0.86082744,-0.86075014,0.40263678,-0.40255168,0.10876799,-0.10874913,0.53585659,-0.53584624,0.00000000,-0.00000000
-5.51375688,1.13978501,-1.13967915,0.00427412,-0.00427346,0.17218502,-0.17213427,0.85543293,-0.85537040,0.38405180,-0.38397660,0.09980775,-0.09979041,0.54437849,-0.54437574,0.00000000,-0.00000000
-5.50775388,1.13615931,-1.13607603,0.00402448,-0.00402394,0.16052564,-0.16048022,0.85853785,-0.85849063,0.36958110,-0.36951616,0.09159605,-0.09158029,0.55812605,-0.55813123,0.00000000,-0.00000000
-5.50175088,1.14421881,-1.14415834,0.00382346,-0.00382304,0.15076407,-0.15072400,0.87039020,-0.87035844,0.35929333,-0.35923875,0.08419559,-0.08418143,0.57723913,-0.57725239,0.00000000,-0.00000000
-5.49574787,1.16389522,-1.16385725,0.00367158,-0.00367126,0.14288155,-0.14284672,0.89100980,-0.89099328,0.35315154,-0.35310718,0.07764914,-0.07763658,0.60171194,-0.60173320,0.00000000,-0.00000000
-5.48974487,1.19481537,-1.19479907,0.00356880,-0.00356859,0.13681605,-0.13678626,0.92018735,-0.92018545,0.35101807,-0.35098360,0.07197996,-0.07196897,0.63138960,-0.63141857,0.00000000,-0.00000000
-5.48374187,1.23631207,-1.23631614,0.00351464,-0.00351452,0.13246681,-0.13244177,0.95748966,-0.95750143,0.35266161,-0.35263650,0.06719282,-0.06718335,0.66596915,-0.66600534,0.00000000,-0.00000000
-5.47773887,1.28744301,-1.28746572,0.00350817,-0.00350815,0.12969956,-0.12967891,1.00227127,-1.00229546,0.35776615,-0.35774971,0.06327538,-0.06326738,0.70500529,-0.70504801,0.00000000,-0.00000000
-5.47173587,1.34701735,-1.34705662,0.00354818,-0.00354824,0.12835221,-0.12833555,1.05369224,-1.05372731,0.36594168,-0.36593310,0.06020012,-0.06019351,0.74792064,-0.74796902,0.00000000,-0.00000000
-5.46573287,1.41362960,-1.41368305,0.00363323,-0.00363336,0.12824088,-0.12822776,1.11074189,-1.11078609,0.37673634,-0.37673472,0.05792637,-0.05792105,0.79402072,-0.79407376,0.00000000,-0.00000000
-5.45972986,1.48570015,-1.48576516,0.00376179,-0.00376199,0.12916616,-0.12915611,1.17226811,-1.17231951,0.38964984,-0.38965419,0.05640265,-0.05639853,0.84251317,-0.84256970,0.00000000,-0.00000000
-5.45372686,1.56152142,-1.56159524,0.00393239,-0.00393264,0.13091938,-0.13091193,1.23701149,-1.23706806,0.40414771,-0.40415702,0.05556910,-0.05556608,0.89253078,-0.89258958,0.00000000,-0.00000000
-5.44772386,1.63930873,-1.63938852,0.00414373,-0.00414404,0.13328890,-0.13328359,1.30364359,-1.30370326,0.41967641,-0.41968965,0.05535985,-0.05535781,0.94315785,-0.94321763,0.00000000,-0.00000000
-5.44172086,1.71725430,-1.71733724,0.00439485,-0.00439521,0.13606623,-0.13606262,1.37080825,-1.37086892,0.43567859,-0.43569473,0.05570543,-0.05570426,0.99345895,-0.99351839,0.00000000,-0.00000000
-5.43571786,1.79358286,-1.79366622,0.00468524,-0.00468563,0.13905187,-0.13904955,1.43716463,-1.43722430,0.45160845,-0.45162653,0.05653497,-0.05653455,1.04250909,-1.04256690,0.00000000,-0.00000000
-5.42971486,1.86660717,-1.86668838,0.00501496,-0.00501539,0.14206081,-0.14205940,1.50143080,-1.50148760,0.46694676,-0.46696585,0.05777828,-0.05777851,1.08942439,-1.08947934,0.00000000,-0.00000000
-5.42371186,1.93478136,-1.93485806,0.00538476,-0.00538522,0.14492749,-0.14492667,1.56242613,-1.56247837,0.48121495,-0.48123423,0.05936772,-0.05936849,1.13339190,-1.13344284,0.00000000,-0.00000000
-5.41770885,1.99675023,-1.99682038,0.00579613,-0.00579662,0.14751025,-0.14750975,1.61911112,-1.61915734,0.49398821,-0.49400694,0.06123980,-0.06124101,1.17369732,-1.17374326,0.00000000,-0.00000000
-5.41170585,2.05139257,-2.05145445,0.00625135,-0.00625186,0.14969510,-0.14969469,1.67062288,-1.67066192,0.50490686,-0.50492441,0.06333649,-0.06333805,1.20974965,-1.20978973,0.00000000,-0.00000000
-5.40570285,2.09785665,-2.09790894,0.00675346,-0.00675399,0.15139860,-0.15139813,1.71630493,-1.71633594,0.51368587,-0.51370176,0.06560631,-0.06560813,1.24110130,-1.24113487,0.00000000,-0.00000000
-5.39969985,2.13558627,-2.13562807,0.00730621,-0.00730675,0.15257005,-0.15256943,1.75572989,-1.75575237,0.52012212,-0.52013599,0.06800506,-0.06800707,1.26746291,-1.26748952,0.00000000,-0.00000000
-5.39369685,2.16433623,-2.16436708,0.00791395,-0.00791451,0.15319266,-0.15319185,1.78871393,-1.78872774,0.52409906,-0.52411070,0.07049627,-0.07049840,1.28871198,-1.28873139,0.00000000,-0.00000000
-5.38769385,2.18417626,-2.18419614,0.00858146,-0.00858203,0.15328381,-0.15328286,1.81532220,-1.81532757,0.52558879,-0.52559812,0.07305134,-0.07305352,1.30489481,-1.30490700,0.00000000,-0.00000000
-5.38169085,2.19548306,-2.19549239,0.00931371,-0.00931429,0.15289437,-0.15289337,1.83586478,-1.83586229,0.52465129,-0.52465838,0.07564939,-0.07565157,1.31622143,-1.31622658,0.00000000,-0.00000000
-5.37568784,2.19892067,-2.19892025,0.01011559,-0.01011619,0.15210701,-0.15210611,1.85088302,-1.85087360,0.52143090,-0.52143594,0.07827677,-0.07827892,1.32305364,-1.32305215,0.00000000,-0.00000000
-5.36968484,2.19540967,-2.19540070,0.01099157,-0.01099219,0.15103368,-0.15103308,1.86112674,-1.86111162,0.51615023,-0.51615356,0.08092641,-0.08092850,1.32588663,-1.32587907,0.00000000,-0.00000000
-5.36368184,2.18608660,-2.18607059,0.01194534,-0.01194597,0.14981220,-0.14981217,1.86752292,-1.86750360,0.50910164,-0.50910369,0.08359678,-0.08359877,1.32532477,-1.32531186,0.00000000,-0.00000000
-5.35767884,2.17225500,-2.17223372,0.01297942,-0.01298006,0.14860212,-0.14860295,1.87113710,-1.87111530,0.50063659,-0.50063792,0.08629068,-0.08629257,1.32205263,-1.32203521,0.00000000,-0.00000000
-5.35167584,2.15533028,-2.15530571,0.01409473,-0.01409539,0.14757994,-0.14758198,1.87312899,-1.87310659,0.49115338,-0.49115460,0.08901390,-0.08901567,1.31680262,-1.31678159,0.00000000,-0.00000000
-5.34567284,2.13678058,-2.13675481,0.01529024,-0.01529092,0.14693385,-0.14693745,1.87470396,-1.87468293,0.48108352,-0.48108531,0.09177368,-0.09177533,1.31032047,-1.31029680,0.00000000,-0.00000000
-5.33966983,2.11806619,-2.11804136,0.01656261,-0.01656330,0.14685796,-0.14686351,1.87706245,-1.87704479,0.47087735,-0.47088043,0.09457707,-0.09457861,1.30333042,-1.30330507,0.00000000,-0.00000000
-5.33366683,2.10058001,-2.10055822,0.01790585,-0.01790655,0.14754648,-0.14755437,1.88134930,-1.88133697,0.46098938,-0.46099450,0.09742937,-0.09743079,1.29650141,-1.29647531,0.00000000,-0.00000000
-5.32766383,2.08559153,-2.08557480,0.01931114,-0.01931184,0.14918759,-0.14919820,1.88860506,-1.88859992,0.45186369,-0.45187157,0.10033250,-0.10033381,1.29041617,-1.29039016,0.00000000,-0.00000000
-5.32166083,2.07419668,-2.07418685,0.02076667,-0.02076737,0.15195747,-0.15197117,1.89972131,-1.89972505,0.44392000,-0.44393136,0.10328358,-0.10328478,1.28554431,-1.28551914,0.00000000,-0.00000000
-5.31565783,2.06727538,-2.06727404,0.02225764,-0.02225833,0.15601445,-0.15603157,1.91540169,-1.91541577,0.43754068,-0.43755615,0.10627366,-0.10627477,1.28222104,-1.28219731,0.00000000,-0.00000000
-5.30965483,2.06545852,-2.06546698,0.02376637,-0.02376704,0.16149337,-0.16151422,1.93613024,-1.93615583,0.43305908,-0.43307923,0.10928674,-0.10928775,1.28063213,-1.28061031,0.00000000,-0.00000000
-5.30365183,2.06910551,-2.06912474,0.02527255,-0.02527319,0.16850047,-0.16852527,1.96214833,-1.96218625,0.43074949,-0.43077479,0.11229910,-0.11230002,1.28080605,-1.28078643,0.00000000,-0.00000000
-5.29764882,2.07829300,-2.07832358,0.02675360,-0.02675420,0.17710866,-0.17713760,1.99344085,-1.99349157,0.43081890,-0.43084969,0.11527903,-0.11527986,1.28261349,-1.28259619,0.00000000,-0.00000000
-5.29164582,2.09281492,-2.09285706,0.02818522,-0.02818577,0.18735355,-0.18738670,2.02973237,-2.02979596,0.43340074,-0.43343722,0.11818697,-0.11818769,1.28577421,-1.28575920,0.00000000,-0.00000000
-5.28564282,2.11219368,-2.11224716,0.02954199,-0.02954247,0.19923010,-0.19926746,2.07049312,-2.07056923,0.43855067,-0.43859291,0.12097603,-0.12097665,1.28987093,-1.28985798,0.00000000,-0.00000000
-5.27963982,2.13570144,-2.13576565,0.03079807,-0.03079847,0.21269025,-0.21273171,2.11495446,-2.11504233,0.44624459,-0.44629246,0.12359308,-0.12359357,1.29436934,-1.29435812,0.00000000,-0.00000000
-5.27363682,2.16239052,-2.16246443,0.03192802,-0.03192834,0.22764141,-0.22768674,2.16213326,-2.16223171,0.45637861,-0.45643184,0.12598009,-0.12598042,1.29864342,-1.29863344,0.00000000,-0.00000000
-5.26763382,2.19113126,-2.19121350,0.03290763,-0.03290785,0.24394609,-0.24399495,2.21086391,-2.21097138,0.46877132,-0.46882944,0.12807593,-0.12807609,1.30200458,-1.30199528,0.00000000,-0.00000000
-5.26163082,2.22065569,-2.22074452,0.03371469,-0.03371480,0.26142265,-0.26147457,2.25983678,-2.25995135,0.48316790,-0.48323027,0.12981843,-0.12981837,1.30373338,-1.30372411,0.00000000,-0.00000000
