energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.67583792,1.53335054,0.02606485,0.16176519,1.00374352,0.39165294,0.31526858,0.10843979,0.00328549,0.83273233
-5.66983492,1.64357595,0.02854072,0.16807622,1.05052936,0.42329604,0.33780618,0.11886526,0.00339118,0.89679559
-5.66383192,1.75490298,0.03106140,0.17393513,1.09455708,0.45598971,0.36066703,0.12978839,0.00348370,0.96177348
-5.65782891,1.86670345,0.03359578,0.17932814,1.13551077,0.48963581,0.38374168,0.14116467,0.00356278,1.02724492
-5.65182591,1.97836462,0.03611073,0.18425636,1.17315643,0.52412898,0.40692248,0.15294512,0.00362874,1.09278354
-5.64582291,2.08930031,0.03857172,0.18873596,1.20734965,0.55935704,0.43010523,0.16507670,0.00368249,1.15796513
-5.63981991,2.19896139,0.04094357,0.19279795,1.23804054,0.59520157,0.45319074,0.17750291,0.00372562,1.22237524
-5.63381691,2.30684517,0.04319132,0.19648741,1.26527560,0.63153852,0.47608625,0.19016443,0.00376039,1.28561658
-5.62781391,2.41250349,0.04528105,0.19986233,1.28919640,0.66823905,0.49870677,0.20299990,0.00378972,1.34731605
-5.62181091,2.51554897,0.04718079,0.20299197,1.31003480,0.70517044,0.52097600,0.21594659,0.00381722,1.40713106
-5.61580790,2.61565945,0.04886135,0.20595492,1.32810488,0.74219731,0.54282711,0.22894124,0.00384712,1.46475497
-5.60980490,2.71258006,0.05029709,0.20883670,1.34379172,0.77918290,0.56420302,0.24192077,0.00388425,1.51992146
-5.60380190,2.80612319,0.05146661,0.21172725,1.35753725,0.81599062,0.58505640,0.25482295,0.00393391,1.57240757
-5.59779890,2.89616602,0.05235331,0.21471813,1.36982369,0.85248565,0.60534915,0.26758706,0.00400186,1.62203543
-5.59179590,2.98264595,0.05294576,0.21789962,1.38115505,0.88853670,0.62505147,0.28015443,0.00409413,1.66867254
-5.58579290,3.06555386,0.05323796,0.22135789,1.39203736,0.92401772,0.64414052,0.29246891,0.00421692,1.71223066
-5.57978989,3.14492570,0.05322942,0.22517211,1.40295832,0.95880961,0.66259875,0.30447728,0.00437644,1.75266327
-5.57378689,3.22083253,0.05292503,0.22941178,1.41436718,0.99280179,0.68041180,0.31612960,0.00457875,1.78996189
-5.56778389,3.29336974,0.05233479,0.23413435,1.42665561,1.02589357,0.69756634,0.32737949,0.00482955,1.82415130
-5.56178089,3.36264565,0.05147345,0.23938309,1.44014043,1.05799531,0.71404772,0.33818442,0.00513403,1.85528395
-5.55577789,3.42877041,0.05035996,0.24518547,1.45504890,1.08902920,0.72983774,0.34850603,0.00549661,1.88343389
-5.54977489,3.49184544,0.04901685,0.25155205,1.47150728,1.11892986,0.74491264,0.35831043,0.00592082,1.90869037
-5.54377189,3.55195436,0.04746951,0.25847591,1.48953339,1.14764449,0.75924144,0.36756866,0.00640906,1.93115168
-5.53776888,3.60915572,0.04574552,0.26593281,1.50903341,1.17513284,0.77278489,0.37625710,0.00696246,1.95091930
-5.53176588,3.66347805,0.04387387,0.27388196,1.52980344,1.20136695,0.78549509,0.38435812,0.00758069,1.96809285
-5.52576288,3.71491779,0.04188422,0.28226754,1.55153580,1.22633062,0.79731593,0.39186073,0.00826189,1.98276601
-5.51975988,3.76344000,0.03980627,0.29102090,1.57383003,1.25001888,0.80818438,0.39876132,0.00900257,1.99502365
-5.51375688,3.80898222,0.03766906,0.30006339,1.59620826,1.27243736,0.81803271,0.40506445,0.00979756,2.00494027
-5.50775388,3.85146102,0.03550046,0.30930967,1.61813437,1.29360165,0.82679159,0.41078357,0.01064006,2.01257984
-5.50175088,3.89078109,0.03332664,0.31867155,1.63903626,1.31353665,0.83439381,0.41594173,0.01152169,2.01799697
-5.49574787,3.92684619,0.03117174,0.32806202,1.65833032,1.33227603,0.84077877,0.42057207,0.01243260,2.02123919
-5.48974487,3.95957121,0.02905750,0.33739931,1.67544690,1.34986156,0.84589710,0.42471799,0.01336171,2.02235027
-5.48374187,3.98889450,0.02700309,0.34661090,1.68985584,1.36634241,0.84971550,0.42843312,0.01429688,2.02137414
-5.47773887,4.01478950,0.02502493,0.35563709,1.70109061,1.38177430,0.85222128,0.43178067,0.01522525,2.01835903
-5.47173587,4.03727465,0.02313667,0.36443400,1.70877016,1.39621833,0.85342631,0.43483243,0.01613352,2.01336164
-5.46573287,4.05642068,0.02134919,0.37297582,1.71261710,1.40973952,0.85337015,0.43766713,0.01700833,2.00645068
-5.45972986,4.07235454,0.01967065,0.38125603,1.71247159,1.42240489,0.85212196,0.44036827,0.01783661,1.99770969
-5.45372686,4.08525931,0.01810665,0.38928757,1.70829995,1.43428106,0.84978113,0.44302144,0.01860594,1.98723863
-5.44772386,4.09536981,0.01666037,0.39710186,1.70019766,1.44543134,0.84647625,0.44571106,0.01930492,1.97515425
-5.44172086,4.10296386,0.01533279,0.40474656,1.68838654,1.45591241,0.84236261,0.44851692,0.01992346,1.96158895
-5.43571786,4.10834953,0.01412291,0.41228232,1.67320624,1.46577065,0.83761804,0.45151034,0.02045307,1.94668826
-5.42971486,4.11184902,0.01302800,0.41977848,1.65510031,1.47503830,0.83243740,0.45475038,0.02088707,1.93060710
-5.42371186,4.11377991,0.01204386,0.42730800,1.63459773,1.48372964,0.82702579,0.45828016,0.02122074,1.91350495
-5.41770885,4.11443520,0.01116507,0.43494186,1.61229064,1.49183753,0.82159092,0.46212362,0.02145143,1.89554037
-5.41170585,4.11406322,0.01038523,0.44274328,1.58880945,1.49933048,0.81633496,0.46628276,0.02157852,1.87686526
-5.40570285,4.11284888,0.00969727,0.45076199,1.56479650,1.50615065,0.81144621,0.47073579,0.02160337,1.85761923
-5.39969985,4.11089766,0.00909358,0.45902897,1.54087956,1.51221298,0.80709128,0.47543615,0.02152920,1.83792455
-5.39369685,4.10822350,0.00856631,0.46755201,1.51764642,1.51740572,0.80340781,0.48031267,0.02136087,1.81788214
-5.38769385,4.10474168,0.00810750,0.47631226,1.49562172,1.52159250,0.80049857,0.48527081,0.02110465,1.79756881
-5.38169085,4.10026736,0.00770928,0.48526214,1.47524699,1.52461607,0.79842684,0.49019515,0.02076794,1.77703609
-5.37568784,4.09452025,0.00736398,0.49432467,1.45686482,1.52630364,0.79721370,0.49495290,0.02035895,1.75631076
-5.36968484,4.08713533,0.00706425,0.50339440,1.44070764,1.52647377,0.79683705,0.49939844,0.01988643,1.73539695
-5.36368184,4.07767923,0.00680315,0.51233987,1.42689150,1.52494455,0.79723265,0.50337859,0.01935933,1.71427994
-5.35767884,4.06567151,0.00657419,0.52100748,1.41541496,1.52154275,0.79829691,0.50673849,0.01878656,1.69293116
-5.35167584,4.05060973,0.00637142,0.52922666,1.40616274,1.51611356,0.79989150,0.50932772,0.01817674,1.67131421
-5.34567284,4.03199693,0.00618939,0.53681610,1.39891400,1.50853047,0.80184921,0.51100639,0.01753799,1.64939144
-5.33966983,4.00937000,0.00602321,0.54359054,1.39335446,1.49870471,0.80398104,0.51165091,0.01687779,1.62713061
-5.33366683,3.98232721,0.00586849,0.54936798,1.38909161,1.48659382,0.80608388,0.51115917,0.01620284,1.60451121
-5.32766383,3.95055348,0.00572141,0.55397685,1.38567234,1.47220878,0.80794855,0.50945481,0.01551906,1.58152996
-5.32166083,3.91384173,0.00557862,0.55726271,1.38260194,1.45561921,0.80936765,0.50649039,0.01483155,1.55820508
-5.31565783,3.87210913,0.00543728,0.55909422,1.37936367,1.43695641,0.81014298,0.50224940,0.01414460,1.53457903
-5.30965483,3.82540729,0.00529501,0.55936804,1.37543803,1.41641373,0.81009202,0.49674686,0.01346177,1.51071952
-5.30365183,3.77392567,0.00514990,0.55801245,1.37032099,1.39424425,0.80905334,0.49002859,0.01278599,1.48671861
-5.29764882,3.71798815,0.00500047,0.55498957,1.36354053,1.37075571,0.80689073,0.48216924,0.01211961,1.46269000
-5.29164582,3.65804273,0.00484569,0.55029603,1.35467101,1.34630268,0.80349580,0.47326907,0.01146454,1.43876460
-5.28564282,3.59464499,0.00468492,0.54396223,1.34334498,1.32127640,0.79878932,0.46344985,0.01082235,1.41508459
-5.27963982,3.52843625,0.00451797,0.53605021,1.32926230,1.29609238,0.79272113,0.45284984,0.01019433,1.39179635
-5.27363682,3.46011760,0.00434503,0.52665037,1.31219647,1.27117652,0.78526885,0.44161843,0.00958162,1.36904274
-5.26763382,3.39042108,0.00416672,0.51587730,1.29199822,1.24695012,0.77643575,0.42991042,0.00898524,1.34695498
-5.26163082,3.32007983,0.00398402,0.50386489,1.26859657,1.22381452,0.76624776,0.41788038,0.00840615,1.32564491
-5.25562781,3.24979857,0.00379833,0.49076119,1.24199774,1.20213600,0.75475022,0.40567732,0.00784527,1.30519778
-5.24962481,3.18022609,0.00361139,0.47672322,1.21228202,1.18223171,0.74200445,0.39343992,0.00730351,1.28566639
-5.24362181,3.11193120,0.00342532,0.46191205,1.17959909,1.16435723,0.72808442,0.38129244,0.00678176,1.26706653
-5.23761881,3.04538336,0.00324256,0.44648841,1.14416223,1.14869637,0.71307392,0.36934160,0.00628087,1.24937445
-5.23161581,2.98093886,0.00306587,0.43060903,1.10624154,1.13535379,0.69706412,0.35767440,0.00580167,1.23252626
-5.22561281,2.91883339,0.00289830,0.41442383,1.06615669,1.12435082,0.68015197,0.34635699,0.00534490,1.21641943
-5.21960980,2.85918115,0.00274314,0.39807407,1.02426940,1.11562468,0.66243914,0.33543459,0.00491123,1.20091652
-5.21360680,2.80198048,0.00260392,0.38169148,0.98097575,1.10903138,0.64403177,0.32493238,0.00450123,1.18585070
-5.20760380,2.74712559,0.00248433,0.36539817,0.93669861,1.10435201,0.62504072,0.31485725,0.00411534,1.17103311
-5.20160080,2.69442377,0.00238819,0.34930748,0.89188028,1.10130243,0.60558233,0.30520031,0.00375387,1.15626154
-5.19559780,2.64361691,0.00231942,0.33352528,0.84697523,1.09954586,0.58577939,0.29593990,0.00341703,1.14133002
-5.18959480,2.59440616,0.00228194,0.31815182,0.80244321,1.09870780,0.56576219,0.28704503,0.00310488,1.12603895
-5.18359180,2.54647840,0.00227963,0.30328371,0.75874243,1.09839270,0.54566942,0.27847895,0.00281738,1.11020505
-5.17758879,2.49953298,0.00231626,0.28901595,0.71632308,1.09820169,0.52564866,0.27020275,0.00255439,1.09367093
-5.17158579,2.45330727,0.00239539,0.27544375,0.67562091,1.09775036,0.50585636,0.26217866,0.00231570,1.07631340
-5.16558279,2.40759960,0.00252027,0.26266394,0.63705109,1.09668591,0.48645710,0.25437307,0.00210103,1.05805047
-5.15957979,2.36228841,0.00269375,0.25077589,0.60100218,1.09470285,0.46762213,0.24675899,0.00191006,1.03884638
-5.15357679,2.31734647,0.00291816,0.23988181,0.56783030,1.09155638,0.44952700,0.23931792,0.00174244,1.01871450
-5.14757379,2.27284942,0.00319520,0.23008636,0.53785368,1.08707291,0.43234852,0.23204101,0.00159782,0.99771796
-5.14157079,2.22897819,0.00352580,0.22149549,0.51134748,1.08115714,0.41626098,0.22492954,0.00147582,0.97596792
-5.13556778,2.18601511,0.00391001,0.21421479,0.48853913,1.07379531,0.40143184,0.21799469,0.00137609,0.95361961
-5.12956478,2.14433395,0.00434690,0.20834707,0.46960436,1.06505458,0.38801708,0.21125666,0.00129827,0.93086620
-5.12356178,2.10438429,0.00483444,0.20398956,0.45466386,1.05507839,0.37615638,0.20474321,0.00124198,0.90793104
-5.11755878,2.06667132,0.00536943,0.20123079,0.44378105,1.04407819,0.36596857,0.19848777,0.00120685,0.88505850
-5.11155578,2.03173183,0.00594742,0.20014723,0.43696073,1.03232191,0.35754734,0.19252722,0.00119246,0.86250393
-5.10555278,2.00010799,0.00656276,0.20079996,0.43414907,1.02011978,0.35095771,0.18689944,0.00119837,0.84052337
-5.09954977,1.97232016,0.00720854,0.20323155,0.43523483,1.00780823,0.34623336,0.18164090,0.00122407,0.81936339
-5.09354677,1.94884032,0.00787669,0.20746318,0.44005189,0.99573277,0.34337504,0.17678433,0.00126899,0.79925180
-5.08754377,1.93006765,0.00855812,0.21349233,0.44838327,0.98423074,0.34235031,0.17235670,0.00133246,0.78038958
-5.08154077,1.91630748,0.00924283,0.22129109,0.45996635,0.97361483,0.34309448,0.16837749,0.00141373,0.76294450
-5.07553777,1.90775497,0.00992015,0.23080517,0.47449939,0.96415826,0.34551305,0.16485758,0.00151194,0.74704677
-5.06953477,1.90448429,0.01057898,0.24195376,0.49164912,0.95608244,0.34948533,0.16179853,0.00162613,0.73278697
-5.06353177,1.90644404,0.01120810,0.25463018,0.51105912,0.94954769,0.35486936,0.15919256,0.00175524,0.72021615
-5.05752876,1.91345911,0.01179643,0.26870346,0.53235891,0.94464746,0.36150766,0.15702306,0.00189811,0.70934829
-5.05152576,1.92523887,0.01233342,0.28402072,0.55517325,0.94140641,0.36923381,0.15526558,0.00205350,0.70016470
-5.04552276,1.94139118,0.01280933,0.30041027,0.57913137,0.93978231,0.37787936,0.15388937,0.00222010,0.69262009
-5.03951976,1.96144152,0.01321556,0.31768547,0.60387588,0.93967154,0.38728085,0.15285923,0.00239657,0.68664996
-5.03351676,1.98485590,0.01354493,0.33564900,0.62907089,0.94091786,0.39728637,0.15213757,0.00258152,0.68217859
-5.02751376,2.01106648,0.01379193,0.35409767,0.65440907,0.94332386,0.40776159,0.15168665,0.00277358,0.67912732
-5.02151076,2.03949815,0.01395290,0.37282736,0.67961744,0.94666434,0.41859460,0.15147068,0.00297138,0.67742232
-5.01550775,2.06959470,0.01402614,0.39163805,0.70446150,0.95070077,0.42969950,0.15145783,0.00317358,0.67700141
-5.00950475,2.10084310,0.01401200,0.41033879,0.72874784,0.95519610,0.44101838,0.15162189,0.00337887,0.67781946
-5.00350175,2.13279438,0.01391282,0.42875240,0.75232492,0.95992882,0.45252154,0.15194349,0.00358601,0.67985196
-4.99749875,2.16508022,0.01373286,0.44671977,0.77508221,0.96470577,0.46420601,0.15241091,0.00379378,0.68309648
-4.99149575,2.19742431,0.01347810,0.46410365,0.79694784,0.96937278,0.47609223,0.15302026,0.00400101,0.68757197
-4.98549275,2.22964801,0.01315604,0.48079189,0.81788495,0.97382268,0.48821924,0.15377520,0.00420655,0.69331590
-4.97948974,2.26167030,0.01277540,0.49669990,0.83788697,0.97800044,0.50063850,0.15468604,0.00440926,0.70037936
-4.97348674,2.29350216,0.01234580,0.51177259,0.85697241,0.98190507,0.51340673,0.15576848,0.00460799,0.70882062
-4.96748374,2.32523617,0.01187741,0.52598538,0.87517925,0.98558855,0.52657820,0.15704188,0.00480154,0.71869742
-4.96148074,2.35703205,0.01138063,0.53934468,0.89255949,0.98915182,0.54019683,0.15852729,0.00498865,0.73005860
-4.95547774,2.38909937,0.01086568,0.55188759,0.90917424,0.99273835,0.55428879,0.16024536,0.00516798,0.74293558
-4.94947474,2.42167853,0.01034235,0.56368091,0.92508945,0.99652566,0.56885574,0.16221422,0.00533811,0.75733445
-4.94347174,2.45502141,0.00981966,0.57481959,0.94037270,1.00071551,0.58386945,0.16444746,0.00549751,0.77322891
-4.93746873,2.48937267,0.00930566,0.58542450,0.95509102,1.00552327,0.59926800,0.16695238,0.00564457,0.79055489
-4.93146573,2.52495292,0.00880723,0.59563956,0.96930979,1.01116710,0.61495374,0.16972859,0.00577759,0.80920698
-4.92546273,2.56194429,0.00832993,0.60562829,0.98309258,1.01785743,0.63079339,0.17276700,0.00589484,0.82903700
-4.91945973,2.60047920,0.00787801,0.61556971,0.99650181,1.02578737,0.64662008,0.17604928,0.00599457,0.84985484
-4.91345673,2.64063229,0.00745435,0.62565354,1.00959972,1.03512417,0.66223736,0.17954786,0.00607508,0.87143150
-4.90745373,2.68241551,0.00706053,0.63607478,1.02244950,1.04600206,0.67742495,0.18322631,0.00613476,0.89350407
-4.90145073,2.72577609,0.00669693,0.64702757,1.03511602,1.05851665,0.69194584,0.18704022,0.00617218,0.91578250
-4.89544772,2.77059671,0.00636290,0.65869842,1.04766597,1.07272066,0.70555447,0.19093840,0.00618610,0.93795748
-4.88944472,2.81669728,0.00605689,0.67125885,1.06016678,1.08862113,0.71800537,0.19486433,0.00617560,0.95970924
-4.88344172,2.86383762,0.00577667,0.68485753,1.07268446,1.10617771,0.72906189,0.19875785,0.00614006,0.98071645
-4.87743872,2.91172026,0.00551951,0.69961226,1.08527984,1.12530206,0.73850456,0.20255683,0.00607926,1.00066498
-4.87143572,2.95999298,0.00528236,0.71560177,1.09800360,1.14585799,0.74613851,0.20619884,0.00599342,1.01925582
-4.86543272,3.00825060,0.00506209,0.73285792,1.11088998,1.16766228,0.75179974,0.20962277,0.00588316,1.03621198
-4.85942971,3.05603610,0.00485557,0.75135853,1.12394966,1.19048615,0.75535991,0.21277020,0.00574954,1.05128400
-4.85342671,3.10284108,0.00465988,0.77102131,1.13716223,1.21405723,0.75672939,0.21558656,0.00559406,1.06425388
-4.84742371,3.14810616,0.00447238,0.79169931,1.15046889,1.23806224,0.75585867,0.21802210,0.00541861,1.07493757
-4.84142071,3.19122188,0.00429078,0.81317826,1.16376591,1.26215038,0.75273811,0.22003255,0.00522540,1.08318596
-4.83541771,3.23153098,0.00411322,0.83517640,1.17689968,1.28593776,0.74739616,0.22157960,0.00501696,1.08888473
-4.82941471,3.26833283,0.00393829,0.85734681,1.18966386,1.30901298,0.73989638,0.22263126,0.00479602,1.09195323
-4.82341171,3.30089098,0.00376499,0.87928268,1.20179930,1.33094401,0.73033353,0.22316196,0.00456546,1.09234285
-4.81740870,3.32844438,0.00359275,0.90052557,1.21299694,1.35128669,0.71882900,0.22315275,0.00432824,1.09003516
-4.81140570,3.35022276,0.00342134,0.92057646,1.22290421,1.36959467,0.70552609,0.22259129,0.00408730,1.08504014
-4.80540270,3.36546616,0.00325086,0.93890947,1.23113457,1.38543085,0.69058527,0.22147205,0.00384552,1.07739485
-4.79939970,3.37344852,0.00308165,0.95498774,1.23728023,1.39838011,0.67417993,0.21979639,0.00360563,1.06716264
-4.79339670,3.37350428,0.00291427,0.96828095,1.24092743,1.40806286,0.65649252,0.21757277,0.00337017,1.05443299
-4.78739370,3.36505724,0.00274937,0.97828381,1.24167357,1.41414901,0.63771150,0.21481705,0.00314147,1.03932196
-4.78139070,3.34764988,0.00258769,0.98453453,1.23914549,1.41637156,0.61802892,0.21155262,0.00292157,1.02197308
-4.77538769,3.32097168,0.00243002,0.98663266,1.23301763,1.41453929,0.59763876,0.20781071,0.00271223,1.00255839
-4.76938469,3.28488443,0.00227710,0.98425523,1.22302937,1.40854755,0.57673572,0.20363041,0.00251493,0.98127937
-4.76338169,3.23944268,0.00212965,0.97717050,1.20900016,1.39838648,0.55551442,0.19905862,0.00233088,0.95836738
-4.75737869,3.18490770,0.00198830,0.96524849,1.19084182,1.38414606,0.53416882,0.19414976,0.00216097,0.93408319
-4.75137569,3.12175341,0.00185362,0.94846788,1.16856700,1.36601718,0.51289144,0.18896514,0.00200587,0.90871535
-4.74537269,3.05066336,0.00172607,0.92691871,1.14229331,1.34428863,0.49187244,0.18357208,0.00186599,0.88257705
-4.73936968,2.97251816,0.00160601,0.90080094,1.11224278,1.31933968,0.47129816,0.17804264,0.00174152,0.85600150
-4.73336668,2.88837357,0.00149372,0.87041868,1.07873668,1.29162839,0.45134915,0.17245201,0.00163246,0.82933559
-4.72736368,2.79942981,0.00138939,0.83617056,1.04218576,1.26167607,0.43219757,0.16687668,0.00153863,0.80293216
-4.72136068,2.70699345,0.00129309,0.79853665,1.00307661,1.23004849,0.41400403,0.16139230,0.00145966,0.77714099
-4.71535768,2.61243359,0.00120485,0.75806257,0.96195478,1.19733468,0.39691391,0.15607145,0.00139508,0.75229903
-4.70935468,2.51713458,0.00112458,0.71534155,0.91940561,1.16412437,0.38105347,0.15098139,0.00134423,0.72872034
-4.70335168,2.42244764,0.00105215,0.67099538,0.87603378,1.13098520,0.36652581,0.14618188,0.00130636,0.70668623
-4.69734867,2.32964408,0.00098732,0.62565511,0.83244274,1.09844092,0.35340717,0.14172326,0.00128057,0.68643635
-4.69134567,2.23987241,0.00092981,0.57994229,0.78921502,1.06695169,0.34174359,0.13764483,0.00126585,0.66816118
-4.68534267,2.15412190,0.00087926,0.53445165,0.74689452,1.03689762,0.33154850,0.13397370,0.00126107,0.65199655
-4.67933967,2.07319418,0.00083522,0.48973583,0.70597147,1.00856633,0.32280126,0.13072421,0.00126500,0.63802056
-4.67333667,1.99768457,0.00079723,0.44629273,0.66687085,0.98214523,0.31544698,0.12789785,0.00127631,0.62625314
-4.66733367,1.92797374,0.00076472,0.40455582,0.62994460,0.95771886,0.30939774,0.12548389,0.00129358,0.61665854
-4.66133067,1.86423012,0.00073710,0.36488757,0.59546788,0.93527136,0.30453520,0.12346054,0.00131532,0.60915041
-4.65532766,1.80642236,0.00071373,0.32757615,0.56363920,0.91469387,0.30071460,0.12179667,0.00134002,0.60359959
-4.64932466,1.75434109,0.00069395,0.29283502,0.53458421,0.89579629,0.29777001,0.12045394,0.00136613,0.59984384
-4.64332166,1.70762822,0.00067706,0.26080540,0.50836268,0.87832266,0.29552065,0.11938938,0.00139211,0.59769925
