energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.78389195,0.36341283,0.00058129,0.01178801,0.08141258,0.10460424,0.04902824,0.01014991,0.22017840,0.00000000
-5.77788894,0.41440169,0.00069093,0.01341668,0.09260697,0.11996214,0.05520225,0.01159059,0.25105380,0.00000000
-5.77188594,0.47082333,0.00083232,0.01518913,0.10505804,0.13685046,0.06198069,0.01321978,0.28527334,0.00000000
-5.76588294,0.53267828,0.00100904,0.01710094,0.11876024,0.15529005,0.06932340,0.01504202,0.32284303,0.00000000
-5.75987994,0.59992366,0.00122511,0.01914549,0.13369926,0.17528622,0.07718277,0.01706149,0.36374425,0.00000000
-5.75387694,0.67246972,0.00148493,0.02131402,0.14985087,0.19682788,0.08550365,0.01928183,0.40793152,0.00000000
-5.74787394,0.75017784,0.00179319,0.02359569,0.16718006,0.21988691,0.09422366,0.02170583,0.45533114,0.00000000
-5.74187094,0.83286015,0.00215471,0.02597773,0.18564052,0.24441802,0.10327387,0.02433526,0.50584079,0.00000000
-5.73586793,0.92028052,0.00257429,0.02844574,0.20517439,0.27035889,0.11257999,0.02717058,0.55932989,0.00000000
-5.72986493,1.01215689,0.00305656,0.03098402,0.22571229,0.29763064,0.12206390,0.03021076,0.61564073,0.00000000
-5.72386193,1.10816451,0.00360576,0.03357591,0.24717350,0.32613851,0.13164545,0.03345302,0.67459009,0.00000000
-5.71785893,1.20793989,0.00422553,0.03620430,0.26946642,0.35577266,0.14124456,0.03689258,0.73597134,0.00000000
-5.71185593,1.31108500,0.00491871,0.03885204,0.29248903,0.38640911,0.15078339,0.04052246,0.79955658,0.00000000
-5.70585293,1.41717144,0.00568707,0.04150239,0.31612942,0.41791061,0.16018859,0.04433319,0.86509882,0.00000000
-5.69984992,1.52574429,0.00653117,0.04413949,0.34026634,0.45012749,0.16939338,0.04831260,0.93233380,0.00000000
-5.69384692,1.63632525,0.00745011,0.04674870,0.36476970,0.48289837,0.17833947,0.05244562,1.00098161,0.00000000
-5.68784392,1.74841506,0.00844137,0.04931695,0.38950111,0.51605089,0.18697861,0.05671409,1.07074771,0.00000000
-5.68184092,1.86149507,0.00950069,0.05183296,0.41431427,0.54940216,0.19527375,0.06109661,1.14132349,0.00000000
-5.67583792,1.97502800,0.01062199,0.05428736,0.43905553,0.58275939,0.20319962,0.06556846,1.21238641,0.00000000
-5.66983492,2.08845797,0.01179733,0.05667273,0.46356442,0.61592038,0.21074294,0.07010164,1.28359971,0.00000000
-5.66383192,2.20121019,0.01301696,0.05898352,0.48767439,0.64867421,0.21790183,0.07466490,1.35461198,0.00000000
-5.65782891,2.31269040,0.01426938,0.06121587,0.51121367,0.68080215,0.22468488,0.07922401,1.42505657,0.00000000
-5.65182591,2.42228450,0.01554159,0.06336735,0.53400650,0.71207882,0.23110955,0.08374204,1.49455130,0.00000000
-5.64582291,2.52935864,0.01681922,0.06543657,0.55587460,0.74227373,0.23720020,0.08817977,1.56269837,0.00000000
-5.63981991,2.63326015,0.01808690,0.06742280,0.57663908,0.77115328,0.24298573,0.09249632,1.62908495,0.00000000
-5.63381691,2.73331941,0.01932856,0.06932552,0.59612260,0.79848312,0.24849696,0.09664971,1.69328438,0.00000000
-5.62781391,2.82885306,0.02052782,0.07114393,0.61415200,0.82403103,0.25376391,0.10059767,1.75485821,0.00000000
-5.62181091,2.91916840,0.02166838,0.07287648,0.63056115,0.84757006,0.25881306,0.10429841,1.81335911,0.00000000
-5.61580790,3.00356932,0.02273444,0.07452048,0.64519403,0.86888206,0.26366477,0.10771150,1.86833478,0.00000000
-5.60980490,3.08136356,0.02371113,0.07607167,0.65790800,0.88776132,0.26833098,0.11079870,1.91933269,0.00000000
-5.60380190,3.15187119,0.02458484,0.07752396,0.66857707,0.90401832,0.27281330,0.11352482,1.96590571,0.00000000
-5.59779890,3.21443439,0.02534361,0.07886921,0.67709507,0.91748337,0.27710159,0.11585850,2.00761867,0.00000000
-5.59179590,3.26842824,0.02597740,0.08009711,0.68337871,0.92801008,0.28117322,0.11777292,2.04405553,0.00000000
-5.58579290,3.31327245,0.02647834,0.08119526,0.68737037,0.93547853,0.28499290,0.11924644,2.07482735,0.00000000
-5.57978989,3.34844389,0.02684089,0.08214925,0.68904051,0.93979808,0.28851330,0.12026307,2.09958081,0.00000000
-5.57378689,3.37348978,0.02706197,0.08294300,0.68838987,0.94090963,0.29167635,0.12081291,2.11800720,0.00000000
-5.56778389,3.38804136,0.02714095,0.08355914,0.68545108,0.93878754,0.29441523,0.12089236,2.12985190,0.00000000
-5.56178089,3.39182781,0.02707965,0.08397955,0.68029008,0.93344096,0.29665706,0.12050431,2.13492406,0.00000000
-5.55577789,3.38469031,0.02688225,0.08418597,0.67300703,0.92491471,0.29832606,0.11965814,2.13310636,0.00000000
-5.54977489,3.36659569,0.02655510,0.08416077,0.66373696,0.91328967,0.29934725,0.11836968,2.12436467,0.00000000
-5.54377189,3.33764952,0.02610656,0.08388763,0.65265003,0.89868275,0.29965032,0.11666104,2.10875716,0.00000000
-5.53776888,3.29810782,0.02554677,0.08335243,0.63995140,0.88124637,0.29917375,0.11456035,2.08644271,0.00000000
-5.53176588,3.24838700,0.02488740,0.08254397,0.62588082,0.86116753,0.29786877,0.11210147,2.05768792,0.00000000
-5.52576288,3.18907129,0.02414136,0.08145474,0.61071175,0.83866639,0.29570311,0.10932359,2.02287246,0.00000000
-5.51975988,3.12091669,0.02332250,0.08008159,0.59474994,0.81399431,0.29266429,0.10627078,1.98249202,0.00000000
-5.51375688,3.04485102,0.02244538,0.07842627,0.57833144,0.78743134,0.28876229,0.10299150,1.93715847,0.00000000
-5.50775388,2.96196899,0.02152495,0.07649583,0.56181993,0.75928309,0.28403145,0.09953795,1.88759673,0.00000000
-5.50175088,2.87352204,0.02057625,0.07430285,0.54560306,0.72987684,0.27853144,0.09596546,1.83463777,0.00000000
-5.49574787,2.78090223,0.01961416,0.07186550,0.53008797,0.69955703,0.27234725,0.09233173,1.77920773,0.00000000
-5.48974487,2.68562026,0.01865315,0.06920735,0.51569561,0.66867991,0.26558815,0.08869600,1.72231275,0.00000000
-5.48374187,2.58927765,0.01770698,0.06635711,0.50285401,0.63760759,0.25838565,0.08511815,1.66501984,0.00000000
-5.47773887,2.49353350,0.01678853,0.06334802,0.49199042,0.60670137,0.25089047,0.08165780,1.60843396,0.00000000
-5.47173587,2.40006689,0.01590947,0.06021726,0.48352235,0.57631474,0.24326876,0.07837329,1.55367194,0.00000000
-5.46573287,2.31053583,0.01508018,0.05700512,0.47784785,0.54678599,0.23569761,0.07532070,1.50183401,0.00000000
-5.45972986,2.22653447,0.01430945,0.05375416,0.47533507,0.51843095,0.22836016,0.07255293,1.45397400,0.00000000
-5.45372686,2.14955016,0.01360441,0.05050830,0.47631154,0.49153592,0.22144050,0.07011882,1.41106932,0.00000000
-5.44772386,2.08092240,0.01297034,0.04731196,0.48105370,0.46635125,0.21511863,0.06806238,1.37399208,0.00000000
-5.44172086,2.02180553,0.01241064,0.04420923,0.48977690,0.44308589,0.20956579,0.06642227,1.34348277,0.00000000
-5.43571786,1.97313726,0.01192675,0.04124317,0.50262662,0.42190318,0.20494032,0.06523147,1.32012767,0.00000000
-5.42971486,1.93561460,0.01151814,0.03845523,0.51967145,0.40291810,0.20138440,0.06451716,1.30434144,0.00000000
-5.42371186,1.90967886,0.01118243,0.03588491,0.54089812,0.38619639,0.19902175,0.06430101,1.29635584,0.00000000
-5.41770885,1.89551078,0.01091541,0.03356950,0.56620929,0.37175538,0.19795651,0.06459970,1.29621542,0.00000000
-5.41170585,1.89303634,0.01071127,0.03154406,0.59542443,0.35956685,0.19827327,0.06542578,1.30378066,0.00000000
-5.40570285,1.90194342,0.01056278,0.02984166,0.62828381,0.34956162,0.20003836,0.06678881,1.31873875,0.00000000
-5.39969985,1.92170882,0.01046154,0.02849362,0.66445603,0.34163593,0.20330231,0.06869677,1.34062173,0.00000000
-5.39369685,1.95163454,0.01039827,0.02753005,0.70354866,0.33565906,0.20810320,0.07115761,1.36883128,0.00000000
-5.38769385,1.99089157,0.01036315,0.02698029,0.74512192,0.33148212,0.21447087,0.07418096,1.40266919,0.00000000
-5.38169085,2.03856935,0.01034613,0.02687359,0.78870479,0.32894737,0.22243162,0.07777974,1.44137207,0.00000000
-5.37568784,2.09372796,0.01033728,0.02723954,0.83381288,0.32789761,0.23201306,0.08197173,1.48414861,0.00000000
-5.36968484,2.15545067,0.01032714,0.02810864,0.87996727,0.32818528,0.24324874,0.08678090,1.53021746,0.00000000
-5.36368184,2.22289351,0.01030699,0.02951254,0.92671326,0.32968060,0.25618235,0.09223826,1.57884377,0.00000000
-5.35767884,2.29532928,0.01026915,0.03148425,0.97363811,0.33227832,0.27087087,0.09838244,1.62937234,0.00000000
-5.35167584,2.37218315,0.01020720,0.03405802,1.02038659,0.33590276,0.28738660,0.10525946,1.68125555,0.00000000
-5.34567284,2.45305767,0.01011617,0.03726900,1.06667353,0.34051076,0.30581764,0.11292210,1.73407425,0.00000000
-5.33966983,2.53774533,0.00999261,0.04115265,1.11229231,0.34609238,0.32626669,0.12142842,1.78755051,0.00000000
-5.33366683,2.62622768,0.00983470,0.04574385,1.15711885,0.35266918,0.34884810,0.13083965,1.84155123,0.00000000
-5.32766383,2.71866069,0.00964216,0.05107577,1.20111049,0.36029035,0.37368310,0.14121753,1.89608230,0.00000000
-5.32166083,2.81534688,0.00941627,0.05717855,1.24429980,0.36902661,0.40089340,0.15262096,1.95127343,0.00000000
-5.31565783,2.91669543,0.00915963,0.06407772,1.28678348,0.37896251,0.43059344,0.16510235,2.00735461,0.00000000
-5.30965483,3.02317260,0.00887608,0.07179264,1.32870686,0.39018726,0.46288143,0.17870360,2.06462526,0.00000000
-5.30365183,3.13524505,0.00857040,0.08033479,1.37024490,0.40278485,0.49782989,0.19345207,2.12341799,0.00000000
-5.29764882,3.25331945,0.00824813,0.08970614,1.41158076,0.41682389,0.53547600,0.20935668,2.18405911,0.00000000
-5.29164582,3.37768191,0.00791528,0.09989768,1.45288323,0.43234786,0.57581235,0.22640432,2.24682823,0.00000000
-5.28564282,3.50844111,0.00757810,0.11088802,1.49428448,0.44936622,0.61877860,0.24455686,2.31191949,0.00000000
-5.27963982,3.64547856,0.00724280,0.12264241,1.53585956,0.46784712,0.66425471,0.26374895,2.37940685,0.00000000
-5.27363682,3.78840918,0.00691536,0.13511196,1.57760897,0.48771192,0.71205593,0.28388664,2.44921559,0.00000000
-5.26763382,3.93655503,0.00660131,0.14823330,1.61944550,0.50883211,0.76193023,0.30484713,2.52110198,0.00000000
-5.26163082,4.08893384,0.00630560,0.16192860,1.66118632,0.53102857,0.81355810,0.32647962,2.59464235,0.00000000
-5.25562781,4.24426345,0.00603245,0.17610603,1.70255078,0.55407351,0.86655507,0.34860728,2.66923240,0.00000000
-5.24962481,4.40098207,0.00578529,0.19066065,1.74316429,0.57769476,0.92047678,0.37103025,2.74409676,0.00000000
-5.24362181,4.55728349,0.00556671,0.20547565,1.78256791,0.60158241,0.97482642,0.39352970,2.81830844,0.00000000
-5.23761881,4.71116541,0.00537847,0.22042403,1.82023322,0.62539719,1.02906427,0.41587268,2.89081680,0.00000000
-5.23161581,4.86048814,0.00522156,0.23537053,1.85558151,0.64878037,1.08261893,0.43781761,2.96048254,0.00000000
-5.22561281,5.00304066,0.00509621,0.25017393,1.88800607,0.67136453,1.13489966,0.45912020,3.02611756,0.00000000
-5.21960980,5.13661034,0.00500202,0.26468953,1.91689620,0.69278464,1.18530938,0.47953959,3.08652736,0.00000000
-5.21360680,5.25905284,0.00493804,0.27877182,1.94166156,0.71268891,1.23325773,0.49884440,3.14055353,0.00000000
-5.20760380,5.36835841,0.00490291,0.29227732,1.96175529,0.73074887,1.27817370,0.51681862,3.18711405,0.00000000
-5.20160080,5.46271174,0.00489496,0.30506743,1.97669471,0.74666828,1.31951736,0.53326696,3.22523923,0.00000000
-5.19559780,5.54054253,0.00491230,0.31701141,1.98607841,0.76019035,1.35679036,0.54801967,3.25410159,0.00000000
-5.18959480,5.60056505,0.00495299,0.32798921,1.98959904,0.77110331,1.38954491,0.56093656,3.27303845,0.00000000
-5.18359180,5.64180554,0.00501510,0.33789436,1.98705115,0.77924387,1.41739113,0.57191033,3.28156653,0.00000000
-5.17758879,5.66361712,0.00509681,0.34663661,1.97833420,0.78449887,1.44000272,0.58086893,3.27938838,0.00000000
-5.17158579,5.66568277,0.00519649,0.35414447,1.96345078,0.78680505,1.45712100,0.58777708,3.26639110,0.00000000
-5.16558279,5.64800740,0.00531276,0.36036740,1.94250067,0.78614726,1.46855747,0.59263700,3.24263815,0.00000000
-5.15957979,5.61090069,0.00544455,0.36527767,1.91567151,0.78255533,1.47419507,0.59548813,3.20835552,0.00000000
-5.15357679,5.55495265,0.00559110,0.36887179,1.88322694,0.77609999,1.47398831,0.59640626,3.16391368,0.00000000
-5.14757379,5.48100390,0.00575202,0.37117139,1.84549336,0.76688812,1.46796248,0.59550164,3.10980695,0.00000000
-5.14157079,5.39011279,0.00592722,0.37222345,1.80284624,0.75505773,1.45621209,0.59291654,3.04663172,0.00000000
-5.13556778,5.28352109,0.00611697,0.37209981,1.75569681,0.74077287,1.43889863,0.58882191,2.97506496,0.00000000
-5.12956478,5.16261992,0.00632179,0.37089592,1.70448006,0.72421880,1.41624771,0.58341342,2.89584418,0.00000000
-5.12356178,5.02891676,0.00654243,0.36872869,1.64964446,0.70559749,1.38854558,0.57690676,2.80974959,0.00000000
-5.11755878,4.88400446,0.00677979,0.36573351,1.59164374,0.68512367,1.35613492,0.56953230,2.71758895,0.00000000
-5.11155578,4.72953244,0.00703480,0.36206046,1.53093086,0.66302122,1.31940990,0.56152914,2.62018534,0.00000000
-5.10555278,4.56717991,0.00730836,0.35786970,1.46795396,0.63952015,1.27881035,0.55313856,2.51836746,0.00000000
-5.09954977,4.39863108,0.00760114,0.35332621,1.40315402,0.61485385,1.23481500,0.54459719,2.41296230,0.00000000
-5.09354677,4.22555166,0.00791354,0.34859416,1.33696381,0.58925662,1.18793372,0.53612981,2.30478933,0.00000000
-5.08754377,4.04956645,0.00824549,0.34383081,1.26980760,0.56296134,1.13869887,0.52794215,2.19465582,0.00000000
-5.08154077,3.87223752,0.00859635,0.33918062,1.20210106,0.53619718,1.08765573,0.52021395,2.08335239,0.00000000
-5.07553777,3.69504304,0.00896476,0.33476938,1.13425105,0.50918723,1.03535239,0.51309244,1.97164844,0.00000000
-5.06953477,3.51935672,0.00934858,0.33069906,1.06665474,0.48214609,0.98232915,0.50668663,1.86028692,0.00000000
-5.06353177,3.34642826,0.00974475,0.32704339,0.99969793,0.45527737,0.92910794,0.50106272,1.74997829,0.00000000
-5.05752876,3.17736550,0.01014933,0.32384452,0.93375245,0.42877121,0.87618207,0.49624091,1.64139371,0.00000000
-5.05152576,3.01311890,0.01055742,0.32111094,0.86917262,0.40280177,0.82400679,0.49219383,1.53515752,0.00000000
-5.04552276,2.85446937,0.01096324,0.31881692,0.80629105,0.37752503,0.77299092,0.48884678,1.43183956,0.00000000
-5.03951976,2.70202028,0.01136019,0.31690340,0.74541392,0.35307683,0.72349014,0.48608001,1.33194764,0.00000000
-5.03351676,2.55619444,0.01174102,0.31528045,0.68681617,0.32957141,0.67580206,0.48373287,1.23592084,0.00000000
-5.02751376,2.41723661,0.01209802,0.31383121,0.63073694,0.30710053,0.63016343,0.48160985,1.14412415,0.00000000
-5.02151076,2.28522193,0.01242318,0.31241713,0.57737568,0.28573327,0.58674951,0.47948836,1.05684489,0.00000000
-5.01550775,2.16007019,0.01270851,0.31088430,0.52688912,0.26551658,0.54567567,0.47712784,0.97429144,0.00000000
-5.00950475,2.04156563,0.01294628,0.30907058,0.47938950,0.24647659,0.50700108,0.47427993,0.89659438,0.00000000
-5.00350175,1.92938142,0.01312933,0.30681313,0.43494418,0.22862069,0.47073430,0.47069915,0.82381021,0.00000000
-4.99749875,1.82310795,0.01325134,0.30395617,0.39357665,0.21194020,0.43684036,0.46615370,0.75592758,0.00000000
-4.99149575,1.72228361,0.01330709,0.30035830,0.35526889,0.19641370,0.40524910,0.46043585,0.69287565,0.00000000
-4.98549275,1.62642647,0.01329272,0.29589930,0.31996508,0.18201066,0.37586423,0.45337130,0.63453434,0.00000000
-4.97948974,1.53506568,0.01320589,0.29048598,0.28757630,0.16869537,0.34857266,0.44482735,0.58074584,0.00000000
-4.97348674,1.44777088,0.01304596,0.28405677,0.25798602,0.15643091,0.32325374,0.43471921,0.53132693,0.00000000
-4.96748374,1.36417838,0.01281405,0.27658502,0.23105612,0.14518300,0.29978794,0.42301441,0.48608141,0.00000000
-4.96148074,1.28401316,0.01251306,0.26808070,0.20663310,0.13492361,0.27806465,0.40973501,0.44481214,0.00000000
-4.95547774,1.20710568,0.01214764,0.25859063,0.18455415,0.12563405,0.25798884,0.39495768,0.40733216,0.00000000
-4.94947474,1.13340315,0.01172408,0.24819727,0.16465295,0.11730758,0.23948635,0.37881157,0.37347442,0.00000000
-4.94347174,1.06297496,0.01125017,0.23701611,0.14676488,0.10995135,0.22250775,0.36147437,0.34309983,0.00000000
-4.93746873,0.99601261,0.01073496,0.22519192,0.13073151,0.10358764,0.20703065,0.34316663,0.31610339,0.00000000
-4.93146573,0.93282425,0.01018855,0.21289413,0.11640434,0.09825434,0.19306065,0.32414476,0.29241823,0.00000000
-4.92546273,0.87382471,0.00962182,0.20031152,0.10364772,0.09400466,0.18063082,0.30469318,0.27201763,0.00000000
-4.91945973,0.81952161,0.00904615,0.18764653,0.09234090,0.09090621,0.16980006,0.28511591,0.25491504,0.00000000
-4.91345673,0.77049855,0.00847315,0.17510951,0.08237939,0.08903923,0.16065034,0.26572798,0.24116225,0.00000000
-4.90745373,0.72739611,0.00791435,0.16291309,0.07367565,0.08849434,0.15328312,0.24684724,0.23084593,0.00000000
-4.90145073,0.69089165,0.00738099,0.15126687,0.06615921,0.08936958,0.14781507,0.22878655,0.22408273,0.00000000
-4.89544772,0.66167849,0.00688379,0.14037269,0.05977634,0.09176702,0.14437329,0.21184688,0.22101321,0.00000000
-4.88944472,0.64044527,0.00643271,0.13042044,0.05448944,0.09578898,0.14309021,0.19631135,0.22179489,0.00000000
-4.88344172,0.62785591,0.00603680,0.12158466,0.05027614,0.10153386,0.14409822,0.18244030,0.22659458,0.00000000
-4.87743872,0.62453061,0.00570406,0.11402171,0.04712825,0.10909182,0.14752436,0.17046741,0.23558030,0.00000000
-4.87143572,0.63102805,0.00544131,0.10786768,0.04505064,0.11854032,0.15348494,0.16059688,0.24891302,0.00000000
-4.86543272,0.64782913,0.00525413,0.10323691,0.04406000,0.12993973,0.16208035,0.15300143,0.26673832,0.00000000
-4.85942971,0.67532220,0.00514674,0.10022091,0.04418357,0.14332905,0.17339019,0.14782118,0.28917835,0.00000000
-4.85342671,0.71379001,0.00512199,0.09888786,0.04545772,0.15872200,0.18746863,0.14516302,0.31632408,0.00000000
-4.84742371,0.76339828,0.00518131,0.09928226,0.04792655,0.17610348,0.20434031,0.14510050,0.34822824,0.00000000
-4.84142071,0.82418618,0.00532469,0.10142497,0.05164018,0.19542674,0.22399676,0.14767408,0.38489893,0.00000000
-4.83541771,0.89605871,0.00555064,0.10531337,0.05665300,0.21661121,0.24639354,0.15289152,0.42629416,0.00000000
-4.82941471,0.97878124,0.00585621,0.11092170,0.06302164,0.23954126,0.27144814,0.16072854,0.47231753,0.00000000
-4.82341171,1.07197639,0.00623701,0.11820160,0.07080272,0.26406593,0.29903879,0.17112954,0.52281509,0.00000000
-4.81740870,1.17512352,0.00668719,0.12708277,0.08005039,0.28999972,0.32900435,0.18400859,0.57757359,0.00000000
-4.81140570,1.28756113,0.00719953,0.13747402,0.09081366,0.31712456,0.36114527,0.19925059,0.63632019,0.00000000
-4.80540270,1.40849238,0.00776547,0.14926450,0.10313358,0.34519284,0.39522575,0.21671290,0.69872370,0.00000000
-4.79939970,1.53699403,0.00837526,0.16232539,0.11704033,0.37393164,0.43097716,0.23622731,0.76439753,0.00000000
-4.79339670,1.67202897,0.00901804,0.17651215,0.13255045,0.40304789,0.46810266,0.25760273,0.83290412,0.00000000
-4.78739370,1.81246234,0.00968204,0.19166710,0.14966407,0.43223447,0.50628302,0.28062851,0.90376124,0.00000000
-4.78139070,1.95708148,0.01035478,0.20762274,0.16836270,0.46117719,0.54518353,0.30507852,0.97644974,0.00000000
-4.77538769,2.10461935,0.01102333,0.22420555,0.18860736,0.48956217,0.58446183,0.33071607,1.05042301,0.00000000
-4.76938469,2.25378139,0.01167457,0.24124020,0.21033750,0.51708376,0.62377649,0.35729959,1.12511802,0.00000000
-4.76338169,2.40327529,0.01229554,0.25855431,0.23347077,0.54345261,0.66279619,0.38458889,1.19996774,0.00000000
-4.75737869,2.55184336,0.01287371,0.27598331,0.25790380,0.56840373,0.70120898,0.41235204,1.27441507,0.00000000
-4.75137569,2.69829677,0.01339740,0.29337540,0.28351416,0.59170429,0.73873168,0.44037242,1.34792793,0.00000000
-4.74537269,2.84155084,0.01385607,0.31059640,0.31016352,0.61316108,0.77511871,0.46845579,1.42001550,0.00000000
-4.73936968,2.98066069,0.01424065,0.32753405,0.33770209,0.63262738,0.81017043,0.49643698,1.49024530,0.00000000
-4.73336668,3.11485609,0.01454388,0.34410173,0.36597423,0.65000908,0.84374028,0.52418587,1.55826089,0.00000000
-4.72736368,3.24357448,0.01476053,0.36024120,0.39482515,0.66526999,0.87574075,0.55161232,1.62379966,0.00000000
-4.72136068,3.36649097,0.01488761,0.37592423,0.42410848,0.67843608,0.90614765,0.57866961,1.68671040,0.00000000
-4.71535768,3.48354406,0.01492453,0.39115285,0.45369437,0.68959862,0.93500270,0.60535627,1.74696986,0.00000000
-4.70935468,3.59495581,0.01487315,0.40595824,0.48347787,0.69891611,0.96241394,0.63171590,1.80469771,0.00000000
-4.70335168,3.70124507,0.01473778,0.42039809,0.51338697,0.70661474,0.98855412,0.65783496,1.86016900,0.00000000
-4.69734867,3.80323272,0.01452508,0.43455254,0.54339007,0.71298733,1.01365682,0.68383845,1.91382315,0.00000000
-4.69134567,3.90203764,0.01424390,0.44851893,0.57350216,0.71839062,1.03801038,0.70988362,1.96626861,0.00000000
-4.68534267,3.99906251,0.01390507,0.46240536,0.60378935,0.72324063,1.06194967,0.73615184,2.01828216,0.00000000
-4.67933967,4.09596876,0.01352104,0.47632365,0.63437127,0.72800609,1.08584591,0.76283911,2.07080183,0.00000000
-4.67333667,4.19464032,0.01310561,0.49038177,0.66542090,0.73319982,1.11009470,0.79014539,2.12491292,0.00000000
-4.66733367,4.29713625,0.01267345,0.50467646,0.69716162,0.73936785,1.13510266,0.81826355,2.18182634,0.00000000
-4.66133067,4.40563262,0.01223973,0.51928630,0.72986120,0.74707649,1.16127302,0.84736827,2.24284904,0.00000000
-4.65532766,4.52235490,0.01181972,0.53426559,0.76382287,0.75689736,1.18899062,0.87760562,2.30934680,0.00000000
-4.64932466,4.64950226,0.01142827,0.54963976,0.79937348,0.76939052,1.21860682,0.90908380,2.38269968,0.00000000
-4.64332166,4.78916599,0.01107952,0.56540230,0.83684907,0.78508621,1.25042492,0.94186570,2.46425125,0.00000000
