energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.41170585,5.73135223,0.00138381,1.15728999,0.33888694,0.24152892,3.62164760,2.43380547,0.16544953,1.28147038
-5.40570285,5.64853423,0.00127718,1.14833551,0.33052278,0.23215861,3.55857765,2.41403559,0.16289489,1.25004179
-5.39969985,5.55084688,0.00118433,1.13541933,0.32192523,0.22289768,3.48635288,2.38661220,0.15981287,1.21658730
-5.39369685,5.43798723,0.00110284,1.11859119,0.31298808,0.21369094,3.40517991,2.35147478,0.15618991,1.18091519
-5.38769385,5.31018427,0.00103065,1.09802643,0.30363596,0.20449887,3.31563408,2.30881018,0.15202442,1.14292761
-5.38169085,5.16821741,0.00096597,1.07402685,0.29382657,0.19529940,3.21865099,2.25906176,0.14732738,1.10262644
-5.37568784,5.01341759,0.00090738,1.04701765,0.28355199,0.18608934,3.11550806,2.20293047,0.14212239,1.06011593
-5.36968484,4.84765055,0.00085378,1.01754044,0.27283887,0.17688515,3.00779626,2.14136732,0.13644541,1.01560211
-5.36368184,4.67328264,0.00080440,0.98624254,0.26174775,0.16772329,2.89738291,2.07555742,0.13034394,0.96938895
-5.35767884,4.49313010,0.00075877,0.95386276,0.25037122,0.15866012,2.78636645,2.00689590,0.12387586,0.92187151
-5.35167584,4.31039378,0.00071673,0.92121407,0.23883134,0.14977142,2.67702441,1.93695655,0.11710785,0.87352640
-5.34567284,4.12858164,0.00067838,0.88916381,0.22727618,0.14115161,2.57175629,1.86745422,0.11011359,0.82490007
-5.33966983,3.95142193,0.00064410,0.85861198,0.21587579,0.13291282,2.47302273,1.80020223,0.10297168,0.77659554
-5.33366683,3.78277038,0.00061451,0.83046834,0.20481774,0.12518385,2.38328295,1.73706651,0.09576353,0.72925803
-5.32766383,3.62651460,0.00059046,0.80562900,0.19430233,0.11810903,2.30493221,1.67991778,0.08857116,0.68356040
-5.32166083,3.48647934,0.00057301,0.78495333,0.18453790,0.11184727,2.24024101,1.63058368,0.08147512,0.64018879
-5.31565783,3.36633542,0.00056344,0.76924177,0.17573610,0.10657103,2.19129779,1.59080215,0.07455255,0.59982915
-5.30965483,3.26951537,0.00056322,0.75921520,0.16810748,0.10246555,2.15995649,1.56217774,0.06787548,0.56315508
-5.30365183,3.19913798,0.00057401,0.75549641,0.16185757,0.09972799,2.14779038,1.54614186,0.06150944,0.53081733
-5.29764882,3.15794345,0.00059767,0.75859420,0.15718325,0.09856668,2.15605312,1.54391815,0.05551234,0.50343512
-5.29164582,3.14824041,0.00063621,0.76889029,0.15426986,0.09920019,2.18564788,1.55649363,0.04993376,0.48158930
-5.28564282,3.17186526,0.00069182,0.78662937,0.15328867,0.10185616,2.23710485,1.58459615,0.04481452,0.46581729
-5.27963982,3.23015374,0.00076681,0.81191243,0.15439499,0.10676977,2.31056765,1.62867850,0.04018662,0.45660956
-5.27363682,3.32392434,0.00086361,0.84469336,0.15772671,0.11418155,2.40578819,1.68890905,0.03607338,0.45440719
-5.26763382,3.45347248,0.00098476,0.88477870,0.16340325,0.12433449,2.52213014,1.76516884,0.03248990,0.45960025
-5.26163082,3.61857431,0.00113281,0.93183050,0.17152481,0.13747016,2.65858019,1.85705481,0.02944364,0.47252638
-5.25562781,3.81849873,0.00131028,0.98537211,0.18217183,0.15382379,2.81376671,1.96388873,0.02693512,0.49346919
-5.24962481,4.05202614,0.00151964,1.04479652,0.19540467,0.17361826,2.98598497,2.08473122,0.02495867,0.52265605
-5.24362181,4.31747267,0.00176315,1.10937715,0.21126324,0.19705688,3.17322817,2.21840045,0.02350321,0.56025495
-5.23761881,4.61271845,0.00204283,1.17828077,0.22976667,0.22431511,3.37322341,2.36349476,0.02255296,0.60637009
-5.23161581,4.93523919,0.00236035,1.25058216,0.25091294,0.25553132,3.58347169,2.51841879,0.02208805,0.66103631
-5.22561281,5.28214011,0.00271688,1.32528040,0.27467842,0.29079691,3.80129128,2.68141242,0.02208510,0.72421221
-5.21960980,5.65019199,0.00311306,1.40131637,0.30101732,0.33014607,4.02386345,2.85058203,0.02251759,0.79577228
-5.21360680,6.03586892,0.00354882,1.47759121,0.32986110,0.37354562,4.24827993,3.02393361,0.02335618,0.87549849
-5.20760380,6.43538819,0.00402331,1.55298544,0.36111782,0.42088551,4.47159143,3.19940709,0.02456892,0.96307163
-5.20160080,6.84475230,0.00453485,1.62637852,0.39467159,0.47197037,4.69085639,3.37491156,0.02612132,1.05806327
-5.19559780,7.25979362,0.00508084,1.69666851,0.43038205,0.52651294,4.90318954,3.54836069,0.02797650,1.15992887
-5.18959480,7.67622212,0.00565771,1.76279142,0.46808409,0.58412968,5.10580954,3.71770805,0.03009518,1.26800282
-5.18359180,8.08967659,0.00626095,1.82374020,0.50758781,0.64433931,5.29608502,3.88098167,0.03243576,1.38149615
-5.17758879,8.49577945,0.00688514,1.87858270,0.54867878,0.70656459,5.47157865,4.03631730,0.03495448,1.49949754
-5.17158579,8.89019526,0.00752400,1.92647858,0.59111877,0.77013772,5.63008836,4.18198997,0.03760559,1.62097822
-5.16558279,9.26869269,0.00817053,1.96669456,0.63464695,0.83430953,5.76968512,4.31644311,0.04034166,1.74480107
-5.15957979,9.62720914,0.00881713,1.99861789,0.67898158,0.89826248,5.88874671,4.43831478,0.04311406,1.86973429
-5.15357679,9.96191729,0.00945583,2.02176750,0.72382234,0.96112726,5.98598650,4.54646043,0.04587348,1.99446944
-5.14757379,10.26929208,0.01007844,2.03580269,0.76885321,1.02200259,6.06047684,4.63997171,0.04857062,2.11764378
-5.14157079,10.54617657,0.01067685,2.04052897,0.81374595,1.07997769,6.11166604,4.71819087,0.05115701,2.23786643
-5.13556778,10.78984488,0.01124325,2.03590089,0.85816419,1.13415668,6.13938859,4.78072028,0.05358590,2.35374753
-5.12956478,10.99805996,0.01177036,2.02202170,0.90176801,1.18368398,6.14386790,4.82742692,0.05581318,2.46392973
-5.12356178,11.16912435,0.01225171,1.99913975,0.94421900,1.22776975,6.12571121,4.85844151,0.05779836,2.56712084
-5.11755878,11.30192175,0.01268183,1.96764160,0.98518573,1.26571447,6.08589647,4.87415231,0.05950553,2.66212663
-5.11155578,11.39594749,0.01305644,1.92804214,1.02434946,1.29693140,6.02575127,4.87519358,0.06090421,2.74788248
-5.10555278,11.45132643,0.01337260,1.88097172,1.06140997,1.32096625,5.94692402,4.86242894,0.06197017,2.82348286
-5.09954977,11.46881712,0.01362878,1.82716069,1.09609145,1.33751301,5.85134791,4.83692997,0.06268606,2.88820737
-5.09354677,11.44980141,0.01382495,1.76742188,1.12814822,1.34642538,5.74119872,4.79995057,0.06304187,2.94154258
-5.08754377,11.39625952,0.01396248,1.70263137,1.15737012,1.34772328,5.61884732,4.75289765,0.06303523,2.98319865
-5.08154077,11.31073097,0.01404414,1.63370821,1.18358741,1.34159423,5.48680846,4.69729900,0.06267142,3.01312021
-5.07553777,11.19626229,0.01407393,1.56159360,1.20667513,1.32838943,5.34768736,4.63476910,0.06196330,3.03149121
-5.06953477,11.05634327,0.01405688,1.48723038,1.22655659,1.30861499,5.20412573,4.56697401,0.06093087,3.03873338
-5.06353177,10.89483349,0.01399892,1.41154314,1.24320602,1.28291837,5.05874914,4.49559608,0.05960071,3.03549853
-5.05752876,10.71588175,0.01390655,1.33541991,1.25665016,1.25207099,4.91411725,4.42229988,0.05800523,3.02265496
-5.05152576,10.52384074,0.01378665,1.25969559,1.26696874,1.21694735,4.77267877,4.34870002,0.05618176,3.00126838
-5.04552276,10.32317987,0.01364621,1.18513787,1.27429376,1.17850182,4.63673212,4.27633213,0.05417150,2.97257795
-5.03951976,10.11839862,0.01349209,1.11243585,1.27880754,1.13774367,4.50839329,4.20662763,0.05201840,2.93796830
-5.03351676,9.91394303,0.01333080,1.04219159,1.28073955,1.09571140,4.38957117,4.14089316,0.04976796,2.89893810
-5.02751376,9.71412737,0.01316835,0.97491467,1.28036184,1.05344715,4.28195094,4.08029507,0.04746604,2.85706621
-5.02151076,9.52306264,0.01301010,0.91101985,1.27798348,1.01197187,4.18698511,4.02584936,0.04515774,2.81397616
-5.01550775,9.34459325,0.01286062,0.85082749,1.27394362,0.97226200,4.10589171,3.97841701,0.04288620,2.77129969
-5.00950475,9.18224257,0.01272374,0.79456670,1.26860371,0.93522824,4.03965879,3.93870457,0.04069166,2.73064037
-5.00350175,9.03916767,0.01260245,0.74238058,1.26233871,0.90169669,3.98905358,3.90726949,0.03861049,2.69353780
-4.99749875,8.91812315,0.01249901,0.69433345,1.25552760,0.87239287,3.95463530,3.88452944,0.03667445,2.66143325
-4.99149575,8.82143361,0.01241498,0.65041930,1.24854348,0.84792865,3.93676957,3.87077486,0.03491008,2.63563744
-4.98549275,8.75097416,0.01235137,0.61057125,1.24174337,0.82879238,3.93564310,3.86618353,0.03333819,2.61730103
-4.97948974,8.70815804,0.01230873,0.57467130,1.23545821,0.81534209,3.95127719,3.87083619,0.03197366,2.60738860
-4.97348674,8.69393083,0.01228729,0.54256020,1.22998317,0.80780191,3.98353872,3.88473205,0.03082525,2.60665662
-4.96748374,8.70877041,0.01228713,0.51404678,1.22556891,0.80626151,4.03214793,3.90780306,0.02989573,2.61563615
-4.96148074,8.75269219,0.01230824,0.48891671,1.22241389,0.81067848,4.09668252,3.93992631,0.02918210,2.63462073
-4.95547774,8.82525954,0.01235072,0.46694027,1.22065834,0.82088361,4.17657796,3.98093352,0.02867595,2.66366005
-4.94947474,8.92559904,0.01241482,0.44787913,1.22038004,0.83658878,4.27112476,4.03061746,0.02836403,2.70255972
-4.94347174,9.05242106,0.01250102,0.43149190,1.22159226,0.85739730,4.37946324,4.08873508,0.02822889,2.75088756
-4.93746873,9.20404563,0.01261010,0.41753874,1.22424418,0.88281657,4.50057726,4.15500728,0.02824966,2.80798626
-4.93146573,9.37843411,0.01274318,0.40578481,1.22822362,0.91227257,4.63328827,4.22911599,0.02840285,2.87299259
-4.92546273,9.57322671,0.01290167,0.39600293,1.23336234,0.94512614,4.77625118,4.31069891,0.02866328,2.94486252
-4.91945973,9.78578604,0.01308729,0.38797534,1.23944363,0.98069040,4.92795373,4.39934276,0.02900497,3.02240184
-4.91345673,10.01324631,0.01330201,0.38149503,1.24621196,1.01824904,5.08672067,4.49457600,0.02940205,3.10430127
-4.90745373,10.25256772,0.01354802,0.37636645,1.25338416,1.05707501,5.25072389,4.59586165,0.02982961,3.18917496
-4.90145073,10.50059487,0.01382761,0.37240604,1.26066186,1.09644905,5.41799932,4.70259136,0.03026452,3.27560105
-4.89544772,10.75411795,0.01414310,0.36944239,1.26774428,1.13567751,5.58647086,4.81408124,0.03068609,3.36216278
-4.88944472,11.00993489,0.01449679,0.36731644,1.27434101,1.17410898,5.75398116,4.92957010,0.03107668,3.44748854
-4.88344172,11.26491253,0.01489080,0.36588142,1.28018378,1.21114928,5.91832867,5.04822050,0.03142209,3.53028932
-4.87743872,11.51604459,0.01532699,0.36500283,1.28503692,1.24627413,6.07730975,5.16912281,0.03171188,3.60939201
-4.87143572,11.76050444,0.01580686,0.36455832,1.28870569,1.27903937,6.22876441,5.29130211,0.03193947,3.68376728
-4.86543272,11.99569063,0.01633144,0.36443743,1.29104205,1.30908829,6.37062382,5.41372796,0.03210209,3.75255092
-4.85942971,12.21926357,0.01690120,0.36454128,1.29194780,1.33615586,6.50095754,5.53532643,0.03220055,3.81505791
-4.85342671,12.42917218,0.01751591,0.36478209,1.29137456,1.36006989,6.61801858,5.65499419,0.03223895,3.87078892
-4.84742371,12.62366985,0.01817463,0.36508257,1.28932110,1.38074913,6.72028406,5.77161393,0.03222412,3.91942913
-4.84142071,12.80131974,0.01887554,0.36537517,1.28582785,1.39819848,6.80648985,5.88407076,0.03216512,3.96084000
-4.83541771,12.96098992,0.01961598,0.36560122,1.28096931,1.41250166,6.87565756,5.99126905,0.03207256,3.99504450
-4.82941471,13.10183957,0.02039233,0.36570995,1.27484477,1.42381170,6.92711278,6.09214922,0.03195789,4.02220714
-4.82341171,13.22329775,0.02120006,0.36565753,1.26756797,1.43233978,6.96049381,6.18570424,0.03183276,4.04261004
-4.81740870,13.32503686,0.02203368,0.36540608,1.25925649,1.43834285,6.97575072,6.27099543,0.03170831,4.05662645
-4.81140570,13.40694274,0.02288684,0.36492276,1.25002165,1.44211070,6.97313487,6.34716733,0.03159458,4.06469333
-4.80540270,13.46908364,0.02375237,0.36417906,1.23995935,1.44395291,6.95317961,6.41346153,0.03149999,4.06728449
-4.79939970,13.51168004,0.02462238,0.36315017,1.22914273,1.44418626,6.91667318,6.46922902,0.03143092,4.06488547
-4.79339670,13.53507688,0.02548842,0.36181460,1.21761692,1.44312305,6.86462517,6.51394110,0.03139138,4.05797157
-4.78739370,13.53971956,0.02634164,0.36015407,1.20539627,1.44106059,6.79822812,6.54719832,0.03138290,4.04698956
-4.78139070,13.52613427,0.02717295,0.35815348,1.19246407,1.43827233,6.71881608,6.56873732,0.03140444,4.03234391
-4.77538769,13.49491297,0.02797324,0.35580116,1.17877488,1.43500065,6.62782168,6.57843512,0.03145254,4.01438756
-4.76938469,13.44670262,0.02873365,0.35308920,1.16425910,1.43145155,6.52673369,6.57631046,0.03152148,3.99341731
-4.76338169,13.38219806,0.02944569,0.35001385,1.14882948,1.42779107,6.41705651,6.56252190,0.03160362,3.96967337
-4.75737869,13.30213737,0.03010157,0.34657592,1.13238908,1.42414360,6.30027295,6.53736235,0.03168980,3.94334260
-4.75137569,13.20729857,0.03069435,0.34278111,1.11484017,1.42059171,6.17781154,6.50124978,0.03176981,3.91456466
-4.74537269,13.09849660,0.03121814,0.33864025,1.09609335,1.41717748,6.05101913,6.45471414,0.03183285,3.88344030
-4.73936968,12.97657922,0.03166829,0.33416927,1.07607655,1.41390505,5.92113942,6.39838071,0.03186806,3.85004086
-4.73336668,12.84242143,0.03204152,0.32938908,1.05474313,1.41074415,5.78929759,6.33295014,0.03186497,3.81441843
-4.72736368,12.69691766,0.03233600,0.32432516,1.03207880,1.40763440,5.65649093,6.25917598,0.03181401,3.77661570
-4.72136068,12.54097193,0.03255145,0.31900689,1.00810699,1.40449022,5.52358536,6.17784058,0.03170683,3.73667519
-4.71535768,12.37548631,0.03268913,0.31346685,0.98289237,1.40120602,5.39131710,6.08973040,0.03153671,3.69464736
-4.70935468,12.20134857,0.03275182,0.30773977,0.95654256,1.39766167,5.26029884,5.99561200,0.03129873,3.65059739
-4.70335168,12.01942005,0.03274378,0.30186155,0.92920790,1.39372797,5.13102967,5.89621008,0.03099000,3.60461061
-4.69734867,11.83052497,0.03267063,0.29586814,0.90107951,1.38927215,5.00390763,5.79218884,0.03060971,3.55679658
-4.69134567,11.63544266,0.03253921,0.28979456,0.87238579,1.38416316,4.87924405,5.68413776,0.03015916,3.50729202
-4.68534267,11.43490357,0.03235741,0.28367388,0.84338771,1.37827684,4.75727868,5.57256286,0.02964164,3.45626272
-4.67933967,11.22959021,0.03213396,0.27753646,0.81437297,1.37150073,4.63819473,5.45788402,0.02906238,3.40390471
-4.67333667,11.02014330,0.03187824,0.27140930,0.78564967,1.36373861,4.52213284,5.34043873,0.02842829,3.35044476
-4.66733367,10.80717326,0.03160000,0.26531561,0.75753941,1.35491461,4.40920353,5.22049198,0.02774780,3.29614042
-4.66133067,10.59127645,0.03130912,0.25927462,0.73037040,1.34497684,4.29949736,5.09825191,0.02703054,3.24127957
-4.65532766,10.37305512,0.03101538,0.25330154,0.70447051,1.33390044,4.19309251,4.97389026,0.02628717,3.18617945
-4.64932466,10.15313981,0.03072815,0.24740776,0.68016067,1.32168992,4.09005963,4.84756621,0.02552902,3.13118501
-4.64332166,9.93221221,0.03045617,0.24160119,0.65774852,1.30838078,3.99046391,4.71945225,0.02476787,3.07666650
