energy_ev,total_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,Sn_p_up,Sn_d_up
-5.24362181,4.74758048,0.07653315,3.21945455,2.30420641,1.52504304,0.14293641,0.00023445
-5.23761881,4.63771113,0.07475352,3.15177845,2.22159301,1.50221792,0.14223169,0.00023133
-5.23161581,4.51789625,0.07273062,3.07681161,2.13581281,1.47524052,0.14116001,0.00022786
-5.22561281,4.38928256,0.07049000,2.99531906,2.04753306,1.44448021,0.13974611,0.00022407
-5.21960980,4.25325257,0.06806183,2.90823922,1.95751642,1.41040329,0.13802314,0.00022001
-5.21360680,4.11140121,0.06548010,2.81666761,1.86660348,1.37356598,0.13603206,0.00021574
-5.20760380,3.96550511,0.06278178,2.72183513,1.77569258,1.33460411,0.13382078,0.00021132
-5.20160080,3.81748509,0.06000581,2.62508146,1.68571798,1.29421965,0.13144314,0.00020683
-5.19559780,3.66936327,0.05719215,2.52782419,1.59762695,1.25316458,0.12895778,0.00020235
-5.18959480,3.52321587,0.05438072,2.43152481,1.51235661,1.21222249,0.12642678,0.00019798
-5.18359180,3.38112354,0.05161048,2.33765256,1.43081146,1.17218846,0.12391437,0.00019381
-5.17758879,3.24512075,0.04891851,2.24764744,1.35384219,1.13384812,0.12148548,0.00018994
-5.17158579,3.11714605,0.04633919,2.16288355,1.28222645,1.09795636,0.11920432,0.00018646
-5.16558279,2.99899480,0.04390354,2.08463408,1.21665220,1.06521676,0.11713308,0.00018347
-5.15957979,2.89227594,0.04163860,2.01403906,1.15770393,1.03626224,0.11533055,0.00018106
-5.15357679,2.79837430,0.03956709,1.95207703,1.10585209,1.01163774,0.11385095,0.00017931
-5.14757379,2.71841934,0.03770704,1.89954143,1.06144583,0.99178560,0.11274284,0.00017830
-5.14157079,2.65326151,0.03607172,1.85702252,1.02470900,0.97703407,0.11204821,0.00017809
-5.13556778,2.60345656,0.03466962,1.82489535,0.99573946,0.96758936,0.11180165,0.00017872
-5.12956478,2.56925836,0.03350450,1.80331405,0.97451127,0.96353152,0.11202981,0.00018022
-5.12356178,2.55062005,0.03257569,1.79221258,0.96087974,0.96481421,0.11275100,0.00018260
-5.11755878,2.54720349,0.03187833,1.79131177,0.95458883,0.97126837,0.11397508,0.00018586
-5.11155578,2.55839632,0.03140376,1.80013240,0.95528060,0.98260957,0.11570344,0.00018998
-5.10555278,2.58333613,0.03113992,1.81801376,0.96250638,0.99844872,0.11792943,0.00019492
-5.09954977,2.62094066,0.03107185,1.84413702,0.97573921,1.01830576,0.12063881,0.00020062
-5.09354677,2.66994317,0.03118211,1.87755256,0.99438724,1.04162577,0.12381063,0.00020702
-5.08754377,2.72893160,0.03145129,1.91721053,1.01780769,1.06779701,0.12741823,0.00021403
-5.08154077,2.79639048,0.03185849,1.96199336,1.04532097,1.09617006,0.13143044,0.00022156
-5.07553777,2.87074411,0.03238178,2.01074938,1.07622485,1.12607763,0.13581306,0.00022952
-5.06953477,2.95039991,0.03299864,2.06232648,1.10980811,1.15685424,0.14053034,0.00023780
-5.06353177,3.03379049,0.03368640,2.11560463,1.14536363,1.18785521,0.14554662,0.00024631
-5.05752876,3.11941334,0.03442262,2.16952647,1.18220065,1.21847438,0.15082800,0.00025494
-5.05152576,3.20586709,0.03518547,2.22312488,1.21965599,1.24816000,0.15634385,0.00026360
-5.04552276,3.29188329,0.03595405,2.27554696,1.25710412,1.27642843,0.16206839,0.00027221
-5.03951976,3.37635287,0.03670870,2.32607342,1.29396595,1.30287520,0.16798187,0.00028069
-5.03351676,3.45834682,0.03743125,2.37413330,1.32971639,1.32718333,0.17407158,0.00028900
-5.02751376,3.53713047,0.03810527,2.41931323,1.36389047,1.34912855,0.18033259,0.00029708
-5.02151076,3.61217111,0.03871625,2.46136145,1.39608825,1.36858159,0.18676795,0.00030490
-5.01550775,3.68313910,0.03925176,2.50018623,1.42597828,1.38550735,0.19338862,0.00031247
-5.00950475,3.74990232,0.03970155,2.53584919,1.45329996,1.39996129,0.20021282,0.00031978
-5.00350175,3.81251460,0.04005767,2.56855361,1.47786452,1.41208300,0.20726505,0.00032685
-4.99749875,3.87119834,0.04031442,2.59862836,1.49955495,1.42208751,0.21457460,0.00033371
-4.99149575,3.92632228,0.04046842,2.62650804,1.51832472,1.43025439,0.22217365,0.00034041
-4.98549275,3.97837503,0.04051852,2.65271009,1.53419545,1.43691527,0.23009518,0.00034700
-4.97948974,4.02793543,0.04046570,2.67780967,1.54725345,1.44244011,0.23837045,0.00035352
-4.97348674,4.07564074,0.04031293,2.70241333,1.55764531,1.44722261,0.24702647,0.00036004
-4.96748374,4.12215382,0.04006500,2.72713226,1.56557240,1.45166553,0.25608343,0.00036659
-4.96148074,4.16813039,0.03972831,2.75255622,1.57128444,1.45616602,0.26555211,0.00037323
-4.95547774,4.21418764,0.03931061,2.77922902,1.57507220,1.46110183,0.27543170,0.00037999
-4.94947474,4.26087519,0.03882076,2.80762637,1.57725934,1.46681863,0.28570773,0.00038689
-4.94347174,4.30864955,0.03826840,2.83813694,1.57819360,1.47361890,0.29635069,0.00039393
-4.93746873,4.35785294,0.03766375,2.87104725,1.57823748,1.48175286,0.30731501,0.00040110
-4.93146573,4.40869722,0.03701721,2.90653083,1.57775860,1.49141159,0.31853872,0.00040838
-4.92546273,4.46125357,0.03633919,2.94464205,1.57711992,1.50272254,0.32994387,0.00041571
-4.91945973,4.51544810,0.03563979,2.98531463,1.57667014,1.51574770,0.34143748,0.00042304
-4.91345673,4.57106361,0.03492860,3.02836482,1.57673452,1.53048408,0.35291326,0.00043027
-4.90745373,4.62774713,0.03421453,3.07349890,1.57760638,1.54686672,0.36425392,0.00043733
-4.90145073,4.68502291,0.03350564,3.12032460,1.57953939,1.56477367,0.37533402,0.00044410
-4.89544772,4.74231011,0.03280906,3.16836568,1.58274112,1.58403283,0.38602318,0.00045047
-4.88944472,4.79894419,0.03213093,3.21707908,1.58736773,1.60443011,0.39618970,0.00045635
-4.88344172,4.85420113,0.03147640,3.26587361,1.59352015,1.62571842,0.40570415,0.00046160
-4.87743872,4.90732303,0.03084968,3.31412941,1.60124160,1.64762714,0.41444309,0.00046614
-4.87143572,4.95754416,0.03025411,3.36121729,1.61051672,1.66987143,0.42229251,0.00046985
-4.86543272,5.00411606,0.02969224,3.40651711,1.62127205,1.69216096,0.42915095,0.00047267
-4.85942971,5.04633077,0.02916601,3.44943444,1.63337791,1.71420778,0.43493217,0.00047452
-4.85342671,5.08354126,0.02867684,3.48941507,1.64665160,1.73573293,0.43956727,0.00047537
-4.84742371,5.11517833,0.02822579,3.52595688,1.66086181,1.75647164,0.44300613,0.00047520
-4.84142071,5.14076357,0.02781369,3.55861889,1.67573400,1.77617702,0.44521819,0.00047399
-4.83541771,5.15991815,0.02744122,3.58702740,1.69095685,1.79462245,0.44619255,0.00047179
-4.82941471,5.17236763,0.02710903,3.61087950,1.70618953,1.81160251,0.44593746,0.00046865
-4.82341171,5.17794291,0.02681775,3.62994415,1.72106965,1.82693300,0.44447914,0.00046464
-4.81740870,5.17657803,0.02656802,3.64406130,1.73522190,1.84045016,0.44186021,0.00045986
-4.81140570,5.16830526,0.02636049,3.65313942,1.74826720,1.85200951,0.43813771,0.00045442
-4.80540270,5.15324836,0.02619569,3.65715215,1.75983221,1.86148458,0.43338090,0.00044846
-4.79939970,5.13161473,0.02607402,3.65613443,1.76955910,1.86876590,0.42766888,0.00044211
-4.79339670,5.10368711,0.02599558,3.65017851,1.77711535,1.87376047,0.42108834,0.00043554
-4.78739370,5.06981547,0.02596011,3.63943043,1.78220343,1.87639184,0.41373128,0.00042890
-4.78139070,5.03040964,0.02596679,3.62408682,1.78457003,1.87660098,0.40569308,0.00042234
-4.77538769,4.98593292,0.02601418,3.60439257,1.78401463,1.87434783,0.39707075,0.00041602
-4.76938469,4.93689676,0.02610012,3.58063890,1.78039707,1.86961345,0.38796156,0.00041008
-4.76338169,4.88385651,0.02622162,3.55316197,1.77364379,1.86240256,0.37846198,0.00040466
-4.75737869,4.82740806,0.02637492,3.52234167,1.76375247,1.85274624,0.36866689,0.00039987
-4.75137569,4.76818474,0.02655540,3.48860012,1.75079477,1.84070441,0.35866918,0.00039582
-4.74537269,4.70685435,0.02675775,3.45239967,1.73491688,1.82636785,0.34855946,0.00039260
-4.73936968,4.64411541,0.02697599,3.41423987,1.71633779,1.80985933,0.33842596,0.00039028
-4.73336668,4.58069236,0.02720370,3.37465304,1.69534514,1.79133374,0.32835454,0.00038892
-4.72736368,4.51732909,0.02743413,3.33419813,1.67228859,1.77097678,0.31842866,0.00038855
-4.72136068,4.45478037,0.02766048,3.29345273,1.64757097,1.74900231,0.30872925,0.00038919
-4.71535768,4.39380102,0.02787609,3.25300299,1.62163724,1.72564816,0.29933455,0.00039086
-4.70935468,4.33513265,0.02807466,3.21343168,1.59496172,1.70117059,0.29031963,0.00039354
-4.70335168,4.27948812,0.02825049,3.17530444,1.56803391,1.67583742,0.28175581,0.00039721
-4.69734867,4.22753403,0.02839865,3.13915474,1.54134345,1.64992030,0.27370982,0.00040185
-4.69134567,4.17987170,0.02851512,3.10546787,1.51536469,1.62368625,0.26624276,0.00040741
-4.68534267,4.13701753,0.02859692,3.07466480,1.49054155,1.59738905,0.25940887,0.00041384
-4.67933967,4.09938325,0.02864214,3.04708643,1.46727321,1.57126078,0.25325424,0.00042108
-4.67333667,4.06725741,0.02864992,3.02297913,1.44590124,1.54550414,0.24781535,0.00042907
-4.66733367,4.04078884,0.02862041,3.00248237,1.42669861,1.52028576,0.24311772,0.00043773
-4.66133067,4.01997325,0.02855466,2.98561912,1.40986130,1.49573107,0.23917460,0.00044698
-4.65532766,4.00464391,0.02845442,2.97228983,1.39550266,1.47192109,0.23598580,0.00045672
-4.64932466,3.99446743,0.02832198,2.96227061,1.38365093,1.44889117,0.23353683,0.00046684
-4.64332166,3.98894513,0.02815994,2.95521595,1.37425014,1.42663213,0.23179832,0.00047722
-4.63731866,3.98742079,0.02797099,2.95066641,1.36716437,1.40509360,0.23072581,0.00048775
-4.63131566,3.98909493,0.02775766,2.94806134,1.36218539,1.38418966,0.23025998,0.00049827
-4.62531266,3.99304569,0.02752215,2.94675646,1.35904343,1.36380655,0.23032742,0.00050865
-4.61930965,3.99825602,0.02726615,2.94604603,1.35742081,1.34381216,0.23084176,0.00051871
-4.61330665,4.00364664,0.02699070,2.94518900,1.35696798,1.32406696,0.23170541,0.00052829
-4.60730365,4.00811396,0.02669614,2.94343841,1.35732142,1.30443593,0.23281168,0.00053721
-4.60130065,4.01057166,0.02638206,2.94007307,1.35812283,1.28480097,0.23404743,0.00054531
-4.59529765,4.00999466,0.02604736,2.93443028,1.35903885,1.26507322,0.23529598,0.00055241
-4.58929465,4.00546391,0.02569036,2.92593857,1.35978056,1.24520478,0.23644042,0.00055834
-4.58329165,3.99621012,0.02530893,2.91414882,1.36012198,1.22519921,0.23736702,0.00056297
-4.57728864,3.98165455,0.02490069,2.89876267,1.35991675,1.20512021,0.23796881,0.00056615
-4.57128564,3.96144521,0.02446327,2.87965659,1.35911230,1.18509814,0.23814910,0.00056778
-4.56528264,3.93548633,0.02399455,2.85690054,1.35776057,1.16533377,0.23782480,0.00056779
-4.55927964,3.90395966,0.02349289,2.83076996,1.35602489,1.14609892,0.23692948,0.00056613
-4.55327664,3.86733609,0.02295745,2.80175018,1.35418233,1.12773394,0.23541608,0.00056280
-4.54727364,3.82637642,0.02238840,2.77053256,1.35262123,1.11064156,0.23325899,0.00055784
-4.54127064,3.78212065,0.02178714,2.73800205,1.35183361,1.09527751,0.23045560,0.00055132
-4.53526763,3.73586552,0.02115644,2.70521598,1.35240262,1.08213772,0.22702713,0.00054336
-4.52926463,3.68913044,0.02050059,2.67337470,1.35498514,1.07174269,0.22301877,0.00053413
-4.52326163,3.64361287,0.01982543,2.64378458,1.36029005,1.06461930,0.21849899,0.00052381
-4.51725863,3.60113416,0.01913834,2.61781462,1.36905281,1.06128088,0.21355829,0.00051263
-4.51125563,3.56357805,0.01844821,2.59684824,1.38200733,1.06220601,0.20830709,0.00050085
-4.50525263,3.53282382,0.01776525,2.58223191,1.39985611,1.06781725,0.20287317,0.00048873
-4.49924962,3.51067697,0.01710085,2.57522274,1.42323994,1.07846040,0.19739854,0.00047654
-4.49324662,3.49880015,0.01646734,2.57693731,1.45270851,1.09438549,0.19203600,0.00046455
-4.48724362,3.49864747,0.01587769,2.58830385,1.48869312,1.11573029,0.18694535,0.00045304
-4.48124062,3.51140507,0.01534527,2.61002005,1.53148302,1.14250730,0.18228962,0.00044225
-4.47523762,3.53794064,0.01488349,2.64251844,1.58120632,1.17459495,0.17823128,0.00043239
-4.46923462,3.57876438,0.01450548,2.68594114,1.63781667,1.21173365,0.17492850,0.00042366
-4.46323162,3.63400305,0.01422379,2.74012515,1.70108633,1.25352694,0.17253187,0.00041620
-4.45722861,3.70338864,0.01405010,2.80459910,1.77060621,1.29944813,0.17118120,0.00041013
-4.45122561,3.78626194,0.01399487,2.87859177,1.84579284,1.34885197,0.17100290,0.00040551
-4.44522261,3.88159103,0.01406716,2.96105199,1.92590227,1.40099132,0.17210767,0.00040238
-4.43921961,3.98800358,0.01427432,3.05067917,2.01005006,1.45503787,0.17458864,0.00040072
-4.43321661,4.10383161,0.01462189,3.14596305,2.09723674,1.51010621,0.17851991,0.00040047
-4.42721361,4.22716624,0.01511335,3.24523092,2.18637738,1.56528016,0.18395547,0.00040157
-4.42121061,4.35591995,0.01575006,3.34669999,2.27633397,1.61964004,0.19092845,0.00040391
-4.41520760,4.48789328,0.01653116,3.44853269,2.36594908,1.67228980,0.19945067,0.00040736
-4.40920460,4.62084291,0.01745353,3.54889222,2.45407931,1.72238268,0.20951237,0.00041181
-4.40320160,4.75254794,0.01851178,3.64599605,2.53962690,1.76914419,0.22108227,0.00041710
-4.39719860,4.88087158,0.01969829,3.73816493,2.62156824,1.81189155,0.23410773,0.00042313
-4.39119560,5.00381574,0.02100327,3.82386563,2.69897804,1.85004863,0.24851507,0.00042975
-4.38519260,5.11956641,0.02241487,3.90174564,2.77104826,1.88315602,0.26421015,0.00043688
-4.37918959,5.22652856,0.02391932,3.97065890,2.83710124,1.91087582,0.28107909,0.00044442
-4.37318659,5.32334960,0.02550111,4.02968190,2.89659677,1.93299135,0.29898922,0.00045231
-4.36718359,5.40893148,0.02714314,4.07812026,2.94913314,1.94940202,0.31779029,0.00046049
-4.36118059,5.48243175,0.02882703,4.11550602,2.99444268,1.96011394,0.33731596,0.00046895
-4.35517759,5.54325473,0.03053332,4.14158692,3.03238233,1.96522711,0.35738562,0.00047767
-4.34917459,5.59103431,0.03224177,4.15630865,3.06292031,1.96492012,0.37780651,0.00048665
-4.34317159,5.62561015,0.03393166,4.15979185,3.08611978,1.95943329,0.39837615,0.00049592
-4.33716858,5.64699946,0.03558209,4.15230554,3.10212080,1.94905149,0.41888518,0.00050548
-4.33116558,5.65536640,0.03717235,4.13423873,3.11112169,1.93408740,0.43912031,0.00051535
-4.32516258,5.65099110,0.03868218,4.10607205,3.11336086,1.91486623,0.45886768,0.00052554
-4.31915958,5.63424043,0.04009219,4.06835080,3.10910021,1.89171269,0.47791622,0.00053604
-4.31315658,5.60554182,0.04138414,4.02166096,3.09861092,1.86494056,0.49606122,0.00054684
-4.30715358,5.56536166,0.04254127,3.96660902,3.08216223,1.83484535,0.51310779,0.00055788
