energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.84992496,0.78954771,0.33113226,0.22110676,0.00092925,0.08081663,0.00334977,0.26184573,0.08808795,0.05689833
-5.84392196,0.78548649,0.32885787,0.21967184,0.00092509,0.08033092,0.00336142,0.26076931,0.08798694,0.05671544
-5.83791896,0.77659142,0.32451056,0.21678908,0.00091485,0.07934653,0.00335828,0.25818376,0.08749789,0.05621111
-5.83191596,0.76325778,0.31825302,0.21254945,0.00089894,0.07790414,0.00334299,0.25424044,0.08669914,0.05541891
-5.82591296,0.74601092,0.31030049,0.20707730,0.00087793,0.07605760,0.00331884,0.24913696,0.08568862,0.05438262
-5.81990995,0.72549542,0.30091601,0.20052713,0.00085254,0.07387286,0.00328984,0.24311378,0.08458306,0.05315545
-5.81390695,0.70246070,0.29040417,0.19307942,0.00082367,0.07142643,0.00326056,0.23644960,0.08351670,0.05179904
-5.80790395,0.67774360,0.27910386,0.18493569,0.00079234,0.06880370,0.00323609,0.22945566,0.08263957,0.05038220
-5.80190095,0.65224878,0.26738006,0.17631313,0.00075972,0.06609689,0.00322195,0.22246914,0.08211534,0.04897940
-5.79589795,0.62692730,0.25561517,0.16743884,0.00072710,0.06340292,0.00322393,0.21584587,0.08211873,0.04766916
-5.78989495,0.60275429,0.24419994,0.15854404,0.00069591,0.06082121,0.00324799,0.20995248,0.08283255,0.04653226
-5.78389195,0.58070615,0.23352448,0.14985833,0.00066767,0.05845136,0.00330009,0.20515819,0.08444436,0.04564984
-5.77788894,0.56173795,0.22396938,0.14160430,0.00064401,0.05639093,0.00338604,0.20182646,0.08714280,0.04510150
-5.77188594,0.54676145,0.21589729,0.13399250,0.00062669,0.05473328,0.00351132,0.20030649,0.09111350,0.04496334
-5.76588294,0.53662417,0.20964499,0.12721701,0.00061757,0.05356545,0.00368090,0.20092492,0.09653478,0.04530603
-5.75987994,0.53208988,0.20551608,0.12145162,0.00061861,0.05296625,0.00389912,0.20397765,0.10357302,0.04619289
-5.75387694,0.53382067,0.20377453,0.11684666,0.00063189,0.05300448,0.00416944,0.20972205,0.11237785,0.04767813
-5.74787394,0.54236103,0.20463888,0.11352653,0.00065963,0.05373733,0.00449433,0.21836952,0.12307718,0.04980508
-5.74187094,0.55812390,0.20827736,0.11158792,0.00070414,0.05520895,0.00487512,0.23007880,0.13577226,0.05260465
-5.73586793,0.58137918,0.21480398,0.11109867,0.00076785,0.05744928,0.00531185,0.24494986,0.15053285,0.05609398
-5.72986493,0.61224475,0.22427547,0.11209723,0.00085329,0.06047313,0.00580318,0.26301889,0.16739269,0.06027529
-5.72386193,0.65068024,0.23668934,0.11459271,0.00096308,0.06427943,0.00634633,0.28425424,0.18634550,0.06513498
-5.71785893,0.69648403,0.25198309,0.11856550,0.00109987,0.06885093,0.00693700,0.30855392,0.20734163,0.07064318
-5.71185593,0.74929349,0.27003461,0.12396829,0.00126632,0.07415410,0.00756946,0.33574448,0.23028574,0.07675355
-5.70585293,0.80858903,0.29066395,0.13072763,0.00146504,0.08013947,0.00823651,0.36558183,0.25503557,0.08340361
-5.69984992,0.87370187,0.31363652,0.13874589,0.00169851,0.08674239,0.00892966,0.39775396,0.28140213,0.09051550
-5.69384692,0.94382607,0.33866785,0.14790359,0.00196901,0.09388415,0.00963921,0.43188582,0.30915137,0.09799721
-5.68784392,1.01803448,0.36542977,0.15806214,0.00227850,0.10147360,0.01035453,0.46754634,0.33800756,0.10574441
-5.68184092,1.09529883,0.39355825,0.16906685,0.00262853,0.10940918,0.01106422,0.50425763,0.36765823,0.11364264
-5.67583792,1.17451348,0.42266258,0.18075029,0.00302011,0.11758137,0.01175644,0.54150629,0.39776087,0.12157008
-5.66983492,1.25452243,0.45233580,0.19293584,0.00345361,0.12587555,0.01241920,0.57875640,0.42795108,0.12940063
-5.66383192,1.33414890,0.48216613,0.20544139,0.00392865,0.13417509,0.01304068,0.61546409,0.45785201,0.13700736
-5.65782891,1.41222658,0.51174899,0.21808321,0.00444396,0.14236471,0.01360958,0.65109295,0.48708477,0.14426609
-5.65182591,1.48763153,0.54069928,0.23067977,0.00499736,0.15033390,0.01411541,0.68513006,0.51527946,0.15105910
-5.64582291,1.55931355,0.56866327,0.24305542,0.00558560,0.15798034,0.01454882,0.71710160,0.54208631,0.15727873
-5.63981991,1.62632569,0.59532979,0.25504391,0.00620442,0.16521306,0.01490190,0.74658776,0.56718649,0.16283073
-5.63381691,1.68785082,0.62043996,0.26649167,0.00684846,0.17195535,0.01516833,0.77323597,0.59030206,0.16763729
-5.62781391,1.74322378,0.64379508,0.27726049,0.00751138,0.17814713,0.01534364,0.79677194,0.61120456,0.17163948
-5.62181091,1.79194836,0.66526218,0.28722992,0.00818585,0.18374674,0.01542526,0.81700796,0.62972186,0.17479908
-5.61580790,1.83370802,0.68477688,0.29629891,0.00886373,0.18873199,0.01541260,0.83384787,0.64574278,0.17709968
-5.60980490,1.86836981,0.70234319,0.30438695,0.00953622,0.19310045,0.01530705,0.84728847,0.65921931,0.17854695
-5.60380190,1.89598127,0.71803029,0.31143447,0.01019402,0.19686882,0.01511186,0.85741719,0.67016627,0.17916807
-5.59779890,1.91676026,0.73196627,0.31740264,0.01082760,0.20007152,0.01483204,0.86440606,0.67865824,0.17901042
-5.59179590,1.93107816,0.74432891,0.32227252,0.01142744,0.20275847,0.01447415,0.86850210,0.68482404,0.17813938
-5.58579290,1.93943723,0.75533408,0.32604364,0.01198427,0.20499210,0.01404609,0.87001471,0.68883896,0.17663561
-5.57978989,1.94244298,0.76522212,0.32873205,0.01248938,0.20684383,0.01355684,0.86930047,0.69091499,0.17459165
-5.57378689,1.94077306,0.77424283,0.33036807,0.01293483,0.20839006,0.01301618,0.86674607,0.69128963,0.17210824
-5.56778389,1.93514399,0.78263994,0.33099364,0.01331373,0.20970793,0.01243445,0.86275031,0.69021385,0.16929036
-5.56178089,1.92627736,0.79063564,0.33065963,0.01362039,0.21087104,0.01182222,0.85770585,0.68793967,0.16624329
-5.55577789,1.91486717,0.79841617,0.32942304,0.01385054,0.21194536,0.01119014,0.85198171,0.68470808,0.16306877
-5.54977489,1.90154973,0.80611909,0.32734433,0.01400141,0.21298543,0.01054865,0.84590738,0.68073792,0.15986159
-5.54377189,1.88687775,0.81382299,0.32448497,0.01407180,0.21403127,0.00990783,0.83975921,0.67621613,0.15670654
-5.53776888,1.87129965,0.82154020,0.32090538,0.01406205,0.21510590,0.00927727,0.83374981,0.67129003,0.15367611
-5.53176588,1.85514508,0.82921293,0.31666310,0.01397403,0.21621379,0.00866596,0.82802097,0.66606184,0.15082879
-5.52576288,1.83861739,0.83671307,0.31181168,0.01381102,0.21734024,0.00808227,0.82264028,0.66058578,0.14820827
-5.51975988,1.82179304,0.84384577,0.30639984,0.01357753,0.21845179,0.00753388,0.81760178,0.65486785,0.14584332
-5.51375688,1.80462813,0.85035659,0.30047132,0.01327914,0.21949758,0.00702786,0.81283032,0.64886818,0.14374851
-5.50775388,1.78697137,0.85594190,0.29406513,0.01292229,0.22041163,0.00657067,0.80818952,0.64250595,0.14192562
-5.50175088,1.76858283,0.86026216,0.28721633,0.01251404,0.22111595,0.00616826,0.80349277,0.63566635,0.14036564
-5.49574787,1.74915718,0.86295717,0.27995714,0.01206182,0.22152427,0.00582613,0.79851670,0.62820945,0.13905125
-5.48974487,1.72835040,0.86366284,0.27231834,0.01157322,0.22154632,0.00554939,0.79301635,0.61998029,0.13795967
-5.48374187,1.70580811,0.86202838,0.26433095,0.01105579,0.22109221,0.00534287,0.78674120,0.61081965,0.13706553
-5.47773887,1.68119424,0.85773324,0.25602790,0.01051684,0.22007701,0.00521112,0.77945125,0.60057517,0.13634383
-5.47173587,1.65421833,0.85050286,0.24744570,0.00996329,0.21842501,0.00515847,0.77093226,0.58911186,0.13577266
-5.46573287,1.62466005,0.84012247,0.23862592,0.00940155,0.21607366,0.00518901,0.76100944,0.57632187,0.13533549
-5.45972986,1.59238956,0.82644843,0.22961646,0.00883742,0.21297680,0.00530652,0.74955873,0.56213269,0.13502301
-5.45372686,1.55738277,0.80941631,0.22047241,0.00827607,0.20910726,0.00551442,0.73651531,0.54651368,0.13483435
-5.44772386,1.51973057,0.78904569,0.21125647,0.00772201,0.20445849,0.00581565,0.72187883,0.52948045,0.13477759
-5.44172086,1.47964179,0.76544122,0.20203894,0.00717906,0.19904530,0.00621247,0.70571518,0.51109700,0.13486953
-5.43571786,1.43743958,0.73879023,0.19289716,0.00665044,0.19290365,0.00670633,0.68815477,0.49147555,0.13513480
-5.42971486,1.39355174,0.70935682,0.18391446,0.00613879,0.18608942,0.00729764,0.66938753,0.47077412,0.13560426
-5.42371186,1.34849540,0.67747311,0.17517862,0.00564620,0.17867653,0.00798553,0.64965489,0.44919208,0.13631294
-5.41770885,1.30285707,0.64352782,0.16678000,0.00517432,0.17075411,0.00876772,0.62923936,0.42696380,0.13729741
-5.41170585,1.25726918,0.60795307,0.15880923,0.00472439,0.16242329,0.00964025,0.60845218,0.40435095,0.13859305
-5.40570285,1.21238441,0.57120992,0.15135479,0.00429731,0.15379346,0.01059738,0.58761990,0.38163367,0.14023113
-5.39969985,1.16884918,0.53377338,0.14450036,0.00389369,0.14497844,0.01163147,0.56707051,0.35910112,0.14223605
-5.39369685,1.12727781,0.49611764,0.13832225,0.00351390,0.13609256,0.01273295,0.54711985,0.33704183,0.14462289
-5.38769385,1.08822855,0.45870202,0.13288693,0.00315811,0.12724693,0.01389037,0.52805913,0.31573429,0.14739538
-5.38169085,1.05218269,0.42195837,0.12824871,0.00282629,0.11854609,0.01509052,0.51014403,0.29543812,0.15054452
-5.37568784,1.01952785,0.38628028,0.12444786,0.00251827,0.11008503,0.01631865,0.49358591,0.27638622,0.15404789
-5.36968484,0.99054594,0.35201439,0.12150907,0.00223373,0.10194692,0.01755880,0.47854555,0.25877807,0.15786976
-5.36368184,0.96540638,0.31945406,0.11944032,0.00197224,0.09420133,0.01879415,0.46512955,0.24277451,0.16196200
-5.35767884,0.94416466,0.28883556,0.11823237,0.00173322,0.08690324,0.02000753,0.45338945,0.22849400,0.16626570
-5.35167584,0.92676593,0.26033650,0.11785870,0.00151600,0.08009265,0.02118191,0.44332349,0.21601053,0.17071351
-5.34567284,0.91305340,0.23407655,0.11827601,0.00131980,0.07379480,0.02230095,0.43488077,0.20535303,0.17523249
-5.33966983,0.90278062,0.21012015,0.11942516,0.00114374,0.06802100,0.02334958,0.42796735,0.19650639,0.17974735
-5.33366683,0.89562694,0.18848079,0.12123268,0.00098687,0.06276991,0.02431450,0.42245398,0.18941379,0.18418386
-5.32766383,0.89121509,0.16912670,0.12361259,0.00084818,0.05802912,0.02518469,0.41818481,0.18398025,0.18847220
-5.32166083,0.88912983,0.15198738,0.12646858,0.00072661,0.05377706,0.02595178,0.41498658,0.18007730,0.19255008
-5.31565783,0.88893668,0.13696075,0.12969647,0.00062108,0.04998504,0.02661039,0.41267786,0.17754836,0.19636545
-5.30965483,0.89019972,0.12392042,0.13318678,0.00053050,0.04661926,0.02715826,0.41107764,0.17621478,0.19987852
-5.30365183,0.89249768,0.11272293,0.13682748,0.00045383,0.04364284,0.02759629,0.41001308,0.17588229,0.20306312
-5.29764882,0.89543752,0.10321459,0.14050667,0.00039006,0.04101765,0.02792847,0.40932587,0.17634755,0.20590719
-5.29164582,0.89866525,0.09523763,0.14411517,0.00033831,0.03870594,0.02816152,0.40887711,0.17740470,0.20841237
-5.28564282,0.90187347,0.08863579,0.14754903,0.00029778,0.03667176,0.02830461,0.40855061,0.17885165,0.21059282
-5.27963982,0.90480573,0.08325882,0.15071174,0.00026787,0.03488203,0.02836876,0.40825444,0.18049604,0.21247325
-5.27363682,0.90725794,0.07896626,0.15351627,0.00024816,0.03330734,0.02836629,0.40792094,0.18216056,0.21408632
-5.26763382,0.90907687,0.07563024,0.15588666,0.00023851,0.03192254,0.02831014,0.40750545,0.18368764,0.21546963
-5.26163082,0.91015660,0.07313735,0.15775946,0.00023906,0.03070692,0.02821321,0.40698380,0.18494338,0.21666238
-5.25562781,0.91043316,0.07138974,0.15908466,0.00025035,0.02964429,0.02808769,0.40634907,0.18582064,0.21770209
-5.24962481,0.90987823,0.07030552,0.15982637,0.00027333,0.02872273,0.02794444,0.40560781,0.18624113,0.21862149
-5.24362181,0.90849240,0.06981838,0.15996316,0.00030951,0.02793427,0.02779250,0.40477619,0.18615680,0.21944576
-5.23761881,0.90629871,0.06987681,0.15948807,0.00036096,0.02727439,0.02763870,0.40387625,0.18555010,0.22019044
-5.23161581,0.90333694,0.07044274,0.15840841,0.00043051,0.02674141,0.02748738,0.40293258,0.18443355,0.22086002
-5.22561281,0.89965901,0.07148992,0.15674527,0.00052178,0.02633588,0.02734030,0.40196970,0.18284844,0.22144740
-5.21960980,0.89532597,0.07300195,0.15453286,0.00063930,0.02605988,0.02719674,0.40101023,0.18086282,0.22193419
-5.21360680,0.89040655,0.07497023,0.15181775,0.00078868,0.02591639,0.02705368,0.40007384,0.17856887,0.22229185
-5.20760380,0.88497730,0.07739171,0.14865796,0.00097667,0.02590860,0.02690620,0.39917718,0.17607979,0.22248370
-5.20160080,0.87912425,0.08026666,0.14512202,0.00121125,0.02603934,0.02674793,0.39833455,0.17352629,0.22246746
-5.19559780,0.87294570,0.08359650,0.14128792,0.00150180,0.02631055,0.02657163,0.39755924,0.17105283,0.22219846
-5.18959480,0.86655582,0.08738169,0.13724207,0.00185904,0.02672278,0.02636985,0.39686538,0.16881372,0.22163297
-5.18359180,0.86008867,0.09161981,0.13307827,0.00229515,0.02727481,0.02613551,0.39627008,0.16696924,0.22073177
-5.17758879,0.85370201,0.09630386,0.12889651,0.00282371,0.02796339,0.02586256,0.39579565,0.16568175,0.21946353
-5.17158579,0.84758051,0.10142085,0.12480186,0.00345958,0.02878300,0.02554648,0.39547171,0.16511207,0.21780788
-5.16558279,0.84193796,0.10695078,0.12090314,0.00421880,0.02972580,0.02518480,0.39533691,0.16541595,0.21575798
-5.15957979,0.83701796,0.11286592,0.11731159,0.00511828,0.03078165,0.02477740,0.39544031,0.16674097,0.21332238
-5.15357679,0.83309287,0.11913056,0.11413932,0.00617554,0.03193827,0.02432668,0.39584196,0.16922355,0.21052623
-5.14757379,0.83046083,0.12570127,0.11149760,0.00740821,0.03318146,0.02383767,0.39661297,0.17298637,0.20741151
-5.14157079,0.82944081,0.13252751,0.10949497,0.00883355,0.03449556,0.02331785,0.39783476,0.17813605,0.20403652
-5.13556778,0.83036560,0.13955280,0.10823520,0.01046780,0.03586383,0.02277696,0.39959765,0.18476105,0.20047455
-5.12956478,0.83357309,0.14671622,0.10781497,0.01232552,0.03726915,0.02222657,0.40199883,0.19292984,0.19681176
-5.12356178,0.83939603,0.15395432,0.10832146,0.01441874,0.03869455,0.02167959,0.40513972,0.20268925,0.19314447
-5.11755878,0.84815063,0.16120334,0.10982983,0.01675621,0.04012403,0.02114973,0.40912293,0.21406304,0.18957596
-5.11155578,0.86012447,0.16840152,0.11240061,0.01934254,0.04154319,0.02065083,0.41404886,0.22705066,0.18621291
-5.10555278,0.87556417,0.17549160,0.11607719,0.02217739,0.04293997,0.02019628,0.42001219,0.24162612,0.18316167
-5.09954977,0.89466340,0.18242315,0.12088341,0.02525471,0.04430531,0.01979833,0.42709820,0.25773717,0.18052452
-5.09354677,0.91755172,0.18915476,0.12682142,0.02856211,0.04563369,0.01946760,0.43537929,0.27530468,0.17839606
-5.08754377,0.94428468,0.19565592,0.13386989,0.03208031,0.04692354,0.01921251,0.44491155,0.29422229,0.17685987
-5.08154077,0.97483572,0.20190839,0.14198274,0.03578289,0.04817753,0.01903895,0.45573171,0.31435652,0.17598554
-5.07553777,1.00909016,0.20790710,0.15108843,0.03963615,0.04940263,0.01895000,0.46785440,0.33554723,0.17582620
-5.06953477,1.04684170,0.21366035,0.16108994,0.04359932,0.05060993,0.01894573,0.48126984,0.35760866,0.17641660
-5.06353177,1.08779153,0.21918940,0.17186548,0.04762498,0.05181429,0.01902326,0.49594201,0.38033101,0.17777173
-5.05752876,1.13155022,0.22452731,0.18327006,0.05165982,0.05303377,0.01917683,0.51180738,0.40348269,0.17988611
-5.05152576,1.17764241,0.22971723,0.19513773,0.05564570,0.05428879,0.01939804,0.52877412,0.42681320,0.18273364
-5.04552276,1.22551415,0.23481000,0.20728471,0.05952089,0.05560119,0.01967619,0.54672198,0.45005666,0.18626804
-5.03951976,1.27454275,0.23986129,0.21951316,0.06322162,0.05699307,0.01999869,0.56550274,0.47293604,0.19042387
-5.03351676,1.32404886,0.24492842,0.23161552,0.06668381,0.05848565,0.02035154,0.58494125,0.49516778,0.19511803
-5.02751376,1.37331033,0.25006686,0.24337941,0.06984486,0.06009795,0.02071984,0.60483710,0.51646706,0.20025169
-5.02151076,1.42157751,0.25532681,0.25459271,0.07264553,0.06184557,0.02108832,0.62496696,0.53655319,0.20571268
-5.01550775,1.46808942,0.26074973,0.26504883,0.07503183,0.06373959,0.02144182,0.64508741,0.55515524,0.21137811
-5.00950475,1.51209033,0.26636524,0.27455198,0.07695668,0.06578548,0.02176583,0.66493843,0.57201766,0.21711727
-5.00350175,1.55284622,0.27218840,0.28292202,0.07838151,0.06798233,0.02204684,0.68424737,0.58690556,0.22279471
-4.99749875,1.58966062,0.27821751,0.28999903,0.07927753,0.07032221,0.02227274,0.70273335,0.59960967,0.22827337
-4.99149575,1.62188928,0.28443259,0.29564722,0.07962670,0.07278988,0.02243308,0.72011211,0.60995068,0.23341777
-4.98549275,1.64895342,0.29079453,0.29975809,0.07942233,0.07536270,0.02251932,0.73610113,0.61778284,0.23809709
-4.97948974,1.67035107,0.29724505,0.30225279,0.07866929,0.07801091,0.02252487,0.75042487,0.62299670,0.24218808
-4.97348674,1.68566630,0.30370737,0.30308356,0.07738381,0.08069819,0.02244521,0.76282021,0.62552094,0.24557788
-4.96748374,1.69457618,0.31008764,0.30223422,0.07559292,0.08338241,0.02227781,0.77304174,0.62532322,0.24816637
-4.96148074,1.69685540,0.31627710,0.29971982,0.07333348,0.08601675,0.02202207,0.78086691,0.62241006,0.24986834
-4.95547774,1.69237851,0.32215478,0.29558534,0.07065095,0.08855092,0.02167918,0.78610093,0.61682586,0.25061521
-4.94947474,1.68111996,0.32759083,0.28990367,0.06759785,0.09093259,0.02125195,0.78858113,0.60865098,0.25035629
-4.94347174,1.66315203,0.33245016,0.28277286,0.06423205,0.09310887,0.02074458,0.78818088,0.59799925,0.24905966
-4.93746873,1.63864084,0.33659643,0.27431291,0.06061502,0.09502793,0.02016251,0.78481287,0.58501479,0.24671255
-4.93146573,1.60784089,0.33989616,0.26466212,0.05680995,0.09664051,0.01951217,0.77843155,0.56986845,0.24332129
-4.92546273,1.57108813,0.34222291,0.25397317,0.05287998,0.09790140,0.01880076,0.76903493,0.55275396,0.23891079
-4.91945973,1.52879206,0.34346125,0.24240916,0.04888653,0.09877083,0.01803610,0.75666540,0.53388390,0.23352365
-4.91345673,1.48142713,0.34351065,0.23013967,0.04488783,0.09921565,0.01722640,0.74140975,0.51348575,0.22721893
-4.90745373,1.42952358,0.34228881,0.21733696,0.04093762,0.09921036,0.01638014,0.72339829,0.49179802,0.22007052
-4.90145073,1.37365812,0.33973472,0.20417248,0.03708419,0.09873784,0.01550590,0.70280319,0.46906655,0.21216543
-4.89544772,1.31444461,0.33581098,0.19081374,0.03336961,0.09778992,0.01461226,0.67983589,0.44554122,0.20360174
-4.88944472,1.25252493,0.33050559,0.17742160,0.02982930,0.09636759,0.01370765,0.65474396,0.42147289,0.19448659
-4.88344172,1.18856028,0.32383301,0.16414805,0.02649186,0.09448099,0.01280030,0.62780720,0.39711087,0.18493400
-4.87743872,1.12322285,0.31583448,0.15113450,0.02337915,0.09214916,0.01189811,0.59933328,0.37270066,0.17506289
-4.87143572,1.05718828,0.30657758,0.13851053,0.02050656,0.08939951,0.01100862,0.56965304,0.34848221,0.16499505
-4.86543272,0.99112870,0.29615515,0.12639320,0.01788354,0.08626706,0.01013892,0.53911548,0.32468851,0.15485331
-4.85942971,0.92570653,0.28468339,0.11488672,0.01551417,0.08279356,0.00929559,0.50808263,0.30154462,0.14475997
-4.85342671,0.86156910,0.27229950,0.10408265,0.01339794,0.07902639,0.00848468,0.47692454,0.27926694,0.13483531
-4.84742371,0.79934400,0.25915868,0.09406035,0.01153052,0.07501735,0.00771164,0.44601430,0.25806281,0.12519649
-4.84142071,0.73963521,0.24543080,0.08488772,0.00990455,0.07082148,0.00698131,0.41572344,0.23813038,0.11595657
-4.83541771,0.68301990,0.23129667,0.07662224,0.00851043,0.06649572,0.00629788,0.38641755,0.21965849,0.10722385
-4.82941471,0.63004581,0.21694426,0.06931199,0.00733706,0.06209768,0.00566493,0.35845240,0.20282677,0.09910135
-4.82341171,0.58122913,0.20256484,0.06299686,0.00637254,0.05768450,0.00508535,0.33217043,0.18780561,0.09168654
-4.81740870,0.53705273,0.18834915,0.05770958,0.00560467,0.05331168,0.00456143,0.30789769,0.17475613,0.08507111
-4.81140570,0.49796448,0.17448391,0.05347676,0.00502148,0.04903221,0.00409482,0.28594115,0.16382985,0.07934092
-4.80540270,0.46437566,0.16114848,0.05031964,0.00461153,0.04489570,0.00368661,0.26658636,0.15516817,0.07457587
-4.79939970,0.43665909,0.14851207,0.04825469,0.00436422,0.04094778,0.00333731,0.25009538,0.14890145,0.07084987
-4.79339670,0.41514697,0.13673122,0.04729385,0.00426985,0.03722961,0.00304691,0.23670481,0.14514770,0.06823057
-4.78739370,0.40012820,0.12594789,0.04744447,0.00431968,0.03377761,0.00281494,0.22662394,0.14401081,0.06677911
-4.78139070,0.39184510,0.11628794,0.04870901,0.00450589,0.03062331,0.00264048,0.22003287,0.14557835,0.06654957
-4.77538769,0.39048954,0.10786004,0.05108433,0.00482141,0.02779334,0.00252222,0.21708052,0.14991894,0.06758833
-4.76938469,0.39619850,0.10075507,0.05456082,0.00525976,0.02530959,0.00245846,0.21788256,0.15707927,0.06993319
-4.76338169,0.40904923,0.09504581,0.05912126,0.00581483,0.02318944,0.00244722,0.22251915,0.16708096,0.07361231
-4.75737869,0.42905407,0.09078695,0.06473965,0.00648060,0.02144600,0.00248619,0.23103262,0.17991730,0.07864295
-4.75137569,0.45615555,0.08801530,0.07138000,0.00725093,0.02008849,0.00257283,0.24342516,0.19555019,0.08503021
-4.74537269,0.49022178,0.08675026,0.07899524,0.00811937,0.01912257,0.00270440,0.25965663,0.21390743,0.09276563
-4.73936968,0.53104286,0.08699427,0.08752642,0.00907893,0.01855063,0.00287798,0.27964265,0.23488068,0.10182590
-4.73336668,0.57832867,0.08873350,0.09690219,0.01012202,0.01837216,0.00309055,0.30325321,0.25832431,0.11217169
-4.72736368,0.63170851,0.09193848,0.10703888,0.01124041,0.01858392,0.00333909,0.33031203,0.28405542,0.12374673
-4.72136068,0.69073302,0.09656485,0.11784110,0.01242527,0.01918021,0.00362058,0.36059678,0.31185512,0.13647725
-4.71535768,0.75487886,0.10255417,0.12920295,0.01366730,0.02015303,0.00393218,0.39384054,0.34147145,0.15027183
-4.70935468,0.82355620,0.10983483,0.14101000,0.01495700,0.02149219,0.00427133,0.42973452,0.37262378,0.16502181
-4.70335168,0.89611936,0.11832310,0.15314189,0.01628493,0.02318541,0.00463582,0.46793217,0.40500883,0.18060225
-4.69734867,0.97188026,0.12792431,0.16547550,0.01764213,0.02521845,0.00502403,0.50805485,0.43830813,0.19687356
-4.69134567,1.05012462,0.13853427,0.17788876,0.01902054,0.02757518,0.00543496,0.54969878,0.47219673,0.21368363
-4.68534267,1.13013032,0.15004091,0.19026466,0.02041346,0.03023773,0.00586848,0.59244342,0.50635284,0.23087071
-4.67933967,1.21118718,0.16232614,0.20249550,0.02181601,0.03318667,0.00632539,0.63586074,0.54046790,0.24826666
-4.67333667,1.29261742,0.17526796,0.21448710,0.02322554,0.03640124,0.00680753,0.67952529,0.57425672,0.26570073
-4.66733367,1.37379572,0.18874272,0.22616263,0.02464201,0.03985964,0.00731792,0.72302458,0.60746694,0.28300352
-4.66133067,1.45416780,0.20262752,0.23746595,0.02606823,0.04353937,0.00786071,0.76596928,0.63988743,0.30001119
-4.65532766,1.53326645,0.21680264,0.24836403,0.02750998,0.04741761,0.00844123,0.80800282,0.67135497,0.31656951
-4.64932466,1.61072387,0.23115390,0.25884849,0.02897597,0.05147166,0.00906586,0.84880975,0.70175862,0.33253779
-4.64332166,1.68627953,0.24557483,0.26893585,0.03047767,0.05567929,0.00974192,0.88812266,0.73104160,0.34779229
