energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.92796398,3.44804142,-2.56522799,2.88790052,-2.15556926,0.93142893,-0.43991578,0.01091819,-0.00534112,0.85419170,-0.38647531,0.05202786,-0.02815722,1.21486743,-1.29199191,0.48657895,-0.60896391,0.24981263,-0.26350667
-5.92196098,3.48407921,-2.62983485,2.94849129,-2.19543610,0.95415287,-0.44592520,0.01101123,-0.00578590,0.89900743,-0.39070282,0.05188850,-0.03074564,1.18812911,-1.33163875,0.46998898,-0.62083656,0.24593133,-0.27516097
-5.91595798,3.51784000,-2.70116175,3.01193857,-2.23842826,0.97663117,-0.45457765,0.01103465,-0.00624224,0.94440452,-0.39761595,0.05144113,-0.03337604,1.15942650,-1.37263722,0.45323334,-0.63320248,0.24151201,-0.28677529
-5.90995498,3.54832047,-2.77779060,3.07714560,-2.28364596,0.99835995,-0.46563448,0.01098733,-0.00670341,0.98970322,-0.40702278,0.05069241,-0.03601565,1.12889666,-1.41425716,0.43642302,-0.64580087,0.23654956,-0.29815233
-5.90395198,3.57450675,-2.85808820,3.14287516,-2.33009537,1.01882461,-0.47879041,0.01086969,-0.00716213,1.03418624,-0.41867217,0.04965482,-0.03862888,1.09670952,-1.45569430,0.41966846,-0.65834146,0.23104939,-0.30908577
-5.89794897,3.59539820,-2.94025781,3.20777540,-2.37672485,1.03751240,-0.49368399,0.01068364,-0.00761074,1.07711351,-0.43226362,0.04834624,-0.04117804,1.06306607,-1.49609351,0.40307846,-0.67051404,0.22502785,-0.31936592
-5.89194597,3.61003116,-3.02239628,3.27041050,-2.42246233,1.05392520,-0.50990987,0.01043252,-0.00804132,1.11773815,-0.44745856,0.04678938,-0.04362425,1.02819517,-1.53457382,0.38675889,-0.68199872,0.21851238,-0.32878566
-5.88594297,3.61750232,-3.10255485,3.32929551,-2.46625282,1.06759201,-0.52703237,0.01012098,-0.00844596,1.15532338,-0.46389312,0.04501108,-0.04592840,0.99234928,-1.57025466,0.37081144,-0.69247614,0.21154099,-0.33714655
-5.87993997,3.61699143,-3.17880211,3.38293467,-2.50709499,1.07808093,-0.54460013,0.00975484,-0.00881690,1.18915996,-0.48119170,0.04304147,-0.04805216,0.95579914,-1.60228203,0.35533227,-0.70163772,0.20416146,-0.34426470
-5.87393697,3.60778275,-3.24928690,3.42986205,-2.54407612,1.08501046,-0.56216152,0.00934094,-0.00914678,1.21858383,-0.49898142,0.04091309,-0.04995908,0.91882769,-1.62985415,0.34041072,-0.70919525,0.19643006,-0.34997642
-5.86793397,3.58928510,-3.31229972,3.46868352,-2.57640452,1.08805966,-0.57928015,0.00888686,-0.00942887,1.24299332,-0.51690679,0.03865995,-0.05161557,0.88172351,-1.65224552,0.32612801,-0.71488980,0.18840996,-0.35414330
-5.86193097,3.56104992,-3.36633048,3.49811848,-2.60343899,1.08697709,-0.59555031,0.00840079,-0.00965723,1.26186560,-0.53464436,0.03631657,-0.05299192,0.84477404,-1.66882871,0.31255606,-0.71849960,0.18016945,-0.35665663
-5.85592796,3.52278679,-3.41012104,3.51703999,-2.62471444,1.08158818,-0.61061166,0.00789127,-0.00982693,1.27477174,-0.55191685,0.03391713,-0.05406320,0.80825879,-1.67909336,0.29975639,-0.71984671,0.17177997,-0.35744087
-5.84992496,3.47437614,-3.44271076,3.52451170,-2.63996339,1.07180084,-0.62416273,0.00736696,-0.00993419,1.28138983,-0.56850618,0.03149463,-0.05480994,0.77244294,-1.68266166,0.28777920,-0.71880238,0.16331417,-0.35645624
-5.84392196,3.41587842,-3.46347351,3.51982008,-2.64913257,1.05760918,-0.63597277,0.00683646,-0.00997649,1.28151574,-0.58426498,0.02908015,-0.05521879,0.73757144,-1.67929991,0.27666261,-0.71529091,0.15484394,-0.35370019
-5.83791896,3.34753938,-3.47214472,3.50250048,-2.65239405,1.03909510,-0.64589137,0.00630811,-0.00995266,1.27507095,-0.59912604,0.02670225,-0.05528285,0.70386391,-1.66892596,0.26643211,-0.70929210,0.14643863,-0.34920768
-5.83191596,3.26979091,-3.46883718,3.47235590,-2.65015028,1.01642772,-0.65385553,0.00578985,-0.00986293,1.26210710,-0.61310900,0.02438649,-0.05500191,0.67151038,-1.65161199,0.25710028,-0.70084199,0.13816345,-0.34305043
-5.82591296,3.18324733,-3.45404475,3.42946731,-2.64303246,0.98986055,-0.65989358,0.00528910,-0.00970888,1.24280702,-0.62632398,0.02215512,-0.05438237,0.64066813,-1.62758294,0.24866672,-0.69003212,0.13007808,-0.33533491
-5.81990995,3.08869664,-3.42863324,3.37419517,-2.63189147,0.95972645,-0.66412587,0.00481265,-0.00949341,1.21748192,-0.63897165,0.02002684,-0.05343707,0.61145960,-1.59721020,0.24111823,-0.67700720,0.12223564,-0.32619939
-5.81390695,2.98708695,-3.39381820,3.30717156,-2.61778119,0.92643043,-0.66676181,0.00436658,-0.00922061,1.18656489,-0.65133930,0.01801677,-0.05218480,0.58397139,-1.56100106,0.23442935,-0.66196125,0.11468192,-0.31580994
-5.80790395,2.87950811,-3.35112977,3.22928331,-2.60193350,0.89044045,-0.66809330,0.00395630,-0.00889566,1.15060056,-0.66379294,0.01613649,-0.05064972,0.55825445,-1.51958398,0.22856313,-0.64513229,0.10745487,-0.30435567
-5.80190095,2.76716889,-3.30236520,3.14164668,-2.58572526,0.85227644,-0.66848455,0.00358648,-0.00852465,1.11023149,-0.67676517,0.01439419,-0.04886060,0.53432526,-1.47369020,0.22347214,-0.62679570,0.10058449,-0.29204326
-5.79589795,2.65137034,-3.24953016,3.04557432,-2.57063720,0.81249775,-0.66835847,0.00326111,-0.00811434,1.06618139,-0.69073910,0.01279493,-0.04684995,0.51216799,-1.42413230,0.21909981,-0.60725646,0.09409290,-0.27909102
-5.78989495,2.53347601,-3.19477034,2.94253610,-2.55820557,0.77168957,-0.66818011,0.00298351,-0.00767202,1.01923588,-0.70622862,0.01134093,-0.04465302,0.49173753,-1.37178014,0.21538200,-0.58684030,0.08799471,-0.26572274
-5.78389195,2.41487994,-3.14029554,2.83411513,-2.54996747,0.73044840,-0.66843752,0.00275642,-0.00720526,0.97022142,-0.72375560,0.01003193,-0.04230685,0.47296326,-1.31753526,0.21224873,-0.56588423,0.08229752,-0.25216138
-5.77788894,2.29697339,-3.08829867,2.72196076,-2.54740145,0.68936734,-0.66962073,0.00258200,-0.00672166,0.91998303,-0.74382472,0.00886555,-0.03984925,0.45575329,-1.26230434,0.20962614,-0.54472657,0.07700264,-0.23862299
-5.77188594,2.18111148,-3.04087258,2.60774058,-2.55186518,0.64902140,-0.67219980,0.00246192,-0.00622874,0.86936164,-0.76689693,0.00783767,-0.03731780,0.43999917,-1.20697267,0.20743847,-0.52369678,0.07210595,-0.22531095
-5.76588294,2.06858075,-2.99992787,2.49309293,-2.56453272,0.60995335,-0.67660253,0.00239741,-0.00573368,0.81917190,-0.79336255,0.00694279,-0.03474898,0.42558076,-1.15237862,0.20561010,-0.50310565,0.06759874,-0.21241074
-5.75987994,1.96056878,-2.96711491,2.37958196,-2.58633380,0.57266061,-0.68319305,0.00238924,-0.00524318,0.77018112,-0.82351531,0.00617437,-0.03217730,0.41237112,-1.09928997,0.20406759,-0.48323590,0.06346865,-0.20008545
-5.75387694,1.85813674,-2.94375353,2.26865671,-2.61789819,0.53758353,-0.69225208,0.00243779,-0.00476335,0.72309008,-0.85752850,0.00552510,-0.02963467,0.40024123,-1.04838290,0.20274151,-0.46433379,0.05970063,-0.18847214
-5.74787394,1.76219595,-2.93077341,2.16161542,-2.65950786,0.50509541,-0.70395985,0.00254303,-0.00429961,0.67851635,-0.89543450,0.00498717,-0.02714978,0.38906438,-1.00022447,0.20156805,-0.44660200,0.05627785,-0.17767910
-5.74187094,1.67348890,-2.92866808,2.05957637,-2.71105982,0.47549461,-0.71838261,0.00270451,-0.00385659,0.63698065,-0.93710892,0.00455249,-0.02474770,0.37872002,-0.95525926,0.20049044,-0.43019405,0.05318253,-0.16778423
-5.73586793,1.59257550,-2.93746506,1.96345574,-2.77204218,0.44899891,-0.73546336,0.00292130,-0.00343816,0.59889660,-0.98226037,0.00421282,-0.02244959,0.36909708,-0.91380058,0.19945988,-0.41521057,0.05039674,-0.15883436
-5.72986493,1.51982475,-2.95671379,1.87395302,-2.84152542,0.42574236,-0.75501744,0.00319200,-0.00304739,0.56456409,-1.03042676,0.00395993,-0.02027259,0.36009654,-0.87602660,0.19843621,-0.40169754,0.04790312,-0.15084577
-5.72386193,1.45541203,-2.98549250,1.79154412,-2.91817045,0.40577462,-0.77673345,0.00351469,-0.00268661,0.53416651,-1.08097864,0.00378561,-0.01822979,0.35163316,-0.84198147,0.19738800,-0.38964670,0.04568548,-0.14380555
-5.71785893,1.39932209,-3.02243445,1.71648186,-3.00025405,0.38906277,-0.80017951,0.00388682,-0.00235743,0.50777160,-1.13312990,0.00368180,-0.01633038,0.34363658,-0.81158145,0.19629241,-0.37899798,0.04372938,-0.13767398
-5.71185593,1.35135738,-3.06577265,1.64880351,-3.08571170,0.37549557,-0.82481485,0.00430529,-0.00206085,0.48533597,-1.18595586,0.00364053,-0.01457988,0.33605156,-0.78462552,0.19513448,-0.36964403,0.04202251,-0.13238773
-5.70585293,1.31115140,-3.11340195,1.58834473,-3.17219670,0.36488999,-0.85000645,0.00476630,-0.00179734,0.46671283,-1.23841811,0.00365399,-0.01298045,0.32883758,-0.76081021,0.19390623,-0.36143656,0.04055507,-0.12786364
-5.69984992,1.27818675,-3.16295591,1.53475900,-3.25715380,0.35699959,-0.87504998,0.00526547,-0.00156696,0.45166272,-1.28939551,0.00371447,-0.01153126,0.32196791,-0.73974772,0.19260547,-0.35419418,0.03932009,-0.12400308
-5.69384692,1.25181699,-3.21189550,1.48754178,-3.33790454,0.35152478,-0.89919442,0.00579776,-0.00136941,0.43986656,-1.33772007,0.00381437,-0.01022896,0.31542823,-0.72098677,0.19123440,-0.34771154,0.03831361,-0.12069658
-5.68784392,1.23129183,-3.25760603,1.44605820,-3.41174097,0.34812424,-0.92166916,0.00635760,-0.00120421,0.43094069,-1.38221644,0.00394620,-0.00906810,0.30921495,-0.70403490,0.18979828,-0.34176916,0.03753481,-0.11782861
-5.68184092,1.21578472,-3.29749799,1.40957335,-3.47602364,0.34642742,-0.94171257,0.00693894,-0.00107077,0.42445323,-1.42174317,0.00410262,-0.00804163,0.30333345,-0.68838167,0.18830409,-0.33614369,0.03698617,-0.11528234
-5.67583792,1.20442194,-3.32910756,1.37728406,-3.52827972,0.34604749,-0.95860075,0.00753537,-0.00096847,0.41994110,-1.45523414,0.00427637,-0.00714131,0.29779636,-0.67352130,0.18675939,-0.33061797,0.03667339,-0.11294415
-5.66983492,1.19631242,-3.35019237,1.34835101,-3.56629672,0.34659434,-0.97167516,0.00814027,-0.00089674,0.41692722,-1.48173810,0.00446040,-0.00635817,0.29262197,-0.65897410,0.18517143,-0.32499052,0.03660545,-0.11070772
-5.66383192,1.19057717,-3.35881816,1.32193025,-3.58820746,0.34768725,-0.98036792,0.00874697,-0.00085517,0.41493721,-1.50045475,0.00464788,-0.00568285,0.28783294,-0.64430572,0.18354661,-0.31908402,0.03679446,-0.10847771
-5.65782891,1.18637740,-3.35343274,1.29720308,-3.59256249,0.34896684,-0.98422372,0.00934898,-0.00084350,0.41351504,-1.51076549,0.00483227,-0.00510600,0.28345528,-0.62914340,0.18189026,-0.31275243,0.03725544,-0.10617269
-5.65182591,1.18294043,-3.33292395,1.27340339,-3.57838649,0.35010566,-0.98291719,0.00994010,-0.00086171,0.41223724,-1.51225754,0.00500742,-0.00461851,0.27951772,-0.61318873,0.18020677,-0.30588639,0.03800604,-0.10372743
-5.64582291,1.17958247,-3.29665926,1.24984159,-3.54521618,0.35081745,-0.97626522,0.01051470,-0.00090998,0.41072507,-1.50474033,0.00516763,-0.00421173,0.27605133,-0.59622647,0.17850009,-0.29841676,0.03906613,-0.10109438
-5.63981991,1.17572744,-3.24450564,1.22592454,-3.49311807,0.35086438,-0.96423357,0.01106781,-0.00098871,0.40865441,-1.48825330,0.00530781,-0.00387766,0.27308936,-0.57812918,0.17677443,-0.29031619,0.04045723,-0.09824445
-5.63381691,1.17092115,-3.17682902,1.20117081,-3.42268547,0.35006237,-0.94693757,0.01159535,-0.00109852,0.40576307,-1.46306503,0.00542349,-0.00360902,0.27066726,-0.55885785,0.17503515,-0.28159868,0.04220180,-0.09516700
-5.62781391,1.16484036,-3.09447404,1.17522096,-3.33501506,0.34828414,-0.92463710,0.01209418,-0.00124015,0.40185545,-1.42966362,0.00551097,-0.00339931,0.26882262,-0.53845847,0.17328969,-0.27231723,0.04432237,-0.09186914
-5.62181091,1.15729633,-2.99872540,1.14784263,-3.23166455,0.34545997,-0.89772600,0.01256218,-0.00141447,0.39680435,-1.38873896,0.00556739,-0.00324281,0.26759506,-0.51705516,0.17154845,-0.26255985,0.04684053,-0.08837442
-5.61580790,1.14823284,-2.89125305,1.11893033,-3.11459365,0.34157633,-0.86671672,0.01299826,-0.00162236,0.39055011,-1.34115779,0.00559077,-0.00313450,0.26702577,-0.49484025,0.16982551,-0.25244403,0.04977571,-0.08472103
-5.60980490,1.13771871,-2.77404427,1.08850026,-2.98609136,0.33667231,-0.83222080,0.01340233,-0.00186468,0.38309719,-1.28793282,0.00558005,-0.00307000,0.26715680,-0.47206202,0.16813904,-0.24211021,0.05314392,-0.08095957
-5.60380190,1.12593532,-2.64932609,1.05668057,-2.84869315,0.33083423,-0.79492641,0.01377517,-0.00214216,0.37450853,-1.23018734,0.00553511,-0.00304548,0.26802988,-0.44901079,0.16651136,-0.23171438,0.05695633,-0.07715060
-5.59779890,1.11315971,-2.51948164,1.02369746,-2.70509194,0.32418857,-0.75557375,0.01411828,-0.00245531,0.36489789,-1.16911698,0.00545677,-0.00305747,0.26968489,-0.42600412,0.16496867,-0.22142042,0.06121784,-0.07336195
-5.59179590,1.09974414,-2.38696455,0.98985816,-2.55804691,0.31689377,-0.71492959,0.01443369,-0.00280437,0.35442074,-1.10595039,0.00534672,-0.00310278,0.27215792,-0.40337190,0.16354030,-0.21139240,0.06592569,-0.06966610
-5.58579290,1.08609308,-2.25421487,0.95553150,-2.41029399,0.30913104,-0.67376206,0.01472371,-0.00318921,0.34326404,-1.04191038,0.00520749,-0.00317837,0.27547909,-0.38144194,0.16225759,-0.20178730,0.07106821,-0.06613756
-5.57978989,1.07263894,-2.12358010,0.92112710,-2.26446156,0.30109488,-0.63281659,0.01499068,-0.00360927,0.33163553,-0.97817713,0.00504233,-0.00328118,0.27967029,-0.36052677,0.16115251,-0.19274842,0.07662366,-0.06285046
-5.57378689,1.05981770,-1.99724416,0.88707431,-2.12299466,0.29298356,-0.59279400,0.01523673,-0.00406350,0.31975286,-0.91585484,0.00485513,-0.00340804,0.28474290,-0.34091204,0.16025599,-0.18439973,0.08255948,-0.05987632
-5.56778389,1.04804561,-1.87716673,0.85380176,-1.98808987,0.28499004,-0.55433140,0.01546348,-0.00455034,0.30783327,-0.85594296,0.00465030,-0.00355562,0.29069587,-0.32284708,0.15959622,-0.17684151,0.08883182,-0.05728215
-5.56178089,1.03769838,-1.76503469,0.82171861,-1.86164306,0.27729380,-0.51798659,0.01567187,-0.00506765,0.29608394,-0.79931263,0.00443263,-0.00372033,0.29751422,-0.30653758,0.15919694,-0.17014718,0.09538551,-0.05512884
-5.55577789,1.02909357,-1.66222656,0.79119821,-1.74521073,0.27005372,-0.48422610,0.01586196,-0.00561278,0.28469373,-0.74668913,0.00420716,-0.00389830,0.30516827,-0.29214088,0.15907589,-0.16436155,0.10215455,-0.05346978
-5.54977489,1.02247730,-1.56979039,0.76256496,-1.63998564,0.26340255,-0.45341725,0.01603284,-0.00618251,0.27382635,-0.69864035,0.00397906,-0.00408540,0.31361359,-0.27976341,0.15924363,-0.15950047,0.10906313,-0.05234995
-5.54377189,1.01801569,-1.48843482,0.73608466,-1.54678624,0.25744285,-0.42582405,0.01618254,-0.00677312,0.26361527,-0.65557126,0.00375352,-0.00427724,0.32279194,-0.26946059,0.15970267,-0.15555171,0.11602710,-0.05180508
-5.53776888,1.01579132,-1.41853233,0.71195873,-1.46605922,0.25224481,-0.40160686,0.01630808,-0.00738043,0.25416051,-0.61772416,0.00353560,-0.00446928,0.33263310,-0.26123861,0.16044716,-0.15247703,0.12295604,-0.05186118
-5.53176588,1.01580473,-1.36013357,0.69032220,-1.39789385,0.24784562,-0.38082543,0.01640558,-0.00799983,0.24552722,-0.58518406,0.00333014,-0.00465688,0.34305763,-0.25505796,0.16146309,-0.15021518,0.12975569,-0.05253423
-5.52576288,1.01798054,-1.31299114,0.67124532,-1.34204646,0.24425065,-0.36344492,0.01647038,-0.00862641,0.23774610,-0.55788861,0.00314168,-0.00483541,0.35398032,-0.25083844,0.16272897,-0.14868573,0.13633077,-0.05383001
-5.51975988,1.02217770,-1.27659091,0.65473824,-1.29797328,0.24143595,-0.34934440,0.01649730,-0.00925496,0.23081540,-0.53564185,0.00297441,-0.00500040,0.36531417,-0.24846503,0.16421702,-0.14779343,0.14258802,-0.05574407
-5.51375688,1.02820274,-1.25018919,0.64075828,-1.26486962,0.23935208,-0.33832738,0.01648091,-0.00988009,0.22470428,-0.51813079,0.00283205,-0.00514767,0.37697474,-0.24779459,0.16589481,-0.14743280,0.14843933,-0.05826181
-5.50775388,1.03582534,-1.23285366,0.62921908,-1.24171363,0.23792887,-0.33013370,0.01641579,-0.01049629,0.21935732,-0.50494419,0.00271784,-0.00527342,0.38888431,-0.24866278,0.16772709,-0.14749293,0.15380481,-0.06135867
-5.50175088,1.04479471,-1.22350659,0.62000070,-1.22731264,0.23708077,-0.32445235,0.01629691,-0.01109801,0.21469972,-0.49559259,0.00263450,-0.00537441,0.40097578,-0.25089105,0.16967790,-0.14786206,0.15861562,-0.06500036
-5.49574787,1.05485589,-1.22096845,0.61296004,-1.22035041,0.23671256,-0.32093479,0.01611988,-0.01167969,0.21064295,-0.48952891,0.00258422,-0.00544807,0.41319583,-0.25429345,0.17171253,-0.14843191,0.16281645,-0.06914327
-5.48974487,1.06576469,-1.22400078,0.60794070,-1.21943397,0.23672494,-0.31920817,0.01588128,-0.01223587,0.20709053,-0.48616895,0.00256856,-0.00549257,0.42550708,-0.25868303,0.17379954,-0.14910157,0.16636746,-0.07373496
-5.48374187,1.07730040,-1.23134711,0.60478176,-1.22313861,0.23701991,-0.31888830,0.01557888,-0.01276118,0.20394350,-0.48491119,0.00258855,-0.00550694,0.43788911,-0.26387772,0.17591231,-0.14978075,0.16924563,-0.07871485
-5.47773887,1.08927547,-1.24177090,0.60332485,-1.23005010,0.23750541,-0.31959178,0.01521182,-0.01325043,0.20110544,-0.48515541,0.00264456,-0.00549108,0.45033807,-0.26970559,0.17803037,-0.15039254,0.17144532,-0.08401510
-5.47173587,1.10154173,-1.25409007,0.60341918,-1.23880325,0.23809932,-0.32094729,0.01478079,-0.01369862,0.19848682,-0.48631981,0.00273635,-0.00544582,0.46286501,-0.27600948,0.18014018,-0.15087541,0.17297825,-0.08956169
-5.46573287,1.11399286,-1.26720735,0.60492456,-1.24811621,0.23873241,-0.32260567,0.01428800,-0.01410100,0.19600840,-0.48785618,0.00286307,-0.00537290,0.47549292,-0.28265107,0.18223549,-0.15118455,0.17387257,-0.09527579
-5.45972986,1.12656338,-1.28013629,0.60771217,-1.25682010,0.23935044,-0.32424863,0.01373725,-0.01445307,0.19360374,-0.48926299,0.00302318,-0.00527492,0.48825270,-0.28951415,0.18431717,-0.15129265,0.17417138,-0.10107536
-5.45372686,1.13922439,-1.29202267,0.61166358,-1.26388353,0.23991515,-0.32559605,0.01313377,-0.01475068,0.19122069,-0.49009628,0.00321452,-0.00515531,0.50117838,-0.29650745,0.18639263,-0.15118996,0.17393066,-0.10687699
-5.44772386,1.15197691,-1.30216110,0.61666827,-1.26843194,0.24040446,-0.32641176,0.01248407,-0.01499004,0.18882199,-0.48997811,0.00343431,-0.00501821,0.51430203,-0.30356675,0.18847495,-0.15088395,0.17321665,-0.11259797
-5.44172086,1.16484352,-1.31000688,0.62262024,-1.26976150,0.24081187,-0.32650760,0.01179578,-0.01516777,0.18638500,-0.48860264,0.00367910,-0.00486836,0.52764872,-0.31065640,0.19058175,-0.15039841,0.17210310,-0.11815851
-5.43571786,1.17785948,-1.31518290,0.62941421,-1.26734776,0.24114524,-0.32574603,0.01107734,-0.01528101,0.18390079,-0.48573980,0.00394488,-0.00471102,0.54123206,-0.31777014,0.19273400,-0.14977214,0.17066827,-0.12348402
-5.42971486,1.19106411,-1.31748173,0.63694215,-1.26084877,0.24142519,-0.32404097,0.01033775,-0.01532743,0.18137267,-0.48123654,0.00422707,-0.00455175,0.55505078,-0.32493129,0.19495495,-0.14905734,0.16899208,-0.12850744
-5.42371186,1.20449365,-1.31686281,0.64509063,-1.25010320,0.24168331,-0.32135717,0.00958624,-0.01530539,0.17881439,-0.47501587,0.00452061,-0.00439635,0.56908671,-0.33219197,0.19726919,-0.14831770,0.16715344,-0.13317131
-5.41770885,1.21817632,-1.31344491,0.65373949,-1.23512328,0.24196034,-0.31770794,0.00883203,-0.01521393,0.17624821,-0.46707367,0.00482004,-0.00425061,0.58330453,-0.33963154,0.19970213,-0.14762615,0.16522800,-0.13742976
-5.41170585,1.23213013,-1.30749385,0.66276232,-1.21608311,0.24230452,-0.31315153,0.00808401,-0.01505292,0.17370299,-0.45747351,0.00511961,-0.00412024,0.59765336,-0.34735390,0.20227987,-0.14706251,0.16328638,-0.14125001
-5.40570285,1.24636404,-1.29940578,0.67202875,-1.19330262,0.24277020,-0.30778618,0.00735052,-0.01482308,0.17121245,-0.44633977,0.00541339,-0.00401067,0.61207041,-0.35548377,0.20502949,-0.14671081,0.16139297,-0.14461340
-5.39969985,1.26088217,-1.28968636,0.68140882,-1.16722774,0.24341677,-0.30174403,0.00663912,-0.01452607,0.16881368,-0.43384912,0.00569541,-0.00392690,0.62648632,-0.36416169,0.20797987,-0.14665653,0.15960533,-0.14751593
-5.39369685,1.27569114,-1.27892625,0.69077910,-1.13840731,0.24430806,-0.29518407,0.00595643,-0.01416447,0.16654598,-0.42022090,0.00595985,-0.00387338,0.64083212,-0.37353797,0.21116282,-0.14698365,0.15797421,-0.14996807
-5.38769385,1.29080965,-1.26777347,0.70003025,-1.10746747,0.24551189,-0.28828437,0.00530800,-0.01374185,0.16445011,-0.40570649,0.00620114,-0.00385390,0.65504727,-0.38376544,0.21461458,-0.14777160,0.15654406,-0.15199392
-5.38169085,1.30627967,-1.25690356,0.70907559,-1.07508447,0.24709998,-0.28123390,0.00469829,-0.01326269,0.16256777,-0.39057820,0.00641421,-0.00387143,0.66908824,-0.39499127,0.21837740,-0.14909211,0.15535396,-0.15362972
-5.37568784,1.32217804,-1.24698835,0.71785990,-1.04195656,0.24914787,-0.27422411,0.00413058,-0.01273236,0.16094144,-0.37511802,0.00659457,-0.00392805,0.68293704,-0.40734806,0.22250114,-0.15100612,0.15443887,-0.15492172
-5.36968484,1.33862744,-1.23866440,0.72636800,-1.00877612,0.25173483,-0.26744072,0.00360703,-0.01215702,0.15961434,-0.35960654,0.00673852,-0.00402488,0.69660892,-0.42094460,0.22704455,-0.15356076,0.15383104,-0.15592349
-5.36368184,1.35580541,-1.23250243,0.73463205,-0.97620289,0.25494352,-0.26105580,0.00312876,-0.01154351,0.15863045,-0.34431245,0.00684326,-0.00416201,0.71015873,-0.43585651,0.23207623,-0.15678651,0.15356135,-0.15669287
-5.35767884,1.37395039,-1.22897888,0.74273716,-0.94483933,0.25885921,-0.25522075,0.00269587,-0.01089918,0.15803446,-0.32948307,0.00690704,-0.00433844,0.72368524,-0.45211754,0.23767489,-0.16069473,0.15366053,-0.15728860
-5.35167584,1.39336386,-1.22845095,0.75082452,-0.91520897,0.26356854,-0.25006007,0.00230762,-0.01023179,0.15787160,-0.31533604,0.00692918,-0.00455211,0.73733290,-0.46971175,0.24392892,-0.16527561,0.15416005,-0.15776694
-5.34567284,1.41440775,-1.23113626,0.75909168,-0.88773862,0.26915763,-0.24566655,0.00196256,-0.00954924,0.15818716,-0.30205263,0.00691022,-0.00479988,0.75129077,-0.48856735,0.25093500,-0.17049681,0.15509262,-0.15817839
