energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.85592796,3.37367143,0.01462972,0.15721819,0.78794694,1.39704061,0.01467849,1.52251731,0.25110241,0.21354094
-5.84992496,3.43880556,0.01573680,0.16756580,0.80134469,1.42405488,0.01530620,1.54249257,0.26039227,0.21487567
-5.84392196,3.49739189,0.01691654,0.17799188,0.81352607,1.44775890,0.01594612,1.55872142,0.26963395,0.21577745
-5.83791896,3.54890519,0.01816148,0.18837343,0.82438817,1.46793959,0.01658673,1.57112052,0.27880567,0.21622738
-5.83191596,3.59291136,0.01946193,0.19858479,0.83384565,1.48442432,0.01721635,1.57965744,0.28788725,0.21621696
-5.82591296,3.62906915,0.02080593,0.20849978,0.84183015,1.49708206,0.01782339,1.58434808,0.29685860,0.21574790
-5.81990995,3.65712972,0.02217944,0.21799402,0.84828914,1.50582386,0.01839666,1.58525294,0.30569802,0.21483155
-5.81390695,3.67693425,0.02356649,0.22694739,0.85318396,1.51060263,0.01892563,1.58247233,0.31438055,0.21348810
-5.80790395,3.68840990,0.02494940,0.23524650,0.85648768,1.51141226,0.01940074,1.57614100,0.32287638,0.21174539
-5.80190095,3.69156458,0.02630916,0.24278720,0.85818265,1.50828624,0.01981360,1.56642221,0.33114945,0.20963760
-5.79589795,3.68648076,0.02762577,0.24947697,0.85825810,1.50129587,0.02015728,1.55350162,0.33915647,0.20720375
-5.78989495,3.67330883,0.02887872,0.25523703,0.85670804,1.49054802,0.02042643,1.53758123,0.34684627,0.20448615
-5.78389195,3.65226023,0.03004744,0.26000424,0.85352954,1.47618260,0.02061741,1.51887360,0.35415972,0.20152878
-5.77788894,3.62360077,0.03111187,0.26373255,0.84872159,1.45836983,0.02072840,1.49759654,0.36103019,0.19837580
-5.77188594,3.58764425,0.03205295,0.26639403,0.84228471,1.43730722,0.02075942,1.47396844,0.36738463,0.19507015
-5.76588294,3.54474663,0.03285319,0.26797936,0.83422120,1.41321646,0.02071227,1.44820439,0.37314520,0.19165229
-5.75987994,3.49530072,0.03349721,0.26849780,0.82453612,1.38634010,0.02059044,1.42051307,0.37823146,0.18815917
-5.75387694,3.43973158,0.03397217,0.26797655,0.81323894,1.35693822,0.02039902,1.39109452,0.38256306,0.18462348
-5.74787394,3.37849251,0.03426824,0.26645963,0.80034569,1.32528499,0.02014447,1.36013876,0.38606276,0.18107305
-5.74187094,3.31206150,0.03437893,0.26400625,0.78588138,1.29166516,0.01983441,1.32782514,0.38865968,0.17753058
-5.73586793,3.24093823,0.03430137,0.26068872,0.76988268,1.25637065,0.01947741,1.29432241,0.39029269,0.17401359
-5.72986493,3.16564127,0.03403645,0.25659010,0.75240046,1.21969713,0.01908272,1.25978934,0.39091371,0.17053458
-5.72386193,3.08670556,0.03358888,0.25180157,0.73350214,1.18194075,0.01866002,1.22437584,0.39049075,0.16710135
-5.71785893,3.00467996,0.03296712,0.24641974,0.71327349,1.14339504,0.01821915,1.18822435,0.38901062,0.16371758
-5.71185593,2.92012476,0.03218320,0.24054398,0.69181992,1.10434793,0.01776990,1.15147147,0.38648109,0.16038346
-5.70585293,2.83360906,0.03125240,0.23427384,0.66926697,1.06507920,0.01732180,1.11424964,0.38293239,0.15709638
-5.69984992,2.74570802,0.03019287,0.22770684,0.64575998,1.02585806,0.01688391,1.07668877,0.37841798,0.15385177
-5.69384692,2.65699977,0.02902512,0.22093645,0.62146300,0.98694111,0.01646469,1.03891780,0.37301450,0.15064385
-5.68784392,2.56806199,0.02777146,0.21405057,0.59655676,0.94857066,0.01607184,1.00106594,0.36682087,0.14746640
-5.68184092,2.47946823,0.02645538,0.20713043,0.57123597,0.91097331,0.01571226,0.96326376,0.35995655,0.14431349
-5.67583792,2.39178372,0.02510090,0.20024992,0.54570599,0.87435882,0.01539193,0.92564383,0.35255898,0.14118008
-5.66983492,2.30556085,0.02373189,0.19347533,0.52017892,0.83891928,0.01511586,0.88834111,0.34478032,0.13806253
-5.66383192,2.22133423,0.02237145,0.18686551,0.49486938,0.80482841,0.01488808,0.85149291,0.33678355,0.13495900
-5.65782891,2.13961542,0.02104132,0.18047235,0.46999014,0.77224110,0.01471162,0.81523856,0.32873808,0.13186970
-5.65182591,2.06088734,0.01976129,0.17434146,0.44574772,0.74129298,0.01458850,0.77971868,0.32081504,0.12879700
-5.64582291,1.98559854,0.01854877,0.16851302,0.42233814,0.71210012,0.01451970,0.74507421,0.31318245,0.12574540
-5.63981991,1.91415747,0.01741841,0.16302271,0.39994300,0.68475872,0.01450523,0.71144515,0.30600039,0.12272141
-5.63381691,1.84692688,0.01638184,0.15790259,0.37872602,0.65934490,0.01454412,0.67896915,0.29941645,0.11973326
-5.62781391,1.78421870,0.01544749,0.15318194,0.35883010,0.63591449,0.01463443,0.64777992,0.29356159,0.11679062
-5.62181091,1.72628959,0.01462059,0.14888789,0.34037499,0.61450299,0.01477339,0.61800571,0.28854658,0.11390414
-5.61580790,1.67333746,0.01390321,0.14504591,0.32345572,0.59512559,0.01495737,0.58976771,0.28445929,0.11108508
-5.60980490,1.62549938,0.01329444,0.14168014,0.30814162,0.57777756,0.01518210,0.56317869,0.28136274,0.10834486
-5.60380190,1.58285093,0.01279066,0.13881347,0.29447617,0.56243479,0.01544271,0.53834179,0.27929425,0.10569473
-5.59779890,1.54540742,0.01238589,0.13646757,0.28247745,0.54905489,0.01573395,0.51534960,0.27826550,0.10314542
-5.59179590,1.51312705,0.01207225,0.13466266,0.27213931,0.53757861,0.01605038,0.49428357,0.27826368,0.10070690
-5.58579290,1.48591605,0.01184035,0.13341734,0.26343308,0.52793188,0.01638657,0.47521384,0.27925359,0.09838827
-5.57978989,1.46363577,0.01167984,0.13274835,0.25630986,0.52002828,0.01673736,0.45819938,0.28118054,0.09619776
-5.57378689,1.44611154,0.01157989,0.13267032,0.25070324,0.51377208,0.01709810,0.44328852,0.28397410,0.09414275
-5.56778389,1.43314288,0.01152969,0.13319567,0.24653232,0.50906162,0.01746493,0.43051977,0.28755223,0.09222998
-5.56178089,1.42451473,0.01151889,0.13433450,0.24370502,0.50579311,0.01783493,0.41992290,0.29182583,0.09046577
-5.55577789,1.42000901,0.01153802,0.13609466,0.24212151,0.50386441,0.01820641,0.41152009,0.29670330,0.08885629
-5.54977489,1.41941596,0.01157884,0.13848182,0.24167756,0.50317891,0.01857898,0.40532710,0.30209492,0.08740788
-5.54377189,1.42254441,0.01163459,0.14149966,0.24226786,0.50364906,0.01895370,0.40135429,0.30791691,0.08612724
-5.53776888,1.42923046,0.01170017,0.14515007,0.24378899,0.50519938,0.01933306,0.39960730,0.31409472,0.08502167
-5.53176588,1.43934382,0.01177225,0.14943324,0.24614207,0.50776874,0.01972096,0.40008742,0.32056560,0.08409916
-5.52576288,1.45279121,0.01184925,0.15434775,0.24923493,0.51131176,0.02012254,0.40279132,0.32728024,0.08336831
-5.51975988,1.46951662,0.01193125,0.15989045,0.25298367,0.51579906,0.02054399,0.40771027,0.33420326,0.08283823
-5.51375688,1.48949804,0.01201985,0.16605621,0.25731365,0.52121633,0.02099228,0.41482869,0.34131281,0.08251819
-5.50775388,1.51274079,0.01211789,0.17283739,0.26215982,0.52756224,0.02147480,0.42412216,0.34859908,0.08241720
-5.50175088,1.53926772,0.01222915,0.18022312,0.26746634,0.53484513,0.02199902,0.43555486,0.35606198,0.08254340
-5.49574787,1.56910670,0.01235805,0.18819839,0.27318574,0.54307873,0.02257207,0.44907666,0.36370807,0.08290348
-5.48974487,1.60227614,0.01250925,0.19674294,0.27927737,0.55227709,0.02320038,0.46462006,0.37154700,0.08350193
-5.48374187,1.63876946,0.01268732,0.20583001,0.28570561,0.56244895,0.02388927,0.48209706,0.37958778,0.08434035
-5.47773887,1.67853937,0.01289637,0.21542518,0.29243766,0.57359197,0.02464269,0.50139635,0.38783494,0.08541678
-5.47173587,1.72148310,0.01313974,0.22548515,0.29944132,0.58568713,0.02546293,0.52238105,0.39628505,0.08672517
-5.46573287,1.76742959,0.01341975,0.23595675,0.30668267,0.59869368,0.02635045,0.54488707,0.40492374,0.08825488
-5.45972986,1.81612943,0.01373749,0.24677625,0.31412409,0.61254502,0.02730380,0.56872253,0.41372346,0.08999045
-5.45372686,1.86724850,0.01409271,0.25786893,0.32172250,0.62714566,0.02831963,0.59366816,0.42264204,0.09191154
-5.44772386,1.92036564,0.01448372,0.26914923,0.32942806,0.64236976,0.02939275,0.61947896,0.43162232,0.09399302
-5.44172086,1.97497475,0.01490749,0.28052121,0.33718349,0.65806113,0.03051637,0.64588695,0.44059269,0.09620536
-5.43571786,2.03049128,0.01535968,0.29187961,0.34492387,0.67403481,0.03168227,0.67260502,0.44946868,0.09851511
-5.42971486,2.08626275,0.01583483,0.30311134,0.35257709,0.69008026,0.03288112,0.69933180,0.45815527,0.10088563
-5.42371186,2.14158278,0.01632655,0.31409741,0.36006481,0.70596591,0.03410282,0.72575718,0.46655004,0.10327791
-5.41770885,2.19570789,0.01682780,0.32471516,0.36730395,0.72144477,0.03533675,0.75156837,0.47454666,0.10565146
-5.41170585,2.24787604,0.01733113,0.33484079,0.37420846,0.73626091,0.03657213,0.77645604,0.48203871,0.10796528
-5.40570285,2.29732590,0.01782895,0.34435199,0.38069145,0.75015642,0.03779825,0.80012043,0.48892354,0.11017878
-5.39969985,2.34331594,0.01831382,0.35313056,0.38666727,0.76287831,0.03900466,0.82227699,0.49510579,0.11225264
-5.39369685,2.38514214,0.01877861,0.36106498,0.39205375,0.77418529,0.04018134,0.84266130,0.50050063,0.11414964
-5.38769385,2.42215373,0.01921677,0.36805266,0.39677409,0.78385373,0.04131871,0.86103318,0.50503628,0.11583524
-5.38169085,2.45376614,0.01962240,0.37400199,0.40075867,0.79168291,0.04240769,0.87717979,0.50865588,0.11727816
-5.37568784,2.47947093,0.01999038,0.37883398,0.40394640,0.79749903,0.04343957,0.89091761,0.51131861,0.11845069
-5.36968484,2.49884235,0.02031637,0.38248348,0.40628580,0.80115812,0.04440590,0.90209351,0.51299994,0.11932895
-5.36368184,2.51154088,0.02059679,0.38490003,0.40773566,0.80254771,0.04529838,0.91058483,0.51369126,0.11989298
-5.35767884,2.51731380,0.02082879,0.38604831,0.40826532,0.80158732,0.04610867,0.91629873,0.51339883,0.12012669
-5.35167584,2.51599349,0.02101011,0.38590826,0.40785474,0.79822807,0.04682826,0.91917104,0.51214225,0.12001785
-5.34567284,2.50749389,0.02113900,0.38447486,0.40649423,0.79245133,0.04744837,0.91916475,0.50995261,0.11955788
-5.33966983,2.49180585,0.02121408,0.38175772,0.40418408,0.78426692,0.04795990,0.91626843,0.50687042,0.11874178
-5.33366683,2.46899204,0.02123420,0.37778050,0.40093404,0.77371088,0.04835346,0.91049476,0.50294357,0.11756793
-5.32766383,2.43918173,0.02119840,0.37258021,0.39676283,0.76084314,0.04861950,0.90187929,0.49822534,0.11603806
-5.32166083,2.40256612,0.02110580,0.36620637,0.39169759,0.74574528,0.04874849,0.89047957,0.49277268,0.11415715
-5.31565783,2.35939429,0.02095559,0.35872022,0.38577339,0.72851841,0.04873120,0.87637462,0.48664467,0.11193341
-5.30965483,2.30996985,0.02074702,0.35019379,0.37903278,0.70928136,0.04855906,0.85966476,0.47990129,0.10937831
-5.30365183,2.25464825,0.02047946,0.34070897,0.37152536,0.68816922,0.04822454,0.84047160,0.47260253,0.10650659
-5.29764882,2.19383443,0.02015248,0.33035648,0.36330726,0.66533202,0.04772159,0.81893814,0.46480760,0.10333629
-5.29164582,2.12798050,0.01976597,0.31923471,0.35444067,0.64093367,0.04704606,0.79522873,0.45657436,0.09988879
-5.28564282,2.05758303,0.01932021,0.30744853,0.34499315,0.61515096,0.04619609,0.76952871,0.44795885,0.09618866
-5.27963982,1.98317955,0.01881609,0.29510782,0.33503683,0.58817242,0.04517243,0.74204355,0.43901477,0.09226361
-5.27363682,1.90534386,0.01825515,0.28232595,0.32464742,0.56019710,0.04397875,0.71299734,0.42979294,0.08814421
-5.26763382,1.82468003,0.01763975,0.26921803,0.31390304,0.53143287,0.04262171,0.68263059,0.42034066,0.08386357
-5.26163082,1.74181477,0.01697310,0.25589903,0.30288279,0.50209451,0.04111108,0.65119717,0.41070096,0.07945688
-5.25562781,1.65738843,0.01625932,0.24248191,0.29166530,0.47240126,0.03945957,0.61896055,0.40091180,0.07496083
-5.24962481,1.57204469,0.01550347,0.22907556,0.28032703,0.44257397,0.03768268,0.58618941,0.39100521,0.07041301
-5.24362181,1.48641932,0.01471143,0.21578292,0.26894069,0.41283186,0.03579833,0.55315270,0.38100650,0.06585115
-5.23761881,1.40112850,0.01388986,0.20269913,0.25757367,0.38338912,0.03382644,0.52011450,0.37093357,0.06131240
-5.23161581,1.31675723,0.01304606,0.18990990,0.24628662,0.35445120,0.03178843,0.48732876,0.36079654,0.05683255
-5.22561281,1.23384843,0.01218781,0.17749022,0.23513233,0.32621129,0.02970660,0.45503432,0.35059764,0.05244532
-5.21960980,1.15289319,0.01132313,0.16550331,0.22415490,0.29884690,0.02760361,0.42345032,0.34033148,0.04818167
-5.21360680,1.07432287,0.01046012,0.15400008,0.21338933,0.27251677,0.02550181,0.39277239,0.32998583,0.04406923
-5.20760380,0.99850320,0.00960676,0.14301884,0.20286148,0.24735836,0.02342269,0.36316956,0.31954282,0.04013185
-5.20160080,0.92573083,0.00877064,0.13258563,0.19258851,0.22348590,0.02138639,0.33478226,0.30898056,0.03638924
-5.19559780,0.85623237,0.00795882,0.12271482,0.18257966,0.20098912,0.01941118,0.30772130,0.29827514,0.03285684
-5.18959480,0.79016585,0.00717767,0.11341004,0.17283740,0.17993276,0.01751316,0.28206790,0.28740289,0.02954570
-5.18359180,0.72762446,0.00643270,0.10466556,0.16335882,0.16035686,0.01570597,0.25787471,0.27634276,0.02646265
-5.17758879,0.66864221,0.00572848,0.09646769,0.15413723,0.14227767,0.01400061,0.23516767,0.26507870,0.02361046
-5.17158579,0.61320111,0.00506861,0.08879646,0.14516378,0.12568922,0.01240539,0.21394863,0.25360190,0.02098822
-5.16558279,0.56123943,0.00445565,0.08162729,0.13642905,0.11056553,0.01092598,0.19419845,0.24191270,0.01859170
-5.15957979,0.51266053,0.00389116,0.07493260,0.12792454,0.09686305,0.00956548,0.17588045,0.23002206,0.01641388
-5.15357679,0.46734168,0.00337575,0.06868333,0.11964391,0.08452356,0.00832465,0.15894401,0.21795254,0.01444539
-5.14757379,0.42514260,0.00290915,0.06285028,0.11158393,0.07347712,0.00720213,0.14332813,0.20573864,0.01267509
-5.14157079,0.38591321,0.00249031,0.05740521,0.10374510,0.06364509,0.00619474,0.12896479,0.19342657,0.01109055
-5.13556778,0.34950045,0.00211751,0.05232175,0.09613202,0.05494305,0.00529777,0.11578197,0.18107341,0.00967851
-5.12956478,0.31575382,0.00178850,0.04757595,0.08875325,0.04728360,0.00450534,0.10370626,0.16874578,0.00842533
-5.12356178,0.28452981,0.00150060,0.04314666,0.08162109,0.04057882,0.00381066,0.09266504,0.15651799,0.00731739
-5.11755878,0.25569495,0.00125082,0.03901565,0.07475090,0.03474254,0.00320639,0.08258816,0.14446999,0.00634138
-5.11155578,0.22912791,0.00103604,0.03516753,0.06816044,0.02969226,0.00268486,0.07340914,0.13268512,0.00548455
-5.10555278,0.20472058,0.00085302,0.03158954,0.06186891,0.02535073,0.00223839,0.06506595,0.12124785,0.00473496
-5.09954977,0.18237844,0.00069858,0.02827120,0.05589617,0.02164724,0.00185944,0.05750150,0.11024166,0.00408156
-5.09354677,0.16202044,0.00056966,0.02520397,0.05026182,0.01851866,0.00154083,0.05066380,0.09974724,0.00351432
-5.08754377,0.14357871,0.00046337,0.02238078,0.04498451,0.01591022,0.00127587,0.04450590,0.08984102,0.00302431
-5.08154077,0.12699817,0.00037705,0.01979574,0.04008145,0.01377608,0.00105846,0.03898578,0.08059427,0.00260364
-5.07553777,0.11223638,0.00030835,0.01744375,0.03556804,0.01207974,0.00088320,0.03406615,0.07207269,0.00224556
-5.06953477,0.09926365,0.00025521,0.01532037,0.03145784,0.01079440,0.00074545,0.02971435,0.06433658,0.00194437
-5.06353177,0.08806366,0.00021593,0.01342165,0.02776279,0.00990310,0.00064133,0.02590220,0.05744163,0.00169540
-5.05752876,0.07863447,0.00018913,0.01174415,0.02449367,0.00939897,0.00056776,0.02260612,0.05144010,0.00149504
-5.05152576,0.07099000,0.00017383,0.01028504,0.02166086,0.00928526,0.00052243,0.01980724,0.04638262,0.00134063
-5.04552276,0.06516191,0.00016939,0.00904235,0.01927532,0.00957544,0.00050386,0.01749179,0.04232019,0.00123049
-5.03951976,0.06120179,0.00017553,0.00801524,0.01734970,0.01029319,0.00051128,0.01565149,0.03930652,0.00116384
-5.03351676,0.05918342,0.00019234,0.00720443,0.01589971,0.01147228,0.00054469,0.01428424,0.03740041,0.00114087
-5.02751376,0.05920507,0.00022027,0.00661261,0.01494555,0.01315642,0.00060474,0.01339471,0.03666819,0.00116262
-5.02151076,0.06139159,0.00026012,0.00624492,0.01451333,0.01539886,0.00069275,0.01299518,0.03718590,0.00123103
-5.01550775,0.06589602,0.00031303,0.00610943,0.01463662,0.01826187,0.00081061,0.01310628,0.03904123,0.00134889
-5.00950475,0.07290067,0.00038046,0.00621758,0.01535785,0.02181593,0.00096075,0.01375779,0.04233499,0.00151980
-5.00350175,0.08261733,0.00046422,0.00658462,0.01672961,0.02613868,0.00114603,0.01498938,0.04718206,0.00174819
-4.99749875,0.09528655,0.00056641,0.00722988,0.01881583,0.03131352,0.00136966,0.01685118,0.05371169,0.00203917
-4.99149575,0.11117579,0.00068942,0.00817708,0.02169267,0.03742791,0.00163512,0.01940431,0.06206695,0.00239857
-4.98549275,0.13057635,0.00083592,0.00945437,0.02544917,0.04457128,0.00194603,0.02272110,0.07240355,0.00283276
-4.97948974,0.15379898,0.00100880,0.01109437,0.03018750,0.05283265,0.00230601,0.02688511,0.08488760,0.00334860
-4.97348674,0.18116815,0.00121114,0.01313388,0.03602284,0.06229789,0.00271853,0.03199085,0.09969270,0.00395328
-4.96748374,0.21301501,0.00144620,0.01561361,0.04308275,0.07304676,0.00318682,0.03814314,0.11699600,0.00465417
-4.96148074,0.24966914,0.00171731,0.01857749,0.05150606,0.08514971,0.00371363,0.04545607,0.13697352,0.00545864
-4.95547774,0.29144913,0.00202785,0.02207196,0.06144109,0.09866464,0.00430111,0.05405155,0.15979476,0.00637388
-4.94947474,0.33865221,0.00238119,0.02614493,0.07304339,0.11363360,0.00495063,0.06405735,0.18561658,0.00740668
-4.94347174,0.39154323,0.00278055,0.03084459,0.08647270,0.13007967,0.00566266,0.07560474,0.21457660,0.00856318
-4.93746873,0.45034312,0.00322898,0.03621797,0.10188935,0.14800407,0.00643657,0.08882556,0.24678629,0.00984867
-4.93146573,0.51521724,0.00372922,0.04230943,0.11945004,0.16738370,0.00727055,0.10384885,0.28232379,0.01126730
-4.92546273,0.58626397,0.00428363,0.04915885,0.13930301,0.18816913,0.00816149,0.12079705,0.32122688,0.01282191
-4.91945973,0.66350386,0.00489404,0.05679988,0.16158277,0.21028336,0.00910494,0.13978182,0.36348611,0.01451371
-4.91345673,0.74686978,0.00556170,0.06525801,0.18640445,0.23362116,0.01009505,0.16089958,0.40903851,0.01634215
-4.90745373,0.83619845,0.00628712,0.07454877,0.21385798,0.25804937,0.01112462,0.18422684,0.45776198,0.01830468
-4.90145073,0.93122375,0.00706997,0.08467595,0.24400226,0.28340798,0.01218511,0.20981558,0.50947076,0.02039659
-4.89544772,1.03157219,0.00790899,0.09563003,0.27685963,0.30951211,0.01326680,0.23768879,0.56391206,0.02261091
-4.88944472,1.13676091,0.00880187,0.10738689,0.31241087,0.33615487,0.01435889,0.26783630,0.62076419,0.02493832
-4.88344172,1.24619854,0.00974517,0.11990682,0.35059096,0.36311099,0.01544972,0.30021134,0.67963645,0.02736712
-4.87743872,1.35918919,0.01073423,0.13313406,0.39128599,0.39014119,0.01652698,0.33472778,0.74007074,0.02988328
-4.87143572,1.47493970,0.01176315,0.14699680,0.43433151,0.41699720,0.01757799,0.37125857,0.80154537,0.03247057
-4.86543272,1.59257039,0.01282472,0.16140772,0.47951249,0.44342721,0.01858997,0.40963537,0.86348080,0.03511068
-4.85942971,1.71112931,0.01391043,0.17626527,0.52656509,0.46918172,0.01955033,0.44964959,0.92524767,0.03778356
-4.85342671,1.82960970,0.01501051,0.19145546,0.57518056,0.49401949,0.02044698,0.49105511,0.98617685,0.04046766
-4.84742371,1.94697073,0.01611401,0.20685434,0.62501099,0.51771363,0.02126866,0.53357256,1.04557151,0.04314041
-4.84142071,2.06216084,0.01720886,0.22233107,0.67567720,0.54005745,0.02200519,0.57689522,1.10272102,0.04577866
-4.83541771,2.17414330,0.01828208,0.23775141,0.72677826,0.56087006,0.02264776,0.62069640,1.15691631,0.04835921
-4.82941471,2.28192316,0.01931995,0.25298165,0.77790254,0.58000152,0.02318915,0.66463818,1.20746639,0.05085941
-4.82341171,2.38457482,0.02030828,0.26789270,0.82863987,0.59733735,0.02362391,0.70838098,1.25371541,0.05325773
-4.81740870,2.48126903,0.02123263,0.28236427,0.87859407,0.61280237,0.02394855,0.75159385,1.29505998,0.05553437
-4.81140570,2.57129842,0.02207871,0.29628886,0.92739549,0.62636362,0.02416157,0.79396471,1.33096579,0.05767189
-4.80540270,2.65410006,0.02283266,0.30957538,0.97471270,0.63803233,0.02426356,0.83521015,1.36098313,0.05965566
-4.79939970,2.72927418,0.02348144,0.32215219,1.02026280,0.64786473,0.02425714,0.87508432,1.38476054,0.06147438
-4.79339670,2.79659764,0.02401319,0.33396938,1.06381954,0.65596177,0.02414687,0.91338607,1.40205591,0.06312037
-4.78739370,2.85603121,0.02441758,0.34500011,1.10521881,0.66246747,0.02393914,0.94996413,1.41274456,0.06458983
-4.78139070,2.90772002,0.02468616,0.35524084,1.14436103,0.66756601,0.02364196,0.98471981,1.41682368,0.06588283
-4.77538769,2.95198635,0.02481262,0.36471052,1.18121004,0.67147743,0.02326472,1.01760680,1.41441283,0.06700325
-4.76938469,2.98931495,0.02479307,0.37344857,1.21578861,0.67445207,0.02281790,1.04862815,1.40575037,0.06795847
-4.76338169,3.02033078,0.02462617,0.38151178,1.24817051,0.67676365,0.02231276,1.07783037,1.39118570,0.06875886
-4.75737869,3.04577012,0.02431327,0.38897026,1.27846961,0.67870126,0.02176099,1.10529480,1.37116764,0.06941724
-4.75137569,3.06644581,0.02385841,0.39590264,1.30682653,0.68056037,0.02117434,1.13112684,1.34622924,0.06994808
-4.74537269,3.08320834,0.02326822,0.40239068,1.33339364,0.68263305,0.02056433,1.15544346,1.31696975,0.07036662
-4.73936968,3.09690433,0.02255184,0.40851372,1.35831924,0.68519770,0.01994181,1.17835979,1.28403440,0.07068806
-4.73336668,3.10833451,0.02172060,0.41434312,1.38173199,0.68850866,0.01931674,1.19997563,1.24809293,0.07092653
-4.72736368,3.11821335,0.02078778,0.41993711,1.40372648,0.69278604,0.01869787,1.22036268,1.20981793,0.07109433
-4.72136068,3.12713232,0.01976818,0.42533639,1.42435104,0.69820614,0.01809251,1.23955335,1.16986386,0.07120108
-4.71535768,3.13552893,0.01867777,0.43056062,1.44359851,0.70489285,0.01750639,1.25753192,1.12884772,0.07125317
-4.70935468,3.14366318,0.01753322,0.43560612,1.46140068,0.71291057,0.01694356,1.27422879,1.08733243,0.07125326
-4.70335168,3.15160279,0.01635145,0.44044495,1.47762683,0.72225873,0.01640635,1.28951805,1.04581340,0.07120009
-4.69734867,3.15921810,0.01514919,0.44502530,1.49208655,0.73286855,0.01589540,1.30321892,1.00470894,0.07108850
-4.69134567,3.16618706,0.01394258,0.44927340,1.50453669,0.74460197,0.01540983,1.31510083,0.96435481,0.07090966
-4.68534267,3.17200993,0.01274676,0.45309663,1.51469209,0.75725315,0.01494734,1.32489203,0.92500305,0.07065158
-4.67933967,3.17603320,0.01157562,0.45638777,1.52223940,0.77055242,0.01450451,1.33229122,0.88682471,0.07029978
-4.67333667,3.17748119,0.01044145,0.45903016,1.52685322,0.78417278,0.01407700,1.33698162,0.84991634,0.06983813
-4.66733367,3.17549391,0.00935483,0.46090344,1.52821353,0.79773864,0.01365993,1.33864664,0.81430947,0.06924984
-4.66133067,3.16916897,0.00832447,0.46188948,1.52602339,0.81083670,0.01324811,1.33698616,0.77998244,0.06851847
-4.65532766,3.15760551,0.00735717,0.46187835,1.52002575,0.82302842,0.01283642,1.33173264,0.74687368,0.06762897
-4.64932466,3.13994783,0.00645784,0.46077380,1.51001851,0.83386390,0.01242005,1.32266603,0.71489565,0.06656869
-4.64332166,3.11542662,0.00562959,0.45849806,1.49586693,0.84289639,0.01199479,1.30962670,0.68394849,0.06532819
