energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Na_s_up,Na_s_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.85592796,1.77622823,-3.02851157,0.00500159,-0.02910371,0.22278378,-0.47784956,2.19804387,-2.86131151,0.26813898,-0.55879325,0.09915857,-0.31860576,0.02922422,-0.05551107,0.86686863,-1.37834344
-5.84992496,1.73406042,-3.01254208,0.00486925,-0.02847186,0.21413899,-0.47833071,2.13805259,-2.87079057,0.26334424,-0.55551661,0.09471720,-0.30112785,0.02790830,-0.05517048,0.85005522,-1.36938089
-5.84392196,1.69237217,-2.99022839,0.00477908,-0.02774473,0.20537214,-0.47737120,2.07348946,-2.87553537,0.25949702,-0.55021870,0.09083382,-0.28389480,0.02660957,-0.05470094,0.83338897,-1.35811971
-5.83791896,1.65105754,-2.96119152,0.00472265,-0.02692982,0.19648870,-0.47488413,2.00469687,-2.87470967,0.25650848,-0.54291608,0.08747262,-0.26698066,0.02532862,-0.05409697,0.81681995,-1.34438801
-5.83191596,1.61003253,-2.92512333,0.00469191,-0.02603652,0.18750508,-0.47079859,1.93211478,-2.86747279,0.25428235,-0.53365835,0.08459456,-0.25045105,0.02406635,-0.05335382,0.80030200,-1.32803826
-5.82591296,1.56923127,-2.88180018,0.00467933,-0.02507575,0.17844760,-0.46506337,1.85626494,-2.85301480,0.25271545,-0.52252711,0.08215775,-0.23436296,0.02282400,-0.05246778,0.78379138,-1.30895247
-5.81990995,1.52860070,-2.83109565,0.00467796,-0.02405958,0.16935086,-0.45765033,1.77773225,-2.83059293,0.25169818,-0.50963396,0.08011770,-0.21876476,0.02160321,-0.05143648,0.76724495,-1.28704750
-5.81390695,1.48809448,-2.77299153,0.00468156,-0.02300081,0.16025590,-0.44855723,1.69714451,-2.79956732,0.25111494,-0.49511779,0.07842762,-0.20369649,0.02040588,-0.05025922,0.75061832,-1.26227992
-5.80790395,1.44766693,-2.70758613,0.00468460,-0.02191255,0.15120807,-0.43780963,1.61515151,-2.75943412,0.25084479,-0.47914120,0.07703878,-0.18919041,0.01923420,-0.04893728,0.73386404,-1.23465007
-5.80190095,1.40726757,-2.63509929,0.00468234,-0.02080787,0.14225496,-0.42546198,1.53240480,-2.70985409,0.25076242,-0.46188645,0.07590087,-0.17527167,0.01809052,-0.04747412,0.71693027,-1.20420506
-5.79589795,1.36683705,-2.55587353,0.00467077,-0.01969933,0.13344429,-0.41159774,1.44953878,-2.65067527,0.25073942,-0.44355079,0.07496250,-0.16195903,0.01697726,-0.04587559,0.69976018,-1.17104038
-5.78989495,1.32630474,-2.47037114,0.00464669,-0.01859876,0.12482207,-0.39632832,1.36715421,-2.58194840,0.25064601,-0.42434160,0.07417173,-0.14926569,0.01589683,-0.04415000,0.68229202,-1.13529998
-5.78389195,1.28558838,-2.37916715,0.00460762,-0.01751686,0.11643102,-0.37979117,1.28580446,-2.50393434,0.25035320,-0.40447140,0.07347685,-0.13720000,0.01485150,-0.04230811,0.66446023,-1.09717467
-5.77788894,1.24459572,-2.28293840,0.00455182,-0.01646306,0.10830921,-0.36214679,1.20598500,-2.41710318,0.24973531,-0.38415288,0.07282711,-0.12576625,0.01384337,-0.04036304,0.64619732,-1.05689904
-5.77188594,1.20322826,-2.18244911,0.00447824,-0.01544532,0.10048917,-0.34357503,1.12812634,-2.32212495,0.24867280,-0.36359428,0.07217367,-0.11496529,0.01287426,-0.03833001,0.62743669,-1.01474679
-5.76588294,1.16138652,-2.07853372,0.00438645,-0.01446999,0.09299729,-0.32427067,1.05259019,-2.21985279,0.24705532,-0.34299510,0.07147060,-0.10479516,0.01194565,-0.03622608,0.60811592,-0.97102487
-5.75987994,1.11897677,-1.97207761,0.00427664,-0.01354185,0.08585353,-0.30443853,0.97966881,-2.11129914,0.24478475,-0.32254250,0.07067581,-0.09525159,0.01105871,-0.03406974,0.58818066,-0.92606665
-5.75387694,1.07591832,-1.86399673,0.00414952,-0.01266408,0.07907154,-0.28428837,0.90958709,-1.99760650,0.24177819,-0.30240828,0.06975212,-0.08632846,0.01021422,-0.03188046,0.56758858,-0.88022439
-5.74787394,1.03215117,-1.75521688,0.00400628,-0.01183836,0.07265894,-0.26402973,0.84250685,-1.88001406,0.23797060,-0.28274670,0.06866816,-0.07801817,0.00941261,-0.02967826,0.54631317,-0.83386153
-5.74187094,0.98764311,-1.64665370,0.00384854,-0.01106503,0.06661783,-0.24386695,0.77853297,-1.75982191,0.23331703,-0.26369300,0.06739920,-0.07031194,0.00865395,-0.02748314,0.52434727,-0.78734486
-5.73586793,0.94239597,-1.53919401,0.00367826,-0.01034320,0.06094553,-0.22399451,0.71772062,-1.63835438,0.22779429,-0.24536286,0.06592784,-0.06320008,0.00793802,-0.02531465,0.50170580,-0.74103728
-5.72986493,0.89645034,-1.43367925,0.00349772,-0.00967103,0.05563530,-0.20459297,0.66008319,-1.51692431,0.22140185,-0.22785240,0.06424449,-0.05667222,0.00726434,-0.02319139,0.47842768,-0.69529102
-5.72386193,0.84988860,-1.33089149,0.00330942,-0.00904590,0.05067718,-0.18582552,0.60560031,-1.39679943,0.21416207,-0.21123904,0.06234768,-0.05071749,0.00663220,-0.02113061,0.45457677,-0.65044187
-5.71785893,0.80283578,-1.23154243,0.00311605,-0.00846463,0.04605878,-0.16783527,0.55422562,-1.27917235,0.20611949,-0.19558275,0.06024406,-0.04532468,0.00604073,-0.01914787,0.43024158,-0.60680438
-5.71185593,0.75545846,-1.13626534,0.00292044,-0.00792372,0.04176605,-0.15074338,0.50589381,-1.16513495,0.19733949,-0.18092784,0.05794826,-0.04048238,0.00548895,-0.01725672,0.40553393,-0.56466814
-5.70585293,0.70796143,-1.04561015,0.00272548,-0.00741955,0.03778391,-0.13464794,0.46052687,-1.05565794,0.18790608,-0.16730494,0.05548247,-0.03617905,0.00497581,-0.01546854,0.38058654,-0.52429513
-5.69984992,0.66058264,-0.96004131,0.00253414,-0.00694855,0.03409692,-0.11962369,0.41803917,-0.95157592,0.17791916,-0.15473322,0.05287582,-0.03240316,0.00450027,-0.01379243,0.35554957,-0.48591814
-5.69384692,0.61358642,-0.87993805,0.00234937,-0.00650737,0.03068966,-0.10572240,0.37834147,-0.85357801,0.16749118,-0.14322244,0.05016361,-0.02914316,0.00406132,-0.01223512,0.33058654,-0.44973995
-5.68784392,0.56725564,-0.80559679,0.00217411,-0.00609299,0.02754714,-0.09297392,0.34134386,-0.76220387,0.15674357,-0.13277505,0.04738637,-0.02638752,0.00365801,-0.01080106,0.30586959,-0.41593332
-5.68184092,0.52188312,-0.73723500,0.00201127,-0.00570280,0.02465507,-0.08138773,0.30695756,-0.67784457,0.14580287,-0.12338785,0.04458889,-0.02412464,0.00328954,-0.00949250,0.28157447,-0.38464137
-5.67583792,0.47776278,-0.67499604,0.00186371,-0.00533468,0.02200002,-0.07095490,0.27509599,-0.60074785,0.13479702,-0.11505342,0.04181909,-0.02234279,0.00295523,-0.00830965,0.25787553,-0.35597834
-5.66983492,0.43518110,-0.61895451,0.00173423,-0.00498697,0.01956951,-0.06165032,0.24567500,-0.53102682,0.12385166,-0.10776106,0.03912699,-0.02102983,0.00265460,-0.00725087,0.23494091,-0.33003039
-5.66383192,0.39440921,-0.56912161,0.00162556,-0.00465852,0.01735208,-0.05343512,0.21861267,-0.46867147,0.11308689,-0.10149733,0.03656368,-0.02017305,0.00238736,-0.00631294,0.21292819,-0.30685634
-5.65782891,0.35569609,-0.52545017,0.00154038,-0.00434859,0.01533730,-0.04625916,0.19382881,-0.41356198,0.10261441,-0.09624611,0.03418023,-0.01975883,0.00215351,-0.00549123,0.19198064,-0.28648818
-5.65182591,0.31926316,-0.48783897,0.00148128,-0.00405685,0.01351576,-0.04006334,0.17124424,-0.36548323,0.09253530,-0.09198825,0.03202688,-0.01977223,0.00195329,-0.00478002,0.17222435,-0.26893140
-5.64582291,0.28530043,-0.45613642,0.00145079,-0.00378327,0.01187913,-0.03478201,0.15078023,-0.32413957,0.08293837,-0.08870086,0.03015213,-0.02019665,0.00178726,-0.00417271,0.15376621,-0.25416486
-5.63981991,0.25396438,-0.43014330,0.00145134,-0.00352806,0.01042011,-0.03034494,0.13235796,-0.28916942,0.07389922,-0.08635626,0.02860200,-0.02101333,0.00165635,-0.00366206,0.13669281,-0.24214052
-5.63381691,0.22537748,-0.40961491,0.00148526,-0.00329157,0.00913257,-0.02667927,0.11589839,-0.26015910,0.06547993,-0.08492084,0.02741936,-0.02220096,0.00156188,-0.00324043,0.12107034,-0.23278296
-5.62781391,0.19962948,-0.39426253,0.00155472,-0.00307423,0.00801164,-0.02371107,0.10132231,-0.23665565,0.05772948,-0.08435377,0.02664336,-0.02373528,0.00150561,-0.00289990,0.10694531,-0.22598879
-5.62181091,0.17678008,-0.38375480,0.00166171,-0.00287644,0.00705382,-0.02136670,0.08855088,-0.21817832,0.05068466,-0.08460580,0.02630884,-0.02558874,0.00148979,-0.00263254,0.09434616,-0.22162624
-5.61580790,0.15686291,-0.37771900,0.00180799,-0.00269855,0.00625726,-0.01957387,0.07750637,-0.20422865,0.04437154,-0.08561818,0.02644583,-0.02773034,0.00151721,-0.00243047,0.08328546,-0.21953507
-5.60980490,0.13989053,-0.37574289,0.00199498,-0.00254081,0.00562194,-0.01826253,0.06811332,-0.19429936,0.03880737,-0.08732197,0.02707906,-0.03012550,0.00159125,-0.00228604,0.07376268,-0.21952690
-5.60380190,0.12586020,-0.37737718,0.00222372,-0.00240328,0.00514996,-0.01736548,0.06029989,-0.18788180,0.03400276,-0.08963763,0.02822750,-0.03273621,0.00171593,-0.00219189,0.06576736,-0.22138632
-5.59779890,0.11476007,-0.38213921,0.00249477,-0.00228589,0.00484585,-0.01681890,0.05399947,-0.18447250,0.02996410,-0.09247517,0.02990388,-0.03552135,0.00189594,-0.00214107,0.05928247,-0.22487277
-5.59179590,0.10657546,-0.38951783,0.00280810,-0.00218840,0.00471690,-0.01656263,0.04915237,-0.18357873,0.02669600,-0.09573474,0.03211428,-0.03843717,0.00213668,-0.00212712,0.05428782,-0.22972342
-5.58579290,0.10129515,-0.39897987,0.00316303,-0.00211045,0.00477340,-0.01654049,0.04570754,-0.18472348,0.02420381,-0.09930786,0.03485769,-0.04143815,0.00244427,-0.00214410,0.05076350,-0.23565709
-5.57978989,0.09891715,-0.40997810,0.00355809,-0.00205155,0.00502895,-0.01670042,0.04362434,-0.18744992,0.02249594,-0.10307916,0.03812570,-0.04447790,0.00282555,-0.00218673,0.04869296,-0.24237910
-5.57378689,0.09945394,-0.42196064,0.00399099,-0.00201120,0.00550066,-0.01699463,0.04287413,-0.19132553,0.02158599,-0.10692864,0.04190224,-0.04751039,0.00328803,-0.00225037,0.04806591,-0.24958724
-5.56778389,0.10293685,-0.43438174,0.00445854,-0.00198887,0.00620925,-0.01737975,0.04344173,-0.19594609,0.02149461,-0.11073436,0.04616350,-0.05049128,0.00383990,-0.00233117,0.04888071,-0.25697838
-5.56178089,0.10941952,-0.44671348,0.00495661,-0.00198412,0.00717910,-0.01781695,0.04532673,-0.20093940,0.02225088,-0.11437551,0.05087801,-0.05337942,0.00448986,-0.00242608,0.05114640,-0.26425586
-5.55577789,0.11898009,-0.45845815,0.00548012,-0.00199666,0.00843815,-0.01827207,0.04854437,-0.20596899,0.02389337,-0.11773568,0.05600687,-0.05613831,0.00524705,-0.00253296,0.05488401,-0.27113716
-5.54977489,0.13172234,-0.46916068,0.00602309,-0.00202638,0.01001756,-0.01871575,0.05312627,-0.21073747,0.02647054,-0.12070625,0.06150437,-0.05873766,0.00612086,-0.00265063,0.06012747,-0.27736166
-5.54377189,0.14777527,-0.47842073,0.00657872,-0.00207341,0.01195136,-0.01912357,0.05912063,-0.21498970,0.03004072,-0.12318967,0.06731876,-0.06115471,0.00712075,-0.00277898,0.06692376,-0.28269823
-5.53776888,0.16729140,-0.48590384,0.00713946,-0.00213820,0.01427573,-0.01947615,0.06659210,-0.21851540,0.03467137,-0.12510254,0.07339332,-0.06337550,0.00825593,-0.00291898,0.07533248,-0.28695212
-5.53176588,0.19044358,-0.49135106,0.00769719,-0.00222148,0.01702816,-0.01975923,0.07562114,-0.22115123,0.04043782,-0.12637839,0.07966776,-0.06539577,0.00953514,-0.00307281,0.08542475,-0.28997105
-5.52576288,0.21742023,-0.49458657,0.00824342,-0.00232432,0.02024638,-0.01996372,0.08630286,-0.22278208,0.04742126,-0.12696984,0.08607976,-0.06722156,0.01096626,-0.00324384,0.09728140,-0.29165008
-5.51975988,0.24841916,-0.49552303,0.00876947,-0.00244808,0.02396710,-0.02008566,0.09874527,-0.22334153,0.05570623,-0.12685029,0.09256680,-0.06886947,0.01255592,-0.00343669,0.11099059,-0.29193499
-5.51375688,0.28363996,-0.49416405,0.00926678,-0.00259433,0.02822449,-0.02012610,0.11306693,-0.22281117,0.06537743,-0.12601484,0.09906798,-0.07036635,0.01430916,-0.00365722,0.12664466,-0.29082415
-5.50775388,0.32327494,-0.49060383,0.00972709,-0.00276487,0.03304857,-0.02009094,0.12939393,-0.22121901,0.07651600,-0.12448050,0.10552602,-0.07174867,0.01622895,-0.00391249,0.14433648,-0.28836849
-5.50175088,0.36749899,-0.48502379,0.01014280,-0.00296154,0.03846342,-0.01999056,0.14785615,-0.21863660,0.08919537,-0.12228566,0.11188905,-0.07306130,0.01831579,-0.00421070,0.16415513,-0.28466988
-5.49574787,0.41645830,-0.47768631,0.01050715,-0.00318615,0.04448538,-0.01983948,0.16858291,-0.21517526,0.10347671,-0.11948879,0.11811231,-0.07435595,0.02056731,-0.00456105,0.18618110,-0.27987758
-5.48974487,0.47025837,-0.46892566,0.01081448,-0.00344036,0.05112114,-0.01965584,0.19169782,-0.21098113,0.11940417,-0.11616654,0.12415953,-0.07568913,0.02297788,-0.00497362,0.21048103,-0.27418331
-5.48374187,0.52895163,-0.45913665,0.01106047,-0.00372549,0.05836602,-0.01946075,0.21731304,-0.20622953,0.13700010,-0.11241120,0.13000397,-0.07711988,0.02553830,-0.00545913,0.23710220,-0.26781469
-5.47773887,0.59252496,-0.44876127,0.01124225,-0.00404238,0.06620236,-0.01927765,0.24552302,-0.20111849,0.15626025,-0.10832767,0.13562892,-0.07870719,0.02823553,-0.00602869,0.26606676,-0.26102771
-5.47173587,0.66088766,-0.43827389,0.01135852,-0.00439128,0.07459810,-0.01913153,0.27639769,-0.19586193,0.17714949,-0.10403013,0.14102775,-0.08050736,0.03105256,-0.00669351,0.29736595,-0.25409830
-5.46573287,0.73386030,-0.42816569,0.01140963,-0.00477164,0.08350580,-0.01904807,0.30997551,-0.19068259,0.19959789,-0.09963847,0.14620336,-0.08257134,0.03396834,-0.00746457,0.33095461,-0.24731335
-5.45972986,0.81116515,-0.41892869,0.01139752,-0.00518203,0.09286202,-0.01905285,0.34625635,-0.18580495,0.22349767,-0.09527467,0.15116708,-0.08494225,0.03695783,-0.00835219,0.36674591,-0.24096169
-5.45372686,0.89241849,-0.41104032,0.01132569,-0.00562003,0.10258717,-0.01917045,0.38519471,-0.18144858,0.24870106,-0.09105927,0.15593700,-0.08765306,0.03999227,-0.00936567,0.40460696,-0.23532519
-5.44772386,0.97712566,-0.40494880,0.01119901,-0.00608219,0.11258603,-0.01942362,0.42669342,-0.17782186,0.27501935,-0.08710801,0.16053591,-0.09072481,0.04303949,-0.01051288,0.44435513,-0.23067048
-5.44172086,1.06467915,-0.40106011,0.01102357,-0.00656394,0.12274874,-0.01983250,0.47059820,-0.17511669,0.30222331,-0.08352887,0.16498880,-0.09416515,0.04606441,-0.01179979,0.48575572,-0.22724145
-5.43571786,1.15436035,-0.39972683,0.01080646,-0.00705971,0.13295252,-0.02041386,0.51669358,-0.17350397,0.33004498,-0.08041949,0.16932018,-0.09796760,0.04902969,-0.01323013,0.52852097,-0.22525297
-5.42971486,1.24534526,-0.40123938,0.01055545,-0.00756292,0.14306389,-0.02118055,0.56470045,-0.17313034,0.35818114,-0.07786507,0.17355126,-0.10211137,0.05189651,-0.01480497,0.57231080,-0.22488580
-5.42371186,1.33671455,-0.40581984,0.01027878,-0.00806616,0.15294161,-0.02214092,0.61427562,-0.17411611,0.38629823,-0.07593690,0.17769726,-0.10656186,0.05462539,-0.01652242,0.61673548,-0.22628311
-5.41770885,1.42746792,-0.41361852,0.00998484,-0.00856131,0.16243995,-0.02329855,0.66501378,-0.17655446,0.41403882,-0.07469140,0.18176497,-0.11127184,0.05717720,-0.01837742,0.66136032,-0.22954850
-5.41170585,1.51654293,-0.42471344,0.00968192,-0.00903983,0.17141250,-0.02465202,0.71645221,-0.18051195,0.44102952,-0.07416976,0.18575065,-0.11618325,0.05951419,-0.02036152,0.70571257,-0.23474558
-5.40570285,1.60283792,-0.43911255,0.00937797,-0.00949292,0.17971623,-0.02619492,0.76807826,-0.18603029,0.46689008,-0.07439818,0.18963860,-0.12122958,0.06160096,-0.02246290,0.74929047,-0.24189918
-5.39969985,1.68523872,-0.45675854,0.00908042,-0.00991191,0.18721571,-0.02791605,0.81933982,-0.19312913,0.49124346,-0.07538853,0.19340029,-0.12633871,0.06340558,-0.02466634,0.79157444,-0.25099789
-5.39369685,1.76264848,-0.47753603,0.00879603,-0.01028847,0.19378730,-0.02979979,0.86965881,-0.20180998,0.51372656,-0.07713957,0.19699431,-0.13143607,0.06490055,-0.02695348,0.83204019,-0.26199799
-5.38769385,1.83401978,-0.50128075,0.00853078,-0.01061494,0.19932322,-0.03182666,0.91844723,-0.21206076,0.53400135,-0.07963852,0.20036711,-0.13644804,0.06606368,-0.02930307,0.87017348,-0.27482829
-5.38169085,1.89838825,-0.52779022,0.00828991,-0.01088468,0.20373534,-0.03397409,0.96512574,-0.22386097,0.55176582,-0.08286283,0.20345453,-0.14130532,0.06687894,-0.03169140,0.90548615,-0.28939597
-5.37568784,1.95490628,-0.55683550,0.00807789,-0.01109225,0.20695844,-0.03621729,1.00914397,-0.23718701,0.56676454,-0.08678235,0.20618402,-0.14594620,0.06733709,-0.03409283,0.93753292,-0.30559271
-5.36968484,2.00287586,-0.58817338,0.00789857,-0.01123377,0.20895296,-0.03853031,1.05000204,-0.25201751,0.57879837,-0.09136138,0.20847759,-0.15031953,0.06743614,-0.03648041,0.96592832,-0.32330119
-5.36368184,2.04177916,-0.62155848,0.00775528,-0.01130700,0.20970705,-0.04088711,1.08727239,-0.26833829,0.58773289,-0.09656090,0.21025523,-0.15438722,0.06718168,-0.03882655,0.99036319,-0.34240135
-5.35767884,2.07130545,-0.65675470,0.00765107,-0.01131160,0.20923782,-0.04326283,1.12062100,-0.28614663,0.59350526,-0.10234063,0.21143858,-0.15812613,0.06658694,-0.04110378,1.01061991,-0.36277628
-5.35167584,2.09137326,-0.69354541,0.00758887,-0.01124912,0.20759187,-0.04563488,1.14982696,-0.30545455,0.59612918,-0.10866090,0.21195494,-0.16152929,0.06567268,-0.04328545,1.02658571,-0.38431733
-5.34567284,2.10214644,-0.73174195,0.00757173,-0.01112313,0.20484492,-0.04798416,1.17479931,-0.32629092,0.59569779,-0.11548433,0.21174098,-0.16460626,0.06446686,-0.04534654,1.03826331,-0.40692820
-5.33966983,2.10404328,-0.77119003,0.00760302,-0.01093909,0.20110069,-0.05029609,1.19559023,-0.34870210,0.59238427,-0.12277713,0.21074636,-0.16738275,0.06300406,-0.04726428,1.04577815,-0.43052786
-5.33366683,2.09773764,-0.81177361,0.00768660,-0.01070434,0.19648904,-0.05256157,1.21240345,-0.37275096,0.58644002,-0.13051005,0.20893684,-0.16989934,0.06132479,-0.04901883,1.04938178,-0.45505205
-5.32766383,2.08415176,-0.85341630,0.00782701,-0.01042792,0.19116344,-0.05477769,1.22559720,-0.39851436,0.57819063,-0.13865898,0.20629667,-0.17220947,0.05947455,-0.05059377,1.04945071,-0.48045337
-5.32166083,2.06444030,-0.89607998,0.00802951,-0.01012036,0.18529779,-0.05694832,1.23568100,-0.42607885,0.56802948,-0.14720506,0.20283030,-0.17437664,0.05750276,-0.05197656,1.04648059,-0.50669992
-5.31565783,2.03996580,-0.93976090,0.00830008,-0.00979353,0.17908291,-0.05908438,1.24330603,-0.45553498,0.55640929,-0.15613449,0.19856321,-0.17647110,0.05546157,-0.05315879,1.04107559,-0.53377253
-5.30965483,2.01226582,-0.98448349,0.00864540,-0.00946029,0.17272247,-0.06120384,1.24924877,-0.48697022,0.54383174,-0.16543787,0.19354176,-0.17856606,0.05340462,-0.05413635,1.03393290,-0.56166091
-5.30365183,1.98301261,-1.03029209,0.00907268,-0.00913430,0.16642888,-0.06333152,1.25438834,-0.52046088,0.53083559,-0.17510933,0.18783216,-0.18073364,0.05138559,-0.05490948,1.02582283,-0.59035871
-5.29764882,1.95396628,-1.07724138,0.00958943,-0.00882973,0.16041884,-0.06549852,1.25967800,-0.55606342,0.51798343,-0.18514530,0.18151856,-0.18304076,0.04945693,-0.05548263,1.01756491,-0.61985807
-5.29164582,1.92692290,-1.12538570,0.01020311,-0.00856095,0.15490893,-0.06774145,1.26611159,-0.59380561,0.50584759,-0.19554313,0.17470033,-0.18554512,0.04766839,-0.05586427,1.01000084,-0.65014379
-5.28564282,1.90365903,-1.17476825,0.01092082,-0.00834230,0.15011121,-0.07010133,1.27468622,-0.63367798,0.49499554,-0.20629962,0.16748877,-0.18829158,0.04606576,-0.05606656,1.00396498,-0.68118762
-5.27963982,1.88587460,-1.22541052,0.01174878,-0.00818782,0.14622888,-0.07262238,1.28636252,-0.67562610,0.48597513,-0.21740947,0.16000322,-0.19130897,0.04468959,-0.05610494,1.00025377,-0.71294302
-5.27363682,1.87513614,-1.27730268,0.01269187,-0.00811103,0.14345211,-0.07535050,1.30202397,-0.71954433,0.47930004,-0.22886380,0.15236700,-0.19460762,0.04357406,-0.05599767,0.99959495,-0.74534074
-5.26763382,1.87282222,-1.33039551,0.01375316,-0.00812467,0.14195399,-0.07833166,1.32243732,-0.76527126,0.47543595,-0.24064874,0.14470316,-0.19817771,0.04274597,-0.05576531,1.00261813,-0.77828550
-5.26163082,1.88007327,-1.38459423,0.01493337,-0.00824051,0.14188672,-0.08161019,1.34821558,-0.81258751,0.47478757,-0.25274421,0.13713041,-0.20198848,0.04222397,-0.05543017,1.00982770,-0.81165415
