energy_ev,total_up,Ag_p_up,Ag_d_up,In_p_up,In_d_up,Te_p_up,Te_d_up
-5.72386193,0.78056626,0.70584971,0.48358541,0.17466379,0.00121097,0.07758270,0.00000000
-5.71785893,0.74634826,0.67544782,0.46273130,0.16397819,0.00116133,0.07518239,0.00000000
-5.71185593,0.70982840,0.64268539,0.44042662,0.15299472,0.00110670,0.07249029,0.00000000
-5.70585293,0.67156630,0.60805287,0.41701302,0.14187155,0.00104797,0.06955542,0.00000000
-5.69984992,0.63213001,0.57204834,0.39283895,0.13075908,0.00098607,0.06643059,0.00000000
-5.69384692,0.59208533,0.53516738,0.36825308,0.11979725,0.00092196,0.06317154,0.00000000
-5.68784392,0.55198614,0.49789384,0.34359809,0.10911327,0.00085658,0.05983603,0.00000000
-5.68184092,0.51236583,0.46069180,0.31920513,0.09882015,0.00079088,0.05648314,0.00000000
-5.67583792,0.47373016,0.42399887,0.29538901,0.08901573,0.00072572,0.05317247,0.00000000
-5.66983492,0.43655170,0.38822091,0.27244439,0.07978236,0.00066195,0.04996363,0.00000000
-5.66383192,0.40126584,0.35372847,0.25064284,0.07118723,0.00060032,0.04691569,0.00000000
-5.65782891,0.36826854,0.32085463,0.23023100,0.06328308,0.00054151,0.04408693,0.00000000
-5.65182591,0.33791572,0.28989451,0.21142968,0.05610946,0.00048612,0.04153457,0.00000000
-5.64582291,0.31052411,0.26110613,0.19443399,0.04969425,0.00043465,0.03931479,0.00000000
-5.63981991,0.28637349,0.23471244,0.17941429,0.04405550,0.00038755,0.03748280,0.00000000
-5.63381691,0.26570996,0.21090450,0.16651790,0.03920336,0.00034515,0.03609298,0.00000000
-5.62781391,0.24875009,0.18984531,0.15587134,0.03514205,0.00030775,0.03519918,0.00000000
-5.62181091,0.23568542,0.17167409,0.14758301,0.03187182,0.00027558,0.03485494,0.00000000
-5.61580790,0.22668704,0.15651079,0.14174587,0.02939068,0.00024879,0.03511376,0.00000000
-5.60980490,0.22190988,0.14446032,0.13844015,0.02769599,0.00022755,0.03602921,0.00000000
-5.60380190,0.22149615,0.13561629,0.13773565,0.02678565,0.00021193,0.03765495,0.00000000
-5.59779890,0.22557774,0.13006399,0.13969343,0.02665895,0.00020205,0.04004443,0.00000000
-5.59179590,0.23427705,0.12788217,0.14436673,0.02731703,0.00019795,0.04325041,0.00000000
-5.58579290,0.24770608,0.12914366,0.15180100,0.02876289,0.00019972,0.04732406,0.00000000
-5.57978989,0.26596352,0.13391440,0.16203263,0.03100086,0.00020738,0.05231374,0.00000000
-5.57378689,0.28912983,0.14225098,0.17508677,0.03403575,0.00022099,0.05826333,0.00000000
-5.56778389,0.31726016,0.15419668,0.19097375,0.03787152,0.00024055,0.06521027,0.00000000
-5.56178089,0.35037552,0.16977602,0.20968462,0.04250956,0.00026608,0.07318311,0.00000000
-5.55577789,0.38845229,0.18898814,0.23118568,0.04794674,0.00029752,0.08219893,0.00000000
-5.54977489,0.43141076,0.21179926,0.25541241,0.05417323,0.00033480,0.09226042,0.00000000
-5.54377189,0.47910307,0.23813463,0.28226312,0.06117026,0.00037776,0.10335302,0.00000000
-5.53776888,0.53130152,0.26787050,0.31159267,0.06890792,0.00042619,0.11544212,0.00000000
-5.53176588,0.58768792,0.30082662,0.34320681,0.07734314,0.00047977,0.12847051,0.00000000
-5.52576288,0.64784491,0.33675987,0.37685752,0.08641807,0.00053810,0.14235634,0.00000000
-5.51975988,0.71125016,0.37535966,0.41224001,0.09605884,0.00060067,0.15699175,0.00000000
-5.51375688,0.77727429,0.41624564,0.44899167,0.10617508,0.00066684,0.17224233,0.00000000
-5.50775388,0.84518317,0.45896829,0.48669348,0.11666002,0.00073589,0.18794760,0.00000000
-5.50175088,0.91414535,0.50301275,0.52487419,0.12739157,0.00080696,0.20392270,0.00000000
-5.49574787,0.98324478,0.54780625,0.56301747,0.13823420,0.00087910,0.21996123,0.00000000
-5.48974487,1.05149906,0.59272915,0.60057203,0.14904178,0.00095130,0.23583943,0.00000000
-5.48374187,1.11788299,0.63712976,0.63696461,0.15966127,0.00102246,0.25132149,0.00000000
-5.47773887,1.18135691,0.68034236,0.67161571,0.16993724,0.00109147,0.26616611,0.00000000
-5.47173587,1.24089904,0.72170825,0.70395730,0.17971709,0.00115721,0.28013380,0.00000000
-5.46573287,1.29554074,0.76059897,0.73345219,0.18885672,0.00121860,0.29299507,0.00000000
-5.45972986,1.34440333,0.79644099,0.75961416,0.19722662,0.00127461,0.30453884,0.00000000
-5.45372686,1.38673500,0.82874075,0.78202811,0.20471787,0.00132436,0.31458100,0.00000000
-5.44772386,1.42194606,0.85710916,0.80036917,0.21124808,0.00136709,0.32297255,0.00000000
-5.44172086,1.44964108,0.88128420,0.81442004,0.21676675,0.00140221,0.32960712,0.00000000
-5.43571786,1.46964601,0.90115070,0.82408557,0.22125994,0.00142939,0.33442734,0.00000000
-5.42971486,1.48202908,0.91675608,0.82940382,0.22475386,0.00144847,0.33742978,0.00000000
-5.42371186,1.48711400,0.92832119,0.83055289,0.22731727,0.00145960,0.33866827,0.00000000
-5.41770885,1.48548461,0.93624538,0.82785306,0.22906239,0.00146315,0.33825518,0.00000000
-5.41170585,1.47798026,0.94110520,0.82176385,0.23014432,0.00145978,0.33636069,0.00000000
-5.40570285,1.46568168,0.94364649,0.81287596,0.23075868,0.00145035,0.33320988,0.00000000
-5.39969985,1.44988731,0.94476947,0.80189811,0.23113763,0.00143600,0.32907770,0.00000000
-5.39369685,1.43208083,0.94550736,0.78963906,0.23154425,0.00141804,0.32428196,0.00000000
-5.38769385,1.41389040,0.94699856,0.77698540,0.23226532,0.00139793,0.31917447,0.00000000
-5.38169085,1.39704101,0.95045338,0.76487561,0.23360278,0.00137725,0.31413065,0.00000000
-5.37568784,1.38330130,0.95711601,0.75427138,0.23586398,0.00135766,0.30953791,0.00000000
-5.36968484,1.37442642,0.96822293,0.74612690,0.23935112,0.00134081,0.30578322,0.00000000
-5.36368184,1.37209892,0.98495910,0.74135723,0.24435013,0.00132829,0.30324016,0.00000000
-5.35767884,1.37786953,1.00841318,0.74080684,0.25111928,0.00132161,0.30225612,0.00000000
-5.35167584,1.39309972,1.03953356,0.74521914,0.25987812,0.00132209,0.30313977,0.00000000
-5.34567284,1.41890822,1.07908652,0.75520834,0.27079697,0.00133086,0.30614949,0.00000000
-5.33966983,1.45612320,1.12761832,0.77123434,0.28398738,0.00134877,0.31148308,0.00000000
-5.33366683,1.50524211,1.18542254,0.79358179,0.29949415,0.00137639,0.31926908,0.00000000
-5.32766383,1.56640051,1.25251431,0.82234393,0.31728902,0.00141394,0.32956007,0.00000000
-5.32166083,1.63935157,1.32861252,0.85741206,0.33726659,0.00146130,0.34232825,0.00000000
-5.31565783,1.72345713,1.41313112,0.89847112,0.35924260,0.00151801,0.35746344,0.00000000
-5.30965483,1.81769113,1.50518031,0.94500163,0.38295494,0.00158324,0.37477379,0.00000000
-5.30365183,1.92065578,1.60357806,0.99628835,0.40806730,0.00165583,0.39398902,0.00000000
-5.29764882,2.03061037,1.70687192,1.05143540,0.43417570,0.00173432,0.41476637,0.00000000
-5.29164582,2.14551229,1.81337096,1.10938770,0.46081763,0.00181697,0.43669906,0.00000000
-5.28564282,2.26306916,1.92118701,1.16895814,0.48748368,0.00190183,0.45932701,0.00000000
-5.27963982,2.38080058,2.02828397,1.22885970,0.51363138,0.00198677,0.48214955,0.00000000
-5.27363682,2.49610784,2.13253381,1.28774156,0.53870062,0.00206959,0.50463969,0.00000000
-5.26763382,2.60634885,2.23177713,1.34422802,0.56213037,0.00214804,0.52625953,0.00000000
-5.26163082,2.70891617,2.32388638,1.39695895,0.58337582,0.00221992,0.54647622,0.00000000
-5.25562781,2.80131492,2.40682911,1.44463014,0.60192553,0.00228314,0.56477794,0.00000000
-5.24962481,2.88123788,2.47872900,1.48603232,0.61731767,0.00233578,0.58068925,0.00000000
-5.24362181,2.94663481,2.53792226,1.52008716,0.62915484,0.00237619,0.59378535,0.00000000
-5.23761881,2.99577334,2.58300707,1.54587899,0.63711678,0.00240297,0.60370454,0.00000000
-5.23161581,3.02728907,2.61288426,1.56268095,0.64097044,0.00241510,0.61015859,0.00000000
-5.22561281,3.04022291,2.62678750,1.56997471,0.64057695,0.00241187,0.61294053,0.00000000
-5.21960980,3.03404437,2.62430206,1.56746292,0.63589528,0.00239300,0.61192951,0.00000000
-5.21360680,3.00866002,2.60537144,1.55507397,0.62698243,0.00235858,0.60709285,0.00000000
-5.20760380,2.96440706,2.57029189,1.53295922,0.61399010,0.00230905,0.59848491,0.00000000
-5.20160080,2.90203255,2.51969538,1.50148278,0.59715822,0.00224522,0.58624321,0.00000000
-5.19559780,2.82265963,2.45452193,1.46120448,0.57680551,0.00216822,0.57058181,0.00000000
-5.18959480,2.72774241,2.37598292,1.41285706,0.55331759,0.00207944,0.55178245,0.00000000
-5.18359180,2.61901175,2.28551708,1.35731855,0.52713333,0.00198049,0.53018381,0.00000000
-5.17758879,2.49841457,2.18474125,1.29558120,0.49872989,0.00187313,0.50616946,0.00000000
-5.17158579,2.36804927,2.07539820,1.22871838,0.46860729,0.00175924,0.48015492,0.00000000
-5.16558279,2.23010007,1.95930347,1.15785080,0.43727303,0.00164073,0.45257459,0.00000000
-5.15957979,2.08677295,1.83829360,1.08411338,0.40522749,0.00151948,0.42386878,0.00000000
-5.15357679,1.94023537,1.71417743,1.00862408,0.37295059,0.00139733,0.39447163,0.00000000
-5.14757379,1.79256207,1.58869212,0.93245572,0.34089015,0.00127598,0.36480009,0.00000000
-5.14157079,1.64568828,1.46346517,0.85661155,0.30945237,0.00115698,0.33524441,0.00000000
-5.13556778,1.50137168,1.33998330,0.78200522,0.27899445,0.00104171,0.30616034,0.00000000
-5.12956478,1.36116361,1.21956867,0.70944560,0.24981969,0.00093132,0.27786318,0.00000000
-5.12356178,1.22638980,1.10336254,0.63962638,0.22217482,0.00082678,0.25062366,0.00000000
-5.11755878,1.09814021,0.99231627,0.57312037,0.19624947,0.00072882,0.22466578,0.00000000
-5.11155578,0.97726757,0.88718902,0.51037838,0.17217774,0.00063794,0.20016624,0.00000000
-5.10555278,0.86439343,0.78855151,0.45173191,0.15004123,0.00055447,0.17725548,0.00000000
-5.09954977,0.75992068,0.69679498,0.39739927,0.12987361,0.00047853,0.15602003,0.00000000
-5.09354677,0.66405135,0.61214426,0.34749447,0.11166605,0.00041009,0.13650594,0.00000000
-5.08754377,0.57680814,0.53467406,0.30203811,0.09537332,0.00034897,0.11872294,0.00000000
-5.08154077,0.49805857,0.46432740,0.26096961,0.08092026,0.00029487,0.10264921,0.00000000
-5.07553777,0.42754035,0.40093521,0.22416024,0.06820817,0.00024741,0.08823643,0.00000000
-5.06953477,0.36488708,0.34423635,0.19142625,0.05712110,0.00020613,0.07541485,0.00000000
-5.06353177,0.30965303,0.29389722,0.16254175,0.04753159,0.00017053,0.06409831,0.00000000
-5.05752876,0.26133663,0.24953046,0.13725073,0.03930591,0.00014009,0.05418895,0.00000000
-5.05152576,0.21940171,0.21071215,0.11527821,0.03230854,0.00011428,0.04558152,0.00000000
-5.04552276,0.18329639,0.17699731,0.09634002,0.02640602,0.00009257,0.03816723,0.00000000
-5.03951976,0.15246926,0.14793342,0.08015124,0.02146996,0.00007445,0.03183707,0.00000000
-5.03351676,0.12638267,0.12307187,0.06643328,0.01737937,0.00005947,0.02648456,0.00000000
-5.02751376,0.10452348,0.10197738,0.05491946,0.01402235,0.00004716,0.02200799,0.00000000
-5.02151076,0.08641099,0.08423532,0.04535927,0.01129708,0.00003714,0.01831209,0.00000000
-5.01550775,0.07160255,0.06945727,0.03752144,0.00911243,0.00002905,0.01530920,0.00000000
-5.00950475,0.05969703,0.05728474,0.03119576,0.00738798,0.00002256,0.01292008,0.00000000
-5.00350175,0.05033629,0.04739148,0.02619400,0.00605378,0.00001740,0.01107417,0.00000000
-4.99749875,0.04320507,0.03948432,0.02234997,0.00504985,0.00001332,0.00970965,0.00000000
-4.99149575,0.03802958,0.03330302,0.01951883,0.00432537,0.00001013,0.00877310,0.00000000
-4.98549275,0.03457486,0.02861906,0.01757587,0.00383787,0.00000765,0.00821900,0.00000000
-4.97948974,0.03264145,0.02523383,0.01641485,0.00355222,0.00000574,0.00800894,0.00000000
-4.97348674,0.03206132,0.02297608,0.01594594,0.00343969,0.00000427,0.00811079,0.00000000
-4.96748374,0.03269342,0.02169916,0.01609354,0.00347690,0.00000316,0.00849767,0.00000000
-4.96148074,0.03441893,0.02127783,0.01679389,0.00364490,0.00000233,0.00914691,0.00000000
-4.95547774,0.03713651,0.02160508,0.01799266,0.00392821,0.00000170,0.01003892,0.00000000
-4.94947474,0.04075755,0.02258880,0.01964254,0.00431400,0.00000123,0.01115616,0.00000000
-4.94347174,0.04520157,0.02414868,0.02170103,0.00479129,0.00000089,0.01248202,0.00000000
-4.93746873,0.05039210,0.02621317,0.02412820,0.00535028,0.00000064,0.01399989,0.00000000
-4.93146573,0.05625280,0.02871682,0.02688488,0.00598176,0.00000046,0.01569223,0.00000000
-4.92546273,0.06270427,0.03159779,0.02993094,0.00667658,0.00000033,0.01753989,0.00000000
-4.91945973,0.06966143,0.03479594,0.03322402,0.00742529,0.00000024,0.01952144,0.00000000
-4.91345673,0.07703163,0.03825119,0.03671847,0.00821787,0.00000018,0.02161280,0.00000000
-4.90745373,0.08471351,0.04190246,0.04036481,0.00904349,0.00000014,0.02378702,0.00000000
-4.90145073,0.09259668,0.04568703,0.04410948,0.00989050,0.00000012,0.02601428,0.00000000
-4.89544772,0.10056224,0.04954045,0.04789501,0.01074645,0.00000011,0.02826209,0.00000000
-4.88944472,0.10848408,0.05339697,0.05166060,0.01159822,0.00000011,0.03049573,0.00000000
-4.88344172,0.11623094,0.05719035,0.05534304,0.01243226,0.00000012,0.03267889,0.00000000
-4.87743872,0.12366915,0.06085519,0.05887800,0.01323489,0.00000015,0.03477446,0.00000000
-4.87143572,0.13066595,0.06432870,0.06220146,0.01399275,0.00000019,0.03674554,0.00000000
-4.86543272,0.13709322,0.06755270,0.06525155,0.01469320,0.00000025,0.03855648,0.00000000
-4.85942971,0.14283154,0.07047596,0.06797029,0.01532486,0.00000034,0.04017408,0.00000000
-4.85342671,0.14777433,0.07305679,0.07030559,0.01587815,0.00000046,0.04156878,0.00000000
-4.84742371,0.15183194,0.07526567,0.07221301,0.01634580,0.00000063,0.04271583,0.00000000
-4.84142071,0.15493554,0.07708804,0.07365758,0.01672349,0.00000085,0.04359641,0.00000000
-4.83541771,0.15704061,0.07852705,0.07461531,0.01701031,0.00000115,0.04419869,0.00000000
-4.82941471,0.15812992,0.07960628,0.07507445,0.01720930,0.00000155,0.04451865,0.00000000
-4.82341171,0.15821593,0.08037231,0.07503647,0.01732795,0.00000209,0.04456082,0.00000000
-4.81740870,0.15734239,0.08089728,0.07451670,0.01737861,0.00000279,0.04433878,0.00000000
-4.81140570,0.15558539,0.08128106,0.07354453,0.01737886,0.00000371,0.04387548,0.00000000
-4.80540270,0.15305347,0.08165348,0.07216330,0.01735187,0.00000490,0.04320335,0.00000000
-4.79939970,0.14988715,0.08217604,0.07042985,0.01732662,0.00000643,0.04236422,0.00000000
-4.79339670,0.14625776,0.08304356,0.06841373,0.01733812,0.00000838,0.04140901,0.00000000
-4.78739370,0.14236567,0.08448532,0.06619610,0.01742752,0.00001085,0.04039732,0.00000000
-4.78139070,0.13843796,0.08676582,0.06386844,0.01764214,0.00001395,0.03939683,0.00000000
-4.77538769,0.13472569,0.09018496,0.06153113,0.01803543,0.00001781,0.03848255,0.00000000
-4.76938469,0.13150078,0.09507761,0.05929174,0.01866672,0.00002259,0.03773597,0.00000000
-4.76338169,0.12905244,0.10181217,0.05726342,0.01960096,0.00002844,0.03724412,0.00000000
-4.75737869,0.12768344,0.11078824,0.05556309,0.02090819,0.00003556,0.03709844,0.00000000
-4.75137569,0.12770586,0.12243286,0.05430966,0.02266281,0.00004414,0.03739362,0.00000000
-4.74537269,0.12943663,0.13719545,0.05362221,0.02494266,0.00005440,0.03822627,0.00000000
-4.73936968,0.13319259,0.15554091,0.05361812,0.02782779,0.00006658,0.03969342,0.00000000
-4.73336668,0.13928517,0.17794105,0.05441122,0.03139896,0.00008091,0.04189088,0.00000000
-4.72736368,0.14801455,0.20486400,0.05610985,0.03573577,0.00009763,0.04491149,0.00000000
-4.72136068,0.15966333,0.23676173,0.05881486,0.04091461,0.00011696,0.04884309,0.00000000
-4.71535768,0.17448980,0.27405585,0.06261767,0.04700613,0.00013914,0.05376639,0.00000000
-4.70935468,0.19272077,0.31712170,0.06759814,0.05407263,0.00016435,0.05975270,0.00000000
-4.70335168,0.21454418,0.36627139,0.07382260,0.06216517,0.00019277,0.06686153,0.00000000
-4.69734867,0.24010164,0.42173618,0.08134178,0.07132055,0.00022451,0.07513823,0.00000000
-4.69134567,0.26948127,0.48364889,0.09018900,0.08155842,0.00025965,0.08461165,0.00000000
-4.68534267,0.30271102,0.55202722,0.10037843,0.09287840,0.00029821,0.09529197,0.00000000
-4.67933967,0.33975306,0.62675886,0.11190377,0.10525761,0.00034011,0.10716886,0.00000000
-4.67333667,0.38049947,0.70758934,0.12473732,0.11864863,0.00038521,0.12021008,0.00000000
-4.66733367,0.42476972,0.79411359,0.13882954,0.13297809,0.00043331,0.13436058,0.00000000
-4.66133067,0.47231036,0.88577214,0.15410935,0.14814605,0.00048408,0.14954239,0.00000000
-4.65532766,0.52279721,0.98185257,0.17048503,0.16402633,0.00053714,0.16565522,0.00000000
-4.64932466,0.57584018,1.08149704,0.18784600,0.18046779,0.00059201,0.18257790,0.00000000
-4.64332166,0.63099093,1.18371580,0.20606533,0.19729673,0.00064815,0.20017081,0.00000000
-4.63731866,0.68775330,1.28740703,0.22500301,0.21432039,0.00070493,0.21827898,0.00000000
-4.63131566,0.74559610,1.39138234,0.24450989,0.23133137,0.00076171,0.23673616,0.00000000
-4.62531266,0.80396807,1.49439731,0.26443215,0.24811302,0.00081779,0.25536943,0.00000000
-4.61930965,0.86231431,1.59518605,0.28461604,0.26444555,0.00087247,0.27400423,0.00000000
-4.61330665,0.92009343,1.69249824,0.30491285,0.28011255,0.00092505,0.29246976,0.00000000
-4.60730365,0.97679475,1.78513714,0.32518357,0.29490780,0.00097486,0.31060420,0.00000000
-4.60130065,1.03195448,1.87199679,0.34530331,0.30864190,0.00102130,0.32825978,0.00000000
-4.59529765,1.08517021,1.95209655,0.36516488,0.32114857,0.00106380,0.34530712,0.00000000
-4.58929465,1.13611271,2.02461121,0.38468161,0.33229017,0.00110193,0.36163890,0.00000000
-4.58329165,1.18453451,2.08889522,0.40378898,0.34196221,0.00113533,0.37717240,0.00000000
-4.57728864,1.23027454,2.14449965,0.42244506,0.35009666,0.00116375,0.39185085,0.00000000
-4.57128564,1.27325879,2.19118105,0.44062970,0.35666380,0.00118707,0.40564354,0.00000000
-4.56528264,1.31349655,2.22890173,0.45834244,0.36167255,0.00120529,0.41854458,0.00000000
-4.55927964,1.35107275,2.25782155,0.47559924,0.36516928,0.00121852,0.43057049,0.00000000
-4.55327664,1.38613661,2.27828170,0.49242835,0.36723509,0.00122696,0.44175665,0.00000000
-4.54727364,1.41888724,2.29078142,0.50886529,0.36798175,0.00123094,0.45215285,0.00000000
-4.54127064,1.44955714,2.29594903,0.52494757,0.36754649,0.00123082,0.46181836,0.00000000
-4.53526763,1.47839437,2.29450901,0.54070915,0.36608591,0.00122706,0.47081650,0.00000000
-4.52926463,1.50564442,2.28724673,0.55617517,0.36376934,0.00122012,0.47920934,0.00000000
-4.52326163,1.53153282,2.27497291,0.57135725,0.36077184,0.00121050,0.48705265,0.00000000
-4.51725863,1.55624934,2.25848962,0.58624944,0.35726740,0.00119870,0.49439146,0.00000000
-4.51125563,1.57993460,2.23855929,0.60082529,0.35342240,0.00118516,0.50125642,0.00000000
-4.50525263,1.60266961,2.21587830,0.61503605,0.34938980,0.00117033,0.50766114,0.00000000
-4.49924962,1.62446885,2.19105604,0.62881007,0.34530414,0.00115457,0.51360065,0.00000000
-4.49324662,1.64527686,2.16460011,0.64205344,0.34127761,0.00113819,0.51905100,0.00000000
-4.48724362,1.66496849,2.13690796,0.65465180,0.33739730,0.00112143,0.52396993,0.00000000
-4.48124062,1.68335264,2.10826467,0.66647319,0.33372355,0.00110446,0.52829854,0.00000000
-4.47523762,1.70017894,2.07884659,0.67737174,0.33028959,0.00108738,0.53196391,0.00000000
-4.46923462,1.71514720,2.04872986,0.68719201,0.32710222,0.00107022,0.53488227,0.00000000
-4.46323162,1.72791881,2.01790308,0.69577382,0.32414353,0.00105294,0.53696279,0.00000000
-4.45722861,1.73812965,1.98628287,0.70295720,0.32137349,0.00103547,0.53811153,0.00000000
-4.45122561,1.74540392,1.95373131,0.70858746,0.31873319,0.00101768,0.53823560,0.00000000
-4.44522261,1.74936833,1.92007429,0.71252006,0.31614867,0.00099944,0.53724712,0.00000000
-4.43921961,1.74966605,1.88511955,0.71462515,0.31353509,0.00098057,0.53506701,0.00000000
-4.43321661,1.74597020,1.84867392,0.71479176,0.31080102,0.00096091,0.53162842,0.00000000
-4.42721361,1.73799634,1.81055889,0.71293142,0.30785281,0.00094031,0.52687968,0.00000000
-4.42121061,1.72551368,1.77062411,0.70898128,0.30459877,0.00091862,0.52078682,0.00000000
-4.41520760,1.70835491,1.72875858,0.70290661,0.30095311,0.00089575,0.51333550,0.00000000
-4.40920460,1.68642428,1.68489937,0.69470268,0.29683952,0.00087164,0.50453244,0.00000000
-4.40320160,1.65970393,1.63903779,0.68439604,0.29219419,0.00084625,0.49440626,0.00000000
-4.39719860,1.62825821,1.59122328,0.67204518,0.28696842,0.00081964,0.48300790,0.00000000
-4.39119560,1.59223604,1.54156496,0.65774046,0.28113051,0.00079188,0.47041040,0.00000000
-4.38519260,1.55187112,1.49023123,0.64160351,0.27466708,0.00076314,0.45670828,0.00000000
-4.37918959,1.50748002,1.43744757,0.62378588,0.26758374,0.00073361,0.44201637,0.00000000
-4.37318659,1.45945811,1.38349271,0.60446705,0.25990507,0.00070357,0.42646825,0.00000000
-4.36718359,1.40827338,1.32869345,0.58385184,0.25167409,0.00067332,0.41021419,0.00000000
-4.36118059,1.35445823,1.27341832,0.56216709,0.24295100,0.00064324,0.39341869,0.00000000
-4.35517759,1.29859945,1.21807018,0.53965784,0.23381154,0.00061371,0.37625764,0.00000000
-4.34917459,1.24132647,1.16307804,0.51658291,0.22434481,0.00058518,0.35891511,0.00000000
-4.34317159,1.18329825,1.10888818,0.49321004,0.21465080,0.00055810,0.34157989,0.00000000
-4.33716858,1.12518919,1.05595473,0.46981068,0.20483756,0.00053292,0.32444178,0.00000000
-4.33116558,1.06767429,1.00472999,0.44665450,0.19501832,0.00051010,0.30768772,0.00000000
-4.32516258,1.01141412,0.95565447,0.42400387,0.18530847,0.00049009,0.29149790,0.00000000
-4.31915958,0.95703995,0.90914713,0.40210832,0.17582259,0.00047327,0.27604188,0.00000000
-4.31315658,0.90513955,0.86559572,0.38119920,0.16667166,0.00046003,0.26147486,0.00000000
-4.30715358,0.85624404,0.82534772,0.36148475,0.15796047,0.00045065,0.24793422,0.00000000
