energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.73586793,0.99570853,-1.72485194,0.20988632,-0.56597024,0.16086073,-0.46851122,0.20074072,-0.34841482,0.27688450,-0.22786230,0.00782984,-0.00045084,0.06869811,-0.35645628,0.48184303,-0.69430951,0.00000000,-0.00000000
-5.72986493,1.03883740,-1.65847431,0.22058926,-0.53290510,0.16927739,-0.44673886,0.21185736,-0.33081184,0.28794015,-0.22393346,0.00836199,-0.00039299,0.07211661,-0.33537817,0.50219368,-0.67283966,0.00000000,-0.00000000
-5.72386193,1.08336594,-1.58926118,0.23131000,-0.49902719,0.17837474,-0.42427733,0.22312046,-0.31287795,0.29895702,-0.21935179,0.00890337,-0.00034847,0.07576675,-0.31390483,0.52297043,-0.65007397,0.00000000,-0.00000000
-5.71785893,1.12871339,-1.51797821,0.24189789,-0.46477783,0.18801054,-0.40139143,0.23442173,-0.29481758,0.30983730,-0.21417476,0.00945254,-0.00031648,0.07957592,-0.29231023,0.54392782,-0.62624822,0.00000000,-0.00000000
-5.71185593,1.17429049,-1.44537294,0.25221021,-0.43058673,0.19803222,-0.37833041,0.24565382,-0.27682488,0.32049050,-0.20846741,0.01000785,-0.00029648,0.08347112,-0.27085267,0.56481963,-0.60159909,0.00000000,-0.00000000
-5.70585293,1.21951062,-1.37216677,0.26211269,-0.39686187,0.20827976,-0.35532459,0.25671172,-0.25908160,0.33083498,-0.20230268,0.01056741,-0.00028815,0.08737986,-0.24976922,0.58540405,-0.57636396,0.00000000,-0.00000000
-5.69984992,1.26380096,-1.29905003,0.27147998,-0.36398109,0.21858907,-0.33258310,0.26749428,-0.24175575,0.34079886,-0.19576179,0.01112892,-0.00029143,0.09123102,-0.22927143,0.60544863,-0.55078138,0.00000000,-0.00000000
-5.69384692,1.30661330,-1.22667975,0.28019616,-0.33228565,0.22879560,-0.31029289,0.27790553,-0.22500102,0.35032056,-0.18893436,0.01168963,-0.00030648,0.09495586,-0.20954256,0.62473483,-0.52509201,0.00000000,-0.00000000
-5.68784392,1.34743419,-1.15567952,0.28815523,-0.30207565,0.23873824,-0.28861881,0.28785608,-0.20895666,0.35934874,-0.18191828,0.01224626,-0.00033371,0.09848907,-0.19073614,0.64306226,-0.49953958,0.00000000,-0.00000000
-5.68184092,1.38579435,-1.08664084,0.29526163,-0.27360731,0.24826323,-0.26770444,0.29726428,-0.19374790,0.36784196,-0.17481933,0.01279493,-0.00037371,0.10176977,-0.17297586,0.66025222,-0.47437173,0.00000000,-0.00000000
-5.67583792,1.42127687,-1.02012511,0.30143087,-0.24709199,0.25722803,-0.24767366,0.30605737,-0.17948659,0.37576783,-0.16775027,0.01333114,-0.00042725,0.10474257,-0.15635647,0.67615079,-0.44984032,0.00000000,-0.00000000
-5.66983492,1.45352415,-0.95666568,0.30659011,-0.22269666,0.26550486,-0.22863260,0.31417242,-0.16627200,0.38310209,-0.16082961,0.01384977,-0.00049524,0.10735855,-0.14094561,0.69063104,-0.42620112,0.00000000,-0.00000000
-5.66383192,1.48224332,-0.89676942,0.31067892,-0.20054559,0.27298393,-0.21067172,0.32155712,-0.15419168,0.38982737,-0.15417996,0.01434518,-0.00057871,0.10957606,-0.12678634,0.70359464,-0.40371266,0.00000000,-0.00000000
-5.65782891,1.50720995,-0.84091713,0.31365002,-0.18072295,0.27957605,-0.19386798,0.32817034,-0.14332210,0.39593190,-0.14792582,0.01481123,-0.00067874,0.11136153,-0.11390005,0.71497254,-0.38263410,0.00000000,-0.00000000
-5.65182591,1.52826991,-0.78956271,0.31547001,-0.16327611,0.28521459,-0.17828682,0.33398245,-0.13372925,0.40140828,-0.14219122,0.01524146,-0.00079642,0.11269005,-0.10228958,0.72472484,-0.36322224,0.00000000,-0.00000000
-5.64582291,1.54533943,-0.74313065,0.31612018,-0.14821929,0.28985665,-0.16398384,0.33897544,-0.12546887,0.40625223,-0.13709687,0.01562922,-0.00093280,0.11354579,-0.09194243,0.73283984,-0.34572762,0.00000000,-0.00000000
-5.63981991,1.55840312,-0.70201210,0.31559714,-0.13553725,0.29348345,-0.15100617,0.34314271,-0.11858650,0.41046145,-0.13275722,0.01596791,-0.00108882,0.11392230,-0.08283373,0.73933219,-0.33038982,0.00000000,-0.00000000
-5.63381691,1.56751027,-0.66655936,0.31391347,-0.12518904,0.29609980,-0.13939334,0.34648863,-0.11311718,0.41403468,-0.12927738,0.01625115,-0.00126527,0.11382255,-0.07492896,0.74424032,-0.31743227,0.00000000,-0.00000000
-5.62781391,1.57276939,-0.63707927,0.31109814,-0.11711135,0.29773282,-0.12917776,0.34902777,-0.10908498,0.41697089,-0.12675008,0.01647303,-0.00146272,0.11325890,-0.06818634,0.74762315,-0.30705667,0.00000000,-0.00000000
-5.62181091,1.57434141,-0.61382581,0.30719680,-0.11122168,0.29842989,-0.12038483,0.35078400,-0.10650224,0.41926867,-0.12525283,0.01662831,-0.00168150,0.11225281,-0.06255871,0.74955631,-0.29943723,0.00000000,-0.00000000
-5.61580790,1.57243184,-0.59699223,0.30227178,-0.10742095,0.29825597,-0.11303260,0.35178935,-0.10536880,0.42092586,-0.12484530,0.01671267,-0.00192161,0.11083448,-0.05799502,0.75012800,-0.29471526,0.00000000,-0.00000000
-5.60980490,1.56728235,-0.58670345,0.29640194,-0.10559580,0.29729055,-0.10713121,0.35208272,-0.10567111,0.42193943,-0.12556718,0.01672286,-0.00218272,0.10904237,-0.05444138,0.74943476,-0.29299398,0.00000000,-0.00000000
-5.60380190,1.55916228,-0.58300897,0.28968223,-0.10562052,0.29562420,-0.10268200,0.35170862,-0.10738137,0.42230558,-0.12743659,0.01665685,-0.00246416,0.10692260,-0.05184170,0.74757738,-0.29433420,0.00000000,-0.00000000
-5.59779890,1.54836065,-0.58587698,0.28222306,-0.10735858,0.29335522,-0.09967658,0.35071599,-0.11045693,0.42202012,-0.13044904,0.01651394,-0.00276488,0.10452836,-0.05013801,0.74465730,-0.29875080,0.00000000,-0.00000000
-5.59179590,1.53517932,-0.59519002,0.27414941,-0.11066408,0.29058637,-0.09809571,0.34915712,-0.11483979,0.42107921,-0.13457723,0.01629483,-0.00308354,0.10191926,-0.04927057,0.74077360,-0.30621039,0.00000000,-0.00000000
-5.58579290,1.51992764,-0.61074263,0.26559990,-0.11538297,0.28742198,-0.09790838,0.34708692,-0.12045656,0.41948033,-0.13977154,0.01600161,-0.00341846,0.09916071,-0.04917775,0.73602113,-0.31663026,0.00000000,-0.00000000
-5.57978989,1.50291918,-0.63224127,0.25672566,-0.12135437,0.28396559,-0.09907079,0.34456249,-0.12721870,0.41722363,-0.14596129,0.01563770,-0.00376776,0.09632338,-0.04979590,0.73048961,-0.32987863,0.00000000,-0.00000000
-5.57378689,1.48447080,-0.65930669,0.24768917,-0.12841190,0.28031838,-0.10152567,0.34164319,-0.13502328,0.41431356,-0.15305687,0.01520778,-0.00412940,0.09348270,-0.05105919,0.72426418,-0.34577644,0.00000000,-0.00000000
-5.56778389,1.46490411,-0.69147894,0.23866310,-0.13638522,0.27657823,-0.10520175,0.33839116,-0.14375425,0.41076080,-0.16095247,0.01471765,-0.00450128,0.09071841,-0.05289950,0.71742717,-0.36410049,0.00000000,-0.00000000
-5.56178089,1.44454938,-0.72822490,0.22982914,-0.14510184,0.27283968,-0.11001363,0.33487226,-0.15328413,0.40658437,-0.16952958,0.01417404,-0.00488140,0.08811422,-0.05524650,0.71006126,-0.38458798,0.00000000,-0.00000000
-5.55577789,1.42375149,-0.76894823,0.22137691,-0.15438906,0.26919467,-0.11586192,0.33115755,-0.16347617,0.40181395,-0.17866085,0.01358444,-0.00526789,0.08575757,-0.05802789,0.70225362,-0.40694228,0.00000000,-0.00000000
-5.54977489,1.40287749,-0.81300143,0.21350279,-0.16407633,0.26573390,-0.12263379,0.32732497,-0.17418703,0.39649214,-0.18821448,0.01295686,-0.00565922,0.08373929,-0.06116983,0.69410102,-0.43083981,0.00000000,-0.00000000
-5.54377189,1.38232503,-0.85969980,0.20640885,-0.17399763,0.26254870,-0.13020401,0.32346137,-0.18526967,0.39067664,-0.19805864,0.01229963,-0.00605428,0.08215339,-0.06459758,0.68571532,-0.45593768,0.00000000,-0.00000000
-5.53776888,1.36253083,-0.90833657,0.20030159,-0.18399409,0.25973326,-0.13843633,0.31966443,-0.19657658,0.38444217,-0.20806597,0.01162122,-0.00645247,0.08109667,-0.06823637,0.67722901,-0.48188196,0.00000000,-0.00000000
-5.53176588,1.34397811,-0.95819890,0.19539054,-0.19391659,0.25738685,-0.14718534,0.31604452,-0.20796303,0.37788181,-0.21811778,0.01093000,-0.00685380,0.08066829,-0.07201241,0.66880025,-0.50831623,0.00000000,-0.00000000
-5.52576288,1.32720213,-1.00858400,0.19188664,-0.20362825,0.25561579,-0.15629864,0.31272608,-0.21929038,0.37110778,-0.22810785,0.01023408,-0.00725891,0.08096907,-0.07585403,0.66061690,-0.53489008,0.00000000,-0.00000000
-5.51975988,1.31279258,-1.05881478,0.19000014,-0.21300674,0.25453503,-0.16561949,0.30984835,-0.23042918,0.36425134,-0.23794556,0.00954118,-0.00766909,0.08210053,-0.07969294,0.65289903,-0.56126715,0.00000000,-0.00000000
-5.51375688,1.30139213,-1.10825444,0.18993809,-0.22194619,0.25426883,-0.17498959,0.30756538,-0.24126192,0.35746172,-0.24755819,0.00885850,-0.00808626,0.08416365,-0.08346539,0.64589945,-0.58713260,0.00000000,-0.00000000
-5.50775388,1.29369027,-1.15631926,0.19190115,-0.23035860,0.25495055,-0.18425221,0.30604483,-0.25168540,0.35090392,-0.25689230,0.00819263,-0.00851283,0.08725721,-0.08711342,0.63990185,-0.61219954,0.00000000,-0.00000000
-5.50175088,1.29041206,-1.20248934,0.19607984,-0.23817476,0.25672121,-0.19325533,0.30546574,-0.26161250,0.34475542,-0.26591401,0.00754949,-0.00895161,0.09147572,-0.09058586,0.63521643,-0.63621415,0.00000000,-0.00000000
-5.49574787,1.29230141,-1.24631656,0.20265002,-0.24534446,0.25972687,-0.20185488,0.30601498,-0.27097326,0.33920169,-0.27460821,0.00693432,-0.00940563,0.09690693,-0.09383925,0.63217276,-0.65895953,0.00000000,-0.00000000
-5.48974487,1.30009930,-1.28742972,0.21176773,-0.25183603,0.26411466,-0.20991782,0.30788247,-0.27971536,0.33443066,-0.28297673,0.00635163,-0.00987788,0.10362899,-0.09683847,0.63111012,-0.68025785,0.00000000,-0.00000000
-5.48374187,1.31451722,-1.32553660,0.22356346,-0.25763525,0.27002762,-0.21732505,0.31125525,-0.28780381,0.33062624,-0.29103546,0.00580529,-0.01037111,0.11170721,-0.09955716,0.63236539,-0.69997100,0.00000000,-0.00000000
-5.47773887,1.33620683,-1.36042308,0.23813590,-0.26274366,0.27759850,-0.22397405,0.31631045,-0.29522002,0.32796121,-0.29881071,0.00529846,-0.01088752,0.12119059,-0.10197784,0.63625909,-0.71799966,0.00000000,-0.00000000
-5.47173587,1.36572707,-1.39194946,0.25554553,-0.26717634,0.28694271,-0.22978109,0.32320759,-0.30196026,0.32658962,-0.30633491,0.00483370,-0.01142850,0.13210822,-0.10409183,0.64307997,-0.73428102,0.00000000,-0.00000000
-5.46573287,1.40351004,-1.42004439,0.27580818,-0.27095941,0.29815078,-0.23468299,0.33208034,-0.30803366,0.32663919,-0.31364193,0.00441299,-0.01199437,0.14446572,-0.10589885,0.65306903,-0.74878526,0.00000000,-0.00000000
-5.45972986,1.44982754,-1.44469702,0.29888885,-0.27412723,0.31128067,-0.23863838,0.34302819,-0.31345991,0.32820396,-0.32076238,0.00403776,-0.01258416,0.15824179,-0.10740652,0.66640361,-0.76151111,0.00000000,-0.00000000
-5.45372686,1.50475997,-1.46594795,0.32469632,-0.27671975,0.32635045,-0.24162838,0.35610846,-0.31826679,0.33133764,-0.32771904,0.00370895,-0.01319540,0.17338527,-0.10862964,0.68318254,-0.77248097,0.00000000,-0.00000000
-5.44772386,1.56816952,-1.48387971,0.35307870,-0.27877995,0.34333155,-0.24365680,0.37132902,-0.32248781,0.33604809,-0.33452290,0.00342703,-0.01382400,0.18981266,-0.10958943,0.70341310,-0.78173574,0.00000000,-0.00000000
-5.44172086,1.63967926,-1.49860760,0.38382036,-0.28035177,0.36214334,-0.24474977,0.38864219,-0.32616002,0.34229316,-0.34116994,0.00319203,-0.01446419,0.20740650,-0.11031283,0.72700074,-0.78932994,0.00000000,-0.00000000
-5.43571786,1.71865995,-1.51027157,0.41664062,-0.28147857,0.38264915,-0.24495483,0.40794017,-0.32932227,0.34997831,-0.34763904,0.00300358,-0.01510857,0.22601465,-0.11083175,0.75374210,-0.79532739,0.00000000,-0.00000000
-5.42971486,1.80422564,-1.51902979,0.45119438,-0.28220233,0.40465425,-0.24433972,0.42905246,-0.33201401,0.35895620,-0.35389103,0.00286087,-0.01574820,0.24545070,-0.11118259,0.78332212,-0.79979782,0.00000000,-0.00000000
-5.42371186,1.89523910,-1.52505444,0.48707504,-0.28256363,0.42790600,-0.24299070,0.45174539,-0.33427477,0.36902838,-0.35986919,0.00276273,-0.01637282,0.26549560,-0.11140578,0.81531550,-0.80281467,0.00000000,-0.00000000
-5.41770885,1.99032756,-1.52853004,0.52381963,-0.28260252,0.45209637,-0.24101065,0.47572409,-0.33614424,0.37994921,-0.36550104,0.00270755,-0.01697111,0.28590052,-0.11154570,0.84919285,-0.80445420,0.00000000,-0.00000000
-5.41170585,2.08790867,-1.52965448,0.56091637,-0.28236016,0.47686688,-0.23851694,0.50063688,-0.33766317,0.39143178,-0.37070153,0.00269334,-0.01753108,0.30639100,-0.11165065,0.88433139,-0.80479604,0.00000000,-0.00000000
-5.40570285,2.18622629,-1.52864253,0.59781441,-0.28188119,0.50181592,-0.23563916,0.52608213,-0.33887475,0.40315588,-0.37537732,0.00271767,-0.01804047,0.32667233,-0.11177311,0.92003006,-0.80392509,0.00000000,-0.00000000
-5.39969985,2.28339498,-1.52573167,0.63393563,-0.28121672,0.52650825,-0.23251679,0.55161738,-0.33982660,0.41477758,-0.37943213,0.00277772,-0.01848720,0.34643599,-0.11197013,0.95552856,-0.80193457,0.00000000,-0.00000000
-5.39369685,2.37745183,-1.52118939,0.66868813,-0.28042758,0.55048651,-0.22929685,0.57677048,-0.34057296,0.42594016,-0.38277262,0.00287025,-0.01885985,0.36536701,-0.11230373,0.99002961,-0.79892998,0.00000000,-0.00000000
-5.38769385,2.46641362,-1.51532146,0.70148095,-0.27958784,0.57328413,-0.22613147,0.60105243,-0.34117708,0.43628588,-0.38531468,0.00299161,-0.01914814,0.38315196,-0.11284143,1.02272364,-0.79503359,0.00000000,-0.00000000
-5.38169085,2.54833730,-1.50848016,0.73173961,-0.27878800,0.59443940,-0.22317557,0.62397136,-0.34171340,0.44546821,-0.38698959,0.00313777,-0.01934335,0.39948742,-0.11365649,1.05281491,-0.79038893,0.00000000,-0.00000000
-5.37568784,2.62138125,-1.50107139,0.75892177,-0.27813782,0.61350999,-0.22058442,0.64504729,-0.34226935,0.45316383,-0.38774981,0.00330436,-0.01943875,0.41408841,-0.11482811,1.07954800,-0.78516494,0.00000000,-0.00000000
-5.36968484,2.68386486,-1.49355984,0.78253254,-0.27776835,0.63008737,-0.21851129,0.66382693,-0.34294655,0.45908409,-0.38757382,0.00348673,-0.01942985,0.42669669,-0.11644120,1.10223355,-0.77955918,0.00000000,-0.00000000
-5.36368184,2.73432406,-1.48647117,0.80213875,-0.27783296,0.64381059,-0.21710496,0.67989806,-0.34386117,0.46298529,-0.38646995,0.00367995,-0.01931470,0.43708836,-0.11858577,1.12027227,-0.77379961,0.00000000,-0.00000000
-5.35767884,2.77156039,-1.48039047,0.81738160,-0.27850709,0.65437872,-0.21650731,0.69290290,-0.34514325,0.46467739,-0.38447873,0.00387898,-0.01909396,0.44508070,-0.12135586,1.13317603,-0.76814470,0.00000000,-0.00000000
-5.35167584,2.79468161,-1.47595633,0.82798735,-0.27998655,0.66156154,-0.21685066,0.70254981,-0.34693501,0.46403074,-0.38167362,0.00407870,-0.01877096,0.45053775,-0.12484785,1.14058531,-0.76288136,0.00000000,-0.00000000
-5.34567284,2.80313223,-1.47385028,0.83377531,-0.28248438,0.66520792,-0.21825526,0.70862307,-0.34938787,0.46098067,-0.37816005,0.00427403,-0.01835161,0.45337460,-0.12915830,1.14228220,-0.75832072,0.00000000,-0.00000000
