energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
3.01650825,1.27298202,0.16983142,0.00327591,0.01434988,0.02775659,0.35941451,0.95665505,0.00803682,0.22944471
3.02251126,1.28174686,0.16544963,0.00323130,0.01364773,0.02610477,0.36692611,0.97268598,0.00697617,0.23044802
3.02851426,1.29124682,0.16211797,0.00318195,0.01307853,0.02463924,0.37432145,0.98910197,0.00609286,0.23080076
3.03451726,1.30076113,0.15963735,0.00312747,0.01262708,0.02335136,0.38136598,1.00539969,0.00537713,0.23043420
3.04052026,1.30966108,0.15781795,0.00306784,0.01227916,0.02223436,0.38784894,1.02114187,0.00481922,0.22930378
3.04652326,1.31743031,0.15648589,0.00300330,0.01202212,0.02128391,0.39359112,1.03596982,0.00440980,0.22739054
3.05252626,1.32367848,0.15548874,0.00293441,0.01184538,0.02049848,0.39845105,1.04961107,0.00414037,0.22470135
3.05852926,1.32814804,0.15469980,0.00286201,0.01174088,0.01987949,0.40232948,1.06188220,0.00400349,0.22126814
3.06453227,1.33071422,0.15402096,0.00278715,0.01170322,0.01943127,0.40517178,1.07268684,0.00399296,0.21714600
3.07053527,1.33137867,0.15338430,0.00271105,0.01172985,0.01916076,0.40696853,1.08200938,0.00410389,0.21241048
3.07653827,1.33025735,0.15275221,0.00263503,0.01182096,0.01907715,0.40775400,1.08990469,0.00433270,0.20715410
3.08254127,1.32756368,0.15211638,0.00256048,0.01197934,0.01919132,0.40760294,1.09648492,0.00467701,0.20148233
3.08854427,1.32358808,0.15149550,0.00248876,0.01221007,0.01951514,0.40662573,1.10190398,0.00513546,0.19550925
3.09454727,1.31867508,0.15093203,0.00242115,0.01252009,0.02006077,0.40496218,1.10634093,0.00570748,0.18935315
3.10055028,1.31319942,0.15048805,0.00235881,0.01291773,0.02083982,0.40277453,1.10998317,0.00639303,0.18313206
3.10655328,1.30754244,0.15024048,0.00230272,0.01341207,0.02186256,0.40023977,1.11301044,0.00719223,0.17695978
3.11255628,1.30207007,0.15027595,0.00225368,0.01401236,0.02313709,0.39754198,1.11558070,0.00810502,0.17094220
3.11855928,1.29711345,0.15068531,0.00221225,0.01472732,0.02466863,0.39486495,1.11781861,0.00913080,0.16517430
3.12456228,1.29295326,0.15155835,0.00217875,0.01556449,0.02645877,0.39238551,1.11980724,0.01026809,0.15973785
3.13056528,1.28980846,0.15297863,0.00215329,0.01652961,0.02850495,0.39026794,1.12158356,0.01151412,0.15469990
3.13656828,1.28782993,0.15501886,0.00213578,0.01762602,0.03080000,0.38865983,1.12313798,0.01286458,0.15011202
3.14257129,1.28709909,0.15773688,0.00212592,0.01885416,0.03333189,0.38768938,1.12441769,0.01431336,0.14601036
3.14857429,1.28763165,0.16117249,0.00212328,0.02021119,0.03608357,0.38746446,1.12533389,0.01585235,0.14241649
3.15457729,1.28938589,0.16534524,0.00212735,0.02169073,0.03903314,0.38807323,1.12577219,0.01747138,0.13933879
3.16058029,1.29227500,0.17025310,0.00213752,0.02328274,0.04215412,0.38958644,1.12560577,0.01915818,0.13677451
3.16658329,1.29618264,0.17587237,0.00215321,0.02497354,0.04541598,0.39206092,1.12471017,0.02089854,0.13471216
3.17258629,1.30098071,0.18215849,0.00217388,0.02674605,0.04878485,0.39554417,1.12297922,0.02267648,0.13313417
3.17858929,1.30654822,0.18904790,0.00219907,0.02858012,0.05222445,0.40007959,1.12034076,0.02447464,0.13201973
3.18459230,1.31279005,0.19646074,0.00222846,0.03045307,0.05569711,0.40571197,1.11677140,0.02627464,0.13134754
3.19059530,1.31965456,0.20430432,0.00226189,0.03234035,0.05916501,0.41249272,1.11230931,0.02805770,0.13109843
3.19659830,1.32714877,0.21247709,0.00229939,0.03421626,0.06259136,0.42048458,1.10706421,0.02980513,0.13125761
3.20260130,1.33535022,0.22087304,0.00234119,0.03605484,0.06594173,0.42976512,1.10122389,0.03149902,0.13181661
3.20860430,1.34441472,0.22938609,0.00238774,0.03783074,0.06918525,0.44042907,1.09505664,0.03312289,0.13277465
3.21460730,1.35457918,0.23791450,0.00243966,0.03952006,0.07229572,0.45258891,1.08890944,0.03466228,0.13413944
3.22061031,1.36615934,0.24636484,0.00249777,0.04110127,0.07525258,0.46637369,1.08320155,0.03610534,0.13592746
3.22661331,1.37954228,0.25465551,0.00256301,0.04255590,0.07804157,0.48192616,1.07841385,0.03744333,0.13816359
3.23261631,1.39517366,0.26271951,0.00263644,0.04386926,0.08065527,0.49939805,1.07507416,0.03867093,0.14088024
3.23861931,1.41354050,0.27050637,0.00271914,0.04503085,0.08309317,0.51894401,1.07373898,0.03978651,0.14411588
3.24462231,1.43514984,0.27798320,0.00281220,0.04603475,0.08536151,0.54071422,1.07497257,0.04079217,0.14791325
3.25062531,1.46050456,0.28513481,0.00291663,0.04687974,0.08747279,0.56484636,1.07932416,0.04169361,0.15231718
3.25662831,1.49007731,0.29196293,0.00303332,0.04756918,0.08944496,0.59145714,1.08730419,0.04249989,0.15737215
3.26263132,1.52428390,0.29848460,0.00316294,0.04811085,0.09130036,0.62063413,1.09936086,0.04322298,0.16311984
3.26863432,1.56345757,0.30472997,0.00330595,0.04851646,0.09306447,0.65242820,1.11585794,0.04387720,0.16959668
3.27463732,1.60782548,0.31073954,0.00346247,0.04880111,0.09476453,0.68684716,1.13705492,0.04447858,0.17683145
3.28064032,1.65748881,0.31656114,0.00363234,0.04898259,0.09642810,0.72385094,1.16309063,0.04504416,0.18484327
3.28664332,1.71240754,0.32224686,0.00381501,0.04908064,0.09808172,0.76334859,1.19397102,0.04559126,0.19363982
3.29264632,1.77239103,0.32785007,0.00400959,0.04911616,0.09974963,0.80519733,1.22956194,0.04613685,0.20321602
3.29864932,1.83709502,0.33342280,0.00421485,0.04911044,0.10145275,0.84920375,1.26958736,0.04669689,0.21355319
3.30465233,1.90602540,0.33901356,0.00442921,0.04908438,0.10320797,0.89512694,1.31363322,0.04728595,0.22461861
3.31065533,1.97854889,0.34466578,0.00465085,0.04905790,0.10502765,0.94268343,1.36115696,0.04791685,0.23636566
3.31665833,2.05391008,0.35041683,0.00487770,0.04904932,0.10691959,0.99155368,1.41150240,0.04860054,0.24873431
3.32266133,2.13125440,0.35629770,0.00510753,0.04907501,0.10888725,1.04138956,1.46391930,0.04934616,0.26165210
3.32866433,2.20965567,0.36233327,0.00533805,0.04914901,0.11093037,1.09182250,1.51758704,0.05016132,0.27503539
3.33466733,2.28814718,0.36854303,0.00556697,0.04928290,0.11304575,1.14247176,1.57164110,0.05105243,0.28879089
3.34067034,2.36575461,0.37494213,0.00579208,0.04948577,0.11522830,1.19295244,1.62520139,0.05202526,0.30281740
3.34667334,2.44152930,0.38154261,0.00601133,0.04976419,0.11747213,1.24288268,1.67740116,0.05308557,0.31700756
3.35267634,2.51458011,0.38835462,0.00622293,0.05012239,0.11977169,1.29188997,1.72741504,0.05423969,0.33124980
3.35867934,2.58410238,0.39538743,0.00642534,0.05056242,0.12212279,1.33961619,1.77448515,0.05549517,0.34543007
3.36468234,2.64940258,0.40265017,0.00661740,0.05108430,0.12452338,1.38572139,1.81794410,0.05686128,0.35943363
3.37068534,2.70991754,0.41015205,0.00679830,0.05168626,0.12697416,1.42988635,1.85723382,0.05834936,0.37314672
3.37668834,2.76522736,0.41790215,0.00696759,0.05236489,0.12947875,1.47181408,1.89191968,0.05997302,0.38645805
3.38269135,2.81506163,0.42590858,0.00712519,0.05311524,0.13204361,1.51123051,1.92169920,0.06174804,0.39926027
3.38869435,2.85929889,0.43417725,0.00727133,0.05393096,0.13467750,1.54788468,1.94640535,0.06369211,0.41145122
3.39469735,2.89795944,0.44271010,0.00740655,0.05480429,0.13739063,1.58154877,1.96600435,0.06582420,0.42293516
3.40070035,2.93119243,0.45150312,0.00753156,0.05572608,0.14019360,1.61201824,1.98058847,0.06816374,0.43362386
3.40670335,2.95925784,0.46054419,0.00764724,0.05668577,0.14309597,1.63911240,1.99036423,0.07072955,0.44343761
3.41270635,2.98250470,0.46981093,0.00775451,0.05767134,0.14610491,1.66267553,1.99563691,0.07353860,0.45230613
3.41870935,3.00134672,0.47926880,0.00785427,0.05866929,0.14922370,1.68257873,1.99679219,0.07660460,0.46016937
3.42471236,3.01623673,0.48886958,0.00794731,0.05966467,0.15245040,1.69872224,1.99427586,0.07993661,0.46697813
3.43071536,3.02764116,0.49855034,0.00803426,0.06064116,0.15577679,1.71103832,1.98857278,0.08353761,0.47269459
3.43671836,3.03601594,0.50823313,0.00811549,0.06158120,0.15918751,1.71949432,1.98018577,0.08740314,0.47729257
3.44272136,3.04178475,0.51782533,0.00819109,0.06246625,0.16265971,1.72409558,1.96961564,0.09152026,0.48075752
3.44872436,3.04532059,0.52722083,0.00826086,0.06327712,0.16616309,1.72488786,1.95734288,0.09586660,0.48308633
3.45472736,3.04693130,0.53630188,0.00832425,0.06399444,0.16966042,1.72195899,1.94381180,0.10040982,0.48428675
3.46073037,3.04684943,0.54494164,0.00838041,0.06459915,0.17310851,1.71543921,1.92941757,0.10510748,0.48437655
3.46673337,3.04522667,0.55300738,0.00842821,0.06507310,0.17645961,1.70550021,1.91449636,0.10990723,0.48338241
3.47273637,3.04213278,0.56036399,0.00846626,0.06539969,0.17966315,1.69235254,1.89931890,0.11474752,0.48133856
3.47873937,3.03755873,0.56687786,0.00849302,0.06556451,0.18266775,1.67624139,1.88408733,0.11955865,0.47828525
3.48474237,3.03142366,0.57242089,0.00850680,0.06555596,0.18542337,1.65744087,1.86893517,0.12426434,0.47426713
3.49074537,3.02358513,0.57687438,0.00850590,0.06536581,0.18788348,1.63624704,1.85393031,0.12878356,0.46933161
3.49674837,3.01385195,0.58013270,0.00848865,0.06498967,0.19000714,1.61296985,1.83908043,0.13303271,0.46352736
3.50275138,3.00199884,0.58210672,0.00845353,0.06442732,0.19176086,1.58792460,1.82434056,0.13692807,0.45690298
3.50875438,2.98778229,0.58272656,0.00839920,0.06368288,0.19312014,1.56142320,1.80962227,0.14038833,0.44950597
3.51475738,2.97095666,0.58194397,0.00832459,0.06276483,0.19407064,1.53376578,1.79480395,0.14333722,0.44138207
3.52076038,2.95129003,0.57973391,0.00822897,0.06168580,0.19460882,1.50523302,1.77974162,0.14570604,0.43257498
3.52676338,2.92857894,0.57609559,0.00811198,0.06046227,0.19474215,1.47607958,1.76427980,0.14743610,0.42312655
3.53276638,2.90266152,0.57105275,0.00797365,0.05911398,0.19448875,1.44652900,1.74826204,0.14848088,0.41307732
3.53876938,2.87342852,0.56465341,0.00781445,0.05766329,0.19387666,1.41677010,1.73154048,0.14880788,0.40246743
3.54477239,2.84083193,0.55696898,0.00763525,0.05613436,0.19294259,1.38695512,1.71398430,0.14840005,0.39133785
3.55077539,2.80489081,0.54809288,0.00743734,0.05455230,0.19173039,1.35719948,1.69548676,0.14725679,0.37973174
3.55677839,2.76569445,0.53813874,0.00722238,0.05294224,0.19028929,1.32758311,1.67597047,0.14539445,0.36769591
3.56278139,2.72340274,0.52723834,0.00699235,0.05132847,0.18867196,1.29815316,1.65539118,0.14284637,0.35528218
3.56878439,2.67824407,0.51553924,0.00674954,0.04973353,0.18693259,1.26892774,1.63373973,0.13966230,0.34254862
3.57478739,2.63051096,0.50320234,0.00649645,0.04817753,0.18512506,1.23990065,1.61104254,0.13590750,0.32956053
3.58079040,2.58055393,0.49039939,0.00623574,0.04667752,0.18330128,1.21104661,1.58736081,0.13166127,0.31639096
3.58679340,2.52877395,0.47731050,0.00597020,0.04524705,0.18150984,1.18232685,1.56278856,0.12701517,0.30312090
3.59279640,2.47561401,0.46412177,0.00570263,0.04389590,0.17979498,1.15369478,1.53744985,0.12207088,0.28983901
3.59879940,2.42155035,0.45102301,0.00543582,0.04263004,0.17819587,1.12510149,1.51149557,0.11693785,0.27664081
3.60480240,2.36708361,0.43820561,0.00517250,0.04145178,0.17674640,1.09650110,1.48509991,0.11173072,0.26362754
3.61080540,2.31273031,0.42586051,0.00491523,0.04036005,0.17547517,1.06785549,1.45845676,0.10656674,0.25090455
3.61680840,2.25901494,0.41417625,0.00466645,0.03935089,0.17440587,1.03913863,1.43177632,0.10156306,0.23857945
3.62281141,2.20646264,0.40333710,0.00442837,0.03841806,0.17355789,1.01034024,1.40528178,0.09683415,0.22675994
3.62881441,2.15559245,0.39352111,0.00420297,0.03755374,0.17294700,0.98146869,1.37920626,0.09248929,0.21555159
3.63481741,2.10691116,0.38489812,0.00399198,0.03674927,0.17258615,0.95255321,1.35378980,0.08863019,0.20505554
3.64082041,2.06090731,0.37762757,0.00379689,0.03599588,0.17248617,0.92364513,1.32927630,0.08534887,0.19536623
3.64682341,2.01804524,0.37185615,0.00361890,0.03528542,0.17265632,0.89481837,1.30591033,0.08272574,0.18656929
3.65282641,1.97875889,0.36771518,0.00345894,0.03461101,0.17310460,0.86616882,1.28393348,0.08082790,0.17873964
3.65882941,1.94344515,0.36531777,0.00331770,0.03396751,0.17383783,0.83781291,1.26358024,0.07970776,0.17193985
3.66483242,1.91245663,0.36475577,0.00319560,0.03335199,0.17486137,0.80988505,1.24507331,0.07940200,0.16621880
3.67083542,1.88609385,0.36609667,0.00309283,0.03276389,0.17617859,0.78253430,1.22861824,0.07993072,0.16161077
3.67683842,1.86459708,0.36938039,0.00300934,0.03220516,0.17779000,0.75592007,1.21439764,0.08129704,0.15813481
3.68284142,1.84813799,0.37461635,0.00294487,0.03168015,0.17969225,0.73020714,1.20256502,0.08348696,0.15579456
3.68884442,1.83681175,0.38178083,0.00289895,0.03119541,0.18187699,0.70556023,1.19323863,0.08646958,0.15457845
3.69484742,1.83062990,0.39081491,0.00287094,0.03075931,0.18432973,0.68213811,1.18649564,0.09019772,0.15446025
3.70085043,1.82951482,0.40162322,0.00286004,0.03038164,0.18702881,0.66008782,1.18236701,0.09460883,0.15539998
3.70685343,1.83329627,0.41407365,0.00286530,0.03007308,0.18994459,0.63953896,1.18083356,0.09962631,0.15734514
3.71285643,1.84171056,0.42799825,0.00288565,0.02984462,0.19303899,0.62059866,1.18182357,0.10516111,0.16023215
3.71885943,1.85440293,0.44319544,0.00291990,0.02970705,0.19626538,0.60334713,1.18521223,0.11111373,0.16398807
3.72486243,1.87093314,0.45943356,0.00296681,0.02967040,0.19956901,0.58783434,1.19082314,0.11737642,0.16853239
3.73086543,1.89078466,0.47645577,0.00302505,0.02974349,0.20288786,0.57407787,1.19843202,0.12383564,0.17377893
3.73686843,1.91337701,0.49398633,0.00309325,0.02993347,0.20615399,0.56206194,1.20777249,0.13037471,0.17963767
3.74287144,1.93808094,0.51173788,0.00317005,0.03024559,0.20929527,0.55173792,1.21854367,0.13687651,0.18601657
3.74887444,1.96423595,0.52941965,0.00325406,0.03068292,0.21223747,0.54302600,1.23041950,0.14322624,0.19282313
3.75487744,1.99116913,0.54674628,0.00334390,0.03124625,0.21490654,0.53581815,1.24305898,0.14931405,0.19996579
3.76088044,2.01821465,0.56344678,0.00343822,0.03193409,0.21723099,0.52998205,1.25611709,0.15503752,0.20735503
3.76688344,2.04473283,0.57927342,0.00353569,0.03274275,0.21914425,0.52536590,1.26925572,0.16030391,0.21490419
3.77288644,2.07012793,0.59401000,0.00363502,0.03366646,0.22058677,0.52180375,1.28215399,0.16503206,0.22252990
3.77888944,2.09386385,0.60747926,0.00373496,0.03469766,0.22150796,0.51912113,1.29451765,0.16915392,0.23015233
3.78489245,2.11547699,0.61954898,0.00383426,0.03582720,0.22186757,0.51714084,1.30608691,0.17261559,0.23769511
3.79089545,2.13458591,0.63013659,0.00393174,0.03704470,0.22163674,0.51568842,1.31664255,0.17537800,0.24508509
3.79689845,2.15089754,0.63921208,0.00402619,0.03833887,0.22079853,0.51459735,1.32601013,0.17741703,0.25225200
3.80290145,2.16420976,0.64679898,0.00411644,0.03969783,0.21934785,0.51371361,1.33406217,0.17872330,0.25912811
3.80890445,2.17441076,0.65297350,0.00420133,0.04110948,0.21729109,0.51289961,1.34071844,0.17930145,0.26564795
3.81490745,2.18147533,0.65786178,0.00427970,0.04256173,0.21464522,0.51203727,1.34594446,0.17916917,0.27174824
3.82091046,2.18545867,0.66163545,0.00435042,0.04404287,0.21143659,0.51103033,1.34974862,0.17835591,0.27736804
3.82691346,2.18648818,0.66450555,0.00441236,0.04554177,0.20769958,0.50980580,1.35217797,0.17690137,0.28244922
3.83291646,2.18475389,0.66671512,0.00446446,0.04704808,0.20347505,0.50831457,1.35331313,0.17485391,0.28693723
3.83891946,2.18049791,0.66853071,0.00450569,0.04855238,0.19880877,0.50653121,1.35326262,0.17226887,0.29078218
3.84492246,2.17400338,0.67023306,0.00453514,0.05004629,0.19374995,0.50445301,1.35215670,0.16920687,0.29394016
3.85092546,2.16558333,0.67210724,0.00455200,0.05152245,0.18834988,0.50209834,1.35014102,0.16573225,0.29637472
3.85692846,2.15556954,0.67443253,0.00455560,0.05297456,0.18266075,0.49950428,1.34737021,0.16191148,0.29805847
3.86293147,2.14430157,0.67747230,0.00454546,0.05439719,0.17673468,0.49672375,1.34400138,0.15781182,0.29897444
3.86893447,2.13211604,0.68146426,0.00452132,0.05578567,0.17062294,0.49382208,1.34018773,0.15349995,0.29911744
3.87493747,2.11933611,0.68661118,0.00448312,0.05713587,0.16437540,0.49087317,1.33607217,0.14904090,0.29849487
3.88094047,2.10626117,0.69307245,0.00443108,0.05844387,0.15804009,0.48795534,1.33178112,0.14449698,0.29712718
3.88694347,2.09315675,0.70095669,0.00436565,0.05970568,0.15166290,0.48514700,1.32741840,0.13992685,0.29504777
3.89294647,2.08024483,0.71031568,0.00428753,0.06091691,0.14528742,0.48252225,1.32305955,0.13538470,0.29230217
3.89894947,2.06769469,0.72113981,0.00419768,0.06207244,0.13895467,0.48014663,1.31874653,0.13091954,0.28894678
3.90495248,2.05561459,0.73335523,0.00409724,0.06316606,0.13270298,0.47807313,1.31448323,0.12657454,0.28504684
3.91095548,2.04404481,0.74682299,0.00398756,0.06419029,0.12656776,0.47633875,1.31023186,0.12238649,0.28067405
3.91695848,2.03295234,0.76134032,0.00387011,0.06513615,0.12058123,0.47496168,1.30591077,0.11838538,0.27590378
3.92296148,2.02222792,0.77664405,0.00374645,0.06599306,0.11477223,0.47393938,1.30139369,0.11459404,0.27081200
3.92896448,2.01168572,0.79241634,0.00361818,0.06674891,0.10916585,0.47324761,1.29651101,0.11102803,0.26547234
3.93496748,2.00106636,0.80829268,0.00348690,0.06739020,0.10378326,0.47284064,1.29105291,0.10769561,0.25995314
3.94097049,1.99004329,0.82387198,0.00335412,0.06790235,0.09864146,0.47265260,1.28477481,0.10459800,0.25431497
3.94697349,1.97823283,0.83872858,0.00322128,0.06827011,0.09375319,0.47260008,1.27740485,0.10172974,0.24860862
3.95297649,1.96520780,0.85242582,0.00308964,0.06847816,0.08912699,0.47258588,1.26865344,0.09907941,0.24287374
3.95897949,1.95051440,0.86453083,0.00296030,0.06851169,0.08476735,0.47250375,1.25822446,0.09663050,0.23713821
3.96498249,1.93369186,0.87462995,0.00283418,0.06835722,0.08067510,0.47224409,1.24582787,0.09436252,0.23141834
3.97098549,1.91429406,0.88234426,0.00271199,0.06800330,0.07684803,0.47170029,1.23119296,0.09225229,0.22571977
3.97698849,1.89191233,0.88734449,0.00259424,0.06744128,0.07328156,0.47077539,1.21408196,0.09027538,0.22003919
3.98299150,1.86619834,0.88936489,0.00248127,0.06666605,0.06996971,0.46938896,1.19430310,0.08840766,0.21436660
3.98899450,1.83688596,0.88821517,0.00237325,0.06567665,0.06690616,0.46748360,1.17172258,0.08662686,0.20868808
3.99499750,1.80381104,0.88379014,0.00227023,0.06447673,0.06408534,0.46503104,1.14627492,0.08491409,0.20298888
4.00100050,1.76692807,0.87607646,0.00217216,0.06307494,0.06150359,0.46203730,1.11797100,0.08325521,0.19725662
4.00700350,1.72632276,0.86515611,0.00207894,0.06148500,0.05916030,0.45854677,1.08690342,0.08164207,0.19148438
4.01300650,1.68221995,0.85120643,0.00199043,0.05972566,0.05705894,0.45464488,1.05324901,0.08007342,0.18567359
4.01900950,1.63498614,0.83449652,0.00190654,0.05782041,0.05520786,0.45045927,1.01726810,0.07855552,0.17983642
4.02501251,1.58512663,0.81538010,0.00182719,0.05579697,0.05362099,0.44615920,0.97930080,0.07710241,0.17399765
4.03101551,1.53327701,0.79428513,0.00175240,0.05368659,0.05231818,0.44195331,0.93976028,0.07573572,0.16819585
4.03701851,1.48018952,0.77170042,0.00168226,0.05152319,0.05132527,0.43808557,0.89912334,0.07448414,0.16248373
4.04302151,1.42671456,0.74815989,0.00161698,0.04934235,0.05067387,0.43482953,0.85791880,0.07338244,0.15692784
4.04902451,1.37377813,0.72422497,0.00155687,0.04718022,0.05040074,0.43248109,0.81671400,0.07247015,0.15160739
4.05502751,1.32235610,0.70046594,0.00150234,0.04507236,0.05054691,0.43134991,0.77610009,0.07178993,0.14661237
4.06103052,1.27344616,0.67744287,0.00145387,0.04305261,0.05115650,0.43174970,0.73667661,0.07138566,0.14204112
4.06703352,1.22803873,0.65568696,0.00141204,0.04115195,0.05227521,0.43398776,0.69903591,0.07130038,0.13799723
4.07303652,1.18708761,0.63568309,0.00137743,0.03939754,0.05394873,0.43835407,0.66374802,0.07157416,0.13458617
4.07903952,1.15148176,0.61785408,0.00135064,0.03781178,0.05622091,0.44511036,0.63134640,0.07224192,0.13191159
4.08504252,1.12201895,0.60254744,0.00133226,0.03641166,0.05913193,0.45447945,0.60231499,0.07333143,0.13007157
4.09104552,1.09938232,0.59002509,0.00132281,0.03520819,0.06271644,0.46663535,0.57707705,0.07486151,0.12915492
4.09704852,1.08412073,0.58045620,0.00132270,0.03420615,0.06700183,0.48169455,0.55598597,0.07684047,0.12923758
4.10305153,1.07663322,0.57391370,0.00133223,0.03340395,0.07200668,0.49970865,0.53931823,0.07926498,0.13037952
4.10905453,1.07715849,0.57037425,0.00135155,0.03279385,0.07773943,0.52065901,0.52726882,0.08211932,0.13262189
4.11505753,1.08576929,0.56972173,0.00138062,0.03236227,0.08419742,0.54445326,0.51994894,0.08537517,0.13598491
4.12106053,1.10237206,0.57175401,0.00141923,0.03209039,0.09136626,0.57092428,0.51738620,0.08899183,0.14046621
4.12706353,1.12671170,0.57619263,0.00146696,0.03195489,0.09921959,0.59983140,0.51952698,0.09291698,0.14603998
4.13306653,1.15838107,0.58269487,0.00152318,0.03192881,0.10771928,0.63086422,0.52624098,0.09708789,0.15265673
4.13906953,1.19683496,0.59086777,0.00158710,0.03198261,0.11681605,0.66364856,0.53732763,0.10143312,0.16024392
4.14507254,1.24140780,0.60028338,0.00165772,0.03208518,0.12645038,0.69775475,0.55252412,0.10587448,0.16870710
4.15107554,1.29133441,0.61049459,0.00173391,0.03220496,0.13655382,0.73270774,0.57151470,0.11032941,0.17793193
4.15707854,1.34577291,0.62105096,0.00181441,0.03231102,0.14705051,0.76799884,0.59394087,0.11471343,0.18778668
4.16308154,1.40382903,0.63151379,0.00189786,0.03237408,0.15785887,0.80309852,0.61941217,0.11894281,0.19812531
4.16908454,1.46458058,0.64146992,0.00198286,0.03236745,0.16889328,0.83746999,0.64751697,0.12293704,0.20879102
4.17508754,1.52710154,0.65054383,0.00206797,0.03226780,0.18006583,0.87058286,0.67783314,0.12662136,0.21962007
4.18109055,1.59048450,0.65840747,0.00215179,0.03205586,0.19128785,0.90192653,0.70993799,0.12992893,0.23044585
4.18709355,1.65386101,0.66478769,0.00223297,0.03171684,0.20247127,0.93102275,0.74341730,0.13280270,0.24110297
4.19309655,1.71641890,0.66947106,0.00231026,0.03124076,0.21352964,0.95743688,0.77787308,0.13519693,0.25143134
4.19909955,1.77741640,0.67230605,0.00238254,0.03062251,0.22437888,0.98078757,0.81293001,0.13707817,0.26127993
4.20510255,1.83619247,0.67320272,0.00244882,0.02986184,0.23493771,1.00075447,0.84824024,0.13842586,0.27051032
4.21110555,1.89217347,0.67213005,0.00250828,0.02896300,0.24512769,1.01708379,0.88348670,0.13923232,0.27899970
4.21710855,1.94487617,0.66911136,0.00256029,0.02793442,0.25487305,1.02959166,0.91838481,0.13950234,0.28664329
4.22311156,1.99390744,0.66421802,0.00260440,0.02678815,0.26410039,1.03816526,0.95268289,0.13925232,0.29335621
4.22911456,2.03896097,0.65756211,0.00264033,0.02553923,0.27273816,1.04276183,0.98616132,0.13850895,0.29907457
4.23511756,2.07981173,0.64928829,0.00266800,0.02420498,0.28071626,1.04340572,1.01863071,0.13730772,0.30375590
4.24112056,2.11630862,0.63956547,0.00268746,0.02280430,0.28796578,1.04018384,1.04992943,0.13569103,0.30737881
4.24712356,2.14836614,0.62857863,0.00269892,0.02135694,0.29441891,1.03323971,1.07992069,0.13370635,0.30994206
4.25312656,2.17595555,0.61652118,0.00270273,0.01988279,0.30000925,1.02276655,1.10848941,0.13140421,0.31146294
4.25912956,2.19909626,0.60358818,0.00269930,0.01840126,0.30467246,1.00899965,1.13553924,0.12883627,0.31197519
4.26513257,2.21784769,0.58997055,0.00268916,0.01693071,0.30834737,0.99220847,1.16098974,0.12605361,0.31152646
4.27113557,2.23230224,0.57585052,0.00267288,0.01548797,0.31097748,0.97268875,1.18477389,0.12310506,0.31017558
4.27713857,2.24257918,0.56139827,0.00265105,0.01408799,0.31251276,0.95075481,1.20683611,0.12003597,0.30798956
4.28314157,2.24881989,0.54676966,0.00262430,0.01274358,0.31291185,0.92673236,1.22713059,0.11688706,0.30504068
4.28914457,2.25118407,0.53210512,0.00259322,0.01146524,0.31214422,0.90095193,1.24562002,0.11369381,0.30140367
4.29514757,2.24984689,0.51752930,0.00255841,0.01026113,0.31019252,0.87374295,1.26227461,0.11048592,0.29715309
4.30115058,2.24499680,0.50315143,0.00252043,0.00913709,0.30705461,0.84542868,1.27707124,0.10728724,0.29236109
4.30715358,2.23683365,0.48906614,0.00247980,0.00809678,0.30274535,0.81632183,1.28999266,0.10411588,0.28709562
4.31315658,2.22556689,0.47535445,0.00243698,0.00714181,0.29729792,0.78672094,1.30102670,0.10098455,0.28141904
4.31915958,2.21141358,0.46208486,0.00239239,0.00627200,0.29076453,0.75690741,1.31016532,0.09790112,0.27538733
4.32516258,2.19459601,0.44931428,0.00234639,0.00548563,0.28321646,0.72714315,1.31740357,0.09486925,0.26904973
4.33116558,2.17533890,0.43708872,0.00229931,0.00477969,0.27474332,0.69766880,1.32273844,0.09188922,0.26244899
4.33716858,2.15386619,0.42544374,0.00225141,0.00415017,0.26545167,0.66870243,1.32616767,0.08895868,0.25562192
4.34317159,2.13039747,0.41440459,0.00220290,0.00359232,0.25546285,0.64043861,1.32768868,0.08607349,0.24860046
4.34917459,2.10514441,0.40398614,0.00215398,0.00310086,0.24491028,0.61304801,1.32729767,0.08322852,0.24141298
4.35517759,2.07830738,0.39419266,0.00210477,0.00267027,0.23393619,0.58667732,1.32498918,0.08041836,0.23408581
4.36118059,2.05007263,0.38501761,0.00205540,0.00229491,0.22268811,0.56144956,1.32075621,0.07763803,0.22664487
4.36718359,2.02061030,0.37644354,0.00200597,0.00196920,0.21131515,0.53746475,1.31459104,0.07488351,0.21911736
4.37318659,1.99007369,0.36844225,0.00195657,0.00168777,0.19996424,0.51480105,1.30648683,0.07215226,0.21153328
4.37918959,1.95859991,0.36097539,0.00190728,0.00144554,0.18877666,0.49351616,1.29644025,0.06944362,0.20392687
4.38519260,1.92631216,0.35399550,0.00185818,0.00123778,0.17788480,0.47364915,1.28445484,0.06675906,0.19633772
4.39119560,1.89332349,0.34744758,0.00180938,0.00106017,0.16740939,0.45522259,1.27054532,0.06410244,0.18881166
4.39719860,1.85974222,0.34127132,0.00176097,0.00090880,0.15745734,0.43824494,1.25474251,0.06148009,0.18140119
4.40320160,1.82567856,0.33540373,0.00171311,0.00078024,0.14812013,0.42271322,1.23709870,0.05890089,0.17416566
