energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.57978989,0.16258315,0.01474929,0.00021188,0.00407439,0.01043256,0.02012300,0.10902221
-5.57378689,0.13066952,0.01197077,0.00016288,0.00315481,0.00836375,0.01630687,0.08763454
-5.56778389,0.10438972,0.00965560,0.00012434,0.00242583,0.00666484,0.01313338,0.07001985
-5.56178089,0.08289278,0.00773973,0.00009426,0.00185235,0.00527897,0.01051223,0.05560876
-5.55577789,0.06542461,0.00616519,0.00007095,0.00140463,0.00415598,0.00836200,0.04389663
-5.54977489,0.05132400,0.00488007,0.00005304,0.00105773,0.00325203,0.00661008,0.03444088
-5.54377189,0.04001687,0.00383837,0.00003937,0.00079098,0.00252919,0.00519241,0.02685720
-5.53776888,0.03100968,0.00299982,0.00002903,0.00058740,0.00195500,0.00405303,0.02081511
-5.53176588,0.02388198,0.00232946,0.00002125,0.00043319,0.00150190,0.00314359,0.01603302
-5.52576288,0.01827888,0.00179726,0.00001545,0.00031725,0.00114670,0.00242264,0.01227319
-5.51975988,0.01390341,0.00137768,0.00001115,0.00023073,0.00087009,0.00185505,0.00933667
-5.51375688,0.01050927,0.00104918,0.00000800,0.00016664,0.00065611,0.00141127,0.00705838
-5.50775388,0.00789386,0.00079379,0.00000569,0.00011952,0.00049166,0.00106669,0.00530253
-5.50175088,0.00589193,0.00059662,0.00000403,0.00008513,0.00036612,0.00080099,0.00395833
-5.49574787,0.00436982,0.00044547,0.00000283,0.00006021,0.00027092,0.00059752,0.00293614
-5.48974487,0.00322028,0.00033041,0.00000197,0.00004229,0.00019921,0.00044281,0.00216404
-5.48374187,0.00235795,0.00024343,0.00000137,0.00002950,0.00014555,0.00032599,0.00158476
-5.47773887,0.00171542,0.00017815,0.00000094,0.00002044,0.00010566,0.00023839,0.00115307
-5.47173587,0.00123991,0.00012951,0.00000064,0.00001406,0.00007621,0.00017317,0.00083354
-5.46573287,0.00089039,0.00009351,0.00000044,0.00000960,0.00005462,0.00012495,0.00059865
-5.45972986,0.00063522,0.00006706,0.00000029,0.00000652,0.00003889,0.00008955,0.00042714
-5.45372686,0.00045021,0.00004777,0.00000020,0.00000439,0.00002751,0.00006374,0.00030277
-5.44772386,0.00031698,0.00003379,0.00000013,0.00000294,0.00001933,0.00004507,0.00021320
-5.44172086,0.00022171,0.00002374,0.00000009,0.00000195,0.00001350,0.00003165,0.00014913
-5.43571786,0.00015404,0.00001657,0.00000006,0.00000129,0.00000936,0.00002207,0.00010362
-5.42971486,0.00010631,0.00001148,0.00000004,0.00000084,0.00000645,0.00001529,0.00007152
-5.42371186,0.00007288,0.00000790,0.00000002,0.00000055,0.00000442,0.00001052,0.00004904
-5.41770885,0.00004963,0.00000540,0.00000002,0.00000035,0.00000300,0.00000719,0.00003339
-5.41170585,0.00003357,0.00000367,0.00000001,0.00000023,0.00000203,0.00000488,0.00002259
-5.40570285,0.00002255,0.00000247,0.00000001,0.00000015,0.00000136,0.00000329,0.00001518
-5.39969985,0.00001505,0.00000165,0.00000000,0.00000009,0.00000091,0.00000220,0.00001013
-5.39369685,0.00000998,0.00000110,0.00000000,0.00000006,0.00000060,0.00000146,0.00000671
-5.38769385,0.00000658,0.00000073,0.00000000,0.00000004,0.00000040,0.00000097,0.00000442
-5.38169085,0.00000432,0.00000048,0.00000000,0.00000002,0.00000027,0.00000064,0.00000289
-5.37568784,0.00000283,0.00000031,0.00000000,0.00000001,0.00000018,0.00000042,0.00000188
-5.36968484,0.00000187,0.00000020,0.00000000,0.00000001,0.00000014,0.00000028,0.00000122
-5.36368184,0.00000127,0.00000013,0.00000001,0.00000001,0.00000011,0.00000020,0.00000080
-5.35767884,0.00000093,0.00000008,0.00000001,0.00000000,0.00000012,0.00000016,0.00000053
-5.35167584,0.00000078,0.00000005,0.00000001,0.00000000,0.00000014,0.00000014,0.00000037
-5.34567284,0.00000080,0.00000003,0.00000002,0.00000000,0.00000020,0.00000016,0.00000029
-5.33966983,0.00000099,0.00000002,0.00000004,0.00000000,0.00000030,0.00000021,0.00000028
-5.33366683,0.00000138,0.00000001,0.00000006,0.00000000,0.00000047,0.00000031,0.00000032
-5.32766383,0.00000204,0.00000001,0.00000009,0.00000000,0.00000072,0.00000047,0.00000043
-5.32166083,0.00000310,0.00000001,0.00000014,0.00000001,0.00000111,0.00000071,0.00000062
-5.31565783,0.00000471,0.00000000,0.00000022,0.00000001,0.00000169,0.00000108,0.00000093
-5.30965483,0.00000716,0.00000000,0.00000033,0.00000002,0.00000258,0.00000164,0.00000140
-5.30365183,0.00001082,0.00000000,0.00000050,0.00000003,0.00000390,0.00000247,0.00000210
-5.29764882,0.00001624,0.00000001,0.00000075,0.00000004,0.00000585,0.00000370,0.00000316
-5.29164582,0.00002422,0.00000001,0.00000112,0.00000006,0.00000872,0.00000551,0.00000471
-5.28564282,0.00003587,0.00000001,0.00000165,0.00000009,0.00001291,0.00000815,0.00000698
-5.27963982,0.00005274,0.00000001,0.00000243,0.00000013,0.00001897,0.00001195,0.00001028
-5.27363682,0.00007699,0.00000002,0.00000355,0.00000019,0.00002767,0.00001740,0.00001501
-5.26763382,0.00011160,0.00000003,0.00000516,0.00000027,0.00004007,0.00002517,0.00002178
-5.26163082,0.00016059,0.00000004,0.00000742,0.00000039,0.00005763,0.00003613,0.00003138
-5.25562781,0.00022945,0.00000006,0.00001062,0.00000057,0.00008227,0.00005150,0.00004487
-5.24962481,0.00032550,0.00000009,0.00001507,0.00000081,0.00011663,0.00007287,0.00006372
-5.24362181,0.00045845,0.00000012,0.00002124,0.00000115,0.00016414,0.00010239,0.00008984
-5.23761881,0.00064111,0.00000017,0.00002973,0.00000161,0.00022936,0.00014282,0.00012576
-5.23161581,0.00089013,0.00000023,0.00004130,0.00000225,0.00031821,0.00019780,0.00017478
-5.22561281,0.00122707,0.00000032,0.00005698,0.00000313,0.00043831,0.00027197,0.00024119
-5.21960980,0.00167947,0.00000044,0.00007805,0.00000431,0.00059944,0.00037127,0.00033046
-5.21360680,0.00228227,0.00000059,0.00010614,0.00000589,0.00081394,0.00050320,0.00044954
-5.20760380,0.00307929,0.00000080,0.00014332,0.00000800,0.00109730,0.00067712,0.00060718
-5.20160080,0.00412502,0.00000107,0.00019215,0.00001078,0.00146874,0.00090461,0.00081425
-5.19559780,0.00548645,0.00000141,0.00025576,0.00001443,0.00195188,0.00119987,0.00108416
-5.18959480,0.00724516,0.00000186,0.00033802,0.00001918,0.00257541,0.00158009,0.00143325
-5.18359180,0.00949939,0.00000243,0.00044355,0.00002530,0.00337386,0.00206588,0.00188126
-5.17758879,0.01236616,0.00000315,0.00057787,0.00003315,0.00438828,0.00268165,0.00245172
-5.17158579,0.01598327,0.00000405,0.00074751,0.00004313,0.00566696,0.00345602,0.00317241
-5.16558279,0.02051106,0.00000518,0.00096006,0.00005571,0.00726596,0.00442206,0.00407571
-5.15957979,0.02613380,0.00000658,0.00122426,0.00007144,0.00924962,0.00561758,0.00519892
-5.15357679,0.03306050,0.00000829,0.00155006,0.00009097,0.01169076,0.00708515,0.00658446
-5.14757379,0.04152490,0.00001038,0.00194857,0.00011501,0.01467068,0.00887207,0.00827988
-5.14157079,0.05178459,0.00001289,0.00243209,0.00014437,0.01827874,0.01103002,0.01033772
-5.13556778,0.06411880,0.00001589,0.00301398,0.00017993,0.02261158,0.01361457,0.01281512
-5.12956478,0.07882489,0.00001946,0.00370848,0.00022267,0.02777184,0.01668428,0.01577313
-5.12356178,0.09621321,0.00002366,0.00453054,0.00027359,0.03386629,0.02029957,0.01927572
-5.11755878,0.11660029,0.00002855,0.00549540,0.00033378,0.04100341,0.02452125,0.02338844
-5.11155578,0.14030022,0.00003422,0.00661830,0.00040430,0.04929036,0.02940862,0.02817667
-5.10555278,0.16761433,0.00004070,0.00791390,0.00048624,0.05882933,0.03501734,0.03370360
-5.09954977,0.19881916,0.00004808,0.00939577,0.00058064,0.06971335,0.04139693,0.04002776
-5.09354677,0.23415307,0.00005637,0.01107572,0.00068843,0.08202162,0.04858809,0.04720031
-5.08754377,0.27380177,0.00006563,0.01296311,0.00081043,0.09581453,0.05661979,0.05526207
-5.08154077,0.31788331,0.00007586,0.01506416,0.00094727,0.11112846,0.06550637,0.06424042
-5.07553777,0.36643296,0.00008706,0.01738117,0.00109934,0.12797065,0.07524470,0.07414620
-5.06953477,0.41938898,0.00009919,0.01991188,0.00126676,0.14631438,0.08581150,0.08497063
-5.06353177,0.47657968,0.00011220,0.02264879,0.00144931,0.16609458,0.09716110,0.09668265
-5.05752876,0.53771290,0.00012601,0.02557864,0.00164639,0.18720445,0.10922373,0.10922657
-5.05152576,0.60236856,0.00014051,0.02868207,0.00185700,0.20949304,0.12190441,0.12252042
-5.04552276,0.66999508,0.00015556,0.03193339,0.00207971,0.23276425,0.13508278,0.13645501
-5.03951976,0.73991039,0.00017099,0.03530059,0.00231264,0.25677746,0.14861380,0.15089398
-5.03351676,0.81130791,0.00018662,0.03874564,0.00255349,0.28124984,0.16232944,0.16567478
-5.02751376,0.88326802,0.00020225,0.04222496,0.00279953,0.30586057,0.17604151,0.18061084
-5.02151076,0.95477488,0.00021764,0.04569028,0.00304772,0.33025690,0.18954544,0.19549481
-5.01550775,1.02473857,0.00023257,0.04908962,0.00329470,0.35406197,0.20262505,0.21010293
-5.00950475,1.09202196,0.00024681,0.05236864,0.00353692,0.37688426,0.21505815,0.22420040
-5.00350175,1.15547161,0.00026016,0.05547209,0.00377077,0.39832832,0.22662282,0.23754756
-4.99749875,1.21395173,0.00027241,0.05834553,0.00399267,0.41800651,0.23710403,0.24990684
-4.99149575,1.26637992,0.00028340,0.06093705,0.00419926,0.43555121,0.24630058,0.26104999
-4.98549275,1.31176338,0.00029302,0.06319912,0.00438754,0.45062717,0.25403179,0.27076558
-4.97948974,1.34923414,0.00030123,0.06509039,0.00455505,0.46294336,0.26014390,0.27886622
-4.97348674,1.37808191,0.00030804,0.06657741,0.00470007,0.47226393,0.26451574,0.28519540
-4.96748374,1.39778319,0.00031355,0.06763623,0.00482181,0.47841775,0.26706351,0.28963356
-4.96148074,1.40802549,0.00031799,0.06825373,0.00492059,0.48130624,0.26774449,0.29210312
-4.95547774,1.40872572,0.00032169,0.06842883,0.00499806,0.48090905,0.26655943,0.29257237
-4.94947474,1.40004217,0.00032512,0.06817331,0.00505740,0.47728757,0.26355363,0.29105791
-4.94347174,1.38237976,0.00032890,0.06751245,0.00510351,0.47058597,0.25881668,0.28762576
-4.93746873,1.35638861,0.00033383,0.06648534,0.00514320,0.46102998,0.25248091,0.28239096
-4.93146573,1.32295633,0.00034089,0.06514492,0.00518544,0.44892359,0.24471866,0.27551577
-4.92546273,1.28319471,0.00035128,0.06355786,0.00524150,0.43464366,0.23573857,0.26720672
-4.91945973,1.23842170,0.00036642,0.06180416,0.00532519,0.41863312,0.22578118,0.25771049
-4.91345673,1.19013976,0.00038800,0.05997665,0.00545305,0.40139289,0.21511393,0.24730897
-4.90745373,1.14001167,0.00041795,0.05818040,0.00564453,0.38347302,0.20402598,0.23631378
-4.90145073,1.08983492,0.00045850,0.05653201,0.00592217,0.36546342,0.19282303,0.22506033
-4.89544772,1.04151567,0.00051218,0.05515885,0.00631176,0.34798456,0.18182230,0.21390184
-4.88944472,0.99704294,0.00058184,0.05419835,0.00684243,0.33167840,0.17134798,0.20320337
-4.88344172,0.95846369,0.00067061,0.05379710,0.00754676,0.31719971,0.16172717,0.19333610
-4.87743872,0.92785881,0.00078194,0.05411001,0.00846071,0.30520793,0.15328632,0.18467191
-4.87143572,0.90732005,0.00091956,0.05529924,0.00962356,0.29635952,0.14634832,0.17757835
-4.86543272,0.89892728,0.00108745,0.05753296,0.01107764,0.29130064,0.14122995,0.17241390
-4.85942971,0.90472566,0.00128978,0.06098391,0.01286799,0.29066007,0.13823972,0.16952347
-4.85342671,0.92670155,0.00153082,0.06582743,0.01504178,0.29504198,0.13767585,0.16923412
-4.84742371,0.96675640,0.00181492,0.07223920,0.01764757,0.30501830,0.13982412,0.17185069
-4.84142071,1.02667773,0.00214631,0.08039235,0.02073438,0.32112041,0.14495551,0.17765132
-4.83541771,1.10810625,0.00252902,0.09045397,0.02435045,0.34382989,0.15332325,0.18688267
-4.82941471,1.21249877,0.00296671,0.10258101,0.02854188,0.37356813,0.16515926,0.19975474
-4.82341171,1.34108675,0.00346251,0.11691559,0.03335101,0.41068478,0.18066974,0.21643527
-4.81740870,1.49483079,0.00401880,0.13357967,0.03881461,0.45544507,0.20002997,0.23704375
-4.81140570,1.67437195,0.00463707,0.15266933,0.04496198,0.50801635,0.22337820,0.26164502
-4.80540270,1.87998150,0.00531770,0.17424869,0.05181288,0.56845404,0.25080898,0.29024285
-4.79939970,2.11151075,0.00605978,0.19834382,0.05937559,0.63668787,0.28236592,0.32277362
-4.79339670,2.36834386,0.00686096,0.22493675,0.06764487,0.71250886,0.31803437,0.35910041
-4.78739370,2.64935611,0.00771729,0.25396010,0.07660029,0.79555794,0.35773437,0.39900814
-4.78139070,2.95288094,0.00862315,0.28529237,0.08620471,0.88531722,0.40131429,0.44219986
-4.77538769,3.27668879,0.00957119,0.31875456,0.09640315,0.98110462,0.44854564,0.48829489
-4.76938469,3.61798073,0.01055233,0.35410820,0.10712226,1.08207288,0.49911963,0.53682917
-4.76338169,3.97339949,0.01155582,0.39105514,0.11827023,1.18721350,0.55264586,0.58725815
-4.75737869,4.33905981,0.01256942,0.42923945,0.12973744,1.29536643,0.60865349,0.63896243
-4.75137569,4.71059944,0.01357955,0.46825145,0.14139775,1.40523558,0.66659531,0.69125654
-4.74537269,5.08325082,0.01457157,0.50763399,0.15311051,1.51541025,0.72585473,0.74340056
-4.73936968,5.45193278,0.01553015,0.54689090,0.16472327,1.62439238,0.78575580,0.79461470
-4.73336668,5.81136009,0.01643959,0.58549750,0.17607515,1.73062872,0.84557595,0.84409638
-4.72736368,6.15616791,0.01728429,0.62291284,0.18700063,1.83254724,0.90456131,0.89103936
-4.72136068,6.48104694,0.01804917,0.65859319,0.19733395,1.92859643,0.96194389,0.93465431
-4.71535768,6.78088428,0.01872013,0.69200648,0.20691359,2.01728610,1.01696017,0.97419007
-4.70935468,7.05090446,0.01928448,0.72264687,0.21558691,2.09722796,1.06887022,1.00895474
-4.70335168,7.28680470,0.01973136,0.75004906,0.22321471,2.16717446,1.11697652,1.03833576
-4.69734867,7.48487850,0.02005211,0.77380158,0.22967539,2.22605392,1.16064182,1.06181807
-4.69134567,7.64212197,0.02024055,0.79355850,0.23486871,2.27300067,1.19930496,1.07899956
-4.68534267,7.75631816,0.02029318,0.80904904,0.23871880,2.30737856,1.23249422,1.08960300
-4.67933967,7.82609530,0.02020936,0.82008462,0.24117641,2.32879694,1.25983736,1.09348408
-4.67333667,7.85095642,0.01999130,0.82656303,0.24222023,2.33711836,1.28106817,1.09063492
-4.66733367,7.83127916,0.01964398,0.82846968,0.24185725,2.33245754,1.29602915,1.08118307
-4.66133067,7.76828586,0.01917502,0.82587565,0.24012211,2.31517195,1.30467043,1.06538597
-4.65532766,7.66398576,0.01859442,0.81893299,0.23707552,2.28584444,1.30704505,1.04362108
-4.64932466,7.52109233,0.01791422,0.80786732,0.23280184,2.24525879,1.30330119,1.01637225
-4.64332166,7.34292011,0.01714812,0.79296832,0.22740589,2.19436959,1.29367163,0.98421291
-4.63731866,7.13326606,0.01631104,0.77457852,0.22100923,2.13426788,1.27846147,0.94778684
-4.63131566,6.89628136,0.01541867,0.75308098,0.21374601,2.06614425,1.25803459,0.90778750
-4.62531266,6.63633961,0.01448702,0.72888654,0.20575869,1.99125111,1.23279973,0.86493665
-4.61930965,6.35790722,0.01353194,0.70242121,0.19719374,1.91086590,1.20319698,0.81996343
-4.61330665,6.06542166,0.01256873,0.67411415,0.18819754,1.82625666,1.16968519,0.77358448
-4.60730365,5.76318213,0.01161180,0.64438693,0.17891273,1.73865142,1.13273095,0.72648607
-4.60130065,5.45525645,0.01067433,0.61364429,0.16947496,1.64921233,1.09279930,0.67930869
-4.59529765,5.14540690,0.00976804,0.58226667,0.16001040,1.55901535,1.05034667,0.63263470
-4.58929465,4.83703645,0.00890309,0.55060474,0.15063387,1.46903583,1.00581576,0.58697916
-4.58329165,4.53315566,0.00808793,0.51897592,0.14144773,1.38013997,0.95963241,0.54278411
-4.57728864,4.23636960,0.00732939,0.48766277,0.13254148,1.29308202,0.91220420,0.50041609
-4.57128564,3.94888292,0.00663269,0.45691307,0.12399205,1.20850654,0.86392037,0.46016679
-4.56528264,3.67252078,0.00600160,0.42694141,0.11586463,1.12695506,0.81515274,0.42225637
-4.55927964,3.40876246,0.00543867,0.39793187,0.10821412,1.04887623,0.76625710,0.38683918
-4.55327664,3.15878437,0.00494544,0.37004156,0.10108684,0.97463851,0.71757485,0.35401113
-4.54727364,2.92350911,0.00452273,0.34340465,0.09452253,0.90454433,0.66943437,0.32381846
-4.54127064,2.70365704,0.00417095,0.31813652,0.08855648,0.83884478,0.62215195,0.29626708
-4.53526763,2.49979740,0.00389035,0.29433784,0.08322165,0.77775406,0.57603218,0.27133215
-4.52926463,2.31239616,0.00368141,0.27209825,0.07855061,0.72146274,0.53136748,0.24896739
-4.52326163,2.14185834,0.00354505,0.25149954,0.07457723,0.67014929,0.48843703,0.22911365
-4.51725863,1.98856299,0.00348291,0.23261806,0.07133806,0.62398939,0.44750505,0.21170642
-4.51125563,1.85288961,0.00349760,0.21552638,0.06887323,0.58316265,0.40881859,0.19668209
-4.50525263,1.73523518,0.00359287,0.20029421,0.06722683,0.54785651,0.37260499,0.18398271
-4.49924962,1.63602145,0.00377377,0.18698832,0.06644682,0.51826730,0.33906928,0.17355915
-4.49324662,1.55569278,0.00404673,0.17567187,0.06658433,0.49459846,0.30839160,0.16537273
-4.48724362,1.49470480,0.00441959,0.16640293,0.06769238,0.47705604,0.28072485,0.15939527
-4.48124062,1.45350484,0.00490163,0.15923233,0.06982411,0.46584186,0.25619279,0.15560773
-4.47523762,1.43250528,0.00550346,0.15420115,0.07303055,0.46114446,0.23488852,0.15399759
-4.46923462,1.43205104,0.00623692,0.15133767,0.07735791,0.46312833,0.21687352,0.15455515
-4.46323162,1.45238292,0.00711486,0.15065422,0.08284464,0.47192197,0.20217721,0.15726907
-4.45722861,1.49359844,0.00815098,0.15214385,0.08951825,0.48760516,0.19079700,0.16212136
-4.45122561,1.55561224,0.00935943,0.15577713,0.09739209,0.51019604,0.18269885,0.16908207
-4.44522261,1.63811784,0.01075458,0.16149925,0.10646227,0.53963871,0.17781818,0.17810412
-4.43921961,1.74055305,0.01235055,0.16922747,0.11670480,0.57579186,0.17606121,0.18911839
-4.43321661,1.86207081,0.01416082,0.17884923,0.12807314,0.61841914,0.17730653,0.20202949
-4.42721361,2.00151766,0.01619776,0.19022107,0.14049642,0.66718185,0.18140700,0.21671240
-4.42121061,2.15742138,0.01847216,0.20316839,0.15387830,0.72163455,0.18819194,0.23301020
-4.41520760,2.32798934,0.02099266,0.21748634,0.16809675,0.78122399,0.19746951,0.25073316
-4.40920460,2.51111871,0.02376533,0.23294174,0.18300473,0.84529190,0.20902947,0.26965917
-4.40320160,2.70441911,0.02679311,0.24927630,0.19843194,0.91308166,0.22264621,0.28953573
-4.39719860,2.90524773,0.03007535,0.26621083,0.21418746,0.98374917,0.23808227,0.31008335
-4.39119560,3.11075664,0.03360742,0.28345068,0.23006348,1.05637763,0.25509216,0.33100049
-4.38519260,3.31795101,0.03738035,0.30069205,0.24583981,1.12999600,0.27342675,0.35196958
-4.37918959,3.52375672,0.04138055,0.31762910,0.26128917,1.20360083,0.29283809,0.37266427
-4.37318659,3.72509517,0.04558973,0.33396156,0.27618296,1.27618050,0.31308475,0.39275740
-4.36718359,3.91896266,0.04998486,0.34940261,0.29029739,1.34674147,0.33393762,0.41192939
-4.36118059,4.10251150,0.05453837,0.36368669,0.30341972,1.41433535,0.35518604,0.42987689
-4.35517759,4.27312967,0.05921850,0.37657695,0.31535417,1.47808601,0.37664429,0.44632108
-4.34917459,4.42851612,0.06398986,0.38787197,0.32592760,1.53721569,0.39815820,0.46101549
-4.34317159,4.56674858,0.06881418,0.39741152,0.33499431,1.59106923,0.41961170,0.47375289
-4.33716858,4.68634147,0.07365127,0.40508107,0.34244016,1.63913539,0.44093321,0.48437101
-4.33116558,4.78629157,0.07846016,0.41081492,0.34818549,1.68106466,0.46210146,0.49275687
-4.32516258,4.86610998,0.08320042,0.41459768,0.35218706,1.71668290,0.48315065,0.49884954
-4.31915958,4.92583911,0.08783361,0.41646430,0.35443873,1.74600021,0.50417454,0.50264127
-4.31315658,4.96605456,0.09232481,0.41649832,0.35497100,1.76921496,0.52532922,0.50417700
-4.30715358,4.98785187,0.09664419,0.41482882,0.35384951,1.78671265,0.54683429,0.50355226
