energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.80190095,2.68084279,0.63770949,0.26265294,0.00364929,0.32132040,1.31359019,0.80039010,0.00833231,1.10477141
-5.79589795,2.68883056,0.63299385,0.26370769,0.00373788,0.33366210,1.31515084,0.80748458,0.00830938,1.09534311
-5.78989495,2.69456699,0.62764837,0.26510166,0.00382186,0.34726528,1.31857875,0.81361091,0.00828378,1.08381188
-5.78389195,2.69905697,0.62196725,0.26698311,0.00390290,0.36214041,1.32439555,0.81901027,0.00825774,1.07069453
-5.77788894,2.70343708,0.61627592,0.26951805,0.00398291,0.37828413,1.33310694,0.82396758,0.00823421,1.05658432
-5.77188594,2.70892666,0.61091877,0.27288425,0.00406393,0.39567575,1.34518116,0.82879769,0.00821659,1.04212883
-5.76588294,2.71677389,0.60624541,0.27726432,0.00414805,0.41427392,1.36102699,0.83383011,0.00820846,1.02800488
-5.75987994,2.72819906,0.60259614,0.28283802,0.00423728,0.43401387,1.38097207,0.83939308,0.00821338,1.01489169
-5.75387694,2.74433759,0.60028725,0.28977419,0.00433341,0.45480518,1.40524262,0.84579752,0.00823464,1.00344326
-5.74787394,2.76618519,0.59959672,0.29822255,0.00443795,0.47653026,1.43394542,0.85332173,0.00827504,0.99426127
-5.74187094,2.79454750,0.60075100,0.30830562,0.00455198,0.49904380,1.46705316,0.86219737,0.00833669,0.98786953
-5.73586793,2.82999644,0.60391359,0.32011125,0.00467610,0.52217307,1.50439369,0.87259732,0.00842090,0.98469123
-5.72986493,2.87283528,0.60917577,0.33368582,0.00481033,0.54571924,1.54564431,0.88462595,0.00852803,0.98502986
-5.72386193,2.92307377,0.61655012,0.34902868,0.00495410,0.56945978,1.59033129,0.89831222,0.00865745,0.98905472
-5.71785893,2.98041466,0.62596702,0.36608789,0.00510621,0.59315172,1.63783516,0.91360575,0.00880749,0.99679167
-5.71185593,3.04425227,0.63727451,0.38475759,0.00526481,0.61653599,1.68740190,0.93037607,0.00897552,1.00811939
-5.70585293,3.11368316,0.65024149,0.40487718,0.00542752,0.63934247,1.73815972,0.94841514,0.00915796,1.02277162
-5.69984992,3.18752880,0.66456417,0.42623236,0.00559140,0.66129587,1.78914127,0.96744283,0.00935044,1.04034504
-5.69384692,3.26436942,0.67987568,0.44855821,0.00575310,0.68212205,1.83931044,0.98711536,0.00954792,1.06031272
-5.68784392,3.34258775,0.69575838,0.47154416,0.00590893,0.70155479,1.88759300,1.00703621,0.00974489,1.08204248
-5.68184092,3.42042116,0.71175852,0.49484084,0.00605503,0.71934273,1.93290995,1.02676918,0.00993556,1.10481951
-5.67583792,3.49602028,0.72740251,0.51806868,0.00618747,0.73525620,1.97421234,1.04585306,0.01011409,1.12787233
-5.66983492,3.56751182,0.74221436,0.54082791,0.00630239,0.74909383,2.01051621,1.06381740,0.01027480,1.15040107
-5.66383192,3.63306323,0.75573342,0.56270971,0.00639620,0.76068861,2.04093631,1.08019877,0.01041242,1.17160694
-5.65782891,3.69094677,0.76753174,0.58330823,0.00646566,0.76991318,2.06471703,1.09455692,0.01052230,1.19072167
-5.65182591,3.73960046,0.77723036,0.60223292,0.00650804,0.77668416,2.08125947,1.10649023,0.01060062,1.20703583
-5.64582291,3.77768356,0.78451378,0.61912076,0.00652122,0.78096534,2.09014321,1.11564990,0.01064455,1.21992480
-5.63981991,3.80412436,0.78914200,0.63364805,0.00650377,0.78276945,2.09114197,1.12175223,0.01065244,1.22887146
-5.63381691,3.81815841,0.79095972,0.64554116,0.00645505,0.78215858,2.08423243,1.12458874,0.01062391,1.23348464
-5.62781391,3.81935573,0.78990216,0.65458579,0.00637518,0.77924300,2.06959556,1.12403345,0.01055994,1.23351263
-5.62181091,3.80763577,0.78599732,0.66063459,0.00626511,0.77417846,2.04761070,1.12004733,0.01046294,1.22885131
-5.61580790,3.78326984,0.77936465,0.66361248,0.00612658,0.76716198,2.01884228,1.11267954,0.01033671,1.21954659
-5.60980490,3.74687072,0.77021013,0.66351974,0.00596204,0.75842639,1.98401988,1.10206562,0.01018641,1.20579114
-5.60380190,3.69937017,0.75881800,0.66043247,0.00577461,0.74823354,1.94401252,1.08842253,0.01001851,1.18791571
-5.59779890,3.64198534,0.74553960,0.65450062,0.00556795,0.73686675,1.89979821,1.07204100,0.00984062,1.16637541
-5.59179590,3.57617564,0.73077981,0.64594341,0.00534619,0.72462248,1.85243005,1.05327543,0.00966134,1.14173174
-5.58579290,3.50359204,0.71498169,0.63504255,0.00511376,0.71180191,1.80300055,1.03253188,0.00949010,1.11463115
-5.57978989,3.42602109,0.69861008,0.62213333,0.00487527,0.69870238,1.75260546,1.01025462,0.00933686,1.08578111
-5.57378689,3.34532616,0.68213490,0.60759407,0.00463536,0.68560951,1.70230883,0.98691204,0.00921192,1.05592488
-5.56778389,3.26338838,0.66601483,0.59183424,0.00439861,0.67278990,1.65311069,0.96298244,0.00912563,1.02581589
-5.56178089,3.18204993,0.65068230,0.57528188,0.00416935,0.66048512,1.60591864,0.93894033,0.00908805,0.99619310
-5.55577789,3.10306193,0.63653008,0.55837060,0.00395157,0.64890693,1.56152443,0.91524392,0.00910872,0.96775804
-5.54977489,3.02803895,0.62390042,0.54152690,0.00374882,0.63823413,1.52058641,0.89232425,0.00919633,0.94115467
-5.54377189,2.95842185,0.61307677,0.52515806,0.00356413,0.62861104,1.48361824,0.87057643,0.00935844,0.91695266
-5.53776888,2.89545001,0.60427864,0.50964121,0.00339991,0.62014763,1.45098422,0.85035311,0.00960119,0.89563467
-5.53176588,2.84014369,0.59765947,0.49531388,0.00325795,0.61292121,1.42290090,0.83196054,0.00992908,0.87758792
-5.52576288,2.79329650,0.59330759,0.48246625,0.00313936,0.60697960,1.39944480,0.81565698,0.01034475,0.86310018
-5.51975988,2.75547748,0.59124993,0.47133552,0.00304456,0.60234530,1.38056525,0.80165341,0.01084883,0.85236002
-5.51375688,2.72704199,0.59145822,0.46210223,0.00297334,0.59902060,1.36610164,0.79011617,0.01143981,0.84546102
-5.50775388,2.70814985,0.59385700,0.45488875,0.00292483,0.59699307,1.35580379,0.78117113,0.01211404,0.84240936
-5.50175088,2.69878901,0.59833314,0.44975981,0.00289759,0.59624105,1.34935438,0.77490890,0.01286569,0.84313423
-5.49574787,2.69880287,0.60474590,0.44672483,0.00288967,0.59673880,1.34639194,0.77139047,0.01368688,0.84750017
-5.48974487,2.70791910,0.61293719,0.44574189,0.00289867,0.59846091,1.34653335,0.77065279,0.01456785,0.85532053
-5.48374187,2.72577798,0.62274110,0.44672303,0.00292184,0.60138563,1.34939458,0.77271366,0.01549713,0.86637130
-5.47773887,2.75195828,0.63399239,0.44954045,0.00295617,0.60549677,1.35460859,0.77757559,0.01646193,0.88040433
-5.47173587,2.78599922,0.64653326,0.45403346,0.00299848,0.61078421,1.36183962,0.78522812,0.01744839,0.89715933
-5.46573287,2.82741706,0.66021815,0.46001560,0.00304553,0.61724280,1.37079334,0.79564848,0.01844203,0.91637394
-5.45972986,2.87571567,0.67491629,0.46728166,0.00309408,0.62486968,1.38122228,0.80880047,0.01942811,0.93779150
-5.45372686,2.93039065,0.69051197,0.47561443,0.00314105,0.63366034,1.39292688,0.82463159,0.02039211,0.96116609
-5.44772386,2.99092732,0.70690264,0.48479072,0.00318355,0.64360352,1.40575192,0.84306866,0.02132007,0.98626489
-5.44172086,3.05679313,0.72399504,0.49458662,0.00321897,0.65467541,1.41957926,0.86401237,0.02219904,1.01286787
-5.43571786,3.12742566,0.74169979,0.50478185,0.00324506,0.66683351,1.43431735,0.88733111,0.02301735,1.04076513
-5.42971486,3.20221780,0.75992494,0.51516304,0.00325995,0.68001074,1.44988844,0.91285476,0.02376494,1.06975230
-5.42371186,3.28050177,0.77856901,0.52552623,0.00326223,0.69411007,1.46621464,0.94036906,0.02443352,1.09962462
-5.41770885,3.36153391,0.79751421,0.53567835,0.00325096,0.70900035,1.48320390,0.96961104,0.02501670,1.13017041
-5.41170585,3.44448217,0.81662036,0.54543817,0.00322563,0.72451368,1.50073691,1.00026637,0.02551004,1.16116453
-5.40570285,3.52841811,0.83572028,0.55463663,0.00318624,0.74044451,1.51865612,1.03196882,0.02591098,1.19236270
-5.39969985,3.61231478,0.85461680,0.56311692,0.00313321,0.75655096,1.53675762,1.06430240,0.02621873,1.22349735
-5.39369685,3.69505179,0.87308219,0.57073447,0.00306737,0.77255819,1.55478662,1.09680642,0.02643405,1.25427540
-5.38769385,3.77542800,0.89085987,0.57735706,0.00298993,0.78816397,1.57243707,1.12898327,0.02655907,1.28437859
-5.38169085,3.85218202,0.90766868,0.58286524,0.00290242,0.80304608,1.58935537,1.16030912,0.02659693,1.31346650
-5.37568784,3.92402006,0.92320951,0.58715306,0.00280660,0.81687147,1.60514819,1.19024685,0.02655158,1.34118237
-5.36968484,3.98964998,0.93717405,0.59012934,0.00270447,0.82930647,1.61939402,1.21826094,0.02642745,1.36716146
-5.36368184,4.04781997,0.94925519,0.59171938,0.00259813,0.84002774,1.63165757,1.24383354,0.02622917,1.39104167
-5.35767884,4.09736008,0.95915861,0.59186695,0.00248979,0.84873332,1.64150640,1.26648094,0.02596140,1.41247589
-5.35167584,4.13722407,0.96661471,0.59053668,0.00238164,0.85515310,1.64852851,1.28576970,0.02562863,1.43114520
-5.34567284,4.16652946,0.97139047,0.58771635,0.00227586,0.85905833,1.65234993,1.30133151,0.02523508,1.44677241
-5.33966983,4.18459318,0.97330025,0.58341916,0.00217455,0.86026941,1.65265116,1.31287604,0.02478460,1.45913486
-5.33366683,4.19096084,0.97221514,0.57768550,0.00207967,0.85866177,1.64918138,1.32020106,0.02428073,1.46807574
-5.32766383,4.18542765,0.96807008,0.57058423,0.00199304,0.85416940,1.64176953,1.32319934,0.02372672,1.47351316
-5.32166083,4.16804974,0.96086840,0.56221308,0.00191628,0.84678589,1.63033175,1.32186180,0.02312560,1.47544636
-5.31565783,4.13914492,0.95068355,0.55269805,0.00185083,0.83656304,1.61487455,1.31627701,0.02248035,1.47395858
-5.30965483,4.09928283,0.93765778,0.54219181,0.00179791,0.82360709,1.59549365,1.30662677,0.02179397,1.46921624
-5.30365183,4.04926487,0.92199785,0.53087094,0.00175851,0.80807291,1.57236874,1.29317829,0.02106967,1.46146454
-5.29764882,3.99009493,0.90396812,0.51893210,0.00173339,0.79015654,1.54575440,1.27627326,0.02031093,1.45101950
-5.29164582,3.92294247,0.88388118,0.50658722,0.00172312,0.77008646,1.51596791,1.25631438,0.01952162,1.43825698
-5.28564282,3.84909987,0.86208673,0.49405791,0.00172801,0.74811428,1.48337485,1.23375016,0.01870603,1.42359902
-5.27963982,3.76993635,0.83895915,0.48156926,0.00174819,0.72450523,1.44837317,1.20905876,0.01786892,1.40749846
-5.27363682,3.68685068,0.81488446,0.46934337,0.00178356,0.69952904,1.41137700,1.18273149,0.01701543,1.39042242
-5.26763382,3.60122513,0.79024734,0.45759283,0.00183385,0.67345166,1.37280095,1.15525697,0.01615109,1.37283555
-5.26163082,3.51438250,0.76541871,0.44651448,0.00189858,0.64652814,1.33304575,1.12710644,0.01528165,1.35518385
-5.25562781,3.42754840,0.74074457,0.43628367,0.00197711,0.61899702,1.29248609,1.09872084,0.01441298,1.33787975
-5.24962481,3.34181984,0.71653646,0.42704939,0.00206861,0.59107624,1.25146095,1.07050016,0.01355094,1.32128920
-5.24362181,3.25814134,0.69306379,0.41893024,0.00217211,0.56296080,1.21026691,1.04279520,0.01270119,1.30572107
-5.23761881,3.17728882,0.67054848,0.41201166,0.00228647,0.53482183,1.16915450,1.01590195,0.01186908,1.29141929
-5.23161581,3.09986145,0.64916170,0.40634424,0.00241042,0.50680717,1.12832736,0.99005848,0.01105946,1.27855797
-5.22561281,3.02628086,0.62902290,0.40194331,0.00254255,0.47904298,1.08794407,0.96544427,0.01027665,1.26723932
-5.21960980,2.95679714,0.61020084,0.39878969,0.00268130,0.45163626,1.04812219,0.94218164,0.00952426,1.25749435
-5.21360680,2.89150038,0.59271640,0.39683151,0.00282502,0.42467784,1.00894394,0.92033893,0.00880519,1.24928606
-5.20760380,2.83033679,0.57654690,0.39598700,0.00297194,0.39824556,0.97046291,0.89993518,0.00812161,1.24251480
-5.20160080,2.77312795,0.56163160,0.39614806,0.00312017,0.37240749,0.93271145,0.88094570,0.00747494,1.23702533
-5.19559780,2.71959215,0.54787795,0.39718450,0.00326776,0.34722467,0.89570791,0.86330848,0.00686589,1.23261523
-5.18959480,2.66936660,0.53516831,0.39894865,0.00341267,0.32275344,0.85946353,0.84693074,0.00629456,1.22904430
-5.18359180,2.62202966,0.52336684,0.40128028,0.00355283,0.29904718,0.82398837,0.83169576,0.00576045,1.22604434
-5.17758879,2.57712220,0.51232623,0.40401164,0.00368611,0.27615733,0.78929631,0.81746939,0.00526265,1.22332932
-5.17158579,2.53416777,0.50189405,0.40697235,0.00381041,0.25413378,0.75540871,0.80410637,0.00479983,1.22060536
-5.16558279,2.49269096,0.49191863,0.40999428,0.00392364,0.23302467,0.72235686,0.79145628,0.00437042,1.21758042
-5.15957979,2.45223397,0.48225423,0.41291603,0.00402380,0.21287572,0.69018319,0.77936903,0.00397269,1.21397356
-5.15357679,2.41237120,0.47276557,0.41558710,0.00410898,0.19372921,0.65894143,0.76769988,0.00360479,1.20952350
-5.14757379,2.37272190,0.46333145,0.41787167,0.00417741,0.17562275,0.62869577,0.75631406,0.00326488,1.20399656
-5.14157079,2.33296099,0.45384781,0.41965189,0.00422753,0.15858796,0.59951933,0.74509091,0.00295116,1.19719364
-5.13556778,2.29282792,0.44422986,0.42083065,0.00425802,0.14264929,0.57149210,0.73392744,0.00266189,1.18895634
-5.12956478,2.25213377,0.43441357,0.42133385,0.00426782,0.12782294,0.54469850,0.72274150,0.00239548,1.17917195
-5.12356178,2.21076641,0.42435646,0.42111206,0.00425619,0.11411611,0.51922469,0.71147425,0.00215045,1.16777737
-5.11755878,2.16869362,0.41403770,0.42014156,0.00422273,0.10152652,0.49515588,0.70009200,0.00192547,1.15476161
-5.11155578,2.12596408,0.40345764,0.41842482,0.00416743,0.09004230,0.47257356,0.68858727,0.00171932,1.14016695
-5.10555278,2.08270602,0.39263667,0.41599022,0.00409063,0.07964215,0.45155281,0.67697903,0.00153094,1.12408840
-5.09954977,2.03912334,0.38161358,0.41289108,0.00399308,0.07029590,0.43215976,0.66531191,0.00135935,1.10667167
-5.09354677,1.99548915,0.37044340,0.40920413,0.00387589,0.06196525,0.41444902,0.65365450,0.00120368,1.08810927
-5.08754377,1.95213668,0.35919471,0.40502708,0.00374054,0.05460472,0.39846138,0.64209663,0.00106314,1.06863497
-5.08154077,1.90944760,0.34794665,0.40047569,0.00358880,0.04816281,0.38422153,0.63074565,0.00093703,1.04851659
-5.07553777,1.86783805,0.33678556,0.39568012,0.00342275,0.04258312,0.37173606,0.61972184,0.00082470,1.02804734
-5.06953477,1.82774275,0.32580136,0.39078078,0.00324467,0.03780560,0.36099158,0.60915317,0.00072558,1.00753584
-5.06353177,1.78959768,0.31508395,0.38592375,0.00305701,0.03376772,0.35195323,0.59916945,0.00063917,0.98729539
-5.05752876,1.75382213,0.30471954,0.38125587,0.00286233,0.03040557,0.34456357,0.58989636,0.00056507,0.96763258
-5.05152576,1.72080077,0.29478722,0.37691973,0.00266320,0.02765492,0.33874194,0.58144948,0.00050297,0.94883600
-5.04552276,1.69086670,0.28535581,0.37304866,0.00246218,0.02545212,0.33438450,0.57392874,0.00045267,0.93116538
-5.03951976,1.66428633,0.27648125,0.36976196,0.00226172,0.02373491,0.33136495,0.56741358,0.00041413,0.91484172
-5.03351676,1.64124690,0.26820450,0.36716058,0.00206411,0.02244314,0.32953610,0.56195911,0.00038748,0.90003895
-5.02751376,1.62184738,0.26055025,0.36532333,0.00187145,0.02151939,0.32873226,0.55759353,0.00037305,0.88687748
-5.02151076,1.60609330,0.25352625,0.36430395,0.00168559,0.02090944,0.32877258,0.55431694,0.00037139,0.87542001
-5.01550775,1.59389599,0.24712362,0.36412902,0.00150813,0.02056279,0.32946517,0.55210173,0.00038331,0.86566990
-5.00950475,1.58507614,0.24131783,0.36479689,0.00134034,0.02043296,0.33061196,0.55089443,0.00040991,0.85757214
-5.00350175,1.57937178,0.23607048,0.36627767,0.00118324,0.02047788,0.33201426,0.55061909,0.00045256,0.85101698
-4.99749875,1.57645019,0.23133177,0.36851433,0.00103753,0.02066009,0.33347855,0.55118176,0.00051294,0.84584589
-4.99149575,1.57592305,0.22704338,0.37142477,0.00090363,0.02094697,0.33482254,0.55247602,0.00059302,0.84185979
-4.98549275,1.57736419,0.22314185,0.37490486,0.00078170,0.02131089,0.33588104,0.55438910,0.00069508,0.83882888
-4.97948974,1.58032869,0.21956203,0.37883231,0.00067167,0.02172925,0.33651139,0.55680821,0.00082164,0.83650370
-4.97348674,1.58437248,0.21624050,0.38307113,0.00057327,0.02218448,0.33659820,0.55962660,0.00097542,0.83462682
-4.96748374,1.58907118,0.21311879,0.38747662,0.00048603,0.02266389,0.33605698,0.56274910,0.00115931,0.83294445
-4.96148074,1.59403705,0.21014621,0.39190043,0.00040938,0.02315947,0.33483673,0.56609656,0.00137624,0.83121748
-4.95547774,1.59893327,0.20728201,0.39619583,0.00034262,0.02366754,0.33292090,0.56960900,0.00162915,0.82923126
-4.94947474,1.60348456,0.20449692,0.40022253,0.00028498,0.02418830,0.33032699,0.57324724,0.00192076,0.82680376
-4.94347174,1.60748368,0.20177388,0.40385129,0.00023565,0.02472522,0.32710459,0.57699273,0.00225357,0.82379158
-4.93746873,1.61079340,0.19910792,0.40696773,0.00019382,0.02528438,0.32333184,0.58084577,0.00262959,0.82009368
-4.93146573,1.61334406,0.19650525,0.40947555,0.00015867,0.02587367,0.31911071,0.58482207,0.00305026,0.81565254
-4.92546273,1.61512675,0.19398164,0.41129880,0.00012940,0.02650200,0.31456106,0.58894790,0.00351626,0.81045297
-4.91945973,1.61618291,0.19156010,0.41238323,0.00010527,0.02717836,0.30981391,0.59325420,0.00402737,0.80451861
-4.91345673,1.61659081,0.18926816,0.41269678,0.00008557,0.02791096,0.30500420,0.59776991,0.00458231,0.79790636
-4.90745373,1.61645013,0.18713479,0.41222911,0.00006966,0.02870643,0.30026349,0.60251516,0.00517861,0.79069935
-4.90145073,1.61586546,0.18518724,0.41099034,0.00005695,0.02956898,0.29571284,0.60749468,0.00581256,0.78299868
-4.89544772,1.61493006,0.18344797,0.40900906,0.00004692,0.03049981,0.29145637,0.61269189,0.00647909,0.77491466
-4.88944472,1.61371082,0.18193190,0.40632981,0.00003912,0.03149662,0.28757574,0.61806420,0.00717180,0.76655798
-4.88344172,1.61223550,0.18064407,0.40301012,0.00003314,0.03255323,0.28412592,0.62353991,0.00788300,0.75803150
-4.87743872,1.61048322,0.17957800,0.39911735,0.00002864,0.03365953,0.28113234,0.62901689,0.00860374,0.74942288
-4.87143572,1.60837861,0.17871470,0.39472550,0.00002531,0.03480154,0.27858967,0.63436326,0.00932405,0.74079882
-4.86543272,1.60579026,0.17802255,0.38991203,0.00002291,0.03596174,0.27646221,0.63942019,0.01003306,0.73220091
-4.85942971,1.60253353,0.17745787,0.38475507,0.00002123,0.03711955,0.27468586,0.64400661,0.01071929,0.72364343
-4.85342671,1.59837737,0.17696636,0.37933086,0.00002009,0.03825204,0.27317156,0.64792575,0.01137093,0.71511319
-4.84742371,1.59305503,0.17648522,0.37371175,0.00001935,0.03933475,0.27180989,0.65097302,0.01197619,0.70657122
-4.84142071,1.58627767,0.17594575,0.36796455,0.00001890,0.04034263,0.27047680,0.65294492,0.01252361,0.69795622
-4.83541771,1.57775016,0.17527645,0.36214947,0.00001865,0.04125101,0.26903982,0.65364842,0.01300246,0.68918947
-4.82941471,1.56718795,0.17440633,0.35631946,0.00001852,0.04203660,0.26736469,0.65291036,0.01340307,0.68018078
-4.82341171,1.55433398,0.17326824,0.35051993,0.00001845,0.04267844,0.26532195,0.65058612,0.01371712,0.67083499
-4.81740870,1.53897449,0.17180212,0.34478877,0.00001842,0.04315875,0.26279307,0.64656735,0.01393800,0.66105878
-4.81140570,1.52095271,0.16995783,0.33915661,0.00001840,0.04346362,0.25967598,0.64078803,0.01406096,0.65076695
-4.80540270,1.50017965,0.16769764,0.33364716,0.00001837,0.04358355,0.25588963,0.63322874,0.01408335,0.63988822
-4.79939970,1.47664124,0.16499800,0.32827754,0.00001833,0.04351379,0.25137742,0.62391872,0.01400464,0.62836975
-4.79339670,1.45040149,0.16185078,0.32305861,0.00001828,0.04325448,0.24610936,0.61293576,0.01382653,0.61618043
-4.78739370,1.42160160,0.15826364,0.31799518,0.00001825,0.04281054,0.24008301,0.60040394,0.01355279,0.60331267
-4.78139070,1.39045497,0.15425983,0.31308606,0.00001824,0.04219145,0.23332302,0.58648925,0.01318921,0.58978265
-4.77538769,1.35723882,0.14987722,0.30832415,0.00001829,0.04141071,0.22587967,0.57139359,0.01274334,0.57562911
-4.76938469,1.32228281,0.14516681,0.30369627,0.00001843,0.04048536,0.21782627,0.55534730,0.01222428,0.56091083
-4.76338169,1.28595564,0.14019069,0.29918319,0.00001870,0.03943524,0.20925583,0.53860089,0.01164230,0.54570318
-4.75737869,1.24865049,0.13501974,0.29475966,0.00001914,0.03828225,0.20027715,0.52141621,0.01100859,0.53009389
-4.75137569,1.21077019,0.12973099,0.29039462,0.00001978,0.03704963,0.19101060,0.50405780,0.01033484,0.51417850
-4.74537269,1.17271324,0.12440502,0.28605173,0.00002069,0.03576125,0.18158380,0.48678461,0.00963290,0.49805586
-4.73936968,1.13486128,0.11912336,0.28169018,0.00002189,0.03444092,0.17212751,0.46984270,0.00891446,0.48182400
-4.73336668,1.09756888,0.11396606,0.27726590,0.00002344,0.03311189,0.16277180,0.45345913,0.00819073,0.46557655
-4.72736368,1.06115593,0.10900957,0.27273313,0.00002537,0.03179641,0.15364279,0.43783729,0.00747217,0.44940018
-4.72136068,1.02590302,0.10432491,0.26804635,0.00002773,0.03051540,0.14485993,0.42315371,0.00676823,0.43337283
-4.71535768,0.99204983,0.09997623,0.26316246,0.00003055,0.02928828,0.13653399,0.40955659,0.00608724,0.41756314
-4.70935468,0.95979621,0.09601981,0.25804317,0.00003386,0.02813292,0.12876561,0.39716564,0.00543624,0.40203068
-4.70335168,0.92930564,0.09250337,0.25265742,0.00003766,0.02706565,0.12164451,0.38607340,0.00482095,0.38682713
-4.69734867,0.90071063,0.08946578,0.24698365,0.00004198,0.02610136,0.11524922,0.37634762,0.00424574,0.37199800
-4.69134567,0.87411924,0.08693705,0.24101184,0.00004681,0.02525366,0.10964714,0.36803449,0.00371367,0.35758472
-4.68534267,0.84962226,0.08493857,0.23474512,0.00005214,0.02453498,0.10489490,0.36116248,0.00322658,0.34362689
-4.67933967,0.82730016,0.08348353,0.22820085,0.00005794,0.02395674,0.10103886,0.35574650,0.00278518,0.33016428
-4.67333667,0.80722952,0.08257749,0.22141094,0.00006418,0.02352939,0.09811556,0.35179208,0.00238920,0.31723850
-4.66733367,0.78948815,0.08221898,0.21442160,0.00007080,0.02326245,0.09615217,0.34929934,0.00203752,0.30489399
-4.66133067,0.77415874,0.08240016,0.20729217,0.00007774,0.02316441,0.09516660,0.34826662,0.00172835,0.29317840
-4.65532766,0.76133069,0.08310748,0.20009341,0.00008493,0.02324259,0.09516752,0.34869355,0.00145934,0.28214207
-4.64932466,0.75110019,0.08432231,0.19290501,0.00009227,0.02350289,0.09615411,0.35058346,0.00122778,0.27183681
-4.64332166,0.74356845,0.08602149,0.18581266,0.00009968,0.02394947,0.09811549,0.35394502,0.00103073,0.26231402
