energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.71185593,2.82394387,0.09188398,0.00646664,1.02549137,0.80439289,0.00000000,1.34222604,0.87647295
-5.70585293,2.78586523,0.09174634,0.00661761,0.99452403,0.81687621,0.00000000,1.33111522,0.84740776
-5.69984992,2.74520552,0.09238529,0.00672913,0.96423167,0.82659873,0.00000000,1.32319740,0.81791940
-5.69384692,2.70266086,0.09378774,0.00679927,0.93512271,0.83346851,0.00000000,1.31924001,0.78832829
-5.68784392,2.65906597,0.09594424,0.00682700,0.90770876,0.83749033,0.00000000,1.32001359,0.75897198
-5.68184092,2.61537160,0.09884819,0.00681215,0.88249116,0.83876489,0.00000000,1.32626958,0.73019688
-5.67583792,2.57261411,0.10249433,0.00675552,0.85994597,0.83748397,0.00000000,1.33871503,0.70234857
-5.66983492,2.53187850,0.10687684,0.00665881,0.84050824,0.83392185,0.00000000,1.35798512,0.67576143
-5.66383192,2.49425662,0.11198701,0.00652458,0.82455618,0.82842338,0.00000000,1.38461471,0.65074777
-5.65782891,2.46080250,0.11781083,0.00635622,0.81239589,0.82138921,0.00000000,1.41900992,0.62758718
-5.65182591,2.43248712,0.12432659,0.00615782,0.80424757,0.81325904,0.00000000,1.46142138,0.60651654
-5.64582291,2.41015476,0.13150272,0.00593409,0.80023378,0.80449353,0.00000000,1.51192044,0.58772127
-5.63981991,2.39448334,0.13929602,0.00569021,0.80037060,0.79555581,0.00000000,1.57037977,0.57132823
-5.63381691,2.38595070,0.14765056,0.00543175,0.80456216,0.78689341,0.00000000,1.63645966,0.55740067
-5.62781391,2.38480875,0.15649720,0.00516450,0.81259896,0.77892139,0.00000000,1.70960112,0.54593558
-5.62181091,2.39106681,0.16575399,0.00489436,0.82416039,0.77200740,0.00000000,1.78902656,0.53686349
-5.61580790,2.40448495,0.17532744,0.00462721,0.83882138,0.76645925,0.00000000,1.87374855,0.53005091
-5.60980490,2.42457803,0.18511454,0.00436884,0.85606306,0.76251546,0.00000000,1.96258672,0.52530528
-5.60380190,2.45062987,0.19500566,0.00412480,0.87528728,0.76033896,0.00000000,2.05419261,0.52238208
-5.59779890,2.48171715,0.20488804,0.00390035,0.89583418,0.76001422,0.00000000,2.14708150,0.52099402
-5.59179590,2.51674165,0.21464978,0.00370040,0.91700236,0.76154753,0.00000000,2.23967031,0.52082169
-5.58579290,2.55446920,0.22418402,0.00352944,0.93807073,0.76487030,0.00000000,2.33032000,0.52152524
-5.57978989,2.59357347,0.23339323,0.00339152,0.95832101,0.76984510,0.00000000,2.41738079,0.52275654
-5.57378689,2.63268231,0.24219314,0.00329019,0.97706015,0.77627378,0.00000000,2.49923825,0.52417131
-5.56778389,2.67042448,0.25051623,0.00322851,0.99364146,0.78390739,0.00000000,2.57435840,0.52544055
-5.56178089,2.70547459,0.25831442,0.00320899,1.00748372,0.79245709,0.00000000,2.64132988,0.52626092
-5.55577789,2.73659430,0.26556080,0.00323358,1.01808741,0.80160573,0.00000000,2.69890143,0.52636360
-5.54977489,2.76266800,0.27225027,0.00330366,1.02504751,0.81101943,0.00000000,2.74601327,0.52552125
-5.54377189,2.78273190,0.27839899,0.00341998,1.02806226,0.82035878,0.00000000,2.78182120,0.52355295
-5.53776888,2.79599543,0.28404248,0.00358264,1.02693787,0.82928930,0.00000000,2.80571276,0.52032699
-5.53176588,2.80185477,0.28923279,0.00379105,1.02158900,0.83749081,0.00000000,2.81731504,0.51576150
-5.52576288,2.79989861,0.29403440,0.00404390,1.01203524,0.84466568,0.00000000,2.81649443,0.50982311
-5.51975988,2.78990643,0.29851951,0.00433909,0.99839403,0.85054567,0.00000000,2.80334862,0.50252384
-5.51375688,2.77184046,0.30276268,0.00467373,0.98087047,0.85489749,0.00000000,2.77819200,0.49391653
-5.50775388,2.74583221,0.30683527,0.00504411,0.95974480,0.85752715,0.00000000,2.74153535,0.48408916
-5.50175088,2.71216495,0.31079999,0.00544567,0.93535813,0.85828299,0.00000000,2.69406124,0.47315849
-5.49574787,2.67125347,0.31470595,0.00587308,0.90809739,0.85705777,0.00000000,2.63659659,0.46126327
-5.48974487,2.62362248,0.31858439,0.00632020,0.87838001,0.85378968,0.00000000,2.57008372,0.44855754
-5.48374187,2.56988472,0.32244553,0.00678022,0.84663928,0.84846258,0.00000000,2.49555117,0.43520427
-5.47773887,2.51071981,0.32627673,0.00724575,0.81331070,0.84110537,0.00000000,2.41408547,0.42136952
-5.47173587,2.44685471,0.33004190,0.00770893,0.77881999,0.83179067,0.00000000,2.32680479,0.40721738
-5.46573287,2.37904600,0.33368256,0.00816165,0.74357306,0.82063269,0.00000000,2.23483498,0.39290585
-5.45972986,2.30806448,0.33712019,0.00859571,0.70794801,0.80778446,0.00000000,2.13928869,0.37858354
-5.45372686,2.23468189,0.34025991,0.00900306,0.67228929,0.79343420,0.00000000,2.04124744,0.36438728
-5.44772386,2.15965959,0.34299523,0.00937604,0.63690396,0.77780094,0.00000000,1.94174681,0.35044058
-5.44172086,2.08373895,0.34521354,0.00970758,0.60205983,0.76112937,0.00000000,1.84176448,0.33685268
-5.43571786,2.00763287,0.34680213,0.00999151,0.56798520,0.74368383,0.00000000,1.74221077,0.32371819
-5.42971486,1.93201821,0.34765418,0.01022271,0.53487000,0.72574164,0.00000000,1.64392140,0.31111713
-5.42371186,1.85752863,0.34767459,0.01039733,0.50286780,0.70758577,0.00000000,1.54765197,0.29911514
-5.41770885,1.78474761,0.34678509,0.01051295,0.47209865,0.68949708,0.00000000,1.45407392,0.28776387
-5.41170585,1.71420155,0.34492847,0.01056869,0.44265220,0.67174629,0.00000000,1.36377159,0.27710136
-5.40570285,1.64635301,0.34207166,0.01056525,0.41459102,0.65458598,0.00000000,1.27724029,0.26715241
-5.39969985,1.58159411,0.33820746,0.01050494,0.38795380,0.63824294,0.00000000,1.19488517,0.25792889
-5.39369685,1.52024061,0.33335494,0.01039158,0.36275845,0.62291112,0.00000000,1.11702098,0.24943001
-5.38769385,1.46252681,0.32755846,0.01023043,0.33900486,0.60874561,0.00000000,1.04387277,0.24164259
-5.38169085,1.40860201,0.32088542,0.01002799,0.31667737,0.59585786,0.00000000,0.97557750,0.23454147
-5.37568784,1.35852870,0.31342299,0.00979178,0.29574702,0.58431250,0.00000000,0.91218698,0.22808998
-5.36968484,1.31228313,0.30527402,0.00953011,0.27617352,0.57412587,0.00000000,0.85367199,0.22224072
-5.36368184,1.26975845,0.29655236,0.00925175,0.25790703,0.56526653,0.00000000,0.79992785,0.21693661
-5.35767884,1.23077060,0.28737800,0.00896565,0.24088993,0.55765765,0.00000000,0.75078141,0.21211229
-5.35167584,1.19506707,0.27787228,0.00868063,0.22505846,0.55118131,0.00000000,0.70599941,0.20769592
-5.34567284,1.16233824,0.26815346,0.00840507,0.21034441,0.54568456,0.00000000,0.66529819,0.20361127
-5.33966983,1.13223113,0.25833278,0.00814663,0.19667683,0.54098692,0.00000000,0.62835432,0.19978024
-5.33366683,1.10436478,0.24851143,0.00791197,0.18398379,0.53688905,0.00000000,0.59481609,0.19612547
-5.32766383,1.07834698,0.23877831,0.00770657,0.17219410,0.53318218,0.00000000,0.56431541,0.19257325
-5.32166083,1.05379119,0.22920872,0.00753455,0.16123910,0.52965780,0.00000000,0.53647962,0.18905625
-5.31565783,1.03033317,0.21986397,0.00739854,0.15105419,0.52611723,0.00000000,0.51094292,0.18551626
-5.30965483,1.00764624,0.21079186,0.00729964,0.14158040,0.52238047,0.00000000,0.48735699,0.18190653
-5.30365183,0.98545465,0.20202775,0.00723738,0.13276553,0.51829405,0.00000000,0.46540030,0.17819378
-5.29764882,0.96354411,0.19359627,0.00720984,0.12456512,0.51373740,0.00000000,0.44478586,0.17435957
-5.29164582,0.94176922,0.18551327,0.00721370,0.11694308,0.50862747,0.00000000,0.42526718,0.17040109
-5.28564282,0.92005717,0.17778799,0.00724443,0.10987181,0.50292143,0.00000000,0.40664221,0.16633121
-5.27963982,0.89840788,0.17042508,0.00729643,0.10333208,0.49661724,0.00000000,0.38875517,0.16217785
-5.27363682,0.87689032,0.16342654,0.00736336,0.09731242,0.48975237,0.00000000,0.37149641,0.15798255
-5.26763382,0.85563548,0.15679322,0.00743829,0.09180820,0.48240042,0.00000000,0.35480035,0.15379852
-5.26163082,0.83482639,0.15052594,0.00751401,0.08682042,0.47466624,0.00000000,0.33864170,0.14968806
-5.25562781,0.81468574,0.14462610,0.00758333,0.08235425,0.46667958,0.00000000,0.32303033,0.14571957
-5.24962481,0.79546197,0.13909593,0.00763928,0.07841741,0.45858789,0.00000000,0.30800508,0.14196435
-5.24362181,0.77741446,0.13393816,0.00767540,0.07501856,0.45054845,0.00000000,0.29362687,0.13849324
-5.23761881,0.76079882,0.12915546,0.00768591,0.07216566,0.44272051,0.00000000,0.27997155,0.13537344
-5.23161581,0.74585295,0.12474960,0.00766598,0.06986447,0.43525770,0.00000000,0.26712282,0.13266549
-5.22561281,0.73278472,0.12072047,0.00761179,0.06811722,0.42830121,0.00000000,0.25516558,0.13042072
-5.21960980,0.72176175,0.11706506,0.00752066,0.06692154,0.42197402,0.00000000,0.24417991,0.12867920
-5.21360680,0.71290386,0.11377662,0.00739112,0.06626970,0.41637649,0.00000000,0.23423610,0.12746830
-5.20760380,0.70627848,0.11084399,0.00722291,0.06614806,0.41158346,0.00000000,0.22539066,0.12680201
-5.20160080,0.70189896,0.10825114,0.00701693,0.06653694,0.40764292,0.00000000,0.21768349,0.12668078
-5.19559780,0.69972590,0.10597719,0.00677518,0.06741070,0.40457624,0.00000000,0.21113628,0.12709222
-5.18959480,0.69967109,0.10399666,0.00650061,0.06873802,0.40237985,0.00000000,0.20575191,0.12801223
-5.18359180,0.70160367,0.10228014,0.00619702,0.07048251,0.40102814,0.00000000,0.20151490,0.12940668
-5.17758879,0.70535798,0.10079515,0.00586887,0.07260336,0.40047725,0.00000000,0.19839258,0.13123342
-5.17158579,0.71074243,0.09950742,0.00552111,0.07505608,0.40066953,0.00000000,0.19633691,0.13344457
-5.16558279,0.71754878,0.09838210,0.00515896,0.07779333,0.40153821,0.00000000,0.19528670,0.13598875
-5.15957979,0.72556120,0.09738524,0.00478777,0.08076565,0.40301197,0.00000000,0.19516998,0.13881333
-5.15357679,0.73456436,0.09648505,0.00441282,0.08392221,0.40501905,0.00000000,0.19590641,0.14186634
-5.14757379,0.74435028,0.09565315,0.00403917,0.08721143,0.40749074,0.00000000,0.19740942,0.14509820
-5.14157079,0.75472341,0.09486558,0.00367154,0.09058148,0.41036379,0.00000000,0.19958820,0.14846284
-5.13556778,0.76550384,0.09410348,0.00331417,0.09398076,0.41358191,0.00000000,0.20234923,0.15191851
-5.12956478,0.77652851,0.09335354,0.00297076,0.09735822,0.41709611,0.00000000,0.20559745,0.15542806
-5.12356178,0.78765068,0.09260809,0.00264440,0.10066370,0.42086402,0.00000000,0.20923707,0.15895877
-5.11755878,0.79873787,0.09186485,0.00233756,0.10384819,0.42484841,0.00000000,0.21317206,0.16248189
-5.11155578,0.80966869,0.09112651,0.00205209,0.10686423,0.42901501,0.00000000,0.21730648,0.16597185
-5.10555278,0.82032918,0.09039997,0.00178924,0.10966624,0.43333004,0.00000000,0.22154470,0.16940534
-5.09954977,0.83060915,0.08969559,0.00154969,0.11221109,0.43775771,0.00000000,0.22579169,0.17276047
-5.09354677,0.84039903,0.08902627,0.00133362,0.11445869,0.44225805,0.00000000,0.22995349,0.17601594
-5.08754377,0.84958800,0.08840670,0.00114079,0.11637284,0.44678537,0.00000000,0.23393798,0.17915055
-5.08154077,0.85806350,0.08785262,0.00097060,0.11792210,0.45128769,0.00000000,0.23765606,0.18214304
-5.07553777,0.86571277,0.08738039,0.00082218,0.11908086,0.45570716,0.00000000,0.24102327,0.18497229
-5.06953477,0.87242619,0.08700677,0.00069447,0.11983050,0.45998176,0.00000000,0.24396183,0.18761808
-5.06353177,0.87810276,0.08674895,0.00058631,0.12016052,0.46404824,0.00000000,0.24640312,0.19006219
-5.05752876,0.88265710,0.08662495,0.00049647,0.12006972,0.46784600,0.00000000,0.24829051,0.19228988
-5.05152576,0.88602787,0.08665417,0.00042378,0.11956722,0.47132199,0.00000000,0.24958239,0.19429173
-5.04552276,0.88818691,0.08685829,0.00036712,0.11867332,0.47443612,0.00000000,0.25025520,0.19606550
-5.03951976,0.88914834,0.08726212,0.00032552,0.11742012,0.47716676,0.00000000,0.25030643,0.19761806
-5.03351676,0.88897717,0.08789463,0.00029816,0.11585183,0.47951615,0.00000000,0.24975724,0.19896714
-5.02751376,0.88779635,0.08878979,0.00028440,0.11402473,0.48151496,0.00000000,0.24865458,0.20014263
-5.02151076,0.88579177,0.08998732,0.00028379,0.11200666,0.48322583,0.00000000,0.24707264,0.20118745
-5.01550775,0.88321461,0.09153301,0.00029612,0.10987619,0.48474537,0.00000000,0.24511350,0.20215774
-5.00950475,0.88038042,0.09347874,0.00032133,0.10772132,0.48620442,0.00000000,0.24290679,0.20312226
-5.00350175,0.87766495,0.09588196,0.00035956,0.10563781,0.48776634,0.00000000,0.24060840,0.20416106
-4.99749875,0.87549647,0.09880469,0.00041111,0.10372722,0.48962327,0.00000000,0.23839816,0.20536328
-4.99149575,0.87434482,0.10231190,0.00047637,0.10209456,0.49199056,0.00000000,0.23647660,0.20682432
-4.98549275,0.87470774,0.10646948,0.00055585,0.10084594,0.49509942,0.00000000,0.23506077,0.20864231
-4.97948974,0.87709490,0.11134164,0.00065006,0.10008593,0.49918829,0.00000000,0.23437944,0.21091419
-4.97348674,0.88201058,0.11698804,0.00075950,0.09991512,0.50449327,0.00000000,0.23466768,0.21373154
-4.96748374,0.88993582,0.12346062,0.00088460,0.10042764,0.51123829,0.00000000,0.23616119,0.21717642
-4.96148074,0.90131103,0.13080041,0.00102565,0.10170895,0.51962538,0.00000000,0.23909050,0.22131744
-4.95547774,0.91652003,0.13903443,0.00118275,0.10383396,0.52982588,0.00000000,0.24367536,0.22620632
-4.94947474,0.93587646,0.14817289,0.00135576,0.10686543,0.54197290,0.00000000,0.25011951,0.23187523
-4.94347174,0.95961322,0.15820680,0.00154425,0.11085285,0.55615567,0.00000000,0.25860599,0.23833487
-4.93746873,0.98787560,0.16910638,0.00174746,0.11583178,0.57241600,0.00000000,0.26929325,0.24557373
-4.93146573,1.02071850,0.18082006,0.00196425,0.12182356,0.59074721,0.00000000,0.28231213,0.25355834
-4.92546273,1.05810767,0.19327453,0.00219313,0.12883556,0.61109547,0.00000000,0.29776371,0.26223463
-4.91945973,1.09992492,0.20637565,0.00243219,0.13686178,0.63336354,0.00000000,0.31571815,0.27153032
-4.91345673,1.14597687,0.22001037,0.00267917,0.14588374,0.65741651,0.00000000,0.33621440,0.28135817
-4.90745373,1.19600637,0.23404948,0.00293144,0.15587166,0.68308936,0.00000000,0.35926060,0.29161988
-4.90145073,1.24970598,0.24835126,0.00318608,0.16678576,0.71019551,0.00000000,0.38483509,0.30221045
-4.89544772,1.30673224,0.26276567,0.00343995,0.17857761,0.73853600,0.00000000,0.41288787,0.31302263
-4.88944472,1.36671984,0.27713906,0.00368971,0.19119131,0.76790849,0.00000000,0.44334204,0.32395130
-4.88344172,1.42929450,0.29131898,0.00393194,0.20456460,0.79811544,0.00000000,0.47609532,0.33489728
-4.87743872,1.49408364,0.30515898,0.00416326,0.21862962,0.82897099,0.00000000,0.51102111,0.34577060
-4.87143572,1.56072406,0.31852312,0.00438039,0.23331330,0.86030588,0.00000000,0.54796918,0.35649281
-4.86543272,1.62886605,0.33128977,0.00458024,0.24853744,0.89197012,0.00000000,0.58676565,0.36699822
-4.85942971,1.69817363,0.34335477,0.00476005,0.26421830,0.92383329,0.00000000,0.62721235,0.37723410
-4.85342671,1.76832101,0.35463349,0.00491745,0.28026592,0.95578233,0.00000000,0.66908550,0.38715975
-4.84742371,1.83898559,0.36506189,0.00505055,0.29658310,0.98771724,0.00000000,0.71213390,0.39674462
-4.84142071,1.90983829,0.37459639,0.00515797,0.31306418,1.01954480,0.00000000,0.75607679,0.40596560
-4.83541771,1.98053205,0.38321274,0.00523890,0.32959382,1.05117106,0.00000000,0.80060167,0.41480369
-4.82941471,2.05068967,0.39090381,0.00529315,0.34604590,1.08249326,0.00000000,0.84536245,0.42324043
-4.82341171,2.11989246,0.39767665,0.00532112,0.36228266,1.11339180,0.00000000,0.88997835,0.43125429
-4.81740870,2.18767070,0.40354891,0.00532378,0.37815435,1.14372318,0.00000000,0.93403389,0.43881747
-4.81140570,2.25349746,0.40854502,0.00530267,0.39349949,1.17331455,0.00000000,0.97708038,0.44589322
-4.80540270,2.31678669,0.41269233,0.00525982,0.40814590,1.20196059,0.00000000,1.01863923,0.45243414
-4.79939970,2.37689644,0.41601754,0.00519774,0.42191254,1.22942312,0.00000000,1.05820737,0.45838146
-4.79339670,2.43313761,0.41854373,0.00511926,0.43461231,1.25543387,0.00000000,1.09526479,0.46366561
-4.78739370,2.48478847,0.42028813,0.00502756,0.44605566,1.27970036,0.00000000,1.12928424,0.46820793
-4.78139070,2.53111441,0.42126090,0.00492601,0.45605503,1.30191494,0.00000000,1.15974298,0.47192360
-4.77538769,2.57139240,0.42146497,0.00481816,0.46442999,1.32176636,0.00000000,1.18613607,0.47472555
-4.76938469,2.60493876,0.42089692,0.00470760,0.47101282,1.33895350,0.00000000,1.20799094,0.47652924
-4.76338169,2.63113907,0.41954891,0.00459795,0.47565430,1.35320043,0.00000000,1.22488249,0.47725789
-4.75737869,2.64947844,0.41741144,0.00449274,0.47822952,1.36427177,0.00000000,1.23644812,0.47684797
-4.75137569,2.65957030,0.41447678,0.00439540,0.47864339,1.37198767,0.00000000,1.24240188,0.47525447
-4.74537269,2.66118209,0.41074278,0.00430917,0.47683547,1.37623710,0.00000000,1.24254708,0.47245579
-4.73936968,2.65425610,0.40621678,0.00423707,0.47278402,1.37698889,0.00000000,1.23678661,0.46845772
-4.73336668,2.63892416,0.40091929,0.00418185,0.46650891,1.37429948,0.00000000,1.22513040,0.46329644
-4.72736368,2.61551497,0.39488723,0.00414592,0.45807329,1.36831696,0.00000000,1.20769943,0.45704021
-4.72136068,2.58455366,0.38817638,0.00413139,0.44758382,1.35928103,0.00000000,1.18472621,0.44978969
-4.71535768,2.54675315,0.38086295,0.00413993,0.43518963,1.34751868,0.00000000,1.15655136,0.44167688
-4.70935468,2.50299789,0.37304406,0.00417284,0.42107968,1.33343593,0.00000000,1.12361653,0.43286263
-4.70335168,2.45432058,0.36483722,0.00423095,0.40547903,1.31750591,0.00000000,1.08645384,0.42353301
-4.69734867,2.40187308,0.35637858,0.00431468,0.38864387,1.30025405,0.00000000,1.04567240,0.41389460
-4.69134567,2.34689312,0.34782044,0.00442395,0.37085569,1.28224111,0.00000000,1.00194239,0.40416908
-4.68534267,2.29066847,0.33932779,0.00455828,0.35241479,1.26404510,0.00000000,0.95597750,0.39458736
-4.67933967,2.23450043,0.33107437,0.00471674,0.33363347,1.24624301,0.00000000,0.90851643,0.38538347
-4.67333667,2.17966847,0.32323835,0.00489803,0.31482905,1.22939349,0.00000000,0.86030436,0.37678876
-4.66733367,2.12739764,0.31599796,0.00510054,0.29631710,1.21402109,0.00000000,0.81207500,0.36902640
-4.66133067,2.07883020,0.30952714,0.00532240,0.27840509,1.20060318,0.00000000,0.76453406,0.36230651
-4.65532766,2.03500242,0.30399168,0.00556160,0.26138659,1.18955964,0.00000000,0.71834454,0.35682218
-4.64932466,1.99682731,0.29954567,0.00581607,0.24553625,1.18124603,0.00000000,0.67411443,0.35274626
-4.64332166,1.96508324,0.29632867,0.00608383,0.23110554,1.17594993,0.00000000,0.63238696,0.35022904
-4.63731866,1.94040834,0.29446337,0.00636308,0.21831938,1.17389039,0.00000000,0.59363356,0.34939675
-4.63131566,1.92330002,0.29405390,0.00665233,0.20737354,1.17522002,0.00000000,0.55824947,0.35035073
-4.62531266,1.91411842,0.29518462,0.00695052,0.19843279,1.18002903,0.00000000,0.52655177,0.35316709
-4.61930965,1.91309282,0.29791934,0.00725707,0.19162970,1.18835045,0.00000000,0.49877954,0.35789666
-4.61330665,1.92032951,0.30230073,0.00757200,0.18706390,1.20016589,0.00000000,0.47509582,0.36456505
-4.60730365,1.93581991,0.30834993,0.00789591,0.18480180,1.21541084,0.00000000,0.45559084,0.37317262
-4.60130065,1.95944778,0.31606613,0.00823003,0.18487648,1.23397902,0.00000000,0.44028621,0.38369417
-4.59529765,1.99099458,0.32542606,0.00857611,0.18728783,1.25572517,0.00000000,0.42913959,0.39607835
-4.58929465,2.03014249,0.33638336,0.00893642,0.19200265,1.28046609,0.00000000,0.42204955,0.41024669
-4.58329165,2.07647490,0.34886777,0.00931354,0.19895495,1.30797983,0.00000000,0.41886040,0.42609237
-4.57728864,2.12947461,0.36278431,0.00971023,0.20804623,1.33800327,0.00000000,0.41936680,0.44347884
-4.57128564,2.18852049,0.37801248,0.01012925,0.21914589,1.37022860,0.00000000,0.42331806,0.46223846
-4.56528264,2.25288342,0.39440562,0.01057311,0.23209185,1.40429932,0.00000000,0.43042227,0.48217155
-4.55927964,2.32172295,0.41179072,0.01104388,0.24669145,1.43980659,0.00000000,0.44035034,0.50304593
-4.55327664,2.39408588,0.42996874,0.01154290,0.26272283,1.47628687,0.00000000,0.45274003,0.52459747
-4.54727364,2.46890823,0.44871584,0.01207063,0.27993678,1.51322155,0.00000000,0.46720030,0.54653172
-4.54127064,2.54502178,0.46778535,0.01262640,0.29805935,1.55003960,0.00000000,0.48331614,0.56852697
-4.53526763,2.62116610,0.48691099,0.01320830,0.31679510,1.58612354,0.00000000,0.50065391,0.59023883
-4.52926463,2.69600677,0.50581109,0.01381304,0.33583119,1.62081931,0.00000000,0.51876756,0.61130636
-4.52326163,2.76815979,0.52419384,0.01443591,0.35484229,1.65344991,0.00000000,0.53720556,0.63135970
-4.51725863,2.83622180,0.54176364,0.01507080,0.37349612,1.68333262,0.00000000,0.55551857,0.65002901
-4.51125563,2.89880530,0.55822812,0.01571024,0.39145974,1.70979916,0.00000000,0.57326775,0.66695436
-4.50525263,2.95457752,0.57330569,0.01634558,0.40840619,1.73221794,0.00000000,0.59003345,0.68179634
-4.49924962,3.00230098,0.58673333,0.01696714,0.42402146,1.75001726,0.00000000,0.60542402,0.69424664
-4.49324662,3.04087410,0.59827420,0.01756448,0.43801151,1.76270813,0.00000000,0.61908439,0.70403839
