energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.86193097,1.83236847,0.00651163,0.18164904,1.17393739,0.93638895,0.30009545,0.26287213,0.62888489,0.00000000
-5.85592796,1.82318085,0.00677006,0.17631777,1.16826328,0.91998860,0.31348690,0.26532970,0.63497803,0.00000000
-5.84992496,1.82008771,0.00708876,0.17112691,1.16416989,0.90641558,0.32876681,0.26873645,0.64382134,0.00000000
-5.84392196,1.82374473,0.00747344,0.16615028,1.16223414,0.89597078,0.34597388,0.27323747,0.65562088,0.00000000
-5.83791896,1.83468760,0.00792962,0.16145835,1.16296149,0.88891122,0.36510315,0.27895337,0.67052509,0.00000000
-5.83191596,1.85329856,0.00846256,0.15711462,1.16676155,0.88543398,0.38610068,0.28597441,0.68861370,0.00000000
-5.82591296,1.87977859,0.00907707,0.15317232,1.17392804,0.88566258,0.40885980,0.29435565,0.70988902,0.00000000
-5.81990995,1.91412716,0.00977745,0.14967167,1.18462393,0.88963643,0.43321945,0.30411327,0.73427022,0.00000000
-5.81390695,1.95613069,0.01056739,0.14663776,1.19887285,0.89730438,0.45896461,0.31522248,0.76159090,0.00000000
-5.80790395,2.00536070,0.01144989,0.14407929,1.21655716,0.90852258,0.48582903,0.32761687,0.79160045,0.00000000
-5.80190095,2.06118170,0.01242722,0.14198808,1.23742268,0.92305700,0.51350021,0.34118929,0.82396897,0.00000000
-5.79589795,2.12276873,0.01350083,0.14033951,1.26109005,0.94059038,0.54162652,0.35579432,0.85829572,0.00000000
-5.78989495,2.18913342,0.01467137,0.13909374,1.28707182,0.96073337,0.56982604,0.37125198,0.89412077,0.00000000
-5.78389195,2.25915739,0.01593862,0.13819771,1.31479449,0.98303918,0.59769703,0.38735269,0.93093911,0.00000000
-5.77788894,2.33163098,0.01730145,0.13758772,1.34362413,1.00702090,0.62482925,0.40386307,0.96821670,0.00000000
-5.77188594,2.40529557,0.01875775,0.13719244,1.37289433,1.03217058,0.65081591,0.42053242,1.00540756,0.00000000
-5.76588294,2.47888691,0.02030442,0.13693625,1.40193486,1.05797898,0.67526550,0.43709951,1.04197107,0.00000000
-5.75987994,2.55117752,0.02193726,0.13674264,1.43009957,1.08395491,0.69781309,0.45329948,1.07738862,0.00000000
-5.75387694,2.62101594,0.02365087,0.13653752,1.45679213,1.10964312,0.71813059,0.46887045,1.11117886,0.00000000
-5.74787394,2.68736109,0.02543858,0.13625231,1.48148851,1.13463992,0.73593556,0.48355980,1.14291085,0.00000000
-5.74187094,2.74931008,0.02729235,0.13582665,1.50375491,1.15860560,0.75099821,0.49712972,1.17221446,0.00000000
-5.73586793,2.80611871,0.02920261,0.13521056,1.52326083,1.18127331,0.76314643,0.50936207,1.19878790,0.00000000
-5.72986493,2.85721381,0.03115826,0.13436608,1.53978653,1.20245386,0.77226864,0.52006241,1.22240189,0.00000000
-5.72386193,2.90219759,0.03314650,0.13326831,1.55322520,1.22203655,0.77831470,0.52906313,1.24290081,0.00000000
-5.71785893,2.94084423,0.03515284,0.13190577,1.56357977,1.23998606,0.78129468,0.53622579,1.26020071,0.00000000
-5.71185593,2.97308960,0.03716109,0.13028026,1.57095516,1.25633583,0.78127604,0.54144266,1.27428476,0.00000000
-5.70585293,2.99901523,0.03915342,0.12840612,1.57554665,1.27117840,0.77837922,0.54463759,1.28519658,0.00000000
-5.69984992,3.01882788,0.04111045,0.12630906,1.57762520,1.28465357,0.77277216,0.54576619,1.29303187,0.00000000
-5.69384692,3.03283629,0.04301145,0.12402470,1.57752092,1.29693492,0.76466402,0.54481568,1.29792911,0.00000000
-5.68784392,3.04142648,0.04483461,0.12159673,1.57560557,1.30821571,0.75429838,0.54180410,1.30005991,0.00000000
-5.68184092,3.04503722,0.04655734,0.11907500,1.57227514,1.31869477,0.74194634,0.53677936,1.29961943,0.00000000
-5.67583792,3.04413675,0.04815668,0.11651354,1.56793334,1.32856329,0.72789970,0.52981790,1.29681749,0.00000000
-5.66983492,3.03920186,0.04960977,0.11396859,1.56297662,1.33799293,0.71246438,0.52102306,1.29187072,0.00000000
-5.66383192,3.03070015,0.05089436,0.11149671,1.55778142,1.34712590,0.69595431,0.51052319,1.28499591,0.00000000
-5.65782891,3.01907561,0.05198935,0.10915302,1.55269375,1.35606726,0.67868580,0.49846950,1.27640483,0.00000000
-5.65182591,3.00473805,0.05287535,0.10698971,1.54802125,1.36487961,0.66097232,0.48503353,1.26630038,0.00000000
-5.64582291,2.98805595,0.05353525,0.10505464,1.54402776,1.37358021,0.64311987,0.47040437,1.25487413,0.00000000
-5.63981991,2.96935247,0.05395477,0.10339018,1.54093006,1.38214050,0.62542263,0.45478545,1.24230490,0.00000000
-5.63381691,2.94890429,0.05412292,0.10203231,1.53889643,1.39048761,0.60815909,0.43839106,1.22875836,0.00000000
-5.62781391,2.92694241,0.05403248,0.10100984,1.53804681,1.39850778,0.59158831,0.42144254,1.21438715,0.00000000
-5.62181091,2.90365464,0.05368026,0.10034387,1.53845394,1.40605122,0.57594661,0.40416419,1.19933148,0.00000000
-5.61580790,2.87918890,0.05306742,0.10004733,1.54014530,1.41293809,0.56144439,0.38677908,1.18371987,0.00000000
-5.60980490,2.85365715,0.05219950,0.10012482,1.54310546,1.41896521,0.54826325,0.36950476,1.16766985,0.00000000
-5.60380190,2.82713940,0.05108648,0.10057241,1.54727856,1.42391326,0.53655354,0.35254905,1.15128852,0.00000000
-5.59779890,2.79968766,0.04974261,0.10137779,1.55257093,1.42755413,0.52643225,0.33610606,1.13467289,0.00000000
-5.59179590,2.77132974,0.04818616,0.10252040,1.55885377,1.42965824,0.51798151,0.32035260,1.11791003,0.00000000
-5.58579290,2.74207288,0.04643902,0.10397179,1.56596585,1.43000162,0.51124780,0.30544502,1.10107704,0.00000000
-5.57978989,2.71190735,0.04452618,0.10569621,1.57371645,1.42837271,0.50624184,0.29151678,1.08424094,0.00000000
-5.57378689,2.68081016,0.04247522,0.10765121,1.58188873,1.42457870,0.50293943,0.27867661,1.06745862,0.00000000
-5.56778389,2.64874901,0.04031559,0.10978856,1.59024345,1.41845135,0.50128317,0.26700755,1.05077687,0.00000000
-5.56178089,2.61568657,0.03807789,0.11205525,1.59852338,1.40985235,0.50118510,0.25656673,1.03423278,0.00000000
-5.55577789,2.58158519,0.03579323,0.11439466,1.60645837,1.39867792,0.50253013,0.24738591,1.01785428,0.00000000
-5.54977489,2.54641197,0.03349241,0.11674787,1.61377098,1.38486278,0.50518023,0.23947279,1.00166118,0.00000000
-5.54377189,2.51014395,0.03120526,0.11905505,1.62018268,1.36838326,0.50897927,0.23281293,0.98566639,0.00000000
-5.53776888,2.47277341,0.02896003,0.12125689,1.62542044,1.34925948,0.51375806,0.22737216,0.96987748,0.00000000
-5.53176588,2.43431267,0.02678274,0.12329605,1.62922330,1.32755640,0.51933963,0.22309941,0.95429834,0.00000000
-5.52576288,2.39479834,0.02469675,0.12511853,1.63134883,1.30338375,0.52554439,0.21992972,0.93893090,0.00000000
-5.51975988,2.35429442,0.02272236,0.12667496,1.63157903,1.27689459,0.53219491,0.21778743,0.92377668,0.00000000
-5.51375688,2.31289409,0.02087650,0.12792170,1.62972540,1.24828257,0.53912008,0.21658919,0.90883806,0.00000000
-5.50775388,2.27071982,0.01917259,0.12882176,1.62563294,1.21777782,0.54615865,0.21624693,0.89411927,0.00000000
-5.50175088,2.22792172,0.01762045,0.12934552,1.61918282,1.18564150,0.55316178,0.21667047,0.87962674,0.00000000
-5.49574787,2.18467406,0.01622634,0.12947109,1.61029371,1.15215923,0.55999475,0.21776981,0.86536906,0.00000000
-5.48974487,2.14117008,0.01499311,0.12918451,1.59892164,1.11763354,0.56653770,0.21945705,0.85135633,0.00000000
-5.48374187,2.09761539,0.01392037,0.12847968,1.58505862,1.08237571,0.57268551,0.22164786,0.83759909,0.00000000
-5.47773887,2.05422024,0.01300478,0.12735800,1.56873004,1.04669716,0.57834700,0.22426251,0.82410686,0.00000000
-5.47173587,2.01119113,0.01224040,0.12582785,1.54999126,1.01090098,0.58344350,0.22722657,0.81088647,0.00000000
-5.46573287,1.96872243,0.01161901,0.12390397,1.52892358,0.97527386,0.58790706,0.23047118,0.79794026,0.00000000
-5.45972986,1.92698832,0.01113051,0.12160660,1.50562995,0.94007876,0.59167851,0.23393303,0.78526449,0.00000000
-5.45372686,1.88613578,0.01076334,0.11896069,1.48023080,0.90554881,0.59470555,0.23755409,0.77284792,0.00000000
-5.44772386,1.84627894,0.01050480,0.11599501,1.45286009,0.87188263,0.59694102,0.24128108,0.76067092,0.00000000
-5.44172086,1.80749529,0.01034151,0.11274135,1.42366207,0.83924125,0.59834160,0.24506489,0.74870508,0.00000000
-5.43571786,1.76982392,0.01025970,0.10923370,1.39278859,0.80774688,0.59886695,0.24885979,0.73691344,0.00000000
-5.42971486,1.73326590,0.01024556,0.10550761,1.36039732,0.77748337,0.59847944,0.25262270,0.72525143,0.00000000
-5.42371186,1.69778689,0.01028553,0.10159960,1.32665069,0.74849855,0.59714438,0.25631241,0.71366849,0.00000000
-5.41770885,1.66332179,0.01036660,0.09754669,1.29171549,0.72080803,0.59483085,0.25988887,0.70211020,0.00000000
-5.41170585,1.62978113,0.01047649,0.09338599,1.25576309,0.69440038,0.59151293,0.26331264,0.69052103,0.00000000
-5.40570285,1.59705903,0.01060386,0.08915448,1.21897005,0.66924342,0.58717137,0.26654440,0.67884738,0.00000000
-5.39969985,1.56504219,0.01073850,0.08488875,1.18151894,0.64529116,0.58179538,0.26954469,0.66704097,0.00000000
-5.39369685,1.53361958,0.01087147,0.08062487,1.14359922,0.62249117,0.57538462,0.27227388,0.65506219,0.00000000
-5.38769385,1.50269232,0.01099515,0.07639825,1.10540802,0.60079196,0.56795110,0.27469233,0.64288343,0.00000000
-5.38169085,1.47218341,0.01110339,0.07224356,1.06715067,0.58015003,0.55952094,0.27676085,0.63049221,0.00000000
-5.37568784,1.44204678,0.01119149,0.06819461,1.02904089,0.56053634,0.55013578,0.27844137,0.61789385,0.00000000
-5.36968484,1.41227541,0.01125629,0.06428423,0.99130062,0.54194184,0.53985388,0.27969790,0.60511366,0.00000000
-5.36368184,1.38290811,0.01129612,0.06054412,0.95415942,0.52438197,0.52875071,0.28049763,0.59219854,0.00000000
-5.35767884,1.35403463,0.01131078,0.05700467,0.91785343,0.50789988,0.51691899,0.28081227,0.57921778,0.00000000
-5.35167584,1.32579899,0.01130149,0.05369476,0.88262396,0.49256825,0.50446824,0.28061937,0.56626309,0.00000000
-5.34567284,1.29840070,0.01127077,0.05064148,0.84871556,0.47848976,0.49152366,0.27990377,0.55344783,0.00000000
-5.33966983,1.27209379,0.01122237,0.04786988,0.81637386,0.46579612,0.47822454,0.27865886,0.54090526,0.00000000
-5.33366683,1.24718360,0.01116109,0.04540266,0.78584284,0.45464572,0.46472197,0.27688773,0.52878598,0.00000000
-5.32766383,1.22402118,0.01109259,0.04325983,0.75736187,0.44522002,0.45117623,0.27460398,0.51725440,0.00000000
-5.32166083,1.20299556,0.01102324,0.04145833,0.73116221,0.43771877,0.43775350,0.27183219,0.50648451,0.00000000
-5.31565783,1.18452387,0.01095985,0.04001174,0.70746328,0.43235423,0.42462236,0.26860801,0.49665483,0.00000000
-5.30965483,1.16903954,0.01090946,0.03892988,0.68646850,0.42934466,0.41194987,0.26497765,0.48794278,0.00000000
-5.30365183,1.15697903,0.01087904,0.03821846,0.66836086,0.42890715,0.39989755,0.26099701,0.48051861,0.00000000
-5.29764882,1.14876739,0.01087530,0.03787878,0.65329832,0.43125016,0.38861715,0.25673022,0.47453912,0.00000000
-5.29164582,1.14480326,0.01090438,0.03790744,0.64140921,0.43656600,0.37824664,0.25224783,0.47014138,0.00000000
-5.28564282,1.14544371,0.01097166,0.03829614,0.63278768,0.44502348,0.36890630,0.24762464,0.46743666,0.00000000
-5.27963982,1.15098981,0.01108147,0.03903149,0.62748957,0.45676102,0.36069520,0.24293729,0.46650507,0.00000000
-5.27363682,1.16167330,0.01123700,0.04009500,0.62552890,0.47188046,0.35368824,0.23826171,0.46739082,0.00000000
-5.26763382,1.17764522,0.01144006,0.04146314,0.62687520,0.49044183,0.34793372,0.23367073,0.47009883,0.00000000
-5.26163082,1.19896689,0.01169106,0.04310751,0.63145193,0.51245920,0.34345189,0.22923174,0.47459248,0.00000000
-5.25562781,1.22560379,0.01198890,0.04499524,0.63913628,0.53789787,0.34023418,0.22500473,0.48079296,0.00000000
-5.24962481,1.25742272,0.01233103,0.04708939,0.64976040,0.56667279,0.33824350,0.22104076,0.48858033,0.00000000
-5.24362181,1.29419229,0.01271349,0.04934968,0.66311422,0.59864852,0.33741545,0.21738090,0.49779608,0.00000000
-5.23761881,1.33558679,0.01313102,0.05173321,0.67894981,0.63364038,0.33766051,0.21405572,0.50824743,0.00000000
-5.23161581,1.38119335,0.01357728,0.05419539,0.69698718,0.67141691,0.33886703,0.21108539,0.51971302,0.00000000
-5.22561281,1.43052174,0.01404497,0.05669092,0.71692133,0.71170336,0.34090504,0.20848018,0.53194982,0.00000000
-5.21960980,1.48301652,0.01452615,0.05917486,0.73843012,0.75418601,0.34363054,0.20624156,0.54470092,0.00000000
-5.21360680,1.53807074,0.01501247,0.06160370,0.76118281,0.79851712,0.34689027,0.20436344,0.55770378,0.00000000
-5.20760380,1.59504049,0.01549541,0.06393642,0.78484855,0.84432024,0.35052657,0.20283380,0.57069866,0.00000000
-5.20160080,1.65325942,0.01596658,0.06613544,0.80910461,0.89119553,0.35438218,0.20163625,0.58343659,0.00000000
-5.19559780,1.71205271,0.01641793,0.06816754,0.83364369,0.93872509,0.35830473,0.20075158,0.59568660,0.00000000
-5.18959480,1.77074957,0.01684196,0.07000447,0.85818009,0.98647790,0.36215080,0.20015909,0.60724190,0.00000000
-5.18359180,1.82869407,0.01723190,0.07162352,0.88245438,1.03401445,0.36578919,0.19983759,0.61792449,0.00000000
-5.17758879,1.88525376,0.01758184,0.07300781,0.90623630,1.08089095,0.36910348,0.19976604,0.62758830,0.00000000
-5.17158579,1.93982606,0.01788681,0.07414629,0.92932590,1.12666315,0.37199372,0.19992376,0.63612053,0.00000000
-5.16558279,1.99184261,0.01814280,0.07503365,0.95155306,1.17089002,0.37437720,0.20029023,0.64344137,0.00000000
-5.15957979,2.04077179,0.01834675,0.07566992,0.97277545,1.21313734,0.37618844,0.20084452,0.64950218,0.00000000
-5.15357679,2.08611999,0.01849651,0.07605991,0.99287545,1.25298153,0.37737841,0.20156446,0.65428242,0.00000000
-5.14757379,2.12743216,0.01859076,0.07621256,1.01175638,1.29001392,0.37791324,0.20242564,0.65778563,0.00000000
-5.14157079,2.16429250,0.01862889,0.07614012,1.02933855,1.32384566,0.37777246,0.20340041,0.66003490,0.00000000
-5.13556778,2.19632567,0.01861093,0.07585737,1.04555575,1.35411357,0.37694714,0.20445697,0.66106817,0.00000000
-5.12956478,2.22319943,0.01853738,0.07538082,1.06035258,1.38048686,0.37543791,0.20555872,0.66093395,0.00000000
-5.12356178,2.24462892,0.01840918,0.07472793,1.07368313,1.40267492,0.37325331,0.20666408,0.65968752,0.00000000
-5.11755878,2.26038297,0.01822756,0.07391655,1.08551127,1.42043583,0.37040842,0.20772663,0.65738830,0.00000000
-5.11155578,2.27029236,0.01799404,0.07296441,1.09581277,1.43358560,0.36692399,0.20869594,0.65409821,0.00000000
-5.10555278,2.27425980,0.01771034,0.07188883,1.10457917,1.44200752,0.36282611,0.20951880,0.64988143,0.00000000
-5.09954977,2.27227117,0.01737840,0.07070656,1.11182329,1.44566138,0.35814644,0.21014103,0.64480533,0.00000000
-5.09354677,2.26440716,0.01700040,0.06943387,1.11758594,1.44459176,0.35292291,0.21050971,0.63894244,0.00000000
-5.08754377,2.25085449,0.01657874,0.06808674,1.12194331,1.43893493,0.34720092,0.21057560,0.63237340,0.00000000
-5.08154077,2.23191566,0.01611613,0.06668120,1.12501445,1.42892369,0.34103472,0.21029585,0.62519026,0.00000000
-5.07553777,2.20801613,0.01561563,0.06523374,1.12696803,1.41488955,0.33448894,0.20963651,0.61749994,0.00000000
-5.06953477,2.17970787,0.01508066,0.06376182,1.12802767,1.39726177,0.32764008,0.20857493,0.60942742,0.00000000
-5.06353177,2.14766849,0.01451504,0.06228428,1.12847514,1.37656284,0.32057760,0.20710175,0.60111814,0.00000000
-5.05752876,2.11269528,0.01392302,0.06082180,1.12865082,1.35340033,0.31340468,0.20522228,0.59273932,0.00000000
-5.05152576,2.07569364,0.01330925,0.05939719,1.12895083,1.32845492,0.30623828,0.20295726,0.58447991,0.00000000
-5.04552276,2.03765999,0.01267875,0.05803553,1.12982075,1.30246493,0.29920856,0.20034284,0.57654895,0.00000000
-5.03951976,1.99965936,0.01203682,0.05676424,1.13174562,1.27620773,0.29245737,0.19742982,0.56917221,0.00000000
-5.03351676,1.96279823,0.01138901,0.05561280,1.13523662,1.25047859,0.28613607,0.19428198,0.56258717,0.00000000
-5.02751376,1.92819367,0.01074095,0.05461244,1.14081460,1.22606776,0.28040248,0.19097386,0.55703658,0.00000000
-5.02151076,1.89693975,0.01009825,0.05379548,1.14899123,1.20373662,0.27541710,0.18758784,0.55276068,0.00000000
-5.01550775,1.87007284,0.00946639,0.05319459,1.16024840,1.18419384,0.27133885,0.18421075,0.54998854,0.00000000
-5.00950475,1.84853701,0.00885053,0.05284187,1.17501692,1.16807265,0.26832027,0.18093023,0.54892897,0.00000000
-5.00350175,1.83315115,0.00825545,0.05276775,1.19365544,1.15590989,0.26650260,0.17783097,0.54976132,0.00000000
-4.99749875,1.82457929,0.00768537,0.05299988,1.21643052,1.14812800,0.26601069,0.17499105,0.55262677,0.00000000
-4.99149575,1.82330514,0.00714390,0.05356193,1.24349902,1.14502044,0.26694820,0.17247850,0.55762045,0.00000000
-4.98549275,1.82961227,0.00663394,0.05447243,1.27489348,1.14674117,0.26939307,0.17034837,0.56478490,0.00000000
-4.97948974,1.84357031,0.00615764,0.05574364,1.31051138,1.15329861,0.27339357,0.16864032,0.57410512,0.00000000
-4.97348674,1.86502804,0.00571639,0.05738054,1.35010876,1.16455419,0.27896498,0.16737686,0.58550541,0.00000000
-4.96748374,1.89361335,0.00531084,0.05937997,1.39329866,1.18022546,0.28608718,0.16656240,0.59884833,0.00000000
-4.96148074,1.92873997,0.00494092,0.06172996,1.43955445,1.19989360,0.29470310,0.16618297,0.61393573,0.00000000
-4.95547774,1.96962080,0.00460588,0.06440930,1.48821800,1.22301491,0.30471815,0.16620674,0.63051173,0.00000000
-4.94947474,2.01528698,0.00430442,0.06738736,1.53851257,1.24893582,0.31600068,0.16658524,0.64826774,0.00000000
-4.94347174,2.06461213,0.00403475,0.07062417,1.58955976,1.27691078,0.32838348,0.16725512,0.66684916,0.00000000
-4.93746873,2.11634080,0.00379468,0.07407088,1.64040018,1.30612239,0.34166628,0.16814056,0.68586360,0.00000000
-4.93146573,2.16912007,0.00358175,0.07767039,1.69001693,1.33570313,0.35561921,0.16915594,0.70489021,0.00000000
-4.92546273,2.22153343,0.00339330,0.08135843,1.73736126,1.36475794,0.36998706,0.17020890,0.72348997,0.00000000
-4.91945973,2.27213579,0.00322659,0.08506478,1.78137948,1.39238698,0.38449448,0.17120342,0.74121645,0.00000000
-4.91345673,2.31948875,0.00307887,0.08871487,1.82104023,1.41770805,0.39885170,0.17204310,0.75762677,0.00000000
-4.90745373,2.36219518,0.00294746,0.09223148,1.85536141,1.43987802,0.41276087,0.17263414,0.77229242,0.00000000
-4.90145073,2.39893226,0.00282978,0.09553673,1.88343578,1.45811282,0.42592273,0.17288828,0.78480972,0.00000000
-4.89544772,2.42848232,0.00272344,0.09855408,1.90445459,1.47170559,0.43804358,0.17272541,0.79480942,0.00000000
-4.88944472,2.44976065,0.00262624,0.10121041,1.91772845,1.48004248,0.44884213,0.17207577,0.80196554,0.00000000
-4.88344172,2.46183985,0.00253621,0.10343812,1.92270507,1.48261608,0.45805633,0.17088182,0.80600286,0.00000000
-4.87743872,2.46397014,0.00245158,0.10517704,1.91898305,1.47903588,0.46544980,0.16909963,0.80670319,0.00000000
-4.87143572,2.45559518,0.00237083,0.10637623,1.90632167,1.46903588,0.47081767,0.16669981,0.80391010,0.00000000
-4.86543272,2.43636318,0.00229266,0.10699551,1.88464626,1.45247908,0.47399173,0.16366795,0.79753212,0.00000000
-4.85942971,2.40613291,0.00221598,0.10700665,1.85404908,1.42935873,0.47484467,0.16000464,0.78754425,0.00000000
-4.85342671,2.36497464,0.00213990,0.10639426,1.81478576,1.39979654,0.47329323,0.15572502,0.77398784,0.00000000
-4.84742371,2.31316588,0.00206372,0.10515618,1.76726741,1.36403768,0.46930026,0.15085798,0.75696882,0.00000000
-4.84142071,2.25118211,0.00198689,0.10330359,1.71204873,1.32244293,0.46287542,0.14544496,0.73665438,0.00000000
-4.83541771,2.17968277,0.00190906,0.10086050,1.64981260,1.27547812,0.45407467,0.13953846,0.71326816,0.00000000
-4.82941471,2.09949284,0.00183000,0.09786304,1.58135150,1.22370111,0.44299848,0.13320033,0.68708417,0.00000000
-4.82341171,2.01158070,0.00174961,0.09435818,1.50754662,1.16774693,0.42978878,0.12649984,0.65841952,0.00000000
-4.81740870,1.91703285,0.00166793,0.09040231,1.42934523,1.10831128,0.41462483,0.11951172,0.62762638,0.00000000
-4.81140570,1.81702629,0.00158512,0.08605939,1.34773711,1.04613311,0.39771809,0.11231409,0.59508314,0.00000000
-4.80540270,1.71279963,0.00150144,0.08139905,1.26373076,0.98197676,0.37930635,0.10498643,0.56118531,0.00000000
-4.79939970,1.60562361,0.00141725,0.07649455,1.17833034,0.91661433,0.35964724,0.09760767,0.52633635,0.00000000
-4.79339670,1.49677223,0.00133301,0.07142070,1.09251380,0.85080874,0.33901144,0.09025436,0.49093857,0.00000000
-4.78739370,1.38749537,0.00124923,0.06625190,1.00721306,0.78529817,0.31767578,0.08299917,0.45538468,0.00000000
-4.78139070,1.27899376,0.00116651,0.06106028,0.92329679,0.72078227,0.29591650,0.07590942,0.42004991,0.00000000
-4.77538769,1.17239704,0.00108551,0.05591414,0.84155608,0.65791066,0.27400289,0.06904610,0.38528515,0.00000000
-4.76938469,1.06874566,0.00100692,0.05087654,0.76269346,0.59727393,0.25219144,0.06246300,0.35141119,0.00000000
-4.76338169,0.96897702,0.00093146,0.04600433,0.68731543,0.53939748,0.23072088,0.05620625,0.31871420,0.00000000
-4.75737869,0.87391612,0.00085989,0.04134737,0.61592844,0.48473818,0.20980795,0.05031409,0.28744255,0.00000000
-4.75137569,0.78427080,0.00079295,0.03694822,0.54893830,0.43368389,0.18964425,0.04481691,0.25780497,0.00000000
-4.74537269,0.70063154,0.00073142,0.03284205,0.48665275,0.38655569,0.17039406,0.03973760,0.22997005,0.00000000
-4.73936968,0.62347542,0.00067602,0.02905692,0.42928687,0.34361249,0.15219322,0.03509207,0.20406694,0.00000000
-4.73336668,0.55317392,0.00062748,0.02561425,0.37697088,0.30505781,0.13514894,0.03089001,0.18018725,0.00000000
-4.72736368,0.49000381,0.00058652,0.02252962,0.32975994,0.27104817,0.11934061,0.02713571,0.15838784,0.00000000
-4.72136068,0.43416051,0.00055382,0.01981362,0.28764529,0.24170266,0.10482127,0.02382909,0.13869449,0.00000000
-4.71535768,0.38577324,0.00053002,0.01747287,0.25056624,0.21711320,0.09161993,0.02096669,0.12110606,0.00000000
-4.70935468,0.34492088,0.00051575,0.01551110,0.21842263,0.19735492,0.07974421,0.01854275,0.10559905,0.00000000
-4.70335168,0.31164804,0.00051161,0.01393018,0.19108690,0.18249609,0.06918353,0.01655020,0.09213241,0.00000000
-4.69734867,0.28598024,0.00051817,0.01273115,0.16841575,0.17260718,0.05991241,0.01498163,0.08065215,0.00000000
-4.69134567,0.26793765,0.00053598,0.01191508,0.15026053,0.16776848,0.05189382,0.01383013,0.07109585,0.00000000
-4.68534267,0.25754668,0.00056555,0.01148386,0.13647640,0.16807602,0.04508250,0.01309000,0.06339671,0.00000000
-4.67933967,0.25484871,0.00060740,0.01144073,0.12692962,0.17364518,0.03942804,0.01275732,0.05748707,0.00000000
-4.67333667,0.25990575,0.00066199,0.01179064,0.12150310,0.18461202,0.03487768,0.01283029,0.05330130,0.00000000
-4.66733367,0.27280251,0.00072981,0.01254039,0.12009978,0.20113201,0.03137865,0.01330946,0.05077794,0.00000000
-4.66133067,0.29364472,0.00081131,0.01369845,0.12264395,0.22337599,0.02888013,0.01419766,0.04986104,0.00000000
-4.65532766,0.32255386,0.00090692,0.01527467,0.12908049,0.25152364,0.02733467,0.01549980,0.05050079,0.00000000
-4.64932466,0.35965819,0.00101707,0.01727959,0.13937209,0.28575440,0.02669909,0.01722244,0.05265329,0.00000000
-4.64332166,0.40508051,0.00114218,0.01972371,0.15349458,0.32623611,0.02693492,0.01937311,0.05627963,0.00000000
