energy_ev,total_up,Co_p_up,Co_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.84992496,4.08513822,1.49431668,0.54391949,1.86898840,1.10732095,0.00304817,0.85678075,1.80736740,0.00000000
-5.84392196,4.16841349,1.53865308,0.54932152,1.93971800,1.12418908,0.00323706,0.86638555,1.85563370,0.00000000
-5.83791896,4.24337387,1.57958200,0.55433610,2.00715972,1.13820335,0.00343996,0.87382108,1.90064144,0.00000000
-5.83191596,4.30896578,1.61662226,0.55885465,2.07016910,1.14918725,0.00365521,0.87896581,1.94185431,0.00000000
-5.82591296,4.36422488,1.64932952,0.56277168,2.12765525,1.15699773,0.00388083,0.88172080,1.97876602,0.00000000
-5.81990995,4.40828971,1.67730070,0.56598639,2.17860340,1.16152645,0.00411443,0.88201131,2.01090588,0.00000000
-5.81390695,4.44041454,1.70017784,0.56840403,2.22209693,1.16270079,0.00435330,0.87978848,2.03784430,0.00000000
-5.80790395,4.45998117,1.71765179,0.56993710,2.25733789,1.16048446,0.00459441,0.87503089,2.05919796,0.00000000
-5.80190095,4.46650971,1.72946561,0.57050635,2.28366547,1.15487777,0.00483445,0.86774622,2.07463486,0.00000000
-5.79589795,4.45966780,1.73541787,0.57004162,2.30057163,1.14591749,0.00506989,0.85797260,2.08387905,0.00000000
-5.78989495,4.43927833,1.73536563,0.56848258,2.30771340,1.13367642,0.00529706,0.84577981,2.08671511,0.00000000
-5.78389195,4.40532513,1.72922732,0.56577933,2.30492123,1.11826244,0.00551219,0.83127003,2.08299220,0.00000000
-5.77788894,4.35795650,1.71698522,0.56189297,2.29220318,1.09981720,0.00571157,0.81457813,2.07262761,0.00000000
-5.77188594,4.29748612,1.69868752,0.55679609,2.26974451,1.07851433,0.00589155,0.79587129,2.05560970,0.00000000
-5.76588294,4.22439132,1.67444977,0.55047327,2.23790288,1.05455711,0.00604871,0.77534776,2.03200007,0.00000000
-5.75987994,4.13930831,1.64445554,0.54292155,2.19719909,1.02817573,0.00617992,0.75323492,2.00193485,0.00000000
-5.75387694,4.04302429,1.60895609,0.53415086,2.14830359,0.99962398,0.00628242,0.72978624,1.96562490,0.00000000
-5.74787394,3.93646656,1.56826891,0.52418443,2.09201938,0.96917559,0.00635393,0.70527740,1.92335481,0.00000000
-5.74187094,3.82068839,1.52277490,0.51305918,2.02926162,0.93712006,0.00639266,0.68000144,1.87548073,0.00000000
-5.73586793,3.69685220,1.47291417,0.50082596,1.96103473,0.90375826,0.00639743,0.65426305,1.82242663,0.00000000
-5.72986493,3.56620996,1.41918032,0.48754970,1.88840772,0.86939769,0.00636766,0.62837223,1.76467932,0.00000000
-5.72386193,3.43008150,1.36211332,0.47330939,1.81248838,0.83434765,0.00630338,0.60263735,1.70278195,0.00000000
-5.71785893,3.28983108,1.30229096,0.45819780,1.73439738,0.79891437,0.00620528,0.57735791,1.63732625,0.00000000
-5.71185593,3.14684276,1.24031910,0.44232096,1.65524272,0.76339621,0.00607464,0.55281734,1.56894340,0.00000000
-5.70585293,3.00249535,1.17682102,0.42579730,1.57609560,0.72807904,0.00591332,0.52927587,1.49829399,0.00000000
-5.69984992,2.85813746,1.11242597,0.40875651,1.49796814,0.69323197,0.00572370,0.50696401,1.42605703,0.00000000
-5.69384692,2.71506339,1.04775754,0.39133794,1.42179358,0.65910345,0.00550859,0.48607674,1.35291838,0.00000000
-5.68784392,2.57449057,0.98342189,0.37368878,1.34840945,0.62591787,0.00527120,0.46676871,1.27955895,0.00000000
-5.68184092,2.43753910,0.91999659,0.35596181,1.27854401,0.59387280,0.00501500,0.44915059,1.20664282,0.00000000
-5.67583792,2.30521401,0.85802016,0.33831289,1.21280621,0.56313679,0.00474367,0.43328689,1.13480587,0.00000000
-5.66983492,2.17839070,0.79798273,0.32089825,1.15167912,0.53384791,0.00446098,0.41919509,1.06464493,0.00000000
-5.66383192,2.05780386,0.74031823,0.30387155,1.09551705,0.50611295,0.00417071,0.40684642,0.99670805,0.00000000
-5.65782891,1.94404020,0.68539816,0.28738096,1.04454590,0.48000734,0.00387655,0.39616799,0.93148595,0.00000000
-5.65182591,1.83753503,0.63352726,0.27156624,0.99886671,0.45557576,0.00358204,0.38704638,0.86940504,0.00000000
-5.64582291,1.73857277,0.58494105,0.25655590,0.95846204,0.43283343,0.00329047,0.37933246,0.81082205,0.00000000
-5.63981991,1.64729105,0.53980530,0.24246474,0.92320468,0.41176791,0.00300488,0.37284718,0.75602047,0.00000000
-5.63381691,1.56368836,0.49821738,0.22939159,0.89286842,0.39234157,0.00272792,0.36738828,0.70520891,0.00000000
-5.62781391,1.48763478,0.46020921,0.21741756,0.86714031,0.37449435,0.00246192,0.36273743,0.65852124,0.00000000
-5.62181091,1.41888523,0.42575181,0.20660481,0.84563398,0.35814706,0.00220880,0.35866766,0.61601855,0.00000000
-5.61580790,1.35709497,0.39476107,0.19699587,0.82790368,0.34320476,0.00197009,0.35495074,0.57769276,0.00000000
-5.60980490,1.30183650,0.36710450,0.18861350,0.81345849,0.32956048,0.00174693,0.35136424,0.54347179,0.00000000
-5.60380190,1.25261751,0.34260864,0.18146120,0.80177644,0.31709883,0.00154008,0.34769800,0.51322593,0.00000000
-5.59779890,1.20889920,0.32106700,0.17552436,0.79231823,0.30569970,0.00134998,0.34375988,0.48677538,0.00000000
-5.59179590,1.17011439,0.30224802,0.17077178,0.78454027,0.29524169,0.00117672,0.33938051,0.46389847,0.00000000
-5.58579290,1.13568495,0.28590297,0.16715780,0.77790685,0.28560545,0.00102011,0.33441695,0.44434044,0.00000000
-5.57978989,1.10503812,0.27177352,0.16462471,0.77190126,0.27667653,0.00087976,0.32875527,0.42782245,0.00000000
-5.57378689,1.07762118,0.25959880,0.16310543,0.76603583,0.26834801,0.00075502,0.32231197,0.41405056,0.00000000
-5.56778389,1.05291430,0.24912175,0.16252630,0.75986075,0.26052262,0.00064514,0.31503429,0.40272432,0.00000000
-5.56178089,1.03044124,0.24009472,0.16280990,0.75297161,0.25311435,0.00054921,0.30689950,0.39354488,0.00000000
-5.55577789,1.00977771,0.23228418,0.16387764,0.74501569,0.24604970,0.00046626,0.29791333,0.38622226,0.00000000
-5.54977489,0.99055732,0.22547456,0.16565220,0.73569693,0.23926827,0.00039528,0.28810762,0.38048168,0.00000000
-5.54377189,0.97247510,0.21947110,0.16805949,0.72477963,0.23272298,0.00033524,0.27753744,0.37606872,0.00000000
-5.53776888,0.95528864,0.21410191,0.17103022,0.71209075,0.22637981,0.00028511,0.26627776,0.37275335,0.00000000
-5.53176588,0.93881702,0.20921902,0.17450093,0.69752096,0.22021706,0.00024391,0.25441993,0.37033260,0.00000000
-5.52576288,0.92293769,0.20469876,0.17841452,0.68102432,0.21422433,0.00021071,0.24206809,0.36863202,0.00000000
-5.51975988,0.90758159,0.20044130,0.18272019,0.66261672,0.20840115,0.00018465,0.22933564,0.36750591,0.00000000
-5.51375688,0.89272695,0.19636967,0.18737303,0.64237304,0.20275537,0.00016493,0.21634189,0.36683651,0.00000000
-5.50775388,0.87839206,0.19242820,0.19233317,0.62042318,0.19730146,0.00015085,0.20320906,0.36653218,0.00000000
-5.50175088,0.86462742,0.18858057,0.19756466,0.59694704,0.19205873,0.00014178,0.19005957,0.36652498,0.00000000
-5.49574787,0.85150788,0.18480767,0.20303430,0.57216860,0.18704959,0.00013720,0.17701378,0.36676767,0.00000000
-5.48974487,0.83912511,0.18110521,0.20871042,0.54634924,0.18229793,0.00013666,0.16418813,0.36723053,0.00000000
-5.48374187,0.82758083,0.17748146,0.21456189,0.51978066,0.17782775,0.00013980,0.15169377,0.36789828,0.00000000
-5.47773887,0.81698122,0.17395504,0.22055743,0.49277742,0.17366198,0.00014635,0.13963547,0.36876719,0.00000000
-5.47173587,0.80743284,0.17055292,0.22666535,0.46566958,0.16982174,0.00015611,0.12811107,0.36984274,0.00000000
-5.46573287,0.79904018,0.16730883,0.23285370,0.43879545,0.16632585,0.00016896,0.11721115,0.37113796,0.00000000
-5.45972986,0.79190494,0.16426188,0.23909104,0.41249487,0.16319081,0.00018486,0.10701903,0.37267245,0.00000000
-5.45372686,0.78612703,0.16145574,0.24534767,0.38710310,0.16043104,0.00020381,0.09761103,0.37447228,0.00000000
-5.44772386,0.78180701,0.15893810,0.25159716,0.36294550,0.15805947,0.00022588,0.08905688,0.37657052,0.00000000
-5.44172086,0.77904966,0.15676047,0.25781834,0.34033311,0.15608841,0.00025118,0.08142018,0.37900845,0.00000000
-5.43571786,0.77796827,0.15497833,0.26399724,0.31955908,0.15453044,0.00027987,0.07475907,0.38183705,0.00000000
-5.42971486,0.77868896,0.15365137,0.27012905,0.30089602,0.15339949,0.00031212,0.06912664,0.38511879,0.00000000
-5.42371186,0.78135465,0.15284382,0.27621970,0.28459412,0.15271170,0.00034810,0.06457151,0.38892909,0.00000000
-5.41770885,0.78612781,0.15262466,0.28228700,0.27087985,0.15248622,0.00038801,0.06113804,0.39335742,0.00000000
-5.41170585,0.79319161,0.15306763,0.28836098,0.25995519,0.15274554,0.00043199,0.05886651,0.39850764,0.00000000
-5.40570285,0.80274896,0.15425092,0.29448345,0.25199710,0.15351558,0.00048018,0.05779294,0.40449730,0.00000000
-5.39969985,0.81501895,0.15625631,0.30070657,0.24715700,0.15482518,0.00053262,0.05794870,0.41145575,0.00000000
-5.39369685,0.83023077,0.15916790,0.30709045,0.24556021,0.15670519,0.00058931,0.05935981,0.41952097,0.00000000
-5.38769385,0.84861485,0.16307019,0.31369975,0.24730515,0.15918696,0.00065014,0.06204594,0.42883507,0.00000000
-5.38169085,0.87039174,0.16804567,0.32059957,0.25246210,0.16230046,0.00071489,0.06601911,0.43953861,0.00000000
-5.37568784,0.89575891,0.17417180,0.32785058,0.26107174,0.16607194,0.00078323,0.07128226,0.45176388,0.00000000
-5.36968484,0.92487637,0.18151775,0.33550393,0.27314321,0.17052140,0.00085467,0.07782752,0.46562756,0.00000000
-5.36368184,0.95785170,0.19014073,0.34359598,0.28865208,0.17565989,0.00092862,0.08563456,0.48122298,0.00000000
-5.35767884,0.99472548,0.20008234,0.35214338,0.30753810,0.18148693,0.00100433,0.09466880,0.49861255,0.00000000
-5.35167584,1.03545808,0.21136497,0.36113875,0.32970315,0.18798804,0.00108090,0.10487991,0.51782080,0.00000000
-5.34567284,1.07991865,0.22398856,0.37054728,0.35500954,0.19513284,0.00115735,0.11620045,0.53882844,0.00000000
-5.33966983,1.12787719,0.23792783,0.38030457,0.38327875,0.20287356,0.00123256,0.12854496,0.56156780,0.00000000
-5.33366683,1.17900044,0.25313025,0.39031586,0.41429108,0.21114430,0.00130535,0.14180949,0.58592021,0.00000000
-5.32766383,1.23285185,0.26951486,0.40045682,0.44778610,0.21986109,0.00137449,0.15587170,0.61171523,0.00000000
-5.32166083,1.28889613,0.28697197,0.41057595,0.48346431,0.22892272,0.00143872,0.17059165,0.63873217,0.00000000
-5.31565783,1.34650813,0.30536393,0.42049849,0.52098974,0.23821242,0.00149683,0.18581313,0.66670362,0.00000000
-5.30965483,1.40498577,0.32452689,0.43003161,0.55999378,0.24760032,0.00154764,0.20136580,0.69532106,0.00000000
-5.30365183,1.46356658,0.34427339,0.43897086,0.60007997,0.25694656,0.00159008,0.21706781,0.72424215,0.00000000
-5.29764882,1.52144688,0.36439593,0.44710729,0.64082959,0.26610488,0.00162322,0.23272907,0.75309936,0.00000000
-5.29164582,1.57780281,0.38467104,0.45423506,0.68180797,0.27492663,0.00164629,0.24815484,0.78150955,0.00000000
-5.28564282,1.63181205,0.40486395,0.46015904,0.72257109,0.28326488,0.00165873,0.26314973,0.80908395,0.00000000
-5.27963982,1.68267529,0.42473340,0.46470204,0.76267237,0.29097852,0.00166018,0.27752170,0.83543811,0.00000000
-5.27363682,1.72963633,0.44403661,0.46771136,0.80166924,0.29793603,0.00165052,0.29108611,0.86020125,0.00000000
-5.26763382,1.77200001,0.46253410,0.46906419,0.83912944,0.30401895,0.00162987,0.30366955,0.88302472,0.00000000
-5.26163082,1.80914716,0.47999410,0.46867183,0.87463666,0.30912471,0.00159860,0.31511329,0.90358919,0.00000000
-5.25562781,1.84054621,0.49619668,0.46648225,0.90779557,0.31316881,0.00155726,0.32527629,0.92161037,0.00000000
-5.24962481,1.86576114,0.51093725,0.46248133,0.93823611,0.31608633,0.00150665,0.33403760,0.93684317,0.00000000
-5.24362181,1.88445588,0.52402954,0.45669237,0.96561711,0.31783264,0.00144773,0.34129811,0.94908433,0.00000000
-5.23761881,1.89639529,0.53530803,0.44917432,0.98962924,0.31838354,0.00138160,0.34698170,0.95817371,0.00000000
-5.23161581,1.90144332,0.54462993,0.44001871,1.00999757,0.31773469,0.00130949,0.35103565,0.96399436,0.00000000
-5.22561281,1.89955892,0.55187666,0.42934561,1.02648369,0.31590058,0.00123270,0.35343054,0.96647175,0.00000000
-5.21960980,1.89079033,0.55695505,0.41729892,1.03888787,0.31291323,0.00115256,0.35415956,0.96557246,0.00000000
-5.21360680,1.87526867,0.55979838,0.40404122,1.04705104,0.30882054,0.00107041,0.35323741,0.96130268,0.00000000
-5.20760380,1.85320125,0.56036716,0.38974853,1.05085702,0.30368469,0.00098757,0.35069890,0.95370667,0.00000000
-5.20160080,1.82486540,0.55864997,0.37460531,1.05023486,0.29758054,0.00090527,0.34659735,0.94286562,0.00000000
-5.19559780,1.79060320,0.55466419,0.35879984,1.04516133,0.29059417,0.00082469,0.34100277,0.92889687,0.00000000
-5.18959480,1.75081721,0.54845666,0.34252023,1.03566351,0.28282176,0.00074687,0.33400017,0.91195366,0.00000000
-5.18359180,1.70596751,0.54010436,0.32595110,1.02182111,0.27436866,0.00067276,0.32568774,0.89222524,0.00000000
-5.17758879,1.65656971,0.52971483,0.30927119,1.00376859,0.26534876,0.00060317,0.31617518,0.86993729,0.00000000
-5.17158579,1.60319373,0.51742628,0.29265162,0.98169652,0.25588415,0.00053882,0.30558209,0.84535251,0.00000000
-5.16558279,1.54646288,0.50340741,0.27625497,0.95585201,0.24610499,0.00048026,0.29403645,0.81877081,0.00000000
-5.15957979,1.48705282,0.48785653,0.26023496,0.92653795,0.23614946,0.00042798,0.28167305,0.79052925,0.00000000
-5.15357679,1.42568975,0.47100015,0.24473663,0.89411078,0.22616381,0.00038236,0.26863207,0.76100097,0.00000000
-5.14757379,1.36314739,0.45309066,0.22989683,0.85897655,0.21630227,0.00034368,0.25505757,0.73059325,0.00000000
-5.14157079,1.30024238,0.43440336,0.21584496,0.82158536,0.20672683,0.00031219,0.24109586,0.69974422,0.00000000
-5.13556778,1.23782761,0.41523241,0.20270365,0.78242400,0.19760682,0.00028808,0.22689394,0.66891825,0.00000000
-5.12956478,1.17678353,0.39588618,0.19058938,0.74200706,0.18911806,0.00027151,0.21259770,0.63859990,0.00000000
-5.12356178,1.11800726,0.37668174,0.17961289,0.70086669,0.18144170,0.00026265,0.19835016,0.60928655,0.00000000
-5.11755878,1.06239967,0.35793875,0.16987921,0.65954133,0.17476262,0.00026163,0.18428956,0.58147980,0.00000000
-5.11155578,1.01085083,0.33997303,0.16148747,0.61856384,0.16926736,0.00026862,0.17054751,0.55567592,0.00000000
-5.10555278,0.96422410,0.32308977,0.15453023,0.57844949,0.16514167,0.00028380,0.15724714,0.53235562,0.00000000
-5.09954977,0.92333942,0.30757684,0.14909256,0.53968429,0.16256764,0.00030733,0.14450134,0.51197359,0.00000000
-5.09354677,0.88895639,0.29369835,0.14525081,0.50271409,0.16172041,0.00033940,0.13241122,0.49494794,0.00000000
-5.08754377,0.86175767,0.28168856,0.14307112,0.46793498,0.16276465,0.00038021,0.12106472,0.48165028,0.00000000
-5.08154077,0.84233331,0.27174661,0.14260780,0.43568525,0.16585072,0.00042992,0.11053554,0.47239647,0.00000000
-5.07553777,0.83116646,0.26403200,0.14390168,0.40623933,0.17111076,0.00048865,0.10088242,0.46743856,0.00000000
-5.06953477,0.82862101,0.25866107,0.14697849,0.37980381,0.17865460,0.00055649,0.09214865,0.46695815,0.00000000
-5.06353177,0.83493148,0.25570458,0.15184727,0.35651565,0.18856581,0.00063342,0.08436206,0.47106137,0.00000000
-5.05752876,0.85019546,0.25518643,0.15849914,0.33644266,0.20089783,0.00071934,0.07753526,0.47977565,0.00000000
-5.05152576,0.87436889,0.25708357,0.16690619,0.31958599,0.21567038,0.00081401,0.07166623,0.49304838,0.00000000
-5.04552276,0.90726411,0.26132697,0.17702083,0.30588462,0.23286637,0.00091703,0.06673915,0.51074744,0.00000000
-5.03951976,0.94855105,0.26780374,0.18877545,0.29522142,0.25242923,0.00102785,0.06272549,0.53266365,0.00000000
-5.03351676,0.99776127,0.27636020,0.20208259,0.28743058,0.27426106,0.00114570,0.05958528,0.55851498,0.00000000
-5.02751376,1.05429502,0.28680586,0.21683548,0.28230600,0.29822160,0.00126961,0.05726843,0.58795242,0.00000000
-5.02151076,1.11743106,0.29891816,0.23290919,0.27961033,0.32412820,0.00139844,0.05571618,0.62056737,0.00000000
-5.01550775,1.18633925,0.31244779,0.25016212,0.27908422,0.35175694,0.00153079,0.05486255,0.65590038,0.00000000
-5.00950475,1.26009563,0.32712459,0.26843810,0.28045553,0.38084493,0.00166510,0.05463574,0.69345097,0.00000000
-5.00350175,1.33769990,0.34266370,0.28756885,0.28344813,0.41109399,0.00179963,0.05495954,0.73268837,0.00000000
-4.99749875,1.41809479,0.35877200,0.30737691,0.28778999,0.44217558,0.00193249,0.05575462,0.77306290,0.00000000
-4.99149575,1.50018726,0.37515453,0.32767889,0.29322044,0.47373698,0.00206168,0.05693982,0.81401773,0.00000000
-4.98549275,1.58287092,0.39152091,0.34828905,0.29949632,0.50540870,0.00218514,0.05843326,0.85500082,0.00000000
-4.97948974,1.66504922,0.40759145,0.36902298,0.30639696,0.53681281,0.00230079,0.06015352,0.89547661,0.00000000
-4.97348674,1.74565890,0.42310300,0.38970146,0.31372782,0.56757208,0.00240659,0.06202068,0.93493735,0.00000000
-4.96748374,1.82369297,0.43781425,0.41015414,0.32132291,0.59731953,0.00250062,0.06395734,0.97291356,0.00000000
-4.96148074,1.89822260,0.45151044,0.43022316,0.32904586,0.62570810,0.00258110,0.06588965,1.00898349,0.00000000
-4.95547774,1.96841716,0.46400730,0.44976626,0.33678978,0.65242003,0.00264645,0.06774823,1.04278124,0.00000000
-4.94947474,2.03356162,0.47515422,0.46865956,0.34447597,0.67717560,0.00269538,0.06946916,1.07400313,0.00000000
-4.94347174,2.09307077,0.48483646,0.48679953,0.35205157,0.69974076,0.00272691,0.07099484,1.10241232,0.00000000
-4.93746873,2.14649954,0.49297633,0.50410436,0.35948640,0.71993340,0.00274037,0.07227485,1.12784123,0.00000000
-4.93146573,2.19354892,0.49953340,0.52051438,0.36676907,0.73762790,0.00273550,0.07326674,1.15019186,0.00000000
-4.92546273,2.23406730,0.50450367,0.53599160,0.37390256,0.75275778,0.00271241,0.07393665,1.16943380,0.00000000
-4.91945973,2.26804704,0.50791766,0.55051837,0.38089955,0.76531630,0.00267158,0.07425989,1.18560002,0.00000000
-4.91345673,2.29561638,0.50983768,0.56409512,0.38777770,0.77535508,0.00261388,0.07422126,1.19878066,0.00000000
-4.90745373,2.31702706,0.51035418,0.57673736,0.39455502,0.78298075,0.00254052,0.07381525,1.20911492,0.00000000
-4.90145073,2.33263830,0.50958143,0.58847204,0.40124570,0.78834994,0.00245302,0.07304599,1.21678149,0.00000000
-4.89544772,2.34289782,0.50765273,0.59933347,0.40785647,0.79166278,0.00235318,0.07192701,1.22198792,0.00000000
-4.88944472,2.34832092,0.50471523,0.60935899,0.41438378,0.79315552,0.00224301,0.07048069,1.22495941,0.00000000
-4.88344172,2.34946863,0.50092471,0.61858479,0.42081183,0.79309241,0.00212470,0.06873758,1.22592756,0.00000000
-4.87743872,2.34692611,0.49644044,0.62704188,0.42711171,0.79175748,0.00200053,0.06673544,1.22511953,0.00000000
-4.87143572,2.34128218,0.49142031,0.63475268,0.43324155,0.78944663,0.00187284,0.06451811,1.22274831,0.00000000
-4.86543272,2.33311120,0.48601653,0.64172844,0.43914779,0.78646022,0.00174396,0.06213426,1.21900440,0.00000000
-4.85942971,2.32295784,0.48037187,0.64796748,0.44476743,0.78309677,0.00161614,0.05963598,1.21404933,0.00000000
-4.85342671,2.31132542,0.47461676,0.65345458,0.45003120,0.77964758,0.00149155,0.05707734,1.20801139,0.00000000
-4.84742371,2.29866819,0.46886710,0.65816152,0.45486735,0.77639270,0.00137220,0.05451291,1.20098361,0.00000000
-4.84142071,2.28538740,0.46322290,0.66204870,0.45920598,0.77359798,0.00125990,0.05199634,1.19302398,0.00000000
-4.83541771,2.27183107,0.45776777,0.66506784,0.46298349,0.77151321,0.00115628,0.04957902,1.18415802,0.00000000
-4.82941471,2.25829687,0.45256903,0.66716550,0.46614697,0.77037097,0.00106273,0.04730881,1.17438315,0.00000000
-4.82341171,2.24503754,0.44767841,0.66828742,0.46865813,0.77038607,0.00098040,0.04522893,1.16367479,0.00000000
-4.81740870,2.23226779,0.44313320,0.66838320,0.47049660,0.77175508,0.00091021,0.04337711,1.15199353,0.00000000
-4.81140570,2.22017216,0.43895763,0.66741120,0.47166228,0.77465578,0.00085281,0.04178477,1.13929312,0.00000000
-4.80540270,2.20891253,0.43516446,0.66534334,0.47217659,0.77924611,0.00080864,0.04047656,1.12552854,0.00000000
-4.79939970,2.19863492,0.43175643,0.66216957,0.47208245,0.78566245,0.00077789,0.03946998,1.11066391,0.00000000
-4.79339670,2.18947455,0.42872765,0.65790171,0.47144307,0.79401722,0.00076055,0.03877529,1.09467959,0.00000000
-4.78739370,2.18155912,0.42606473,0.65257651,0.47033947,0.80439552,0.00075637,0.03839551,1.07757826,0.00000000
-4.78139070,2.17500972,0.42374766,0.64625777,0.46886694,0.81685124,0.00076492,0.03832667,1.05938960,0.00000000
-4.77538769,2.16993967,0.42175039,0.63903739,0.46713056,0.83140261,0.00078558,0.03855818,1.04017351,0.00000000
-4.76938469,2.16645139,0.42004123,0.63103543,0.46524023,0.84802763,0.00081755,0.03907336,1.02002161,0.00000000
-4.76338169,2.16463186,0.41858298,0.62239899,0.46330519,0.86665976,0.00085989,0.03985003,0.99905726,0.00000000
-4.75737869,2.16454701,0.41733309,0.61330012,0.46142877,0.88718424,0.00091150,0.04086128,0.97743398,0.00000000
-4.75137569,2.16623593,0.41624375,0.60393284,0.45970329,0.90943555,0.00097115,0.04207626,0.95533262,0.00000000
-4.74537269,2.16970540,0.41526213,0.59450929,0.45820566,0.93319638,0.00103752,0.04346107,0.93295739,0.00000000
-4.73936968,2.17492530,0.41433084,0.58525520,0.45699392,0.95819830,0.00110917,0.04497963,0.91053094,0.00000000
-4.73336668,2.18182548,0.41338861,0.57640488,0.45610471,0.98412455,0.00118461,0.04659464,0.88828891,0.00000000
-4.72736368,2.19029432,0.41237134,0.56819566,0.45555204,1.01061481,0.00126232,0.04826849,0.86647391,0.00000000
-4.72136068,2.20017910,0.41121340,0.56086218,0.45532714,1.03727208,0.00134073,0.04996416,0.84532943,0.00000000
-4.71535768,2.21128822,0.40984923,0.55463043,0.45539953,1.06367123,0.00141831,0.05164605,0.82509361,0.00000000
-4.70935468,2.22339493,0.40821513,0.54971177,0.45571910,1.08936911,0.00149354,0.05328077,0.80599312,0.00000000
-4.70335168,2.23624229,0.40625112,0.54629699,0.45621897,1.11391563,0.00156499,0.05483781,0.78823728,0.00000000
-4.69734867,2.24954889,0.40390285,0.54455061,0.45681893,1.13686531,0.00163132,0.05629007,0.77201249,0.00000000
-4.69134567,2.26301469,0.40112327,0.54460539,0.45742929,1.15778883,0.00169130,0.05761431,0.75747700,0.00000000
-4.68534267,2.27632671,0.39787410,0.54655738,0.45795473,1.17628389,0.00174385,0.05879141,0.74475623,0.00000000
-4.67933967,2.28916403,0.39412689,0.55046148,0.45829802,1.19198500,0.00178804,0.05980645,0.73393855,0.00000000
-4.67333667,2.30120168,0.38986365,0.55632770,0.45836331,1.20457176,0.00182316,0.06064873,0.72507176,0.00000000
-4.66733367,2.31211358,0.38507691,0.56411838,0.45805898,1.21377524,0.00184863,0.06131149,0.71816032,0.00000000
-4.66133067,2.32157418,0.37976934,0.57374641,0.45729977,1.21938237,0.00186412,0.06179165,0.71316342,0.00000000
-4.65532766,2.32925925,0.37395282,0.58507461,0.45600837,1.22123827,0.00186944,0.06208929,0.70999409,0.00000000
-4.64932466,2.33484592,0.36764715,0.59791650,0.45411621,1.21924653,0.00186464,0.06220719,0.70851943,0.00000000
-4.64332166,2.33801262,0.36087845,0.61203848,0.45156388,1.21336774,0.00184991,0.06215016,0.70856209,0.00000000
