energy_ev,total_up,Nb_p_up,Nb_d_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up
-5.81990995,2.51934598,1.98155308,0.88123715,0.02814515,0.00120371,0.00759089,1.89713227
-5.81390695,2.54303025,1.99511026,0.89692250,0.02767940,0.00116006,0.00755862,1.92015256
-5.80790395,2.56190617,2.00638301,0.90992439,0.02726088,0.00111509,0.00753484,1.93935796
-5.80190095,2.57518126,2.01474616,0.91993267,0.02688210,0.00106915,0.00751922,1.95407349
-5.79589795,2.58215069,2.01963078,0.92668996,0.02653557,0.00102255,0.00751159,1.96369421
-5.78989495,2.58222569,2.02054834,0.93000128,0.02621422,0.00097566,0.00751203,1.96770854
-5.78389195,2.57495858,2.01711167,0.92974204,0.02591174,0.00092879,0.00752088,1.96571878
-5.77788894,2.56006318,2.00905178,0.92586407,0.02562293,0.00088229,0.00753876,1.95745793
-5.77188594,2.53743000,1.99623007,0.91839946,0.02534388,0.00083645,0.00756658,1.94280232
-5.76588294,2.50713535,1.97864544,0.90746185,0.02507207,0.00079160,0.00760548,1.92177936
-5.75987994,2.46944395,1.95643609,0.89324513,0.02480645,0.00074799,0.00765680,1.89457007
-5.75387694,2.42480495,1.92987598,0.87601956,0.02454733,0.00070591,0.00772201,1.86150630
-5.74787394,2.37384126,1.89936611,0.85612523,0.02429624,0.00066558,0.00780262,1.82306263
-5.74187094,2.31733257,1.86542098,0.83396329,0.02405573,0.00062722,0.00790006,1.77984314
-5.73586793,2.25619273,1.82865085,0.80998496,0.02382906,0.00059101,0.00801562,1.73256378
-5.72986493,2.19144225,1.78974053,0.78467897,0.02361990,0.00055710,0.00815030,1.68203076
-5.72386193,2.12417709,1.74942553,0.75855772,0.02343198,0.00052563,0.00830471,1.62911602
-5.71785893,2.05553500,1.70846675,0.73214284,0.02326873,0.00049669,0.00847900,1.57473070
-5.71185593,1.98666082,1.66762458,0.70595059,0.02313296,0.00047033,0.00867270,1.51979776
-5.70585293,1.91867213,1.62763363,0.68047780,0.02302653,0.00044659,0.00888473,1.46522483
-5.69984992,1.85262681,1.58917915,0.65618883,0.02295013,0.00042545,0.00911327,1.41187848
-5.69384692,1.78949373,1.55287598,0.63350414,0.02290306,0.00040688,0.00935582,1.36056089
-5.68784392,1.73012773,1.51925096,0.61279075,0.02288313,0.00039080,0.00960914,1.31198972
-5.68184092,1.67524997,1.48872940,0.59435516,0.02288664,0.00037710,0.00986931,1.26678212
-5.67583792,1.62543401,1.46162602,0.57843864,0.02290843,0.00036564,0.01013181,1.22544311
-5.66983492,1.58109824,1.43814053,0.56521522,0.02294203,0.00035626,0.01039160,1.18835875
-5.66383192,1.54250453,1.41835790,0.55479221,0.02297986,0.00034878,0.01064323,1.15579404
-5.65782891,1.50976270,1.40225298,0.54721297,0.02301356,0.00034299,0.01088104,1.12789527
-5.65182591,1.48284047,1.38969902,0.54246190,0.02303430,0.00033866,0.01109924,1.10469648
-5.64582291,1.46157777,1.38047957,0.54047086,0.02303321,0.00033558,0.01129214,1.08612935
-5.63981991,1.44570461,1.37430288,0.54112699,0.02300175,0.00033353,0.01145431,1.07203569
-5.63381691,1.43486133,1.37081808,0.54428111,0.02293217,0.00033229,0.01158073,1.06218187
-5.62781391,1.42861998,1.36963234,0.54975628,0.02281787,0.00033166,0.01166700,1.05627425
-5.62181091,1.42650596,1.37032815,0.55735619,0.02265380,0.00033147,0.01170940,1.05397475
-5.61580790,1.42801859,1.37247991,0.56687275,0.02243675,0.00033157,0.01170510,1.05491593
-5.60980490,1.43265001,1.37566942,0.57809272,0.02216568,0.00033184,0.01165220,1.05871495
-5.60380190,1.43990171,1.37949951,0.59080305,0.02184187,0.00033219,0.01154980,1.06498583
-5.59779890,1.44929814,1.38360563,0.60479493,0.02146906,0.00033258,0.01139806,1.07334994
-5.59179590,1.46039734,1.38766511,0.61986641,0.02105355,0.00033300,0.01119817,1.08344432
-5.58579290,1.47279862,1.39140401,0.63582381,0.02060416,0.00033346,0.01095235,1.09492811
-5.57978989,1.48614737,1.39460170,0.65248211,0.02013217,0.00033403,0.01066380,1.10748708
-5.57378689,1.50013760,1.39709324,0.66966459,0.01965119,0.00033477,0.01033660,1.12083664
-5.56778389,1.51451250,1.39877000,0.68720204,0.01917700,0.00033580,0.00997561,1.13472361
-5.56178089,1.52906370,1.39957860,0.70493192,0.01872728,0.00033722,0.00958640,1.14892722
-5.55577789,1.54362983,1.39951880,0.72269772,0.01832140,0.00033916,0.00917509,1.16325960
-5.54977489,1.55809466,1.39864040,0.74034897,0.01798008,0.00034174,0.00874821,1.17756623
-5.54377189,1.57238559,1.39703980,0.75774189,0.01772506,0.00034508,0.00831261,1.19172648
-5.53776888,1.58647240,1.39485614,0.77474106,0.01757877,0.00034931,0.00787530,1.20565447
-5.53176588,1.60036674,1.39226758,0.79122185,0.01756391,0.00035451,0.00744333,1.21930035
-5.52576288,1.61412211,1.38948753,0.80707383,0.01770306,0.00036077,0.00702364,1.23265179
-5.51975988,1.62783426,1.38676110,0.82220467,0.01801820,0.00036816,0.00662301,1.24573566
-5.51375688,1.64164172,1.38436161,0.83654454,0.01853026,0.00037671,0.00624789,1.25861949
-5.50775388,1.65572592,1.38258709,0.85005038,0.01925857,0.00038648,0.00590433,1.27141249
-5.50175088,1.67031065,1.38175658,0.86270986,0.02022037,0.00039745,0.00559790,1.28426565
-5.49574787,1.68566009,1.38220599,0.87454446,0.02143024,0.00040964,0.00533359,1.29737058
-5.48974487,1.70207514,1.38428338,0.88561148,0.02289950,0.00042303,0.00511577,1.31095669
-5.48374187,1.71988759,1.38834331,0.89600428,0.02463572,0.00043760,0.00494806,1.32528650
-5.47773887,1.73945176,1.39474011,0.90585094,0.02664213,0.00045332,0.00483336,1.34064872
-5.47173587,1.76113364,1.40382001,0.91531071,0.02891716,0.00047017,0.00477374,1.35734920
-5.46573287,1.78529744,1.41591195,0.92456857,0.03145404,0.00048810,0.00477039,1.37569970
-5.45972986,1.81228984,1.43131717,0.93382777,0.03424046,0.00050709,0.00482363,1.39600466
-5.45372686,1.84242234,1.45029773,0.94330057,0.03725839,0.00052709,0.00493286,1.41854649
-5.44772386,1.87595241,1.47306414,0.95319765,0.04048400,0.00054807,0.00509651,1.44356967
-5.44172086,1.91306399,1.49976262,0.96371646,0.04388782,0.00056997,0.00531209,1.47126443
-5.43571786,1.95384852,1.53046222,0.97502917,0.04743497,0.00059273,0.00557618,1.50175066
-5.42971486,1.99828711,1.56514258,0.98727073,0.05108562,0.00061627,0.00588441,1.53506281
-5.42371186,2.04623516,1.60368276,1.00052768,0.05479565,0.00064051,0.00623159,1.57113662
-5.41770885,2.09741011,1.64585194,1.01482842,0.05851742,0.00066532,0.00661166,1.60979838
-5.41170585,2.15138342,1.69130240,1.03013528,0.06220071,0.00069055,0.00701786,1.65075746
-5.40570285,2.20757734,1.73956574,1.04633918,0.06579380,0.00071603,0.00744280,1.69360286
-5.39969985,2.26526719,1.79005249,1.06325709,0.06924455,0.00074155,0.00787854,1.73780396
-5.39369685,2.32358948,1.84205588,1.08063266,0.07250165,0.00076685,0.00831680,1.78271611
-5.38769385,2.38155588,1.89475988,1.09814016,0.07551577,0.00079167,0.00874905,1.82759097
-5.38169085,2.43807313,1.94725181,1.11539166,0.07824076,0.00081569,0.00916673,1.87159161
-5.37568784,2.49196834,1.99853927,1.13194743,0.08063466,0.00083859,0.00956139,1.91381208
-5.36968484,2.54201900,2.04757146,1.14732912,0.08266076,0.00086002,0.00992491,1.95330094
-5.36368184,2.58698699,2.09326412,1.16103529,0.08428840,0.00087960,0.01024966,1.98908806
-5.35767884,2.62565533,2.13452778,1.17255880,0.08549362,0.00089700,0.01052872,2.02021380
-5.35167584,2.65686639,2.17029816,1.18140530,0.08625972,0.00091185,0.01075598,2.04575959
-5.34567284,2.67956033,2.19956802,1.18711207,0.08657748,0.00092385,0.01092636,2.06487881
-5.33966983,2.69281199,2.22141908,1.18926653,0.08644537,0.00093269,0.01103593,2.07682666
-5.33366683,2.69586514,2.23505300,1.18752351,0.08586940,0.00093814,0.01108197,2.08098797
-5.32766383,2.68816229,2.23982001,1.18162063,0.08486290,0.00094002,0.01106306,2.07690174
-5.32166083,2.66936903,2.23524403,1.17139101,0.08344606,0.00093822,0.01097913,2.06428127
-5.31565783,2.63939165,2.22104320,1.15677283,0.08164543,0.00093269,0.01083142,2.04302906
-5.30965483,2.59838726,2.19714467,1.13781527,0.07949316,0.00092348,0.01062246,2.01324579
-5.30365183,2.54676577,2.16369302,1.11468044,0.07702622,0.00091070,0.01035594,1.97523272
-5.29764882,2.48518358,2.12105169,1.08764129,0.07428551,0.00089457,0.01003667,1.92948748
-5.29164582,2.41452897,2.06979717,1.05707555,0.07131489,0.00087536,0.00967037,1.87669322
-5.28564282,2.33589976,2.01070613,1.02345586,0.06816025,0.00085342,0.00926349,1.81770150
-5.27963982,2.25057402,1.94473571,0.98733649,0.06486842,0.00082917,0.00882307,1.75350944
-5.27363682,2.15997486,1.87299781,0.94933727,0.06148625,0.00080306,0.00835651,1.68523218
-5.26763382,2.06563067,1.79672833,0.91012532,0.05805962,0.00077560,0.00787133,1.61407147
-5.26163082,1.96913241,1.71725241,0.87039532,0.05463251,0.00074730,0.00737504,1.54128186
-5.25562781,1.87208949,1.63594728,0.83084914,0.05124620,0.00071866,0.00687488,1.46813559
-5.24962481,1.77608591,1.55420388,0.79217560,0.04793850,0.00069021,0.00637771,1.39588757
-5.24362181,1.68263834,1.47338895,0.75503114,0.04474314,0.00066240,0.00588980,1.32574176
-5.23761881,1.59315750,1.39480884,0.72002202,0.04168926,0.00063566,0.00541677,1.25882011
-5.23161581,1.50891418,1.31967634,0.68768876,0.03880108,0.00061038,0.00496346,1.19613504
-5.22561281,1.43101086,1.24908160,0.65849315,0.03609769,0.00058685,0.00453390,1.13856628
-5.21960980,1.36035965,1.18396806,0.63280828,0.03359301,0.00056529,0.00413128,1.08684268
-5.21360680,1.29766698,1.12511375,0.61091158,0.03129591,0.00054587,0.00375798,1.04152923
-5.20760380,1.24342507,1.07311850,0.59298117,0.02921054,0.00052865,0.00341559,1.00301953
-5.20160080,1.19790998,1.02839689,0.57909504,0.02733669,0.00051363,0.00310497,0.97153332
-5.19559780,1.16118589,0.99117688,0.56923326,0.02567041,0.00050071,0.00282642,0.94711901
-5.18959480,1.13311480,0.96150357,0.56328254,0.02420469,0.00048977,0.00257967,0.92966043
-5.18359180,1.11337091,0.93924764,0.56104297,0.02293022,0.00048059,0.00236412,0.91888742
-5.17758879,1.10145890,0.92411768,0.56223646,0.02183628,0.00047293,0.00217888,0.91438947
-5.17158579,1.09673499,0.91567578,0.56651656,0.02091161,0.00046650,0.00202295,0.91563166
-5.16558279,1.09843006,0.91335561,0.57347903,0.02014533,0.00046101,0.00189535,0.92197242
-5.15957979,1.10567402,0.91648224,0.58267314,0.01952788,0.00045613,0.00179519,0.93268232
-5.15357679,1.11752061,0.92429320,0.59361307,0.01905186,0.00045158,0.00172181,0.94696350
-5.14757379,1.13297215,0.93596012,0.60578939,0.01871289,0.00044704,0.00167488,0.96396919
-5.14157079,1.15100375,0.95061053,0.61868034,0.01851030,0.00044226,0.00165439,0.98282314
-5.13556778,1.17058665,0.96734945,0.63176277,0.01844777,0.00043698,0.00166077,1.00263857
-5.12956478,1.19071032,0.98528049,0.64452266,0.01853386,0.00043101,0.00169486,1.02253649
-5.12356178,1.21040333,1.00352616,0.65646517,0.01878236,0.00042418,0.00175789,1.04166330
-5.11755878,1.22875268,1.02124713,0.66712407,0.01921245,0.00041636,0.00185146,1.05920749
-5.11155578,1.24492149,1.03766036,0.67607067,0.01984879,0.00040748,0.00197743,1.07441531
-5.10555278,1.25816490,1.05205563,0.68292196,0.02072131,0.00039750,0.00213789,1.08660530
-5.09954977,1.26784404,1.06381043,0.68734796,0.02186487,0.00038640,0.00233496,1.09518136
-5.09354677,1.27343770,1.07240275,0.68907822,0.02331868,0.00037423,0.00257070,1.09964438
-5.08754377,1.27455168,1.07742159,0.68790714,0.02512553,0.00036105,0.00284696,1.09960183
-5.08154077,1.27092538,1.07857481,0.68369816,0.02733078,0.00034694,0.00316516,1.09477538
-5.07553777,1.26243538,1.07569405,0.67638649,0.02998119,0.00033203,0.00352621,1.08500594
-5.06953477,1.24909598,1.06873652,0.66598030,0.03312349,0.00031644,0.00393027,1.07025617
-5.06353177,1.23105633,1.05778356,0.65256029,0.03680285,0.00030033,0.00437663,1.05061009
-5.05752876,1.20859432,1.04303579,0.63627746,0.04106125,0.00028384,0.00486360,1.02626974
-5.05152576,1.18210712,1.02480510,0.61734920,0.04593567,0.00026714,0.00538838,0.99754886
-5.04552276,1.15209881,1.00350363,0.59605374,0.05145638,0.00025041,0.00594701,0.96486382
-5.03951976,1.11916538,0.97963017,0.57272298,0.05764527,0.00023380,0.00653436,0.92872192
-5.03351676,1.08397749,0.95375443,0.54773406,0.06451427,0.00021750,0.00714416,0.88970752
-5.02751376,1.04726195,0.92649983,0.52149996,0.07206411,0.00020167,0.00776906,0.84846638
-5.02151076,1.00978227,0.89852561,0.49445928,0.08028337,0.00018648,0.00840084,0.80568894
-5.01550775,0.97231934,0.87050879,0.46706577,0.08914793,0.00017210,0.00903052,0.76209294
-5.00950475,0.93565277,0.84312695,0.43977786,0.09862098,0.00015870,0.00964869,0.71840614
-5.00350175,0.90054375,0.81704226,0.41304857,0.10865352,0.00014644,0.01024576,0.67534969
-4.99749875,0.86771996,0.79288760,0.38731620,0.11918556,0.00013549,0.01081230,0.63362272
-4.99149575,0.83786292,0.77125491,0.36299595,0.13014780,0.00012602,0.01133943,0.59388856
-4.98549275,0.81159824,0.75268630,0.34047278,0.14146394,0.00011820,0.01181912,0.55676292
-4.97948974,0.78948860,0.73766775,0.32009554,0.15305351,0.00011218,0.01224466,0.52280428
-4.97348674,0.77202959,0.72662556,0.30217250,0.16483497,0.00010816,0.01261091,0.49250656
-4.96748374,0.75964787,0.71992490,0.28696819,0.17672913,0.00010629,0.01291466,0.46629392
-4.96148074,0.75270146,0.71787039,0.27470145,0.18866260,0.00010676,0.01315490,0.44451768
-4.95547774,0.75148123,0.72070784,0.26554451,0.20057097,0.00010973,0.01333301,0.42745492
-4.94947474,0.75621329,0.72862670,0.25962290,0.21240175,0.00011538,0.01345285,0.41530855
-4.94347174,0.76706133,0.74176249,0.25701599,0.22411659,0.00012387,0.01352086,0.40820846
-4.93746873,0.78412837,0.76019864,0.25775785,0.23569272,0.00013535,0.01354593,0.40621340
-4.93146573,0.80745742,0.78396718,0.26183837,0.24712345,0.00014995,0.01353930,0.40931315
-4.92546273,0.83703055,0.81304791,0.26920434,0.25841754,0.00016779,0.01351432,0.41743092
-4.91945973,0.87276622,0.84736588,0.27976036,0.26959741,0.00018894,0.01348606,0.43042553
-4.91345673,0.91451487,0.88678713,0.29336969,0.28069627,0.00021346,0.01347093,0.44809343
-4.90745373,0.96205289,0.93111294,0.30985493,0.29175415,0.00024134,0.01348620,0.47017053
-4.90145073,1.01507550,0.98007289,0.32899852,0.30281310,0.00027252,0.01354942,0.49633380
-4.89544772,1.07318913,1.03331750,0.35054346,0.31391172,0.00030688,0.01367785,0.52620287
-4.88944472,1.13590398,1.09041102,0.37419409,0.32507934,0.00034424,0.01388783,0.55934195
-4.88344172,1.20262778,1.15082528,0.39961747,0.33633033,0.00038435,0.01419416,0.59526213
-4.87743872,1.27266154,1.21393547,0.42644528,0.34765863,0.00042686,0.01460952,0.63342451
-4.87143572,1.34519824,1.27901864,0.45427660,0.35903317,0.00047138,0.01514386,0.67324436
-4.86543272,1.41932520,1.34525574,0.48268182,0.37039433,0.00051740,0.01580392,0.71409662
-4.85942971,1.49403087,1.41173774,0.51120754,0.38165183,0.00056439,0.01659279,0.75532282
-4.85342671,1.56821630,1.47747620,0.53938285,0.39268427,0.00061172,0.01750956,0.79623965
-4.84742371,1.64071153,1.54141849,0.56672670,0.40334038,0.00065873,0.01854908,0.83614904
-4.84142071,1.71029682,1.60246745,0.59275644,0.41344216,0.00070471,0.01970192,0.87434980
-4.83541771,1.77572808,1.65950505,0.61699732,0.42278975,0.00074892,0.02095434,0.91015053
-4.82941471,1.83576601,1.71141938,0.63899256,0.43116774,0.00079065,0.02228852,0.94288344
-4.82341171,1.88920773,1.75713397,0.65831391,0.43835297,0.00082915,0.02368291,0.97191875
-4.81740870,1.93491985,1.79563834,0.67457210,0.44412302,0.00086376,0.02511262,0.99667922
-4.81140570,1.97187145,1.82601840,0.68742684,0.44826533,0.00089383,0.02655014,1.01665409
-4.80540270,1.99916576,1.84748539,0.69659604,0.45058629,0.00091881,0.02796599,1.03141209
-4.79939970,2.01606882,1.85940199,0.70186363,0.45091990,0.00093822,0.02932957,1.04061283
-4.79339670,2.02203401,1.86130445,0.70308591,0.44913549,0.00095170,0.03061004,1.04401613
-4.78739370,2.01672116,1.85291944,0.70019576,0.44514418,0.00095898,0.03177728,1.04148874
-4.78139070,2.00000932,1.83417502,0.69320487,0.43890367,0.00095994,0.03280280,1.03300834
-4.77538769,1.97200260,1.80520498,0.68220349,0.43042120,0.00095457,0.03366064,1.01866426
-4.76938469,1.93302867,1.76634644,0.66735797,0.41975451,0.00094299,0.03432822,0.99865515
-4.76338169,1.88363014,1.71813070,0.64890600,0.40701072,0.00092543,0.03478705,0.97328346
-4.75737869,1.82454899,1.66126782,0.62714980,0.39234335,0.00090226,0.03502334,0.94294697
-4.75137569,1.75670500,1.59662561,0.60244750,0.37594757,0.00087393,0.03502840,0.90812772
-4.74537269,1.68116895,1.52520396,0.57520315,0.35805401,0.00084097,0.03479896,0.86937873
-4.73936968,1.59913198,1.44810579,0.54585571,0.33892137,0.00080400,0.03433716,0.82730912
-4.73336668,1.51187234,1.36650577,0.51486743,0.31882835,0.00076369,0.03365048,0.78256811
-4.72736368,1.42072101,1.28161819,0.48271225,0.29806522,0.00072074,0.03275143,0.73582866
-4.72136068,1.32702759,1.19466536,0.44986451,0.27692543,0.00067584,0.03165703,0.68777127
-4.71535768,1.23212777,1.10684770,0.41678847,0.25569759,0.00062972,0.03038827,0.63906859
-4.70935468,1.13731360,1.01931659,0.38392895,0.23465826,0.00058306,0.02896933,0.59037140
-4.70335168,1.04380753,0.93315099,0.35170351,0.21406561,0.00053651,0.02742676,0.54229640
-4.69734867,0.95274095,0.84933828,0.32049611,0.19415437,0.00049067,0.02578868,0.49541610
-4.69134567,0.86513763,0.76875999,0.29065275,0.17513194,0.00044609,0.02408389,0.45025118
-4.68534267,0.78190251,0.69218229,0.26247870,0.15717586,0.00040325,0.02234106,0.40726530
-4.67933967,0.70381540,0.62025147,0.23623768,0.14043251,0.00036256,0.02058792,0.36686252
-4.67333667,0.63152976,0.55349379,0.21215242,0.12501705,0.00032436,0.01885062,0.32938701
-4.66733367,0.56557560,0.49231955,0.19040690,0.11101427,0.00028892,0.01715317,0.29512505
-4.66133067,0.50636626,0.43703048,0.17114949,0.09848035,0.00025645,0.01551692,0.26430891
-4.65532766,0.45420803,0.38782989,0.15449721,0.08744526,0.00022707,0.01396029,0.23712225
-4.64932466,0.40931194,0.34483484,0.14054041,0.07791553,0.00020088,0.01249857,0.21370671
-4.64332166,0.37180674,0.30808935,0.12934779,0.06987733,0.00017791,0.01114383,0.19416913
-4.63731866,0.34175251,0.27757809,0.12097145,0.06329955,0.00015816,0.00990494,0.17858921
-4.63131566,0.31915384,0.25323980,0.11545156,0.05813675,0.00014156,0.00878776,0.16702688
-4.62531266,0.30397224,0.23497972,0.11282057,0.05433200,0.00012808,0.00779527,0.15952934
-4.61930965,0.29613703,0.22268071,0.11310668,0.05181930,0.00011760,0.00692796,0.15613713
-4.61330665,0.29555452,0.21621240,0.11633641,0.05052570,0.00011005,0.00618403,0.15688917
-4.60730365,0.30211508,0.21543843,0.12253622,0.05037312,0.00010531,0.00555983,0.16182641
-4.60130065,0.31569806,0.22022129,0.13173306,0.05127972,0.00010328,0.00505018,0.17099405
-4.59529765,0.33617455,0.23042495,0.14395387,0.05316110,0.00010387,0.00464873,0.18444210
-4.58929465,0.36340811,0.24591526,0.15922405,0.05593119,0.00010700,0.00434831,0.20222436
-4.58329165,0.39725369,0.26655824,0.17756501,0.05950306,0.00011258,0.00414125,0.22439585
-4.57728864,0.43755494,0.29221660,0.19899088,0.06378957,0.00012055,0.00401972,0.25100874
-4.57128564,0.48414030,0.32274466,0.22350449,0.06870405,0.00013086,0.00397593,0.28210694
-4.56528264,0.53681820,0.35798217,0.25109290,0.07416102,0.00014348,0.00400245,0.31771961
-4.55927964,0.59537164,0.39774733,0.28172249,0.08007694,0.00015838,0.00409241,0.35785381
-4.55327664,0.65955265,0.44182937,0.31533407,0.08637105,0.00017557,0.00423965,0.40248657
-4.54727364,0.72907669,0.48998133,0.35183792,0.09296625,0.00019504,0.00443894,0.45155671
-4.54127064,0.80361751,0.54191319,0.39110928,0.09979002,0.00021681,0.00468608,0.50495673
-4.53526763,0.88280256,0.59728595,0.43298428,0.10677528,0.00024088,0.00497802,0.56252528
-4.52926463,0.96620920,0.65570699,0.47725666,0.11386120,0.00026728,0.00531291,0.62404028
-4.52326163,1.05336190,0.71672693,0.52367540,0.12099370,0.00029602,0.00569020,0.68921338
-4.51725863,1.14373048,0.77983848,0.57194345,0.12812585,0.00032710,0.00611060,0.75768583
-4.51125563,1.23672961,0.84447729,0.62171778,0.13521784,0.00036050,0.00657608,0.82902617
-4.50525263,1.33171956,0.91002509,0.67261069,0.14223659,0.00039620,0.00708978,0.90273002
-4.49924962,1.42800835,0.97581507,0.72419263,0.14915506,0.00043412,0.00765592,0.97822202
-4.49324662,1.52485527,1.04113958,0.77599650,0.15595102,0.00047416,0.00827963,1.05486022
-4.48724362,1.62147588,1.10525990,0.82752325,0.16260565,0.00051620,0.00896674,1.13194271
-4.48124062,1.71704840,1.16741805,0.87824900,0.16910170,0.00056003,0.00972355,1.20871670
-4.47523762,1.81072170,1.22685008,0.92763319,0.17542168,0.00060542,0.01055648,1.28438965
-4.46923462,1.90162461,1.28280079,0.97512795,0.18154581,0.00065209,0.01147180,1.35814237
-4.46323162,1.98887665,1.33453914,1.02018805,0.18745027,0.00069969,0.01247521,1.42914368
-4.45722861,2.07160003,1.38137410,1.06228157,0.19310558,0.00074781,0.01357145,1.49656633
-4.45122561,2.14893273,1.42267022,1.10090071,0.19847546,0.00079600,0.01476395,1.55960354
-4.44522261,2.22004259,1.45786260,1.13557245,0.20351625,0.00084378,0.01605438,1.61748590
-4.43921961,2.28414190,1.48647061,1.16586890,0.20817689,0.00089060,0.01744229,1.66949789
-4.43321661,2.34050248,1.50810991,1.19141686,0.21239976,0.00093589,0.01892478,1.71499366
-4.42721361,2.38847062,1.52250245,1.21190636,0.21612213,0.00097909,0.02049620,1.75341152
-4.42121061,2.42748169,1.52948400,1.22709788,0.21927839,0.00101961,0.02214794,1.78428665
-4.41520760,2.45707388,1.52900912,1.23682810,0.22180288,0.00105689,0.02386832,1.80726173
-4.40920460,2.47690065,1.52115323,1.24101396,0.22363332,0.00109039,0.02564251,1.82209511
-4.40320160,2.48674163,1.50611199,1.23965491,0.22471446,0.00111963,0.02745266,1.82866640
-4.39719860,2.48651132,1.48419786,1.23283341,0.22500206,0.00114420,0.02927809,1.82697921
-4.39119560,2.47626552,1.45583411,1.22071356,0.22446669,0.00116375,0.03109559,1.81716116
-4.38519260,2.45620507,1.42154652,1.20353803,0.22309734,0.00117804,0.03287987,1.79946118
-4.37918959,2.42667673,1.38195309,1.18162338,0.22090459,0.00118696,0.03460411,1.77424427
-4.37318659,2.38817110,1.33775207,1.15535403,0.21792303,0.00119048,0.03624062,1.74198384
-4.36718359,2.34131758,1.28970882,1.12517490,0.21421300,0.00118872,0.03776153,1.70325212
-4.36118059,2.28687636,1.23864175,1.09158311,0.20986129,0.00118192,0.03913960,1.65870874
-4.35517759,2.22572762,1.18540782,1.05511895,0.20498087,0.00117045,0.04034899,1.60908800
-4.34917459,2.15885811,1.13088794,1.01635620,0.19970964,0.00115481,0.04136613,1.55518497
-4.34317159,2.08734540,1.07597250,0.97589224,0.19420808,0.00113561,0.04217042,1.49784102
-4.33716858,2.01234012,1.02154739,0.93433793,0.18865601,0.00111356,0.04274495,1.43792877
-4.33116558,1.93504637,0.96848056,0.89230756,0.18324851,0.00108946,0.04307713,1.37633700
-4.32516258,1.85670094,0.91760938,0.85040899,0.17819113,0.00106419,0.04315914,1.31395564
-4.31915958,1.77855144,0.86972878,0.80923409,0.17369455,0.00103867,0.04298824,1.25166108
-4.31315658,1.70183396,0.82558029,0.76934952,0.16996887,0.00101388,0.04256697,1.19030192
-4.30715358,1.62775055,0.78584196,0.73128813,0.16721779,0.00099077,0.04190309,1.13068544
