energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.84992496,6.44084250,0.02376051,0.49828998,2.80085131,3.81486076,1.92318349,0.00000000,1.08408282,0.75710735
-5.84392196,6.46950814,0.02316843,0.50643171,2.81835220,3.82512091,1.92803791,0.00000000,1.09840169,0.76411060
-5.83791896,6.48191939,0.02249944,0.51278306,2.82647220,3.82727376,1.92790908,0.00000000,1.10899255,0.76862819
-5.83191596,6.47752728,0.02176334,0.51723926,2.82486669,3.82101064,1.92270810,0.00000000,1.11568233,0.77060270
-5.82591296,6.45591228,0.02097072,0.51972280,2.81332870,3.80606115,1.91238230,0.00000000,1.11833828,0.77000109
-5.81990995,6.41679743,0.02013255,0.52018361,2.79179479,3.78220468,1.89691796,0.00000000,1.11687172,0.76681543
-5.81390695,6.36006354,0.01925977,0.51859879,2.76034901,3.74928389,1.87634357,0.00000000,1.11124154,0.76106369
-5.80790395,6.28576528,0.01836300,0.51497219,2.71922466,3.70721937,1.85073354,0.00000000,1.10145712,0.75279081
-5.80190095,6.19414694,0.01745223,0.50933358,2.66880340,3.65602426,1.82021185,0.00000000,1.08758070,0.74206960
-5.79589795,6.08565665,0.01653662,0.50173768,2.60961178,3.59581785,1.78495538,0.00000000,1.06972899,0.72900175
-5.78989495,5.96095746,0.01562436,0.49226297,2.54231473,3.52683710,1.74519661,0.00000000,1.04807382,0.71371849
-5.78389195,5.82093434,0.01472258,0.48101041,2.46770630,3.44944498,1.70122528,0.00000000,1.02284177,0.69638104
-5.77788894,5.66669589,0.01383733,0.46810192,2.38669775,3.36413504,1.65338889,0.00000000,0.99431277,0.67718047
-5.77188594,5.49956998,0.01297359,0.45367879,2.30030313,3.27153148,1.60209166,0.00000000,0.96281748,0.65633704
-5.76588294,5.32109297,0.01213537,0.43789992,2.20962291,3.17238455,1.54779205,0.00000000,0.92873368,0.63409876
-5.75987994,5.13299217,0.01132582,0.42093988,2.11582596,3.06756105,1.49099864,0.00000000,0.89248152,0.61073925
-5.75387694,4.93716196,0.01054733,0.40298683,2.02013060,2.95803037,1.43226444,0.00000000,0.85451783,0.58655465
-5.74787394,4.73563396,0.00980165,0.38424022,1.92378492,2.84484638,1.37217987,0.00000000,0.81532962,0.56185977
-5.74187094,4.53054208,0.00909009,0.36490834,1.82804716,2.72912588,1.31136437,0.00000000,0.77542682,0.53698337
-5.73586793,4.32408357,0.00841361,0.34520561,1.73416643,2.61202456,1.25045705,0.00000000,0.73533456,0.51226277
-5.72986493,4.11847724,0.00777291,0.32534976,1.64336415,2.49471129,1.19010656,0.00000000,0.69558498,0.48803774
-5.72386193,3.91592016,0.00716860,0.30555875,1.55681651,2.37834184,1.13096039,0.00000000,0.65670889,0.46464402
-5.71785893,3.71854438,0.00660120,0.28604764,1.47563802,2.26403317,1.07365396,0.00000000,0.61922741,0.44240642
-5.71185593,3.52837473,0.00607122,0.26702537,1.40086633,2.15283895,1.01879971,0.00000000,0.58364363,0.42163185
-5.70585293,3.34728922,0.00557922,0.24869144,1.33344820,2.04572756,0.96697638,0.00000000,0.55043454,0.40260242
-5.69984992,3.17698300,0.00512576,0.23123270,1.27422662,1.94356300,0.91871876,0.00000000,0.52004330,0.38556878
-5.69384692,3.01893675,0.00471143,0.21482027,1.22392890,1.84708935,0.87450813,0.00000000,0.49287196,0.37074396
-5.68784392,2.87439044,0.00433678,0.19960655,1.18315568,1.75691919,0.83476333,0.00000000,0.46927466,0.35829789
-5.68184092,2.74432265,0.00400235,0.18572259,1.15237080,1.67352605,0.79983295,0.00000000,0.44955147,0.34835273
-5.67583792,2.62943605,0.00370854,0.17327577,1.13189200,1.59724092,0.76998840,0.00000000,0.43394295,0.34097920
-5.66983492,2.53014895,0.00345564,0.16234785,1.12188256,1.52825259,0.74541826,0.00000000,0.42262541,0.33619414
-5.66383192,2.44659294,0.00324375,0.15299352,1.12234409,1.46661150,0.72622388,0.00000000,0.41570704,0.33395917
-5.65782891,2.37861643,0.00307271,0.14523945,1.13311081,1.41223671,0.71241634,0.00000000,0.41322502,0.33418082
-5.65182591,2.32579377,0.00294212,0.13908387,1.15384566,1.36492533,0.70391502,0.00000000,0.41514362,0.33671194
-5.64582291,2.28743960,0.00285129,0.13449677,1.18403885,1.32436412,0.70054771,0.00000000,0.42135350,0.34135459
-5.63981991,2.26262807,0.00279922,0.13142062,1.22300932,1.29014249,0.70205262,0.00000000,0.43167227,0.34786423
-5.63381691,2.25021641,0.00278462,0.12977176,1.26990975,1.26176655,0.70808209,0.00000000,0.44584646,0.35595521
-5.62781391,2.24887249,0.00280588,0.12944234,1.32373550,1.23867381,0.71820844,0.00000000,0.46355500,0.36530754
-5.62181091,2.25710585,0.00286113,0.13030279,1.38333809,1.22024804,0.73193169,0.00000000,0.48441416,0.37557460
-5.61580790,2.27330166,0.00294826,0.13220487,1.44744332,1.20583414,0.74868933,0.00000000,0.50798429,0.38639184
-5.60980490,2.29575727,0.00306498,0.13498510,1.51467422,1.19475274,0.76786800,0.00000000,0.53377799,0.39738597
-5.60380190,2.32272051,0.00320885,0.13846867,1.58357853,1.18631446,0.78881692,0.00000000,0.56126991,0.40818472
-5.59779890,2.35242927,0.00337735,0.14247358,1.65266043,1.17983367,0.81086288,0.00000000,0.58990794,0.41842655
-5.59179590,2.38315158,0.00356797,0.14681504,1.72041565,1.17464172,0.83332640,0.00000000,0.61912557,0.42777022
-5.58579290,2.41322532,0.00377823,0.15130996,1.78536908,1.17009952,0.85553868,0.00000000,0.64835521,0.43590392
-5.57978989,2.44109666,0.00400581,0.15578134,1.84611362,1.16560952,0.87685881,0.00000000,0.67704203,0.44255349
-5.57378689,2.46535633,0.00424859,0.16006260,1.90134889,1.16062680,0.89669077,0.00000000,0.70465796,0.44748964
-5.56778389,2.48477253,0.00450470,0.16400153,1.94991826,1.15466930,0.91449947,0.00000000,0.73071541,0.45053378
-5.56178089,2.49831966,0.00477258,0.16746387,1.99084261,1.14732685,0.92982543,0.00000000,0.75478014,0.45156234
-5.55577789,2.50520165,0.00505105,0.17033627,2.02334935,1.13826884,0.94229730,0.00000000,0.77648290,0.45050934
-5.54977489,2.50486915,0.00533926,0.17252870,2.04689529,1.12725037,0.95164179,0.00000000,0.79552921,0.44736720
-5.54377189,2.49702976,0.00563678,0.17397599,2.06118210,1.11411642,0.95769062,0.00000000,0.81170704,0.44218570
-5.53776888,2.48165075,0.00594350,0.17463868,2.06616364,1.09880394,0.96038388,0.00000000,0.82489174,0.43506912
-5.53176588,2.45895384,0.00625965,0.17450293,2.06204447,1.08134164,0.95976987,0.00000000,0.83504827,0.42617177
-5.52576288,2.42940212,0.00658569,0.17357970,2.04926943,1.06184727,0.95600109,0.00000000,0.84223027,0.41569192
-5.51975988,2.39367931,0.00692224,0.17190307,2.02850471,1.04052229,0.94932669,0.00000000,0.84657601,0.40386456
-5.51375688,2.35266182,0.00726998,0.16952784,2.00061084,1.01764404,0.94008133,0.00000000,0.84830139,0.39095304
-5.50775388,2.30738455,0.00762950,0.16652653,1.96660889,0.99355551,0.92867114,0.00000000,0.84768997,0.37724011
-5.50175088,2.25900151,0.00800117,0.16298584,1.92764108,0.96865281,0.91555704,0.00000000,0.84508063,0.36301855
-5.49574787,2.20874261,0.00838503,0.15900282,1.88492765,0.94337089,0.90123623,0.00000000,0.84085306,0.34858181
-5.48974487,2.15786816,0.00878060,0.15468079,1.83972162,0.91816782,0.88622255,0.00000000,0.83541180,0.33421492
-5.48374187,2.10762281,0.00918678,0.15012526,1.79326349,0.89350815,0.87102640,0.00000000,0.82916935,0.32018605
-5.47773887,2.05919058,0.00960172,0.14544001,1.74673776,0.86984612,0.85613518,0.00000000,0.82252914,0.30673891
-5.47173587,2.01365279,0.01002277,0.14072344,1.70123304,0.84760910,0.84199493,0.00000000,0.81586900,0.29408633
-5.46573287,1.97195038,0.01044639,0.13606533,1.65770752,0.82718219,0.82899401,0.00000000,0.80952577,0.28240516
-5.45972986,1.93485237,0.01086818,0.13154421,1.61696089,0.80889438,0.81744937,0.00000000,0.80378190,0.27183253
-5.45372686,1.90293141,0.01128290,0.12722530,1.57961415,0.79300706,0.80759618,0.00000000,0.79885444,0.26246377
-5.44772386,1.87654760,0.01168455,0.12315918,1.54609756,0.77970527,0.79958097,0.00000000,0.79488700,0.25435178
-5.44172086,1.85584116,0.01206652,0.11938113,1.51664732,0.76909208,0.79345875,0.00000000,0.79194508,0.24750793
-5.43571786,1.84073419,0.01242176,0.11591121,1.49131072,0.76118657,0.78919414,0.00000000,0.79001490,0.24190438
-5.42971486,1.83094149,0.01274299,0.11275496,1.46995925,0.75592520,0.78666634,0.00000000,0.78900581,0.23747776
-5.42371186,1.82598982,0.01302296,0.10990472,1.45230886,0.75316689,0.78567783,0.00000000,0.78875625,0.23413379
-5.41770885,1.82524485,0.01325470,0.10734138,1.43794604,0.75270136,0.78596620,0.00000000,0.78904286,0.23175294
-5.41170585,1.82794435,0.01343180,0.10503661,1.42635853,0.75426041,0.78721863,0.00000000,0.78959240,0.23019666
-5.40570285,1.83323640,0.01354865,0.10295523,1.41696875,0.75753173,0.78908834,0.00000000,0.79009586,0.22931396
-5.39969985,1.84022045,0.01360072,0.10105779,1.40916847,0.76217438,0.79121213,0.00000000,0.79022409,0.22894814
-5.39369685,1.84798965,0.01358474,0.09930309,1.40235287,0.76783543,0.79322818,0.00000000,0.78964418,0.22894334
-5.38769385,1.85567228,0.01349886,0.09765057,1.39595241,0.77416674,0.79479340,0.00000000,0.78803584,0.22915061
-5.38169085,1.86247029,0.01334280,0.09606253,1.38946090,0.78084106,0.79559923,0.00000000,0.78510693,0.22943338
-5.37568784,1.86769332,0.01311782,0.09450586,1.38245869,0.78756678,0.79538542,0.00000000,0.78060745,0.22967200
-5.36968484,1.87078640,0.01282679,0.09295353,1.37462977,0.79410040,0.79395099,0.00000000,0.77434121,0.22976727
-5.36368184,1.87135025,0.01247406,0.09138551,1.36577234,0.80025614,0.79116195,0.00000000,0.76617490,0.22964285
-5.35767884,1.86915319,0.01206532,0.08978924,1.35580248,0.80591226,0.78695542,0.00000000,0.75604387,0.22924639
-5.35167584,1.86413428,0.01160743,0.08815967,1.34475102,0.81101367,0.78134011,0.00000000,0.74395464,0.22854950
-5.34567284,1.85639781,0.01110818,0.08649881,1.33275408,0.81557085,0.77439314,0.00000000,0.72998403,0.22754661
-5.33966983,1.84619950,0.01057601,0.08481491,1.32003813,0.81965511,0.76625359,0.00000000,0.71427505,0.22625270
-5.33366683,1.83392551,0.01001973,0.08312133,1.30690058,0.82339050,0.75711309,0.00000000,0.69702989,0.22470025
-5.32766383,1.82006550,0.00944824,0.08143519,1.29368716,0.82694298,0.74720418,0.00000000,0.67850048,0.22293543
-5.32166083,1.80518138,0.00887024,0.07977588,1.28076766,0.83050737,0.73678697,0.00000000,0.65897720,0.22101395
-5.31565783,1.78987356,0.00829399,0.07816350,1.26851126,0.83429299,0.72613509,0.00000000,0.63877637,0.21899661
-5.30965483,1.77474669,0.00772703,0.07661742,1.25726306,0.83850875,0.71552149,0.00000000,0.61822715,0.21694495
-5.30365183,1.76037653,0.00717607,0.07515492,1.24732298,0.84334857,0.70520498,0.00000000,0.59765872,0.21491721
-5.29764882,1.74727996,0.00664679,0.07379005,1.23892819,0.84897799,0.69541814,0.00000000,0.57738804,0.21296468
-5.29164582,1.73588926,0.00614376,0.07253280,1.23223978,0.85552258,0.68635716,0.00000000,0.55770898,0.21112881
-5.28564282,1.72653215,0.00567043,0.07138850,1.22733428,0.86305887,0.67817409,0.00000000,0.53888319,0.20943902
-5.27963982,1.71941792,0.00522911,0.07035759,1.22420019,0.87160801,0.67097164,0.00000000,0.52113287,0.20791139
-5.27363682,1.71463040,0.00482103,0.06943563,1.22273929,0.88113263,0.66480072,0.00000000,0.50463573,0.20654820
-5.26763382,1.71212727,0.00444644,0.06861363,1.22277253,0.89153667,0.65966064,0.00000000,0.48952215,0.20533826
-5.26163082,1.71174552,0.00410468,0.06787862,1.22404951,0.90266814,0.65550164,0.00000000,0.47587429,0.20425798
-5.25562781,1.71321215,0.00379440,0.06721436,1.22626102,0.91432440,0.65222950,0.00000000,0.46372715,0.20327311
-5.24962481,1.71615903,0.00351364,0.06660224,1.22905336,0.92625964,0.64971176,0.00000000,0.45307112,0.20234082
-5.24362181,1.72014082,0.00326003,0.06602212,1.23204370,0.93819372,0.64778503,0.00000000,0.44385584,0.20141217
-5.23761881,1.72465456,0.00303092,0.06545332,1.23483528,0.94982216,0.64626284,0.00000000,0.43599480,0.20043460
-5.23161581,1.72915994,0.00282354,0.06487543,1.23703172,0.96082628,0.64494373,0.00000000,0.42937069,0.19935452
-5.22561281,1.73309888,0.00263509,0.06426909,1.23824973,0.97088330,0.64361888,0.00000000,0.42384079,0.19811952
-5.21960980,1.73591386,0.00246293,0.06361659,1.23812962,0.97967577,0.64207919,0.00000000,0.41924248,0.19668049
-5.21360680,1.73706407,0.00230456,0.06290233,1.23634348,0.98690001,0.64012139,0.00000000,0.41539852,0.19499319
-5.20760380,1.73603919,0.00215779,0.06211317,1.23260089,0.99227346,0.63755318,0.00000000,0.41212202,0.19301956
-5.20160080,1.73237062,0.00202068,0.06123853,1.22665223,0.99554067,0.63419720,0.00000000,0.40922101,0.19072850
-5.19559780,1.72564023,0.00189166,0.06027046,1.21829014,0.99647822,0.62989412,0.00000000,0.40650267,0.18809632
-5.18959480,1.71548702,0.00176947,0.05920354,1.20734931,0.99489843,0.62450471,0.00000000,0.40377722,0.18510684
-5.18359180,1.70161190,0.00165314,0.05803471,1.19370529,0.99065232,0.61791127,0.00000000,0.40086149,0.18175120
-5.17758879,1.68378138,0.00154203,0.05676306,1.17727269,0.98363179,0.61001856,0.00000000,0.39758232,0.17802757
-5.17158579,1.66183029,0.00143574,0.05538963,1.15800340,0.97377145,0.60075434,0.00000000,0.39377975,0.17394059
-5.16558279,1.63566413,0.00133410,0.05391719,1.13588500,0.96105016,0.59006980,0.00000000,0.38931015,0.16950097
-5.15957979,1.60526128,0.00123711,0.05235006,1.11093984,0.94549250,0.57793993,0.00000000,0.38404909,0.16472495
-5.15357679,1.57067513,0.00114493,0.05069397,1.08322469,0.92717008,0.56436391,0.00000000,0.37789415,0.15963393
-5.14757379,1.53203616,0.00105780,0.04895603,1.05283113,0.90620281,0.54936553,0.00000000,0.37076743,0.15425414
-5.14157079,1.48955380,0.00097607,0.04714462,1.01988635,0.88275997,0.53299358,0.00000000,0.36261768,0.14861636
-5.13556778,1.44351761,0.00090012,0.04526944,0.98455422,0.85706074,0.51532211,0.00000000,0.35342201,0.14275578
-5.12956478,1.39429763,0.00083036,0.04334152,0.94703620,0.82937427,0.49645042,0.00000000,0.34318691,0.13671183
-5.12356178,1.34234316,0.00076720,0.04137324,0.90757181,0.80001864,0.47650265,0.00000000,0.33194866,0.13052797
-5.11755878,1.28817980,0.00071106,0.03937834,0.86643819,0.76935881,0.45562681,0.00000000,0.31977281,0.12425147
-5.11155578,1.23240419,0.00066234,0.03737184,0.82394859,0.73780309,0.43399317,0.00000000,0.30675286,0.11793305
-5.10555278,1.17567617,0.00062145,0.03537003,0.78044939,0.70579808,0.41179179,0.00000000,0.29300796,0.11162638
-5.09954977,1.11870839,0.00058874,0.03339024,0.73631566,0.67382190,0.38922945,0.00000000,0.27867978,0.10538734
-5.09354677,1.06225318,0.00056458,0.03145068,0.69194515,0.64237585,0.36652560,0.00000000,0.26392861,0.09927320
-5.08754377,1.00708697,0.00054927,0.02957008,0.64775096,0.61197438,0.34390777,0.00000000,0.24892871,0.09334149
-5.08154077,0.95399259,0.00054312,0.02776737,0.60415288,0.58313374,0.32160638,0.00000000,0.23386319,0.08764884
-5.07553777,0.90373994,0.00054638,0.02606123,0.56156805,0.55635956,0.29984917,0.00000000,0.21891859,0.08224955
-5.06953477,0.85706562,0.00055925,0.02446964,0.52040090,0.53213361,0.27885542,0.00000000,0.20427932,0.07719423
-5.06353177,0.81465223,0.00058187,0.02300938,0.48103325,0.51090027,0.25883033,0.00000000,0.19012224,0.07252826
-5.05752876,0.77710813,0.00061430,0.02169552,0.44381459,0.49305313,0.23995959,0.00000000,0.17661150,0.06829048
-5.05152576,0.74494831,0.00065650,0.02054098,0.40905319,0.47892223,0.22240448,0.00000000,0.16389398,0.06451183
-5.04552276,0.71857725,0.00070833,0.01955603,0.37700841,0.46876233,0.20629774,0.00000000,0.15209533,0.06121425
-5.03951976,0.69827435,0.00076952,0.01874797,0.34788436,0.46274281,0.19174021,0.00000000,0.14131684,0.05840984
-5.03351676,0.68418251,0.00083962,0.01812073,0.32182525,0.46093951,0.17879856,0.00000000,0.13163315,0.05610022
-5.02751376,0.67630050,0.00091804,0.01767471,0.29891260,0.46332895,0.16750399,0.00000000,0.12309095,0.05427629
-5.02151076,0.67447930,0.00100403,0.01740659,0.27916424,0.46978520,0.15785209,0.00000000,0.11570862,0.05291827
-5.01550775,0.67842280,0.00109661,0.01730937,0.26253528,0.48007966,0.14980377,0.00000000,0.10947668,0.05199612
-5.00950475,0.68769281,0.00119465,0.01737235,0.24892075,0.49388387,0.14328721,0.00000000,0.10435922,0.05147031
-5.00350175,0.70171852,0.00129685,0.01758141,0.23815988,0.51077535,0.13820070,0.00000000,0.10029595,0.05129288
-4.99749875,0.71980998,0.00140171,0.01791925,0.23004189,0.53024653,0.13441637,0.00000000,0.09720505,0.05140881
-4.99149575,0.74117552,0.00150762,0.01836577,0.22431284,0.55171644,0.13178451,0.00000000,0.09498637,0.05175761
-4.98549275,0.76494237,0.00161284,0.01889859,0.22068360,0.57454505,0.13013841,0.00000000,0.09352515,0.05227509
-4.97948974,0.79018015,0.00171555,0.01949356,0.21883836,0.59804975,0.12929956,0.00000000,0.09269594,0.05289529
-4.97348674,0.81592632,0.00181390,0.02012540,0.21844370,0.62152356,0.12908302,0.00000000,0.09236668,0.05355240
-4.96748374,0.84121296,0.00190606,0.02076835,0.21915770,0.64425459,0.12930271,0.00000000,0.09240267,0.05418268
-4.96148074,0.86509383,0.00199023,0.02139683,0.22063911,0.66554592,0.12977662,0.00000000,0.09267056,0.05472633
-4.95547774,0.88667114,0.00206475,0.02198613,0.22255608,0.68473551,0.13033165,0.00000000,0.09304200,0.05512914
-4.94947474,0.90512077,0.00212811,0.02251308,0.22459440,0.70121525,0.13080802,0.00000000,0.09339693,0.05534396
-4.94347174,0.91971536,0.00217900,0.02295662,0.22646506,0.71444853,0.13106313,0.00000000,0.09362658,0.05533196
-4.93746873,0.92984442,0.00221639,0.02329842,0.22791078,0.72398582,0.13097474,0.00000000,0.09363583,0.05506345
-4.93146573,0.93503071,0.00223950,0.02352330,0.22871162,0.72947754,0.13044346,0.00000000,0.09334512,0.05451856
-4.92546273,0.93494247,0.00224791,0.02361963,0.22868935,0.73068387,0.12939443,0.00000000,0.09269181,0.05368743
-4.91945973,0.92940105,0.00224148,0.02357958,0.22771065,0.72748114,0.12777832,0.00000000,0.09163089,0.05257018
-4.91345673,0.91838382,0.00222047,0.02339927,0.22568896,0.71986462,0.12557151,0.00000000,0.09013517,0.05117652
-4.90745373,0.90202232,0.00218544,0.02307884,0.22258524,0.70794767,0.12277554,0.00000000,0.08819491,0.04952509
-4.90145073,0.88059593,0.00213728,0.02262231,0.21840732,0.69195739,0.11941599,0.00000000,0.08581697,0.04764257
-4.89544772,0.85452140,0.00207720,0.02203740,0.21320831,0.67222693,0.11554074,0.00000000,0.08302348,0.04556259
-4.88944472,0.82433879,0.00200668,0.02133524,0.20708394,0.64918506,0.11121775,0.00000000,0.07985019,0.04332456
-4.88344172,0.79069448,0.00192740,0.02053000,0.20016903,0.62334326,0.10653258,0.00000000,0.07634448,0.04097234
-4.87743872,0.75432208,0.00184127,0.01963839,0.19263336,0.59528107,0.10158557,0.00000000,0.07256323,0.03855300
-4.87143572,0.71602194,0.00175031,0.01867924,0.18467700,0.56563021,0.09648895,0.00000000,0.06857053,0.03611549
-4.86543272,0.67664015,0.00165663,0.01767289,0.17652532,0.53505819,0.09136394,0.00000000,0.06443544,0.03370950
-4.85942971,0.63704763,0.00156239,0.01664074,0.16842387,0.50425185,0.08633791,0.00000000,0.06022974,0.03138437
-4.85342671,0.59812018,0.00146972,0.01560472,0.16063326,0.47390153,0.08154166,0.00000000,0.05602585,0.02918814
-4.84742371,0.56071985,0.00138070,0.01458676,0.15342416,0.44468618,0.07710698,0.00000000,0.05189497,0.02716678
-4.84142071,0.52567812,0.00129730,0.01360842,0.14707249,0.41725983,0.07316434,0.00000000,0.04790542,0.02536354
-4.83541771,0.49378119,0.00122133,0.01269047,0.14185488,0.39223963,0.06984092,0.00000000,0.04412127,0.02381844
-4.82941471,0.46575738,0.00115444,0.01185256,0.13804438,0.37019560,0.06725877,0.00000000,0.04060125,0.02256791
-4.82341171,0.44226678,0.00109808,0.01111298,0.13590647,0.35164205,0.06553328,0.00000000,0.03739790,0.02164453
-4.81740870,0.42389288,0.00105344,0.01048843,0.13569518,0.33703077,0.06477171,0.00000000,0.03455709,0.02107678
-4.81140570,0.41113609,0.00102149,0.00999387,0.13764942,0.32674560,0.06507186,0.00000000,0.03211763,0.02088895
-4.80540270,0.40440885,0.00100292,0.00964244,0.14198939,0.32109850,0.06652085,0.00000000,0.03011120,0.02110094
-4.79939970,0.40403200,0.00099816,0.00944536,0.14891300,0.32032667,0.06919385,0.00000000,0.02856237,0.02172815
-4.79339670,0.41023228,0.00100736,0.00941193,0.15859222,0.32459069,0.07315288,0.00000000,0.02748880,0.02278129
-4.78739370,0.42314066,0.00103040,0.00954948,0.17116951,0.33397352,0.07844549,0.00000000,0.02690143,0.02426621
-4.78139070,0.44279132,0.00106688,0.00986345,0.18675419,0.34848010,0.08510349,0.00000000,0.02680484,0.02618363
-4.77538769,0.46912137,0.00111613,0.01035735,0.20541887,0.36803771,0.09314173,0.00000000,0.02719753,0.02852892
-4.76938469,0.50197117,0.00117726,0.01103285,0.22719611,0.39249686,0.10255682,0.00000000,0.02807223,0.03129186
-4.76338169,0.54108544,0.00124911,0.01188980,0.25207542,0.42163297,0.11332609,0.00000000,0.02941626,0.03445637
-4.75737869,0.58611527,0.00133032,0.01292637,0.28000068,0.45514871,0.12540670,0.00000000,0.03121175,0.03800040
-4.75137569,0.63662127,0.00141932,0.01413908,0.31086842,0.49267735,0.13873505,0.00000000,0.03343598,0.04189579
-4.74537269,0.69207812,0.00151439,0.01552300,0.34452685,0.53378710,0.15322659,0.00000000,0.03606168,0.04610834
-4.73936968,0.75188063,0.00161366,0.01707184,0.38077605,0.57798654,0.16877610,0.00000000,0.03905731,0.05059801
-4.73336668,0.81535154,0.00171518,0.01877824,0.41936936,0.62473143,0.18525845,0.00000000,0.04238745,0.05531927
-4.72736368,0.88175115,0.00181694,0.02063390,0.46001607,0.67343268,0.20252998,0.00000000,0.04601318,0.06022167
-4.72136068,0.95028883,0.00191689,0.02262992,0.50238549,0.72346567,0.22043045,0.00000000,0.04989258,0.06525061
-4.71535768,1.02013620,0.00201302,0.02475706,0.54611228,0.77418071,0.23878560,0.00000000,0.05398132,0.07034827
-4.70935468,1.09044182,0.00210340,0.02700606,0.59080298,0.82491456,0.25741012,0.00000000,0.05823324,0.07545476
-4.70335168,1.16034712,0.00218619,0.02936794,0.63604355,0.87500261,0.27611118,0.00000000,0.06260117,0.08050936
-4.69734867,1.22900305,0.00225972,0.03183429,0.68140762,0.92379166,0.29469222,0.00000000,0.06703769,0.08545188
-4.69134567,1.29558699,0.00232250,0.03439755,0.72646513,0.97065268,0.31295688,0.00000000,0.07149600,0.09022410
-4.68534267,1.35931937,0.00237327,0.03705121,0.77079107,1.01499330,0.33071308,0.00000000,0.07593089,0.09477114
-4.67933967,1.41947936,0.00241100,0.03978994,0.81397391,1.05626961,0.34777687,0.00000000,0.08029959,0.09904279
-4.67333667,1.47541922,0.00243496,0.04260966,0.85562343,1.09399684,0.36397607,0.00000000,0.08456278,0.10299476
-4.66733367,1.52657654,0.00244468,0.04550747,0.89537751,1.12775852,0.37915345,0.00000000,0.08868537,0.10658969
-4.66133067,1.57248425,0.00243997,0.04848150,0.93290786,1.15721391,0.39316944,0.00000000,0.09263742,0.10979797
-4.65532766,1.61277780,0.00242093,0.05153066,0.96792426,1.18210336,0.40590422,0.00000000,0.09639476,0.11259837
-4.64932466,1.64719946,0.00238795,0.05465424,1.00017742,1.20225144,0.41725914,0.00000000,0.09993964,0.11497829
-4.64332166,1.67559965,0.00234166,0.05785152,1.02946041,1.21756792,0.42715755,0.00000000,0.10326123,0.11693385
