energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up
-5.73586793,13.74747475,3.04085511,7.47536931,0.06704219,0.59599715,1.86866577,1.45621312,0.07726288,3.17716595
-5.72986493,13.50220188,2.98486219,7.36055339,0.06483438,0.58090733,1.84092159,1.43040925,0.07628295,3.10600196
-5.72386193,13.23908455,2.92669355,7.23038410,0.06258937,0.56465541,1.81206055,1.40523783,0.07516996,3.03401811
-5.71785893,12.96344128,2.86761531,7.08752939,0.06035390,0.54750797,1.78292920,1.38129180,0.07395280,2.96267957
-5.71185593,12.68093469,2.80892658,6.93498424,0.05817488,0.52974008,1.75440847,1.35913404,0.07266133,2.89346275
-5.70585293,12.39742420,2.75191757,6.77599392,0.05609831,0.51162672,1.72738742,1.33928642,0.07132550,2.82781640
-5.69984992,12.11881809,2.69782864,6.61397260,0.05416824,0.49343469,1.70273655,1.32222131,0.06997447,2.76712479
-5.69384692,11.85093081,2.64781195,6.45242023,0.05242588,0.47541518,1.68128179,1.30835597,0.06863580,2.71267429
-5.68784392,11.59935013,2.60289732,6.29484071,0.05090870,0.45779738,1.66378019,1.29804948,0.06733486,2.66562442
-5.68184092,11.36931829,2.56396354,6.14466400,0.04964978,0.44078336,1.65089807,1.29160250,0.06609424,2.62698408
-5.67583792,11.16563021,2.53171615,6.00517431,0.04867725,0.42454430,1.64319256,1.28925914,0.06493341,2.59759357
-5.66983492,10.99255077,2.50667209,5.87944624,0.04801379,0.40921819,1.64109705,1.29121092,0.06386848,2.57811240
-5.66383192,10.85375188,2.48915184,5.77028993,0.04767639,0.39490893,1.64491101,1.29760190,0.06291211,2.56901293
-5.65782891,10.75226955,2.47927849,5.68020609,0.04767615,0.38168682,1.65479444,1.30853478,0.06207354,2.57057948
-5.65182591,10.69047957,2.47698380,5.61135086,0.04801824,0.36959027,1.67076698,1.32407707,0.06135879,2.58291217
-5.64582291,10.67009035,2.48202011,5.56551033,0.04870199,0.35862846,1.69271152,1.34426690,0.06077085,2.60593512
-5.63981991,10.69215025,2.49397764,5.54408406,0.04972104,0.34878489,1.72038198,1.36911796,0.06031002,2.63940779
-5.63381691,10.75706691,2.51230576,5.54807644,0.05106364,0.34002138,1.75341484,1.39862305,0.05997428,2.68293904
-5.62781391,10.86463546,2.53633730,5.57809484,0.05271303,0.33228245,1.79134355,1.43275602,0.05975963,2.73600264
-5.62181091,11.01407297,2.56531468,5.63435336,0.05464785,0.32549978,1.83361545,1.47147185,0.05966049,2.79795383
-5.61580790,11.20405627,2.59841662,5.71668085,0.05684266,0.31959643,1.87960999,1.51470491,0.05967001,2.86804593
-5.60980490,11.43276116,2.63478447,5.82453222,0.05926849,0.31449084,1.92865775,1.56236539,0.05978040,2.94544658
-5.60380190,11.69790115,2.67354712,5.95700226,0.06189339,0.31010036,1.98005930,1.61433424,0.05998316,3.02925316
-5.59779890,11.99676467,2.71384366,6.11284131,0.06468309,0.30634416,2.03310308,1.67045693,0.06026928,3.11850698
-5.59179590,12.32625034,2.75484326,6.29047280,0.06760155,0.30314554,2.08708181,1.73053650,0.06062935,3.21220622
-5.58579290,12.68290042,2.79576171,6.48801240,0.07061156,0.30043361,2.14130675,1.79432639,0.06105361,3.30931757
-5.57978989,13.06293314,2.83587436,6.70328950,0.07367533,0.29814437,2.19511953,1.86152363,0.06153200,3.40878660
-5.57378689,13.46227514,2.87452550,6.93387133,0.07675501,0.29622112,2.24790117,1.93176304,0.06205408,3.50954716
-5.56778389,13.87659533,2.91113411,7.17709058,0.07981316,0.29461448,2.29907842,2.00461285,0.06260901,3.61052998
-5.56178089,14.30134193,2.94519635,7.43007712,0.08281325,0.29328188,2.34812730,2.07957230,0.06318538,3.71067089
-5.55577789,14.73178401,2.97628501,7.68979441,0.08571996,0.29218681,2.39457427,2.15607172,0.06377123,3.80891874
-5.54977489,15.16305886,3.00404658,7.95308099,0.08849959,0.29129780,2.43799525,2.23347519,0.06435389,3.90424363
-5.54377189,15.59022605,3.02819617,8.21669716,0.09112031,0.29058729,2.47801299,2.31108612,0.06491998,3.99564524
-5.53776888,16.00832831,3.04851108,8.47737625,0.09355235,0.29003045,2.51429326,2.38815569,0.06545539,4.08216176
-5.53176588,16.41245887,3.06482334,8.73187990,0.09576827,0.28960406,2.54654039,2.46389402,0.06594538,4.16287924
-5.52576288,16.79783418,3.07701185,8.97705595,0.09774307,0.28928542,2.57449263,2.53748378,0.06637467,4.23694134
-5.51975988,17.15987006,3.08499453,9.20989714,0.09945433,0.28905152,2.59791781,2.60809586,0.06672762,4.30355926
-5.51375688,17.49425882,3.08872078,9.42759868,0.10088235,0.28887824,2.61660962,2.67490649,0.06698853,4.36202163
-5.50775388,17.79704453,3.08816469,9.62761231,0.10201024,0.28873983,2.63038480,2.73711512,0.06714191,4.41170392
-5.50175088,18.06469294,3.08331904,9.80769436,0.10282406,0.28860856,2.63908142,2.79396247,0.06717290,4.45207697
-5.49574787,18.29415293,3.07419035,9.96594555,0.10331289,0.28845450,2.64255832,2.84474784,0.06706762,4.48271422
-5.48974487,18.48290607,3.06079495,10.10084040,0.10346897,0.28824554,2.64069562,2.88884508,0.06681362,4.50329712
-5.48374187,18.62900170,3.04315612,10.21124449,0.10328777,0.28794748,2.63339619,2.92571641,0.06640028,4.51361842
-5.47773887,18.73107533,3.02130220,10.29641852,0.10276806,0.28752431,2.62058795,2.95492356,0.06581920,4.51358298
-5.47173587,18.78834898,2.99526557,10.35600870,0.10191199,0.28693857,2.60222664,2.97613577,0.06506457,4.50320586
-5.46573287,18.80061335,2.96508249,10.39002379,0.10072510,0.28615177,2.57829891,2.98913437,0.06413340,4.48260778
-5.45972986,18.76819243,2.93079355,10.39879983,0.09921629,0.28512498,2.54882533,2.99381373,0.06302572,4.45200785
-5.45372686,18.69189242,2.89244475,10.38295448,0.09739777,0.28381937,2.51386324,2.99017875,0.06174469,4.41171403
-5.44772386,18.57293780,2.85008913,10.34333348,0.09528488,0.28219693,2.47350905,2.97833911,0.06029658,4.36211155
-5.44172086,18.41289815,2.80378870,10.28095214,0.09289594,0.28022115,2.42789992,2.95850071,0.05869063,4.30364992
-5.43571786,18.21360989,2.75361692,10.19693527,0.09025198,0.27785783,2.37721472,2.93095484,0.05693885,4.23682915
-5.42971486,17.97709752,2.69966139,10.09245908,0.08737640,0.27507589,2.32167416,2.89606575,0.05505571,4.16218585
-5.42371186,17.70549882,2.64202688,9.96869824,0.08429465,0.27184820,2.26153998,2.85425741,0.05305771,4.08027987
-5.41770885,17.40099825,2.58083851,9.82678125,0.08103375,0.26815251,2.19711356,2.80600008,0.05096297,3.99168218
-5.41170585,17.06577220,2.51624516,9.66775653,0.07762189,0.26397231,2.12873351,2.75179741,0.04879072,3.89696462
-5.40570285,16.70194862,2.44842287,9.49257099,0.07408795,0.25929767,2.05677283,2.69217475,0.04656082,3.79669180
-5.39969985,16.31158291,2.37757805,9.30206201,0.07046105,0.25412605,1.98163537,2.62766891,0.04429320,3.69141558
-5.39369685,15.89665043,2.30395055,9.09696285,0.06677009,0.24846298,1.90375187,2.55881994,0.04200749,3.58167220
-5.38769385,15.45905492,2.22781608,8.87792068,0.06304330,0.24232267,1.82357558,2.48616486,0.03972251,3.46798197
-5.38169085,15.00065089,2.14948810,8.64552539,0.05930789,0.23572833,1.74157764,2.41023335,0.03745595,3.35085116
-5.37568784,14.52327733,2.06931862,8.40034697,0.05558970,0.22871241,1.65824217,2.33154529,0.03522408,3.23077585
-5.36968484,14.02879876,1.98769799,8.14297836,0.05191288,0.22131650,1.57406125,2.25060965,0.03304154,3.10824700
-5.36368184,13.51914986,1.90505331,7.87408056,0.04829968,0.21359099,1.48952974,2.16792452,0.03092118,2.98375617
-5.35767884,12.99637909,1.82184542,7.59442659,0.04477027,0.20559450,1.40514006,2.08397755,0.02887403,2.85780126
-5.35167584,12.46268725,1.73856437,7.30494114,0.04134261,0.19739296,1.32137687,1.99924666,0.02690927,2.73089149
-5.34567284,11.92045735,1.65572335,7.00673289,0.03803239,0.18905846,1.23871185,1.91420019,0.02503433,2.60355107
-5.33966983,11.37227261,1.57385126,6.70111724,0.03485300,0.18066783,1.15759853,1.82929658,0.02325496,2.47632120
-5.33366683,10.82092064,1.49348393,6.38962765,0.03181556,0.17230113,1.07846717,1.74498298,0.02157538,2.34975979
-5.32766383,10.26938283,1.41515443,6.07401481,0.02892895,0.16403980,1.00171998,1.66169295,0.01999848,2.22443908
-5.32166083,9.72080879,1.33938261,5.75623334,0.02619993,0.15596490,0.92772654,1.57984323,0.01852596,2.10094084
-5.31565783,9.17847719,1.26666438,5.43841686,0.02363322,0.14815523,0.85681962,1.49982966,0.01715854,1.97984963
-5.30965483,8.64574498,1.19746101,5.12284259,0.02123163,0.14068551,0.78929154,1.42202283,0.01589611,1.86174431
-5.30365183,8.12598770,1.13218901,4.81188761,0.01899625,0.13362463,0.72539097,1.34676349,0.01473794,1.74718829
-5.29764882,7.62253440,1.07121077,4.50797899,0.01692653,0.12703413,0.66532055,1.27435846,0.01368283,1.63671924
-5.29164582,7.13860057,1.01482660,4.21354042,0.01502051,0.12096685,0.60923509,1.20507727,0.01272925,1.53083865
-5.28564282,6.67722278,0.96326814,3.93093808,0.01327497,0.11546576,0.55724067,1.13915003,0.01187548,1.43000206
-5.27963982,6.24119829,0.91669371,3.66242812,0.01168561,0.11056324,0.50939445,1.07676670,0.01111976,1.33461037
-5.27363682,5.83303244,0.87518546,3.41010823,0.01024726,0.10628047,0.46570540,1.01807812,0.01046035,1.24500283
-5.26763382,5.45489599,0.83874857,3.17587496,0.00895403,0.10262723,0.42613574,0.96319860,0.00989566,1.16145193
-5.26163082,5.10859382,0.80731237,2.96138836,0.00779951,0.09960195,0.39060328,0.91221025,0.00942435,1.08416051
-5.25562781,4.79554560,0.78073339,2.76804465,0.00677696,0.09719205,0.35898431,0.86516850,0.00904535,1.01326109
-5.24962481,4.51677804,0.75880008,2.59695731,0.00587952,0.09537450,0.33111728,0.82210864,0.00875796,0.94881735
-5.24362181,4.27292809,0.74123899,2.44894647,0.00510030,0.09411660,0.30680689,0.78305280,0.00856186,0.89082755
-5.23761881,4.06425528,0.72772226,2.32453584,0.00443263,0.09337701,0.28582874,0.74801687,0.00845712,0.83922948
-5.23161581,3.89066140,0.71787608,2.22395644,0.00387015,0.09310678,0.26793418,0.71701667,0.00844420,0.79390670
-5.22561281,3.75171534,0.71128980,2.14715569,0.00340696,0.09325066,0.25285550,0.69007304,0.00852389,0.75469537
-5.21960980,3.64668070,0.70752548,2.09381090,0.00303771,0.09374835,0.24031117,0.66721510,0.00869724,0.72139148
-5.21360680,3.57454431,0.70612769,2.06334551,0.00275768,0.09453590,0.23001107,0.64848151,0.00896546,0.69375775
-5.20760380,3.53404342,0.70663312,2.05494714,0.00256285,0.09554702,0.22166169,0.63391936,0.00932978,0.67153011
-5.20160080,3.52369050,0.70857995,2.06758629,0.00244992,0.09671450,0.21497109,0.62358068,0.00979126,0.65442314
-5.19559780,3.54179432,0.71151672,2.10003484,0.00241624,0.09797149,0.20965363,0.61751659,0.01035060,0.64213461
-5.18959480,3.58647712,0.71501054,2.15088397,0.00245987,0.09925280,0.20543431,0.61576936,0.01100793,0.63434860
-5.18359180,3.65568771,0.71865443,2.21856103,0.00257941,0.10049608,0.20205270,0.61836283,0.01176254,0.63073765
-5.17758879,3.74721107,0.72207373,2.30134553,0.00277394,0.10164287,0.19926647,0.62529159,0.01261268,0.63096362
-5.17158579,3.85867549,0.72493137,2.39738435,0.00304285,0.10263964,0.19685421,0.63650975,0.01355530,0.63467776
-5.16558279,3.98755829,0.72693201,2.50470668,0.00338571,0.10343856,0.19461790,0.65191981,0.01458585,0.64152005
-5.15957979,4.13119169,0.72782490,2.62123915,0.00380206,0.10399820,0.19238453,0.67136245,0.01569809,0.65111819
-5.15357679,4.28677025,0.72740545,2.74482176,0.00429122,0.10428404,0.19000729,0.69460794,0.01688392,0.66308653
-5.14757379,4.45136135,0.72551556,2.87322521,0.00485203,0.10426879,0.18736601,0.72134971,0.01813336,0.67702534
-5.14157079,4.62192006,0.72204258,3.00417018,0.00548274,0.10393255,0.18436700,0.75120079,0.01943447,0.69252053
-5.13556778,4.79530933,0.71691725,3.13534888,0.00618068,0.10326278,0.18094233,0.78369327,0.02077344,0.70914437
-5.12956478,4.96832629,0.71011049,3.26444919,0.00694216,0.10225407,0.17704856,0.81828128,0.02213469,0.72645705
-5.12356178,5.13773493,0.70162938,3.38918141,0.00776228,0.10090779,0.17266489,0.85434737,0.02350108,0.74400958
-5.11755878,5.30030511,0.69151238,3.50730745,0.00863480,0.09923155,0.16779105,0.89121235,0.02485418,0.76134777
-5.11155578,5.45285730,0.67982420,3.61667203,0.00955204,0.09723862,0.16244476,0.92814818,0.02617464,0.77801750
-5.10555278,5.59231203,0.66665039,3.71523540,0.01050489,0.09494714,0.15665901,0.96439357,0.02744254,0.79357090
-5.09954977,5.71574292,0.65209204,3.80110667,0.01148281,0.09237940,0.15047918,0.99917172,0.02863788,0.80757361
-5.09354677,5.82043142,0.63626067,3.87257691,0.01247392,0.08956095,0.14396018,1.03170946,0.02974103,0.81961252
-5.08754377,5.90392149,0.61927370,3.92815092,0.01346516,0.08651985,0.13716367,1.06125718,0.03073323,0.82930389
-5.08154077,5.96407216,0.60125051,3.96657660,0.01444250,0.08328586,0.13015533,1.08710863,0.03159705,0.83630153
-5.07553777,5.99910588,0.58230930,3.98687067,0.01539121,0.07988968,0.12300249,1.10861990,0.03231686,0.84030455
-5.06953477,6.00765063,0.56256477,3.98833987,0.01629620,0.07636232,0.11577196,1.12522678,0.03287922,0.84106443
-5.06353177,5.98877394,0.54212673,3.97059651,0.01714234,0.07273449,0.10852821,1.13645986,0.03327329,0.83839117
-5.05752876,5.94200720,0.52109936,3.93356757,0.01791492,0.06903610,0.10133185,1.14195686,0.03349106,0.83215798
-5.05152576,5.86735895,0.49958135,3.87749684,0.01859997,0.06529588,0.09423854,1.14147158,0.03352757,0.82230454
-5.04552276,5.76531636,0.47766651,3.80293962,0.01918475,0.06154106,0.08729815,1.13487938,0.03338104,0.80883847
-5.03951976,5.63683444,0.45544482,3.71074995,0.01965803,0.05779713,0.08055425,1.12217886,0.03305291,0.79183504
-5.03351676,5.48331307,0.43300369,3.60206051,0.02001056,0.05408767,0.07404393,1.10348994,0.03254773,0.77143499
-5.02751376,5.30656246,0.41042933,3.47825570,0.02023524,0.05043429,0.06779777,1.07904825,0.03187306,0.74784063
-5.02151076,5.10875804,0.38780796,3.34093866,0.02032744,0.04685655,0.06184005,1.04919641,0.03103921,0.72131019
-5.01550775,4.89238627,0.36522677,3.19189313,0.02028514,0.04337194,0.05618910,1.01437237,0.03005896,0.69215084
-5.00950475,4.66018319,0.34277457,3.03304141,0.02010895,0.03999594,0.05085775,0.97509550,0.02894719,0.66071040
-5.00350175,4.41506774,0.32054194,2.86639979,0.01980218,0.03674199,0.04585386,0.93195084,0.02772050,0.62736829
-4.99749875,4.16007233,0.29862102,2.69403282,0.01937067,0.03362158,0.04118081,0.88557231,0.02639676,0.59252575
-4.99149575,3.89827266,0.27710477,2.51800794,0.01882265,0.03064429,0.03683812,0.83662533,0.02499468,0.55659603
-4.98549275,3.63271954,0.25608587,2.34035188,0.01816846,0.02781785,0.03282195,0.78578963,0.02353337,0.51999451
-4.97948974,3.36637451,0.23565536,2.16301022,0.01742028,0.02514821,0.02912561,0.73374267,0.02203188,0.48312945
-4.97348674,3.10205143,0.21590095,1.98781126,0.01659169,0.02263961,0.02574007,0.68114429,0.02050886,0.44639333
-4.96748374,2.84236576,0.19690539,1.81643522,0.01569733,0.02029468,0.02265438,0.62862306,0.01898211,0.41015529
-4.96148074,2.58969263,0.17874469,1.65038950,0.01475249,0.01811452,0.01985607,0.57676449,0.01746833,0.37475471
-4.95547774,2.34613477,0.16148663,1.49099051,0.01377265,0.01609883,0.01733154,0.52610155,0.01598282,0.34049612
-4.94947474,2.11350074,0.14518940,1.33935232,0.01277311,0.01424603,0.01506638,0.47710760,0.01453926,0.30764556
-4.94347174,1.89329354,0.12990063,1.19638198,0.01176865,0.01255344,0.01304568,0.43019170,0.01314957,0.27642841
-4.93746873,1.68670915,0.11565671,1.06278136,0.01077319,0.01101743,0.01125434,0.38569630,0.01182382,0.24702856
-4.93146573,1.49464455,0.10248264,0.93905484,0.00979951,0.00963362,0.00967730,0.34389727,0.01057018,0.21958904
-4.92546273,1.31771399,0.09039222,0.82552221,0.00885910,0.00839708,0.00829981,0.30500591,0.00939494,0.19421372
-4.91945973,1.15627235,0.07938863,0.72233594,0.00796196,0.00730257,0.00710762,0.26917285,0.00830256,0.17097019
-4.91345673,1.01044423,0.06946549,0.62950170,0.00711656,0.00634478,0.00608724,0.23649338,0.00729583,0.14989345
-4.90745373,0.88015719,0.06060811,0.54690138,0.00632985,0.00551853,0.00522606,0.20701405,0.00637595,0.13099021
-4.90145073,0.76517753,0.05279505,0.47431726,0.00560725,0.00481906,0.00451256,0.18074000,0.00554274,0.11424374
-4.89544772,0.66514716,0.04599984,0.41145658,0.00495274,0.00424223,0.00393642,0.15764284,0.00479483,0.09961882
-4.88944472,0.57962007,0.04019276,0.35797550,0.00436906,0.00378477,0.00348863,0.13766862,0.00412985,0.08706678
-4.88344172,0.50809703,0.03534262,0.31350162,0.00385776,0.00344446,0.00316158,0.12074568,0.00354467,0.07653035
-4.87743872,0.45005740,0.03141847,0.27765426,0.00341946,0.00322033,0.00294910,0.10679197,0.00303556,0.06794812
-4.87143572,0.40498715,0.02839109,0.25006219,0.00305397,0.00311278,0.00284650,0.09572165,0.00259845,0.06125851
-4.86543272,0.37240215,0.02623433,0.23037812,0.00276049,0.00312373,0.00285055,0.08745084,0.00222911,0.05640310
-4.85942971,0.35186640,0.02492608,0.21828982,0.00253777,0.00325665,0.00295941,0.08190216,0.00192329,0.05332927
-4.85342671,0.34300487,0.02444899,0.21352775,0.00238427,0.00351655,0.00317264,0.07900811,0.00167692,0.05199196
-4.84742371,0.34551073,0.02479078,0.21586922,0.00229825,0.00390999,0.00349104,0.07871323,0.00148623,0.05235474
-4.84142071,0.35914730,0.02594418,0.22513914,0.00227791,0.00444494,0.00391660,0.08097490,0.00134789,0.05438995
-4.83541771,0.38374498,0.02790658,0.24120787,0.00232143,0.00513061,0.00445233,0.08576295,0.00125907,0.05807815
-4.82941471,0.41919363,0.03067926,0.26398620,0.00242704,0.00597723,0.00510221,0.09305815,0.00121754,0.06340678
-4.82341171,0.46543117,0.03426633,0.29341825,0.00259302,0.00699576,0.00587101,0.10284963,0.00122173,0.07036833
-4.81740870,0.52242916,0.03867347,0.32947260,0.00281769,0.00819754,0.00676418,0.11513162,0.00127074,0.07895787
-4.81140570,0.59017629,0.04390637,0.37213224,0.00309942,0.00959391,0.00778777,0.12989950,0.00136439,0.08917032
-4.80540270,0.66866065,0.04996911,0.42138399,0.00343655,0.01119579,0.00894837,0.14714563,0.00150317,0.10099757
-4.79939970,0.75785195,0.05686247,0.47720778,0.00382736,0.01301323,0.01025297,0.16685505,0.00168828,0.11442543
-4.79339670,0.85768444,0.06458226,0.53956654,0.00427004,0.01505495,0.01170904,0.18900157,0.00192151,0.12943094
-4.78739370,0.96804159,0.07311776,0.60839686,0.00476256,0.01732793,0.01332443,0.21354427,0.00220526,0.14597979
-4.78139070,1.08874321,0.08245035,0.68360112,0.00530269,0.01983698,0.01510745,0.24042494,0.00254241,0.16402443
-4.77538769,1.21953572,0.09255244,0.76504107,0.00588788,0.02258444,0.01706689,0.26956648,0.00293625,0.18350259
-4.76938469,1.36008593,0.10338666,0.85253330,0.00651526,0.02556983,0.01921208,0.30087260,0.00339035,0.20433672
-4.76338169,1.50997859,0.11490549,0.94584637,0.00718156,0.02878970,0.02155292,0.33422875,0.00390841,0.22643402
-4.75737869,1.66871777,0.12705124,1.04469981,0.00788309,0.03223754,0.02409996,0.36950454,0.00449412,0.24968742
-4.75137569,1.83573162,0.13975651,1.14876451,0.00861572,0.03590372,0.02686438,0.40655734,0.00515098,0.27397727
-4.74537269,2.01038018,0.15294496,1.25766456,0.00937484,0.03977564,0.02985796,0.44523709,0.00588209,0.29917374
-4.73936968,2.19196556,0.16653252,1.37097981,0.01015536,0.04383790,0.03309300,0.48539193,0.00668998,0.32513976
-4.73336668,2.37974344,0.18042884,1.48824916,0.01095170,0.04807258,0.03658215,0.52687434,0.00757634,0.35173442
-4.72736368,2.57293514,0.19453905,1.60897381,0.01175781,0.05245957,0.04033812,0.56954747,0.00854183,0.37881653
-4.72136068,2.77073913,0.20876557,1.73262038,0.01256716,0.05697696,0.04437337,0.61329100,0.00958586,0.40624814
-4.71535768,2.97234104,0.22301004,1.85862343,0.01337277,0.06160140,0.04869965,0.65800623,0.01070636,0.43389784
-4.70935468,3.17692139,0.23717515,1.98638728,0.01416726,0.06630851,0.05332745,0.70361978,0.01189964,0.46164350
-4.70335168,3.38366021,0.25116633,2.11528691,0.01494288,0.07107322,0.05826539,0.75008560,0.01316021,0.48937439
-4.69734867,3.59173842,0.26489322,2.24466814,0.01569159,0.07587002,0.06351956,0.79738485,0.01448063,0.51699237
-4.69134567,3.80033559,0.27827085,2.37384716,0.01640512,0.08067321,0.06909284,0.84552350,0.01585152,0.54441217
-4.68534267,4.00862464,0.29122050,2.50210976,0.01707514,0.08545697,0.07498423,0.89452758,0.01726149,0.57156063
-4.67933967,4.21576384,0.30367020,2.62871085,0.01769327,0.09019543,0.08118824,0.94443617,0.01869725,0.59837504
-4.67333667,4.42088719,0.31555491,2.75287457,0.01825136,0.09486264,0.08769444,0.99529245,0.02014370,0.62480053
-4.66733367,4.62309445,0.32681646,2.87379580,0.01874154,0.09943244,0.09448719,1.04713320,0.02158414,0.65078693
-4.66133067,4.82144210,0.33740323,2.99064355,0.01915648,0.10387841,0.10154552,1.09997756,0.02300057,0.67628518
-4.65532766,5.01493694,0.34726982,3.10256687,0.01948953,0.10817377,0.10884344,1.15381563,0.02437398,0.70124368
-4.64932466,5.20253392,0.35637663,3.20870364,0.01973492,0.11229129,0.11635049,1.20859782,0.02568483,0.72560488
-4.64332166,5.38313940,0.36468956,3.30819269,0.01988799,0.11620344,0.12403272,1.26422590,0.02691339,0.74930259
