energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.83191596,1.99551570,-3.12381797,0.59669350,-0.92922361,0.17806917,-0.29544405,0.81605502,-1.38072940,0.49971789,-0.73718205,0.01042582,-0.00363444,0.35226532,-0.86906819,0.03568053,-0.03157033,0.74684639,-1.06734907
-5.82591296,1.92231348,-3.16284618,0.58661588,-0.93038634,0.17530076,-0.30299368,0.77666910,-1.38447349,0.47928930,-0.74499915,0.01019698,-0.00390699,0.32988296,-0.87938712,0.03376052,-0.03345274,0.72979228,-1.08075139
-5.81990995,1.85124398,-3.20105533,0.57728400,-0.93286068,0.17331858,-0.31018700,0.73778029,-1.38814930,0.45921911,-0.75169776,0.01000969,-0.00417861,0.30810434,-0.88869144,0.03186350,-0.03529291,0.71332168,-1.09495184
-5.81390695,1.78282837,-3.23841167,0.56879392,-0.93647174,0.17212954,-0.31691440,0.69965443,-1.39222891,0.43966408,-0.75740109,0.00986676,-0.00444549,0.28709984,-0.89731373,0.02999916,-0.03705719,0.69754768,-1.10960555
-5.80790395,1.71748922,-3.27494998,0.56121136,-0.94101916,0.17171345,-0.32306720,0.66254217,-1.39719241,0.42076481,-0.76228326,0.00976899,-0.00470373,0.26702308,-0.90564091,0.02817503,-0.03871270,0.68254696,-1.12434757
-5.80190095,1.65553699,-3.31076341,0.55456800,-0.94628101,0.17202351,-0.32854015,0.62666758,-1.40350651,0.40264028,-0.76656270,0.00971516,-0.00494941,0.24800460,-0.91409987,0.02639674,-0.04022814,0.66835854,-1.13880051
-5.79589795,1.59716228,-3.34598967,0.54885905,-0.95201814,0.17298777,-0.33323409,0.59221933,-1.41160298,0.38538387,-0.77049326,0.00970213,-0.00517870,0.23014722,-0.92314074,0.02466840,-0.04157473,0.65498379,-1.15258265
-5.78989495,1.54243367,-3.38079448,0.54404225,-0.95797905,0.17451149,-0.33705871,0.55934447,-1.42185797,0.36906081,-0.77435330,0.00972500,-0.00538801,0.21352319,-0.93321852,0.02299297,-0.04272694,0.64238774,-1.16531634
-5.78389195,1.49130085,-3.41535385,0.54003835,-0.96390533,0.17648028,-0.33993512,0.52814485,-1.43457331,0.35370726,-0.77843361,0.00977731,-0.00557402,0.19817297,-0.94477388,0.02137256,-0.04366323,0.63050167,-1.17663662
-5.77788894,1.44360272,-3.44983602,0.53673294,-0.96953769,0.17876394,-0.34179850,0.49867624,-1.44996088,0.33933062,-0.78302450,0.00985134,-0.00573390,0.18410575,-0.95821422,0.01980876,-0.04436669,0.61922660,-1.18619998
-5.77188594,1.39907971,-3.48438453,0.53397983,-0.97462243,0.18122085,-0.34260028,0.47094979,-1.46813084,0.32591116,-0.78840300,0.00993840,-0.00586528,0.17130128,-0.97389570,0.01830287,-0.04482549,0.60843781,-1.19369285
-5.76588294,1.35738963,-3.51910319,0.53160553,-0.97891812,0.18370270,-0.34231008,0.44493565,-1.48908419,0.31340473,-0.79482061,0.01002925,-0.00596645,0.15971311,-0.99210726,0.01685610,-0.04503317,0.59799010,-1.19883976
-5.75987994,1.31812616,-3.55404388,0.52941499,-0.98220231,0.18605953,-0.34091706,0.42056820,-1.51271023,0.30174628,-0.80249226,0.01011440,-0.00603632,0.14927258,-1.01305726,0.01546964,-0.04498882,0.58772365,-1.20141065
-5.75387694,1.28083928,-3.58919753,0.52719834,-0.98427786,0.18814473,-0.33843074,0.39775266,-1.53878883,0.29085414,-0.81158705,0.01018454,-0.00607453,0.13989359,-1.03686329,0.01414478,-0.04469699,0.57747034,-1.20122716
-5.74787394,1.24505651,-3.62448877,0.52473831,-0.98497869,0.18981991,-0.33488118,0.37637245,-1.56699736,0.28063461,-0.82222100,0.01023084,-0.00608144,0.13147773,-1.06354575,0.01288289,-0.04416751,0.56706036,-1.19816760
-5.74187094,1.21030428,-3.65977411,0.52181816,-0.98417446,0.19095948,-0.33031835,0.35629695,-1.59692188,0.27098688,-0.83445220,0.01024531,-0.00605814,0.12391947,-1.09302519,0.01168534,-0.04341507,0.55632887,-1.19217017
-5.73586793,1.17612855,-3.69484354,0.51822988,-0.98177400,0.19145471,-0.32481092,0.33738921,-1.62807195,0.26180799,-0.84827850,0.01022109,-0.00600639,0.11711118,-1.12512361,0.01055349,-0.04245868,0.54512250,-1.18323436
-5.72986493,1.14211380,-3.72942520,0.51378224,-0.97772723,0.19121720,-0.31844430,0.31951324,-1.65989816,0.25299749,-0.86363755,0.01015263,-0.00592858,0.11094775,-1.15956942,0.00948856,-0.04132106,0.53330558,-1.17142040
-5.72386193,1.10789989,-3.76319248,0.50830842,-0.97202543,0.19018150,-0.31131810,0.30254052,-1.69181162,0.24446193,-0.88040934,0.01003591,-0.00582768,0.10533067,-1.19600585,0.00849151,-0.04002781,0.52076572,-1.15684668
-5.71785893,1.07319602,-3.79577316,0.50167295,-0.96469971,0.18830704,-0.30354307,0.28635555,-1.72320426,0.23611872,-0.89842067,0.00986852,-0.00570707,0.10017137,-1.23400209,0.00756299,-0.03860669,0.50741874,-1.13968518
-5.71185593,1.03779153,-3.82675976,0.49377757,-0.95581791,0.18557896,-0.29523768,0.27086016,-1.75346908,0.22789944,-0.91745154,0.00964968,-0.00557053,0.09539375,-1.27306688,0.00670321,-0.03708668,0.49321252,-1.12015520
-5.70585293,1.00156306,-3.85572061,0.48456587,-0.94548002,0.18200819,-0.28652455,0.25597656,-1.78201935,0.21975244,-0.93724280,0.00938023,-0.00542201,0.09093594,-1.31266347,0.00591187,-0.03549724,0.47812984,-1.09851565
-5.69984992,0.96447800,-3.88221101,0.47402633,-0.93381231,0.17763049,-0.27752674,0.24164909,-1.80830598,0.21164460,-0.95750476,0.00906254,-0.00526558,0.08675113,-1.35222561,0.00518817,-0.03386745,0.46218994,-1.07505621
-5.69384692,0.92659422,-3.90578413,0.46219383,-0.92096069,0.17250470,-0.26836426,0.22784460,-1.83183234,0.20356233,-0.97792632,0.00870034,-0.00510529,0.08280770,-1.39117352,0.00453073,-0.03222529,0.44544874,-1.05008781
-5.68784392,0.88805618,-3.92600109,0.44914935,-0.90708357,0.16671024,-0.25915089,0.21455172,-1.85216602,0.19551172,-0.99818415,0.00829854,-0.00494502,0.07908860,-1.42892942,0.00393764,-0.03059702,0.42799776,-1.02393296
-5.68184092,0.84908776,-3.94244022,0.43501799,-0.89234475,0.16034391,-0.24999142,0.20177905,-1.86894728,0.18751789,-1.01795153,0.00786300,-0.00478838,0.07559010,-1.46493187,0.00340647,-0.02900666,0.40996172,-0.99691637
-5.67583792,0.80998221,-3.95470514,0.41996531,-0.87690663,0.15351624,-0.24097947,0.18955245,-1.88189398,0.17962363,-1.03690660,0.00740030,-0.00463865,0.07232006,-1.49864856,0.00293435,-0.02747554,0.39149496,-0.96935624
-5.66983492,0.77108976,-3.96243180,0.40419227,-0.86092440,0.14634754,-0.23219602,0.17791177,-1.89080305,0.17188738,-1.05473969,0.00691745,-0.00449867,0.06929587,-1.52958700,0.00251804,-0.02602202,0.37277680,-0.94155669
-5.66383192,0.73280356,-3.96529446,0.38792888,-0.84454119,0.13896372,-0.22370863,0.16690706,-1.89554891,0.16438072,-1.07115956,0.00642166,-0.00437080,0.06654211,-1.55730321,0.00215397,-0.02466137,0.35400609,-0.91380157
-5.65782891,0.69554458,-3.96301070,0.37142691,-0.82788469,0.13149219,-0.21557134,0.15659470,-1.89607905,0.15718540,-1.08589851,0.00592008,-0.00425688,0.06408815,-1.58140794,0.00183839,-0.02340566,0.33539516,-0.88634993
-5.65182591,0.65974620,-3.95534567,0.35495206,-0.81106528,0.12405798,-0.20782531,0.14703348,-1.89240740,0.15039020,-1.09871626,0.00541959,-0.00415826,0.06196579,-1.60157087,0.00156745,-0.02226388,0.31716350,-0.85943312
-5.64582291,0.62583929,-3.94211567,0.33877578,-0.79417562,0.11678010,-0.20050002,0.13828096,-1.88460609,0.14408758,-1.10940278,0.00492660,-0.00407579,0.06020700,-1.61752262,0.00133725,-0.02124205,0.29953136,-0.83325351
-5.63981991,0.59423823,-3.92319120,0.32316731,-0.77729165,0.10976848,-0.19361492,0.13039029,-1.87279626,0.13837054,-1.11778000,0.00444689,-0.00400989,0.05884194,-1.62905509,0.00114399,-0.02034345,0.28271377,-0.80798480
-5.63381691,0.56532874,-3.89849953,0.30838617,-0.76047481,0.10312147,-0.18718146,0.12340754,-1.85713848,0.13332947,-1.12370271,0.00398551,-0.00396057,0.05789732,-1.63602035,0.00098399,-0.01956891,0.26691495,-0.78377348
-5.62781391,0.53945780,-3.86802689,0.29467541,-0.74377515,0.09692395,-0.18120525,0.11736975,-1.83782357,0.12904952,-1.12705874,0.00354667,-0.00392753,0.05739503,-1.63832846,0.00085380,-0.01891712,0.25232365,-0.76074125
-5.62181091,0.51692612,-3.83182013,0.28225600,-0.72723492,0.09124621,-0.17568822,0.11230370,-1.81506409,0.12560818,-1.12776864,0.00313373,-0.00391024,0.05735133,-1.63594467,0.00075027,-0.01838490,0.23910941,-0.73898793
-5.61580790,0.49798341,-3.78998782,0.27132238,-0.71089234,0.08614348,-0.17063067,0.10822554,-1.78908719,0.12307354,-1.12578495,0.00274917,-0.00390802,0.05777633,-1.62888623,0.00067054,-0.01796757,0.22741996,-0.71859454
-5.60980490,0.48282648,-3.74270064,0.26203955,-0.69478506,0.08165617,-0.16603288,0.10514107,-1.76012894,0.12150295,-1.12109137,0.00239464,-0.00392010,0.05867395,-1.61721925,0.00061215,-0.01765920,0.21737987,-0.69962610
-5.60380190,0.47160029,-3.69019079,0.25454152,-0.67895302,0.07781079,-0.16189643,0.10304685,-1.72843026,0.12094237,-1.11370173,0.00207099,-0.00394572,0.06004230,-1.60105574,0.00057305,-0.01745287,0.20909031,-0.68213385
-5.59779890,0.46440149,-3.63275032,0.24893125,-0.66344033,0.07462135,-0.15822484,0.10193189,-1.69423465,0.12142614,-1.10365902,0.00177836,-0.00398417,0.06187433,-1.58055101,0.00055161,-0.01734088,0.20263012,-0.66615656
-5.59179590,0.46128437,-3.57072808,0.24528195,-0.64829599,0.07209124,-0.15502374,0.10177987,-1.65778731,0.12297743,-1.09103435,0.00151627,-0.00403481,0.06415888,-1.55590140,0.00054667,-0.01731490,0.19805781,-0.65172089
-5.58579290,0.46226876,-3.50452513,0.24363955,-0.63357341,0.07021552,-0.15230036,0.10257175,-1.61933561,0.12560901,-1.07592598,0.00128371,-0.00409712,0.06688184,-1.52734245,0.00055753,-0.01736609,0.19541455,-0.63884060
-5.57978989,0.46734915,-3.43458862,0.24402617,-0.61932857,0.06898329,-0.15006254,0.10428866,-1.57913039,0.12932446,-1.05845817,0.00107927,-0.00417068,0.07002759,-1.49514708,0.00058396,-0.01748521,0.19472769,-0.62751476
-5.57378689,0.47650476,-3.36140391,0.24644437,-0.60561713,0.06838024,-0.14831715,0.10691474,-1.53742782,0.13411968,-1.03877993,0.00090121,-0.00425516,0.07358040,-1.45962392,0.00062622,-0.01766256,0.19601489,-0.61772515
-5.56778389,0.48970969,-3.28548511,0.25088172,-0.59249053,0.06839113,-0.14706829,0.11044002,-1.49449113,0.13998453,-1.01706348,0.00074757,-0.00435024,0.07752591,-1.42111524,0.00068503,-0.01788812,0.19928824,-0.60943296
-5.56178089,0.50694260,-3.20736431,0.25731569,-0.57999156,0.06900201,-0.14631514,0.11486287,-1.45059207,0.14690452,-0.99350232,0.00061628,-0.00445559,0.08185241,-1.37999439,0.00076159,-0.01815143,0.20455832,-0.60257542
-5.55577789,0.52819529,-3.12757952,0.26571821,-0.56814969,0.07020220,-0.14604980,0.12019214,-1.40601136,0.15486243,-0.96830884,0.00050522,-0.00457078,0.08655206,-1.33666239,0.00085749,-0.01844170,0.21183788,-0.59706249
-5.54977489,0.55347963,-3.04666194,0.27605999,-0.55697656,0.07198580,-0.14625529,0.12644856,-1.36103807,0.16383981,-0.94171137,0.00041229,-0.00469522,0.09162177,-1.29154358,0.00097477,-0.01874777,0.22114480,-0.59277421
-5.54377189,0.58283223,-2.96512295,0.28831397,-0.54646209,0.07435280,-0.14690376,0.13366559,-1.31596759,0.17381809,-0.91395071,0.00033550,-0.00482804,0.09706380,-1.24508010,0.00111580,-0.01905815,0.23250417,-0.58955898
-5.53776888,0.61631654,-2.88344134,0.30245803,-0.53657162,0.07730946,-0.14795516,0.14188930,-1.27109804,0.18477939,-0.88527598,0.00027297,-0.00496808,0.10288598,-1.19772513,0.00128325,-0.01936118,0.24594930,-0.58723328
-5.53176588,0.65402209,-2.80205135,0.31847659,-0.52724430,0.08086823,-0.14935659,0.15117742,-1.22672533,0.19670686,-0.85594009,0.00022300,-0.00511382,0.10910155,-1.14993508,0.00148000,-0.01964505,0.26152143,-0.58558292
-5.52576288,0.69606054,-2.72133213,0.33636100,-0.51839304,0.08504699,-0.15104216,0.16159757,-1.18313684,0.20958451,-0.82619475,0.00018409,-0.00526329,0.11572860,-1.10216078,0.00170908,-0.01989807,0.27926826,-0.58436611
-5.51975988,0.74255885,-2.64159920,0.35610883,-0.50990618,0.08986772,-0.15293370,0.17322444,-1.14060416,0.22339656,-0.79628525,0.00015494,-0.00541413,0.12278901,-1.05483792,0.00197351,-0.02010881,0.29924100,-0.58331835
-5.51375688,0.79364939,-2.56309822,0.37772187,-0.50165081,0.09535460,-0.15494220,0.18613628,-1.09937522,0.23812625,-0.76644524,0.00013448,-0.00556358,0.13030712,-1.00837727,0.00227624,-0.02026640,0.32149030,-0.58215909
-5.50775388,0.84945757,-2.48600161,0.40120319,-0.49347764,0.10153168,-0.15696995,0.20041061,-1.05966631,0.25375421,-0.73689167,0.00012186,-0.00570847,0.13830796,-0.96315484,0.00261997,-0.02036075,0.34606098,-0.58059982
-5.50175088,0.91008744,-2.41040822,0.42655311,-0.48522733,0.10842021,-0.15891330,0.21611943,-1.02165450,0.27025639,-0.70782010,0.00011643,-0.00584537,0.14681525,-0.91950275,0.00300705,-0.02038288,0.37298586,-0.57835344
-5.49574787,0.97560576,-2.33634609,0.45376461,-0.47673775,0.11603569,-0.16066602,0.23332399,-0.98547092,0.28760178,-0.67940077,0.00011778,-0.00597062,0.15584918,-0.87770101,0.00343929,-0.02032519,0.40227904,-0.57514435
-5.48974487,1.04602556,-2.26377829,0.48281821,-0.46785204,0.12438488,-0.16212290,0.25206947,-0.95119554,0.30574986,-0.65177536,0.00012569,-0.00608048,0.16542413,-0.83797091,0.00391784,-0.02018170,0.43392878,-0.57071883
-5.48374187,1.12128985,-2.19261157,0.51367674,-0.45842671,0.13346295,-0.16318367,0.27237979,-0.91885366,0.32464812,-0.62505497,0.00014009,-0.00617122,0.17554638,-0.80047020,0.00444306,-0.01994829,0.46789055,-0.56485513
-5.47773887,1.20125659,-2.12270754,0.54628026,-0.44833968,0.14325082,-0.16375683,0.29425277,-0.88841462,0.34422975,-0.59931904,0.00016111,-0.00623931,0.18621198,-0.76529054,0.00501438,-0.01962289,0.50408059,-0.55737277
-5.47173587,1.28568571,-2.05389578,0.58054161,-0.43749752,0.15371297,-0.16376332,0.31765592,-0.85979282,0.36441157,-0.57461565,0.00018900,-0.00628150,0.19740486,-0.73245739,0.00563022,-0.01920557,0.54237040,-0.54814061
-5.46573287,1.37422922,-1.98598831,0.61634262,-0.42584162,0.16479580,-0.16313978,0.34252316,-0.83285113,0.38509262,-0.55096296,0.00022413,-0.00629500,0.20909537,-0.70193230,0.00628790,-0.01869859,0.58258254,-0.53708313
-5.45972986,1.46642515,-1.91879477,0.65353162,-0.41335295,0.17642674,-0.16184128,0.36875260,-0.80740663,0.40615329,-0.52835179,0.00026698,-0.00627759,0.22123924,-0.67361772,0.00698359,-0.01810634,0.62448817,-0.52418465
-5.45372686,1.56169599,-1.85213749,0.69192219,-0.40005505,0.18851415,-0.15984339,0.39620560,-0.78323848,0.42745539,-0.50674926,0.00031805,-0.00622769,0.23377718,-0.64736400,0.00771237,-0.01743529,0.66780655,-0.50949126
-5.44772386,1.65935196,-1.78586593,0.73129343,-0.38601523,0.20094808,-0.15714335,0.42470721,-0.76009749,0.44884304,-0.48610327,0.00037791,-0.00614447,0.24663503,-0.62297834,0.00846822,-0.01669371,0.71220675,-0.49311038
-5.44172086,1.75859958,-1.71986950,0.77139189,-0.37134378,0.21360195,-0.15376054,0.45404800,-0.73771705,0.47014455,-0.46634754,0.00044708,-0.00602789,0.25972461,-0.60023523,0.00924417,-0.01589149,0.75731162,-0.47520782
-5.43571786,1.85855507,-1.65408848,0.81193499,-0.35619132,0.22633502,-0.14973594,0.48398732,-0.71582484,0.49117530,-0.44740701,0.00052607,-0.00587870,0.27294518,-0.57888794,0.01003240,-0.01503981,0.80270399,-0.45600272
-5.42971486,1.95826251,-1.58852231,0.85261593,-0.34074434,0.23899576,-0.14513081,0.51425783,-0.69415468,0.51174146,-0.42920336,0.00061528,-0.00569842,0.28618555,-0.55868039,0.01082448,-0.01415078,0.84793501,-0.43576041
-5.42371186,2.05671600,-1.52323490,0.89310985,-0.32521931,0.25142571,-0.14002463,0.54457106,-0.67245816,0.53164450,-0.41166023,0.00071500,-0.00548930,0.29932661,-0.53935895,0.01161158,-0.01323708,0.89253419,-0.41478359
-5.41770885,2.15288482,-1.45835681,0.93308092,-0.30985540,0.26346399,-0.13451230,0.57462392,-0.65051520,0.55068629,-0.39470799,0.00082534,-0.00525426,0.31224434,-0.52068357,0.01238475,-0.01231157,0.93602087,-0.39340232
-5.41170585,2.24574059,-1.39408413,0.97219009,-0.29490637,0.27495199,-0.12870083,0.60410573,-0.62814331,0.56867454,-0.37828778,0.00094623,-0.00499675,0.32481307,-0.50243770,0.01313522,-0.01138696,0.97791656,-0.37196323
-5.40570285,2.33428519,-1.33067414,1.01010298,-0.28063188,0.28573815,-0.12270567,0.63270555,-0.60520497,0.58542834,-0.36235466,0.00107735,-0.00472065,0.33690884,-0.48443661,0.01385472,-0.01047541,1.01775760,-0.35081829
-5.39969985,2.41757793,-1.26843806,1.04649765,-0.26728866,0.29568259,-0.11664677,0.66011939,-0.58161287,0.60078349,-0.34687972,0.00121812,-0.00443014,0.34841272,-0.46653373,0.01453581,-0.00958827,1.05510750,-0.33031390
-5.39369685,2.49476103,-1.20773109,1.08107176,-0.25512178,0.30466142,-0.11064465,0.68605712,-0.55733291,0.61459737,-0.33185099,0.00136766,-0.00412959,0.35921391,-0.44862489,0.01517216,-0.00873580,1.08956853,-0.31078047
-5.38769385,2.56508181,-1.14894042,1.11354887,-0.24435651,0.31257040,-0.10481653,0.71024866,-0.53238474,0.62675310,-0.31727339,0.00152483,-0.00382336,0.36921254,-0.43065022,0.01575891,-0.00792700,1.12079180,-0.29252300
-5.38169085,2.62791106,-1.09247165,1.14368351,-0.23519106,0.31932787,-0.09927280,0.73244940,-0.50684003,0.63716270,-0.30316745,0.00168816,-0.00351572,0.37832195,-0.41259381,0.01629287,-0.00716946,1.14848566,-0.27581299
-5.37568784,2.68275652,-1.03873441,1.17126502,-0.22779034,0.32487690,-0.09411379,0.75244448,-0.48081866,0.64576916,-0.28956720,0.00185591,-0.00321075,0.38647045,-0.39448137,0.01677279,-0.00646927,1.17242186,-0.26088194
-5.36968484,2.72927131,-0.98812780,1.19611992,-0.22228108,0.32918646,-0.08942714,0.77005212,-0.45448304,0.65254738,-0.27651723,0.00202606,-0.00291218,0.39360249,-0.37637596,0.01719949,-0.00583103,1.19243945,-0.24791660
-5.36368184,2.76725708,-0.94102639,1.21811303,-0.21874848,0.33225161,-0.08528570,0.78512569,-0.42803103,0.65750378,-0.26406923,0.00219637,-0.00262337,0.39967923,-0.35837223,0.01757600,-0.00525791,1.20844636,-0.23705612
-5.35767884,2.79666228,-0.89776753,1.23714738,-0.21723435,0.33409294,-0.08174614,0.79755490,-0.40168776,0.66067490,-0.25227821,0.00236442,-0.00234721,0.40467847,-0.34058965,0.01790758,-0.00475170,1.22041869,-0.22839104
-5.35167584,2.81757596,-0.85864054,1.25316326,-0.21773699,0.33475503,-0.07884817,0.80726603,-0.37569695,0.66212489,-0.24119859,0.00252768,-0.00208612,0.40859414,-0.32316494,0.01820170,-0.00431302,1.22839814,-0.22196427
-5.34567284,2.83021808,-0.82387845,1.26613660,-0.22021268,0.33430438,-0.07661445,0.81422143,-0.35031210,0.66194225,-0.23088056,0.00268355,-0.00184201,0.41143532,-0.30624440,0.01846794,-0.00394142,1.23248775,-0.21777376
