energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,S_s_up,S_p_up
-5.81390695,2.87293241,0.57365580,1.97558591,0.00140517,0.20379747,0.70100157,0.14614771,0.00294634,0.49308711
-5.80790395,2.70508539,0.52872778,1.87052805,0.00125991,0.18604867,0.65675737,0.13647478,0.00282568,0.46239812
-5.80190095,2.54780161,0.48606048,1.77275635,0.00112678,0.16911216,0.61465513,0.12752163,0.00271163,0.43326481
-5.79589795,2.40213766,0.44592745,1.68303394,0.00100528,0.15311669,0.57490495,0.11929939,0.00260612,0.40578600
-5.78989495,2.26889545,0.40854619,1.60193178,0.00089490,0.13816409,0.53768013,0.11181247,0.00251094,0.38004025
-5.78389195,2.14861450,0.37407596,1.52982338,0.00079515,0.12432886,0.50311365,0.10505846,0.00242762,0.35608492
-5.77788894,2.04157239,0.34261722,1.46688553,0.00070551,0.11165865,0.47129574,0.09902815,0.00235735,0.33395577
-5.77188594,1.94779265,0.31421286,1.41310487,0.00062546,0.10017537,0.44227269,0.09370575,0.00230102,0.31366718
-5.76588294,1.86705953,0.28885090,1.36828962,0.00055449,0.08987703,0.41604679,0.08906924,0.00225910,0.29521292
-5.75987994,1.79893878,0.26646857,1.33208597,0.00049205,0.08073996,0.39257760,0.08509083,0.00223169,0.27856735
-5.75387694,1.74280327,0.24695746,1.30399823,0.00043760,0.07272156,0.37178420,0.08173754,0.00221850,0.26368692
-5.74787394,1.69786239,0.23016950,1.28341190,0.00039060,0.06576317,0.35354854,0.07897188,0.00221889,0.25051200
-5.74187094,1.66319395,0.21592369,1.26961854,0.00035049,0.05979316,0.33771973,0.07675258,0.00223188,0.23896886
-5.73586793,1.63777730,0.20401302,1.26184167,0.00031672,0.05473007,0.32411902,0.07503534,0.00225618,0.22897178
-5.72986493,1.62052654,0.19421162,1.25926253,0.00028876,0.05048565,0.31254538,0.07377364,0.00229031,0.22042521
-5.72386193,1.61032259,0.18628177,1.26104484,0.00026607,0.04696776,0.30278146,0.07291950,0.00233259,0.21322590
-5.71785893,1.60604312,0.17998062,1.26635782,0.00024812,0.04408304,0.29459975,0.07242433,0.00238125,0.20726497
-5.71185593,1.60658946,0.17506635,1.27439650,0.00023444,0.04173938,0.28776865,0.07223957,0.00243444,0.20242997
-5.70585293,1.61090983,0.17130380,1.28439906,0.00022453,0.03984795,0.28205842,0.07231746,0.00249036,0.19860667
-5.69984992,1.61801827,0.16846922,1.29566056,0.00021795,0.03832500,0.27724662,0.07261160,0.00254727,0.19568089
-5.69384692,1.62700911,0.16635428,1.30754293,0.00021428,0.03709322,0.27312298,0.07307755,0.00260352,0.19354000
-5.68784392,1.63706675,0.16476911,1.31948124,0.00021312,0.03608282,0.26949363,0.07367325,0.00265764,0.19207437
-5.68184092,1.64747102,0.16354448,1.33098625,0.00021411,0.03523215,0.26618442,0.07435942,0.00270830,0.19117858
-5.67583792,1.65759837,0.16253312,1.34164369,0.00021689,0.03448815,0.26304333,0.07509987,0.00275440,0.19075246
-5.66983492,1.66691940,0.16161008,1.35111065,0.00022114,0.03380632,0.25994205,0.07586168,0.00279500,0.19070195
-5.66383192,1.67499327,0.16067251,1.35910967,0.00022657,0.03315055,0.25677649,0.07661533,0.00282936,0.19093972
-5.65782891,1.68145992,0.15963864,1.36542113,0.00023289,0.03249269,0.25346654,0.07733477,0.00285690,0.19138570
-5.65182591,1.68603061,0.15844630,1.36987472,0.00023983,0.03181190,0.24995494,0.07799740,0.00287720,0.19196734
-5.64582291,1.68847774,0.15705096,1.37234055,0.00024713,0.03109392,0.24620550,0.07858398,0.00288997,0.19261974
-5.63981991,1.68862463,0.15542358,1.37272051,0.00025456,0.03033019,0.24220080,0.07907853,0.00289501,0.19328560
-5.63381691,1.68633580,0.15354818,1.37094051,0.00026188,0.02951698,0.23793940,0.07946817,0.00289219,0.19391500
-5.62781391,1.68150839,0.15141956,1.36694399,0.00026887,0.02865443,0.23343291,0.07974293,0.00288145,0.19446511
-5.62181091,1.67406505,0.14904088,1.36068681,0.00027531,0.02774574,0.22870285,0.07989550,0.00286276,0.19489969
-5.61580790,1.66394845,0.14642164,1.35213393,0.00028101,0.02679625,0.22377766,0.07992104,0.00283610,0.19518854
-5.60980490,1.65111754,0.14357567,1.34125763,0.00028579,0.02581279,0.21868980,0.07981688,0.00280147,0.19530685
-5.60380190,1.63554544,0.14051960,1.32803723,0.00028947,0.02480297,0.21347321,0.07958225,0.00275891,0.19523443
-5.59779890,1.61721873,0.13727148,1.31246011,0.00029192,0.02377468,0.20816105,0.07921802,0.00270845,0.19495501
-5.59179590,1.59613788,0.13384984,1.29452357,0.00029300,0.02273563,0.20278390,0.07872641,0.00265017,0.19445541
-5.58579290,1.57231846,0.13027290,1.27423729,0.00029264,0.02169310,0.19736838,0.07811071,0.00258420,0.19372478
-5.57978989,1.54579265,0.12655820,1.25162596,0.00029077,0.02065366,0.19193622,0.07737497,0.00251074,0.19275390
-5.57378689,1.51661097,0.12272228,1.22673169,0.00028735,0.01962309,0.18650374,0.07652385,0.00243006,0.19153452
-5.56778389,1.48484369,0.11878071,1.19961609,0.00028240,0.01860634,0.18108173,0.07556229,0.00234253,0.19005880
-5.56178089,1.45058179,0.11474812,1.17036153,0.00027595,0.01760755,0.17567568,0.07449547,0.00224863,0.18831901
-5.55577789,1.41393740,0.11063837,1.13907172,0.00026809,0.01663010,0.17028628,0.07332861,0.00214894,0.18630727
-5.54977489,1.37504370,0.10646478,1.10587140,0.00025891,0.01567672,0.16491015,0.07206704,0.00204418,0.18401557
-5.54377189,1.33405420,0.10224034,1.07090536,0.00024857,0.01474961,0.15954079,0.07071622,0.00193515,0.18143602
-5.53776888,1.29114166,0.09797798,1.03433668,0.00023724,0.01385055,0.15416958,0.06928193,0.00182277,0.17856128
-5.53176588,1.24649675,0.09369071,0.99634463,0.00022509,0.01298099,0.14878694,0.06777051,0.00170801,0.17538523
-5.52576288,1.20032665,0.08939186,0.95712227,0.00021237,0.01214220,0.14338337,0.06618928,0.00159192,0.17190387
-5.51975988,1.15285373,0.08509523,0.91687396,0.00019928,0.01133532,0.13795063,0.06454690,0.00147558,0.16811632
-5.51375688,1.10431449,0.08081517,0.87581302,0.00018610,0.01056147,0.13248278,0.06285397,0.00136008,0.16402598
-5.50775388,1.05495884,0.07656679,0.83415973,0.00017307,0.00982174,0.12697709,0.06112349,0.00124648,0.15964173
-5.50175088,1.00504972,0.07236597,0.79213960,0.00016046,0.00911732,0.12143494,0.05937146,0.00113580,0.15497908
-5.49574787,0.95486310,0.06822951,0.74998216,0.00014854,0.00844944,0.11586251,0.05761742,0.00102899,0.15006135
-5.48974487,0.90468819,0.06417521,0.70792013,0.00013761,0.00781945,0.11027136,0.05588492,0.00092690,0.14492055
-5.48374187,0.85482784,0.06022198,0.66618896,0.00012794,0.00722882,0.10467879,0.05420184,0.00083030,0.13959813
-5.47773887,0.80559882,0.05638992,0.62502659,0.00011985,0.00667911,0.09910811,0.05260074,0.00073981,0.13414546
-5.47173587,0.75733195,0.05270041,0.58467343,0.00011363,0.00617200,0.09358869,0.05111881,0.00065597,0.12862395
-5.46573287,0.71037180,0.04917618,0.54537230,0.00010964,0.00570931,0.08815584,0.04979789,0.00057915,0.12310482
-5.45972986,0.66507584,0.04584138,0.50736828,0.00010820,0.00529295,0.08285057,0.04868405,0.00050965,0.11766856
-5.45372686,0.62181296,0.04272160,0.47090829,0.00010971,0.00492495,0.07771917,0.04782713,0.00044764,0.11240399
-5.44772386,0.58096125,0.03984387,0.43624045,0.00011458,0.00460744,0.07281267,0.04727999,0.00039318,0.10740703
-5.44172086,0.54290497,0.03723660,0.40361302,0.00012323,0.00434263,0.06818627,0.04709755,0.00034627,0.10277913
-5.43571786,0.50803086,0.03492945,0.37327292,0.00013614,0.00413283,0.06389855,0.04733571,0.00030683,0.09862546
-5.42971486,0.47672370,0.03295321,0.34546390,0.00015382,0.00398040,0.06001074,0.04805002,0.00027474,0.09505298
-5.42371186,0.44936126,0.03133950,0.32042433,0.00017681,0.00388772,0.05658593,0.04929438,0.00024984,0.09216827
-5.41770885,0.42630890,0.03012046,0.29838465,0.00020567,0.00385720,0.05368817,0.05111947,0.00023194,0.09007536
-5.41170585,0.40791366,0.02932835,0.27956451,0.00024099,0.00389119,0.05138169,0.05357136,0.00022087,0.08887353
-5.40570285,0.39449833,0.02899503,0.26416974,0.00028335,0.00399196,0.04972999,0.05669002,0.00021645,0.08865515
-5.39969985,0.38635531,0.02915138,0.25238913,0.00033333,0.00416167,0.04879507,0.06050793,0.00021851,0.08950360
-5.39369685,0.38374073,0.02982658,0.24439113,0.00039147,0.00440229,0.04863653,0.06504887,0.00022695,0.09149133
-5.38769385,0.38686867,0.03104734,0.24032054,0.00045827,0.00471556,0.04931081,0.07032686,0.00024165,0.09467813
-5.38169085,0.39590595,0.03283706,0.24029522,0.00053415,0.00510295,0.05087037,0.07634535,0.00026260,0.09910953
-5.37568784,0.41096731,0.03521489,0.24440306,0.00061943,0.00556561,0.05336294,0.08309672,0.00028978,0.10481551
-5.36968484,0.43211152,0.03819475,0.25269912,0.00071429,0.00610433,0.05683077,0.09056205,0.00032330,0.11180942
-5.36368184,0.45933824,0.04178442,0.26520315,0.00081878,0.00671953,0.06131005,0.09871132,0.00036328,0.12008728
-5.35767884,0.49258610,0.04598457,0.28189776,0.00093273,0.00741125,0.06683025,0.10750384,0.00040997,0.12962730
-5.35167584,0.53173208,0.05078791,0.30272708,0.00105580,0.00817918,0.07341373,0.11688926,0.00046370,0.14038988
-5.34567284,0.57659226,0.05617851,0.32759641,0.00118744,0.00902265,0.08107541,0.12680873,0.00052489,0.15231793
-5.33966983,0.62692434,0.06213122,0.35637269,0.00132684,0.00994075,0.08982264,0.13719657,0.00059412,0.16533761
-5.33366683,0.68243181,0.06861142,0.38888618,0.00147299,0.01093237,0.09965529,0.14798210,0.00067209,0.17935958
-5.32766383,0.74276987,0.07557501,0.42493317,0.00162464,0.01199630,0.11056604,0.15909185,0.00075965,0.19428060
-5.32166083,0.80755316,0.08296870,0.46427997,0.00178034,0.01313140,0.12254086,0.17045180,0.00085781,0.20998566
-5.31565783,0.87636493,0.09073069,0.50666794,0.00193845,0.01433667,0.13555984,0.18198981,0.00096776,0.22635049
-5.30965483,0.94876752,0.09879174,0.55181954,0.00209717,0.01561143,0.14959797,0.19363793,0.00109088,0.24324441
-5.30365183,1.02431376,0.10707650,0.59944508,0.00225461,0.01695544,0.16462626,0.20533463,0.00122868,0.26053348
-5.29764882,1.10255855,0.11550525,0.64924998,0.00240880,0.01836900,0.18061271,0.21702675,0.00138284,0.27808387
-5.29164582,1.18307025,0.12399585,0.70094193,0.00255776,0.01985307,0.19752335,0.22867107,0.00155518,0.29576520
-5.28564282,1.26544096,0.13246589,0.75423776,0.00269955,0.02140928,0.21532301,0.24023542,0.00174756,0.31345382
-5.27963982,1.34929511,0.14083495,0.80886922,0.00283235,0.02303994,0.23397584,0.25169915,0.00196189,0.33103584
-5.27363682,1.43429552,0.14902685,0.86458753,0.00295447,0.02474795,0.25344542,0.26305297,0.00220002,0.34840969
-5.26763382,1.52014639,0.15697174,0.92116594,0.00306443,0.02653664,0.27369431,0.27429815,0.00246366,0.36548813
-5.26163082,1.60659276,0.16460804,0.97840020,0.00316100,0.02840959,0.29468316,0.28544486,0.00275431,0.38219946
-5.25562781,1.69341603,0.17188395,1.03610654,0.00324323,0.03037022,0.31636908,0.29650994,0.00307310,0.39848798
-5.24962481,1.78042571,0.17875858,1.09411727,0.00331044,0.03242151,0.33870357,0.30751403,0.00342071,0.41431351
-5.24362181,1.86744754,0.18520262,1.15227401,0.00336229,0.03456547,0.36162988,0.31847815,0.00379725,0.42964999
-5.23761881,1.95430858,0.19119839,1.21041891,0.00339871,0.03680268,0.38508012,0.32941997,0.00420216,0.44448327
-5.23161581,2.04082024,0.19673950,1.26838452,0.00341993,0.03913177,0.40897216,0.34034999,0.00463409,0.45880818
-5.22561281,2.12676022,0.20182987,1.32598284,0.00342646,0.04154892,0.43320669,0.35126774,0.00509083,0.47262499
-5.21960980,2.21185487,0.20648242,1.38299453,0.00341899,0.04404736,0.45766468,0.36215830,0.00556926,0.48593562
-5.21360680,2.29576327,0.21071736,1.43915916,0.00339843,0.04661700,0.48220543,0.37298947,0.00606532,0.49873975
-5.20760380,2.37806465,0.21456027,1.49416748,0.00336581,0.04924417,0.50666576,0.38370970,0.00657402,0.51103119
-5.20160080,2.45825045,0.21804015,1.54765663,0.00332225,0.05191140,0.53086030,0.39424705,0.00708950,0.52279478
-5.19559780,2.53572225,0.22118739,1.59920896,0.00326890,0.05459751,0.55458329,0.40450930,0.00760513,0.53400406
-5.18959480,2.60979642,0.22403201,1.64835519,0.00320693,0.05727781,0.57761192,0.41438547,0.00811362,0.54462000
-5.18359180,2.67971599,0.22660218,1.69458210,0.00313746,0.05992445,0.59971131,0.42374845,0.00860724,0.55459096
-5.17758879,2.74466982,0.22892311,1.73734488,0.00306152,0.06250709,0.62064102,0.43245914,0.00907800,0.56385382
-5.17158579,2.80381845,0.23101640,1.77608371,0.00298009,0.06499361,0.64016287,0.44037149,0.00951789,0.57233656
-5.16558279,2.85632587,0.23289987,1.81024416,0.00289402,0.06735111,0.65804986,0.44733872,0.00991918,0.57996189
-5.15957979,2.90139562,0.23458784,1.83930027,0.00280409,0.06954693,0.67409579,0.45322002,0.01027466,0.58665199
-5.15357679,2.93830952,0.23609190,1.86277937,0.00271097,0.07154981,0.68812500,0.45788771,0.01057789,0.59233392
-5.14757379,2.96646696,0.23742192,1.88028721,0.00261525,0.07333102,0.70000187,0.46123430,0.01082350,0.59694553
-5.14157079,2.98542250,0.23858742,1.89153203,0.00251750,0.07486555,0.70963943,0.46317922,0.01100740,0.60044130
-5.13556778,2.99491956,0.23959897,1.89634611,0.00241822,0.07613312,0.71700661,0.46367467,0.01112696,0.60279792
-5.12956478,2.99491820,0.24046960,1.89470359,0.00231792,0.07711907,0.72213365,0.46271045,0.01118117,0.60401904
-5.12356178,2.98561504,0.24121606,1.88673329,0.00221713,0.07781515,0.72511512,0.46031723,0.01117071,0.60413896
-5.11755878,2.96745399,0.24185982,1.87272573,0.00211641,0.07821995,0.72611056,0.45656827,0.01109801,0.60322482
-5.11155578,2.94112686,0.24242762,1.85313372,0.00201636,0.07833913,0.72534224,0.45157926,0.01096716,0.60137725
-5.10555278,2.90756332,0.24295169,1.82856630,0.00191765,0.07818541,0.72309016,0.44550634,0.01078388,0.59872919
-5.09954977,2.86791055,0.24346932,1.79977615,0.00182101,0.07777824,0.71968444,0.43854225,0.01055533,0.59544284
-5.09354677,2.82350308,0.24402197,1.76764088,0.00172722,0.07714317,0.71549523,0.43091078,0.01028987,0.59170498
-5.08754377,2.77582415,0.24465392,1.73313909,0.00163710,0.07631104,0.71092053,0.42285980,0.00999686,0.58772069
-5.08154077,2.72646025,0.24541038,1.69732201,0.00155150,0.07531695,0.70637256,0.41465302,0.00968635,0.58370571
-5.07553777,2.67705056,0.24633535,1.66128220,0.00147125,0.07419901,0.70226294,0.40656089,0.00936871,0.57987797
-5.06953477,2.62923379,0.24746912,1.62612042,0.00139719,0.07299705,0.69898761,0.39885110,0.00905439,0.57644842
-5.06353177,2.58459446,0.24884576,1.59291227,0.00133007,0.07175121,0.69691194,0.39177893,0.00875351,0.57361189
-5.05752876,2.54461088,0.25049057,1.56267575,0.00127060,0.07050057,0.69635667,0.38557795,0.00847560,0.57153816
-5.05152576,2.51060713,0.25241776,1.53634130,0.00121936,0.06928183,0.69758545,0.38045141,0.00822927,0.57036387
-5.04552276,2.48371079,0.25462842,1.51472512,0.00117680,0.06812808,0.70079424,0.37656474,0.00802195,0.57018555
-5.03951976,2.46481813,0.25710896,1.49850711,0.00114323,0.06706777,0.70610334,0.37403929,0.00785969,0.57105425
-5.03351676,2.45456807,0.25983018,1.48821380,0.00111883,0.06612382,0.71355217,0.37294776,0.00774699,0.57297188
-5.02751376,2.45332572,0.26274691,1.48420704,0.00110357,0.06531306,0.72309713,0.37331134,0.00768664,0.57588967
-5.02151076,2.46117607,0.26579853,1.48667864,0.00109730,0.06464575,0.73461270,0.37509872,0.00767973,0.57970869
-5.01550775,2.47792801,0.26891011,1.49565095,0.00109968,0.06412560,0.74789570,0.37822707,0.00772559,0.58428254
-5.00950475,2.50312821,0.27199440,1.51098327,0.00111025,0.06374981,0.76267265,0.38256474,0.00782189,0.58942215
-5.00350175,2.53608440,0.27495452,1.53238373,0.00112843,0.06350960,0.77860988,0.38793591,0.00796472,0.59490238
-4.99749875,2.57589698,0.27768728,1.55942600,0.00115354,0.06339076,0.79532618,0.39412666,0.00814879,0.60047040
-4.99149575,2.62149773,0.28008704,1.59157027,0.00118481,0.06337461,0.81240741,0.40089251,0.00836764,0.60585526
-4.98549275,2.67169418,0.28204988,1.62818751,0.00122147,0.06343902,0.82942256,0.40796702,0.00861385,0.61077844
-4.97948974,2.72521785,0.28347811,1.66858623,0.00126271,0.06355958,0.84594069,0.41507118,0.00887941,0.61496489
-4.97348674,2.78077466,0.28428472,1.71204073,0.00130778,0.06371096,0.86154813,0.42192322,0.00915594,0.61815409
-4.96748374,2.83709560,0.28439769,1.75781967,0.00135598,0.06386815,0.87586521,0.42824858,0.00943510,0.62011066
-4.96148074,2.89298570,0.28376399,1.80521412,0.00140668,0.06400789,0.88856192,0.43378946,0.00970883,0.62063415
-4.95547774,2.94736957,0.28235301,1.85356387,0.00145941,0.06410985,0.89937184,0.43831391,0.00996972,0.61956745
-4.94947474,2.99933161,0.28015936,1.90228114,0.00151380,0.06415789,0.90810391,0.44162382,0.01021131,0.61680364
-4.94347174,3.04814951,0.27720480,1.95087070,0.00156964,0.06414101,0.91465129,0.44356173,0.01042829,0.61229094
-4.93746873,3.09331959,0.27353927,1.99894564,0.00162690,0.06405421,0.91899715,0.44401609,0.01061678,0.60603542
-4.93146573,3.13457294,0.26924096,2.04623811,0.00168567,0.06389911,0.92121705,0.44292481,0.01077450,0.59810163
-4.92546273,3.17188171,0.26441534,2.09260452,0.00174623,0.06368425,0.92147766,0.44027700,0.01090083,0.58861091
-4.91945973,3.20545519,0.25919317,2.13802500,0.00180897,0.06342523,0.92003192,0.43611283,0.01099691,0.57773758
-4.91345673,3.23572570,0.25372765,2.18259695,0.00187438,0.06314450,0.91721070,0.43052143,0.01106559,0.56570317
-4.90745373,3.26332489,0.24819063,2.22652288,0.00194304,0.06287086,0.91341120,0.42363713,0.01111136,0.55276889
-4.90145073,3.28905110,0.24276818,2.27009303,0.00201558,0.06263877,0.90908261,0.41563399,0.01114020,0.53922682
-4.89544772,3.31382933,0.23765550,2.31366336,0.00209260,0.06248734,0.90470927,0.40671905,0.01115936,0.52538996
-4.88944472,3.33866518,0.23305148,2.35762974,0.00217469,0.06245914,0.90079224,0.39712441,0.01117710,0.51158176
-4.88344172,3.36459470,0.22915303,2.40239955,0.00226233,0.06259885,0.89782976,0.38709856,0.01120237,0.49812544
-4.87743872,3.39263231,0.22614926,2.44836188,0.00235588,0.06295168,0.89629741,0.37689740,0.01124447,0.48533357
-4.87143572,3.42371887,0.22421594,2.49585752,0.00245552,0.06356186,0.89662866,0.36677516,0.01131272,0.47349821
-4.86543272,3.45867218,0.22351011,2.54515041,0.00256124,0.06447089,0.89919670,0.35697563,0.01141602,0.46288210
-4.85942971,3.49814210,0.22416523,2.59640168,0.00267281,0.06571599,0.90429808,0.34772419,0.01156253,0.45371103
-4.85342671,3.54257220,0.22628693,2.64964762,0.00278972,0.06732846,0.91213899,0.33922071,0.01175932,0.44616778
-4.84742371,3.59216962,0.22994935,2.70478290,0.00291125,0.06933228,0.92282459,0.33163377,0.01201204,0.44038771
-4.84142071,3.64688460,0.23519245,2.76154969,0.00303640,0.07174282,0.93635187,0.32509627,0.01232467,0.43645599
-4.83541771,3.70640061,0.24202008,2.81953352,0.00316395,0.07456575,0.95260647,0.31970262,0.01269928,0.43440672
-4.82941471,3.77013541,0.25039904,2.87816626,0.00329245,0.07779625,0.97136335,0.31550753,0.01313593,0.43422362
-4.82341171,3.83725324,0.26025902,2.93673614,0.00342028,0.08141847,0.99229160,0.31252637,0.01363252,0.43584236
-4.81740870,3.90668749,0.27149357,2.99440460,0.00354568,0.08540536,1.01496302,0.31073701,0.01418484,0.43915425
-4.81140570,3.97717296,0.28396197,3.05022930,0.00366678,0.08971881,1.03886432,0.31008295,0.01478660,0.44401108
-4.80540270,4.04728624,0.29749197,3.10319241,0.00378168,0.09431011,1.06341231,0.31047762,0.01542961,0.45023093
-4.79939970,4.11549257,0.31188336,3.15223291,0.00388847,0.09912077,1.08797173,0.31180943,0.01610392,0.45760458
-4.79339670,4.18019705,0.32691231,3.19628168,0.00398533,0.10408373,1.11187489,0.31394746,0.01679813,0.46590236
-4.78739370,4.23979816,0.34233626,3.23429770,0.00407051,0.10912478,1.13444248,0.31674735,0.01749973,0.47488105
-4.78139070,4.29274122,0.35789938,3.26530393,0.00414245,0.11416428,1.15500476,0.32005725,0.01819537,0.48429072
-4.77538769,4.33756973,0.37333837,3.28842140,0.00419977,0.11911909,1.17292235,0.32372341,0.01887132,0.49388114
-4.76938469,4.37297254,0.38838848,3.30289993,0.00424134,0.12390472,1.18760589,0.32759527,0.01951384,0.50340777
-4.76338169,4.39782508,0.40278953,3.30814449,0.00426629,0.12843744,1.19853391,0.33152990,0.02010958,0.51263697
-4.75737869,4.41122331,0.41629194,3.30373606,0.00427401,0.13263655,1.20526831,0.33539556,0.02064595,0.52135055
-4.75137569,4.41250937,0.42866235,3.28944637,0.00426421,0.13642649,1.20746687,0.33907437,0.02111151,0.52934944
-4.74537269,4.40128826,0.43968893,3.26524620,0.00423689,0.13973893,1.20489269,0.34246409,0.02149626,0.53645656
-4.73936968,4.37743573,0.44918607,3.23130704,0.00419234,0.14251458,1.19742007,0.34547907,0.02179193,0.54251894
-4.73336668,4.34109733,0.45699844,3.18799665,0.00413114,0.14470477,1.18503690,0.34805037,0.02199220,0.54740915
-4.72736368,4.29267971,0.46300421,3.13586871,0.00405415,0.14627281,1.16784370,0.35012534,0.02209286,0.55102604
-4.72136068,4.23283487,0.46711752,3.07564778,0.00396246,0.14719488,1.14604936,0.35166673,0.02209185,0.55329509
-4.71535768,4.16243893,0.46928995,3.00821007,0.00385739,0.14746067,1.11996409,0.35265155,0.02198937,0.55416834
-4.70935468,4.08256663,0.46951120,2.93456155,0.00374049,0.14707355,1.08998977,0.35306979,0.02178777,0.55362408
-4.70335168,3.99446312,0.46780879,2.85581409,0.00361346,0.14605045,1.05660841,0.35292336,0.02149147,0.55166634
-4.69734867,3.89951445,0.46424694,2.77316108,0.00347816,0.14442130,1.02036910,0.35222510,0.02110681,0.54832443
-4.69134567,3.79921797,0.45892465,2.68785317,0.00333656,0.14222816,0.98187399,0.35099816,0.02064184,0.54365235
-4.68534267,3.69515368,0.45197305,2.60117514,0.00319076,0.13952410,0.94176385,0.34927582,0.02010608,0.53772823
-4.67933967,3.58895741,0.44355207,2.51442453,0.00304290,0.13637170,0.90070366,0.34710151,0.01951025,0.53065379
-4.67333667,3.48229609,0.43384657,2.42889228,0.00289520,0.13284145,0.85936858,0.34452930,0.01886596,0.52255367
-4.66733367,3.37684554,0.42306204,2.34584568,0.00274992,0.12900995,0.81843071,0.34162444,0.01818544,0.51357468
-4.66133067,3.27427039,0.41141982,2.26651360,0.00260932,0.12495794,0.77854685,0.33846414,0.01748120,0.50388472
-4.65532766,3.17620610,0.39915217,2.19207378,0.00247570,0.12076835,0.74034735,0.33513811,0.01676577,0.49367141
-4.64932466,3.08424231,0.38649704,2.12364176,0.00235132,0.11652428,0.70442625,0.33174900,0.01605135,0.48314021
-4.64332166,2.99990708,0.37369281,2.06226120,0.00223843,0.11230700,0.67133266,0.32841226,0.01534964,0.47251200
