energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.77788894,3.98582400,1.98158014,0.73459582,0.00870681,0.40470189,0.03729891,2.25901475,0.76751691,0.73832526
-5.77188594,4.02850550,1.96757823,0.74239736,0.00868586,0.39618557,0.03696170,2.29923670,0.78323682,0.73816272
-5.76588294,4.06371735,1.94854045,0.74844582,0.00862883,0.38668371,0.03656354,2.33552868,0.79809607,0.73640143
-5.75987994,4.09127607,1.92516487,0.75272994,0.00853683,0.37626349,0.03611306,2.36770998,0.81186397,0.73297116
-5.75387694,4.11104802,1.89821011,0.75525773,0.00841175,0.36501558,0.03561930,2.39560449,0.82431143,0.72782309
-5.74787394,4.12295305,1.86847247,0.75605613,0.00825625,0.35305376,0.03509158,2.41904230,0.83521711,0.72093364
-5.74187094,4.12696850,1.83676148,0.75517046,0.00807372,0.34051386,0.03453929,2.43786260,0.84437434,0.71230793
-5.73586793,4.12313343,1.80387468,0.75266357,0.00786818,0.32755204,0.03397170,2.45191750,0.85159816,0.70198282
-5.72986493,4.11155270,1.77057281,0.74861469,0.00764422,0.31434247,0.03339785,2.46107682,0.85673264,0.69002914
-5.72386193,4.09240064,1.73755616,0.74311807,0.00740688,0.30107443,0.03282639,2.46523340,0.85965785,0.67655319
-5.71785893,4.06592387,1.70544321,0.73628127,0.00716154,0.28794899,0.03226544,2.46430870,0.86029644,0.66169721
-5.71185593,4.03244321,1.67475255,0.72822332,0.00691380,0.27517529,0.03172249,2.45825855,0.85861925,0.64563886
-5.70585293,3.99235426,1.64588882,0.71907264,0.00666938,0.26296653,0.03120437,2.44707861,0.85464984,0.62858950
-5.69984992,3.94612660,1.61913345,0.70896493,0.00643399,0.25153582,0.03071715,2.43080947,0.84846743,0.61079141
-5.69384692,3.89430154,1.59464062,0.69804100,0.00621322,0.24109196,0.03026614,2.40954100,0.84020819,0.59251389
-5.68784392,3.83748814,1.57243870,0.68644469,0.00601245,0.23183519,0.02985588,2.38341601,0.83006452,0.57404832
-5.68184092,3.77635784,1.55243711,0.67432094,0.00583672,0.22395307,0.02949015,2.35263283,0.81828225,0.55570229
-5.67583792,3.71163752,1.53443824,0.66181404,0.00569068,0.21761656,0.02917200,2.31744693,0.80515579,0.53779294
-5.66983492,3.64410105,1.51815395,0.64906621,0.00557847,0.21297621,0.02890384,2.27817131,0.79102123,0.52063977
-5.66383192,3.57455975,1.50322569,0.63621638,0.00550369,0.21015874,0.02868740,2.23517584,0.77624759,0.50455696
-5.65782891,3.50385154,1.48924729,0.62339942,0.00546930,0.20926390,0.02852387,2.18888530,0.76122647,0.48984557
-5.65182591,3.43282934,1.47578939,0.61074553,0.00547759,0.21036161,0.02841389,2.13977634,0.74636050,0.47678585
-5.64582291,3.36234868,1.46242399,0.59838003,0.00553008,0.21348966,0.02835757,2.08837328,0.73205102,0.46562974
-5.63981991,3.29325506,1.44874831,0.58642335,0.00562753,0.21865171,0.02835459,2.03524295,0.71868554,0.45659410
-5.63381691,3.22637115,1.43440656,0.57499119,0.00576989,0.22581587,0.02840409,1.98098849,0.70662542,0.44985462
-5.62781391,3.16248442,1.41910868,0.56419488,0.00595626,0.23491392,0.02850478,1.92624247,0.69619454,0.44554086
-5.62181091,3.10233550,1.40264546,0.55414183,0.00618488,0.24584104,0.02865479,1.87165941,0.68766926,0.44373246
-5.61580790,3.04660780,1.38489930,0.54493596,0.00645313,0.25845643,0.02885175,1.81790792,0.68127048,0.44445691
-5.60980490,2.99591886,1.36585037,0.53667831,0.00675759,0.27258462,0.02909270,1.76566275,0.67715800,0.44768884
-5.60380190,2.95081403,1.34557830,0.52946758,0.00709403,0.28801773,0.02937404,1.71559710,0.67542770,0.45335107
-5.59779890,2.91176278,1.32425950,0.52340074,0.00745749,0.30451855,0.02969155,1.66837547,0.67611180,0.46131747
-5.59179590,2.87915834,1.30216062,0.51857373,0.00784238,0.32182469,0.03004039,1.62464736,0.67918214,0.47141757
-5.58579290,2.85332085,1.27962881,0.51508230,0.00824261,0.33965348,0.03041507,1.58504222,0.68455678,0.48344295
-5.57978989,2.83450423,1.25707951,0.51302292,0.00865167,0.35770781,0.03080959,1.55016592,0.69210932,0.49715533
-5.57378689,2.82290697,1.23498263,0.51249399,0.00906286,0.37568268,0.03121746,1.52059894,0.70168107,0.51229599
-5.56778389,2.81868656,1.21384792,0.51359723,0.00946942,0.39327227,0.03163186,1.49689645,0.71309522,0.52859643
-5.56178089,2.82197725,1.19421026,0.51643922,0.00986472,0.41017746,0.03204581,1.47959037,0.72617264,0.54578992
-5.55577789,2.83291045,1.17661563,0.52113325,0.01024248,0.42611335,0.03245234,1.46919320,0.74074853,0.56362347
-5.54977489,2.85163697,1.16160819,0.52780113,0.01059693,0.44081671,0.03284473,1.46620342,0.75668909,0.58186980
-5.54377189,2.87834992,1.14971885,0.53657514,0.01092301,0.45405297,0.03321675,1.47111213,0.77390749,0.60033890
-5.53776888,2.91330700,1.14145551,0.54759964,0.01121652,0.46562244,0.03356288,1.48441015,0.79237813,0.61888865
-5.53176588,2.95685065,1.13729500,0.56103238,0.01147426,0.47536556,0.03387854,1.50659513,0.81214851,0.63743391
-5.52576288,3.00942462,1.13767650,0.57704520,0.01169411,0.48316692,0.03416035,1.53817756,0.83334783,0.65595374
-5.51975988,3.07158525,1.14299624,0.59582370,0.01187510,0.48895784,0.03440627,1.57968506,0.85619175,0.67449626
-5.51375688,3.14400616,1.15360310,0.61756598,0.01201745,0.49271748,0.03461580,1.63166376,0.88098267,0.69318076
-5.50775388,3.22747484,1.16979474,0.64247976,0.01212251,0.49447222,0.03479005,1.69467609,0.90810530,0.71219686
-5.50175088,3.32288038,1.19181382,0.67077809,0.01219269,0.49429364,0.03493179,1.76929409,0.93801724,0.73180047
-5.49574787,3.43119148,1.21984403,0.70267329,0.01223137,0.49229490,0.03504548,1.85608761,0.97123462,0.75230656
-5.48974487,3.55342469,1.25400571,0.73836905,0.01224272,0.48862587,0.03513716,1.95560719,1.00831323,0.77407885
-5.48374187,3.69060317,1.29435095,0.77805101,0.01223156,0.48346714,0.03521431,2.06836137,1.04982531,0.79751656
-5.47773887,3.84370677,1.34085810,0.82187564,0.01220312,0.47702326,0.03528570,2.19478889,1.09633313,0.82303865
-5.47173587,4.01361513,1.39342602,0.86995806,0.01216286,0.46951539,0.03536108,2.33522638,1.14835987,0.85106603
-5.46573287,4.20104544,1.45186838,0.92235907,0.01211622,0.46117382,0.03545093,2.48987260,1.20635920,0.88200231
-5.45972986,4.40648775,1.51590832,0.97907193,0.01206846,0.45223054,0.03556605,2.65875080,1.27068464,0.91621378
-5.45372686,4.63014046,1.58517429,1.04000967,0.01202443,0.44291225,0.03571722,2.84167077,1.34156002,0.95400943
-5.44772386,4.87184933,1.65919738,1.10499355,0.01198840,0.43343396,0.03591478,3.03819280,1.41905257,0.99562181
-5.44172086,5.13105333,1.73741105,1.17374347,0.01196397,0.42399349,0.03616821,3.24759567,1.50304973,1.04118948
-5.43571786,5.40674071,1.81915360,1.24587115,0.01195390,0.41476703,0.03648571,3.46885094,1.59324128,1.09074196
-5.42971486,5.69741832,1.90367396,1.32087660,0.01196010,0.40590575,0.03687383,3.70060564,1.68910766,1.14418779
-5.42371186,6.00109705,1.99014113,1.39814874,0.01198357,0.39753364,0.03733707,3.94117543,1.78991559,1.20130649
-5.41770885,6.31529541,2.07765736,1.47697043,0.01202446,0.38974649,0.03787762,4.18854974,1.89472162,1.26174475
-5.41170585,6.63706288,2.16527494,1.55652822,0.01208208,0.38261198,0.03849508,4.44041000,2.00238398,1.32501744
-5.40570285,6.96302346,2.25201643,1.63592693,0.01215499,0.37617082,0.03918635,4.69416158,2.11158277,1.39051344
-5.39969985,7.28943916,2.33689763,1.71420877,0.01224115,0.37043865,0.03994550,4.94697918,2.22084823,1.45750637
-5.39369685,7.61229206,2.41895260,1.79037670,0.01233802,0.36540881,0.04076385,5.19586501,2.32859621,1.52516998
-5.38769385,7.92738268,2.49725985,1.86342111,0.01244269,0.36105557,0.04163012,5.43771809,2.43317004,1.59259787
-5.38169085,8.23044142,2.57096860,1.93234918,0.01255208,0.35733773,0.04253067,5.66941262,2.53288713,1.65882686
-5.37568784,8.51724905,2.63932392,1.99621560,0.01266305,0.35420249,0.04344985,5.88788254,2.62608881,1.72286316
-5.36968484,8.78376180,2.70168989,2.05415355,0.01277257,0.35158931,0.04437051,6.09020919,2.71119150,1.78371071
-5.36368184,9.02623588,2.75756944,2.10540453,0.01287780,0.34943366,0.04527448,6.27370854,2.78673707,1.84040026
-5.35767884,9.24134638,2.80662023,2.14934586,0.01297628,0.34767063,0.04614323,6.43601424,2.85144053,1.89201847
-5.35167584,9.42629555,2.84866560,2.18551440,0.01306592,0.34623809,0.04695851,6.57515304,2.90423285,1.93773563
-5.34567284,9.57890561,2.88370037,2.21362549,0.01314514,0.34507951,0.04770301,6.68960923,2.94429720,1.97683108
-5.33966983,9.69769215,2.91189101,2.23358607,0.01321288,0.34414625,0.04836100,6.77837510,2.97109696,2.00871523
-5.33366683,9.78191463,2.93357031,2.24550132,0.01326858,0.34339930,0.04891896,6.84098508,2.98439427,2.03294736
-5.32766383,9.83160179,2.94922676,2.24967435,0.01331222,0.34281053,0.04936610,6.87753204,2.98425817,2.04924842
-5.32166083,9.84755050,2.95948918,2.24659874,0.01334428,0.34236327,0.04969477,6.88866462,2.97106206,2.05750832
-5.31565783,9.83129816,2.96510711,2.23694426,0.01336564,0.34205234,0.04990081,6.87556584,2.94547039,2.05778749
-5.30965483,9.78506939,2.96692795,2.22153610,0.01337760,0.34188359,0.04998368,6.83991342,2.90841516,2.05031254
-5.30365183,9.71169927,2.96587147,2.20132840,0.01338175,0.34187277,0.04994645,6.78382370,2.86106321,2.03546631
-5.29764882,9.61453623,2.96290286,2.17737316,0.01337989,0.34204404,0.04979572,6.70978102,2.80477567,2.01377274
-5.29164582,9.49732825,2.95900492,2.15078560,0.01337400,0.34242801,0.04954123,6.62055575,2.74106123,1.98587711
-5.28564282,9.36409717,2.95515052,2.12270743,0.01336611,0.34305935,0.04919549,6.51911394,2.67152527,1.95252269
-5.27963982,9.21900591,2.95227582,2.09426930,0.01335823,0.34397426,0.04877317,6.40852219,2.59781677,1.91452446
-5.27363682,9.06622376,2.95125514,2.06655399,0.01335231,0.34520767,0.04829047,6.29185158,2.52157545,1.87274144
-5.26763382,8.90979491,2.95287788,2.04056161,0.01335010,0.34679041,0.04776435,6.17208402,2.44438092,1.82804827
-5.26163082,8.75351512,2.95782821,2.01717809,0.01335314,0.34874642,0.04721184,6.05202460,2.36770601,1.78130764
-5.25562781,8.60082092,2.96666765,1.99714815,0.01336268,0.35109024,0.04664923,5.93422302,2.29287598,1.73334431
-5.24962481,8.45469530,2.97982122,1.98105356,0.01337964,0.35382469,0.04609140,5.82090672,2.22103490,1.68492190
-5.24362181,8.31759289,2.99756716,1.96929754,0.01340453,0.35693914,0.04555117,5.71392790,2.15312047,1.63672324
-5.23761881,8.19138707,3.02003067,1.96209562,0.01343746,0.36040825,0.04503881,5.61472582,2.08984771,1.58933495
-5.23161581,8.07734023,3.04718185,1.95947323,0.01347808,0.36419144,0.04456167,5.52430546,2.03170200,1.54323665
-5.22561281,7.97609772,3.07883791,1.96127008,0.01352560,0.36823304,0.04412389,5.44323254,1.97894119,1.49879511
-5.21960980,7.88770495,3.11466981,1.96715084,0.01357878,0.37246330,0.04372640,5.37164478,1.93160622,1.45626332
-5.21360680,7.81164631,3.15421328,1.97662183,0.01363597,0.37680007,0.04336699,5.30927813,1.88953962,1.41578424
-5.20760380,7.74690368,3.19688411,1.98905292,0.01369511,0.38115137,0.04304057,5.25550661,1.85241039,1.37739884
-5.20160080,7.69203164,3.24199746,2.00370370,0.01375382,0.38541843,0.04273954,5.20939365,1.81974424,1.34105784
-5.19559780,7.64524587,3.28879057,2.01975296,0.01380949,0.38949946,0.04245438,5.16975264,1.79095745,1.30663638
-5.18959480,7.60452079,3.33644854,2.03633039,0.01385930,0.39329366,0.04217419,5.13521380,1.76539285,1.27395078
-5.18359180,7.56769221,3.38413201,2.05254918,0.01390041,0.39670546,0.04188738,5.10429474,1.74235632,1.24277663
-5.17758879,7.53256059,3.43100595,2.06753829,0.01392998,0.39964875,0.04158239,5.07547154,1.72115223,1.21286703
-5.17158579,7.49699069,3.47626839,2.08047337,0.01394538,0.40205085,0.04124834,5.04724764,1.70111649,1.18397041
-5.16558279,7.45900344,3.51917777,2.09060490,0.01394418,0.40385604,0.04087566,5.01821769,1.68164599,1.15584690
-5.15957979,7.41685648,3.55907770,2.09728278,0.01392438,0.40502838,0.04045668,4.98712387,1.66222321,1.12828268
-5.15357679,7.36911021,3.59541780,2.09997630,0.01388439,0.40555381,0.03998604,4.95290275,1.64243561,1.10110169
-5.14757379,7.31467692,3.62776966,2.09828891,0.01382316,0.40544111,0.03946103,4.91472080,1.62198893,1.07417438
-5.14157079,7.25285156,3.65583685,2.09196726,0.01374018,0.40472201,0.03888181,4.87199769,1.60071441,1.04742314
-5.13556778,7.18332316,3.67945843,2.08090435,0.01363552,0.40345011,0.03825138,4.82441662,1.57856983,1.02082450
-5.12956478,7.10616731,3.69860570,2.06513678,0.01350982,0.40169876,0.03757554,4.77192189,1.55563478,0.99440812
-5.12356178,7.02182068,3.71337215,2.04483644,0.01336420,0.39955804,0.03686263,4.71470424,1.53210047,0.96825284
-5.11755878,6.93103943,3.72395731,2.02029711,0.01320025,0.39713088,0.03612319,4.65317528,1.50825500,0.94248018
-5.11155578,6.83484421,3.73064525,1.99191688,0.01301987,0.39452858,0.03536950,4.58793259,1.48446475,0.91724578
-5.10555278,6.73445501,3.73377900,1.96017718,0.01282522,0.39186592,0.03461505,4.51971769,1.46115291,0.89272932
-5.09954977,6.63121944,3.73373253,1.92561961,0.01261855,0.38925612,0.03387402,4.44936926,1.43877620,0.86912361
-5.09354677,6.52653851,3.73088189,1.88882174,0.01240209,0.38680592,0.03316069,4.37777409,1.41780079,0.84662327
-5.08754377,6.42179359,3.72557746,1.85037299,0.01217795,0.38461103,0.03248888,4.30581861,1.39867844,0.82541381
-5.08154077,6.31827867,3.71811905,1.81085175,0.01194800,0.38275212,0.03187146,4.23434327,1.38182386,0.80566149
-5.07553777,6.21714095,3.70873552,1.77080484,0.01171378,0.38129170,0.03131991,4.16410214,1.36759419,0.78750447
-5.06953477,6.11933287,3.69757031,1.73073005,0.01147646,0.38027190,0.03084399,4.09572977,1.35627137,0.77104565
-5.06353177,6.02557752,3.68467382,1.69106251,0.01123680,0.37971332,0.03045145,4.02971656,1.34804792,0.75634748
-5.05752876,5.93634899,3.67000340,1.65216528,0.01099514,0.37961507,0.03014795,3.96639384,1.34301689,0.74342888
-5.05152576,5.85186784,3.65343085,1.61432436,0.01075145,0.37995578,0.02993699,3.90592887,1.34116589,0.73226429
-5.04552276,5.77211172,3.63475707,1.57774803,0.01050539,0.38069583,0.02982004,3.84832966,1.34237573,0.72278495
-5.03951976,5.69683951,3.61373305,1.54257021,0.01025637,0.38178033,0.02979669,3.79345896,1.34642337,0.71488211
-5.03351676,5.62562743,3.59008582,1.50885735,0.01000369,0.38314295,0.02986489,3.74105611,1.35298904,0.70841198
-5.02751376,5.55791442,3.56354771,1.47661820,0.00974661,0.38471026,0.03002132,3.69076521,1.36166721,0.70320224
-5.02151076,5.49305384,3.53388701,1.44581564,0.00948451,0.38640636,0.03026171,3.64216778,1.37198090,0.69905953
-5.01550775,5.43036833,3.50093816,1.41637972,0.00921695,0.38815762,0.03058120,3.59481768,1.38339869,0.69577779
-5.00950475,5.36920454,3.46462934,1.38822113,0.00894382,0.38989716,0.03097472,3.54827640,1.39535365,0.69314688
-5.00350175,5.30898444,3.42500566,1.36124423,0.00866541,0.39156894,0.03143732,3.50214640,1.40726358,0.69096101
-4.99749875,5.24925053,3.38224643,1.33535883,0.00838245,0.39313130,0.03196436,3.45610082,1.41855154,0.68902688
-4.99149575,5.18970220,3.33667522,1.31049037,0.00809617,0.39455953,0.03255181,3.40990783,1.42866601,0.68717085
-4.98549275,5.13022154,3.28876188,1.28658771,0.00780829,0.39584768,0.03319625,3.36344844,1.43709968,0.68524500
-4.97948974,5.07088723,3.23911619,1.26362848,0.00752103,0.39700918,0.03389495,3.31672683,1.44340640,0.68313183
-4.97348674,5.01197583,3.18847322,1.24162166,0.00723701,0.39807651,0.03464575,3.26987287,1.44721532,0.68074736
-4.96748374,4.95395063,3.13767100,1.22060750,0.00695924,0.39909976,0.03544693,3.22313671,1.44824196,0.67804253
-4.96148074,4.89743869,3.08762149,1.20065493,0.00669095,0.40014424,0.03629690,3.17687597,1.44629554,0.67500291
-4.95547774,4.84319745,3.03927615,1.18185659,0.00643557,0.40128722,0.03719398,3.13153636,1.44128266,0.67164673
-4.94947474,4.79207269,2.99358780,1.16432203,0.00619654,0.40261392,0.03813597,3.08762661,1.43320689,0.66802132
-4.94347174,4.74495015,2.95147050,1.14816941,0.00597723,0.40421302,0.03911985,3.04568945,1.42216469,0.66419827
-4.93746873,4.70270331,2.91375936,1.13351613,0.00578077,0.40617189,0.04014143,3.00626988,1.40833783,0.66026738
-4.93146573,4.66613994,2.88117227,1.12046910,0.00561000,0.40857172,0.04119504,2.96988255,1.39198265,0.65632999
-4.92546273,4.63595044,2.85427513,1.10911497,0.00546734,0.41148289,0.04227326,2.93697983,1.37341700,0.65249167
-4.91945973,4.61266023,2.83345252,1.09951092,0.00535467,0.41496073,0.04336684,2.90792232,1.35300529,0.64885506
-4.91345673,4.59658902,2.81888484,1.09167649,0.00527334,0.41904200,0.04446456,2.88295303,1.33114266,0.64551291
-4.90745373,4.58781878,2.81053336,1.08558682,0.00522407,0.42374227,0.04555340,2.86217681,1.30823887,0.64254184
-4.90145073,4.58617232,2.80813359,1.08116766,0.00520697,0.42905425,0.04661867,2.84554582,1.28470288,0.63999719
-4.89544772,4.59120353,2.81119762,1.07829258,0.00522154,0.43494744,0.04764434,2.83285191,1.26092876,0.63790917
-4.88944472,4.60220009,2.81902531,1.07678226,0.00526670,0.44136890,0.04861349,2.82372627,1.23728364,0.63628054
-4.88344172,4.61819859,2.83072393,1.07640634,0.00534088,0.44824533,0.04950882,2.81764650,1.21409810,0.63508600
-4.87743872,4.63801162,2.84523566,1.07688754,0.00544207,0.45548632,0.05031325,2.81395067,1.19165949,0.63427335
-4.87143572,4.66026567,2.86137166,1.07790807,0.00556793,0.46298859,0.05101058,2.81185805,1.17020824,0.63376624
-4.86543272,4.68344825,2.87785168,1.07911809,0.00571588,0.47064117,0.05158615,2.81049529,1.14993715,0.63346859
-4.85942971,4.70596210,2.89334736,1.08014590,0.00588324,0.47833103,0.05202747,2.80892719,1.13099342,0.63327021
-4.85342671,4.72618404,2.90652766,1.08060947,0.00606735,0.48594909,0.05232481,2.80619050,1.11348315,0.63305342
-4.84742371,4.74252572,2.91610457,1.08012877,0.00626564,0.49339606,0.05247173,2.80132936,1.09747757,0.63270026
-4.84142071,4.75349351,2.92087728,1.07833849,0.00647575,0.50058788,0.05246543,2.79343074,1.08302060,0.63209992
-4.83541771,4.75774461,2.91977294,1.07490039,0.00669559,0.50746038,0.05230704,2.78165842,1.07013691,0.63115579
-4.82941471,4.75413698,2.91188268,1.06951488,0.00692345,0.51397280,0.05200167,2.76528387,1.05883977,0.62979193
-4.82341171,4.74177051,2.89649113,1.06193128,0.00715794,0.52010992,0.05155839,2.74371293,1.04913817,0.62795830
-4.81740870,4.72001785,2.87309874,1.05195614,0.00739808,0.52588266,0.05098995,2.71650699,1.04104256,0.62563472
-4.81140570,4.68854345,2.84143582,1.03945943,0.00764319,0.53132691,0.05031242,2.68339803,1.03456869,0.62283299
-4.80540270,4.64731011,2.80146807,1.02437815,0.00789292,0.53650075,0.04954466,2.64429693,1.02973952,0.61959734
-4.79939970,4.59657314,2.75339363,1.00671741,0.00814708,0.54148003,0.04870765,2.59929482,1.02658477,0.61600298
-4.79339670,4.53686257,2.69763186,0.98654878,0.00840561,0.54635264,0.04782379,2.54865783,1.02513854,0.61215283
-4.78739370,4.46895477,2.63480478,0.96400617,0.00866840,0.55121160,0.04691609,2.49281555,1.02543495,0.60817279
-4.78139070,4.39383523,2.56571197,0.93927947,0.00893522,0.55614768,0.04600737,2.43234395,1.02750242,0.60420563
-4.77538769,4.31265450,2.49130045,0.91260629,0.00920556,0.56124161,0.04511949,2.36794383,1.03135701,0.60040401
-4.76938469,4.22667999,2.41263070,0.88426242,0.00947852,0.56655675,0.04427264,2.30041591,1.03699542,0.59692300
-4.76338169,4.13724586,2.33084057,0.85455122,0.00975270,0.57213245,0.04348468,2.23063360,1.04438836,0.59391249
-4.75737869,4.04570387,2.24710847,0.82379285,0.01002619,0.57797870,0.04277066,2.15951493,1.05347483,0.59151002
-4.75137569,3.95337715,2.16261734,0.79231362,0.01029643,0.58407238,0.04214245,2.08799459,1.06415779,0.58983432
-4.74537269,3.86151926,2.07852063,0.76043602,0.01056029,0.59035553,0.04160850,2.01699728,1.07630181,0.58897999
-4.73936968,3.77127975,1.99591152,0.72846990,0.01081408,0.59673571,0.04117378,1.94741309,1.08973286,0.58901356
-4.73336668,3.68367762,1.91579606,0.69670503,0.01105360,0.60308860,0.04083991,1.88007577,1.10424034,0.58997097
-4.72736368,3.59958294,1.83907108,0.66540541,0.01127429,0.60926272,0.04060534,1.81574421,1.11958139,0.59185676
-4.72136068,3.51970677,1.76650686,0.63480521,0.01147136,0.61508606,0.04046574,1.75508752,1.13548716,0.59464472
-4.71535768,3.44459885,1.69873503,0.60510654,0.01163996,0.62037428,0.04041443,1.69867362,1.15167069,0.59827990
-4.70935468,3.37465203,1.63624128,0.57647880,0.01177534,0.62494000,0.04044291,1.64696138,1.16783597,0.60268192
-4.70335168,3.31011232,1.57936270,0.54905951,0.01187311,0.62860276,0.04054139,1.60029593,1.18368744,0.60774900
-4.69734867,3.25109301,1.52828928,0.52295625,0.01192937,0.63119892,0.04069931,1.55890695,1.19893949,0.61336276
-4.69134567,3.19759125,1.48306903,0.49824944,0.01194091,0.63259105,0.04090593,1.52290940,1.21332526,0.61939311
-4.68534267,3.14950580,1.44361622,0.47499573,0.01190533,0.63267613,0.04115070,1.49230645,1.22660426,0.62570322
-4.67933967,3.10665432,1.40972205,0.45323145,0.01182122,0.63139227,0.04142368,1.46699424,1.23856832,0.63215401
-4.67333667,3.06878935,1.38106738,0.43297614,0.01168818,0.62872329,0.04171585,1.44676803,1.24904555,0.63860823
-4.66733367,3.03561197,1.35723693,0.41423560,0.01150688,0.62470109,0.04201921,1.43132977,1.25790230,0.64493372
-4.66133067,3.00678282,1.33773466,0.39700457,0.01127905,0.61940560,0.04232693,1.42029669,1.26504287,0.65100591
-4.65532766,2.98193033,1.32199993,0.38126869,0.01100742,0.61296226,0.04263330,1.41321099,1.27040746,0.65670953
-4.64932466,2.96065634,1.30942417,0.36700590,0.01069564,0.60553729,0.04293362,1.40955054,1.27396829,0.66193952
-4.64332166,2.94253967,1.29936797,0.35418716,0.01034813,0.59733089,0.04322402,1.40874054,1.27572464,0.66660140
