energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.67583792,3.43406644,0.35758868,2.22428496,0.00595817,0.04027689,0.24232479,0.86927879,0.00728481,0.26684864
-5.66983492,3.41746271,0.35302640,2.22588367,0.00585407,0.03905245,0.24064636,0.85375071,0.00731011,0.26475902
-5.66383192,3.39964242,0.34955541,2.22608062,0.00579659,0.03785364,0.23897406,0.83784754,0.00737682,0.26302624
-5.65782891,3.38040983,0.34715812,2.22457938,0.00579093,0.03668416,0.23725533,0.82173185,0.00748533,0.26162148
-5.65182591,3.35960792,0.34580026,2.22113805,0.00584145,0.03554682,0.23544330,0.80555321,0.00763559,0.26051232
-5.64582291,3.33712620,0.34543282,2.21557882,0.00595146,0.03444363,0.23349843,0.78944373,0.00782710,0.25966416
-5.63981991,3.31290655,0.34599401,2.20779458,0.00612319,0.03337582,0.23138986,0.77351459,0.00805895,0.25904154
-5.63381691,3.28694703,0.34741110,2.19775256,0.00635762,0.03234400,0.22909655,0.75785391,0.00832987,0.25860947
-5.62781391,3.25930356,0.34960224,2.18549497,0.00665445,0.03134823,0.22660801,0.74252600,0.00863828,0.25833474
-5.62181091,3.23009001,0.35247819,2.17113711,0.00701201,0.03038815,0.22392481,0.72757186,0.00898242,0.25818711
-5.61580790,3.19947668,0.35594387,2.15486300,0.00742728,0.02946311,0.22105872,0.71301104,0.00936035,0.25814046
-5.60980490,3.16768790,0.35990000,2.13691932,0.00789588,0.02857231,0.21803253,0.69884460,0.00977013,0.25817386
-5.60380190,3.13499877,0.36424469,2.11760791,0.00841213,0.02771496,0.21487970,0.68505907,0.01020989,0.25827247
-5.59779890,3.10173163,0.36887504,2.09727753,0.00896912,0.02689041,0.21164361,0.67163121,0.01067791,0.25842833
-5.59179590,3.06825236,0.37368892,2.07631520,0.00955883,0.02609831,0.20837672,0.65853322,0.01117274,0.25864097
-5.58579290,3.03496678,0.37858679,2.05513756,0.01017234,0.02533875,0.20513940,0.64573828,0.01169328,0.25891772
-5.57978989,3.00231697,0.38347374,2.03418255,0.01079997,0.02461246,0.20199872,0.63322604,0.01223879,0.25927390
-5.57378689,2.97077775,0.38826154,2.01390149,0.01143155,0.02392083,0.19902694,0.62098787,0.01280899,0.25973252
-5.56778389,2.94085268,0.39287081,1.99475163,0.01205666,0.02326613,0.19629997,0.60903153,0.01340402,0.26032381
-5.56178089,2.91306973,0.39723316,1.97718920,0.01266488,0.02265147,0.19389568,0.59738517,0.01402440,0.26108424
-5.55577789,2.88797594,0.40129326,1.96166263,0.01324605,0.02208094,0.19189207,0.58610037,0.01467098,0.26205525
-5.54977489,2.86613100,0.40501062,1.94860590,0.01379060,0.02155952,0.19036545,0.57525410,0.01534482,0.26328159
-5.54377189,2.84809938,0.40836117,1.93843190,0.01428969,0.02109311,0.18938849,0.56494960,0.01604707,0.26480926
-5.53776888,2.83444082,0.41133839,1.93152540,0.01473554,0.02068835,0.18902834,0.55531602,0.01677876,0.26668325
-5.53176588,2.82569937,0.41395382,1.92823589,0.01512152,0.02035256,0.18934474,0.54650691,0.01754064,0.26894501
-5.52576288,2.82239086,0.41623717,1.92887001,0.01544236,0.02009351,0.19038828,0.53869765,0.01833296,0.27162986
-5.51975988,2.82498937,0.41823567,1.93368399,0.01569420,0.01991920,0.19219874,0.53208185,0.01915526,0.27476444
-5.51375688,2.83391316,0.42001281,1.94287609,0.01587466,0.01983762,0.19480377,0.52686688,0.02000619,0.27836425
-5.50775388,2.84951052,0.42164653,1.95657961,0.01598282,0.01985649,0.19821778,0.52326877,0.02088336,0.28243161
-5.50175088,2.87204654,0.42322678,1.97485672,0.01601916,0.01998293,0.20244126,0.52150655,0.02178313,0.28695401
-5.49574787,2.90169133,0.42485265,1.99769368,0.01598551,0.02022324,0.20746049,0.52179628,0.02270064,0.29190304
-5.48974487,2.93851062,0.42662916,2.02499786,0.01588487,0.02058259,0.21324772,0.52434493,0.02362967,0.29723401
-5.48374187,2.98245911,0.42866378,2.05659691,0.01572127,0.02106478,0.21976185,0.52934427,0.02456277,0.30288633
-5.47773887,3.03337736,0.43106287,2.09224037,0.01549964,0.02167204,0.22694959,0.53696494,0.02549130,0.30878467
-5.47173587,3.09099222,0.43392819,2.13160399,0.01522559,0.02240489,0.23474711,0.54735076,0.02640562,0.31484084
-5.46573287,3.15492097,0.43735351,2.17429645,0.01490524,0.02326198,0.24308200,0.56061353,0.02729534,0.32095641
-5.45972986,3.22467895,0.44142149,2.21986863,0.01454508,0.02424005,0.25187564,0.57682820,0.02814955,0.32702586
-5.45372686,3.29969019,0.44620098,2.26782477,0.01415180,0.02533396,0.26104571,0.59602871,0.02895719,0.33294024
-5.44772386,3.37930045,0.45174463,2.31763511,0.01373216,0.02653669,0.27050878,0.61820437,0.02970736,0.33859096
-5.44172086,3.46279179,0.45808697,2.36874942,0.01329288,0.02783951,0.28018288,0.64329701,0.03038965,0.34387378
-5.43571786,3.54939791,0.46524305,2.42061053,0.01284054,0.02923209,0.28998980,0.67119877,0.03099453,0.34869243
-5.42971486,3.63831927,0.47320738,2.47266732,0.01238154,0.03070273,0.29985706,0.70175086,0.03151359,0.35296211
-5.42371186,3.72873729,0.48195346,2.52438634,0.01192197,0.03223861,0.30971951,0.73474305,0.03193988,0.35661218
-5.41770885,3.81982670,0.49143369,2.57526154,0.01146766,0.03382603,0.31952027,0.76991427,0.03226806,0.35958836
-5.41170585,3.91076592,0.50157966,2.62482161,0.01102405,0.03545070,0.32921115,0.80695420,0.03249457,0.36185393
-5.40570285,4.00074477,0.51230289,2.67263470,0.01059619,0.03709806,0.33875239,0.84550595,0.03261774,0.36339023
-5.39969985,4.08896981,0.52349588,2.71831038,0.01018872,0.03875355,0.34811188,0.88517003,0.03263774,0.36419612
-5.39369685,4.17466737,0.53503357,2.76149901,0.00980580,0.04040290,0.35726380,0.92550942,0.03255659,0.36428673
-5.38769385,4.25708466,0.54677512,2.80188885,0.00945108,0.04203242,0.36618680,0.96605597,0.03237802,0.36369141
-5.38169085,4.33548968,0.55856608,2.83920131,0.00912764,0.04362927,0.37486194,1.00631786,0.03210732,0.36245110
-5.37568784,4.40917047,0.57024085,2.87318505,0.00883795,0.04518170,0.38327046,1.04578826,0.03175118,0.36061530
-5.36968484,4.47743463,0.58162558,2.90360945,0.00858383,0.04667928,0.39139153,1.08395478,0.03131743,0.35823881
-5.36368184,4.53960969,0.59254130,2.93025834,0.00836637,0.04811307,0.39920026,1.12030978,0.03081490,0.35537843
-5.35767884,4.59504499,0.60280744,2.95292451,0.00818592,0.04947586,0.40666601,1.15436100,0.03025316,0.35208988
-5.35167584,4.64311566,0.61224556,2.97140554,0.00804204,0.05076227,0.41375124,1.18564246,0.02964237,0.34842502
-5.34567284,4.68322892,0.62068337,2.98550165,0.00793349,0.05196889,0.42041088,1.21372515,0.02899310,0.34442965
-5.33966983,4.71483272,0.62795878,2.99501555,0.00785825,0.05309439,0.42659250,1.23822714,0.02831621,0.34014184
-5.33366683,4.73742678,0.63392411,2.99975470,0.00781353,0.05413956,0.43223711,1.25882295,0.02762273,0.33559104
-5.32766383,4.75057549,0.63845019,2.99953569,0.00779584,0.05510739,0.43728066,1.27525164,0.02692378,0.33079790
-5.32166083,4.75392209,0.64143029,2.99419077,0.00780102,0.05600297,0.44165623,1.28732338,0.02623053,0.32577472
-5.31565783,4.74720362,0.64278375,2.98357581,0.00782441,0.05683352,0.44529671,1.29492444,0.02555410,0.32052661
-5.30965483,4.73026549,0.64245920,2.96757953,0.00786091,0.05760819,0.44813788,1.29802008,0.02490555,0.31505325
-5.30365183,4.70307502,0.64043716,2.94613304,0.00790516,0.05833795,0.45012176,1.29665555,0.02429576,0.30935092
-5.29764882,4.66573280,0.63673204,2.91921931,0.00795164,0.05903527,0.45119992,1.29095492,0.02373539,0.30341497
-5.29164582,4.61848119,0.63139324,2.88688170,0.00799492,0.05971384,0.45133674,1.28111790,0.02323471,0.29724232
-5.28564282,4.56170895,0.62450542,2.84923086,0.00802975,0.06038817,0.45051221,1.26741469,0.02280345,0.29083393
-5.27963982,4.49595161,0.61618775,2.80644967,0.00805124,0.06107309,0.44872424,1.25017898,0.02245065,0.28419707
-5.27363682,4.42188690,0.60659221,2.75879541,0.00805506,0.06178324,0.44599026,1.22979941,0.02218437,0.27734729
-5.26763382,4.34032511,0.59590075,2.70659903,0.00803753,0.06253246,0.44234804,1.20670961,0.02201145,0.27030984
-5.26163082,4.25219449,0.58432153,2.65026136,0.00799574,0.06333319,0.43785556,1.18137720,0.02193724,0.26312061
-5.25562781,4.15852169,0.57208413,2.59024610,0.00792766,0.06419581,0.43258997,1.15429206,0.02196533,0.25582641
-5.24962481,4.06040801,0.55943389,2.52706990,0.00783221,0.06512800,0.42664565,1.12595412,0.02209723,0.24848455
-5.24362181,3.95900212,0.54662555,2.46128984,0.00770926,0.06613416,0.42013136,1.09686113,0.02233219,0.24116187
-5.23761881,3.85547011,0.53391622,2.39348886,0.00755961,0.06721491,0.41316670,1.06749657,0.02266701,0.23393297
-5.23161581,3.75096412,0.52155808,2.32425965,0.00738498,0.06836665,0.40587798,1.03831826,0.02309588,0.22687810
-5.22561281,3.64659069,0.50979079,2.25418792,0.00718794,0.06958131,0.39839361,1.00974778,0.02361038,0.22008038
-5.21960980,3.54338021,0.49883411,2.18383565,0.00697173,0.07084622,0.39083940,0.98216112,0.02419956,0.21362280
-5.21360680,3.44225862,0.48888077,2.11372524,0.00674023,0.07214417,0.38333376,0.95588073,0.02485008,0.20758494
-5.20760380,3.34402271,0.48009000,2.04432524,0.00649769,0.07345368,0.37598326,0.93116931,0.02554655,0.20203973
-5.20160080,3.24931997,0.47258192,1.97603844,0.00624867,0.07474947,0.36887852,0.90822535,0.02627184,0.19705013
-5.19559780,3.15863396,0.46643297,1.90919267,0.00599777,0.07600307,0.36209086,0.88718072,0.02700762,0.19266623
-5.18959480,3.07227571,0.46167274,1.84403500,0.00574952,0.07718368,0.35566968,0.86810022,0.02773491,0.18892265
-5.18359180,2.99038165,0.45828219,1.78072929,0.00550818,0.07825909,0.34964076,0.85098313,0.02843465,0.18583645
-5.17758879,2.91291791,0.45619349,1.71935731,0.00527759,0.07919676,0.34400561,0.83576668,0.02908840,0.18340574
-5.17158579,2.83969090,0.45529148,1.65992325,0.00506102,0.07996497,0.33874180,0.82233131,0.02967889,0.18160888
-5.16558279,2.77036358,0.45541677,1.60236126,0.00486109,0.08053390,0.33380431,0.81050746,0.03019069,0.18040458
-5.15957979,2.70447647,0.45637044,1.54654559,0.00467968,0.08087676,0.32912785,0.80008357,0.03061070,0.17973264
-5.15357679,2.64147261,0.45792013,1.49230274,0.00451788,0.08097080,0.32462997,0.79081514,0.03092857,0.17951555
-5.14757379,2.58072510,0.45980734,1.43942499,0.00437597,0.08079813,0.32021488,0.78243426,0.03113706,0.17966071
-5.14157079,2.52156603,0.46175580,1.38768449,0.00425347,0.08034641,0.31577778,0.77465947,0.03123217,0.18006333
-5.13556778,2.46331559,0.46348039,1.33684736,0.00414916,0.07960932,0.31120947,0.76720544,0.03121320,0.18060979
-5.12956478,2.40530996,0.46469657,1.28668706,0.00406116,0.07858674,0.30640116,0.75979213,0.03108264,0.18118136
-5.12356178,2.34692704,0.46512965,1.23699637,0.00398708,0.07728478,0.30124903,0.75215318,0.03084590,0.18165816
-5.11755878,2.28760900,0.46452385,1.18759773,0.00392407,0.07571547,0.29565864,0.74404332,0.03051094,0.18192315
-5.11155578,2.22688085,0.46265057,1.13835130,0.00386903,0.07389628,0.28954877,0.73524441,0.03008775,0.18186597
-5.10555278,2.16436467,0.45931574,1.08916075,0.00381868,0.07184944,0.28285468,0.72557020,0.02958786,0.18138651
-5.09954977,2.09978908,0.45436582,1.03997665,0.00376977,0.06960106,0.27553061,0.71486967,0.02902366,0.18039812
-5.09354677,2.03299414,0.44769241,0.99079743,0.00371916,0.06718020,0.26755148,0.70302891,0.02840781,0.17883014
-5.08754377,1.96393165,0.43923516,0.94166824,0.00366395,0.06461781,0.25891368,0.68997181,0.02775267,0.17662993
-5.08154077,1.89266160,0.42898301,0.89267782,0.00360161,0.06194573,0.24963508,0.67565946,0.02706971,0.17376412
-5.07553777,1.81934502,0.41697376,0.84395391,0.00353007,0.05919561,0.23975415,0.66008872,0.02636908,0.17021912
-5.06953477,1.74423427,0.40329193,0.79565747,0.00344773,0.05639807,0.22932845,0.64328993,0.02565926,0.16600100
-5.06353177,1.66766129,0.38806530,0.74797621,0.00335355,0.05358183,0.21843238,0.62532422,0.02494682,0.16113462
-5.05752876,1.59002473,0.37145999,0.70111775,0.00324704,0.05077306,0.20715458,0.60628048,0.02423628,0.15566216
-5.05152576,1.51177680,0.35367471,0.65530301,0.00312826,0.04799493,0.19559487,0.58627231,0.02353016,0.14964118
-5.04552276,1.43341037,0.33493415,0.61075992,0.00299778,0.04526727,0.18386109,0.56543512,0.02282911,0.14314231
-5.03951976,1.35544705,0.31548205,0.56771791,0.00285665,0.04260646,0.17206592,0.54392352,0.02213211,0.13624661
-5.03351676,1.27842676,0.29557416,0.52640334,0.00270629,0.04002546,0.16032379,0.52190907,0.02143686,0.12904288
-5.02751376,1.20289896,0.27547133,0.48703596,0.00254847,0.03753401,0.14874808,0.49957848,0.02074007,0.12162491
-5.02151076,1.12941580,0.25543320,0.44982650,0.00238521,0.03513894,0.13744865,0.47713230,0.02003793,0.11408890
-5.01550775,1.05852719,0.23571248,0.41497533,0.00221868,0.03284461,0.12652985,0.45478388,0.01932652,0.10653107
-5.00950475,0.99077771,0.21655024,0.38267209,0.00205116,0.03065334,0.11608900,0.43275876,0.01860221,0.09904560
-5.00350175,0.92670498,0.19817210,0.35309614,0.00188493,0.02856597,0.10621540,0.41129412,0.01786201,0.09172291
-4.99749875,0.86683923,0.18078560,0.32641762,0.00172222,0.02658232,0.09698989,0.39063828,0.01710388,0.08464840
-4.99149575,0.81170365,0.16457863,0.30279885,0.00156520,0.02470172,0.08848480,0.37105009,0.01632699,0.07790152
-4.98549275,0.76181506,0.14971891,0.28239591,0.00141586,0.02292339,0.08076443,0.35279796,0.01553181,0.07155533
-4.97948974,0.71768435,0.13635440,0.26535995,0.00127608,0.02124688,0.07388580,0.33615849,0.01472027,0.06567637
-4.97348674,0.67981636,0.12461459,0.25183828,0.00114753,0.01967228,0.06789975,0.32141449,0.01389567,0.06032493
-4.96748374,0.64870878,0.11461236,0.24197470,0.00103175,0.01820050,0.06285208,0.30885240,0.01306267,0.05555551
-4.96148074,0.62484971,0.10644637,0.23590921,0.00093013,0.01683337,0.05878492,0.29875890,0.01222712,0.05141751
-4.95547774,0.60871374,0.10020364,0.23377673,0.00084393,0.01557375,0.05573797,0.29141685,0.01139590,0.04795608
-4.94947474,0.60075636,0.09596221,0.23570494,0.00077432,0.01442547,0.05374963,0.28710057,0.01057671,0.04521298
-4.94347174,0.60140680,0.09379370,0.24181122,0.00072240,0.01339332,0.05285794,0.28607037,0.00977788,0.04322743
-4.93746873,0.61105931,0.09376550,0.25219866,0.00068926,0.01248297,0.05310128,0.28856676,0.00900810,0.04203685
-4.93146573,0.63006322,0.09594252,0.26695146,0.00067599,0.01170086,0.05451870,0.29480418,0.00827629,0.04167748
-4.92546273,0.65871214,0.10038836,0.28612970,0.00068371,0.01105406,0.05714986,0.30496469,0.00759141,0.04218480
-4.91945973,0.69723249,0.10716577,0.30976398,0.00071359,0.01055020,0.06103459,0.31919169,0.00696234,0.04359368
-4.91345673,0.74577225,0.11633634,0.33784999,0.00076687,0.01019732,0.06621205,0.33758400,0.00639776,0.04593828
-4.90745373,0.80439005,0.12795954,0.37034341,0.00084483,0.01000380,0.07271947,0.36019049,0.00590619,0.04925166
-4.90145073,0.87304546,0.14209085,0.40715553,0.00094880,0.00997829,0.08059048,0.38700552,0.00549591,0.05356511
-4.89544772,0.95159081,0.15877926,0.44814971,0.00108009,0.01012965,0.08985318,0.41796545,0.00517505,0.05890721
-4.88944472,1.03976520,0.17806420,0.49313920,0.00124002,0.01046687,0.10052787,0.45294636,0.00495161,0.06530266
-4.88344172,1.13719098,0.19997183,0.54188624,0.00142978,0.01099908,0.11262465,0.49176319,0.00483358,0.07277085
-4.87743872,1.24337312,0.22451109,0.59410293,0.00165042,0.01173551,0.12614089,0.53417041,0.00482896,0.08132437
-4.87143572,1.35770171,0.25166950,0.64945371,0.00190276,0.01268542,0.14105876,0.57986429,0.00494590,0.09096736
-4.86543272,1.47945755,0.28140897,0.70755953,0.00218729,0.01385805,0.15734290,0.62848672,0.00519268,0.10169387
-4.85942971,1.60782095,0.31366181,0.76800366,0.00250415,0.01526257,0.17493834,0.67963063,0.00557776,0.11348636
-4.85342671,1.74188340,0.34832720,0.83033894,0.00285298,0.01690798,0.19376890,0.73284676,0.00610971,0.12631425
-4.84742371,1.88066188,0.38526829,0.89409615,0.00323292,0.01880293,0.21373607,0.78765173,0.00679716,0.14013282
-4.84142071,2.02311535,0.42431006,0.95879323,0.00364252,0.02095562,0.23471857,0.84353703,0.00764864,0.15488238
-4.83541771,2.16816277,0.46523836,1.02394501,0.00407969,0.02337353,0.25657270,0.89997886,0.00867233,0.17048789
-4.82941471,2.31470219,0.50780000,1.08907289,0.00454173,0.02606320,0.27913346,0.95644825,0.00987585,0.18685901
-4.82341171,2.46163008,0.55170420,1.15371422,0.00502531,0.02902997,0.30221656,1.01242140,0.01126589,0.20389066
-4.81740870,2.60786039,0.59662535,1.21743080,0.00552649,0.03227763,0.32562130,1.06738969,0.01284790,0.22146415
-4.81140570,2.75234249,0.64220720,1.27981633,0.00604081,0.03580810,0.34913420,1.12086923,0.01462562,0.23944876
-4.80540270,2.89407766,0.68806835,1.34050228,0.00656338,0.03962107,0.37253343,1.17240957,0.01660073,0.25770387
-4.79939970,3.03213332,0.73380887,1.39916223,0.00708897,0.04371361,0.39559371,1.22160127,0.01877243,0.27608147
-4.79339670,3.16565490,0.77901812,1.45551424,0.00761215,0.04807983,0.41809168,1.26808233,0.02113704,0.29442908
-4.78739370,3.29387493,0.82328318,1.50932154,0.00812748,0.05271050,0.43981140,1.31154311,0.02368768,0.31259281
-4.78139070,3.41611924,0.86619802,1.56039139,0.00862961,0.05759274,0.46054981,1.35172980,0.02641400,0.33042068
-4.77538769,3.53181034,0.90737277,1.60857240,0.00911354,0.06270975,0.48012192,1.38844643,0.02930203,0.34776579
-4.76938469,3.64046809,0.94644297,1.65375049,0.00957470,0.06804055,0.49836535,1.42155535,0.03233404,0.36448948
-4.76338169,3.74170789,0.98307836,1.69584389,0.01000918,0.07355989,0.51514425,1.45097641,0.03548868,0.38046415
-4.75737869,3.83523682,1.01699096,1.73479741,0.01041383,0.07923817,0.53035217,1.47668484,0.03874109,0.39557575
-4.75137569,3.92084794,1.04794205,1.77057648,0.01078643,0.08504154,0.54391388,1.49870810,0.04206324,0.40972580
-4.74537269,3.99841345,1.07574788,1.80316121,0.01112572,0.09093206,0.55578596,1.51712176,0.04542438,0.42283284
-4.73936968,4.06787683,1.10028375,1.83254086,0.01143152,0.09686805,0.56595630,1.53204480,0.04879158,0.43483337
-4.73336668,4.12924463,1.12148647,1.85870888,0.01170471,0.10280455,0.57444230,1.54363425,0.05213044,0.44568209
-4.72736368,4.18257805,1.13935487,1.88165891,0.01194720,0.10869394,0.58128810,1.55207957,0.05540579,0.45535168
-4.72136068,4.22798464,1.15394853,1.90138163,0.01216190,0.11448666,0.58656091,1.55759684,0.05858256,0.46383195
-4.71535768,4.26561038,1.16538455,1.91786273,0.01235259,0.12013209,0.59034657,1.56042283,0.06162654,0.47112852
-4.70935468,4.29563218,1.17383254,1.93108179,0.01252380,0.12557950,0.59274470,1.56080914,0.06450527,0.47726109
-4.70335168,4.31825079,1.17950799,1.94101217,0.01268059,0.13077905,0.59386360,1.55901649,0.06718881,0.48226138
-4.69734867,4.33368426,1.18266406,1.94762160,0.01282839,0.13568287,0.59381521,1.55530906,0.06965038,0.48617087
-4.69134567,4.34216172,1.18358221,1.95087346,0.01297273,0.14024607,0.59271026,1.54994918,0.07186705,0.48903829
-4.68534267,4.34391753,1.18256181,1.95072853,0.01311903,0.14442775,0.59065398,1.54319208,0.07382009,0.49091722
-4.67933967,4.33918567,1.17990914,1.94714700,0.01327235,0.14819185,0.58774237,1.53528094,0.07549538,0.49186352
-4.67333667,4.32819434,1.17592606,1.94009074,0.01343712,0.15150789,0.58405928,1.52644220,0.07688345,0.49193306
-4.66733367,4.31116088,1.17089883,1.92952554,0.01361697,0.15435154,0.57967431,1.51688111,0.07797951,0.49117951
-4.66133067,4.28828698,1.16508735,1.91542344,0.01381448,0.15670496,0.57464156,1.50677768,0.07878324,0.48965236
-4.65532766,4.25975434,1.15871535,1.89776493,0.01403101,0.15855693,0.56899929,1.49628295,0.07929842,0.48739533
-4.64932466,4.22572116,1.15196182,1.87654122,0.01426662,0.15990270,0.56277029,1.48551592,0.07953249,0.48444499
-4.64332166,4.18631944,1.14495414,1.85175640,0.01451996,0.16074373,0.55596302,1.47456098,0.07949595,0.48082985
