energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Sn_p_up,Sn_p_down,Sn_d_up,Sn_d_down
-5.81390695,1.64028226,-1.77528429,0.66706935,-0.75287851,0.43600887,-0.46753609,0.02617616,-0.02480930,0.85945465,-0.94689736,0.11368169,-0.11352154,0.00012751,-0.00014896
-5.80790395,1.60011620,-1.74364350,0.64056398,-0.73165317,0.42312283,-0.45787067,0.02634349,-0.02535494,0.83554314,-0.92682023,0.11360251,-0.11447822,0.00012209,-0.00014312
-5.80190095,1.55866257,-1.70896291,0.61346253,-0.70820183,0.40950662,-0.44722194,0.02637942,-0.02581969,0.81121489,-0.90520272,0.11330334,-0.11517960,0.00011694,-0.00013731
-5.79589795,1.51658136,-1.67176524,0.58632074,-0.68302090,0.39528524,-0.43565724,0.02627891,-0.02618560,0.78689061,-0.88239475,0.11282314,-0.11563321,0.00011213,-0.00013163
-5.78989495,1.47453206,-1.63261990,0.55968248,-0.65663923,0.38059300,-0.42325931,0.02604098,-0.02643782,0.76298551,-0.85877355,0.11220851,-0.11585552,0.00010770,-0.00012614
-5.78389195,1.43315731,-1.59212788,0.53406607,-0.62960348,0.36557099,-0.41012463,0.02566875,-0.02656499,0.73989784,-0.83473267,0.11151245,-0.11587173,0.00010369,-0.00012092
-5.77788894,1.39306758,-1.55090619,0.50995171,-0.60246332,0.35036465,-0.39636157,0.02516917,-0.02655956,0.71799816,-0.81067060,0.11079281,-0.11571532,0.00010013,-0.00011603
-5.77188594,1.35482739,-1.50957231,0.48777064,-0.57575690,0.33512141,-0.38208850,0.02455284,-0.02641801,0.69761985,-0.78697954,0.11011050,-0.11542722,0.00009705,-0.00011151
-5.76588294,1.31894344,-1.46872922,0.46789610,-0.54999709,0.31998846,-0.36743176,0.02383350,-0.02614088,0.67905118,-0.76403448,0.10952761,-0.11505471,0.00009444,-0.00010741
-5.75987994,1.28585475,-1.42895131,0.45063623,-0.52565903,0.30511074,-0.35252369,0.02302758,-0.02573270,0.66252902,-0.74218327,0.10910536,-0.11465004,0.00009230,-0.00010376
-5.75387694,1.25592523,-1.39077154,0.43622924,-0.50316912,0.29062910,-0.33750054,0.02215361,-0.02520175,0.64823448,-0.72173772,0.10890214,-0.11426887,0.00009063,-0.00010056
-5.74787394,1.22943860,-1.35467031,0.42484058,-0.48289593,0.27667864,-0.32250056,0.02123164,-0.02455971,0.63629059,-0.70296623,0.10897150,-0.11396845,0.00008939,-0.00009784
-5.74187094,1.20659589,-1.32106609,0.41656227,-0.46514317,0.26338729,-0.30766202,0.02028258,-0.02382124,0.62676187,-0.68608799,0.10936033,-0.11380573,0.00008856,-0.00009557
-5.73586793,1.18751539,-1.29030816,0.41141420,-0.45014475,0.25087457,-0.29312134,0.01932760,-0.02300343,0.61965596,-0.67126910,0.11010722,-0.11383543,0.00008811,-0.00009376
-5.72986493,1.17223495,-1.26267159,0.40934724,-0.43806203,0.23925062,-0.27901138,0.01838760,-0.02212521,0.61492696,-0.65862044,0.11124112,-0.11410808,0.00008799,-0.00009238
-5.72386193,1.16071658,-1.23835446,0.41024792,-0.42898323,0.22861530,-0.26545981,0.01748268,-0.02120673,0.61248054,-0.64819761,0.11278023,-0.11466818,0.00008816,-0.00009140
-5.71785893,1.15285300,-1.21747744,0.41394459,-0.42292484,0.21905766,-0.25258761,0.01663177,-0.02026876,0.61218028,-0.64000264,0.11473138,-0.11555255,0.00008857,-0.00009078
-5.71185593,1.14847599,-1.20008565,0.42021464,-0.41983496,0.21065539,-0.24050778,0.01585226,-0.01933213,0.61385526,-0.63398756,0.11708965,-0.11678889,0.00008917,-0.00009048
-5.70585293,1.14736605,-1.18615275,0.42879262,-0.41959824,0.20347455,-0.22932426,0.01515983,-0.01841713,0.61730832,-0.63005943,0.11983855,-0.11839464,0.00008993,-0.00009045
-5.69984992,1.14926311,-1.17558700,0.43937894,-0.42204229,0.19756936,-0.21913101,0.01456832,-0.01754315,0.62232472,-0.62808686,0.12295040,-0.12037620,0.00009079,-0.00009066
-5.69384692,1.15387781,-1.16823921,0.45164896,-0.42694534,0.19298206,-0.21001134,0.01408969,-0.01672826,0.62868095,-0.62790752,0.12638726,-0.12272853,0.00009170,-0.00009105
-5.68784392,1.16090285,-1.16391208,0.46526200,-0.43404470,0.18974288,-0.20203742,0.01373412,-0.01598894,0.63615309,-0.62933648,0.13010212,-0.12543517,0.00009265,-0.00009158
-5.68184092,1.17002412,-1.16237076,0.47987031,-0.44304587,0.18786996,-0.19527001,0.01351007,-0.01533999,0.64452458,-0.63217484,0.13404035,-0.12846865,0.00009359,-0.00009220
-5.67583792,1.18093092,-1.16335409,0.49512743,-0.45363200,0.18736927,-0.18975833,0.01342448,-0.01479438,0.65359300,-0.63621854,0.13814145,-0.13179131,0.00009449,-0.00009287
-5.66983492,1.19332512,-1.16658608,0.51069604,-0.46547329,0.18823451,-0.18554005,0.01348291,-0.01436333,0.66317559,-0.64126673,0.14234087,-0.13535649,0.00009533,-0.00009355
-5.66383192,1.20692870,-1.17178719,0.52625480,-0.47823622,0.19044694,-0.18264139,0.01368976,-0.01405640,0.67311331,-0.64712948,0.14657205,-0.13911002,0.00009611,-0.00009423
-5.65782891,1.22148947,-1.17868491,0.54150432,-0.49159214,0.19397510,-0.18107719,0.01404836,-0.01388161,0.68327341,-0.65363446,0.15076827,-0.14299201,0.00009680,-0.00009486
-5.65182591,1.23678480,-1.18702304,0.55617192,-0.50522515,0.19877449,-0.18085102,0.01456108,-0.01384561,0.69355025,-0.66063229,0.15486461,-0.14693879,0.00009741,-0.00009544
-5.64582291,1.25262314,-1.19656954,0.57001521,-0.51883892,0.20478726,-0.18195517,0.01522938,-0.01395389,0.70386454,-0.66800041,0.15879968,-0.15088495,0.00009794,-0.00009595
-5.63981991,1.26884342,-1.20712222,0.58282444,-0.53216242,0.21194179,-0.18437056,0.01605376,-0.01421086,0.71416116,-0.67564517,0.16251707,-0.15476545,0.00009838,-0.00009639
-5.63381691,1.28531249,-1.21851231,0.59442374,-0.54495423,0.22015243,-0.18806652,0.01703365,-0.01462006,0.72440545,-0.68350216,0.16596668,-0.15851760,0.00009875,-0.00009676
-5.62781391,1.30192063,-1.23060553,0.60467109,-0.55700555,0.22931928,-0.19300045,0.01816722,-0.01518412,0.73457862,-0.69153482,0.16910555,-0.16208288,0.00009907,-0.00009706
-5.62181091,1.31857568,-1.24330080,0.61345743,-0.56814178,0.23932820,-0.19911734,0.01945116,-0.01590480,0.74467212,-0.69973129,0.17189853,-0.16540862,0.00009933,-0.00009731
-5.61580790,1.33519593,-1.25652653,0.62070476,-0.57822277,0.25005103,-0.20634925,0.02088034,-0.01678288,0.75468170,-0.70809980,0.17431841,-0.16844921,0.00009955,-0.00009751
-5.60980490,1.35170247,-1.27023476,0.62636367,-0.58714174,0.26134621,-0.21461480,0.02244754,-0.01781797,0.76460121,-0.71666279,0.17634586,-0.17116714,0.00009974,-0.00009769
-5.60380190,1.36801123,-1.28439355,0.63041023,-0.59482314,0.27305975,-0.22381865,0.02414311,-0.01900828,0.77441661,-0.72545013,0.17796893,-0.17353349,0.00009990,-0.00009786
-5.59779890,1.38402547,-1.29897796,0.63284269,-0.60121955,0.28502664,-0.23385126,0.02595470,-0.02035034,0.78410055,-0.73449171,0.17918232,-0.17552808,0.00010005,-0.00009804
-5.59179590,1.39962891,-1.31396023,0.63367795,-0.60630788,0.29707272,-0.24458877,0.02786703,-0.02183863,0.79360771,-0.74380989,0.17998643,-0.17713925,0.00010019,-0.00009823
-5.58579290,1.41468021,-1.32929970,0.63294811,-0.61008515,0.30901709,-0.25589332,0.02986172,-0.02346528,0.80287123,-0.75341228,0.18038624,-0.17836320,0.00010030,-0.00009846
-5.57978989,1.42900893,-1.34493313,0.63069724,-0.61256405,0.32067481,-0.26761380,0.03191733,-0.02521970,0.81180039,-0.76328498,0.18039013,-0.17920300,0.00010039,-0.00009872
-5.57378689,1.44241347,-1.36076594,0.62697841,-0.61376853,0.33186013,-0.27958701,0.03400939,-0.02708835,0.82027971,-0.77338703,0.18000863,-0.17966742,0.00010044,-0.00009901
-5.56778389,1.45466096,-1.37666508,0.62185113,-0.61372973,0.34238993,-0.29163947,0.03611071,-0.02905449,0.82816947,-0.78364609,0.17925340,-0.17976947,0.00010043,-0.00009934
-5.56178089,1.46548934,-1.39245376,0.61537932,-0.61248233,0.35208736,-0.30358968,0.03819177,-0.03109814,0.83530758,-0.79395572,0.17813620,-0.17952497,0.00010036,-0.00009968
-5.55577789,1.47461146,-1.40790877,0.60762962,-0.61006162,0.36078557,-0.31525099,0.04022127,-0.03319608,0.84151296,-0.80417441,0.17666815,-0.17895098,0.00010021,-0.00010004
-5.54977489,1.48172119,-1.42276027,0.59867026,-0.60650124,0.36833134,-0.32643486,0.04216683,-0.03532204,0.84658994,-0.81412658,0.17485923,-0.17806445,0.00009994,-0.00010038
-5.54377189,1.48650116,-1.43669451,0.58857029,-0.60183173,0.37458848,-0.33695457,0.04399579,-0.03744708,0.85033379,-0.82360524,0.17271807,-0.17688099,0.00009953,-0.00010067
-5.53776888,1.48863179,-1.44935912,0.57739921,-0.59607990,0.37944088,-0.34662909,0.04567607,-0.03954002,0.85253693,-0.83237651,0.17025195,-0.17541391,0.00009897,-0.00010090
-5.53176588,1.48780131,-1.46037104,0.56522679,-0.58926892,0.38279510,-0.35528720,0.04717717,-0.04156816,0.85299570,-0.84018572,0.16746717,-0.17367360,0.00009822,-0.00010103
-5.52576288,1.48371626,-1.46932665,0.55212324,-0.58141905,0.38458230,-0.36277137,0.04847103,-0.04349800,0.85151721,-0.84676474,0.16436949,-0.17166715,0.00009728,-0.00010101
-5.51975988,1.47611189,-1.47581362,0.53815932,-0.57254889,0.38475957,-0.36894163,0.04953296,-0.04529613,0.84792629,-0.85184030,0.16096488,-0.16939846,0.00009611,-0.00010083
-5.51375688,1.46476218,-1.47942406,0.52340670,-0.56267703,0.38331049,-0.37367887,0.05034244,-0.04693016,0.84207188,-0.85514297,0.15726030,-0.16686857,0.00009471,-0.00010045
-5.50775388,1.44948888,-1.47976819,0.50793811,-0.55182382,0.38024495,-0.37688773,0.05088377,-0.04836973,0.83383289,-0.85641634,0.15326449,-0.16407632,0.00009306,-0.00009984
-5.50175088,1.43016917,-1.47648807,0.49182758,-0.54001331,0.37559828,-0.37849879,0.05114662,-0.04958735,0.82312319,-0.85542595,0.14898876,-0.16101930,0.00009116,-0.00009896
-5.49574787,1.40674170,-1.46927065,0.47515052,-0.52727489,0.36942966,-0.37847000,0.05112635,-0.05055939,0.80989549,-0.85196774,0.14444765,-0.15769486,0.00008900,-0.00009780
-5.48974487,1.37921068,-1.45785952,0.45798364,-0.51364490,0.36182000,-0.37678733,0.05082408,-0.05126674,0.79414410,-0.84587555,0.13965940,-0.15410125,0.00008659,-0.00009635
-5.48374187,1.34764792,-1.44206493,0.44040485,-0.49916772,0.35286929,-0.37346453,0.05024665,-0.05169550,0.77590631,-0.83702733,0.13464619,-0.15023876,0.00008393,-0.00009458
-5.47773887,1.31219261,-1.42177152,0.42249294,-0.48389654,0.34269357,-0.36854219,0.04940626,-0.05183737,0.75526248,-0.82534994,0.12943422,-0.14611073,0.00008103,-0.00009251
-5.47173587,1.27304910,-1.39694356,0.40432718,-0.46789363,0.33142170,-0.36208589,0.04832004,-0.05168989,0.73233483,-0.81082228,0.12405340,-0.14172443,0.00007792,-0.00009012
-5.46573287,1.23048260,-1.36762744,0.38598686,-0.45123017,0.31919201,-0.35418385,0.04700931,-0.05125646,0.70728490,-0.79347662,0.11853695,-0.13709164,0.00007462,-0.00008743
-5.45972986,1.18481317,-1.33395132,0.36755076,-0.43398560,0.30614893,-0.34494399,0.04549885,-0.05054615,0.68030992,-0.77339824,0.11292063,-0.13222901,0.00007114,-0.00008445
-5.45372686,1.13640809,-1.29612219,0.34909652,-0.41624667,0.29243981,-0.33449053,0.04381603,-0.04957333,0.65163815,-0.75072328,0.10724195,-0.12715814,0.00006752,-0.00008121
-5.44772386,1.08567316,-1.25442030,0.33070007,-0.39810604,0.27821190,-0.32296043,0.04198983,-0.04835702,0.62152344,-0.72563503,0.10153917,-0.12190528,0.00006379,-0.00007774
-5.44172086,1.03304313,-1.20919144,0.31243506,-0.37966081,0.26360971,-0.31049971,0.04004997,-0.04692028,0.59023918,-0.69835890,0.09585033,-0.11650087,0.00005998,-0.00007406
-5.43571786,0.97897166,-1.16083746,0.29437227,-0.36101074,0.24877262,-0.29725981,0.03802602,-0.04528929,0.55807187,-0.66915612,0.09021217,-0.11097875,0.00005612,-0.00007021
-5.42971486,0.92392122,-1.10980538,0.27657908,-0.34225654,0.23383303,-0.28339409,0.03594657,-0.04349249,0.52531455,-0.63831666,0.08465929,-0.10537528,0.00005225,-0.00006623
-5.42371186,0.86835334,-1.05657561,0.25911904,-0.32349812,0.21891476,-0.26905470,0.03383859,-0.04155967,0.49226034,-0.60615154,0.07922327,-0.09972825,0.00004840,-0.00006216
-5.41770885,0.81271931,-1.00164987,0.24205147,-0.30483297,0.20413191,-0.25438973,0.03172681,-0.03952105,0.45919627,-0.57298487,0.07393211,-0.09407582,0.00004460,-0.00005804
-5.41170585,0.75745187,-0.94553913,0.22543108,-0.28635467,0.18958813,-0.23954083,0.02963337,-0.03740644,0.42639758,-0.53914596,0.06880969,-0.08845546,0.00004089,-0.00005391
-5.40570285,0.70295792,-0.88875206,0.20930774,-0.26815163,0.17537613,-0.22464126,0.02757750,-0.03524450,0.39412269,-0.50496167,0.06387560,-0.08290293,0.00003728,-0.00004981
-5.39969985,0.64961239,-0.83178440,0.19372626,-0.25030605,0.16157755,-0.20981441,0.02557540,-0.03306208,0.36260896,-0.47074934,0.05914507,-0.07745147,0.00003381,-0.00004577
-5.39369685,0.59775355,-0.77510952,0.17872627,-0.23289310,0.14826309,-0.19517276,0.02364029,-0.03088372,0.33206928,-0.43681050,0.05462910,-0.07213106,0.00003049,-0.00004184
-5.38769385,0.54767956,-0.71917026,0.16434210,-0.21598038,0.13549276,-0.18081720,0.02178249,-0.02873131,0.30268961,-0.40342546,0.05033476,-0.06696794,0.00002734,-0.00003803
-5.38169085,0.49964642,-0.66437246,0.15060280,-0.19962753,0.12331643,-0.16683681,0.02000966,-0.02662383,0.27462741,-0.37084889,0.04626562,-0.06198430,0.00002438,-0.00003437
-5.37568784,0.45386713,-0.61107996,0.13753212,-0.18388612,0.11177437,-0.15330880,0.01832708,-0.02457728,0.24801104,-0.33930654,0.04242227,-0.05719819,0.00002162,-0.00003089
-5.36968484,0.41051212,-0.55961125,0.12514864,-0.16879966,0.10089801,-0.14029885,0.01673798,-0.02260472,0.22293995,-0.30899297,0.03880284,-0.05262356,0.00001906,-0.00002761
-5.36368184,0.36971059,-0.51023757,0.11346588,-0.15440377,0.09071073,-0.12786154,0.01524391,-0.02071636,0.19948569,-0.28007043,0.03540363,-0.04827048,0.00001671,-0.00002454
-5.35767884,0.33155291,-0.46318251,0.10249247,-0.14072645,0.08122872,-0.11604100,0.01384507,-0.01891982,0.17769356,-0.25266862,0.03221961,-0.04414549,0.00001456,-0.00002168
-5.35167584,0.29609367,-0.41862274,0.09223240,-0.12778844,0.07246194,-0.10487163,0.01254067,-0.01722039,0.15758491,-0.22688544,0.02924494,-0.04025201,0.00001262,-0.00001905
-5.34567284,0.26335541,-0.37668989,0.08268530,-0.11560366,0.06441508,-0.09437893,0.01132922,-0.01562132,0.13915981,-0.20278846,0.02647338,-0.03659078,0.00001087,-0.00001664
-5.33966983,0.23333272,-0.33747338,0.07384679,-0.10417967,0.05708867,-0.08458035,0.01020884,-0.01412415,0.12240010,-0.18041710,0.02389870,-0.03316039,0.00000932,-0.00001446
-5.33366683,0.20599672,-0.30102382,0.06570887,-0.09351816,0.05048010,-0.07548624,0.00917745,-0.01272904,0.10727261,-0.15978524,0.02151489,-0.02995767,0.00000795,-0.00001248
-5.32766383,0.18129971,-0.26735713,0.05826036,-0.08361548,0.04458479,-0.06710084,0.00823296,-0.01143505,0.09373258,-0.14088437,0.01931639,-0.02697819,0.00000675,-0.00001072
-5.32166083,0.15917984,-0.23645891,0.05148745,-0.07446318,0.03939736,-0.05942323,0.00737346,-0.01024048,0.08172698,-0.12368680,0.01729821,-0.02421661,0.00000571,-0.00000916
-5.31565783,0.13956575,-0.20828918,0.04537420,-0.06604859,0.03491275,-0.05244843,0.00659726,-0.00914305,0.07119776,-0.10814921,0.01545598,-0.02166700,0.00000482,-0.00000778
-5.30965483,0.12238098,-0.18278716,0.03990317,-0.05835536,0.03112740,-0.04616843,0.00590304,-0.00814016,0.06208499,-0.09421611,0.01378599,-0.01932312,0.00000406,-0.00000658
-5.30365183,0.10754823,-0.15987609,0.03505608,-0.05136413,0.02804031,-0.04057334,0.00528981,-0.00722908,0.05432969,-0.08182332,0.01228515,-0.01717864,0.00000344,-0.00000554
-5.29764882,0.09499312,-0.13946803,0.03081442,-0.04505316,0.02565402,-0.03565254,0.00475701,-0.00640705,0.04787632,-0.07090131,0.01095100,-0.01522727,0.00000293,-0.00000465
-5.29164582,0.08464764,-0.12146843,0.02716015,-0.03939898,0.02397551,-0.03139577,0.00430448,-0.00567144,0.04267504,-0.06137831,0.00978163,-0.01346292,0.00000254,-0.00000389
-5.28564282,0.07645297,-0.10578049,0.02407637,-0.03437710,0.02301680,-0.02779435,0.00393245,-0.00501987,0.03868347,-0.05318326,0.00877566,-0.01187979,0.00000224,-0.00000326
-5.27963982,0.07036181,-0.09230931,0.02154796,-0.02996274,0.02279542,-0.02484224,0.00364152,-0.00445021,0.03586800,-0.04624840,0.00793221,-0.01047244,0.00000204,-0.00000275
-5.27363682,0.06634000,-0.08096554,0.01956223,-0.02613157,0.02333455,-0.02253708,0.00343261,-0.00396071,0.03420474,-0.04051164,0.00725084,-0.00923586,0.00000193,-0.00000233
-5.26763382,0.06436745,-0.07166877,0.01810943,-0.02286044,0.02466281,-0.02088114,0.00330695,-0.00355001,0.03367995,-0.03591845,0.00673157,-0.00816556,0.00000191,-0.00000202
-5.26163082,0.06443840,-0.06435032,0.01718336,-0.02012812,0.02681374,-0.01988207,0.00326596,-0.00321719,0.03428999,-0.03242353,0.00637482,-0.00725759,0.00000197,-0.00000179
-5.25562781,0.06656089,-0.05895557,0.01678175,-0.01791602,0.02982487,-0.01955346,0.00331117,-0.00296175,0.03604083,-0.02999201,0.00618141,-0.00650865,0.00000213,-0.00000164
-5.24962481,0.07075554,-0.05544568,0.01690669,-0.01620883,0.03373637,-0.01991519,0.00344415,-0.00278365,0.03894718,-0.02860028,0.00615249,-0.00591612,0.00000238,-0.00000157
-5.24362181,0.07705369,-0.05379871,0.01756494,-0.01499522,0.03858944,-0.02099340,0.00366632,-0.00268329,0.04303110,-0.02823642,0.00628953,-0.00547815,0.00000273,-0.00000159
-5.23761881,0.08549489,-0.05401001,0.01876826,-0.01426834,0.04442419,-0.02282026,0.00397885,-0.00266144,0.04832047,-0.02890017,0.00659427,-0.00519367,0.00000319,-0.00000168
-5.23161581,0.09612404,-0.05609199,0.02053356,-0.01402636,0.05127743,-0.02543319,0.00438246,-0.00271921,0.05484699,-0.03060257,0.00706861,-0.00506245,0.00000377,-0.00000185
-5.22561281,0.10898810,-0.06007318,0.02288318,-0.01427290,0.05918015,-0.02887389,0.00487724,-0.00285797,0.06264421,-0.03336513,0.00771456,-0.00508509,0.00000448,-0.00000211
-5.21960980,0.12413270,-0.06599661,0.02584503,-0.01501738,0.06815495,-0.03318688,0.00546245,-0.00307919,0.07174540,-0.03721869,0.00853415,-0.00526304,0.00000534,-0.00000246
-5.21360680,0.14159888,-0.07391756,0.02945283,-0.01627531,0.07821354,-0.03841770,0.00613632,-0.00338436,0.08218149,-0.04220186,0.00952936,-0.00559855,0.00000638,-0.00000292
-5.20760380,0.16142003,-0.08390087,0.03374626,-0.01806854,0.08935446,-0.04461079,0.00689589,-0.00377480,0.09397927,-0.04835926,0.01070204,-0.00609459,0.00000762,-0.00000350
-5.20160080,0.18361943,-0.09601766,0.03877128,-0.02042540,0.10156108,-0.05180713,0.00773679,-0.00425142,0.10715983,-0.05573950,0.01205389,-0.00675481,0.00000908,-0.00000421
-5.19559780,0.20820843,-0.11034198,0.04458027,-0.02338087,0.11480023,-0.06004171,0.00865316,-0.00481461,0.12173747,-0.06439302,0.01358641,-0.00758340,0.00001079,-0.00000507
-5.18959480,0.23518565,-0.12694714,0.05123240,-0.02697665,0.12902134,-0.06934092,0.00963754,-0.00546394,0.13771917,-0.07436990,0.01530100,-0.00858504,0.00001281,-0.00000612
-5.18359180,0.26453715,-0.14590230,0.05879379,-0.03126127,0.14415653,-0.07972005,0.01068082,-0.00619797,0.15510462,-0.08571774,0.01719902,-0.00976474,0.00001516,-0.00000736
-5.17758879,0.29623770,-0.16726919,0.06733770,-0.03629011,0.16012146,-0.09118094,0.01177228,-0.00701407,0.17388691,-0.09847973,0.01928193,-0.01112783,0.00001789,-0.00000884
-5.17158579,0.33025334,-0.19109945,0.07694459,-0.04212544,0.17681719,-0.10371011,0.01289974,-0.00790820,0.19405384,-0.11269296,0.02155153,-0.01267984,0.00002105,-0.00001059
-5.16558279,0.36654474,-0.21743254,0.08770196,-0.04883643,0.19413296,-0.11727725,0.01404968,-0.00887479,0.21558985,-0.12838719,0.02401020,-0.01442649,0.00002471,-0.00001265
