energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Na_s_up,Na_s_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.87393697,2.12292910,-3.12230334,0.00238370,-0.03251425,0.25242347,-0.49918539,0.62823213,-1.32175379,0.92854292,-0.72001803,0.01139407,-0.04121955,0.93486808,-1.48054707,0.00000000,-0.00000000
-5.86793397,2.12425616,-2.93367054,0.00216537,-0.02927863,0.26253357,-0.46496181,0.60964896,-1.22515972,0.96047647,-0.67472889,0.01117040,-0.03710536,0.91434460,-1.39709699,0.00000000,-0.00000000
-5.86193097,2.13169884,-2.75756983,0.00198387,-0.02624490,0.27425155,-0.43428342,0.59322694,-1.13463781,0.99474498,-0.63355649,0.01089286,-0.03347915,0.89539483,-1.31704161,0.00000000,-0.00000000
-5.85592796,2.14397144,-2.59455422,0.00183462,-0.02341622,0.28725029,-0.40707652,0.57863738,-1.05035748,1.03064227,-0.59654337,0.01056698,-0.03029552,0.87772907,-1.24090316,0.00000000,-0.00000000
-5.84992496,2.15971660,-2.44501573,0.00171317,-0.02079340,0.30117628,-0.38321915,0.56556166,-0.97241396,1.06739227,-0.56368261,0.01019898,-0.02751479,0.86105905,-1.16916135,0.00000000,-0.00000000
-5.84392196,2.17752287,-2.30917654,0.00161526,-0.01837508,0.31565563,-0.36254560,0.55369162,-0.90083166,1.10416155,-0.53491912,0.00979558,-0.02510328,0.84509913,-1.10224031,0.00000000,-0.00000000
-5.83791896,2.19594549,-2.18708362,0.00153690,-0.01615793,0.33030118,-0.34485151,0.54273027,-0.83556816,1.14007514,-0.51015142,0.00936373,-0.02303314,0.82956754,-1.04049706,0.00000000,-0.00000000
-5.83191596,2.21353094,-2.07860713,0.00147438,-0.01413687,0.34472071,-0.32989949,0.53239287,-0.77651879,1.17423558,-0.48923417,0.00891038,-0.02128209,0.81418798,-0.98421192,0.00000000,-0.00000000
-5.82591296,2.22884516,-1.98344315,0.00142431,-0.01230522,0.35852605,-0.31742500,0.52240867,-0.72352174,1.20574488,-0.47198135,0.00844231,-0.01983281,0.79869199,-0.93358157,0.00000000,-0.00000000
-5.81990995,2.24050495,-1.90112082,0.00138364,-0.01065500,0.37134279,-0.30714273,0.51252337,-0.67636342,1.23372881,-0.45817027,0.00796591,-0.01867221,0.78282219,-0.88871463,0.00000000,-0.00000000
-5.81390695,2.24721197,-1.83101388,0.00134962,-0.00917708,0.38282046,-0.29875307,0.50250230,-0.63478430,1.25736281,-0.44754611,0.00748707,-0.01779055,0.76633645,-0.84963009,0.00000000,-0.00000000
-5.80790395,2.24778803,-1.77235625,0.00131989,-0.00786147,0.39264259,-0.29194872,0.49213425,-0.59848488,1.27589848,-0.43982715,0.00701103,-0.01718051,0.74901291,-0.81625846,0.00000000,-0.00000000
-5.80190095,2.24121032,-1.72426105,0.00129239,-0.00669752,0.40053650,-0.28642136,0.48123567,-0.56713187,1.28868965,-0.43471042,0.00654237,-0.01683621,0.73065557,-0.78844532,0.00000000,-0.00000000
-5.79589795,2.22664501,-1.68574232,0.00126542,-0.00567415,0.40628225,-0.28186813,0.46965519,-0.54036452,1.29521688,-0.43187765,0.00608490,-0.01675218,0.71110019,-0.76595707,0.00000000,-0.00000000
-5.78989495,2.20347757,-1.65573865,0.00123757,-0.00478002,0.40972055,-0.27799786,0.45727791,-0.51780084,1.29510920,-0.43100124,0.00564172,-0.01692248,0.69022003,-0.74848839,0.00000000,-0.00000000
-5.78389195,2.17133819,-1.63313748,0.00120777,-0.00400381,0.41075916,-0.27453690,0.44402945,-0.49904377,1.28816217,-0.43175019,0.00521524,-0.01733978,0.66793109,-0.73567092,0.00000000,-0.00000000
-5.77788894,2.13012083,-1.61679938,0.00117520,-0.00333430,0.40937756,-0.27123428,0.42987918,-0.48368713,1.27435125,-0.43379561,0.00480721,-0.01799461,0.64419629,-0.72708278,0.00000000,-0.00000000
-5.77188594,2.07999495,-1.60558115,0.00113933,-0.00276061,0.40562977,-0.26786618,0.41484266,-0.47132121,1.25383987,-0.43681582,0.00441881,-0.01887470,0.61902837,-0.72225844,0.00000000,-0.00000000
-5.76588294,2.02140892,-1.59835705,0.00109990,-0.00227227,0.39964502,-0.26423953,0.39898282,-0.46153792,1.22698186,-0.44050074,0.00405071,-0.01996446,0.59249105,-0.72069860,0.00000000,-0.00000000
-5.75987994,1.95508488,-1.59403759,0.00105683,-0.00185938,0.39162644,-0.26019454,0.38240989,-0.45393552,1.19431790,-0.44455562,0.00370318,-0.02124464,0.56469843,-0.72187976,0.00000000,-0.00000000
-5.75387694,1.88200515,-1.59158533,0.00101026,-0.00151267,0.38184772,-0.25560625,0.36528001,-0.44812272,1.15656631,-0.44870393,0.00337618,-0.02269215,0.53581241,-0.72526333,0.00000000,-0.00000000
-5.74787394,1.80339057,-1.59002770,0.00096050,-0.00122356,0.37064787,-0.25038490,0.34779240,-0.44372236,1.11460846,-0.45268958,0.00306941,-0.02428006,0.50603826,-0.73030421,0.00000000,-0.00000000
-5.74187094,1.72067169,-1.58846683,0.00090798,-0.00098420,0.35842433,-0.24447532,0.33018531,-0.44037449,1.06946944,-0.45627848,0.00278240,-0.02597781,0.47561851,-0.73645878,0.00000000,-0.00000000
-5.73586793,1.63545396,-1.58608654,0.00085324,-0.00078750,0.34562459,-0.23785523,0.31273080,-0.43773907,1.02229471,-0.45925945,0.00251457,-0.02775154,0.44482543,-0.74319243,0.00000000,-0.00000000
-5.72986493,1.54947818,-1.58215718,0.00079690,-0.00062713,0.33273670,-0.23053265,0.29572852,-0.43549825,0.97432372,-0.46144490,0.00226528,-0.02956472,0.41395240,-0.74998671,0.00000000,-0.00000000
-5.72386193,1.46457770,-1.57603855,0.00073964,-0.00049750,0.32027882,-0.22254257,0.27949872,-0.43335845,0.92686117,-0.46267117,0.00203386,-0.03137877,0.38330477,-0.75634630,0.00000000,-0.00000000
-5.71785893,1.38263384,-1.56718165,0.00068212,-0.00039372,0.30878806,-0.21394308,0.26437464,-0.43105221,0.88124711,-0.46279878,0.00181967,-0.03315398,0.35319031,-0.76180583,0.00000000,-0.00000000
-5.71185593,1.30553072,-1.55512980,0.00062503,-0.00031159,0.29880899,-0.20481104,0.25069459,-0.42833994,0.83882641,-0.46171284,0.00162205,-0.03485045,0.32391008,-0.76593678,0.00000000,-0.00000000
-5.70585293,1.23511079,-1.53951944,0.00056901,-0.00024755,0.29088177,-0.19523771,0.23879373,-0.42501164,0.80091846,-0.45932358,0.00144042,-0.03642914,0.29574975,-0.76835433,0.00000000,-0.00000000
-5.69984992,1.17313204,-1.52008117,0.00051467,-0.00019861,0.28553026,-0.18532425,0.22899593,-0.42088857,0.76878762,-0.45556710,0.00127421,-0.03785293,0.26897189,-0.76872421,0.00000000,-0.00000000
-5.69384692,1.12122747,-1.49664101,0.00046257,-0.00016236,0.28325008,-0.17517762,0.22160561,-0.41582493,0.74361485,-0.45040640,0.00112292,-0.03908773,0.24380950,-0.76676948,0.00000000,-0.00000000
-5.68784392,1.08086762,-1.46912200,0.00041318,-0.00013687,0.28449680,-0.16490671,0.21689984,-0.40970937,0.72647084,-0.44383260,0.00098610,-0.04010345,0.22046082,-0.76227684,0.00000000,-0.00000000
-5.68184092,1.05332614,-1.43754599,0.00036693,-0.00012065,0.28967432,-0.15461905,0.21512068,-0.40246637,0.71829085,-0.43586622,0.00086339,-0.04087500,0.19908563,-0.75510236,0.00000000,-0.00000000
-5.67583792,1.03964900,-1.40203522,0.00032418,-0.00011265,0.29912348,-0.14441812,0.21646793,-0.39405730,0.71985140,-0.42655850,0.00075449,-0.04138301,0.17980296,-0.74517631,0.00000000,-0.00000000
-5.66983492,1.04062720,-1.36281338,0.00028523,-0.00011221,0.31311115,-0.13440121,0.22109222,-0.38448102,0.73174905,-0.41599248,0.00065924,-0.04161449,0.16269020,-0.73250661,0.00000000,-0.00000000
-5.66383192,1.05677332,-1.32020554,0.00025035,-0.00011900,0.33181982,-0.12465804,0.22908879,-0.37377394,0.75438134,-0.40428370,0.00057764,-0.04156327,0.14778350,-0.71718074,0.00000000,-0.00000000
-5.65782891,1.08830203,-1.27463662,0.00021978,-0.00013304,0.35533806,-0.11526994,0.24049181,-0.36200936,0.78793034,-0.39158038,0.00050989,-0.04123020,0.13507925,-0.69936561,0.00000000,-0.00000000
-5.65182591,1.13511499,-1.22662777,0.00019377,-0.00015464,0.38365208,-0.10630958,0.25526958,-0.34929598,0.83234899,-0.37806287,0.00045645,-0.04062310,0.12453647,-0.67930545,0.00000000,-0.00000000
-5.64582291,1.19679063,-1.17679036,0.00017258,-0.00018442,0.41663871,-0.09784128,0.27332081,-0.33577557,0.88735095,-0.36394231,0.00041815,-0.03975661,0.11607996,-0.65731722,0.00000000,-0.00000000
-5.63981991,1.27257932,-1.12581732,0.00015654,-0.00022329,0.45406036,-0.08992163,0.29447207,-0.32161969,0.95240445,-0.34945833,0.00039627,-0.03865169,0.10960402,-0.63378381,0.00000000,-0.00000000
-5.63381691,1.36140488,-1.07447176,0.00014608,-0.00027241,0.49556224,-0.08260047,0.31847679,-0.30702556,1.02673081,-0.33487586,0.00039263,-0.03733504,0.10497656,-0.60914489,0.00000000,-0.00000000
-5.62781391,1.46187301,-1.02357285,0.00014174,-0.00033324,0.54067239,-0.07592208,0.34501607,-0.29221112,1.10930844,-0.32048103,0.00040976,-0.03583834,0.10204349,-0.58388575,0.00000000,-0.00000000
-5.62181091,1.57228760,-0.97397924,0.00014425,-0.00040750,0.58880490,-0.06992643,0.37370143,-0.27740935,1.19888299,-0.30657620,0.00045102,-0.03419735,0.10063325,-0.55852426,0.00000000,-0.00000000
-5.61580790,1.69067546,-0.92657044,0.00015454,-0.00049718,0.63926672,-0.06465052,0.40407978,-0.26286210,1.29398414,-0.29347431,0.00052078,-0.03245106,0.10056147,-0.53359651,0.00000000,-0.00000000
-5.60980490,1.81481992,-0.88222664,0.00017381,-0.00060453,0.69126817,-0.06012966,0.43564079,-0.24881358,1.39294951,-0.28149269,0.00062458,-0.03064062,0.10163567,-0.50964138,0.00000000,-0.00000000
-5.60380190,1.94230350,-0.84180755,0.00020355,-0.00073206,0.74393731,-0.05639859,0.46782656,-0.23550367,1.49395575,-0.27094652,0.00076935,-0.02880853,0.10365991,-0.48718477,0.00000000,-0.00000000
-5.59779890,2.07055923,-0.80613105,0.00024561,-0.00088254,0.79633813,-0.05349251,0.50004373,-0.22316137,1.59505656,-0.26214211,0.00096358,-0.02699767,0.10643951,-0.46672381,0.00000000,-0.00000000
-5.59179590,2.19692996,-0.77595226,0.00030222,-0.00105898,0.84749203,-0.05144790,0.53167760,-0.21199857,1.69422711,-0.25537026,0.00121754,-0.02525055,0.10978565,-0.44871172,0.00000000,-0.00000000
-5.58579290,2.31873429,-0.75194375,0.00037603,-0.00126462,0.89640236,-0.05030303,0.56210823,-0.20220428,1.78941380,-0.25089994,0.00154346,-0.02360862,0.11351999,-0.43354381,0.00000000,-0.00000000
-5.57978989,2.43333747,-0.73467768,0.00047016,-0.00150290,0.94208097,-0.05009834,0.59072781,-0.19393961,1.87858794,-0.24897231,0.00195571,-0.02211170,0.11747911,-0.42154503,0.00000000,-0.00000000
-5.57378689,2.53822491,-0.72461020,0.00058820,-0.00177743,0.98357621,-0.05087645,0.61695895,-0.18733359,1.95980173,-0.24979544,0.00247093,-0.02079755,0.12151889,-0.41295956,0.00000000,-0.00000000
-5.56778389,2.63107587,-0.72206880,0.00073421,-0.00209198,1.02000103,-0.05268191,0.64027313,-0.18247994,2.03124433,-0.25353970,0.00310819,-0.01970152,0.12551863,-0.40794279,0.00000000,-0.00000000
-5.56178089,2.70983443,-0.72724294,0.00091273,-0.00245037,1.05056028,-0.05556064,0.66020862,-0.17943491,2.09129600,-0.26033394,0.00388894,-0.01885630,0.12938489,-0.40655585,0.00000000,-0.00000000
-5.55577789,2.77277482,-0.74017814,0.00112873,-0.00285645,1.07457583,-0.05955905,0.67638721,-0.17821616,2.13857800,-0.27026258,0.00483708,-0.01829178,0.13305492,-0.40876304,0.00000000,-0.00000000
-5.54977489,2.81855834,-0.76077373,0.00138755,-0.00331402,1.09150863,-0.06472277,0.68852891,-0.17880277,2.17199595,-0.28336346,0.00597877,-0.01803491,0.13649962,-0.41443218,0.00000000,-0.00000000
-5.54377189,2.84627923,-0.78878416,0.00169484,-0.00382672,1.10097647,-0.07109509,0.69646407,-0.18113626,2.19077485,-0.29962667,0.00734223,-0.01810958,0.13972588,-0.42333773,0.00000000,-0.00000000
-5.53776888,2.85549735,-0.82382382,0.00205640,-0.00439791,1.10276673,-0.07871505,0.70014224,-0.18512254,2.19448398,-0.31899398,0.00895739,-0.01853649,0.14277814,-0.43516696,0.00000000,-0.00000000
-5.53176588,2.84625596,-0.86537515,0.00247807,-0.00503057,1.09684348,-0.08761511,0.69963749,-0.19063483,2.18305051,-0.34135913,0.01085538,-0.01933292,0.14573920,-0.44952855,0.00000000,-0.00000000
-5.52576288,2.81908366,-0.91279958,0.00296556,-0.00572713,1.08334854,-0.09781861,0.69514965,-0.19751724,2.15676107,-0.36656871,0.01306795,-0.02051254,0.14873003,-0.46596367,0.00000000,-0.00000000
-5.51975988,2.77498031,-0.96535102,0.00352419,-0.00648934,1.06259644,-0.10933692,0.68700164,-0.20558897,2.11625128,-0.39442352,0.01562664,-0.02208498,0.15190855,-0.48395912,0.00000000,-0.00000000
-5.51375688,2.71538712,-1.02219138,0.00415869,-0.00731806,1.03506358,-0.12216639,0.67563271,-0.21464902,2.06248351,-0.42468051,0.01856193,-0.02405546,0.15546738,-0.50296197,0.00000000,-0.00000000
-5.50775388,2.64214244,-1.08240754,0.00487296,-0.00821313,1.00137202,-0.13628525,0.66158793,-0.22448114,1.99671402,-0.45705501,0.02190218,-0.02642422,0.15963046,-0.52239539,0.00000000,-0.00000000
-5.50175088,2.55742475,-1.14502939,0.00566975,-0.00917316,0.96226874,-0.15165053,0.64550432,-0.23485898,1.92045090,-0.49122342,0.02567247,-0.02918598,0.16464852,-0.54167511,0.00000000,-0.00000000
-5.49574787,2.46368545,-1.20904831,0.00655043,-0.01019534,0.91860126,-0.16819512,0.62809405,-0.24555118,1.83540473,-0.52682619,0.02989343,-0.03232926,0.17079351,-0.56022584,0.00000000,-0.00000000
-5.48974487,2.36357401,-1.27343568,0.00751470,-0.01127535,0.87129088,-0.18582529,0.61012546,-0.25632637,1.74343417,-0.56347116,0.03457996,-0.03583584,0.17835188,-0.57749723,0.00000000,-0.00000000
-5.48374187,2.25985857,-1.33716095,0.00856039,-0.01240717,0.82130448,-0.20441865,0.59240250,-0.26695789,1.64648877,-0.60073735,0.03973997,-0.03968015,0.18761703,-0.59297876,0.00000000,-0.00000000
-5.47773887,2.15534506,-1.39920900,0.00968318,-0.01358299,0.76962646,-0.22382294,0.57574332,-0.27722813,1.54655145,-0.63817919,0.04537322,-0.04382887,0.19888083,-0.60621304,0.00000000,-0.00000000
-5.47173587,2.05279780,-1.45859649,0.01087654,-0.01479320,0.71723157,-0.24385568,0.56095883,-0.28693248,1.44558291,-0.67533135,0.05147024,-0.04824062,0.21242448,-0.61680714,0.00000000,-0.00000000
-5.46573287,1.95486444,-1.51438695,0.01213154,-0.01602634,0.66506001,-0.26430502,0.54883188,-0.29588277,1.34547000,-0.71171425,0.05801141,-0.05286596,0.22850892,-0.62444149,0.00000000,-0.00000000
-5.45972986,1.86400765,-1.56570480,0.01343692,-0.01726922,0.61399541,-0.28493173,0.54009777,-0.30391022,1.24797985,-0.74684037,0.06496629,-0.05764758,0.24736500,-0.62887629,0.00000000,-0.00000000
-5.45372686,1.78244574,-1.61174792,0.01477912,-0.01850703,0.56484659,-0.30547264,0.53542661,-0.31086793,1.15472118,-0.78022139,0.07229323,-0.06252085,0.26918365,-0.62995501,0.00000000,-0.00000000
-5.44772386,1.71210364,-1.65179927,0.01614245,-0.01972357,0.51833337,-0.32564542,0.53540821,-0.31663289,1.06711366,-0.81137633,0.07993932,-0.06741470,0.29410651,-0.62760528,0.00000000,-0.00000000
-5.44172086,1.65457566,-1.68523736,0.01750934,-0.02090155,0.47507688,-0.34515479,0.54053975,-0.32110762,0.98636600,-0.83984062,0.08784065,-0.07225284,0.32221723,-0.62183702,0.00000000,-0.00000000
-5.43571786,1.61110037,-1.71154586,0.01886074,-0.02202292,0.43559408,-0.36369998,0.55121670,-0.32422150,0.91346282,-0.86517603,0.09592301,-0.07695531,0.35353388,-0.61273823,0.00000000,-0.00000000
-5.42971486,1.58254806,-1.73032256,0.02017649,-0.02306936,0.40029665,-0.38098339,0.56772713,-0.32593181,0.84916006,-0.88698146,0.10410299,-0.08144033,0.38800290,-0.60046864,0.00000000,-0.00000000
-5.42371186,1.56942043,-1.74128760,0.02143587,-0.02402269,0.36949361,-0.39672008,0.59024957,-0.32622471,0.79398839,-0.90490420,0.11228939,-0.08562642,0.42549497,-0.58525168,0.00000000,-0.00000000
-5.41770885,1.57186195,-1.74429124,0.02261818,-0.02486544,0.34339735,-0.41064792,0.61885449,-0.32511604,0.74826378,-0.91865167,0.12038510,-0.08943469,0.46580315,-0.56736525,0.00000000,-0.00000000
-5.41170585,1.58968205,-1.73932105,0.02370332,-0.02558133,0.32213232,-0.42253803,0.65350916,-0.32265218,0.71210414,-0.92800306,0.12828921,-0.09279118,0.50864374,-0.54713175,0.00000000,-0.00000000
-5.40570285,1.62238696,-1.72650844,0.02467246,-0.02615586,0.30574584,-0.43220502,0.69408588,-0.31891100,0.68545090,-0.93282051,0.13589942,-0.09562931,0.55365996,-0.52490788,0.00000000,-0.00000000
-5.39969985,1.66921979,-1.70613447,0.02550858,-0.02657673,0.29422019,-0.43951682,0.74037306,-0.31400276,0.66809420,-0.93305964,0.14311468,-0.09789211,0.60042879,-0.50107469,0.00000000,-0.00000000
-5.39369685,1.72920725,-1.67863454,0.02619715,-0.02683435,0.28748536,-0.44440347,0.79208883,-0.30807127,0.65970054,-0.92877862,0.14983782,-0.09953431,0.64847103,-0.47602830,0.00000000,-0.00000000
-5.38769385,1.80121145,-1.64460185,0.02672656,-0.02692215,0.28543183,-0.44686473,0.84889658,-0.30129497,0.65984153,-0.92014561,0.15597835,-0.10052415,0.69726436,-0.45017160,0.00000000,-0.00000000
-5.38169085,1.88398479,-1.60478916,0.02708864,-0.02683693,0.28792250,-0.44697594,0.91042175,-0.29388816,0.66802254,-0.90744407,0.16145506,-0.10084476,0.74625938,-0.42390725,0.00000000,-0.00000000
-5.37568784,1.97622598,-1.56010860,0.02727898,-0.02657895,0.29480364,-0.44489203,0.97626909,-0.28610209,0.68371029,-0.89107552,0.16619853,-0.10049510,0.79489812,-0.39763214,0.00000000,-0.00000000
-5.36968484,2.07663548,-1.51162908,0.02729715,-0.02615205,0.30591395,-0.44084931,1.04603965,-0.27822601,0.70635822,-0.87155954,0.17015326,-0.09949045,0.84263450,-0.37173338,0.00000000,-0.00000000
-5.36368184,2.18396809,-1.46057107,0.02714685,-0.02556357,0.32109168,-0.43516502,1.11934653,-0.27058785,0.73542899,-0.84953070,0.17327962,-0.09786238,0.88895612,-0.34658575,0.00000000,-0.00000000
-5.35767884,2.29708100,-1.40829833,0.02683591,-0.02482414,0.34017950,-0.42823439,1.19582863,-0.26355458,0.77041317,-0.82573242,0.17555522,-0.09565811,0.93340646,-0.32255067,0.00000000,-0.00000000
-5.35167584,2.41497548,-1.35630652,0.02637614,-0.02394744,0.36302685,-0.42052546,1.27516164,-0.25753191,0.81084389,-0.80100753,0.17697585,-0.09293954,0.97560676,-0.29997629,0.00000000,-0.00000000
-5.34567284,2.53683061,-1.30620829,0.02578315,-0.02294978,0.38948995,-0.41257143,1.35706551,-0.25296329,0.85630686,-0.77628579,0.17755595,-0.08978170,1.01527644,-0.27919868,0.00000000,-0.00000000
-5.33966983,2.66202781,-1.25971484,0.02507595,-0.02184966,0.41942951,-0.40496093,1.44130815,-0.25032790,0.90644569,-0.75256832,0.17732846,-0.08627089,1.05225122,-0.26054366,0.00000000,-0.00000000
-5.33366683,2.79016541,-1.21861393,0.02427660,-0.02066725,0.45270641,-0.39832612,1.52770482,-0.25013748,0.96096264,-0.73090921,0.17634415,-0.08250253,1.08649811,-0.24432906,0.00000000,-0.00000000
-5.32766383,2.92106250,-1.18474413,0.02340971,-0.01942387,0.48917563,-0.39332911,1.61611353,-0.25293181,1.01961488,-0.71239459,0.17467044,-0.07857872,1.11812631,-0.23086708,0.00000000,-0.00000000
-5.32166083,3.05475243,-1.15996563,0.02250188,-0.01814144,0.52867910,-0.39064666,1.70642659,-0.25927261,1.08220690,-0.69811942,0.17238967,-0.07460579,1.14739347,-0.22046637,0.00000000,-0.00000000
-5.31565783,3.19146622,-1.14612750,0.02158119,-0.01684195,0.57103774,-0.39095363,1.79855892,-0.26973577,1.14857956,-0.68916237,0.16959700,-0.07069165,1.17470690,-0.21343356,0.00000000,-0.00000000
-5.30965483,3.33160710,-1.14503193,0.02067659,-0.01554701,0.61604366,-0.39490544,1.89243413,-0.28490170,1.21859670,-0.68655925,0.16639791,-0.06694333,1.20061935,-0.21007399,0.00000000,-0.00000000
-5.30365183,3.47571764,-1.15839552,0.01981736,-0.01427743,0.66345282,-0.40311970,1.98796929,-0.30534392,1.29213029,-0.69127534,0.16290541,-0.06346453,1.22581947,-0.21069133,0.00000000,-0.00000000
-5.29764882,3.62444127,-1.18780838,0.01903252,-0.01305290,0.71297907,-0.41615766,2.08505978,-0.33161573,1.36904503,-0.70417730,0.15923706,-0.06035331,1.25111704,-0.21558608,0.00000000,-0.00000000
-5.29164582,3.77848048,-1.23469160,0.01835031,-0.01189171,0.76429009,-0.43450562,2.18356554,-0.36423527,1.44918365,-0.72600518,0.15551195,-0.05770002,1.27742359,-0.22505257,0.00000000,-0.00000000
-5.28564282,3.93855396,-1.30025400,0.01779767,-0.01081066,0.81700568,-0.45855687,2.28329995,-0.40366922,1.53235394,-0.75734512,0.15184764,-0.05558547,1.30572882,-0.23937479,0.00000000,-0.00000000
-5.27963982,4.10535494,-1.38544935,0.01739975,-0.00982492,0.87069900,-0.48859473,2.38402252,-0.45031543,1.61831837,-0.79860379,0.14835723,-0.05407927,1.33707377,-0.25882078,0.00000000,-0.00000000
-5.27363682,4.27951292,-1.49093525,0.01717945,-0.00894813,0.92490084,-0.52477705,2.48543641,-0.50448523,1.70678732,-0.84998506,0.14514667,-0.05323851,1.37252155,-0.28363586,0.00000000,-0.00000000
-5.26763382,4.46156061,-1.61703540,0.01715701,-0.00819241,0.97910709,-0.56712304,2.58719119,-0.56638586,1.79741638,-0.91147017,0.14231228,-0.05310662,1.41312660,-0.31403498,0.00000000,-0.00000000
-5.26163082,4.65190738,-1.76370673,0.01734958,-0.00756853,1.03278923,-0.61550279,2.68889117,-0.63610403,1.88980804,-0.98280217,0.13993872,-0.05371258,1.45990347,-0.35019435,0.00000000,-0.00000000
