energy_ev,total_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-4.51725863,2.28814050,0.02424918,0.00039258,0.00936944,1.89278070,2.14978197,0.77093918
-4.51125563,2.31364870,0.02262836,0.00039292,0.00940226,1.91903652,2.18207123,0.78422335
-4.50525263,2.33251176,0.02148512,0.00039248,0.00945107,1.93904986,2.20844719,0.79496975
-4.49924962,2.34446091,0.02078258,0.00039117,0.00951641,1.95262070,2.22864379,0.80306386
-4.49324662,2.34948818,0.02048853,0.00038893,0.00959969,1.95976201,2.24264334,0.80847450
-4.48724362,2.34783879,0.02057550,0.00038576,0.00970315,1.96069423,2.25066923,0.81125272
-4.48124062,2.33999324,0.02102053,0.00038173,0.00982973,1.95583165,2.25316811,0.81152766
-4.47523762,2.32663984,0.02180460,0.00037692,0.00998291,1.94576102,2.25078196,0.80949947
-4.46923462,2.30863879,0.02291185,0.00037148,0.01016653,1.93121335,2.24431156,0.80542954
-4.46323162,2.28697930,0.02432853,0.00036558,0.01038444,1.91302983,2.23467287,0.79962840
-4.45722861,2.26273167,0.02604189,0.00035940,0.01064034,1.89212348,2.22284834,0.79244167
-4.45122561,2.23699622,0.02803893,0.00035313,0.01093735,1.86943802,2.20983546,0.78423470
-4.44522261,2.21085150,0.03030522,0.00034697,0.01127779,1.84590572,2.19659482,0.77537641
-4.43921961,2.18530393,0.03282372,0.00034110,0.01166286,1.82240610,2.18400029,0.76622314
-4.43321661,2.16124122,0.03557376,0.00033569,0.01209237,1.79972740,2.17279361,0.75710312
-4.42721361,2.13939168,0.03853021,0.00033087,0.01256454,1.77853239,2.16354558,0.74830236
-4.42121061,2.12029128,0.04166294,0.00032673,0.01307584,1.75933030,2.15662578,0.74005246
-4.41520760,2.10426008,0.04493654,0.00032333,0.01362090,1.74245605,2.15218233,0.73252119
-4.40920460,2.09138916,0.04831038,0.00032068,0.01419252,1.72805786,2.15013260,0.72580603
-4.40320160,2.08153864,0.05173905,0.00031877,0.01478174,1.71609382,2.15016554,0.71993119
-4.39719860,2.07434705,0.05517311,0.00031750,0.01537802,1.70633766,2.15175538,0.71484826
-4.39119560,2.06925154,0.05856025,0.00031678,0.01596951,1.69839337,2.15418613,0.71044041
-4.38519260,2.06551806,0.06184668,0.00031646,0.01654336,1.69171814,2.15658567,0.70653008
-4.37918959,2.06228001,0.06497883,0.00031637,0.01708614,1.68565237,2.15796775,0.70288969
-4.37318659,2.05858353,0.06790522,0.00031632,0.01758429,1.67945538,2.15727987,0.69925491
-4.36718359,2.05343719,0.07057844,0.00031612,0.01802458,1.67234498,2.15345455,0.69533979
-4.36118059,2.04586362,0.07295712,0.00031557,0.01839462,1.66353902,2.14546159,0.69085305
-4.35517759,2.03495057,0.07500788,0.00031449,0.01868332,1.65229679,2.13235862,0.68551457
-4.34917459,2.01989879,0.07670704,0.00031271,0.01888133,1.63795823,2.11333762,0.67907143
-4.34317159,2.00006445,0.07804212,0.00031007,0.01898142,1.61997895,2.08776496,0.67131238
-4.33716858,1.97499390,0.07901297,0.00030648,0.01897876,1.59795946,2.05521322,0.66208034
-4.33116558,1.94444923,0.07963246,0.00030186,0.01887117,1.57166701,2.01548333,0.65128197
-4.32516258,1.90842321,0.07992684,0.00029616,0.01865919,1.54104915,1.96861601,0.63889403
-4.31915958,1.86714319,0.07993543,0.00028940,0.01834606,1.50623834,1.91489223,0.62496614
-4.31315658,1.82106373,0.07971000,0.00028162,0.01793767,1.46754752,1.85482281,0.60961982
-4.30715358,1.77084844,0.07931360,0.00027291,0.01744229,1.42545695,1.78912795,0.59304391
