energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.85592796,2.97689135,0.00897425,0.39933955,0.77159220,0.79915901,1.03612347,0.78856796,0.02348379,1.15803452
-5.84992496,2.90657186,0.00900028,0.38862161,0.74512883,0.78532830,1.00241230,0.77300310,0.02392202,1.12493153
-5.84392196,2.83028457,0.00898921,0.37719550,0.71785491,0.76921253,0.96760088,0.75563938,0.02427112,1.09004642
-5.83791896,2.74864563,0.00894053,0.36521332,0.68995497,0.75091694,0.93199258,0.73665422,0.02452030,1.05360032
-5.83191596,2.66236057,0.00885433,0.35283683,0.66161459,0.73057856,0.89589280,0.71626162,0.02466106,1.01583258
-5.82591296,2.57222887,0.00873133,0.34023676,0.63302269,0.70836718,0.85960923,0.69471279,0.02468761,0.97700415
-5.81990995,2.47914607,0.00857293,0.32759168,0.60437378,0.68448564,0.82345254,0.67229557,0.02459718,0.93740061
-5.81390695,2.38410268,0.00838122,0.31508667,0.57586980,0.65916922,0.78773686,0.64933240,0.02439027,0.89733454
-5.80790395,2.28817901,0.00815897,0.30291133,0.54772128,0.63268406,0.75277984,0.62617686,0.02407068,0.85714673
-5.80190095,2.19253541,0.00790964,0.29125737,0.52014758,0.60532455,0.71890174,0.60320848,0.02364555,0.81720599
-5.79589795,2.09839759,0.00763732,0.28031554,0.49337602,0.57740945,0.68642340,0.58082607,0.02312517,0.77790736
-5.78989495,2.00703710,0.00734664,0.27027195,0.46763987,0.54927710,0.65566273,0.55943954,0.02252267,0.73966841
-5.78389195,1.91974719,0.00704275,0.26130394,0.44317515,0.52127939,0.62692991,0.53946039,0.02185369,0.70292389
-5.77788894,1.83781479,0.00673116,0.25357545,0.42021633,0.49377505,0.60052106,0.52129124,0.02113588,0.66811858
-5.77188594,1.76248939,0.00641765,0.24723214,0.39899117,0.46712209,0.57671087,0.50531481,0.02038831,0.63569861
-5.76588294,1.69494999,0.00610812,0.24239647,0.37971481,0.44166993,0.55574427,0.49188250,0.01963092,0.60610160
-5.75987994,1.63627147,0.00580847,0.23916281,0.36258346,0.41775130,0.53782771,0.48130335,0.01888387,0.57974593
-5.75387694,1.58739171,0.00552445,0.23759302,0.34776804,0.39567426,0.52312042,0.47383362,0.01816692,0.55701950
-5.74787394,1.54908090,0.00526151,0.23771259,0.33540799,0.37571476,0.51172632,0.46966758,0.01749880,0.53826854
-5.74187094,1.52191455,0.00502468,0.23950757,0.32560562,0.35810982,0.50368688,0.46892986,0.01689668,0.52378687
-5.73586793,1.50625125,0.00481844,0.24292270,0.31842139,0.34305175,0.49897572,0.47166981,0.01637563,0.51380604
-5.72986493,1.50221661,0.00464660,0.24786058,0.31387015,0.33068359,0.49749514,0.47785812,0.01594825,0.50848683
-5.72386193,1.50969397,0.00451221,0.25418238,0.31191883,0.32109596,0.49907513,0.48738605,0.01562427,0.50791236
-5.71785893,1.52832260,0.00441750,0.26170983,0.31248552,0.31432541,0.50347491,0.50006716,0.01541035,0.51208335
-5.71185593,1.55750376,0.00436380,0.27022880,0.31544010,0.31035439,0.51038735,0.51564187,0.01530993,0.52091543
-5.70585293,1.59641444,0.00435152,0.27949411,0.32060645,0.30911280,0.51944597,0.53378445,0.01532315,0.53423905
-5.69984992,1.64402862,0.00438013,0.28923575,0.32776618,0.31048108,0.53023453,0.55411241,0.01544692,0.55180168
-5.69384692,1.69914516,0.00444819,0.29916602,0.33666376,0.31429480,0.54229881,0.57619796,0.01567508,0.57327269
-5.68784392,1.76042170,0.00455335,0.30898763,0.34701292,0.32035044,0.55516020,0.59958097,0.01599856,0.59825043
-5.68184092,1.82641311,0.00469238,0.31840221,0.35850399,0.32841233,0.56833038,0.62378317,0.01640571,0.62627169
-5.67583792,1.89561328,0.00486132,0.32711908,0.37081210,0.33822041,0.58132671,0.64832283,0.01688262,0.65682303
-5.66983492,1.96649867,0.00505547,0.33486388,0.38360581,0.34949855,0.59368749,0.67272951,0.01741353,0.68935383
-5.66383192,2.03757209,0.00526954,0.34138668,0.39655592,0.36196321,0.60498643,0.69655814,0.01798129,0.72329057
-5.65782891,2.10740495,0.00549776,0.34646929,0.40934414,0.37533199,0.61484575,0.71940196,0.01856777,0.75805194
-5.65182591,2.17467670,0.00573401,0.34993151,0.42167133,0.38933201,0.62294730,0.74090382,0.01915440,0.79306428
-5.64582291,2.23820966,0.00597193,0.35163597,0.43326506,0.40370758,0.62904115,0.76076526,0.01972262,0.82777686
-5.63981991,2.29699831,0.00620511,0.35149152,0.44388613,0.41822701,0.63295136,0.77875315,0.02025435,0.86167632
-5.63381691,2.35023176,0.00642719,0.34945497,0.45333394,0.43268836,0.63457871,0.79470371,0.02073250,0.89429995
-5.62781391,2.39730879,0.00663206,0.34553114,0.46145048,0.44692376,0.63390023,0.80852351,0.02114133,0.92524714
-5.62181091,2.43784494,0.00681398,0.33977137,0.46812284,0.46080232,0.63096572,0.82018786,0.02146692,0.95418857
-5.61580790,2.47167148,0.00696771,0.33227042,0.47328416,0.47423133,0.62589147,0.82973644,0.02169743,0.98087281
-5.60980490,2.49882663,0.00708866,0.32316211,0.47691302,0.48715590,0.61885150,0.83726657,0.02182347,1.00512999
-5.60380190,2.51953937,0.00717299,0.31261383,0.47903135,0.49955693,0.61006690,0.84292451,0.02183824,1.02687232
-5.59779890,2.53420679,0.00721773,0.30082020,0.47970098,0.51144749,0.59979379,0.84689522,0.02173772,1.04609155
-5.59179590,2.54336614,0.00722080,0.28799618,0.47901890,0.52286791,0.58831054,0.84939113,0.02152073,1.06285330
-5.58579290,2.54766275,0.00718108,0.27436987,0.47711157,0.53387963,0.57590495,0.85064050,0.02118891,1.07728865
-5.57978989,2.54781548,0.00709843,0.26017540,0.47412849,0.54455826,0.56286185,0.85087591,0.02074667,1.08958325
-5.57378689,2.54458117,0.00697368,0.24564600,0.47023525,0.55498604,0.54945195,0.85032351,0.02020099,1.09996452
-5.56778389,2.53871968,0.00680855,0.23100772,0.46560646,0.56524419,0.53592217,0.84919341,0.01956121,1.10868753
-5.56178089,2.53096114,0.00660562,0.21647371,0.46041875,0.57540545,0.52248802,0.84767174,0.01883876,1.11602024
-5.55577789,2.52197668,0.00636820,0.20223947,0.45484416,0.58552722,0.50932814,0.84591461,0.01804681,1.12222881
-5.54977489,2.51235390,0.00610026,0.18847900,0.44904425,0.59564565,0.49658122,0.84404428,0.01719992,1.12756374
-5.54377189,2.50257801,0.00580623,0.17534199,0.44316502,0.60577103,0.48434528,0.84214745,0.01631363,1.13224749
-5.53776888,2.49301920,0.00549093,0.16295196,0.43733292,0.61588460,0.47267903,0.84027577,0.01540407,1.13646410
-5.53176588,2.48392652,0.00515939,0.15140547,0.43165198,0.62593712,0.46160528,0.83844835,0.01448756,1.14035150
-5.52576288,2.47542824,0.00481667,0.14077216,0.42620221,0.63584914,0.45111582,0.83665597,0.01358021,1.14399652
-5.51975988,2.46753824,0.00446780,0.13109563,0.42103913,0.64551304,0.44117751,0.83486656,0.01269761,1.14743309
-5.51375688,2.46016763,0.00411758,0.12239501,0.41619452,0.65479661,0.43173904,0.83303165,0.01185442,1.15064336
-5.50775388,2.45314078,0.00377051,0.11466712,0.41167808,0.66354811,0.42273796,0.83109317,0.01106418,1.15356164
-5.50175088,2.44621432,0.00343066,0.10788896,0.40748000,0.67160242,0.41410738,0.82899019,0.01033899,1.15608084
-5.49574787,2.43909804,0.00310166,0.10202060,0.40357405,0.67878796,0.40578219,0.82666505,0.00968935,1.15806081
-5.48974487,2.43147611,0.00278656,0.09700815,0.39992119,0.68493396,0.39770418,0.82406855,0.00912399,1.15933814
-5.48374187,2.42302748,0.00248789,0.09278679,0.39647313,0.68987778,0.38982601,0.82116384,0.00864977,1.15973655
-5.47773887,2.41344415,0.00220759,0.08928369,0.39317600,0.69347177,0.38211379,0.81792868,0.00827160,1.15907749
-5.47173587,2.40244645,0.00194705,0.08642084,0.38997363,0.69558933,0.37454819,0.81435612,0.00799240,1.15719000
-5.46573287,2.38979456,0.00170713,0.08411755,0.38681034,0.69613000,0.36712420,0.81045341,0.00781309,1.15391962
-5.45972986,2.37529584,0.00148820,0.08229271,0.38363325,0.69502317,0.35984955,0.80623947,0.00773264,1.14913561
-5.45372686,2.35880807,0.00129020,0.08086675,0.38039387,0.69223048,0.35274214,0.80174093,0.00774809,1.14273634
-5.44772386,2.34023862,0.00111268,0.07976323,0.37704910,0.68774662,0.34582661,0.79698738,0.00785462,1.13465274
-5.44172086,2.31954033,0.00095488,0.07891008,0.37356156,0.68159894,0.33913056,0.79200598,0.00804569,1.12484968
-5.43571786,2.29670474,0.00081580,0.07824058,0.36989946,0.67384566,0.33268045,0.78681607,0.00831312,1.11332552
-5.42971486,2.27175373,0.00069421,0.07769405,0.36603601,0.66457312,0.32649786,0.78142418,0.00864725,1.10011018
-5.42371186,2.24473059,0.00058879,0.07721630,0.36194866,0.65389228,0.32059616,0.77581999,0.00903714,1.08526197
-5.41770885,2.21569159,0.00049813,0.07675987,0.35761817,0.64193473,0.31497795,0.76997362,0.00947074,1.06886364
-5.41170585,2.18469903,0.00042076,0.07628425,0.35302783,0.62884853,0.30963353,0.76383445,0.00993515,1.05101815
-5.40570285,2.15181659,0.00035526,0.07575591,0.34816283,0.61479420,0.30454043,0.75733197,0.01041686,1.03184456
-5.39969985,2.11710758,0.00030022,0.07514843,0.34300991,0.59994097,0.29966413,0.75037850,0.01090205,1.01147429
-5.39369685,2.08063635,0.00025429,0.07444260,0.33755744,0.58446361,0.29496001,0.74287380,0.01137689,0.99004810
-5.38769385,2.04247293,0.00021624,0.07362667,0.33179585,0.56853984,0.29037632,0.73471149,0.01182788,0.96771396
-5.38169085,2.00270049,0.00018490,0.07269664,0.32571839,0.55234832,0.28585814,0.72578690,0.01224214,0.94462572
-5.37568784,1.96142530,0.00015923,0.07165677,0.31932225,0.53606737,0.28135209,0.71600583,0.01260777,0.92094260
-5.36968484,1.91878804,0.00013830,0.07052019,0.31260982,0.51987404,0.27681153,0.70529402,0.01291414,0.89682932
-5.36368184,1.87497591,0.00012127,0.06930968,0.30559001,0.50394353,0.27220201,0.69360642,0.01315220,0.87245645
-5.35767884,1.83023424,0.00010744,0.06805860,0.29827953,0.48844883,0.26750676,0.68093605,0.01331467,0.84800101
-5.35167584,1.78487676,0.00009618,0.06681188,0.29070396,0.47356024,0.26273187,0.66732170,0.01339629,0.82364663
-5.34567284,1.73929347,0.00008696,0.06562714,0.28289850,0.45944465,0.25791095,0.65285405,0.01339392,0.79958332
-5.33966983,1.69395556,0.00007936,0.06457586,0.27490825,0.44626456,0.25310915,0.63767988,0.01330665,0.77600641
-5.33366683,1.64941656,0.00007302,0.06374447,0.26678809,0.43417647,0.24842624,0.62200406,0.01313573,0.75311462
-5.32766383,1.60630969,0.00006765,0.06323545,0.25860203,0.42332895,0.24399878,0.60608913,0.01288459,0.73110730
-5.32166083,1.56534120,0.00006302,0.06316818,0.25042206,0.41386010,0.24000114,0.59025247,0.01255863,0.71018064
-5.31565783,1.52728002,0.00005897,0.06367972,0.24232663,0.40589470,0.23664547,0.57486116,0.01216505,0.69052337
-5.30965483,1.49294415,0.00005536,0.06492514,0.23439875,0.39954118,0.23418051,0.56032475,0.01171257,0.67231189
-5.30365183,1.46318442,0.00005212,0.06707760,0.22672394,0.39488847,0.23288924,0.54708620,0.01121118,0.65570534
-5.29764882,1.43886633,0.00004917,0.07032785,0.21938803,0.39200316,0.23308551,0.53561138,0.01067172,0.64084086
-5.29164582,1.42085084,0.00004650,0.07488320,0.21247502,0.39092699,0.23510950,0.52637750,0.01010563,0.62782942
-5.28564282,1.40997486,0.00004408,0.08096582,0.20606517,0.39167505,0.23932219,0.51986098,0.00952449,0.61675254
-5.27963982,1.40703208,0.00004192,0.08881026,0.20023323,0.39423478,0.24609879,0.51652512,0.00893977,0.60766015
-5.27363682,1.41275487,0.00004003,0.09866010,0.19504711,0.39856588,0.25582114,0.51680786,0.00836244,0.60056975
-5.26763382,1.42779744,0.00003843,0.11076370,0.19056681,0.40460129,0.26886919,0.52111015,0.00780270,0.59546694
-5.26163082,1.45272073,0.00003713,0.12536899,0.18684379,0.41224915,0.28561150,0.52978505,0.00726975,0.59230733
-5.25562781,1.48797892,0.00003616,0.14271724,0.18392064,0.42139560,0.30639492,0.54312785,0.00677156,0.59101960
-5.24962481,1.53390759,0.00003554,0.16303594,0.18183096,0.43190839,0.33153352,0.56136728,0.00631476,0.59150954
-5.24362181,1.59071327,0.00003530,0.18653077,0.18059953,0.44364105,0.36129679,0.58465797,0.00590450,0.59366468
-5.23761881,1.65846416,0.00003544,0.21337686,0.18024243,0.45643725,0.39589763,0.61307423,0.00554445,0.59735927
-5.23161581,1.73708180,0.00003598,0.24370954,0.18076724,0.47013519,0.43548001,0.64660509,0.00523678,0.60245904
-5.22561281,1.82633342,0.00003691,0.27761477,0.18217309,0.48457171,0.48010697,0.68515061,0.00498224,0.60882552
-5.21960980,1.92582493,0.00003826,0.31511972,0.18445050,0.49958580,0.52974921,0.72851960,0.00478024,0.61631955
-5.21360680,2.03499461,0.00004000,0.35618372,0.18758105,0.51502135,0.58427482,0.77642858,0.00462896,0.62480369
-5.20760380,2.15310772,0.00004214,0.40069008,0.19153677,0.53072896,0.64344053,0.82850216,0.00452552,0.63414343
-5.20160080,2.27925243,0.00004466,0.44843930,0.19627937,0.54656673,0.70688534,0.88427479,0.00446613,0.64420706
-5.19559780,2.41233766,0.00004754,0.49914392,0.20175926,0.56240002,0.77412665,0.94319404,0.00444629,0.65486446
-5.18959480,2.55109349,0.00005077,0.55242568,0.20791452,0.57810025,0.84455978,1.00462542,0.00446093,0.66598473
-5.18359180,2.69407508,0.00005431,0.60781525,0.21467002,0.59354305,0.91746106,1.06785890,0.00450462,0.67743315
-5.17758879,2.83967072,0.00005815,0.66475485,0.22193658,0.60860567,0.99199497,1.13211719,0.00457172,0.68906773
-5.17158579,2.98611488,0.00006224,0.72260409,0.22961063,0.62316437,1.06722535,1.19656577,0.00465654,0.70073578
-5.16558279,3.13150688,0.00006655,0.78064897,0.23757419,0.63709170,1.14213087,1.26032481,0.00475347,0.71227086
-5.15957979,3.27383548,0.00007104,0.83811421,0.24569554,0.65025427,1.21562448,1.32248279,0.00485711,0.72349060
-5.15357679,3.41100967,0.00007567,0.89417852,0.25383051,0.66251112,1.28657645,1.38211184,0.00496237,0.73419573
-5.14757379,3.54089532,0.00008039,0.94799266,0.26182448,0.67371311,1.35384051,1.43828446,0.00506456,0.74417050
-5.14157079,3.66135714,0.00008515,0.99869962,0.26951518,0.68370334,1.41628221,1.49009144,0.00515942,0.75318477
-5.13556778,3.77030504,0.00008988,1.04545648,0.27673608,0.69231883,1.47280870,1.53666054,0.00524321,0.76099781
-5.12956478,3.86574361,0.00009454,1.08745701,0.28332040,0.69939349,1.52239876,1.57717545,0.00531271,0.76736367
-5.12356178,3.94582298,0.00009905,1.12395432,0.28910564,0.70476213,1.56413209,1.61089459,0.00536523,0.77203802
-5.11755878,4.00888944,0.00010335,1.15428268,0.29393834,0.70826559,1.59721655,1.63716897,0.00539863,0.77478609
-5.11155578,4.05353356,0.00010738,1.17787750,0.29767889,0.70975653,1.62101236,1.65545878,0.00541126,0.77539135
-5.10555278,4.07863403,0.00011107,1.19429285,0.30020629,0.70910567,1.63505225,1.66534777,0.00540202,0.77366448
-5.09954977,4.08339509,0.00011435,1.20321551,0.30142251,0.70620816,1.63905649,1.66655513,0.00537026,0.76945211
-5.09354677,4.06737576,0.00011715,1.20447521,0.30125623,0.70098963,1.63294242,1.65894415,0.00531578,0.76264487
-5.08754377,4.03050957,0.00011943,1.19805031,0.29966590,0.69341160,1.61682779,1.64252732,0.00523879,0.75318419
-5.08154077,3.97311338,0.00012113,1.18406888,0.29664176,0.68347594,1.59102781,1.61746756,0.00513989,0.74106765
-5.07553777,3.89588492,0.00012220,1.16280499,0.29220696,0.67122805,1.55604605,1.58407539,0.00502001,0.72635228
-5.06953477,3.79988873,0.00012262,1.13467039,0.28641739,0.65675863,1.51255948,1.54280205,0.00488039,0.70915579
-5.06353177,3.68653087,0.00012234,1.10020189,0.27936051,0.64020379,1.46139826,1.49422874,0.00472253,0.68965566
-5.05752876,3.55752331,0.00012138,1.06004497,0.27115308,0.62174355,1.40352116,1.43905224,0.00454816,0.66808584
-5.05152576,3.41483931,0.00011972,1.01493446,0.26193781,0.60159872,1.33998755,1.37806749,0.00435920,0.64473151
-5.04552276,3.26066140,0.00011738,0.96567277,0.25187923,0.58002633,1.27192708,1.31214760,0.00415773,0.61992190
-5.03951976,3.09732410,0.00011440,0.91310692,0.24115886,0.55731369,1.20050837,1.24222207,0.00394595,0.59402164
-5.03351676,2.92725341,0.00011080,0.85810499,0.22996988,0.53377145,1.12690758,1.16925399,0.00372612,0.56742082
-5.02751376,2.75290554,0.00010666,0.80153305,0.21851158,0.50972585,1.05227843,1.09421698,0.00350055,0.54052447
-5.02151076,2.57670678,0.00010201,0.74423337,0.20698367,0.48551057,0.97772430,1.01807269,0.00327155,0.51374159
-5.01550775,2.40099703,0.00009695,0.68700463,0.19558090,0.46145838,0.90427355,0.94174965,0.00304136,0.48747435
-5.00950475,2.22797834,0.00009154,0.63058470,0.18448793,0.43789297,0.83285861,0.86612404,0.00281217,0.46210787
-5.00350175,2.05967044,0.00008587,0.57563662,0.17387483,0.41512127,0.76429943,0.79200303,0.00258605,0.43800069
-4.99749875,1.89787405,0.00008002,0.52273783,0.16389318,0.39342641,0.69929152,0.72011109,0.00236490,0.41547660
-4.99149575,1.74414294,0.00007407,0.47237299,0.15467298,0.37306162,0.63839867,0.65107960,0.00215047,0.39481764
-4.98549275,1.59976498,0.00006811,0.42493030,0.14632044,0.35424521,0.58205017,0.58543974,0.00194427,0.37625875
-4.97948974,1.46575216,0.00006220,0.38070103,0.13891652,0.33715666,0.53054235,0.52361886,0.00174763,0.35998397
-4.97348674,1.34283918,0.00005642,0.33988225,0.13251641,0.32193397,0.48404385,0.46594008,0.00156161,0.34612414
-4.96748374,1.23148987,0.00005082,0.30258197,0.12714972,0.30867223,0.44260417,0.41262474,0.00138705,0.33475628
-4.96148074,1.13191050,0.00004547,0.26882662,0.12282147,0.29742335,0.40616487,0.36379758,0.00122455,0.32590430
-4.95547774,1.04406895,0.00004040,0.23857010,0.11951364,0.28819696,0.37457267,0.31949400,0.00107446,0.31954103
-4.94947474,0.96771836,0.00003565,0.21170403,0.11718722,0.28096234,0.34759389,0.27966905,0.00093693,0.31559142
-4.94347174,0.90242421,0.00003124,0.18806854,0.11578479,0.27565119,0.32492959,0.24420755,0.00081189,0.31393668
-4.93746873,0.84759352,0.00002718,0.16746339,0.11523321,0.27216130,0.30623075,0.21293503,0.00069908,0.31441922
-4.93146573,0.80250511,0.00002348,0.14965874,0.11544664,0.27036081,0.29111307,0.18562885,0.00059810,0.31684821
-4.92546273,0.76633987,0.00002015,0.13440540,0.11632964,0.27009302,0.27917097,0.16202925,0.00050842,0.32100568
-4.91945973,0.73821033,0.00001717,0.12144418,0.11778017,0.27118164,0.26999045,0.14184989,0.00042937,0.32665286
-4.91345673,0.71718869,0.00001452,0.11051422,0.11969267,0.27343626,0.26316051,0.12478767,0.00036025,0.33353683
-4.90745373,0.70233301,0.00001220,0.10136011,0.12196093,0.27665810,0.25828315,0.11053167,0.00030026,0.34139723
-4.90145073,0.69271098,0.00001017,0.09373780,0.12448081,0.28064571,0.25498177,0.09877097,0.00024860,0.34997302
-4.89544772,0.68742120,0.00000842,0.08741916,0.12715278,0.28520073,0.25290789,0.08920136,0.00020446,0.35900912
-4.88944472,0.68561173,0.00000693,0.08219548,0.12988423,0.29013345,0.25174653,0.08153093,0.00016703,0.36826285
-4.88344172,0.68649604,0.00000566,0.07787970,0.13259150,0.29526811,0.25121999,0.07548460,0.00013553,0.37751016
-4.87743872,0.68936605,0.00000459,0.07430775,0.13520166,0.30044788,0.25109039,0.07080753,0.00010923,0.38655130
-4.87143572,0.69360265,0.00000369,0.07133890,0.13765400,0.30553924,0.25116099,0.06726766,0.00008743,0.39521612
-4.86543272,0.69868344,0.00000295,0.06885542,0.13990117,0.31043590,0.25127645,0.06465740,0.00006951,0.40336850
-4.85942971,0.70418789,0.00000234,0.06676165,0.14191002,0.31506180,0.25132211,0.06279458,0.00005489,0.41091006
-4.85342671,0.70979990,0.00000185,0.06498249,0.14366201,0.31937338,0.25122245,0.06152278,0.00004305,0.41778281
-4.84742371,0.71530781,0.00000145,0.06346162,0.14515333,0.32336079,0.25093877,0.06071117,0.00003355,0.42397067
-4.84142071,0.72060181,0.00000113,0.06215941,0.14639449,0.32704805,0.25046623,0.06025386,0.00002597,0.42949974
-4.83541771,0.72566892,0.00000087,0.06105067,0.14740964,0.33049202,0.24983031,0.06006899,0.00001999,0.43443716
-4.82941471,0.73058561,0.00000067,0.06012228,0.14823535,0.33378030,0.24908265,0.06009747,0.00001531,0.43888864
-4.82341171,0.73550810,0.00000052,0.05937090,0.14891904,0.33702780,0.24829664,0.06030151,0.00001169,0.44299453
-4.81740870,0.74066071,0.00000041,0.05880055,0.14951714,0.34037233,0.24756245,0.06066307,0.00000893,0.44692458
-4.81140570,0.74632247,0.00000032,0.05842040,0.15009277,0.34396915,0.24698195,0.06118202,0.00000687,0.45087156
-4.80540270,0.75281231,0.00000027,0.05824261,0.15071331,0.34798469,0.24666340,0.06187441,0.00000538,0.45504385
-4.79939970,0.76047340,0.00000024,0.05828035,0.15144778,0.35258964,0.24671615,0.06277053,0.00000437,0.45965733
-4.79339670,0.76965701,0.00000023,0.05854596,0.15236411,0.35795170,0.24724540,0.06391299,0.00000377,0.46492682
-4.78739370,0.78070650,0.00000024,0.05904935,0.15352650,0.36422828,0.24834727,0.06535483,0.00000353,0.47105752
-4.78139070,0.79394201,0.00000028,0.05979659,0.15499291,0.37155936,0.25010426,0.06715760,0.00000366,0.47823665
-4.77538769,0.80964627,0.00000035,0.06078884,0.15681277,0.38006094,0.25258120,0.06938943,0.00000414,0.48662575
-4.76938469,0.82805214,0.00000045,0.06202143,0.15902504,0.38981925,0.25582197,0.07212320,0.00000503,0.49635390
-4.76338169,0.84933229,0.00000059,0.06348332,0.16165668,0.40088603,0.25984695,0.07543463,0.00000638,0.50751214
-4.75737869,0.87359121,0.00000077,0.06515679,0.16472152,0.41327506,0.26465135,0.07940053,0.00000829,0.52014929
-4.75137569,0.90085989,0.00000103,0.06701745,0.16821972,0.42696005,0.27020453,0.08409696,0.00001087,0.53426928
-4.74537269,0.93109316,0.00000136,0.06903455,0.17213759,0.44187404,0.27645015,0.08959741,0.00001429,0.54983007
-4.73936968,0.96416963,0.00000178,0.07117148,0.17644795,0.45791016,0.28330739,0.09597107,0.00001874,0.56674406
-4.73336668,0.99989413,0.00000233,0.07338663,0.18111091,0.47492388,0.29067291,0.10328105,0.00002447,0.58487999
-4.72736368,1.03800227,0.00000303,0.07563433,0.18607494,0.49273640,0.29842362,0.11158260,0.00003177,0.60406596
-4.72136068,1.07816689,0.00000391,0.07786608,0.19127830,0.51113915,0.30642009,0.12092148,0.00004097,0.62409362
-4.71535768,1.12000592,0.00000501,0.08003182,0.19665062,0.52989913,0.31451047,0.13133228,0.00005249,0.64472307
-4.70935468,1.16309130,0.00000637,0.08208130,0.20211463,0.54876481,0.32253467,0.14283690,0.00006677,0.66568829
-4.70335168,1.20695852,0.00000805,0.08396549,0.20758790,0.56747237,0.33032880,0.15544327,0.00008435,0.68670289
-4.69734867,1.25111655,0.00001009,0.08563792,0.21298465,0.58575210,0.33772954,0.16914413,0.00010579,0.70746602
-4.69134567,1.29505770,0.00001256,0.08705602,0.21821739,0.60333454,0.34457839,0.18391623,0.00013174,0.72766817
-4.68534267,1.33826732,0.00001552,0.08818221,0.22319861,0.61995649,0.35072565,0.19971984,0.00016290,0.74699682
-4.67933967,1.38023318,0.00001905,0.08898496,0.22784228,0.63536643,0.35603395,0.21649862,0.00019999,0.76514188
-4.67333667,1.42045444,0.00002320,0.08943961,0.23206532,0.64932952,0.36038141,0.23417997,0.00024379,0.78180094
-4.66733367,1.45845013,0.00002806,0.08952893,0.23578899,0.66163189,0.36366410,0.25267582,0.00029509,0.79668427
-4.66133067,1.49376728,0.00003370,0.08924355,0.23894024,0.67208445,0.36579810,0.27188394,0.00035466,0.80951963
-4.65532766,1.52598861,0.00004018,0.08858209,0.24145302,0.68052593,0.36672082,0.29168965,0.00042325,0.82005703
-4.64932466,1.55473988,0.00004755,0.08755110,0.24326967,0.68682551,0.36639182,0.31196802,0.00050158,0.82807335
-4.64332166,1.57969684,0.00005588,0.08616480,0.24434224,0.69088481,0.36479303,0.33258631,0.00059025,0.83337686
