energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.81990995,0.48479668,0.23605257,0.00000000,0.01069254,0.05038595,0.15172644,0.14491292,0.28152086,0.00000000
-5.81390695,0.49835116,0.24275515,0.00000000,0.01107541,0.05122845,0.15413297,0.14911358,0.29006538,0.00000000
-5.80790395,0.51162060,0.24903324,0.00000000,0.01139357,0.05193442,0.15645298,0.15384324,0.29779157,0.00000000
-5.80190095,0.52440059,0.25477273,0.00000000,0.01164171,0.05246224,0.15858198,0.15906426,0.30458155,0.00000000
-5.79589795,0.53658950,0.25990561,0.00000000,0.01181611,0.05278054,0.16044973,0.16477260,0.31037464,0.00000000
-5.78989495,0.54819614,0.26441359,0.00000000,0.01191481,0.05286930,0.16202342,0.17099939,0.31517251,0.00000000
-5.78389195,0.55934386,0.26833020,0.00000000,0.01193771,0.05272062,0.16330961,0.17781121,0.31904244,0.00000000
-5.77788894,0.57027109,0.27174111,0.00000000,0.01188661,0.05233925,0.16435509,0.18530925,0.32211863,0.00000000
-5.77188594,0.58132806,0.27478274,0.00000000,0.01176519,0.05174280,0.16524657,0.19362725,0.32460122,0.00000000
-5.76588294,0.59296999,0.27763910,0.00000000,0.01157884,0.05096168,0.16610915,0.20292832,0.32675334,0.00000000
-5.75987994,0.60574688,0.28053716,0.00000000,0.01133454,0.05003881,0.16710370,0.21340091,0.32889589,0.00000000
-5.75387694,0.62029017,0.28374060,0.00000000,0.01104061,0.04902904,0.16842319,0.22525391,0.33140043,0.00000000
-5.74787394,0.63729685,0.28754244,0.00000000,0.01070642,0.04799835,0.17028798,0.23871115,0.33468032,0.00000000
-5.74187094,0.65751137,0.29225653,0.00000000,0.01034206,0.04702287,0.17294033,0.25400563,0.33918028,0.00000000
-5.73586793,0.68170614,0.29820841,0.00000000,0.00995804,0.04618774,0.17663812,0.27137350,0.34536475,0.00000000
-5.72986493,0.71066096,0.30572562,0.00000000,0.00956486,0.04558577,0.18164804,0.29104826,0.35370540,0.00000000
-5.72386193,0.74514226,0.31512785,0.00000000,0.00917274,0.04531598,0.18823826,0.31325524,0.36466811,0.00000000
-5.71785893,0.78588263,0.32671713,0.00000000,0.00879126,0.04548196,0.19667093,0.33820669,0.37869971,0.00000000
-5.71185593,0.83356117,0.34076844,0.00000000,0.00842904,0.04619011,0.20719449,0.36609759,0.39621505,0.00000000
-5.70585293,0.88878527,0.35752082,0.00000000,0.00809354,0.04754773,0.22003609,0.39710240,0.41758453,0.00000000
-5.69984992,0.95207417,0.37716928,0.00000000,0.00779085,0.04966092,0.23539419,0.43137278,0.44312251,0.00000000
-5.69384692,1.02384465,0.39985761,0.00000000,0.00752551,0.05263224,0.25343160,0.46903630,0.47307691,0.00000000
-5.68784392,1.10439913,0.42567233,0.00000000,0.00730050,0.05655835,0.27426904,0.51019624,0.50762023,0.00000000
-5.68184092,1.19391638,0.45463772,0.00000000,0.00711718,0.06152727,0.29797943,0.55493226,0.54684223,0.00000000
-5.67583792,1.29244487,0.48671221,0.00000000,0.00697533,0.06761560,0.32458304,0.60330186,0.59074441,0.00000000
-5.66983492,1.39989881,0.52178609,0.00000000,0.00687329,0.07488560,0.35404374,0.65534244,0.63923652,0.00000000
-5.66383192,1.51605688,0.55968059,0.00000000,0.00680807,0.08338220,0.38626637,0.71107367,0.69213514,0.00000000
-5.65782891,1.64056346,0.60014842,0.00000000,0.00677555,0.09313001,0.42109547,0.77050000,0.74916444,0.00000000
-5.65182591,1.77293232,0.64287579,0.00000000,0.00677069,0.10413056,0.45831540,0.83361280,0.80995910,0.00000000
-5.64582291,1.91255255,0.68748594,0.00000000,0.00678778,0.11635970,0.49765203,0.90039207,0.87406939,0.00000000
-5.63981991,2.05869654,0.73354421,0.00000000,0.00682066,0.12976554,0.53877598,0.97080718,0.94096839,0.00000000
-5.63381691,2.21052978,0.78056457,0.00000000,0.00686298,0.14426693,0.58130746,1.04481661,1.01006111,0.00000000
-5.62781391,2.36712228,0.82801772,0.00000000,0.00690844,0.15975273,0.62482263,1.12236622,1.08069553,0.00000000
-5.62181091,2.52746136,0.87534057,0.00000000,0.00695097,0.17608190,0.66886148,1.20338611,1.15217518,0.00000000
-5.61580790,2.69046556,0.92194702,0.00000000,0.00698497,0.19308478,0.71293700,1.28778584,1.22377308,0.00000000
-5.60980490,2.85499936,0.96723993,0.00000000,0.00700541,0.21056535,0.75654539,1.37544820,1.29474669,0.00000000
-5.60380190,3.01988854,1.01062408,0.00000000,0.00700799,0.22830476,0.79917727,1.46622146,1.36435354,0.00000000
-5.59779890,3.18393586,1.05151965,0.00000000,0.00698923,0.24606595,0.84032924,1.55991070,1.43186714,0.00000000
-5.59179590,3.34593677,1.08937620,0.00000000,0.00694648,0.26359943,0.87951577,1.65626818,1.49659269,0.00000000
-5.58579290,3.50469500,1.12368648,0.00000000,0.00687801,0.28064991,0.91628077,1.75498367,1.55788217,0.00000000
-5.57978989,3.65903764,1.15399977,0.00000000,0.00678290,0.29696371,0.95020858,1.85567500,1.61514842,0.00000000
-5.57378689,3.80782965,1.17993429,0.00000000,0.00666110,0.31229666,0.98093402,1.95787973,1.66787765,0.00000000
-5.56778389,3.94998746,1.20118817,0.00000000,0.00651328,0.32642207,1.00815091,2.06104848,1.71564002,0.00000000
-5.56178089,4.08449154,1.21754851,0.00000000,0.00634078,0.33913855,1.03161904,2.16454067,1.75809802,0.00000000
-5.55577789,4.21039786,1.22889815,0.00000000,0.00614552,0.35027724,1.05116903,2.26762344,1.79501212,0.00000000
-5.54977489,4.32684793,1.23521978,0.00000000,0.00592989,0.35970811,1.06670505,2.36947408,1.82624374,0.00000000
-5.54377189,4.43307753,1.23659709,0.00000000,0.00569663,0.36734502,1.07820523,2.46918662,1.85175514,0.00000000
-5.53776888,4.52842395,1.23321280,0.00000000,0.00544874,0.37314913,1.08571974,2.56578271,1.87160650,0.00000000
-5.53176588,4.61233163,1.22534358,0.00000000,0.00518938,0.37713066,1.08936657,2.65822677,1.88594994,0.00000000
-5.52576288,4.68435631,1.21335179,0.00000000,0.00492175,0.37934863,1.08932536,2.74544537,1.89502096,0.00000000
-5.51975988,4.74416742,1.19767448,0.00000000,0.00464905,0.37990868,1.08582924,2.82635022,1.89912743,0.00000000
-5.51375688,4.79154897,1.17880980,0.00000000,0.00437437,0.37895896,1.07915530,2.89986411,1.89863657,0.00000000
-5.50775388,4.82639855,1.15730136,0.00000000,0.00410063,0.37668420,1.06961393,2.96494888,1.89396039,0.00000000
-5.50175088,4.84872476,1.13372113,0.00000000,0.00383055,0.37329832,1.05753749,3.02063444,1.88554007,0.00000000
-5.49574787,4.85864280,1.10865145,0.00000000,0.00356662,0.36903581,1.04326879,3.06604729,1.87383002,0.00000000
-5.48974487,4.85636843,1.08266687,0.00000000,0.00331102,0.36414218,1.02714981,3.10043770,1.85928190,0.00000000
-5.48374187,4.84221019,1.05631654,0.00000000,0.00306565,0.35886415,1.00951106,3.12320388,1.84232959,0.00000000
-5.47773887,4.81656013,1.03010769,0.00000000,0.00283208,0.35343977,0.99066211,3.13391221,1.82337529,0.00000000
-5.47173587,4.77988320,1.00449106,0.00000000,0.00261157,0.34808911,0.97088338,3.13231247,1.80277752,0.00000000
-5.46573287,4.73270550,0.97984857,0.00000000,0.00240508,0.34300577,0.95041968,3.11834726,1.78084130,0.00000000
-5.45972986,4.67560177,0.95648389,0.00000000,0.00221323,0.33834977,0.92947553,3.09215518,1.75781097,0.00000000
-5.45372686,4.60918259,0.93461606,0.00000000,0.00203638,0.33424198,0.90821242,3.05406755,1.73386582,0.00000000
-5.44772386,4.53408165,0.91437652,0.00000000,0.00187456,0.33076040,0.88674805,3.00459897,1.70911867,0.00000000
-5.44172086,4.45094372,0.89580949,0.00000000,0.00172760,0.32793841,0.86515733,2.94443200,1.68361749,0.00000000
-5.43571786,4.36041381,0.87887566,0.00000000,0.00159504,0.32576497,0.84347523,2.87439692,1.65734987,0.00000000
-5.42971486,4.26312807,0.86345895,0.00000000,0.00147626,0.32418693,0.82170108,2.79544755,1.63025020,0.00000000
-5.42371186,4.15970676,0.84937601,0.00000000,0.00137041,0.32311298,0.79980413,2.70863424,1.60220921,0.00000000
-5.41770885,4.05074983,0.83638809,0.00000000,0.00127655,0.32241934,0.77773010,2.61507540,1.57308541,0.00000000
-5.41170585,3.93683512,0.82421458,0.00000000,0.00119359,0.32195665,0.75540840,2.51592877,1.54271802,0.00000000
-5.40570285,3.81851931,0.81254782,0.00000000,0.00112039,0.32155788,0.73275960,2.41236376,1.51094074,0.00000000
-5.39969985,3.69634144,0.80106836,0.00000000,0.00105574,0.32104677,0.70970292,2.30553588,1.47759579,0.00000000
-5.39369685,3.57082860,0.78946022,0.00000000,0.00099844,0.32024644,0.68616344,2.19656404,1.44254752,0.00000000
-5.38769385,3.44250329,0.77742534,0.00000000,0.00094732,0.31898773,0.66207861,2.08651158,1.40569515,0.00000000
-5.38169085,3.31189172,0.76469678,0.00000000,0.00090125,0.31711698,0.63740395,1.97637116,1.36698376,0.00000000
-5.37568784,3.17953227,0.75105002,0.00000000,0.00085917,0.31450279,0.61211766,1.86705382,1.32641330,0.00000000
-5.36968484,3.04598320,0.73631204,0.00000000,0.00082014,0.31104157,0.58622406,1.75938186,1.28404498,0.00000000
-5.36368184,2.91182885,0.72036776,0.00000000,0.00078333,0.30666159,0.55975559,1.65408539,1.24000482,0.00000000
-5.35767884,2.77768342,0.70316371,0.00000000,0.00074804,0.30132551,0.53277358,1.55180194,1.19448408,0.00000000
-5.35167584,2.64419186,0.68470879,0.00000000,0.00071370,0.29503111,0.50536760,1.45307847,1.14773666,0.00000000
-5.34567284,2.51202729,0.66507215,0.00000000,0.00067988,0.28781054,0.47765359,1.35837520,1.10007339,0.00000000
-5.33966983,2.38188492,0.64437854,0.00000000,0.00064629,0.27972789,0.44977082,1.26807053,1.05185368,0.00000000
-5.33366683,2.25447237,0.62280117,0.00000000,0.00061279,0.27087554,0.42187789,1.18246660,1.00347474,0.00000000
-5.32766383,2.13049694,0.60055277,0.00000000,0.00057935,0.26136929,0.39414801,1.10179475,0.95535892,0.00000000
-5.32166083,2.01065025,0.57787508,0.00000000,0.00054603,0.25134271,0.36676371,1.02622079,0.90793992,0.00000000
-5.31565783,1.89559116,0.55502754,0.00000000,0.00051301,0.24094091,0.33991132,0.95584971,0.86164838,0.00000000
-5.30965483,1.78592795,0.53227561,0.00000000,0.00048054,0.23031422,0.31377539,0.89072979,0.81689755,0.00000000
-5.30365183,1.68220077,0.50987940,0.00000000,0.00044895,0.21961190,0.28853335,0.83085611,0.77406987,0.00000000
-5.29764882,1.58486543,0.48808304,0.00000000,0.00041858,0.20897629,0.26435054,0.77617372,0.73350493,0.00000000
-5.29164582,1.49427959,0.46710537,0.00000000,0.00038984,0.19853769,0.24137592,0.72658054,0.69548942,0.00000000
-5.28564282,1.41069213,0.44713235,0.00000000,0.00036311,0.18841010,0.21973847,0.68193034,0.66024943,0.00000000
-5.27963982,1.33423642,0.42831132,0.00000000,0.00033880,0.17868804,0.19954450,0.64203595,0.62794556,0.00000000
-5.27363682,1.26492790,0.41074754,0.00000000,0.00031728,0.16944442,0.18087577,0.60667291,0.59867065,0.00000000
-5.26763382,1.20266598,0.39450277,0.00000000,0.00029893,0.16072969,0.16378861,0.57558381,0.57245040,0.00000000
-5.26163082,1.14724037,0.37959608,0.00000000,0.00028404,0.15257202,0.14831382,0.54848315,0.54924650,0.00000000
-5.25562781,1.09834116,0.36600647,0.00000000,0.00027290,0.14497847,0.13445745,0.52506285,0.52896211,0.00000000
-5.24962481,1.05557219,0.35367723,0.00000000,0.00026572,0.13793715,0.12220219,0.50499831,0.51144907,0.00000000
-5.24362181,1.01846688,0.34252148,0.00000000,0.00026265,0.13141992,0.11150931,0.48795467,0.49651654,0.00000000
-5.23761881,0.98650548,0.33242867,0.00000000,0.00026379,0.12538567,0.10232112,0.47359322,0.48394044,0.00000000
-5.23161581,0.95913304,0.32327151,0.00000000,0.00026915,0.11978385,0.09456360,0.46157754,0.47347315,0.00000000
-5.22561281,0.93577689,0.31491303,0.00000000,0.00027869,0.11455803,0.08814927,0.45157927,0.46485300,0.00000000
-5.21960980,0.91586300,0.30721320,0.00000000,0.00029227,0.10964935,0.08298003,0.44328308,0.45781313,0.00000000
-5.21360680,0.89883052,0.30003507,0.00000000,0.00030969,0.10499970,0.07895000,0.43639082,0.45208929,0.00000000
-5.20760380,0.88414394,0.29324994,0.00000000,0.00033066,0.10055437,0.07594816,0.43062468,0.44742652,0.00000000
-5.20160080,0.87130262,0.28674158,0.00000000,0.00035483,0.09626433,0.07386093,0.42572924,0.44358438,0.00000000
-5.19559780,0.85984777,0.28040927,0.00000000,0.00038176,0.09208775,0.07257439,0.42147261,0.44034087,0.00000000
-5.18959480,0.84936679,0.27416979,0.00000000,0.00041098,0.08799108,0.07197642,0.41764657,0.43749516,0.00000000
-5.18359180,0.83949550,0.26795839,0.00000000,0.00044191,0.08394943,0.07195857,0.41406607,0.43486914,0.00000000
-5.17758879,0.82991859,0.26172887,0.00000000,0.00047396,0.07994653,0.07241782,0.41056823,0.43230825,0.00000000
-5.17158579,0.82036877,0.25545296,0.00000000,0.00050650,0.07597416,0.07325812,0.40701105,0.42968167,0.00000000
-5.16558279,0.81062537,0.24911920,0.00000000,0.00053884,0.07203133,0.07439189,0.40327209,0.42688227,0.00000000
-5.15957979,0.80051253,0.24273150,0.00000000,0.00057033,0.06812307,0.07574131,0.39924740,0.42382650,0.00000000
-5.15357679,0.78989779,0.23630763,0.00000000,0.00060028,0.06425921,0.07723968,0.39485079,0.42045444,0.00000000
-5.14757379,0.77869105,0.22987766,0.00000000,0.00062807,0.06045306,0.07883248,0.39001347,0.41673009,0.00000000
-5.14157079,0.76684426,0.22348266,0.00000000,0.00065310,0.05672006,0.08047846,0.38468435,0.41264202,0.00000000
-5.13556778,0.75435174,0.21717347,0.00000000,0.00067483,0.05307669,0.08215049,0.37883063,0.40820418,0.00000000
-5.12956478,0.74125098,0.21100981,0.00000000,0.00069279,0.04953936,0.08383618,0.37243887,0.40345696,0.00000000
-5.12356178,0.72762363,0.20505946,0.00000000,0.00070663,0.04612363,0.08553829,0.36551610,0.39846808,0.00000000
-5.11755878,0.71359633,0.19939756,0.00000000,0.00071607,0.04284357,0.08727469,0.35809097,0.39333324,0.00000000
-5.11155578,0.69934087,0.19410592,0.00000000,0.00072097,0.03971134,0.08907798,0.35021463,0.38817614,0.00000000
-5.10555278,0.68507324,0.18927214,0.00000000,0.00072128,0.03673692,0.09099462,0.34196101,0.38314769,0.00000000
-5.09954977,0.67105119,0.18498844,0.00000000,0.00071707,0.03392810,0.09308351,0.33342647,0.37842410,0.00000000
-5.09354677,0.65756989,0.18135017,0.00000000,0.00070854,0.03129047,0.09541405,0.32472850,0.37420368,0.00000000
-5.08754377,0.64495541,0.17845382,0.00000000,0.00069599,0.02882759,0.09806366,0.31600336,0.37070230,0.00000000
-5.08154077,0.63355615,0.17639443,0.00000000,0.00067979,0.02654117,0.10111478,0.30740278,0.36814737,0.00000000
-5.07553777,0.62373197,0.17526263,0.00000000,0.00066043,0.02443130,0.10465143,0.29908951,0.36677049,0.00000000
-5.06953477,0.61584158,0.17514111,0.00000000,0.00063841,0.02249667,0.10875536,0.29123206,0.36679900,0.00000000
-5.06353177,0.61022845,0.17610076,0.00000000,0.00061433,0.02073473,0.11350202,0.28399867,0.36844653,0.00000000
-5.05752876,0.60720573,0.17819667,0.00000000,0.00058875,0.01914190,0.11895640,0.27755082,0.37190315,0.00000000
-5.05152576,0.60704103,0.18146400,0.00000000,0.00056229,0.01771361,0.12516896,0.27203657,0.37732532,0.00000000
-5.04552276,0.60994165,0.18591418,0.00000000,0.00053551,0.01644441,0.13217176,0.26758405,0.38482634,0.00000000
-5.03951976,0.61604113,0.19153151,0.00000000,0.00050895,0.01532804,0.13997511,0.26429543,0.39446761,0.00000000
-5.03351676,0.62538780,0.19827045,0.00000000,0.00048309,0.01435736,0.14856475,0.26224174,0.40625123,0.00000000
-5.02751376,0.63793613,0.20605387,0.00000000,0.00045836,0.01352447,0.15789984,0.26145871,0.42011453,0.00000000
-5.02151076,0.65354136,0.21477235,0.00000000,0.00043509,0.01282061,0.16791188,0.26194409,0.43592667,0.00000000
-5.01550775,0.67195804,0.22428480,0.00000000,0.00041355,0.01223632,0.17850457,0.26365638,0.45348781,0.00000000
-5.00950475,0.69284255,0.23442039,0.00000000,0.00039392,0.01176143,0.18955491,0.26651531,0.47253091,0.00000000
-5.00350175,0.71575997,0.24498191,0.00000000,0.00037629,0.01138521,0.20091525,0.27040395,0.49272630,0.00000000
-4.99749875,0.74019492,0.25575046,0.00000000,0.00036069,0.01109656,0.21241653,0.27517253,0.51368885,0.00000000
-4.99149575,0.76556632,0.26649129,0.00000000,0.00034707,0.01088423,0.22387244,0.28064372,0.53498771,0.00000000
-4.98549275,0.79124547,0.27696082,0.00000000,0.00033532,0.01073707,0.23508460,0.28661933,0.55615810,0.00000000
-4.97948974,0.81657677,0.28691433,0.00000000,0.00032530,0.01064440,0.24584825,0.29288805,0.57671492,0.00000000
-4.97348674,0.84090045,0.29611428,0.00000000,0.00031682,0.01059633,0.25595866,0.29923400,0.59616752,0.00000000
-4.96748374,0.86357625,0.30433865,0.00000000,0.00030970,0.01058419,0.26521760,0.30544575,0.61403513,0.00000000
-4.96148074,0.88400718,0.31138930,0.00000000,0.00030374,0.01060087,0.27344000,0.31132543,0.62986239,0.00000000
-4.95547774,0.90166253,0.31709961,0.00000000,0.00029877,0.01064123,0.28046026,0.31669759,0.64323417,0.00000000
-4.94947474,0.91609889,0.32134138,0.00000000,0.00029463,0.01070250,0.28613812,0.32141746,0.65378932,0.00000000
-4.94347174,0.92697862,0.32403051,0.00000000,0.00029122,0.01078453,0.29036373,0.32537820,0.66123268,0.00000000
-4.93746873,0.93408487,0.32513121,0.00000000,0.00028847,0.01089011,0.29306189,0.32851702,0.66534486,0.00000000
-4.93146573,0.93733245,0.32465864,0.00000000,0.00028640,0.01102513,0.29419506,0.33081964,0.66598951,0.00000000
-4.92546273,0.93677422,0.32267972,0.00000000,0.00028505,0.01119872,0.29376527,0.33232318,0.66311780,0.00000000
-4.91945973,0.93260261,0.31931210,0.00000000,0.00028455,0.01142320,0.29181461,0.33311705,0.65676985,0.00000000
-4.91345673,0.92514614,0.31472132,0.00000000,0.00028508,0.01171407,0.28842448,0.33334201,0.64707331,0.00000000
-4.90745373,0.91486110,0.30911623,0.00000000,0.00028687,0.01208970,0.28371351,0.33318710,0.63423907,0.00000000
-4.90145073,0.90231851,0.30274282,0.00000000,0.00029022,0.01257109,0.27783431,0.33288472,0.61855425,0.00000000
-4.89544772,0.88818681,0.29587662,0.00000000,0.00029543,0.01318136,0.27096908,0.33270379,0.60037296,0.00000000
-4.88944472,0.87321089,0.28881401,0.00000000,0.00030286,0.01394525,0.26332433,0.33294127,0.58010510,0.00000000
-4.88344172,0.85818799,0.28186272,0.00000000,0.00031285,0.01488840,0.25512485,0.33391214,0.55820365,0.00000000
-4.87743872,0.84394140,0.27533173,0.00000000,0.00032575,0.01603661,0.24660714,0.33593820,0.53515097,0.00000000
-4.87143572,0.83129267,0.26952110,0.00000000,0.00034188,0.01741501,0.23801258,0.33933602,0.51144460,0.00000000
-4.86543272,0.82103338,0.26471183,0.00000000,0.00036151,0.01904711,0.22958042,0.34440440,0.48758298,0.00000000
-4.85942971,0.81389717,0.26115628,0.00000000,0.00038484,0.02095388,0.22154104,0.35141169,0.46405167,0.00000000
-4.85342671,0.81053325,0.25906938,0.00000000,0.00041203,0.02315275,0.21410940,0.36058353,0.44131036,0.00000000
-4.84742371,0.81148202,0.25862087,0.00000000,0.00044309,0.02565666,0.20747913,0.37209137,0.41978113,0.00000000
-4.84142071,0.81715380,0.25992892,0.00000000,0.00047797,0.02847317,0.20181729,0.38604232,0.39983817,0.00000000
-4.83541771,0.82781141,0.26305528,0.00000000,0.00051649,0.03160359,0.19725996,0.40247062,0.38179935,0.00000000
-4.82941471,0.84355723,0.26800219,0.00000000,0.00055834,0.03504233,0.19390877,0.42133134,0.36591956,0.00000000
-4.82341171,0.86432531,0.27471109,0.00000000,0.00060309,0.03877627,0.19182849,0.44249651,0.35238626,0.00000000
-4.81740870,0.88987891,0.28306331,0.00000000,0.00065019,0.04278449,0.19104574,0.46575403,0.34131690,0.00000000
-4.81140570,0.91981367,0.29288273,0.00000000,0.00069898,0.04703803,0.19154872,0.49080950,0.33275848,0.00000000
-4.80540270,0.95356645,0.30394021,0.00000000,0.00074869,0.05150006,0.19328811,0.51729115,0.32668905,0.00000000
-4.79939970,0.99042954,0.31595996,0.00000000,0.00079847,0.05612615,0.19617903,0.54475771,0.32302098,0.00000000
-4.79339670,1.02957009,0.32862741,0.00000000,0.00084740,0.06086497,0.20010392,0.57270906,0.32160592,0.00000000
-4.78739370,1.07005383,0.34159846,0.00000000,0.00089453,0.06565906,0.20491633,0.60059945,0.32224116,0.00000000
-4.78139070,1.11087262,0.35450983,0.00000000,0.00093889,0.07044600,0.21044550,0.62785275,0.32467724,0.00000000
-4.77538769,1.15097453,0.36699012,0.00000000,0.00097952,0.07515971,0.21650148,0.65387926,0.32862642,0.00000000
-4.76938469,1.18929576,0.37867112,0.00000000,0.00101553,0.07973190,0.22288073,0.67809336,0.33377190,0.00000000
-4.76338169,1.22479277,0.38919918,0.00000000,0.00104607,0.08409375,0.22937195,0.69993147,0.33977735,0.00000000
-4.75737869,1.25647388,0.39824599,0.00000000,0.00107042,0.08817752,0.23576204,0.71886940,0.34629657,0.00000000
-4.75137569,1.28342877,0.40551846,0.00000000,0.00108797,0.09191831,0.24184187,0.73443860,0.35298300,0.00000000
-4.74537269,1.30485495,0.41076740,0.00000000,0.00109828,0.09525569,0.24741185,0.74624036,0.35949875,0.00000000
-4.73936968,1.32008030,0.41379451,0.00000000,0.00110104,0.09813523,0.25228696,0.75395775,0.36552300,0.00000000
-4.73336668,1.32858068,0.41445766,0.00000000,0.00109613,0.10050989,0.25630128,0.75736449,0.37075951,0.00000000
-4.72736368,1.32999220,0.41267397,0.00000000,0.00108360,0.10234120,0.25931176,0.75633063,0.37494314,0.00000000
-4.72136068,1.32411781,0.40842098,0.00000000,0.00106367,0.10360016,0.26120114,0.75082479,0.37784510,0.00000000
-4.71535768,1.31092801,0.40173556,0.00000000,0.00103672,0.10426788,0.26188011,0.74091295,0.37927706,0.00000000
-4.70935468,1.29055612,0.39271094,0.00000000,0.00100329,0.10433591,0.26128850,0.72675397,0.37909383,0.00000000
-4.70335168,1.26328828,0.38149185,0.00000000,0.00096403,0.10380630,0.25939558,0.70859215,0.37719483,0.00000000
-4.69734867,1.22954896,0.36826822,0.00000000,0.00091971,0.10269132,0.25619961,0.68674714,0.37352422,0.00000000
-4.69134567,1.18988281,0.35326757,0.00000000,0.00087116,0.10101296,0.25172651,0.66160194,0.36806983,0.00000000
-4.68534267,1.14493366,0.33674655,0.00000000,0.00081928,0.09880213,0.24602787,0.63358934,0.36086106,0.00000000
-4.67933967,1.09542175,0.31898209,0.00000000,0.00076497,0.09609766,0.23917839,0.60317761,0.35196570,0.00000000
-4.67333667,1.04212014,0.30026236,0.00000000,0.00070915,0.09294520,0.23127285,0.57085595,0.34148608,0.00000000
-4.66733367,0.98583124,0.28087806,0.00000000,0.00065269,0.08939592,0.22242273,0.53712034,0.32955445,0.00000000
-4.66133067,0.92736435,0.26111426,0.00000000,0.00059642,0.08550514,0.21275261,0.50246028,0.31632798,0.00000000
-4.65532766,0.86751498,0.24124313,0.00000000,0.00054109,0.08133100,0.20239652,0.46734689,0.30198344,0.00000000
-4.64932466,0.80704639,0.22151774,0.00000000,0.00048738,0.07693305,0.19149423,0.43222262,0.28671172,0.00000000
-4.64332166,0.74667403,0.20216706,0.00000000,0.00043585,0.07237099,0.18018777,0.39749292,0.27071246,0.00000000
