energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.81390695,3.01326140,-3.08545086,1.37164953,-1.59373017,0.50647172,-0.53985103,0.59049843,-0.57164687,1.43553089,-1.40081648,0.00047460,-0.00063336,0.50521160,-0.59536190,0.64344728,-0.60654805,0.00000000,-0.00000000
-5.80790395,3.04595922,-3.11767900,1.34322473,-1.58524131,0.50009478,-0.53824053,0.59788472,-0.57680273,1.48163586,-1.43537834,0.00044531,-0.00058259,0.49471105,-0.59116973,0.64939641,-0.61603024,0.00000000,-0.00000000
-5.80190095,3.08294145,-3.15276350,1.31384960,-1.57244292,0.49342203,-0.53574053,0.60524786,-0.58209086,1.53334864,-1.47532533,0.00042277,-0.00053819,0.48421046,-0.58581975,0.65410850,-0.62475694,0.00000000,-0.00000000
-5.79589795,3.12463339,-3.19100156,1.28387718,-1.55552828,0.48655097,-0.53239085,0.61264463,-0.58750578,1.59093126,-1.52098138,0.00040676,-0.00050008,0.47383997,-0.57940501,0.65759653,-0.63260891,0.00000000,-0.00000000
-5.78989495,3.17148870,-3.23275820,1.25365104,-1.53478928,0.47958223,-0.52824689,0.62015937,-0.59306374,1.65464357,-1.57267239,0.00039710,-0.00046815,0.46371990,-0.57203816,0.65991523,-0.63950591,0.00000000,-0.00000000
-5.78389195,3.22396584,-3.27844675,1.22349607,-1.51059880,0.47261744,-0.52337719,0.62789925,-0.59880243,1.72472745,-1.63071388,0.00039356,-0.00044229,0.45395878,-0.56384647,0.66115516,-0.64540508,0.00000000,-0.00000000
-5.77788894,3.28250123,-3.32850616,1.19371083,-1.48339179,0.46575687,-0.51786083,0.63598811,-0.60477983,1.80138845,-1.69539662,0.00039590,-0.00042240,0.44465189,-0.55496696,0.66143540,-0.65029791,0.00000000,-0.00000000
-5.77188594,3.34747990,-3.38337596,1.16456141,-1.45364589,0.45909709,-0.51178487,0.64455914,-0.61107186,1.88477568,-1.76697054,0.00040388,-0.00040833,0.43588008,-0.54554160,0.66089528,-0.65420604,0.00000000,-0.00000000
-5.76588294,3.41920503,-3.44346951,1.13627692,-1.42186237,0.45272842,-0.50524173,0.65374671,-0.61776920,1.97496091,-1.84562752,0.00041721,-0.00039995,0.42770903,-0.53571308,0.65968566,-0.65717606,0.00000000,-0.00000000
-5.75987994,3.49786770,-3.50914677,1.10904623,-1.38854823,0.44673246,-0.49832683,0.66367773,-0.62497306,2.07191797,-1.93148353,0.00043559,-0.00039710,0.42018873,-0.52562081,0.65795994,-0.65927362,0.00000000,-0.00000000
-5.75387694,3.58351843,-3.58068726,1.08301618,-1.35419983,0.44117952,-0.49113620,0.67446289,-0.63279026,2.17550365,-2.02456110,0.00045866,-0.00039962,0.41335314,-0.51539769,0.65586556,-0.66057718,0.00000000,-0.00000000
-5.74787394,3.67604216,-3.65826465,1.05829077,-1.31928867,0.43612638,-0.48376435,0.68618840,-0.64132767,2.28544142,-2.12477277,0.00048604,-0.00040732,0.40722003,-0.50516724,0.65353617,-0.66117176,0.00000000,-0.00000000
-5.74187094,3.77513824,-3.74192383,1.03493141,-1.28424956,0.43161410,-0.47630227,0.69890849,-0.65068621,2.40130910,-2.23190658,0.00051727,-0.00041997,0.40179098,-0.49504146,0.65108487,-0.66114284,0.00000000,-0.00000000
-5.73586793,3.88030692,-3.83156163,1.01295805,-1.24947126,0.42766629,-0.46883559,0.71263917,-0.66095468,2.52253160,-2.34561439,0.00055186,-0.00043734,0.39705148,-0.48511907,0.64859896,-0.66057090,0.00000000,-0.00000000
-5.72986493,3.99084351,-3.92691222,0.99235099,-1.21528977,0.42428779,-0.46144294,0.72735365,-0.67220370,2.64837975,-2.46540413,0.00058925,-0.00045911,0.39297129,-0.47548437,0.64613620,-0.65952664,0.00000000,-0.00000000
-5.72386193,4.10584124,-4.02753808,0.97305349,-1.18198405,0.42146396,-0.45419448,0.74297964,-0.68448000,2.77797563,-2.59063652,0.00062881,-0.00048496,0.38950484,-0.46620640,0.64372290,-0.65806731,0.00000000,-0.00000000
-5.71785893,4.22420330,-4.13282720,0.95497482,-1.14977398,0.41916045,-0.44715059,0.75939883,-0.69780140,2.91030509,-2.72052723,0.00066990,-0.00051448,0.38659206,-0.45733854,0.64135373,-0.65623402,0.00000000,-0.00000000
-5.71185593,4.34466411,-4.24199717,0.93799411,-1.11882044,0.41732381,-0.44036079,0.77644863,-0.71215264,3.04423719,-2.85415469,0.00071178,-0.00054723,0.38415934,-0.44891835,0.63899329,-0.65405038,0.00000000,-0.00000000
-5.70585293,4.46581959,-4.35410633,0.92196461,-1.08922706,0.41588272,-0.43386281,0.79392618,-0.72748248,3.17855025,-2.99047392,0.00075370,-0.00058269,0.38212093,-0.44096771,0.63657918,-0.65152223,0.00000000,-0.00000000
-5.69984992,4.58616536,-4.46807191,0.90671860,-1.06104350,0.41474983,-0.42768199,0.81159454,-0.74370223,3.31196386,-3.12833628,0.00079490,-0.00062028,0.38038060,-0.43349316,0.63402650,-0.64863862,0.00000000,-0.00000000
-5.69384692,4.70414171,-4.58269499,0.89207273,-1.03426988,0.41382440,-0.42183088,0.82919086,-0.76068576,3.44317557,-3.26651476,0.00083459,-0.00065939,0.37883371,-0.42648646,0.63123330,-0.64537372,0.00000000,-0.00000000
-5.68784392,4.81818349,-4.69669146,0.87783388,-1.00886213,0.41299534,-0.41630916,0.84643610,-0.77827138,3.57090092,-3.40373415,0.00087200,-0.00069934,0.37736968,-0.41992536,0.62808684,-0.64168966,0.00000000,-0.00000000
-5.68184092,4.92677285,-4.80872812,0.86380545,-0.98473807,0.41214477,-0.41110390,0.86304609,-0.79626533,3.69391513,-3.53870512,0.00090637,-0.00073942,0.37587469,-0.41377459,0.62447020,-0.63754001,0.00000000,-0.00000000
-5.67583792,5.02849257,-4.91746261,0.84979378,-0.96178397,0.41115185,-0.40619015,0.87874325,-0.81444705,3.81109446,-3.67016092,0.00093702,-0.00077889,0.37423468,-0.40798712,0.62026890,-0.63287372,0.00000000,-0.00000000
-5.66983492,5.12207743,-5.02158568,0.83561485,-0.93986143,0.40989683,-0.40153196,0.89326852,-0.83257607,3.92145547,-3.79689537,0.00096330,-0.00081699,0.37233855,-0.40250564,0.61537723,-0.62763917,0.00000000,-0.00000000
-5.66383192,5.20646128,-5.11986413,0.82110081,-0.91881451,0.40826500,-0.39708365,0.90639300,-0.85040020,4.02419010,-3.91780036,0.00098468,-0.00085297,0.37008142,-0.39726436,0.60970401,-0.62178827,0.00000000,-0.00000000
-5.65782891,5.28081750,-5.21118263,0.80610629,-0.89847693,0.40615055,-0.39279158,0.91792856,-0.86766487,4.11869484,-4.03190130,0.00100070,-0.00088612,0.36736781,-0.39219108,0.60317744,-0.61528023,0.00000000,-0.00000000
-5.65182591,5.34459072,-5.29458248,0.79051419,-0.87867918,0.40346006,-0.38859610,0.92773722,-0.88412316,4.20459246,-4.13838882,0.00101105,-0.00091574,0.36411476,-0.38720947,0.59574888,-0.60808485,0.00000000,-0.00000000
-5.64582291,5.39751840,-5.36929569,0.77424076,-0.85925556,0.40011554,-0.38443382,0.93573847,-0.89954616,4.28174499,-4.23664516,0.00101550,-0.00094121,0.36025451,-0.38224164,0.58739552,-0.60018523,0.00000000,-0.00000000
-5.63981991,5.43964075,-5.43477268,0.75723968,-0.84005086,0.39605693,-0.38024004,0.94191451,-0.91373308,4.35025714,-4.32626383,0.00101398,-0.00096199,0.35573697,-0.37721085,0.57812170,-0.59157973,0.00000000,-0.00000000
-5.63381691,5.47129869,-5.49070215,0.73950507,-0.82092666,0.39124383,-0.37595129,0.94631292,-0.92652084,4.41046980,-4.40706156,0.00100654,-0.00097762,0.35053148,-0.37204428,0.56795902,-0.58228310,0.00000000,-0.00000000
-5.62781391,5.49311958,-5.53702219,0.72107314,-0.80176701,0.38565665,-0.37150783,0.94904670,-0.93779238,4.46294366,-4.47908166,0.00099336,-0.00098775,0.34462810,-0.36667583,0.55696523,-0.57232675,0.00000000,-0.00000000
-5.62181091,5.50599142,-5.57392182,0.70202236,-0.78248341,0.37929688,-0.36685605,0.95029172,-0.94748353,4.50843353,-4.54258844,0.00097475,-0.00099216,0.33803825,-0.36104874,0.54522209,-0.56175836,0.00000000,-0.00000000
-5.61580790,5.51102645,-5.60183275,0.68247226,-0.76301886,0.37218671,-0.36195063,0.95028159,-0.95558788,4.54785451,-4.59805281,0.00095111,-0.00099075,0.33079455,-0.35511809,0.53283221,-0.55064053,0.00000000,-0.00000000
-5.60980490,5.50951591,-5.62141158,0.66258066,-0.74335086,0.36436790,-0.35675643,0.94930023,-0.96215938,4.58224124,-4.64612951,0.00092293,-0.00098353,0.32295008,-0.34885275,0.51991523,-0.53904903,0.00000000,-0.00000000
-5.60380190,5.50287787,-5.63351295,0.64253955,-0.72349326,0.35590010,-0.35124985,0.94767244,-0.96731255,4.61270226,-4.68762672,0.00089081,-0.00097066,0.31457688,-0.34223711,0.50660350,-0.52707036,0.00000000,-0.00000000
-5.59779890,5.49260051,-5.63915480,0.62256965,-0.70349681,0.34685859,-0.34541985,0.94575299,-0.97122013,4.64037131,-4.72346949,0.00085538,-0.00095241,0.30576389,-0.33527204,0.49303741,-0.51479902,0.00000000,-0.00000000
-5.59179590,5.48018337,-5.63947718,0.60291391,-0.68344836,0.33733163,-0.33926837,0.94391453,-0.97410821,4.66635785,-4.75465842,0.00081730,-0.00092915,0.29661431,-0.32797539,0.47936069,-0.50233461,0.00000000,-0.00000000
-5.58579290,5.46707902,-5.63569628,0.58383016,-0.66346879,0.32741752,-0.33281016,0.94253492,-0.97624906,4.69169896,-4.78222542,0.00077726,-0.00090135,0.28724253,-0.32038176,0.46571590,-0.48977879,0.00000000,-0.00000000
-5.57978989,5.45463792,-5.62905564,0.56558317,-0.64370956,0.31722152,-0.32607222,0.94198460,-0.97795188,4.71731478,-4.80718847,0.00073595,-0.00086957,0.27777076,-0.31254158,0.45224018,-0.47723241,0.00000000,-0.00000000
-5.57378689,5.44405850,-5.62077678,0.54843642,-0.62434817,0.30685277,-0.31909256,0.94261430,-0.97955188,4.74396940,-4.83050736,0.00069402,-0.00083442,0.26832537,-0.30451962,0.43906159,-0.46479277,0.00000000,-0.00000000
-5.56778389,5.43634466,-5.61201122,0.53264389,-0.60558246,0.29642125,-0.31191871,0.94474367,-0.98139806,4.77223887,-4.85304244,0.00065209,-0.00079657,0.25903326,-0.29639284,0.42629604,-0.45255132,0.00000000,-0.00000000
-5.56178089,5.43227236,-5.60379609,0.51844215,-0.58762420,0.28603498,-0.30460572,0.94865134,-0.98384041,4.80248776,-4.87551807,0.00061073,-0.00075668,0.25001823,-0.28824777,0.41404495,-0.44059169,0.00000000,-0.00000000
-5.55577789,5.43236643,-5.59701519,0.50604302,-0.57069193,0.27579753,-0.29721403,0.95456656,-0.98721683,4.83485506,-4.89849251,0.00057046,-0.00071544,0.24139753,-0.28017753,0.40239376,-0.42898826,0.00000000,-0.00000000
-5.54977489,5.43688839,-5.59236721,0.49562713,-0.55500364,0.26580583,-0.28980717,0.96266284,-0.99184056,4.86925013,-4.92233543,0.00053170,-0.00067352,0.23327872,-0.27227845,0.39141116,-0.41780520,0.00000000,-0.00000000
-5.54377189,5.44583567,-5.59034240,0.48733843,-0.54076921,0.25614849,-0.28244942,0.97305378,-0.99798857,4.90535868,-4.94721420,0.00049483,-0.00063155,0.22575687,-0.26464676,0.38114919,-0.40709614,0.00000000,-0.00000000
-5.53776888,5.45895177,-5.59120875,0.48128005,-0.52818313,0.24690446,-0.27520360,0.98579108,-1.00589138,4.94265849,-4.97308937,0.00046014,-0.00059012,0.21891230,-0.25737511,0.37164403,-0.39690421,0.00000000,-0.00000000
-5.53176588,5.47574708,-5.59500822,0.47751139,-0.51741779,0.23814214,-0.26812907,1.00086504,-1.01572489,4.98044413,-4.99971971,0.00042787,-0.00054976,0.21280873,-0.25054940,0.36291748,-0.38726274,0.00000000,-0.00000000
-5.52576288,5.49552898,-5.60156310,0.47604676,-0.50861737,0.22991898,-0.26127999,1.01820713,-1.02760446,5.01785971,-5.02667649,0.00039816,-0.00051093,0.20749213,-0.24424578,0.35497906,-0.37819627,0.00000000,-0.00000000
-5.51975988,5.51744020,-5.61049228,0.47685538,-0.50189275,0.22228144,-0.25470397,1.03769494,-1.04158152,5.05393822,-5.05336652,0.00037114,-0.00047405,0.20298999,-0.23852813,0.34782844,-0.36972203,0.00000000,-0.00000000
-5.51375688,5.54050356,-5.62123661,0.47986293,-0.49731757,0.21526523,-0.24844109,1.05915902,-1.05764298,5.08764592,-5.07906291,0.00034687,-0.00043943,0.19931136,-0.23344601,0.34145839,-0.36185166,0.00000000,-0.00000000
-5.50775388,5.56367147,-5.63309243,0.48495446,-0.49492559,0.20889598,-0.24252338,1.08239156,-1.07571330,5.11792998,-5.10294230,0.00032537,-0.00040734,0.19644724,-0.22903317,0.33585774,-0.35459318,0.00000000,-0.00000000
-5.50175088,5.58587813,-5.64525157,0.49197855,-0.49470931,0.20319011,-0.23697468,1.10715662,-1.09565930,5.14376758,-5.12412706,0.00030664,-0.00037799,0.19437171,-0.22530670,0.33101456,-0.34795312,0.00000000,-0.00000000
-5.49574787,5.60609245,-5.65684634,0.50075277,-0.49662017,0.19815582,-0.23181090,1.13320147,-1.11729748,5.16421450,-5.14173064,0.00029066,-0.00035152,0.19304343,-0.22226677,0.32691917,-0.34193865,0.00000000,-0.00000000
-5.48974487,5.62336977,-5.66699748,0.51106999,-0.50057002,0.19379438,-0.22704066,1.16026879,-1.14040353,5.17845137,-5.15490419,0.00027742,-0.00032802,0.19240760,-0.21989697,0.32356699,-0.33655963,0.00000000,-0.00000000
-5.48374187,5.63690027,-5.67486305,0.52270560,-0.50643408,0.19010139,-0.22266612,1.18810921,-1.16472364,5.18582570,-5.16288258,0.00026687,-0.00030755,0.19239828,-0.21816531,0.32096111,-0.33183062,0.00000000,-0.00000000
-5.47773887,5.64605224,-5.67968608,0.53542525,-0.51405505,0.18706811,-0.21868414,1.21649380,-1.18998730,5.18588802,-5.16502760,0.00025902,-0.00029015,0.19294106,-0.21702564,0.31911432,-0.32777256,0.00000000,-0.00000000
-5.47173587,5.65040863,-5.68083905,0.54899292,-0.52324846,0.18468286,-0.21508751,1.24522591,-1.21592077,5.17842073,-5.16086676,0.00025385,-0.00027582,0.19395585,-0.21641960,0.31805067,-0.32441413,0.00000000,-0.00000000
-5.46573287,5.64979511,-5.67786312,0.56317908,-0.53380890,0.18293231,-0.21186621,1.27415192,-1.24226096,5.16345815,-5.15012572,0.00025139,-0.00026456,0.19535987,-0.21627896,0.31780638,-0.32179277,0.00000000,-0.00000000
-5.45972986,5.64429858,-5.67050033,0.57776857,-0.54551707,0.18180269,-0.20900878,1.30317035,-1.26876886,5.14129700,-5.13275289,0.00025166,-0.00025638,0.19707062,-0.21652817,0.31842999,-0.31995515,0.00000000,-0.00000000
-5.45372686,5.63427500,-5.65871726,0.59256797,-0.55814724,0.18128093,-0.20650350,1.33223886,-1.29524207,5.11249645,-5.10893499,0.00025472,-0.00025127,0.19900883,-0.21708718,0.31998173,-0.31895713,0.00000000,-0.00000000
-5.44772386,5.62034594,-5.64271903,0.60741223,-0.57147505,0.18135561,-0.20433952,1.36137852,-1.32152575,5.07786748,-5.07910264,0.00026063,-0.00024925,0.20110122,-0.21787433,0.32253211,-0.31886307,0.00000000,-0.00000000
-5.44172086,5.60338351,-5.62295260,0.62217011,-0.58528522,0.18201767,-0.20250784,1.39067522,-1.34752145,5.03845164,-5.04392544,0.00026947,-0.00025033,0.20328297,-0.21880926,0.32615962,-0.31974462,0.00000000,-0.00000000
-5.43571786,5.58448395,-5.60009921,0.63674842,-0.59937894,0.18326096,-0.20100204,1.42027765,-1.37319340,4.99548949,-5.00429649,0.00028133,-0.00025457,0.20549993,-0.21981567,0.33094761,-0.32167869,0.00000000,-0.00000000
-5.42971486,5.56493022,-5.57505578,0.65109461,-0.61358064,0.18508242,-0.19981887,1.45039187,-1.39857175,4.95037991,-4.96130669,0.00029628,-0.00026200,0.20771029,-0.22082401,0.33698039,-0.32474494,0.00000000,-0.00000000
-5.42371186,5.54614490,-5.54890585,0.66519775,-0.62774392,0.18748202,-0.19895856,1.48127229,-1.42375257,4.90463125,-4.91620950,0.00031440,-0.00027268,0.20988585,-0.22177382,0.34433866,-0.32902252,0.00000000,-0.00000000
-5.41770885,5.52963466,-5.52288111,0.67908765,-0.64175626,0.19046229,-0.19842496,1.51320936,-1.44889450,4.85980627,-4.87037762,0.00033576,-0.00028668,0.21201258,-0.22261581,0.35309436,-0.33458636,0.00000000,-0.00000000
-5.41170585,5.51692849,-5.49831465,0.69283211,-0.65554245,0.19402759,-0.19822543,1.54651417,-1.47421185,4.81746280,-4.82525289,0.00036038,-0.00030407,0.21409072,-0.22331352,0.36330511,-0.34150298,0.00000000,-0.00000000
-5.40570285,5.50951172,-5.47658806,0.70653244,-0.66906641,0.19818293,-0.19837051,1.58150057,-1.49996464,4.77909248,-4.78229165,0.00038826,-0.00032489,0.21613410,-0.22384452,0.37500853,-0.34982593,0.00000000,-0.00000000
-5.39969985,5.50875874,-5.45907412,0.72031724,-0.68233140,0.20293256,-0.19887346,1.61846534,-1.52644555,4.74606002,-4.74290763,0.00041936,-0.00034919,0.21816895,-0.22420119,0.38821656,-0.35959120,0.00000000,-0.00000000
-5.39369685,5.51586704,-5.44707782,0.73433468,-0.69537849,0.20827823,-0.19974954,1.65766748,-1.55396456,4.71954581,-4.70841475,0.00045359,-0.00037698,0.22023199,-0.22439089,0.40291012,-0.37081252,0.00000000,-0.00000000
-5.38769385,5.53179570,-5.44177791,0.74874365,-0.70828333,0.21421720,-0.20101516,1.69930732,-1.58283163,4.70049415,-4.67997247,0.00049081,-0.00040825,0.22236807,-0.22443564,0.41903446,-0.38347704,0.00000000,-0.00000000
-5.38169085,5.55721102,-5.44417171,0.76370397,-0.72115129,0.22074021,-0.20268694,1.74350661,-1.61333844,4.68956983,-4.65853593,0.00053081,-0.00044295,0.22462731,-0.22437131,0.43649528,-0.39754138,0.00000000,-0.00000000
-5.37568784,5.59244215,-5.45502566,0.77936617,-0.73411112,0.22782934,-0.20478058,1.79029063,-1.64573967,4.68712494,-4.64481332,0.00057334,-0.00048097,0.22706185,-0.22424616,0.45515623,-0.41292851,0.00000000,-0.00000000
-5.36968484,5.63744889,-5.47483386,0.79586122,-0.74730739,0.23545599,-0.20730968,1.83957326,-1.68023501,4.69317781,-4.63923243,0.00061807,-0.00052216,0.22972241,-0.22411903,0.47483761,-0.42952540,0.00000000,-0.00000000
-5.36368184,5.69180368,-5.50378651,0.81329073,-0.76089192,0.24357909,-0.21028457,1.89114596,-1.71695249,4.70740519,-4.64191789,0.00066463,-0.00056631,0.23265481,-0.22405692,0.49531688,-0.44718200,0.00000000,-0.00000000
-5.35767884,5.75468891,-5.54174990,0.83171796,-0.77501457,0.25214363,-0.21371102,1.94467136,-1.75593414,4.72914823,-4.65268054,0.00071260,-0.00061317,0.23589652,-0.22413233,0.51633084,-0.46571130,0.00000000,-0.00000000
-5.35167584,5.82491019,-5.58825893,0.85116018,-0.78981382,0.26107972,-0.21758906,1.99968218,-1.79712461,4.75743230,-4.67101914,0.00076149,-0.00066239,0.23947345,-0.22442018,0.53757956,-0.48489096,0.00000000,-0.00000000
-5.34567284,5.90092525,-5.64252258,0.87158271,-0.80540738,0.27030218,-0.22191187,2.05558549,-1.84036336,4.79099988,-4.69613479,0.00081081,-0.00071360,0.24339724,-0.22499456,0.55873224,-0.50446631,0.00000000,-0.00000000
