energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.67583792,1.35171965,0.23112212,0.13147531,0.00066598,0.03831530,0.27506180,0.89126531,0.44986269,0.00000000
-5.66983492,1.24550946,0.20785336,0.12051093,0.00059330,0.03421533,0.24797086,0.82606798,0.41417769,0.00000000
-5.66383192,1.14227782,0.18611331,0.11005391,0.00052590,0.03040630,0.22256539,0.76175434,0.37967753,0.00000000
-5.65782891,1.04275078,0.16591159,0.10016435,0.00046378,0.02688868,0.19887215,0.69891433,0.34656820,0.00000000
-5.65182591,0.94758377,0.14724153,0.09089368,0.00040690,0.02365947,0.17689911,0.63809515,0.31503599,0.00000000
-5.64582291,0.85734986,0.13008182,0.08228400,0.00035514,0.02071264,0.15663679,0.57979018,0.28524382,0.00000000
-5.63981991,0.77253042,0.11439810,0.07436773,0.00030834,0.01803950,0.13805982,0.52442987,0.25732821,0.00000000
-5.63381691,0.69350849,0.10014461,0.06716737,0.00026628,0.01562916,0.12112839,0.47237486,0.23139697,0.00000000
-5.62781391,0.62056494,0.08726578,0.06069543,0.00022872,0.01346886,0.10578991,0.42391147,0.20752762,0.00000000
-5.62181091,0.55387748,0.07569783,0.05495460,0.00019539,0.01154443,0.09198060,0.37924964,0.18576667,0.00000000
-5.61580790,0.49352240,0.06537030,0.04993796,0.00016600,0.00984066,0.07962728,0.33852307,0.16612969,0.00000000
-5.60980490,0.43947876,0.05620755,0.04562948,0.00014023,0.00834158,0.06864900,0.30179158,0.14860207,0.00000000
-5.60380190,0.39163489,0.04813024,0.04200450,0.00011780,0.00703089,0.05895884,0.26904527,0.13314061,0.00000000
-5.59779890,0.34979669,0.04105673,0.03903040,0.00009838,0.00589220,0.05046559,0.24021038,0.11967563,0.00000000
-5.59179590,0.31369747,0.03490437,0.03666741,0.00008169,0.00490929,0.04307542,0.21515639,0.10811362,0.00000000
-5.58579290,0.28300894,0.02959071,0.03486939,0.00006743,0.00406641,0.03669345,0.19370410,0.09834026,0.00000000
-5.57978989,0.25735281,0.02503465,0.03358484,0.00005534,0.00334841,0.03122524,0.17563438,0.09022384,0.00000000
-5.57378689,0.23631294,0.02115741,0.03275783,0.00004514,0.00274093,0.02657810,0.16069725,0.08361870,0.00000000
-5.56778389,0.21944740,0.01788335,0.03232906,0.00003661,0.00223055,0.02266230,0.14862109,0.07836894,0.00000000
-5.56178089,0.20630040,0.01514076,0.03223701,0.00002952,0.00180485,0.01939209,0.13912172,0.07431196,0.00000000
-5.55577789,0.19641379,0.01286236,0.03241901,0.00002368,0.00145248,0.01668656,0.13191111,0.07128208,0.00000000
-5.54977489,0.18933785,0.01098582,0.03281243,0.00001890,0.00116321,0.01447029,0.12670564,0.06911387,0.00000000
-5.54377189,0.18464136,0.00945401,0.03335582,0.00001502,0.00092793,0.01267394,0.12323376,0.06764541,0.00000000
-5.53776888,0.18192073,0.00821527,0.03399007,0.00001193,0.00073864,0.01123452,0.12124285,0.06672118,0.00000000
-5.53176588,0.18080808,0.00722341,0.03465947,0.00000948,0.00058839,0.01009565,0.12050538,0.06619476,0.00000000
-5.52576288,0.18097830,0.00643780,0.03531281,0.00000760,0.00047130,0.00920763,0.12082415,0.06593116,0.00000000
-5.51975988,0.18215478,0.00582323,0.03590426,0.00000619,0.00038246,0.00852743,0.12203659,0.06580880,0.00000000
-5.51375688,0.18411407,0.00534980,0.03639427,0.00000520,0.00031788,0.00801852,0.12401813,0.06572114,0.00000000
-5.50775388,0.18668902,0.00499272,0.03675024,0.00000458,0.00027446,0.00765073,0.12668446,0.06557791,0.00000000
-5.50175088,0.18977074,0.00473208,0.03694705,0.00000431,0.00024990,0.00739993,0.12999283,0.06530593,0.00000000
-5.49574787,0.19330902,0.00455265,0.03696739,0.00000438,0.00024267,0.00724770,0.13394215,0.06484957,0.00000000
-5.48974487,0.19731139,0.00444356,0.03680198,0.00000478,0.00025194,0.00718103,0.13857207,0.06417072,0.00000000
-5.48374187,0.20184070,0.00439807,0.03644944,0.00000556,0.00027757,0.00719187,0.14396087,0.06324846,0.00000000
-5.47773887,0.20701133,0.00441329,0.03591611,0.00000674,0.00031998,0.00727672,0.15022228,0.06207833,0.00000000
-5.47173587,0.21298407,0.00448991,0.03521557,0.00000839,0.00038020,0.00743617,0.15750127,0.06067122,0.00000000
-5.46573287,0.21995970,0.00463187,0.03436802,0.00001059,0.00045977,0.00767445,0.16596881,0.05905206,0.00000000
-5.45972986,0.22817148,0.00484615,0.03339950,0.00001343,0.00056068,0.00799893,0.17581578,0.05725812,0.00000000
-5.45372686,0.23787669,0.00514238,0.03234103,0.00001704,0.00068538,0.00841959,0.18724614,0.05533722,0.00000000
-5.44772386,0.24934740,0.00553260,0.03122753,0.00002157,0.00083664,0.00894848,0.20046941,0.05334578,0.00000000
-5.44172086,0.26286068,0.00603083,0.03009685,0.00002718,0.00101753,0.00959922,0.21569290,0.05134672,0.00000000
-5.43571786,0.27868853,0.00665274,0.02898862,0.00003406,0.00123132,0.01038634,0.23311350,0.04940737,0.00000000
-5.42971486,0.29708774,0.00741522,0.02794316,0.00004244,0.00148139,0.01132477,0.25290972,0.04759744,0.00000000
-5.42371186,0.31829000,0.00833588,0.02700048,0.00005253,0.00177110,0.01242920,0.27523370,0.04598695,0.00000000
-5.41770885,0.34249238,0.00943257,0.02619926,0.00006461,0.00210370,0.01371348,0.30020388,0.04464442,0.00000000
-5.41170585,0.36984862,0.01072279,0.02557593,0.00007893,0.00248215,0.01519002,0.32789818,0.04363503,0.00000000
-5.40570285,0.40046129,0.01222309,0.02516391,0.00009580,0.00290899,0.01686925,0.35834806,0.04301908,0.00000000
-5.39969985,0.43437511,0.01394839,0.02499285,0.00011548,0.00338620,0.01875902,0.39153374,0.04285057,0.00000000
-5.39369685,0.47157155,0.01591131,0.02508804,0.00013828,0.00391503,0.02086416,0.42738043,0.04317597,0.00000000
-5.38769385,0.51196497,0.01812149,0.02546999,0.00016445,0.00449583,0.02318599,0.46575605,0.04403322,0.00000000
-5.38169085,0.55540031,0.02058484,0.02615400,0.00019425,0.00512795,0.02572203,0.50647027,0.04545091,0.00000000
-5.37568784,0.60165248,0.02330290,0.02714992,0.00022789,0.00580957,0.02846574,0.54927508,0.04744767,0.00000000
-5.36968484,0.65042750,0.02627222,0.02846203,0.00026554,0.00653764,0.03140642,0.59386690,0.05003177,0.00000000
-5.36368184,0.70136540,0.02948385,0.03008896,0.00030730,0.00730779,0.03452919,0.63989011,0.05320095,0.00000000
-5.35767884,0.75404492,0.03292289,0.03202376,0.00035320,0.00811434,0.03781523,0.68694213,0.05694243,0.00000000
-5.35167584,0.80798985,0.03656825,0.03425407,0.00040317,0.00895028,0.04124201,0.73457985,0.06123314,0.00000000
-5.34567284,0.86267713,0.04039255,0.03676234,0.00045705,0.00980736,0.04478387,0.78232729,0.06604027,0.00000000
-5.33966983,0.91754628,0.04436222,0.03952618,0.00051457,0.01067622,0.04841257,0.82968442,0.07132190,0.00000000
-5.33366683,0.97201028,0.04843783,0.04251884,0.00057534,0.01154656,0.05209805,0.87613692,0.07702794,0.00000000
-5.32766383,1.02546747,0.05257466,0.04570971,0.00063885,0.01240733,0.05580930,0.92116660,0.08310130,0.00000000
-5.32166083,1.07731434,0.05672343,0.04906494,0.00070448,0.01324704,0.05951526,0.96426235,0.08947922,0.00000000
-5.31565783,1.12695877,0.06083134,0.05254816,0.00077147,0.01405400,0.06318581,1.00493120,0.09609478,0.00000000
-5.30965483,1.17383344,0.06484324,0.05612121,0.00083898,0.01481669,0.06679269,1.04270938,0.10287856,0.00000000
-5.30365183,1.21740904,0.06870297,0.05974497,0.00090606,0.01552401,0.07031042,1.07717284,0.10976038,0.00000000
-5.29764882,1.25720675,0.07235485,0.06338014,0.00097170,0.01616571,0.07371707,1.10794711,0.11667109,0.00000000
-5.29164582,1.29280973,0.07574522,0.06698814,0.00103485,0.01673258,0.07699494,1.13471607,0.12354433,0.00000000
-5.28564282,1.32387311,0.07882399,0.07053186,0.00109443,0.01721682,0.08013104,1.15722932,0.13031815,0.00000000
-5.27963982,1.35013209,0.08154614,0.07397641,0.00114935,0.01761222,0.08311734,1.17530798,0.13693657,0.00000000
-5.27363682,1.37140787,0.08387313,0.07728979,0.00119860,0.01791439,0.08595087,1.18884855,0.14335082,0.00000000
-5.26763382,1.38761117,0.08577413,0.08044347,0.00124122,0.01812082,0.08863346,1.19782474,0.14952032,0.00000000
-5.26163082,1.39874308,0.08722697,0.08341278,0.00127635,0.01823100,0.09117141,1.20228721,0.15541339,0.00000000
-5.25562781,1.40489324,0.08821893,0.08617721,0.00130327,0.01824637,0.09357483,1.20236104,0.16100756,0.00000000
-5.24962481,1.40623539,0.08874713,0.08872054,0.00132142,0.01817024,0.09585689,1.19824114,0.16628950,0.00000000
-5.24362181,1.40302035,0.08881861,0.09103084,0.00133041,0.01800768,0.09803284,1.19018570,0.17125459,0.00000000
-5.23761881,1.39556685,0.08845010,0.09310028,0.00133003,0.01776528,0.10011910,1.17850781,0.17590624,0.00000000
-5.23161581,1.38425033,0.08766744,0.09492487,0.00132030,0.01745096,0.10213214,1.16356576,0.18025475,0.00000000
-5.22561281,1.36949046,0.08650470,0.09650402,0.00130141,0.01707364,0.10408747,1.14575206,0.18431604,0.00000000
-5.21960980,1.35173751,0.08500303,0.09784010,0.00127374,0.01664296,0.10599874,1.12548197,0.18811018,0.00000000
-5.21360680,1.33145838,0.08320929,0.09893791,0.00123785,0.01616900,0.10787683,1.10318158,0.19165972,0.00000000
-5.20760380,1.30912269,0.08117448,0.09980407,0.00119448,0.01566192,0.10972921,1.07927619,0.19498808,0.00000000
-5.20160080,1.28518940,0.07895211,0.10044652,0.00114448,0.01513172,0.11155938,1.05417909,0.19811790,0.00000000
-5.19559780,1.26009458,0.07659648,0.10087400,0.00108882,0.01458794,0.11336657,1.02828143,0.20106946,0.00000000
-5.18959480,1.23424048,0.07416108,0.10109556,0.00102853,0.01403945,0.11514559,1.00194319,0.20385931,0.00000000
-5.18359180,1.20798642,0.07169692,0.10112017,0.00096469,0.01349429,0.11688686,0.97548571,0.20649904,0.00000000
-5.17758879,1.18164168,0.06925119,0.10095644,0.00089840,0.01295947,0.11857662,0.94918583,0.20899430,0.00000000
-5.17158579,1.15546040,0.06686597,0.10061241,0.00083073,0.01244092,0.12019732,0.92327181,0.21134405,0.00000000
-5.16558279,1.12963870,0.06457728,0.10009537,0.00076271,0.01194344,0.12172806,0.89792104,0.21354017,0.00000000
-5.15957979,1.10431395,0.06241435,0.09941191,0.00069528,0.01147072,0.12314521,0.87325945,0.21556726,0.00000000
-5.15357679,1.07956595,0.06039919,0.09856795,0.00062931,0.01102534,0.12442305,0.84936262,0.21740283,0.00000000
-5.14757379,1.05542017,0.05854649,0.09756889,0.00056556,0.01060892,0.12553452,0.82625843,0.21901774,0.00000000
-5.14157079,1.03185256,0.05686381,0.09641982,0.00050464,0.01022223,0.12645194,0.80393096,0.22037698,0.00000000
-5.13556778,1.00879590,0.05535202,0.09512590,0.00044708,0.00986533,0.12714789,0.78232571,0.22144072,0.00000000
-5.12956478,0.98614749,0.05400609,0.09369263,0.00039327,0.00953776,0.12759597,0.76135563,0.22216568,0.00000000
-5.12356178,0.96377777,0.05281602,0.09212638,0.00034348,0.00923880,0.12777175,0.74090802,0.22250671,0.00000000
-5.11755878,0.94153980,0.05176807,0.09043486,0.00029785,0.00896762,0.12765366,0.72085187,0.22241870,0.00000000
-5.11155578,0.91927929,0.05084609,0.08862767,0.00025645,0.00872358,0.12722391,0.70104564,0.22185861,0.00000000
-5.10555278,0.89684486,0.05003297,0.08671694,0.00021924,0.00850642,0.12646950,0.68134504,0.22078774,0.00000000
-5.09954977,0.87409833,0.04931213,0.08471793,0.00018610,0.00831657,0.12538322,0.66161081,0.21917402,0.00000000
-5.09354677,0.85092475,0.04866906,0.08264974,0.00015686,0.00815532,0.12396461,0.64171613,0.21699438,0.00000000
-5.08754377,0.82724181,0.04809275,0.08053594,0.00013129,0.00802509,0.12222096,0.62155353,0.21423709,0.00000000
-5.08154077,0.80300837,0.04757708,0.07840523,0.00010914,0.00792963,0.12016823,0.60104111,0.21090382,0.00000000
-5.07553777,0.77823183,0.04712191,0.07629196,0.00009012,0.00787419,0.11783184,0.58012774,0.20701162,0.00000000
-5.06953477,0.75297393,0.04673411,0.07423668,0.00007395,0.00786568,0.11524731,0.55879728,0.20259442,0.00000000
-5.06353177,0.72735483,0.04642825,0.07228636,0.00006033,0.00791276,0.11246077,0.53707140,0.19770413,0.00000000
-5.05752876,0.70155508,0.04622693,0.07049459,0.00004899,0.00802587,0.10952907,0.51501108,0.19241118,0.00000000
-5.05152576,0.67581542,0.04616087,0.06892142,0.00003966,0.00821726,0.10651975,0.49271660,0.18680450,0.00000000
-5.04552276,0.65043410,0.04626854,0.06763299,0.00003210,0.00850081,0.10351053,0.47032597,0.18099071,0.00000000
-5.03951976,0.62576183,0.04659551,0.06670077,0.00002610,0.00889193,0.10058845,0.44801186,0.17509275,0.00000000
-5.03351676,0.60219422,0.04719331,0.06620055,0.00002147,0.00940724,0.09784862,0.42597705,0.16924770,0.00000000
-5.02751376,0.58016190,0.04811795,0.06621094,0.00001804,0.01006422,0.09539255,0.40444857,0.16360393,0.00000000
-5.02151076,0.56011854,0.04942816,0.06681158,0.00001571,0.01088074,0.09332601,0.38367066,0.15831768,0.00000000
-5.01550775,0.54252703,0.05118319,0.06808099,0.00001437,0.01187450,0.09175655,0.36389689,0.15354894,0.00000000
-5.00950475,0.52784418,0.05344045,0.07009405,0.00001397,0.01306237,0.09079069,0.34538157,0.14945705,0.00000000
-5.00350175,0.51650451,0.05625294,0.07291923,0.00001449,0.01445970,0.09053073,0.32837083,0.14619581,0.00000000
-4.99749875,0.50890353,0.05966651,0.07661571,0.00001593,0.01607951,0.09107151,0.31309376,0.14390847,0.00000000
-4.99149575,0.50538123,0.06371720,0.08123021,0.00001832,0.01793170,0.09249687,0.29975384,0.14272276,0.00000000
-4.98549275,0.50620626,0.06842858,0.08679408,0.00002175,0.02002224,0.09487629,0.28852096,0.14274592,0.00000000
-4.97948974,0.51156156,0.07380940,0.09332031,0.00002630,0.02235236,0.09826151,0.27952452,0.14406022,0.00000000
-4.97348674,0.52153192,0.07985144,0.10080099,0.00003209,0.02491790,0.10268354,0.27284759,0.14671886,0.00000000
-4.96748374,0.53609420,0.08652789,0.10920513,0.00003927,0.02770868,0.10814997,0.26852269,0.15074262,0.00000000
-4.96148074,0.55511058,0.09379224,0.11847704,0.00004800,0.03070807,0.11464286,0.26652902,0.15611736,0.00000000
-4.95547774,0.57832542,0.10157783,0.12853551,0.00005847,0.03389276,0.12211735,0.26679158,0.16279248,0.00000000
-4.94947474,0.60536595,0.10979810,0.13927368,0.00007086,0.03723274,0.13050103,0.26918198,0.17068050,0.00000000
-4.94347174,0.63574709,0.11834763,0.15055997,0.00008537,0.04069154,0.13969421,0.27352112,0.17965794,0.00000000
-4.93746873,0.66888045,0.12710396,0.16223990,0.00010219,0.04422678,0.14957125,0.27958356,0.18956733,0.00000000
-4.93146573,0.70408728,0.13593028,0.17413895,0.00012151,0.04779098,0.15998284,0.28710354,0.20022065,0.00000000
-4.92546273,0.74061540,0.14467870,0.18606631,0.00014349,0.05133262,0.17075941,0.29578232,0.21140391,0.00000000
-4.91945973,0.77765936,0.15319435,0.19781963,0.00016827,0.05479756,0.18171550,0.30529680,0.22288298,0.00000000
-4.91345673,0.81438339,0.16131993,0.20919045,0.00019594,0.05813054,0.19265503,0.31530897,0.23441037,0.00000000
-4.90745373,0.84994651,0.16890062,0.21997024,0.00022657,0.06127703,0.20337742,0.32547593,0.24573291,0.00000000
-4.90145073,0.88352865,0.17578928,0.22995682,0.00026014,0.06418502,0.21368424,0.33546017,0.25659998,0.00000000
-4.89544772,0.91435711,0.18185154,0.23896090,0.00029660,0.06680701,0.22338628,0.34493964,0.26677204,0.00000000
-4.88944472,0.94173216,0.18697076,0.24681254,0.00033580,0.06910184,0.23231064,0.35361747,0.27602917,0.00000000
-4.88344172,0.96505091,0.19105252,0.25336712,0.00037753,0.07103652,0.24030778,0.36123069,0.28417923,0.00000000
-4.87743872,0.98382837,0.19402854,0.25851070,0.00042150,0.07258773,0.24725793,0.36755801,0.29106536,0.00000000
-4.87143572,0.99771484,0.19585971,0.26216447,0.00046736,0.07374318,0.25307679,0.37242604,0.29657241,0.00000000
-4.86543272,1.00650897,0.19653825,0.26428801,0.00051466,0.07450254,0.25772020,0.37571400,0.30063210,0.00000000
-4.85942971,1.01016579,0.19608879,0.26488133,0.00056289,0.07487800,0.26118740,0.37735666,0.30322651,0.00000000
-4.85342671,1.00879947,0.19456834,0.26398544,0.00061152,0.07489437,0.26352285,0.37734548,0.30438986,0.00000000
-4.84742371,1.00268051,0.19206515,0.26168154,0.00065992,0.07458881,0.26481634,0.37572782,0.30420833,0.00000000
-4.84142071,0.99222767,0.18869647,0.25808869,0.00070748,0.07401000,0.26520141,0.37260454,0.30281793,0.00000000
-4.83541771,0.97799469,0.18460533,0.25336029,0.00075358,0.07321694,0.26485201,0.36812586,0.30040042,0.00000000
-4.82941471,0.96065261,0.17995654,0.24767914,0.00079760,0.07227738,0.26397754,0.36248582,0.29717742,0.00000000
-4.82341171,0.94096821,0.17493185,0.24125174,0.00083895,0.07126584,0.26281632,0.35591555,0.29340295,0.00000000
-4.81740870,0.91977950,0.16972482,0.23430162,0.00087712,0.07026146,0.26162791,0.34867566,0.28935459,0.00000000
-4.81140570,0.89796932,0.16453523,0.22706237,0.00091166,0.06934562,0.26068434,0.34104800,0.28532365,0.00000000
-4.80540270,0.87643796,0.15956357,0.21977029,0.00094220,0.06859949,0.26026075,0.33332713,0.28160479,0.00000000
-4.79939970,0.85607598,0.15500562,0.21265732,0.00096851,0.06810164,0.26062574,0.32581184,0.27848535,0.00000000
-4.79339670,0.83773821,0.15104743,0.20594415,0.00099045,0.06792566,0.26203185,0.31879697,0.27623498,0.00000000
-4.78739370,0.82221976,0.14786073,0.19983413,0.00100801,0.06813810,0.26470652,0.31256588,0.27509591,0.00000000
-4.78139070,0.81023520,0.14559914,0.19450792,0.00102131,0.06879656,0.26884391,0.30738371,0.27527427,0.00000000
-4.77538769,0.80240113,0.14439502,0.19011920,0.00103058,0.06994824,0.27459796,0.30349171,0.27693275,0.00000000
-4.76938469,0.79922310,0.14435722,0.18679152,0.00103618,0.07162879,0.28207687,0.30110271,0.28018503,0.00000000
-4.76338169,0.80108687,0.14556967,0.18461641,0.00103856,0.07386161,0.29133933,0.30039789,0.28509207,0.00000000
-4.75737869,0.80825429,0.14809071,0.18365268,0.00103828,0.07665760,0.30239256,0.30152487,0.29166045,0.00000000
-4.75137569,0.82086369,0.15195332,0.18392697,0.00103594,0.08001527,0.31519222,0.30459707,0.29984277,0.00000000
-4.74537269,0.83893444,0.15716587,0.18543535,0.00103223,0.08392131,0.32964420,0.30969428,0.30954014,0.00000000
-4.73936968,0.86237530,0.16371353,0.18814599,0.00102786,0.08835145,0.34560812,0.31686432,0.32060659,0.00000000
-4.73336668,0.89099584,0.17156001,0.19200254,0.00102357,0.09327158,0.36290242,0.32612570,0.33285510,0.00000000
-4.72736368,0.92452039,0.18064959,0.19692819,0.00102010,0.09863915,0.38131063,0.33747086,0.34606513,0.00000000
-4.72136068,0.96260340,0.19090930,0.20283005,0.00101821,0.10440458,0.40058868,0.35086993,0.35999106,0.00000000
-4.71535768,1.00484557,0.20225098,0.20960374,0.00101861,0.11051281,0.42047276,0.36627476,0.37437146,0.00000000
-4.70935468,1.05080984,0.21457325,0.21713783,0.00102201,0.11690468,0.44068732,0.38362275,0.38893836,0.00000000
-4.70335168,1.10003627,0.22776328,0.22531813,0.00102909,0.12351831,0.46095300,0.40284043,0.40342651,0.00000000
-4.69734867,1.15205526,0.24169815,0.23403134,0.00104051,0.13029021,0.48099397,0.42384643,0.41758185,0.00000000
-4.69134567,1.20639844,0.25624601,0.24316826,0.00105688,0.13715619,0.50054447,0.44655366,0.43116911,0.00000000
-4.68534267,1.26260676,0.27126683,0.25262617,0.00107879,0.14405199,0.51935424,0.47087060,0.44397806,0.00000000
-4.67933967,1.32023566,0.28661299,0.26231050,0.00110680,0.15091370,0.53719273,0.49670152,0.45582823,0.00000000
-4.67333667,1.37885729,0.30212967,0.27213573,0.00114143,0.15767793,0.55385210,0.52394572,0.46657192,0.00000000
-4.66733367,1.43806002,0.31765524,0.28202559,0.00118314,0.16428181,0.56914875,0.55249584,0.47609562,0.00000000
-4.66133067,1.49744563,0.33302172,0.29191260,0.00123237,0.17066280,0.58292383,0.58223529,0.48431958,0.00000000
-4.65532766,1.55662489,0.34805556,0.30173723,0.00128947,0.17675853,0.59504261,0.61303530,0.49119606,0.00000000
-4.64932466,1.61521223,0.36257875,0.31144669,0.00135475,0.18250666,0.60539316,0.64475152,0.49670615,0.00000000
-4.64332166,1.67282029,0.37641052,0.32099366,0.00142840,0.18784476,0.61388444,0.67722091,0.50085569,0.00000000
