energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.89794897,1.43036196,-1.43036196,0.02651438,-0.02651438,0.04324112,-0.04324112,0.35951253,-0.35951253,0.11675984,-0.11675984,0.36538587,-0.36538587,0.40955562,-0.40955562,0.04101999,-0.04101999,0.67601563,-0.67601563
-5.89194597,1.42089513,-1.42089512,0.02755334,-0.02755334,0.04343362,-0.04343362,0.35059322,-0.35059322,0.11406678,-0.11406678,0.35633140,-0.35633140,0.41178958,-0.41178958,0.04175302,-0.04175302,0.66766067,-0.66766067
-5.88594297,1.40759326,-1.40759326,0.02844392,-0.02844392,0.04342266,-0.04342266,0.34083285,-0.34083285,0.11135190,-0.11135190,0.34671647,-0.34671647,0.41259544,-0.41259544,0.04229898,-0.04229898,0.65771520,-0.65771520
-5.87993997,1.38986687,-1.38986687,0.02916958,-0.02916958,0.04319477,-0.04319477,0.33018537,-0.33018537,0.10854959,-0.10854959,0.33644169,-0.33644169,0.41178018,-0.41178018,0.04263340,-0.04263340,0.64593054,-0.64593054
-5.87393697,1.36726751,-1.36726750,0.02971676,-0.02971676,0.04274184,-0.04274184,0.31863880,-0.31863880,0.10560338,-0.10560338,0.32544028,-0.32544028,0.40919251,-0.40919251,0.04273687,-0.04273687,0.63212290,-0.63212290
-5.86793397,1.33950209,-1.33950208,0.03007520,-0.03007520,0.04206132,-0.04206132,0.30621495,-0.30621495,0.10246795,-0.10246795,0.31367964,-0.31367964,0.40472793,-0.40472793,0.04259568,-0.04259568,0.61617920,-0.61617920
-5.86193097,1.30644046,-1.30644046,0.03023834,-0.03023834,0.04115624,-0.04115624,0.29296763,-0.29296763,0.09911042,-0.09911042,0.30116141,-0.30116141,0.39833177,-0.39833177,0.04220233,-0.04220233,0.59805965,-0.59805965
-5.85592796,1.26811628,-1.26811628,0.03020348,-0.03020348,0.04003505,-0.04003505,0.27897967,-0.27897967,0.09551111,-0.09551111,0.28792004,-0.28792004,0.39000033,-0.39000033,0.04155568,-0.04155568,0.57779732,-0.57779732
-5.84992496,1.22472146,-1.22472145,0.02997181,-0.02997181,0.03871125,-0.03871125,0.26435883,-0.26435883,0.09166359,-0.09166359,0.27402009,-0.27402008,0.37978012,-0.37978012,0.04066096,-0.04066096,0.55549478,-0.55549478
-5.84392196,1.17659474,-1.17659473,0.02954840,-0.02954840,0.03720283,-0.03720283,0.24923303,-0.24923303,0.08757424,-0.08757424,0.25955241,-0.25955241,0.36776521,-0.36776521,0.03952946,-0.03952946,0.53131815,-0.53131814
-5.83791896,1.12420535,-1.12420534,0.02894197,-0.02894197,0.03553168,-0.03553168,0.23374499,-0.23374499,0.08326127,-0.08326127,0.24462960,-0.24462960,0.35409303,-0.35409303,0.03817804,-0.03817804,0.50548902,-0.50548902
-5.83191596,1.06813262,-1.06813261,0.02816463,-0.02816462,0.03372274,-0.03372274,0.21804676,-0.21804676,0.07875332,-0.07875332,0.22938086,-0.22938086,0.33893871,-0.33893871,0.03662844,-0.03662844,0.47827475,-0.47827475
-5.82591296,1.00904275,-1.00904275,0.02723140,-0.02723140,0.03180327,-0.03180327,0.20229426,-0.20229426,0.07408776,-0.07408776,0.21394658,-0.21394658,0.32250843,-0.32250843,0.03490645,-0.03490645,0.44997761,-0.44997761
-5.81990995,0.94766395,-0.94766394,0.02615980,-0.02615980,0.02980195,-0.02980195,0.18664208,-0.18664208,0.06930879,-0.06930879,0.19847297,-0.19847297,0.30503200,-0.30503200,0.03304094,-0.03304094,0.42092340,-0.42092340
-5.81390695,0.88476106,-0.88476106,0.02496928,-0.02496928,0.02774804,-0.02774804,0.17123889,-0.17123888,0.06446540,-0.06446540,0.18310693,-0.18310693,0.28675506,-0.28675506,0.03106287,-0.03106287,0.39145001,-0.39145001
-5.80790395,0.82111088,-0.82111088,0.02368060,-0.02368060,0.02567063,-0.02567063,0.15622335,-0.15622335,0.05960943,-0.05960943,0.16799134,-0.16799134,0.26793129,-0.26793129,0.02900426,-0.02900426,0.36189657,-0.36189657
-5.80190095,0.75747916,-0.75747916,0.02231531,-0.02231530,0.02359789,-0.02359789,0.14172094,-0.14172094,0.05479360,-0.05479360,0.15326097,-0.15326097,0.24881492,-0.24881492,0.02689719,-0.02689719,0.33259336,-0.33259336
-5.79589795,0.69460010,-0.69460009,0.02089508,-0.02089508,0.02155650,-0.02155650,0.12784147,-0.12784147,0.05006988,-0.05006988,0.13903915,-0.13903915,0.22965385,-0.22965385,0.02477288,-0.02477288,0.30385316,-0.30385316
-5.78989495,0.63315907,-0.63315906,0.01944123,-0.01944123,0.01957113,-0.01957113,0.11467752,-0.11467752,0.04548803,-0.04548803,0.12543523,-0.12543523,0.21068355,-0.21068354,0.02266091,-0.02266091,0.27596404,-0.27596403
-5.78389195,0.57377902,-0.57377901,0.01797418,-0.01797418,0.01766412,-0.01766412,0.10230372,-0.10230372,0.04109444,-0.04109444,0.11254288,-0.11254287,0.19212207,-0.19212207,0.02058845,-0.02058845,0.24918388,-0.24918388
-5.77788894,0.51701076,-0.51701076,0.01651303,-0.01651303,0.01585528,-0.01585528,0.09077668,-0.09077668,0.03693141,-0.03693141,0.10043918,-0.10043918,0.17416616,-0.17416616,0.01857982,-0.01857982,0.22373676,-0.22373676
-5.77188594,0.46332730,-0.46332730,0.01507519,-0.01507519,0.01416182,-0.01416182,0.08013575,-0.08013575,0.03303667,-0.03303667,0.08918460,-0.08918460,0.15698854,-0.15698854,0.01665603,-0.01665603,0.19981103,-0.19981102
-5.76588294,0.41312193,-0.41312193,0.01367613,-0.01367613,0.01259848,-0.01259848,0.07040425,-0.07040425,0.02944331,-0.02944331,0.07882350,-0.07882350,0.14073646,-0.14073646,0.01483464,-0.01483464,0.17755908,-0.17755908
-5.75987994,0.36670991,-0.36670991,0.01232914,-0.01232914,0.01117768,-0.01117768,0.06159119,-0.06159119,0.02618007,-0.02618007,0.06938542,-0.06938541,0.12553128,-0.12553128,0.01312961,-0.01312961,0.15709874,-0.15709873
-5.75387694,0.32433321,-0.32433321,0.01104527,-0.01104527,0.00990990,-0.00990990,0.05369332,-0.05369332,0.02327182,-0.02327182,0.06088666,-0.06088666,0.11146923,-0.11146923,0.01155143,-0.01155143,0.13851576,-0.13851576
-5.74787394,0.28616787,-0.28616787,0.00983326,-0.00983326,0.00880411,-0.00880411,0.04669744,-0.04669744,0.02074042,-0.02074042,0.05333238,-0.05333238,0.09862289,-0.09862289,0.01010727,-0.01010727,0.12186758,-0.12186758
-5.74187094,0.25233317,-0.25233317,0.00869962,-0.00869962,0.00786821,-0.00786821,0.04058273,-0.04058273,0.01860562,-0.01860562,0.04671878,-0.04671878,0.08704348,-0.08704348,0.00880128,-0.00880128,0.10718760,-0.10718760
-5.73586793,0.22290221,-0.22290221,0.00764870,-0.00764870,0.00710961,-0.00710961,0.03532310,-0.03532310,0.01688620,-0.01688620,0.04103543,-0.04103543,0.07676367,-0.07676367,0.00763496,-0.00763496,0.09449009,-0.09449008
-5.72986493,0.19791306,-0.19791306,0.00668286,-0.00668286,0.00653574,-0.00653574,0.03088945,-0.03088945,0.01560115,-0.01560115,0.03626758,-0.03626758,0.06780065,-0.06780065,0.00660754,-0.00660754,0.08377515,-0.08377515
-5.72386193,0.17737984,-0.17737984,0.00580265,-0.00580265,0.00615467,-0.00615467,0.02725172,-0.02725172,0.01477074,-0.01477074,0.03239826,-0.03239826,0.06015939,-0.06015939,0.00571640,-0.00571640,0.07503360,-0.07503360
-5.71785893,0.16130329,-0.16130329,0.00500706,-0.00500706,0.00597554,-0.00597554,0.02438064,-0.02438064,0.01441769,-0.01441769,0.02941025,-0.02941025,0.05383583,-0.05383583,0.00495753,-0.00495753,0.06825147,-0.06825147
-5.71185593,0.14968011,-0.14968011,0.00429373,-0.00429373,0.00600907,-0.00600907,0.02224925,-0.02224925,0.01456801,-0.01456801,0.02728758,-0.02728758,0.04881982,-0.04881982,0.00432587,-0.00432587,0.06341386,-0.06341386
-5.70585293,0.14251075,-0.14251075,0.00365920,-0.00365920,0.00626789,-0.00626789,0.02083400,-0.02083400,0.01525182,-0.01525183,0.02601678,-0.02601678,0.04509772,-0.04509772,0.00381576,-0.00381576,0.06050812,-0.06050812
-5.69984992,0.13980524,-0.13980525,0.00309916,-0.00309916,0.00676686,-0.00676686,0.02011553,-0.02011553,0.01650377,-0.01650377,0.02558763,-0.02558763,0.04265455,-0.04265455,0.00342115,-0.00342115,0.05952600,-0.05952600
-5.69384692,0.14158678,-0.14158679,0.00260866,-0.00260866,0.00752315,-0.00752315,0.02007906,-0.02007906,0.01836322,-0.01836322,0.02599345,-0.02599345,0.04147557,-0.04147557,0.00313596,-0.00313596,0.06046484,-0.06046484
-5.68784392,0.14789301,-0.14789301,0.00218236,-0.00218236,0.00855631,-0.00855631,0.02071436,-0.02071436,0.02087416,-0.02087416,0.02723097,-0.02723098,0.04154719,-0.04154719,0.00295419,-0.00295419,0.06332768,-0.06332768
-5.68184092,0.15877483,-0.15877483,0.00181466,-0.00181466,0.00988808,-0.00988808,0.02201552,-0.02201552,0.02408461,-0.02408462,0.02929974,-0.02929974,0.04285739,-0.04285739,0.00287008,-0.00287008,0.06812238,-0.06812238
-5.67583792,0.17429299,-0.17429299,0.00149992,-0.00149992,0.01154216,-0.01154216,0.02398023,-0.02398023,0.02804585,-0.02804585,0.03220109,-0.03220109,0.04539539,-0.04539539,0.00287816,-0.00287816,0.07485964,-0.07485965
-5.66983492,0.19451250,-0.19451250,0.00123258,-0.00123258,0.01354370,-0.01354370,0.02660896,-0.02660896,0.03281109,-0.03281109,0.03593678,-0.03593678,0.04915092,-0.04915092,0.00297327,-0.00297327,0.08355027,-0.08355027
-5.66383192,0.21949525,-0.21949526,0.00100728,-0.00100728,0.01591874,-0.01591874,0.02990383,-0.02990383,0.03843396,-0.03843396,0.04050740,-0.04050740,0.05411296,-0.05411296,0.00315048,-0.00315048,0.09420161,-0.09420161
-5.65782891,0.24929129,-0.24929129,0.00081893,-0.00081893,0.01869350,-0.01869350,0.03386741,-0.03386741,0.04496659,-0.04496659,0.04591049,-0.04591050,0.06026807,-0.06026807,0.00340502,-0.00340502,0.10681357,-0.10681357
-5.65182591,0.28392916,-0.28392916,0.00066281,-0.00066281,0.02189354,-0.02189354,0.03850146,-0.03850146,0.05245754,-0.05245754,0.05213869,-0.05213869,0.06759868,-0.06759868,0.00373215,-0.00373215,0.12137428,-0.12137428
-5.64582291,0.32340604,-0.32340605,0.00053458,-0.00053458,0.02554281,-0.02554282,0.04380571,-0.04380572,0.06094945,-0.06094945,0.05917783,-0.05917783,0.07608114,-0.07608114,0.00412701,-0.00412701,0.13785582,-0.13785582
-5.63981991,0.36767824,-0.36767825,0.00043034,-0.00043034,0.02966277,-0.02966277,0.04977675,-0.04977675,0.07047673,-0.07047674,0.06700528,-0.06700528,0.08568404,-0.08568404,0.00458450,-0.00458450,0.15621020,-0.15621020
-5.63381691,0.41665269,-0.41665270,0.00034661,-0.00034661,0.03427133,-0.03427133,0.05640712,-0.05640713,0.08106323,-0.08106324,0.07558858,-0.07558858,0.09636669,-0.09636669,0.00509914,-0.00509914,0.17636598,-0.17636598
-5.62781391,0.47018024,-0.47018026,0.00028036,-0.00028036,0.03938202,-0.03938202,0.06368478,-0.06368478,0.09272006,-0.09272007,0.08488441,-0.08488441,0.10807814,-0.10807814,0.00566494,-0.00566494,0.19822571,-0.19822571
-5.62181091,0.52805127,-0.52805128,0.00022896,-0.00022896,0.04500314,-0.04500314,0.07159283,-0.07159283,0.10544374,-0.10544375,0.09483822,-0.09483822,0.12075673,-0.12075673,0.00627532,-0.00627532,0.22166460,-0.22166461
-5.61580790,0.58999416,-0.58999417,0.00019021,-0.00019021,0.05113712,-0.05113712,0.08010973,-0.08010973,0.11921474,-0.11921474,0.10538440,-0.10538441,0.13433036,-0.13433037,0.00692307,-0.00692307,0.24653051,-0.24653051
-5.60980490,0.65567719,-0.65567721,0.00016227,-0.00016227,0.05778006,-0.05778006,0.08920997,-0.08920997,0.13399653,-0.13399654,0.11644716,-0.11644716,0.14871758,-0.14871758,0.00760040,-0.00760040,0.27264543,-0.27264543
-5.60380190,0.72471391,-0.72471392,0.00014365,-0.00014365,0.06492154,-0.06492154,0.09886513,-0.09886513,0.14973540,-0.14973540,0.12794208,-0.12794209,0.16382942,-0.16382942,0.00829892,-0.00829892,0.29980867,-0.29980867
-5.59779890,0.79667215,-0.79667216,0.00013320,-0.00013320,0.07254471,-0.07254472,0.10904546,-0.10904546,0.16636082,-0.16636083,0.13977843,-0.13977843,0.17957214,-0.17957214,0.00900981,-0.00900981,0.32780154,-0.32780155
-5.59179590,0.87108659,-0.87108660,0.00013005,-0.00013005,0.08062672,-0.08062673,0.11972175,-0.11972176,0.18378678,-0.18378679,0.15186200,-0.15186200,0.19585056,-0.19585056,0.00972399,-0.00972399,0.35639356,-0.35639356
-5.58579290,0.94747429,-0.94747431,0.00013360,-0.00013360,0.08913942,-0.08913943,0.13086755,-0.13086755,0.20191379,-0.20191380,0.16409856,-0.16409857,0.21257213,-0.21257213,0.01043230,-0.01043230,0.38534987,-0.38534988
-5.57978989,1.02535278,-1.02535280,0.00014350,-0.00014350,0.09805043,-0.09805044,0.14246142,-0.14246143,0.22063176,-0.22063177,0.17639763,-0.17639763,0.22965124,-0.22965124,0.01112578,-0.01112578,0.41443967,-0.41443968
-5.57378689,1.10425965,-1.10425966,0.00015957,-0.00015957,0.10732448,-0.10732449,0.15448935,-0.15448936,0.23982352,-0.23982353,0.18867637,-0.18867637,0.24701384,-0.24701384,0.01179594,-0.01179594,0.44344512,-0.44344513
-5.56778389,1.18377282,-1.18377283,0.00018187,-0.00018187,0.11692499,-0.11692499,0.16694683,-0.16694683,0.25936899,-0.25936900,0.20086353,-0.20086353,0.26460180,-0.26460181,0.01243505,-0.01243505,0.47217035,-0.47217036
-5.56178089,1.26353023,-1.26353025,0.00021058,-0.00021058,0.12681578,-0.12681578,0.17984066,-0.17984066,0.27914973,-0.27914974,0.21290300,-0.21290301,0.28237701,-0.28237701,0.01303645,-0.01303645,0.50045000,-0.50045001
-5.55577789,1.34324776,-1.34324778,0.00024602,-0.00024602,0.13696296,-0.13696296,0.19319022,-0.19319022,0.29905378,-0.29905378,0.22475691,-0.22475691,0.30032458,-0.30032458,0.01359478,-0.01359478,0.52815680,-0.52815681
-5.54977489,1.42273416,-1.42273417,0.00028864,-0.00028864,0.14733671,-0.14733671,0.20702801,-0.20702802,0.31898044,-0.31898045,0.23640786,-0.23640786,0.31845522,-0.31845522,0.01410625,-0.01410625,0.55520764,-0.55520764
-5.54377189,1.50190191,-1.50190193,0.00033897,-0.00033897,0.15791298,-0.15791298,0.22139937,-0.22139937,0.33884489,-0.33884490,0.24786031,-0.24786032,0.33680627,-0.33680628,0.01456880,-0.01456880,0.58156769,-0.58156770
-5.53776888,1.58077309,-1.58077311,0.00039760,-0.00039760,0.16867495,-0.16867495,0.23636121,-0.23636121,0.35858225,-0.35858225,0.25914074,-0.25914074,0.35544131,-0.35544132,0.01498225,-0.01498225,0.60725225,-0.60725226
-5.53176588,1.65947941,-1.65947942,0.00046517,-0.00046517,0.17961416,-0.17961416,0.25197986,-0.25197987,0.37815092,-0.37815093,0.27029657,-0.27029657,0.37444820,-0.37444821,0.01534831,-0.01534831,0.63232596,-0.63232596
-5.52576288,1.73825614,-1.73825616,0.00054232,-0.00054232,0.19073121,-0.19073121,0.26832789,-0.26832789,0.39753500,-0.39753500,0.28139392,-0.28139392,0.39393555,-0.39393555,0.01567053,-0.01567053,0.65689938,-0.65689939
-5.51975988,1.81742984,-1.81742985,0.00062970,-0.00062970,0.20203590,-0.20203590,0.28547998,-0.28547998,0.41674551,-0.41674552,0.29251404,-0.29251404,0.41402760,-0.41402760,0.01595424,-0.01595424,0.68112299,-0.68112299
-5.51375688,1.89740007,-1.89740009,0.00072789,-0.00072789,0.21354689,-0.21354690,0.30350816,-0.30350817,0.43582040,-0.43582041,0.30374874,-0.30374875,0.43485782,-0.43485782,0.01620627,-0.01620627,0.70517866,-0.70517866
-5.50775388,1.97861602,-1.97861603,0.00083744,-0.00083744,0.22529068,-0.22529069,0.32247645,-0.32247645,0.45482317,-0.45482318,0.31519488,-0.31519488,0.45656125,-0.45656126,0.01643472,-0.01643472,0.72926920,-0.72926921
-5.50175088,2.06154871,-2.06154873,0.00095876,-0.00095876,0.23730007,-0.23730007,0.34243515,-0.34243516,0.47384017,-0.47384018,0.32694822,-0.32694822,0.47926617,-0.47926617,0.01664859,-0.01664859,0.75360629,-0.75360629
-5.49574787,2.14666048,-2.14666050,0.00109219,-0.00109219,0.24961204,-0.24961204,0.36341529,-0.36341529,0.49297658,-0.49297659,0.33909705,-0.33909705,0.50308523,-0.50308523,0.01685740,-0.01685740,0.77839748,-0.77839749
-5.48974487,2.23437291,-2.23437292,0.00123786,-0.00123786,0.26226520,-0.26226520,0.38542322,-0.38542322,0.51235131,-0.51235132,0.35171575,-0.35171575,0.52810680,-0.52810680,0.01707073,-0.01707073,0.80383300,-0.80383301
-5.48374187,2.32503514,-2.32503515,0.00139575,-0.00139575,0.27529684,-0.27529684,0.40843603,-0.40843603,0.53209085,-0.53209086,0.36485888,-0.36485888,0.55438667,-0.55438667,0.01729786,-0.01729786,0.83007299,-0.83007300
-5.47773887,2.41889412,-2.41889414,0.00156563,-0.00156563,0.28873980,-0.28873980,0.43239780,-0.43239781,0.55232248,-0.55232249,0.37855595,-0.37855595,0.58194078,-0.58194079,0.01754726,-0.01754726,0.85723595,-0.85723595
-5.47173587,2.51606848,-2.51606850,0.00174704,-0.00174704,0.30261918,-0.30261918,0.45721715,-0.45721716,0.57316705,-0.57316706,0.39280732,-0.39280732,0.61073938,-0.61073939,0.01782627,-0.01782627,0.88538901,-0.88538901
-5.46573287,2.61652744,-2.61652745,0.00193929,-0.00193929,0.31694923,-0.31694923,0.48276622,-0.48276623,0.59473166,-0.59473166,0.40758145,-0.40758146,0.64070285,-0.64070285,0.01814073,-0.01814073,0.91454060,-0.91454060
-5.45972986,2.72007602,-2.72007604,0.00214142,-0.00214142,0.33173041,-0.33173041,0.50888122,-0.50888122,0.61710253,-0.61710253,0.42281370,-0.42281370,0.67169960,-0.67169960,0.01849469,-0.01849469,0.94463591,-0.94463591
-5.45372686,2.82634743,-2.82634745,0.00235222,-0.00235222,0.34694689,-0.34694689,0.53536464,-0.53536464,0.64033850,-0.64033851,0.43840672,-0.43840672,0.70354616,-0.70354617,0.01889029,-0.01889029,0.97555537,-0.97555537
-5.44772386,2.93480296,-2.93480298,0.00257023,-0.00257023,0.36256460,-0.36256460,0.56198913,-0.56198914,0.66446533,-0.66446534,0.45423260,-0.45423260,0.73600958,-0.73600958,0.01932759,-0.01932759,1.00711629,-1.00711630
-5.44172086,3.04473973,-3.04473975,0.00279374,-0.00279374,0.37852994,-0.37852995,0.58850282,-0.58850282,0.68947114,-0.68947115,0.47013648,-0.47013648,0.76881193,-0.76881193,0.01980463,-0.01980463,1.03907752,-1.03907753
-5.43571786,3.15530570,-3.15530572,0.00302081,-0.00302081,0.39476928,-0.39476929,0.61463592,-0.61463593,0.71530313,-0.71530314,0.48594158,-0.48594158,0.80163701,-0.80163702,0.02031752,-0.02031752,1.07114678,-1.07114679
-5.42971486,3.26552137,-3.26552139,0.00324933,-0.00324933,0.41118926,-0.41118926,0.64010846,-0.64010846,0.74186593,-0.74186594,0.50145536,-0.50145536,0.83413875,-0.83413875,0.02086062,-0.02086062,1.10299036,-1.10299036
-5.42371186,3.37430707,-3.37430709,0.00347703,-0.00347703,0.42767794,-0.42767795,0.66463854,-0.66463855,0.76902140,-0.76902141,0.51647640,-0.51647640,0.86595099,-0.86595099,0.02142684,-0.02142684,1.13424454,-1.13424454
-5.41770885,3.48051455,-3.48051458,0.00370150,-0.00370150,0.44410682,-0.44410683,0.68795106,-0.68795106,0.79659017,-0.79659018,0.53080174,-0.53080174,0.89669834,-0.89669834,0.02200795,-0.02200795,1.16452816,-1.16452816
-5.41170585,3.58296134,-3.58296137,0.00392031,-0.00392031,0.46033360,-0.46033361,0.70978621,-0.70978622,0.82435468,-0.82435469,0.54423424,-0.54423425,0.92600746,-0.92600747,0.02259499,-0.02259499,1.19345559,-1.19345559
-5.40570285,3.68046631,-3.68046633,0.00413103,-0.00413103,0.47620564,-0.47620565,0.72990762,-0.72990762,0.85206382,-0.85206384,0.55658956,-0.55658956,0.95351841,-0.95351842,0.02317872,-0.02317872,1.22064950,-1.22064951
-5.39969985,3.77188484,-3.77188487,0.00433129,-0.00433129,0.49156399,-0.49156400,0.74810956,-0.74810957,0.87943884,-0.87943885,0.56770241,-0.56770241,0.97889542,-0.97889542,0.02375000,-0.02375000,1.24575279,-1.24575280
-5.39369685,3.85614216,-3.85614219,0.00451884,-0.00451884,0.50624787,-0.50624787,0.76422313,-0.76422313,0.90618039,-0.90618040,0.57743186,-0.57743186,1.00183673,-1.00183673,0.02430021,-0.02430021,1.26843910,-1.26843911
-5.38769385,3.93226343,-3.93226345,0.00469165,-0.00469165,0.52009933,-0.52009933,0.77812093,-0.77812093,0.93197655,-0.93197656,0.58566534,-0.58566534,1.02208312,-1.02208312,0.02482167,-0.02482167,1.28842151,-1.28842151
-5.38169085,3.99939953,-3.99939955,0.00484795,-0.00484795,0.53296810,-0.53296811,0.78972029,-0.78972029,0.95651132,-0.95651133,0.59232136,-0.59232136,1.03942463,-1.03942463,0.02530792,-0.02530792,1.30545910,-1.30545910
-5.37568784,4.05684777,-4.05684779,0.00498624,-0.00498624,0.54471624,-0.54471624,0.79898480,-0.79898480,0.97947354,-0.97947355,0.59735074,-0.59735074,1.05370541,-1.05370541,0.02575399,-0.02575399,1.31936130,-1.31936130
-5.36968484,4.10406686,-4.10406688,0.00510543,-0.00510543,0.55522250,-0.55522250,0.80592420,-0.80592421,1.00056574,-1.00056576,0.60073646,-0.60073646,1.06482644,-1.06482644,0.02615655,-0.02615655,1.32998989,-1.32998989
-5.36368184,4.14068604,-4.14068605,0.00520478,-0.00520478,0.56438625,-0.56438626,0.81059275,-0.81059276,1.01951268,-1.01951269,0.60249235,-0.60249235,1.07274613,-1.07274613,0.02651401,-0.02651401,1.33725891,-1.33725891
-5.35767884,4.16650829,-4.16650830,0.00528396,-0.00528396,0.57213078,-0.57213079,0.81308608,-0.81308608,1.03606920,-1.03606921,0.60266053,-0.60266053,1.07747883,-1.07747883,0.02682648,-0.02682648,1.34113259,-1.34113259
-5.35167584,4.18150807,-4.18150808,0.00534307,-0.00534307,0.57840575,-0.57840575,0.81353690,-0.81353690,1.05002726,-1.05002727,0.60130818,-0.60130818,1.07909151,-1.07909151,0.02709566,-0.02709566,1.34162181,-1.34162181
-5.34567284,4.18582391,-4.18582392,0.00538260,-0.00538260,0.58318886,-0.58318886,0.81210964,-0.81210964,1.06122168,-1.06122169,0.59852362,-0.59852362,1.07769866,-1.07769866,0.02732465,-0.02732465,1.33877925,-1.33877925
