energy_ev,total_up,Cu_p_up,Cu_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.89794897,3.50026143,2.00954213,1.41525760,0.57634523,0.38184385,0.00063934,0.60751674,1.04841482,0.00000000
-5.89194597,3.51547875,2.01550436,1.43241559,0.56831438,0.37762166,0.00071739,0.62157592,1.03502457,0.00000000
-5.88594297,3.52429829,2.01792125,1.44771483,0.55794767,0.37225590,0.00080658,0.63574539,1.01779224,0.00000000
-5.87993997,3.52844994,2.01788812,1.46170438,0.54556387,0.36599727,0.00090802,0.65026574,0.99733797,0.00000000
-5.87393697,3.52977512,2.01652484,1.47498102,0.53152019,0.35911267,0.00102285,0.66537505,0.97434480,0.00000000
-5.86793397,3.53014698,2.01492554,1.48816040,0.51620003,0.35187590,0.00115218,0.68129445,0.94953496,0.00000000
-5.86193097,3.53138859,2.01410915,1.50184642,0.50000017,0.34455836,0.00129709,0.69821350,0.92364546,0.00000000
-5.85592796,3.53519324,2.01497353,1.51660058,0.48331799,0.33741985,0.00145857,0.71627635,0.89740385,0.00000000
-5.84992496,3.54305057,2.01825522,1.53291287,0.46653920,0.33070020,0.00163747,0.73556941,0.87150540,0.00000000
-5.84392196,3.55618239,2.02449687,1.55117588,0.45002656,0.32461171,0.00183448,0.75611141,0.84659226,0.00000000
-5.83791896,3.57549139,2.03402396,1.57166364,0.43410991,0.31933297,0.00205007,0.77784642,0.82323560,0.00000000
-5.83191596,3.60152514,2.04693207,1.59451629,0.41907794,0.31500414,0.00228450,0.80064045,0.80192125,0.00000000
-5.82591296,3.63445723,2.06308496,1.61973167,0.40517189,0.31172388,0.00253773,0.82428183,0.78303931,0.00000000
-5.81990995,3.67408625,2.08212390,1.64716405,0.39258130,0.30954803,0.00280947,0.84848567,0.76687788,0.00000000
-5.81390695,3.71985241,2.10348726,1.67653027,0.38144189,0.30848999,0.00309910,0.87290203,0.75362103,0.00000000
-5.80790395,3.77087057,2.12643954,1.70742279,0.37183547,0.30852275,0.00340569,0.89712774,0.74335079,0.00000000
-5.80190095,3.82597755,2.15010796,1.73932879,0.36379183,0.30958241,0.00372803,0.92072102,0.73605276,0.00000000
-5.79589795,3.88379084,2.17352473,1.77165420,0.35729221,0.31157294,0.00406456,0.94321834,0.73162483,0.00000000
-5.78989495,3.94277527,2.19567265,1.80375119,0.35227421,0.31437188,0.00441346,0.96415254,0.72988841,0.00000000
-5.78389195,4.00131359,2.21553164,1.83494743,0.34863778,0.31783670,0.00477260,0.98307137,0.73060130,0.00000000
-5.77788894,4.05777726,2.23212366,1.86457529,0.34625179,0.32181147,0.00513960,0.99955522,0.73347165,0.00000000
-5.77188594,4.11059330,2.24455392,1.89199953,0.34496110,0.32613344,0.00551182,1.01323340,0.73817190,0.00000000
-5.76588294,4.15830393,2.25204627,1.91664164,0.34459344,0.33063928,0.00588642,1.02379789,0.74435240,0.00000000
-5.75987994,4.19961602,2.25397119,1.93799979,0.34496617,0.33517068,0.00626037,1.03101397,0.75165372,0.00000000
-5.75387694,4.23343820,2.24986539,1.95566330,0.34589234,0.33957904,0.00663045,1.03472731,0.75971745,0.00000000
-5.74787394,4.25890454,2.23944235,1.96932119,0.34718610,0.34372915,0.00699333,1.03486708,0.76819498,0.00000000
-5.74187094,4.27538425,2.22259386,1.97876460,0.34866726,0.34750172,0.00734556,1.03144529,0.77675422,0.00000000
-5.73586793,4.28247840,2.19938308,1.98388352,0.35016487,0.35079482,0.00768367,1.02455231,0.78508411,0.00000000
-5.72986493,4.28000475,2.17003010,1.98465841,0.35152007,0.35352422,0.00800413,1.01434930,0.79289735,0.00000000
-5.72386193,4.26797319,2.13489144,1.98114780,0.35258803,0.35562282,0.00830345,1.00105788,0.79993129,0.00000000
-5.71785893,4.24655436,2.09443506,1.97347310,0.35323928,0.35703940,0.00857825,0.98494796,0.80594774,0.00000000
-5.71185593,4.21604448,2.04921287,1.96180202,0.35336047,0.35773681,0.00882529,0.96632445,0.81073186,0.00000000
-5.70585293,4.17682948,1.99983239,1.94633200,0.35285484,0.35768997,0.00904155,0.94551374,0.81409081,0.00000000
-5.69984992,4.12935132,1.94692946,1.92727499,0.35164241,0.35688391,0.00922432,0.92285071,0.81585250,0.00000000
-5.69384692,4.07407905,1.89114339,1.90484467,0.34966019,0.35531194,0.00937127,0.89866698,0.81586496,0.00000000
-5.68784392,4.01148645,1.83309587,1.87924703,0.34686234,0.35297436,0.00948056,0.87328097,0.81399642,0.00000000
-5.68184092,3.94203760,1.77337442,1.85067479,0.34322053,0.34987770,0.00955091,0.84699016,0.81013648,0.00000000
-5.67583792,3.86618079,1.71252086,1.81930582,0.33872437,0.34603455,0.00958167,0.82006580,0.80419833,0.00000000
-5.66983492,3.78435054,1.65102480,1.78530539,0.33338194,0.34146406,0.00957292,0.79274998,0.79612187,0.00000000
-5.66383192,3.69697660,1.58932185,1.74883177,0.32722042,0.33619297,0.00952555,0.76525507,0.78587754,0.00000000
-5.65782891,3.60449852,1.52779585,1.71004424,0.32028660,0.33025707,0.00944123,0.73776508,0.77347055,0.00000000
-5.65182591,3.50738351,1.46678429,1.66911261,0.31264717,0.32370291,0.00932253,0.71043859,0.75894508,0.00000000
-5.64582291,3.40614543,1.40658577,1.62622712,0.30438872,0.31658950,0.00917283,0.68341274,0.74238792,0.00000000
-5.63981991,3.30136245,1.34746847,1.58160755,0.29561727,0.30898979,0.00899634,0.65680772,0.72393119,0.00000000
-5.63381691,3.19369124,1.28967850,1.53551040,0.28645717,0.30099173,0.00879803,0.63073120,0.70375364,0.00000000
-5.62781391,3.08387557,1.23344722,1.48823349,0.27704936,0.29269868,0.00858350,0.60528240,0.68208024,0.00000000
-5.62181091,2.97274813,1.17899674,1.44011703,0.26754881,0.28422893,0.00835890,0.58055511,0.65917977,0.00000000
-5.61580790,2.86122458,1.12654298,1.39154097,0.25812129,0.27571434,0.00813075,0.55663979,0.63536028,0.00000000
-5.60980490,2.75028953,1.07629623,1.34291858,0.24893941,0.26729796,0.00790574,0.53362421,0.61096248,0.00000000
-5.60380190,2.64097506,1.02845903,1.29468641,0.24017800,0.25913073,0.00769058,0.51159290,0.58635121,0.00000000
-5.59779890,2.53433266,0.98322165,1.24729121,0.23200900,0.25136722,0.00749175,0.49062544,0.56190525,0.00000000
-5.59179590,2.43140026,0.94075575,1.20117470,0.22459613,0.24416074,0.00731529,0.47079369,0.53800594,0.00000000
-5.58579290,2.33316617,0.90120674,1.15675699,0.21808936,0.23765794,0.00716662,0.45215853,0.51502507,0.00000000
-5.57978989,2.24053225,0.86468568,1.11441985,0.21261957,0.23199313,0.00705029,0.43476613,0.49331264,0.00000000
-5.57378689,2.15427859,0.83126141,1.07449090,0.20829358,0.22728268,0.00696983,0.41864444,0.47318504,0.00000000
-5.56778389,2.07503190,0.80095380,1.03722970,0.20518981,0.22361986,0.00692759,0.40380009,0.45491433,0.00000000
-5.56178089,2.00323959,0.77372860,1.00281674,0.20335478,0.22107018,0.00692463,0.39021598,0.43871904,0.00000000
-5.55577789,1.93915137,0.74949476,0.97134611,0.20280065,0.21966781,0.00696065,0.37785005,0.42475713,0.00000000
-5.54977489,1.88280944,0.72810420,0.94282218,0.20350395,0.21941310,0.00703395,0.36663517,0.41312127,0.00000000
-5.54377189,1.83404811,0.70935465,0.91716073,0.20540567,0.22027143,0.00714146,0.35648035,0.40383700,0.00000000
-5.53776888,1.79250299,0.69299521,0.89419447,0.20841269,0.22217358,0.00727884,0.34727328,0.39686358,0.00000000
-5.53176588,1.75762942,0.67873467,0.87368255,0.21240062,0.22501755,0.00744055,0.33888406,0.39209781,0.00000000
-5.52576288,1.72872936,0.66625208,0.85532378,0.21721787,0.22867190,0.00762005,0.33116994,0.38938047,0.00000000
-5.51975988,1.70498533,0.65520924,0.83877269,0.22269106,0.23298043,0.00781003,0.32398086,0.38850528,0.00000000
-5.51375688,1.68549998,0.64526431,0.82365769,0.22863128,0.23776809,0.00800260,0.31716543,0.38922985,0.00000000
-5.50775388,1.66933909,0.63608599,0.80960039,0.23484128,0.24284785,0.00818959,0.31057711,0.39128827,0.00000000
-5.50175088,1.65557638,0.62736753,0.79623505,0.24112311,0.24802821,0.00836281,0.30408029,0.39440471,0.00000000
-5.49574787,1.64333763,0.61883993,0.78322735,0.24728597,0.25312112,0.00851434,0.29755576,0.39830747,0.00000000
-5.48974487,1.63184242,0.61028362,0.77029150,0.25315401,0.25794984,0.00863681,0.29090563,0.40274280,0.00000000
-5.48374187,1.62044142,0.60153815,0.75720498,0.25857364,0.26235650,0.00872360,0.28405718,0.40748796,0.00000000
-5.47773887,1.60864769,0.59250932,0.74382021,0.26342015,0.26620890,0.00876911,0.27696561,0.41236280,0.00000000
-5.47173587,1.59616060,0.58317363,0.73007279,0.26760327,0.26940637,0.00876893,0.26961563,0.41723947,0.00000000
-5.46573287,1.58288134,0.57357961,0.71598591,0.27107143,0.27188426,0.00871994,0.26202165,0.42204967,0.00000000
-5.45972986,1.56891946,0.56384613,0.70167087,0.27381454,0.27361701,0.00862043,0.25422687,0.42678918,0.00000000
-5.45372686,1.55459011,0.55415769,0.68732370,0.27586509,0.27461943,0.00847009,0.24630109,0.43151935,0.00000000
-5.44772386,1.54040211,0.54475686,0.67321813,0.27729753,0.27494639,0.00827003,0.23833750,0.43636553,0.00000000
-5.44172086,1.52703731,0.53593416,0.65969518,0.27822593,0.27469059,0.00802265,0.23044856,0.44151234,0.00000000
-5.43571786,1.51532219,0.52801583,0.64714987,0.27879992,0.27397882,0.00773155,0.22276114,0.44719601,0.00000000
-5.42971486,1.50619264,0.52134985,0.63601557,0.27919912,0.27296659,0.00740138,0.21541126,0.45369405,0.00000000
-5.42371186,1.50065343,0.51629076,0.62674659,0.27962621,0.27183149,0.00703762,0.20853836,0.46131264,0.00000000
-5.41770885,1.49973391,0.51318391,0.61979963,0.28029892,0.27076553,0.00664638,0.20227962,0.47037229,0.00000000
-5.41170585,1.50444163,0.51234968,0.61561490,0.28144131,0.26996679,0.00623418,0.19676438,0.48119224,0.00000000
-5.40570285,1.51571582,0.51406824,0.61459744,0.28327453,0.26963068,0.00580774,0.19210883,0.49407443,0.00000000
-5.39969985,1.53438241,0.51856555,0.61709935,0.28600766,0.26994126,0.00537374,0.18841123,0.50928757,0.00000000
-5.39369685,1.56111247,0.52600100,0.62340370,0.28982881,0.27106295,0.00493867,0.18574782,0.52705209,0.00000000
-5.38769385,1.59638578,0.53645740,0.63371043,0.29489695,0.27313298,0.00450861,0.18416950,0.54752658,0.00000000
-5.38169085,1.64046095,0.54993360,0.64812505,0.30133475,0.27625490,0.00408913,0.18369938,0.57079644,0.00000000
-5.37568784,1.69335344,0.56634019,0.66665032,0.30922290,0.28049345,0.00368516,0.18433140,0.59686510,0.00000000
-5.36968484,1.75482241,0.58549849,0.68918143,0.31859584,0.28587098,0.00330092,0.18602991,0.62564841,0.00000000
-5.36368184,1.82436709,0.60714301,0.71550471,0.32943948,0.29236553,0.00293990,0.18873034,0.65697236,0.00000000
-5.35767884,1.90123290,0.63092733,0.74530015,0.34169067,0.29991080,0.00260481,0.19234090,0.69057437,0.00000000
-5.35167584,1.98442722,0.65643324,0.77814752,0.35523873,0.30839773,0.00229766,0.19674525,0.72610807,0.00000000
-5.34567284,2.07274430,0.68318298,0.81353610,0.36992873,0.31767795,0.00201975,0.20180608,0.76315153,0.00000000
-5.33966983,2.16479841,0.71065395,0.85087748,0.38556664,0.32756864,0.00177175,0.20736943,0.80121845,0.00000000
-5.33366683,2.25906396,0.73829549,0.88952125,0.40192597,0.33785878,0.00155380,0.21326960,0.83977204,0.00000000
-5.32766383,2.35392108,0.76554698,0.92877289,0.41875572,0.34831648,0.00136556,0.21933455,0.87824102,0.00000000
-5.32166083,2.44770478,0.79185661,0.96791322,0.43578917,0.35869702,0.00120631,0.22539141,0.91603690,0.00000000
-5.31565783,2.53875589,0.81669982,1.00621889,0.45275341,0.36875136,0.00107503,0.23127204,0.95257219,0.00000000
-5.30965483,2.62547162,0.83959689,1.04298286,0.46937886,0.37823467,0.00097049,0.23681839,0.98727840,0.00000000
-5.30365183,2.70635383,0.86012862,1.07753450,0.48540870,0.38691464,0.00089131,0.24188731,1.01962354,0.00000000
-5.29764882,2.78005316,0.87794961,1.10925821,0.50060762,0.39457921,0.00083600,0.24635476,1.04912808,0.00000000
-5.29164582,2.84540727,0.89279847,1.13761020,0.51476958,0.40104339,0.00080303,0.25011922,1.07537904,0.00000000
-5.28564282,2.90147193,0.90450445,1.16213270,0.52772434,0.40615505,0.00079085,0.25310408,1.09804156,0.00000000
-5.27963982,2.94754381,0.91299037,1.18246506,0.53934238,0.40979930,0.00079791,0.25525900,1.11686768,0.00000000
-5.27363682,2.98317436,0.91827162,1.19835159,0.54953817,0.41190159,0.00082268,0.25656015,1.13170194,0.00000000
-5.26763382,3.00817457,0.92045145,1.20964580,0.55827157,0.41242923,0.00086362,0.25700945,1.14248386,0.00000000
-5.26163082,3.02261060,0.91971278,1.21631093,0.56554741,0.41139147,0.00091920,0.25663266,1.14924715,0.00000000
-5.25562781,3.02679101,0.91630703,1.21841708,0.57141334,0.40883813,0.00098787,0.25547668,1.15211588,0.00000000
-5.24962481,3.02124617,0.91054063,1.21613489,0.57595598,0.40485696,0.00106805,0.25360611,1.15129789,0.00000000
-5.24362181,3.00670129,0.90275983,1.20972632,0.57929576,0.39956979,0.00115813,0.25109922,1.14707560,0.00000000
-5.23761881,2.98404405,0.89333471,1.19953291,0.58158050,0.39312769,0.00125642,0.24804364,1.13979489,0.00000000
-5.23161581,2.95428863,0.88264316,1.18596197,0.58297821,0.38570545,0.00136118,0.24453200,1.12985223,0.00000000
-5.22561281,2.91853749,0.87105562,1.16947143,0.58366942,0.37749540,0.00147061,0.24065760,1.11768083,0.00000000
-5.21960980,2.87794245,0.85892123,1.15055381,0.58383924,0.36870101,0.00158284,0.23651060,1.10373606,0.00000000
-5.21360680,2.83366667,0.84655621,1.12972001,0.58366978,0.35953040,0.00169596,0.23217465,1.08848081,0.00000000
-5.20760380,2.78684880,0.83423465,1.10748349,0.58333289,0.35018993,0.00180805,0.22772418,1.07237119,0.00000000
-5.20160080,2.73857051,0.82218225,1.08434538,0.58298390,0.34087826,0.00191719,0.22322263,1.05584315,0.00000000
-5.19559780,2.68982846,0.81057312,1.06078108,0.58275626,0.33178083,0.00202153,0.21872139,1.03930022,0.00000000
-5.18959480,2.64151150,0.79952950,1.03722868,0.58275753,0.32306514,0.00211930,0.21425962,1.02310301,0.00000000
-5.18359180,2.59438364,0.78912434,1.01407964,0.58306673,0.31487675,0.00220887,0.20986496,1.00756057,0.00000000
-5.17758879,2.54907320,0.77938639,0.99167197,0.58373319,0.30733636,0.00228879,0.20555486,0.99292406,0.00000000
-5.17158579,2.50606818,0.77030728,0.97028604,0.58477686,0.30053781,0.00235786,0.20133849,0.97938271,0.00000000
-5.16558279,2.46571778,0.76185017,0.95014310,0.58619006,0.29454713,0.00241511,0.19721916,0.96706246,0.00000000
-5.15957979,2.42823975,0.75395925,0.93140651,0.58794057,0.28940273,0.00245988,0.19319691,0.95602702,0.00000000
-5.15357679,2.39373303,0.74656969,0.91418548,0.58997585,0.28511650,0.00249185,0.18927118,0.94628154,0.00000000
-5.14757379,2.36219491,0.73961720,0.89854113,0.59222824,0.28167597,0.00251098,0.18544338,0.93777855,0.00000000
-5.14157079,2.33354192,0.73304685,0.88449447,0.59462084,0.27904723,0.00251759,0.18171920,0.93042604,0.00000000
-5.13556778,2.30763343,0.72682068,0.87203602,0.59707371,0.27717863,0.00251230,0.17811051,0.92409734,0.00000000
-5.12956478,2.28429674,0.72092352,0.86113644,0.59951028,0.27600499,0.00249600,0.17463666,0.91864219,0.00000000
-5.12356178,2.26335270,0.71536701,0.85175775,0.60186348,0.27545214,0.00246985,0.17132531,0.91389881,0.00000000
-5.11755878,2.24464034,0.71019151,0.84386457,0.60408132,0.27544169,0.00243517,0.16821253,0.90970612,0.00000000
-5.11155578,2.22803970,0.70546586,0.83743466,0.60613172,0.27589562,0.00239345,0.16534232,0.90591570,0.00000000
-5.10555278,2.21349147,0.70128514,0.83246850,0.60800625,0.27674072,0.00234624,0.16276557,0.90240281,0.00000000
-5.09954977,2.20101253,0.69776650,0.82899708,0.60972254,0.27791244,0.00229514,0.16053839,0.89907593,0.00000000
-5.09354677,2.19070669,0.69504338,0.82708763,0.61132540,0.27935822,0.00224167,0.15872018,0.89588437,0.00000000
-5.08754377,2.18276981,0.69325848,0.82684692,0.61288627,0.28103992,0.00218727,0.15737123,0.89282338,0.00000000
-5.08154077,2.17748913,0.69255571,0.82842179,0.61450123,0.28293546,0.00213323,0.15655029,0.88993658,0.00000000
-5.07553777,2.17523656,0.69307180,0.83199686,0.61628749,0.28503946,0.00208062,0.15631192,0.88731542,0.00000000
-5.06953477,2.17645624,0.69492763,0.83778938,0.61837848,0.28736303,0.00203032,0.15670408,0.88509576,0.00000000
-5.06353177,2.18164676,0.69822009,0.84604144,0.62091785,0.28993255,0.00198293,0.15776578,0.88345151,0.00000000
-5.05752876,2.19133873,0.70301455,0.85700966,0.62405244,0.29278775,0.00193882,0.15952510,0.88258572,0.00000000
-5.05152576,2.20606879,0.70933845,0.87095298,0.62792468,0.29597905,0.00189811,0.16199752,0.88271954,0.00000000
-5.04552276,2.22635111,0.71717629,0.88811892,0.63266465,0.29956440,0.00186065,0.16518473,0.88407942,0.00000000
-5.03951976,2.25264767,0.72646618,0.90872892,0.63838225,0.30360583,0.00182613,0.16907393,0.88688336,0.00000000
-5.03351676,2.28533874,0.73709820,0.93296353,0.64515978,0.30816572,0.00179403,0.17363752,0.89132679,0.00000000
-5.02751376,2.32469490,0.74891462,0.96094804,0.65304523,0.31330326,0.00176371,0.17883337,0.89756877,0.00000000
-5.02151076,2.37085191,0.76171187,0.99273926,0.66204676,0.31907096,0.00173442,0.18460547,0.90571931,0.00000000
-5.01550775,2.42378968,0.77524448,1.02831416,0.67212849,0.32551158,0.00170540,0.19088506,0.91582841,0.00000000
-5.00950475,2.48331629,0.78923043,1.06756088,0.68320794,0.33265548,0.00167586,0.19759205,0.92787738,0.00000000
-5.00350175,2.54905791,0.80335815,1.11027259,0.69515522,0.34051849,0.00164507,0.20463674,0.94177299,0.00000000
-4.99749875,2.62045513,0.81729450,1.15614470,0.70779404,0.34910037,0.00161237,0.21192177,0.95734476,0.00000000
-4.99149575,2.69676596,0.83069379,1.20477537,0.72090462,0.35838377,0.00157721,0.21934421,0.97434551,0.00000000
-4.98549275,2.77707551,0.84320717,1.25566970,0.73422833,0.36833382,0.00153918,0.22679773,0.99245537,0.00000000
-4.97948974,2.86031185,0.85449235,1.30824727,0.74747402,0.37889817,0.00149802,0.23417471,1.01128893,0.00000000
-4.97348674,2.94526776,0.86422304,1.36185292,0.76032573,0.39000740,0.00145363,0.24136838,1.03040543,0.00000000
-4.96748374,3.03062728,0.87209795,1.41577036,0.77245147,0.40157588,0.00140606,0.24827474,1.04932141,0.00000000
-4.96148074,3.11499617,0.87784892,1.46923811,0.78351288,0.41350286,0.00135552,0.25479441,1.06752541,0.00000000
-4.95547774,3.19693519,0.88124795,1.52146719,0.79317527,0.42567376,0.00130236,0.26083421,1.08449404,0.00000000
-4.94947474,3.27499486,0.88211288,1.57165991,0.80111766,0.43796169,0.00124703,0.26630853,1.09970867,0.00000000
-4.94347174,3.34775060,0.88031160,1.61902909,0.80704255,0.45022905,0.00119008,0.27114049,1.11267219,0.00000000
-4.93746873,3.41383686,0.87576455,1.66281695,0.81068490,0.46232929,0.00113215,0.27526281,1.12292494,0.00000000
-4.93146573,3.47197937,0.86844557,1.70231310,0.81182007,0.47410885,0.00107391,0.27861842,1.13005930,0.00000000
-4.92546273,3.52102425,0.85838113,1.73687098,0.81027045,0.48540921,0.00101605,0.28116092,1.13373231,0.00000000
-4.91945973,3.55996338,0.84564789,1.76592228,0.80591040,0.49606915,0.00095924,0.28285471,1.13367581,0.00000000
-4.91345673,3.58795519,0.83036893,1.78898889,0.79866960,0.50592726,0.00090414,0.28367501,1.12970377,0.00000000
-4.90745373,3.60434068,0.81270865,1.80569206,0.78853445,0.51482466,0.00085135,0.28360766,1.12171663,0.00000000
-4.90145073,3.60865427,0.79286680,1.81575878,0.77554771,0.52260804,0.00080142,0.28264876,1.10970255,0.00000000
-4.89544772,3.60062946,0.77107164,1.81902505,0.75980636,0.52913287,0.00075481,0.28080427,1.09373560,0.00000000
-4.88944472,3.58019966,0.74757281,1.81543637,0.74145790,0.53426686,0.00071189,0.27808941,1.07397122,0.00000000
-4.88344172,3.54749430,0.72263404,1.80504555,0.72069515,0.53789356,0.00067294,0.27452805,1.05063913,0.00000000
-4.87743872,3.50283078,0.69652593,1.78800797,0.69775000,0.53991597,0.00063816,0.27015204,1.02403428,0.00000000
-4.87143572,3.44670282,0.66951929,1.76457486,0.67288626,0.54026010,0.00060764,0.26500051,0.99450623,0.00000000
-4.86543272,3.37976581,0.64187903,1.73508476,0.64639197,0.53887829,0.00058141,0.25911911,0.96244746,0.00000000
-4.85942971,3.30281974,0.61385887,1.69995369,0.61857145,0.53575213,0.00055939,0.25255927,0.92828131,0.00000000
-4.85342671,3.21679048,0.58569711,1.65966439,0.58973751,0.53089487,0.00054147,0.24537746,0.89244992,0.00000000
-4.84742371,3.12270984,0.55761334,1.61475496,0.56020391,0.52435314,0.00052746,0.23763445,0.85540266,0.00000000
-4.84142071,3.02169513,0.52980630,1.56580741,0.53027847,0.51620785,0.00051714,0.22939454,0.81758561,0.00000000
-4.83541771,2.91492854,0.50245266,1.51343622,0.50025695,0.50657413,0.00051027,0.22072484,0.77943211,0.00000000
-4.82941471,2.80363690,0.47570690,1.45827735,0.47041786,0.49560028,0.00050659,0.21169452,0.74135492,0.00000000
-4.82341171,2.68907198,0.44970193,1.40097777,0.44101832,0.48346569,0.00050587,0.20237415,0.70373989,0.00000000
-4.81740870,2.57249170,0.42455043,1.34218575,0.41229089,0.47037772,0.00050786,0.19283494,0.66694117,0.00000000
-4.81140570,2.45514234,0.40034669,1.28254191,0.38444157,0.45656755,0.00051239,0.18314815,0.63127802,0.00000000
-4.80540270,2.33824184,0.37716883,1.22267116,0.35764866,0.44228521,0.00051929,0.17338440,0.59703296,0.00000000
-4.79939970,2.22296435,0.35508116,1.16317543,0.33206261,0.42779375,0.00052849,0.16361308,0.56445108,0.00000000
-4.79339670,2.11042585,0.33413654,1.10462721,0.30780661,0.41336292,0.00053995,0.15390183,0.53374031,0.00000000
-4.78739370,2.00167102,0.31437852,1.04756389,0.28497775,0.39926233,0.00055371,0.14431599,0.50507234,0.00000000
-4.78139070,1.89766123,0.29584331,0.99248274,0.26364883,0.38575441,0.00056988,0.13491815,0.47858402,0.00000000
-4.77538769,1.79926371,0.27856129,0.93983646,0.24387030,0.37308750,0.00058861,0.12576775,0.45437897,0.00000000
-4.76938469,1.70724185,0.26255811,0.89002938,0.22567261,0.36148899,0.00061011,0.11692073,0.43252915,0.00000000
-4.76338169,1.62224677,0.24785531,0.84341415,0.20906847,0.35115905,0.00063465,0.10842919,0.41307645,0.00000000
-4.75737869,1.54481013,0.23447049,0.80028884,0.19405519,0.34226492,0.00066249,0.10034115,0.39603395,0.00000000
-4.75137569,1.47533842,0.22241704,0.76089469,0.18061683,0.33493610,0.00069391,0.09270033,0.38138702,0.00000000
-4.74537269,1.41410870,0.21170354,0.72541428,0.16872618,0.32926053,0.00072918,0.08554593,0.36909420,0.00000000
-4.73936968,1.36126618,0.20233283,0.69397030,0.15834655,0.32528187,0.00076850,0.07891251,0.35908795,0.00000000
-4.73336668,1.31682362,0.19430088,0.66662505,0.14943319,0.32299808,0.00081202,0.07282983,0.35127532,0.00000000
-4.72736368,1.28066280,0.18759562,0.64338054,0.14193457,0.32236132,0.00085981,0.06732274,0.34553867,0.00000000
-4.72136068,1.25253822,0.18219570,0.62417951,0.13579332,0.32327912,0.00091180,0.06241111,0.34173667,0.00000000
-4.71535768,1.23208312,0.17806945,0.60890727,0.13094694,0.32561695,0.00096780,0.05810974,0.33970553,0.00000000
-4.70935468,1.21881787,0.17517399,0.59739451,0.12732832,0.32920209,0.00102749,0.05442833,0.33926068,0.00000000
-4.70335168,1.21216062,0.17345457,0.58942107,0.12486610,0.33382858,0.00109038,0.05137144,0.34019902,0.00000000
-4.69734867,1.21144032,0.17284435,0.58472066,0.12348482,0.33926330,0.00115583,0.04893856,0.34230158,0.00000000
-4.69134567,1.21591162,0.17326450,0.58298654,0.12310510,0.34525286,0.00122305,0.04712410,0.34533684,0.00000000
-4.68534267,1.22477165,0.17462466,0.58387804,0.12364366,0.35153113,0.00129112,0.04591756,0.34906455,0.00000000
-4.67933967,1.23717802,0.17682392,0.58702789,0.12501346,0.35782723,0.00135899,0.04530363,0.35323995,0.00000000
-4.67333667,1.25226790,0.17975208,0.59205003,0.12712377,0.36387354,0.00142554,0.04526243,0.35761832,0.00000000
-4.66733367,1.26917738,0.18329131,0.59854800,0.12988040,0.36941366,0.00148958,0.04576976,0.36195983,0.00000000
-4.66133067,1.28706082,0.18731815,0.60612338,0.13318606,0.37420992,0.00154991,0.04679744,0.36603429,0.00000000
-4.65532766,1.30510940,0.19170566,0.61438442,0.13694078,0.37805018,0.00160535,0.04831363,0.36962586,0.00000000
-4.64932466,1.32256861,0.19632588,0.62295433,0.14104263,0.38075376,0.00165477,0.05028326,0.37253754,0.00000000
-4.64332166,1.33875386,0.20105221,0.63147921,0.14538854,0.38217619,0.00169716,0.05266846,0.37459511,0.00000000
