energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,Y_p_up,Y_d_up
-5.74187094,4.04449105,0.08869187,0.05126825,0.05050104,2.61599526,1.12629905,0.56783331,0.83283735,0.16633422
-5.73586793,3.95307952,0.08870233,0.05044657,0.05034136,2.55520921,1.10671364,0.55780061,0.81312447,0.16314711
-5.72986493,3.84106161,0.08815629,0.04935560,0.04985940,2.48124533,1.08014196,0.54436094,0.78942924,0.15912529
-5.72386193,3.71008356,0.08705641,0.04801016,0.04906173,2.39518610,1.04711200,0.52775908,0.76207107,0.15432122
-5.71785893,3.56213995,0.08541791,0.04643019,0.04796165,2.29833379,1.00828295,0.50829824,0.73143892,0.14880217
-5.71185593,3.39951767,0.08326794,0.04464018,0.04657868,2.19217423,0.96442308,0.48633040,0.69798104,0.14264847
-5.70585293,3.22473215,0.08064462,0.04266854,0.04493788,2.07833594,0.91638521,0.46224533,0.66219297,0.13595141
-5.69984992,3.04045875,0.07759566,0.04054688,0.04306898,1.95854604,0.86508078,0.43645882,0.62460462,0.12881077
-5.69384692,2.84946175,0.07417682,0.03830914,0.04100540,1.83458492,0.81145381,0.40940059,0.58576669,0.12133226
-5.68784392,2.65452408,0.07045008,0.03599077,0.03878322,1.70824134,0.75645552,0.38150239,0.54623713,0.11362486
-5.68184092,2.45838006,0.06648176,0.03362787,0.03644009,1.58126960,0.70102070,0.35318678,0.50656808,0.10579809
-5.67583792,2.26365385,0.06234055,0.03125635,0.03401415,1.45535036,0.64604658,0.32485686,0.46729376,0.09795950
-5.66983492,2.07280519,0.05809563,0.02891115,0.03154299,1.33205633,0.59237474,0.29688750,0.42891967,0.09021230
-5.66383192,1.88808420,0.05381485,0.02662555,0.02906276,1.21282359,0.54077635,0.26961805,0.39191344,0.08265332
-5.65782891,1.71149588,0.04956310,0.02443055,0.02660729,1.09892933,0.49194108,0.24334685,0.35669738,0.07537118
-5.65182591,1.54477485,0.04540087,0.02235438,0.02420744,0.99147607,0.44646949,0.21832754,0.32364303,0.06844496
-5.64582291,1.38937007,0.04138312,0.02042213,0.02189055,0.89138225,0.40486871,0.19476715,0.29306738,0.06194318
-5.63981991,1.24643897,0.03755830,0.01865540,0.01968007,0.79937888,0.36755107,0.17282573,0.26523096,0.05592311
-5.63381691,1.11684995,0.03396776,0.01707219,0.01759531,0.71601148,0.33483510,0.15261762,0.24033736,0.05043052
-5.62781391,1.00119193,0.03064535,0.01568675,0.01565142,0.64164657,0.30694857,0.13421378,0.21853410,0.04549963
-5.62181091,0.89978963,0.02761728,0.01450962,0.01385938,0.57648164,0.28403271,0.11764529,0.19991446,0.04115347
-5.61580790,0.81272282,0.02490221,0.01354761,0.01222624,0.52055784,0.26614733,0.10290743,0.18452009,0.03740430
-5.60980490,0.73984841,0.02251149,0.01280394,0.01075537,0.47377419,0.25327624,0.08996430,0.17234406,0.03425427
-5.60380190,0.68082365,0.02044960,0.01227836,0.00944678,0.43590270,0.24533263,0.07875370,0.16333419,0.03169622
-5.59779890,0.63512978,0.01871468,0.01196727,0.00829756,0.40660351,0.24216411,0.06919193,0.15739639,0.02971448
-5.59179590,0.60209482,0.01729907,0.01186389,0.00730228,0.38543963,0.24355733,0.06117851,0.15439805,0.02828571
-5.58579290,0.58091542,0.01619006,0.01195848,0.00645344,0.37189092,0.24924207,0.05460056,0.15417115,0.02737980
-5.57978989,0.57067710,0.01537045,0.01223847,0.00574188,0.36536708,0.25889504,0.04933682,0.15651545,0.02696067
-5.57378689,0.57037314,0.01481934,0.01268868,0.00515725,0.36521978,0.27214342,0.04526123,0.16120155,0.02698716
-5.56778389,0.57892235,0.01451269,0.01329159,0.00468834,0.37075394,0.28856859,0.04224603,0.16797399,0.02741379
-5.56178089,0.59518598,0.01442406,0.01402755,0.00432346,0.38123866,0.30771020,0.04016450,0.17655461,0.02819165
-5.55577789,0.61798444,0.01452520,0.01487513,0.00405077,0.39591782,0.32907096,0.03889321,0.18664625,0.02926918
-5.54977489,0.64611433,0.01478663,0.01581143,0.00385856,0.41402106,0.35212248,0.03831408,0.19793694,0.03059311
-5.54377189,0.67836619,0.01517833,0.01681254,0.00373549,0.43477521,0.37631229,0.03831606,0.21010462,0.03210935
-5.53776888,0.71354357,0.01567022,0.01785402,0.00367083,0.45741648,0.40107227,0.03879668,0.22282265,0.03376402
-5.53176588,0.75048341,0.01623278,0.01891139,0.00365464,0.48120368,0.42582835,0.03966348,0.23576593,0.03550451
-5.52576288,0.78807795,0.01683761,0.01996080,0.00367795,0.50543230,0.45001164,0.04083534,0.24861766,0.03728063
-5.51975988,0.82529786,0.01745797,0.02097959,0.00373290,0.52944955,0.47307047,0.04224378,0.26107666,0.03904584
-5.51375688,0.86121628,0.01806930,0.02194704,0.00381290,0.55266987,0.49448319,0.04383426,0.27286503,0.04075845
-5.50775388,0.89503295,0.01864972,0.02284501,0.00391272,0.57459061,0.51377122,0.04556746,0.28373587,0.04238289
-5.50175088,0.92609790,0.01918049,0.02365862,0.00402863,0.59480741,0.53051182,0.04742048,0.29348090,0.04389093
-5.49574787,0.95393345,0.01964641,0.02437688,0.00415845,0.61302853,0.54435000,0.04938805,0.30193753,0.04526282
-5.48974487,0.97825369,0.02003616,0.02499322,0.00430165,0.62908753,0.55500901,0.05148353,0.30899510,0.04648828
-5.48374187,0.99898037,0.02034256,0.02550601,0.00445938,0.64295367,0.56229886,0.05373975,0.31460004,0.04756734
-5.47773887,1.01625413,0.02056267,0.02591883,0.00463452,0.65473926,0.56612238,0.05620960,0.31875950,0.04851098
-5.47173587,1.03044024,0.02069787,0.02624072,0.00483164,0.66470352,0.56647841,0.05896629,0.32154345,0.04934140
-5.46573287,1.04212824,0.02075376,0.02648616,0.00505696,0.67325235,0.56346186,0.06210310,0.32308472,0.05009214
-5.45972986,1.05212471,0.02073995,0.02667494,0.00531829,0.68093378,0.55726064,0.06573276,0.32357726,0.05080772
-5.45372686,1.06143932,0.02066972,0.02683183,0.00562486,0.68842886,0.54814928,0.06998620,0.32327232,0.05154306
-5.44772386,1.07126378,0.02055955,0.02698604,0.00598717,0.69653804,0.53647964,0.07501071,0.32247270,0.05236251
-5.44172086,1.08294434,0.02042857,0.02717056,0.00641675,0.70616320,0.52266901,0.08096744,0.32152526,0.05333850
-5.43571786,1.09794819,0.02029790,0.02742127,0.00692587,0.71828566,0.50718598,0.08802833,0.32081188,0.05455000
-5.42971486,1.11782470,0.02018988,0.02777597,0.00752724,0.73394087,0.49053476,0.09637234,0.32073917,0.05608061
-5.42371186,1.14416262,0.02012736,0.02827329,0.00823361,0.75419017,0.47323859,0.10618109,0.32172725,0.05801653
-5.41770885,1.17854432,0.02013282,0.02895148,0.00905736,0.78009077,0.45582291,0.11763406,0.32419806,0.06044426
-5.41170585,1.22249873,0.02022762,0.02984717,0.01001007,0.81266463,0.43879892,0.13090327,0.32856358,0.06344834
-5.40570285,1.27745420,0.02043121,0.03099421,0.01110210,0.85286737,0.42264834,0.14614782,0.33521428,0.06710900
-5.39969985,1.34469317,0.02076041,0.03242241,0.01234204,0.90155811,0.40780984,0.16350817,0.34450836,0.07149987
-5.39369685,1.42530991,0.02122885,0.03415646,0.01373637,0.95947149,0.39466771,0.18310062,0.35676206,0.07668592
-5.38769385,1.52017303,0.02184636,0.03621495,0.01528896,1.02719265,0.38354316,0.20501193,0.37224132,0.08272152
-5.38169085,1.62989412,0.02261866,0.03860951,0.01700071,1.10513626,0.37468851,0.22929454,0.39115516,0.08964890
-5.37568784,1.75480373,0.02354708,0.04134421,0.01886927,1.19353047,0.36828453,0.25596245,0.41365093,0.09749692
-5.36968484,1.89493578,0.02462845,0.04441510,0.02088874,1.29240633,0.36444071,0.28498794,0.43981157,0.10628027
-5.36368184,2.05002115,0.02585516,0.04781012,0.02304959,1.40159342,0.36319870,0.31629951,0.46965500,0.11599924
-5.35767884,2.21949094,0.02721536,0.05150915,0.02533856,1.52072193,0.36453833,0.34978100,0.50313555,0.12663984
-5.35167584,2.40248965,0.02869330,0.05548441,0.02773879,1.64923132,0.36838615,0.38527212,0.54014742,0.13817464
-5.34567284,2.59789795,0.03026981,0.05970113,0.03022993,1.78638553,0.37462600,0.42257044,0.58052997,0.15056397
-5.33966983,2.80436458,0.03192286,0.06411839,0.03278851,1.93129425,0.38311100,0.46143482,0.62407472,0.16375771
-5.33366683,3.02034636,0.03362827,0.06869038,0.03538833,2.08293972,0.39367658,0.50159030,0.67053366,0.17769748
-5.32766383,3.24415515,0.03536046,0.07336763,0.03800096,2.24020817,0.40615393,0.54273425,0.71962867,0.19231922
-5.32166083,3.47400984,0.03709324,0.07809857,0.04059637,2.40192472,0.42038317,0.58454366,0.77106160,0.20755602
-5.31565783,3.70809178,0.03880061,0.08283110,0.04314359,2.56689054,0.43622584,0.62668330,0.82452472,0.22334111
-5.30965483,3.94460116,0.04045759,0.08751425,0.04561142,2.73392063,0.45357592,0.66881443,0.87971096,0.23961081
-5.30365183,4.18181220,0.04204098,0.09209976,0.04796916,2.90188078,0.47236912,0.71060379,0.93632378,0.25630740
-5.29764882,4.41812469,0.04353004,0.09654357,0.05018738,3.06972197,0.49258968,0.75173240,0.99408594,0.27338159
-5.29164582,4.65210950,0.04490713,0.10080721,0.05223860,3.23651058,0.51427455,0.79190385,1.05274703,0.29079457
-5.28564282,4.88254583,0.04615825,0.10485886,0.05409795,3.40145286,0.53751443,0.83085170,1.11208918,0.30851935
-5.27963982,5.10844825,0.04727335,0.10867418,0.05574373,3.56391238,0.56245167,0.86834566,1.17193084,0.32654135
-5.27363682,5.32908189,0.04824668,0.11223681,0.05715792,3.72341921,0.58927472,0.90419613,1.23212811,0.34485805
-5.26763382,5.54396457,0.04907683,0.11553849,0.05832654,3.87967005,0.61820938,0.93825702,1.29257366,0.36347767
-5.26163082,5.75285544,0.04976675,0.11857880,0.05923987,4.03251907,0.64950689,0.97042660,1.35319298,0.38241679
-5.25562781,5.95572997,0.05032357,0.12136454,0.05989264,4.18195922,0.68342927,1.00064624,1.41393804,0.40169698
-5.24962481,6.15274216,0.05075827,0.12390874,0.06028398,4.32809468,0.72023226,1.02889723,1.47477857,0.42134049
-5.24362181,6.34417527,0.05108529,0.12622942,0.06041732,4.47110555,0.76014664,1.05519570,1.53569107,0.44136513
-5.23761881,6.53038330,0.05132199,0.12834799,0.06030014,4.61120602,0.80335846,1.07958587,1.59664613,0.46177860
-5.23161581,6.71172590,0.05148801,0.13028761,0.05994368,4.74859823,0.84998912,1.10213202,1.65759452,0.48257253
-5.22561281,6.88850001,0.05160466,0.13207135,0.05936248,4.88342399,0.90007627,1.12290965,1.71845272,0.50371642
-5.21960980,7.06087197,0.05169414,0.13372047,0.05857394,5.01571723,0.95355638,1.14199613,1.77908878,0.52515209
-5.21360680,7.22881408,0.05177887,0.13525268,0.05759776,5.14535971,1.01025000,1.15946169,1.83930926,0.54678879
-5.20760380,7.39204960,0.05188078,0.13668073,0.05645540,5.27204316,1.06985072,1.17536096,1.89884824,0.56849946
-5.20160080,7.55001002,0.05202067,0.13801123,0.05516956,5.39524038,1.13191860,1.18972584,1.95735926,0.59011851
-5.19559780,7.70180808,0.05221764,0.13924386,0.05376357,5.51418794,1.19587873,1.20256016,2.01441100,0.61144133
-5.18959480,7.84622927,0.05248860,0.14037102,0.05226096,5.62788228,1.26102568,1.21383644,2.06948745,0.63222593
-5.18359180,7.98174380,0.05284793,0.14137788,0.05068490,5.73509068,1.32653376,1.22349514,2.12199305,0.65219668
-5.17758879,8.10653974,0.05330725,0.14224303,0.04905789,5.83437770,1.39147340,1.23144656,2.17126309,0.67105032
-5.17158579,8.21857728,0.05387529,0.14293947,0.04740137,5.92414678,1.45483329,1.23757535,2.21657940,0.68846403
-5.16558279,8.31566231,0.05455796,0.14343608,0.04573542,6.00269590,1.51554751,1.24174755,2.25719091,0.70410544
-5.15957979,8.39553679,0.05535845,0.14369940,0.04407862,6.06828529,1.57252703,1.24381977,2.29233863,0.71764411
-5.15357679,8.45598175,0.05627753,0.14369571,0.04244791,6.11921420,1.62469422,1.24365011,2.32128399,0.72876423
-5.14757379,8.49492828,0.05731386,0.14339317,0.04085849,6.15390334,1.67101907,1.24111016,2.34333934,0.73717764
-5.14157079,8.51057081,0.05846439,0.14276409,0.03932384,6.17097873,1.71055561,1.23609740,2.35789929,0.74263698
-5.13556778,8.50147671,0.05972476,0.14178702,0.03785574,6.16935275,1.74247682,1.22854736,2.36447126,0.74494791
-5.12956478,8.46668623,0.06108968,0.14044861,0.03646435,6.14829790,1.76610650,1.21844456,2.36270360,0.74398006
-5.12356178,8.40579697,0.06255331,0.13874523,0.03515826,6.10750900,1.78094655,1.20583176,2.35240988,0.73967599
-5.11755878,8.31902793,0.06410948,0.13668402,0.03394460,6.04715033,1.78669832,1.19081669,2.33358772,0.73205763
-5.11155578,8.20725890,0.06575194,0.13428354,0.03282909,5.96788456,1.78327691,1.17357588,2.30643116,0.72122989
-5.10555278,8.07204261,0.06747431,0.13157386,0.03181613,5.87088148,1.77081776,1.15435523,2.27133563,0.70738108
-5.09954977,7.91558803,0.06927012,0.12859604,0.03090881,5.75780548,1.74967503,1.13346708,2.22889499,0.69078012
-5.09354677,7.74071504,0.07113255,0.12540109,0.03010892,5.63078188,1.72041186,1.11128397,2.17989065,0.67177053
-5.08754377,7.55078220,0.07305420,0.12204846,0.02941692,5.49234328,1.68378283,1.08822915,2.12527296,0.65076152
-5.08154077,7.34959056,0.07502666,0.11860404,0.02883193,5.34535826,1.64070947,1.06476443,2.06613576,0.62821639
-5.07553777,7.14126784,0.07704017,0.11513792,0.02835162,5.19294530,1.59224987,1.04137578,2.00368507,0.60463882
-5.06953477,6.93013821,0.07908319,0.11172179,0.02797220,5.03837604,1.53956364,1.01855744,1.93920319,0.58055769
-5.06353177,6.72058351,0.08114200,0.10842638,0.02768831,4.88497187,1.48387403,0.99679528,1.87401006,0.55651082
-5.05752876,6.51690207,0.08320046,0.10531883,0.02749304,4.73599851,1.42642847,0.97655011,1.80942321,0.53302863
-5.05152576,6.32317125,0.08523982,0.10246020,0.02737786,4.59456301,1.36845949,0.95824185,1.74671829,0.51061808
-5.04552276,6.14311932,0.08723873,0.09990331,0.02733271,4.46351730,1.31114743,0.94223502,1.68709162,0.48974764
-5.03951976,5.98001189,0.08917344,0.09769079,0.02734608,4.34537222,1.25558636,0.92882641,1.63162629,0.47083385
-5.03351676,5.83655699,0.09101818,0.09585368,0.02740513,4.24222487,1.20275450,0.91823516,1.58126313,0.45422983
-5.02751376,5.71483195,0.09274575,0.09441039,0.02749596,4.15570191,1.15348999,0.91059584,1.53677733,0.44021624
-5.02151076,5.61623425,0.09432831,0.09336623,0.02760385,4.08692036,1.10847280,0.90595447,1.49876162,0.42899472
-5.01550775,5.54145710,0.09573831,0.09271338,0.02771359,4.03646655,1.06821299,0.90426777,1.46761613,0.42068417
-5.00950475,5.49048976,0.09694956,0.09243142,0.02780986,4.00439338,1.03304552,0.90540542,1.44354522,0.41531974
-5.00350175,5.46264137,0.09793834,0.09248822,0.02787767,3.99023517,1.00313141,0.90915520,1.42656083,0.41285448
-4.99749875,5.45658634,0.09868457,0.09284133,0.02790270,3.99303866,0.97846464,0.91523071,1.41649203,0.41316348
-4.99149575,5.47042867,0.09917285,0.09343961,0.02787183,4.01140851,0.95888433,0.92328128,1.41299994,0.41605031
-4.98549275,5.50178196,0.09939348,0.09422514,0.02777345,4.04356492,0.94409133,0.93290371,1.41559739,0.42125533
-4.97948974,5.54786154,0.09934321,0.09513537,0.02759786,4.08741093,0.93366820,0.94365531,1.42367204,0.42846563
-4.97348674,5.60558514,0.09902585,0.09610527,0.02733759,4.14060679,0.92710175,0.95506788,1.43651229,0.43732618
-4.96748374,5.67167815,0.09845257,0.09706950,0.02698760,4.20064847,0.92380703,0.96666202,1.45333463,0.44745169
-4.96148074,5.74277993,0.09764191,0.09796458,0.02654547,4.26494784,0.92315182,0.97796145,1.47331167,0.45843895
-4.95547774,5.81554756,0.09661950,0.09873085,0.02601145,4.33091169,0.92448080,0.98850681,1.49559965,0.46987909
-4.94947474,5.88675395,0.09541748,0.09931424,0.02538845,4.39601735,0.92713834,0.99786858,1.51936469,0.48136942
-4.94347174,5.95337737,0.09407367,0.09966779,0.02468191,4.45788252,0.93048958,1.00565878,1.54380698,0.49252459
-4.93746873,6.01268013,0.09263043,0.09975289,0.02389961,4.51432754,0.93393884,1.01154110,1.56818213,0.50298657
-4.93146573,6.06227433,0.09113341,0.09954012,0.02305142,4.56342844,0.93694522,1.01523914,1.59181930,0.51243339
-4.92546273,6.10017339,0.08963010,0.09900990,0.02214891,4.60355956,0.93903499,1.01654270,1.61413561,0.52058627
-4.91945973,6.12482844,0.08816833,0.09815262,0.02120501,4.63342489,0.93981072,1.01531184,1.63464656,0.52721508
-4.91345673,6.13514916,0.08679477,0.09696857,0.02023359,4.65207773,0.93895704,1.01147869,1.65297250,0.53214202
-4.90745373,6.13050935,0.08555346,0.09546751,0.01924900,4.65892859,0.93624333,1.00504698,1.66884097,0.53524350
-4.90145073,6.11073790,0.08448442,0.09366796,0.01826565,4.65374173,0.93152351,0.99608940,1.68208527,0.53645027
-4.89544772,6.07609621,0.08362252,0.09159625,0.01729758,4.63662112,0.92473333,0.98474286,1.69263942,0.53574592
-4.88944472,6.02724387,0.08299640,0.08928542,0.01635810,4.60798678,0.91588542,0.97120189,1.70052998,0.53316392
-4.88344172,5.96519416,0.08262775,0.08677388,0.01545943,4.56854308,0.90506287,0.95571047,1.70586518,0.52878335
-4.87743872,5.89126196,0.08253077,0.08410407,0.01461239,4.51924041,0.89241142,0.93855255,1.70882191,0.52272367
-4.87143572,5.80700602,0.08271185,0.08132101,0.01382622,4.46123208,0.87813110,0.92004171,1.70963129,0.51513868
-4.86543272,5.71416832,0.08316957,0.07847094,0.01310836,4.39582834,0.86246755,0.90051025,1.70856323,0.50621005
-4.85942971,5.61461277,0.08389486,0.07559991,0.01246437,4.32444931,0.84570340,0.88029819,1.70591094,0.49614061
-4.85342671,5.51026556,0.08487144,0.07275258,0.01189791,4.24857868,0.82815031,0.85974262,1.70197574,0.48514776
-4.84742371,5.40305936,0.08607635,0.06997106,0.01141076,4.16971992,0.81014161,0.83916762,1.69705294,0.47345710
-4.84142071,5.29488312,0.08748075,0.06729399,0.01100289,4.08935630,0.79202603,0.81887532,1.69141929,0.46129664
-4.83541771,5.18753911,0.08905075,0.06475576,0.01067262,4.00891630,0.77416248,0.79913826,1.68532242,0.44889163
-4.82941471,5.08270823,0.09074840,0.06238597,0.01041677,3.92974509,0.75691601,0.78019334,1.67897274,0.43646021
-4.82341171,4.98192446,0.09253272,0.06020907,0.01023094,3.85308287,0.74065493,0.76223754,1.67253802,0.42420991
-4.81740870,4.88655872,0.09436081,0.05824421,0.01010969,3.78005043,0.72574904,0.74542548,1.66614078,0.41233505
-4.81140570,4.79781204,0.09618893,0.05650534,0.01004683,3.71164193,0.71256873,0.72986887,1.65985861,0.40101510
-4.80540270,4.71671742,0.09797364,0.05500140,0.01003574,3.64872440,0.70148489,0.71563776,1.65372723,0.39041374
-4.79939970,4.64414964,0.09967284,0.05373676,0.01006955,3.59204351,0.69286938,0.70276347,1.64774614,0.38067879
-4.79339670,4.58084147,0.10124682,0.05271173,0.01014149,3.54223452,0.68709568,0.69124288,1.64188646,0.37194271
-4.78739370,4.52740471,0.10265921,0.05192322,0.01024509,3.49983714,0.68453960,0.68104392,1.63610043,0.36432355
-4.78139070,4.48435425,0.10387785,0.05136541,0.01037443,3.46531298,0.68557967,0.67211185,1.63033213,0.35792625
-4.77538769,4.45213296,0.10487547,0.05103047,0.01052428,3.43906390,0.69059685,0.66437593,1.62452863,0.35284398
-4.76938469,4.43113535,0.10563034,0.05090929,0.01069030,3.42144974,0.69997342,0.65775611,1.61865099,0.34915954
-4.76338169,4.42172797,0.10612660,0.05099207,0.01086907,3.41280366,0.71409063,0.65216940,1.61268430,0.34694636
-4.75737869,4.42426449,0.10635456,0.05126893,0.01105821,3.41344375,0.73332498,0.64753547,1.60664611,0.34626925
-4.75137569,4.43909404,0.10631064,0.05173030,0.01125629,3.42367957,0.75804297,0.64378115,1.60059277,0.34718452
-4.74537269,4.46656160,0.10599723,0.05236721,0.01146286,3.44381265,0.78859416,0.64084373,1.59462296,0.34973952
-4.73936968,4.50699959,0.10542230,0.05317145,0.01167826,3.47413044,0.82530262,0.63867275,1.58887825,0.35397151
-4.73336668,4.56071097,0.10459875,0.05413547,0.01190351,3.51489362,0.86845685,0.63723020,1.58354051,0.35990585
-4.72736368,4.62794404,0.10354373,0.05525222,0.01214013,3.56631713,0.91829832,0.63648935,1.57882608,0.36755360
-4.72136068,4.70886054,0.10227769,0.05651479,0.01238988,3.62854592,0.97500908,0.63643219,1.57497701,0.37690869
-4.71535768,4.80349866,0.10082340,0.05791594,0.01265454,3.70162666,1.03869862,0.63704570,1.57224985,0.38794468
-4.70935468,4.91173340,0.09920497,0.05944758,0.01293568,3.78547745,1.10939079,0.63831753,1.57090242,0.40061159
-4.70335168,5.03323714,0.09744673,0.06110014,0.01323440,3.87985736,1.18701110,0.64023113,1.57117939,0.41483279
-4.69734867,5.16744320,0.09557232,0.06286207,0.01355113,3.98433828,1.27137500,0.64276109,1.57329745,0.43050240
-4.69134567,5.31351550,0.09360382,0.06471929,0.01388543,4.09828139,1.36217799,0.64586885,1.57743091,0.44748347
-4.68534267,5.47032715,0.09156100,0.06665485,0.01423584,4.22082032,1.45898785,0.64949945,1.58369857,0.46560712
-4.67933967,5.63645025,0.08946078,0.06864867,0.01459981,4.35085300,1.56123972,0.65357945,1.59215254,0.48467292
-4.67333667,5.81015889,0.08731692,0.07067753,0.01497364,4.48704364,1.66823435,0.65801640,1.60276982,0.50445067
-4.66733367,5.98944636,0.08513986,0.07271525,0.01535253,4.62783574,1.77913998,0.66270006,1.61544687,0.52468371
-4.66133067,6.17205699,0.08293680,0.07473315,0.01573062,4.77147648,1.89299793,0.66750530,1.62999777,0.54509371
-4.65532766,6.35553189,0.08071196,0.07670065,0.01610115,4.91605196,2.00873205,0.67229671,1.64615578,0.56538690
-4.64932466,6.53726745,0.07846699,0.07858619,0.01645670,5.05953243,2.12516196,0.67693461,1.66357846,0.58526157
-4.64332166,6.71458409,0.07620152,0.08035823,0.01678932,5.19982574,2.24101986,0.68128219,1.68185598,0.60441656
