energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.93996998,2.30762037,-3.34552289,1.07341561,-1.85996795,0.64131490,-0.75295572,0.00296613,-0.00301488,0.48025003,-0.75592902,0.00932777,-0.00780454,0.86562028,-1.28234878,0.40902643,-0.64701797,0.07377178,-0.10187056
-5.93396698,2.19216307,-3.18529142,0.98541429,-1.77481618,0.62078336,-0.71751587,0.00307295,-0.00281327,0.45456740,-0.72314956,0.00957807,-0.00750472,0.82182920,-1.21755433,0.38384512,-0.61263639,0.07080436,-0.09725930
-5.92796398,2.08288834,-3.01894944,0.90229031,-1.68313988,0.60044860,-0.68143316,0.00323446,-0.00263367,0.42973131,-0.68860152,0.00990002,-0.00722531,0.78115753,-1.15069636,0.36028569,-0.57719876,0.06819329,-0.09248713
-5.92196098,1.98126740,-2.84974212,0.82500763,-1.58664944,0.58066780,-0.64547629,0.00345212,-0.00247918,0.40614084,-0.65301962,0.01029770,-0.00697543,0.74407827,-1.08301119,0.33856947,-0.54129815,0.06599333,-0.08765625
-5.91595798,1.88863724,-2.68086288,0.75437445,-1.48707609,0.56180471,-0.61037985,0.00372691,-0.00235305,0.38416738,-0.61712453,0.01077423,-0.00676456,0.71100519,-1.01572234,0.31888683,-0.50552006,0.06425257,-0.08286998
-5.90995498,1.80618335,-2.51537068,0.69103902,-1.38612450,0.54422145,-0.57682419,0.00405925,-0.00225866,0.36414764,-0.58160169,0.01133147,-0.00660235,0.68229062,-0.95001188,0.30139756,-0.47042917,0.06301171,-0.07823034
-5.90395198,1.73492458,-2.35611555,0.63548956,-1.28542895,0.52826955,-0.54541778,0.00444889,-0.00219952,0.34637731,-0.54708207,0.01196986,-0.00649842,0.65822398,-0.88699442,0.28623163,-0.43655739,0.06230353,-0.07383579
-5.89794897,1.67569971,-2.20567448,0.58805764,-1.18651466,0.51428064,-0.51668270,0.00489486,-0.00217925,0.33110557,-0.51412578,0.01268826,-0.00646214,0.63903067,-0.82769456,0.27349015,-0.40439359,0.06215243,-0.06977927
-5.89194597,1.62915570,-2.06629939,0.54892425,-1.09076523,0.50255680,-0.49104348,0.00539537,-0.00220155,0.31853028,-0.48320901,0.01348374,-0.00650247,0.62487120,-0.77302816,0.26324636,-0.37437507,0.06257413,-0.06614634
-5.88594297,1.59573764,-1.93987796,0.51812796,-0.99939731,0.49336111,-0.46881947,0.00594780,-0.00227015,0.30879404,-0.45471439,0.01435152,-0.00662772,0.61584059,-0.72378774,0.25554646,-0.34688116,0.06357545,-0.06301378
-5.87993997,1.57568044,-1.82790795,0.49557435,-0.91344261,0.48690854,-0.45022101,0.00654863,-0.00238883,0.30198112,-0.42892528,0.01528487,-0.00684534,0.61196777,-0.68063217,0.25041033,-0.32222868,0.06515420,-0.06044832
-5.87393697,1.56900262,-1.73148467,0.48104626,-0.83373748,0.48335770,-0.43534910,0.00719347,-0.00256126,0.29811533,-0.40602370,0.01627507,-0.00716173,0.61321523,-0.64408041,0.24783199,-0.30066950,0.06729914,-0.05850579
-5.86793397,1.57550265,-1.65130090,0.47421442,-0.76091961,0.48280373,-0.42419847,0.00787706,-0.00279105,0.29715899,-0.38609193,0.01731154,-0.00758203,0.61947877,-0.61450916,0.24777984,-0.28238978,0.06999015,-0.05723050
-5.86193097,1.59475814,-1.58765836,0.47464802,-0.69543140,0.48527278,-0.41666383,0.00859329,-0.00308154,0.29901302,-0.36911739,0.01838185,-0.00810993,0.63058779,-0.59215392,0.25019668,-0.26751099,0.07319836,-0.05665486
-5.85592796,1.62612874,-1.54048901,0.48182531,-0.63752895,0.49071834,-0.41254882,0.00933531,-0.00343580,0.30351836,-0.35500057,0.01947199,-0.00874749,0.64630600,-0.57711321,0.25499967,-0.25609215,0.07688658,-0.05679929
-5.84992496,1.66876314,-1.50938478,0.49514393,-0.58729593,0.49901987,-0.41157730,0.01009564,-0.00385644,0.31045878,-0.34356539,0.02056655,-0.00949495,0.66633300,-0.56935504,0.26208027,-0.24813333,0.08100971,-0.05767227
-5.84392196,1.72161060,-1.49363397,0.51393128,-0.54466103,0.50998384,-0.41340647,0.01086623,-0.00434553,0.31956518,-0.33457158,0.02164909,-0.01035058,0.69030679,-0.56872562,0.27130436,-0.24357990,0.08551542,-0.05927057
-5.83791896,1.78343774,-1.49226234,0.53745493,-0.50941792,0.52334733,-0.41764133,0.01163868,-0.00490442,0.33052145,-0.32772847,0.02270244,-0.01131060,0.71780747,-0.57495928,0.28251258,-0.24232744,0.09034487,-0.06157964
-5.83191596,1.85285043,-1.50407742,0.56493340,-0.48124672,0.53878427,-0.42385006,0.01240435,-0.00553365,0.34297182,-0.32270969,0.02370915,-0.01236906,0.74836235,-0.58768960,0.29552120,-0.24422690,0.09543368,-0.06457407
-5.82591296,1.92832107,-1.52771426,0.59554743,-0.45973600,0.55591430,-0.43157965,0.01315458,-0.00623274,0.35652968,-0.31916817,0.02465188,-0.01351779,0.78145251,-0.60646096,0.31012355,-0.24909002,0.10071299,-0.06821817
-5.81990995,2.00822092,-1.56168122,0.62845202,-0.44440430,0.57431385,-0.44037146,0.01388082,-0.00700012,0.37078772,-0.31675098,0.02551388,-0.01474642,0.81652092,-0.63074047,0.32609209,-0.25669462,0.10611070,-0.07246660
-5.81390695,2.09085693,-1.60440451,0.66278922,-0.43472067,0.59352935,-0.44977610,0.01457485,-0.00783294,0.38532908,-0.31511343,0.02627944,-0.01604245,0.85298213,-0.65992988,0.34318141,-0.26678977,0.11155282,-0.07726504
-5.80790395,2.17451226,-1.65427048,0.69770188,-0.43012356,0.61309191,-0.45936736,0.01522895,-0.00872703,0.39973930,-0.31393211,0.02693426,-0.01739134,0.89023332,-0.69337739,0.36113191,-0.27910080,0.11696499,-0.08255099
-5.80190095,2.25748950,-1.70966471,0.73234814,-0.43003772,0.63253313,-0.46875464,0.01583603,-0.00967678,0.41361861,-0.31291648,0.02746588,-0.01877671,0.92766666,-0.73038908,0.37967446,-0.29333391,0.12227401,-0.08825461
-5.79589795,2.33815509,-1.76900736,0.76591650,-0.43388889,0.65140125,-0.47759372,0.01638980,-0.01067510,0.42659414,-0.31181858,0.02786402,-0.02018059,0.96468264,-0.77024020,0.39853568,-0.30918065,0.12740947,-0.09429953
-5.78989495,2.41498345,-1.83078420,0.79764127,-0.44111627,0.66927704,-0.48559544,0.01688483,-0.01171341,0.43833154,-0.31044083,0.02812086,-0.02158370,1.00070393,-0.81218598,0.41744397,-0.32632205,0.13230537,-0.10060390
-5.78389195,2.48659929,-1.89357317,0.82681780,-0.45118260,0.68578870,-0.49253220,0.01731671,-0.01278167,0.44854554,-0.30864158,0.02823121,-0.02296581,1.03518945,-0.85547223,0.43613593,-0.34443260,0.13690172,-0.10708143
-5.77788894,2.55181613,-1.95606622,0.85281719,-0.46358220,0.70062516,-0.49824214,0.01768201,-0.01386850,0.45700905,-0.30633844,0.02819268,-0.02430618,1.06764807,-0.89934565,0.45436307,-0.36318404,0.14114600,-0.11364250
-5.77188594,2.60966953,-2.01708647,0.87509981,-0.47784697,0.71354704,-0.50263085,0.01797836,-0.01496126,0.46356012,-0.30350932,0.02800572,-0.02558397,1.09765137,-0.94306386,0.47189840,-0.38224917,0.14499451,-0.12019541
-5.76588294,2.65944338,-2.07560083,0.89322713,-0.49355061,0.72439474,-0.50567072,0.01820439,-0.01604625,0.46810672,-0.30019119,0.02767354,-0.02677870,1.12484496,-0.98590522,0.48854272,-0.40130546,0.14841345,-0.12664770
-5.75987994,2.70068788,-2.13072827,0.90687137,-0.51031125,0.73309331,-0.50739813,0.01835970,-0.01710894,0.47062881,-0.29647676,0.02720206,-0.02787078,1.14895775,-1.02717848,0.50413019,-0.42003889,0.15137981,-0.13290756
-5.75387694,2.73322819,-2.18174399,0.91582231,-0.52779275,0.73965374,-0.50790833,0.01844480,-0.01813427,0.47117767,-0.29250917,0.02659967,-0.02884193,1.16980871,-1.06623211,0.51853290,-0.43814768,0.15388184,-0.13888530
-5.74787394,2.75716310,-2.22807992,0.91999113,-0.54570480,0.74417052,-0.50734867,0.01846097,-0.01910692,0.46987248,-0.28847493,0.02587700,-0.02967563,1.18731060,-1.10246341,0.53166420,-0.45534623,0.15591925,-0.14449486
-5.74187094,2.77285336,-2.26932183,0.91941081,-0.56380200,0.74681561,-0.50591017,0.01841020,-0.02001166,0.46689419,-0.28459544,0.02504657,-0.03035758,1.20147044,-1.13532724,0.54348035,-0.47136905,0.15750292,-0.14965539
-5.73586793,2.78090005,-2.30520364,0.91423295,-0.58188202,0.74782898,-0.50381790,0.01829504,-0.02083375,0.46247706,-0.28111723,0.02412246,-0.03087601,1.21238643,-1.16434430,0.55398062,-0.48597487,0.15865433,-0.15429279
-5.72986493,2.78211357,-2.33559921,0.90472125,-0.59978311,0.74750618,-0.50132061,0.01811848,-0.02155926,0.45689806,-0.27830148,0.02311992,-0.03122202,1.22024137,-1.18910887,0.56320537,-0.49895060,0.15940444,-0.15834121
-5.72386193,2.77747442,-2.36051224,0.89124153,-0.61738080,0.74618343,-0.49867988,0.01788383,-0.02217550,0.45046483,-0.27641298,0.02205496,-0.03138975,1.22529256,-1.20929572,0.57123239,-0.51011540,0.15979233,-0.16174454
-5.71785893,2.76808741,-2.38006462,0.87424888,-0.63458416,0.74422104,-0.49615935,0.01759462,-0.02267130,0.44350254,-0.27570900,0.02094389,-0.03137655,1.22785870,-1.22466631,0.57817146,-0.51932451,0.15986337,-0.16445774
-5.71185593,2.75513126,-2.39448376,0.85427218,-0.65133146,0.74198572,-0.49401434,0.01725453,-0.02303739,0.43634049,-0.27642845,0.01980300,-0.03118300,1.22830403,-1.23507380,0.58415728,-0.52647279,0.15966721,-0.16644803
-5.70585293,2.73980556,-2.40408927,0.83189673,-0.66758555,0.73983294,-0.49248222,0.01686725,-0.02326668,0.42929880,-0.27878161,0.01864809,-0.03081292,1.22702057,-1.24046684,0.58934122,-0.53149796,0.15925554,-0.16769590
-5.69984992,2.72327778,-2.40927946,0.80774557,-0.68332887,0.73808980,-0.49177405,0.01643652,-0.02335441,0.42267600,-0.28294097,0.01749418,-0.03027317,1.22440901,-1.24089198,0.59388211,-0.53438323,0.15867975,-0.16819588
-5.69384692,2.70663239,-2.41051783,0.78246010,-0.69855837,0.73703962,-0.49206742,0.01596600,-0.02329840,0.41673804,-0.28903328,0.01635515,-0.02957350,1.22085931,-1.23649446,0.59793660,-0.53515923,0.15798853,-0.16795708
-5.68784392,2.69082457,-2.40832010,0.75668083,-0.71328039,0.73690857,-0.49350114,0.01545934,-0.02309909,0.41170899,-0.29713328,0.01524351,-0.02872625,1.21673171,-1.22751719,0.60164952,-0.53390518,0.15722569,-0.16700339
-5.68184092,2.67664047,-2.40324173,0.73102886,-0.72750572,0.73785534,-0.49617159,0.01492013,-0.02275954,0.40776406,-0.30725929,0.01417019,-0.02774598,1.21233935,-1.21429783,0.60514482,-0.53074897,0.15642813,-0.16537338
-5.67583792,2.66466585,-2.39586626,0.70608865,-0.74124490,0.73996397,-0.50013096,0.01435194,-0.02228538,0.40502491,-0.31937083,0.01314435,-0.02664912,1.20793295,-1.19726385,0.60851754,-0.52586618,0.15562407,-0.16311986
-5.66983492,2.65526433,-2.38679441,0.68239276,-0.75450414,0.74324041,-0.50538740,0.01375836,-0.02168465,0.40355755,-0.33336842,0.01217335,-0.02545353,1.20368880,-1.17692545,0.61182720,-0.51947787,0.15483183,-0.16030906
-5.66383192,2.64856612,-2.37663406,0.66040874,-0.76728167,0.74761268,-0.51190681,0.01314299,-0.02096759,0.40337262,-0.34909553,0.01126267,-0.02417803,1.19970021,-1.15386634,0.61509304,-0.51184699,0.15405898,-0.15701948
-5.65782891,2.64446761,-2.36599090,0.64052875,-0.77956503,0.75293469,-0.51961641,0.01250952,-0.02014634,0.40442801,-0.36634273,0.01041594,-0.02284199,1.19597320,-1.12873238,0.61829144,-0.50327350,0.15330198,-0.15334036
-5.65182591,2.64264138,-2.35545967,0.62306183,-0.79132907,0.75899336,-0.52840952,0.01186171,-0.01923461,0.40663341,-0.38485374,0.00963505,-0.02146483,1.19242648,-1.10221823,0.62135551,-0.49408815,0.15254653,-0.14936984
-5.64582291,2.64255613,-2.34561580,0.60822910,-0.80253488,0.76551861,-0.53815150,0.01120343,-0.01824729,0.40985663,-0.40433331,0.00892024,-0.02006562,1.18889573,-1.07505211,0.62417703,-0.48464488,0.15176826,-0.14521279
-5.63981991,2.64350505,-2.33700709,0.59616170,-0.81312969,0.77219570,-0.54868637,0.01053864,-0.01720005,0.41393099,-0.42445649,0.00827027,-0.01866272,1.18514204,-1.04797895,0.62661066,-0.47531213,0.15093405,-0.14097835
-5.63381691,2.64464121,-2.33014539,0.58690135,-0.82304746,0.77867911,-0.55984384,0.00987140,-0.01610895,0.41866353,-0.44487892,0.00768262,-0.01727334,1.18086394,-1.02174217,0.62848007,-0.46646309,0.15000375,-0.13677736
-5.62781391,2.64501799,-2.32549777,0.58040347,-0.83221042,0.78460744,-0.57144622,0.00920584,-0.01498999,0.42384356,-0.46524777,0.00715370,-0.01591332,1.17571260,-0.99706468,0.62958581,-0.45846513,0.14893227,-0.13271944
-5.62181091,2.64363246,-2.32347723,0.57654235,-0.84053103,0.78961829,-0.58331500,0.00854607,-0.01385872,0.42925092,-0.48521273,0.00667909,-0.01459684,1.16930916,-0.97462923,0.62971440,-0.45166880,0.14767189,-0.12891021
-5.61580790,2.63946967,-2.32443277,0.57511825,-0.84791456,0.79336271,-0.59527661,0.00789617,-0.01272993,0.43466385,-0.50443664,0.00625375,-0.01333623,1.16126360,-0.95505905,0.62864835,-0.44639655,0.14617475,-0.12544828
-5.60980490,2.63154573,-2.32863865,0.57586609,-0.85426184,0.79551833,-0.60716712,0.00726013,-0.01161729,0.43986590,-0.52260519,0.00587227,-0.01214183,1.15119407,-0.93889896,0.62617633,-0.44293172,0.14439534,-0.12242249
-5.60380190,2.61894785,-2.33628330,0.57846531,-0.85947211,0.79580073,-0.61883564,0.00664173,-0.01053313,0.44465179,-0.53943545,0.00552907,-0.01102194,1.13874576,-0.92659783,0.62210325,-0.44150805,0.14229287,-0.11990918
-5.59779890,2.60086983,-2.34745789,0.58255072,-0.86344582,0.79397268,-0.63014632,0.00604452,-0.00948820,0.44883209,-0.55468261,0.00521862,-0.00998278,1.12360857,-0.91849296,0.61625965,-0.44230016,0.13983350,-0.11796981
-5.59179590,2.57664156,-2.36214516,0.58772398,-0.86608717,0.78985079,-0.64097885,0.00547169,-0.00849158,0.45223659,-0.56814486,0.00493559,-0.00902851,1.10553269,-0.91479687,0.60850994,-0.44541545,0.13699213,-0.11664883
-5.58579290,2.54575191,-2.38020909,0.59356537,-0.86730632,0.78330977,-0.65122751,0.00492607,-0.00755058,0.45471645,-0.57966619,0.00467502,-0.00816134,1.08434152,-0.91558730,0.59875920,-0.45088775,0.13375397,-0.11597203
-5.57978989,2.50786441,-2.40138617,0.59964583,-0.86702124,0.77428395,-0.66079904,0.00441004,-0.00667076,0.45614532,-0.58913709,0.00443241,-0.00738165,1.05994145,-0.92080077,0.58695828,-0.45867299,0.13011551,-0.11594536
-5.57378689,2.46282577,-2.42527903,0.60553870,-0.86515915,0.76276660,-0.66960950,0.00392547,-0.00585592,0.45641944,-0.59649326,0.00420383,-0.00668810,1.03232824,-0.93023021,0.57310696,-0.46864740,0.12608513,-0.11655432
-5.56778389,2.41066744,-2.45135347,0.61083124,-0.86165760,0.74880706,-0.67758044,0.00347376,-0.00510825,0.45545713,-0.60171248,0.00398599,-0.00607788,1.00158984,-0.94352698,0.55725518,-0.48060816,0.12168317,-0.11776391
-5.56178089,2.35160090,-2.47893960,0.61513551,-0.85646535,0.73250619,-0.68463497,0.00305575,-0.00442844,0.45319775,-0.60481014,0.00377622,-0.00554686,0.96790572,-0.96020749,0.53950233,-0.49427680,0.11694156,-0.11951933
-5.55577789,2.28600754,-2.50723789,0.61809855,-0.84954303,0.71401052,-0.69069381,0.00267180,-0.00381583,0.44960043,-0.60583357,0.00357250,-0.00508985,0.93154298,-0.97966433,0.51999475,-0.50930538,0.11190302,-0.12174718
-5.54977489,2.21442400,-2.53533082,0.61941146,-0.84086387,0.69350550,-0.69567216,0.00232176,-0.00326861,0.44464271,-0.60485587,0.00337346,-0.00470080,0.89284952,-1.00118189,0.49892164,-0.52528515,0.10661993,-0.12435742
-5.54377189,2.13752415,-2.56220031,0.61881742,-0.83041450,0.67120840,-0.69947742,0.00200503,-0.00278403,0.43831937,-0.60196960,0.00317828,-0.00437301,0.85224474,-1.02395602,0.47650954,-0.54175774,0.10115283,-0.12724584
-5.53776888,2.05609868,-2.58675110,0.61611820,-0.81819596,0.64736105,-0.70200825,0.00172061,-0.00235856,0.43064138,-0.59728074,0.00298669,-0.00409940,0.81020827,-1.04711727,0.45301593,-0.55822840,0.09556878,-0.13029711
-5.53176588,1.97103332,-2.60783972,0.61117914,-0.80422510,0.62222295,-0.70315525,0.00146713,-0.00198811,0.42163517,-0.59090345,0.00279885,-0.00387268,0.76726732,-1.06975692,0.42872187,-0.57418085,0.08993953,-0.13338823
-5.52576288,1.88328645,-2.62430839,0.60393240,-0.78853623,0.59606479,-0.70280311,0.00124295,-0.00166824,0.41134215,-0.58295578,0.00261532,-0.00368557,0.72398306,-1.09095506,0.40392447,-0.58909329,0.08433968,-0.13639237
-5.51975988,1.79386687,-2.63502273,0.59437829,-0.77118310,0.56916278,-0.70083458,0.00104620,-0.00139426,0.39981844,-0.57355677,0.00243697,-0.00353095,0.68093666,-1.10980966,0.37892903,-0.60245501,0.07884473,-0.13918287
-5.51375688,1.70381221,-2.63891201,0.58258467,-0.75224114,0.54179357,-0.69713569,0.00087484,-0.00116144,0.38713471,-0.56282483,0.00226488,-0.00340205,0.63871534,-1.12546559,0.35404147,-0.61378281,0.07352939,-0.14163728
-5.50775388,1.61416831,-2.63501020,0.56868433,-0.73180973,0.51423007,-0.69160229,0.00072674,-0.00096512,0.37337600,-0.55087747,0.00210028,-0.00329256,0.59789891,-1.13714247,0.32956115,-0.62263687,0.06846580,-0.14364137
-5.50175088,1.52596970,-2.62249603,0.55287042,-0.71001439,0.48673784,-0.68414729,0.00059973,-0.00080079,0.35864149,-0.53783228,0.00194451,-0.00319676,0.55904698,-1.14416037,0.30577416,-0.62863506,0.06372206,-0.14509283
-5.49574787,1.44022135,-2.60073005,0.53538998,-0.68700863,0.45957212,-0.67470827,0.00049164,-0.00066420,0.34304388,-0.52380888,0.00179892,-0.00310958,0.52268715,-1.14596221,0.28294752,-0.63146552,0.05936084,-0.14590467
-5.48974487,1.35788162,-2.56928694,0.51653588,-0.66297532,0.43297523,-0.66325481,0.00040037,-0.00055140,0.32670851,-0.50893140,0.00166483,-0.00302669,0.48930434,-1.14213218,0.26132401,-0.63089671,0.05543823,-0.14600802
-5.48374187,1.27984622,-2.52798123,0.49663714,-0.63812711,0.40717438,-0.64979517,0.00032390,-0.00045879,0.30977198,-0.49333142,0.00154352,-0.00294452,0.45933133,-1.13240918,0.24111803,-0.62678462,0.05200272,-0.14535434
-5.47773887,1.20693345,-2.47688494,0.47604832,-0.61270602,0.38237954,-0.63438166,0.00026034,-0.00038313,0.29238030,-0.47715055,0.00143617,-0.00286025,0.43314049,-1.11669510,0.22251229,-0.61907699,0.04909445,-0.14391695
-5.47173587,1.13987032,-2.41633611,0.45513795,-0.58698175,0.35878144,-0.61711442,0.00020793,-0.00032156,0.27468656,-0.46054268,0.00134384,-0.00277184,0.41103694,-1.09505749,0.20565532,-0.60781418,0.04674452,-0.14169175
-5.46573287,1.07927988,-2.34693758,0.43427671,-0.56124874,0.33654957,-0.59814308,0.00016509,-0.00027159,0.25684818,-0.44367521,0.00126750,-0.00267796,0.39325288,-1.06772655,0.19065995,-0.59312694,0.04497456,-0.13869718
-5.45972986,1.02566993,-2.26954567,0.41382565,-0.53582188,0.31583022,-0.57766625,0.00013037,-0.00023106,0.23902378,-0.42672928,0.00120798,-0.00257799,0.37994339,-1.03508685,0.17760254,-0.57523108,0.04379640,-0.13497347
-5.45372686,0.97942308,-2.18524929,0.39412485,-0.51103096,0.29674454,-0.55592869,0.00010251,-0.00019817,0.22136992,-0.40989849,0.00116605,-0.00247191,0.37118345,-0.99766411,0.16652292,-0.55441938,0.04321189,-0.13058108
-5.44772386,0.94078891,-2.09534019,0.37548315,-0.48721383,0.27938673,-0.53321616,0.00008043,-0.00017140,0.20403765,-0.39338637,0.00114238,-0.00236027,0.36696654,-0.95610771,0.15742510,-0.53105120,0.04321291,-0.12559862
-5.44172086,0.90987830,-2.00127551,0.35816903,-0.46470867,0.26382245,-0.50984817,0.00006318,-0.00014951,0.18716924,-0.37740237,0.00113761,-0.00224408,0.36720468,-0.91116977,0.15027864,-0.50554014,0.04378149,-0.12012013
-5.43571786,0.88666064,-1.90463443,0.34240331,-0.44384535,0.25008770,-0.48616904,0.00004999,-0.00013150,0.17089509,-0.36215660,0.00115238,-0.00212475,0.37173011,-0.86368172,0.14502062,-0.47834055,0.04489012,-0.11425207
-5.42971486,0.87096415,-1.80707056,0.32835367,-0.42493641,0.23818815,-0.46253746,0.00004025,-0.00011658,0.15533108,-0.34785361,0.00118737,-0.00200402,0.38029877,-0.81452934,0.14155818,-0.44993318,0.04650225,-0.10810992
-5.42371186,0.86247998,-1.71026223,0.31613148,-0.40826788,0.22809916,-0.43931532,0.00003348,-0.00010413,0.14057641,-0.33468537,0.00124338,-0.00188382,0.39259558,-0.76462725,0.13977174,-0.42081084,0.04857298,-0.10181474
-5.41770885,0.86077017,-1.61586259,0.30579071,-0.39409029,0.21976664,-0.41685608,0.00002935,-0.00009369,0.12671201,-0.32282404,0.00132134,-0.00176627,0.40824165,-0.71489376,0.13951862,-0.39146435,0.05104996,-0.09548969
-5.41170585,0.86527984,-1.52545163,0.29732927,-0.38261031,0.21310876,-0.39549336,0.00002769,-0.00008495,0.11379966,-0.31241473,0.00142241,-0.00165357,0.42680356,-0.66622700,0.14063724,-0.36236955,0.05387454,-0.08925664
-5.40570285,0.87535349,-1.44049181,0.29069251,-0.37398332,0.20801860,-0.37553031,0.00002846,-0.00007768,0.10188180,-0.30356882,0.00154801,-0.00154795,0.44780444,-0.61948283,0.14295180,-0.33397551,0.05698313,-0.08323304
-5.39969985,0.89025527,-1.36228884,0.28577870,-0.36830721,0.20436770,-0.35723001,0.00003179,-0.00007178,0.09098196,-0.29635815,0.00169989,-0.00145163,0.47073697,-0.57545544,0.14627730,-0.30669444,0.06030877,-0.07752911
-5.39369685,0.90919284,-1.29195892,0.28244646,-0.36561781,0.20201049,-0.34080765,0.00003799,-0.00006720,0.08110584,-0.29081055,0.00188014,-0.00136676,0.49507788,-0.53486060,0.15042492,-0.28089347,0.06378289,-0.07224533
-5.38769385,0.93134402,-1.23040327,0.28052346,-0.36588600,0.20078942,-0.32642440,0.00004753,-0.00006398,0.07224293,-0.28690685,0.00209127,-0.00129545,0.52030370,-0.49832222,0.15520761,-0.25688832,0.06733730,-0.06747048
-5.38169085,0.95588560,-1.17829046,0.27981630,-0.36901679,0.20054060,-0.31418353,0.00006113,-0.00006226,0.06436856,-0.28457979,0.00233617,-0.00123971,0.54590735,-0.46636195,0.16044571,-0.23493904,0.07090618,-0.06327998
-5.37568784,0.98202295,-1.13604683,0.28012103,-0.37485043,0.20109987,-0.30412863,0.00007973,-0.00006223,0.05744628,-0.28371477,0.00261815,-0.00120148,0.57141481,-0.43939206,0.16597257,-0.21524762,0.07442817,-0.05973478
-5.36968484,1.00901952,-1.10385475,0.28123376,-0.38316553,0.20230878,-0.29624408,0.00010456,-0.00006416,0.05143041,-0.28415260,0.00294087,-0.00118261,0.59640152,-0.41771132,0.17163985,-0.19795738,0.07784843,-0.05688064
-5.36368184,1.03622478,-1.08165839,0.28296101,-0.39368417,0.20402052,-0.29045760,0.00013719,-0.00006845,0.04626868,-0.28569410,0.00330828,-0.00118495,0.62050752,-0.40150373,0.17732239,-0.18315404,0.08112057,-0.05474779
-5.35767884,1.06309933,-1.06917643,0.28512935,-0.40607885,0.20610524,-0.28664470,0.00017954,-0.00007560,0.04190484,-0.28810645,0.00372454,-0.00121030,0.64345088,-0.39083993,0.18292244,-0.17086812,0.08420831,-0.05335108
-5.35167584,1.08923596,-1.06592076,0.28759375,-0.41998107,0.20845473,-0.28463485,0.00023398,-0.00008623,0.03828109,-0.29113093,0.00419389,-0.00126053,0.66503846,-0.38568097,0.18837303,-0.16107854,0.08708697,-0.05269036
-5.34567284,1.11437555,-1.07122049,0.29024449,-0.43499135,0.21098605,-0.28421898,0.00030335,-0.00010115,0.03534033,-0.29449194,0.00472047,-0.00133756,0.68517369,-0.38588422,0.19364038,-0.15371723,0.08974444,-0.05275127
