energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Te_p_up,Te_d_up
-5.67583792,2.09090948,1.14327330,1.00026602,0.00368664,0.10413584,0.15085516,0.33939808,0.60411065,0.00000000
-5.66983492,1.98055280,1.12916833,0.92890214,0.00356908,0.10418115,0.15146093,0.31706117,0.57786779,0.00000000
-5.66383192,1.87361435,1.11035644,0.86399830,0.00346259,0.10372149,0.15133379,0.29425449,0.55034762,0.00000000
-5.65782891,1.77102290,1.08701803,0.80595530,0.00337321,0.10274949,0.15045314,0.27130082,0.52189510,0.00000000
-5.65182591,1.67376151,1.05940482,0.75520639,0.00330743,0.10126665,0.14881453,0.24850817,0.49286118,0.00000000
-5.64582291,1.58285087,1.02783734,0.71221306,0.00327209,0.09928367,0.14643004,0.22616197,0.46359439,0.00000000
-5.63981991,1.49933129,0.99270060,0.67745834,0.00327418,0.09682050,0.14332814,0.20451871,0.43443335,0.00000000
-5.63381691,1.42424333,0.95443816,0.65143764,0.00332072,0.09390617,0.13955311,0.18380122,0.40570021,0.00000000
-5.62781391,1.35860718,0.91354429,0.63464707,0.00341863,0.09057823,0.13516384,0.16419560,0.37769527,0.00000000
-5.62181091,1.30340079,0.87055446,0.62756933,0.00357449,0.08688191,0.13023226,0.14584969,0.35069255,0.00000000
-5.61580790,1.25953678,0.82603429,0.63065730,0.00379445,0.08286906,0.12484123,0.12887296,0.32493634,0.00000000
-5.60980490,1.22783837,0.78056716,0.64431548,0.00408403,0.07859672,0.11908214,0.11333774,0.30063870,0.00000000
-5.60380190,1.20901434,0.73474099,0.66887972,0.00444789,0.07412569,0.11305222,0.09928145,0.27797766,0.00000000
-5.59779890,1.20363367,0.68913451,0.70459552,0.00488970,0.06951880,0.10685158,0.08670970,0.25709620,0.00000000
-5.59179590,1.21210034,0.64430351,0.75159575,0.00541192,0.06483924,0.10058035,0.07559997,0.23810179,0.00000000
-5.58579290,1.23462905,0.60076768,0.80987841,0.00601558,0.06014891,0.09433575,0.06590565,0.22106645,0.00000000
-5.57978989,1.27122297,0.55899850,0.87928568,0.00670018,0.05550677,0.08820943,0.05756025,0.20602730,0.00000000
-5.57378689,1.32165464,0.51940857,0.95948515,0.00746343,0.05096746,0.08228495,0.05048159,0.19298753,0.00000000
-5.56778389,1.38545132,0.48234291,1.04995476,0.00830117,0.04658005,0.07663580,0.04457576,0.18191777,0.00000000
-5.56178089,1.46188613,0.44807256,1.14997252,0.00920729,0.04238707,0.07132370,0.03974087,0.17275790,0.00000000
-5.55577789,1.54997638,0.41679059,1.25861254,0.01017362,0.03842379,0.06639746,0.03587039,0.16541926,0.00000000
-5.54977489,1.64849017,0.38861075,1.37474831,0.01118997,0.03471786,0.06189235,0.03285604,0.15978728,0.00000000
-5.54377189,1.75596223,0.36356872,1.49706436,0.01224424,0.03128910,0.05782991,0.03059036,0.15572457,0.00000000
-5.53776888,1.87071972,0.34162595,1.62407682,0.01332246,0.02814973,0.05421833,0.02896874,0.15307443,0.00000000
-5.53176588,1.99091795,0.32267562,1.75416324,0.01440913,0.02530474,0.05105324,0.02789116,0.15166477,0.00000000
-5.52576288,2.11458594,0.30655081,1.88560136,0.01548740,0.02275248,0.04831886,0.02726352,0.15131242,0.00000000
-5.51975988,2.23968072,0.29303415,2.01661612,0.01653953,0.02048546,0.04598955,0.02699870,0.15182772,0.00000000
-5.51375688,2.36414916,0.28186877,2.14543375,0.01754721,0.01849127,0.04403157,0.02701736,0.15301935,0.00000000
-5.50775388,2.48599522,0.27276994,2.27034101,0.01849212,0.01675355,0.04240498,0.02724850,0.15469925,0.00000000
-5.50175088,2.60335016,0.26543705,2.38974759,0.01935635,0.01525307,0.04106566,0.02762995,0.15668753,0.00000000
-5.49574787,2.71454319,0.25956538,2.50224891,0.02012300,0.01396870,0.03996732,0.02810856,0.15881717,0.00000000
-5.48974487,2.81816913,0.25485733,2.60668667,0.02077660,0.01287847,0.03906346,0.02864045,0.16093846,0.00000000
-5.48374187,2.91315032,0.25103256,2.70220411,0.02130367,0.01196044,0.03830912,0.02919109,0.16292291,0.00000000
-5.47773887,2.99878960,0.24783693,2.78829340,0.02169308,0.01119361,0.03766254,0.02973528,0.16466656,0.00000000
-5.47173587,3.07481166,0.24504984,2.86483227,0.02193646,0.01055861,0.03708648,0.03025707,0.16609258,0.00000000
-5.46573287,3.14139056,0.24248972,2.93210812,0.02202847,0.01003831,0.03654935,0.03074967,0.16715299,0.00000000
-5.45972986,3.19916164,0.24001781,2.99082761,0.02196694,0.00961839,0.03602602,0.03121521,0.16782956,0.00000000
-5.45372686,3.24921695,0.23753998,3.04211114,0.02175298,0.00928766,0.03549829,0.03166444,0.16813373,0.00000000
-5.44772386,3.29308399,0.23500672,3.08747181,0.02139091,0.00903833,0.03495520,0.03211642,0.16810572,0.00000000
-5.44172086,3.33268842,0.23241146,3.12877947,0.02088811,0.00886624,0.03439295,0.03259808,0.16781268,0.00000000
-5.43571786,3.37030217,0.22978739,3.16821135,0.02025478,0.00877083,0.03381467,0.03314377,0.16734625,0.00000000
-5.42971486,3.40847913,0.22720298,3.20819093,0.01950356,0.00875519,0.03322994,0.03379474,0.16681934,0.00000000
-5.42371186,3.44998097,0.22475649,3.25131789,0.01864915,0.00882590,0.03265424,0.03459858,0.16636259,0.00000000
-5.41770885,3.49769645,0.22256984,3.30029193,0.01770781,0.00899290,0.03210819,0.03560864,0.16612042,0.00000000
-5.41170585,3.55455725,0.22078199,3.35783346,0.01669687,0.00926920,0.03161677,0.03688346,0.16624698,0.00000000
-5.40570285,3.62345384,0.21954221,3.42660461,0.01563420,0.00967061,0.03120861,0.03848607,0.16690211,0.00000000
-5.39969985,3.70715443,0.21900358,3.50913310,0.01453772,0.01021533,0.03091514,0.04048345,0.16824749,0.00000000
-5.39369685,3.80822967,0.21931671,3.60774199,0.01342491,0.01092358,0.03076998,0.04294583,0.17044304,0.00000000
-5.38769385,3.92898538,0.22062413,3.72448706,0.01231244,0.01181708,0.03080824,0.04594603,0.17364375,0.00000000
-5.38169085,4.07140485,0.22305534,3.86110354,0.01121573,0.01291848,0.03106606,0.04955874,0.17799687,0.00000000
-5.37568784,4.23710160,0.22672256,4.01896304,0.01014875,0.01425079,0.03158018,0.05385980,0.18363961,0.00000000
-5.36968484,4.42728286,0.23171741,4.19904084,0.00912377,0.01583670,0.03238761,0.05892533,0.19069727,0.00000000
-5.36368184,4.64272344,0.23810823,4.40189341,0.00815126,0.01769779,0.03352547,0.06483086,0.19928175,0.00000000
-5.35767884,4.88374916,0.24593833,4.62764521,0.00723986,0.01985382,0.03503076,0.07165031,0.20949038,0.00000000
-5.35167584,5.15022880,0.25522475,4.87598391,0.00639640,0.02232186,0.03694030,0.07945488,0.22140504,0.00000000
-5.34567284,5.44157325,0.26595780,5.14616266,0.00562602,0.02511547,0.03929061,0.08831186,0.23509140,0.00000000
-5.33966983,5.75674067,0.27810101,5.43700837,0.00493231,0.02824381,0.04211776,0.09828325,0.25059828,0.00000000
-5.33366683,6.09424673,0.29159160,5.74693490,0.00431755,0.03171088,0.04545723,0.10942443,0.26795704,0.00000000
-5.32766383,6.45217909,0.30634136,6.07396050,0.00378291,0.03551474,0.04934359,0.12178266,0.28718091,0.00000000
-5.32166083,6.82821604,0.32223790,6.41572910,0.00332870,0.03964687,0.05381012,0.13539564,0.30826439,0.00000000
-5.31565783,7.21964923,0.33914630,6.76953566,0.00295468,0.04409166,0.05888831,0.15029002,0.33118250,0.00000000
-5.30965483,7.62341123,0.35691111,7.13235571,0.00266023,0.04882607,0.06460717,0.16648010,0.35589021,0.00000000
-5.30365183,8.03610854,0.37535880,7.50088003,0.00244463,0.05381954,0.07099244,0.18396655,0.38232184,0.00000000
-5.29764882,8.45406116,0.39430064,7.87155517,0.00230726,0.05903408,0.07806563,0.20273538,0.41039071,0.00000000
-5.29164582,8.87334953,0.41353605,8.24063061,0.00224775,0.06442463,0.08584300,0.22275717,0.43998903,0.00000000
-5.28564282,9.28986958,0.43285644,8.60421315,0.00226612,0.06993975,0.09433435,0.24398651,0.47098809,0.00000000
-5.27963982,9.69939627,0.45204952,8.95832878,0.00236289,0.07552247,0.10354189,0.26636180,0.50323899,0.00000000
-5.27363682,10.09765519,0.47090400,9.29899178,0.00253906,0.08111146,0.11345895,0.28980533,0.53657369,0.00000000
-5.26763382,10.48040132,0.48921460,9.62228003,0.00279620,0.08664239,0.12406889,0.31422370,0.57080665,0.00000000
-5.26163082,10.84350344,0.50678730,9.92441499,0.00313631,0.09204941,0.13534394,0.33950852,0.60573697,0.00000000
-5.25562781,11.18303161,0.52344448,10.20184426,0.00356182,0.09726680,0.14724430,0.36553741,0.64115086,0.00000000
-5.24962481,11.49534491,0.53902993,10.45132371,0.00407540,0.10223063,0.15971737,0.39217518,0.67682461,0.00000000
-5.24362181,11.77717604,0.55341336,10.66999624,0.00467986,0.10688044,0.17269724,0.41927527,0.71252768,0.00000000
-5.23761881,12.02570916,0.56649425,10.85546363,0.00537792,0.11116074,0.18610450,0.44668125,0.74802607,0.00000000
-5.23161581,12.23864738,0.57820479,11.00584819,0.00617209,0.11502244,0.19984634,0.47422843,0.78308559,0.00000000
-5.22561281,12.41426667,0.58851170,11.11984112,0.00706437,0.11842402,0.21381705,0.50174561,0.81747504,0.00000000
-5.21960980,12.55145349,0.59741677,11.19673507,0.00805614,0.12133245,0.22789892,0.52905673,0.85096927,0.00000000
-5.21360680,12.64972403,0.60495614,11.23643883,0.00914792,0.12372382,0.24196349,0.55598264,0.88335176,0.00000000
-5.20760380,12.70922416,0.61119816,11.23947346,0.01033919,0.12558362,0.25587325,0.58234290,0.91441702,0.00000000
-5.20160080,12.73070991,0.61624001,11.20694945,0.01162825,0.12690674,0.26948376,0.60795751,0.94397249,0.00000000
-5.19559780,12.71550959,0.62020313,11.14052602,0.01301211,0.12769716,0.28264604,0.63264888,0.97184019,0.00000000
-5.18959480,12.66546922,0.62322776,11.04235434,0.01448641,0.12796737,0.29520935,0.65624379,0.99785801,0.00000000
-5.18359180,12.58288436,0.62546684,10.91500715,0.01604541,0.12773753,0.30702422,0.67857551,1.02188085,0.00000000
-5.17758879,12.47042140,0.62707948,10.76139808,0.01768198,0.12703448,0.31794566,0.69948616,1.04378164,0.00000000
-5.17158579,12.33103225,0.62822457,10.58469428,0.01938774,0.12589062,0.32783646,0.71882918,1.06345236,0.00000000
-5.16558279,12.16786639,0.62905458,10.38822609,0.02115315,0.12434269,0.33657051,0.73647201,1.08080518,0.00000000
-5.15957979,11.98418405,0.62971014,10.17539767,0.02296772,0.12243060,0.34403603,0.75229899,1.09577375,0.00000000
-5.15357679,11.78327418,0.63031549,9.94960189,0.02482028,0.12019622,0.35013858,0.76621429,1.10831474,0.00000000
-5.14757379,11.56838014,0.63097514,9.71414277,0.02669921,0.11768234,0.35480378,0.77814488,1.11840961,0.00000000
-5.14157079,11.34263577,0.63177181,9.47216802,0.02859282,0.11493168,0.35797960,0.78804343,1.12606652,0.00000000
-5.13556778,11.10901328,0.63276583,9.22661341,0.03048967,0.11198607,0.35963818,0.79589093,1.13132229,0.00000000
-5.12956478,10.87028428,0.63399585,8.98016043,0.03237890,0.10888579,0.35977705,0.80169896,1.13424441,0.00000000
-5.12356178,10.62899384,0.63548091,8.73520768,0.03425067,0.10566910,0.35841972,0.80551135,1.13493263,0.00000000
-5.11755878,10.38744752,0.63722365,8.49385587,0.03609642,0.10237191,0.35561563,0.80740515,1.13352025,0.00000000
-5.11155578,10.14771008,0.63921437,8.25790594,0.03790923,0.09902762,0.35143939,0.80749069,1.13017460,0.00000000
-5.10555278,9.91161455,0.64143585,8.02886881,0.03968409,0.09566706,0.34598938,0.80591064,1.12509672,0.00000000
-5.09954977,9.68077965,0.64386838,7.80798552,0.04141809,0.09231864,0.33938573,0.80283794,1.11851992,0.00000000
-5.09354677,9.45663367,0.64649489,7.59625555,0.04311059,0.08900854,0.33176773,0.79847257,1.11070709,0.00000000
-5.08754377,9.24044218,0.64930572,7.39447128,0.04476322,0.08576100,0.32329078,0.79303720,1.10194669,0.00000000
-5.08154077,9.03333760,0.65230288,7.20325625,0.04637991,0.08259865,0.31412299,0.78677170,1.09254744,0.00000000
-5.07553777,8.83634816,0.65550335,7.02310483,0.04796671,0.07954290,0.30444150,0.77992675,1.08283162,0.00000000
-5.06953477,8.65042410,0.65894135,6.85442089,0.04953154,0.07661435,0.29442869,0.77275663,1.07312729,0.00000000
-5.06353177,8.47645935,0.66266941,6.69755313,0.05108388,0.07383318,0.28426840,0.76551152,1.06375956,0.00000000
-5.05752876,8.31530692,0.66675812,6.55282517,0.05263431,0.07121947,0.27414221,0.75842958,1.05504118,0.00000000
-5.05152576,8.16778677,0.67129454,6.42055837,0.05419400,0.06879359,0.26422600,0.75172912,1.04726299,0.00000000
-5.04552276,8.03468543,0.67637945,6.30108604,0.05577414,0.06657637,0.25468680,0.74560121,1.04068438,0.00000000
-5.03951976,7.91674703,0.68212339,6.19475809,0.05738530,0.06458932,0.24568000,0.74020315,1.03552450,0.00000000
-5.03351676,7.81465584,0.68864186,6.10193559,0.05903678,0.06285468,0.23734707,0.73565307,1.03195441,0.00000000
-5.02751376,7.72901139,0.69604988,6.02297552,0.06073601,0.06139540,0.22981364,0.73202600,1.03009090,0.00000000
-5.02151076,7.66029719,0.70445609,5.95820641,0.06248794,0.06023498,0.22318818,0.72935162,1.02999202,0.00000000
-5.01550775,7.60884522,0.71395693,5.90789633,0.06429458,0.05939714,0.21756105,0.72761397,1.03165505,0.00000000
-5.00950475,7.57479831,0.72463104,5.87221519,0.06615457,0.05890552,0.21300401,0.72675312,1.03501676,0.00000000
-5.00350175,7.55807311,0.73653420,5.85119401,0.06806298,0.05878305,0.20957013,0.72666884,1.03995634,0.00000000
-4.99749875,7.55832659,0.74969522,5.84468384,0.07001123,0.05905136,0.20729398,0.72722620,1.04630085,0.00000000
-4.99149575,7.57492871,0.76411282,5.85231750,0.07198717,0.05973003,0.20619209,0.72826282,1.05383306,0.00000000
-4.98549275,7.60694416,0.77975385,5.87347732,0.07397543,0.06083579,0.20626361,0.72959760,1.06230149,0.00000000
-4.97948974,7.65312525,0.79655280,5.90727168,0.07595790,0.06238159,0.20749109,0.73104036,1.07143200,0.00000000
-4.97348674,7.71191787,0.81441260,5.95252288,0.07791438,0.06437573,0.20984125,0.73240215,1.08094074,0.00000000
-4.96748374,7.78148148,0.83320683,6.00776833,0.07982343,0.06682095,0.21326589,0.73350556,1.09054753,0.00000000
-4.96148074,7.85972332,0.85278298,6.07127610,0.08166329,0.06971359,0.21770271,0.73419457,1.09998921,0.00000000
-4.95547774,7.94434628,0.87296666,6.14107533,0.08341289,0.07304276,0.22307617,0.73434349,1.10903221,0.00000000
-4.94947474,8.03290888,0.89356651,6.21500073,0.08505288,0.07678975,0.22929826,0.73386434,1.11748375,0.00000000
-4.94347174,8.12289499,0.91437954,6.29074975,0.08656657,0.08092750,0.23626946,0.73271254,1.12520093,0.00000000
-4.93746873,8.21179050,0.93519659,6.36595016,0.08794087,0.08542029,0.24387962,0.73089025,1.13209749,0.00000000
-4.93146573,8.29716316,0.95580766,6.43823488,0.08916696,0.09022373,0.25200910,0.72844747,1.13814761,0.00000000
-4.92546273,8.37674220,0.97600693,6.50532068,0.09024083,0.09528496,0.26053003,0.72548068,1.14338671,0.00000000
-4.91945973,8.44849369,0.99559714,6.56508692,0.09116361,0.10054311,0.26930795,0.72212898,1.14790929,0.00000000
-4.91345673,8.51068824,1.01439341,6.61565048,0.09194153,0.10593015,0.27820369,0.71856820,1.15186381,0.00000000
-4.90745373,8.56195786,1.03222630,6.65543316,0.09258569,0.11137198,0.28707569,0.71500300,1.15544496,0.00000000
-4.90145073,8.60133947,1.04894419,6.68321854,0.09311156,0.11678985,0.29578274,0.71165760,1.15888402,0.00000000
-4.89544772,8.62830343,1.06441508,6.69819551,0.09353820,0.12210201,0.30418710,0.70876552,1.16243750,0.00000000
-4.88944472,8.64276622,1.07852783,6.69998676,0.09388730,0.12722566,0.31215797,0.70655892,1.16637515,0.00000000
-4.88344172,8.64508715,1.09119316,6.68866116,0.09418207,0.13207905,0.31957532,0.70525820,1.17096773,0.00000000
-4.87743872,8.63605022,1.10234443,6.66472992,0.09444604,0.13658371,0.32633383,0.70506225,1.17647541,0.00000000
-4.87143572,8.61683241,1.11193850,6.62912729,0.09470185,0.14066678,0.33234694,0.70614004,1.18313740,0.00000000
-4.86543272,8.58896074,1.11995670,6.58317711,0.09497006,0.14426320,0.33755073,0.70862378,1.19116331,0.00000000
-4.85942971,8.55426052,1.12640608,6.52854729,0.09526821,0.14731794,0.34190752,0.71260423,1.20072670,0.00000000
-4.85342671,8.51479751,1.13132097,6.46719471,0.09560987,0.14978793,0.34540896,0.71812804,1.21196107,0.00000000
-4.84742371,8.47281662,1.13476477,6.40130310,0.09600416,0.15164376,0.34807841,0.72519743,1.22495835,0.00000000
-4.84142071,8.43067970,1.13683196,6.33321676,0.09645536,0.15287098,0.34997249,0.73377205,1.23976974,0.00000000
-4.83541771,8.39080435,1.13765012,6.26537257,0.09696294,0.15347105,0.35118163,0.74377270,1.25640873,0.00000000
-4.82941471,8.35560565,1.13738180,6.20023286,0.09752182,0.15346179,0.35182938,0.75508673,1.27485582,0.00000000
-4.82341171,8.32744167,1.13622585,6.14022099,0.09812295,0.15287734,0.35207074,0.76757464,1.29506441,0.00000000
-4.81740870,8.30856361,1.13441816,6.08766118,0.09875414,0.15176765,0.35208907,0.78107741,1.31696731,0.00000000
-4.81140570,8.30107063,1.13223138,6.04472390,0.09940100,0.15019743,0.35209203,0.79542396,1.34048320,0.00000000
-4.80540270,8.30686925,1.12997333,6.01337734,0.10004810,0.14824467,0.35230637,0.81043844,1.36552244,0.00000000
-4.79939970,8.32763686,1.12798406,5.99534545,0.10068012,0.14599880,0.35297179,0.82594666,1.39199177,0.00000000
-4.79339670,8.36478876,1.12663123,5.99207248,0.10128299,0.14355838,0.35433414,0.84178142,1.41979730,0.00000000
-4.78739370,8.41944843,1.12630388,6.00469404,0.10184493,0.14102862,0.35663807,0.85778641,1.44884577,0.00000000
-4.78139070,8.49242043,1.12740441,6.03401437,0.10235730,0.13851868,0.36011944,0.87381846,1.47904367,0.00000000
-4.77538769,8.58416616,1.13033912,6.08048954,0.10281525,0.13613880,0.36499769,0.88974817,1.51029449,0.00000000
-4.76938469,8.69478242,1.13550723,6.14421656,0.10321808,0.13399753,0.37146847,0.90545892,1.54249423,0.00000000
-4.76338169,8.82398366,1.14328887,6.22492818,0.10356928,0.13219886,0.37969684,0.92084446,1.57552560,0.00000000
-4.75737869,8.97108860,1.15403227,6.32199357,0.10387635,0.13083960,0.38981106,0.93580551,1.60925136,0.00000000
-4.75137569,9.13501248,1.16804066,6.43442487,0.10415020,0.13000691,0.40189745,0.95024555,1.64350747,0.00000000
-4.74537269,9.31426616,1.18555923,6.56089011,0.10440439,0.12977610,0.41599629,0.96406632,1.67809666,0.00000000
-4.73936968,9.50696343,1.20676286,6.69973245,0.10465414,0.13020867,0.43209901,0.97716359,1.71278316,0.00000000
-4.73336668,9.71083766,1.23174482,6.84899619,0.10491511,0.13135079,0.45014669,0.98942336,1.74728898,0.00000000
-4.72736368,9.92326868,1.26050731,7.00645949,0.10520214,0.13323206,0.47003006,1.00071917,1.78129254,0.00000000
-4.72136068,10.14132043,1.29295398,7.16967370,0.10552804,0.13586467,0.49159088,1.01091058,1.81442974,0.00000000
-4.71535768,10.36178941,1.32888507,7.33600887,0.10590231,0.13924302,0.51462481,1.01984315,1.84629785,0.00000000
-4.70935468,10.58126325,1.36799539,7.50270486,0.10633007,0.14334365,0.53888565,1.02735001,1.87646215,0.00000000
-4.70335168,10.79618847,1.40987546,7.66692691,0.10681124,0.14812567,0.56409086,1.03325497,1.90446526,0.00000000
-4.69734867,11.00294558,1.45401595,7.82582447,0.10733984,0.15353156,0.58992827,1.03737704,1.92983861,0.00000000
-4.69134567,11.19792937,1.49981543,7.97659168,0.10790373,0.15948831,0.61606375,1.03953611,1.95211587,0.00000000
-4.68534267,11.37763185,1.54659140,8.11652785,0.10848461,0.16590907,0.64214967,1.03955951,1.97084735,0.00000000
-4.67933967,11.53872492,1.59359436,8.24309587,0.10905830,0.17269497,0.66783391,1.03728904,1.98561499,0.00000000
-4.67333667,11.67813985,1.64002458,8.35397691,0.10959548,0.17973744,0.69276910,1.03258803,1.99604699,0.00000000
-4.66733367,11.79314069,1.68505116,8.44711952,0.11006260,0.18692061,0.71662184,1.02534814,2.00183142,0.00000000
-4.66133067,11.88138890,1.72783280,8.52078140,0.11042312,0.19412406,0.73908159,1.01549532,2.00272819,0.00000000
-4.65532766,11.94099688,1.76753962,8.57356278,0.11063892,0.20122558,0.75986891,1.00299473,1.99857867,0.00000000
-4.64932466,11.97056861,1.80337536,8.60443013,0.11067184,0.20810409,0.77874272,0.98785437,1.98931266,0.00000000
-4.64332166,11.96922616,1.83459915,8.61272988,0.11048533,0.21464245,0.79550641,0.97012713,1.97495227,0.00000000
