energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.71185593,3.13766654,-2.12807278,3.16734216,-1.30336547,1.05961292,-0.54404482,0.00057268,-0.00076260,1.26960877,-0.53080983,0.00449471,-0.00999566,0.56058666,-0.83283892,0.25064765,-0.38682358,0.07916607,-0.12508637
-5.70585293,3.20479459,-2.06407603,3.23859070,-1.30817329,1.08014661,-0.53053378,0.00064589,-0.00066159,1.29905590,-0.53372217,0.00434940,-0.00940382,0.57155797,-0.78952181,0.25711470,-0.36685713,0.08149957,-0.11605159
-5.69984992,3.26104412,-2.01036300,3.29836173,-1.32326394,1.09619190,-0.51896867,0.00074556,-0.00057214,1.32283464,-0.53965331,0.00421487,-0.00882485,0.58199529,-0.74984868,0.26345285,-0.34854897,0.08381240,-0.10790020
-5.69384692,3.30483641,-1.96781195,3.34506425,-1.34875786,1.10730070,-0.50965271,0.00087412,-0.00049360,1.34038081,-0.54884595,0.00409062,-0.00826244,0.59149873,-0.71412272,0.26945737,-0.33204679,0.08604111,-0.10067203
-5.68784392,3.33490790,-1.93705522,3.37737808,-1.38456729,1.11313930,-0.50282392,0.00103428,-0.00042528,1.35125875,-0.56146616,0.00397639,-0.00772033,0.59972188,-0.68256615,0.27494605,-0.31746095,0.08813516,-0.09439177
-5.68184092,3.35035558,-1.91846986,3.39430524,-1.43040099,1.11350215,-0.49865160,0.00122903,-0.00036658,1.35518008,-0.57760102,0.00387206,-0.00720209,0.60638039,-0.65531657,0.27976350,-0.30486234,0.09005806,-0.08906957
-5.67583792,3.35067027,-1.91217646,3.39521058,-1.48577449,1.10832107,-0.49723540,0.00146152,-0.00031693,1.35201722,-0.59725915,0.00377772,-0.00671106,0.61125890,-0.63242576,0.28378464,-0.29428131,0.09178808,-0.08470189
-5.66983492,3.33575571,-1.91804585,3.37984941,-1.55002568,1.09766929,-0.49860706,0.00173498,-0.00027587,1.34181079,-0.62037378,0.00369358,-0.00625015,0.61421577,-0.61386070,0.28691730,-0.28570776,0.09331845,-0.08127245
-5.66383192,3.30593227,-1.93571287,3.34838061,-1.62233485,1.08176006,-0.50273425,0.00205259,-0.00024306,1.32477064,-0.64680810,0.00361994,-0.00582177,0.61518548,-0.59950707,0.28910371,-0.27909230,0.09465714,-0.07875350
-5.65782891,3.26192475,-1.96459650,3.30136416,-1.70174839,1.06093996,-0.50952657,0.00241735,-0.00021827,1.30127024,-0.67636238,0.00355718,-0.00542772,0.61417826,-0.58917475,0.29032068,-0.27434859,0.09582598,-0.07710708
-5.65182591,3.20483454,-2.00392498,3.23974303,-1.78720527,1.03567690,-0.51884281,0.00283193,-0.00020147,1.27183462,-0.70878256,0.00350572,-0.00506920,0.61127698,-0.58260540,0.29057865,-0.27135656,0.09685927,-0.07628641
-5.64582291,3.13609720,-2.05276481,3.16481008,-1.87756514,1.00654353,-0.53049938,0.00329846,-0.00019280,1.23712252,-0.74376950,0.00346595,-0.00474674,0.60663139,-0.57948165,0.28991934,-0.26996657,0.09780198,-0.07623732
-5.63981991,3.05742724,-2.11005223,3.07816134,-1.97163707,0.97419678,-0.54427925,0.00381843,-0.00019260,1.19790337,-0.78098870,0.00343822,-0.00446021,0.60044973,-0.57943764,0.28841229,-0.27000428,0.09870729,-0.07689975
-5.63381691,2.97075265,-2.17462571,2.98163791,-2.06820773,0.93935429,-0.55994091,0.00439243,-0.00020144,1.15503031,-0.82007975,0.00342275,-0.00420890,0.59298815,-0.58207051,0.28615033,-0.27127605,0.09963401,-0.07820917
-5.62781391,2.87814198,-2.24525839,2.87725904,-2.16606817,0.90276907,-0.57722704,0.00502005,-0.00022012,1.10941046,-0.86066526,0.00341961,-0.00399154,0.58453849,-0.58695248,0.28324427,-0.27357469,0.10064346,-0.08009809
-5.62181091,2.78172754,-2.32068906,2.76714961,-2.26403829,0.86520319,-0.59587233,0.00569966,-0.00024972,1.06197372,-0.90235880,0.00342868,-0.00380642,0.57541477,-0.59364306,0.27981699,-0.27668544,0.10179642,-0.08249743
-5.61580790,2.68362805,-2.39965093,2.65346542,-2.36098814,0.82740203,-0.61561036,0.00642833,-0.00029153,1.01364163,-0.94477177,0.00344957,-0.00365141,0.56593927,-0.60170105,0.27599727,-0.28039180,0.10314995,-0.08533792
-5.60980490,2.58587434,-2.48089723,2.53831954,-2.45585579,0.79006985,-0.63617923,0.00720169,-0.00034715,0.96529755,-0.98751884,0.00348165,-0.00352414,0.55642871,-0.61069591,0.27191367,-0.28448130,0.10475434,-0.08855143
-5.60380190,2.49034145,-2.56322320,2.42371327,-2.54766119,0.75384799,-0.65732573,0.00801387,-0.00041841,0.91775949,-1.03022212,0.00352397,-0.00342206,0.54718130,-0.62021821,0.26768879,-0.28875072,0.10665039,-0.09207215
-5.59779890,2.39868989,-2.64548416,2.31147445,-2.63551614,0.71929637,-0.67880828,0.00885750,-0.00050740,0.87175667,-1.07251408,0.00357531,-0.00334254,0.53846530,-0.62988885,0.26343422,-0.29301092,0.10886709,-0.09583774
-5.59179590,2.31231868,-2.72660949,2.20320580,-2.71863030,0.68687904,-0.70039845,0.00972375,-0.00061641,0.82791059,-1.11403924,0.00363418,-0.00328298,0.53050966,-0.63936683,0.25924633,-0.29709088,0.11141980,-0.09979031
-5.58579290,2.23233176,-2.80561272,2.10024521,-2.79631360,0.65695427,-0.72188132,0.01060239,-0.00074791,0.78672145,-1.15445501,0.00369882,-0.00324087,0.52349711,-0.64835539,0.25520323,-0.30084110,0.11430912,-0.10387727
-5.57978989,2.15951890,-2.88159797,2.00363913,-2.86797554,0.62976934,-0.74305489,0.01148199,-0.00090451,0.74856004,-1.19343183,0.00376729,-0.00321390,0.51756012,-0.65660644,0.25136299,-0.30413609,0.11752044,-0.10805198
-5.57378689,2.09435130,-2.95376309,1.91412987,-2.93312170,0.60546012,-0.76372873,0.01235010,-0.00108886,0.71366523,-1.23065296,0.00383753,-0.00319997,0.51277974,-0.66392320,0.24776310,-0.30687602,0.12102423,-0.11227420
-5.56778389,2.03699159,-3.02139999,1.83215629,-2.99134841,0.58405510,-0.78372214,0.01319353,-0.00130360,0.68214698,-1.26581405,0.00390741,-0.00319728,0.50918743,-0.67016113,0.24442128,-0.30898754,0.12477714,-0.11651033
-5.56178089,1.98731678,-3.08389275,1.75786744,-3.04233585,0.56548362,-0.80286216,0.01399867,-0.00155125,0.65399419,-1.29862299,0.00397485,-0.00320432,0.50676957,-0.67522710,0.24133741,-0.31042366,0.12872368,-0.12073342
-5.55577789,1.94495266,-3.14071398,1.69114740,-3.08584044,0.54958746,-0.82098152,0.01475183,-0.00183406,0.62908694,-1.32879993,0.00403789,-0.00321989,0.50547431,-0.67907711,0.23849646,-0.31116294,0.13279870,-0.12492286
-5.54977489,1.90931704,-3.19141998,1.63164959,-3.12168707,0.53613534,-0.83791703,0.01543963,-0.00215397,0.60721215,-1.35607800,0.00409477,-0.00324308,0.50522031,-0.68171252,0.23587224,-0.31120780,0.13693019,-0.12906389
-5.54377189,1.87966949,-3.23564518,1.57883819,-3.14976147,0.52483925,-0.85350831,0.01604939,-0.00251239,0.58808178,-1.38020448,0.00414409,-0.00327328,0.50590674,-0.68317521,0.23343155,-0.31058233,0.14104261,-0.13314681
-5.53776888,1.85516437,-3.27309633,1.53203415,-3.17000345,0.51537197,-0.86759732,0.01656950,-0.00291012,0.57135255,-1.40094271,0.00418478,-0.00331011,0.50742378,-0.68354167,0.23113865,-0.30932939,0.14506030,-0.13716605
-5.53176588,1.83490446,-3.30354683,1.49046324,-3.18240101,0.50738467,-0.88002850,0.01698983,-0.00334720,0.55664616,-1.41807467,0.00421627,-0.00335340,0.50966313,-0.68291656,0.22895954,-0.30750743,0.14891100,-0.14111897
-5.52576288,1.81799229,-3.32683163,1.45330350,-3.18698576,0.50052398,-0.89064986,0.01730198,-0.00382279,0.54356908,-1.43140414,0.00423846,-0.00340314,0.51252761,-0.68142585,0.22686584,-0.30518694,0.15252911,-0.14500460
-5.51975988,1.80357657,-3.34284278,1.41972991,-3.18382965,0.49444770,-0.89931482,0.01749964,-0.00433503,0.53173098,-1.44076032,0.00425178,-0.00345941,0.51593933,-0.67920985,0.22483808,-0.30244675,0.15585866,-0.14882236
-5.51375688,1.79089156,-3.35152615,1.38895410,-3.17304306,0.48883841,-0.90588485,0.01757874,-0.00488100,0.52076109,-1.44600183,0.00425720,-0.00352235,0.51984598,-0.67641651,0.22286808,-0.29937038,0.15885574,-0.15257075
-5.50775388,1.77928782,-3.35287933,1.36025764,-3.15477433,0.48341468,-0.91023283,0.01753763,-0.00545663,0.51032191,-1.44702098,0.00425619,-0.00359208,0.52422468,-0.67319525,0.22096040,-0.29604247,0.16149028,-0.15624617
-5.50175088,1.76825314,-3.34695080,1.33301754,-3.12921041,0.47793940,-0.91224690,0.01737711,-0.00605670,0.50011980,-1.44374795,0.00425067,-0.00366868,0.52908327,-0.66969146,0.21913262,-0.29254553,0.16374712,-0.15984194
-5.49574787,1.75742315,-3.33384061,1.30672358,-3.09657868,0.47222509,-0.91183484,0.01710043,-0.00667481,0.48991233,-1.43615491,0.00424299,-0.00375215,0.53445901,-0.66604211,0.21741471,-0.28895711,0.16562621,-0.16334762
-5.48974487,1.74658194,-3.31370222,1.28098710,-3.05714953,0.46613628,-0.90892850,0.01671313,-0.00730352,0.47951225,-1.42425976,0.00423579,-0.00384236,0.54041468,-0.66237239,0.21584727,-0.28534744,0.16714212,-0.16674862
-5.48374187,1.73565323,-3.28674558,1.25554170,-3.01123961,0.45958899,-0.90348828,0.01622294,-0.00793440,0.46878829,-1.40812933,0.00423199,-0.00393907,0.54703258,-0.65879366,0.21447903,-0.28177772,0.16832270,-0.17002621
-5.47773887,1.72468357,-3.25324109,1.23023669,-2.95921521,0.45254773,-0.89550738,0.01563944,-0.00855823,0.45766306,-1.38788188,0.00423461,-0.00404189,0.55440671,-0.65540264,0.21336371,-0.27829900,0.16920713,-0.17315794
-5.47173587,1.71381913,-3.21352401,1.20502431,-2.90149557,0.44502035,-0.88501544,0.01497380,-0.00916518,0.44610846,-1.36368875,0.00424675,-0.00415032,0.56263384,-0.65228179,0.21255646,-0.27495181,0.16984344,-0.17611842
-5.46573287,1.70327826,-3.16799884,1.17994227,-2.83855566,0.43705133,-0.87208151,0.01423841,-0.00974506,0.43413920,-1.33577488,0.00427147,-0.00426378,0.57180422,-0.64950072,0.21211023,-0.27176631,0.17028567,-0.17888049
-5.45972986,1.69332202,-3.11714312,1.15509320,-2.77092789,0.42871403,-0.85681604,0.01344650,-0.01028762,0.42180489,-1.30441820,0.00431173,-0.00438160,0.58199250,-0.64711853,0.21207237,-0.26876315,0.17059086,-0.18141665
-5.45372686,1.68422494,-3.06150987,1.13062261,-2.69920244,0.42010249,-0.83937162,0.01261175,-0.01078278,0.40918144,-1.26994765,0.00437032,-0.00450310,0.59324973,-0.64518655,0.21248159,-0.26595471,0.17081612,-0.18370071
-5.44772386,1.67624815,-3.00172806,1.10669707,-2.62402570,0.41132339,-0.81994247,0.01174791,-0.01122104,0.39636223,-1.23273979,0.00444988,-0.00462762,0.60559718,-0.64375146,0.21336576,-0.26334679,0.17101590,-0.18570951
-5.44172086,1.66961690,-2.93850043,1.08348416,-2.54609637,0.40248850,-0.79876235,0.01086842,-0.01159368,0.38344974,-1.19321390,0.00455283,-0.00475456,0.61902243,-0.64285816,0.21474048,-0.26094045,0.17123968,-0.18742461
-5.43571786,1.66450392,-2.87259801,1.06113530,-2.46615906,0.39370841,-0.77610110,0.00998609,-0.01189312,0.37054799,-1.15182564,0.00468145,-0.00488344,0.63347822,-0.64255219,0.21660883,-0.25873393,0.17153031,-0.18883377
-5.42971486,1.66101979,-2.80485095,1.03977267,-2.38499502,0.38508741,-0.75225950,0.00911282,-0.01211314,0.35775616,-1.10905922,0.00483791,-0.00501395,0.64888447,-0.64288141,0.21896213,-0.25672450,0.17192296,-0.18993224
-5.42371186,1.65921072,-2.73613541,1.01948062,-2.30341003,0.37672013,-0.72756286,0.00825933,-0.01224910,0.34516379,-1.06541821,0.00502433,-0.00514596,0.66513321,-0.64389654,0.22178186,-0.25490997,0.17244486,-0.19072355
-5.41770885,1.65906398,-2.66735652,1.00030216,-2.22221951,0.36868973,-0.70235327,0.00743504,-0.01229812,0.33284745,-1.02141530,0.00524285,-0.00527954,0.68209657,-0.64565053,0.22504260,-0.25328991,0.17311578,-0.19121987
-5.41170585,1.66052006,-2.59942770,0.98224012,-2.14223129,0.36106775,-0.67698085,0.00664787,-0.01225918,0.32086920,-0.97756107,0.00549577,-0.00541502,0.69963719,-0.64819666,0.22871573,-0.25186637,0.17394923,-0.19144185
-5.40570285,1.66349076,-2.53324686,0.96526281,-2.06422627,0.35391533,-0.65179426,0.00590426,-0.01213311,0.30927640,-0.93435227,0.00578561,-0.00555295,0.71762053,-0.65158536,0.23277386,-0.25064403,0.17495427,-0.19141793
-5.39969985,1.66788140,-2.46967060,0.94931337,-1.98893802,0.34728567,-0.62713089,0.00520914,-0.01192265,0.29810299,-0.89225985,0.00611517,-0.00569411,0.73592827,-0.65586009,0.23719546,-0.24962985,0.17613771,-0.19118313
-5.39369685,1.67361547,-2.40948724,0.93432181,-1.91703178,0.34122722,-0.60330705,0.00456593,-0.01163226,0.28737176,-0.85171729,0.00648764,-0.00583952,0.75447195,-0.66105242,0.24196952,-0.24883228,0.17750663,-0.19077742
-5.38769385,1.68065944,-2.35339031,0.92021877,-1.84908427,0.33578728,-0.58060864,0.00397670,-0.01126803,0.27709735,-0.81310964,0.00690657,-0.00599041,0.77320569,-0.66717676,0.24709986,-0.24826001,0.17907089,-0.19024381
-5.38169085,1.68904573,-2.30195386,0.90694959,-1.78556495,0.33101564,-0.55928267,0.00344222,-0.01083744,0.26728974,-0.77676366,0.00737589,-0.00614821,0.79213723,-0.67422537,0.25260872,-0.24792047,0.18084545,-0.18962617
-5.37568784,1.69889157,-2.25561111,0.89448779,-1.72682014,0.32696767,-0.53953011,0.00296217,-0.01034911,0.25795765,-0.74293967,0.00789981,-0.00631455,0.81133604,-0.68216387,0.25853928,-0.24781826,0.18285231,-0.18896710
-5.36968484,1.71041216,-2.21463793,0.88284662,-1.67306084,0.32370674,-0.52150036,0.00253524,-0.00981251,0.24911180,-0.71182527,0.00848274,-0.00649123,0.83093799,-0.69092811,0.26495696,-0.24795361,0.18512175,-0.18830590
-5.36368184,1.72392638,-2.17914242,0.87208781,-1.62435515,0.32130545,-0.50528754,0.00215933,-0.00923769,0.24076760,-0.68353150,0.00912908,-0.00668027,0.85114564,-0.70042254,0.27194912,-0.24832115,0.18769291,-0.18767682
-5.35767884,1.73985430,-2.14906166,0.86232691,-1.58062605,0.31984556,-0.49092906,0.00183173,-0.00863494,0.23294699,-0.65809149,0.00984296,-0.00688389,0.87222399,-0.71052079,0.27962326,-0.24890904,0.19061336,-0.18710773
-5.35167584,1.75870584,-2.12416608,0.85373460,-1.54165491,0.31941655,-0.47840629,0.00154925,-0.00801448,0.22567955,-0.63546178,0.01062800,-0.00710458,0.89449146,-0.72106844,0.28810346,-0.24969880,0.19393780,-0.18661938
-5.34567284,1.78106091,-2.10407203,0.84653385,-1.50709096,0.32011270,-0.46764751,0.00130840,-0.00738624,0.21900253,-0.61552635,0.01148698,-0.00734506,0.91830616,-0.73188838,0.29752527,-0.25066569,0.19772584,-0.18622519
-5.33966983,1.80754160,-2.08826199,0.84099308,-1.47646656,0.32202889,-0.45853293,0.00110548,-0.00675954,0.21295997,-0.59810315,0.01242144,-0.00760839,0.94404821,-0.74278843,0.30802931,-0.25177993,0.20203887,-0.18593174
