energy_ev,total_up,Ag_p_up,Ag_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.80790395,1.44839020,0.61102717,0.73281378,0.57360434,0.00000000,0.00059211,0.06678535,0.01014073,0.45804335
-5.80190095,1.43047806,0.59657691,0.72185872,0.56859761,0.00000000,0.00061734,0.06396902,0.01056621,0.45531667
-5.79589795,1.41795467,0.58315167,0.71523839,0.56361087,0.00000000,0.00066045,0.06143499,0.01098179,0.45342392
-5.78989495,1.41039776,0.57052241,0.71285260,0.55835222,0.00000000,0.00072128,0.05915013,0.01138024,0.45217641
-5.78389195,1.40736638,0.55847953,0.71456560,0.55256320,0.00000000,0.00079987,0.05708206,0.01175491,0.45138835
-5.77788894,1.40841885,0.54684208,0.72021302,0.54602778,0.00000000,0.00089646,0.05520027,0.01209993,0.45088351
-5.77188594,1.41313029,0.53546531,0.72960944,0.53857952,0.00000000,0.00101141,0.05347722,0.01241035,0.45050160
-5.76588294,1.42110897,0.52424629,0.74255647,0.53010682,0.00000000,0.00114516,0.05188916,0.01268228,0.45010420
-5.75987994,1.43201100,0.51312743,0.75885092,0.52055599,0.00000000,0.00129813,0.05041666,0.01291299,0.44957988
-5.75387694,1.44555259,0.50209793,0.77829259,0.50993227,0.00000000,0.00147074,0.04904502,0.01310097,0.44884849
-5.74787394,1.46151952,0.49119308,0.80069144,0.49829873,0.00000000,0.00166327,0.04776433,0.01324594,0.44786428
-5.74187094,1.47977324,0.48049178,0.82587354,0.48577318,0.00000000,0.00187585,0.04656936,0.01334887,0.44661780
-5.73586793,1.50025336,0.47011215,0.85368566,0.47252340,0.00000000,0.00210843,0.04545923,0.01341191,0.44513647
-5.72986493,1.52297623,0.46020582,0.88399798,0.45876071,0.00000000,0.00236067,0.04443690,0.01343829,0.44348373
-5.72386193,1.54802952,0.45095093,0.91670478,0.44473238,0.00000000,0.00263196,0.04350860,0.01343224,0.44175670
-5.71785893,1.57556277,0.44254431,0.95172286,0.43071298,0.00000000,0.00292138,0.04268303,0.01339876,0.44008252
-5.71185593,1.60577412,0.43519302,0.98898752,0.41699505,0.00000000,0.00322766,0.04197065,0.01334351,0.43861328
-5.70585293,1.63889343,0.42910562,1.02844625,0.40387937,0.00000000,0.00354921,0.04138280,0.01327256,0.43751976
-5.69984992,1.67516221,0.42448340,1.07005014,0.39166506,0.00000000,0.00388410,0.04093095,0.01319217,0.43698413
-5.69384692,1.71481114,0.42151188,1.11374329,0.38063983,0.00000000,0.00423005,0.04062586,0.01310858,0.43719186
-5.68784392,1.75803563,0.42035262,1.15945071,0.37107062,0.00000000,0.00458451,0.04047687,0.01302778,0.43832296
-5.68184092,1.80497068,0.42113577,1.20706508,0.36319471,0.00000000,0.00494462,0.04049128,0.01295526,0.44054306
-5.67583792,1.85566580,0.42395341,1.25643321,0.35721174,0.00000000,0.00530731,0.04067367,0.01289583,0.44399451
-5.66983492,1.91006123,0.42885370,1.30734283,0.35327663,0.00000000,0.00566930,0.04102550,0.01285343,0.44878787
-5.66383192,1.96796672,0.43583634,1.35951059,0.35149367,0.00000000,0.00602716,0.04154465,0.01283096,0.45499421
-5.65782891,2.02904395,0.44484902,1.41257212,0.35191188,0.00000000,0.00637737,0.04222516,0.01283016,0.46263847
-5.65182591,2.09279393,0.45578535,1.46607492,0.35452187,0.00000000,0.00671640,0.04305702,0.01285155,0.47169436
-5.64582291,2.15855024,0.46848421,1.51947498,0.35925421,0.00000000,0.00704074,0.04402614,0.01289436,0.48208091
-5.63981991,2.22547915,0.48273063,1.57213760,0.36597949,0.00000000,0.00734699,0.04511436,0.01295655,0.49366113
-5.63381691,2.29258720,0.49825824,1.62334297,0.37451011,0.00000000,0.00763193,0.04629964,0.01303491,0.50624278
-5.62781391,2.35873646,0.51475350,1.67229674,0.38460388,0.00000000,0.00789261,0.04755634,0.01312507,0.51958141
-5.62181091,2.42266762,0.53186147,1.71814546,0.39596927,0.00000000,0.00812642,0.04885568,0.01322173,0.53338578
-5.61580790,2.48303034,0.54919328,1.75999676,0.40827245,0.00000000,0.00833121,0.05016622,0.01331881,0.54732535
-5.60980490,2.53842003,0.56633501,1.79694345,0.42114580,0.00000000,0.00850534,0.05145456,0.01340966,0.56103984
-5.60380190,2.58741996,0.58285795,1.82809094,0.43419778,0.00000000,0.00864780,0.05268609,0.01348734,0.57415044
-5.59779890,2.62864703,0.59832992,1.85258663,0.44702389,0.00000000,0.00875832,0.05382583,0.01354486,0.58627234
-5.59179590,2.66079941,0.61232721,1.86965020,0.45921840,0.00000000,0.00883739,0.05483937,0.01357543,0.59702805
-5.58579290,2.68270392,0.62444700,1.87860326,0.47038639,0.00000000,0.00888645,0.05569379,0.01357277,0.60606100
-5.57978989,2.69336118,0.63431959,1.87889701,0.48015577,0.00000000,0.00890784,0.05635864,0.01353135,0.61304886
-5.57378689,2.69198617,0.64162004,1.87013645,0.48818884,0.00000000,0.00890493,0.05680687,0.01344660,0.61771597
-5.56778389,2.67804237,0.64607884,1.85209988,0.49419282,0.00000000,0.00888213,0.05701568,0.01331512,0.61984432
-5.56178089,2.65126779,0.64749096,1.82475266,0.49792907,0.00000000,0.00884485,0.05696729,0.01313484,0.61928259
-5.55577789,2.61169127,0.64572299,1.78825439,0.49922045,0.00000000,0.00879950,0.05664956,0.01290510,0.61595275
-5.54977489,2.55963845,0.64071801,1.74295913,0.49795672,0.00000000,0.00875339,0.05605642,0.01262673,0.60985399
-5.54377189,2.49572671,0.63249782,1.68940839,0.49409745,0.00000000,0.00871463,0.05518812,0.01230199,0.60106365
-5.53776888,2.42084931,0.62116251,1.62831729,0.48767253,0.00000000,0.00869193,0.05405130,0.01193454,0.58973517
-5.53176588,2.33614935,0.60688725,1.56055452,0.47878020,0.00000000,0.00869443,0.05265876,0.01152934,0.57609300
-5.52576288,2.24298471,0.58991644,1.48711678,0.46758252,0.00000000,0.00873146,0.05102910,0.01109242,0.56042485
-5.51975988,2.14288539,0.57055543,1.40909921,0.45429878,0.00000000,0.00881220,0.04918609,0.01063071,0.54307145
-5.51375688,2.03750539,0.54916012,1.32766292,0.43919678,0.00000000,0.00894541,0.04715793,0.01015179,0.52441432
-5.50775388,1.92857104,0.52612498,1.24400115,0.42258273,0.00000000,0.00913910,0.04497632,0.00966363,0.50486207
-5.50175088,1.81782822,0.50186989,1.15930566,0.40478992,0.00000000,0.00940016,0.04267540,0.00917428,0.48483594
-5.49574787,1.70699061,0.47682646,1.07473460,0.38616684,0.00000000,0.00973402,0.04029073,0.00869168,0.46475504
-5.48974487,1.59769122,0.45142432,0.99138335,0.36706520,0.00000000,0.01014436,0.03785813,0.00822329,0.44502203
-5.48374187,1.49143907,0.42607810,0.91025927,0.34782842,0.00000000,0.01063280,0.03541263,0.00777597,0.42600982
-5.47773887,1.38958260,0.40117546,0.83226127,0.32878089,0.00000000,0.01119864,0.03298751,0.00735569,0.40804994
-5.47173587,1.29328122,0.37706679,0.75816483,0.31021869,0.00000000,0.01183875,0.03061336,0.00696744,0.39142286
-5.46573287,1.20348554,0.35405685,0.68861271,0.29240188,0.00000000,0.01254739,0.02831741,0.00661507,0.37635075
-5.45972986,1.12092695,0.33239868,0.62411127,0.27554864,0.00000000,0.01331626,0.02612288,0.00630127,0.36299304
-5.45372686,1.04611626,0.31228994,0.56503231,0.25983164,0.00000000,0.01413455,0.02404867,0.00602754,0.35144459
-5.44772386,0.97935111,0.29387162,0.51161974,0.24537630,0.00000000,0.01498914,0.02210911,0.00579422,0.34173679
-5.44172086,0.92073116,0.27722920,0.46400054,0.23226123,0.00000000,0.01586486,0.02031397,0.00560061,0.33384130
-5.43571786,0.87017996,0.26239592,0.42219906,0.22052054,0.00000000,0.01674489,0.01866858,0.00544506,0.32767607
-5.42971486,0.82747212,0.24935793,0.38615370,0.21014779,0.00000000,0.01761117,0.01717415,0.00532517,0.32311355
-5.42371186,0.79226416,0.23806098,0.35573514,0.20110128,0.00000000,0.01844495,0.01582818,0.00523792,0.31999038
-5.41770885,0.76412742,0.22841823,0.33076491,0.19331047,0.00000000,0.01922739,0.01462501,0.00517993,0.31811819
-5.41170585,0.74258122,0.22031865,0.31103355,0.18668290,0.00000000,0.01994008,0.01355636,0.00514760,0.31729485
-5.40570285,0.72712481,0.21363568,0.29631732,0.18111141,0.00000000,0.02056571,0.01261201,0.00513736,0.31731574
-5.39969985,0.71726642,0.20823555,0.28639286,0.17648129,0.00000000,0.02108862,0.01178037,0.00514582,0.31798437
-5.39369685,0.71254826,0.20398507,0.28104914,0.17267689,0.00000000,0.02149531,0.01104912,0.00516993,0.31912178
-5.38769385,0.71256619,0.20075820,0.28009612,0.16958741,0.00000000,0.02177493,0.01040577,0.00520713,0.32057449
-5.38169085,0.71698347,0.19844150,0.28337002,0.16711177,0.00000000,0.02191964,0.00983810,0.00525540,0.32222037
-5.37568784,0.72553795,0.19693793,0.29073499,0.16516213,0.00000000,0.02192484,0.00933462,0.00531335,0.32397239
-5.36968484,0.73804264,0.19616906,0.30208120,0.16366623,0.00000000,0.02178930,0.00888488,0.00538021,0.32577993
-5.36368184,0.75437979,0.19607564,0.31731965,0.16256830,0.00000000,0.02151521,0.00847968,0.00545580,0.32762777
-5.35767884,0.77448907,0.19661654,0.33637411,0.16182865,0.00000000,0.02110800,0.00811122,0.00554047,0.32953284
-5.35167584,0.79835069,0.19776628,0.35917068,0.16142217,0.00000000,0.02057617,0.00777314,0.00563499,0.33153890
-5.34567284,0.82596452,0.19951134,0.38562564,0.16133578,0.00000000,0.01993088,0.00746052,0.00574039,0.33370958
-5.33966983,0.85732658,0.20184554,0.41563248,0.16156506,0.00000000,0.01918553,0.00716977,0.00585787,0.33612017
-5.33366683,0.89240441,0.20476493,0.44904875,0.16211048,0.00000000,0.01835531,0.00689850,0.00598863,0.33884870
-5.32766383,0.93111293,0.20826234,0.48568379,0.16297335,0.00000000,0.01745659,0.00664536,0.00613366,0.34196679
-5.32166083,0.97329228,0.21232216,0.52528814,0.16415179,0.00000000,0.01650637,0.00640987,0.00629368,0.34553092
-5.31565783,1.01868931,0.21691572,0.56754540,0.16563721,0.00000000,0.01552176,0.00619219,0.00646896,0.34957458
-5.30965483,1.06694398,0.22199733,0.61206732,0.16741117,0.00000000,0.01451941,0.00599299,0.00665926,0.35410180
-5.30365183,1.11758172,0.22750165,0.65839273,0.16944325,0.00000000,0.01351509,0.00581331,0.00686378,0.35908248
-5.29764882,1.17001283,0.23334218,0.70599065,0.17168973,0.00000000,0.01252321,0.00565442,0.00708114,0.36444981
-5.29164582,1.22353902,0.23941140,0.75426780,0.17409338,0.00000000,0.01155657,0.00551777,0.00730939,0.37009999
-5.28564282,1.27736741,0.24558221,0.80258060,0.17658433,0.00000000,0.01062607,0.00540495,0.00754617,0.37589420
-5.27963982,1.33063157,0.25171101,0.85025118,0.17908194,0.00000000,0.00974060,0.00531772,0.00778875,0.38166293
-5.27363682,1.38241874,0.25764191,0.89658723,0.18149761,0.00000000,0.00890697,0.00525808,0.00803424,0.38721219
-5.26763382,1.43180223,0.26321217,0.94090453,0.18373836,0.00000000,0.00812994,0.00522834,0.00827976,0.39233156
-5.26163082,1.47787745,0.26825845,0.98255170,0.18571099,0.00000000,0.00741231,0.00523129,0.00852269,0.39680337
-5.25562781,1.51979991,0.27262351,1.02093571,0.18732655,0.00000000,0.00675508,0.00527031,0.00876082,0.40041279
-5.24962481,1.55682326,0.27616314,1.05554721,0.18850482,0.00000000,0.00615770,0.00534956,0.00899263,0.40295804
-5.24362181,1.58833549,0.27875279,1.08598431,0.18917874,0.00000000,0.00561825,0.00547414,0.00921744,0.40426033
-5.23761881,1.61389140,0.28029372,1.11197359,0.18929826,0.00000000,0.00513374,0.00565019,0.00943558,0.40417290
-5.23161581,1.63323948,0.28071819,1.13338730,0.18883360,0.00000000,0.00470035,0.00588511,0.00964855,0.40258877
-5.22561281,1.64634178,0.27999349,1.15025559,0.18777769,0.00000000,0.00431374,0.00618757,0.00985901,0.39944668
-5.21960980,1.65338556,0.27812458,1.16277308,0.18614762,0.00000000,0.00396920,0.00656759,0.01007087,0.39473505
-5.21360680,1.65478584,0.27515525,1.17129907,0.18398504,0.00000000,0.00366194,0.00703657,0.01028918,0.38849358
-5.20760380,1.65117850,0.27116758,1.17635133,0.18135551,0.00000000,0.00338727,0.00760723,0.01052003,0.38081265
-5.20160080,1.64340403,0.26627996,1.17859311,0.17834685,0.00000000,0.00314071,0.00829353,0.01077035,0.37183034
-5.19559780,1.63248238,0.26064353,1.17881406,0.17506655,0.00000000,0.00291813,0.00911051,0.01104768,0.36172742
-5.18959480,1.61957984,0.25443739,1.17790533,0.17163842,0.00000000,0.00271585,0.01007411,0.01135988,0.35072050
-5.18359180,1.60596936,0.24786271,1.17682997,0.16819854,0.00000000,0.00253067,0.01120089,0.01171482,0.33905364
-5.17758879,1.59298573,0.24113606,1.17658946,0.16489096,0.00000000,0.00235988,0.01250780,0.01211999,0.32698905
-5.17158579,1.58197760,0.23448218,1.17818791,0.16186305,0.00000000,0.00220131,0.01401182,0.01258221,0.31479704
-5.16558279,1.57425826,0.22812668,1.18259503,0.15926094,0.00000000,0.00205325,0.01572963,0.01310724,0.30274596
-5.15957979,1.57105719,0.22228873,1.19070960,0.15722519,0.00000000,0.00191445,0.01767722,0.01369953,0.29109248
-5.15357679,1.57347422,0.21717427,1.20332464,0.15588674,0.00000000,0.00178406,0.01986950,0.01436189,0.28007259
-5.14757379,1.58243835,0.21296980,1.22109577,0.15536352,0.00000000,0.00166158,0.02231991,0.01509535,0.26989379
-5.14157079,1.59867254,0.20983711,1.24451409,0.15575757,0.00000000,0.00154679,0.02503997,0.01589898,0.26072870
-5.13556778,1.62266600,0.20790890,1.27388443,0.15715284,0.00000000,0.00143972,0.02803891,0.01676986,0.25271030
-5.12956478,1.65465475,0.20728562,1.30931005,0.15961378,0.00000000,0.00134056,0.03132317,0.01770305,0.24592895
-5.12356178,1.69461127,0.20803346,1.35068420,0.16318443,0.00000000,0.00124961,0.03489603,0.01869176,0.24043124
-5.11755878,1.74224327,0.21018332,1.39768902,0.16788820,0.00000000,0.00116726,0.03875714,0.01972742,0.23622058
-5.11155578,1.79700148,0.21373104,1.44980166,0.17372814,0.00000000,0.00109391,0.04290211,0.02079998,0.23325939
-5.10555278,1.85809607,0.21863845,1.50630739,0.18068751,0.00000000,0.00102993,0.04732205,0.02189815,0.23147273
-5.09954977,1.92452066,0.22483532,1.56631928,0.18873070,0.00000000,0.00097568,0.05200318,0.02300970,0.23075312
-5.09354677,1.99508302,0.23222197,1.62880355,0.19780424,0.00000000,0.00093141,0.05692645,0.02412178,0.23096620
-5.08754377,2.06844101,0.24067238,1.69260963,0.20783785,0.00000000,0.00089729,0.06206717,0.02522126,0.23195708
-5.08154077,2.14314251,0.25003778,1.75650397,0.21874548,0.00000000,0.00087337,0.06739479,0.02629502,0.23355684
-5.07553777,2.21766759,0.26015034,1.81920606,0.23042621,0.00000000,0.00085956,0.07287266,0.02733022,0.23558915
-5.06953477,2.29047173,0.27082715,1.87942573,0.24276514,0.00000000,0.00085567,0.07845801,0.02831454,0.23787653
-5.06353177,2.36002836,0.28187411,1.93590018,0.25563407,0.00000000,0.00086135,0.08410202,0.02923637,0.24024619
-5.05752876,2.42486974,0.29308991,1.98742973,0.26889233,0.00000000,0.00087615,0.08975011,0.03008494,0.24253515
-5.05152576,2.48362480,0.30426988,2.03291110,0.28238756,0.00000000,0.00089951,0.09534245,0.03085043,0.24459459
-5.04552276,2.53505323,0.31520984,2.07136733,0.29595673,0.00000000,0.00093075,0.10081463,0.03152400,0.24629338
-5.03951976,2.57807506,0.32570988,2.10197352,0.30942749,0.00000000,0.00096917,0.10609869,0.03209781,0.24752068
-5.03351676,2.61179528,0.33557806,2.12407797,0.32261991,0.00000000,0.00101401,0.11112431,0.03256502,0.24818771
-5.02751376,2.63552325,0.34463413,2.13721823,0.33534877,0.00000000,0.00106452,0.11582030,0.03291975,0.24822876
-5.02151076,2.64878694,0.35271318,2.14113191,0.34742644,0.00000000,0.00111999,0.12011629,0.03315713,0.24760146
-5.01550775,2.65134197,0.35966925,2.13576234,0.35866634,0.00000000,0.00117981,0.12394459,0.03327318,0.24628653
-5.00950475,2.64317568,0.36537888,2.12125924,0.36888708,0.00000000,0.00124347,0.12724215,0.03326495,0.24428704
-5.00350175,2.62450661,0.36974448,2.09797458,0.37791704,0.00000000,0.00131068,0.12995262,0.03313045,0.24162730
-4.99749875,2.59577955,0.37269745,2.06645407,0.38559936,0.00000000,0.00138135,0.13202836,0.03286879,0.23835159
-4.99149575,2.55765652,0.37420097,2.02742469,0.39179707,0.00000000,0.00145564,0.13343226,0.03248021,0.23452257
-4.98549275,2.51100389,0.37425221,1.98177871,0.39639825,0.00000000,0.00153400,0.13413949,0.03196622,0.23021978
-4.97948974,2.45687597,0.37288391,1.93055453,0.39932081,0.00000000,0.00161719,0.13413879,0.03132964,0.22553785
-4.97348674,2.39649504,0.37016520,1.87491486,0.40051669,0.00000000,0.00170629,0.13343351,0.03057479,0.22058482
-4.96748374,2.33122822,0.36620132,1.81612257,0.39997523,0.00000000,0.00180267,0.13204210,0.02970746,0.21548017
-4.96148074,2.26256109,0.36113244,1.75551452,0.39772540,0.00000000,0.00190799,0.12999822,0.02873504,0.21035287
-4.95547774,2.19206836,0.35513117,1.69447387,0.39383672,0.00000000,0.00202415,0.12735022,0.02766649,0.20533919
-4.94947474,2.12138187,0.34839896,1.63440099,0.38841878,0.00000000,0.00215324,0.12416015,0.02651228,0.20058026
-4.94347174,2.05215612,0.34116137,1.57668367,0.38161911,0.00000000,0.00229745,0.12050232,0.02528430,0.19621943
-4.93746873,1.98603193,0.33366226,1.52266671,0.37361970,0.00000000,0.00245900,0.11646132,0.02399571,0.19239931
-4.93146573,1.92459878,0.32615697,1.47362169,0.36463195,0.00000000,0.00264001,0.11212974,0.02266070,0.18925864
-4.92546273,1.86935673,0.31890499,1.43071738,0.35489049,0.00000000,0.00284243,0.10760556,0.02129425,0.18692886
-4.91945973,1.82167879,0.31216203,1.39499138,0.34464596,0.00000000,0.00306788,0.10298939,0.01991179,0.18553060
-4.91345673,1.78277483,0.30617206,1.36732399,0.33415707,0.00000000,0.00331756,0.09838165,0.01852894,0.18517010
-4.90745373,1.75365843,0.30115949,1.34841481,0.32368243,0.00000000,0.00359217,0.09387972,0.01716113,0.18593577
-4.90145073,1.73511767,0.29732194,1.33876316,0.31347234,0.00000000,0.00389176,0.08957532,0.01582325,0.18789496
-4.89544772,1.72769129,0.29482379,1.33865304,0.30376104,0.00000000,0.00421567,0.08555218,0.01452942,0.19109112
-4.88944472,1.73165141,0.29379103,1.34814346,0.29475968,0.00000000,0.00456253,0.08188390,0.01329264,0.19554160
-4.88344172,1.74699366,0.29430737,1.36706471,0.28665047,0.00000000,0.00493016,0.07863241,0.01212458,0.20123613
-4.87743872,1.77343564,0.29641204,1.39502117,0.27958203,0.00000000,0.00531563,0.07584673,0.01103542,0.20813612
-4.87143572,1.81042410,0.30009927,1.43140096,0.27366637,0.00000000,0.00571529,0.07356232,0.01003370,0.21617493
-4.86543272,1.85715100,0.30531955,1.47539227,0.26897742,0.00000000,0.00612484,0.07180086,0.00912629,0.22525914
-4.85942971,1.91257803,0.31198246,1.52600632,0.26555114,0.00000000,0.00653946,0.07057050,0.00831834,0.23527080
-4.85342671,1.97546908,0.31996120,1.58210617,0.26338727,0.00000000,0.00695392,0.06986655,0.00761333,0.24607055
-4.84742371,2.04442944,0.32909831,1.64244067,0.26245236,0.00000000,0.00736278,0.06967252,0.00701318,0.25750170
-4.84142071,2.11795022,0.33921249,1.70568223,0.26268407,0.00000000,0.00776052,0.06996149,0.00651834,0.26939485
-4.83541771,2.19445650,0.35010610,1.77046710,0.26399632,0.00000000,0.00814177,0.07069768,0.00612795,0.28157307
-4.82941471,2.27235697,0.36157297,1.83543667,0.26628508,0.00000000,0.00850148,0.07183816,0.00583997,0.29385733
-4.82341171,2.35009323,0.37340623,1.89927798,0.26943441,0.00000000,0.00883511,0.07333470,0.00565136,0.30607188
-4.81740870,2.42618661,0.38540568,1.96076198,0.27332261,0.00000000,0.00913873,0.07513553,0.00555827,0.31804948
-4.81140570,2.49928077,0.39738444,2.01877796,0.27782792,0.00000000,0.00940922,0.07718712,0.00555611,0.32963612
-4.80540270,2.56817821,0.40917464,2.07236275,0.28283384,0.00000000,0.00964431,0.07943576,0.00563979,0.34069514
-4.79939970,2.63186963,0.42063182,2.12072375,0.28823362,0.00000000,0.00984262,0.08182907,0.00580379,0.35111047
-4.79339670,2.68955513,0.43163810,2.16325500,0.29393397,0.00000000,0.01000373,0.08431726,0.00604225,0.36078901
-4.78739370,2.74065681,0.44210391,2.19954593,0.29985779,0.00000000,0.01012804,0.08685420,0.00634913,0.36966203
-4.78139070,2.78482290,0.45196844,2.22938289,0.30594604,0.00000000,0.01021677,0.08939834,0.00671828,0.37768558
-4.77538769,2.82192388,0.46119888,2.25274388,0.31215865,0.00000000,0.01027181,0.09191339,0.00714350,0.38484009
-4.76938469,2.85204148,0.46978863,2.26978715,0.31847467,0.00000000,0.01029557,0.09436879,0.00761866,0.39112904
-4.76338169,2.87545172,0.47775473,2.28083480,0.32489173,0.00000000,0.01029083,0.09674011,0.00813775,0.39657718
-4.75737869,2.89260344,0.48513475,2.28635255,0.33142496,0.00000000,0.01026054,0.09900919,0.00869501,0.40122810
-4.75137569,2.90409379,0.49198336,2.28692690,0.33810546,0.00000000,0.01020765,0.10116430,0.00928501,0.40514158
-4.74537269,2.91064209,0.49836890,2.28324111,0.34497850,0.00000000,0.01013499,0.10320003,0.00990273,0.40839084
-4.73936968,2.91306335,0.50436996,2.27605093,0.35210147,0.00000000,0.01004507,0.10511719,0.01054371,0.41105968
-4.73336668,2.91224250,0.51007236,2.26616131,0.35954171,0.00000000,0.00993999,0.10692257,0.01120413,0.41323984
-4.72736368,2.90911017,0.51556633,2.25440463,0.36737419,0.00000000,0.00982138,0.10862859,0.01188087,0.41502847
-4.72136068,2.90462017,0.52094411,2.24162093,0.37567900,0.00000000,0.00969037,0.11025281,0.01257166,0.41652578
-4.71535768,2.89972905,0.52629784,2.22864039,0.38453875,0.00000000,0.00954754,0.11181737,0.01327505,0.41783298
-4.70935468,2.89537733,0.53171755,2.21626775,0.39403556,0.00000000,0.00939304,0.11334816,0.01399049,0.41905020
-4.70335168,2.89247195,0.53728936,2.20526862,0.40424795,0.00000000,0.00922660,0.11487395,0.01471826,0.42027461
-4.69734867,2.89186953,0.54309347,2.19635692,0.41524719,0.00000000,0.00904767,0.11642530,0.01545942,0.42159843
-4.69134567,2.89435970,0.54920208,2.19018323,0.42709336,0.00000000,0.00885555,0.11803322,0.01621563,0.42310691
-4.68534267,2.90064812,0.55567691,2.18732338,0.43983113,0.00000000,0.00864949,0.11972784,0.01698903,0.42487619
-4.67933967,2.91133892,0.56256653,2.18826695,0.45348519,0.00000000,0.00842885,0.12153681,0.01778193,0.42697092
-4.67333667,2.92691647,0.56990330,2.19340568,0.46805568,0.00000000,0.00819326,0.12348374,0.01859658,0.42944190
-4.66733367,2.94772698,0.57770024,2.20302161,0.48351360,0.00000000,0.00794267,0.12558657,0.01943480,0.43232357
-4.66133067,2.97396041,0.58594781,2.21727557,0.49979679,0.00000000,0.00767751,0.12785600,0.02029766,0.43563164
-4.65532766,3.00563386,0.59461100,2.23619637,0.51680636,0.00000000,0.00739872,0.13029419,0.02118515,0.43936098
-4.64932466,3.04257765,0.60362688,2.25967168,0.53440429,0.00000000,0.00710781,0.13289351,0.02209583,0.44348396
-4.64332166,3.08442537,0.61290304,2.28744142,0.55241226,0.00000000,0.00680689,0.13563585,0.02302657,0.44794939
