energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-0.02101051,1.39259293,0.89489475,0.07960706,0.05009079,0.09441166,0.76978501,0.38366111,0.09773994,0.61714529
-0.01500750,1.41567021,0.89682422,0.08209937,0.04836141,0.09994591,0.79256250,0.38636250,0.09908570,0.63169492
-0.00900450,1.43243724,0.89436343,0.08423541,0.04641986,0.10512902,0.81196286,0.38735080,0.09996753,0.64338357
-0.00300150,1.44253150,0.88755282,0.08597168,0.04430114,0.10986574,0.82763952,0.38658264,0.10036958,0.65196424
0.00300150,1.44571450,0.87652055,0.08727107,0.04204595,0.11406618,0.83930993,0.38405082,0.10028272,0.65724571
0.00900450,1.44187687,0.86147783,0.08810391,0.03969932,0.11764869,0.84676473,0.37978350,0.09970461,0.65909749
0.01500750,1.43104138,0.84271277,0.08844877,0.03730923,0.12054254,0.84987552,0.37384293,0.09863986,0.65745366
0.02101051,1.41336352,0.82058292,0.08829315,0.03492520,0.12269043,0.84860101,0.36632363,0.09709990,0.65231531
0.02701351,1.38912971,0.79550675,0.08763400,0.03259703,0.12405062,0.84299108,0.35735019,0.09510291,0.64375139
0.03301651,1.35875257,0.76795423,0.08647790,0.03037363,0.12459862,0.83318843,0.34707453,0.09267358,0.63189782
0.03901951,1.32276355,0.73843665,0.08484103,0.02830194,0.12432840,0.81942753,0.33567283,0.08984271,0.61695493
0.04502251,1.28180250,0.70749593,0.08274886,0.02642611,0.12325292,0.80203078,0.32334190,0.08664680,0.59918292
0.05102551,1.23660452,0.67569350,0.08023556,0.02478669,0.12140411,0.78140181,0.31029531,0.08312740,0.57889576
0.05702851,1.18798422,0.64359895,0.07734313,0.02342003,0.11883223,0.75801600,0.29675902,0.07933048,0.55645340
0.06303152,1.13681759,0.61177848,0.07412029,0.02235780,0.11560461,0.73240845,0.28296681,0.07530557,0.53225262
0.06903452,1.08402207,0.58078355,0.07062123,0.02162657,0.11180389,0.70515976,0.26915547,0.07110492,0.50671684
0.07503752,1.03053523,0.55113963,0.06690414,0.02124751,0.10752583,0.67688000,0.25555981,0.06678254,0.48028511
0.08104052,0.97729285,0.52333539,0.06302970,0.02123615,0.10287668,0.64819160,0.24240773,0.06239321,0.45340081
0.08704352,0.92520687,0.49781255,0.05905948,0.02160210,0.09797051,0.61971154,0.22991532,0.05799153,0.42650035
0.09304652,0.87514415,0.47495651,0.05505445,0.02234889,0.09292623,0.59203374,0.21828229,0.05363093,0.40000235
0.09904952,0.82790658,0.45508809,0.05107354,0.02347381,0.08786472,0.56571209,0.20768766,0.04936277,0.37429766
0.10505253,0.78421339,0.43845660,0.04717227,0.02496776,0.08290608,0.54124500,0.19828610,0.04523556,0.34974061
0.11105553,0.74468607,0.42523441,0.04340172,0.02681513,0.07816702,0.51906187,0.19020477,0.04129419,0.32664168
0.11705853,0.70983653,0.41551332,0.03980756,0.02899376,0.07375859,0.49951208,0.18354099,0.03757940,0.30526204
0.12306153,0.68005876,0.40930284,0.03642941,0.03147500,0.06978413,0.48285688,0.17836070,0.03412725,0.28580986
0.12906453,0.65562436,0.40653064,0.03330041,0.03422387,0.06633764,0.46926451,0.17469778,0.03096885,0.26843867
0.13506753,0.63668184,0.40704506,0.03044707,0.03719927,0.06350249,0.45880859,0.17255429,0.02813013,0.25324765
0.14107054,0.62325962,0.41061991,0.02788931,0.04035453,0.06135035,0.45146990,0.17190160,0.02563174,0.24028377
0.14707354,0.61527257,0.41696133,0.02564071,0.04363797,0.05994055,0.44714138,0.17268231,0.02348912,0.22954568
0.15307654,0.61253164,0.42571671,0.02370897,0.04699374,0.05931955,0.44563601,0.17481297,0.02171250,0.22098893
0.15907954,0.61475611,0.43648526,0.02209643,0.05036281,0.05952066,0.44669735,0.17818747,0.02030713,0.21453254
0.16508254,0.62158777,0.44883015,0.02080080,0.05368418,0.06056390,0.45001209,0.18268084,0.01927342,0.21006625
0.17108554,0.63260664,0.46229163,0.01981584,0.05689621,0.06245595,0.45522415,0.18815355,0.01860717,0.20745831
0.17708854,0.64734721,0.47640091,0.01913207,0.05993805,0.06519021,0.46194973,0.19445591,0.01829979,0.20656340
0.18309155,0.66531490,0.49069404,0.01873756,0.06275115,0.06874684,0.46979259,0.20143252,0.01833848,0.20723031
0.18909455,0.68600187,0.50472566,0.01861853,0.06528082,0.07309298,0.47835902,0.20892664,0.01870652,0.20930900
0.19509755,0.70890178,0.51808179,0.01875998,0.06747767,0.07818296,0.48727184,0.21678420,0.01938346,0.21265683
0.20110055,0.73352297,0.53039146,0.01914620,0.06929898,0.08395878,0.49618300,0.22485754,0.02034543,0.21714370
0.20710355,0.75939983,0.54133658,0.01976121,0.07070988,0.09035063,0.50478412,0.23300851,0.02156538,0.22265576
0.21310655,0.78610202,0.55065994,0.02058905,0.07168430,0.09727778,0.51281492,0.24111115,0.02301349,0.22909786
0.21910955,0.81324167,0.55817091,0.02161407,0.07220569,0.10464973,0.52006908,0.24905369,0.02465761,0.23639441
0.22511256,0.84047844,0.56374884,0.02282107,0.07226733,0.11236777,0.52639751,0.25674002,0.02646381,0.24448882
0.23111556,0.86752268,0.56734412,0.02419542,0.07187247,0.12032691,0.53170919,0.26409060,0.02839700,0.25334170
0.23711856,0.89413707,0.56897697,0.02572312,0.07103403,0.12841833,0.53596953,0.27104290,0.03042176,0.26292780
0.24312156,0.92013693,0.56873427,0.02739090,0.06977403,0.13653219,0.53919670,0.27755144,0.03250321,0.27323212
0.24912456,0.94538971,0.56676458,0.02918624,0.06812279,0.14456092,0.54145625,0.28358756,0.03460799,0.28424544
0.25512756,0.96981405,0.56327181,0.03109750,0.06611784,0.15240288,0.54285443,0.28913902,0.03670536,0.29595950
0.26113057,0.99337865,0.55850787,0.03311402,0.06380268,0.15996619,0.54353079,0.29420946,0.03876833,0.30836237
0.26713357,1.01610153,0.55276483,0.03522633,0.06122538,0.16717277,0.54365038,0.29881794,0.04077476,0.32143411
0.27313657,1.03804958,0.54636679,0.03742639,0.05843719,0.17396233,0.54339619,0.30299847,0.04270848,0.33514326
0.27913957,1.05933876,0.53966196,0.03970790,0.05549108,0.18029618,0.54296221,0.30679971,0.04456023,0.34944439
0.28514257,1.08013483,0.53301516,0.04206663,0.05244031,0.18616061,0.54254735,0.31028470,0.04632848,0.36427671
0.29114557,1.10065436,0.52680100,0.04450083,0.04933721,0.19156972,0.54235057,0.31353070,0.04802003,0.37956426
0.29714857,1.12116598,0.52139771,0.04701163,0.04623197,0.19656751,0.54256732,0.31662903,0.04965029,0.39521729
0.30315158,1.14199119,0.51718179,0.04960337,0.04317164,0.20122897,0.54338729,0.31968476,0.05124330,0.41113519
0.30915458,1.16350454,0.51452327,0.05228397,0.04019935,0.20566017,0.54499340,0.32281624,0.05283132,0.42721042
0.31515758,1.18613235,0.51378157,0.05506513,0.03735363,0.20999711,0.54756180,0.32615428,0.05445415,0.44333356
0.32116058,1.21034976,0.51530155,0.05796239,0.03466800,0.21440335,0.55126261,0.32984084,0.05615795,0.45939887
0.32716358,1.23667536,0.51940971,0.06099509,0.03217066,0.21906642,0.55626116,0.33402715,0.05799382,0.47531021
0.33316658,1.26566310,0.52641024,0.06418608,0.02988439,0.22419300,0.56271913,0.33887120,0.06001599,0.49098675
0.33916958,1.29789129,0.53658065,0.06756118,0.02782655,0.23000296,0.57079558,0.34453442,0.06227979,0.50636815
0.34517259,1.33394846,0.55016692,0.07114848,0.02600920,0.23672253,0.58064718,0.35117770,0.06483940,0.52141878
0.35117559,1.37441627,0.56737807,0.07497730,0.02443936,0.24457661,0.59242767,0.35895675,0.06774553,0.53613068
0.35717859,1.41984981,0.58838010,0.07907703,0.02311928,0.25378066,0.60628622,0.36801678,0.07104308,0.55052496
0.36318159,1.47075579,0.61328955,0.08347570,0.02204682,0.26453229,0.62236470,0.37848682,0.07476891,0.56465149
0.36918459,1.52756952,0.64216676,0.08819848,0.02121586,0.27700294,0.64079381,0.39047390,0.07894979,0.57858685
0.37518759,1.59063147,0.67500923,0.09326600,0.02061672,0.29132995,0.66168837,0.40405711,0.08360069,0.59243060
0.38119060,1.66016470,0.71174550,0.09869275,0.02023667,0.30760935,0.68514189,0.41928220,0.08872344,0.60630003
0.38719360,1.73625422,0.75222982,0.10448554,0.02006041,0.32588958,0.71122080,0.43615663,0.09430587,0.62032379
0.39319660,1.81882954,0.79623826,0.11064211,0.02007061,0.34616653,0.73995882,0.45464572,0.10032143,0.63463462
0.39919960,1.90765159,0.84346660,0.11714996,0.02024840,0.36838013,0.77135171,0.47466994,0.10672943,0.64936180
0.40520260,2.00230496,0.89353040,0.12398560,0.02057395,0.39241257,0.80535303,0.49610372,0.11347580,0.66462369
0.41120560,2.10219630,0.94596758,0.13111413,0.02102697,0.41808837,0.84187113,0.51877588,0.12049433,0.68052091
0.41720860,2.20655944,1.00024366,0.13848930,0.02158728,0.44517637,0.88076774,0.54247184,0.12770850,0.69713059
0.42321161,2.31446742,1.05575985,0.14605406,0.02223527,0.47339349,0.92185838,0.56693766,0.13503359,0.71450207
0.42921461,2.42485120,1.11186370,0.15374162,0.02295244,0.50241041,0.96491460,0.59188572,0.14237920,0.73265437
0.43521761,2.53652478,1.16786227,0.16147690,0.02372176,0.53185875,1.00966816,0.61700201,0.14965187,0.75157559
0.44122061,2.64821558,1.22303739,0.16917852,0.02452808,0.56133964,1.05581689,0.64195473,0.15675783,0.77122429
0.44722361,2.75859913,1.27666240,0.17676102,0.02535843,0.59043348,1.10303188,0.66640381,0.16360567,0.79153284
0.45322661,2.86633656,1.32801989,0.18413742,0.02620219,0.61871039,1.15096593,0.69001105,0.17010876,0.81241240
0.45922961,2.97011331,1.37641974,0.19122188,0.02705125,0.64574104,1.19926241,0.71245039,0.17618748,0.83375938
0.46523262,3.06867733,1.42121663,0.19793232,0.02790001,0.67110759,1.24756438,0.73341785,0.18177093,0.85546278
0.47123562,3.16087520,1.46182649,0.20419305,0.02874529,0.69441420,1.29552336,0.75264077,0.18679829,0.87741210
0.47723862,3.24568445,1.49774108,0.20993707,0.02958617,0.71529686,1.34280728,0.76988578,0.19121962,0.89950517
0.48324162,3.32224076,1.52854020,0.21510803,0.03042373,0.73343220,1.38910718,0.78496537,0.19499611,0.92165541
0.48924462,3.38985899,1.55390105,0.21966180,0.03126069,0.74854499,1.43414250,0.79774256,0.19809998,0.94379805
0.49524762,3.44804709,1.57360432,0.22356751,0.03210106,0.76041414,1.47766452,0.80813363,0.20051374,0.96589480
0.50125063,3.49651261,1.58753701,0.22680805,0.03294969,0.76887705,1.51945813,0.81610879,0.20222935,0.98793664
0.50725363,3.53516162,1.59569167,0.22937998,0.03381183,0.77383228,1.55934158,0.82169073,0.20324685,1.00994450
0.51325663,3.56409047,1.59816246,0.23129293,0.03469266,0.77524043,1.59716474,0.82495130,0.20357307,1.03196762
0.51925963,3.58357089,1.59513806,0.23256852,0.03559686,0.77312348,1.63280573,0.82600644,0.20322020,1.05407966
0.52526263,3.59402950,1.58689191,0.23323882,0.03652826,0.76756249,1.66616644,0.82500958,0.20220440,1.07637260
0.53126563,3.59602271,1.57377023,0.23334446,0.03748940,0.75869402,1.69716710,0.82214406,0.20054466,1.09894882
0.53726863,3.59020837,1.55617834,0.23293255,0.03848130,0.74670528,1.72574046,0.81761470,0.19826187,1.12191155
0.54327164,3.57731556,1.53456583,0.23205440,0.03950318,0.73182846,1.75182575,0.81163909,0.19537816,1.14535428
0.54927464,3.55811371,1.50941122,0.23076330,0.04055232,0.71433418,1.77536290,0.80443886,0.19191655,1.16934963
0.55527764,3.53338252,1.48120671,0.22911231,0.04162390,0.69452454,1.79628729,0.79623139,0.18790098,1.19393824
0.56128064,3.50388369,1.45044343,0.22715223,0.04271097,0.67272579,1.81452525,0.78722222,0.18335654,1.21911836
0.56728364,3.47033544,1.41759786,0.22492991,0.04380451,0.64928089,1.82999070,0.77759847,0.17830993,1.24483663
0.57328664,3.43339079,1.38311970,0.22248672,0.04489341,0.62454215,1.84258284,0.76752335,0.17279009,1.27098067
0.57928964,3.39361993,1.34742164,0.21985752,0.04596467,0.59886400,1.85218522,0.75713215,0.16682886,1.29737397
0.58529265,3.35149725,1.31087117,0.21706992,0.04700356,0.57259612,1.85866611,0.74652948,0.16046165,1.32377346
0.59129565,3.30739310,1.27378476,0.21414397,0.04799381,0.54607693,1.86188014,0.73578804,0.15372792,1.34986993
0.59729865,3.26157028,1.23642432,0.21109215,0.04891797,0.51962762,1.86167134,0.72494865,0.14667159,1.37529161
0.60330165,3.21418508,1.19899602,0.20791979,0.04975770,0.49354667,1.85787729,0.71402166,0.13934107,1.39961077
0.60930465,3.16529256,1.16165137,0.20462575,0.05049414,0.46810513,1.85033428,0.70298939,0.13178913,1.42235323
0.61530765,3.11485551,1.12449036,0.20120327,0.05110839,0.44354249,1.83888350,0.69180963,0.12407240,1.44301047
0.62131066,3.06275673,1.08756642,0.19764115,0.05158194,0.42006336,1.82337774,0.68041984,0.11625062,1.46105387
0.62731366,3.00881387,1.05089292,0.19392499,0.05189719,0.39783495,1.80368872,0.66874199,0.10838567,1.47595065
0.63331666,2.95279619,1.01445082,0.19003847,0.05203797,0.37698543,1.77971446,0.65668770,0.10054035,1.48718075
0.63931966,2.89444268,0.97819718,0.18596471,0.05199006,0.35760320,1.75138669,0.64416359,0.09277706,1.49425402
0.64532266,2.83348071,0.94207400,0.18168757,0.05174169,0.33973708,1.71867777,0.63107658,0.08515644,1.49672706
0.65132566,2.76964464,0.90601720,0.17719285,0.05128404,0.32339747,1.68160705,0.61733898,0.07773602,1.49421888
0.65732866,2.70269374,0.86996516,0.17246938,0.05061164,0.30855843,1.64024616,0.60287316,0.07056895,1.48642491
0.66333167,2.63242889,0.83386664,0.16750994,0.04972268,0.29516073,1.59472311,0.58761580,0.06370292,1.47312865
0.66933467,2.55870739,0.79768773,0.16231201,0.04861929,0.28311567,1.54522496,0.57152138,0.05717929,1.45421051
0.67533767,2.48145574,0.76141766,0.15687830,0.04730763,0.27230969,1.49199871,0.55456515,0.05103244,1.42965361
0.68134067,2.40067978,0.72507322,0.15121707,0.04579786,0.26260968,1.43535059,0.53674514,0.04528949,1.39954625
0.68734367,2.31647211,0.68870183,0.14534227,0.04410404,0.25386868,1.37564342,0.51808356,0.03997022,1.36408102
0.69334667,2.22901669,0.65238317,0.13927345,0.04224379,0.24593195,1.31329220,0.49862736,0.03508729,1.32355066
0.69934967,2.13859050,0.61622947,0.13303553,0.04023792,0.23864321,1.24875812,0.47844807,0.03064678,1.27834099
0.70535268,2.04556241,0.58038457,0.12665831,0.03810991,0.23185079,1.18254096,0.45764096,0.02664886,1.22892107
0.71135568,1.95038939,0.54502195,0.12017596,0.03588526,0.22541345,1.11517044,0.43632360,0.02308869,1.17583129
0.71735868,1.85361045,0.51034186,0.11362633,0.03359084,0.21920590,1.04719657,0.41463389,0.01995744,1.11966971
0.72336168,1.75583833,0.47656788,0.10705019,0.03125415,0.21312351,0.97917951,0.39272773,0.01724338,1.06107729
0.72936468,1.65774958,0.44394302,0.10049039,0.02890261,0.20708638,0.91167925,0.37077628,0.01493301,1.00072265
0.73536768,1.56007326,0.41272561,0.09399106,0.02656288,0.20104235,0.84524550,0.34896306,0.01301214,0.93928674
0.74137069,1.46357852,0.38318514,0.08759677,0.02426016,0.19496906,0.78040815,0.32748085,0.01146691,0.87744813
0.74737369,1.36906163,0.35559814,0.08135170,0.02201767,0.18887490,0.71766853,0.30652859,0.01028470,0.81586921
0.75337669,1.27733255,0.33024424,0.07529886,0.01985613,0.18279879,0.65749175,0.28630813,0.00945488,0.75518376
0.75937969,1.18920141,0.30740225,0.06947944,0.01779344,0.17680893,0.60030036,0.26702116,0.00896941,0.69598607
0.76538269,1.10546502,0.28734644,0.06393210,0.01584441,0.17100037,0.54646927,0.24886607,0.00882317,0.63882189
0.77138569,1.02689360,0.27034276,0.05869244,0.01402064,0.16549166,0.49632203,0.23203487,0.00901418,0.58418125
0.77738869,0.95421786,0.25664495,0.05379248,0.01233051,0.16042057,0.45012850,0.21671018,0.00954348,0.53249312
0.78339170,0.88811634,0.24649034,0.04926026,0.01077928,0.15593906,0.40810360,0.20306226,0.01041488,0.48412190
0.78939470,0.82920320,0.24009538,0.04511948,0.00936924,0.15220756,0.37040718,0.19124597,0.01163440,0.43936547
0.79539770,0.77801642,0.23765047,0.04138920,0.00810005,0.14938891,0.33714461,0.18139781,0.01320956,0.39845485
0.80140070,0.73500636,0.23931437,0.03808363,0.00696896,0.14764188,0.30836819,0.17363293,0.01514849,0.36155502
0.80740370,0.70052497,0.24520795,0.03521195,0.00597124,0.14711471,0.28407882,0.16804213,0.01745876,0.32876680
0.81340670,0.67481550,0.25540741,0.03277814,0.00510048,0.14793863,0.26422807,0.16468891,0.02014624,0.30012956
0.81940970,0.65800314,0.26993713,0.03078096,0.00434904,0.15022173,0.24872038,0.16360668,0.02321374,0.27562461
0.82541271,0.65008677,0.28876245,0.02921388,0.00370833,0.15404330,0.23741531,0.16479609,0.02665972,0.25517899
0.83141571,0.65093207,0.31178257,0.02806509,0.00316922,0.15944884,0.23012991,0.16822273,0.03047694,0.23866966
0.83741871,0.66026662,0.33882415,0.02731759,0.00272227,0.16644590,0.22664106,0.17381526,0.03465127,0.22592789
0.84342171,0.67767722,0.36963591,0.02694933,0.00235804,0.17500100,0.22668813,0.18146413,0.03916065,0.21674395
0.84942471,0.70261012,0.40388490,0.02693344,0.00206731,0.18503775,0.22997579,0.19102114,0.04397424,0.21087192
0.85542771,0.73437442,0.44115468,0.02723850,0.00184125,0.19643627,0.23617734,0.20229985,0.04905189,0.20803473
0.86143072,0.77214931,0.48094619,0.02782899,0.00167158,0.20903411,0.24493864,0.21507708,0.05434400,0.20792941
0.86743372,0.81499522,0.52268141,0.02866579,0.00155066,0.22262864,0.25588268,0.22909569,0.05979169,0.21023269
0.87343672,0.86186926,0.56571015,0.02970678,0.00147161,0.23698098,0.26861515,0.24406844,0.06532751,0.21460678
0.87943972,0.91164485,0.60932025,0.03090759,0.00142834,0.25182146,0.28273082,0.25968337,0.07087650,0.22070549
0.88544272,0.96313535,0.65275087,0.03222246,0.00141560,0.26685638,0.29782088,0.27561014,0.07635775,0.22818063
0.89144572,1.01512128,0.69520891,0.03360512,0.00142898,0.28177609,0.31348119,0.29150774,0.08168629,0.23668852
0.89744872,1.06638039,0.73588791,0.03500979,0.00146499,0.29626398,0.32932111,0.30703290,0.08677543,0.24589666
0.90345173,1.11571973,0.77398901,0.03639226,0.00152099,0.31000621,0.34497295,0.32184934,0.09153927,0.25549028
0.90945473,1.16200867,0.80874308,0.03771088,0.00159522,0.32270178,0.36010145,0.33563722,0.09589545,0.26517859
0.91545773,1.20421143,0.83943325,0.03892760,0.00168678,0.33407255,0.37441313,0.34810265,0.09976793,0.27470064
0.92146073,1.24141801,0.86541677,0.04000890,0.00179563,0.34387285,0.38766495,0.35898678,0.10308971,0.28383041
0.92746373,1.27287203,0.88614528,0.04092667,0.00192252,0.35189822,0.39967197,0.36807400,0.10580538,0.29238093
0.93346673,1.29799412,0.90118259,0.04165883,0.00206899,0.35799295,0.41031348,0.37519900,0.10787334,0.30020733
0.93946973,1.31639987,0.91021896,0.04218989,0.00223727,0.36205603,0.41953724,0.38025222,0.10926763,0.30720848
0.94547274,1.32791121,0.91308127,0.04251123,0.00243021,0.36404516,0.42736150,0.38318349,0.10997917,0.31332725
0.95147574,1.33256062,0.90973860,0.04262115,0.00265118,0.36397876,0.43387453,0.38400355,0.11001653,0.31854920
0.95747874,1.33058782,0.90030273,0.04252476,0.00290395,0.36193573,0.43923157,0.38278342,0.10940590,0.32289983
0.96348174,1.32242886,0.88502369,0.04223350,0.00319252,0.35805294,0.44364899,0.37965159,0.10819058,0.32644032
0.96948474,1.30869808,0.86428047,0.04176459,0.00352093,0.35252058,0.44739608,0.37478907,0.10642967,0.32926216
0.97548774,1.29016349,0.83856729,0.04114021,0.00389309,0.34557555,0.45078432,0.36842253,0.10419630,0.33148065
0.98149075,1.26771676,0.80847610,0.04038648,0.00431255,0.33749304,0.45415476,0.36081581,0.10157521,0.33322777
0.98749375,1.24233892,0.77467614,0.03953242,0.00478225,0.32857682,0.45786384,0.35226016,0.09865999,0.33464464
0.99349675,1.21506332,0.73789148,0.03860878,0.00530428,0.31914843,0.46226817,0.34306357,0.09555002,0.33587395
0.99949975,1.18693742,0.69887747,0.03764682,0.00587968,0.30953593,0.46770899,0.33353978,0.09234709,0.33705272
1.00550275,1.15898492,0.65839725,0.03667721,0.00650819,0.30006244,0.47449673,0.32399723,0.08915214,0.33830570
1.01150575,1.13216978,0.61719912,0.03572892,0.00718808,0.29103510,0.48289659,0.31472853,0.08606195,0.33973981
1.01750875,1.10736363,0.57599577,0.03482824,0.00791595,0.28273473,0.49311545,0.30600085,0.08316606,0.34143960
1.02351176,1.08531754,0.53544603,0.03399800,0.00868669,0.27540670,0.50529094,0.29804751,0.08054403,0.34346416
1.02951476,1.06663933,0.49613968,0.03325690,0.00949336,0.26925317,0.51948285,0.29106108,0.07826305,0.34584541
1.03551776,1.05177686,0.45858575,0.03261909,0.01032728,0.26442711,0.53566759,0.28518825,0.07637608,0.34858772
1.04152076,1.04100792,0.42320446,0.03209391,0.01117807,0.26102812,0.55373560,0.28052652,0.07492046,0.35166893
1.04752376,1.03443647,0.39032284,0.03168582,0.01203385,0.25910029,0.57349209,0.27712278,0.07391716,0.35504241
1.05352676,1.03199537,0.36017378,0.03139455,0.01288144,0.25863194,0.59466095,0.27497370,0.07337049,0.35864018
1.05952976,1.03345496,0.33289836,0.03121539,0.01370674,0.25955737,0.61689176,0.27402787,0.07326848,0.36237662
1.06553277,1.03843677,0.30855085,0.03113958,0.01449503,0.26176031,0.63976954,0.27418953,0.07358368,0.36615265
1.07153577,1.04643183,0.28710615,0.03115492,0.01523143,0.26507905,0.66282702,0.27532354,0.07427448,0.36986007
1.07753877,1.05682241,0.26846886,0.03124632,0.01590134,0.26931288,0.68555872,0.27726153,0.07528687,0.37338580
1.08354177,1.06890633,0.25248373,0.03139649,0.01649089,0.27422966,0.70743653,0.27980877,0.07655647,0.37661582
1.08954477,1.08192283,0.23894678,0.03158663,0.01698741,0.27957416,0.72792605,0.28275165,0.07801089,0.37943869
1.09554777,1.09507906,0.22761666,0.03179711,0.01737989,0.28507696,0.74650310,0.28586531,0.07957224,0.38174840
1.10155078,1.10757629,0.21822589,0.03200809,0.01765929,0.29046348,0.76266985,0.28892131,0.08115971,0.38344672
1.10755378,1.11863495,0.21049164,0.03220014,0.01781893,0.29546289,0.77596994,0.29169503,0.08269221,0.38444482
1.11355678,1.12751785,0.20412559,0.03235477,0.01785469,0.29981665,0.78600201,0.29397253,0.08409090,0.38466436
1.11955978,1.13355106,0.19884297,0.03245487,0.01776517,0.30328631,0.79243138,0.29555681,0.08528154,0.38403812
1.12556278,1.13614170,0.19437034,0.03248510,0.01755174,0.30566047,0.79499923,0.29627319,0.08619671,0.38251019
1.13156578,1.13479267,0.19045225,0.03243220,0.01721850,0.30676058,0.79352931,0.29597376,0.08677763,0.38003600
1.13756878,1.12911374,0.18685658,0.03228524,0.01677211,0.30644553,0.78793187,0.29454083,0.08697575,0.37658213
1.14357179,1.11882916,0.18337875,0.03203569,0.01622160,0.30461479,0.77820473,0.29188927,0.08675386,0.37212620
1.14957479,1.10378156,0.17984471,0.03167761,0.01557799,0.30121028,0.76443172,0.28796783,0.08608693,0.36665680
1.15557779,1.08393250,0.17611286,0.03120761,0.01485400,0.29621672,0.74677856,0.28275933,0.08496242,0.36017357
1.16158079,1.05935961,0.17207494,0.03062481,0.01406359,0.28966061,0.72548646,0.27627995,0.08338024,0.35268743
1.16758379,1.03025087,0.16765611,0.02993082,0.01322153,0.28160807,0.70086376,0.26857751,0.08135232,0.34422097
1.17358679,0.99689614,0.16281423,0.02912958,0.01234298,0.27216141,0.67327606,0.25972902,0.07890183,0.33480899
1.17958979,0.95967654,0.15753850,0.02822722,0.01144305,0.26145484,0.64313526,0.24983751,0.07606206,0.32449901
1.18559280,0.91905208,0.15184764,0.02723188,0.01053645,0.24964945,0.61088786,0.23902837,0.07287507,0.31335182
1.19159580,0.87554805,0.14578768,0.02615352,0.00963713,0.23692767,0.57700318,0.22744521,0.06939015,0.30144184
1.19759880,0.82974060,0.13942953,0.02500367,0.00875800,0.22348741,0.54196167,0.21524568,0.06566207,0.28885735
1.20360180,0.78224220,0.13286641,0.02379523,0.00791075,0.20953623,0.50624393,0.20259700,0.06174945,0.27570032
1.20960480,0.73368726,0.12621131,0.02254220,0.00710569,0.19528566,0.47032057,0.18967181,0.05771293,0.26208603
1.21560780,0.68471851,0.11959447,0.02125946,0.00635170,0.18094589,0.43464338,0.17664405,0.05361359,0.24814220
1.22161081,0.63597438,0.11316116,0.01996250,0.00565622,0.16672106,0.39963780,0.16368529,0.04951137,0.23400779
1.22761381,0.58807791,0.10706952,0.01866722,0.00502533,0.15280513,0.36569702,0.15096147,0.04546376,0.21983150
1.23361681,0.54162720,0.10148877,0.01738966,0.00446381,0.13937866,0.33317759,0.13863013,0.04152468,0.20576984
1.23961981,0.49718768,0.09659763,0.01614583,0.00397534,0.12660626,0.30239663,0.12683822,0.03774355,0.19198506
1.24562281,0.45528623,0.09258297,0.01495153,0.00356260,0.11463500,0.27363043,0.11572039,0.03416467,0.17864291
1.25162581,0.41640710,0.08963868,0.01382216,0.00322751,0.10359348,0.24711443,0.10539797,0.03082678,0.16591024
1.25762881,0.38098947,0.08796454,0.01277261,0.00297135,0.09359171,0.22304430,0.09597826,0.02776291,0.15395271
1.26363182,0.34942649,0.08776515,0.01181716,0.00279494,0.08472153,0.20157786,0.08755439,0.02500038,0.14293251
1.26963482,0.32206550,0.08924878,0.01096936,0.00269874,0.07705755,0.18283766,0.08020554,0.02256101,0.13300626
1.27563782,0.29920916,0.09262586,0.01024202,0.00268299,0.07065837,0.16691394,0.07399730,0.02046139,0.12432307
1.28164082,0.28111710,0.09810718,0.00964713,0.00274774,0.06556814,0.15386772,0.06898237,0.01871335,0.11702277
1.28764382,0.26800775,0.10590166,0.00919585,0.00289285,0.06181800,0.14373374,0.06520119,0.01732435,0.11123441
1.29364682,0.26006014,0.11621345,0.00889848,0.00311798,0.05942763,0.13652318,0.06268270,0.01629801,0.10707493
1.29964982,0.25741530,0.12923860,0.00876443,0.00342252,0.05840651,0.13222588,0.06144491,0.01563452,0.10464790
1.30565283,0.26017710,0.14516092,0.00880220,0.00380545,0.05875507,0.13081206,0.06149543,0.01533105,0.10404250
1.31165583,0.26841243,0.16414751,0.00901930,0.00426525,0.06046545,0.13223337,0.06283180,0.01538208,0.10533249
1.31765883,0.28215061,0.18634361,0.00942222,0.00479971,0.06352203,0.13642347,0.06544174,0.01577970,0.10857527
1.32366183,0.30138218,0.21186727,0.01001633,0.00540578,0.06790164,0.14329796,0.06930315,0.01651376,0.11381093
1.32966483,0.32605714,0.24080382,0.01080574,0.00607940,0.07357353,0.15275403,0.07438417,0.01757206,0.12106134
1.33566783,0.35608283,0.27320045,0.01179320,0.00681541,0.08049919,0.16466969,0.08064308,0.01894038,0.13032921
1.34167084,0.39132180,0.30906116,0.01297991,0.00760734,0.08863199,0.17890305,0.08802829,0.02060259,0.14159720
1.34767384,0.43158989,0.34834228,0.01436536,0.00844746,0.09791692,0.19529161,0.09647846,0.02254068,0.15482716
1.35367684,0.47665486,0.39094895,0.01594719,0.00932667,0.10829028,0.21365185,0.10592279,0.02473487,0.16995941
1.35967984,0.52623593,0.43673266,0.01772097,0.01023463,0.11967960,0.23377930,0.11628151,0.02716370,0.18691230
1.36568284,0.58000431,0.48549019,0.01968009,0.01115978,0.13200377,0.25544922,0.12746676,0.02980424,0.20558197
