energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.45372686,2.33675293,0.01266301,0.18281573,0.62003859,0.99776100,1.13670588,0.00000000,0.53824742,0.25312549
-5.44772386,2.43793735,0.01318616,0.18947143,0.64741212,1.05997264,1.18812318,0.00000000,0.55362664,0.25497080
-5.44172086,2.54495561,0.01366310,0.19676884,0.67634994,1.12465238,1.24228960,0.00000000,0.56961569,0.25745921
-5.43571786,2.65614436,0.01408260,0.20453219,0.70633040,1.19113581,1.29824756,0.00000000,0.58578393,0.26048815
-5.42971486,2.76971490,0.01443426,0.21257690,0.73679183,1.25871115,1.35497209,0.00000000,0.60170114,0.26393827
-5.42371186,2.88380824,0.01470889,0.22071553,0.76715152,1.32663881,1.41140133,0.00000000,0.61695291,0.26767832
-5.41770885,2.99655504,0.01489886,0.22876397,0.79682607,1.39417325,1.46646970,0.00000000,0.63115605,0.27157062
-5.41170585,3.10613799,0.01499834,0.23654770,0.82525209,1.46058621,1.51914230,0.00000000,0.64397307,0.27547694
-5.40570285,3.21085421,0.01500359,0.24390775,0.85190661,1.52519027,1.56844931,0.00000000,0.65512538,0.27926428
-5.39969985,3.30917463,0.01491300,0.25070622,0.87632615,1.58736159,1.61351886,0.00000000,0.66440441,0.28281058
-5.39369685,3.39979770,0.01472727,0.25683107,0.89812362,1.64656074,1.65360703,0.00000000,0.67168020,0.28600992
-5.38769385,3.48169469,0.01444927,0.26219991,0.91700222,1.70235023,1.68812355,0.00000000,0.67690699,0.28877689
-5.38169085,3.55414434,0.01408402,0.26676266,0.93276578,1.75440802,1.71665203,0.00000000,0.68012555,0.29105011
-5.37568784,3.61675485,0.01363849,0.27050287,0.94532486,1.80253583,1.73896380,0.00000000,0.68146205,0.29279456
-5.36968484,3.66947189,0.01312131,0.27343762,0.95469838,1.84666180,1.75502443,0.00000000,0.68112350,0.29400267
-5.36368184,3.71257202,0.01254253,0.27561604,0.96101065,1.88683708,1.76499281,0.00000000,0.67938978,0.29469406
-5.35767884,3.74664148,0.01191322,0.27711633,0.96448382,1.92322638,1.76921248,0.00000000,0.67660276,0.29491403
-5.35167584,3.77254121,0.01124517,0.27804158,0.96542619,1.95609273,1.76819574,0.00000000,0.67315274,0.29473076
-5.34567284,3.79135967,0.01055045,0.27851437,0.96421681,1.98577726,1.76260101,0.00000000,0.66946294,0.29423145
-5.33966983,3.80435547,0.00984109,0.27867059,0.96128712,2.01267481,1.75320455,0.00000000,0.66597252,0.29351748
-5.33366683,3.81289280,0.00912874,0.27865255,0.95710052,2.03720685,1.74086779,0.00000000,0.66311896,0.29269903
-5.32766383,3.81837260,0.00842436,0.27860188,0.95213085,2.05979287,1.72650166,0.00000000,0.66132048,0.29188918
-5.32166083,3.82216294,0.00773793,0.27865247,0.94684072,2.08082211,1.71102961,0.00000000,0.66095922,0.29119797
-5.31565783,3.82553206,0.00707830,0.27892378,0.94166088,2.10062700,1.69535090,0.00000000,0.66236590,0.29072666
-5.30965483,3.82958728,0.00645301,0.27951487,0.93697144,2.11945986,1.68030581,0.00000000,0.66580656,0.29056245
-5.30365183,3.83522278,0.00586820,0.28049946,0.93308587,2.13747423,1.66664430,0.00000000,0.67147186,0.29077391
-5.29764882,3.84307872,0.00532857,0.28192218,0.93023855,2.15471194,1.65499923,0.00000000,0.67946937,0.29140742
-5.29164582,3.85351349,0.00483739,0.28379623,0.92857621,2.17109655,1.64586537,0.00000000,0.68981912,0.29248461
-5.28564282,3.86659021,0.00439658,0.28610257,0.92815374,2.18643368,1.63958486,0.00000000,0.70245245,0.29400107
-5.27963982,3.88207780,0.00400678,0.28879058,0.92893436,2.20041812,1.63633934,0.00000000,0.71721424,0.29592630
-5.27363682,3.89946619,0.00366746,0.29178024,0.93079394,2.21264736,1.63614907,0.00000000,0.73386820,0.29820480
-5.26763382,3.91799455,0.00337710,0.29496558,0.93352920,2.22264080,1.63887851,0.00000000,0.75210511,0.30075836
-5.26163082,3.93669056,0.00313333,0.29821929,0.93686920,2.22986346,1.64424794,0.00000000,0.77155344,0.30348926
-5.25562781,3.95441875,0.00293307,0.30139821,0.94048940,2.23375291,1.65185022,0.00000000,0.79179202,0.30628433
-5.24962481,3.96993478,0.00277271,0.30434945,0.94402760,2.23374801,1.66117175,0.00000000,0.81236408,0.30901953
-5.24362181,3.98194325,0.00264825,0.30691675,0.94710081,2.22931767,1.67161646,0.00000000,0.83279225,0.31156499
-5.23761881,3.98915585,0.00255545,0.30894690,0.94932225,2.21998843,1.68253163,0.00000000,0.85259383,0.31379004
-5.23161581,3.99034720,0.00248995,0.31029574,0.95031777,2.20536912,1.69323447,0.00000000,0.87129581,0.31556825
-5.22561281,3.98440595,0.00244737,0.31083377,0.94974089,2.18517160,1.70303822,0.00000000,0.88844919,0.31678212
-5.21960980,3.97037904,0.00242344,0.31045075,0.94728585,2.15922659,1.71127695,0.00000000,0.90364211,0.31732724
-5.21360680,3.94750747,0.00241405,0.30905952,0.94269835,2.12749390,1.71732799,0.00000000,0.91651129,0.31711589
-5.20760380,3.91525264,0.00241532,0.30659861,0.93578358,2.09006677,1.72063158,0.00000000,0.92675176,0.31607987
-5.20160080,3.87331255,0.00242367,0.30303379,0.92641141,2.04717031,1.72070704,0.00000000,0.93412430,0.31417244
-5.19559780,3.82162806,0.00243586,0.29835848,0.91451879,1.99915449,1.71716529,0.00000000,0.93846073,0.31136954
-5.18959480,3.76037948,0.00244899,0.29259300,0.90010948,1.94648203,1.70971748,0.00000000,0.93966683,0.30767011
-5.18359180,3.68997440,0.00246058,0.28578296,0.88325128,1.88971225,1.69817985,0.00000000,0.93772291,0.30309560
-5.17758879,3.61102793,0.00246852,0.27799676,0.86407123,1.82948171,1.68247484,0.00000000,0.93268217,0.29768876
-5.17158579,3.52433672,0.00247111,0.26932241,0.84274903,1.76648269,1.66262880,0.00000000,0.92466686,0.29151178
-5.16558279,3.43084819,0.00246707,0.25986391,0.81950922,1.70144066,1.63876663,0.00000000,0.91386254,0.28464388
-5.15957979,3.33162656,0.00245548,0.24973733,0.79461234,1.63509177,1.61110365,0.00000000,0.90051058,0.27717847
-5.15357679,3.22781720,0.00243584,0.23906671,0.76834576,1.56816125,1.57993525,0.00000000,0.88489924,0.26921993
-5.14757379,3.12061063,0.00240795,0.22798015,0.74101426,1.50134361,1.54562471,0.00000000,0.86735353,0.26088023
-5.14157079,3.01120746,0.00237197,0.21660603,0.71293090,1.43528530,1.50858971,0.00000000,0.84822428,0.25227547
-5.13556778,2.90078541,0.00232832,0.20506953,0.68440832,1.37057025,1.46928795,0.00000000,0.82787673,0.24352240
-5.12956478,2.79046926,0.00227769,0.19348970,0.65575082,1.30770872,1.42820249,0.00000000,0.80667900,0.23473506
-5.12356178,2.68130445,0.00222094,0.18197692,0.62724725,1.24712940,1.38582705,0.00000000,0.78499081,0.22602167
-5.11755878,2.57423499,0.00215909,0.17063098,0.59916501,1.18917498,1.34265197,0.00000000,0.76315280,0.21748186
-5.11155578,2.47008585,0.00209326,0.15953964,0.57174504,1.13410076,1.29915102,0.00000000,0.74147689,0.20920420
-5.10555278,2.36955016,0.00202461,0.14877780,0.54519803,1.08207626,1.25576961,0.00000000,0.72023794,0.20126423
-5.09954977,2.27318137,0.00195428,0.13840713,0.51970174,1.03318937,1.21291455,0.00000000,0.69966691,0.19372305
-5.09354677,2.18139003,0.00188338,0.12847619,0.49539950,0.98745260,1.17094582,0.00000000,0.67994599,0.18662633
-5.08754377,2.09444533,0.00181291,0.11902088,0.47239972,0.94481110,1.13017039,0.00000000,0.66120563,0.18000398
-5.08154077,2.01248081,0.00174374,0.11006533,0.45077652,0.90515199,1.09083828,0.00000000,0.64352371,0.17387027
-5.07553777,1.93550403,0.00167660,0.10162294,0.43057122,0.86831449,1.05314090,0.00000000,0.62692681,0.16822462
-5.06953477,1.86340963,0.00161203,0.09369769,0.41179470,0.83410058,1.01721161,0.00000000,0.61139349,0.16305268
-5.06353177,1.79599522,0.00155040,0.08628548,0.39443046,0.80228572,0.98312834,0.00000000,0.59685951,0.15832806
-5.05752876,1.73297942,0.00149190,0.07937564,0.37843825,0.77262942,0.95091808,0.00000000,0.58322461,0.15401425
-5.05152576,1.67402137,0.00143653,0.07295230,0.36375812,0.74488521,0.92056299,0.00000000,0.57036064,0.15006690
-5.04552276,1.61874103,0.00138416,0.06699581,0.35031469,0.71880994,0.89200762,0.00000000,0.55812066,0.14643619
-5.03951976,1.56673939,0.00133453,0.06148403,0.33802162,0.69417209,0.86516712,0.00000000,0.54634849,0.14306940
-5.03351676,1.51761792,0.00128728,0.05639346,0.32678590,0.67075897,0.83993572,0.00000000,0.53488842,0.13991326
-5.02751376,1.47099660,0.00124197,0.05170029,0.31651196,0.64838263,0.81619531,0.00000000,0.52359446,0.13691635
-5.02151076,1.42652972,0.00119814,0.04738124,0.30710543,0.62688450,0.79382355,0.00000000,0.51233894,0.13403108
-5.01550775,1.38391909,0.00115534,0.04341418,0.29847641,0.60613847,0.77270123,0.00000000,0.50101976,0.13121554
-5.00950475,1.34292402,0.00111314,0.03977870,0.29054207,0.58605270,0.75271854,0.00000000,0.48956623,0.12843478
-5.00350175,1.30336795,0.00107116,0.03645639,0.28322871,0.56656982,0.73377998,0.00000000,0.47794318,0.12566186
-4.99749875,1.26514131,0.00102911,0.03343102,0.27647298,0.54766589,0.71580779,0.00000000,0.46615302,0.12287830
-4.99149575,1.22820091,0.00098679,0.03068856,0.27022248,0.52934790,0.69874372,0.00000000,0.45423590,0.12007417
-4.98549275,1.19256568,0.00094411,0.02821704,0.26443561,0.51165016,0.68254926,0.00000000,0.44226781,0.11724769
-4.97948974,1.15830924,0.00090108,0.02600637,0.25908073,0.49462965,0.66720426,0.00000000,0.43035683,0.11440451
-4.97348674,1.12554972,0.00085782,0.02404797,0.25413486,0.47836047,0.65270421,0.00000000,0.41863767,0.11155662
-4.96748374,1.09443725,0.00081451,0.02233443,0.24958182,0.46292767,0.63905633,0.00000000,0.40726480,0.10872097
-4.96148074,1.06513983,0.00077144,0.02085900,0.24541006,0.44842068,0.62627481,0.00000000,0.39640451,0.10591791
-4.95547774,1.03782832,0.00072896,0.01961520,0.24161028,0.43492662,0.61437532,0.00000000,0.38622624,0.10316963
-4.94947474,1.01266117,0.00068743,0.01859627,0.23817298,0.42252371,0.60336947,0.00000000,0.37689357,0.10049840
-4.94347174,0.98976969,0.00064724,0.01779478,0.23508604,0.41127507,0.59325912,0.00000000,0.36855541,0.09792507
-4.93746873,0.96924459,0.00060879,0.01720213,0.23233259,0.40122323,0.58403130,0.00000000,0.36133758,0.09546755
-4.93146573,0.95112438,0.00057243,0.01680826,0.22988911,0.39238541,0.57565372,0.00000000,0.35533543,0.09313964
-4.92546273,0.93538620,0.00053847,0.01660128,0.22772402,0.38475003,0.56807132,0.00000000,0.35060753,0.09094999
-4.91945973,0.92193957,0.00050716,0.01656733,0.22579678,0.37827434,0.56120401,0.00000000,0.34717099,0.08890150
-4.91345673,0.91062331,0.00047870,0.01669041,0.22405752,0.37288346,0.55494576,0.00000000,0.34499852,0.08699090
-4.90745373,0.90120592,0.00045318,0.01695240,0.22244728,0.36847092,0.54916521,0.00000000,0.34401727,0.08520879
-4.90145073,0.89338931,0.00043062,0.01733315,0.22089893,0.36490049,0.54370761,0.00000000,0.34410974,0.08353990
-4.89544772,0.88681579,0.00041095,0.01781071,0.21933849,0.36200945,0.53839833,0.00000000,0.34511654,0.08196373
-4.88944472,0.88107814,0.00039405,0.01836165,0.21768716,0.35961309,0.53304754,0.00000000,0.34684097,0.08045539
-4.88344172,0.87573216,0.00037969,0.01896147,0.21586360,0.35751031,0.52745601,0.00000000,0.34905530,0.07898668
-4.87743872,0.87031132,0.00036760,0.01958508,0.21378664,0.35548993,0.52142171,0.00000000,0.35150834,0.07752736
-4.87143572,0.86434276,0.00035747,0.02020745,0.21137811,0.35333777,0.51474699,0.00000000,0.35393419,0.07604640
-4.86543272,0.85736402,0.00034893,0.02080411,0.20856584,0.35084378,0.50724589,0.00000000,0.35606155,0.07451345
-4.85942971,0.84893966,0.00034162,0.02135189,0.20528643,0.34780936,0.49875135,0.00000000,0.35762349,0.07290006
-4.85342671,0.83867718,0.00033515,0.02182947,0.20148793,0.34405411,0.48912192,0.00000000,0.35836695,0.07118099
-4.84742371,0.82624138,0.00032917,0.02221807,0.19713214,0.33942215,0.47824760,0.00000000,0.35806185,0.06933528
-4.84142071,0.81136668,0.00032331,0.02250191,0.19219646,0.33378740,0.46605475,0.00000000,0.35650922,0.06734711
-4.83541771,0.79386676,0.00031729,0.02266872,0.18667523,0.32705777,0.45250950,0.00000000,0.35354808,0.06520653
-4.82941471,0.77364128,0.00031081,0.02271016,0.18058045,0.31917808,0.43761987,0.00000000,0.34906092,0.06290983
-4.82341171,0.75067923,0.00030368,0.02262198,0.17394189,0.31013157,0.42143626,0.00000000,0.34297725,0.06045975
-4.81740870,0.72505905,0.00029571,0.02240426,0.16680665,0.29994000,0.40405037,0.00000000,0.33527550,0.05786536
-4.81140570,0.69694550,0.00028680,0.02206138,0.15923802,0.28866233,0.38559274,0.00000000,0.32598296,0.05514172
-4.80540270,0.66658340,0.00027689,0.02160190,0.15131394,0.27639208,0.36622884,0.00000000,0.31517383,0.05230941
-4.79939970,0.63428889,0.00026599,0.02103835,0.14312489,0.26325362,0.34615414,0.00000000,0.30296575,0.04939372
-4.79339670,0.60043832,0.00025414,0.02038688,0.13477158,0.24939744,0.32558822,0.00000000,0.28951471,0.04642384
-4.78739370,0.56545566,0.00024143,0.01966686,0.12636229,0.23499474,0.30476827,0.00000000,0.27500884,0.04343189
-4.78139070,0.52979881,0.00022798,0.01890034,0.11801013,0.22023156,0.28394236,0.00000000,0.25966134,0.04045194
-4.77538769,0.49394546,0.00021394,0.01811150,0.10983030,0.20530276,0.26336256,0.00000000,0.24370281,0.03751895
-4.76938469,0.45837913,0.00019948,0.01732610,0.10193743,0.19040602,0.24327840,0.00000000,0.22737348,0.03466787
-4.76338169,0.42357593,0.00018478,0.01657079,0.09444305,0.17573615,0.22393071,0.00000000,0.21091547,0.03193264
-4.75737869,0.38999235,0.00017002,0.01587260,0.08745338,0.16147988,0.20554624,0.00000000,0.19456562,0.02934546
-4.75137569,0.35805467,0.00015538,0.01525828,0.08106728,0.14781139,0.18833290,0.00000000,0.17854889,0.02693607
-4.74537269,0.32814994,0.00014103,0.01475376,0.07537464,0.13488844,0.17247605,0.00000000,0.16307277,0.02473117
-4.73936968,0.30061896,0.00012712,0.01438365,0.07045496,0.12284953,0.15813555,0.00000000,0.14832266,0.02275397
-4.73336668,0.27575108,0.00011379,0.01417070,0.06637633,0.11181170,0.14544380,0.00000000,0.13445832,0.02102392
-4.72736368,0.25378085,0.00010114,0.01413541,0.06319459,0.10186932,0.13450453,0.00000000,0.12161161,0.01955650
-4.72136068,0.23488634,0.00008926,0.01429560,0.06095277,0.09309353,0.12539238,0.00000000,0.10988513,0.01836308
-4.71535768,0.21918896,0.00007822,0.01466607,0.05968074,0.08553240,0.11815308,0.00000000,0.09935201,0.01745099
-4.70935468,0.20675458,0.00006806,0.01525828,0.05939501,0.07921164,0.11280410,0.00000000,0.09005651,0.01682353
-4.70335168,0.19759559,0.00005880,0.01608011,0.06009864,0.07413577,0.10933577,0.00000000,0.08201545,0.01648010
-4.69734867,0.19167376,0.00005044,0.01713558,0.06178127,0.07028959,0.10771262,0.00000000,0.07522019,0.01641635
-4.69134567,0.18890365,0.00004296,0.01842471,0.06441921,0.06763996,0.10787490,0.00000000,0.06963906,0.01662436
-4.68534267,0.18915638,0.00003632,0.01994338,0.06797566,0.06613760,0.10974028,0.00000000,0.06522012,0.01709283
-4.67933967,0.19226357,0.00003049,0.02168324,0.07240099,0.06571901,0.11320558,0.00000000,0.06189410,0.01780729
-4.67333667,0.19802141,0.00002542,0.02363171,0.07763308,0.06630837,0.11814851,0.00000000,0.05957736,0.01875027
-4.66733367,0.20619477,0.00002103,0.02577199,0.08359788,0.06781935,0.12442960,0.00000000,0.05817488,0.01990158
-4.66133067,0.21652126,0.00001728,0.02808324,0.09021003,0.07015689,0.13189401,0.00000000,0.05758306,0.02123852
-4.65532766,0.22871536,0.00001410,0.03054070,0.09737369,0.07321884,0.14037356,0.00000000,0.05769250,0.02273607
-4.64932466,0.24247258,0.00001142,0.03311606,0.10498357,0.07689759,0.14968881,0.00000000,0.05839048,0.02436727
-4.64332166,0.25747360,0.00000918,0.03577779,0.11292619,0.08108149,0.15965127,0.00000000,0.05956329,0.02610341
