energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.63381691,4.74668985,0.00922741,1.39890043,0.30975991,0.20745226,1.89027663,2.43534178,0.02452808,0.70396530
-5.62781391,4.73247755,0.00907084,1.38888662,0.32051330,0.21032691,1.96489905,2.39969610,0.02361108,0.71560510
-5.62181091,4.75518939,0.00894925,1.38955096,0.33487053,0.21495985,2.06006322,2.38097374,0.02289625,0.73390627
-5.61580790,4.81740295,0.00886187,1.40175617,0.35286111,0.22148845,2.17656260,2.38072008,0.02240297,0.75909663
-5.60980490,4.92078249,0.00880717,1.42606512,0.37446097,0.23002683,2.31475789,2.39997434,0.02214968,0.79130038
-5.60380190,5.06602074,0.00878295,1.46272109,0.39959085,0.24066316,2.47454264,2.43923747,0.02215376,0.83053300
-5.59779890,5.25280826,0.00878638,1.51163757,0.42811595,0.25345728,2.65532156,2.49845608,0.02243143,0.87669858
-5.59179590,5.47983157,0.00881415,1.57239777,0.45984700,0.26843873,2.85600299,2.57702301,0.02299755,0.92958979
-5.58579290,5.74480038,0.00886260,1.64426414,0.49454271,0.28560535,3.07500638,2.67379450,0.02386531,0.98889041
-5.57978989,6.04450342,0.00892784,1.72619769,0.53191346,0.30492231,3.31028564,2.78712354,0.02504602,1.05418046
-5.57378689,6.37489175,0.00900588,1.81688654,0.57162627,0.32632181,3.55936820,2.91490866,0.02654872,1.12494389
-5.56778389,6.73118732,0.00909284,1.91478317,0.61331088,0.34970339,3.81940947,3.05465658,0.02837994,1.20057859
-5.56178089,7.10801399,0.00918501,2.01814922,0.65656675,0.37493487,4.08726136,3.20355730,0.03054334,1.28040853
-5.55577789,7.49954702,0.00927908,2.12510646,0.70097070,0.40185396,4.35955307,3.35856897,0.03303952,1.36369772
-5.54977489,7.89967666,0.00937219,2.23369249,0.74608520,0.43027055,4.63278180,3.51651030,0.03586578,1.44966562
-5.54377189,8.30218050,0.00946206,2.34191926,0.79146676,0.45996958,4.90341013,3.67415723,0.03901610,1.53750347
-5.53776888,8.70089870,0.00954709,2.44783241,0.83667434,0.49071454,5.16796672,3.82834070,0.04248113,1.62639120
-5.53176588,9.08990628,0.00962639,2.54956930,0.88127745,0.52225138,5.42314626,3.97604217,0.04624836,1.71551427
-5.52576288,9.46367590,0.00969979,2.64541362,0.92486364,0.55431294,5.66590483,4.11448329,0.05030239,1.80407991
-5.51975988,9.81722549,0.00976787,2.73384452,0.96704524,0.58662359,5.89354647,4.24120642,0.05462533,1.89133238
-5.51375688,10.14624492,0.00983183,2.81357825,1.00746503,0.61890408,6.10379731,4.35414303,0.05919738,1.97656659
-5.50775388,10.44719708,0.00989350,2.88360076,1.04580077,0.65087647,6.29486394,4.45166724,0.06399741,2.05913980
-5.50175088,10.71738954,0.00995518,2.94318994,1.08176837,0.68226895,6.46547334,4.53263250,0.06900370,2.13848095
-5.49574787,10.95501434,0.01001947,2.99192665,1.11512387,0.71282049,6.61489261,4.59639006,0.07419468,2.21409748
-5.48974487,11.15915469,0.01008922,3.02969424,1.14566392,0.74228517,6.74292772,4.64278871,0.07954967,2.28557946
-5.48374187,11.32975902,0.01016727,3.05666672,1.17322519,0.77043606,6.84990131,4.67215599,0.08504963,2.35260096
-5.47773887,11.46758422,0.01025632,3.07328626,1.19768260,0.79706866,6.93661092,4.68526212,0.09067770,2.41491884
-5.47173587,11.57411121,0.01035878,3.08023127,1.21894667,0.82200368,7.00426972,4.68326837,0.09641976,2.47236911
-5.46573287,11.65143741,0.01047661,3.07837674,1.23696012,0.84508928,7.05443289,4.66766277,0.10226470,2.52486117
-5.45972986,11.70215138,0.01061119,3.06874870,1.25169417,0.86620256,7.08891332,4.64018590,0.10820454,2.57237022
-5.45372686,11.72919592,0.01076319,3.05247514,1.26314453,0.88525047,7.10969081,4.60275068,0.11423429,2.61492848
-5.44772386,11.73572579,0.01093257,3.03073557,1.27132751,0.90217000,7.11881928,4.55735956,0.12035161,2.65261533
-5.44172086,11.72496666,0.01111844,3.00471174,1.27627647,0.91692771,7.11833624,4.50602296,0.12655617,2.68554718
-5.43571786,11.70008119,0.01131913,2.97554132,1.27803870,0.92951873,7.11017873,4.45068233,0.13284883,2.71386728
-5.42971486,11.66404761,0.01153218,2.94427685,1.27667292,0.93996512,7.09610920,4.39314094,0.13923063,2.73773590
-5.42371186,11.61955536,0.01175438,2.91185108,1.27224756,0.94831373,7.07765435,4.33500488,0.14570161,2.75732135
-5.41770885,11.56892086,0.01198190,2.87905017,1.26483968,0.95463367,7.05605891,4.27763628,0.15225952,2.77279198
-5.41170585,11.51402587,0.01221036,2.84649516,1.25453470,0.95901330,7.03225561,4.22211968,0.15889854,2.78430941
-5.40570285,11.45627903,0.01243498,2.81463208,1.24142662,0.96155700,7.00685150,4.16924230,0.16560806,2.79202312
-5.39969985,11.39660050,0.01265071,2.78373031,1.22561884,0.96238169,6.98013023,4.11948779,0.17237146,2.79606652
-5.39369685,11.33542826,0.01285240,2.75388876,1.20722523,0.96161312,6.95206867,4.07304260,0.17916526,2.79655432
-5.38769385,11.27274394,0.01303490,2.72504866,1.18637141,0.95938230,6.92236610,4.02981384,0.18595833,2.79358135
-5.38169085,11.20811517,0.01319328,2.69701207,1.16319588,0.95582173,6.89048343,3.98945652,0.19271158,2.78722255
-5.37568784,11.14075134,0.01332291,2.66946441,1.13785111,0.95106203,6.85568976,3.95140847,0.19937787,2.77753410
-5.36968484,11.06956899,0.01341958,2.64200000,1.11050405,0.94522863,6.81711337,3.91493067,0.20590236,2.76455552
-5.36368184,10.99326358,0.01347967,2.61414885,1.08133633,0.93843892,6.77379456,3.87915086,0.21222324,2.74831256
-5.35767884,10.91038415,0.01350016,2.58540374,1.05054384,0.93079982,6.72473766,3.84310848,0.21827286,2.72882075
-5.35167584,10.81940784,0.01347873,2.55524623,1.01833559,0.92240593,6.66896010,3.80579913,0.22397911,2.70608943
-5.34567284,10.71881194,0.01341381,2.52317079,0.98493216,0.91333825,6.60553676,3.76621697,0.22926725,2.68012625
-5.33966983,10.60714107,0.01330461,2.48870626,0.95056339,0.90366357,6.53363834,3.72339383,0.23406190,2.65094176
-5.33366683,10.48306806,0.01315107,2.45143429,0.91546574,0.89343461,6.45256277,3.67643420,0.23828917,2.61855427
-5.32766383,10.34544743,0.01295393,2.41100419,0.87987912,0.88269081,6.36175948,3.62454532,0.24187901,2.58299462
-5.32166083,10.19336052,0.01271463,2.36714440,0.84404358,0.87145976,6.26084633,3.56706205,0.24476742,2.54431086
-5.31565783,10.02615203,0.01243528,2.31967046,0.80819582,0.85975927,6.14961967,3.50346644,0.24689869,2.50257266
-5.30965483,9.84345777,0.01211864,2.26848965,0.77256570,0.84759991,6.02805805,3.43340191,0.24822740,2.45787540
-5.30365183,9.64522354,0.01176801,2.21360261,0.73737289,0.83498785,5.89632034,3.35668224,0.24872022,2.41034364
-5.29764882,9.43171548,0.01138720,2.15510223,0.70282380,0.82192804,5.75473916,3.27329561,0.24835732,2.36013400
-5.29164582,9.20352189,0.01098042,2.09317020,0.66910887,0.80842730,5.60381040,3.18340400,0.24713347,2.30743720
-5.28564282,8.96154695,0.01055220,2.02807135,0.63640023,0.79449735,5.44417973,3.08733812,0.24505864,2.25247907
-5.27963982,8.70699649,0.01010734,1.96014634,0.60484995,0.78015753,5.27662691,2.98558844,0.24215815,2.19552057
-5.27363682,8.44135636,0.00965079,1.88980285,0.57458874,0.76543699,5.10204851,2.87879245,0.23847235,2.13685651
-5.26763382,8.16636358,0.00918756,1.81750552,0.54572519,0.75037635,4.92143964,2.76771856,0.23405579,2.07681300
-5.26163082,7.88397100,0.00872268,1.74376495,0.51834557,0.73502854,4.73587514,2.65324714,0.22897591,2.01574362
-5.25562781,7.59630599,0.00826105,1.66912598,0.49251407,0.71945891,4.54649062,2.53634896,0.22331137,1.95402418
-5.24962481,7.30562412,0.00780740,1.59415541,0.46827353,0.70374444,4.35446364,2.41806163,0.21714990,1.89204634
-5.24362181,7.01425872,0.00736616,1.51942954,0.44564650,0.68797215,4.16099520,2.29946454,0.21058592,1.83021000
-5.23761881,6.72456765,0.00694145,1.44552160,0.42463666,0.67223672,3.96729180,2.18165290,0.20371791,1.76891490
-5.23161581,6.43887863,0.00653693,1.37298943,0.40523046,0.65663749,3.77454822,2.06571163,0.19664559,1.70855141
-5.22561281,6.15943484,0.00615577,1.30236375,0.38739897,0.64127480,3.58393115,1.95268969,0.18946716,1.64949111
-5.21960980,5.88834225,0.00580059,1.23413717,0.37109973,0.62624618,3.39656395,1.84357565,0.18227648,1.59207732
-5.21360680,5.62752069,0.00547340,1.16875430,0.35627884,0.61164220,3.21351261,1.73927533,0.17516055,1.53661601
-5.20760380,5.37866031,0.00517558,1.10660331,0.34287285,0.59754259,3.03577323,1.64059202,0.16819714,1.48336761
-5.20160080,5.14318499,0.00490785,1.04800911,0.33081069,0.58401248,2.86426120,1.54821008,0.16145282,1.43253997
-5.19559780,4.92222425,0.00467030,0.99322837,0.32001559,0.57109933,2.69980220,1.46268236,0.15498144,1.38428302
-5.18959480,4.71659480,0.00446235,0.94244667,0.31040679,0.55883049,2.54312543,1.38442183,0.14882306,1.33868523
-5.18359180,4.52679244,0.00428284,0.89577771,0.30190123,0.54721167,2.39485898,1.31369773,0.14300339,1.29577242
-5.17758879,4.35299483,0.00413009,0.85326479,0.29441513,0.53622638,2.25552759,1.25063609,0.13753390,1.25550884
-5.17158579,4.19507500,0.00400193,0.81488428,0.28786547,0.52583650,2.12555281,1.19522479,0.13241227,1.21780070
-5.16558279,4.05262494,0.00389582,0.78055119,0.28217137,0.51598389,2.00525544,1.14732247,0.12762356,1.18250207
-5.15957979,3.92498844,0.00380894,0.75012629,0.27725546,0.50659304,1.89486015,1.10667117,0.12314166,1.14942300
-5.15357679,3.81130154,0.00373831,0.72342478,0.27304504,0.49757463,1.79450209,1.07291177,0.11893125,1.11833948
-5.14757379,3.71053890,0.00368091,0.70022589,0.26947336,0.48882985,1.70423498,1.04560172,0.11495001,1.08900496
-5.14157079,3.62156393,0.00363377,0.68028304,0.26648057,0.48025533,1.62404050,1.02423407,0.11115097,1.06116282
-5.13556778,3.54318041,0.00359411,0.66333424,0.26401479,0.47174830,1.55383827,1.00825712,0.10748501,1.03455936
-5.12956478,3.47418340,0.00355941,0.64911204,0.26203290,0.46321191,1.49349605,0.99709380,0.10390332,1.00895657
-5.12356178,3.41340710,0.00352754,0.63735275,0.26050123,0.45456033,1.44283954,0.99015997,0.10035964,0.98414429
-5.11755878,3.35976769,0.00349678,0.62780454,0.25939612,0.44572340,1.40166128,0.98688110,0.09681235,0.95995107
-5.11155578,3.31229945,0.00346590,0.62023398,0.25870415,0.43665068,1.36972819,0.98670673,0.09322617,0.93625326
-5.10555278,3.27018286,0.00343418,0.61443086,0.25842235,0.42731471,1.34678731,0.98912229,0.08957352,0.91298212
-5.09954977,3.23276387,0.00340139,0.61021119,0.25855800,0.41771324,1.33256950,0.99365813,0.08583535,0.89012842
-5.09354677,3.19956394,0.00336780,0.60741815,0.25912837,0.40787063,1.32679093,0.99989559,0.08200167,0.86774477
-5.08754377,3.17028116,0.00333413,0.60592125,0.26016024,0.39783812,1.32915239,1.00747028,0.07807145,0.84594531
-5.08154077,3.14478305,0.00330146,0.60561378,0.26168923,0.38769328,1.33933653,1.01607279,0.07405227,0.82490333
-5.07553777,3.12309223,0.00327118,0.60640874,0.26375910,0.37753859,1.35700343,1.02544711,0.06995946,0.80484680
-5.06953477,3.10536642,0.00324489,0.60823369,0.26642107,0.36749934,1.38178492,1.03538718,0.06581503,0.78605238
-5.06353177,3.09187444,0.00322431,0.61102486,0.26973305,0.35772115,1.41327837,1.04573215,0.06164628,0.76883830
-5.05752876,3.08297019,0.00321116,0.61472089,0.27375911,0.34836712,1.45104049,1.05636075,0.05748434,0.75355668
-5.05152576,3.07906645,0.00320711,0.61925674,0.27856905,0.33961493,1.49458209,1.06718527,0.05336262,0.74058573
-5.04552276,3.08061021,0.00321366,0.62455811,0.28423817,0.33165414,1.54336450,1.07814570,0.04931521,0.73032229
-5.03951976,3.08806123,0.00323210,0.63053685,0.29084734,0.32468365,1.59679842,1.08920430,0.04537551,0.72317515
-5.03351676,3.10187500,0.00326347,0.63708756,0.29848316,0.31890971,1.65424577,1.10034104,0.04157488,0.71955945
-5.02751376,3.12249098,0.00330851,0.64408578,0.30723842,0.31454436,1.71502520,1.11155004,0.03794158,0.71989221
-5.02151076,3.15032657,0.00336767,0.65138781,0.31721258,0.31180438,1.77842132,1.12283719,0.03449993,0.72458916
-5.01550775,3.18577679,0.00344114,0.65883240,0.32851223,0.31091090,1.84369798,1.13421894,0.03126972,0.73406275
-5.00950475,3.22921927,0.00352891,0.66624403,0.34125145,0.31208938,1.91011506,1.14572229,0.02826588,0.74872099
-5.00350175,3.28102352,0.00363082,0.67343786,0.35555173,0.31557004,1.97694870,1.15738556,0.02549848,0.76896698
-4.99749875,3.34156343,0.00374662,0.68022596,0.37154152,0.32158855,2.04351375,1.16926004,0.02297282,0.79519861
-4.99149575,3.41123157,0.00387614,0.68642461,0.38935499,0.33038687,2.10918791,1.18141201,0.02068986,0.82780802
-4.98549275,3.49045348,0.00401933,0.69186216,0.40913000,0.34221409,2.17343609,1.19392484,0.01864674,0.86718037
-4.97948974,3.57970057,0.00417638,0.69638712,0.43100510,0.35732704,2.23583383,1.20690093,0.01683743,0.91369161
-4.97348674,3.67949995,0.00434785,0.69987593,0.45511547,0.37599072,2.29608840,1.22046314,0.01525344,0.96770475
-4.96748374,3.79043997,0.00453474,0.70224006,0.48158784,0.39847815,2.35405641,1.23475544,0.01388461,1.02956468
-4.96148074,3.91317038,0.00473855,0.70343196,0.51053440,0.42506983,2.40975662,1.24994261,0.01271983,1.09959126
-4.95547774,4.04839660,0.00496137,0.70344951,0.54204598,0.45605253,2.46337714,1.26620884,0.01174775,1.17807092
-4.94947474,4.19686785,0.00520589,0.70233873,0.57618457,0.49171738,2.51527630,1.28375532,0.01095742,1.26524697
-4.94347174,4.35935955,0.00547540,0.70019454,0.61297574,0.53235734,2.56597704,1.30279675,0.01033877,1.36130908
-4.93746873,4.53665063,0.00577376,0.69715959,0.65240115,0.57826386,2.61615463,1.32355702,0.00988308,1.46638242
-4.93146573,4.72949700,0.00610537,0.69342111,0.69439182,0.62972289,2.66661852,1.34626436,0.00958322,1.58051714
-4.92546273,4.93860260,0.00647507,0.68920597,0.73882252,0.68701010,2.71828877,1.37114615,0.00943381,1.70367889
-4.91945973,5.16458973,0.00688802,0.68477424,0.78550780,0.75038542,2.77216852,1.39842387,0.00943123,1.83574097
-4.91345673,5.40797028,0.00734960,0.68041156,0.83420023,0.82008685,2.82931354,1.42830842,0.00957355,1.97647888
-4.90745373,5.66911976,0.00786525,0.67642069,0.88459099,0.89632363,2.89080051,1.46099628,0.00986026,2.12556762
-4.90145073,5.94825531,0.00844028,0.67311267,0.93631336,0.97926871,2.95769544,1.49666662,0.01029199,2.28258226
-4.89544772,6.24541914,0.00907979,0.67079803,0.98894902,1.06905065,3.03102362,1.53547970,0.01087010,2.44700180
-4.88944472,6.56046784,0.00978838,0.66977833,1.04203720,1.16574502,3.11174246,1.57757649,0.01159620,2.61821638
-4.88344172,6.89306812,0.01057011,0.67033854,1.09508654,1.26936538,3.20071792,1.62307955,0.01247165,2.79553749
-4.87743872,7.24269852,0.01142825,0.67274033,1.14758909,1.37985406,3.29870538,1.67209499,0.01349706,2.97821070
-4.87143572,7.60865655,0.01236518,0.67721657,1.19903604,1.49707302,3.40633509,1.72471509,0.01467172,3.16543029
-4.86543272,7.99007007,0.01338225,0.68396710,1.24893441,1.62079488,3.52410208,1.78102139,0.01599314,3.35635488
-4.85942971,8.38591161,0.01447970,0.69315571,1.29682394,1.75069482,3.65236006,1.84108757,0.01745660,3.55012323
-4.85342671,8.79501392,0.01565652,0.70490830,1.34229310,1.88634345,3.79131864,1.90498171,0.01905476,3.74586920
-4.84742371,9.21608520,0.01691045,0.71931210,1.38499367,2.02720127,3.94104272,1.97276749,0.02077743,3.94273508
-4.84142071,9.64772253,0.01823791,0.73641563,1.42465271,2.17261523,4.10145326,2.04450375,0.02261133,4.13988240
-4.83541771,10.08842216,0.01963400,0.75622935,1.46108135,2.32181773,4.27232815,2.12024221,0.02454011,4.33649977
-4.82941471,10.53658577,0.02109250,0.77872661,1.49417986,2.47392863,4.45330239,2.20002304,0.02654440,4.53180710
-4.82341171,10.99052234,0.02260596,0.80384485,1.52393839,2.62796055,4.64386685,2.28386832,0.02860203,4.72505636
-4.81740870,11.44844563,0.02416570,0.83148687,1.55043346,2.78282767,4.84336519,2.37177354,0.03068841,4.91552874
-4.81140570,11.90846793,0.02576192,0.86152198,1.57382013,2.93735826,5.05098894,2.46369741,0.03277698,5.10252871
-4.80540270,12.36859113,0.02738381,0.89378711,1.59432028,3.09031074,5.26577107,2.55955061,0.03483978,5.28537559
-4.79939970,12.82669666,0.02901966,0.92808790,1.61220746,3.24039303,5.48657890,2.65918413,0.03684817,5.46339330
-4.79339670,13.28053620,0.03065699,0.96419981,1.62778925,3.38628481,5.71210720,2.76237795,0.03877350,5.63589954
-4.78739370,13.72772497,0.03228269,1.00186941,1.64138790,3.52666209,5.94087312,2.86883103,0.04058792,5.80219506
-4.78139070,14.16573990,0.03388319,1.04081607,1.65332049,3.66022315,6.17121420,2.97815338,0.04226512,5.96155445
-4.77538769,14.59192433,0.03544456,1.08073411,1.66387953,3.78571520,6.40129117,3.08986115,0.04378103,6.11321922
-4.76938469,15.00350102,0.03695277,1.12129569,1.67331523,3.90196057,6.62909690,3.20337532,0.04511451,6.25639412
-4.76338169,15.39759446,0.03839376,1.16215448,1.68182040,4.00788163,6.85247276,3.31802459,0.04624791,6.39024752
-4.75737869,15.77126315,0.03975367,1.20295016,1.68951881,4.10252339,7.06913323,3.43305276,0.04716746,6.51391617
-4.75137569,16.12154186,0.04101897,1.24331381,1.69645775,4.18507289,7.27669925,3.54763059,0.04786363,6.62651469
-4.74537269,16.44549306,0.04217668,1.28287407,1.70260512,4.25487484,7.47274001,3.66087196,0.04833119,6.72714968
-4.73936968,16.74026612,0.04321451,1.32126383,1.70785137,4.31144273,7.65482268,3.77185365,0.04856929,6.81493813
-4.73336668,17.00316239,0.04412102,1.35812734,1.71201604,4.35446530,7.82056870,3.87963817,0.04858124,6.88902943
-4.72736368,17.23170353,0.04488586,1.39312734,1.71485867,4.38380809,7.96771482,3.98329843,0.04837421,6.94863017
-4.72136068,17.42370026,0.04549986,1.42595191,1.71609341,4.39951029,8.09417662,4.08194321,0.04795882,6.99303069
-4.71535768,17.57731831,0.04595526,1.45632074,1.71540650,4.40177723,8.19811206,4.17474208,0.04734862,7.02163207
-4.70935468,17.69113849,0.04624585,1.48399039,1.71247579,4.39096885,8.27798198,4.26094865,0.04655955,7.03397230
-4.70335168,17.76420789,0.04636711,1.50875838,1.70699110,4.36758503,8.33260496,4.33992079,0.04560924,7.02975040
-4.69734867,17.79607941,0.04631635,1.53046583,1.69867434,4.33224835,8.36120370,4.41113696,0.04451647,7.00884706
-4.69134567,17.78683761,0.04609284,1.54899847,1.68729849,4.28568510,8.36344048,4.47420775,0.04330055,6.97134095
-4.68534267,17.73710931,0.04569788,1.56428617,1.67270417,4.22870549,8.33943977,4.52888217,0.04198077,6.91751951
-4.67933967,17.64805804,0.04513484,1.57630089,1.65481320,4.16218364,8.28979637,4.57504847,0.04057592,6.84788377
-4.67333667,17.52136253,0.04440920,1.58505331,1.63363837,4.08703812,8.21556849,4.61272959,0.03910392,6.76314663
-4.66733367,17.35917975,0.04352852,1.59058846,1.60928895,4.00421366,8.11825528,4.64207369,0.03758152,6.66422467
-4.66133067,17.16409423,0.04250235,1.59298054,1.58197176,3.91466440,7.99975970,4.66334048,0.03602409,6.55222346
-4.65532766,16.93905545,0.04134214,1.59232748,1.55198781,3.81933907,7.86233765,4.67688425,0.03444550,6.42841712
-4.64932466,16.68730616,0.04006102,1.58874543,1.51972467,3.71916826,7.70853526,4.68313459,0.03285809,6.29422260
-4.64332166,16.41230427,0.03867366,1.58236377,1.48564512,3.61505374,7.54111665,4.68257618,0.03127275,6.15116977
