energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up,Zr_p_up,Zr_d_up
-5.86793397,2.00016401,0.02403098,0.04851963,0.02554579,1.14313619,1.18508846,0.08999854,0.55943441,0.19395138
-5.86193097,2.10992891,0.02520246,0.05098165,0.02585398,1.20670239,1.25538403,0.09468441,0.59513616,0.20385101
-5.85592796,2.21950764,0.02630099,0.05363580,0.02612310,1.26992721,1.32544698,0.09934956,0.63098113,0.21365786
-5.84992496,2.32733417,0.02731449,0.05646799,0.02635289,1.33186728,1.39420834,0.10392640,0.66639942,0.22323899
-5.84392196,2.43184619,0.02823225,0.05946359,0.02654532,1.39158025,1.46059292,0.10834818,0.70080982,0.23246475
-5.83791896,2.53151608,0.02904513,0.06260720,0.02670445,1.44814414,1.52354185,0.11255029,0.73363264,0.24121117
-5.83191596,2.62488055,0.02974570,0.06588238,0.02683609,1.50067640,1.58203508,0.11647151,0.76430267,0.24936219
-5.82591296,2.71056840,0.03032830,0.06927121,0.02694738,1.54835184,1.63511334,0.12005514,0.79228206,0.25681156
-5.81990995,2.78732541,0.03078910,0.07275377,0.02704627,1.59041922,1.68189879,0.12324997,0.81707268,0.26346439
-5.81390695,2.85403628,0.03112605,0.07630767,0.02714099,1.62621591,1.72161382,0.12601111,0.83822755,0.26923841
-5.80790395,2.90974275,0.03133881,0.07990747,0.02723940,1.65518041,1.75359745,0.12830061,0.85536106,0.27406484
-5.80190095,2.95365786,0.03142864,0.08352434,0.02734843,1.67686223,1.77731878,0.13008791,0.86815763,0.27788891
-5.79589795,2.98517611,0.03139823,0.08712569,0.02747352,1.69092913,1.79238717,0.13135014,0.87637849,0.28067006
-5.78989495,3.00387934,0.03125156,0.09067504,0.02761818,1.69717138,1.79855880,0.13207223,0.87986651,0.28238185
-5.78389195,3.00953860,0.03099367,0.09413216,0.02778362,1.69550318,1.79573951,0.13224678,0.87854883,0.28301156
-5.77788894,3.00211196,0.03063052,0.09745331,0.02796848,1.68596112,1.78398378,0.13187393,0.87243724,0.28255958
-5.77188594,2.98173867,0.03016871,0.10059182,0.02816879,1.66869995,1.76349010,0.13096094,0.86162647,0.28103864
-5.76588294,2.94873004,0.02961538,0.10349894,0.02837795,1.64398572,1.73459281,0.12952174,0.84629024,0.27847291
-5.75987994,2.90355732,0.02897799,0.10612480,0.02858700,1.61218679,1.69775080,0.12757640,0.82667551,0.27489693
-5.75387694,2.84683725,0.02826419,0.10841974,0.02878486,1.57376283,1.65353355,0.12515049,0.80309490,0.27035462
-5.74787394,2.77931563,0.02748171,0.11033561,0.02895884,1.52925232,1.60260501,0.12227441,0.77591774,0.26489816
-5.74187094,2.70184942,0.02663819,0.11182734,0.02909513,1.47925896,1.54570581,0.11898269,0.74556000,0.25858696
-5.73586793,2.61538800,0.02574122,0.11285437,0.02917942,1.42443741,1.48363463,0.11531325,0.71247341,0.25148663
-5.72986493,2.52095395,0.02479817,0.11338222,0.02919755,1.36547872,1.41722903,0.11130676,0.67713422,0.24366805
-5.72386193,2.41962379,0.02381624,0.11338378,0.02913611,1.30309594,1.34734669,0.10700588,0.64003184,0.23520643
-5.71785893,2.31250915,0.02280242,0.11284053,0.02898306,1.23801029,1.27484726,0.10245462,0.60165780,0.22618047
-5.71185593,2.20073860,0.02176350,0.11174349,0.02872832,1.17093810,1.20057564,0.09769773,0.56249532,0.21667160
-5.70585293,2.08544062,0.02070608,0.11009387,0.02836419,1.10257889,1.12534679,0.09278007,0.52300970,0.20676324
-5.69984992,1.96772762,0.01963660,0.10790340,0.02788575,1.03360477,1.04993259,0.08774608,0.48363982,0.19654005
-5.69384692,1.84868161,0.01856134,0.10519435,0.02729110,0.96465138,0.97505092,0.08263923,0.44479100,0.18608730
-5.68784392,1.72934121,0.01748649,0.10199913,0.02658148,0.89631030,0.90135700,0.07750163,0.40682913,0.17549016
-5.68184092,1.61069046,0.01641813,0.09835964,0.02576131,0.82912314,0.82943713,0.07237349,0.37007641,0.16483308
-5.67583792,1.49364926,0.01536227,0.09432628,0.02483798,0.76357722,0.75980471,0.06729284,0.33480847,0.15419907
-5.66983492,1.37906549,0.01432485,0.08995666,0.02382172,0.70010277,0.69289835,0.06229513,0.30125300,0.14366911
-5.66383192,1.26770895,0.01331173,0.08531418,0.02272519,0.63907157,0.62908209,0.05741295,0.26958970,0.13332145
-5.65782891,1.16026683,0.01232870,0.08046639,0.02156311,0.58079693,0.56864717,0.05267579,0.23995149,0.12323101
-5.65182591,1.05734093,0.01138147,0.07548335,0.02035179,0.52553485,0.51181543,0.04810984,0.21242675,0.11346873
-5.64582291,0.95944638,0.01047560,0.07043589,0.01910860,0.47348614,0.45874379,0.04373782,0.18706256,0.10410106
-5.63981991,0.86701180,0.00961652,0.06539402,0.01785149,0.42479947,0.40952965,0.03957892,0.16386850,0.09518939
-5.63381691,0.78038083,0.00880948,0.06042532,0.01659846,0.37957503,0.36421693,0.03564873,0.14282110,0.08678965
-5.62781391,0.69981491,0.00805949,0.05559362,0.01536710,0.33786875,0.32280244,0.03195926,0.12386849,0.07895190
-5.62181091,0.62549702,0.00737131,0.05095774,0.01417409,0.29969684,0.28524242,0.02851903,0.10693525,0.07172005
-5.61580790,0.55753643,0.00674938,0.04657058,0.01303490,0.26504052,0.25145891,0.02533317,0.09192716,0.06513167
-5.60980490,0.49597402,0.00619778,0.04247828,0.01196339,0.23385082,0.22134592,0.02240361,0.07873584,0.05921781
-5.60380190,0.44078815,0.00572017,0.03871975,0.01097159,0.20605324,0.19477514,0.01972927,0.06724299,0.05400296
-5.59779890,0.39190079,0.00531977,0.03532635,0.01006949,0.18155221,0.17160113,0.01730636,0.05732428,0.04950503
-5.59179590,0.34918371,0.00499927,0.03232173,0.00926493,0.16023521,0.15166586,0.01512862,0.04885279,0.04573538
-5.58579290,0.31246449,0.00476076,0.02972193,0.00856354,0.14197648,0.13480260,0.01318766,0.04170185,0.04269884
-5.57978989,0.28153230,0.00460569,0.02753557,0.00796868,0.12664014,0.12083903,0.01147328,0.03574742,0.04039379
-5.57378689,0.25614311,0.00453479,0.02576417,0.00748157,0.11408286,0.10959972,0.00997375,0.03086993,0.03881215
-5.56778389,0.23602433,0.00454798,0.02440259,0.00710130,0.10415587,0.10090784,0.00867621,0.02695560,0.03793947
-5.56178089,0.22087890,0.00464430,0.02343943,0.00682498,0.09670637,0.09458625,0.00756690,0.02389734,0.03775486
-5.55577789,0.21038857,0.00482182,0.02285763,0.00664788,0.09157840,0.09045806,0.00663148,0.02159520,0.03823102
-5.54977489,0.20421668,0.00507758,0.02263497,0.00656362,0.08861323,0.08834668,0.00585531,0.01995656,0.03933419
-5.54377189,0.20201034,0.00540749,0.02274462,0.00656432,0.08764924,0.08807546,0.00522365,0.01889596,0.04102414
-5.53776888,0.20340226,0.00580634,0.02315572,0.00664085,0.08852157,0.08946718,0.00472187,0.01833485,0.04325424
-5.53176588,0.20801240,0.00626768,0.02383396,0.00678299,0.09106155,0.09234334,0.00433566,0.01820112,0.04597154
-5.52576288,0.21544954,0.00678390,0.02474216,0.00697974,0.09509611,0.09652359,0.00405112,0.01842867,0.04911701
-5.51975988,0.22531314,0.00734623,0.02584087,0.00721946,0.10044729,0.10182522,0.00385493,0.01895690,0.05262592
-5.51375688,0.23719565,0.00794479,0.02708900,0.00749018,0.10693209,0.10806302,0.00373442,0.01973040,0.05642841
-5.50775388,0.25068537,0.00856873,0.02844450,0.00777982,0.11436269,0.11504951,0.00367768,0.02069861,0.06045023
-5.50175088,0.26537019,0.00920641,0.02986499,0.00807645,0.12254726,0.12259571,0.00367359,0.02181570,0.06461380
-5.49574787,0.28084213,0.00984557,0.03130853,0.00836852,0.13129138,0.13051242,0.00371194,0.02304066,0.06883944
-5.48974487,0.29670294,0.01047361,0.03273434,0.00864511,0.14040022,0.13861210,0.00378346,0.02433745,0.07304684
-5.48374187,0.31257047,0.01107786,0.03410355,0.00889617,0.14968140,0.14671135,0.00387987,0.02567542,0.07715682
-5.47773887,0.32808591,0.01164592,0.03537998,0.00911270,0.15894857,0.15463385,0.00399396,0.02702980,0.08109318
-5.47173587,0.34292159,0.01216597,0.03653086,0.00928696,0.16802553,0.16221376,0.00411965,0.02838240,0.08478473
-5.46573287,0.35678916,0.01262713,0.03752756,0.00941262,0.17675088,0.16929942,0.00425204,0.02972233,0.08816739
-5.45972986,0.36944779,0.01301979,0.03834620,0.00948489,0.18498289,0.17575719,0.00438749,0.03104673,0.09118629
-5.45372686,0.38071198,0.01333591,0.03896828,0.00950058,0.19260442,0.18147522,0.00452365,0.03236156,0.09379770
-5.44772386,0.39045869,0.01356927,0.03938110,0.00945814,0.19952771,0.18636705,0.00465953,0.03368225,0.09597090
-5.44172086,0.39863324,0.01371575,0.03957809,0.00935768,0.20569860,0.19037465,0.00479549,0.03503419,0.09768968
-5.43571786,0.40525378,0.01377340,0.03955903,0.00920087,0.21110013,0.19347096,0.00493332,0.03645303,0.09895353
-5.42971486,0.41041374,0.01374259,0.03933009,0.00899087,0.21575503,0.19566151,0.00507612,0.03798472,0.09977842
-5.42371186,0.41428213,0.01362597,0.03890372,0.00873219,0.21972708,0.19698510,0.00522833,0.03968519,0.10019704
-5.41770885,0.41710142,0.01342839,0.03829835,0.00843049,0.22312106,0.19751344,0.00539562,0.04161969,0.10025860
-5.41170585,0.41918277,0.01315679,0.03753804,0.00809241,0.22608107,0.19734956,0.00558473,0.04386162,0.10002794
-5.40570285,0.42089873,0.01281992,0.03665184,0.00772532,0.22878734,0.19662507,0.00580333,0.04649106,0.09958427
-5.39969985,0.42267332,0.01242806,0.03567320,0.00733711,0.23145137,0.19549634,0.00605978,0.04959276,0.09901920
-5.39369685,0.42496982,0.01199269,0.03463915,0.00693592,0.23430956,0.19413946,0.00636287,0.05325369,0.09843443
-5.38769385,0.42827649,0.01152608,0.03358951,0.00652994,0.23761546,0.19274446,0.00672154,0.05756027,0.09793891
-5.38169085,0.43309061,0.01104090,0.03256601,0.00612719,0.24163083,0.19150868,0.00714452,0.06259522,0.09764580
-5.37568784,0.43990151,0.01054979,0.03161144,0.00573533,0.24661592,0.19062965,0.00763996,0.06843413,0.09766903
-5.36968484,0.44917294,0.01006498,0.03076879,0.00536149,0.25281922,0.19029772,0.00821510,0.07514197,0.09811995
-5.36368184,0.46132569,0.00959786,0.03008048,0.00501218,0.26046709,0.19068874,0.00887587,0.08276952,0.09910384
-5.35767884,0.47672099,0.00915867,0.02958763,0.00469318,0.26975383,0.19195710,0.00962652,0.09135000,0.10071663
-5.35167584,0.49564549,0.00875622,0.02932943,0.00440949,0.28083250,0.19422930,0.01046933,0.10089595,0.10304192
-5.34567284,0.51829849,0.00839762,0.02934267,0.00416540,0.29380705,0.19759855,0.01140427,0.11139667,0.10614837
-5.33966983,0.54478215,0.00808811,0.02966129,0.00396446,0.30872604,0.20212047,0.01242887,0.12281627,0.11008756
-5.33366683,0.57509514,0.00783102,0.03031614,0.00380963,0.32557858,0.20781026,0.01353804,0.13509261,0.11489253
-5.32766383,0.60913033,0.00762768,0.03133478,0.00370339,0.34429254,0.21464132,0.01472401,0.14813716,0.12057691
-5.32166083,0.64667679,0.00747748,0.03274147,0.00364791,0.36473536,0.22254575,0.01597650,0.16183599,0.12713481
-5.31565783,0.68742613,0.00737800,0.03455715,0.00364524,0.38671760,0.23141640,0.01728281,0.17605196,0.13454141
-5.30965483,0.73098346,0.00732517,0.03679958,0.00369753,0.40999919,0.24111074,0.01862819,0.19062806,0.14275427
-5.30365183,0.77688226,0.00731348,0.03948351,0.00380727,0.43429822,0.25145634,0.01999622,0.20539191,0.15171532
-5.29764882,0.82460314,0.00733627,0.04262080,0.00397749,0.45930201,0.26225773,0.02136937,0.22016138,0.16135338
-5.29164582,0.87359548,0.00738599,0.04622071,0.00421204,0.48468004,0.27330450,0.02272957,0.23475099,0.17158718
-5.28564282,0.92330119,0.00745454,0.05028999,0.00451574,0.51009825,0.28438017,0.02405890,0.24897901,0.18232877
-5.27963982,0.97317961,0.00753359,0.05483308,0.00489459,0.53523407,0.29527164,0.02534028,0.26267492,0.19348698
-5.27363682,1.02273222,0.00761488,0.05985216,0.00535590,0.55979137,0.30577867,0.02655821,0.27568687,0.20497106
-5.26763382,1.07152607,0.00769053,0.06534720,0.00590838,0.58351473,0.31572293,0.02769941,0.28788870,0.21669406
-5.26163082,1.11921466,0.00775333,0.07131584,0.00656209,0.60620222,0.32495636,0.02875344,0.29918633,0.22857591
-5.25562781,1.16555499,0.00779696,0.07775332,0.00732842,0.62771591,0.33336825,0.02971322,0.30952290,0.24054609
-5.24962481,1.21041989,0.00781615,0.08465220,0.00821992,0.64798954,0.34089075,0.03057538,0.31888250,0.25254561
-5.24362181,1.25380460,0.00780691,0.09200205,0.00924999,0.66703283,0.34750252,0.03134049,0.32729208,0.26452842
-5.23761881,1.29582721,0.00776653,0.09978916,0.01043256,0.68493201,0.35323029,0.03201308,0.33482141,0.27646191
-5.23161581,1.33672246,0.00769364,0.10799603,0.01178158,0.70184644,0.35814818,0.03260148,0.34158088,0.28832674
-5.22561281,1.37682909,0.00758821,0.11660101,0.01331049,0.71800134,0.36237489,0.03311748,0.34771722,0.30011583
-5.21960980,1.41657113,0.00745143,0.12557782,0.01503155,0.73367687,0.36606875,0.03357576,0.35340717,0.31183271
-5.21360680,1.45643379,0.00728562,0.13489515,0.01695511,0.74919399,0.36942092,0.03399324,0.35884933,0.32348915
-5.20760380,1.49693515,0.00709407,0.14451628,0.01908889,0.76489780,0.37264703,0.03438821,0.36425457,0.33510246
-5.20160080,1.53859495,0.00688081,0.15439879,0.02143714,0.78113907,0.37597780,0.03477942,0.36983533,0.34669232
-5.19559780,1.58190190,0.00665043,0.16449438,0.02399994,0.79825504,0.37964888,0.03518512,0.37579444,0.35827756
-5.18959480,1.62728153,0.00640783,0.17474878,0.02677245,0.81655038,0.38389063,0.03562203,0.38231389,0.36987298
-5.18359180,1.67506595,0.00615803,0.18510189,0.02974430,0.83627935,0.38891838,0.03610445,0.38954425,0.38148636
-5.17758879,1.72546744,0.00590590,0.19548799,0.03289915,0.85763022,0.39492342,0.03664344,0.39759523,0.39311593
-5.17158579,1.77855729,0.00565604,0.20583623,0.03621433,0.88071279,0.40206550,0.03724608,0.40652798,0.40474834
-5.16558279,1.83425118,0.00541253,0.21607127,0.03966078,0.90554964,0.41046701,0.03791500,0.41634951,0.41635732
-5.15957979,1.89230212,0.00517887,0.22611416,0.04320311,0.93207189,0.42020915,0.03864808,0.42700974,0.42790319
-5.15357679,1.95230137,0.00495785,0.23588344,0.04680006,0.96011947,0.43133026,0.03943836,0.43840121,0.43933301
-5.14757379,2.01368775,0.00475152,0.24529642,0.05040506,0.98944620,0.44382642,0.04027426,0.45036171,0.45058175
-5.14157079,2.07576474,0.00456113,0.25427069,0.05396714,1.01972920,0.45765405,0.04113992,0.46267977,0.46157405
-5.13556778,2.13772496,0.00438724,0.26272577,0.05743204,1.05058243,0.47273443,0.04201588,0.47510261,0.47222681
-5.12956478,2.19868057,0.00422970,0.27058496,0.06074353,1.08157338,0.48895977,0.04287982,0.48734648,0.48245229
-5.12356178,2.25769851,0.00408783,0.27777722,0.06384488,1.11224223,0.50620040,0.04370757,0.49910864,0.49216165
-5.11755878,2.31383849,0.00396048,0.28423919,0.06668049,1.14212227,0.52431261,0.04447408,0.51008060,0.50126880
-5.11155578,2.36619208,0.00384618,0.28991714,0.06919749,1.17076068,0.54314667,0.04515456,0.51996183,0.50969427
-5.10555278,2.41392090,0.00374334,0.29476884,0.07134739,1.19773834,0.56255449,0.04572552,0.52847332,0.51736900
-5.09954977,2.45629193,0.00365033,0.29876535,0.07308762,1.22268778,0.58239643,0.04616579,0.53537034,0.52423789
-5.09354677,2.49270826,0.00356568,0.30189252,0.07438290,1.24530827,0.60254697,0.04645743,0.54045366,0.53026285
-5.08754377,2.52273389,0.00348822,0.30415226,0.07520643,1.26537734,0.62289883,0.04658648,0.54357875,0.53542525
-5.08154077,2.54611123,0.00341717,0.30556340,0.07554080,1.28275812,0.64336537,0.04654348,0.54466254,0.53972774
-5.07553777,2.56277077,0.00335227,0.30616215,0.07537858,1.29740230,0.66388125,0.04632386,0.54368740,0.54319521
-5.06953477,2.57283255,0.00329382,0.30600216,0.07472255,1.30934873,0.68440131,0.04592807,0.54070215,0.54587500
-5.06353177,2.57659945,0.00324277,0.30515398,0.07358568,1.31871773,0.70489794,0.04536145,0.53582019,0.54783624
-5.05752876,2.57454314,0.00320072,0.30370414,0.07199063,1.32570176,0.72535709,0.04463396,0.52921489,0.54916846
-5.05152576,2.56728341,0.00316989,0.30175368,0.06996903,1.33055305,0.74577343,0.04375971,0.52111252,0.54997946
-5.04552276,2.55556225,0.00315309,0.29941629,0.06756043,1.33356899,0.76614493,0.04275629,0.51178319,0.55039265
-5.03951976,2.54021414,0.00315368,0.29681601,0.06481102,1.33507622,0.78646735,0.04164407,0.50153029,0.55054387
-5.03351676,2.52213421,0.00317542,0.29408463,0.06177216,1.33541440,0.80672911,0.04044537,0.49067904,0.55057790
-5.02751376,2.50224588,0.00322241,0.29135892,0.05849882,1.33492045,0.82690682,0.03918358,0.47956470,0.55064483
-5.02151076,2.48146946,0.00329891,0.28877766,0.05504793,1.33391424,0.84696191,0.03788237,0.46852106,0.55089640
-5.01550775,2.46069326,0.00340925,0.28647864,0.05147679,1.33268624,0.86683847,0.03656489,0.45786971,0.55148239
-5.00950475,2.44074819,0.00355761,0.28459580,0.04784155,1.33148777,0.88646256,0.03525305,0.44791054,0.55254737
-5.00350175,2.42238678,0.00374790,0.28325645,0.04419579,1.33052407,0.90574282,0.03396695,0.43891379,0.55422760
-4.99749875,2.40626706,0.00398359,0.28257871,0.04058934,1.32995033,0.92457250,0.03272440,0.43111390,0.55664840
-4.99149575,2.39294145,0.00426756,0.28266932,0.03706727,1.32987056,0.94283257,0.03154057,0.42470518,0.55992187
-4.98549275,2.38285056,0.00460192,0.28362165,0.03366916,1.33033901,0.96039559,0.03042779,0.41983940,0.56414502
-4.97948974,2.37632126,0.00498790,0.28551406,0.03042854,1.33136376,0.97713022,0.02939547,0.41662504,0.56939816
-4.97348674,2.37356856,0.00542576,0.28840864,0.02737268,1.33291184,0.99290575,0.02845015,0.41512802,0.57574364
-4.96748374,2.37470016,0.00591465,0.29235010,0.02452246,1.33491550,1.00759647,0.02759560,0.41537366,0.58322472
-4.96148074,2.37972304,0.00645255,0.29736496,0.02189264,1.33727878,1.02108547,0.02683305,0.41734946,0.59186461
-4.95547774,2.38855088,0.00703628,0.30346093,0.01949209,1.33988399,1.03326752,0.02616146,0.42100845,0.60166540
-4.94947474,2.40101163,0.00766142,0.31062630,0.01732433,1.34259764,1.04405102,0.02557778,0.42627271,0.61260708
-4.94347174,2.41685451,0.00832241,0.31882956,0.01538808,1.34527529,1.05335870,0.02507730,0.43303687,0.62464641
-4.93746873,2.43575586,0.00901256,0.32801895,0.01367790,1.34776528,1.06112716,0.02465397,0.44117127,0.63771565
-4.93146573,2.45732372,0.00972416,0.33812210,0.01218489,1.34991110,1.06730533,0.02430063,0.45052479,0.65172133
-4.92546273,2.48110103,0.01044863,0.34904572,0.01089734,1.35155253,1.07185203,0.02400932,0.46092710,0.66654297
-4.91945973,2.50656772,0.01117662,0.36067544,0.00980140,1.35252575,1.07473288,0.02377153,0.47219052,0.68203198
-4.91345673,2.53314225,0.01189823,0.37287585,0.00888169,1.35266267,1.07591684,0.02357835,0.48411152,0.69801090
-4.90745373,2.56018306,0.01260322,0.38549079,0.00812186,1.35178980,1.07537282,0.02342065,0.49647199,0.71427310
-4.90145073,2.58699088,0.01328118,0.39834411,0.00750504,1.34972725,1.07306658,0.02328924,0.50904054,0.73058328
-4.89544772,2.61281246,0.01392179,0.41124097,0.00701429,1.34628808,1.06895840,0.02317495,0.52157400,0.74667880
-4.88944472,2.63684672,0.01451504,0.42396978,0.00663293,1.34127853,1.06300165,0.02306877,0.53381933,0.76227223
-4.88344172,2.65825371,0.01505144,0.43630491,0.00634480,1.33449936,1.05514258,0.02296190,0.54551617,0.77705506
-4.87743872,2.67616694,0.01552225,0.44801020,0.00613447,1.32574860,1.04532148,0.02284585,0.55640018,0.79070279
-4.87143572,2.68970930,0.01591968,0.45884328,0.00598743,1.31482574,1.03347504,0.02271254,0.56620717,0.80288138
-4.86543272,2.69801243,0.01623705,0.46856070,0.00589014,1.30153744,1.01954016,0.02255441,0.57467814,0.81325495
-4.85942971,2.70023921,0.01646895,0.47692374,0.00583018,1.28570449,1.00345876,0.02236452,0.58156502,0.82149453
-4.85342671,2.69560873,0.01661137,0.48370469,0.00579627,1.26716990,0.98518351,0.02213668,0.58663716,0.82728770
-4.84742371,2.68342271,0.01666176,0.48869349,0.00577826,1.24580759,0.96468410,0.02186556,0.58968808,0.83034870
-4.84142071,2.66309245,0.01661913,0.49170437,0.00576724,1.22153139,0.94195373,0.02154686,0.59054245,0.83042858
-4.83541771,2.63416480,0.01648402,0.49258229,0.00575544,1.19430363,0.91701532,0.02117740,0.58906278,0.82732498
-4.82941471,2.59634591,0.01625849,0.49120872,0.00573630,1.16414310,0.88992725,0.02075525,0.58515558,0.82089110
-4.82341171,2.54952151,0.01594608,0.48750660,0.00570442,1.13113151,0.86078806,0.02027985,0.57877659,0.81104329
-4.81740870,2.49377234,0.01555170,0.48144423,0.00565554,1.09541837,0.82973989,0.01975206,0.56993475,0.79776688
-4.81140570,2.42938380,0.01508152,0.47303761,0.00558655,1.05722359,0.79697043,0.01917420,0.55869467,0.78111999
-4.80540270,2.35684909,0.01454281,0.46235137,0.00549539,1.01683779,0.76271316,0.01855007,0.54517735,0.76123492
-4.79939970,2.27686523,0.01394378,0.44949798,0.00538103,0.97461993,0.72724580,0.01788493,0.52955906,0.73831703
-4.79339670,2.19032201,0.01329337,0.43463529,0.00524340,0.93099250,0.69088702,0.01718534,0.51206823,0.71264106
-4.78739370,2.09828399,0.01260105,0.41796251,0.00508332,0.88643411,0.65399144,0.01645914,0.49298059,0.68454509
-4.78139070,2.00196618,0.01187663,0.39971466,0.00490241,0.84146990,0.61694317,0.01571519,0.47261251,0.65442212
-4.77538769,1.90270422,0.01113003,0.38015591,0.00470297,0.79666002,0.58014807,0.01496322,0.45131291,0.62270992
-4.76938469,1.80192023,0.01037107,0.35957189,0.00448788,0.75258652,0.54402506,0.01421358,0.42945393,0.58987919
-4.76338169,1.70108566,0.00960930,0.33826140,0.00426047,0.70983933,0.50899677,0.01347696,0.40742080,0.55642087
-4.75737869,1.60168246,0.00885379,0.31652788,0.00402441,0.66900157,0.47547989,0.01276414,0.38560122,0.52283282
-4.75137569,1.50516412,0.00811301,0.29467095,0.00378359,0.63063494,0.44387554,0.01208571,0.36437469,0.48960654
-4.74537269,1.41291789,0.00739468,0.27297841,0.00354196,0.59526551,0.41455998,0.01145175,0.34410218,0.45721438
-4.73936968,1.32622960,0.00670566,0.25171889,0.00330344,0.56337047,0.38787586,0.01087161,0.32511643,0.42609773
-4.73336668,1.24625203,0.00605188,0.23113559,0.00307180,0.53536618,0.36412439,0.01035364,0.30771333,0.39665650
-4.72736368,1.17397791,0.00543831,0.21144108,0.00285055,0.51159789,0.34355842,0.00990499,0.29214454,0.36924024
-4.72136068,1.11021810,0.00486892,0.19281352,0.00264289,0.49233138,0.32637675,0.00953141,0.27861156,0.34414116
-4.71535768,1.05558551,0.00434670,0.17539419,0.00245159,0.47774663,0.31271960,0.00923710,0.26726149,0.32158909
-4.70935468,1.01048484,0.00387368,0.15928643,0.00227895,0.46793373,0.30266539,0.00902464,0.25818441,0.30174849
-4.70335168,0.97510826,0.00345099,0.14455581,0.00212680,0.46289097,0.29622882,0.00889489,0.25141250,0.28471741
-4.69734867,0.94943662,0.00307893,0.13123166,0.00199640,0.46252508,0.29336020,0.00884703,0.24692083,0.27052838
-4.69134567,0.93324603,0.00275701,0.11930945,0.00188849,0.46665362,0.29394610,0.00887852,0.24462966,0.25915086
-4.68534267,0.92611914,0.00248409,0.10875422,0.00180329,0.47500922,0.29781112,0.00898522,0.24440816,0.25049537
-4.67933967,0.92746064,0.00225842,0.09950453,0.00174047,0.48724569,0.30472094,0.00916149,0.24607940,0.24441869
-4.67333667,0.93651618,0.00207773,0.09147699,0.00169925,0.50294565,0.31438643,0.00940032,0.24942633,0.24073018
-4.66733367,0.95239427,0.00193935,0.08457089,0.00167837,0.52162956,0.32646889,0.00969350,0.25419857,0.23919880
-4.66133067,0.97409021,0.00184022,0.07867309,0.00167618,0.54276586,0.34058626,0.01003180,0.26011988,0.23956066
-4.65532766,1.00051161,0.00177702,0.07366262,0.00169067,0.56578205,0.35632029,0.01040523,0.26689583,0.24152678
-4.64932466,1.03050471,0.00174623,0.06941509,0.00171955,0.59007641,0.37322461,0.01080319,0.27422178,0.24479106
-4.64332166,1.06288104,0.00174413,0.06580677,0.00176030,0.61503018,0.39083350,0.01121475,0.28179072,0.24903800
