energy_ev,total_up,total_down,B_p_up,B_p_down,B_d_up,B_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.78989495,0.43764911,-0.43764911,0.06198792,-0.06198792,0.00000000,-0.00000000,0.06727935,-0.06727935,0.08939271,-0.08939271,0.00095611,-0.00095611,0.13050179,-0.13050179
-5.78389195,0.39758502,-0.39758503,0.05713678,-0.05713678,0.00000000,-0.00000000,0.06250242,-0.06250242,0.08121353,-0.08121353,0.00086287,-0.00086287,0.11752343,-0.11752343
-5.77788894,0.36038778,-0.36038778,0.05275512,-0.05275512,0.00000000,-0.00000000,0.05833547,-0.05833547,0.07357547,-0.07357547,0.00077426,-0.00077426,0.10533533,-0.10533533
-5.77188594,0.32643167,-0.32643167,0.04890065,-0.04890065,0.00000000,-0.00000000,0.05484117,-0.05484117,0.06655696,-0.06655696,0.00069131,-0.00069131,0.09404309,-0.09404309
-5.76588294,0.29600121,-0.29600121,0.04561796,-0.04561796,0.00000000,-0.00000000,0.05206723,-0.05206723,0.06021841,-0.06021841,0.00061494,-0.00061494,0.08372605,-0.08372605
-5.75987994,0.26929360,-0.26929360,0.04293851,-0.04293851,0.00000000,-0.00000000,0.05004630,-0.05004630,0.05460261,-0.05460261,0.00054597,-0.00054597,0.07443866,-0.07443866
-5.75387694,0.24642362,-0.24642362,0.04088081,-0.04088081,0.00000000,-0.00000000,0.04879607,-0.04879607,0.04973566,-0.04973566,0.00048514,-0.00048514,0.06621253,-0.06621253
-5.74787394,0.22743029,-0.22743029,0.03945093,-0.03945093,0.00000000,-0.00000000,0.04831957,-0.04831957,0.04562822,-0.04562822,0.00043317,-0.00043317,0.05905907,-0.05905907
-5.74187094,0.21228495,-0.21228495,0.03864317,-0.03864317,0.00000000,-0.00000000,0.04860576,-0.04860576,0.04227710,-0.04227710,0.00039075,-0.00039075,0.05297262,-0.05297262
-5.73586793,0.20090031,-0.20090031,0.03844089,-0.03844089,0.00000000,-0.00000000,0.04963015,-0.04963015,0.03966715,-0.03966715,0.00035864,-0.00035864,0.04793370,-0.04793370
-5.72986493,0.19314018,-0.19314018,0.03881753,-0.03881753,0.00000000,-0.00000000,0.05135575,-0.05135575,0.03777310,-0.03777310,0.00033767,-0.00033767,0.04391249,-0.04391249
-5.72386193,0.18882935,-0.18882935,0.03973764,-0.03973764,0.00000000,-0.00000000,0.05373401,-0.05373401,0.03656169,-0.03656169,0.00032883,-0.00032883,0.04087225,-0.04087225
-5.71785893,0.18776362,-0.18776362,0.04115813,-0.04115813,0.00000000,-0.00000000,0.05670601,-0.05670601,0.03599362,-0.03599362,0.00033330,-0.00033330,0.03877265,-0.03877265
-5.71185593,0.18971954,-0.18971954,0.04302951,-0.04302951,0.00000000,-0.00000000,0.06020380,-0.06020380,0.03602556,-0.03602556,0.00035248,-0.00035248,0.03757285,-0.03757285
-5.70585293,0.19446379,-0.19446379,0.04529726,-0.04529726,0.00000000,-0.00000000,0.06415190,-0.06415190,0.03661209,-0.03661209,0.00038806,-0.00038806,0.03723433,-0.03723433
-5.69984992,0.20176196,-0.20176196,0.04790327,-0.04790327,0.00000000,-0.00000000,0.06846897,-0.06846897,0.03770740,-0.03770740,0.00044201,-0.00044201,0.03772332,-0.03772332
-5.69384692,0.21138672,-0.21138672,0.05078727,-0.05078727,0.00000000,-0.00000000,0.07306965,-0.07306965,0.03926700,-0.03926700,0.00051667,-0.00051667,0.03901288,-0.03901288
-5.68784392,0.22312511,-0.22312511,0.05388838,-0.05388838,0.00000000,-0.00000000,0.07786656,-0.07786656,0.04124913,-0.04124913,0.00061467,-0.00061467,0.04108442,-0.04108442
-5.68184092,0.23678482,-0.23678482,0.05714663,-0.05714663,0.00000000,-0.00000000,0.08277237,-0.08277237,0.04361603,-0.04361603,0.00073898,-0.00073898,0.04392883,-0.04392883
-5.67583792,0.25219940,-0.25219940,0.06050447,-0.06050447,0.00000000,-0.00000000,0.08770201,-0.08770201,0.04633491,-0.04633491,0.00089289,-0.00089289,0.04754695,-0.04754695
-5.66983492,0.26923212,-0.26923212,0.06390816,-0.06390816,0.00000000,-0.00000000,0.09257477,-0.09257477,0.04937876,-0.04937876,0.00107993,-0.00107993,0.05194957,-0.05194957
-5.66383192,0.28777831,-0.28777831,0.06730908,-0.06730908,0.00000000,-0.00000000,0.09731639,-0.09731639,0.05272675,-0.05272675,0.00130381,-0.00130381,0.05715674,-0.05715674
-5.65782891,0.30776608,-0.30776608,0.07066490,-0.07066490,0.00000000,-0.00000000,0.10186096,-0.10186096,0.05636436,-0.05636436,0.00156835,-0.00156835,0.06319648,-0.06319648
-5.65182591,0.32915520,-0.32915520,0.07394040,-0.07394040,0.00000000,-0.00000000,0.10615252,-0.10615252,0.06028316,-0.06028316,0.00187735,-0.00187735,0.07010290,-0.07010290
-5.64582291,0.35193412,-0.35193412,0.07710813,-0.07710813,0.00000000,-0.00000000,0.11014637,-0.11014637,0.06448028,-0.06448028,0.00223444,-0.00223444,0.07791368,-0.07791368
-5.63981991,0.37611503,-0.37611503,0.08014867,-0.08014867,0.00000000,-0.00000000,0.11380989,-0.11380989,0.06895738,-0.06895738,0.00264295,-0.00264295,0.08666700,-0.08666700
-5.63381691,0.40172705,-0.40172705,0.08305054,-0.08305054,0.00000000,-0.00000000,0.11712294,-0.11712294,0.07371946,-0.07371946,0.00310571,-0.00310571,0.09639797,-0.09639797
-5.62781391,0.42880782,-0.42880782,0.08580977,-0.08580977,0.00000000,-0.00000000,0.12007767,-0.12007767,0.07877321,-0.07877321,0.00362488,-0.00362488,0.10713474,-0.10713474
-5.62181091,0.45739370,-0.45739370,0.08842911,-0.08842911,0.00000000,-0.00000000,0.12267791,-0.12267791,0.08412525,-0.08412525,0.00420175,-0.00420175,0.11889432,-0.11889432
-5.61580790,0.48750895,-0.48750895,0.09091688,-0.09091688,0.00000000,-0.00000000,0.12493796,-0.12493796,0.08978011,-0.08978011,0.00483658,-0.00483658,0.13167840,-0.13167840
-5.60980490,0.51915467,-0.51915467,0.09328564,-0.09328564,0.00000000,-0.00000000,0.12688105,-0.12688105,0.09573822,-0.09573822,0.00552839,-0.00552839,0.14546931,-0.14546931
-5.60380190,0.55229791,-0.55229791,0.09555057,-0.09555057,0.00000000,-0.00000000,0.12853741,-0.12853741,0.10199396,-0.10199396,0.00627485,-0.00627485,0.16022640,-0.16022640
-5.59779890,0.58686174,-0.58686174,0.09772788,-0.09772788,0.00000000,-0.00000000,0.12994211,-0.12994211,0.10853390,-0.10853390,0.00707215,-0.00707215,0.17588308,-0.17588308
-5.59179590,0.62271714,-0.62271714,0.09983315,-0.09983315,0.00000000,-0.00000000,0.13113290,-0.13113290,0.11533541,-0.11533541,0.00791494,-0.00791494,0.19234472,-0.19234472
-5.58579290,0.65967728,-0.65967728,0.10187985,-0.10187985,0.00000000,-0.00000000,0.13214800,-0.13214800,0.12236574,-0.12236574,0.00879635,-0.00879635,0.20948771,-0.20948771
-5.57978989,0.69749495,-0.69749495,0.10387813,-0.10387813,0.00000000,-0.00000000,0.13302424,-0.13302424,0.12958173,-0.12958173,0.00970799,-0.00970799,0.22715988,-0.22715988
-5.57378689,0.73586368,-0.73586368,0.10583388,-0.10583388,0.00000000,-0.00000000,0.13379542,-0.13379542,0.13693022,-0.13693022,0.01064012,-0.01064012,0.24518232,-0.24518232
-5.56778389,0.77442291,-0.77442291,0.10774832,-0.10774832,0.00000000,-0.00000000,0.13449125,-0.13449125,0.14434922,-0.14434922,0.01158182,-0.01158182,0.26335285,-0.26335285
-5.56178089,0.81276729,-0.81276729,0.10961802,-0.10961802,0.00000000,-0.00000000,0.13513682,-0.13513682,0.15176991,-0.15176991,0.01252130,-0.01252130,0.28145100,-0.28145100
-5.55577789,0.85046024,-0.85046024,0.11143544,-0.11143544,0.00000000,-0.00000000,0.13575265,-0.13575265,0.15911940,-0.15911940,0.01344616,-0.01344616,0.29924446,-0.29924446
-5.54977489,0.88705110,-0.88705110,0.11319000,-0.11319000,0.00000000,-0.00000000,0.13635539,-0.13635539,0.16632419,-0.16632419,0.01434384,-0.01434384,0.31649694,-0.31649694
-5.54377189,0.92209557,-0.92209557,0.11486960,-0.11486960,0.00000000,-0.00000000,0.13695908,-0.13695908,0.17331422,-0.17331422,0.01520201,-0.01520201,0.33297689,-0.33297689
-5.53776888,0.95517828,-0.95517828,0.11646252,-0.11646252,0.00000000,-0.00000000,0.13757695,-0.13757695,0.18002732,-0.18002732,0.01600907,-0.01600907,0.34846708,-0.34846708
-5.53176588,0.98593656,-0.98593656,0.11795954,-0.11795954,0.00000000,-0.00000000,0.13822350,-0.13822350,0.18641378,-0.18641378,0.01675453,-0.01675453,0.36277433,-0.36277433
-5.52576288,1.01408414,-1.01408414,0.11935629,-0.11935629,0.00000000,-0.00000000,0.13891690,-0.13891690,0.19244093,-0.19244093,0.01742953,-0.01742953,0.37573904,-0.37573904
-5.51975988,1.03943327,-1.03943327,0.12065544,-0.12065544,0.00000000,-0.00000000,0.13968132,-0.13968132,0.19809731,-0.19809731,0.01802722,-0.01802722,0.38724403,-0.38724403
-5.51375688,1.06191405,-1.06191405,0.12186880,-0.12186880,0.00000000,-0.00000000,0.14054914,-0.14054914,0.20339620,-0.20339620,0.01854307,-0.01854307,0.39722207,-0.39722207
-5.50775388,1.08158948,-1.08158948,0.12301898,-0.12301898,0.00000000,-0.00000000,0.14156275,-0.14156275,0.20837827,-0.20837827,0.01897516,-0.01897516,0.40566182,-0.40566182
-5.50175088,1.09866508,-1.09866508,0.12414053,-0.12414053,0.00000000,-0.00000000,0.14277583,-0.14277583,0.21311302,-0.21311302,0.01932435,-0.01932435,0.41261150,-0.41261150
-5.49574787,1.11349212,-1.11349212,0.12528047,-0.12528047,0.00000000,-0.00000000,0.14425382,-0.14425382,0.21769896,-0.21769896,0.01959429,-0.01959429,0.41818016,-0.41818016
-5.48974487,1.12656369,-1.12656369,0.12649800,-0.12649800,0.00000000,-0.00000000,0.14607362,-0.14607362,0.22226214,-0.22226214,0.01979137,-0.01979137,0.42253628,-0.42253628
-5.48374187,1.13850331,-1.13850331,0.12786348,-0.12786348,0.00000000,-0.00000000,0.14832230,-0.14832230,0.22695326,-0.22695326,0.01992450,-0.01992450,0.42590345,-0.42590345
-5.47773887,1.15004604,-1.15004604,0.12945646,-0.12945646,0.00000000,-0.00000000,0.15109485,-0.15109485,0.23194306,-0.23194306,0.02000483,-0.02000483,0.42855340,-0.42855340
-5.47173587,1.16201265,-1.16201265,0.13136296,-0.13136296,0.00000000,-0.00000000,0.15449102,-0.15449102,0.23741629,-0.23741629,0.02004525,-0.02004525,0.43079635,-0.43079635
-5.46573287,1.17527744,-1.17527744,0.13367210,-0.13367210,0.00000000,-0.00000000,0.15861124,-0.15861124,0.24356439,-0.24356439,0.02005992,-0.02005992,0.43296914,-0.43296914
-5.45972986,1.19073120,-1.19073120,0.13647199,-0.13647199,0.00000000,-0.00000000,0.16355200,-0.16355200,0.25057703,-0.25057703,0.02006364,-0.02006364,0.43542147,-0.43542147
-5.45372686,1.20924059,-1.20924059,0.13984531,-0.13984531,0.00000000,-0.00000000,0.16940056,-0.16940056,0.25863300,-0.25863300,0.02007121,-0.02007121,0.43850101,-0.43850101
-5.44772386,1.23160588,-1.23160588,0.14386461,-0.14386461,0.00000000,-0.00000000,0.17622961,-0.17622961,0.26789077,-0.26789077,0.02009676,-0.02009676,0.44253771,-0.44253771
-5.44172086,1.25851898,-1.25851898,0.14858768,-0.14858768,0.00000000,-0.00000000,0.18409180,-0.18409180,0.27847908,-0.27847908,0.02015310,-0.02015310,0.44782838,-0.44782838
-5.43571786,1.29052384,-1.29052384,0.15405310,-0.15405310,0.00000000,-0.00000000,0.19301477,-0.19301477,0.29048818,-0.29048818,0.02025110,-0.02025110,0.45462201,-0.45462201
-5.42971486,1.32798124,-1.32798124,0.16027638,-0.16027638,0.00000000,-0.00000000,0.20299676,-0.20299676,0.30396212,-0.30396212,0.02039914,-0.02039914,0.46310666,-0.46310666
-5.42371186,1.37103999,-1.37103999,0.16724682,-0.16724682,0.00000000,-0.00000000,0.21400321,-0.21400321,0.31889250,-0.31889250,0.02060270,-0.02060270,0.47339856,-0.47339856
-5.41770885,1.41961617,-1.41961617,0.17492531,-0.17492531,0.00000000,-0.00000000,0.22596459,-0.22596459,0.33521420,-0.33521420,0.02086401,-0.02086401,0.48553406,-0.48553406
-5.41170585,1.47338186,-1.47338186,0.18324329,-0.18324329,0.00000000,-0.00000000,0.23877562,-0.23877562,0.35280322,-0.35280322,0.02118187,-0.02118187,0.49946486,-0.49946486
-5.40570285,1.53176444,-1.53176444,0.19210306,-0.19210306,0.00000000,-0.00000000,0.25229625,-0.25229625,0.37147724,-0.37147724,0.02155163,-0.02155163,0.51505680,-0.51505680
-5.39969985,1.59395681,-1.59395681,0.20137930,-0.20137930,0.00000000,-0.00000000,0.26635417,-0.26635417,0.39099861,-0.39099861,0.02196531,-0.02196531,0.53209256,-0.53209256
-5.39369685,1.65893883,-1.65893883,0.21092212,-0.21092212,0.00000000,-0.00000000,0.28074922,-0.28074922,0.41108016,-0.41108016,0.02241186,-0.02241186,0.55027808,-0.55027808
-5.38769385,1.72550923,-1.72550923,0.22056133,-0.22056133,0.00000000,-0.00000000,0.29525931,-0.29525931,0.43139357,-0.43139357,0.02287757,-0.02287757,0.56925260,-0.56925260
-5.38169085,1.79232718,-1.79232718,0.23011197,-0.23011197,0.00000000,-0.00000000,0.30964792,-0.30964792,0.45157998,-0.45157998,0.02334661,-0.02334661,0.58860195,-0.58860195
-5.37568784,1.85796184,-1.85796184,0.23938080,-0.23938080,0.00000000,-0.00000000,0.32367277,-0.32367277,0.47126273,-0.47126273,0.02380164,-0.02380164,0.60787460,-0.60787460
-5.36968484,1.92094801,-1.92094801,0.24817366,-0.24817366,0.00000000,-0.00000000,0.33709550,-0.33709550,0.49006148,-0.49006148,0.02422456,-0.02422456,0.62659971,-0.62659971
-5.36368184,1.97984566,-1.97984566,0.25630323,-0.25630323,0.00000000,-0.00000000,0.34969178,-0.34969178,0.50760737,-0.50760737,0.02459722,-0.02459722,0.64430653,-0.64430653
-5.35767884,2.03330057,-2.03330057,0.26359702,-0.26359702,0.00000000,-0.00000000,0.36126159,-0.36126159,0.52355847,-0.52355847,0.02490218,-0.02490218,0.66054421,-0.66054421
-5.35167584,2.08010367,-2.08010367,0.26990516,-0.26990516,0.00000000,-0.00000000,0.37163913,-0.37163913,0.53761484,-0.53761484,0.02512348,-0.02512348,0.67490113,-0.67490113
-5.34567284,2.11924620,-2.11924620,0.27510765,-0.27510765,0.00000000,-0.00000000,0.38070185,-0.38070185,0.54953257,-0.54953257,0.02524730,-0.02524730,0.68702301,-0.68702301
-5.33966983,2.14996832,-2.14996832,0.27912078,-0.27912078,0.00000000,-0.00000000,0.38837825,-0.38837825,0.55913620,-0.55913620,0.02526257,-0.02526257,0.69662876,-0.69662876
-5.33366683,2.17179880,-2.17179880,0.28190232,-0.28190232,0.00000000,-0.00000000,0.39465402,-0.39465402,0.56632874,-0.56632874,0.02516150,-0.02516150,0.70352360,-0.70352360
-5.32766383,2.18458397,-2.18458397,0.28345533,-0.28345533,0.00000000,-0.00000000,0.39957604,-0.39957604,0.57109900,-0.57109900,0.02493992,-0.02493992,0.70760867,-0.70760867
-5.32166083,2.18850457,-2.18850457,0.28383029,-0.28383029,0.00000000,-0.00000000,0.40325420,-0.40325420,0.57352578,-0.57352578,0.02459758,-0.02459758,0.70888682,-0.70888682
-5.31565783,2.18407950,-2.18407950,0.28312545,-0.28312545,0.00000000,-0.00000000,0.40586065,-0.40586065,0.57377859,-0.57377859,0.02413818,-0.02413818,0.70746428,-0.70746428
-5.30965483,2.17215640,-2.17215640,0.28148538,-0.28148538,0.00000000,-0.00000000,0.40762659,-0.40762659,0.57211495,-0.57211495,0.02356940,-0.02356940,0.70354818,-0.70354818
-5.30365183,2.15388931,-2.15388931,0.27909764,-0.27909764,0.00000000,-0.00000000,0.40883646,-0.40883646,0.56887425,-0.56887425,0.02290270,-0.02290270,0.69744017,-0.69744017
-5.29764882,2.13070417,-2.13070417,0.27618775,-0.27618775,0.00000000,-0.00000000,0.40981984,-0.40981984,0.56446843,-0.56446843,0.02215302,-0.02215302,0.68952623,-0.68952623
-5.29164582,2.10425385,-2.10425385,0.27301259,-0.27301259,0.00000000,-0.00000000,0.41094124,-0.41094124,0.55936977,-0.55936977,0.02133836,-0.02133836,0.68026338,-0.68026338
-5.28564282,2.07636426,-2.07636426,0.26985248,-0.26985248,0.00000000,-0.00000000,0.41258805,-0.41258805,0.55409635,-0.55409635,0.02047928,-0.02047928,0.67016384,-0.67016383
-5.27963982,2.04897395,-2.04897395,0.26700224,-0.26700224,0.00000000,-0.00000000,0.41515720,-0.41515720,0.54919570,-0.54919570,0.01959834,-0.01959834,0.65977722,-0.65977722
-5.27363682,2.02406938,-2.02406938,0.26476144,-0.26476144,0.00000000,-0.00000000,0.41904094,-0.41904094,0.54522719,-0.54522719,0.01871946,-0.01871946,0.64967169,-0.64967169
-5.26763382,2.00361855,-2.00361855,0.26342442,-0.26342442,0.00000000,-0.00000000,0.42461217,-0.42461217,0.54274406,-0.54274406,0.01786730,-0.01786730,0.64041475,-0.64041475
-5.26163082,1.98950526,-1.98950526,0.26327022,-0.26327022,0.00000000,-0.00000000,0.43221006,-0.43221006,0.54227541,-0.54227541,0.01706653,-0.01706653,0.63255437,-0.63255437
-5.25562781,1.98346660,-1.98346660,0.26455288,-0.26455288,0.00000000,-0.00000000,0.44212621,-0.44212621,0.54430915,-0.54430915,0.01634129,-0.01634129,0.62660124,-0.62660124
-5.24962481,1.98703550,-1.98703550,0.26749250,-0.26749250,0.00000000,-0.00000000,0.45459220,-0.45459220,0.54927618,-0.54927618,0.01571447,-0.01571447,0.62301261,-0.62301261
-5.24362181,2.00149049,-2.00149049,0.27226727,-0.27226727,0.00000000,-0.00000000,0.46976865,-0.46976865,0.55753654,-0.55753654,0.01520717,-0.01520717,0.62217836,-0.62217836
-5.23761881,2.02781392,-2.02781392,0.27900681,-0.27900681,0.00000000,-0.00000000,0.48773647,-0.48773647,0.56936784,-0.56936784,0.01483819,-0.01483819,0.62440949,-0.62440949
-5.23161581,2.06665990,-2.06665990,0.28778698,-0.28778698,0.00000000,-0.00000000,0.50849047,-0.50849047,0.58495626,-0.58495626,0.01462350,-0.01462350,0.62992941,-0.62992941
-5.22561281,2.11833270,-2.11833270,0.29862646,-0.29862646,0.00000000,-0.00000000,0.53193575,-0.53193575,0.60439039,-0.60439039,0.01457587,-0.01457587,0.63886804,-0.63886804
-5.21960980,2.18277581,-2.18277581,0.31148506,-0.31148506,0.00000000,-0.00000000,0.55788687,-0.55788687,0.62765806,-0.62765806,0.01470453,-0.01470453,0.65125890,-0.65125890
-5.21360680,2.25957181,-2.25957181,0.32626378,-0.32626378,0.00000000,-0.00000000,0.58606999,-0.58606999,0.65464595,-0.65464595,0.01501490,-0.01501490,0.66703889,-0.66703889
-5.20760380,2.34795261,-2.34795261,0.34280685,-0.34280685,0.00000000,-0.00000000,0.61612791,-0.61612791,0.68514216,-0.68514216,0.01550838,-0.01550838,0.68605077,-0.68605077
-5.20160080,2.44681938,-2.44681938,0.36090530,-0.36090530,0.00000000,-0.00000000,0.64762790,-0.64762790,0.71884127,-0.71884127,0.01618228,-0.01618228,0.70804805,-0.70804805
-5.19559780,2.55477131,-2.55477131,0.38030227,-0.38030227,0.00000000,-0.00000000,0.68007208,-0.68007208,0.75535192,-0.75535192,0.01702978,-0.01702978,0.73270205,-0.73270205
-5.18959480,2.67014218,-2.67014218,0.40069963,-0.40069963,0.00000000,-0.00000000,0.71291006,-0.71291006,0.79420635,-0.79420635,0.01804002,-0.01804002,0.75961084,-0.75961084
-5.18359180,2.79104330,-2.79104330,0.42176581,-0.42176581,0.00000000,-0.00000000,0.74555340,-0.74555340,0.83487168,-0.83487168,0.01919826,-0.01919826,0.78830967,-0.78830967
-5.17758879,2.91541167,-2.91541167,0.44314447,-0.44314447,0.00000000,-0.00000000,0.77739158,-0.77739158,0.87676261,-0.87676261,0.02048614,-0.02048614,0.81828279,-0.81828279
-5.17158579,3.04106175,-3.04106175,0.46446389,-0.46446389,0.00000000,-0.00000000,0.80780867,-0.80780867,0.91925494,-0.91925494,0.02188208,-0.02188208,0.84897609,-0.84897609
-5.16558279,3.16573955,-3.16573955,0.48534659,-0.48534659,0.00000000,-0.00000000,0.83620058,-0.83620058,0.96169976,-0.96169976,0.02336172,-0.02336172,0.87981051,-0.87981051
