energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.86193097,1.69125258,0.60959341,0.38595615,0.00363715,0.02764939,0.01547630,1.11450993,0.27980209,0.08116742
-5.85592796,1.63575813,0.60490917,0.36637265,0.00346599,0.02841373,0.01438887,1.07916232,0.27426995,0.07843377
-5.84992496,1.58699274,0.60227414,0.34876942,0.00330144,0.02938297,0.01334134,1.04792168,0.26966039,0.07599359
-5.84392196,1.54517660,0.60163410,0.33322199,0.00314458,0.03054592,0.01233949,1.02095232,0.26599831,0.07386261
-5.83791896,1.51038033,0.60290046,0.31976110,0.00299612,0.03188624,0.01138812,0.99832725,0.26328948,0.07205037
-5.83191596,1.48252381,0.60595176,0.30837272,0.00285642,0.03338238,0.01049106,0.98002721,0.26152039,0.07055997
-5.82591296,1.46138058,0.61063655,0.29899955,0.00272557,0.03500787,0.00965109,0.96594331,0.26065892,0.06938793
-5.81990995,1.44658781,0.61677738,0.29154419,0.00260337,0.03673166,0.00887004,0.95588297,0.26065555,0.06852446
-5.81390695,1.43766138,0.62417594,0.28587353,0.00248939,0.03851882,0.00814876,0.94957907,0.26144530,0.06795386
-5.80790395,1.43401537,0.63261908,0.28182441,0.00238307,0.04033131,0.00748725,0.94670173,0.26295015,0.06765519
-5.80190095,1.43498510,0.64188556,0.27921025,0.00228370,0.04212898,0.00688472,0.94687229,0.26508183,0.06760319
-5.79589795,1.43985271,0.65175311,0.27782827,0.00219052,0.04387072,0.00633973,0.94967878,0.26774501,0.06776922
-5.78989495,1.44787412,0.66200556,0.27746715,0.00210276,0.04551562,0.00585022,0.95469218,0.27084056,0.06812240
-5.78389195,1.45830610,0.67243982,0.27791470,0.00201968,0.04702426,0.00541371,0.96148268,0.27426882,0.06863072
-5.77788894,1.47043235,0.68287210,0.27896523,0.00194060,0.04835987,0.00502732,0.96963526,0.27793278,0.06926219
-5.77188594,1.48358732,0.69314340,0.28042637,0.00186494,0.04948956,0.00468793,0.97876385,0.28174097,0.06998585
-5.76588294,1.49717676,0.70312365,0.28212505,0.00179226,0.05038531,0.00439221,0.98852338,0.28560992,0.07077271
-5.75987994,1.51069427,0.71271455,0.28391238,0.00172221,0.05102482,0.00413676,0.99861934,0.28946623,0.07159652
-5.75387694,1.52373294,0.72185082,0.28566735,0.00165464,0.05139223,0.00391812,1.00881427,0.29324795,0.07243435
-5.74787394,1.53599190,0.73049968,0.28729909,0.00158949,0.05147848,0.00373286,1.01893114,0.29690540,0.07326692
-5.74187094,1.54727752,0.73865878,0.28874785,0.00152685,0.05128150,0.00357760,1.02885338,0.30040135,0.07407882
-5.73586793,1.55749948,0.74635247,0.28998455,0.00146695,0.05080615,0.00344908,1.03852182,0.30371044,0.07485839
-5.72986493,1.56666199,0.75362665,0.29100918,0.00141007,0.05006388,0.00334418,1.04792871,0.30681815,0.07559756
-5.72386193,1.57485105,0.76054254,0.29184801,0.00135658,0.04907214,0.00325994,1.05710927,0.30971913,0.07629137
-5.71785893,1.58221839,0.76716954,0.29254999,0.00130690,0.04785369,0.00319358,1.06613151,0.31241507,0.07693754
-5.71185593,1.58896342,0.77357778,0.29318262,0.00126143,0.04643567,0.00314256,1.07508470,0.31491233,0.07753587
-5.70585293,1.59531411,0.77983061,0.29382738,0.00122057,0.04484861,0.00310456,1.08406760,0.31721932,0.07808761
-5.69984992,1.60150824,0.78597763,0.29457523,0.00118465,0.04312534,0.00307754,1.09317695,0.31934390,0.07859494
-5.69384692,1.60777614,0.79204863,0.29552245,0.00115393,0.04129997,0.00305974,1.10249723,0.32129086,0.07906041
-5.68784392,1.61432611,0.79804891,0.29676689,0.00112856,0.03940685,0.00304971,1.11209222,0.32305978,0.07948663
-5.68184092,1.62133342,0.80395634,0.29840523,0.00110857,0.03747964,0.00304634,1.12199918,0.32464328,0.07987598
-5.67583792,1.62893376,0.80972036,0.30053099,0.00109384,0.03555046,0.00304887,1.13222597,0.32602583,0.08023059
-5.66983492,1.63722163,0.81526325,0.30323386,0.00108412,0.03364929,0.00305695,1.14275158,0.32718331,0.08055245
-5.66383192,1.64625378,0.82048367,0.30660004,0.00107902,0.03180336,0.00307059,1.15353010,0.32808322,0.08084369
-5.65782891,1.65605782,0.82526233,0.31071373,0.00107798,0.03003689,0.00309025,1.16449805,0.32868575,0.08110712
-5.65182591,1.66664534,0.82946976,0.31565963,0.00108037,0.02837084,0.00311678,1.17558489,0.32894554,0.08134679
-5.64582291,1.67802898,0.83297579,0.32152629,0.00108543,0.02682293,0.00315147,1.18672600,0.32881416,0.08156870
-5.63981991,1.69024243,0.83566030,0.32840997,0.00109233,0.02540767,0.00319601,1.19787770,0.32824322,0.08178164
-5.63381691,1.70336200,0.83742471,0.33641877,0.00110018,0.02413657,0.00325247,1.20903323,0.32718781,0.08199791
-5.62781391,1.71752858,0.83820379,0.34567675,0.00110812,0.02301845,0.00332329,1.22023888,0.32561033,0.08223409
-5.62181091,1.73296834,0.83797685,0.35632746,0.00111527,0.02205969,0.00341118,1.23160922,0.32348428,0.08251161
-5.61580790,1.75001061,0.83677799,0.36853681,0.00112083,0.02126461,0.00351914,1.24334029,0.32079794,0.08285728
-5.60980490,1.76910173,0.83470449,0.38249458,0.00112407,0.02063574,0.00365031,1.25571984,0.31755759,0.08330348
-5.60380190,1.79081331,0.83192300,0.39841463,0.00112440,0.02017414,0.00380792,1.26913374,0.31379021,0.08388815
-5.59779890,1.81584393,0.82867291,0.41653319,0.00112133,0.01987966,0.00399520,1.28406762,0.30954531,0.08465455
-5.59179590,1.84501352,0.82526653,0.43710538,0.00111455,0.01975104,0.00421524,1.30110340,0.30489582,0.08565059
-5.58579290,1.87924986,0.82208593,0.46039962,0.00110392,0.01978611,0.00447091,1.32091018,0.29993790,0.08692799
-5.57978989,1.91956723,0.81957625,0.48669014,0.00108944,0.01998180,0.00476472,1.34422954,0.29478965,0.08854103
-5.57378689,1.96703743,0.81823557,0.51624750,0.00107129,0.02033410,0.00509870,1.37185540,0.28958861,0.09054511
-5.56778389,2.02275394,0.81860163,0.54932766,0.00104980,0.02083805,0.00547430,1.40460886,0.28448823,0.09299501
-5.56178089,2.08779038,0.82123576,0.58615954,0.00102542,0.02148761,0.00589223,1.44330893,0.27965337,0.09594297
-5.55577789,2.16315451,0.82670446,0.62693189,0.00099872,0.02227557,0.00635243,1.48873990,0.27525491,0.09943671
-5.54977489,2.24973972,0.83555939,0.67177969,0.00097035,0.02319337,0.00685392,1.54161674,0.27146386,0.10351730
-5.54377189,2.34827581,0.84831641,0.72077078,0.00094098,0.02423105,0.00739477,1.60254972,0.26844507,0.10821708
-5.53776888,2.45928109,0.86543456,0.77389330,0.00091134,0.02537714,0.00797203,1.67200976,0.26635078,0.11355770
-5.53176588,2.58301806,0.88729564,0.83104457,0.00088212,0.02661858,0.00858174,1.75029598,0.26531452,0.11954832
-5.52576288,2.71945452,0.91418532,0.89202189,0.00085395,0.02794075,0.00921893,1.83750680,0.26544530,0.12618402
-5.51975988,2.86823224,0.94627653,0.95651600,0.00082742,0.02932754,0.00987762,1.93351612,0.26682257,0.13344457
-5.51375688,3.02864462,0.98361574,1.02410747,0.00080300,0.03076142,0.01055096,2.03795556,0.26949217,0.14129359
-5.50775388,3.19962487,1.02611286,1.09426654,0.00078104,0.03222361,0.01123127,2.15020388,0.27346330,0.14967809
-5.50175088,3.37974567,1.07353501,1.16635656,0.00076179,0.03369434,0.01191019,2.26938433,0.27870677,0.15852854
-5.49574787,3.56723071,1.12550473,1.23964113,0.00074532,0.03515308,0.01257887,2.39437024,0.28515461,0.16775937
-5.48974487,3.75997838,1.18150257,1.31329507,0.00073161,0.03657887,0.01322806,2.52379904,0.29270094,0.17727004
-5.48374187,3.95559705,1.24087416,1.38641871,0.00072050,0.03795066,0.01384839,2.65609453,0.30120426,0.18694655
-5.47773887,4.15145118,1.30284166,1.45805546,0.00071169,0.03924766,0.01443055,2.78949681,0.31049086,0.19666342
-5.47173587,4.34471683,1.36651910,1.52721201,0.00070480,0.04044970,0.01496547,2.92209897,0.32035937,0.20628607
-5.46573287,4.53244497,1.43093131,1.59288053,0.00069939,0.04153764,0.01544459,3.05188961,0.33058617,0.21567362
-5.45972986,4.71163052,1.49503578,1.65406228,0.00069491,0.04249365,0.01586005,3.17679957,0.34093154,0.22468189
-5.45372686,4.87928482,1.55774673,1.70979173,0.00069083,0.04330162,0.01620484,3.29475159,0.35114623,0.23316666
-5.44772386,5.03250918,1.61796079,1.75916041,0.00068658,0.04394739,0.01647305,3.40371111,0.36097825,0.24098694
-5.44172086,5.16856696,1.67458329,1.80133979,0.00068163,0.04441906,0.01665997,3.50173658,0.37017965,0.24800835
-5.43571786,5.28495191,1.72655449,1.83560215,0.00067546,0.04470718,0.01676220,3.58702765,0.37851301,0.25410630
-5.42971486,5.37945042,1.77287490,1.86133903,0.00066763,0.04480496,0.01677778,3.65796962,0.38575750,0.25916901
-5.42371186,5.45019575,1.81262896,1.87807642,0.00065777,0.04470833,0.01670619,3.71317279,0.39171425,0.26310019
-5.41770885,5.49571258,1.84500640,1.88548629,0.00064561,0.04441604,0.01654837,3.75150552,0.39621095,0.26582137
-5.41170585,5.51495060,1.86932075,1.88339419,0.00063096,0.04392970,0.01630669,3.77212012,0.39910552,0.26727374
-5.40570285,5.50730637,1.88502437,1.87178256,0.00061373,0.04325367,0.01598486,3.77447075,0.40028883,0.26741950
-5.39969985,5.47263296,1.89171993,1.85078988,0.00059393,0.04239500,0.01558784,3.75832326,0.39968640,0.26624266
-5.39369685,5.41123754,1.88916791,1.82070576,0.00057169,0.04136331,0.01512169,3.72375664,0.39725906,0.26374926
-5.38769385,5.32386738,1.87729004,1.78196215,0.00054718,0.04017053,0.01459340,3.67115654,0.39300278,0.25996701
-5.38169085,5.21168514,1.85616891,1.73512118,0.00052070,0.03883073,0.01401071,3.60120130,0.38694750,0.25494448
-5.37568784,5.07623464,1.82604370,1.68086015,0.00049258,0.03735979,0.01338191,3.51484116,0.37915525,0.24874964
-5.36968484,4.91939857,1.78730240,1.61995410,0.00046321,0.03577513,0.01271563,3.41327172,0.36971756,0.24146813
-5.36368184,4.74334983,1.74047087,1.55325679,0.00043302,0.03409537,0.01202065,3.29790252,0.35875238,0.23320102
-5.35767884,4.55049820,1.68619911,1.48168062,0.00040247,0.03233999,0.01130569,3.17032209,0.34640052,0.22406232
-5.35167584,4.34343419,1.62524531,1.40617621,0.00037200,0.03052899,0.01057924,3.03226050,0.33282183,0.21417632
-5.34567284,4.12487170,1.55845805,1.32771216,0.00034208,0.02868254,0.00984939,2.88555060,0.31819123,0.20367477
-5.33966983,3.89759126,1.48675735,1.24725576,0.00031315,0.02682063,0.00912369,2.73208919,0.30269458,0.19269398
-5.33366683,3.66438536,1.41111495,1.16575485,0.00028565,0.02496280,0.00840907,2.57379899,0.28652477,0.18137206
-5.32766383,3.42800696,1.33253448,1.08412159,0.00025996,0.02312781,0.00771168,2.41259245,0.26987770,0.16984621
-5.32166083,3.19112261,1.25203183,1.00321810,0.00023647,0.02133343,0.00703690,2.25033820,0.25294868,0.15825022
-5.31565783,2.95627073,1.17061641,0.92384448,0.00021551,0.01959620,0.00638928,2.08883067,0.23592899,0.14671222
-5.30965483,2.72582576,1.08927348,0.84672919,0.00019740,0.01793127,0.00577252,1.92976350,0.21900272,0.13535268
-5.30365183,2.50196864,1.00894799,0.77252186,0.00018240,0.01635227,0.00518952,1.77470694,0.20234406,0.12428278
-5.29764882,2.28666355,0.93053019,0.70178841,0.00017079,0.01487121,0.00464236,1.62508954,0.18611489,0.11360306
-5.29164582,2.08164100,0.85484321,0.63500852,0.00016279,0.01349847,0.00413239,1.48218406,0.17046280,0.10340245
-5.28564282,1.88838685,0.78263270,0.57257502,0.00015861,0.01224271,0.00366029,1.34709746,0.15551948,0.09375755
-5.27963982,1.70813696,0.71455856,0.51479514,0.00015843,0.01111096,0.00322610,1.22076494,0.14139952,0.08473238
-5.27363682,1.54187676,0.65118885,0.46189325,0.00016244,0.01010862,0.00282935,1.10394737,0.12819961,0.07637819
-5.26763382,1.39034515,0.59299564,0.41401490,0.00017076,0.00923950,0.00246910,0.99723212,0.11599807,0.06873377
-5.26163082,1.25404210,0.54035276,0.37123164,0.00018354,0.00850591,0.00214402,0.90103643,0.10485470,0.06182574
-5.25562781,1.13323902,0.49353527,0.33354660,0.00020086,0.00790872,0.00185248,0.81561324,0.09481097,0.05566921
-5.24962481,1.02799142,0.45272040,0.30090038,0.00022278,0.00744741,0.00159262,0.74105868,0.08589045,0.05026847
-5.24362181,0.93815317,0.41798987,0.27317712,0.00024932,0.00712015,0.00136240,0.67732101,0.07809949,0.04561777
-5.23761881,0.86339167,0.38933325,0.25021047,0.00028044,0.00692383,0.00115968,0.62421062,0.07142810,0.04170226
-5.23161581,0.80320372,0.36665228,0.23178946,0.00031604,0.00685415,0.00098225,0.58141062,0.06585091,0.03849887
-5.22561281,0.75693171,0.34976606,0.21766408,0.00035596,0.00690564,0.00082791,0.54848795,0.06132842,0.03597723
-5.21960980,0.72377984,0.33841688,0.20755060,0.00039993,0.00707170,0.00069448,0.52490490,0.05780818,0.03410063
-5.21360680,0.70283060,0.33227674,0.20113658,0.00044762,0.00734465,0.00057984,0.51003071,0.05522623,0.03282692
-5.20760380,0.69306123,0.33095447,0.19808578,0.00049858,0.00771580,0.00048196,0.50315373,0.05350848,0.03210940
-5.20160080,0.69336063,0.33400354,0.19804283,0.00055228,0.00817552,0.00039893,0.50349367,0.05257223,0.03189773
-5.19559780,0.70254675,0.34093046,0.20063798,0.00060809,0.00871332,0.00032894,0.51021459,0.05232778,0.03213880
-5.18959480,0.71938458,0.35120394,0.20549186,0.00066528,0.00931800,0.00027033,0.52243828,0.05268004,0.03277757
-5.18359180,0.74260519,0.36426474,0.21222052,0.00072303,0.00997774,0.00022158,0.53925842,0.05353024,0.03375798
-5.17758879,0.77092557,0.37953613,0.22044059,0.00078047,0.01068036,0.00018131,0.55975549,0.05477772,0.03502381
-5.17158579,0.80306958,0.39643510,0.22977482,0.00083664,0.01141347,0.00014826,0.58301234,0.05632171,0.03651960
-5.16558279,0.83778960,0.41438392,0.23985779,0.00089060,0.01216474,0.00012132,0.60813034,0.05806317,0.03819151
-5.15957979,0.87388888,0.43282213,0.25034191,0.00094135,0.01292217,0.00009951,0.63424601,0.05990667,0.03998819
-5.15357679,0.91024389,0.45121853,0.26090345,0.00098795,0.01367435,0.00008198,0.66054757,0.06176219,0.04186175
-5.14757379,0.94582633,0.46908296,0.27124852,0.00102947,0.01441080,0.00006796,0.68629124,0.06354684,0.04376849
-5.14157079,0.97972404,0.48597744,0.28111884,0.00106508,0.01512221,0.00005683,0.71081669,0.06518657,0.04566976
-5.13556778,1.01116009,0.50152645,0.29029698,0.00109405,0.01580073,0.00004802,0.73356114,0.06661759,0.04753264
-5.12956478,1.03950932,0.51542568,0.29861101,0.00111575,0.01644025,0.00004108,0.75407149,0.06778763,0.04933056
-5.12356178,1.06431159,0.52744929,0.30593812,0.00112974,0.01703659,0.00003562,0.77201411,0.06865695,0.05104376
-5.11755878,1.08528097,0.53745485,0.31220724,0.00113569,0.01758769,0.00003132,0.78718158,0.06919904,0.05265957
-5.11155578,1.10231054,0.54538624,0.31740030,0.00113349,0.01809373,0.00002792,0.79949624,0.06940094,0.05417262
-5.10555278,1.11547217,0.55127376,0.32155208,0.00112318,0.01855716,0.00002520,0.80900997,0.06926325,0.05558474
-5.09954977,1.12501117,0.55523187,0.32474862,0.00110497,0.01898277,0.00002301,0.81590036,0.06879969,0.05690476
-5.09354677,1.13133584,0.55745418,0.32712402,0.00107925,0.01937755,0.00002122,0.82046298,0.06803643,0.05814801
-5.08754377,1.13500200,0.55820600,0.32885586,0.00104656,0.01975064,0.00001972,0.82310006,0.06701094,0.05933574
-5.08154077,1.13669302,0.55781462,0.33015922,0.00100757,0.02011311,0.00001847,0.82430583,0.06577062,0.06049431
-5.07553777,1.13719582,0.55665756,0.33127946,0.00096308,0.02047778,0.00001740,0.82464894,0.06437113,0.06165417
-5.06953477,1.13737363,0.55514928,0.33248405,0.00091393,0.02085891,0.00001650,0.82475243,0.06287461,0.06284881
-5.06353177,1.13813636,0.55372666,0.33405359,0.00086107,0.02127198,0.00001577,0.82527195,0.06134765,0.06411348
-5.05752876,1.14040942,0.55283376,0.33627240,0.00080544,0.02173329,0.00001520,0.82687292,0.05985934,0.06548397
-5.05152576,1.14510217,0.55290646,0.33941878,0.00074799,0.02225974,0.00001484,0.83020724,0.05847927,0.06699520
-5.04552276,1.15307673,0.55435725,0.34375554,0.00068965,0.02286844,0.00001471,0.83589037,0.05727562,0.06867992
-5.03951976,1.16511830,0.55756085,0.34952076,0.00063130,0.02357643,0.00001486,0.84447948,0.05631344,0.07056740
-5.03351676,1.18190778,0.56284099,0.35691928,0.00057373,0.02440036,0.00001535,0.85645325,0.05565309,0.07268217
-5.02751376,1.20399756,0.57045882,0.36611510,0.00051767,0.02535627,0.00001626,0.87219404,0.05534896,0.07504289
-5.02151076,1.23179114,0.58060314,0.37722486,0.00046373,0.02645928,0.00001767,0.89197287,0.05544842,0.07766139
-5.01550775,1.26552724,0.59338303,0.39031275,0.00041243,0.02772340,0.00001966,0.91593773,0.05599111,0.08054183
-5.00950475,1.30526871,0.60882270,0.40538684,0.00036417,0.02916133,0.00002235,0.94410556,0.05700840,0.08368008
-5.00350175,1.35089680,0.62685907,0.42239708,0.00031925,0.03078428,0.00002584,0.97635809,0.05852322,0.08706341
-4.99749875,1.40211063,0.64734196,0.44123487,0.00027786,0.03260181,0.00003027,1.01244176,0.06055006,0.09067032
-4.99149575,1.45843217,0.67003689,0.46173447,0.00024010,0.03462173,0.00003576,1.05197175,0.06309519,0.09447074
-4.98549275,1.51921638,0.69463046,0.48367598,0.00020598,0.03684991,0.00004246,1.09443995,0.06615700,0.09842644
-4.97948974,1.58366622,0.72073811,0.50678994,0.00017544,0.03929016,0.00005050,1.13922669,0.06972649,0.10249175
-4.97348674,1.65085212,0.74791413,0.53076337,0.00014836,0.04194407,0.00006002,1.18561597,0.07378778,0.10661452
-4.96748374,1.71973525,0.77566335,0.55524711,0.00012455,0.04481085,0.00007117,1.23281357,0.07831861,0.11073732
-4.96148074,1.78919383,0.80345448,0.57986418,0.00010382,0.04788711,0.00008408,1.27996764,0.08329088,0.11479883
-4.95547774,1.85805161,0.83073443,0.60421893,0.00008592,0.05116665,0.00009885,1.32619102,0.08867104,0.11873541
-4.94947474,1.92510763,0.85694313,0.62790669,0.00007059,0.05464015,0.00011558,1.37058460,0.09442046,0.12248268
-4.94347174,1.98916620,0.88152858,0.65052360,0.00005759,0.05829494,0.00013434,1.41226092,0.10049563,0.12597729
-4.93746873,2.04906624,0.90396140,0.67167625,0.00004665,0.06211470,0.00015516,1.45036727,0.10684832,0.12915850
-4.93146573,2.10370890,0.92374843,0.69099099,0.00003752,0.06607913,0.00017804,1.48410748,0.11342568,0.13196979
-4.92546273,2.15208268,0.94044510,0.70812238,0.00002998,0.07016378,0.00020291,1.51276166,0.12017028,0.13436028
-4.91945973,2.19328539,0.95366599,0.72276074,0.00002379,0.07433980,0.00022968,1.53570340,0.12702014,0.13628596
-4.91345673,2.22654219,0.96309330,0.73463852,0.00001877,0.07857394,0.00025818,1.55241369,0.13390887,0.13771072
-4.90745373,2.25121959,0.96848317,0.74353532,0.00001474,0.08282856,0.00028820,1.56249143,0.14076596,0.13860706
-4.90145073,2.26683497,0.96966953,0.74928147,0.00001153,0.08706194,0.00031946,1.56566007,0.14751722,0.13895656
-4.89544772,2.27306184,0.96656551,0.75176021,0.00000902,0.09122873,0.00035164,1.56177060,0.15408557,0.13875013
-4.88944472,2.26973092,0.95916264,0.75090847,0.00000710,0.09528071,0.00038436,1.55080068,0.16039209,0.13798787
-4.88344172,2.25682747,0.94752782,0.74671625,0.00000567,0.09916781,0.00041721,1.53285043,0.16635749,0.13667883
-4.87743872,2.23448531,0.93179840,0.73922485,0.00000465,0.10283937,0.00044974,1.50813508,0.17190397,0.13484053
-4.87143572,2.20297817,0.91217578,0.72852412,0.00000400,0.10624580,0.00048149,1.47697506,0.17695747,0.13249830
-4.86543272,2.16270899,0.88891766,0.71474871,0.00000368,0.10934034,0.00051200,1.43978397,0.18145030,0.12968455
-4.85942971,2.11419768,0.86232953,0.69807378,0.00000367,0.11208120,0.00054083,1.39705509,0.18532408,0.12643799
-4.85342671,2.05806806,0.83275568,0.67871019,0.00000396,0.11443375,0.00056756,1.34934695,0.18853297,0.12280282
-4.84742371,1.99503448,0.80057001,0.65689933,0.00000456,0.11637284,0.00059185,1.29726854,0.19104695,0.11882797
-4.84142071,1.92588829,0.76616706,0.63290786,0.00000551,0.11788513,0.00061341,1.24146462,0.19285513,0.11456634
-4.83541771,1.85148480,0.72995345,0.60702235,0.00000685,0.11897127,0.00063205,1.18260151,0.19396895,0.11007415
-4.82941471,1.77273061,0.69233992,0.57954401,0.00000864,0.11964794,0.00064770,1.12135379,0.19442496,0.10541039
-4.82341171,1.69057144,0.65373407,0.55078360,0.00001094,0.11994948,0.00066040,1.05839208,0.19428722,0.10063626
-4.81740870,1.60598056,0.61453406,0.52105640,0.00001387,0.11992914,0.00067033,0.99437209,0.19364898,0.09581474
-4.81140570,1.51994749,0.57512300,0.49067759,0.00001752,0.11965979,0.00067779,0.92992502,0.19263356,0.09101015
-4.80540270,1.43346697,0.53586433,0.45995768,0.00002203,0.11923398,0.00068325,0.86564929,0.19139426,0.08628771
-4.79939970,1.34752804,0.49709792,0.42919838,0.00002752,0.11876330,0.00068729,0.80210374,0.19011332,0.08171313
-4.79339670,1.26310295,0.45913694,0.39868869,0.00003416,0.11837701,0.00069064,0.73980199,0.18899953,0.07735205
-4.78739370,1.18113592,0.42226541,0.36870123,0.00004212,0.11821986,0.00069412,0.67920811,0.18828487,0.07326945
-4.78139070,1.10253156,0.38673639,0.33948902,0.00005157,0.11844913,0.00069867,0.62073338,0.18821979,0.06952897
-4.77538769,1.02814305,0.35277064,0.31128260,0.00006269,0.11923086,0.00070529,0.56473412,0.18906737,0.06619203
-4.76938469,0.95876008,0.32055580,0.28428743,0.00007566,0.12073549,0.00071501,0.51151043,0.19109644,0.06331686
-4.76338169,0.89509667,0.29024604,0.25868195,0.00009067,0.12313273,0.00072889,0.46130596,0.19457371,0.06095743
-4.75737869,0.83777922,0.26196209,0.23461586,0.00010787,0.12658605,0.00074796,0.41430834,0.19975513,0.05916219
-4.75137569,0.78733484,0.23579166,0.21220911,0.00012742,0.13124672,0.00077320,0.37065051,0.20687671,0.05797277
-4.74537269,0.74418054,0.21179018,0.19155130,0.00014944,0.13724775,0.00080546,0.33041275,0.21614506,0.05742263
-4.73936968,0.70861340,0.18998203,0.17270164,0.00017400,0.14469777,0.00084550,0.29362534,0.22772803,0.05753567
-4.73336668,0.68080241,0.17036197,0.15568946,0.00020114,0.15367526,0.00089388,0.26027186,0.24174565,0.05832497
-4.72736368,0.66078206,0.15289699,0.14051521,0.00023085,0.16422321,0.00095098,0.23029301,0.25826191,0.05979158
-4.72136068,0.64844843,0.13752846,0.12715205,0.00026305,0.17634453,0.00101696,0.20359092,0.27727767,0.06192352
-4.71535768,0.64355791,0.12417457,0.11554771,0.00029759,0.18999848,0.00109172,0.18003383,0.29872516,0.06469509
-4.70935468,0.64572899,0.11273298,0.10562699,0.00033426,0.20509830,0.00117493,0.15946101,0.32246434,0.06806648
-4.70335168,0.65444755,0.10308385,0.09729441,0.00037275,0.22151034,0.00126599,0.14168795,0.34828160,0.07198376
-4.69734867,0.66907551,0.09509288,0.09043726,0.00041269,0.23905477,0.00136406,0.12651159,0.37589096,0.07637937
-4.69134567,0.68886337,0.08861460,0.08492883,0.00045366,0.25750807,0.00146808,0.11371557,0.40493800,0.08117305
-4.68534267,0.71296622,0.08349574,0.08063180,0.00049512,0.27660729,0.00157679,0.10307535,0.43500667,0.08627334
-4.67933967,0.74046335,0.07957863,0.07740171,0.00053653,0.29605617,0.00168876,0.09436319,0.46562889,0.09157953
-4.67333667,0.77038089,0.07670456,0.07509044,0.00057727,0.31553290,0.00180247,0.08735285,0.49629684,0.09698409
-4.66733367,0.80171725,0.07471712,0.07354962,0.00061669,0.33469944,0.00191634,0.08182392,0.52647760,0.10237559
-4.66133067,0.83347041,0.07346536,0.07263395,0.00065415,0.35321208,0.00202882,0.07756586,0.55562985,0.10764189
-4.65532766,0.86466664,0.07280678,0.07220432,0.00068902,0.37073290,0.00213844,0.07438146,0.58322190,0.11267363
-4.64932466,0.89438932,0.07261008,0.07213069,0.00072067,0.38694173,0.00224390,0.07208995,0.60875058,0.11736780
-4.64332166,0.92180732,0.07275757,0.07229465,0.00074856,0.40154818,0.00234413,0.07052952,0.63176015,0.12163137
