energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.85592796,4.79407003,0.01281867,0.10998618,1.86027730,2.59008214,1.50496826,0.00000000
-5.84992496,4.63889941,0.01219705,0.10196707,1.80751417,2.53703921,1.42777331,0.00000000
-5.84392196,4.47337887,0.01155726,0.09430309,1.75001451,2.47628114,1.34935477,0.00000000
-5.83791896,4.29885734,0.01090671,0.08701843,1.68823450,2.40825327,1.27039699,0.00000000
-5.83191596,4.11671849,0.01025236,0.08012902,1.62264923,2.33346953,1.19154894,0.00000000
-5.82591296,3.92838419,0.00960058,0.07364376,1.55375342,2.25252023,1.11342069,0.00000000
-5.81990995,3.73531867,0.00895708,0.06756597,1.48206223,2.16607861,1.03658148,0.00000000
-5.81390695,3.53903191,0.00832686,0.06189482,1.40811139,2.07490515,0.96155918,0.00000000
-5.80790395,3.34108095,0.00771418,0.05662676,1.33245639,1.97984893,0.88884067,0.00000000
-5.80190095,3.14306812,0.00712262,0.05175681,1.25567026,1.88184547,0.81887285,0.00000000
-5.79589795,2.94663568,0.00655505,0.04727970,1.17833995,1.78191075,0.75206424,0.00000000
-5.78989495,2.75345634,0.00601375,0.04319076,1.10106099,1.68113142,0.68878653,0.00000000
-5.78389195,2.56521995,0.00550042,0.03948665,1.02443079,1.58065131,0.62937636,0.00000000
-5.77788894,2.38361658,0.00501626,0.03616580,0.94904071,1.48165483,0.57413688,0.00000000
-5.77188594,2.21031667,0.00456208,0.03322864,0.87546722,1.38534783,0.52333922,0.00000000
-5.76588294,2.04694907,0.00413831,0.03067766,0.80426265,1.29293663,0.47722372,0.00000000
-5.75987994,1.89507793,0.00374511,0.02851727,0.73594595,1.20560615,0.43600094,0.00000000
-5.75387694,1.75617935,0.00338238,0.02675347,0.67099390,1.12449797,0.39985254,0.00000000
-5.74787394,1.63161877,0.00304983,0.02539348,0.60983335,1.05068899,0.36893192,0.00000000
-5.74187094,1.52262994,0.00274704,0.02444527,0.55283468,0.98517163,0.34336470,0.00000000
-5.73586793,1.43029616,0.00247342,0.02391694,0.50030688,0.92883599,0.32324918,0.00000000
-5.72986493,1.35553442,0.00222830,0.02381623,0.45249449,0.88245447,0.30865663,0.00000000
-5.72386193,1.29908272,0.00201089,0.02414991,0.40957643,0.84666936,0.29963155,0.00000000
-5.71785893,1.26149101,0.00182032,0.02492325,0.37166669,0.82198330,0.29619195,0.00000000
-5.71185593,1.24311564,0.00165564,0.02613952,0.33881690,0.80875302,0.29832967,0.00000000
-5.70585293,1.24411761,0.00151582,0.02779955,0.31102049,0.80718605,0.30601070,0.00000000
-5.69984992,1.26446417,0.00139977,0.02990137,0.28821827,0.81734056,0.31917573,0.00000000
-5.69384692,1.30393396,0.00130633,0.03243998,0.27030504,0.83912792,0.33774082,0.00000000
-5.68784392,1.36212513,0.00123431,0.03540716,0.25713711,0.87231799,0.36159819,0.00000000
-5.68184092,1.43846634,0.00118245,0.03879147,0.24854018,0.91654668,0.39061738,0.00000000
-5.67583792,1.53223014,0.00114950,0.04257829,0.24431735,0.97132558,0.42464647,0.00000000
-5.66983492,1.64254837,0.00113421,0.04675003,0.24425698,1.03605332,0.46351362,0.00000000
-5.66383192,1.76842892,0.00113533,0.05128645,0.24814004,1.11002821,0.50702858,0.00000000
-5.65782891,1.90877338,0.00115168,0.05616499,0.25574666,1.19246185,0.55498438,0.00000000
-5.65182591,2.06239481,0.00118212,0.06136130,0.26686177,1.28249317,0.60715873,0.00000000
-5.64582291,2.22803499,0.00122560,0.06684968,0.28127940,1.37920248,0.66331530,0.00000000
-5.63981991,2.40438029,0.00128115,0.07260362,0.29880575,1.48162504,0.72320444,0.00000000
-5.63381691,2.59007549,0.00134794,0.07859627,0.31926063,1.58876374,0.78656325,0.00000000
-5.62781391,2.78373500,0.00142521,0.08480089,0.34247750,1.69960037,0.85311495,0.00000000
-5.62181091,2.98395078,0.00151235,0.09119111,0.36830178,1.81310532,0.92256723,0.00000000
-5.61580790,3.18929670,0.00160879,0.09774117,0.39658780,1.92824529,0.99460965,0.00000000
-5.60980490,3.39832945,0.00171410,0.10442587,0.42719423,2.04398911,1.06891010,0.00000000
-5.60380190,3.60958590,0.00182786,0.11122051,0.45997836,2.15931158,1.14511038,0.00000000
-5.59779890,3.82157773,0.00194968,0.11810048,0.49478945,2.27319572,1.22282117,0.00000000
-5.59179590,4.03278403,0.00207916,0.12504080,0.53146146,2.38463375,1.30161667,0.00000000
-5.58579290,4.24164312,0.00221583,0.13201545,0.56980554,2.49262742,1.38102933,0.00000000
-5.57978989,4.44654480,0.00235910,0.13899663,0.60960273,2.59618829,1.46054521,0.00000000
-5.57378689,4.64582474,0.00250826,0.14595393,0.65059748,2.69433882,1.53960048,0.00000000
-5.56778389,4.83776244,0.00266239,0.15285355,0.69249215,2.78611497,1.61757950,0.00000000
-5.56178089,5.02058425,0.00282036,0.15965750,0.73494334,2.87057095,1.69381530,0.00000000
-5.55577789,5.19247272,0.00298077,0.16632304,0.77756015,2.94678674,1.76759256,0.00000000
-5.54977489,5.35158326,0.00314201,0.17280226,0.81990488,3.01387877,1.83815376,0.00000000
-5.54377189,5.49606849,0.00330217,0.17904196,0.86149640,3.07101387,1.90470851,0.00000000
-5.53776888,5.62411033,0.00345913,0.18498381,0.90181619,3.11742619,1.96644616,0.00000000
-5.53176588,5.73395929,0.00361057,0.19056489,0.94031717,3.15243696,2.02255153,0.00000000
-5.52576288,5.82397957,0.00375399,0.19571865,0.97643507,3.17547591,2.07222339,0.00000000
-5.51975988,5.89269858,0.00388682,0.20037608,1.00960194,3.18610382,2.11469508,0.00000000
-5.51375688,5.93885842,0.00400645,0.20446741,1.03926150,3.18403454,2.14925663,0.00000000
-5.50775388,5.96146699,0.00411036,0.20792397,1.06488557,3.16915552,2.17527730,0.00000000
-5.50175088,5.95984596,0.00419614,0.21068031,1.08599098,3.14154522,2.19222777,0.00000000
-5.49574787,5.93367280,0.00426163,0.21267647,1.10215616,3.10148621,2.19970076,0.00000000
-5.48974487,5.88301434,0.00430500,0.21386028,1.11303669,3.04947265,2.19742920,0.00000000
-5.48374187,5.80834948,0.00432477,0.21418958,1.11837900,2.98621144,2.18530077,0.00000000
-5.47773887,5.71057921,0.00431996,0.21363425,1.11803157,2.91261604,2.16336828,0.00000000
-5.47173587,5.59102270,0.00429005,0.21217804,1.11195307,2.82979302,2.13185489,0.00000000
-5.46573287,5.45139889,0.00423507,0.20981986,1.10021688,2.73902121,2.09115402,0.00000000
-5.45972986,5.29379362,0.00415558,0.20657480,1.08301188,2.64172409,2.04182358,0.00000000
-5.45372686,5.12061330,0.00405264,0.20247444,1.06063920,2.53943622,1.98457469,0.00000000
-5.44772386,4.93452660,0.00392785,0.19756676,1.03350527,2.43376490,1.92025513,0.00000000
-5.44172086,4.73839639,0.00378322,0.19191533,1.00211108,2.32634862,1.84982827,0.00000000
-5.43571786,4.53520457,0.00362115,0.18559808,0.96703847,2.21881386,1.77434806,0.00000000
-5.42971486,4.32797278,0.00344434,0.17870543,0.92893364,2.11273199,1.69493132,0.00000000
-5.42371186,4.11968219,0.00325571,0.17133806,0.88848886,2.00957804,1.61272816,0.00000000
-5.41770885,3.91319572,0.00305829,0.16360427,0.84642289,1.91069297,1.52889199,0.00000000
-5.41170585,3.71118543,0.00285517,0.15561710,0.80346101,1.81725081,1.44455008,0.00000000
-5.40570285,3.51606815,0.00264936,0.14749127,0.76031537,1.73023206,1.36077593,0.00000000
-5.39969985,3.32995148,0.00244374,0.13934015,0.71766646,1.65040398,1.27856439,0.00000000
-5.39369685,3.15459197,0.00224100,0.13127281,0.67614620,1.57830864,1.19881049,0.00000000
-5.38769385,2.99136673,0.00204356,0.12339118,0.63632338,1.51425865,1.12229258,0.00000000
-5.38169085,2.84125893,0.00185352,0.11578767,0.59869165,1.45834066,1.04966032,0.00000000
-5.37568784,2.70485727,0.00167266,0.10854308,0.56366065,1.41042607,0.98142770,0.00000000
-5.36968484,2.58236863,0.00150243,0.10172494,0.53155019,1.37018825,0.91797114,0.00000000
-5.36368184,2.47364294,0.00134390,0.09538642,0.50258760,1.33712536,0.85953250,0.00000000
-5.35767884,2.37820870,0.00119783,0.08956571,0.47690828,1.31058770,0.80622658,0.00000000
-5.35167584,2.29531725,0.00106467,0.08428591,0.45455915,1.28980832,0.75805260,0.00000000
-5.34567284,2.22399379,0.00094462,0.07955545,0.43550475,1.27393581,0.71490904,0.00000000
-5.33966983,2.16309316,0.00083764,0.07536892,0.41963575,1.26206801,0.67661102,0.00000000
-5.33366683,2.11135807,0.00074351,0.07170838,0.40677941,1.25328555,0.64290957,0.00000000
-5.32766383,2.06747807,0.00066190,0.06854490,0.39671164,1.24668433,0.61351195,0.00000000
-5.32166083,2.03014717,0.00059240,0.06584051,0.38917016,1.24140597,0.58810221,0.00000000
-5.31565783,1.99811873,0.00053460,0.06355024,0.38386845,1.23666580,0.56636141,0.00000000
-5.30965483,1.97025616,0.00048811,0.06162432,0.38050994,1.23177756,0.54798679,0.00000000
-5.30365183,1.94557836,0.00045262,0.06001046,0.37880214,1.22617483,0.53270938,0.00000000
-5.29764882,1.92329906,0.00042792,0.05865601,0.37847021,1.21942869,0.52030948,0.00000000
-5.29164582,1.90285936,0.00041401,0.05751016,0.37926965,1.21126163,0.51062981,0.00000000
-5.28564282,1.88395309,0.00041102,0.05652584,0.38099784,1.20155770,0.50358580,0.00000000
-5.27963982,1.86654470,0.00041934,0.05566151,0.38350388,1.19036894,0.49917301,0.00000000
-5.27363682,1.85087945,0.00043955,0.05488269,0.38669675,1.17791810,0.49747136,0.00000000
-5.26763382,1.83748592,0.00047250,0.05416317,0.39055127,1.16459794,0.49864615,0.00000000
-5.26163082,1.82717093,0.00051926,0.05348590,0.39511192,1.15096693,0.50294587,0.00000000
-5.25562781,1.82100680,0.00058117,0.05284360,0.40049417,1.13774178,0.51069682,0.00000000
-5.24962481,1.82031142,0.00065976,0.05223896,0.40688342,1.12578661,0.52229452,0.00000000
-5.24362181,1.82662123,0.00075678,0.05168458,0.41453142,1.11609904,0.53819239,0.00000000
-5.23761881,1.84165756,0.00087416,0.05120256,0.42375036,1.10979324,0.55888761,0.00000000
-5.23161581,1.86728696,0.00101393,0.05082369,0.43490473,1.10808001,0.58490472,0.00000000
-5.22561281,1.90547597,0.00117826,0.05058652,0.44840107,1.11224411,0.61677730,0.00000000
-5.21960980,1.95824122,0.00136929,0.05053604,0.46467612,1.12361891,0.65502823,0.00000000
-5.21360680,2.02759582,0.00158917,0.05072222,0.48418350,1.14355864,0.70014905,0.00000000
-5.20760380,2.11549293,0.00183992,0.05119838,0.50737944,1.17340847,0.75257911,0.00000000
-5.20160080,2.22376772,0.00212339,0.05201936,0.53470790,1.21447273,0.81268522,0.00000000
-5.19559780,2.35407908,0.00244117,0.05323974,0.56658560,1.26798165,0.88074234,0.00000000
-5.18959480,2.50785206,0.00279449,0.05491190,0.60338726,1.33505703,0.95691611,0.00000000
-5.18359180,2.68622275,0.00318418,0.05708416,0.64543163,1.41667748,1.04124783,0.00000000
-5.17758879,2.88998655,0.00361053,0.05979901,0.69296849,1.51364358,1.13364254,0.00000000
-5.17158579,3.11955139,0.00407329,0.06309136,0.74616714,1.62654392,1.23386049,0.00000000
-5.16558279,3.37489696,0.00457153,0.06698701,0.80510649,1.75572247,1.34151254,0.00000000
-5.15957979,3.65554113,0.00510366,0.07150127,0.86976706,1.90124837,1.45605968,0.00000000
-5.15357679,3.96051469,0.00566734,0.07663781,0.94002510,2.06288896,1.57681655,0.00000000
-5.14757379,4.28834524,0.00625948,0.08238774,1.01564879,2.24008692,1.70295918,0.00000000
-5.14157079,4.63705115,0.00687627,0.08872900,1.09629675,2.43194286,1.83353636,0.00000000
-5.13556778,5.00414631,0.00751315,0.09562603,1.18151883,2.63720416,1.96748458,0.00000000
-5.12956478,5.38665628,0.00816489,0.10302981,1.27075921,2.85426137,2.10364581,0.00000000
-5.12356178,5.78114619,0.00882569,0.11087815,1.36336174,3.08115303,2.24078779,0.00000000
-5.11755878,6.18376081,0.00948920,0.11909647,1.45857770,3.31557997,2.37762602,0.00000000
-5.11155578,6.59027673,0.01014872,0.12759877,1.55557560,3.55492976,2.51284700,0.00000000
-5.10555278,6.99616647,0.01079731,0.13628914,1.65345336,3.79631173,2.64513205,0.00000000
-5.09954977,7.39667400,0.01142791,0.14506341,1.75125243,4.03660279,2.77318117,0.00000000
-5.09354677,7.78690066,0.01203358,0.15381125,1.84797394,4.27250359,2.89573633,0.00000000
-5.08754377,8.16190012,0.01260763,0.16241845,1.94259650,4.50060444,3.01160389,0.00000000
-5.08154077,8.51678064,0.01314380,0.17076946,2.03409552,4.71745946,3.11967555,0.00000000
-5.07553777,8.84681194,0.01363644,0.17875001,2.12146355,4.91966733,3.21894761,0.00000000
-5.06953477,9.14753417,0.01408068,0.18624985,2.20373119,5.10395614,3.30853809,0.00000000
-5.06353177,9.41486538,0.01447256,0.19316542,2.27998802,5.26726975,3.38770142,0.00000000
-5.05752876,9.64520399,0.01480912,0.19940241,2.34940287,5.40685227,3.45584040,0.00000000
-5.05152576,9.83552232,0.01508853,0.20487809,2.41124262,5.52032765,3.51251508,0.00000000
-5.04552276,9.98344738,0.01531006,0.20952335,2.46488894,5.60577070,3.55744832,0.00000000
-5.03951976,10.08732518,0.01547413,0.21328431,2.50985205,5.66176657,3.59052767,0.00000000
-5.03351676,10.14626526,0.01558227,0.21612348,2.54578090,5.68745562,3.61180348,0.00000000
-5.02751376,10.16016305,0.01563697,0.21802040,2.57246919,5.68256150,3.62148295,0.00000000
-5.02151076,10.12969807,0.01564164,0.21897171,2.58985686,5.64740059,3.61992026,0.00000000
-5.01550775,10.05630755,0.01560036,0.21899074,2.59802676,5.58287211,3.60760273,0.00000000
-5.00950475,9.94213584,0.01551776,0.21810648,2.59719669,5.49042900,3.58513359,0.00000000
-5.00350175,9.78996138,0.01539876,0.21636215,2.58770702,5.37203046,3.55321148,0.00000000
-4.99749875,9.60310420,0.01524840,0.21381337,2.57000457,5.23007831,3.51260783,0.00000000
-4.99149575,9.38531782,0.01507157,0.21052604,2.54462339,5.06733976,3.46414266,0.00000000
-4.98549275,9.14067053,0.01487286,0.20657398,2.51216369,4.88686011,3.40865998,0.00000000
-4.97948974,8.87342137,0.01465634,0.20203662,2.47326975,4.69186937,3.34700402,0.00000000
-4.97348674,8.58789664,0.01442546,0.19699662,2.42860832,4.48568683,3.27999725,0.00000000
-4.96748374,8.28837241,0.01418290,0.19153775,2.37884838,4.27162792,3.20842144,0.00000000
-4.96148074,7.97896838,0.01393055,0.18574301,2.32464349,4.05291712,3.13300271,0.00000000
-4.95547774,7.66355735,0.01366952,0.17969303,2.26661755,3.83261051,3.05440130,0.00000000
-4.94947474,7.34569379,0.01340012,0.17346491,2.20535455,3.61353073,2.97320650,0.00000000
-4.94347174,7.02856359,0.01312204,0.16713145,2.14139264,3.39821626,2.88993692,0.00000000
-4.93746873,6.71495567,0.01283439,0.16076068,2.07522259,3.18888627,2.80504581,0.00000000
-4.93146573,6.40725495,0.01253593,0.15441586,2.00729018,2.98742103,2.71893093,0.00000000
-4.92546273,6.10745477,0.01222525,0.14815564,1.93800206,2.79535742,2.63194788,0.00000000
-4.91945973,5.81718558,0.01190090,0.14203447,1.86773415,2.61389781,2.54442588,0.00000000
-4.91345673,5.53775623,0.01156166,0.13610314,1.79684162,2.44393044,2.45668450,0.00000000
-4.90745373,5.27020327,0.01120667,0.13040925,1.72566930,2.28605858,2.36904991,0.00000000
-4.90145073,5.01534365,0.01083562,0.12499767,1.65456146,2.14063567,2.28186925,0.00000000
-4.89544772,4.77382639,0.01044884,0.11991080,1.58386996,2.00780362,2.19552169,0.00000000
-4.88944472,4.54617894,0.01004736,0.11518864,1.51395989,1.88753141,2.11042529,0.00000000
-4.88344172,4.33284503,0.00963303,0.11086853,1.44521205,1.77965161,2.02703873,0.00000000
-4.87743872,4.13421152,0.00920842,0.10698473,1.37802200,1.68389285,1.94585756,0.00000000
-4.87143572,3.95062274,0.00877681,0.10356761,1.31279552,1.59990663,1.86740509,0.00000000
-4.86543272,3.78238226,0.00834208,0.10064274,1.24994074,1.52728775,1.79221817,0.00000000
-4.85942971,3.62974251,0.00790861,0.09822970,1.18985745,1.46558791,1.72082880,0.00000000
-4.85342671,3.49288428,0.00748106,0.09634090,1.13292419,1.41432289,1.65374256,0.00000000
-4.84742371,3.37188836,0.00706426,0.09498037,1.07948411,1.37297397,1.59141539,0.00000000
-4.84142071,3.26670243,0.00666296,0.09414264,1.02983051,1.34098471,1.53422997,0.00000000
-4.83541771,3.17710662,0.00628170,0.09381179,0.98419302,1.31775455,1.48247343,0.00000000
-4.82941471,3.10268097,0.00592459,0.09396088,0.94272544,1.30263087,1.43631785,0.00000000
-4.82341171,3.04277818,0.00559515,0.09455161,0.90549604,1.29490083,1.39580477,0.00000000
-4.81740870,2.99650441,0.00529621,0.09553450,0.87248096,1.29378477,1.36083488,0.00000000
-4.81140570,2.96271024,0.00502977,0.09684940,0.84356134,1.29843229,1.33116364,0.00000000
-4.80540270,2.93999356,0.00479694,0.09842660,0.81852427,1.30792206,1.30640325,0.00000000
-4.79939970,2.92671484,0.00459790,0.10018824,0.79706774,1.32126611,1.28603107,0.00000000
-4.79339670,2.92102489,0.00443192,0.10205019,0.77880934,1.33741885,1.26940415,0.00000000
-4.78739370,2.92090419,0.00429737,0.10392423,0.76329825,1.35529083,1.25577922,0.00000000
-4.78139070,2.92421220,0.00419182,0.10572052,0.75003013,1.37376691,1.24433730,0.00000000
-4.77538769,2.92874454,0.00411212,0.10735018,0.73846406,1.39172809,1.23421165,0.00000000
-4.76938469,2.93229545,0.00405454,0.10872795,0.72804075,1.40807608,1.22451787,0.00000000
-4.76338169,2.93272256,0.00401489,0.10977476,0.71820134,1.42175950,1.21438465,0.00000000
-4.75737869,2.92801115,0.00398870,0.11042011,0.70840574,1.43180049,1.20298384,0.00000000
-4.75137569,2.91633492,0.00397138,0.11060425,0.69814999,1.43732043,1.18955846,0.00000000
-4.74537269,2.89611040,0.00395836,0.11027988,0.68698166,1.43756354,1.17344750,0.00000000
-4.73936968,2.86604303,0.00394526,0.10941355,0.67451300,1.43191726,1.15410658,0.00000000
-4.73336668,2.82516262,0.00392801,0.10798644,0.66043119,1.41992841,1.13112349,0.00000000
-4.72736368,2.77284721,0.00390301,0.10599472,0.64450549,1.40131446,1.10422849,0.00000000
-4.72136068,2.70883444,0.00386720,0.10344939,0.62659115,1.37596936,1.07329883,0.00000000
-4.71535768,2.63322035,0.00381816,0.10037555,0.60663011,1.34396374,1.03835781,0.00000000
-4.70935468,2.54644624,0.00375412,0.09681134,0.58464866,1.30553956,0.99956852,0.00000000
-4.70335168,2.44927447,0.00367406,0.09280641,0.56075231,1.26109961,0.95722306,0.00000000
-4.69734867,2.34275487,0.00357765,0.08842009,0.53511839,1.21119225,0.91172783,0.00000000
-4.69134567,2.22818366,0.00346524,0.08371940,0.50798672,1.15649237,0.86358581,0.00000000
-4.68534267,2.10705694,0.00333784,0.07877691,0.47964909,1.09777950,0.81337689,0.00000000
-4.67933967,1.98102121,0.00319703,0.07366856,0.45043784,1.03591390,0.76173723,0.00000000
-4.67333667,1.85182316,0.00304494,0.06847161,0.42071441,0.97181206,0.70933868,0.00000000
-4.66733367,1.72126089,0.00288408,0.06326269,0.39085811,0.90642234,0.65686902,0.00000000
-4.66133067,1.59113870,0.00271735,0.05811611,0.36125577,0.84070201,0.60501410,0.00000000
-4.65532766,1.46322692,0.00254788,0.05310246,0.33229253,0.77559640,0.55444225,0.00000000
-4.64932466,1.33922821,0.00237900,0.04828751,0.30434416,0.71202098,0.50579161,0.00000000
-4.64332166,1.22075107,0.00221415,0.04373142,0.27777096,0.65084671,0.45966053,0.00000000
-4.63731866,1.10929096,0.00205677,0.03948840,0.25291350,0.59288912,0.41660118,0.00000000
-4.63131566,1.00621883,0.00191034,0.03560650,0.23008993,0.53890101,0.37711621,0.00000000
-4.62531266,0.91277665,0.00177823,0.03212781,0.20959495,0.48956866,0.34165817,0.00000000
-4.61930965,0.83007881,0.00166376,0.02908883,0.19170002,0.44551120,0.31063120,0.00000000
-4.61330665,0.75911824,0.00157009,0.02652100,0.17665458,0.40728235,0.28439450,0.00000000
-4.60730365,0.70077570,0.00150029,0.02445131,0.16468794,0.37537416,0.26326681,0.00000000
-4.60130065,0.65583046,0.00145726,0.02290292,0.15601135,0.35022164,0.24753126,0.00000000
-4.59529765,0.62497089,0.00144373,0.02189577,0.15081994,0.33220757,0.23743996,0.00000000
-4.58929465,0.60880305,0.00146228,0.02144700,0.14929401,0.32166666,0.23321751,0.00000000
-4.58329165,0.60785612,0.00151528,0.02157125,0.15159951,0.31888829,0.23506302,0.00000000
-4.57728864,0.62258321,0.00160489,0.02228070,0.15788721,0.32411717,0.24315011,0.00000000
-4.57128564,0.65335692,0.00173301,0.02358493,0.16829056,0.33755147,0.25762467,0.00000000
-4.56528264,0.70045918,0.00190123,0.02549045,0.18292202,0.35933823,0.27860014,0.00000000
-4.55927964,0.76406541,0.00211080,0.02800003,0.20186800,0.38956590,0.30615055,0.00000000
-4.55327664,0.84422372,0.00236253,0.03111184,0.22518250,0.42825444,0.34030145,0.00000000
-4.54727364,0.94083004,0.00265677,0.03481833,0.25287973,0.47534328,0.38101930,0.00000000
-4.54127064,1.05360083,0.00299328,0.03910515,0.28492625,0.53067810,0.42819997,0.00000000
-4.53526763,1.18204530,0.00337120,0.04394989,0.32123291,0.59399714,0.48165702,0.00000000
-4.52926463,1.32543927,0.00378902,0.04932101,0.36164738,0.66491843,0.54111082,0.00000000
-4.52326163,1.48280314,0.00424446,0.05517684,0.40594780,0.74292896,0.60617939,0.00000000
-4.51725863,1.65288628,0.00473452,0.06146490,0.45383809,0.82737711,0.67637184,0.00000000
-4.51125563,1.83416028,0.00525544,0.06812151,0.50494574,0.91746968,0.75108547,0.00000000
-4.50525263,2.02482284,0.00580274,0.07507181,0.55882232,1.01227431,0.82960704,0.00000000
-4.49924962,2.22281394,0.00637129,0.08223035,0.61494726,1.11072847,0.91111896,0.00000000
-4.49324662,2.42584516,0.00695539,0.08950202,0.67273507,1.21165526,0.99471061,0.00000000
-4.48724362,2.63144231,0.00754890,0.09678370,0.73154600,1.31378651,1.07939475,0.00000000
-4.48124062,2.83700075,0.00814539,0.10396620,0.79069994,1.41579263,1.16412881,0.00000000
-4.47523762,3.03985195,0.00873830,0.11093688,0.84949317,1.51631879,1.24784031,0.00000000
-4.46923462,3.23733907,0.00932115,0.11758239,0.90721736,1.61402621,1.32945555,0.00000000
-4.46323162,3.42689853,0.00988770,0.12379187,0.96317994,1.70763709,1.40793027,0.00000000
-4.45722861,3.60614399,0.01043217,0.12946019,1.01672491,1.79598126,1.48228102,0.00000000
-4.45122561,3.77294880,0.01094939,0.13449117,1.06725308,1.87804253,1.55161544,0.00000000
-4.44522261,3.92552289,0.01143494,0.13880069,1.11424066,1.95300235,1.61516023,0.00000000
-4.43921961,4.06247974,0.01188526,0.14231943,1.15725512,2.02027865,1.67228500,0.00000000
-4.43321661,4.18289007,0.01229775,0.14499525,1.19596749,2.07955747,1.72252097,0.00000000
-4.42721361,4.28631879,0.01267074,0.14679488,1.23016027,2.13081559,1.76557329,0.00000000
-4.42121061,4.37284298,0.01300350,0.14770510,1.25973061,2.17433234,1.80132643,0.00000000
-4.41520760,4.44304942,0.01329615,0.14773315,1.28468837,2.21068966,1.82984234,0.00000000
-4.40920460,4.49801136,0.01354954,0.14690639,1.30514933,2.24075958,1.85135143,0.00000000
-4.40320160,4.53924517,0.01376513,0.14527128,1.32132374,2.26567916,1.86623718,0.00000000
-4.39719860,4.56864874,0.01394475,0.14289178,1.33350111,2.28681347,1.87501513,0.00000000
-4.39119560,4.58842435,0.01409047,0.13984706,1.34203191,2.30570756,1.87830762,0.00000000
-4.38519260,4.60098951,0.01420438,0.13622888,1.34730745,2.32402937,1.87681581,0.00000000
-4.37918959,4.60887994,0.01428844,0.13213858,1.34973900,2.34350541,1.87129062,0.00000000
-4.37318659,4.61464908,0.01434431,0.12768394,1.34973740,2.36585187,1.86250408,0.00000000
-4.36718359,4.62076863,0.01437327,0.12297597,1.34769424,2.39270386,1.85122277,0.00000000
-4.36118059,4.62953447,0.01437616,0.11812583,1.34396569,2.42554558,1.83818451,0.00000000
-4.35517759,4.64298181,0.01435335,0.11324197,1.33885969,2.46564433,1.82407925,0.00000000
-4.34917459,4.66281289,0.01430486,0.10842750,1.33262702,2.51399102,1.80953477,0.00000000
-4.34317159,4.69033970,0.01423039,0.10377807,1.32545655,2.57124980,1.79510745,0.00000000
-4.33716858,4.72644349,0.01412952,0.09938000,1.31747460,2.63771880,1.78127777,0.00000000
-4.33116558,4.77155181,0.01400191,0.09530895,1.30874807,2.71330384,1.76845003,0.00000000
-4.32516258,4.82563321,0.01384749,0.09162897,1.29929083,2.79750627,1.75695557,0.00000000
-4.31915958,4.88820864,0.01366671,0.08839189,1.28907266,2.88942574,1.74705825,0.00000000
-4.31315658,4.95837840,0.01346077,0.08563709,1.27802980,2.98777791,1.73896128,0.00000000
-4.30715358,5.03486253,0.01323179,0.08339148,1.26607641,3.09092681,1.73281426,0.00000000
