energy_ev,total_up,Ag_p_up,Ag_d_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.05752876,3.71649119,0.78632121,2.66766601,0.01045171,0.00000000,0.03327506,0.04604539,0.02481855,0.72155776
-5.05152576,3.65446615,0.77181160,2.62241137,0.01037887,0.00000000,0.03075342,0.04517669,0.02445692,0.70808341
-5.04552276,3.59592572,0.75727453,2.57996623,0.01031094,0.00000000,0.02837845,0.04435872,0.02401849,0.69511365
-5.03951976,3.54167782,0.74302284,2.54082868,0.01025112,0.00000000,0.02616513,0.04360454,0.02351533,0.68287985
-5.03351676,3.49223785,0.72932732,2.50525642,0.01020208,0.00000000,0.02412382,0.04292423,0.02295998,0.67157430
-5.02751376,3.44783068,0.71640980,2.47327663,0.01016587,0.00000000,0.02226053,0.04232466,0.02236502,0.66134477
-5.02151076,3.40840415,0.70443794,2.44470567,0.01014377,0.00000000,0.02057720,0.04180949,0.02174262,0.65229043
-5.01550775,3.37365332,0.69352223,2.41917717,0.01013627,0.00000000,0.01907217,0.04137923,0.02110416,0.64445944
-5.00950475,3.34305373,0.68371496,2.39617669,0.01014297,0.00000000,0.01774062,0.04103132,0.02045990,0.63784830
-5.00350175,3.31590202,0.67501146,2.37508097,0.01016263,0.00000000,0.01657512,0.04076038,0.01981866,0.63240320
-4.99749875,3.29136170,0.66735346,2.35519964,0.01019315,0.00000000,0.01556619,0.04055850,0.01918771,0.62802324
-4.99149575,3.26851213,0.66063428,2.33581724,0.01023169,0.00000000,0.01470282,0.04041558,0.01857263,0.62456558
-4.98549275,3.24639818,0.65470595,2.31623354,0.01027473,0.00000000,0.01397301,0.04031981,0.01797731,0.62185228
-4.97948974,3.22407868,0.64938764,2.29580037,0.01031826,0.00000000,0.01336422,0.04025810,0.01740403,0.61967861
-4.97348674,3.20067146,0.64447515,2.27395338,0.01035794,0.00000000,0.01286383,0.04021660,0.01685361,0.61782247
-4.96748374,3.17539334,0.63975111,2.25023760,0.01038925,0.00000000,0.01245946,0.04018126,0.01632561,0.61605451
-4.96148074,3.14759348,0.63499540,2.22432585,0.01040775,0.00000000,0.01213930,0.04013831,0.01581860,0.61414858
-4.95547774,3.11677914,0.62999522,2.19602982,0.01040926,0.00000000,0.01189228,0.04007477,0.01533043,0.61189187
-4.94947474,3.08263295,0.62455463,2.16530357,0.01039003,0.00000000,0.01170820,0.03997893,0.01485853,0.60909447
-4.94347174,3.04502173,0.61850297,2.13223994,0.01034697,0.00000000,0.01157787,0.03984076,0.01440018,0.60559783
-4.93746873,3.00399659,0.61170183,2.09706059,0.01027775,0.00000000,0.01149304,0.03965219,0.01395279,0.60128175
-4.93146573,2.95978529,0.60405053,2.06010061,0.01018095,0.00000000,0.01144645,0.03940740,0.01351410,0.59606959
-4.92546273,2.91277737,0.59548962,2.02178890,0.01005611,0.00000000,0.01143173,0.03910294,0.01308239,0.58993155
-4.91945973,2.86350352,0.58600262,1.98262565,0.00990381,0.00000000,0.01144331,0.03873776,0.01265656,0.58288593
-4.91345673,2.81261037,0.57561589,1.94315840,0.00972560,0.00000000,0.01147638,0.03831320,0.01223619,0.57499829
-4.90745373,2.76083242,0.56439670,1.90395796,0.00952401,0.00000000,0.01152680,0.03783280,0.01182161,0.56637872
-4.90145073,2.70896250,0.55244983,1.86559548,0.00930241,0.00000000,0.01159104,0.03730212,0.01141379,0.55717732
-4.89544772,2.65782238,0.53991290,1.82862183,0.00906495,0.00000000,0.01166618,0.03672843,0.01101431,0.54757827
-4.88944472,2.60823489,0.52695063,1.79355017,0.00881632,0.00000000,0.01174989,0.03612037,0.01062518,0.53779268
-4.88344172,2.56099868,0.51374859,1.76084224,0.00856165,0.00000000,0.01184049,0.03548763,0.01024877,0.52805077
-4.87743872,2.51686652,0.50050658,1.73089888,0.00830632,0.00000000,0.01193700,0.03484055,0.00988758,0.51859349
-4.87143572,2.47652783,0.48743200,1.70405468,0.00805571,0.00000000,0.01203927,0.03418978,0.00954412,0.50966422
-4.86543272,2.44059558,0.47473362,1.68057660,0.00781511,0.00000000,0.01214808,0.03354597,0.00922076,0.50150071
-4.85942971,2.40959768,0.46261584,1.66066616,0.00758946,0.00000000,0.01226525,0.03291949,0.00891959,0.49432762
-4.85342671,2.38397251,0.45127375,1.64446444,0.00738324,0.00000000,0.01239378,0.03232020,0.00864226,0.48834991
-4.84742371,2.36406812,0.44088907,1.63205915,0.00720035,0.00000000,0.01253795,0.03175734,0.00838997,0.48374729
-4.84142071,2.35014440,0.43162703,1.62349297,0.00704393,0.00000000,0.01270339,0.03123942,0.00816332,0.48066983
-4.83541771,2.34237750,0.42363426,1.61877224,0.00691638,0.00000000,0.01289709,0.03077417,0.00796237,0.47923480
-4.82941471,2.34086570,0.41703765,1.61787516,0.00681922,0.00000000,0.01312743,0.03036866,0.00778654,0.47952492
-4.82341171,2.34563610,0.41194405,1.62075899,0.00675313,0.00000000,0.01340410,0.03002933,0.00763471,0.48158770
-4.81740870,2.35665132,0.40844076,1.62736560,0.00671794,0.00000000,0.01373793,0.02976214,0.00750521,0.48543614
-4.81140570,2.37381596,0.40659664,1.63762508,0.00671267,0.00000000,0.01414076,0.02957275,0.00739592,0.49105041
-4.80540270,2.39698230,0.40646369,1.65145738,0.00673560,0.00000000,0.01462514,0.02946669,0.00730430,0.49838062
-4.79939970,2.42595528,0.40807899,1.66877200,0.00678433,0.00000000,0.01520405,0.02944949,0.00722752,0.50735030
-4.79339670,2.46049656,0.41146671,1.68946599,0.00685591,0.00000000,0.01589057,0.02952687,0.00716251,0.51786060
-4.78739370,2.50032797,0.41664016,1.71342074,0.00694697,0.00000000,0.01669744,0.02970481,0.00710610,0.52979493
-4.78139070,2.54513447,0.42360368,1.74049801,0.00705382,0.00000000,0.01763670,0.02998963,0.00705504,0.54302382
-4.77538769,2.59456686,0.43235416,1.77053576,0.00717259,0.00000000,0.01871925,0.03038795,0.00700616,0.55740990
-4.76938469,2.64824456,0.44288216,1.80334435,0.00729936,0.00000000,0.01995443,0.03090663,0.00695642,0.57281263
-4.76338169,2.70575856,0.45517252,1.83870352,0.00743034,0.00000000,0.02134959,0.03155262,0.00690299,0.58909275
-4.75737869,2.76667477,0.46920433,1.87636068,0.00756193,0.00000000,0.02290975,0.03233268,0.00684331,0.60611607
-4.75137569,2.83053775,0.48495022,1.91603056,0.00769084,0.00000000,0.02463723,0.03325313,0.00677517,0.62375665
-4.74537269,2.89687472,0.50237507,1.95739656,0.00781423,0.00000000,0.02653137,0.03431940,0.00669672,0.64189899
-4.73936968,2.96519986,0.52143400,2.00011364,0.00792974,0.00000000,0.02858831,0.03553569,0.00660654,0.66043934
-4.73336668,3.03501853,0.54206998,2.04381263,0.00803557,0.00000000,0.03080079,0.03690442,0.00650368,0.67928594
-4.72736368,3.10583128,0.56421085,2.08810568,0.00813047,0.00000000,0.03315810,0.03842584,0.00638760,0.69835827
-4.72136068,3.17713744,0.58776626,2.13259262,0.00821379,0.00000000,0.03564606,0.04009751,0.00625824,0.71758535
-4.71535768,3.24843808,0.61262450,2.17686767,0.00828545,0.00000000,0.03824709,0.04191395,0.00611596,0.73690323
-4.70935468,3.31923823,0.63864956,2.22052636,0.00834586,0.00000000,0.04094034,0.04386630,0.00596153,0.75625175
-4.70335168,3.38904843,0.66567867,2.26317212,0.00839591,0.00000000,0.04370194,0.04594209,0.00579608,0.77557100
-4.69734867,3.45738564,0.69352055,2.30442237,0.00843687,0.00000000,0.04650532,0.04812514,0.00562105,0.79479751
-4.69134567,3.52377375,0.72195460,2.34391394,0.00847028,0.00000000,0.04932155,0.05039565,0.00543813,0.81386059
-4.68534267,3.58774399,0.75073128,2.38130759,0.00849789,0.00000000,0.05211983,0.05273041,0.00524920,0.83267904
-4.67933967,3.64883547,0.77957382,2.41629179,0.00852153,0.00000000,0.05486799,0.05510322,0.00505625,0.85115850
-4.67333667,3.70659633,0.80818126,2.44858559,0.00854303,0.00000000,0.05753303,0.05748545,0.00486130,0.86918973
-4.66733367,3.76058580,0.83623305,2.47794092,0.00856413,0.00000000,0.06008173,0.05984675,0.00466635,0.88664778
-4.66133067,3.81037730,0.86339484,2.50414424,0.00858636,0.00000000,0.06248127,0.06215596,0.00447331,0.90339246
-4.65532766,3.85556280,0.88932560,2.52701778,0.00861106,0.00000000,0.06469986,0.06438200,0.00428396,0.91926991
-4.64932466,3.89575855,0.91368557,2.54642056,0.00863922,0.00000000,0.06670737,0.06649489,0.00409986,0.93411530
-4.64332166,3.93061176,0.93614499,2.56224903,0.00867155,0.00000000,0.06847597,0.06846683,0.00392236,0.94775656
