energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.77188594,1.49546065,1.24308371,0.12922574,0.03418343,0.27719803,0.67176555,0.00000000,0.44402865,0.10446428
-5.76588294,1.46979443,1.23356322,0.12629216,0.03290025,0.27595207,0.65723368,0.00000000,0.43097859,0.10205854
-5.75987994,1.44177606,1.22171445,0.12314331,0.03153502,0.27408722,0.64186165,0.00000000,0.41741368,0.09953166
-5.75387694,1.41141535,1.20724578,0.11979732,0.03010472,0.27153623,0.62569107,0.00000000,0.40339066,0.09690759
-5.74787394,1.37873310,1.18989304,0.11627231,0.02862556,0.26823866,0.60876399,0.00000000,0.38896137,0.09421041
-5.74187094,1.34377625,1.16943953,0.11258711,0.02711280,0.26414541,0.59112888,0.00000000,0.37417546,0.09146485
-5.73586793,1.30663197,1.14573401,0.10876204,0.02558060,0.25922293,0.57284623,0.00000000,0.35908325,0.08869680
-5.72986493,1.26743961,1.11870555,0.10481959,0.02404195,0.25345653,0.55399353,0.00000000,0.34373845,0.08593365
-5.72386193,1.22639941,1.08837442,0.10078497,0.02250864,0.24685285,0.53466889,0.00000000,0.32820049,0.08320459
-5.71785893,1.18377726,1.05485819,0.09668633,0.02099126,0.23944127,0.51499319,0.00000000,0.31253628,0.08054058
-5.71185593,1.13990495,1.01837275,0.09255485,0.01949926,0.23127408,0.49511037,0.00000000,0.29682119,0.07797413
-5.70585293,1.09517577,0.97922814,0.08842447,0.01804102,0.22242551,0.47518583,0.00000000,0.28113917,0.07553879
-5.69984992,1.05003554,0.93781956,0.08433130,0.01662389,0.21298963,0.45540292,0.00000000,0.26558194,0.07326838
-5.69384692,1.00496961,0.89461390,0.08031281,0.01525426,0.20307728,0.43595770,0.00000000,0.25024735,0.07119597
-5.68784392,0.96048635,0.85013286,0.07640677,0.01393765,0.19281218,0.41705235,0.00000000,0.23523702,0.06935269
-5.68184092,0.91709829,0.80493340,0.07265005,0.01267872,0.18232643,0.39888741,0.00000000,0.22065328,0.06776637
-5.67583792,0.87530188,0.75958671,0.06907725,0.01148136,0.17175574,0.38165351,0.00000000,0.20659583,0.06646017
-5.66983492,0.83555701,0.71465690,0.06571943,0.01034866,0.16123453,0.36552297,0.00000000,0.19315814,0.06545118
-5.66383192,0.79826761,0.67068050,0.06260277,0.00928297,0.15089125,0.35064185,0.00000000,0.18042392,0.06474923
-5.65782891,0.76376427,0.62814766,0.05974750,0.00828592,0.14084409,0.33712284,0.00000000,0.16846390,0.06435579
-5.65182591,0.73228998,0.58748615,0.05716695,0.00735839,0.13119728,0.32503947,0.00000000,0.15733306,0.06426323
-5.64582291,0.70398976,0.54904870,0.05486692,0.00650059,0.12203819,0.31442207,0.00000000,0.14706849,0.06445438
-5.63981991,0.67890467,0.51310414,0.05284536,0.00571203,0.11343526,0.30525551,0.00000000,0.13768807,0.06490249
-5.63381691,0.65697052,0.47983269,0.05109237,0.00499157,0.10543688,0.29747911,0.00000000,0.12918992,0.06557164
-5.62781391,0.63802143,0.44932521,0.04959055,0.00433748,0.09807111,0.29098852,0.00000000,0.12155274,0.06641748
-5.62181091,0.62179774,0.42158642,0.04831566,0.00374746,0.09134634,0.28563966,0.00000000,0.11473698,0.06738845
-5.61580790,0.60795815,0.39654151,0.04723759,0.00321874,0.08525269,0.28125434,0.00000000,0.10868677,0.06842731
-5.60980490,0.59609508,0.37404567,0.04632157,0.00274811,0.07976402,0.27762748,0.00000000,0.10333241,0.06947299
-5.60380190,0.58575272,0.35389593,0.04552955,0.00233206,0.07484056,0.27453528,0.00000000,0.09859344,0.07046261
-5.59779890,0.57644661,0.33584443,0.04482169,0.00196680,0.07043174,0.27174426,0.00000000,0.09438197,0.07133367
-5.59179590,0.56768393,0.31961260,0.04415791,0.00164838,0.06647931,0.26902043,0.00000000,0.09060620,0.07202621
-5.58579290,0.55898338,0.30490529,0.04349942,0.00137276,0.06292044,0.26613835,0.00000000,0.08717390,0.07248497
-5.57978989,0.54989392,0.29142443,0.04281010,0.00113591,0.05969069,0.26288952,0.00000000,0.08399570,0.07266129
-5.57378689,0.54001132,0.27888141,0.04205773,0.00093386,0.05672677,0.25908987,0.00000000,0.08098807,0.07251478
-5.56778389,0.52899202,0.26700789,0.04121510,0.00076276,0.05396894,0.25458590,0.00000000,0.07807584,0.07201469
-5.56178089,0.51656377,0.25556459,0.04026071,0.00061895,0.05136296,0.24925934,0.00000000,0.07519424,0.07114079
-5.55577789,0.50253263,0.24434792,0.03917934,0.00049901,0.04886160,0.24303011,0.00000000,0.07229032,0.06988399
-5.54977489,0.48678634,0.23319429,0.03796224,0.00039975,0.04642568,0.23585765,0.00000000,0.06932375,0.06824630
-5.54377189,0.46929407,0.22198219,0.03660712,0.00031827,0.04402460,0.22774041,0.00000000,0.06626711,0.06624056
-5.53776888,0.45010274,0.21063219,0.03511780,0.00025199,0.04163641,0.21871393,0.00000000,0.06310554,0.06388966
-5.53176588,0.42933050,0.19910499,0.03350374,0.00019858,0.03924755,0.20884744,0.00000000,0.05983594,0.06122544
-5.52576288,0.40715761,0.18739798,0.03177925,0.00015604,0.03685218,0.19823935,0.00000000,0.05646579,0.05828727
-5.51975988,0.38381557,0.17554054,0.02996269,0.00012265,0.03445126,0.18701191,0.00000000,0.05301163,0.05512053
-5.51375688,0.35957504,0.16358845,0.02807551,0.00009698,0.03205148,0.17530526,0.00000000,0.04949733,0.05177480
-5.50775388,0.33473321,0.15161783,0.02614127,0.00007787,0.02966403,0.16327133,0.00000000,0.04595226,0.04830217
-5.50175088,0.30960126,0.13971898,0.02418465,0.00006442,0.02730338,0.15106776,0.00000000,0.04240947,0.04475548
-5.49574787,0.28449255,0.12799031,0.02223057,0.00005598,0.02498602,0.13885212,0.00000000,0.03890393,0.04118672
-5.48974487,0.25971188,0.11653279,0.02030337,0.00005216,0.02272933,0.12677681,0.00000000,0.03547093,0.03764561
-5.48374187,0.23554643,0.10544502,0.01842609,0.00005281,0.02055062,0.11498462,0.00000000,0.03214471,0.03417842
-5.47773887,0.21225837,0.09481918,0.01661995,0.00005804,0.01846621,0.10360519,0.00000000,0.02895734,0.03082700
-5.47173587,0.19007962,0.08473779,0.01490397,0.00006822,0.01649078,0.09275249,0.00000000,0.02593788,0.02762813
-5.46573287,0.16920849,0.07527152,0.01329472,0.00008397,0.01463690,0.08252315,0.00000000,0.02311185,0.02461319
-5.45972986,0.14980833,0.06647785,0.01180627,0.00010623,0.01291472,0.07299588,0.00000000,0.02050095,0.02180802
-5.45372686,0.13200801,0.05840063,0.01045026,0.00013622,0.01133184,0.06423164,0.00000000,0.01812309,0.01923312
-5.44772386,0.11590385,0.05107043,0.00923608,0.00017552,0.00989333,0.05627461,0.00000000,0.01599261,0.01690398
-5.44172086,0.10156300,0.04450545,0.00817117,0.00022603,0.00860186,0.04915376,0.00000000,0.01412068,0.01483166
-5.43571786,0.08902756,0.03871299,0.00726141,0.00029007,0.00745801,0.04288491,0.00000000,0.01251588,0.01302343
-5.42971486,0.07831944,0.03369125,0.00651147,0.00037034,0.00646054,0.03747303,0.00000000,0.01118482,0.01148358
-5.42371186,0.06944547,0.02943126,0.00592528,0.00046994,0.00560678,0.03291475,0.00000000,0.01013282,0.01021412
-5.41770885,0.06240234,0.02591897,0.00550640,0.00059241,0.00489300,0.02920078,0.00000000,0.00936457,0.00921561
-5.41170585,0.05718127,0.02313712,0.00525840,0.00074168,0.00431480,0.02631822,0.00000000,0.00888470,0.00848780
-5.40570285,0.05377203,0.02106702,0.00518509,0.00092206,0.00386739,0.02425261,0.00000000,0.00869827,0.00803028
-5.39969985,0.05216606,0.01969000,0.00529081,0.00113819,0.00354597,0.02298954,0.00000000,0.00881113,0.00784288
-5.39369685,0.05235859,0.01898850,0.00558041,0.00139497,0.00334588,0.02251589,0.00000000,0.00923005,0.00792603
-5.38769385,0.05434968,0.01894675,0.00605934,0.00169746,0.00326279,0.02282052,0.00000000,0.00996273,0.00828087
-5.38169085,0.05814401,0.01955108,0.00673340,0.00205075,0.00329276,0.02389446,0.00000000,0.01101756,0.00890919
-5.37568784,0.06374952,0.02078971,0.00760854,0.00245980,0.00343227,0.02573062,0.00000000,0.01240319,0.00981324
-5.36968484,0.07117494,0.02265224,0.00869045,0.00292930,0.00367817,0.02832294,0.00000000,0.01412791,0.01099530
-5.36368184,0.08042628,0.02512869,0.00998405,0.00346338,0.00402750,0.03166517,0.00000000,0.01619890,0.01245711
-5.35767884,0.09150252,0.02820830,0.01149293,0.00406549,0.00447734,0.03574922,0.00000000,0.01862121,0.01419925
-5.35167584,0.10439066,0.03187804,0.01321873,0.00473807,0.00502462,0.04056331,0.00000000,0.02139679,0.01622032
-5.34567284,0.11906042,0.03612106,0.01516042,0.00548234,0.00566581,0.04608988,0.00000000,0.02452340,0.01851614
-5.33966983,0.13545891,0.04091504,0.01731367,0.00629809,0.00639670,0.05230354,0.00000000,0.02799347,0.02107891
-5.33366683,0.15350552,0.04623061,0.01967023,0.00718343,0.00721219,0.05916899,0.00000000,0.03179312,0.02389641
-5.32766383,0.17308749,0.05203003,0.02221736,0.00813464,0.00810601,0.06663932,0.00000000,0.03590124,0.02695132
-5.32166083,0.19405636,0.05826604,0.02493744,0.00914597,0.00907060,0.07465453,0.00000000,0.04028883,0.03022067
-5.31565783,0.21622572,0.06488119,0.02780770,0.01020965,0.01009698,0.08314058,0.00000000,0.04491855,0.03367548
-5.30965483,0.23937047,0.07180762,0.03080017,0.01131582,0.01117475,0.09200910,0.00000000,0.04974460,0.03728065
-5.30365183,0.26322789,0.07896740,0.03388186,0.01245264,0.01229211,0.10115768,0.00000000,0.05471297,0.04099511
-5.29764882,0.28750056,0.08627344,0.03701515,0.01360642,0.01343610,0.11047097,0.00000000,0.05976207,0.04477229
-5.29164582,0.31186135,0.09363106,0.04015849,0.01476190,0.01459275,0.11982251,0.00000000,0.06482379,0.04856086
-5.28564282,0.33596021,0.10094017,0.04326727,0.01590260,0.01574756,0.12907736,0.00000000,0.06982492,0.05230578
-5.27963982,0.35943293,0.10809794,0.04629498,0.01701118,0.01688586,0.13809534,0.00000000,0.07468896,0.05594970
-5.27363682,0.38191126,0.11500202,0.04919457,0.01807003,0.01799337,0.14673500,0.00000000,0.07933822,0.05943443
-5.26763382,0.40303438,0.12155414,0.05191988,0.01906172,0.01905682,0.15485791,0.00000000,0.08369621,0.06270280
-5.26163082,0.42246097,0.12766384,0.05442726,0.01996962,0.02006453,0.16233335,0.00000000,0.08769013,0.06570047
-5.25562781,0.43988160,0.13325239,0.05667716,0.02077849,0.02100706,0.16904302,0.00000000,0.09125343,0.06837785
-5.24962481,0.45503070,0.13825645,0.05863568,0.02147504,0.02187781,0.17488567,0.00000000,0.09432831,0.07069197
-5.24362181,0.46769770,0.14263153,0.06027602,0.02204846,0.02267357,0.17978131,0.00000000,0.09686800,0.07260819
-5.23761881,0.47773655,0.14635486,0.06157969,0.02249086,0.02339498,0.18367497,0.00000000,0.09883877,0.07410169
-5.23161581,0.48507330,0.14942762,0.06253751,0.02279765,0.02404687,0.18653951,0.00000000,0.10022152,0.07515864
-5.22561281,0.48971118,0.15187633,0.06315024,0.02296778,0.02463843,0.18837764,0.00000000,0.10101288,0.07577699
-5.21960980,0.49173282,0.15375328,0.06342887,0.02300385,0.02518325,0.18922274,0.00000000,0.10122572,0.07596689
-5.21360680,0.49129949,0.15513589,0.06339452,0.02291210,0.02569912,0.18913858,0.00000000,0.10088909,0.07575053
-5.20760380,0.48864715,0.15612501,0.06307788,0.02270223,0.02620769,0.18821778,0.00000000,0.10004750,0.07516165
-5.20160080,0.48407950,0.15684220,0.06251835,0.02238713,0.02673385,0.18657919,0.00000000,0.09875963,0.07424445
-5.19559780,0.47795822,0.15742592,0.06176271,0.02198240,0.02730505,0.18436409,0.00000000,0.09709648,0.07305218
-5.18959480,0.47069064,0.15802692,0.06086351,0.02150584,0.02795030,0.18173149,0.00000000,0.09513901,0.07164531
-5.18359180,0.46271565,0.15880287,0.05987723,0.02097681,0.02869916,0.17885272,0.00000000,0.09297546,0.07008943
-5.17758879,0.45448802,0.15991252,0.05886221,0.02041553,0.02958060,0.17590545,0.00000000,0.09069839,0.06845290
-5.17158579,0.44646223,0.16150956,0.05787651,0.01984235,0.03062172,0.17306749,0.00000000,0.08840159,0.06680447
-5.16558279,0.43907621,0.16373655,0.05697578,0.01927703,0.03184662,0.17051062,0.00000000,0.08617702,0.06521084
-5.15957979,0.43273592,0.16671901,0.05621117,0.01873806,0.03327519,0.16839477,0.00000000,0.08411195,0.06373439
-5.15357679,0.42780134,0.17056025,0.05562753,0.01824198,0.03492206,0.16686269,0.00000000,0.08228639,0.06243108
-5.14757379,0.42457459,0.17533681,0.05526175,0.01780288,0.03679578,0.16603561,0.00000000,0.08077089,0.06134871
-5.14157079,0.42329080,0.18109515,0.05514152,0.01743193,0.03889807,0.16600982,0.00000000,0.07962500,0.06052554
-5.13556778,0.42411196,0.18784947,0.05528454,0.01713709,0.04122349,0.16685458,0.00000000,0.07889619,0.05998939
-5.12956478,0.42712426,0.19558094,0.05569802,0.01692297,0.04375924,0.16861136,0.00000000,0.07861957,0.05975725
-5.12356178,0.43233899,0.20423846,0.05637879,0.01679080,0.04648548,0.17129438,0.00000000,0.07881820,0.05983537
-5.11755878,0.43969696,0.21374079,0.05731384,0.01673856,0.04937571,0.17489268,0.00000000,0.07950407,0.06021995
-5.11155578,0.44907619,0.22398024,0.05848121,0.01676131,0.05239772,0.17937333,0.00000000,0.08067975,0.06089828
-5.10555278,0.46030273,0.23482745,0.05985145,0.01685154,0.05551462,0.18468592,0.00000000,0.08234051,0.06185029
-5.09954977,0.47316383,0.24613740,0.06138922,0.01699974,0.05868621,0.19076786,0.00000000,0.08447694,0.06305058
-5.09354677,0.48742305,0.25775607,0.06305537,0.01719502,0.06187051,0.19755043,0.00000000,0.08707774,0.06447061
-5.08754377,0.50283635,0.26952764,0.06480898,0.01742574,0.06502537,0.20496508,0.00000000,0.09013278,0.06608120
-5.08154077,0.51916860,0.28130168,0.06660964,0.01768026,0.06811015,0.21294983,0.00000000,0.09363605,0.06785493
-5.07553777,0.53620938,0.29294012,0.06841958,0.01794761,0.07108729,0.22145525,0.00000000,0.09758835,0.06976865
-5.06953477,0.55378738,0.30432343,0.07020568,0.01821818,0.07392374,0.23044971,0.00000000,0.10199971,0.07180569
-5.06353177,0.57178255,0.31535584,0.07194128,0.01848430,0.07659220,0.23992362,0.00000000,0.10689111,0.07395775
-5.05752876,0.59013526,0.32596908,0.07360757,0.01874075,0.07907198,0.24989227,0.00000000,0.11229564,0.07622642
-5.05152576,0.60885187,0.33612464,0.07519462,0.01898517,0.08134960,0.26039713,0.00000000,0.11825869,0.07862413
-5.04552276,0.62800631,0.34581409,0.07670189,0.01921826,0.08341889,0.27150529,0.00000000,0.12483733,0.08117450
-5.03951976,0.64773737,0.35505772,0.07813823,0.01944389,0.08528078,0.28330715,0.00000000,0.13209869,0.08391207
-5.03351676,0.66824180,0.36390135,0.07952142,0.01966903,0.08694261,0.29591222,0.00000000,0.14011740,0.08688127
-5.02751376,0.68976327,0.37241147,0.08087704,0.01990349,0.08841716,0.30944318,0.00000000,0.14897217,0.09013477
-5.02151076,0.71257777,0.38066916,0.08223710,0.02015951,0.08972132,0.32402849,0.00000000,0.15874149,0.09373120
-5.01550775,0.73697600,0.38876291,0.08363803,0.02045122,0.09087463,0.33979375,0.00000000,0.16949880,0.09773227
-5.00950475,0.76324364,0.39678098,0.08511856,0.02079398,0.09189759,0.35685228,0.00000000,0.18130719,0.10219949
-5.00350175,0.79164043,0.40480363,0.08671728,0.02120358,0.09281008,0.37529539,0.00000000,0.19421393,0.10719052
-4.99749875,0.82237923,0.41289583,0.08847016,0.02169546,0.09362982,0.39518276,0.00000000,0.20824514,0.11275540
-4.99149575,0.85560620,0.42110082,0.09040813,0.02228379,0.09437107,0.41653359,0.00000000,0.22340074,0.11893284
-4.98549275,0.89138308,0.42943509,0.09255481,0.02298069,0.09504361,0.43931897,0.00000000,0.23965026,0.12574666
-4.97948974,0.92967293,0.43788502,0.09492462,0.02379544,0.09565207,0.46345596,0.00000000,0.25692947,0.13320270
-4.97348674,0.97033000,0.44640554,0.09752116,0.02473378,0.09619579,0.48880386,0.00000000,0.27513837,0.14128630
-4.96748374,1.01309460,0.45492083,0.10033626,0.02579742,0.09666897,0.51516299,0.00000000,0.29414059,0.14996059
-4.96148074,1.05759361,0.46332723,0.10334949,0.02698360,0.09706140,0.54227617,0.00000000,0.31376441,0.15916561
-4.95547774,1.10334661,0.47149810,0.10652837,0.02828500,0.09735947,0.56983308,0.00000000,0.33380550,0.16881857
-4.94947474,1.14977790,0.47929045,0.10982908,0.02968974,0.09754758,0.59747745,0.00000000,0.35403142,0.17881506
-4.94347174,1.19623389,0.48655294,0.11319795,0.03118164,0.09760974,0.62481682,0.00000000,0.37418767,0.18903146
-4.93746873,1.24200530,0.49313480,0.11657333,0.03274073,0.09753130,0.65143461,0.00000000,0.39400535,0.19932831
-4.93146573,1.28635325,0.49889517,0.11988803,0.03434395,0.09730072,0.67690408,0.00000000,0.41320995,0.20955468
-4.92546273,1.32853820,0.50371230,0.12307209,0.03596599,0.09691116,0.70080353,0.00000000,0.43153113,0.21955332
-4.91945973,1.36785029,0.50749201,0.12605578,0.03758030,0.09636188,0.72273215,0.00000000,0.44871291,0.22916638
-4.91345673,1.40363983,0.51017497,0.12877269,0.03916023,0.09565933,0.74232583,0.00000000,0.46452405,0.23824154
-4.90745373,1.43534634,0.51174232,0.13116277,0.04068013,0.09481775,0.75927211,0.00000000,0.47876799,0.24663812
-4.90145073,1.46252481,0.51221936,0.13317513,0.04211656,0.09385940,0.77332371,0.00000000,0.49129186,0.25423308
-4.89544772,1.48486777,0.51167690,0.13477055,0.04344926,0.09281423,0.78430989,0.00000000,0.50199431,0.26092643
-4.88944472,1.50222217,0.51023046,0.13592345,0.04466217,0.09171912,0.79214509,0.00000000,0.51083152,0.26664590
-4.88344172,1.51459994,0.50803705,0.13662333,0.04574414,0.09061662,0.79683446,0.00000000,0.51782121,0.27135055
-4.87743872,1.52218186,0.50528999,0.13687552,0.04668945,0.08955340,0.79847599,0.00000000,0.52304428,0.27503314
-4.87143572,1.52531433,0.50221178,0.13670130,0.04749814,0.08857833,0.79725898,0.00000000,0.52664408,0.27772114
-4.86543272,1.52449905,0.49904567,0.13613720,0.04817592,0.08774041,0.79345908,0.00000000,0.52882318,0.27947620
-4.85942971,1.52037611,0.49604614,0.13523372,0.04873396,0.08708667,0.78742996,0.00000000,0.52983765,0.28039220
-4.85342671,1.51370122,0.49346898,0.13405340,0.04918828,0.08666007,0.77959192,0.00000000,0.52998923,0.28059183
-4.84742371,1.50531788,0.49156128,0.13266833,0.04955896,0.08649759,0.77041812,0.00000000,0.52961551,0.28022190
-4.84142071,1.49612594,0.49055202,0.13115724,0.04986913,0.08662860,0.76041878,0.00000000,0.52907861,0.27944755
-4.83541771,1.48704784,0.49064349,0.12960238,0.05014380,0.08707352,0.75012412,0.00000000,0.52875274,0.27844562
-4.82941471,1.47899390,0.49200399,0.12808614,0.05040858,0.08784295,0.74006679,0.00000000,0.52901114,0.27739750
-4.82341171,1.47282828,0.49476211,0.12668779,0.05068841,0.08893720,0.73076428,0.00000000,0.53021293,0.27648171
-4.81740870,1.46933689,0.49900264,0.12548033,0.05100627,0.09034628,0.72270227,0.00000000,0.53269033,0.27586665
-4.81140570,1.46919864,0.50476424,0.12452765,0.05138207,0.09205028,0.71631919,0.00000000,0.53673680,0.27570373
-4.80540270,1.47296094,0.51203886,0.12388211,0.05183165,0.09402016,0.71199274,0.00000000,0.54259635,0.27612122
-4.79939970,1.48102053,0.52077266,0.12358263,0.05236600,0.09621888,0.71002869,0.00000000,0.55045455,0.27721910
-4.79339670,1.49360997,0.53086835,0.12365340,0.05299075,0.09860269,0.71065222,0.00000000,0.56043138,0.27906507
-4.78739370,1.51079028,0.54218864,0.12410315,0.05370597,0.10112265,0.71400208,0.00000000,0.57257620,0.28169191
-4.78139070,1.53244977,0.55456059,0.12492516,0.05450614,0.10372622,0.72012743,0.00000000,0.58686486,0.28509621
-4.77538769,1.55830873,0.56778043,0.12609775,0.05538057,0.10635880,0.72898767,0.00000000,0.60319904,0.28923855
-4.76938469,1.58792969,0.58161889,0.12758549,0.05631391,0.10896521,0.74045470,0.00000000,0.62140778,0.29404503
-4.76338169,1.62073266,0.59582644,0.12934079,0.05728703,0.11149105,0.75431784,0.00000000,0.64125107,0.29941016
-4.75737869,1.65601446,0.61013871,0.13130596,0.05827794,0.11388389,0.77029082,0.00000000,0.66242533,0.30520074
-4.75137569,1.69297153,0.62428157,0.13341557,0.05926292,0.11609421,0.78802083,0.00000000,0.68457070,0.31126082
-4.74537269,1.73072521,0.63797612,0.13559903,0.06021771,0.11807620,0.80709911,0.00000000,0.70727974,0.31741735
-4.73936968,1.76834861,0.65094344,0.13778315,0.06111861,0.11978831,0.82707286,0.00000000,0.73010756,0.32348624
-4.73336668,1.80489428,0.66290917,0.13989487,0.06194363,0.12119370,0.84745812,0.00000000,0.75258281,0.32927885
-4.72736368,1.83942172,0.67360799,0.14186365,0.06267344,0.12226048,0.86775329,0.00000000,0.77421955,0.33460835
-4.72136068,1.87102406,0.68278799,0.14362379,0.06329220,0.12296190,0.88745291,0.00000000,0.79452953,0.33929604
-4.71535768,1.89885318,0.69021509,0.14511642,0.06378815,0.12327644,0.90606139,0.00000000,0.81303467,0.34317719
-4.70935468,1.92214260,0.69567735,0.14629111,0.06415403,0.12318793,0.92310633,0.00000000,0.82927936,0.34610635
-4.70335168,1.94022757,0.69898937,0.14710710,0.06438715,0.12268555,0.93815112,0.00000000,0.84284235,0.34796202
-4.69734867,1.95256195,0.69999644,0.14753413,0.06448937,0.12176397,0.95080647,0.00000000,0.85334784,0.34865042
-4.69134567,1.95873153,0.69857853,0.14755281,0.06446670,0.12042339,0.96074043,0.00000000,0.86047543,0.34810848
-4.68534267,1.95846331,0.69465391,0.14715462,0.06432877,0.11866965,0.96768691,0.00000000,0.86396866,0.34630578
-4.67933967,1.95163080,0.68818210,0.14634146,0.06408814,0.11651427,0.97145206,0.00000000,0.86364185,0.34324566
-4.67333667,1.93825512,0.67916610,0.14512493,0.06375938,0.11397449,0.97191863,0.00000000,0.85938491,0.33896532
-4.66733367,1.91850201,0.66765360,0.14352520,0.06335820,0.11107325,0.96904794,0.00000000,0.85116603,0.33353503
-4.66133067,1.89267488,0.65373713,0.14156979,0.06290041,0.10783902,0.96287959,0.00000000,0.83903210,0.32705655
-4.65532766,1.86120423,0.63755281,0.13929201,0.06240101,0.10430553,0.95352883,0.00000000,0.82310665,0.31966077
-4.64932466,1.82463388,0.61927794,0.13672947,0.06187324,0.10051143,0.94118164,0.00000000,0.80358571,0.31150469
-4.64332166,1.78360446,0.59912718,0.13392241,0.06132785,0.09649968,0.92608799,0.00000000,0.78073130,0.30276786
